SA3_NAME16	Year	Age5yr	ChildrenEverBorn	females
Queanbeyan	2006	75-79	3	117
Queanbeyan	2006	75-79	4	61
Queanbeyan	2006	75-79	5	38
Queanbeyan	2006	75-79	6	49
Queanbeyan	2006	80-84		53
Queanbeyan	2006	80-84	0	12
Queanbeyan	2006	80-84	1	40
Queanbeyan	2006	80-84	2	80
Queanbeyan	2006	80-84	3	67
Queanbeyan	2006	80-84	4	53
Queanbeyan	2006	80-84	5	51
Queanbeyan	2006	80-84	6	30
Queanbeyan	2006	85+		63
Queanbeyan	2006	85+	0	16
Queanbeyan	2006	85+	1	20
Queanbeyan	2006	85+	2	69
Queanbeyan	2006	85+	3	48
Queanbeyan	2006	85+	4	32
Queanbeyan	2006	85+	5	17
Queanbeyan	2006	85+	6	16
Queanbeyan	2011	15-19		132
Queanbeyan	2011	15-19	0	1545
Queanbeyan	2011	15-19	1	19
Queanbeyan	2011	15-19	2	0
Queanbeyan	2011	15-19	3	0
Queanbeyan	2011	15-19	4	0
Queanbeyan	2011	15-19	5	0
Queanbeyan	2011	15-19	6	0
Queanbeyan	2011	20-24		101
Queanbeyan	2011	20-24	0	1256
Queanbeyan	2011	20-24	1	157
Queanbeyan	2011	20-24	2	56
Queanbeyan	2011	20-24	3	4
Queanbeyan	2011	20-24	4	4
Queanbeyan	2011	20-24	5	0
Queanbeyan	2011	20-24	6	0
Queanbeyan	2011	25-29		91
Queanbeyan	2011	25-29	0	1021
Queanbeyan	2011	25-29	1	326
Queanbeyan	2011	25-29	2	218
Queanbeyan	2011	25-29	3	55
Queanbeyan	2011	25-29	4	23
Queanbeyan	2011	25-29	5	5
Queanbeyan	2011	25-29	6	3
Queanbeyan	2011	30-34		77
Queanbeyan	2011	30-34	0	640
Queanbeyan	2011	30-34	1	388
Queanbeyan	2011	30-34	2	451
Queanbeyan	2011	30-34	3	175
Queanbeyan	2011	30-34	4	50
Queanbeyan	2011	30-34	5	17
Queanbeyan	2011	30-34	6	4
Queanbeyan	2011	35-39		86
Queanbeyan	2011	35-39	0	412
Queanbeyan	2011	35-39	1	306
Queanbeyan	2011	35-39	2	732
Queanbeyan	2011	35-39	3	342
Queanbeyan	2011	35-39	4	92
Queanbeyan	2011	35-39	5	31
Queanbeyan	2011	35-39	6	23
Queanbeyan	2011	40-44		93
Queanbeyan	2011	40-44	0	408
Queanbeyan	2011	40-44	1	303
Queanbeyan	2011	40-44	2	877
Queanbeyan	2011	40-44	3	470
Queanbeyan	2011	40-44	4	138
Queanbeyan	2011	40-44	5	41
Queanbeyan	2011	40-44	6	21
Queanbeyan	2011	45-49		102
Queanbeyan	2011	45-49	0	376
Queanbeyan	2011	45-49	1	248
Queanbeyan	2011	45-49	2	800
Queanbeyan	2011	45-49	3	433
Queanbeyan	2011	45-49	4	140
Queanbeyan	2011	45-49	5	35
Queanbeyan	2011	45-49	6	22
Queanbeyan	2011	50-54		97
Queanbeyan	2011	50-54	0	318
Queanbeyan	2011	50-54	1	208
Queanbeyan	2011	50-54	2	682
Queanbeyan	2011	50-54	3	429
Queanbeyan	2011	50-54	4	162
Queanbeyan	2011	50-54	5	42
Queanbeyan	2011	50-54	6	15
Queanbeyan	2011	55-59		83
Queanbeyan	2011	55-59	0	262
Queanbeyan	2011	55-59	1	151
Queanbeyan	2011	55-59	2	585
Queanbeyan	2011	55-59	3	389
Queanbeyan	2011	55-59	4	150
Queanbeyan	2011	55-59	5	47
Queanbeyan	2011	55-59	6	25
Queanbeyan	2011	60-64		69
Queanbeyan	2011	60-64	0	173
Queanbeyan	2011	60-64	1	115
Queanbeyan	2011	60-64	2	481
Queanbeyan	2011	60-64	3	330
Queanbeyan	2011	60-64	4	135
Queanbeyan	2011	60-64	5	46
Queanbeyan	2011	60-64	6	23
Queanbeyan	2011	65-69		53
Queanbeyan	2011	65-69	0	91
Queanbeyan	2011	65-69	1	79
Queanbeyan	2011	65-69	2	299
Queanbeyan	2011	65-69	3	250
Queanbeyan	2011	65-69	4	123
Queanbeyan	2011	65-69	5	32
Queanbeyan	2011	65-69	6	21
Queanbeyan	2011	70-74		44
Queanbeyan	2011	70-74	0	60
Queanbeyan	2011	70-74	1	48
Queanbeyan	2011	70-74	2	175
Queanbeyan	2011	70-74	3	178
Queanbeyan	2011	70-74	4	121
Queanbeyan	2011	70-74	5	39
Queanbeyan	2011	70-74	6	28
Queanbeyan	2011	75-79		40
Queanbeyan	2011	75-79	0	32
Queanbeyan	2011	75-79	1	31
Queanbeyan	2011	75-79	2	83
Queanbeyan	2011	75-79	3	123
Queanbeyan	2011	75-79	4	70
Queanbeyan	2011	75-79	5	42
Queanbeyan	2011	75-79	6	27
Queanbeyan	2011	80-84		35
Queanbeyan	2011	80-84	0	28
Queanbeyan	2011	80-84	1	30
Queanbeyan	2011	80-84	2	70
Queanbeyan	2011	80-84	3	95
Queanbeyan	2011	80-84	4	62
Queanbeyan	2011	80-84	5	32
Queanbeyan	2011	80-84	6	35
Queanbeyan	2011	85+		56
Queanbeyan	2011	85+	0	19
Queanbeyan	2011	85+	1	32
Queanbeyan	2011	85+	2	97
Queanbeyan	2011	85+	3	80
Queanbeyan	2011	85+	4	52
Queanbeyan	2011	85+	5	33
Queanbeyan	2011	85+	6	26
Queanbeyan	2016	15-19		198
Queanbeyan	2016	15-19	0	1512
Queanbeyan	2016	15-19	1	12
Queanbeyan	2016	15-19	2	3
Queanbeyan	2016	15-19	3	0
Queanbeyan	2016	15-19	4	0
Queanbeyan	2016	15-19	5	0
Queanbeyan	2016	15-19	6	0
Queanbeyan	2016	20-24		154
Queanbeyan	2016	20-24	0	1319
Queanbeyan	2016	20-24	1	133
Queanbeyan	2016	20-24	2	53
Queanbeyan	2016	20-24	3	9
Queanbeyan	2016	20-24	4	3
Queanbeyan	2016	20-24	5	0
Queanbeyan	2016	20-24	6	3
Queanbeyan	2016	25-29		185
Queanbeyan	2016	25-29	0	1043
Queanbeyan	2016	25-29	1	397
Queanbeyan	2016	25-29	2	228
Queanbeyan	2016	25-29	3	81
Queanbeyan	2016	25-29	4	12
Queanbeyan	2016	25-29	5	0
Queanbeyan	2016	25-29	6	3
Queanbeyan	2016	30-34		170
Queanbeyan	2016	30-34	0	670
Queanbeyan	2016	30-34	1	446
Queanbeyan	2016	30-34	2	483
Queanbeyan	2016	30-34	3	169
Queanbeyan	2016	30-34	4	58
Queanbeyan	2016	30-34	5	13
Queanbeyan	2016	30-34	6	4
Queanbeyan	2016	35-39		138
Queanbeyan	2016	35-39	0	380
Queanbeyan	2016	35-39	1	351
Queanbeyan	2016	35-39	2	600
Queanbeyan	2016	35-39	3	330
Queanbeyan	2016	35-39	4	93
Queanbeyan	2016	35-39	5	25
Queanbeyan	2016	35-39	6	11
Queanbeyan	2016	40-44		125
Queanbeyan	2016	40-44	0	355
Queanbeyan	2016	40-44	1	301
Queanbeyan	2016	40-44	2	745
Queanbeyan	2016	40-44	3	414
Queanbeyan	2016	40-44	4	115
Queanbeyan	2016	40-44	5	34
Queanbeyan	2016	40-44	6	23
Queanbeyan	2016	45-49		158
Queanbeyan	2016	45-49	0	412
Queanbeyan	2016	45-49	1	286
Queanbeyan	2016	45-49	2	894
Queanbeyan	2016	45-49	3	465
Queanbeyan	2016	45-49	4	160
Queanbeyan	2016	45-49	5	26
Queanbeyan	2016	45-49	6	21
Queanbeyan	2016	50-54		153
Queanbeyan	2016	50-54	0	341
Queanbeyan	2016	50-54	1	270
Queanbeyan	2016	50-54	2	782
Queanbeyan	2016	50-54	3	423
Queanbeyan	2016	50-54	4	141
Queanbeyan	2016	50-54	5	36
Queanbeyan	2016	50-54	6	23
Queanbeyan	2016	55-59		153
Queanbeyan	2016	55-59	0	290
Queanbeyan	2016	55-59	1	200
Queanbeyan	2016	55-59	2	648
Queanbeyan	2016	55-59	3	415
Queanbeyan	2016	55-59	4	156
Queanbeyan	2016	55-59	5	33
Queanbeyan	2016	55-59	6	23
Queanbeyan	2016	60-64		118
Queanbeyan	2016	60-64	0	236
Queanbeyan	2016	60-64	1	149
Queanbeyan	2016	60-64	2	527
Queanbeyan	2016	60-64	3	362
Queanbeyan	2016	60-64	4	137
Queanbeyan	2016	60-64	5	42
Queanbeyan	2016	60-64	6	21
Queanbeyan	2016	65-69		111
Queanbeyan	2016	65-69	0	132
Queanbeyan	2016	65-69	1	107
Queanbeyan	2016	65-69	2	420
Queanbeyan	2016	65-69	3	314
Queanbeyan	2016	65-69	4	124
Queanbeyan	2016	65-69	5	44
Queanbeyan	2016	65-69	6	24
Queanbeyan	2016	70-74		94
Queanbeyan	2016	70-74	0	69
Queanbeyan	2016	70-74	1	68
Queanbeyan	2016	70-74	2	263
Queanbeyan	2016	70-74	3	229
Queanbeyan	2016	70-74	4	101
Queanbeyan	2016	70-74	5	29
Queanbeyan	2016	70-74	6	17
Queanbeyan	2016	75-79		66
Queanbeyan	2016	75-79	0	42
Queanbeyan	2016	75-79	1	37
Queanbeyan	2016	75-79	2	144
Queanbeyan	2016	75-79	3	161
Queanbeyan	2016	75-79	4	96
Queanbeyan	2016	75-79	5	39
Queanbeyan	2016	75-79	6	26
Queanbeyan	2016	80-84		30
Queanbeyan	2016	80-84	0	24
Queanbeyan	2016	80-84	1	22
Queanbeyan	2016	80-84	2	67
Queanbeyan	2016	80-84	3	109
Queanbeyan	2016	80-84	4	61
Queanbeyan	2016	80-84	5	29
Queanbeyan	2016	80-84	6	22
Queanbeyan	2016	85+		76
Queanbeyan	2016	85+	0	16
Queanbeyan	2016	85+	1	42
Queanbeyan	2016	85+	2	81
Queanbeyan	2016	85+	3	101
Queanbeyan	2016	85+	4	65
Queanbeyan	2016	85+	5	32
Queanbeyan	2016	85+	6	31
Snowy Mountains	2006	15-19		80
Snowy Mountains	2006	15-19	0	463
Snowy Mountains	2006	15-19	1	15
Snowy Mountains	2006	15-19	2	0
Snowy Mountains	2006	15-19	3	0
Snowy Mountains	2006	15-19	4	0
Snowy Mountains	2006	15-19	5	0
Snowy Mountains	2006	15-19	6	0
Snowy Mountains	2006	20-24		45
Snowy Mountains	2006	20-24	0	260
Snowy Mountains	2006	20-24	1	44
Snowy Mountains	2006	20-24	2	18
Snowy Mountains	2006	20-24	3	3
Snowy Mountains	2006	20-24	4	0
Snowy Mountains	2006	20-24	5	0
Snowy Mountains	2006	20-24	6	0
Snowy Mountains	2006	25-29		51
Snowy Mountains	2006	25-29	0	220
Snowy Mountains	2006	25-29	1	71
Snowy Mountains	2006	25-29	2	58
Snowy Mountains	2006	25-29	3	25
Snowy Mountains	2006	25-29	4	5
Snowy Mountains	2006	25-29	5	3
Snowy Mountains	2006	25-29	6	0
Snowy Mountains	2006	30-34		68
Snowy Mountains	2006	30-34	0	148
Snowy Mountains	2006	30-34	1	104
Snowy Mountains	2006	30-34	2	133
Snowy Mountains	2006	30-34	3	65
Snowy Mountains	2006	30-34	4	18
Snowy Mountains	2006	30-34	5	5
Snowy Mountains	2006	30-34	6	0
Snowy Mountains	2006	35-39		68
Snowy Mountains	2006	35-39	0	112
Snowy Mountains	2006	35-39	1	101
Snowy Mountains	2006	35-39	2	225
Snowy Mountains	2006	35-39	3	107
Snowy Mountains	2006	35-39	4	44
Snowy Mountains	2006	35-39	5	5
Snowy Mountains	2006	35-39	6	12
Snowy Mountains	2006	40-44		78
Snowy Mountains	2006	40-44	0	85
Snowy Mountains	2006	40-44	1	85
Snowy Mountains	2006	40-44	2	234
Snowy Mountains	2006	40-44	3	164
Snowy Mountains	2006	40-44	4	51
Snowy Mountains	2006	40-44	5	15
Snowy Mountains	2006	40-44	6	17
Snowy Mountains	2006	45-49		54
Snowy Mountains	2006	45-49	0	102
Snowy Mountains	2006	45-49	1	67
Snowy Mountains	2006	45-49	2	230
Snowy Mountains	2006	45-49	3	171
Snowy Mountains	2006	45-49	4	73
Snowy Mountains	2006	45-49	5	20
Snowy Mountains	2006	45-49	6	7
Snowy Mountains	2006	50-54		48
Snowy Mountains	2006	50-54	0	87
Snowy Mountains	2006	50-54	1	66
Snowy Mountains	2006	50-54	2	214
Snowy Mountains	2006	50-54	3	135
Snowy Mountains	2006	50-54	4	57
Snowy Mountains	2006	50-54	5	15
Snowy Mountains	2006	50-54	6	7
Snowy Mountains	2006	55-59		53
Snowy Mountains	2006	55-59	0	83
Snowy Mountains	2006	55-59	1	54
Snowy Mountains	2006	55-59	2	205
Snowy Mountains	2006	55-59	3	130
Snowy Mountains	2006	55-59	4	64
Snowy Mountains	2006	55-59	5	22
Snowy Mountains	2006	55-59	6	12
Snowy Mountains	2006	60-64		29
Snowy Mountains	2006	60-64	0	53
Snowy Mountains	2006	60-64	1	43
Snowy Mountains	2006	60-64	2	176
Snowy Mountains	2006	60-64	3	116
Snowy Mountains	2006	60-64	4	59
Snowy Mountains	2006	60-64	5	25
Snowy Mountains	2006	60-64	6	9
Snowy Mountains	2006	65-69		24
Snowy Mountains	2006	65-69	0	34
Snowy Mountains	2006	65-69	1	25
Snowy Mountains	2006	65-69	2	113
Snowy Mountains	2006	65-69	3	91
Snowy Mountains	2006	65-69	4	51
Snowy Mountains	2006	65-69	5	30
Snowy Mountains	2006	65-69	6	26
Snowy Mountains	2006	70-74		23
Snowy Mountains	2006	70-74	0	24
Snowy Mountains	2006	70-74	1	16
Snowy Mountains	2006	70-74	2	69
Snowy Mountains	2006	70-74	3	75
Snowy Mountains	2006	70-74	4	52
Snowy Mountains	2006	70-74	5	18
Snowy Mountains	2006	70-74	6	26
Snowy Mountains	2006	75-79		27
Snowy Mountains	2006	75-79	0	28
Snowy Mountains	2006	75-79	1	11
Snowy Mountains	2006	75-79	2	70
Snowy Mountains	2006	75-79	3	59
Snowy Mountains	2006	75-79	4	41
Snowy Mountains	2006	75-79	5	9
Snowy Mountains	2006	75-79	6	28
Snowy Mountains	2006	80-84		22
Snowy Mountains	2006	80-84	0	17
Snowy Mountains	2006	80-84	1	14
Snowy Mountains	2006	80-84	2	35
Snowy Mountains	2006	80-84	3	53
Snowy Mountains	2006	80-84	4	38
Snowy Mountains	2006	80-84	5	19
Snowy Mountains	2006	80-84	6	16
Snowy Mountains	2006	85+		30
Snowy Mountains	2006	85+	0	21
Snowy Mountains	2006	85+	1	17
Snowy Mountains	2006	85+	2	42
Snowy Mountains	2006	85+	3	38
Snowy Mountains	2006	85+	4	28
Snowy Mountains	2006	85+	5	18
Snowy Mountains	2006	85+	6	21
Snowy Mountains	2011	15-19		68
Snowy Mountains	2011	15-19	0	483
Snowy Mountains	2011	15-19	1	13
Snowy Mountains	2011	15-19	2	3
Snowy Mountains	2011	15-19	3	4
Snowy Mountains	2011	15-19	4	0
Snowy Mountains	2011	15-19	5	0
Snowy Mountains	2011	15-19	6	0
Snowy Mountains	2011	20-24		41
Snowy Mountains	2011	20-24	0	304
Snowy Mountains	2011	20-24	1	51
Snowy Mountains	2011	20-24	2	21
Snowy Mountains	2011	20-24	3	7
Snowy Mountains	2011	20-24	4	0
Snowy Mountains	2011	20-24	5	0
Snowy Mountains	2011	20-24	6	0
Snowy Mountains	2011	25-29		35
Snowy Mountains	2011	25-29	0	248
Snowy Mountains	2011	25-29	1	62
Snowy Mountains	2011	25-29	2	63
Snowy Mountains	2011	25-29	3	27
Snowy Mountains	2011	25-29	4	8
Snowy Mountains	2011	25-29	5	0
Snowy Mountains	2011	25-29	6	5
Snowy Mountains	2011	30-34		48
Snowy Mountains	2011	30-34	0	139
Snowy Mountains	2011	30-34	1	80
Snowy Mountains	2011	30-34	2	142
Snowy Mountains	2011	30-34	3	51
Snowy Mountains	2011	30-34	4	15
Snowy Mountains	2011	30-34	5	4
Snowy Mountains	2011	30-34	6	9
Snowy Mountains	2011	35-39		46
Snowy Mountains	2011	35-39	0	83
Snowy Mountains	2011	35-39	1	80
Snowy Mountains	2011	35-39	2	208
Snowy Mountains	2011	35-39	3	110
Snowy Mountains	2011	35-39	4	35
Snowy Mountains	2011	35-39	5	4
Snowy Mountains	2011	35-39	6	5
Snowy Mountains	2011	40-44		55
Snowy Mountains	2011	40-44	0	101
Snowy Mountains	2011	40-44	1	100
Snowy Mountains	2011	40-44	2	263
Snowy Mountains	2011	40-44	3	127
Snowy Mountains	2011	40-44	4	54
Snowy Mountains	2011	40-44	5	8
Snowy Mountains	2011	40-44	6	12
Snowy Mountains	2011	45-49		43
Snowy Mountains	2011	45-49	0	99
Snowy Mountains	2011	45-49	1	91
Snowy Mountains	2011	45-49	2	245
Snowy Mountains	2011	45-49	3	171
Snowy Mountains	2011	45-49	4	55
Snowy Mountains	2011	45-49	5	16
Snowy Mountains	2011	45-49	6	18
Snowy Mountains	2011	50-54		39
Snowy Mountains	2011	50-54	0	94
Snowy Mountains	2011	50-54	1	69
Snowy Mountains	2011	50-54	2	235
Snowy Mountains	2011	50-54	3	174
Snowy Mountains	2011	50-54	4	74
Snowy Mountains	2011	50-54	5	22
Snowy Mountains	2011	50-54	6	8
Snowy Mountains	2011	55-59		27
Snowy Mountains	2011	55-59	0	94
Snowy Mountains	2011	55-59	1	64
Snowy Mountains	2011	55-59	2	196
Snowy Mountains	2011	55-59	3	131
Snowy Mountains	2011	55-59	4	64
Snowy Mountains	2011	55-59	5	16
Snowy Mountains	2011	55-59	6	8
Snowy Mountains	2011	60-64		39
Snowy Mountains	2011	60-64	0	77
Snowy Mountains	2011	60-64	1	61
Snowy Mountains	2011	60-64	2	214
Snowy Mountains	2011	60-64	3	129
Snowy Mountains	2011	60-64	4	64
Snowy Mountains	2011	60-64	5	26
Snowy Mountains	2011	60-64	6	6
Snowy Mountains	2011	65-69		23
Snowy Mountains	2011	65-69	0	42
Snowy Mountains	2011	65-69	1	43
Snowy Mountains	2011	65-69	2	169
Snowy Mountains	2011	65-69	3	108
Snowy Mountains	2011	65-69	4	51
Snowy Mountains	2011	65-69	5	24
Snowy Mountains	2011	65-69	6	12
Snowy Mountains	2011	70-74		23
Snowy Mountains	2011	70-74	0	34
Snowy Mountains	2011	70-74	1	19
Snowy Mountains	2011	70-74	2	91
Snowy Mountains	2011	70-74	3	82
Snowy Mountains	2011	70-74	4	54
Snowy Mountains	2011	70-74	5	16
Snowy Mountains	2011	70-74	6	29
Snowy Mountains	2011	75-79		23
Snowy Mountains	2011	75-79	0	30
Snowy Mountains	2011	75-79	1	15
Snowy Mountains	2011	75-79	2	57
Snowy Mountains	2011	75-79	3	63
Snowy Mountains	2011	75-79	4	54
Snowy Mountains	2011	75-79	5	17
Snowy Mountains	2011	75-79	6	17
Snowy Mountains	2011	80-84		28
Snowy Mountains	2011	80-84	0	20
Snowy Mountains	2011	80-84	1	7
Snowy Mountains	2011	80-84	2	54
Snowy Mountains	2011	80-84	3	45
Snowy Mountains	2011	80-84	4	42
Snowy Mountains	2011	80-84	5	10
Snowy Mountains	2011	80-84	6	15
Snowy Mountains	2011	85+		41
Snowy Mountains	2011	85+	0	22
Snowy Mountains	2011	85+	1	18
Snowy Mountains	2011	85+	2	52
Snowy Mountains	2011	85+	3	55
Snowy Mountains	2011	85+	4	34
Snowy Mountains	2011	85+	5	20
Snowy Mountains	2011	85+	6	16
Snowy Mountains	2016	15-19		73
Snowy Mountains	2016	15-19	0	444
Snowy Mountains	2016	15-19	1	3
Snowy Mountains	2016	15-19	2	0
Snowy Mountains	2016	15-19	3	0
Snowy Mountains	2016	15-19	4	0
Snowy Mountains	2016	15-19	5	0
Snowy Mountains	2016	15-19	6	0
Snowy Mountains	2016	20-24		59
Snowy Mountains	2016	20-24	0	363
Snowy Mountains	2016	20-24	1	24
Snowy Mountains	2016	20-24	2	14
Snowy Mountains	2016	20-24	3	3
Snowy Mountains	2016	20-24	4	0
Snowy Mountains	2016	20-24	5	0
Snowy Mountains	2016	20-24	6	0
Snowy Mountains	2016	25-29		51
Snowy Mountains	2016	25-29	0	283
Snowy Mountains	2016	25-29	1	83
Snowy Mountains	2016	25-29	2	57
Snowy Mountains	2016	25-29	3	25
Snowy Mountains	2016	25-29	4	3
Snowy Mountains	2016	25-29	5	0
Snowy Mountains	2016	25-29	6	0
Snowy Mountains	2016	30-34		44
Snowy Mountains	2016	30-34	0	178
Snowy Mountains	2016	30-34	1	82
Snowy Mountains	2016	30-34	2	115
Snowy Mountains	2016	30-34	3	71
Snowy Mountains	2016	30-34	4	15
Snowy Mountains	2016	30-34	5	3
Snowy Mountains	2016	30-34	6	0
Snowy Mountains	2016	35-39		36
Snowy Mountains	2016	35-39	0	89
Snowy Mountains	2016	35-39	1	66
Snowy Mountains	2016	35-39	2	178
Snowy Mountains	2016	35-39	3	96
Snowy Mountains	2016	35-39	4	33
Snowy Mountains	2016	35-39	5	4
Snowy Mountains	2016	35-39	6	12
Snowy Mountains	2016	40-44		49
Snowy Mountains	2016	40-44	0	87
Snowy Mountains	2016	40-44	1	84
Snowy Mountains	2016	40-44	2	218
Snowy Mountains	2016	40-44	3	127
Snowy Mountains	2016	40-44	4	38
Snowy Mountains	2016	40-44	5	9
Snowy Mountains	2016	40-44	6	3
Snowy Mountains	2016	45-49		66
Snowy Mountains	2016	45-49	0	96
Snowy Mountains	2016	45-49	1	99
Snowy Mountains	2016	45-49	2	257
Snowy Mountains	2016	45-49	3	125
Snowy Mountains	2016	45-49	4	49
Snowy Mountains	2016	45-49	5	14
Snowy Mountains	2016	45-49	6	9
Snowy Mountains	2016	50-54		73
Snowy Mountains	2016	50-54	0	104
Snowy Mountains	2016	50-54	1	94
Snowy Mountains	2016	50-54	2	247
Snowy Mountains	2016	50-54	3	151
Snowy Mountains	2016	50-54	4	51
Snowy Mountains	2016	50-54	5	20
Snowy Mountains	2016	50-54	6	15
Snowy Mountains	2016	55-59		52
Snowy Mountains	2016	55-59	0	102
Snowy Mountains	2016	55-59	1	62
Snowy Mountains	2016	55-59	2	235
Snowy Mountains	2016	55-59	3	166
Snowy Mountains	2016	55-59	4	59
Snowy Mountains	2016	55-59	5	23
Snowy Mountains	2016	55-59	6	12
Snowy Mountains	2016	60-64		53
Snowy Mountains	2016	60-64	0	91
Snowy Mountains	2016	60-64	1	50
Snowy Mountains	2016	60-64	2	194
Snowy Mountains	2016	60-64	3	134
Snowy Mountains	2016	60-64	4	65
Snowy Mountains	2016	60-64	5	19
Snowy Mountains	2016	60-64	6	7
Snowy Mountains	2016	65-69		55
Snowy Mountains	2016	65-69	0	68
Snowy Mountains	2016	65-69	1	51
Snowy Mountains	2016	65-69	2	214
Snowy Mountains	2016	65-69	3	116
Snowy Mountains	2016	65-69	4	65
Snowy Mountains	2016	65-69	5	16
Snowy Mountains	2016	65-69	6	12
Snowy Mountains	2016	70-74		40
Snowy Mountains	2016	70-74	0	39
Snowy Mountains	2016	70-74	1	43
Snowy Mountains	2016	70-74	2	154
Snowy Mountains	2016	70-74	3	102
Snowy Mountains	2016	70-74	4	55
Snowy Mountains	2016	70-74	5	19
Snowy Mountains	2016	70-74	6	11
Snowy Mountains	2016	75-79		42
Snowy Mountains	2016	75-79	0	27
Snowy Mountains	2016	75-79	1	7
Snowy Mountains	2016	75-79	2	83
Snowy Mountains	2016	75-79	3	71
Snowy Mountains	2016	75-79	4	44
Snowy Mountains	2016	75-79	5	20
Snowy Mountains	2016	75-79	6	23
Snowy Mountains	2016	80-84		41
Snowy Mountains	2016	80-84	0	23
Snowy Mountains	2016	80-84	1	10
Snowy Mountains	2016	80-84	2	44
Snowy Mountains	2016	80-84	3	56
Snowy Mountains	2016	80-84	4	37
Snowy Mountains	2016	80-84	5	20
Snowy Mountains	2016	80-84	6	15
Snowy Mountains	2016	85+		62
Snowy Mountains	2016	85+	0	18
Snowy Mountains	2016	85+	1	16
Snowy Mountains	2016	85+	2	56
Snowy Mountains	2016	85+	3	46
Snowy Mountains	2016	85+	4	36
Snowy Mountains	2016	85+	5	17
Snowy Mountains	2016	85+	6	21
South Coast	2006	15-19		231
South Coast	2006	15-19	0	1768
South Coast	2006	15-19	1	48
South Coast	2006	15-19	2	7
South Coast	2006	15-19	3	3
South Coast	2006	15-19	4	0
South Coast	2006	15-19	5	0
