SA3_NAME16	Year	Sex	labourForceParticipation
Macedon Ranges	2006	F	59.3
Macedon Ranges	2006	M	73.3
Macedon Ranges	2011	F	61.6
Macedon Ranges	2011	M	73.3
Macedon Ranges	2016	F	59.8
Macedon Ranges	2016	M	68.8
Moreland - North	2006	F	42.1
Moreland - North	2006	M	58.1
Moreland - North	2011	F	46.5
Moreland - North	2011	M	61.2
Moreland - North	2016	F	50.7
Moreland - North	2016	M	64.7
Sunbury	2006	F	60.4
Sunbury	2006	M	75.3
Sunbury	2011	F	62
Sunbury	2011	M	74
Sunbury	2016	F	61.4
Sunbury	2016	M	70.6
Tullamarine - Broadmeadows	2006	F	48
Tullamarine - Broadmeadows	2006	M	65.4
Tullamarine - Broadmeadows	2011	F	48.2
Tullamarine - Broadmeadows	2011	M	64.7
Tullamarine - Broadmeadows	2016	F	48.6
Tullamarine - Broadmeadows	2016	M	63.5
Knox	2006	F	60.4
Knox	2006	M	74.9
Knox	2011	F	60.9
Knox	2011	M	73
Knox	2016	F	59.5
Knox	2016	M	69.8
Manningham - East	2006	F	60.4
Manningham - East	2006	M	72.7
Manningham - East	2011	F	61.3
Manningham - East	2011	M	72.6
Manningham - East	2016	F	58.1
Manningham - East	2016	M	68.8
Maroondah	2006	F	57.7
Maroondah	2006	M	71.6
Maroondah	2011	F	59.6
Maroondah	2011	M	72.2
Maroondah	2016	F	59.3
Maroondah	2016	M	70.3
Whitehorse - East	2006	F	55.5
Whitehorse - East	2006	M	69.2
Whitehorse - East	2011	F	56.2
Whitehorse - East	2011	M	68.8
Whitehorse - East	2016	F	55.9
Whitehorse - East	2016	M	67.3
Yarra Ranges	2006	F	59.3
Yarra Ranges	2006	M	72.8
Yarra Ranges	2011	F	60.5
Yarra Ranges	2011	M	72.3
Yarra Ranges	2016	F	59.8
Yarra Ranges	2016	M	69.3
Cardinia	2006	F	58.4
Cardinia	2006	M	73.9
Cardinia	2011	F	60.1
Cardinia	2011	M	73.9
Cardinia	2016	F	60
Cardinia	2016	M	71.6
Casey - North	2006	F	57
Casey - North	2006	M	72.8
Casey - North	2011	F	57.3
Casey - North	2011	M	71.4
Casey - North	2016	F	55.9
Casey - North	2016	M	69
Casey - South	2006	F	58
Casey - South	2006	M	75.2
Casey - South	2011	F	59.2
Casey - South	2011	M	74.8
Casey - South	2016	F	59.2
Casey - South	2016	M	72.4
Dandenong	2006	F	46
Dandenong	2006	M	61.7
Dandenong	2011	F	47
Dandenong	2011	M	62.3
Dandenong	2016	F	47.7
Dandenong	2016	M	61.8
Monash	2006	F	52.2
Monash	2006	M	63.8
Monash	2011	F	52.8
Monash	2011	M	63.8
Monash	2016	F	51.7
Monash	2016	M	61.5
Brimbank	2006	F	47.8
Brimbank	2006	M	63.5
Brimbank	2011	F	48.9
Brimbank	2011	M	63.3
Brimbank	2016	F	49.8
Brimbank	2016	M	62.7
Hobsons Bay	2006	F	53.1
Hobsons Bay	2006	M	66.4
Hobsons Bay	2011	F	55.1
Hobsons Bay	2011	M	67.4
Hobsons Bay	2016	F	57.2
Hobsons Bay	2016	M	67.5
Maribyrnong	2006	F	53
Maribyrnong	2006	M	63.8
Maribyrnong	2011	F	57.9
Maribyrnong	2011	M	66.7
Maribyrnong	2016	F	61.7
Maribyrnong	2016	M	69.7
Melton - Bacchus Marsh	2006	F	58
Melton - Bacchus Marsh	2006	M	73.8
Melton - Bacchus Marsh	2011	F	58.4
Melton - Bacchus Marsh	2011	M	72.7
Melton - Bacchus Marsh	2016	F	57.5
Melton - Bacchus Marsh	2016	M	69.3
Wyndham	2006	F	58.4
Wyndham	2006	M	72.8
Wyndham	2011	F	59.4
Wyndham	2011	M	73.9
Wyndham	2016	F	58.6
Wyndham	2016	M	72.5
Frankston	2006	F	54.6
Frankston	2006	M	68.9
Frankston	2011	F	56.8
Frankston	2011	M	69.4
Frankston	2016	F	57.3
Frankston	2016	M	67.3
Mornington Peninsula	2006	F	48.2
Mornington Peninsula	2006	M	61.9
Mornington Peninsula	2011	F	50.5
Mornington Peninsula	2011	M	62.9
Mornington Peninsula	2016	F	50.8
Mornington Peninsula	2016	M	60.4
Grampians	2006	F	51.3
Grampians	2006	M	64.6
Grampians	2011	F	51
Grampians	2011	M	62.4
Grampians	2016	F	50.7
Grampians	2016	M	58.5
Mildura	2006	F	53
Mildura	2006	M	65.5
Mildura	2011	F	52.2
Mildura	2011	M	62.2
Mildura	2016	F	51.9
Mildura	2016	M	59.6
Murray River - Swan Hill	2006	F	50.3
Murray River - Swan Hill	2006	M	64.9
Murray River - Swan Hill	2011	F	49.4
Murray River - Swan Hill	2011	M	62.9
Murray River - Swan Hill	2016	F	47.9
Murray River - Swan Hill	2016	M	57.9
Campaspe	2006	F	52.2
Campaspe	2006	M	65.8
Campaspe	2011	F	52.1
Campaspe	2011	M	63
Campaspe	2016	F	51.1
Campaspe	2016	M	59.4
Moira	2006	F	50
Moira	2006	M	62.6
Moira	2011	F	49
Moira	2011	M	59.2
Moira	2016	F	48.1
Moira	2016	M	55.7
Shepparton	2006	F	55.2
Shepparton	2006	M	67.4
Shepparton	2011	F	54.3
Shepparton	2011	M	64.6
Shepparton	2016	F	52.4
Shepparton	2016	M	60.4
Glenelg - Southern Grampians	2006	F	53.1
Glenelg - Southern Grampians	2006	M	68.5
Glenelg - Southern Grampians	2011	F	53.3
Glenelg - Southern Grampians	2011	M	65.2
Glenelg - Southern Grampians	2016	F	50.9
Glenelg - Southern Grampians	2016	M	60.4
Colac - Corangamite	2006	F	53.3
Colac - Corangamite	2006	M	67.7
Colac - Corangamite	2011	F	53.8
Colac - Corangamite	2011	M	66
Colac - Corangamite	2016	F	52.5
Colac - Corangamite	2016	M	62
Warrnambool	2006	F	55.5
Warrnambool	2006	M	68.8
Warrnambool	2011	F	57.2
Warrnambool	2011	M	68.9
Warrnambool	2016	F	55.7
Warrnambool	2016	M	65
Migratory - Offshore - Shipping (Vic.)	2006	F	0
Migratory - Offshore - Shipping (Vic.)	2006	M	71.4
Migratory - Offshore - Shipping (Vic.)	2011	F	0
Migratory - Offshore - Shipping (Vic.)	2011	M	83.3
Migratory - Offshore - Shipping (Vic.)	2016	F	0
Migratory - Offshore - Shipping (Vic.)	2016	M	85.2
No usual address (Vic.)	2006	F	47.8
No usual address (Vic.)	2006	M	58.4
No usual address (Vic.)	2011	F	42.6
No usual address (Vic.)	2011	M	44.7
No usual address (Vic.)	2016	F	36
No usual address (Vic.)	2016	M	40.8
Capalaba	2006	F	61.8
Capalaba	2006	M	74.8
Capalaba	2011	F	63.8
Capalaba	2011	M	74.1
Capalaba	2016	F	62.9
Capalaba	2016	M	71.1
Cleveland - Stradbroke	2006	F	54.2
Cleveland - Stradbroke	2006	M	66.3
Cleveland - Stradbroke	2011	F	56.9
Cleveland - Stradbroke	2011	M	66.8
Cleveland - Stradbroke	2016	F	55.6
Cleveland - Stradbroke	2016	M	63.6
Wynnum - Manly	2006	F	57.9
Wynnum - Manly	2006	M	70.9
Wynnum - Manly	2011	F	62
Wynnum - Manly	2011	M	72.8
Wynnum - Manly	2016	F	62.7
Wynnum - Manly	2016	M	71
Bald Hills - Everton Park	2006	F	60.3
Bald Hills - Everton Park	2006	M	73.3
Bald Hills - Everton Park	2011	F	62.2
Bald Hills - Everton Park	2011	M	73.3
Bald Hills - Everton Park	2016	F	62.1
Bald Hills - Everton Park	2016	M	71.1
Chermside	2006	F	57.1
Chermside	2006	M	69.8
Chermside	2011	F	60.2
Chermside	2011	M	70.8
Chermside	2016	F	61.3
Chermside	2016	M	70
Nundah	2006	F	59.3
Nundah	2006	M	70.4
Nundah	2011	F	63.6
Nundah	2011	M	72.2
Nundah	2016	F	64.9
Nundah	2016	M	72.5
Sandgate	2006	F	55.1
Sandgate	2006	M	67.5
Sandgate	2011	F	58.9
Sandgate	2011	M	68.9
Sandgate	2016	F	59.4
Sandgate	2016	M	68.3
Carindale	2006	F	62.1
Carindale	2006	M	73.8
Carindale	2011	F	63.8
Carindale	2011	M	74.2
Carindale	2016	F	63.8
Carindale	2016	M	72.5
Holland Park - Yeronga	2006	F	63.7
Holland Park - Yeronga	2006	M	71.8
Holland Park - Yeronga	2011	F	66.3
Holland Park - Yeronga	2011	M	72.9
Holland Park - Yeronga	2016	F	66.2
Holland Park - Yeronga	2016	M	71.6
Mt Gravatt	2006	F	57.3
Mt Gravatt	2006	M	68.9
Mt Gravatt	2011	F	57.8
Mt Gravatt	2011	M	68.2
Mt Gravatt	2016	F	57.3
Mt Gravatt	2016	M	67
Nathan	2006	F	55.6
Nathan	2006	M	65.6
Nathan	2011	F	58
Nathan	2011	M	67.2
Nathan	2016	F	60.6
Nathan	2016	M	68.2
Rocklea - Acacia Ridge	2006	F	60.8
Rocklea - Acacia Ridge	2006	M	73.9
Rocklea - Acacia Ridge	2011	F	61.8
Rocklea - Acacia Ridge	2011	M	72.5
Rocklea - Acacia Ridge	2016	F	60.3
Rocklea - Acacia Ridge	2016	M	70.9
Sunnybank	2006	F	55.7
Sunnybank	2006	M	68.4
Sunnybank	2011	F	55.4
Sunnybank	2011	M	67.4
Sunnybank	2016	F	53
Sunnybank	2016	M	65.8
Centenary	2006	F	64.1
Centenary	2006	M	76.7
Centenary	2011	F	64.8
Centenary	2011	M	76.1
Centenary	2016	F	63.9
Centenary	2016	M	72.6
Kenmore - Brookfield - Moggill	2006	F	62
Kenmore - Brookfield - Moggill	2006	M	74.6
Kenmore - Brookfield - Moggill	2011	F	62
Kenmore - Brookfield - Moggill	2011	M	73
Kenmore - Brookfield - Moggill	2016	F	61.7
Kenmore - Brookfield - Moggill	2016	M	70
Sherwood - Indooroopilly	2006	F	59.8
Sherwood - Indooroopilly	2006	M	67.9
Sherwood - Indooroopilly	2011	F	59.2
Sherwood - Indooroopilly	2011	M	66.8
Sherwood - Indooroopilly	2016	F	57.3
Sherwood - Indooroopilly	2016	M	65.2
The Gap - Enoggera	2006	F	60.7
The Gap - Enoggera	2006	M	73
The Gap - Enoggera	2011	F	62.9
The Gap - Enoggera	2011	M	74.3
The Gap - Enoggera	2016	F	62.5
The Gap - Enoggera	2016	M	71.9
Brisbane Inner	2006	F	58.2
Brisbane Inner	2006	M	61.4
Brisbane Inner	2011	F	63.8
Brisbane Inner	2011	M	67.6
Brisbane Inner	2016	F	63.6
Brisbane Inner	2016	M	68.3
Brisbane Inner - East	2006	F	66.6
Brisbane Inner - East	2006	M	74.3
Brisbane Inner - East	2011	F	70.5
Brisbane Inner - East	2011	M	77.1
Brisbane Inner - East	2016	F	70.5
Brisbane Inner - East	2016	M	76.1
Brisbane Inner - North	2006	F	64.4
Brisbane Inner - North	2006	M	73
Brisbane Inner - North	2011	F	67.9
Brisbane Inner - North	2011	M	75.1
Brisbane Inner - North	2016	F	66.6
Brisbane Inner - North	2016	M	72.9
Brisbane Inner - West	2006	F	67.4
Brisbane Inner - West	2006	M	73.6
Brisbane Inner - West	2011	F	70.3
Brisbane Inner - West	2011	M	76.1
Brisbane Inner - West	2016	F	68.2
Brisbane Inner - West	2016	M	73.3
Cairns - North	2006	F	66.7
Cairns - North	2006	M	74.9
Cairns - North	2011	F	68
Cairns - North	2011	M	73.6
Cairns - North	2016	F	65.6
Cairns - North	2016	M	69
Cairns - South	2006	F	59.3
Cairns - South	2006	M	68.6
Cairns - South	2011	F	59
Cairns - South	2011	M	67
Cairns - South	2016	F	58.1
Cairns - South	2016	M	63.6
Innisfail - Cassowary Coast	2006	F	53.1
Innisfail - Cassowary Coast	2006	M	65.2
Innisfail - Cassowary Coast	2011	F	53.5
Innisfail - Cassowary Coast	2011	M	64
Innisfail - Cassowary Coast	2016	F	51.5
Innisfail - Cassowary Coast	2016	M	58
Port Douglas - Daintree	2006	F	64.5
Port Douglas - Daintree	2006	M	68.5
Port Douglas - Daintree	2011	F	61.9
Port Douglas - Daintree	2011	M	65
Port Douglas - Daintree	2016	F	58
Port Douglas - Daintree	2016	M	61.1
Tablelands (East) - Kuranda	2006	F	50.2
Tablelands (East) - Kuranda	2006	M	59.8
Tablelands (East) - Kuranda	2011	F	51.3
Tablelands (East) - Kuranda	2011	M	59.2
Tablelands (East) - Kuranda	2016	F	49.8
Tablelands (East) - Kuranda	2016	M	55
Darling Downs (West) - Maranoa	2006	F	59.4
Darling Downs (West) - Maranoa	2006	M	72.9
Darling Downs (West) - Maranoa	2011	F	59.5
Darling Downs (West) - Maranoa	2011	M	71
Darling Downs (West) - Maranoa	2016	F	56.5
Darling Downs (West) - Maranoa	2016	M	65.6
Darling Downs - East	2006	F	53.4
Darling Downs - East	2006	M	69.9
Darling Downs - East	2011	F	52.5
Darling Downs - East	2011	M	66.9
Darling Downs - East	2016	F	53.3
Darling Downs - East	2016	M	64.2
Granite Belt	2006	F	51.3
Granite Belt	2006	M	64.6
Granite Belt	2011	F	51.3
Granite Belt	2011	M	62.3
Granite Belt	2016	F	49.2
Granite Belt	2016	M	57.6
Central Highlands (Qld)	2006	F	63.8
Central Highlands (Qld)	2006	M	79.7
Central Highlands (Qld)	2011	F	64.7
Central Highlands (Qld)	2011	M	77.5
Central Highlands (Qld)	2016	F	61.4
Central Highlands (Qld)	2016	M	71.3
Rockhampton	2006	F	52.8
Rockhampton	2006	M	64.1
Rockhampton	2011	F	56.1
Rockhampton	2011	M	65.4
Rockhampton	2016	F	55.8
Rockhampton	2016	M	62
Biloela	2006	F	60.2
Biloela	2006	M	79
Biloela	2011	F	61.1
Biloela	2011	M	78.1
Biloela	2016	F	60.5
Biloela	2016	M	73.3
Gladstone	2006	F	56.7
Gladstone	2006	M	73.4
Gladstone	2011	F	58.4
Gladstone	2011	M	73.5
Gladstone	2016	F	57.3
Gladstone	2016	M	70
Broadbeach - Burleigh	2006	F	51.6
Broadbeach - Burleigh	2006	M	59.8
Broadbeach - Burleigh	2011	F	56.3
Broadbeach - Burleigh	2011	M	64.4
Broadbeach - Burleigh	2016	F	58.6
Broadbeach - Burleigh	2016	M	65.7
Coolangatta	2006	F	51.9
Coolangatta	2006	M	61.5
Coolangatta	2011	F	55.8
Coolangatta	2011	M	63.7
Coolangatta	2016	F	56.1
Coolangatta	2016	M	63
Gold Coast - North	2006	F	50.5
Gold Coast - North	2006	M	61.2
Gold Coast - North	2011	F	52.2
Gold Coast - North	2011	M	61.6
Gold Coast - North	2016	F	51.2
Gold Coast - North	2016	M	58.9
Gold Coast Hinterland	2006	F	56.3
Gold Coast Hinterland	2006	M	66.5
Gold Coast Hinterland	2011	F	57.1
Gold Coast Hinterland	2011	M	66
Gold Coast Hinterland	2016	F	55.2
Gold Coast Hinterland	2016	M	61.6
Mudgeeraba - Tallebudgera	2006	F	60.7
Mudgeeraba - Tallebudgera	2006	M	72.1
Mudgeeraba - Tallebudgera	2011	F	63.1
Mudgeeraba - Tallebudgera	2011	M	72.5
Mudgeeraba - Tallebudgera	2016	F	63.8
Mudgeeraba - Tallebudgera	2016	M	70.8
Nerang	2006	F	60
Nerang	2006	M	72.4
Nerang	2011	F	60.7
Nerang	2011	M	71.1
Nerang	2016	F	60.6
Nerang	2016	M	68.5
Ormeau - Oxenford	2006	F	60.9
Ormeau - Oxenford	2006	M	74.3
Ormeau - Oxenford	2011	F	62.8
Ormeau - Oxenford	2011	M	74.3
Ormeau - Oxenford	2016	F	62.4
Ormeau - Oxenford	2016	M	72
Robina	2006	F	56.3
Robina	2006	M	66.7
Robina	2011	F	57.1
Robina	2011	M	66
Robina	2016	F	57.6
Robina	2016	M	65.8
Southport	2006	F	54.8
Southport	2006	M	65.3
Southport	2011	F	54.7
Southport	2011	M	63.4
Southport	2016	F	54.2
Southport	2016	M	62
Surfers Paradise	2006	F	49.7
Surfers Paradise	2006	M	56.3
Surfers Paradise	2011	F	54.8
Surfers Paradise	2011	M	62.9
Surfers Paradise	2016	F	54.4
Surfers Paradise	2016	M	60.8
Forest Lake - Oxley	2006	F	51.3
Forest Lake - Oxley	2006	M	62.2
Forest Lake - Oxley	2011	F	53.4
Forest Lake - Oxley	2011	M	61.3
Forest Lake - Oxley	2016	F	53
Forest Lake - Oxley	2016	M	58.5
Ipswich Hinterland	2006	F	50.6
Ipswich Hinterland	2006	M	62.1
Ipswich Hinterland	2011	F	51.8
Ipswich Hinterland	2011	M	61.1
Ipswich Hinterland	2016	F	50.8
Ipswich Hinterland	2016	M	57.1
Ipswich Inner	2006	F	53.8
Ipswich Inner	2006	M	68
Ipswich Inner	2011	F	55.6
Ipswich Inner	2011	M	66.8
Ipswich Inner	2016	F	55.5
Ipswich Inner	2016	M	64.6
Springfield - Redbank	2006	F	59.9
Springfield - Redbank	2006	M	73.8
Springfield - Redbank	2011	F	62.1
Springfield - Redbank	2011	M	75.9
Springfield - Redbank	2016	F	62.4
Springfield - Redbank	2016	M	73.1
Beaudesert	2006	F	50.9
Beaudesert	2006	M	61.9
Beaudesert	2011	F	51.7
Beaudesert	2011	M	62
Beaudesert	2016	F	47.9
Beaudesert	2016	M	56.4
Beenleigh	2006	F	52.3
Beenleigh	2006	M	67.4
Beenleigh	2011	F	53.1
Beenleigh	2011	M	65.4
Beenleigh	2016	F	51.7
Beenleigh	2016	M	63.2
Browns Plains	2006	F	58.1
Browns Plains	2006	M	73.6
Browns Plains	2011	F	58.8
Browns Plains	2011	M	72.8
Browns Plains	2016	F	56.8
Browns Plains	2016	M	68.9
Jimboomba	2006	F	61.5
Jimboomba	2006	M	76
Jimboomba	2011	F	64.6
Jimboomba	2011	M	75.8
Jimboomba	2016	F	63.8
Jimboomba	2016	M	71.9
Loganlea - Carbrook	2006	F	60.7
Loganlea - Carbrook	2006	M	73.5
Loganlea - Carbrook	2011	F	60.8
Loganlea - Carbrook	2011	M	71.8
Loganlea - Carbrook	2016	F	57.9
Loganlea - Carbrook	2016	M	68
Springwood - Kingston	2006	F	54.8
Springwood - Kingston	2006	M	69.3
Springwood - Kingston	2011	F	55.4
Springwood - Kingston	2011	M	67.3
Springwood - Kingston	2016	F	52.8
Springwood - Kingston	2016	M	64.3
Bowen Basin - North	2006	F	57.4
Bowen Basin - North	2006	M	71.2
Bowen Basin - North	2011	F	61.3
Bowen Basin - North	2011	M	73
Bowen Basin - North	2016	F	57.8
Bowen Basin - North	2016	M	67.1
Mackay	2006	F	56
Mackay	2006	M	70.9
Mackay	2011	F	60.6
Mackay	2011	M	72.9
Mackay	2016	F	58.8
Mackay	2016	M	67.6
Whitsunday	2006	F	64.6
Whitsunday	2006	M	69.5
Whitsunday	2011	F	63.2
Whitsunday	2011	M	69.5
Whitsunday	2016	F	60.8
Whitsunday	2016	M	65.7
Bribie - Beachmere	2006	F	37.5
Bribie - Beachmere	2006	M	46.5
Bribie - Beachmere	2011	F	39.7
Bribie - Beachmere	2011	M	47.1
Bribie - Beachmere	2016	F	37.7
Bribie - Beachmere	2016	M	43.5
Caboolture	2006	F	52.5
Caboolture	2006	M	66.2
Caboolture	2011	F	53.2
Caboolture	2011	M	65.3
Caboolture	2016	F	53
Caboolture	2016	M	62.9
Caboolture Hinterland	2006	F	51.1
Caboolture Hinterland	2006	M	51.2
Caboolture Hinterland	2011	F	52.5
Caboolture Hinterland	2011	M	55.7
Caboolture Hinterland	2016	F	50.9
Caboolture Hinterland	2016	M	49.7
Narangba - Burpengary	2006	F	56.7
Narangba - Burpengary	2006	M	70.8
Narangba - Burpengary	2011	F	58.3
Narangba - Burpengary	2011	M	69.8
Narangba - Burpengary	2016	F	57.4
Narangba - Burpengary	2016	M	67.1
Redcliffe	2006	F	47.4
Redcliffe	2006	M	61.2
Redcliffe	2011	F	51.1
Redcliffe	2011	M	62
Redcliffe	2016	F	49.9
Redcliffe	2016	M	59
The Hills District	2006	F	68.1
The Hills District	2006	M	79.5
The Hills District	2011	F	68.2
The Hills District	2011	M	77.9
The Hills District	2016	F	66.9
The Hills District	2016	M	74.1
North Lakes	2006	F	61.2
North Lakes	2006	M	75.8
North Lakes	2011	F	63.6
North Lakes	2011	M	76.5
North Lakes	2016	F	63.5
North Lakes	2016	M	74.7
Strathpine	2006	F	60
Strathpine	2006	M	73.9
Strathpine	2011	F	61.9
Strathpine	2011	M	73.9
Strathpine	2016	F	59.9
Strathpine	2016	M	69.1
Far North	2006	F	57.3
Far North	2006	M	65.5
Far North	2011	F	54.5
Far North	2011	M	58.1
Far North	2016	F	51.1
Far North	2016	M	52.8
Outback - North	2006	F	58.7
Outback - North	2006	M	72.6
Outback - North	2011	F	59.9
Outback - North	2011	M	70.2
Outback - North	2016	F	61.2
Outback - North	2016	M	69.6
Outback - South	2006	F	62.9
Outback - South	2006	M	72.4
Outback - South	2011	F	63.1
Outback - South	2011	M	72.5
Outback - South	2016	F	62.1
Outback - South	2016	M	67.7
Buderim	2006	F	54.1
Buderim	2006	M	65
Buderim	2011	F	56.7
Buderim	2011	M	66.8
Buderim	2016	F	57.4
Buderim	2016	M	65
Caloundra	2006	F	48.2
Caloundra	2006	M	59.9
Caloundra	2011	F	51.3
Caloundra	2011	M	61
Caloundra	2016	F	51.8
Caloundra	2016	M	60.1
Maroochy	2006	F	54.7
Maroochy	2006	M	64.1
Maroochy	2011	F	57
Maroochy	2011	M	64.5
Maroochy	2016	F	55.4
Maroochy	2016	M	62.2
Noosa	2006	F	50
Noosa	2006	M	58.5
Noosa	2011	F	51.4
Noosa	2011	M	60.3
Noosa	2016	F	51.2
Noosa	2016	M	57.9
Sunshine Coast Hinterland	2006	F	53.3
Sunshine Coast Hinterland	2006	M	63.6
Sunshine Coast Hinterland	2011	F	54.1
Sunshine Coast Hinterland	2011	M	62.8
Sunshine Coast Hinterland	2016	F	53.9
Sunshine Coast Hinterland	2016	M	60
Nambour	2006	F	53.4
Nambour	2006	M	65.2
Nambour	2011	F	55.7
Nambour	2011	M	64.4
Nambour	2016	F	54.7
Nambour	2016	M	62
Noosa Hinterland	2006	F	52.7
Noosa Hinterland	2006	M	61.5
Noosa Hinterland	2011	F	54.3
Noosa Hinterland	2011	M	60.3
Noosa Hinterland	2016	F	53.7
Noosa Hinterland	2016	M	58.2
Toowoomba	2006	F	54.3
Toowoomba	2006	M	67.7
Toowoomba	2011	F	55.7
Toowoomba	2011	M	67.5
Toowoomba	2016	F	55.3
Toowoomba	2016	M	64.9
Charters Towers - Ayr - Ingham	2006	F	50.4
Charters Towers - Ayr - Ingham	2006	M	65.5
Charters Towers - Ayr - Ingham	2011	F	51.7
Charters Towers - Ayr - Ingham	2011	M	65
Charters Towers - Ayr - Ingham	2016	F	51.1
Charters Towers - Ayr - Ingham	2016	M	59.3
Townsville	2006	F	60.4
Townsville	2006	M	71.5
Townsville	2011	F	62.8
Townsville	2011	M	70.5
Townsville	2016	F	61.1
Townsville	2016	M	66.3
Bundaberg	2006	F	46.8
Bundaberg	2006	M	57.3
Bundaberg	2011	F	47.8
Bundaberg	2011	M	56.3
Bundaberg	2016	F	46.9
Bundaberg	2016	M	53.6
Burnett	2006	F	48.4
Burnett	2006	M	59.5
Burnett	2011	F	47.6
Burnett	2011	M	57.1
Burnett	2016	F	45.5
Burnett	2016	M	51.1
Gympie - Cooloola	2006	F	47.8
Gympie - Cooloola	2006	M	58.8
Gympie - Cooloola	2011	F	47.4
Gympie - Cooloola	2011	M	56.1
Gympie - Cooloola	2016	F	44.8
Gympie - Cooloola	2016	M	51
Hervey Bay	2006	F	43
Hervey Bay	2006	M	51.4
Hervey Bay	2011	F	43.6
Hervey Bay	2011	M	49.6
Hervey Bay	2016	F	42.4
Hervey Bay	2016	M	46.5
Maryborough	2006	F	43.9
Maryborough	2006	M	52.3
Maryborough	2011	F	44.3
Maryborough	2011	M	49.9
Maryborough	2016	F	40.8
Maryborough	2016	M	43.8
Migratory - Offshore - Shipping (Qld)	2006	F	127.3
Migratory - Offshore - Shipping (Qld)	2006	M	85.5
Migratory - Offshore - Shipping (Qld)	2011	F	46.5
Migratory - Offshore - Shipping (Qld)	2011	M	59.6
Migratory - Offshore - Shipping (Qld)	2016	F	43.2
Migratory - Offshore - Shipping (Qld)	2016	M	46.2
No usual address (Qld)	2006	F	38.1
No usual address (Qld)	2006	M	46.8
No usual address (Qld)	2011	F	36.6
No usual address (Qld)	2011	M	42
No usual address (Qld)	2016	F	33.1
No usual address (Qld)	2016	M	36.3
Adelaide City	2006	F	51.3
Adelaide City	2006	M	55.7
Adelaide City	2011	F	52.6
Adelaide City	2011	M	55.5
Adelaide City	2016	F	49.5
Adelaide City	2016	M	51.5
Adelaide Hills	2006	F	61.8
Adelaide Hills	2006	M	72.6
Adelaide Hills	2011	F	63.1
Adelaide Hills	2011	M	73
Adelaide Hills	2016	F	61.2
Adelaide Hills	2016	M	68.3
Burnside	2006	F	53.8
Burnside	2006	M	65.6
Burnside	2011	F	55.3
Burnside	2011	M	65.1
Burnside	2016	F	54.2
Burnside	2016	M	63.9
Campbelltown (SA)	2006	F	51.6
Campbelltown (SA)	2006	M	62.9
Campbelltown (SA)	2011	F	53.6
Campbelltown (SA)	2011	M	63.9
Campbelltown (SA)	2016	F	54.7
Campbelltown (SA)	2016	M	63.4
Norwood - Payneham - St Peters	2006	F	54
Norwood - Payneham - St Peters	2006	M	63.6
Norwood - Payneham - St Peters	2011	F	56.7
Norwood - Payneham - St Peters	2011	M	64.9
Norwood - Payneham - St Peters	2016	F	56.4
Norwood - Payneham - St Peters	2016	M	64
Prospect - Walkerville	2006	F	57.8
Prospect - Walkerville	2006	M	68.3
Prospect - Walkerville	2011	F	60
Prospect - Walkerville	2011	M	68.4
Prospect - Walkerville	2016	F	59.8
Prospect - Walkerville	2016	M	67.5
Unley	2006	F	58.7
Unley	2006	M	69.5
Unley	2011	F	59.6
Unley	2011	M	69.4
Unley	2016	F	58.1
Unley	2016	M	66.3
Gawler - Two Wells	2006	F	54.6
Gawler - Two Wells	2006	M	67.4
Gawler - Two Wells	2011	F	57.5
Gawler - Two Wells	2011	M	67.3
Gawler - Two Wells	2016	F	56.9
Gawler - Two Wells	2016	M	64.1
Playford	2006	F	45.3
Playford	2006	M	61.8
Playford	2011	F	48.6
Playford	2011	M	62.2
Playford	2016	F	48.4
Playford	2016	M	60.1
Port Adelaide - East	2006	F	48.4
Port Adelaide - East	2006	M	59.1
Port Adelaide - East	2011	F	51.5
Port Adelaide - East	2011	M	61.2
Port Adelaide - East	2016	F	53.3
Port Adelaide - East	2016	M	61.9
Salisbury	2006	F	52.4
Salisbury	2006	M	66.9
Salisbury	2011	F	53.5
Salisbury	2011	M	65.9
Salisbury	2016	F	52.6
Salisbury	2016	M	63.3
Tea Tree Gully	2006	F	60
Tea Tree Gully	2006	M	72
Tea Tree Gully	2011	F	60.6
Tea Tree Gully	2011	M	70.1
Tea Tree Gully	2016	F	59
Tea Tree Gully	2016	M	67
Holdfast Bay	2006	F	51.9
Holdfast Bay	2006	M	63.5
Holdfast Bay	2011	F	54.2
Holdfast Bay	2011	M	64.9
Holdfast Bay	2016	F	54.8
Holdfast Bay	2016	M	62.4
Marion	2006	F	53.9
Marion	2006	M	65.2
Marion	2011	F	56.8
Marion	2011	M	66.1
Marion	2016	F	57
Marion	2016	M	64.7
Mitcham	2006	F	56.6
Mitcham	2006	M	67.7
Mitcham	2011	F	58.4
Mitcham	2011	M	67.6
Mitcham	2016	F	58.1
Mitcham	2016	M	65.2
Onkaparinga	2006	F	56.9
Onkaparinga	2006	M	68.5
Onkaparinga	2011	F	57.9
Onkaparinga	2011	M	68.1
Onkaparinga	2016	F	56.1
Onkaparinga	2016	M	63.9
Charles Sturt	2006	F	49.7
Charles Sturt	2006	M	61.1
Charles Sturt	2011	F	53
Charles Sturt	2011	M	63.1
Charles Sturt	2016	F	54.8
Charles Sturt	2016	M	63
Port Adelaide - West	2006	F	48.3
Port Adelaide - West	2006	M	59.9
Port Adelaide - West	2011	F	52.1
Port Adelaide - West	2011	M	61.9
