SA3_NAME16	Year	NonSchoolQualification	persons
Coolangatta	2016	Graduate Diploma and Graduate Certificate	713
Coolangatta	2016	Postgraduate	1141
Gold Coast - North	2006		38528
Gold Coast - North	2006	Certificate nfd	833
Gold Coast - North	2006	Certificate I and II Level	438
Gold Coast - North	2006	Certificate III and IV Level	7526
Gold Coast - North	2006	Advanced Diploma and Diploma	3350
Gold Coast - North	2006	Bachelor	3805
Gold Coast - North	2006	Graduate Diploma and Graduate Certificate	326
Gold Coast - North	2006	Postgraduate	720
Gold Coast - North	2011		38575
Gold Coast - North	2011	Certificate nfd	888
Gold Coast - North	2011	Certificate I and II Level	661
Gold Coast - North	2011	Certificate III and IV Level	8840
Gold Coast - North	2011	Advanced Diploma and Diploma	4121
Gold Coast - North	2011	Bachelor	4847
Gold Coast - North	2011	Graduate Diploma and Graduate Certificate	508
Gold Coast - North	2011	Postgraduate	1166
Gold Coast - North	2016		39709
Gold Coast - North	2016	Certificate nfd	1351
Gold Coast - North	2016	Certificate I and II Level	604
Gold Coast - North	2016	Certificate III and IV Level	10108
Gold Coast - North	2016	Advanced Diploma and Diploma	5392
Gold Coast - North	2016	Bachelor	6269
Gold Coast - North	2016	Graduate Diploma and Graduate Certificate	687
Gold Coast - North	2016	Postgraduate	1782
Gold Coast Hinterland	2006		10614
Gold Coast Hinterland	2006	Certificate nfd	264
Gold Coast Hinterland	2006	Certificate I and II Level	127
Gold Coast Hinterland	2006	Certificate III and IV Level	2350
Gold Coast Hinterland	2006	Advanced Diploma and Diploma	1083
Gold Coast Hinterland	2006	Bachelor	1316
Gold Coast Hinterland	2006	Graduate Diploma and Graduate Certificate	172
Gold Coast Hinterland	2006	Postgraduate	274
Gold Coast Hinterland	2011		10306
Gold Coast Hinterland	2011	Certificate nfd	231
Gold Coast Hinterland	2011	Certificate I and II Level	164
Gold Coast Hinterland	2011	Certificate III and IV Level	2789
Gold Coast Hinterland	2011	Advanced Diploma and Diploma	1377
Gold Coast Hinterland	2011	Bachelor	1673
Gold Coast Hinterland	2011	Graduate Diploma and Graduate Certificate	207
Gold Coast Hinterland	2011	Postgraduate	388
Gold Coast Hinterland	2016		10561
Gold Coast Hinterland	2016	Certificate nfd	385
Gold Coast Hinterland	2016	Certificate I and II Level	186
Gold Coast Hinterland	2016	Certificate III and IV Level	3022
Gold Coast Hinterland	2016	Advanced Diploma and Diploma	1627
Gold Coast Hinterland	2016	Bachelor	1897
Gold Coast Hinterland	2016	Graduate Diploma and Graduate Certificate	298
Gold Coast Hinterland	2016	Postgraduate	536
Mudgeeraba - Tallebudgera	2006		18630
Mudgeeraba - Tallebudgera	2006	Certificate nfd	393
Mudgeeraba - Tallebudgera	2006	Certificate I and II Level	209
Mudgeeraba - Tallebudgera	2006	Certificate III and IV Level	3685
Mudgeeraba - Tallebudgera	2006	Advanced Diploma and Diploma	1630
Mudgeeraba - Tallebudgera	2006	Bachelor	1821
Mudgeeraba - Tallebudgera	2006	Graduate Diploma and Graduate Certificate	201
Mudgeeraba - Tallebudgera	2006	Postgraduate	330
Mudgeeraba - Tallebudgera	2011		19646
Mudgeeraba - Tallebudgera	2011	Certificate nfd	467
Mudgeeraba - Tallebudgera	2011	Certificate I and II Level	305
Mudgeeraba - Tallebudgera	2011	Certificate III and IV Level	4748
Mudgeeraba - Tallebudgera	2011	Advanced Diploma and Diploma	2273
Mudgeeraba - Tallebudgera	2011	Bachelor	2684
Mudgeeraba - Tallebudgera	2011	Graduate Diploma and Graduate Certificate	354
Mudgeeraba - Tallebudgera	2011	Postgraduate	597
Mudgeeraba - Tallebudgera	2016		19465
Mudgeeraba - Tallebudgera	2016	Certificate nfd	607
Mudgeeraba - Tallebudgera	2016	Certificate I and II Level	253
Mudgeeraba - Tallebudgera	2016	Certificate III and IV Level	5274
Mudgeeraba - Tallebudgera	2016	Advanced Diploma and Diploma	2871
Mudgeeraba - Tallebudgera	2016	Bachelor	3461
Mudgeeraba - Tallebudgera	2016	Graduate Diploma and Graduate Certificate	518
Mudgeeraba - Tallebudgera	2016	Postgraduate	933
Nerang	2006		38897
Nerang	2006	Certificate nfd	789
Nerang	2006	Certificate I and II Level	465
Nerang	2006	Certificate III and IV Level	7702
Nerang	2006	Advanced Diploma and Diploma	2990
Nerang	2006	Bachelor	3256
Nerang	2006	Graduate Diploma and Graduate Certificate	337
Nerang	2006	Postgraduate	496
Nerang	2011		41459
Nerang	2011	Certificate nfd	860
Nerang	2011	Certificate I and II Level	650
Nerang	2011	Certificate III and IV Level	9757
Nerang	2011	Advanced Diploma and Diploma	4181
Nerang	2011	Bachelor	4419
Nerang	2011	Graduate Diploma and Graduate Certificate	480
Nerang	2011	Postgraduate	869
Nerang	2016		41088
Nerang	2016	Certificate nfd	1203
Nerang	2016	Certificate I and II Level	628
Nerang	2016	Certificate III and IV Level	11167
Nerang	2016	Advanced Diploma and Diploma	5421
Nerang	2016	Bachelor	5724
Nerang	2016	Graduate Diploma and Graduate Certificate	764
Nerang	2016	Postgraduate	1290
Ormeau - Oxenford	2006		46045
Ormeau - Oxenford	2006	Certificate nfd	959
Ormeau - Oxenford	2006	Certificate I and II Level	520
Ormeau - Oxenford	2006	Certificate III and IV Level	9315
Ormeau - Oxenford	2006	Advanced Diploma and Diploma	3785
Ormeau - Oxenford	2006	Bachelor	3731
Ormeau - Oxenford	2006	Graduate Diploma and Graduate Certificate	362
Ormeau - Oxenford	2006	Postgraduate	620
Ormeau - Oxenford	2011		62179
Ormeau - Oxenford	2011	Certificate nfd	1202
Ormeau - Oxenford	2011	Certificate I and II Level	968
Ormeau - Oxenford	2011	Certificate III and IV Level	14406
Ormeau - Oxenford	2011	Advanced Diploma and Diploma	6573
Ormeau - Oxenford	2011	Bachelor	6647
Ormeau - Oxenford	2011	Graduate Diploma and Graduate Certificate	777
Ormeau - Oxenford	2011	Postgraduate	1304
Ormeau - Oxenford	2016		75267
Ormeau - Oxenford	2016	Certificate nfd	2172
Ormeau - Oxenford	2016	Certificate I and II Level	1102
Ormeau - Oxenford	2016	Certificate III and IV Level	19691
Ormeau - Oxenford	2016	Advanced Diploma and Diploma	9743
Ormeau - Oxenford	2016	Bachelor	9468
Ormeau - Oxenford	2016	Graduate Diploma and Graduate Certificate	1198
Ormeau - Oxenford	2016	Postgraduate	2242
Robina	2006		28084
Robina	2006	Certificate nfd	563
Robina	2006	Certificate I and II Level	339
Robina	2006	Certificate III and IV Level	4754
Robina	2006	Advanced Diploma and Diploma	2746
Robina	2006	Bachelor	3361
Robina	2006	Graduate Diploma and Graduate Certificate	277
Robina	2006	Postgraduate	642
Robina	2011		28950
Robina	2011	Certificate nfd	639
Robina	2011	Certificate I and II Level	455
Robina	2011	Certificate III and IV Level	5832
Robina	2011	Advanced Diploma and Diploma	3369
Robina	2011	Bachelor	4440
Robina	2011	Graduate Diploma and Graduate Certificate	413
Robina	2011	Postgraduate	1092
Robina	2016		29137
Robina	2016	Certificate nfd	885
Robina	2016	Certificate I and II Level	378
Robina	2016	Certificate III and IV Level	6628
Robina	2016	Advanced Diploma and Diploma	4452
Robina	2016	Bachelor	5678
Robina	2016	Graduate Diploma and Graduate Certificate	621
Robina	2016	Postgraduate	1698
Southport	2006		34072
Southport	2006	Certificate nfd	656
Southport	2006	Certificate I and II Level	432
Southport	2006	Certificate III and IV Level	5977
Southport	2006	Advanced Diploma and Diploma	3133
Southport	2006	Bachelor	4262
Southport	2006	Graduate Diploma and Graduate Certificate	355
Southport	2006	Postgraduate	798
Southport	2011		35064
Southport	2011	Certificate nfd	677
Southport	2011	Certificate I and II Level	483
Southport	2011	Certificate III and IV Level	6938
Southport	2011	Advanced Diploma and Diploma	3860
Southport	2011	Bachelor	5594
Southport	2011	Graduate Diploma and Graduate Certificate	480
Southport	2011	Postgraduate	1450
Southport	2016		34881
Southport	2016	Certificate nfd	998
Southport	2016	Certificate I and II Level	512
Southport	2016	Certificate III and IV Level	7891
Southport	2016	Advanced Diploma and Diploma	5038
Southport	2016	Bachelor	6854
Southport	2016	Graduate Diploma and Graduate Certificate	680
Southport	2016	Postgraduate	2042
Surfers Paradise	2006		22634
Surfers Paradise	2006	Certificate nfd	475
Surfers Paradise	2006	Certificate I and II Level	250
Surfers Paradise	2006	Certificate III and IV Level	3468
Surfers Paradise	2006	Advanced Diploma and Diploma	2221
Surfers Paradise	2006	Bachelor	3275
Surfers Paradise	2006	Graduate Diploma and Graduate Certificate	241
Surfers Paradise	2006	Postgraduate	631
Surfers Paradise	2011		21765
Surfers Paradise	2011	Certificate nfd	502
Surfers Paradise	2011	Certificate I and II Level	317
Surfers Paradise	2011	Certificate III and IV Level	4257
Surfers Paradise	2011	Advanced Diploma and Diploma	2868
Surfers Paradise	2011	Bachelor	4251
Surfers Paradise	2011	Graduate Diploma and Graduate Certificate	349
Surfers Paradise	2011	Postgraduate	1020
Surfers Paradise	2016		23505
Surfers Paradise	2016	Certificate nfd	745
Surfers Paradise	2016	Certificate I and II Level	318
Surfers Paradise	2016	Certificate III and IV Level	4710
Surfers Paradise	2016	Advanced Diploma and Diploma	3695
Surfers Paradise	2016	Bachelor	5786
Surfers Paradise	2016	Graduate Diploma and Graduate Certificate	545
Surfers Paradise	2016	Postgraduate	1532
Forest Lake - Oxley	2006		44058
Forest Lake - Oxley	2006	Certificate nfd	584
Forest Lake - Oxley	2006	Certificate I and II Level	461
Forest Lake - Oxley	2006	Certificate III and IV Level	5239
Forest Lake - Oxley	2006	Advanced Diploma and Diploma	2426
Forest Lake - Oxley	2006	Bachelor	3826
Forest Lake - Oxley	2006	Graduate Diploma and Graduate Certificate	377
Forest Lake - Oxley	2006	Postgraduate	765
Forest Lake - Oxley	2011		45429
Forest Lake - Oxley	2011	Certificate nfd	642
Forest Lake - Oxley	2011	Certificate I and II Level	680
Forest Lake - Oxley	2011	Certificate III and IV Level	6412
Forest Lake - Oxley	2011	Advanced Diploma and Diploma	3304
Forest Lake - Oxley	2011	Bachelor	5218
Forest Lake - Oxley	2011	Graduate Diploma and Graduate Certificate	543
Forest Lake - Oxley	2011	Postgraduate	1343
Forest Lake - Oxley	2016		48864
Forest Lake - Oxley	2016	Certificate nfd	935
Forest Lake - Oxley	2016	Certificate I and II Level	681
Forest Lake - Oxley	2016	Certificate III and IV Level	7548
Forest Lake - Oxley	2016	Advanced Diploma and Diploma	4509
Forest Lake - Oxley	2016	Bachelor	6805
Forest Lake - Oxley	2016	Graduate Diploma and Graduate Certificate	786
Forest Lake - Oxley	2016	Postgraduate	2102
Ipswich Hinterland	2006		38389
Ipswich Hinterland	2006	Certificate nfd	546
Ipswich Hinterland	2006	Certificate I and II Level	472
Ipswich Hinterland	2006	Certificate III and IV Level	6026
Ipswich Hinterland	2006	Advanced Diploma and Diploma	1879
Ipswich Hinterland	2006	Bachelor	1841
Ipswich Hinterland	2006	Graduate Diploma and Graduate Certificate	275
Ipswich Hinterland	2006	Postgraduate	233
Ipswich Hinterland	2011		41497
Ipswich Hinterland	2011	Certificate nfd	684
Ipswich Hinterland	2011	Certificate I and II Level	637
Ipswich Hinterland	2011	Certificate III and IV Level	8222
Ipswich Hinterland	2011	Advanced Diploma and Diploma	2659
Ipswich Hinterland	2011	Bachelor	2469
Ipswich Hinterland	2011	Graduate Diploma and Graduate Certificate	373
Ipswich Hinterland	2011	Postgraduate	407
Ipswich Hinterland	2016		42963
Ipswich Hinterland	2016	Certificate nfd	1028
Ipswich Hinterland	2016	Certificate I and II Level	751
Ipswich Hinterland	2016	Certificate III and IV Level	10135
Ipswich Hinterland	2016	Advanced Diploma and Diploma	3707
Ipswich Hinterland	2016	Bachelor	3087
Ipswich Hinterland	2016	Graduate Diploma and Graduate Certificate	512
Ipswich Hinterland	2016	Postgraduate	543
Ipswich Inner	2006		63271
Ipswich Inner	2006	Certificate nfd	977
Ipswich Inner	2006	Certificate I and II Level	974
Ipswich Inner	2006	Certificate III and IV Level	10955
Ipswich Inner	2006	Advanced Diploma and Diploma	3867
Ipswich Inner	2006	Bachelor	4530
Ipswich Inner	2006	Graduate Diploma and Graduate Certificate	671
Ipswich Inner	2006	Postgraduate	748
Ipswich Inner	2011		65798
Ipswich Inner	2011	Certificate nfd	1073
Ipswich Inner	2011	Certificate I and II Level	1326
Ipswich Inner	2011	Certificate III and IV Level	13863
Ipswich Inner	2011	Advanced Diploma and Diploma	4983
Ipswich Inner	2011	Bachelor	5920
Ipswich Inner	2011	Graduate Diploma and Graduate Certificate	836
Ipswich Inner	2011	Postgraduate	1114
Ipswich Inner	2016		67360
Ipswich Inner	2016	Certificate nfd	1598
Ipswich Inner	2016	Certificate I and II Level	1299
Ipswich Inner	2016	Certificate III and IV Level	17210
Ipswich Inner	2016	Advanced Diploma and Diploma	6889
Ipswich Inner	2016	Bachelor	7150
Ipswich Inner	2016	Graduate Diploma and Graduate Certificate	1144
Ipswich Inner	2016	Postgraduate	1557
Springfield - Redbank	2006		36668
Springfield - Redbank	2006	Certificate nfd	543
Springfield - Redbank	2006	Certificate I and II Level	518
Springfield - Redbank	2006	Certificate III and IV Level	5839
Springfield - Redbank	2006	Advanced Diploma and Diploma	2028
Springfield - Redbank	2006	Bachelor	2158
Springfield - Redbank	2006	Graduate Diploma and Graduate Certificate	250
Springfield - Redbank	2006	Postgraduate	311
Springfield - Redbank	2011		46900
Springfield - Redbank	2011	Certificate nfd	818
Springfield - Redbank	2011	Certificate I and II Level	905
Springfield - Redbank	2011	Certificate III and IV Level	8816
Springfield - Redbank	2011	Advanced Diploma and Diploma	3587
Springfield - Redbank	2011	Bachelor	4058
Springfield - Redbank	2011	Graduate Diploma and Graduate Certificate	440
Springfield - Redbank	2011	Postgraduate	835
Springfield - Redbank	2016		55163
Springfield - Redbank	2016	Certificate nfd	1306
Springfield - Redbank	2016	Certificate I and II Level	988
Springfield - Redbank	2016	Certificate III and IV Level	12261
Springfield - Redbank	2016	Advanced Diploma and Diploma	5720
Springfield - Redbank	2016	Bachelor	6179
Springfield - Redbank	2016	Graduate Diploma and Graduate Certificate	759
Springfield - Redbank	2016	Postgraduate	1534
Beaudesert	2006		8524
Beaudesert	2006	Certificate nfd	102
Beaudesert	2006	Certificate I and II Level	95
Beaudesert	2006	Certificate III and IV Level	1234
Beaudesert	2006	Advanced Diploma and Diploma	410
Beaudesert	2006	Bachelor	396
Beaudesert	2006	Graduate Diploma and Graduate Certificate	59
Beaudesert	2006	Postgraduate	54
Beaudesert	2011		9138
Beaudesert	2011	Certificate nfd	133
Beaudesert	2011	Certificate I and II Level	148
Beaudesert	2011	Certificate III and IV Level	1715
Beaudesert	2011	Advanced Diploma and Diploma	546
Beaudesert	2011	Bachelor	532
Beaudesert	2011	Graduate Diploma and Graduate Certificate	69
Beaudesert	2011	Postgraduate	98
Beaudesert	2016		9789
Beaudesert	2016	Certificate nfd	242
Beaudesert	2016	Certificate I and II Level	170
Beaudesert	2016	Certificate III and IV Level	2078
Beaudesert	2016	Advanced Diploma and Diploma	770
Beaudesert	2016	Bachelor	643
Beaudesert	2016	Graduate Diploma and Graduate Certificate	108
Beaudesert	2016	Postgraduate	115
Beenleigh	2006		24966
Beenleigh	2006	Certificate nfd	418
Beenleigh	2006	Certificate I and II Level	375
Beenleigh	2006	Certificate III and IV Level	4082
Beenleigh	2006	Advanced Diploma and Diploma	1305
Beenleigh	2006	Bachelor	1266
Beenleigh	2006	Graduate Diploma and Graduate Certificate	135
Beenleigh	2006	Postgraduate	146
Beenleigh	2011		27304
Beenleigh	2011	Certificate nfd	470
Beenleigh	2011	Certificate I and II Level	550
Beenleigh	2011	Certificate III and IV Level	5424
Beenleigh	2011	Advanced Diploma and Diploma	1856
Beenleigh	2011	Bachelor	1719
Beenleigh	2011	Graduate Diploma and Graduate Certificate	176
Beenleigh	2011	Postgraduate	258
Beenleigh	2016		27587
Beenleigh	2016	Certificate nfd	714
Beenleigh	2016	Certificate I and II Level	563
Beenleigh	2016	Certificate III and IV Level	6680
Beenleigh	2016	Advanced Diploma and Diploma	2594
Beenleigh	2016	Bachelor	2109
Beenleigh	2016	Graduate Diploma and Graduate Certificate	302
Beenleigh	2016	Postgraduate	379
Browns Plains	2006		51045
Browns Plains	2006	Certificate nfd	743
Browns Plains	2006	Certificate I and II Level	693
Browns Plains	2006	Certificate III and IV Level	8267
Browns Plains	2006	Advanced Diploma and Diploma	2302
Browns Plains	2006	Bachelor	2288
Browns Plains	2006	Graduate Diploma and Graduate Certificate	210
Browns Plains	2006	Postgraduate	272
Browns Plains	2011		53383
Browns Plains	2011	Certificate nfd	923
Browns Plains	2011	Certificate I and II Level	935
Browns Plains	2011	Certificate III and IV Level	10328
Browns Plains	2011	Advanced Diploma and Diploma	3107
Browns Plains	2011	Bachelor	3234
Browns Plains	2011	Graduate Diploma and Graduate Certificate	305
Browns Plains	2011	Postgraduate	498
Browns Plains	2016		55161
Browns Plains	2016	Certificate nfd	1249
Browns Plains	2016	Certificate I and II Level	885
Browns Plains	2016	Certificate III and IV Level	12624
Browns Plains	2016	Advanced Diploma and Diploma	4529
Browns Plains	2016	Bachelor	4095
Browns Plains	2016	Graduate Diploma and Graduate Certificate	485
Browns Plains	2016	Postgraduate	784
Jimboomba	2006		23058
Jimboomba	2006	Certificate nfd	368
Jimboomba	2006	Certificate I and II Level	261
Jimboomba	2006	Certificate III and IV Level	4634
Jimboomba	2006	Advanced Diploma and Diploma	1362
Jimboomba	2006	Bachelor	1209
Jimboomba	2006	Graduate Diploma and Graduate Certificate	155
Jimboomba	2006	Postgraduate	167
Jimboomba	2011		25865
Jimboomba	2011	Certificate nfd	461
Jimboomba	2011	Certificate I and II Level	378
Jimboomba	2011	Certificate III and IV Level	6332
Jimboomba	2011	Advanced Diploma and Diploma	1930
Jimboomba	2011	Bachelor	1825
Jimboomba	2011	Graduate Diploma and Graduate Certificate	255
Jimboomba	2011	Postgraduate	297
Jimboomba	2016		29291
Jimboomba	2016	Certificate nfd	772
Jimboomba	2016	Certificate I and II Level	498
Jimboomba	2016	Certificate III and IV Level	8681
Jimboomba	2016	Advanced Diploma and Diploma	3018
Jimboomba	2016	Bachelor	2508
Jimboomba	2016	Graduate Diploma and Graduate Certificate	385
Jimboomba	2016	Postgraduate	434
Loganlea - Carbrook	2006		35748
Loganlea - Carbrook	2006	Certificate nfd	609
Loganlea - Carbrook	2006	Certificate I and II Level	473
Loganlea - Carbrook	2006	Certificate III and IV Level	6522
Loganlea - Carbrook	2006	Advanced Diploma and Diploma	2345
Loganlea - Carbrook	2006	Bachelor	2752
Loganlea - Carbrook	2006	Graduate Diploma and Graduate Certificate	319
Loganlea - Carbrook	2006	Postgraduate	398
Loganlea - Carbrook	2011		37261
Loganlea - Carbrook	2011	Certificate nfd	690
Loganlea - Carbrook	2011	Certificate I and II Level	713
Loganlea - Carbrook	2011	Certificate III and IV Level	8227
Loganlea - Carbrook	2011	Advanced Diploma and Diploma	3212
Loganlea - Carbrook	2011	Bachelor	3726
Loganlea - Carbrook	2011	Graduate Diploma and Graduate Certificate	417
Loganlea - Carbrook	2011	Postgraduate	635
Loganlea - Carbrook	2016		37854
Loganlea - Carbrook	2016	Certificate nfd	1025
Loganlea - Carbrook	2016	Certificate I and II Level	645
Loganlea - Carbrook	2016	Certificate III and IV Level	9920
Loganlea - Carbrook	2016	Advanced Diploma and Diploma	4170
Loganlea - Carbrook	2016	Bachelor	4554
Loganlea - Carbrook	2016	Graduate Diploma and Graduate Certificate	638
Loganlea - Carbrook	2016	Postgraduate	973
Springwood - Kingston	2006		54118
Springwood - Kingston	2006	Certificate nfd	844
Springwood - Kingston	2006	Certificate I and II Level	730
Springwood - Kingston	2006	Certificate III and IV Level	8215
Springwood - Kingston	2006	Advanced Diploma and Diploma	3183
Springwood - Kingston	2006	Bachelor	3958
Springwood - Kingston	2006	Graduate Diploma and Graduate Certificate	364
Springwood - Kingston	2006	Postgraduate	571
Springwood - Kingston	2011		53017
Springwood - Kingston	2011	Certificate nfd	888
Springwood - Kingston	2011	Certificate I and II Level	1084
Springwood - Kingston	2011	Certificate III and IV Level	9534
Springwood - Kingston	2011	Advanced Diploma and Diploma	3964
Springwood - Kingston	2011	Bachelor	5249
Springwood - Kingston	2011	Graduate Diploma and Graduate Certificate	560
Springwood - Kingston	2011	Postgraduate	1059
Springwood - Kingston	2016		50909
Springwood - Kingston	2016	Certificate nfd	1122
Springwood - Kingston	2016	Certificate I and II Level	904
Springwood - Kingston	2016	Certificate III and IV Level	10400
Springwood - Kingston	2016	Advanced Diploma and Diploma	5074
Springwood - Kingston	2016	Bachelor	6387
Springwood - Kingston	2016	Graduate Diploma and Graduate Certificate	775
Springwood - Kingston	2016	Postgraduate	1709
Bowen Basin - North	2006		24684
Bowen Basin - North	2006	Certificate nfd	268
Bowen Basin - North	2006	Certificate I and II Level	282
Bowen Basin - North	2006	Certificate III and IV Level	4303
Bowen Basin - North	2006	Advanced Diploma and Diploma	911
Bowen Basin - North	2006	Bachelor	1457
Bowen Basin - North	2006	Graduate Diploma and Graduate Certificate	148
Bowen Basin - North	2006	Postgraduate	144
Bowen Basin - North	2011		25587
Bowen Basin - North	2011	Certificate nfd	307
Bowen Basin - North	2011	Certificate I and II Level	315
Bowen Basin - North	2011	Certificate III and IV Level	5697
Bowen Basin - North	2011	Advanced Diploma and Diploma	1232
Bowen Basin - North	2011	Bachelor	1934
Bowen Basin - North	2011	Graduate Diploma and Graduate Certificate	186
Bowen Basin - North	2011	Postgraduate	223
Bowen Basin - North	2016		23368
Bowen Basin - North	2016	Certificate nfd	430
Bowen Basin - North	2016	Certificate I and II Level	396
Bowen Basin - North	2016	Certificate III and IV Level	5633
Bowen Basin - North	2016	Advanced Diploma and Diploma	1307
Bowen Basin - North	2016	Bachelor	1890
Bowen Basin - North	2016	Graduate Diploma and Graduate Certificate	225
Bowen Basin - North	2016	Postgraduate	245
Mackay	2006		74537
Mackay	2006	Certificate nfd	980
Mackay	2006	Certificate I and II Level	971
Mackay	2006	Certificate III and IV Level	14752
Mackay	2006	Advanced Diploma and Diploma	3612
Mackay	2006	Bachelor	5045
Mackay	2006	Graduate Diploma and Graduate Certificate	580
Mackay	2006	Postgraduate	539
Mackay	2011		77529
Mackay	2011	Certificate nfd	1144
Mackay	2011	Certificate I and II Level	1198
Mackay	2011	Certificate III and IV Level	19790
Mackay	2011	Advanced Diploma and Diploma	4860
Mackay	2011	Bachelor	6593
Mackay	2011	Graduate Diploma and Graduate Certificate	787
Mackay	2011	Postgraduate	896
Mackay	2016		75124
Mackay	2016	Certificate nfd	1543
Mackay	2016	Certificate I and II Level	1160
Mackay	2016	Certificate III and IV Level	21690
Mackay	2016	Advanced Diploma and Diploma	5765
Mackay	2016	Bachelor	7500
Mackay	2016	Graduate Diploma and Graduate Certificate	1047
Mackay	2016	Postgraduate	1140
Whitsunday	2006		11560
Whitsunday	2006	Certificate nfd	231
Whitsunday	2006	Certificate I and II Level	255
Whitsunday	2006	Certificate III and IV Level	2851
Whitsunday	2006	Advanced Diploma and Diploma	898
Whitsunday	2006	Bachelor	964
Whitsunday	2006	Graduate Diploma and Graduate Certificate	104
Whitsunday	2006	Postgraduate	91
Whitsunday	2011		12117
Whitsunday	2011	Certificate nfd	238
Whitsunday	2011	Certificate I and II Level	280
Whitsunday	2011	Certificate III and IV Level	3380
Whitsunday	2011	Advanced Diploma and Diploma	1151
Whitsunday	2011	Bachelor	1084
Whitsunday	2011	Graduate Diploma and Graduate Certificate	117
Whitsunday	2011	Postgraduate	166
Whitsunday	2016		13175
Whitsunday	2016	Certificate nfd	367
Whitsunday	2016	Certificate I and II Level	275
Whitsunday	2016	Certificate III and IV Level	3961
Whitsunday	2016	Advanced Diploma and Diploma	1611
Whitsunday	2016	Bachelor	1447
Whitsunday	2016	Graduate Diploma and Graduate Certificate	171
Whitsunday	2016	Postgraduate	217
Bribie - Beachmere	2006		20007
Bribie - Beachmere	2006	Certificate nfd	351
Bribie - Beachmere	2006	Certificate I and II Level	191
Bribie - Beachmere	2006	Certificate III and IV Level	3875
Bribie - Beachmere	2006	Advanced Diploma and Diploma	1383
Bribie - Beachmere	2006	Bachelor	1165
Bribie - Beachmere	2006	Graduate Diploma and Graduate Certificate	172
Bribie - Beachmere	2006	Postgraduate	210
Bribie - Beachmere	2011		21100
Bribie - Beachmere	2011	Certificate nfd	450
Bribie - Beachmere	2011	Certificate I and II Level	338
Bribie - Beachmere	2011	Certificate III and IV Level	4800
Bribie - Beachmere	2011	Advanced Diploma and Diploma	1788
Bribie - Beachmere	2011	Bachelor	1552
Bribie - Beachmere	2011	Graduate Diploma and Graduate Certificate	199
Bribie - Beachmere	2011	Postgraduate	308
Bribie - Beachmere	2016		21109
Bribie - Beachmere	2016	Certificate nfd	651
Bribie - Beachmere	2016	Certificate I and II Level	348
Bribie - Beachmere	2016	Certificate III and IV Level	5846
Bribie - Beachmere	2016	Advanced Diploma and Diploma	2394
Bribie - Beachmere	2016	Bachelor	1931
Bribie - Beachmere	2016	Graduate Diploma and Graduate Certificate	348
Bribie - Beachmere	2016	Postgraduate	416
Caboolture	2006		35709
Caboolture	2006	Certificate nfd	518
Caboolture	2006	Certificate I and II Level	523
Caboolture	2006	Certificate III and IV Level	5885
Caboolture	2006	Advanced Diploma and Diploma	1818
Caboolture	2006	Bachelor	1734
Caboolture	2006	Graduate Diploma and Graduate Certificate	219
Caboolture	2006	Postgraduate	192
Caboolture	2011		43057
Caboolture	2011	Certificate nfd	759
Caboolture	2011	Certificate I and II Level	897
Caboolture	2011	Certificate III and IV Level	8663
Caboolture	2011	Advanced Diploma and Diploma	2713
Caboolture	2011	Bachelor	2461
Caboolture	2011	Graduate Diploma and Graduate Certificate	333
Caboolture	2011	Postgraduate	334
Caboolture	2016		45544
Caboolture	2016	Certificate nfd	1079
Caboolture	2016	Certificate I and II Level	929
Caboolture	2016	Certificate III and IV Level	11622
Caboolture	2016	Advanced Diploma and Diploma	4132
Caboolture	2016	Bachelor	3185
Caboolture	2016	Graduate Diploma and Graduate Certificate	466
Caboolture	2016	Postgraduate	503
Caboolture Hinterland	2006		7876
Caboolture Hinterland	2006	Certificate nfd	112
Caboolture Hinterland	2006	Certificate I and II Level	103
Caboolture Hinterland	2006	Certificate III and IV Level	1144
Caboolture Hinterland	2006	Advanced Diploma and Diploma	373
Caboolture Hinterland	2006	Bachelor	346
Caboolture Hinterland	2006	Graduate Diploma and Graduate Certificate	75
Caboolture Hinterland	2006	Postgraduate	46
Caboolture Hinterland	2011		8225
Caboolture Hinterland	2011	Certificate nfd	122
Caboolture Hinterland	2011	Certificate I and II Level	149
Caboolture Hinterland	2011	Certificate III and IV Level	1632
Caboolture Hinterland	2011	Advanced Diploma and Diploma	502
Caboolture Hinterland	2011	Bachelor	488
Caboolture Hinterland	2011	Graduate Diploma and Graduate Certificate	98
Caboolture Hinterland	2011	Postgraduate	74
Caboolture Hinterland	2016		9223
Caboolture Hinterland	2016	Certificate nfd	204
Caboolture Hinterland	2016	Certificate I and II Level	159
Caboolture Hinterland	2016	Certificate III and IV Level	2015
Caboolture Hinterland	2016	Advanced Diploma and Diploma	757
Caboolture Hinterland	2016	Bachelor	655
Caboolture Hinterland	2016	Graduate Diploma and Graduate Certificate	112
Caboolture Hinterland	2016	Postgraduate	107
Narangba - Burpengary	2006		39191
Narangba - Burpengary	2006	Certificate nfd	631
Narangba - Burpengary	2006	Certificate I and II Level	484
Narangba - Burpengary	2006	Certificate III and IV Level	7167
Narangba - Burpengary	2006	Advanced Diploma and Diploma	2286
Narangba - Burpengary	2006	Bachelor	2115
Narangba - Burpengary	2006	Graduate Diploma and Graduate Certificate	285
Narangba - Burpengary	2006	Postgraduate	244
Narangba - Burpengary	2011		41009
Narangba - Burpengary	2011	Certificate nfd	718
