SA3_NAME16	Year	SameAddress5YearsAgo	persons
Armadale	2006	0	18424
Armadale	2006	1	25197
Armadale	2011		8839
Armadale	2011	0	25296
Armadale	2011	1	28162
Armadale	2016		11904
Armadale	2016	0	34050
Armadale	2016	1	33648
Belmont - Victoria Park	2006		8588
Belmont - Victoria Park	2006	0	24270
Belmont - Victoria Park	2006	1	21923
Belmont - Victoria Park	2011		9378
Belmont - Victoria Park	2011	0	29058
Belmont - Victoria Park	2011	1	25368
Belmont - Victoria Park	2016		11590
Belmont - Victoria Park	2016	0	31758
Belmont - Victoria Park	2016	1	27370
Canning	2006		9173
Canning	2006	0	32820
Canning	2006	1	38430
Canning	2011		10040
Canning	2011	0	35609
Canning	2011	1	43115
Canning	2016		10442
Canning	2016	0	39304
Canning	2016	1	43851
Gosnells	2006		13014
Gosnells	2006	0	37336
Gosnells	2006	1	41232
Gosnells	2011		15240
Gosnells	2011	0	39399
Gosnells	2011	1	51945
Gosnells	2016		15869
Gosnells	2016	0	43663
Gosnells	2016	1	58541
Kalamunda	2006		5666
Kalamunda	2006	0	18524
Kalamunda	2006	1	25344
Kalamunda	2011		6208
Kalamunda	2011	0	17911
Kalamunda	2011	1	29444
Kalamunda	2016		6767
Kalamunda	2016	0	18959
Kalamunda	2016	1	31723
Serpentine - Jarrahdale	2006		1491
Serpentine - Jarrahdale	2006	0	5038
Serpentine - Jarrahdale	2006	1	6532
Serpentine - Jarrahdale	2011		2340
Serpentine - Jarrahdale	2011	0	7374
Serpentine - Jarrahdale	2011	1	8091
Serpentine - Jarrahdale	2016		4188
Serpentine - Jarrahdale	2016	0	11989
Serpentine - Jarrahdale	2016	1	10696
South Perth	2006		4944
South Perth	2006	0	18625
South Perth	2006	1	14876
South Perth	2011		4926
South Perth	2011	0	18410
South Perth	2011	1	17473
South Perth	2016		4898
South Perth	2016	0	19029
South Perth	2016	1	18115
Cockburn	2006		9861
Cockburn	2006	0	27973
Cockburn	2006	1	34221
Cockburn	2011		10821
Cockburn	2011	0	34727
Cockburn	2011	1	41867
Cockburn	2016		13672
Cockburn	2016	0	39915
Cockburn	2016	1	48441
Fremantle	2006		4285
Fremantle	2006	0	12557
Fremantle	2006	1	14819
Fremantle	2011		4081
Fremantle	2011	0	13096
Fremantle	2011	1	16449
Fremantle	2016		5129
Fremantle	2016	0	14394
Fremantle	2016	1	17082
Kwinana	2006		4557
Kwinana	2006	0	9214
Kwinana	2006	1	9427
Kwinana	2011		5531
Kwinana	2011	0	11699
Kwinana	2011	1	11997
Kwinana	2016		7159
Kwinana	2016	0	17078
Kwinana	2016	1	14681
Melville	2006		9646
Melville	2006	0	35589
Melville	2006	1	50357
Melville	2011		9094
Melville	2011	0	34111
Melville	2011	1	55165
Melville	2016		10005
Melville	2016	0	36052
Melville	2016	1	54620
Rockingham	2006		12299
Rockingham	2006	0	39542
Rockingham	2006	1	32465
Rockingham	2011		14469
Rockingham	2011	0	45384
Rockingham	2011	1	44252
Rockingham	2016		18848
Rockingham	2016	0	54682
Rockingham	2016	1	51584
Albany	2006		6742
Albany	2006	0	21935
Albany	2006	1	23915
Albany	2011		6505
Albany	2011	0	20110
Albany	2011	1	28742
Albany	2016		8594
Albany	2016	0	20704
Albany	2016	1	29875
Wheat Belt - North	2006		6815
Wheat Belt - North	2006	0	19051
Wheat Belt - North	2006	1	24545
Wheat Belt - North	2011		7133
Wheat Belt - North	2011	0	17977
Wheat Belt - North	2011	1	28263
Wheat Belt - North	2016		9107
Wheat Belt - North	2016	0	17697
Wheat Belt - North	2016	1	29131
Wheat Belt - South	2006		2457
Wheat Belt - South	2006	0	7121
Wheat Belt - South	2006	1	10272
Wheat Belt - South	2011		2734
Wheat Belt - South	2011	0	6960
Wheat Belt - South	2011	1	11016
Wheat Belt - South	2016		3550
Wheat Belt - South	2016	0	6012
Wheat Belt - South	2016	1	10683
Kimberley	2006		6711
Kimberley	2006	0	11506
Kimberley	2006	1	11080
Kimberley	2011		7728
Kimberley	2011	0	13284
Kimberley	2011	1	13781
Kimberley	2016		6971
Kimberley	2016	0	13667
Kimberley	2016	1	13726
East Pilbara	2006		5687
East Pilbara	2006	0	8208
East Pilbara	2006	1	4607
East Pilbara	2011		7240
East Pilbara	2011	0	13943
East Pilbara	2011	1	5808
East Pilbara	2016		6113
East Pilbara	2016	0	12785
East Pilbara	2016	1	6157
West Pilbara	2006		5187
West Pilbara	2006	0	11600
West Pilbara	2006	1	5714
West Pilbara	2011		8719
West Pilbara	2011	0	17248
West Pilbara	2011	1	6932
West Pilbara	2016		7761
West Pilbara	2016	0	19356
West Pilbara	2016	1	7380
Esperance	2006		2066
Esperance	2006	0	6231
Esperance	2006	1	6617
Esperance	2011		2255
Esperance	2011	0	5980
Esperance	2011	1	7374
Esperance	2016		2895
Esperance	2016	0	5445
Esperance	2016	1	7631
Gascoyne	2006		1481
Gascoyne	2006	0	3772
Gascoyne	2006	1	3638
Gascoyne	2011		1640
Gascoyne	2011	0	3534
Gascoyne	2011	1	4115
Gascoyne	2016		1876
Gascoyne	2016	0	3537
Gascoyne	2016	1	4072
Goldfields	2006		7502
Goldfields	2006	0	17455
Goldfields	2006	1	12020
Goldfields	2011		8713
Goldfields	2011	0	18847
Goldfields	2011	1	14251
Goldfields	2016		7514
Goldfields	2016	0	16127
Goldfields	2016	1	15456
Mid West	2006		7728
Mid West	2006	0	19656
Mid West	2006	1	21158
Mid West	2011		7593
Mid West	2011	0	21137
Mid West	2011	1	24927
Mid West	2016		8954
Mid West	2016	0	19169
Mid West	2016	1	25896
Migratory - Offshore - Shipping (WA)	2006		45
Migratory - Offshore - Shipping (WA)	2006	0	153
Migratory - Offshore - Shipping (WA)	2006	1	141
Migratory - Offshore - Shipping (WA)	2011		76
Migratory - Offshore - Shipping (WA)	2011	0	176
Migratory - Offshore - Shipping (WA)	2011	1	165
Migratory - Offshore - Shipping (WA)	2016		81
Migratory - Offshore - Shipping (WA)	2016	0	206
Migratory - Offshore - Shipping (WA)	2016	1	147
No usual address (WA)	2006		1075
No usual address (WA)	2006	0	4384
No usual address (WA)	2006	1	527
No usual address (WA)	2011		1666
No usual address (WA)	2011	0	4913
No usual address (WA)	2011	1	720
No usual address (WA)	2016		1785
No usual address (WA)	2016	0	3440
No usual address (WA)	2016	1	725
Brighton	2006		2439
Brighton	2006	0	5026
Brighton	2006	1	7220
Brighton	2011		2380
Brighton	2011	0	4973
Brighton	2011	1	8662
Brighton	2016		2664
Brighton	2016	0	4994
Brighton	2016	1	9414
Hobart - North East	2006		5549
Hobart - North East	2006	0	14722
Hobart - North East	2006	1	26878
Hobart - North East	2011		5803
Hobart - North East	2011	0	15555
Hobart - North East	2011	1	28284
Hobart - North East	2016		6422
Hobart - North East	2016	0	16750
Hobart - North East	2016	1	29434
Hobart - North West	2006		6336
Hobart - North West	2006	0	16695
Hobart - North West	2006	1	26925
Hobart - North West	2011		5858
Hobart - North West	2011	0	16655
Hobart - North West	2011	1	28737
Hobart - North West	2016		7129
Hobart - North West	2016	0	17226
Hobart - North West	2016	1	28799
Hobart - South and West	2006		2991
Hobart - South and West	2006	0	10443
Hobart - South and West	2006	1	14783
Hobart - South and West	2011		3106
Hobart - South and West	2011	0	11148
Hobart - South and West	2011	1	16838
Hobart - South and West	2016		3601
Hobart - South and West	2016	0	11397
Hobart - South and West	2016	1	17881
Hobart Inner	2006		5422
Hobart Inner	2006	0	20536
Hobart Inner	2006	1	21740
Hobart Inner	2011		4911
Hobart Inner	2011	0	20240
Hobart Inner	2011	1	23653
Hobart Inner	2016		5511
Hobart Inner	2016	0	21488
Hobart Inner	2016	1	23559
Sorell - Dodges Ferry	2006		1476
Sorell - Dodges Ferry	2006	0	5308
Sorell - Dodges Ferry	2006	1	7066
Sorell - Dodges Ferry	2011		1669
Sorell - Dodges Ferry	2011	0	4954
Sorell - Dodges Ferry	2011	1	8226
Sorell - Dodges Ferry	2016		2098
Sorell - Dodges Ferry	2016	0	5136
Sorell - Dodges Ferry	2016	1	8849
Launceston	2006		8602
Launceston	2006	0	29024
Launceston	2006	1	38113
Launceston	2011		8385
Launceston	2011	0	29043
Launceston	2011	1	41619
Launceston	2016		10591
Launceston	2016	0	29062
Launceston	2016	1	41263
Meander Valley - West Tamar	2006		2458
Meander Valley - West Tamar	2006	0	7469
Meander Valley - West Tamar	2006	1	11974
Meander Valley - West Tamar	2011		2190
Meander Valley - West Tamar	2011	0	6658
Meander Valley - West Tamar	2011	1	13154
Meander Valley - West Tamar	2016		2773
Meander Valley - West Tamar	2016	0	6510
Meander Valley - West Tamar	2016	1	13165
North East	2006		4079
North East	2006	0	12137
North East	2006	1	20066
North East	2011		3733
North East	2011	0	11241
North East	2011	1	21537
North East	2016		5110
North East	2016	0	10293
North East	2016	1	21715
Central Highlands (Tas.)	2006		1345
Central Highlands (Tas.)	2006	0	3383
Central Highlands (Tas.)	2006	1	6121
Central Highlands (Tas.)	2011		1454
Central Highlands (Tas.)	2011	0	3068
Central Highlands (Tas.)	2011	1	6816
Central Highlands (Tas.)	2016		1507
Central Highlands (Tas.)	2016	0	2666
Central Highlands (Tas.)	2016	1	7051
Huon - Bruny Island	2006		1913
Huon - Bruny Island	2006	0	5990
Huon - Bruny Island	2006	1	8716
Huon - Bruny Island	2011		1978
Huon - Bruny Island	2011	0	6161
Huon - Bruny Island	2011	1	9800
Huon - Bruny Island	2016		2361
Huon - Bruny Island	2016	0	6123
Huon - Bruny Island	2016	1	10660
South East Coast	2006		746
South East Coast	2006	0	2284
South East Coast	2006	1	3398
South East Coast	2011		626
South East Coast	2011	0	1985
South East Coast	2011	1	3908
South East Coast	2016		991
South East Coast	2016	0	1932
South East Coast	2016	1	3823
Burnie - Ulverstone	2006		4977
Burnie - Ulverstone	2006	0	16641
Burnie - Ulverstone	2006	1	25467
Burnie - Ulverstone	2011		5262
Burnie - Ulverstone	2011	0	15623
Burnie - Ulverstone	2011	1	27081
Burnie - Ulverstone	2016		5934
Burnie - Ulverstone	2016	0	14733
Burnie - Ulverstone	2016	1	26863
Devonport	2006		4282
Devonport	2006	0	14182
Devonport	2006	1	22355
Devonport	2011		4551
Devonport	2011	0	14733
Devonport	2011	1	23939
Devonport	2016		5461
Devonport	2016	0	14199
Devonport	2016	1	24594
West Coast	2006		1996
West Coast	2006	0	6902
West Coast	2006	1	9322
West Coast	2011		2203
West Coast	2011	0	5724
West Coast	2011	1	10030
West Coast	2016		2412
West Coast	2016	0	5200
West Coast	2016	1	9626
Migratory - Offshore - Shipping (Tas.)	2006		8
Migratory - Offshore - Shipping (Tas.)	2006	0	63
Migratory - Offshore - Shipping (Tas.)	2006	1	18
Migratory - Offshore - Shipping (Tas.)	2011		13
Migratory - Offshore - Shipping (Tas.)	2011	0	59
Migratory - Offshore - Shipping (Tas.)	2011	1	41
Migratory - Offshore - Shipping (Tas.)	2016		2
Migratory - Offshore - Shipping (Tas.)	2016	0	29
Migratory - Offshore - Shipping (Tas.)	2016	1	37
No usual address (Tas.)	2006		128
No usual address (Tas.)	2006	0	639
No usual address (Tas.)	2006	1	105
No usual address (Tas.)	2011		226
No usual address (Tas.)	2011	0	746
No usual address (Tas.)	2011	1	100
No usual address (Tas.)	2016		238
No usual address (Tas.)	2016	0	541
No usual address (Tas.)	2016	1	133
Darwin City	2006		3686
Darwin City	2006	0	10682
Darwin City	2006	1	5072
Darwin City	2011		4220
Darwin City	2011	0	12390
Darwin City	2011	1	6161
Darwin City	2016		4644
Darwin City	2016	0	14700
Darwin City	2016	1	6492
Darwin Suburbs	2006		8239
Darwin Suburbs	2006	0	19371
Darwin Suburbs	2006	1	20115
Darwin Suburbs	2011		10099
Darwin Suburbs	2011	0	19921
Darwin Suburbs	2011	1	21553
Darwin Suburbs	2016		9589
Darwin Suburbs	2016	0	22770
Darwin Suburbs	2016	1	21403
Litchfield	2006		2728
Litchfield	2006	0	5451
Litchfield	2006	1	7008
Litchfield	2011		3546
Litchfield	2011	0	6558
Litchfield	2011	1	8517
Litchfield	2016		5932
Litchfield	2016	0	7695
Litchfield	2016	1	9901
Palmerston	2006		5401
Palmerston	2006	0	11701
Palmerston	2006	1	6537
Palmerston	2011		5294
Palmerston	2011	0	13778
Palmerston	2011	1	8546
Palmerston	2016		6499
Palmerston	2016	0	17200
Palmerston	2016	1	9996
Alice Springs	2006		6355
Alice Springs	2006	0	13196
Alice Springs	2006	1	15789
Alice Springs	2011		6528
Alice Springs	2011	0	13498
Alice Springs	2011	1	16039
Alice Springs	2016		7508
Alice Springs	2016	0	12811
Alice Springs	2016	1	15758
Barkly	2006		1314
Barkly	2006	0	1426
Barkly	2006	1	2650
Barkly	2011		1167
Barkly	2011	0	1569
Barkly	2011	1	2985
Barkly	2016		1072
Barkly	2016	0	1575
Barkly	2016	1	2889
Daly - Tiwi - West Arnhem	2006		2610
Daly - Tiwi - West Arnhem	2006	0	2753
Daly - Tiwi - West Arnhem	2006	1	8451
Daly - Tiwi - West Arnhem	2011		2199
Daly - Tiwi - West Arnhem	2011	0	3510
Daly - Tiwi - West Arnhem	2011	1	10041
Daly - Tiwi - West Arnhem	2016		2951
Daly - Tiwi - West Arnhem	2016	0	2868
Daly - Tiwi - West Arnhem	2016	1	10286
East Arnhem	2006		2276
East Arnhem	2006	0	3562
East Arnhem	2006	1	7409
East Arnhem	2011		1938
East Arnhem	2011	0	3712
East Arnhem	2011	1	8369
East Arnhem	2016		2019
East Arnhem	2016	0	2770
East Arnhem	2016	1	8225
Katherine	2006		3737
Katherine	2006	0	5486
Katherine	2006	1	7890
Katherine	2011		3358
Katherine	2011	0	5597
Katherine	2011	1	8867
Katherine	2016		4422
Katherine	2016	0	5212
Katherine	2016	1	9076
Migratory - Offshore - Shipping (NT)	2006		19
Migratory - Offshore - Shipping (NT)	2006	0	42
Migratory - Offshore - Shipping (NT)	2006	1	33
Migratory - Offshore - Shipping (NT)	2011		18
Migratory - Offshore - Shipping (NT)	2011	0	46
Migratory - Offshore - Shipping (NT)	2011	1	43
Migratory - Offshore - Shipping (NT)	2016		20
Migratory - Offshore - Shipping (NT)	2016	0	8
Migratory - Offshore - Shipping (NT)	2016	1	42
No usual address (NT)	2006		366
No usual address (NT)	2006	0	1369
No usual address (NT)	2006	1	166
No usual address (NT)	2011		340
No usual address (NT)	2011	0	1357
No usual address (NT)	2011	1	173
No usual address (NT)	2016		768
No usual address (NT)	2016	0	1326
No usual address (NT)	2016	1	395
Belconnen	2006		9465
Belconnen	2006	0	30095
Belconnen	2006	1	44825
Belconnen	2011		11066
Belconnen	2011	0	33806
Belconnen	2011	1	47593
Belconnen	2016		11621
Belconnen	2016	0	35359
Belconnen	2016	1	49069
Canberra East	2006		157
Canberra East	2006	0	486
Canberra East	2006	1	464
Canberra East	2011		467
Canberra East	2011	0	407
Canberra East	2011	1	591
Canberra East	2016		679
Canberra East	2016	0	361
Canberra East	2016	1	538
Gungahlin	2006		4554
Gungahlin	2006	0	15902
Gungahlin	2006	1	11201
Gungahlin	2011		5945
Gungahlin	2011	0	24685
Gungahlin	2011	1	16673
Gungahlin	2016		9838
Gungahlin	2016	0	37760
Gungahlin	2016	1	23544
North Canberra	2006		5155
North Canberra	2006	0	20919
North Canberra	2006	1	15875
North Canberra	2011		5497
North Canberra	2011	0	24908
North Canberra	2011	1	17623
North Canberra	2016		6354
North Canberra	2016	0	28844
North Canberra	2016	1	17804
South Canberra	2006		2571
South Canberra	2006	0	10243
South Canberra	2006	1	9913
South Canberra	2011		2473
South Canberra	2011	0	11367
South Canberra	2011	1	10352
South Canberra	2016		3477
South Canberra	2016	0	13088
South Canberra	2016	1	10442
Tuggeranong	2006		9499
Tuggeranong	2006	0	29111
Tuggeranong	2006	1	48505
Tuggeranong	2011		8763
Tuggeranong	2011	0	26603
Tuggeranong	2011	1	51542
Tuggeranong	2016		9798
Tuggeranong	2016	0	25278
Tuggeranong	2016	1	50078
Weston Creek	2006		2139
Weston Creek	2006	0	7067
Weston Creek	2006	1	12854
Weston Creek	2011		2391
Weston Creek	2011	0	7017
Weston Creek	2011	1	13350
Weston Creek	2016		2840
Weston Creek	2016	0	7154
Weston Creek	2016	1	12994
Woden Valley	2006		3387
Woden Valley	2006	0	11745
Woden Valley	2006	1	16856
Woden Valley	2011		2878
Woden Valley	2011	0	12831
Woden Valley	2011	1	17248
Woden Valley	2016		3826
Woden Valley	2016	0	13930
Woden Valley	2016	1	17004
Molonglo	2006		0
Molonglo	2006	0	0
Molonglo	2006	1	0
Molonglo	2011		2
Molonglo	2011	0	3
Molonglo	2011	1	5
Molonglo	2016		763
Molonglo	2016	0	3719
Molonglo	2016	1	96
Urriarra - Namadgi	2006		33
Urriarra - Namadgi	2006	0	127
Urriarra - Namadgi	2006	1	172
Urriarra - Namadgi	2011		48
Urriarra - Namadgi	2011	0	256
Urriarra - Namadgi	2011	1	192
Urriarra - Namadgi	2016		89
Urriarra - Namadgi	2016	0	236
Urriarra - Namadgi	2016	1	274
Migratory - Offshore - Shipping (ACT)	2006		0
Migratory - Offshore - Shipping (ACT)	2006	0	0
Migratory - Offshore - Shipping (ACT)	2006	1	0
Migratory - Offshore - Shipping (ACT)	2011		0
Migratory - Offshore - Shipping (ACT)	2011	0	0
Migratory - Offshore - Shipping (ACT)	2011	1	0
Migratory - Offshore - Shipping (ACT)	2016		0
Migratory - Offshore - Shipping (ACT)	2016	0	0
Migratory - Offshore - Shipping (ACT)	2016	1	0
No usual address (ACT)	2006		140
No usual address (ACT)	2006	0	507
No usual address (ACT)	2006	1	62
No usual address (ACT)	2011		101
No usual address (ACT)	2011	0	481
No usual address (ACT)	2011	1	48
No usual address (ACT)	2016		138
No usual address (ACT)	2016	0	336
No usual address (ACT)	2016	1	64
Christmas Island	2006		200
Christmas Island	2006	0	433
Christmas Island	2006	1	714
Christmas Island	2011		923
Christmas Island	2011	0	485
Christmas Island	2011	1	664
Christmas Island	2016		601
Christmas Island	2016	0	461
Christmas Island	2016	1	781
Cocos (Keeling) Islands	2006		70
Cocos (Keeling) Islands	2006	0	114
Cocos (Keeling) Islands	2006	1	389
Cocos (Keeling) Islands	2011		54
Cocos (Keeling) Islands	2011	0	114
Cocos (Keeling) Islands	2011	1	381
Cocos (Keeling) Islands	2016		106
Cocos (Keeling) Islands	2016	0	83
Cocos (Keeling) Islands	2016	1	355
Jervis Bay	2006		50
Jervis Bay	2006	0	164
Jervis Bay	2006	1	160
Jervis Bay	2011		44
Jervis Bay	2011	0	143
Jervis Bay	2011	1	190
Jervis Bay	2016		102
Jervis Bay	2016	0	122
Jervis Bay	2016	1	167
Norfolk Island	2006		0
Norfolk Island	2006	0	0
Norfolk Island	2006	1	0
Norfolk Island	2011		0
Norfolk Island	2011	0	0
Norfolk Island	2011	1	0
Norfolk Island	2016		212
Norfolk Island	2016	0	447
Norfolk Island	2016	1	1089
Migratory - Offshore - Shipping (OT)	2006		0
Migratory - Offshore - Shipping (OT)	2006	0	0
Migratory - Offshore - Shipping (OT)	2006	1	0
Migratory - Offshore - Shipping (OT)	2011		0
Migratory - Offshore - Shipping (OT)	2011	0	0
Migratory - Offshore - Shipping (OT)	2011	1	0
Migratory - Offshore - Shipping (OT)	2016		-2
Migratory - Offshore - Shipping (OT)	2016	0	4
Migratory - Offshore - Shipping (OT)	2016	1	4
No usual address (OT)	2006		6
No usual address (OT)	2006	0	16
No usual address (OT)	2006	1	3
No usual address (OT)	2011		-2
No usual address (OT)	2011	0	28
No usual address (OT)	2011	1	0
No usual address (OT)	2016		12
No usual address (OT)	2016	0	29
No usual address (OT)	2016	1	14
