SA3_NAME16	Year	BornAust	persons
Maroondah	2016	0	25432
Maroondah	2016	1	79399
Whitehorse - East	2006	0	15470
Whitehorse - East	2006	1	37402
Whitehorse - East	2011	0	17987
Whitehorse - East	2011	1	37082
Whitehorse - East	2016	0	21838
Whitehorse - East	2016	1	36479
Yarra Ranges	2006	0	22757
Yarra Ranges	2006	1	109171
Yarra Ranges	2011	0	23532
Yarra Ranges	2011	1	114210
Yarra Ranges	2016	0	24289
Yarra Ranges	2016	1	115958
Cardinia	2006	0	8089
Cardinia	2006	1	45703
Cardinia	2011	0	12258
Cardinia	2011	1	58780
Cardinia	2016	0	17872
Cardinia	2016	1	70482
Casey - North	2006	0	37133
Casey - North	2006	1	69878
Casey - North	2011	0	44448
Casey - North	2011	1	74223
Casey - North	2016	0	50401
Casey - North	2016	1	74029
Casey - South	2006	0	28069
Casey - South	2006	1	66612
Casey - South	2011	0	43663
Casey - South	2011	1	79297
Casey - South	2016	0	64023
Casey - South	2016	1	94006
Dandenong	2006	0	78369
Dandenong	2006	1	67662
Dandenong	2011	0	91210
Dandenong	2011	1	68528
Dandenong	2016	0	104015
Dandenong	2016	1	71101
Monash	2006	0	61811
Monash	2006	1	83619
Monash	2011	0	73118
Monash	2011	1	82521
Monash	2016	0	86515
Monash	2016	1	79930
Brimbank	2006	0	70602
Brimbank	2006	1	76978
Brimbank	2011	0	82090
Brimbank	2011	1	79976
Brimbank	2016	0	90936
Brimbank	2016	1	81202
Hobsons Bay	2006	0	22352
Hobsons Bay	2006	1	49464
Hobsons Bay	2011	0	23876
Hobsons Bay	2011	1	51171
Hobsons Bay	2016	0	24672
Hobsons Bay	2016	1	54154
Maribyrnong	2006	0	24506
Maribyrnong	2006	1	33053
Maribyrnong	2011	0	28423
Maribyrnong	2011	1	37449
Maribyrnong	2016	0	32989
Maribyrnong	2016	1	43130
Melton - Bacchus Marsh	2006	0	20762
Melton - Bacchus Marsh	2006	1	66133
Melton - Bacchus Marsh	2011	0	32250
Melton - Bacchus Marsh	2011	1	85948
Melton - Bacchus Marsh	2016	0	42820
Melton - Bacchus Marsh	2016	1	100741
Wyndham	2006	0	29729
Wyndham	2006	1	79493
Wyndham	2011	0	56399
Wyndham	2011	1	100767
Wyndham	2016	0	92667
Wyndham	2016	1	116567
Frankston	2006	0	24553
Frankston	2006	1	84691
Frankston	2011	0	27581
Frankston	2011	1	91792
Frankston	2016	0	28846
Frankston	2016	1	95936
Mornington Peninsula	2006	0	23395
Mornington Peninsula	2006	1	101993
Mornington Peninsula	2011	0	26272
Mornington Peninsula	2011	1	110389
Mornington Peninsula	2016	0	27624
Mornington Peninsula	2016	1	116942
Grampians	2006	0	3256
Grampians	2006	1	53229
Grampians	2011	0	3916
Grampians	2011	1	52378
Grampians	2016	0	4230
Grampians	2016	1	50084
Mildura	2006	0	4735
Mildura	2006	1	41939
Mildura	2011	0	5167
Mildura	2011	1	42805
Mildura	2016	0	5810
Mildura	2016	1	42733
Murray River - Swan Hill	2006	0	2720
Murray River - Swan Hill	2006	1	33690
Murray River - Swan Hill	2011	0	3276
Murray River - Swan Hill	2011	1	31798
Murray River - Swan Hill	2016	0	3288
Murray River - Swan Hill	2016	1	29683
Campaspe	2006	0	2055
Campaspe	2006	1	32180
Campaspe	2011	0	2310
Campaspe	2011	1	32294
Campaspe	2016	0	2513
Campaspe	2016	1	31377
Moira	2006	0	2209
Moira	2006	1	23234
Moira	2011	0	2523
Moira	2011	1	23927
Moira	2016	0	2673
Moira	2016	1	23747
Shepparton	2006	0	6201
Shepparton	2006	1	47345
Shepparton	2011	0	7926
Shepparton	2011	1	48653
Shepparton	2016	0	9495
Shepparton	2016	1	48330
Glenelg - Southern Grampians	2006	0	2435
Glenelg - Southern Grampians	2006	1	32072
Glenelg - Southern Grampians	2011	0	2721
Glenelg - Southern Grampians	2011	1	31618
Glenelg - Southern Grampians	2016	0	2685
Glenelg - Southern Grampians	2016	1	29743
Colac - Corangamite	2006	0	2404
Colac - Corangamite	2006	1	32433
Colac - Corangamite	2011	0	2625
Colac - Corangamite	2011	1	32411
Colac - Corangamite	2016	0	2836
Colac - Corangamite	2016	1	30978
Warrnambool	2006	0	2635
Warrnambool	2006	1	40409
Warrnambool	2011	0	3273
Warrnambool	2011	1	42120
Warrnambool	2016	0	3917
Warrnambool	2016	1	42089
Migratory - Offshore - Shipping (Vic.)	2006	0	11
Migratory - Offshore - Shipping (Vic.)	2006	1	31
Migratory - Offshore - Shipping (Vic.)	2011	0	13
Migratory - Offshore - Shipping (Vic.)	2011	1	19
Migratory - Offshore - Shipping (Vic.)	2016	0	6
Migratory - Offshore - Shipping (Vic.)	2016	1	17
No usual address (Vic.)	2006	0	1700
No usual address (Vic.)	2006	1	4015
No usual address (Vic.)	2011	0	2235
No usual address (Vic.)	2011	1	5202
No usual address (Vic.)	2016	0	2011
No usual address (Vic.)	2016	1	4389
Capalaba	2006	0	13407
Capalaba	2006	1	51529
Capalaba	2011	0	14636
Capalaba	2011	1	52778
Capalaba	2016	0	15267
Capalaba	2016	1	53191
Cleveland - Stradbroke	2006	0	14366
Cleveland - Stradbroke	2006	1	48109
Cleveland - Stradbroke	2011	0	18373
Cleveland - Stradbroke	2011	1	54668
Cleveland - Stradbroke	2016	0	19536
Cleveland - Stradbroke	2016	1	58904
Wynnum - Manly	2006	0	10811
Wynnum - Manly	2006	1	43456
Wynnum - Manly	2011	0	14504
Wynnum - Manly	2011	1	47629
Wynnum - Manly	2016	0	16109
Wynnum - Manly	2016	1	49105
Bald Hills - Everton Park	2006	0	6531
Bald Hills - Everton Park	2006	1	26664
Bald Hills - Everton Park	2011	0	8328
Bald Hills - Everton Park	2011	1	28074
Bald Hills - Everton Park	2016	0	9865
Bald Hills - Everton Park	2016	1	29317
Chermside	2006	0	10369
Chermside	2006	1	47234
Chermside	2011	0	13689
Chermside	2011	1	48942
Chermside	2016	0	15362
Chermside	2016	1	49819
Nundah	2006	0	5423
Nundah	2006	1	22844
Nundah	2011	0	8442
Nundah	2011	1	24301
Nundah	2016	0	10060
Nundah	2016	1	26244
Sandgate	2006	0	8808
Sandgate	2006	1	36343
Sandgate	2011	0	11670
Sandgate	2011	1	38569
Sandgate	2016	0	14696
Sandgate	2016	1	40224
Carindale	2006	0	9194
Carindale	2006	1	32914
Carindale	2011	0	11175
Carindale	2011	1	34115
Carindale	2016	0	12624
Carindale	2016	1	35113
Holland Park - Yeronga	2006	0	13405
Holland Park - Yeronga	2006	1	42825
Holland Park - Yeronga	2011	0	17091
Holland Park - Yeronga	2011	1	44476
Holland Park - Yeronga	2016	0	18939
Holland Park - Yeronga	2016	1	47419
Mt Gravatt	2006	0	17874
Mt Gravatt	2006	1	40303
Mt Gravatt	2011	0	22729
Mt Gravatt	2011	1	40284
Mt Gravatt	2016	0	27927
Mt Gravatt	2016	1	40013
Nathan	2006	0	9048
Nathan	2006	1	23039
Nathan	2011	0	10666
Nathan	2011	1	23832
Nathan	2016	0	12228
Nathan	2016	1	24467
Rocklea - Acacia Ridge	2006	0	14969
Rocklea - Acacia Ridge	2006	1	27166
Rocklea - Acacia Ridge	2011	0	21822
Rocklea - Acacia Ridge	2011	1	29146
Rocklea - Acacia Ridge	2016	0	27141
Rocklea - Acacia Ridge	2016	1	29541
Sunnybank	2006	0	17629
Sunnybank	2006	1	23205
Sunnybank	2011	0	22563
Sunnybank	2011	1	21507
Sunnybank	2016	0	26811
Sunnybank	2016	1	20685
Centenary	2006	0	9779
Centenary	2006	1	20510
Centenary	2011	0	10438
Centenary	2011	1	20722
Centenary	2016	0	10673
Centenary	2016	1	20909
Kenmore - Brookfield - Moggill	2006	0	11082
Kenmore - Brookfield - Moggill	2006	1	27987
Kenmore - Brookfield - Moggill	2011	0	13221
Kenmore - Brookfield - Moggill	2011	1	28988
Kenmore - Brookfield - Moggill	2016	0	14153
Kenmore - Brookfield - Moggill	2016	1	29644
Sherwood - Indooroopilly	2006	0	11708
Sherwood - Indooroopilly	2006	1	30256
Sherwood - Indooroopilly	2011	0	14618
Sherwood - Indooroopilly	2011	1	30094
Sherwood - Indooroopilly	2016	0	17607
Sherwood - Indooroopilly	2016	1	30803
The Gap - Enoggera	2006	0	7144
The Gap - Enoggera	2006	1	34739
The Gap - Enoggera	2011	0	8802
The Gap - Enoggera	2011	1	37096
The Gap - Enoggera	2016	0	9791
The Gap - Enoggera	2016	1	38127
Brisbane Inner	2006	0	15703
Brisbane Inner	2006	1	27213
Brisbane Inner	2011	0	20969
Brisbane Inner	2011	1	29777
Brisbane Inner	2016	0	27105
Brisbane Inner	2016	1	32939
Brisbane Inner - East	2006	0	6266
Brisbane Inner - East	2006	1	24723
Brisbane Inner - East	2011	0	8656
Brisbane Inner - East	2011	1	26771
Brisbane Inner - East	2016	0	9462
Brisbane Inner - East	2016	1	28534
Brisbane Inner - North	2006	0	12952
Brisbane Inner - North	2006	1	50260
Brisbane Inner - North	2011	0	18007
Brisbane Inner - North	2011	1	53505
Brisbane Inner - North	2016	0	22658
Brisbane Inner - North	2016	1	56901
Brisbane Inner - West	2006	0	9802
Brisbane Inner - West	2006	1	37019
Brisbane Inner - West	2011	0	12025
Brisbane Inner - West	2011	1	39101
Brisbane Inner - West	2016	0	12612
Brisbane Inner - West	2016	1	39879
Cairns - North	2006	0	8114
Cairns - North	2006	1	28328
Cairns - North	2011	0	10687
Cairns - North	2011	1	33828
Cairns - North	2016	0	12161
Cairns - North	2016	1	36346
Cairns - South	2006	0	14651
Cairns - South	2006	1	60706
Cairns - South	2011	0	18486
Cairns - South	2011	1	67546
Cairns - South	2016	0	21182
Cairns - South	2016	1	68946
Innisfail - Cassowary Coast	2006	0	3713
Innisfail - Cassowary Coast	2006	1	27415
Innisfail - Cassowary Coast	2011	0	4021
Innisfail - Cassowary Coast	2011	1	27605
Innisfail - Cassowary Coast	2016	0	4356
Innisfail - Cassowary Coast	2016	1	26858
Port Douglas - Daintree	2006	0	1886
Port Douglas - Daintree	2006	1	7259
Port Douglas - Daintree	2011	0	2069
Port Douglas - Daintree	2011	1	7610
Port Douglas - Daintree	2016	0	2341
Port Douglas - Daintree	2016	1	7564
Tablelands (East) - Kuranda	2006	0	5137
Tablelands (East) - Kuranda	2006	1	27302
Tablelands (East) - Kuranda	2011	0	5571
Tablelands (East) - Kuranda	2011	1	30208
Tablelands (East) - Kuranda	2016	0	5884
Tablelands (East) - Kuranda	2016	1	30273
Darling Downs (West) - Maranoa	2006	0	1744
Darling Downs (West) - Maranoa	2006	1	36155
Darling Downs (West) - Maranoa	2011	0	2569
Darling Downs (West) - Maranoa	2011	1	37618
Darling Downs (West) - Maranoa	2016	0	2939
Darling Downs (West) - Maranoa	2016	1	35633
Darling Downs - East	2006	0	2171
Darling Downs - East	2006	1	33898
Darling Downs - East	2011	0	2752
Darling Downs - East	2011	1	34657
Darling Downs - East	2016	0	3309
Darling Downs - East	2016	1	35041
Granite Belt	2006	0	3213
Granite Belt	2006	1	31009
Granite Belt	2011	0	3755
Granite Belt	2011	1	32938
Granite Belt	2016	0	4019
Granite Belt	2016	1	33080
Central Highlands (Qld)	2006	0	2208
Central Highlands (Qld)	2006	1	23086
Central Highlands (Qld)	2011	0	3118
Central Highlands (Qld)	2011	1	24073
Central Highlands (Qld)	2016	0	3045
Central Highlands (Qld)	2016	1	22158
Rockhampton	2006	0	7562
Rockhampton	2006	1	85946
Rockhampton	2011	0	10098
Rockhampton	2011	1	91185
Rockhampton	2016	0	11147
Rockhampton	2016	1	95360
Biloela	2006	0	884
Biloela	2006	1	12891
Biloela	2011	0	1165
Biloela	2011	1	12533
Biloela	2016	0	1174
Biloela	2016	1	11836
Gladstone	2006	0	5341
Gladstone	2006	1	41940
Gladstone	2011	0	7184
Gladstone	2011	1	46314
Gladstone	2016	0	8921
Gladstone	2016	1	47753
Broadbeach - Burleigh	2006	0	13063
Broadbeach - Burleigh	2006	1	35313
Broadbeach - Burleigh	2011	0	14617
Broadbeach - Burleigh	2011	1	38160
Broadbeach - Burleigh	2016	0	15596
Broadbeach - Burleigh	2016	1	40890
Coolangatta	2006	0	8059
Coolangatta	2006	1	36282
Coolangatta	2011	0	8934
Coolangatta	2011	1	37864
Coolangatta	2016	0	9341
Coolangatta	2016	1	39668
Gold Coast - North	2006	0	15623
Gold Coast - North	2006	1	35288
Gold Coast - North	2011	0	18340
Gold Coast - North	2011	1	36985
Gold Coast - North	2016	0	20782
Gold Coast - North	2016	1	39658
Gold Coast Hinterland	2006	0	3545
Gold Coast Hinterland	2006	1	11771
Gold Coast Hinterland	2011	0	3932
Gold Coast Hinterland	2011	1	12466
Gold Coast Hinterland	2016	0	3992
Gold Coast Hinterland	2016	1	12755
Mudgeeraba - Tallebudgera	2006	0	5910
Mudgeeraba - Tallebudgera	2006	1	19209
Mudgeeraba - Tallebudgera	2011	0	7434
Mudgeeraba - Tallebudgera	2011	1	22277
Mudgeeraba - Tallebudgera	2016	0	8108
Mudgeeraba - Tallebudgera	2016	1	23473
Nerang	2006	0	13556
Nerang	2006	1	38062
Nerang	2011	0	17052
Nerang	2011	1	42046
Nerang	2016	0	17800
Nerang	2016	1	45140
Ormeau - Oxenford	2006	0	15754
Ormeau - Oxenford	2006	1	45600
Ormeau - Oxenford	2011	0	26296
Ormeau - Oxenford	2011	1	63161
Ormeau - Oxenford	2016	0	33310
Ormeau - Oxenford	2016	1	79035
Robina	2006	0	12963
Robina	2006	1	24755
Robina	2011	0	15160
Robina	2011	1	27002
Robina	2016	0	16651
Robina	2016	1	29418
Southport	2006	0	14216
Southport	2006	1	31376
Southport	2011	0	17665
Southport	2011	1	32625
Southport	2016	0	20133
Southport	2016	1	33800
Surfers Paradise	2006	0	9296
Surfers Paradise	2006	1	17461
Surfers Paradise	2011	0	11685
Surfers Paradise	2011	1	19500
Surfers Paradise	2016	0	14594
Surfers Paradise	2016	1	20917
Forest Lake - Oxley	2006	0	18321
Forest Lake - Oxley	2006	1	35749
Forest Lake - Oxley	2011	0	22828
Forest Lake - Oxley	2011	1	37019
Forest Lake - Oxley	2016	0	27505
Forest Lake - Oxley	2016	1	39163
Ipswich Hinterland	2006	0	5093
Ipswich Hinterland	2006	1	41302
Ipswich Hinterland	2011	0	6017
Ipswich Hinterland	2011	1	47556
Ipswich Hinterland	2016	0	6480
Ipswich Hinterland	2016	1	50640
Ipswich Inner	2006	0	9965
Ipswich Inner	2006	1	71051
Ipswich Inner	2011	0	12168
Ipswich Inner	2011	1	77769
Ipswich Inner	2016	0	13551
Ipswich Inner	2016	1	83412
Springfield - Redbank	2006	0	11716
Springfield - Redbank	2006	1	33209
Springfield - Redbank	2011	0	19302
Springfield - Redbank	2011	1	43837
Springfield - Redbank	2016	0	25675
Springfield - Redbank	2016	1	52745
Beaudesert	2006	0	1127
Beaudesert	2006	1	9100
Beaudesert	2011	0	1379
Beaudesert	2011	1	10334
Beaudesert	2016	0	1538
Beaudesert	2016	1	11156
Beenleigh	2006	0	6986
Beenleigh	2006	1	23456
Beenleigh	2011	0	8965
Beenleigh	2011	1	26186
Beenleigh	2016	0	9973
Beenleigh	2016	1	28077
Browns Plains	2006	0	14937
Browns Plains	2006	1	46550
Browns Plains	2011	0	19033
Browns Plains	2011	1	49927
Browns Plains	2016	0	22504
Browns Plains	2016	1	51671
Jimboomba	2006	0	5355
Jimboomba	2006	1	23760
Jimboomba	2011	0	6611
Jimboomba	2011	1	29077
Jimboomba	2016	0	7686
Jimboomba	2016	1	34912
Loganlea - Carbrook	2006	0	11902
Loganlea - Carbrook	2006	1	34279
Loganlea - Carbrook	2011	0	14502
Loganlea - Carbrook	2011	1	37520
Loganlea - Carbrook	2016	0	16412
Loganlea - Carbrook	2016	1	39355
Springwood - Kingston	2006	0	19870
Springwood - Kingston	2006	1	46616
Springwood - Kingston	2011	0	23500
Springwood - Kingston	2011	1	46974
Springwood - Kingston	2016	0	26307
Springwood - Kingston	2016	1	45644
Bowen Basin - North	2006	0	2808
Bowen Basin - North	2006	1	25680
Bowen Basin - North	2011	0	3695
Bowen Basin - North	2011	1	27971
Bowen Basin - North	2016	0	3699
Bowen Basin - North	2016	1	24968
Mackay	2006	0	9425
Mackay	2006	1	82847
Mackay	2011	0	13248
Mackay	2011	1	92100
Mackay	2016	0	13472
Mackay	2016	1	91609
Whitsunday	2006	0	2486
Whitsunday	2006	1	12473
Whitsunday	2011	0	2976
Whitsunday	2011	1	13559
Whitsunday	2016	0	3586
Whitsunday	2016	1	14498
Bribie - Beachmere	2006	0	4713
Bribie - Beachmere	2006	1	20878
Bribie - Beachmere	2011	0	5581
Bribie - Beachmere	2011	1	23146
Bribie - Beachmere	2016	0	6029
Bribie - Beachmere	2016	1	24435
Caboolture	2006	0	6743
Caboolture	2006	1	36975
Caboolture	2011	0	9135
Caboolture	2011	1	45724
Caboolture	2016	0	11069
Caboolture	2016	1	51065
Caboolture Hinterland	2006	0	1179
Caboolture Hinterland	2006	1	8277
Caboolture Hinterland	2011	0	1496
Caboolture Hinterland	2011	1	9180
Caboolture Hinterland	2016	0	1814
Caboolture Hinterland	2016	1	10135
Narangba - Burpengary	2006	0	8273
Narangba - Burpengary	2006	1	41094
Narangba - Burpengary	2011	0	10238
Narangba - Burpengary	2011	1	45245
Narangba - Burpengary	2016	0	11056
Narangba - Burpengary	2016	1	47883
Redcliffe	2006	0	10297
Redcliffe	2006	1	37792
Redcliffe	2011	0	12631
Redcliffe	2011	1	40495
Redcliffe	2016	0	13171
Redcliffe	2016	1	42090
The Hills District	2006	0	11586
The Hills District	2006	1	58359
The Hills District	2011	0	14320
The Hills District	2011	1	63906
The Hills District	2016	0	15541
The Hills District	2016	1	67299
North Lakes	2006	0	6301
North Lakes	2006	1	26383
North Lakes	2011	0	12297
North Lakes	2011	1	37318
North Lakes	2016	0	18426
North Lakes	2016	1	49298
Strathpine	2006	0	5656
Strathpine	2006	1	26762
Strathpine	2011	0	6729
Strathpine	2011	1	27317
Strathpine	2016	0	7235
Strathpine	2016	1	28045
Far North	2006	0	1657
Far North	2006	1	24842
Far North	2011	0	2463
Far North	2011	1	25712
Far North	2016	0	2479
Far North	2016	1	27053
Outback - North	2006	0	2815
Outback - North	2006	1	24407
Outback - North	2011	0	3786
Outback - North	2011	1	25103
Outback - North	2016	0	3681
Outback - North	2016	1	22513
Outback - South	2006	0	947
Outback - South	2006	1	17288
Outback - South	2011	0	1167
Outback - South	2011	1	17522
Outback - South	2016	0	1050
Outback - South	2016	1	14983
Buderim	2006	0	8429
Buderim	2006	1	30091
Buderim	2011	0	10432
Buderim	2011	1	33780
Buderim	2016	0	12470
Buderim	2016	1	39112
Caloundra	2006	0	10778
Caloundra	2006	1	47265
Caloundra	2011	0	13686
Caloundra	2011	1	53060
Caloundra	2016	0	15665
Caloundra	2016	1	60221
Maroochy	2006	0	8619
Maroochy	2006	1	35266
Maroochy	2011	0	10097
Maroochy	2011	1	37974
Maroochy	2016	0	11256
Maroochy	2016	1	40588
Noosa	2006	0	6934
Noosa	2006	1	22632
Noosa	2011	0	8652
Noosa	2011	1	25240
Noosa	2016	0	9931
Noosa	2016	1	28473
Sunshine Coast Hinterland	2006	0	6731
Sunshine Coast Hinterland	2006	1	32005
Sunshine Coast Hinterland	2011	0	7981
Sunshine Coast Hinterland	2011	1	35815
Sunshine Coast Hinterland	2016	0	8624
Sunshine Coast Hinterland	2016	1	37665
Nambour	2006	0	4997
Nambour	2006	1	27217
Nambour	2011	0	6041
Nambour	2011	1	29787
Nambour	2016	0	6866
Nambour	2016	1	33121
Noosa Hinterland	2006	0	3499
Noosa Hinterland	2006	1	14362
Noosa Hinterland	2011	0	3884
Noosa Hinterland	2011	1	15303
Noosa Hinterland	2016	0	4015
Noosa Hinterland	2016	1	16322
Toowoomba	2006	0	12544
Toowoomba	2006	1	110209
Toowoomba	2011	0	15956
Toowoomba	2011	1	117085
Toowoomba	2016	0	19190
Toowoomba	2016	1	119778
Charters Towers - Ayr - Ingham	2006	0	3272
Charters Towers - Ayr - Ingham	2006	1	36606
Charters Towers - Ayr - Ingham	2011	0	3393
Charters Towers - Ayr - Ingham	2011	1	37540
Charters Towers - Ayr - Ingham	2016	0	3172
Charters Towers - Ayr - Ingham	2016	1	35320
Townsville	2006	0	18001
Townsville	2006	1	126217
Townsville	2011	0	23194
Townsville	2011	1	139878
Townsville	2016	0	25593
Townsville	2016	1	146788
Bundaberg	2006	0	8415
Bundaberg	2006	1	64687
Bundaberg	2011	0	10028
Bundaberg	2011	1	69892
Bundaberg	2016	0	10435
Bundaberg	2016	1	70539
Burnett	2006	0	3720
Burnett	2006	1	38264
Burnett	2011	0	4454
Burnett	2011	1	40515
Burnett	2016	0	4620
Burnett	2016	1	39864
Gympie - Cooloola	2006	0	4287
Gympie - Cooloola	2006	1	35222
Gympie - Cooloola	2011	0	4974
Gympie - Cooloola	2011	1	37864
Gympie - Cooloola	2016	0	5333
Gympie - Cooloola	2016	1	39617
Hervey Bay	2006	0	7419
Hervey Bay	2006	1	35558
Hervey Bay	2011	0	9111
Hervey Bay	2011	1	41234
Hervey Bay	2016	0	9722
Hervey Bay	2016	1	42447
Maryborough	2006	0	3756
Maryborough	2006	1	32882
Maryborough	2011	0	4235
Maryborough	2011	1	35887
Maryborough	2016	0	4443
Maryborough	2016	1	36475
Migratory - Offshore - Shipping (Qld)	2006	0	33
Migratory - Offshore - Shipping (Qld)	2006	1	57
Migratory - Offshore - Shipping (Qld)	2011	0	110
Migratory - Offshore - Shipping (Qld)	2011	1	281
Migratory - Offshore - Shipping (Qld)	2016	0	40
Migratory - Offshore - Shipping (Qld)	2016	1	89
No usual address (Qld)	2006	0	2982
No usual address (Qld)	2006	1	8208
No usual address (Qld)	2011	0	3316
No usual address (Qld)	2011	1	7922
No usual address (Qld)	2016	0	3157
No usual address (Qld)	2016	1	7348
Adelaide City	2006	0	5607
Adelaide City	2006	1	8970
Adelaide City	2011	0	8017
Adelaide City	2011	1	9777
Adelaide City	2016	0	9768
Adelaide City	2016	1	10050
Adelaide Hills	2006	0	10103
Adelaide Hills	2006	1	50870
Adelaide Hills	2011	0	11203
Adelaide Hills	2011	1	54751
Adelaide Hills	2016	0	11152
Adelaide Hills	2016	1	56680
Burnside	2006	0	10327
Burnside	2006	1	29486
Burnside	2011	0	11486
Burnside	2011	1	28888
Burnside	2016	0	13389
Burnside	2016	1	28641
Campbelltown (SA)	2006	0	13709
Campbelltown (SA)	2006	1	30444
Campbelltown (SA)	2011	0	15887
Campbelltown (SA)	2011	1	30834
Campbelltown (SA)	2016	0	17189
Campbelltown (SA)	2016	1	31335
Norwood - Payneham - St Peters	2006	0	8746
Norwood - Payneham - St Peters	2006	1	22827
Norwood - Payneham - St Peters	2011	0	10156
Norwood - Payneham - St Peters	2011	1	23061
Norwood - Payneham - St Peters	2016	0	10711
Norwood - Payneham - St Peters	2016	1	22889
Prospect - Walkerville	2006	0	5902
Prospect - Walkerville	2006	1	18781
Prospect - Walkerville	2011	0	7123
Prospect - Walkerville	2011	1	18677
Prospect - Walkerville	2016	0	7577
Prospect - Walkerville	2016	1	19097
Unley	2006	0	7523
Unley	2006	1	26483
Unley	2011	0	8533
Unley	2011	1	26596
Unley	2016	0	9348
Unley	2016	1	26554
Gawler - Two Wells	2006	0	5004
Gawler - Two Wells	2006	1	21810
Gawler - Two Wells	2011	0	5577
Gawler - Two Wells	2011	1	24728
Gawler - Two Wells	2016	0	5665
Gawler - Two Wells	2016	1	26863
Playford	2006	0	15794
Playford	2006	1	49944
Playford	2011	0	17458
Playford	2011	1	58171
Playford	2016	0	19270
Playford	2016	1	64003
Port Adelaide - East	2006	0	14768
Port Adelaide - East	2006	1	36435
Port Adelaide - East	2011	0	19748
Port Adelaide - East	2011	1	38088
Port Adelaide - East	2016	0	25080
Port Adelaide - East	2016	1	39338
Salisbury	2006	0	30106
Salisbury	2006	1	79589
Salisbury	2011	0	35622
Salisbury	2011	1	85501
Salisbury	2016	0	42441
Salisbury	2016	1	86683
Tea Tree Gully	2006	0	21046
Tea Tree Gully	2006	1	67284
Tea Tree Gully	2011	0	21735
Tea Tree Gully	2011	1	66870
Tea Tree Gully	2016	0	22089
Tea Tree Gully	2016	1	67780
Holdfast Bay	2006	0	6462
Holdfast Bay	2006	1	23696
Holdfast Bay	2011	0	7483
Holdfast Bay	2011	1	23831
Holdfast Bay	2016	0	7486
Holdfast Bay	2016	1	24058
Marion	2006	0	17917
Marion	2006	1	58188
Marion	2011	0	21283
Marion	2011	1	59718
Marion	2016	0	24620
Marion	2016	1	61245
Mitcham	2006	0	12686
Mitcham	2006	1	45826
Mitcham	2011	0	13658
Mitcham	2011	1	45996
Mitcham	2016	0	14347
Mitcham	2016	1	46606
Onkaparinga	2006	0	31547
Onkaparinga	2006	1	112156
Onkaparinga	2011	0	35133
Onkaparinga	2011	1	119529
Onkaparinga	2016	0	35600
Onkaparinga	2016	1	122870
Charles Sturt	2006	0	25134
Charles Sturt	2006	1	66909
Charles Sturt	2011	0	28035
Charles Sturt	2011	1	69488
Charles Sturt	2016	0	29998
Charles Sturt	2016	1	72654
Port Adelaide - West	2006	0	13353
Port Adelaide - West	2006	1	35433
Port Adelaide - West	2011	0	15969
Port Adelaide - West	2011	1	37327
Port Adelaide - West	2016	0	16784
Port Adelaide - West	2016	1	37548
West Torrens	2006	0	13987
West Torrens	2006	1	37577
West Torrens	2011	0	16823
West Torrens	2011	1	38437
West Torrens	2016	0	18533
West Torrens	2016	1	39357
Barossa	2006	0	3702
Barossa	2006	1	26296
Barossa	2011	0	3950
Barossa	2011	1	28015
Barossa	2016	0	3966
Barossa	2016	1	29297
Lower North	2006	0	1862
Lower North	2006	1	18158
Lower North	2011	0	2087
Lower North	2011	1	19030
Lower North	2016	0	2162
Lower North	2016	1	18645
Mid North	2006	0	2037
Mid North	2006	1	23878
Mid North	2011	0	2142
Mid North	2011	1	23909
Mid North	2016	0	2107
Mid North	2016	1	23190
Yorke Peninsula	2006	0	2143
Yorke Peninsula	2006	1	19194
Yorke Peninsula	2011	0	2279
Yorke Peninsula	2011	1	20788
Yorke Peninsula	2016	0	2318
Yorke Peninsula	2016	1	20835
Eyre Peninsula and South West	2006	0	6514
Eyre Peninsula and South West	2006	1	44811
Eyre Peninsula and South West	2011	0	6757
Eyre Peninsula and South West	2011	1	46736
Eyre Peninsula and South West	2016	0	6350
Eyre Peninsula and South West	2016	1	45570
Outback - North and East	2006	0	2540
Outback - North and East	2006	1	22184
Outback - North and East	2011	0	2662
Outback - North and East	2011	1	22952
Outback - North and East	2016	0	2386
Outback - North and East	2016	1	21096
Fleurieu - Kangaroo Island	2006	0	6710
Fleurieu - Kangaroo Island	2006	1	31388
Fleurieu - Kangaroo Island	2011	0	8078
Fleurieu - Kangaroo Island	2011	1	36030
Fleurieu - Kangaroo Island	2016	0	8503
Fleurieu - Kangaroo Island	2016	1	38198
Limestone Coast	2006	0	5205
Limestone Coast	2006	1	53449
Limestone Coast	2011	0	5995
Limestone Coast	2011	1	54708
Limestone Coast	2016	0	6465
Limestone Coast	2016	1	53763
Murray and Mallee	2006	0	6591
Murray and Mallee	2006	1	56321
Murray and Mallee	2011	0	7445
Murray and Mallee	2011	1	56345
Murray and Mallee	2016	0	8179
Murray and Mallee	2016	1	55831
Migratory - Offshore - Shipping (SA)	2006	0	5
Migratory - Offshore - Shipping (SA)	2006	1	4
Migratory - Offshore - Shipping (SA)	2011	0	0
Migratory - Offshore - Shipping (SA)	2011	1	0
Migratory - Offshore - Shipping (SA)	2016	0	3
Migratory - Offshore - Shipping (SA)	2016	1	3
No usual address (SA)	2006	0	658
No usual address (SA)	2006	1	1699
No usual address (SA)	2011	0	668
No usual address (SA)	2011	1	1996
No usual address (SA)	2016	0	605
No usual address (SA)	2016	1	1886
