SA3_NAME16	Year	adults
Tablelands (East) - Kuranda	2016	32887
Tamworth - Gunnedah	2006	58051
Tamworth - Gunnedah	2011	60764
Tamworth - Gunnedah	2016	64229
Taree - Gloucester	2006	40005
Taree - Gloucester	2011	41909
Taree - Gloucester	2016	44877
Tea Tree Gully	2006	74356
Tea Tree Gully	2011	75054
Tea Tree Gully	2016	77197
The Gap - Enoggera	2006	35278
The Gap - Enoggera	2011	37757
The Gap - Enoggera	2016	39629
The Hills District	2006	54646
The Hills District	2011	61691
The Hills District	2016	67098
Toowoomba	2006	101607
Toowoomba	2011	110093
Toowoomba	2016	119237
Townsville	2006	121124
Townsville	2011	137679
Townsville	2016	149080
Tuggeranong	2006	67351
Tuggeranong	2011	69089
Tuggeranong	2016	68462
Tullamarine - Broadmeadows	2006	86994
Tullamarine - Broadmeadows	2011	101860
Tullamarine - Broadmeadows	2016	123771
Tumut - Tumbarumba	2006	11473
Tumut - Tumbarumba	2011	11490
Tumut - Tumbarumba	2016	11825
Tweed Valley	2006	64708
Tweed Valley	2011	69951
Tweed Valley	2016	76048
Unley	2006	30313
Unley	2011	30919
Unley	2016	31723
Upper Goulburn Valley	2006	37394
Upper Goulburn Valley	2011	40806
Upper Goulburn Valley	2016	44675
Upper Hunter	2006	21886
Upper Hunter	2011	23040
Upper Hunter	2016	23663
Upper Murray exc. Albury	2006	32558
Upper Murray exc. Albury	2011	33078
Upper Murray exc. Albury	2016	34708
Urriarra - Namadgi	2006	273
Urriarra - Namadgi	2011	383
Urriarra - Namadgi	2016	472
Wagga Wagga	2006	67891
Wagga Wagga	2011	70584
Wagga Wagga	2016	74827
Wangaratta - Benalla	2006	34872
Wangaratta - Benalla	2011	36064
Wangaratta - Benalla	2016	38162
Wanneroo	2006	83179
Wanneroo	2011	114971
Wanneroo	2016	144779
Warringah	2006	108282
Warringah	2011	112429
Warringah	2016	120313
Warrnambool	2006	36058
Warrnambool	2011	38209
Warrnambool	2016	40630
Wellington	2006	31938
Wellington	2011	33470
Wellington	2016	35252
West Coast	2006	14149
West Coast	2011	14197
West Coast	2016	13957
West Pilbara	2006	16544
West Pilbara	2011	26411
West Pilbara	2016	27471
West Torrens	2006	46837
West Torrens	2011	49353
West Torrens	2016	52203
Weston Creek	2006	18143
Weston Creek	2011	18392
Weston Creek	2016	18364
Wheat Belt - North	2006	39437
Wheat Belt - North	2011	42369
Wheat Belt - North	2016	45798
Wheat Belt - South	2006	15400
Wheat Belt - South	2011	16394
Wheat Belt - South	2016	16241
Whitehorse - East	2006	45627
Whitehorse - East	2011	46742
Whitehorse - East	2016	49831
Whitehorse - West	2006	74380
Whitehorse - West	2011	79017
Whitehorse - West	2016	85595
Whitsunday	2006	13986
Whitsunday	2011	15106
Whitsunday	2016	17397
Whittlesea - Wallan	2006	105718
Whittlesea - Wallan	2011	131679
Whittlesea - Wallan	2016	167717
Woden Valley	2006	26615
Woden Valley	2011	27351
Woden Valley	2016	28597
Wodonga - Alpine	2006	49453
Wodonga - Alpine	2011	52145
Wodonga - Alpine	2016	56966
Wollondilly	2006	26415
Wollondilly	2011	28130
Wollondilly	2016	32176
Wollongong	2006	92578
Wollongong	2011	99060
Wollongong	2016	106146
Wyndham	2006	88970
Wyndham	2011	126939
Wyndham	2016	167285
Wynnum - Manly	2006	45543
Wynnum - Manly	2011	51201
Wynnum - Manly	2016	54442
Wyong	2006	109325
Wyong	2011	118889
Wyong	2016	128499
Yarra	2006	62278
Yarra	2011	65933
Yarra	2016	77654
Yarra Ranges	2006	109830
Yarra Ranges	2011	115069
Yarra Ranges	2016	120435
Yorke Peninsula	2006	18710
Yorke Peninsula	2011	20091
Yorke Peninsula	2016	21482
Young - Yass	2006	25110
Young - Yass	2011	27026
Young - Yass	2016	28694
