SA3_NAME16	Year	SameAddress5YearsAgo	Sex	persons
Broken Hill and Far West	2011	0	F	2569
Broken Hill and Far West	2011	0	M	2458
Broken Hill and Far West	2011	1	F	6701
Broken Hill and Far West	2011	1	M	6536
Broken Hill and Far West	2016		F	1442
Broken Hill and Far West	2016		M	1562
Broken Hill and Far West	2016	0	F	2692
Broken Hill and Far West	2016	0	M	2425
Broken Hill and Far West	2016	1	F	6117
Broken Hill and Far West	2016	1	M	5978
Dubbo	2006		F	4345
Dubbo	2006		M	4572
Dubbo	2006	0	F	12391
Dubbo	2006	0	M	11383
Dubbo	2006	1	F	16861
Dubbo	2006	1	M	16270
Dubbo	2011		F	4157
Dubbo	2011		M	4955
Dubbo	2011	0	F	11846
Dubbo	2011	0	M	10528
Dubbo	2011	1	F	18102
Dubbo	2011	1	M	17508
Dubbo	2016		F	5575
Dubbo	2016		M	6032
Dubbo	2016	0	F	11907
Dubbo	2016	0	M	10878
Dubbo	2016	1	F	17731
Dubbo	2016	1	M	17288
Lower Hunter	2006		F	4438
Lower Hunter	2006		M	5139
Lower Hunter	2006	0	F	13179
Lower Hunter	2006	0	M	12672
Lower Hunter	2006	1	F	20598
Lower Hunter	2006	1	M	20445
Lower Hunter	2011		F	4760
Lower Hunter	2011		M	5621
Lower Hunter	2011	0	F	13489
Lower Hunter	2011	0	M	12863
Lower Hunter	2011	1	F	22581
Lower Hunter	2011	1	M	22673
Lower Hunter	2016		F	6310
Lower Hunter	2016		M	7062
Lower Hunter	2016	0	F	14753
Lower Hunter	2016	0	M	13890
Lower Hunter	2016	1	F	22702
Lower Hunter	2016	1	M	22959
Maitland	2006		F	3450
Maitland	2006		M	3616
Maitland	2006	0	F	11575
Maitland	2006	0	M	10745
Maitland	2006	1	F	14803
Maitland	2006	1	M	14173
Maitland	2011		F	3658
Maitland	2011		M	3862
Maitland	2011	0	F	11602
Maitland	2011	0	M	10835
Maitland	2011	1	F	17494
Maitland	2011	1	M	16758
Maitland	2016		F	4627
Maitland	2016		M	4808
Maitland	2016	0	F	15119
Maitland	2016	0	M	13705
Maitland	2016	1	F	18202
Maitland	2016	1	M	17704
Port Stephens	2006		F	3459
Port Stephens	2006		M	3669
Port Stephens	2006	0	F	12690
Port Stephens	2006	0	M	12117
Port Stephens	2006	1	F	15639
Port Stephens	2006	1	M	15138
Port Stephens	2011		F	3909
Port Stephens	2011		M	4106
Port Stephens	2011	0	F	12396
Port Stephens	2011	0	M	11939
Port Stephens	2011	1	F	17943
Port Stephens	2011	1	M	17212
Port Stephens	2016		F	4630
Port Stephens	2016		M	4645
Port Stephens	2016	0	F	13309
Port Stephens	2016	0	M	12849
Port Stephens	2016	1	F	18153
Port Stephens	2016	1	M	17795
Upper Hunter	2006		F	1755
Upper Hunter	2006		M	2171
Upper Hunter	2006	0	F	5284
Upper Hunter	2006	0	M	5111
Upper Hunter	2006	1	F	6828
Upper Hunter	2006	1	M	7062
Upper Hunter	2011		F	1890
Upper Hunter	2011		M	2307
Upper Hunter	2011	0	F	5337
Upper Hunter	2011	0	M	5205
Upper Hunter	2011	1	F	7289
Upper Hunter	2011	1	M	7518
Upper Hunter	2016		F	2230
Upper Hunter	2016		M	2606
Upper Hunter	2016	0	F	5406
Upper Hunter	2016	0	M	5101
Upper Hunter	2016	1	F	7348
Upper Hunter	2016	1	M	7509
Dapto - Port Kembla	2006		F	4037
Dapto - Port Kembla	2006		M	4297
Dapto - Port Kembla	2006	0	F	10013
Dapto - Port Kembla	2006	0	M	9286
Dapto - Port Kembla	2006	1	F	21694
Dapto - Port Kembla	2006	1	M	21337
Dapto - Port Kembla	2011		F	3850
Dapto - Port Kembla	2011		M	3982
Dapto - Port Kembla	2011	0	F	9747
Dapto - Port Kembla	2011	0	M	9104
Dapto - Port Kembla	2011	1	F	22864
Dapto - Port Kembla	2011	1	M	22371
Dapto - Port Kembla	2016		F	4557
Dapto - Port Kembla	2016		M	4547
Dapto - Port Kembla	2016	0	F	11254
Dapto - Port Kembla	2016	0	M	10412
Dapto - Port Kembla	2016	1	F	22545
Dapto - Port Kembla	2016	1	M	22043
Illawarra Catchment Reserve	2006		F	0
Illawarra Catchment Reserve	2006		M	0
Illawarra Catchment Reserve	2006	0	F	0
Illawarra Catchment Reserve	2006	0	M	0
Illawarra Catchment Reserve	2006	1	F	0
Illawarra Catchment Reserve	2006	1	M	0
Illawarra Catchment Reserve	2011		F	4
Illawarra Catchment Reserve	2011		M	3
Illawarra Catchment Reserve	2011	0	F	3
Illawarra Catchment Reserve	2011	0	M	3
Illawarra Catchment Reserve	2011	1	F	0
Illawarra Catchment Reserve	2011	1	M	0
Illawarra Catchment Reserve	2016		F	0
Illawarra Catchment Reserve	2016		M	4
Illawarra Catchment Reserve	2016	0	F	0
Illawarra Catchment Reserve	2016	0	M	0
Illawarra Catchment Reserve	2016	1	F	3
Illawarra Catchment Reserve	2016	1	M	0
Kiama - Shellharbour	2006		F	4475
Kiama - Shellharbour	2006		M	4579
Kiama - Shellharbour	2006	0	F	13050
Kiama - Shellharbour	2006	0	M	12056
Kiama - Shellharbour	2006	1	F	22878
Kiama - Shellharbour	2006	1	M	22279
Kiama - Shellharbour	2011		F	4017
Kiama - Shellharbour	2011		M	4293
Kiama - Shellharbour	2011	0	F	13527
Kiama - Shellharbour	2011	0	M	12443
Kiama - Shellharbour	2011	1	F	25069
Kiama - Shellharbour	2011	1	M	24186
Kiama - Shellharbour	2016		F	5387
Kiama - Shellharbour	2016		M	5456
Kiama - Shellharbour	2016	0	F	15054
Kiama - Shellharbour	2016	0	M	13982
Kiama - Shellharbour	2016	1	F	25466
Kiama - Shellharbour	2016	1	M	24493
Wollongong	2006		F	6269
Wollongong	2006		M	6742
Wollongong	2006	0	F	19437
Wollongong	2006	0	M	19069
Wollongong	2006	1	F	31657
Wollongong	2006	1	M	30369
Wollongong	2011		F	6260
Wollongong	2011		M	6801
Wollongong	2011	0	F	21149
Wollongong	2011	0	M	20750
Wollongong	2011	1	F	33318
Wollongong	2011	1	M	32247
Wollongong	2016		F	7152
Wollongong	2016		M	7314
Wollongong	2016	0	F	23391
Wollongong	2016	0	M	23260
Wollongong	2016	1	F	34199
Wollongong	2016	1	M	32978
Great Lakes	2006		F	1482
Great Lakes	2006		M	1472
Great Lakes	2006	0	F	5720
Great Lakes	2006	0	M	5383
Great Lakes	2006	1	F	7468
Great Lakes	2006	1	M	7197
Great Lakes	2011		F	1587
Great Lakes	2011		M	1667
Great Lakes	2011	0	F	5289
Great Lakes	2011	0	M	4878
Great Lakes	2011	1	F	8406
Great Lakes	2011	1	M	8020
Great Lakes	2016		F	2002
Great Lakes	2016		M	1961
Great Lakes	2016	0	F	5809
Great Lakes	2016	0	M	5366
Great Lakes	2016	1	F	8206
Great Lakes	2016	1	M	7925
Kempsey - Nambucca	2006		F	2597
Kempsey - Nambucca	2006		M	3109
Kempsey - Nambucca	2006	0	F	8245
Kempsey - Nambucca	2006	0	M	7733
Kempsey - Nambucca	2006	1	F	11881
Kempsey - Nambucca	2006	1	M	11717
Kempsey - Nambucca	2011		F	2651
Kempsey - Nambucca	2011		M	3092
Kempsey - Nambucca	2011	0	F	7606
Kempsey - Nambucca	2011	0	M	6939
Kempsey - Nambucca	2011	1	F	13342
Kempsey - Nambucca	2011	1	M	13195
Kempsey - Nambucca	2016		F	3623
Kempsey - Nambucca	2016		M	3969
Kempsey - Nambucca	2016	0	F	7479
Kempsey - Nambucca	2016	0	M	6916
Kempsey - Nambucca	2016	1	F	13140
Kempsey - Nambucca	2016	1	M	12997
Lord Howe Island	2006		F	4
Lord Howe Island	2006		M	12
Lord Howe Island	2006	0	F	61
Lord Howe Island	2006	0	M	58
Lord Howe Island	2006	1	F	105
Lord Howe Island	2006	1	M	102
Lord Howe Island	2011		F	29
Lord Howe Island	2011		M	15
Lord Howe Island	2011	0	F	49
Lord Howe Island	2011	0	M	52
Lord Howe Island	2011	1	F	108
Lord Howe Island	2011	1	M	109
Lord Howe Island	2016		F	28
Lord Howe Island	2016		M	26
Lord Howe Island	2016	0	F	57
Lord Howe Island	2016	0	M	64
Lord Howe Island	2016	1	F	106
Lord Howe Island	2016	1	M	102
Port Macquarie	2006		F	3471
Port Macquarie	2006		M	3528
Port Macquarie	2006	0	F	15093
Port Macquarie	2006	0	M	13624
Port Macquarie	2006	1	F	16954
Port Macquarie	2006	1	M	15763
Port Macquarie	2011		F	3739
Port Macquarie	2011		M	3790
Port Macquarie	2011	0	F	14871
Port Macquarie	2011	0	M	13414
Port Macquarie	2011	1	F	19156
Port Macquarie	2011	1	M	17739
Port Macquarie	2016		F	4877
Port Macquarie	2016		M	4707
Port Macquarie	2016	0	F	16135
Port Macquarie	2016	0	M	14607
Port Macquarie	2016	1	F	19849
Port Macquarie	2016	1	M	18390
Taree - Gloucester	2006		F	2422
Taree - Gloucester	2006		M	2512
Taree - Gloucester	2006	0	F	9809
Taree - Gloucester	2006	0	M	8961
Taree - Gloucester	2006	1	F	13287
Taree - Gloucester	2006	1	M	12951
Taree - Gloucester	2011		F	2772
Taree - Gloucester	2011		M	2910
Taree - Gloucester	2011	0	F	8849
Taree - Gloucester	2011	0	M	7916
Taree - Gloucester	2011	1	F	14684
Taree - Gloucester	2011	1	M	14228
Taree - Gloucester	2016		F	3480
Taree - Gloucester	2016		M	3492
Taree - Gloucester	2016	0	F	9698
Taree - Gloucester	2016	0	M	8898
Taree - Gloucester	2016	1	F	14420
Taree - Gloucester	2016	1	M	13873
Albury	2006		F	3134
Albury	2006		M	3372
Albury	2006	0	F	11262
Albury	2006	0	M	10250
Albury	2006	1	F	14208
Albury	2006	1	M	13667
Albury	2011		F	3338
Albury	2011		M	3458
Albury	2011	0	F	10883
Albury	2011	0	M	9727
Albury	2011	1	F	15291
Albury	2011	1	M	14741
Albury	2016		F	4258
Albury	2016		M	4279
Albury	2016	0	F	11810
Albury	2016	0	M	10537
Albury	2016	1	F	15440
Albury	2016	1	M	14941
Lower Murray	2006		F	761
Lower Murray	2006		M	845
Lower Murray	2006	0	F	2002
Lower Murray	2006	0	M	2037
Lower Murray	2006	1	F	3551
Lower Murray	2006	1	M	3852
Lower Murray	2011		F	698
Lower Murray	2011		M	814
Lower Murray	2011	0	F	1801
Lower Murray	2011	0	M	1759
Lower Murray	2011	1	F	3523
Lower Murray	2011	1	M	3829
Lower Murray	2016		F	999
Lower Murray	2016		M	1145
Lower Murray	2016	0	F	1791
Lower Murray	2016	0	M	1686
Lower Murray	2016	1	F	3320
Lower Murray	2016	1	M	3607
Upper Murray exc. Albury	2006		F	2094
Upper Murray exc. Albury	2006		M	2284
Upper Murray exc. Albury	2006	0	F	7604
Upper Murray exc. Albury	2006	0	M	7234
Upper Murray exc. Albury	2006	1	F	10551
Upper Murray exc. Albury	2006	1	M	10908
Upper Murray exc. Albury	2011		F	2158
Upper Murray exc. Albury	2011		M	2256
Upper Murray exc. Albury	2011	0	F	6299
Upper Murray exc. Albury	2011	0	M	5919
Upper Murray exc. Albury	2011	1	F	11778
Upper Murray exc. Albury	2011	1	M	12045
Upper Murray exc. Albury	2016		F	3165
Upper Murray exc. Albury	2016		M	3194
Upper Murray exc. Albury	2016	0	F	6516
Upper Murray exc. Albury	2016	0	M	6148
Upper Murray exc. Albury	2016	1	F	11439
Upper Murray exc. Albury	2016	1	M	11520
Armidale	2006		F	1856
Armidale	2006		M	1966
Armidale	2006	0	F	7265
Armidale	2006	0	M	6535
Armidale	2006	1	F	8758
Armidale	2006	1	M	8387
Armidale	2011		F	2083
Armidale	2011		M	2058
Armidale	2011	0	F	7150
Armidale	2011	0	M	6415
Armidale	2011	1	F	9311
Armidale	2011	1	M	8928
Armidale	2016		F	2578
Armidale	2016		M	2524
Armidale	2016	0	F	7283
Armidale	2016	0	M	6517
Armidale	2016	1	F	9274
Armidale	2016	1	M	8916
Inverell - Tenterfield	2006		F	2030
Inverell - Tenterfield	2006		M	2191
Inverell - Tenterfield	2006	0	F	6861
Inverell - Tenterfield	2006	0	M	6548
Inverell - Tenterfield	2006	1	F	9912
Inverell - Tenterfield	2006	1	M	9819
Inverell - Tenterfield	2011		F	2018
Inverell - Tenterfield	2011		M	2300
Inverell - Tenterfield	2011	0	F	6280
Inverell - Tenterfield	2011	0	M	5821
Inverell - Tenterfield	2011	1	F	10769
Inverell - Tenterfield	2011	1	M	10575
Inverell - Tenterfield	2016		F	3053
Inverell - Tenterfield	2016		M	3150
Inverell - Tenterfield	2016	0	F	5874
Inverell - Tenterfield	2016	0	M	5340
Inverell - Tenterfield	2016	1	F	10512
Inverell - Tenterfield	2016	1	M	10415
Moree - Narrabri	2006		F	2031
Moree - Narrabri	2006		M	2128
Moree - Narrabri	2006	0	F	4392
Moree - Narrabri	2006	0	M	4378
Moree - Narrabri	2006	1	F	6525
Moree - Narrabri	2006	1	M	6944
Moree - Narrabri	2011		F	1942
Moree - Narrabri	2011		M	2123
Moree - Narrabri	2011	0	F	3958
Moree - Narrabri	2011	0	M	3875
Moree - Narrabri	2011	1	F	6776
Moree - Narrabri	2011	1	M	7013
Moree - Narrabri	2016		F	2562
Moree - Narrabri	2016		M	2523
Moree - Narrabri	2016	0	F	3558
Moree - Narrabri	2016	0	M	3365
Moree - Narrabri	2016	1	F	6636
Moree - Narrabri	2016	1	M	6980
Tamworth - Gunnedah	2006		F	4161
Tamworth - Gunnedah	2006		M	4427
Tamworth - Gunnedah	2006	0	F	14250
Tamworth - Gunnedah	2006	0	M	13548
Tamworth - Gunnedah	2006	1	F	19240
Tamworth - Gunnedah	2006	1	M	18238
Tamworth - Gunnedah	2011		F	4749
Tamworth - Gunnedah	2011		M	4989
Tamworth - Gunnedah	2011	0	F	13819
Tamworth - Gunnedah	2011	0	M	12899
Tamworth - Gunnedah	2011	1	F	20439
Tamworth - Gunnedah	2011	1	M	19910
Tamworth - Gunnedah	2016		F	6050
Tamworth - Gunnedah	2016		M	6267
Tamworth - Gunnedah	2016	0	F	14623
Tamworth - Gunnedah	2016	0	M	13560
Tamworth - Gunnedah	2016	1	F	20296
Tamworth - Gunnedah	2016	1	M	19704
Lake Macquarie - East	2006		F	5613
Lake Macquarie - East	2006		M	5957
Lake Macquarie - East	2006	0	F	17948
Lake Macquarie - East	2006	0	M	16562
Lake Macquarie - East	2006	1	F	35091
Lake Macquarie - East	2006	1	M	33518
Lake Macquarie - East	2011		F	5824
Lake Macquarie - East	2011		M	5947
Lake Macquarie - East	2011	0	F	18000
Lake Macquarie - East	2011	0	M	16683
Lake Macquarie - East	2011	1	F	36095
Lake Macquarie - East	2011	1	M	34322
Lake Macquarie - East	2016		F	6312
Lake Macquarie - East	2016		M	6343
Lake Macquarie - East	2016	0	F	19574
Lake Macquarie - East	2016	0	M	18163
Lake Macquarie - East	2016	1	F	35633
Lake Macquarie - East	2016	1	M	33994
Lake Macquarie - West	2006		F	3446
Lake Macquarie - West	2006		M	3612
Lake Macquarie - West	2006	0	F	11762
Lake Macquarie - West	2006	0	M	10935
Lake Macquarie - West	2006	1	F	18892
Lake Macquarie - West	2006	1	M	18310
Lake Macquarie - West	2011		F	3363
Lake Macquarie - West	2011		M	3476
Lake Macquarie - West	2011	0	F	11844
Lake Macquarie - West	2011	0	M	11018
Lake Macquarie - West	2011	1	F	20510
Lake Macquarie - West	2011	1	M	19794
Lake Macquarie - West	2016		F	4283
Lake Macquarie - West	2016		M	4225
Lake Macquarie - West	2016	0	F	13846
Lake Macquarie - West	2016	0	M	12803
Lake Macquarie - West	2016	1	F	20348
Lake Macquarie - West	2016	1	M	19707
Newcastle	2006		F	8597
Newcastle	2006		M	9237
Newcastle	2006	0	F	28029
Newcastle	2006	0	M	26405
Newcastle	2006	1	F	39230
Newcastle	2006	1	M	36816
Newcastle	2011		F	8284
Newcastle	2011		M	9159
Newcastle	2011	0	F	29559
Newcastle	2011	0	M	28349
Newcastle	2011	1	F	41208
Newcastle	2011	1	M	39178
Newcastle	2016		F	8759
Newcastle	2016		M	9318
Newcastle	2016	0	F	33121
Newcastle	2016	0	M	31716
Newcastle	2016	1	F	41202
Newcastle	2016	1	M	39764
Richmond Valley - Coastal	2006		F	4253
Richmond Valley - Coastal	2006		M	4355
Richmond Valley - Coastal	2006	0	F	15192
Richmond Valley - Coastal	2006	0	M	13827
Richmond Valley - Coastal	2006	1	F	17599
Richmond Valley - Coastal	2006	1	M	16908
Richmond Valley - Coastal	2011		F	3775
Richmond Valley - Coastal	2011		M	4079
Richmond Valley - Coastal	2011	0	F	14455
Richmond Valley - Coastal	2011	0	M	12811
Richmond Valley - Coastal	2011	1	F	19470
Richmond Valley - Coastal	2011	1	M	18634
Richmond Valley - Coastal	2016		F	5840
Richmond Valley - Coastal	2016		M	5670
Richmond Valley - Coastal	2016	0	F	15180
Richmond Valley - Coastal	2016	0	M	13591
Richmond Valley - Coastal	2016	1	F	19440
Richmond Valley - Coastal	2016	1	M	18559
Richmond Valley - Hinterland	2006		F	3512
Richmond Valley - Hinterland	2006		M	3761
Richmond Valley - Hinterland	2006	0	F	13440
Richmond Valley - Hinterland	2006	0	M	12340
Richmond Valley - Hinterland	2006	1	F	17688
Richmond Valley - Hinterland	2006	1	M	17130
Richmond Valley - Hinterland	2011		F	3744
Richmond Valley - Hinterland	2011		M	4075
Richmond Valley - Hinterland	2011	0	F	12285
Richmond Valley - Hinterland	2011	0	M	11275
Richmond Valley - Hinterland	2011	1	F	19205
Richmond Valley - Hinterland	2011	1	M	18701
Richmond Valley - Hinterland	2016		F	4893
Richmond Valley - Hinterland	2016		M	5031
Richmond Valley - Hinterland	2016	0	F	11300
Richmond Valley - Hinterland	2016	0	M	10469
Richmond Valley - Hinterland	2016	1	F	19421
Richmond Valley - Hinterland	2016	1	M	18834
Tweed Valley	2006		F	4625
Tweed Valley	2006		M	4707
Tweed Valley	2006	0	F	17044
Tweed Valley	2006	0	M	15744
Tweed Valley	2006	1	F	19028
Tweed Valley	2006	1	M	18175
Tweed Valley	2011		F	4786
Tweed Valley	2011		M	4859
Tweed Valley	2011	0	F	16739
Tweed Valley	2011	0	M	14819
Tweed Valley	2011	1	F	22566
Tweed Valley	2011	1	M	21333
Tweed Valley	2016		F	6027
Tweed Valley	2016		M	6063
Tweed Valley	2016	0	F	18189
Tweed Valley	2016	0	M	16336
Tweed Valley	2016	1	F	23045
Tweed Valley	2016	1	M	21710
Griffith - Murrumbidgee (West)	2006		F	2974
Griffith - Murrumbidgee (West)	2006		M	3371
Griffith - Murrumbidgee (West)	2006	0	F	7837
Griffith - Murrumbidgee (West)	2006	0	M	7598
