SA3_NAME16	Year	EduInstitutionType	students
Orange	2011	University or other tertiary	1367
Orange	2016		4649
Orange	2016	Infants/Primary	5419
Orange	2016	Pre-school	1135
Orange	2016	Secondary	3954
Orange	2016	Technical or Further Educational Institution	1405
Orange	2016	University or other tertiary	1613
Clarence Valley	2006		3660
Clarence Valley	2006	Infants/Primary	4315
Clarence Valley	2006	Pre-school	792
Clarence Valley	2006	Secondary	3511
Clarence Valley	2006	Technical or Further Educational Institution	1045
Clarence Valley	2006	University or other tertiary	462
Clarence Valley	2011		3534
Clarence Valley	2011	Infants/Primary	3825
Clarence Valley	2011	Pre-school	868
Clarence Valley	2011	Secondary	3402
Clarence Valley	2011	Technical or Further Educational Institution	1199
Clarence Valley	2011	University or other tertiary	702
Clarence Valley	2016		4716
Clarence Valley	2016	Infants/Primary	3766
Clarence Valley	2016	Pre-school	755
Clarence Valley	2016	Secondary	2881
Clarence Valley	2016	Technical or Further Educational Institution	1059
Clarence Valley	2016	University or other tertiary	658
Coffs Harbour	2006		5891
Coffs Harbour	2006	Infants/Primary	7112
Coffs Harbour	2006	Pre-school	1413
Coffs Harbour	2006	Secondary	6113
Coffs Harbour	2006	Technical or Further Educational Institution	1921
Coffs Harbour	2006	University or other tertiary	1659
Coffs Harbour	2011		5593
Coffs Harbour	2011	Infants/Primary	6679
Coffs Harbour	2011	Pre-school	1497
Coffs Harbour	2011	Secondary	5873
Coffs Harbour	2011	Technical or Further Educational Institution	2520
Coffs Harbour	2011	University or other tertiary	1967
Coffs Harbour	2016		7463
Coffs Harbour	2016	Infants/Primary	7076
Coffs Harbour	2016	Pre-school	1603
Coffs Harbour	2016	Secondary	5415
Coffs Harbour	2016	Technical or Further Educational Institution	1925
Coffs Harbour	2016	University or other tertiary	1945
Bourke - Cobar - Coonamble	2006		2583
Bourke - Cobar - Coonamble	2006	Infants/Primary	2702
Bourke - Cobar - Coonamble	2006	Pre-school	513
Bourke - Cobar - Coonamble	2006	Secondary	1328
Bourke - Cobar - Coonamble	2006	Technical or Further Educational Institution	491
Bourke - Cobar - Coonamble	2006	University or other tertiary	261
Bourke - Cobar - Coonamble	2011		2721
Bourke - Cobar - Coonamble	2011	Infants/Primary	2249
Bourke - Cobar - Coonamble	2011	Pre-school	554
Bourke - Cobar - Coonamble	2011	Secondary	1255
Bourke - Cobar - Coonamble	2011	Technical or Further Educational Institution	505
Bourke - Cobar - Coonamble	2011	University or other tertiary	290
Bourke - Cobar - Coonamble	2016		3537
Bourke - Cobar - Coonamble	2016	Infants/Primary	2097
Bourke - Cobar - Coonamble	2016	Pre-school	512
Bourke - Cobar - Coonamble	2016	Secondary	1136
Bourke - Cobar - Coonamble	2016	Technical or Further Educational Institution	373
Bourke - Cobar - Coonamble	2016	University or other tertiary	306
Broken Hill and Far West	2006		2241
Broken Hill and Far West	2006	Infants/Primary	1830
Broken Hill and Far West	2006	Pre-school	386
Broken Hill and Far West	2006	Secondary	1276
Broken Hill and Far West	2006	Technical or Further Educational Institution	526
Broken Hill and Far West	2006	University or other tertiary	251
Broken Hill and Far West	2011		2145
Broken Hill and Far West	2011	Infants/Primary	1567
Broken Hill and Far West	2011	Pre-school	339
Broken Hill and Far West	2011	Secondary	1239
Broken Hill and Far West	2011	Technical or Further Educational Institution	593
Broken Hill and Far West	2011	University or other tertiary	258
Broken Hill and Far West	2016		2158
Broken Hill and Far West	2016	Infants/Primary	1408
Broken Hill and Far West	2016	Pre-school	349
Broken Hill and Far West	2016	Secondary	1062
Broken Hill and Far West	2016	Technical or Further Educational Institution	444
Broken Hill and Far West	2016	University or other tertiary	284
Dubbo	2006		5767
Dubbo	2006	Infants/Primary	6663
Dubbo	2006	Pre-school	1252
Dubbo	2006	Secondary	4578
Dubbo	2006	Technical or Further Educational Institution	1615
Dubbo	2006	University or other tertiary	1003
Dubbo	2011		5491
Dubbo	2011	Infants/Primary	6096
Dubbo	2011	Pre-school	1345
Dubbo	2011	Secondary	4567
Dubbo	2011	Technical or Further Educational Institution	1813
Dubbo	2011	University or other tertiary	1133
Dubbo	2016		7354
Dubbo	2016	Infants/Primary	6062
Dubbo	2016	Pre-school	1434
Dubbo	2016	Secondary	4243
Dubbo	2016	Technical or Further Educational Institution	1448
Dubbo	2016	University or other tertiary	1244
Lower Hunter	2006		6113
Lower Hunter	2006	Infants/Primary	7581
Lower Hunter	2006	Pre-school	1581
Lower Hunter	2006	Secondary	5243
Lower Hunter	2006	Technical or Further Educational Institution	1998
Lower Hunter	2006	University or other tertiary	982
Lower Hunter	2011		6217
Lower Hunter	2011	Infants/Primary	7190
Lower Hunter	2011	Pre-school	1704
Lower Hunter	2011	Secondary	5658
Lower Hunter	2011	Technical or Further Educational Institution	2069
Lower Hunter	2011	University or other tertiary	1364
Lower Hunter	2016		8249
Lower Hunter	2016	Infants/Primary	7825
Lower Hunter	2016	Pre-school	1731
Lower Hunter	2016	Secondary	5594
Lower Hunter	2016	Technical or Further Educational Institution	1624
Lower Hunter	2016	University or other tertiary	1656
Maitland	2006		4190
Maitland	2006	Infants/Primary	5720
Maitland	2006	Pre-school	1260
Maitland	2006	Secondary	4149
Maitland	2006	Technical or Further Educational Institution	1573
Maitland	2006	University or other tertiary	1399
Maitland	2011		3939
Maitland	2011	Infants/Primary	5972
Maitland	2011	Pre-school	1419
Maitland	2011	Secondary	4485
Maitland	2011	Technical or Further Educational Institution	1666
Maitland	2011	University or other tertiary	1915
Maitland	2016		4625
Maitland	2016	Infants/Primary	7168
Maitland	2016	Pre-school	1636
Maitland	2016	Secondary	5023
Maitland	2016	Technical or Further Educational Institution	1648
Maitland	2016	University or other tertiary	2347
Port Stephens	2006		4755
Port Stephens	2006	Infants/Primary	5725
Port Stephens	2006	Pre-school	1166
Port Stephens	2006	Secondary	4294
Port Stephens	2006	Technical or Further Educational Institution	1284
Port Stephens	2006	University or other tertiary	1070
Port Stephens	2011		5082
Port Stephens	2011	Infants/Primary	5572
Port Stephens	2011	Pre-school	1328
Port Stephens	2011	Secondary	4399
Port Stephens	2011	Technical or Further Educational Institution	1408
Port Stephens	2011	University or other tertiary	1452
Port Stephens	2016		6120
Port Stephens	2016	Infants/Primary	5726
Port Stephens	2016	Pre-school	1233
Port Stephens	2016	Secondary	4316
Port Stephens	2016	Technical or Further Educational Institution	1209
Port Stephens	2016	University or other tertiary	1576
Upper Hunter	2006		2370
Upper Hunter	2006	Infants/Primary	2690
Upper Hunter	2006	Pre-school	607
Upper Hunter	2006	Secondary	1915
Upper Hunter	2006	Technical or Further Educational Institution	749
Upper Hunter	2006	University or other tertiary	253
Upper Hunter	2011		2537
Upper Hunter	2011	Infants/Primary	2665
Upper Hunter	2011	Pre-school	617
Upper Hunter	2011	Secondary	1934
Upper Hunter	2011	Technical or Further Educational Institution	674
Upper Hunter	2011	University or other tertiary	343
Upper Hunter	2016		2974
Upper Hunter	2016	Infants/Primary	2912
Upper Hunter	2016	Pre-school	655
Upper Hunter	2016	Secondary	1888
Upper Hunter	2016	Technical or Further Educational Institution	607
Upper Hunter	2016	University or other tertiary	403
Dapto - Port Kembla	2006		5962
Dapto - Port Kembla	2006	Infants/Primary	6213
Dapto - Port Kembla	2006	Pre-school	1342
Dapto - Port Kembla	2006	Secondary	4829
Dapto - Port Kembla	2006	Technical or Further Educational Institution	1744
Dapto - Port Kembla	2006	University or other tertiary	1388
Dapto - Port Kembla	2011		4888
Dapto - Port Kembla	2011	Infants/Primary	5931
Dapto - Port Kembla	2011	Pre-school	1527
Dapto - Port Kembla	2011	Secondary	5025
Dapto - Port Kembla	2011	Technical or Further Educational Institution	1806
Dapto - Port Kembla	2011	University or other tertiary	1878
Dapto - Port Kembla	2016		4944
Dapto - Port Kembla	2016	Infants/Primary	6327
Dapto - Port Kembla	2016	Pre-school	1615
Dapto - Port Kembla	2016	Secondary	5029
Dapto - Port Kembla	2016	Technical or Further Educational Institution	1438
Dapto - Port Kembla	2016	University or other tertiary	2309
Illawarra Catchment Reserve	2006		0
Illawarra Catchment Reserve	2006	Infants/Primary	0
Illawarra Catchment Reserve	2006	Pre-school	0
Illawarra Catchment Reserve	2006	Secondary	0
Illawarra Catchment Reserve	2006	Technical or Further Educational Institution	0
Illawarra Catchment Reserve	2006	University or other tertiary	0
Illawarra Catchment Reserve	2011		7
Illawarra Catchment Reserve	2011	Infants/Primary	0
Illawarra Catchment Reserve	2011	Pre-school	0
Illawarra Catchment Reserve	2011	Secondary	0
Illawarra Catchment Reserve	2011	Technical or Further Educational Institution	0
Illawarra Catchment Reserve	2011	University or other tertiary	0
Illawarra Catchment Reserve	2016		4
Illawarra Catchment Reserve	2016	Infants/Primary	0
Illawarra Catchment Reserve	2016	Pre-school	0
Illawarra Catchment Reserve	2016	Secondary	0
Illawarra Catchment Reserve	2016	Technical or Further Educational Institution	0
Illawarra Catchment Reserve	2016	University or other tertiary	0
Kiama - Shellharbour	2006		5698
Kiama - Shellharbour	2006	Infants/Primary	7790
Kiama - Shellharbour	2006	Pre-school	1786
Kiama - Shellharbour	2006	Secondary	5996
Kiama - Shellharbour	2006	Technical or Further Educational Institution	2070
Kiama - Shellharbour	2006	University or other tertiary	1542
Kiama - Shellharbour	2011		4829
Kiama - Shellharbour	2011	Infants/Primary	7426
Kiama - Shellharbour	2011	Pre-school	1859
Kiama - Shellharbour	2011	Secondary	6323
Kiama - Shellharbour	2011	Technical or Further Educational Institution	2153
Kiama - Shellharbour	2011	University or other tertiary	2221
Kiama - Shellharbour	2016		6282
Kiama - Shellharbour	2016	Infants/Primary	7713
Kiama - Shellharbour	2016	Pre-school	1922
Kiama - Shellharbour	2016	Secondary	6137
Kiama - Shellharbour	2016	Technical or Further Educational Institution	1788
Kiama - Shellharbour	2016	University or other tertiary	2673
Wollongong	2006		8956
Wollongong	2006	Infants/Primary	9003
Wollongong	2006	Pre-school	2210
Wollongong	2006	Secondary	7105
Wollongong	2006	Technical or Further Educational Institution	3000
Wollongong	2006	University or other tertiary	7013
Wollongong	2011		7872
Wollongong	2011	Infants/Primary	9169
Wollongong	2011	Pre-school	2464
Wollongong	2011	Secondary	7324
Wollongong	2011	Technical or Further Educational Institution	3018
Wollongong	2011	University or other tertiary	9812
Wollongong	2016		8244
Wollongong	2016	Infants/Primary	10088
Wollongong	2016	Pre-school	2418
Wollongong	2016	Secondary	7682
Wollongong	2016	Technical or Further Educational Institution	2594
Wollongong	2016	University or other tertiary	11448
Great Lakes	2006		2346
Great Lakes	2006	Infants/Primary	2066
Great Lakes	2006	Pre-school	449
Great Lakes	2006	Secondary	1740
Great Lakes	2006	Technical or Further Educational Institution	621
Great Lakes	2006	University or other tertiary	231
Great Lakes	2011		2419
Great Lakes	2011	Infants/Primary	2031
Great Lakes	2011	Pre-school	485
Great Lakes	2011	Secondary	1719
Great Lakes	2011	Technical or Further Educational Institution	604
Great Lakes	2011	University or other tertiary	300
Great Lakes	2016		2826
Great Lakes	2016	Infants/Primary	1982
Great Lakes	2016	Pre-school	451
Great Lakes	2016	Secondary	1586
Great Lakes	2016	Technical or Further Educational Institution	545
Great Lakes	2016	University or other tertiary	344
Kempsey - Nambucca	2006		4262
Kempsey - Nambucca	2006	Infants/Primary	3933
Kempsey - Nambucca	2006	Pre-school	789
Kempsey - Nambucca	2006	Secondary	3131
Kempsey - Nambucca	2006	Technical or Further Educational Institution	1139
Kempsey - Nambucca	2006	University or other tertiary	389
Kempsey - Nambucca	2011		4032
Kempsey - Nambucca	2011	Infants/Primary	3678
Kempsey - Nambucca	2011	Pre-school	885
Kempsey - Nambucca	2011	Secondary	3104
Kempsey - Nambucca	2011	Technical or Further Educational Institution	1115
Kempsey - Nambucca	2011	University or other tertiary	482
Kempsey - Nambucca	2016		5475
Kempsey - Nambucca	2016	Infants/Primary	3628
Kempsey - Nambucca	2016	Pre-school	791
Kempsey - Nambucca	2016	Secondary	2744
Kempsey - Nambucca	2016	Technical or Further Educational Institution	803
Kempsey - Nambucca	2016	University or other tertiary	615
Lord Howe Island	2006		27
Lord Howe Island	2006	Infants/Primary	30
Lord Howe Island	2006	Pre-school	3
Lord Howe Island	2006	Secondary	6
Lord Howe Island	2006	Technical or Further Educational Institution	4
Lord Howe Island	2006	University or other tertiary	0
Lord Howe Island	2011		16
Lord Howe Island	2011	Infants/Primary	19
Lord Howe Island	2011	Pre-school	5
Lord Howe Island	2011	Secondary	13
Lord Howe Island	2011	Technical or Further Educational Institution	3
Lord Howe Island	2011	University or other tertiary	3
Lord Howe Island	2016		40
Lord Howe Island	2016	Infants/Primary	25
Lord Howe Island	2016	Pre-school	3
Lord Howe Island	2016	Secondary	3
Lord Howe Island	2016	Technical or Further Educational Institution	0
Lord Howe Island	2016	University or other tertiary	7
Port Macquarie	2006		5012
Port Macquarie	2006	Infants/Primary	5528
Port Macquarie	2006	Pre-school	1184
Port Macquarie	2006	Secondary	4849
Port Macquarie	2006	Technical or Further Educational Institution	1715
Port Macquarie	2006	University or other tertiary	801
Port Macquarie	2011		4814
Port Macquarie	2011	Infants/Primary	5670
Port Macquarie	2011	Pre-school	1314
Port Macquarie	2011	Secondary	4828
Port Macquarie	2011	Technical or Further Educational Institution	1743
Port Macquarie	2011	University or other tertiary	1146
Port Macquarie	2016		6177
Port Macquarie	2016	Infants/Primary	6021
Port Macquarie	2016	Pre-school	1370
Port Macquarie	2016	Secondary	4971
Port Macquarie	2016	Technical or Further Educational Institution	1539
Port Macquarie	2016	University or other tertiary	1617
Taree - Gloucester	2006		3524
Taree - Gloucester	2006	Infants/Primary	4492
Taree - Gloucester	2006	Pre-school	925
Taree - Gloucester	2006	Secondary	3668
Taree - Gloucester	2006	Technical or Further Educational Institution	1167
Taree - Gloucester	2006	University or other tertiary	432
Taree - Gloucester	2011		3665
Taree - Gloucester	2011	Infants/Primary	4004
Taree - Gloucester	2011	Pre-school	924
Taree - Gloucester	2011	Secondary	3554
Taree - Gloucester	2011	Technical or Further Educational Institution	1131
Taree - Gloucester	2011	University or other tertiary	647
Taree - Gloucester	2016		4603
Taree - Gloucester	2016	Infants/Primary	4092
Taree - Gloucester	2016	Pre-school	922
Taree - Gloucester	2016	Secondary	3202
Taree - Gloucester	2016	Technical or Further Educational Institution	1015
Taree - Gloucester	2016	University or other tertiary	713
Albury	2006		4283
Albury	2006	Infants/Primary	4992
Albury	2006	Pre-school	934
Albury	2006	Secondary	4122
Albury	2006	Technical or Further Educational Institution	1756
Albury	2006	University or other tertiary	1812
Albury	2011		4017
Albury	2011	Infants/Primary	4757
Albury	2011	Pre-school	1035
Albury	2011	Secondary	4057
Albury	2011	Technical or Further Educational Institution	1916
Albury	2011	University or other tertiary	1898
Albury	2016		5107
Albury	2016	Infants/Primary	5180
Albury	2016	Pre-school	1085
Albury	2016	Secondary	4037
Albury	2016	Technical or Further Educational Institution	1389
Albury	2016	University or other tertiary	1869
Lower Murray	2006		1019
Lower Murray	2006	Infants/Primary	1237
Lower Murray	2006	Pre-school	227
Lower Murray	2006	Secondary	920
Lower Murray	2006	Technical or Further Educational Institution	238
Lower Murray	2006	University or other tertiary	122
Lower Murray	2011		1031
Lower Murray	2011	Infants/Primary	1078
Lower Murray	2011	Pre-school	241
Lower Murray	2011	Secondary	756
Lower Murray	2011	Technical or Further Educational Institution	288
Lower Murray	2011	University or other tertiary	130
Lower Murray	2016		1559
Lower Murray	2016	Infants/Primary	1036
Lower Murray	2016	Pre-school	214
Lower Murray	2016	Secondary	716
Lower Murray	2016	Technical or Further Educational Institution	163
Lower Murray	2016	University or other tertiary	159
Upper Murray exc. Albury	2006		3049
Upper Murray exc. Albury	2006	Infants/Primary	3657
Upper Murray exc. Albury	2006	Pre-school	653
Upper Murray exc. Albury	2006	Secondary	2702
Upper Murray exc. Albury	2006	Technical or Further Educational Institution	850
Upper Murray exc. Albury	2006	University or other tertiary	349
Upper Murray exc. Albury	2011		3064
Upper Murray exc. Albury	2011	Infants/Primary	3116
Upper Murray exc. Albury	2011	Pre-school	711
Upper Murray exc. Albury	2011	Secondary	2650
Upper Murray exc. Albury	2011	Technical or Further Educational Institution	854
Upper Murray exc. Albury	2011	University or other tertiary	470
Upper Murray exc. Albury	2016		4408
Upper Murray exc. Albury	2016	Infants/Primary	3187
Upper Murray exc. Albury	2016	Pre-school	698
Upper Murray exc. Albury	2016	Secondary	2330
Upper Murray exc. Albury	2016	Technical or Further Educational Institution	649
Upper Murray exc. Albury	2016	University or other tertiary	533
Armidale	2006		2456
Armidale	2006	Infants/Primary	3086
Armidale	2006	Pre-school	649
Armidale	2006	Secondary	2849
Armidale	2006	Technical or Further Educational Institution	912
Armidale	2006	University or other tertiary	3091
Armidale	2011		2592
Armidale	2011	Infants/Primary	2998
Armidale	2011	Pre-school	674
Armidale	2011	Secondary	2694
Armidale	2011	Technical or Further Educational Institution	922
Armidale	2011	University or other tertiary	3087
Armidale	2016		3312
Armidale	2016	Infants/Primary	3008
Armidale	2016	Pre-school	619
Armidale	2016	Secondary	2631
Armidale	2016	Technical or Further Educational Institution	680
Armidale	2016	University or other tertiary	3330
Inverell - Tenterfield	2006		2692
Inverell - Tenterfield	2006	Infants/Primary	3523
Inverell - Tenterfield	2006	Pre-school	669
Inverell - Tenterfield	2006	Secondary	2435
Inverell - Tenterfield	2006	Technical or Further Educational Institution	1050
Inverell - Tenterfield	2006	University or other tertiary	362
Inverell - Tenterfield	2011		2852
Inverell - Tenterfield	2011	Infants/Primary	3195
Inverell - Tenterfield	2011	Pre-school	681
Inverell - Tenterfield	2011	Secondary	2463
Inverell - Tenterfield	2011	Technical or Further Educational Institution	984
Inverell - Tenterfield	2011	University or other tertiary	467
Inverell - Tenterfield	2016		4437
Inverell - Tenterfield	2016	Infants/Primary	3039
Inverell - Tenterfield	2016	Pre-school	638
Inverell - Tenterfield	2016	Secondary	2230
Inverell - Tenterfield	2016	Technical or Further Educational Institution	606
Inverell - Tenterfield	2016	University or other tertiary	482
Moree - Narrabri	2006		2733
Moree - Narrabri	2006	Infants/Primary	2609
Moree - Narrabri	2006	Pre-school	563
Moree - Narrabri	2006	Secondary	1479
Moree - Narrabri	2006	Technical or Further Educational Institution	588
Moree - Narrabri	2006	University or other tertiary	272
Moree - Narrabri	2011		2435
Moree - Narrabri	2011	Infants/Primary	2382
Moree - Narrabri	2011	Pre-school	544
Moree - Narrabri	2011	Secondary	1470
Moree - Narrabri	2011	Technical or Further Educational Institution	545
Moree - Narrabri	2011	University or other tertiary	346
Moree - Narrabri	2016		3318
Moree - Narrabri	2016	Infants/Primary	2335
Moree - Narrabri	2016	Pre-school	535
Moree - Narrabri	2016	Secondary	1350
Moree - Narrabri	2016	Technical or Further Educational Institution	369
Moree - Narrabri	2016	University or other tertiary	343
Tamworth - Gunnedah	2006		5362
Tamworth - Gunnedah	2006	Infants/Primary	6817
Tamworth - Gunnedah	2006	Pre-school	1370
Tamworth - Gunnedah	2006	Secondary	5698
Tamworth - Gunnedah	2006	Technical or Further Educational Institution	1758
Tamworth - Gunnedah	2006	University or other tertiary	957
Tamworth - Gunnedah	2011		5808
Tamworth - Gunnedah	2011	Infants/Primary	6665
Tamworth - Gunnedah	2011	Pre-school	1570
Tamworth - Gunnedah	2011	Secondary	5401
Tamworth - Gunnedah	2011	Technical or Further Educational Institution	1845
Tamworth - Gunnedah	2011	University or other tertiary	1197
Tamworth - Gunnedah	2016		7595
Tamworth - Gunnedah	2016	Infants/Primary	7031
Tamworth - Gunnedah	2016	Pre-school	1672
Tamworth - Gunnedah	2016	Secondary	5159
Tamworth - Gunnedah	2016	Technical or Further Educational Institution	1500
Tamworth - Gunnedah	2016	University or other tertiary	1361
Lake Macquarie - East	2006		7717
Lake Macquarie - East	2006	Infants/Primary	10015
Lake Macquarie - East	2006	Pre-school	2076
Lake Macquarie - East	2006	Secondary	7977
Lake Macquarie - East	2006	Technical or Further Educational Institution	2729
Lake Macquarie - East	2006	University or other tertiary	3259
Lake Macquarie - East	2011		6739
Lake Macquarie - East	2011	Infants/Primary	9408
Lake Macquarie - East	2011	Pre-school	2246
Lake Macquarie - East	2011	Secondary	7928
Lake Macquarie - East	2011	Technical or Further Educational Institution	2539
