SA3_NAME16	Year	Occupation	Sex	workers
Snowy Mountains	2011	Professionals	M	482
Snowy Mountains	2011	Sales workers	F	547
Snowy Mountains	2011	Sales workers	M	307
Snowy Mountains	2011	Technicians and trades workers	F	221
Snowy Mountains	2011	Technicians and trades workers	M	1161
Snowy Mountains	2016		F	66
Snowy Mountains	2016		M	107
Snowy Mountains	2016	Clerical and administrative workers	F	892
Snowy Mountains	2016	Clerical and administrative workers	M	172
Snowy Mountains	2016	Community and personal service workers	F	778
Snowy Mountains	2016	Community and personal service workers	M	377
Snowy Mountains	2016	Labourers	F	422
Snowy Mountains	2016	Labourers	M	723
Snowy Mountains	2016	Machinery operators and drivers	F	58
Snowy Mountains	2016	Machinery operators and drivers	M	563
Snowy Mountains	2016	Managers	F	660
Snowy Mountains	2016	Managers	M	1115
Snowy Mountains	2016	Professionals	F	802
Snowy Mountains	2016	Professionals	M	475
Snowy Mountains	2016	Sales workers	F	556
Snowy Mountains	2016	Sales workers	M	341
Snowy Mountains	2016	Technicians and trades workers	F	199
Snowy Mountains	2016	Technicians and trades workers	M	1118
South Coast	2006		F	164
South Coast	2006		M	247
South Coast	2006	Clerical and administrative workers	F	2418
South Coast	2006	Clerical and administrative workers	M	470
South Coast	2006	Community and personal service workers	F	1803
South Coast	2006	Community and personal service workers	M	774
South Coast	2006	Labourers	F	1200
South Coast	2006	Labourers	M	2121
South Coast	2006	Machinery operators and drivers	F	97
South Coast	2006	Machinery operators and drivers	M	1315
South Coast	2006	Managers	F	1454
South Coast	2006	Managers	M	2327
South Coast	2006	Professionals	F	2103
South Coast	2006	Professionals	M	1536
South Coast	2006	Sales workers	F	1832
South Coast	2006	Sales workers	M	975
South Coast	2006	Technicians and trades workers	F	612
South Coast	2006	Technicians and trades workers	M	3259
South Coast	2011		F	162
South Coast	2011		M	221
South Coast	2011	Clerical and administrative workers	F	2537
South Coast	2011	Clerical and administrative workers	M	511
South Coast	2011	Community and personal service workers	F	2257
South Coast	2011	Community and personal service workers	M	832
South Coast	2011	Labourers	F	1116
South Coast	2011	Labourers	M	2128
South Coast	2011	Machinery operators and drivers	F	116
South Coast	2011	Machinery operators and drivers	M	1410
South Coast	2011	Managers	F	1292
South Coast	2011	Managers	M	2123
South Coast	2011	Professionals	F	2450
South Coast	2011	Professionals	M	1620
South Coast	2011	Sales workers	F	1809
South Coast	2011	Sales workers	M	1004
South Coast	2011	Technicians and trades workers	F	685
South Coast	2011	Technicians and trades workers	M	3366
South Coast	2016		F	177
South Coast	2016		M	255
South Coast	2016	Clerical and administrative workers	F	2524
South Coast	2016	Clerical and administrative workers	M	528
South Coast	2016	Community and personal service workers	F	2416
South Coast	2016	Community and personal service workers	M	913
South Coast	2016	Labourers	F	1142
South Coast	2016	Labourers	M	2145
South Coast	2016	Machinery operators and drivers	F	110
South Coast	2016	Machinery operators and drivers	M	1362
South Coast	2016	Managers	F	1341
South Coast	2016	Managers	M	2045
South Coast	2016	Professionals	F	2655
South Coast	2016	Professionals	M	1526
South Coast	2016	Sales workers	F	1884
South Coast	2016	Sales workers	M	1052
South Coast	2016	Technicians and trades workers	F	735
South Coast	2016	Technicians and trades workers	M	3388
Goulburn - Mulwaree	2006		F	69
Goulburn - Mulwaree	2006		M	134
Goulburn - Mulwaree	2006	Clerical and administrative workers	F	1297
Goulburn - Mulwaree	2006	Clerical and administrative workers	M	295
Goulburn - Mulwaree	2006	Community and personal service workers	F	1087
Goulburn - Mulwaree	2006	Community and personal service workers	M	636
Goulburn - Mulwaree	2006	Labourers	F	692
Goulburn - Mulwaree	2006	Labourers	M	1131
Goulburn - Mulwaree	2006	Machinery operators and drivers	F	135
Goulburn - Mulwaree	2006	Machinery operators and drivers	M	1120
Goulburn - Mulwaree	2006	Managers	F	777
Goulburn - Mulwaree	2006	Managers	M	1434
Goulburn - Mulwaree	2006	Professionals	F	1135
Goulburn - Mulwaree	2006	Professionals	M	732
Goulburn - Mulwaree	2006	Sales workers	F	833
Goulburn - Mulwaree	2006	Sales workers	M	445
Goulburn - Mulwaree	2006	Technicians and trades workers	F	295
Goulburn - Mulwaree	2006	Technicians and trades workers	M	1583
Goulburn - Mulwaree	2011		F	87
Goulburn - Mulwaree	2011		M	147
Goulburn - Mulwaree	2011	Clerical and administrative workers	F	1468
Goulburn - Mulwaree	2011	Clerical and administrative workers	M	376
Goulburn - Mulwaree	2011	Community and personal service workers	F	1300
Goulburn - Mulwaree	2011	Community and personal service workers	M	755
Goulburn - Mulwaree	2011	Labourers	F	627
Goulburn - Mulwaree	2011	Labourers	M	1056
Goulburn - Mulwaree	2011	Machinery operators and drivers	F	115
Goulburn - Mulwaree	2011	Machinery operators and drivers	M	1069
Goulburn - Mulwaree	2011	Managers	F	758
Goulburn - Mulwaree	2011	Managers	M	1471
Goulburn - Mulwaree	2011	Professionals	F	1283
Goulburn - Mulwaree	2011	Professionals	M	806
Goulburn - Mulwaree	2011	Sales workers	F	905
Goulburn - Mulwaree	2011	Sales workers	M	465
Goulburn - Mulwaree	2011	Technicians and trades workers	F	338
Goulburn - Mulwaree	2011	Technicians and trades workers	M	1771
Goulburn - Mulwaree	2016		F	105
Goulburn - Mulwaree	2016		M	157
Goulburn - Mulwaree	2016	Clerical and administrative workers	F	1471
Goulburn - Mulwaree	2016	Clerical and administrative workers	M	340
Goulburn - Mulwaree	2016	Community and personal service workers	F	1462
Goulburn - Mulwaree	2016	Community and personal service workers	M	786
Goulburn - Mulwaree	2016	Labourers	F	644
Goulburn - Mulwaree	2016	Labourers	M	1170
Goulburn - Mulwaree	2016	Machinery operators and drivers	F	125
Goulburn - Mulwaree	2016	Machinery operators and drivers	M	1112
Goulburn - Mulwaree	2016	Managers	F	765
Goulburn - Mulwaree	2016	Managers	M	1459
Goulburn - Mulwaree	2016	Professionals	F	1432
Goulburn - Mulwaree	2016	Professionals	M	757
Goulburn - Mulwaree	2016	Sales workers	F	875
Goulburn - Mulwaree	2016	Sales workers	M	540
Goulburn - Mulwaree	2016	Technicians and trades workers	F	346
Goulburn - Mulwaree	2016	Technicians and trades workers	M	1851
Young - Yass	2006		F	86
Young - Yass	2006		M	137
Young - Yass	2006	Clerical and administrative workers	F	1490
Young - Yass	2006	Clerical and administrative workers	M	369
Young - Yass	2006	Community and personal service workers	F	882
Young - Yass	2006	Community and personal service workers	M	299
Young - Yass	2006	Labourers	F	626
Young - Yass	2006	Labourers	M	1333
Young - Yass	2006	Machinery operators and drivers	F	55
Young - Yass	2006	Machinery operators and drivers	M	780
Young - Yass	2006	Managers	F	1134
Young - Yass	2006	Managers	M	2124
Young - Yass	2006	Professionals	F	1335
Young - Yass	2006	Professionals	M	942
Young - Yass	2006	Sales workers	F	750
Young - Yass	2006	Sales workers	M	451
Young - Yass	2006	Technicians and trades workers	F	322
Young - Yass	2006	Technicians and trades workers	M	1713
Young - Yass	2011		F	141
Young - Yass	2011		M	191
Young - Yass	2011	Clerical and administrative workers	F	1634
Young - Yass	2011	Clerical and administrative workers	M	423
Young - Yass	2011	Community and personal service workers	F	1046
Young - Yass	2011	Community and personal service workers	M	384
Young - Yass	2011	Labourers	F	560
Young - Yass	2011	Labourers	M	1236
Young - Yass	2011	Machinery operators and drivers	F	61
Young - Yass	2011	Machinery operators and drivers	M	813
Young - Yass	2011	Managers	F	1146
Young - Yass	2011	Managers	M	2108
Young - Yass	2011	Professionals	F	1577
Young - Yass	2011	Professionals	M	1050
Young - Yass	2011	Sales workers	F	810
Young - Yass	2011	Sales workers	M	455
Young - Yass	2011	Technicians and trades workers	F	368
Young - Yass	2011	Technicians and trades workers	M	1874
Young - Yass	2016		F	124
Young - Yass	2016		M	174
Young - Yass	2016	Clerical and administrative workers	F	1678
Young - Yass	2016	Clerical and administrative workers	M	436
Young - Yass	2016	Community and personal service workers	F	1224
Young - Yass	2016	Community and personal service workers	M	410
Young - Yass	2016	Labourers	F	620
Young - Yass	2016	Labourers	M	1285
Young - Yass	2016	Machinery operators and drivers	F	64
Young - Yass	2016	Machinery operators and drivers	M	834
Young - Yass	2016	Managers	F	1222
Young - Yass	2016	Managers	M	2081
Young - Yass	2016	Professionals	F	1705
Young - Yass	2016	Professionals	M	966
Young - Yass	2016	Sales workers	F	784
Young - Yass	2016	Sales workers	M	478
Young - Yass	2016	Technicians and trades workers	F	370
Young - Yass	2016	Technicians and trades workers	M	1819
Gosford	2006		F	435
Gosford	2006		M	584
Gosford	2006	Clerical and administrative workers	F	8253
Gosford	2006	Clerical and administrative workers	M	2333
Gosford	2006	Community and personal service workers	F	4519
Gosford	2006	Community and personal service workers	M	2305
Gosford	2006	Labourers	F	2250
Gosford	2006	Labourers	M	4188
Gosford	2006	Machinery operators and drivers	F	380
Gosford	2006	Machinery operators and drivers	M	2925
Gosford	2006	Managers	F	2753
Gosford	2006	Managers	M	5312
Gosford	2006	Professionals	F	7023
Gosford	2006	Professionals	M	6192
Gosford	2006	Sales workers	F	4652
Gosford	2006	Sales workers	M	2943
Gosford	2006	Technicians and trades workers	F	1427
Gosford	2006	Technicians and trades workers	M	8797
Gosford	2011		F	478
Gosford	2011		M	688
Gosford	2011	Clerical and administrative workers	F	8486
Gosford	2011	Clerical and administrative workers	M	2411
Gosford	2011	Community and personal service workers	F	5321
Gosford	2011	Community and personal service workers	M	2586
Gosford	2011	Labourers	F	2027
Gosford	2011	Labourers	M	4206
Gosford	2011	Machinery operators and drivers	F	368
Gosford	2011	Machinery operators and drivers	M	2978
Gosford	2011	Managers	F	2960
Gosford	2011	Managers	M	5612
Gosford	2011	Professionals	F	8187
Gosford	2011	Professionals	M	6791
Gosford	2011	Sales workers	F	4706
Gosford	2011	Sales workers	M	2897
Gosford	2011	Technicians and trades workers	F	1560
Gosford	2011	Technicians and trades workers	M	9122
Gosford	2016		F	498
Gosford	2016		M	753
Gosford	2016	Clerical and administrative workers	F	8204
Gosford	2016	Clerical and administrative workers	M	2351
Gosford	2016	Community and personal service workers	F	6079
Gosford	2016	Community and personal service workers	M	2767
Gosford	2016	Labourers	F	2162
Gosford	2016	Labourers	M	4540
Gosford	2016	Machinery operators and drivers	F	377
Gosford	2016	Machinery operators and drivers	M	2999
Gosford	2016	Managers	F	3305
Gosford	2016	Managers	M	5834
Gosford	2016	Professionals	F	9241
Gosford	2016	Professionals	M	7132
Gosford	2016	Sales workers	F	4593
Gosford	2016	Sales workers	M	2858
Gosford	2016	Technicians and trades workers	F	1642
Gosford	2016	Technicians and trades workers	M	9121
Wyong	2006		F	369
Wyong	2006		M	514
Wyong	2006	Clerical and administrative workers	F	6064
Wyong	2006	Clerical and administrative workers	M	1579
Wyong	2006	Community and personal service workers	F	4026
Wyong	2006	Community and personal service workers	M	1702
Wyong	2006	Labourers	F	2408
Wyong	2006	Labourers	M	4424
Wyong	2006	Machinery operators and drivers	F	488
Wyong	2006	Machinery operators and drivers	M	3746
Wyong	2006	Managers	F	1865
Wyong	2006	Managers	M	3511
Wyong	2006	Professionals	F	4092
Wyong	2006	Professionals	M	2948
Wyong	2006	Sales workers	F	4330
Wyong	2006	Sales workers	M	2239
Wyong	2006	Technicians and trades workers	F	1221
Wyong	2006	Technicians and trades workers	M	7920
Wyong	2011		F	390
Wyong	2011		M	637
Wyong	2011	Clerical and administrative workers	F	6576
Wyong	2011	Clerical and administrative workers	M	1672
Wyong	2011	Community and personal service workers	F	5055
Wyong	2011	Community and personal service workers	M	2114
Wyong	2011	Labourers	F	2312
Wyong	2011	Labourers	M	4883
Wyong	2011	Machinery operators and drivers	F	459
Wyong	2011	Machinery operators and drivers	M	4235
Wyong	2011	Managers	F	2105
Wyong	2011	Managers	M	3630
Wyong	2011	Professionals	F	5128
Wyong	2011	Professionals	M	3357
Wyong	2011	Sales workers	F	4812
Wyong	2011	Sales workers	M	2322
Wyong	2011	Technicians and trades workers	F	1371
Wyong	2011	Technicians and trades workers	M	8561
Wyong	2016		F	468
Wyong	2016		M	668
Wyong	2016	Clerical and administrative workers	F	6840
Wyong	2016	Clerical and administrative workers	M	1693
Wyong	2016	Community and personal service workers	F	6131
Wyong	2016	Community and personal service workers	M	2335
Wyong	2016	Labourers	F	2446
Wyong	2016	Labourers	M	5305
Wyong	2016	Machinery operators and drivers	F	499
Wyong	2016	Machinery operators and drivers	M	4482
Wyong	2016	Managers	F	2515
Wyong	2016	Managers	M	3991
Wyong	2016	Professionals	F	6025
Wyong	2016	Professionals	M	3504
Wyong	2016	Sales workers	F	4899
Wyong	2016	Sales workers	M	2504
Wyong	2016	Technicians and trades workers	F	1580
Wyong	2016	Technicians and trades workers	M	9245
Bathurst	2006		F	108
Bathurst	2006		M	159
Bathurst	2006	Clerical and administrative workers	F	1922
Bathurst	2006	Clerical and administrative workers	M	441
Bathurst	2006	Community and personal service workers	F	1200
Bathurst	2006	Community and personal service workers	M	612
Bathurst	2006	Labourers	F	887
Bathurst	2006	Labourers	M	1462
Bathurst	2006	Machinery operators and drivers	F	101
Bathurst	2006	Machinery operators and drivers	M	1203
Bathurst	2006	Managers	F	834
Bathurst	2006	Managers	M	1732
Bathurst	2006	Professionals	F	1879
Bathurst	2006	Professionals	M	1282
Bathurst	2006	Sales workers	F	1275
Bathurst	2006	Sales workers	M	621
Bathurst	2006	Technicians and trades workers	F	426
Bathurst	2006	Technicians and trades workers	M	2391
Bathurst	2011		F	119
Bathurst	2011		M	203
Bathurst	2011	Clerical and administrative workers	F	2004
Bathurst	2011	Clerical and administrative workers	M	487
Bathurst	2011	Community and personal service workers	F	1461
Bathurst	2011	Community and personal service workers	M	695
Bathurst	2011	Labourers	F	910
Bathurst	2011	Labourers	M	1521
Bathurst	2011	Machinery operators and drivers	F	95
Bathurst	2011	Machinery operators and drivers	M	1348
Bathurst	2011	Managers	F	879
Bathurst	2011	Managers	M	1694
Bathurst	2011	Professionals	F	2153
Bathurst	2011	Professionals	M	1377
Bathurst	2011	Sales workers	F	1262
Bathurst	2011	Sales workers	M	636
Bathurst	2011	Technicians and trades workers	F	438
Bathurst	2011	Technicians and trades workers	M	2569
Bathurst	2016		F	138
Bathurst	2016		M	211
Bathurst	2016	Clerical and administrative workers	F	1973
Bathurst	2016	Clerical and administrative workers	M	437
Bathurst	2016	Community and personal service workers	F	1764
Bathurst	2016	Community and personal service workers	M	887
Bathurst	2016	Labourers	F	885
Bathurst	2016	Labourers	M	1459
Bathurst	2016	Machinery operators and drivers	F	102
Bathurst	2016	Machinery operators and drivers	M	1375
Bathurst	2016	Managers	F	934
Bathurst	2016	Managers	M	1654
Bathurst	2016	Professionals	F	2399
Bathurst	2016	Professionals	M	1300
Bathurst	2016	Sales workers	F	1273
Bathurst	2016	Sales workers	M	664
Bathurst	2016	Technicians and trades workers	F	466
Bathurst	2016	Technicians and trades workers	M	2481
Lachlan Valley	2006		F	169
Lachlan Valley	2006		M	234
Lachlan Valley	2006	Clerical and administrative workers	F	1973
Lachlan Valley	2006	Clerical and administrative workers	M	366
Lachlan Valley	2006	Community and personal service workers	F	1550
Lachlan Valley	2006	Community and personal service workers	M	379
Lachlan Valley	2006	Labourers	F	1018
Lachlan Valley	2006	Labourers	M	2114
Lachlan Valley	2006	Machinery operators and drivers	F	114
Lachlan Valley	2006	Machinery operators and drivers	M	1614
Lachlan Valley	2006	Managers	F	1873
Lachlan Valley	2006	Managers	M	4037
Lachlan Valley	2006	Professionals	F	1819
Lachlan Valley	2006	Professionals	M	890
Lachlan Valley	2006	Sales workers	F	1105
Lachlan Valley	2006	Sales workers	M	731
Lachlan Valley	2006	Technicians and trades workers	F	516
Lachlan Valley	2006	Technicians and trades workers	M	2486
Lachlan Valley	2011		F	159
Lachlan Valley	2011		M	246
Lachlan Valley	2011	Clerical and administrative workers	F	2031
Lachlan Valley	2011	Clerical and administrative workers	M	372
Lachlan Valley	2011	Community and personal service workers	F	1670
Lachlan Valley	2011	Community and personal service workers	M	427
Lachlan Valley	2011	Labourers	F	919
Lachlan Valley	2011	Labourers	M	1736
Lachlan Valley	2011	Machinery operators and drivers	F	139
Lachlan Valley	2011	Machinery operators and drivers	M	1913
Lachlan Valley	2011	Managers	F	1700
Lachlan Valley	2011	Managers	M	3658
Lachlan Valley	2011	Professionals	F	2004
Lachlan Valley	2011	Professionals	M	966
Lachlan Valley	2011	Sales workers	F	1203
Lachlan Valley	2011	Sales workers	M	645
Lachlan Valley	2011	Technicians and trades workers	F	518
Lachlan Valley	2011	Technicians and trades workers	M	2529
Lachlan Valley	2016		F	169
Lachlan Valley	2016		M	260
Lachlan Valley	2016	Clerical and administrative workers	F	1921
Lachlan Valley	2016	Clerical and administrative workers	M	335
Lachlan Valley	2016	Community and personal service workers	F	1748
Lachlan Valley	2016	Community and personal service workers	M	446
Lachlan Valley	2016	Labourers	F	959
Lachlan Valley	2016	Labourers	M	1829
Lachlan Valley	2016	Machinery operators and drivers	F	161
Lachlan Valley	2016	Machinery operators and drivers	M	1748
Lachlan Valley	2016	Managers	F	1504
Lachlan Valley	2016	Managers	M	3203
Lachlan Valley	2016	Professionals	F	2088
Lachlan Valley	2016	Professionals	M	895
Lachlan Valley	2016	Sales workers	F	1205
Lachlan Valley	2016	Sales workers	M	686
Lachlan Valley	2016	Technicians and trades workers	F	483
Lachlan Valley	2016	Technicians and trades workers	M	2551
Lithgow - Mudgee	2006		F	99
Lithgow - Mudgee	2006		M	162
Lithgow - Mudgee	2006	Clerical and administrative workers	F	1581
Lithgow - Mudgee	2006	Clerical and administrative workers	M	302
Lithgow - Mudgee	2006	Community and personal service workers	F	1167
Lithgow - Mudgee	2006	Community and personal service workers	M	425
Lithgow - Mudgee	2006	Labourers	F	880
Lithgow - Mudgee	2006	Labourers	M	1378
Lithgow - Mudgee	2006	Machinery operators and drivers	F	83
Lithgow - Mudgee	2006	Machinery operators and drivers	M	1795
Lithgow - Mudgee	2006	Managers	F	958
Lithgow - Mudgee	2006	Managers	M	1668
Lithgow - Mudgee	2006	Professionals	F	1280
Lithgow - Mudgee	2006	Professionals	M	782
Lithgow - Mudgee	2006	Sales workers	F	1105
Lithgow - Mudgee	2006	Sales workers	M	468
Lithgow - Mudgee	2006	Technicians and trades workers	F	418
Lithgow - Mudgee	2006	Technicians and trades workers	M	2403
Lithgow - Mudgee	2011		F	121
Lithgow - Mudgee	2011		M	179
Lithgow - Mudgee	2011	Clerical and administrative workers	F	1746
Lithgow - Mudgee	2011	Clerical and administrative workers	M	286
Lithgow - Mudgee	2011	Community and personal service workers	F	1339
Lithgow - Mudgee	2011	Community and personal service workers	M	463
Lithgow - Mudgee	2011	Labourers	F	832
Lithgow - Mudgee	2011	Labourers	M	1296
Lithgow - Mudgee	2011	Machinery operators and drivers	F	116
Lithgow - Mudgee	2011	Machinery operators and drivers	M	2254
Lithgow - Mudgee	2011	Managers	F	883
Lithgow - Mudgee	2011	Managers	M	1527
Lithgow - Mudgee	2011	Professionals	F	1500
Lithgow - Mudgee	2011	Professionals	M	815
Lithgow - Mudgee	2011	Sales workers	F	1091
Lithgow - Mudgee	2011	Sales workers	M	460
Lithgow - Mudgee	2011	Technicians and trades workers	F	459
Lithgow - Mudgee	2011	Technicians and trades workers	M	2588
Lithgow - Mudgee	2016		F	114
Lithgow - Mudgee	2016		M	179
Lithgow - Mudgee	2016	Clerical and administrative workers	F	1741
Lithgow - Mudgee	2016	Clerical and administrative workers	M	309
Lithgow - Mudgee	2016	Community and personal service workers	F	1521
Lithgow - Mudgee	2016	Community and personal service workers	M	475
Lithgow - Mudgee	2016	Labourers	F	874
Lithgow - Mudgee	2016	Labourers	M	1310
Lithgow - Mudgee	2016	Machinery operators and drivers	F	131
Lithgow - Mudgee	2016	Machinery operators and drivers	M	2094
Lithgow - Mudgee	2016	Managers	F	863
Lithgow - Mudgee	2016	Managers	M	1429
Lithgow - Mudgee	2016	Professionals	F	1531
Lithgow - Mudgee	2016	Professionals	M	750
Lithgow - Mudgee	2016	Sales workers	F	1087
Lithgow - Mudgee	2016	Sales workers	M	482
Lithgow - Mudgee	2016	Technicians and trades workers	F	484
Lithgow - Mudgee	2016	Technicians and trades workers	M	2596
Orange	2006		F	145
Orange	2006		M	198
Orange	2006	Clerical and administrative workers	F	2523
Orange	2006	Clerical and administrative workers	M	526
Orange	2006	Community and personal service workers	F	1448
Orange	2006	Community and personal service workers	M	501
Orange	2006	Labourers	F	1041
Orange	2006	Labourers	M	1828
Orange	2006	Machinery operators and drivers	F	130
Orange	2006	Machinery operators and drivers	M	1646
Orange	2006	Managers	F	1116
Orange	2006	Managers	M	2336
Orange	2006	Professionals	F	2191
Orange	2006	Professionals	M	1559
Orange	2006	Sales workers	F	1329
Orange	2006	Sales workers	M	781
Orange	2006	Technicians and trades workers	F	509
Orange	2006	Technicians and trades workers	M	2770
Orange	2011		F	151
Orange	2011		M	238
Orange	2011	Clerical and administrative workers	F	2773
Orange	2011	Clerical and administrative workers	M	628
Orange	2011	Community and personal service workers	F	1753
Orange	2011	Community and personal service workers	M	604
Orange	2011	Labourers	F	1070
Orange	2011	Labourers	M	1744
Orange	2011	Machinery operators and drivers	F	199
Orange	2011	Machinery operators and drivers	M	2103
Orange	2011	Managers	F	1109
Orange	2011	Managers	M	2298
Orange	2011	Professionals	F	2687
Orange	2011	Professionals	M	1798
Orange	2011	Sales workers	F	1341
Orange	2011	Sales workers	M	792
Orange	2011	Technicians and trades workers	F	580
Orange	2011	Technicians and trades workers	M	3159
Orange	2016		F	184
Orange	2016		M	216
Orange	2016	Clerical and administrative workers	F	2697
Orange	2016	Clerical and administrative workers	M	590
Orange	2016	Community and personal service workers	F	2069
Orange	2016	Community and personal service workers	M	706
Orange	2016	Labourers	F	961
Orange	2016	Labourers	M	1849
Orange	2016	Machinery operators and drivers	F	147
Orange	2016	Machinery operators and drivers	M	1738
Orange	2016	Managers	F	1225
Orange	2016	Managers	M	2260
Orange	2016	Professionals	F	3178
Orange	2016	Professionals	M	1866
Orange	2016	Sales workers	F	1420
Orange	2016	Sales workers	M	863
Orange	2016	Technicians and trades workers	F	592
Orange	2016	Technicians and trades workers	M	3154
Clarence Valley	2006		F	113
Clarence Valley	2006		M	168
Clarence Valley	2006	Clerical and administrative workers	F	1669
Clarence Valley	2006	Clerical and administrative workers	M	329
Clarence Valley	2006	Community and personal service workers	F	1298
Clarence Valley	2006	Community and personal service workers	M	595
Clarence Valley	2006	Labourers	F	781
Clarence Valley	2006	Labourers	M	1674
Clarence Valley	2006	Machinery operators and drivers	F	67
Clarence Valley	2006	Machinery operators and drivers	M	1172
Clarence Valley	2006	Managers	F	785
Clarence Valley	2006	Managers	M	1455
Clarence Valley	2006	Professionals	F	1386
Clarence Valley	2006	Professionals	M	979
Clarence Valley	2006	Sales workers	F	1222
Clarence Valley	2006	Sales workers	M	676
Clarence Valley	2006	Technicians and trades workers	F	374
Clarence Valley	2006	Technicians and trades workers	M	2016
Clarence Valley	2011		F	115
Clarence Valley	2011		M	181
Clarence Valley	2011	Clerical and administrative workers	F	1763
Clarence Valley	2011	Clerical and administrative workers	M	369
Clarence Valley	2011	Community and personal service workers	F	1633
Clarence Valley	2011	Community and personal service workers	M	708
Clarence Valley	2011	Labourers	F	737
Clarence Valley	2011	Labourers	M	1640
Clarence Valley	2011	Machinery operators and drivers	F	68
Clarence Valley	2011	Machinery operators and drivers	M	1219
Clarence Valley	2011	Managers	F	781
Clarence Valley	2011	Managers	M	1330
Clarence Valley	2011	Professionals	F	1527
Clarence Valley	2011	Professionals	M	1021
Clarence Valley	2011	Sales workers	F	1345
Clarence Valley	2011	Sales workers	M	666
Clarence Valley	2011	Technicians and trades workers	F	413
Clarence Valley	2011	Technicians and trades workers	M	2078
Clarence Valley	2016		F	120
Clarence Valley	2016		M	174
Clarence Valley	2016	Clerical and administrative workers	F	1717
Clarence Valley	2016	Clerical and administrative workers	M	408
Clarence Valley	2016	Community and personal service workers	F	1691
Clarence Valley	2016	Community and personal service workers	M	723
Clarence Valley	2016	Labourers	F	716
