GCCSA_CODE_2016,C06_P_FoodHos_PS_15_19,C06_P_FoodHos_PS_20_24,C06_P_FoodHos_PS_25_34,C06_P_FoodHos_PS_35_44,C06_P_FoodHos_PS_45_54,C06_P_FoodHos_PS_55_64,C06_P_FoodHos_PS_65_74,C06_P_FoodHos_PS_75_84,C06_P_FoodHos_PS_85o,C06_P_Foo_hos_pers_S_Tot,C06_P_MixFld_pr_15_19,C06_P_MixFld_pr_20_24,C06_P_MixFld_pr_25_34,C06_P_MixFld_pr_35_44,C06_P_MixFld_pr_45_54,C06_P_MixFld_pr_55_64,C06_P_MixFld_pr_65_74,C06_P_MixFld_pr_75_84,C06_P_MixFld_pr_85_ov,C06_P_MixFld_pr_Tot,C06_P_FldStu_ID_15_19,C06_P_FldStu_ID_20_24,C06_P_FldStu_ID_25_34,C06_P_FldStu_ID_35_44,C06_P_FldStu_ID_45_54,C06_P_FldStu_ID_55_64,C06_P_FldStu_ID_65_74,C06_P_FldStu_ID_75_84,C06_P_FldStu_ID_85o,C06_P_FldStu_ID_Tot,C06_P_FldStu_NS_15_19,C06_P_FldStu_NS_20_24,C06_P_FldStu_NS_25_34,C06_P_FldStu_NS_35_44,C06_P_FldStu_NS_45_54,C06_P_FldStu_NS_55_64,C06_P_FldStu_NS_65_74,C06_P_FldStu_NS_75_84,C06_P_FldStu_NS_85o,C06_P_FldStu_NS_T,C06_P_Tot_15_19,C06_P_Tot_20_24,C06_P_Tot_25_34,C06_P_Tot_35_44,C06_P_Tot_45_54,C06_P_Tot_55_64,C06_P_Tot_65_74,C06_P_Tot_75_84,C06_P_Tot_85o,C06_P_T_T,C11_P_NatPhy_sci_15_19,C11_P_NatPhy_sci_20_24,C11_P_NatPhy_sci_25_34,C11_P_NatPhy_sci_35_44,C11_P_NatPhy_sci_45_54,C11_P_NatPhy_sci_55_64,C11_P_NatPhy_sci_65_74,C11_P_NatPhy_sci_75_84,C11_P_NatPhy_sci_85_ov,C11_P_NatPhy_sci_Tot,C11_P_InfTec_15_19,C11_P_InfTec_20_24,C11_P_InfTec_25_34,C11_P_InfTec_35_44,C11_P_InfTec_45_54,C11_P_InfTec_55_64,C11_P_InfTec_65_74,C11_P_InfTec_75_84,C11_P_InfTec_85_ov,C11_P_InfTec_Tot,C11_P_EngRT_15_19,C11_P_EngRT_20_24,C11_P_EngRT_25_34,C11_P_EngRT_35_44,C11_P_EngRT_45_54,C11_P_EngRT_55_64,C11_P_EngRT_65_74,C11_P_EngRT_75_84,C11_P_EngRT_85_ov,C11_P_EngRT_Tot,C11_P_ArchBuild_15_19,C11_P_ArchBuild_20_24,C11_P_ArchBuild_25_34,C11_P_ArchBuild_35_44,C11_P_ArchBuild_45_54,C11_P_ArchBuild_55_64,C11_P_ArchBuild_65_74,C11_P_ArchBuild_75_84,C11_P_ArchBuild_85o,C11_P_Arch_building_Tot,C11_P_AgEnv_RS_15_19,C11_P_AgEnv_RS_20_24,C11_P_AgEnv_RS_25_34,C11_P_AgEnv_RS_35_44,C11_P_AgEnv_RS_45_54,C11_P_AgEnv_RS_55_64,C11_P_AgEnv_RS_65_74,C11_P_AgEnv_RS_75_84,C11_P_AgEnv_RS_85o,C11_P_AgEnv_RS_Tot,C11_P_Health_15_19,C11_P_Health_20_24,C11_P_Health_25_34,C11_P_Health_35_44,C11_P_Health_45_54,C11_P_Health_55_64,C11_P_Health_65_74,C11_P_Health_75_84,C11_P_Health_85o,C11_P_Healt_To,C11_P_Educ_15_19,C11_P_Educ_20_24,C11_P_Educ_25_34,C11_P_Educ_35_44,C11_P_Educ_45_54,C11_P_Educ_55_64,C11_P_Educ_65_74,C11_P_Educ_75_84,C11_P_Educ_85o,C11_P_Educ_Tot,C11_P_MngtCom_15_19,C11_P_MngtCom_20_24,C11_P_MngtCom_25_34,C11_P_MngtCom_35_44,C11_P_MngtCom_45_54,C11_P_MngtCom_55_64,C11_P_MngtCom_65_74,C11_P_MngtCom_75_84,C11_P_MngtCom_85o,C11_P_MngtCom_T,C11_P_Soc_cult_15_19,C11_P_Soc_cult_20_24,C11_P_Soc_cult_25_34,C11_P_Soc_cult_35_44,C11_P_Soc_cult_45_54,C11_P_Soc_cult_55_64,C11_P_Soc_cult_65_74,C11_P_Soc_cult_75_84,C11_P_Soc_cult_85o,C11_P_Soc_cult_T,C11_P_Creative_art_15_19,C11_P_Creative_art_20_24,C11_P_Creative_art_25_34,C11_P_Creative_art_35_44,C11_P_Creative_art_45_54,C11_P_Creative_art_55_64,C11_P_Creative_art_65_74,C11_P_Creative_art_75_84,C11_P_Creative_arts_85o,C11_P_Creative_arts_Tot,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85o,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85_ov,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85o,C11_P_FldStu_ID_T,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85o,C11_P_FldStu_NS_T,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85o,C11_P_T_T
6RTAS,267,790,1469,1307,892,672,219,79,32,5730,13,11,13,19,31,26,12,7,4,131,14,62,167,221,246,168,68,41,8,984,2110,1088,2058,2904,2953,3106,3527,3584,1406,22746,3245,6627,15609,19434,20475,15491,9701,6303,2047,98924,7,80,360,443,434,412,236,80,12,2076,49,175,511,330,312,174,40,4,0,1608,224,1127,2830,3719,4320,3693,2432,1054,276,19674,122,690,1037,1369,1627,1348,849,394,84,7521,91,296,932,1043,904,543,259,105,31,4199,32,441,1412,1858,2571,2316,1184,460,178,10453,8,188,1317,1560,1967,2182,1371,499,143,9231,264,1113,3127,3200,3117,2355,944,368,104,14588,220,662,1818,2448,2470,2032,702,197,35,10592,44,189,549,553,525,501,270,98,32,2753,328,932,1667,1596,1099,834,398,131,30,7001,15,9,10,7,21,17,20,8,9,124,15,43,189,221,259,257,134,57,9,1184,1744,905,1657,2284,2612,2926,3227,3000,1400,19755,3166,6852,17418,20648,22227,19589,12054,6464,2339,110756
6GHOB,166,651,1121,993,640,405,157,68,24,4227,19,13,7,10,9,12,16,14,9,111,15,104,208,235,219,177,68,51,7,1085,1698,1216,1902,2200,2305,2170,2182,2545,1117,17334,2508,6457,14877,16564,17054,12134,7112,5395,1765,83861,3,215,773,912,721,574,243,113,34,3586,47,269,850,508,333,165,35,10,0,2214,105,655,1889,2422,2694,2346,1615,891,255,12871,114,550,1018,1166,1284,855,585,294,89,5956,26,135,466,543,463,239,110,71,16,2054,21,458,1535,1781,2203,1841,909,481,167,9391,7,130,975,1243,1770,1938,981,463,158,7676,274,1313,3590,3165,2847,2099,938,460,152,14842,120,858,2460,2573,2487,2011,761,250,74,11594,30,292,713,688,539,442,221,106,42,3082,202,715,1338,1146,783,512,272,82,33,5082,8,18,11,9,9,14,14,11,9,105,13,90,235,263,234,204,106,47,27,1220,1262,1036,1713,1764,1945,2019,2025,1899,1047,14715,2221,6744,17564,18182,18312,15258,8809,5179,2108,94383
69799,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,9,0,3,20,31,15,10,0,0,0,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,3,3,0,0,12,0,8,22,17,13,10,3,0,0,82
69499,3,4,8,4,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,8,14,9,15,14,9,4,8,98,14,36,111,69,63,42,18,10,4,369,0,0,0,0,3,4,0,0,0,15,0,0,3,0,0,0,0,0,0,12,0,6,21,13,19,8,12,0,0,77,0,0,9,8,0,3,3,0,0,23,0,0,3,5,0,0,0,0,0,12,0,3,14,4,14,17,7,0,0,52,0,0,9,3,3,10,3,0,0,23,0,3,15,12,7,5,0,0,0,48,0,9,13,7,17,15,3,0,0,66,0,3,4,7,0,0,0,0,0,13,3,0,9,6,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,7,13,12,44,34,20,27,19,5,0,168,19,41,150,101,91,94,42,11,0,540
5RWAU,319,961,2390,2215,1316,813,263,123,21,8422,29,14,30,40,35,25,11,6,3,189,42,62,249,342,328,221,87,47,21,1398,4142,3083,6836,8095,7130,5465,4299,3851,1438,44335,6512,12089,32958,37442,33999,22202,11681,6662,1995,165533,18,241,1084,1118,738,474,221,67,13,3974,125,221,615,442,317,170,46,5,0,1942,615,3451,9488,9809,9228,6530,3186,1190,267,43761,282,1206,2553,2484,2553,1993,1070,429,74,12652,277,644,2158,2109,1719,1134,533,207,29,8805,117,683,2869,3644,4118,3235,1680,610,147,17104,71,584,3054,3925,3805,3253,1356,408,141,16596,742,1917,5616,5763,4622,3215,1294,415,112,23696,336,1030,3114,3286,3044,2312,778,219,33,14154,98,332,897,886,701,557,245,94,19,3821,397,1220,2871,2863,1797,1056,502,160,31,10898,45,36,44,48,41,36,30,12,3,288,36,92,339,470,420,289,162,44,18,1867,3930,4149,9472,9333,8457,6191,4106,3317,1428,50374,7083,15809,44176,46166,41560,30438,15208,7176,2313,209924
5GPER,1278,4126,8164,7637,5002,3401,1272,644,193,31724,129,112,134,149,154,129,81,70,14,973,131,423,1276,1580,1393,1011,473,284,92,6672,13262,11273,19098,20606,19114,16148,14311,15026,6826,135658,21500,55881,133162,141781,129639,89661,48960,31373,10792,662741,82,2287,7475,6745,5312,3583,1588,564,162,27793,564,1771,7605,5181,3115,1244,258,29,6,19764,1575,9656,28868,30146,30156,23742,13096,6097,1605,144953,898,4461,9310,8753,8285,6468,4094,2009,476,44751,242,1052,3514,2992,2195,1400,759,346,80,12571,393,4924,15986,15916,16082,11178,5899,2780,823,73965,372,2299,9850,12891,14225,11835,5698,2204,697,60068,2023,12069,36274,33427,25841,17272,8311,3338,1098,139648,1388,6734,19033,17639,14928,11195,4517,1586,369,77382,759,3731,7970,5090,3166,2260,1111,466,153,24702,1422,5509,10785,9420,6473,4138,1996,740,210,40691,147,190,154,147,158,149,115,63,43,1155,93,516,1692,1895,1664,1159,616,310,124,8070,10839,10931,21808,19788,17494,15658,12931,13017,7668,130126,20790,66125,180306,170041,149074,111282,60985,33549,13501,805649
59799,0,0,6,12,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,11,14,5,0,0,0,0,42,0,21,67,71,44,16,0,0,0,223,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,38,33,31,13,5,0,0,128,0,0,11,10,4,0,0,0,0,29,0,0,4,0,0,0,0,0,0,5,0,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,7,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,8,24,14,11,5,3,0,0,68,0,23,104,75,59,25,4,0,0,300
59499,9,34,53,29,37,25,3,0,0,183,0,0,0,0,0,0,0,0,0,3,0,3,5,9,7,9,4,0,0,37,35,91,159,162,127,158,79,16,3,833,66,337,804,576,526,545,223,34,9,3126,0,21,39,28,16,9,3,0,0,119,0,12,26,9,4,5,0,0,0,54,7,50,191,153,133,154,99,3,0,787,3,37,70,43,33,45,24,7,0,266,3,6,28,17,21,14,0,0,0,90,0,24,78,54,43,89,22,3,0,313,0,6,45,28,34,61,27,0,0,201,4,41,143,79,70,85,27,3,0,459,0,40,94,56,51,43,16,0,0,291,3,27,59,28,10,15,4,0,0,139,4,17,64,27,35,27,5,0,0,178,0,0,3,0,0,0,0,0,0,5,0,0,9,7,12,7,7,0,0,42,65,114,320,289,255,204,82,38,4,1362,90,379,1160,811,715,766,322,54,12,4303
4RSAU,273,839,1773,1565,1077,794,309,127,42,6801,20,14,15,40,34,39,16,12,13,209,26,62,167,206,192,164,94,49,18,982,2650,1552,3114,4070,3921,3894,4089,4642,1885,29812,4033,7983,19972,23711,24057,18635,11228,7931,2549,120099,0,85,440,440,412,417,211,60,10,2081,35,126,331,252,192,158,36,8,0,1142,244,1640,4055,4976,5444,4882,3464,1515,377,26585,120,609,1108,1180,1443,1297,915,435,115,7219,151,571,1695,1809,1349,917,388,136,36,7043,53,486,1721,2533,3712,2963,1389,626,181,13667,9,401,1827,1809,1897,2782,1455,412,148,10748,411,1153,3822,3970,3308,2441,1177,412,126,16815,249,840,2206,2600,2777,2213,865,229,37,12010,24,160,449,410,321,310,208,76,30,1991,319,896,1985,1837,1251,961,485,173,29,7940,11,17,40,47,37,27,18,18,13,234,18,52,207,293,274,232,137,67,32,1311,2290,1436,2910,3567,3904,3975,4056,4023,1900,28054,3943,8476,22792,25726,26318,23575,14806,8181,3022,136838
4GADE,1110,3447,6287,5420,3495,2484,976,497,139,23854,89,107,93,119,115,97,67,80,35,811,83,495,1180,1174,1115,791,362,223,85,5510,8236,6297,10293,11761,11553,10217,10571,13583,6166,88683,12913,38200,92305,95824,92449,66697,36726,28786,10179,474080,39,1295,4358,3913,3147,2588,1237,445,144,17166,194,1081,5247,3456,2175,1088,214,23,3,13477,573,4666,14746,17337,17701,15326,9746,5607,1764,87472,441,2456,5044,5239,4854,3940,2683,1485,429,26571,143,857,2278,2133,1797,1056,448,231,73,9021,262,3399,12340,12560,13492,9863,4488,2329,813,59544,44,1073,5768,6674,8198,10091,4873,1672,619,39010,1253,8010,24499,22086,17493,11888,5105,2230,840,93394,787,5096,14824,13856,12510,9993,3914,1312,344,62627,233,2243,5247,3666,2511,1622,819,338,118,16800,1069,3712,7283,6221,4287,2875,1464,584,188,27682,77,145,117,126,133,107,79,52,21,854,79,392,1500,1557,1312,997,488,301,100,6726,6825,5713,10135,10081,10748,9759,9561,11064,7498,81387,12012,40136,113382,108905,100355,81187,45109,27676,12958,541733
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5
49499,3,9,24,10,8,9,0,0,0,67,4,0,0,0,0,0,0,0,0,3,0,6,3,5,0,3,0,0,0,15,24,30,55,49,52,37,26,9,9,297,43,147,311,235,170,188,68,21,16,1188,0,8,15,7,3,3,5,0,0,38,0,3,15,6,0,3,0,0,0,27,3,15,61,31,49,48,33,0,0,236,4,10,21,18,10,16,6,0,0,78,0,8,16,3,4,3,0,0,0,38,0,4,27,18,15,17,4,0,0,95,0,0,20,6,17,19,4,0,0,66,3,32,49,41,18,24,11,0,0,177,4,9,43,35,31,19,3,0,4,144,0,3,20,16,9,4,0,0,0,51,3,10,26,5,10,10,3,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,14,21,39,91,87,108,79,54,60,57,601,35,134,403,279,281,243,123,66,66,1634
3RQLD,2199,5970,13152,11369,7134,5029,1819,749,216,47637,94,126,128,172,170,127,130,92,13,1059,134,545,1499,1934,1816,1305,650,311,106,8300,17644,13551,24900,27865,26828,24009,22459,22457,9952,189669,27701,61011,149564,162654,153089,111548,65571,41546,13898,786571,67,1232,3628,3621,3106,2532,1389,431,121,16137,779,1355,3828,3113,2121,1194,318,56,3,12765,1928,10421,29025,33003,35120,28992,18547,8058,1950,167036,874,4940,12178,14266,14069,11693,6860,2837,594,68315,764,1811,5743,5955,4768,2764,1417,543,120,23885,543,4535,15243,18577,20853,14994,7677,3248,936,86618,167,2312,12869,16077,16388,14487,7374,2381,600,72663,3917,11659,31883,31932,26389,18464,8424,3071,831,136571,2088,6344,17888,18815,16533,12268,4912,1322,297,80469,678,2528,5693,4724,3290,2436,1367,570,153,21432,2841,7088,14898,14534,9459,6382,3083,969,239,59493,210,169,212,158,173,164,151,85,35,1360,181,504,1639,2370,2172,1590,864,410,121,9853,16047,13318,25837,27413,27292,24159,22222,19728,10843,186851,31074,68211,180580,194564,181736,142108,84626,43695,16845,943442
3GBRI,1644,5099,10522,8191,5034,3536,1232,585,174,36014,147,213,155,156,158,136,102,52,28,1148,148,883,2193,2304,2019,1366,565,292,86,9852,14500,13079,22016,22151,19855,17286,14617,16441,8630,148576,23400,69285,171103,166430,142884,98862,49988,33349,12717,768020,129,2609,7353,6298,4693,3387,1537,556,114,26679,1171,2356,10389,7929,4277,1714,323,22,16,28191,1221,8530,27745,30709,30780,24627,14446,6614,1746,146411,780,4770,12202,11756,10076,8091,4848,2059,523,55112,350,963,3767,3636,2690,1557,797,273,73,14112,444,5344,19161,20014,18930,12748,6350,2962,928,86881,138,2168,12103,15041,14892,13417,6379,2162,678,66986,3502,16382,47846,43303,31857,19571,7391,2715,897,173466,2053,8965,26735,23705,18118,13193,4923,1545,328,99566,1076,5071,10428,6934,3957,2389,1140,576,166,31725,2040,6638,12771,10455,6315,4201,1924,711,194,45256,216,304,210,174,161,146,117,73,46,1456,146,655,2490,2748,2246,1528,758,322,116,11010,12819,11994,22174,20739,18640,16200,13729,13303,8522,138114,26090,76745,215381,203444,167630,122763,64656,33904,14352,924973
39799,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,9,0,3,14,8,15,9,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,13,8,12,4,0,65,0,3,3,0,3,3,0,3,0,22,0,3,0,0,3,0,0,0,0,4,0,3,3,3,3,0,0,0,0,12,0,0,4,0,6,0,0,0,0,15,0,3,12,3,3,4,0,0,0,26,0,4,0,0,8,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,6,15,14,21,12,9,7,0,90,4,33,52,41,64,33,24,22,9,273
39499,22,58,85,49,40,59,16,3,0,326,0,0,4,0,0,0,3,0,0,13,3,13,19,18,18,12,14,3,0,99,86,174,347,292,338,297,174,56,24,1790,160,662,1447,1013,1057,1192,548,103,35,6215,0,23,53,36,8,29,10,6,0,157,3,4,32,22,14,14,6,0,0,92,9,74,197,156,144,309,195,37,0,1112,3,22,95,56,68,113,55,17,0,437,8,21,38,32,30,29,9,4,0,160,3,32,100,63,94,122,48,10,5,479,3,21,53,42,56,96,42,9,0,313,15,82,204,99,124,149,61,13,0,741,11,64,138,77,75,103,33,3,0,508,0,26,85,30,22,26,11,6,0,217,16,50,63,50,47,61,32,3,3,326,4,4,3,0,0,0,0,0,0,15,4,3,14,18,9,16,5,3,0,77,132,204,372,344,323,348,196,66,16,2007,197,633,1447,1016,1022,1421,713,170,27,6639
2RVIC,1338,3931,6991,6122,4186,3065,1309,611,146,27699,53,86,55,65,73,44,36,47,24,492,63,389,1064,1219,1307,853,372,235,73,5579,9585,5402,9831,13421,13913,13956,16426,18930,7833,109306,15088,33908,81686,95910,98857,72826,44995,33155,10958,487370,14,652,2060,2433,2011,1873,896,291,94,10317,192,833,2349,1759,1394,836,202,18,6,7590,846,4949,12880,17090,18953,16860,10935,5219,1358,89099,676,3691,7226,7365,7204,5495,3492,1685,402,37236,390,1579,5016,5683,5076,3106,1512,623,157,23138,266,3010,9828,11910,14836,12016,5923,2819,866,61470,76,1353,7115,8465,10414,13154,7199,2408,636,50819,1117,5300,15883,16191,13794,10152,4367,1758,624,69180,865,4025,9936,11899,11930,10032,3606,1022,209,53531,273,1424,3248,2893,2210,1816,931,371,131,13300,1469,4354,8307,7299,5251,3840,2023,756,184,33479,56,89,90,75,69,50,55,45,19,543,75,324,1153,1605,1445,1182,600,253,113,6753,9043,5411,9813,12117,13740,14385,15320,15907,8253,103998,15346,36981,94905,106785,108330,94801,57082,33172,13052,560453
2GMEL,2516,10042,19604,16793,9758,6774,2729,1447,391,70053,277,481,292,281,317,247,188,138,53,2275,237,2267,6574,6126,4842,2765,1200,800,209,25023,30079,26512,46618,47813,42534,37492,34409,38397,18700,322554,41858,135611,375327,352077,289322,195202,106982,77131,28310,1601819,127,5166,16849,15576,11988,8171,3829,1446,505,63653,483,5017,32495,21128,10991,4273,731,95,19,75224,1464,13640,49772,56476,56040,42854,26867,13994,4225,265339,1548,9732,23620,21920,16607,11482,7140,3507,877,96429,309,2054,6943,6153,4512,2323,1070,474,126,23958,482,10603,38128,36144,32418,23042,11615,6015,1929,160369,159,3915,23197,26017,28987,28384,14221,5211,1492,131570,3539,32935,109789,91968,62425,38009,16378,7160,2771,364973,2160,16582,53931,49820,39092,28049,11038,3780,973,205435,1087,11256,28521,17829,9990,5800,2646,1216,416,78758,2809,13298,28245,20224,13214,7958,4077,1707,476,92011,285,485,401,298,318,258,177,151,69,2452,207,2345,7771,7559,5576,3760,1627,870,332,30042,24183,23610,45572,40832,38248,33906,31503,31139,19215,288198,38828,150633,465231,411952,330405,238266,132915,76772,33425,1878420
29799,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,6,8,3,8,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,15,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,5,4,3,0,0,27
29499,9,44,79,34,15,14,4,0,0,188,0,4,3,3,0,0,0,0,0,7,0,7,8,9,9,0,3,0,0,36,50,99,210,126,93,81,52,42,24,784,101,453,1122,621,372,307,121,63,25,3185,0,9,54,28,17,3,5,0,3,120,0,9,55,22,10,3,0,0,0,103,9,35,141,113,79,61,42,8,3,484,6,29,59,58,37,23,17,4,0,229,8,9,31,18,8,11,0,0,0,84,0,24,87,56,40,44,9,3,0,263,0,7,45,31,24,34,7,0,0,151,8,92,207,106,61,53,21,13,0,562,5,46,166,83,51,40,7,3,0,400,3,37,121,39,16,12,3,3,0,240,10,46,62,33,27,11,4,0,0,203,3,3,0,0,0,0,3,0,0,7,0,9,15,8,7,3,3,0,0,52,127,222,425,405,293,129,81,38,14,1743,179,578,1466,999,677,433,200,73,25,4637
1RNSW,2098,6569,12438,10802,7617,5420,2388,1262,290,48882,82,143,98,163,204,137,98,86,41,1054,182,534,1632,2060,2069,1449,764,467,139,9290,19094,11275,20982,26686,26989,26078,29036,31661,11947,203753,29424,62564,157847,190754,199116,145257,91390,62848,18466,957665,44,1061,3421,4317,4060,4041,2175,768,212,20098,454,1700,4408,3649,3107,1973,609,120,6,16038,1486,10370,26956,33523,39969,35477,24202,12120,3412,187522,808,4694,11231,13153,14629,12098,7665,3852,905,69043,690,2383,7027,8643,7895,5609,2999,1227,258,36736,680,4689,16158,21087,26279,21007,10628,5017,1533,107088,113,2422,12596,16573,19778,22319,10588,4225,1014,89624,2555,11864,31359,36246,34633,26991,13698,5378,1749,164471,1389,7035,18818,22133,21225,16508,6813,2286,514,96730,436,2478,5880,5485,4707,3716,2020,844,236,25810,1949,6735,13910,12858,9381,6513,3655,1470,380,56859,161,208,149,155,194,158,124,102,40,1290,134,488,1508,2220,2253,1834,958,510,193,10107,17035,11212,19623,23757,26581,26403,28021,28569,14497,195701,27936,67343,173060,203803,214701,184656,114163,66493,24954,1077109
1GSYD,2680,9843,21069,16832,10182,7075,2717,1531,484,72406,372,528,392,490,494,372,234,180,65,3119,312,1896,5776,5814,4634,2837,1264,797,291,23627,35250,34498,68361,63287,54518,44770,37252,39473,18737,396152,49600,156085,451171,421648,346168,232647,122651,86533,31004,1897500,122,4629,15464,15807,13492,9251,4745,1739,513,65772,683,5603,35600,24036,12705,4610,845,117,21,84222,1269,12856,48648,58712,63360,48021,29948,15634,4959,283394,915,7524,22707,23991,19303,13772,8255,4125,1168,101762,350,1915,6295,5971,4869,2766,1338,619,178,24304,749,9383,36079,36421,34701,24878,12797,6645,2247,163891,204,5170,25411,28211,29408,29093,13491,5812,1677,138491,3986,38573,137136,120505,87763,56447,24290,9966,3861,482531,2120,18210,59717,55313,43102,30837,12705,4780,1312,228100,1035,11706,31146,21026,12816,7116,3152,1520,534,90044,2317,11604,25868,20494,13050,8210,4076,1722,561,87910,399,524,439,437,515,437,243,157,72,3227,222,1812,6125,6643,5297,3511,1625,819,347,26396,26803,27093,57375,49770,46326,39665,33915,31459,19973,332383,41175,156600,508018,467345,386703,278604,151429,85124,37432,2112432
