GCCSA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
6RTAS,18,445,67,163,684,47,513,34,144,744,140,978,142,260,1523,129,1107,129,202,1570,52,265,29,48,391,22,138,18,24,204,8,33,3,8,47,0,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,3,35,10,93,18,31,146,434,3605,441,874,5357,21,160,33,68,278,8,255,37,77,373,76,581,77,219,947,108,841,126,244,1318,66,582,96,137,881,116,809,121,161,1210,98,409,68,60,637,17,42,8,7,77,3,10,0,0,14,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,20,12,87,15,43,163,522,3800,587,1027,5936,15,121,22,56,208,0,44,12,32,92,41,352,62,110,566,78,546,97,242,960,99,598,78,205,974,167,1052,179,274,1660,161,727,142,186,1221,41,130,27,32,221
6GHOB,25,261,54,102,442,47,333,34,102,516,87,564,98,205,950,81,761,88,128,1060,40,309,42,54,442,52,298,57,62,475,19,82,23,19,150,7,23,5,4,40,0,3,0,0,8,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,4,7,21,0,77,16,27,121,362,2731,428,713,4229,10,65,23,40,126,4,158,34,65,267,55,434,50,165,705,60,328,49,113,544,30,266,39,79,414,70,696,89,128,985,118,735,153,125,1125,55,208,60,52,379,3,35,5,11,53,3,5,7,10,24,0,3,3,0,3,0,4,0,0,4,0,0,0,0,3,0,7,0,0,15,12,83,3,27,126,412,3034,516,809,4774,12,45,11,25,87,0,41,10,22,84,23,254,51,72,405,55,309,46,137,549,46,267,51,135,506,77,664,105,192,1039,151,927,158,241,1483,111,386,103,92,687
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,83,1105,79,305,1573,81,689,47,143,970,122,1231,156,359,1874,161,1419,140,278,1998,53,424,38,107,627,61,339,33,81,518,19,121,22,28,181,3,31,3,7,49,3,10,3,10,28,0,7,0,3,11,0,3,0,0,3,0,6,0,0,3,0,3,0,0,3,0,28,3,16,47,25,288,24,83,421,614,5702,557,1426,8295,61,894,75,301,1329,37,493,46,139,716,105,902,111,271,1390,110,808,102,283,1306,66,532,77,157,827,116,979,103,238,1434,160,1058,139,243,1595,68,407,63,120,662,7,76,5,30,118,3,38,4,6,55,0,12,3,8,22,0,5,0,3,9,0,3,0,0,7,3,54,7,14,75,27,281,20,105,429,762,6546,753,1923,9984,58,583,71,231,946,20,170,8,85,286,68,704,63,237,1070,105,729,66,206,1112,75,452,68,180,772,121,824,121,273,1334,215,1454,226,401,2291,216,1043,180,290,1728
5GPER,87,875,179,410,1560,160,1052,125,247,1582,241,1798,359,1055,3462,668,5932,860,1738,9204,344,2430,411,672,3862,416,2194,407,550,3565,201,760,228,226,1421,50,208,96,78,434,18,59,23,22,120,14,13,16,8,51,0,10,3,3,18,3,12,3,0,21,0,3,3,8,12,14,78,18,48,155,64,376,67,174,677,2285,15816,2793,5248,26140,51,388,112,257,811,42,698,106,250,1093,236,1090,184,445,1952,167,891,207,634,1900,113,707,176,409,1411,199,1803,320,749,3070,604,4694,844,1551,7688,781,4155,939,1424,7298,178,765,246,309,1499,42,206,69,74,400,20,82,35,34,169,5,46,23,13,93,7,19,7,8,37,6,85,30,34,159,64,469,97,238,871,2525,16095,3403,6428,28458,64,313,88,202,673,9,72,30,69,179,100,779,163,375,1416,178,856,181,392,1602,97,446,131,391,1067,150,982,196,458,1781,420,3715,694,1284,6109,1182,6379,1552,2367,11483
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,30,440,70,239,775,49,663,64,121,903,157,1475,189,408,2224,172,1174,151,214,1715,29,173,19,18,245,17,82,9,14,122,4,28,5,3,38,0,15,0,4,20,0,4,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,32,0,7,43,20,142,21,47,231,492,4230,534,1072,6327,46,234,36,130,449,10,202,49,118,377,104,839,138,290,1376,167,1294,185,374,2017,82,637,104,137,956,143,765,115,142,1169,62,277,47,47,436,18,44,11,7,74,4,12,3,5,24,0,0,0,3,4,0,3,0,0,3,0,0,0,4,4,0,0,0,0,3,0,4,0,6,16,24,147,20,68,258,659,4460,700,1335,7154,24,144,34,81,289,15,142,16,78,243,63,406,92,195,757,118,886,165,352,1517,73,623,124,219,1037,160,1122,190,277,1749,188,733,110,146,1173,48,135,24,26,232
4GADE,50,666,244,629,1591,187,1614,226,481,2505,320,2050,332,933,3639,551,4673,722,1425,7365,299,2043,361,501,3201,338,1620,368,389,2712,129,462,164,139,896,25,133,50,26,235,6,21,15,10,58,4,16,5,0,23,0,3,3,0,9,0,3,0,0,4,0,3,0,0,3,10,100,14,46,165,70,387,81,209,739,1986,13791,2583,4795,23148,43,261,94,205,610,29,479,187,440,1135,297,1456,325,831,2901,219,1197,263,725,2406,159,1259,249,490,2158,392,3323,634,1175,5523,737,4121,880,1082,6817,310,1161,384,430,2290,57,183,92,78,406,14,77,33,11,133,3,18,6,9,36,3,11,3,5,21,0,4,3,0,12,13,44,14,15,89,58,384,98,216,758,2340,13975,3272,5710,25297,47,237,70,160,510,3,87,37,193,320,99,700,239,508,1553,205,822,247,610,1879,115,688,192,531,1521,311,2462,521,1027,4318,915,5416,1252,1818,9400,679,2520,915,969,5093
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,199,2340,309,826,3673,241,1909,184,406,2750,557,4286,479,1484,6807,758,6698,793,1655,9910,402,3317,438,796,4946,723,5157,714,1283,7883,622,3533,579,1018,5753,193,965,214,327,1698,43,153,45,67,299,7,48,8,23,90,4,19,9,9,40,0,9,0,3,16,0,3,0,3,5,12,132,20,52,215,100,784,82,304,1271,3862,29354,3873,8257,45351,147,1410,214,750,2519,108,1418,202,418,2145,467,2523,289,901,4177,331,2985,445,1167,4929,251,2404,298,790,3751,623,5608,719,1464,8419,1131,7728,1228,2122,12211,1186,5893,1155,1903,10131,282,1265,307,426,2283,70,312,98,126,606,29,102,17,52,207,6,45,20,14,89,5,22,6,9,38,13,95,20,33,165,108,880,129,401,1510,4754,32694,5143,10582,53173,100,865,171,447,1584,37,347,44,167,598,221,1906,278,778,3189,335,2678,361,1033,4409,270,2108,277,921,3582,622,5342,747,1792,8504,1316,8958,1516,3023,14825,1625,7864,1785,2874,14152
3GBRI,98,1088,260,549,1994,270,1633,169,260,2334,354,2167,346,1078,3941,521,4883,646,1734,7790,480,3811,513,1132,5945,926,6388,924,1637,9877,513,2795,570,848,4728,132,654,187,208,1180,30,135,42,49,250,8,40,22,16,90,3,10,9,7,23,0,7,5,0,7,0,6,0,0,9,12,117,17,45,189,67,566,116,221,974,3414,24298,3830,7797,39341,82,542,202,494,1316,109,1135,232,410,1891,396,1785,266,709,3164,214,1235,266,741,2454,130,883,206,488,1703,305,2870,450,1110,4739,1148,8597,1293,2517,13553,1203,6555,1515,2192,11464,272,1176,317,399,2167,71,344,106,120,634,30,105,47,52,238,33,47,26,22,128,9,11,14,4,35,28,93,37,46,198,104,657,139,358,1254,4138,26029,5120,9663,44943,64,316,96,249,731,16,116,47,108,289,142,1192,300,558,2192,269,1335,259,657,2517,113,724,159,524,1528,327,2349,414,1113,4197,1148,7751,1338,2919,13150,1824,9407,2213,3700,17154
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,95,997,220,457,1762,214,2041,196,253,2704,521,3681,560,1114,5877,732,5384,734,1102,7953,252,1456,194,236,2135,203,870,144,172,1391,63,225,40,40,373,6,27,12,13,61,0,8,5,3,9,0,4,0,4,8,0,7,0,0,10,0,8,0,0,10,0,0,0,3,7,16,89,11,31,152,73,476,67,157,769,2192,15275,2169,3579,23218,85,525,115,258,986,39,457,122,264,881,338,2470,390,715,3907,584,4068,678,1378,6708,342,2486,417,630,3874,573,3405,621,681,5280,462,1780,371,367,2973,131,486,120,104,846,19,85,15,16,131,0,20,4,6,27,0,7,7,4,16,0,4,0,0,5,0,0,0,0,0,9,50,5,29,94,65,470,78,177,788,2646,16308,2937,4628,26517,80,376,96,239,788,15,140,27,70,247,146,1378,279,537,2336,338,2052,440,894,3723,247,1838,411,892,3382,561,4133,779,1267,6738,833,4002,865,1102,6799,419,1367,395,384,2566
2GMEL,183,1380,440,862,2866,386,2817,418,375,4003,647,2975,671,1602,5900,1274,8861,1759,3475,15364,832,5093,994,1734,8650,883,4524,1148,1602,8161,393,1865,679,806,3747,180,710,322,346,1559,48,202,126,90,467,19,76,41,24,169,16,54,21,19,110,12,32,14,23,79,8,37,10,8,64,47,228,53,77,404,215,1034,282,495,2018,5152,29891,6979,11534,53566,147,874,358,604,1978,59,657,255,531,1497,465,2639,595,771,4472,462,2000,594,1363,4413,341,1839,520,1009,3713,837,5236,1356,2502,9929,1832,9442,2468,3946,17690,1097,4597,1729,2031,9460,275,1095,554,517,2443,93,337,222,188,842,47,184,130,87,456,31,98,47,49,227,12,53,28,20,115,58,224,87,109,477,260,1118,374,645,2399,6024,30406,9312,14372,60104,150,704,275,537,1671,13,158,52,124,352,209,1810,520,863,3413,388,1350,446,839,3026,229,879,316,1008,2433,452,2689,869,1754,5768,1756,10129,2894,5192,19971,2091,8796,3212,4496,18593
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,177,1802,406,1116,3500,360,3703,325,569,4962,872,6688,731,2279,10567,1103,9891,1296,2393,14676,665,4910,616,1051,7243,775,4930,662,968,7337,385,1767,303,388,2841,79,360,90,86,611,5,58,17,8,89,10,16,0,8,37,3,13,4,6,27,3,10,0,5,23,0,13,3,5,21,31,201,36,82,351,132,1093,101,345,1663,4598,35448,4591,9305,53942,160,1053,255,598,2071,82,845,241,557,1729,536,4031,579,1361,6499,787,5771,853,2137,9541,564,4088,634,1129,6416,1023,7048,1129,1878,11077,1318,7080,1279,1754,11431,797,3211,668,845,5525,135,550,131,168,982,31,125,41,48,245,11,43,6,6,67,6,16,9,14,42,0,11,0,3,20,12,120,26,44,197,140,956,147,426,1664,5611,34950,5993,10966,57509,137,762,172,426,1507,20,236,44,157,457,182,1964,389,1130,3664,506,3238,497,1463,5707,376,2660,438,1305,4779,699,5552,832,1929,9009,1439,9235,1630,3106,15412,1614,7301,1639,2349,12897
1GSYD,181,1566,667,1528,3948,570,3764,572,617,5524,824,3691,590,2062,7171,776,6020,1067,2532,10385,698,6010,955,2111,9779,1262,8866,1608,3245,14974,1021,5739,1471,2592,10826,630,2758,958,1369,5717,201,853,361,404,1824,89,332,163,165,751,30,124,80,63,295,19,81,45,29,178,21,51,16,24,113,51,310,78,120,557,251,1370,294,692,2606,6616,41542,8915,17565,74642,181,1000,397,813,2383,68,860,477,1003,2408,657,2962,810,1298,5728,632,2841,716,1973,6166,385,1874,448,1014,3721,606,3986,908,1986,7487,1420,8575,2040,3818,15860,1808,9137,2563,4105,17610,841,3744,1352,1933,7875,327,1550,650,762,3292,157,683,329,331,1497,78,357,177,139,753,38,167,96,87,383,116,364,199,144,824,289,1246,418,915,2866,7601,39352,11571,20329,78853,128,732,267,541,1674,15,215,96,196,526,224,1816,600,1371,4014,475,1884,625,1273,4258,313,1219,376,1400,3306,445,1769,542,1298,4057,722,4526,1250,2991,9486,1975,11105,2954,6011,22043
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
