GCCSA_CODE_2016,C11_45_49_Mar_DFM_M,C11_45_49_Mar_DFM_F,C11_45_49_N_mar_M,C11_45_49_N_mar_F,C11_45_49_T_M,C11_45_49_T_F,C11_45_49_T_P,C11_50_54_Mar_RegM_M,C11_50_54_Mar_RegM_F,C11_50_54_Mar_DFM_M,C11_50_54_Mar_DFM_F,C11_50_54_N_mar_M,C11_50_54_N_mar_F,C11_50_54_T_M,C11_50_54_T_F,C11_50_54_T_P,C11_55_59_Mar_RegM_M,C11_55_59_Mar_RegM_F,C11_55_59_Mar_DFM_M,C11_55_59_Mar_DFM_F,C11_55_59_N_mar_M,C11_55_59_N_mar_F,C11_55_59_T_M,C11_55_59_T_F,C11_55_59_T_P,C11_60_64_Mar_RegM_M,C11_60_64_Mar_RegM_F,C11_60_64_Mar_DFM_M,C11_60_64_Mar_DFM_F,C11_60_64_N_mar_M,C11_60_64_N_mar_F,C11_60_64_T_M,C11_60_64_T_F,C11_60_64_T_P,C11_65_69_Mar_RegM_M,C11_65_69_Mar_RegM_F,C11_65_69_Mar_DFM_M,C11_65_69_Mar_DFM_F,C11_65_69_N_mar_M,C11_65_69_N_mar_F,C11_65_69_T_M,C11_65_69_T_F,C11_65_69_T_P,C11_70_74_Mar_RegM_M,C11_70_74_Mar_RegM_F,C11_70_74_Mar_DFM_M,C11_70_74_Mar_DFM_F,C11_70_74_N_mar_M,C11_70_74_N_mar_F,C11_70_74_T_M,C11_70_74_T_F,C11_70_74_T_P,C11_75_79_Mar_RegM_M,C11_75_79_Mar_RegM_F,C11_75_79_Mar_DFM_M,C11_75_79_Mar_DFM_F,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Mar_RegM_M,C11_85o_Mar_RegM_F,C11_85o_Mar_DFM_M,C11_85o_Mar_DFM_F,C11_85o_N_mar_M,C11_85o_N_mar_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Marr_reg_marr_M,C11_T_Marr_reg_marr_F,C11_T_Mar_de_fa_mar_M,C11_T_Mar_de_fa_mar_F,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Mar_RegM_M,C16_15_19_Mar_RegM_F,C16_15_19_Mar_DFM_M,C16_15_19_Mar_DFM_F,C16_15_19_N_mar_M,C16_15_19_N_mar_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Mar_RegM_M,C16_20_24_Mar_RegM_F,C16_20_24_Mar_DFM_M,C16_20_24_Mar_DFM_F,C16_20_24_N_mar_M,C16_20_24_N_mar_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Mar_RegM_M,C16_25_29_Mar_RegM_F,C16_25_29_Mar_DFM_M,C16_25_29_Mar_DFM_F,C16_25_29_N_mar_M,C16_25_29_N_mar_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Mar_RegM_M,C16_30_34_Mar_RegM_F,C16_30_34_Mar_DFM_M,C16_30_34_Mar_DFM_F,C16_30_34_N_mar_M,C16_30_34_N_mar_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Mar_RegM_M,C16_35_39_Mar_RegM_F,C16_35_39_Mar_DFM_M,C16_35_39_Mar_DFM_F,C16_35_39_N_mar_M,C16_35_39_N_mar_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Mar_RegM_M,C16_40_44_Mar_RegM_F,C16_40_44_Mar_DFM_M,C16_40_44_Mar_DFM_F,C16_40_44_N_mar_M,C16_40_44_N_mar_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Mar_RegM_M,C16_45_49_Mar_RegM_F,C16_45_49_Mar_DFM_M,C16_45_49_Mar_DFM_F,C16_45_49_N_mar_M,C16_45_49_N_mar_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Mar_RegM_M,C16_50_54_Mar_RegM_F,C16_50_54_Mar_DFM_M,C16_50_54_Mar_DFM_F,C16_50_54_N_mar_M,C16_50_54_N_mar_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Mar_RegM_M,C16_55_59_Mar_RegM_F,C16_55_59_Mar_DFM_M,C16_55_59_Mar_DFM_F,C16_55_59_N_mar_M,C16_55_59_N_mar_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Mar_RegM_M,C16_60_64_Mar_RegM_F,C16_60_64_Mar_DFM_M,C16_60_64_Mar_DFM_F,C16_60_64_N_mar_M,C16_60_64_N_mar_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Mar_RegM_M,C16_65_69_Mar_RegM_F,C16_65_69_Mar_DFM_M,C16_65_69_Mar_DFM_F,C16_65_69_N_mar_M,C16_65_69_N_mar_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Mar_RegM_M,C16_70_74_Mar_RegM_F,C16_70_74_Mar_DFM_M,C16_70_74_Mar_DFM_F,C16_70_74_N_mar_M,C16_70_74_N_mar_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Mar_RegM_M,C16_75_79_Mar_RegM_F,C16_75_79_Mar_DFM_M,C16_75_79_Mar_DFM_F
9OTER,12,8,17,12,97,83,183,61,64,4,4,22,15,85,83,166,59,64,0,3,31,8,93,73,162,63,24,3,0,30,11,92,41,134,21,24,0,0,10,3,34,29,54,26,11,0,0,17,3,37,16,53,4,5,0,0,5,8,8,11,18,4,0,0,0,0,9,7,5,13,0,0,0,0,3,0,3,0,6,438,439,44,43,323,198,807,687,1494,0,0,0,5,80,84,85,87,170,3,5,6,9,56,30,60,42,103,9,34,8,9,31,28,53,68,125,53,63,8,18,21,28,84,113,192,72,77,18,21,26,23,115,120,238,65,75,29,22,24,35,117,134,253,53,65,20,25,36,34,118,127,243,86,81,21,16,36,32,142,128,272,84,79,16,17,41,35,139,134,272,71,70,6,8,33,37,114,118,229,84,54,5,8,23,42,113,99,216,53,45,3,3,15,22,68,69,141,26,24,4,0
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ACTE,1161,1128,2572,3355,10922,11925,22847,6955,6931,957,882,2444,3454,10357,11270,21625,6247,6076,694,636,2014,3033,8957,9747,18702,6015,5400,517,339,1588,2857,8119,8596,16714,4209,3503,227,166,1022,2165,5455,5837,11291,2922,2394,106,53,733,1796,3757,4241,8002,2009,1493,35,31,608,1648,2661,3167,5828,1377,839,25,6,497,1572,1901,2421,4320,810,393,13,3,481,1719,1301,2112,3419,62037,62880,13655,13938,49591,56251,125283,133073,258363,0,14,71,155,10492,9935,10564,10100,20664,264,683,1512,2219,10428,9377,12200,12280,24481,2657,4442,3376,3760,7582,6308,13620,14514,28132,7332,8943,2704,2524,4546,4117,14591,15587,30177,8519,8932,1903,1815,3090,3244,13514,13994,27505,8241,8327,1541,1579,2766,3350,12552,13260,25811,7670,7531,1412,1357,2857,3498,11937,12389,24329,6900,6884,1184,1162,2598,3501,10673,11548,22224,6382,6177,905,769,2378,3476,9669,10421,20088,5604,5223,605,520,1860,3077,8070,8818,16884,5177,4684,436,317,1487,2971,7104,7969,15075,3719,3006,217,149,969,2365,4907,5522,10432,2479,1882,104,61
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7RNTE,336,303,791,884,2407,2422,4830,1176,1110,272,289,758,872,2209,2273,4479,958,878,195,165,689,797,1845,1837,3681,824,566,111,77,522,617,1457,1265,2726,415,257,77,42,331,393,822,692,1516,238,137,27,20,234,281,495,439,935,90,50,11,7,107,195,210,250,461,59,22,9,3,76,146,142,167,311,19,7,0,0,46,115,64,122,186,10772,10933,3413,3598,12280,12976,26470,27501,53970,76,149,36,83,2623,2212,2738,2445,5181,462,644,342,430,1816,1584,2614,2656,5269,913,1116,561,685,1468,1405,2938,3209,6154,1277,1490,564,604,1045,1137,2888,3223,6115,1237,1333,449,475,778,903,2470,2710,5179,1203,1218,432,400,726,885,2358,2502,4860,1174,1225,386,388,766,925,2325,2537,4864,1126,1059,289,289,779,935,2192,2285,4476,992,896,236,212,622,845,1853,1953,3811,795,669,180,120,553,734,1530,1519,3057,539,326,84,66,406,511,1027,901,1928,272,175,68,30,271,327,613,533,1146,159,82,14,18
7GDAR,587,587,1060,1071,3664,3674,7344,1867,1928,455,467,1042,1007,3371,3401,6769,1692,1582,349,296,901,892,2937,2775,5709,1544,1209,222,144,783,821,2550,2170,4718,929,675,97,74,470,535,1496,1283,2785,585,359,38,11,352,428,967,794,1766,284,162,20,0,172,279,474,441,920,148,62,7,4,124,217,273,286,557,55,22,0,0,56,146,119,168,280,16105,16757,6076,6442,16598,15378,38780,38576,77354,3,10,53,133,3331,2890,3377,3033,6409,141,377,680,1043,2831,2068,3644,3480,7132,1040,1653,1466,1636,2586,1991,5088,5284,10376,2276,2862,1321,1252,1739,1369,5336,5483,10822,2594,2830,868,802,1209,1081,4670,4720,9386,2439,2462,678,719,1126,1098,4245,4287,8534,2287,2303,722,688,1203,1084,4210,4069,8283,2027,1904,585,572,1110,1081,3718,3551,7267,1779,1670,466,399,952,1053,3200,3122,6322,1537,1251,292,212,886,917,2711,2383,5090,1186,900,168,139,704,747,2065,1787,3849,757,505,79,48,400,519,1229,1071,2304,424,238,45,15
79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6RTAS,1208,1103,2495,2703,9011,9662,18673,5944,6282,956,932,2511,2734,9408,9945,19348,5852,5996,722,614,2234,2479,8807,9085,17893,6082,5744,568,414,2013,2567,8665,8724,17395,4988,4324,309,234,1604,2206,6900,6762,13666,3712,2957,159,87,1232,2145,5094,5195,10285,2520,1832,83,43,981,2115,3586,3988,7576,1580,942,31,15,789,1984,2396,2941,5336,836,387,10,8,663,2020,1508,2411,3915,50360,51212,11506,11831,37030,42248,98901,105292,204189,11,15,130,251,7880,7135,8016,7397,15413,258,472,1180,1719,5446,4267,6891,6458,13349,1282,1927,1808,1919,2940,2662,6033,6506,12538,2727,3442,1488,1515,2060,2061,6279,7021,13300,3259,3832,1239,1288,1722,2043,6227,7162,13390,3934,4515,1259,1287,2110,2392,7304,8186,15496,4644,5195,1251,1288,2433,2813,8329,9302,17631,5039,5476,1159,1113,2695,2869,8897,9461,18354,5659,5893,967,871,2651,3036,9276,9802,19073,5690,5573,766,584,2385,2815,8836,8972,17807,5603,5165,546,387,2138,2890,8291,8442,16735,4411,3672,304,231,1561,2510,6270,6410,12676,3049,2143,132,100
6GHOB,889,830,1762,2250,6465,7122,13586,4143,4411,708,694,1806,2341,6663,7444,14101,3995,4043,547,465,1574,2145,6109,6651,12762,3944,3580,383,291,1351,2023,5668,5899,11566,2824,2572,233,144,954,1654,4010,4381,8386,2298,1871,106,63,743,1652,3154,3588,6741,1644,1233,49,26,587,1594,2270,2852,5123,1199,728,17,6,546,1625,1761,2364,4121,660,331,8,5,500,1692,1168,2024,3193,35001,35458,9076,9282,29414,36029,73491,80772,154262,0,10,86,156,6167,5709,6249,5874,12122,138,275,868,1279,5088,4410,6095,5963,12058,1032,1566,1696,1862,3321,3045,6051,6470,12526,2536,3071,1467,1432,2117,2179,6117,6680,12802,2958,3332,1105,1177,1637,1886,5704,6394,12092,3318,3779,1039,1046,1711,2131,6067,6954,13027,3565,3755,1028,1010,1809,2302,6402,7066,13471,3609,3766,885,848,1938,2386,6428,7007,13436,3888,4048,745,644,1909,2568,6543,7256,13803,3751,3626,509,449,1570,2301,5824,6381,12204,3694,3227,349,274,1303,2185,5351,5681,11033,2519,2293,224,125,933,1893,3670,4312,7988,1953,1458,107,55
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,2100,2111,4001,3642,14964,15182,30145,9005,9404,1758,1726,3991,3637,14752,14762,29512,8385,8516,1296,1104,3480,3262,13166,12881,26051,8009,7347,855,598,3075,2987,11939,10931,22868,6049,5156,418,288,2145,2442,8614,7886,16501,4461,3575,219,147,1614,2311,6289,6034,12328,2994,2198,97,64,1130,2159,4222,4418,8636,1930,1135,39,20,919,2065,2887,3217,6101,934,387,25,10,722,2011,1687,2407,4086,76537,79689,21262,22758,57705,56536,155499,158979,314477,30,56,210,473,12861,11434,13094,11967,25057,378,806,2167,3209,8055,6116,10607,10130,20733,2566,4230,3743,4290,5653,4672,11962,13187,25150,5885,7918,3265,3518,3995,3811,13140,15247,28385,7257,8518,2536,2638,3191,3333,12981,14492,27466,8089,9019,2473,2535,3519,3652,14075,15211,29287,8427,9116,2314,2398,4002,4081,14744,15587,30331,8423,8881,2094,2061,4301,4097,14820,15039,29858,8642,8834,1723,1628,4147,4060,14511,14521,29032,8055,7967,1265,1006,3656,3759,12975,12726,25707,7724,6759,797,575,3211,3345,11736,10678,22416,5480,4581,414,283,2117,2808,8015,7675,15689,3788,2740,214,151
5GPER,5210,5353,12657,15148,53298,58021,111321,33149,34564,4207,4050,11924,15277,49282,53890,103175,30434,31057,3129,2761,10359,14207,43926,48021,91951,29693,27454,2257,1694,8790,13440,40740,42586,83329,21968,18804,1135,812,6189,10605,29292,30221,59511,16817,13898,603,384,4567,10088,21989,24370,46354,12104,9122,272,168,3693,9936,16068,19224,35289,8223,5071,153,92,3053,9720,11429,14878,26307,4477,2083,70,29,2953,10048,7493,12165,19657,299805,312749,61508,65750,242699,266430,604014,644926,1248939,16,87,425,939,55956,52552,56393,53574,109973,1479,3888,6327,10194,51469,43138,59281,57221,116503,12491,21576,15081,17902,35717,27674,63284,67149,130434,31606,39686,13243,12753,22169,18430,67027,70871,137894,36151,40594,8363,8519,15025,14517,59537,63631,123167,37634,40696,7147,7206,13573,15335,58356,63236,121592,37845,39784,6611,6618,13858,16558,58318,62967,121284,35319,36117,5578,5371,13313,16496,54210,57990,112195,32475,32555,4209,3942,11905,16458,48589,52958,101551,29465,28858,3050,2520,10141,15386,42652,46765,89423,27634,24738,2161,1642,8416,14410,38215,40794,79004,20066,16477,1190,814,5954,11702,27212,28994,56205,14570,11036,609,399
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,1453,1440,3577,3149,11804,11983,23792,7414,7928,1208,1175,3540,3043,12165,12151,24314,7699,7780,912,818,3039,2710,11648,11306,22955,8037,7823,680,540,2668,2762,11379,11131,22509,6682,6065,422,279,2076,2651,9183,8992,18169,5231,4459,204,134,1568,2545,7005,7141,14145,3757,2763,107,69,1299,2602,5163,5434,10595,2533,1499,53,36,1109,2835,3693,4365,8061,1217,602,25,14,985,2811,2223,3427,5649,67196,68399,13887,14477,48510,49310,129593,132191,261786,17,27,134,318,9696,8710,9847,9054,18896,298,577,1397,2126,6224,4593,7910,7297,15209,1728,2751,2287,2365,4005,3159,8021,8278,16292,3775,4708,1784,1788,2813,2473,8370,8971,17338,4467,5193,1412,1485,2292,2222,8176,8905,17078,5188,5897,1427,1502,2891,2747,9506,10144,19648,6099,6626,1502,1595,3388,3214,10989,11429,22419,6468,7018,1440,1364,3818,3448,11729,11835,23563,7243,7768,1226,1180,3809,3311,12274,12262,24533,7747,7593,907,813,3313,3172,11970,11580,23545,7808,7398,665,539,2860,3255,11334,11192,22526,6288,5470,401,263,2146,3059,8836,8793,17628,4480,3500,186,127
4GADE,3927,3913,11124,12850,39256,41828,81081,23963,24661,3293,3166,10656,13018,37909,40844,78751,22368,22761,2479,2268,8738,11858,33580,36889,70467,22568,21485,1830,1385,7228,11241,31626,34106,65733,17302,15865,907,687,4864,9014,23077,25559,48636,13548,11751,476,282,3628,8585,17655,20618,38275,10673,7981,215,147,3138,8837,14019,16964,30985,7793,4918,155,68,3048,9617,10993,14603,25599,4279,2050,67,40,3247,10348,7595,12439,20036,218254,221967,41739,43056,183338,211042,443343,476063,919402,23,72,265,545,36952,34883,37235,35504,72738,966,2346,3832,5739,35686,31109,40483,39186,79675,7597,12428,8316,9353,22656,18454,38578,40239,78818,18642,23028,7190,7006,14118,12422,39953,42452,82399,21766,23511,5117,5104,10421,10470,37299,39084,76385,22723,23747,4775,4726,10529,11442,38032,39912,77942,23192,24245,4496,4516,11610,13161,39302,41916,81223,22992,23483,3953,3998,11393,13502,38343,40978,79323,22809,22801,3336,3007,10462,13892,36614,39692,76310,21019,20801,2376,2130,8508,12574,31906,35500,67409,20691,19433,1685,1264,6976,11902,29349,32600,61954,15652,13829,858,662,4733,9978,21244,24469,45718,11611,9215,456,272
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,8136,8213,18101,20880,67509,74949,142454,41567,44306,6631,6724,18004,20610,66206,71641,137841,39679,40602,5126,4492,15727,18431,60529,63531,124054,40615,38545,4043,3052,14454,17592,59117,59185,118304,33547,29721,2391,1646,11317,15674,47250,47039,94294,25558,20539,1251,781,8509,14306,35324,35628,70947,17612,12488,581,328,6516,13281,24712,26098,50810,11158,6722,271,145,5116,13063,16543,19921,36472,5952,2736,117,51,4458,12471,10524,15260,25779,377671,392039,89881,94714,290100,323914,757646,810662,1568313,49,113,1007,2268,65628,60601,66682,62981,129669,1989,4129,10916,15665,46524,40441,59426,60236,119655,12742,19921,16736,18867,30037,26529,59515,65313,124829,27708,35627,14064,14110,19940,19834,61712,69578,131292,33389,38991,10760,10907,16392,18455,60547,68357,128901,38735,43802,10122,10152,17964,21314,66819,75274,142093,40496,44119,9448,9739,19055,22986,69002,76844,145842,40342,43393,8310,8253,19935,23167,68586,74809,143400,40758,42689,6888,6554,19315,22832,66958,72069,139025,39484,38764,5163,4346,16611,20817,61255,63935,125189,39713,36067,3972,2983,15517,20441,59199,59495,118695,31112,26327,2360,1631,11565,17724,45036,45681,90715,21798,15858,1176,699
