GCCSA_CODE_2016,C11_CF_LFns_N,C11_CF_LFns_1_149,C11_CF_LFns_150_299,C11_CF_LFns_300_399,C11_CF_LFns_400_499,C11_CF_LFns_500_649,C11_CF_LFns_650_799,C11_CF_LFns_800_999,C11_CF_LFns_1000_1499,C11_CF_LFns_1500_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000_more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_C_f_c_T_Fi_N,C11_C_f_c_T_Fi_1_149,C11_C_f_c_T_Fi_150_299,C11_C_f_c_T_Fi_300_399,C11_C_f_c_T_Fi_400_499,C11_C_f_c_T_Fi_500_649,C11_CF_c_T_Fi_650_799,C11_CF_c_T_Fi_800_999,C11_CF_c_T_Fi_1000_1499,C11_CF_c_T_Fi_1500_1999,C11_CF_c_T_Fi_2000_2499,C11_CF_c_T_Fi_2500_2999,C11_CF_c_T_Fi_3000_3999,C11_CF_c_T_Fi_4000_more,C11_C_f_with_c_TFI_Ns,C11_C_f_with_c_T_T,C11_1PF_F_N,C11_1PF_F_1_149,C11_1PF_F_150_299,C11_1PF_F_300_399,C11_1PF_F_400_499,C11_1PF_F_500_649,C11_1PF_F_650_799,C11_1PF_F_800_999,C11_1PF_F_1000_1499,C11_1PF_F_1500_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000_more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_N,C11_1PF_P_1_149,C11_1PF_P_150_299,C11_1PF_P_300_399,C11_1PF_P_400_499,C11_1PF_P_500_649,C11_1PF_P_650_799,C11_1PF_P_800_999,C11_1PF_P_1000_1499,C11_1PF_P_1500_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000_more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_N,C11_1PF_A_1_149,C11_1PF_A_150_299,C11_1PF_A_300_399,C11_1PF_A_400_499,C11_1PF_A_500_649,C11_1PF_A_650_799,C11_1PF_A_800_999,C11_1PF_A_1000_1499,C11_1PF_A_1500_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000_more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_N,C11_1PF_U_1_149,C11_1PF_U_150_299,C11_1PF_U_300_399,C11_1PF_U_400_499,C11_1PF_U_500_649,C11_1PF_U_650_799,C11_1PF_U_800_999,C11_1PF_U_1000_1499,C11_1PF_U_1500_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000_more,C11_1PF_U_Ns,C11_1PF_U_To,C11_1PF_N_lf_Fi_N,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_299,C11_1PF_N_lf_Fi_300_399,C11_1PF_N_lf_Fi_400_499,C11_1PF_N_lf_Fi_500_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_999,C11_1PF_N_lf_Fi_1000_1499,C11_1PF_N_lf_Fi_1500_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000_more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_the_lf_Tot,C11_1PF_LFns_N,C11_1PF_LFns_1_149,C11_1PF_LFns_150_299,C11_1PF_LFns_300_399,C11_1PF_LFns_400_499,C11_1PF_LFns_500_649,C11_1PF_lf_ns_Fi_650_799,C11_1PF_LFns_800_999,C11_1PF_LFns_1000_1499,C11_1PF_LFns_1500_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_lf_ns_Fi_3000_3999,C11_1PF_LFns_4000mo,C11_1PF_LFns_Ns,C11_1PF_LF_NS_T,C11_1PF_TFI_N,C11_1PF_TFI_1_149,C11_1PF_TFI_150_299,C11_1PF_TFI_300_399,C11_1PF_TFI_400_499,C11_1PF_TFI_500_649,C11_1PF_T_Fi_650_799,C11_1PF_T_Fi_800_999,C11_1PF_T_Fi_1000_1499,C11_1PF_T_Fi_1500_1999,C11_1PF_T_Fi_2000_2499,C11_1PF_T_Fi_2500_2999,C11_1PF_T_Fi_3000_3999,C11_1PF_TFI_4000_mr,C11_One_par_f_TFI_Ns,C11_One_parent_f_T_T,C11_TFI_N,C11_TFI_1_149,C11_TFI_150_299,C11_TFI_300_399,C11_TFI_400_499,C11_TFI_500_649,C11_TFI_650_799,C11_TFI_800_999,C11_TFI_1000_1499,C11_TFI_1500_1999,C11_TFI_2000_2499,C11_TFI_2500_2999,C11_TFI_3000_3999,C11_TFI_4000_more,C11_TFI_Ns,C11_T_T,C16_CFNC_BF_N,C16_CFNC_BF_1_149,C16_CFNC_BF_150_299,C16_CFNC_BF_300_399,C16_CFNC_BF_400_499,C16_CFNC_BF_500_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_999,C16_CFNC_BF_1000_1499,C16_CFNC_BF_1500_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999,C16_CFNC_BF_4000_mr,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_N,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_299,C16_CFNC_BPT_300_399,C16_CFNC_BPT_400_499,C16_CFNC_BPT_500_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_999,C16_CFNC_BPT_1000_1499,C16_CFNC_BPT_1500_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000mo,C16_CFNC_BPT_Ns,C16_CFNC_BPT_T,C16_CFNC_1F1P_N,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_299,C16_CFNC_1F1P_300_399,C16_CFNC_1F1P_400_499,C16_CFNC_1F1P_500_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_999
6RTAS,0,0,3,3,3,13,14,26,36,25,5,13,9,5,1860,2016,86,55,189,171,213,1120,1516,2334,6764,5255,3606,2114,1706,559,4498,30185,14,9,11,37,133,38,358,407,804,402,105,93,33,4,402,2837,3,29,84,216,675,195,591,338,375,103,37,19,6,0,276,2956,0,7,4,26,47,11,45,34,53,16,7,6,3,0,76,332,12,15,107,161,218,52,60,37,37,11,0,0,3,0,85,800,59,67,396,696,1126,414,797,473,547,117,44,21,12,8,462,5252,3,0,9,3,6,10,18,10,13,0,0,0,0,0,154,225,94,130,615,1146,2204,723,1858,1295,1834,656,196,138,53,8,1445,12396,488,266,1561,1758,2894,9028,6957,7779,13975,9517,6356,3429,2785,888,8846,76536,24,12,9,4,30,23,68,83,662,957,1312,822,594,277,62,4922,3,4,15,3,60,65,165,218,598,234,130,62,44,50,36,1685,8,9,7,0,24,32,90,212
6GHOB,0,0,0,0,3,8,9,5,24,18,9,6,3,4,1193,1290,54,31,94,83,127,628,781,1259,4109,3853,3425,2238,2412,883,3060,23032,8,6,14,25,74,29,280,347,782,474,186,153,45,10,391,2831,9,15,52,140,500,110,539,353,383,155,39,29,6,5,235,2565,0,3,0,17,45,4,46,31,55,27,10,10,3,0,53,314,17,17,44,92,128,43,44,33,18,4,0,0,0,0,34,480,57,56,283,472,775,279,614,369,517,138,61,29,9,3,389,4055,0,4,4,4,5,3,11,3,17,0,3,0,0,0,133,185,88,100,400,750,1527,469,1543,1131,1776,808,296,224,68,17,1238,10423,311,160,812,1010,1887,4328,4300,4892,9639,7467,6189,3718,3799,1305,6132,55941,10,0,0,0,3,5,23,34,321,656,1255,792,841,385,63,4391,3,4,12,0,24,36,89,120,372,190,122,71,37,39,13,1146,4,3,0,0,8,22,43,98
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,3,0,7,4,3,15,15,13,48,28,6,27,8,4,5444,5624,297,101,350,269,359,1244,1552,2389,7594,7712,5644,6917,5739,2541,10059,52771,23,23,33,58,173,53,464,576,1246,727,267,402,168,49,622,4876,12,60,172,315,841,184,821,487,482,168,65,36,19,4,408,4083,9,18,23,31,65,15,68,44,73,60,19,32,12,7,130,609,29,33,152,188,213,74,91,49,58,19,4,5,3,0,104,1018,181,159,584,862,1276,444,874,474,627,210,82,65,25,6,816,6678,7,3,11,12,14,8,9,8,11,3,0,0,0,0,381,470,259,300,976,1455,2578,778,2329,1642,2489,1183,442,541,236,65,2451,17732,1332,503,2330,2247,3473,8578,7607,8791,16953,14515,11334,10984,10519,4507,18732,122422,78,39,12,3,81,21,103,160,918,1404,2357,1953,2579,1819,254,11781,13,20,22,6,82,49,216,237,816,397,282,160,123,136,66,2620,31,11,18,4,42,62,118,210
5GPER,14,6,11,5,11,28,43,54,147,90,48,74,23,14,19371,19934,930,403,845,619,954,2524,4078,6945,24982,29225,25079,31937,30433,15985,35172,210112,90,57,85,104,408,161,1466,2070,5311,3880,1866,2265,957,226,2684,21632,42,177,379,814,2453,627,2866,2051,2857,1180,508,401,191,50,1510,16113,20,23,36,80,184,47,224,218,394,244,150,132,68,19,355,2204,146,123,341,476,703,183,294,198,251,90,37,31,14,0,316,3196,847,543,1470,2264,3588,1354,2738,1916,3173,1249,641,434,218,86,2581,23096,24,7,25,28,22,20,32,34,55,13,4,3,7,0,818,1089,1177,924,2331,3770,7356,2390,7626,6489,12042,6661,3206,3268,1450,385,8263,67333,4141,1632,5893,5658,9920,24450,23907,28296,59186,55159,48796,49924,49573,24487,61383,452404,34,20,10,3,32,29,90,149,1756,4202,9771,8587,10678,7618,647,43624,32,31,43,8,155,181,640,834,2535,1309,1017,511,436,558,131,8425,24,12,24,5,43,85,178,479
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,3,0,0,3,4,9,10,13,31,19,6,4,0,0,2629,2735,173,82,292,194,306,1360,1772,2815,8228,6454,4481,2792,2210,720,5726,37604,24,16,24,43,164,62,454,503,880,403,132,100,39,8,382,3238,11,53,112,256,771,222,776,421,378,122,33,21,7,5,299,3481,3,8,18,25,76,22,53,52,65,28,6,11,0,0,58,428,19,33,111,183,254,60,82,49,38,14,3,4,0,0,71,915,87,127,489,757,1217,452,933,508,596,139,46,35,10,3,635,6038,3,0,5,6,7,4,6,10,10,0,0,0,0,0,227,287,149,239,757,1273,2489,822,2306,1539,1962,707,218,169,65,15,1668,14384,873,423,2096,1975,3369,11540,9082,10324,17539,12048,8261,4555,3784,1321,11566,98762,53,21,7,0,91,31,131,182,1003,1383,1792,1141,902,464,145,7333,10,15,17,3,82,61,219,309,849,300,196,99,80,61,50,2351,23,16,17,3,58,52,131,307
4GADE,6,7,10,9,11,29,44,59,97,52,29,20,5,6,7659,8044,587,288,791,565,927,3152,4764,7276,24200,23671,19752,14772,15399,6467,18224,140834,48,52,59,86,384,182,1379,1887,4498,2736,1142,1076,340,54,1977,15891,36,116,286,695,2235,615,2568,1744,2109,722,287,157,73,14,1182,12843,11,16,39,64,194,55,203,178,333,175,58,56,21,0,208,1614,81,96,289,467,645,164,269,168,176,68,14,10,3,0,261,2715,478,349,1382,2263,3733,1679,3056,2135,2975,898,396,199,100,35,2167,21843,14,10,18,23,10,22,37,38,35,11,3,3,3,0,582,800,663,637,2074,3593,7206,2710,7504,6149,10135,4614,1901,1497,538,110,6362,55698,2491,1156,4965,5137,9371,25418,24130,27619,54006,43672,35909,23477,23476,9314,34281,324430,25,16,3,3,31,14,87,152,1634,3645,6869,4927,4759,2319,356,24840,13,24,28,7,144,153,472,635,1914,839,562,271,200,254,94,5619,17,13,11,8,42,96,188,487
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,19,3,10,15,16,32,69,71,193,101,40,53,33,12,21443,22109,1183,482,1435,1065,1593,5605,8373,13718,43478,39733,30810,25401,22824,8650,40292,244637,98,123,155,242,1025,349,3312,3686,7432,4028,1425,1493,548,126,2827,26864,48,252,634,1397,4298,1097,4571,2857,3224,1070,364,227,85,21,1920,22071,25,39,78,138,333,103,429,307,517,251,98,95,41,10,531,2991,149,183,696,1023,1758,456,673,380,360,101,34,29,6,8,534,6381,850,646,2284,3816,6910,2485,5443,3499,4339,1218,479,317,130,40,3688,36148,14,14,30,40,51,40,73,51,71,16,5,12,3,0,1410,1829,1190,1255,3881,6650,14379,4527,14502,10769,15934,6682,2396,2172,818,209,10913,96283,5774,2300,10142,10092,18833,48220,44913,51393,97481,75001,57307,40480,37535,13794,78028,591294,327,126,52,21,275,124,554,652,5441,8626,13073,8875,8553,4893,1075,52670,44,65,59,17,310,321,978,1262,3793,1609,1080,566,383,474,243,11212,72,46,35,15,177,194,583,1148
3GBRI,14,3,16,6,13,40,62,84,175,98,33,58,22,22,14677,15313,936,410,1170,819,1379,3850,6384,10488,36966,38680,34584,31695,32455,15040,31710,246559,63,116,106,142,720,268,2738,3422,8105,5019,2171,2337,808,144,2863,29018,49,162,383,889,2983,747,3517,2445,3193,1239,489,345,164,36,1542,18187,37,20,61,105,238,75,306,289,538,263,149,121,56,7,400,2662,144,141,508,779,1184,322,512,293,386,134,47,40,10,4,401,4917,872,557,1795,2937,5416,1976,4582,3139,4565,1697,771,394,239,68,3033,32037,15,8,21,25,38,21,38,48,75,19,9,4,3,0,1114,1435,1179,1005,2882,4882,10578,3399,11705,9631,16861,8373,3642,3240,1278,264,9351,88260,4394,1828,7156,7403,14026,31032,33471,38767,83629,72061,63554,49639,50522,22454,57611,537558,71,42,20,4,75,43,178,277,3133,7169,13727,10438,11378,7133,881,54578,19,41,48,7,170,221,724,967,2825,1272,863,503,401,413,131,8614,30,14,24,8,78,113,310,711
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,17,3,8,6,11,29,55,65,126,45,23,16,6,4,8221,8648,605,285,895,668,993,3789,6048,9704,30451,25491,18463,12192,10398,3537,21610,145125,54,43,86,155,538,256,1738,1946,3847,1905,669,598,163,43,1906,13950,34,144,392,994,2942,808,3037,1901,1945,541,187,83,28,10,1557,14593,15,16,60,96,223,72,240,145,298,155,50,34,7,4,321,1728,54,82,371,528,767,199,271,164,157,42,13,3,3,3,306,2962,362,382,1569,2767,4642,1708,3489,2231,2593,728,280,128,61,25,2413,23392,9,4,20,30,34,22,48,39,50,13,6,0,0,0,805,1091,531,668,2508,4570,9153,3062,8827,6425,8891,3375,1200,846,261,91,7307,57718,2862,1241,6777,6816,12081,33765,30492,35116,63691,45431,32708,18758,16481,5593,42709,354520,165,112,40,11,213,101,375,516,3275,4771,6934,4297,3639,1833,634,26910,48,75,52,16,249,235,714,941,2631,1123,739,348,223,272,180,7838,78,51,59,10,155,164,468,954
2GMEL,73,17,63,47,79,131,168,205,514,267,132,132,72,43,24571,26515,2787,1191,3506,2592,4050,10613,16193,24590,77934,77050,63000,60681,61850,32384,67516,505943,208,200,206,346,1210,483,3702,5168,11881,8034,3873,4205,1717,344,6012,47590,142,433,1080,1929,5080,1686,5978,4512,6005,2480,1027,775,285,63,3641,35118,72,68,132,164,374,145,494,442,812,461,243,201,100,18,847,4568,332,311,809,1014,1281,480,657,450,595,242,98,87,39,5,689,7090,2101,1305,4084,5644,8059,4406,7652,6080,10129,3856,1844,1047,615,191,6952,63978,70,27,63,68,58,52,139,88,149,51,23,7,4,3,2078,2867,2921,2339,6373,9162,16061,7243,18628,16739,29562,15122,7107,6324,2767,628,20224,161212,11896,4540,17541,15034,24347,65478,62513,75306,158114,133757,112881,92352,94969,47931,117360,1034011,127,32,19,13,80,79,266,401,5039,11703,24058,19506,21626,15460,1689,100098,45,94,123,20,411,462,1390,1780,5242,2416,1708,894,702,1031,322,16629,47,33,35,11,109,206,531,1273
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,28,4,10,17,18,54,88,102,237,122,58,45,32,10,16439,17259,1046,471,1521,1134,1811,6872,10061,16156,49293,44056,34522,25806,25425,9545,40246,267963,98,111,161,270,1076,434,3323,3681,7554,4507,1580,1551,551,90,3411,28408,52,293,724,1763,5302,1424,5375,3408,3591,1087,380,234,105,22,2515,26271,31,43,108,177,450,117,402,333,540,248,92,79,28,9,605,3253,136,198,793,1319,1822,498,678,367,306,91,28,25,3,3,655,6911,748,743,3177,5651,9141,3802,7810,4761,5590,1574,655,346,144,70,5282,49492,37,8,50,60,66,51,106,64,120,30,12,9,0,0,1739,2345,1099,1402,5010,9236,17855,6322,17697,12618,17699,7524,2736,2233,839,195,14209,116690,5246,2432,12598,13234,23170,67213,56704,63191,110058,80462,59821,40264,39404,14531,79632,667957,255,103,54,14,303,143,631,778,5526,8020,11650,8058,7865,4544,970,48906,53,69,73,15,361,382,1175,1449,4371,1823,1225,591,443,495,260,12781,85,58,62,18,205,233,655,1320
1GSYD,65,20,65,53,80,135,218,237,455,315,160,162,98,70,28544,30674,3228,1366,3942,3187,5080,12472,18270,26178,76147,75410,66997,71358,78487,48792,72975,563885,197,186,208,299,1287,519,3998,5265,12879,9427,4519,5902,2395,599,6062,53743,130,438,1106,1810,4985,1424,5587,4219,5918,2828,1249,969,475,106,3496,34745,53,58,140,194,457,135,546,457,886,584,289,286,117,32,861,5089,393,341,988,1279,1665,635,800,545,722,321,113,112,52,25,813,8793,2698,1523,4707,6689,9744,5143,8988,6676,11180,4768,2546,1624,1007,356,7825,75475,56,29,64,71,71,73,126,98,185,50,32,16,17,3,2488,3370,3533,2575,7213,10348,18206,7927,20035,17257,31771,17974,8737,8909,4056,1121,21548,181215,14000,4963,19161,17100,27919,66081,65107,76736,158913,134736,118011,108429,121168,72981,125519,1130821,87,42,27,5,89,62,231,397,4751,10842,22673,19615,25794,24311,1678,110605,37,86,81,8,376,420,1449,1767,5385,2496,1789,978,889,1243,330,17337,51,24,26,7,79,146,430,1103
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
