GCCSA_CODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
5RWAU,2749,274,3125,137,300,6590,921,67,657,35,76,1756,2026,219,1946,114,221,4526,1783,186,1872,108,188,4141,746,98,829,40,87,1799,755,131,1018,59,94,2053,393,67,602,38,58,1162,255,25,259,8,28,577,113,14,107,4,12,257,56,3,71,3,3,138,34,8,31,3,3,80,14,3,35,0,0,48,9,3,17,0,0,29,38,3,46,0,9,95,473,56,600,23,51,1200,10361,1156,11217,583,1132,24454,2684,283,3294,160,320,6738,365,41,334,22,35,806,1661,137,1378,69,170,3412,1336,148,1269,87,144,2986,797,88,721,35,86,1725,1237,126,1320,68,123,2873,1736,263,2098,144,185,4424,1006,225,1620,109,158,3120,272,57,387,25,37,781,138,20,157,14,21,352,101,12,85,7,9,212,51,3,53,7,6,115,45,0,22,3,9,80,378,35,309,21,53,791,728,70,811,57,86,1746,12538,1515,13853,826,1426,30156,2281,257,2562,145,224,5468,259,28
5GPER,1381,90,698,78,101,2355,1128,17,195,12,47,1401,3402,210,1686,148,354,5801,7044,506,5470,353,766,14145,3733,363,3173,236,376,7878,4131,638,4406,386,504,10068,2363,490,2743,365,362,6329,904,207,1076,174,140,2510,274,72,436,82,39,910,110,50,186,45,15,403,61,28,124,11,5,233,37,20,86,9,5,170,34,10,49,11,3,106,141,26,110,21,13,313,582,60,368,50,90,1147,25332,2790,20818,1993,2834,53767,1392,90,837,74,139,2541,202,7,77,6,3,299,1884,71,488,52,106,2600,1571,129,697,73,152,2620,1392,102,899,72,174,2636,3147,234,2188,157,278,6005,8629,846,7511,502,676,18167,10616,1569,10445,948,1153,24733,3239,671,3458,492,430,8296,1129,231,1222,198,133,2918,454,108,653,88,75,1373,284,70,389,83,36,863,144,57,225,52,20,496,346,149,650,119,56,1321,800,99,602,74,110,1685,35243,4432,30348,2990,3545,76546,1256,90,705,88,122,2261,118,0
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,1351,165,1213,97,104,2928,482,35,321,17,36,894,2413,202,1560,118,249,4541,1288,165,1446,100,143,3146,317,48,352,24,36,769,185,37,248,23,15,506,75,17,130,12,10,248,39,9,77,6,3,130,9,0,3,0,3,17,7,0,5,0,3,17,6,0,7,0,0,11,3,0,5,0,0,8,3,0,3,0,4,13,33,7,20,6,0,62,294,44,224,29,33,624,6503,725,5610,428,642,13902,1134,119,899,66,77,2300,228,19,127,12,23,405,1479,74,718,68,99,2434,1650,186,1268,87,170,3360,761,96,694,49,80,1679,861,121,950,67,105,2100,481,104,715,69,64,1437,165,36,203,18,13,433,49,4,50,4,8,115,16,3,22,0,0,43,8,0,8,0,0,14,0,0,7,0,0,7,6,0,0,0,0,6,34,0,12,4,3,58,288,34,205,25,34,586,7156,794,5881,463,672,14969,837,93,682,55,83,1751,190,31
4GADE,1075,78,468,68,90,1771,666,16,153,11,33,874,4090,190,1600,184,377,6437,5154,489,3831,363,725,10563,2638,285,2214,213,331,5686,2784,361,2457,267,270,6143,1311,206,1239,181,172,3116,442,128,582,104,64,1319,123,36,169,38,19,380,45,8,73,11,3,142,25,8,34,9,6,79,4,7,15,4,0,29,4,3,5,0,3,14,86,11,56,3,9,164,486,47,278,48,85,940,18936,1865,13158,1505,2202,37663,849,61,445,55,81,1489,349,6,53,6,8,419,2478,69,551,91,127,3324,2082,191,1179,111,265,3827,1937,154,1362,112,208,3769,4517,416,3663,352,534,9477,6120,762,5631,584,573,13674,2965,545,2990,383,337,7218,631,164,751,124,97,1757,213,70,285,53,38,660,75,37,138,28,23,303,36,13,68,8,12,147,21,7,20,4,3,56,70,19,83,8,6,194,618,60,347,51,81,1157,22967,2573,17570,1967,2398,47472,686,73,419,66,82,1316,146,0
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,5488,626,5707,371,611,12803,1251,151,975,56,140,2578,5783,606,4275,247,644,11553,8232,861,7217,428,935,17673,4799,472,4085,278,526,10152,7709,811,7223,498,784,17029,7100,1088,7829,698,1049,17759,2487,535,3186,371,503,7089,588,164,742,96,109,1697,201,39,236,38,37,559,63,24,86,14,10,193,52,11,49,3,4,122,27,3,20,0,5,56,181,28,140,16,38,403,1335,178,1242,119,212,3079,45307,5593,43012,3227,5598,102740,5035,558,5059,316,528,11495,673,115,829,39,100,1758,3043,248,2026,156,345,5816,3886,420,2821,195,466,7783,3330,315,2764,204,340,6946,6778,650,5805,385,706,14333,11939,1178,10419,701,1135,25369,12089,1912,13955,1205,1620,30783,3278,880,4563,560,640,9922,956,294,1325,220,218,3009,380,126,546,105,76,1232,181,44,224,30,28,510,78,21,106,19,14,238,293,60,321,53,49,782,1625,196,1447,144,235,3648,53564,7016,52215,4333,6504,123624,4044,436,3592,273,383,8735,523,49
3GBRI,1403,92,853,105,152,2608,663,32,153,22,66,933,3085,287,1853,194,340,5767,6369,733,5010,412,898,13416,5097,568,4441,314,653,11071,10832,1144,9850,720,1107,23656,7122,1029,6679,696,836,16360,2455,424,2370,300,298,5843,582,126,590,109,72,1477,213,52,260,53,22,602,70,21,114,22,12,234,45,13,67,10,3,137,19,12,37,0,0,65,125,29,111,21,30,303,780,91,602,77,107,1663,38855,4649,32992,3041,4600,84140,1384,119,779,114,147,2542,167,10,102,3,18,311,2000,133,745,135,238,3257,1765,284,1140,138,271,3599,1874,196,1345,108,208,3739,4322,417,3125,238,464,8565,13157,1439,11973,815,1277,28670,16205,2268,15180,1458,1811,36919,4484,794,3931,587,570,10366,1469,277,1465,238,198,3646,508,142,708,139,85,1580,246,79,339,62,33,755,137,23,190,34,15,397,269,104,431,71,33,908,1043,132,787,130,170,2263,49039,6424,42247,4265,5539,107508,1135,103,727,105,144,2211,105,5
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,2409,299,1972,215,226,5119,805,60,424,34,61,1380,4579,434,2970,271,423,8678,5504,647,5119,375,595,12236,1816,235,2100,166,194,4508,1237,296,1954,156,166,3807,445,141,823,81,64,1563,120,43,236,25,28,448,29,11,44,3,4,98,19,3,17,0,0,43,13,0,14,7,3,32,15,5,4,0,3,27,9,4,8,0,3,28,108,16,84,14,8,228,606,98,522,48,64,1343,17718,2291,16291,1399,1849,39548,2057,241,1570,195,201,4265,361,21,180,19,24,597,2634,155,1301,116,186,4386,4028,446,3071,260,505,8305,2461,319,2420,200,289,5689,3800,510,3868,318,370,8865,2673,525,3445,285,309,7241,906,296,1602,197,167,3155,202,60,367,38,24,695,49,14,90,3,7,166,20,6,29,0,0,55,15,4,15,8,0,42,21,0,12,0,0,33,107,14,72,8,18,214,737,99,626,84,110,1657,20059,2704,18671,1728,2206,45367,1656,216,1409,144,166,3592,212,10
2GMEL,2835,282,1902,246,338,5603,744,43,327,42,71,1220,5594,452,2829,351,541,9756,13095,1359,10472,1024,1694,27638,8621,955,6912,733,950,18177,12653,1214,8748,954,1073,24648,10219,812,5818,755,714,18318,4842,421,3338,498,347,9450,1335,212,1408,238,151,3347,539,100,664,123,52,1474,254,67,342,89,38,782,182,30,267,54,24,560,118,24,167,30,13,349,438,110,484,93,59,1184,1539,239,1144,196,296,3418,63010,6314,44812,5428,6350,125917,2891,238,1917,278,331,5649,367,12,151,22,26,578,2776,95,833,104,240,4057,3226,312,1861,264,380,6041,3305,289,2554,259,403,6811,10370,963,8134,826,1141,21442,23757,2364,19357,1722,2031,49228,20485,1929,13995,1644,1541,39595,7628,753,5127,760,560,14822,2875,344,2312,347,226,6099,1215,176,1316,187,119,3009,577,113,779,112,64,1635,304,69,512,100,51,1035,906,255,1257,235,137,2789,2200,293,1582,289,364,4720,82875,8197,61701,7149,7597,167525,2784,268,1912,277,349,5585,306,16
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1RNSW,4769,538,4025,330,482,10135,1619,113,908,78,195,2910,8070,714,5300,388,885,15365,9357,1068,8809,630,1372,21235,4805,675,5430,374,715,12006,5428,910,7043,559,725,14669,2795,688,4176,395,413,8466,853,271,1354,155,144,2773,151,32,239,37,25,490,47,17,70,10,14,161,31,7,27,10,6,73,14,0,13,7,4,44,16,0,5,6,3,26,202,14,148,20,33,415,1242,172,1051,112,218,2800,39389,5219,38613,3112,5226,91568,3982,485,3260,311,352,8381,642,38,305,31,63,1085,4807,300,2024,242,454,7827,6154,593,4133,404,750,12029,4172,490,3612,303,595,9172,6970,902,6777,578,981,16212,8375,1250,9721,755,1107,21205,5047,1273,7411,705,732,15162,1171,395,1886,209,220,3884,308,95,561,72,68,1105,112,45,183,22,19,383,52,16,76,10,4,153,24,3,37,5,3,75,208,19,164,22,30,451,1391,188,1180,129,200,3087,43414,6088,41325,3791,5582,100205,3327,393,2687,279,339,7027,387,18
1GSYD,3312,336,2361,343,413,6775,1380,47,340,46,138,1944,6553,717,3223,519,783,11791,8240,1104,7828,770,1529,19470,8036,1005,8249,778,1265,19332,15902,2129,16342,1623,2181,38179,19741,2008,13788,1533,2126,39193,15446,1384,9886,1273,1462,29455,5822,597,4235,590,584,11839,2243,263,2246,285,226,5261,1002,166,1284,183,117,2755,526,129,761,98,64,1579,257,98,432,78,32,902,799,261,1392,227,131,2810,1989,330,1499,244,382,4452,91257,10576,73879,8598,11429,195735,2961,382,2497,380,381,6600,476,17,167,30,43,732,4694,160,874,269,461,6458,3266,516,1871,468,608,6725,2743,402,2218,316,560,6237,5999,822,5178,628,1038,13675,16031,1941,15911,1530,2227,37637,26688,3432,23511,2679,3092,59405,17850,1994,12923,1753,1842,36359,9672,930,6916,947,982,19447,4654,528,4000,560,452,10183,2258,307,2476,337,239,5625,1191,193,1501,214,153,3247,1931,624,3484,560,287,6896,2636,391,1986,390,514,5918,103065,12646,85522,11041,12878,225142,3061,331,2317,344,407,6455,351,6
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
