SA2_NAME16	Year	EduInstitutionType	students
Moree Region	2016	Pre-school	117
Moree Region	2016	Secondary	313
Moree Region	2016	Technical or Further Educational Institution	66
Moree Region	2016	University or other tertiary	79
Narrabri	2006		515
Narrabri	2006	Infants/Primary	607
Narrabri	2006	Pre-school	128
Narrabri	2006	Secondary	457
Narrabri	2006	Technical or Further Educational Institution	180
Narrabri	2006	University or other tertiary	90
Narrabri	2011		559
Narrabri	2011	Infants/Primary	599
Narrabri	2011	Pre-school	126
Narrabri	2011	Secondary	393
Narrabri	2011	Technical or Further Educational Institution	200
Narrabri	2011	University or other tertiary	97
Narrabri	2016		817
Narrabri	2016	Infants/Primary	637
Narrabri	2016	Pre-school	149
Narrabri	2016	Secondary	379
Narrabri	2016	Technical or Further Educational Institution	129
Narrabri	2016	University or other tertiary	100
Narrabri Region	2006		425
Narrabri Region	2006	Infants/Primary	547
Narrabri Region	2006	Pre-school	116
Narrabri Region	2006	Secondary	342
Narrabri Region	2006	Technical or Further Educational Institution	114
Narrabri Region	2006	University or other tertiary	41
Narrabri Region	2011		390
Narrabri Region	2011	Infants/Primary	455
Narrabri Region	2011	Pre-school	103
Narrabri Region	2011	Secondary	309
Narrabri Region	2011	Technical or Further Educational Institution	82
Narrabri Region	2011	University or other tertiary	68
Narrabri Region	2016		645
Narrabri Region	2016	Infants/Primary	452
Narrabri Region	2016	Pre-school	87
Narrabri Region	2016	Secondary	294
Narrabri Region	2016	Technical or Further Educational Institution	46
Narrabri Region	2016	University or other tertiary	48
Gunnedah	2006		668
Gunnedah	2006	Infants/Primary	786
Gunnedah	2006	Pre-school	163
Gunnedah	2006	Secondary	581
Gunnedah	2006	Technical or Further Educational Institution	225
Gunnedah	2006	University or other tertiary	101
Gunnedah	2011		780
Gunnedah	2011	Infants/Primary	736
Gunnedah	2011	Pre-school	191
Gunnedah	2011	Secondary	557
Gunnedah	2011	Technical or Further Educational Institution	187
Gunnedah	2011	University or other tertiary	110
Gunnedah	2016		877
Gunnedah	2016	Infants/Primary	819
Gunnedah	2016	Pre-school	234
Gunnedah	2016	Secondary	493
Gunnedah	2016	Technical or Further Educational Institution	173
Gunnedah	2016	University or other tertiary	145
Gunnedah Region	2006		304
Gunnedah Region	2006	Infants/Primary	511
Gunnedah Region	2006	Pre-school	90
Gunnedah Region	2006	Secondary	259
Gunnedah Region	2006	Technical or Further Educational Institution	82
Gunnedah Region	2006	University or other tertiary	22
Gunnedah Region	2011		330
Gunnedah Region	2011	Infants/Primary	417
Gunnedah Region	2011	Pre-school	90
Gunnedah Region	2011	Secondary	350
Gunnedah Region	2011	Technical or Further Educational Institution	68
Gunnedah Region	2011	University or other tertiary	48
Gunnedah Region	2016		434
Gunnedah Region	2016	Infants/Primary	350
Gunnedah Region	2016	Pre-school	85
Gunnedah Region	2016	Secondary	226
Gunnedah Region	2016	Technical or Further Educational Institution	54
Gunnedah Region	2016	University or other tertiary	59
Quirindi	2006		690
Quirindi	2006	Infants/Primary	649
Quirindi	2006	Pre-school	131
Quirindi	2006	Secondary	467
Quirindi	2006	Technical or Further Educational Institution	126
Quirindi	2006	University or other tertiary	59
Quirindi	2011		606
Quirindi	2011	Infants/Primary	631
Quirindi	2011	Pre-school	153
Quirindi	2011	Secondary	443
Quirindi	2011	Technical or Further Educational Institution	173
Quirindi	2011	University or other tertiary	87
Quirindi	2016		828
Quirindi	2016	Infants/Primary	578
Quirindi	2016	Pre-school	160
Quirindi	2016	Secondary	470
Quirindi	2016	Technical or Further Educational Institution	102
Quirindi	2016	University or other tertiary	100
Tamworth - East	2006		1095
Tamworth - East	2006	Infants/Primary	1778
Tamworth - East	2006	Pre-school	372
Tamworth - East	2006	Secondary	1795
Tamworth - East	2006	Technical or Further Educational Institution	519
Tamworth - East	2006	University or other tertiary	294
Tamworth - East	2011		1449
Tamworth - East	2011	Infants/Primary	1717
Tamworth - East	2011	Pre-school	408
Tamworth - East	2011	Secondary	1591
Tamworth - East	2011	Technical or Further Educational Institution	503
Tamworth - East	2011	University or other tertiary	339
Tamworth - East	2016		1692
Tamworth - East	2016	Infants/Primary	1758
Tamworth - East	2016	Pre-school	424
Tamworth - East	2016	Secondary	1407
Tamworth - East	2016	Technical or Further Educational Institution	436
Tamworth - East	2016	University or other tertiary	373
Tamworth - North	2006		1083
Tamworth - North	2006	Infants/Primary	946
Tamworth - North	2006	Pre-school	206
Tamworth - North	2006	Secondary	996
Tamworth - North	2006	Technical or Further Educational Institution	346
Tamworth - North	2006	University or other tertiary	236
Tamworth - North	2011		1160
Tamworth - North	2011	Infants/Primary	977
Tamworth - North	2011	Pre-school	252
Tamworth - North	2011	Secondary	861
Tamworth - North	2011	Technical or Further Educational Institution	390
Tamworth - North	2011	University or other tertiary	306
Tamworth - North	2016		1381
Tamworth - North	2016	Infants/Primary	1160
Tamworth - North	2016	Pre-school	287
Tamworth - North	2016	Secondary	978
Tamworth - North	2016	Technical or Further Educational Institution	327
Tamworth - North	2016	University or other tertiary	373
Tamworth - West	2006		435
Tamworth - West	2006	Infants/Primary	601
Tamworth - West	2006	Pre-school	109
Tamworth - West	2006	Secondary	407
Tamworth - West	2006	Technical or Further Educational Institution	123
Tamworth - West	2006	University or other tertiary	57
Tamworth - West	2011		492
Tamworth - West	2011	Infants/Primary	566
Tamworth - West	2011	Pre-school	143
Tamworth - West	2011	Secondary	366
Tamworth - West	2011	Technical or Further Educational Institution	156
Tamworth - West	2011	University or other tertiary	64
Tamworth - West	2016		658
Tamworth - West	2016	Infants/Primary	628
Tamworth - West	2016	Pre-school	125
Tamworth - West	2016	Secondary	369
Tamworth - West	2016	Technical or Further Educational Institution	120
Tamworth - West	2016	University or other tertiary	53
Tamworth Region	2006		1086
Tamworth Region	2006	Infants/Primary	1544
Tamworth Region	2006	Pre-school	296
Tamworth Region	2006	Secondary	1194
Tamworth Region	2006	Technical or Further Educational Institution	341
Tamworth Region	2006	University or other tertiary	186
Tamworth Region	2011		1001
Tamworth Region	2011	Infants/Primary	1620
Tamworth Region	2011	Pre-school	329
Tamworth Region	2011	Secondary	1226
Tamworth Region	2011	Technical or Further Educational Institution	377
Tamworth Region	2011	University or other tertiary	247
Tamworth Region	2016		1730
Tamworth Region	2016	Infants/Primary	1737
Tamworth Region	2016	Pre-school	363
Tamworth Region	2016	Secondary	1214
Tamworth Region	2016	Technical or Further Educational Institution	290
Tamworth Region	2016	University or other tertiary	268
Belmont - Bennetts Green	2006		1033
Belmont - Bennetts Green	2006	Infants/Primary	1417
Belmont - Bennetts Green	2006	Pre-school	318
Belmont - Bennetts Green	2006	Secondary	1133
Belmont - Bennetts Green	2006	Technical or Further Educational Institution	379
Belmont - Bennetts Green	2006	University or other tertiary	366
Belmont - Bennetts Green	2011		1046
Belmont - Bennetts Green	2011	Infants/Primary	1408
Belmont - Bennetts Green	2011	Pre-school	343
Belmont - Bennetts Green	2011	Secondary	1209
Belmont - Bennetts Green	2011	Technical or Further Educational Institution	390
Belmont - Bennetts Green	2011	University or other tertiary	463
Belmont - Bennetts Green	2016		1030
Belmont - Bennetts Green	2016	Infants/Primary	1495
Belmont - Bennetts Green	2016	Pre-school	375
Belmont - Bennetts Green	2016	Secondary	1184
Belmont - Bennetts Green	2016	Technical or Further Educational Institution	333
Belmont - Bennetts Green	2016	University or other tertiary	535
Belmont South - Blacksmiths	2006		414
Belmont South - Blacksmiths	2006	Infants/Primary	443
Belmont South - Blacksmiths	2006	Pre-school	101
Belmont South - Blacksmiths	2006	Secondary	285
Belmont South - Blacksmiths	2006	Technical or Further Educational Institution	130
Belmont South - Blacksmiths	2006	University or other tertiary	92
Belmont South - Blacksmiths	2011		399
Belmont South - Blacksmiths	2011	Infants/Primary	416
Belmont South - Blacksmiths	2011	Pre-school	68
Belmont South - Blacksmiths	2011	Secondary	354
Belmont South - Blacksmiths	2011	Technical or Further Educational Institution	146
Belmont South - Blacksmiths	2011	University or other tertiary	120
Belmont South - Blacksmiths	2016		338
Belmont South - Blacksmiths	2016	Infants/Primary	391
Belmont South - Blacksmiths	2016	Pre-school	69
Belmont South - Blacksmiths	2016	Secondary	337
Belmont South - Blacksmiths	2016	Technical or Further Educational Institution	124
Belmont South - Blacksmiths	2016	University or other tertiary	126
Charlestown - Dudley	2006		1603
Charlestown - Dudley	2006	Infants/Primary	1893
Charlestown - Dudley	2006	Pre-school	401
Charlestown - Dudley	2006	Secondary	1532
Charlestown - Dudley	2006	Technical or Further Educational Institution	545
Charlestown - Dudley	2006	University or other tertiary	794
Charlestown - Dudley	2011		1351
Charlestown - Dudley	2011	Infants/Primary	1820
Charlestown - Dudley	2011	Pre-school	473
Charlestown - Dudley	2011	Secondary	1504
Charlestown - Dudley	2011	Technical or Further Educational Institution	486
Charlestown - Dudley	2011	University or other tertiary	967
Charlestown - Dudley	2016		1312
Charlestown - Dudley	2016	Infants/Primary	2044
Charlestown - Dudley	2016	Pre-school	470
Charlestown - Dudley	2016	Secondary	1389
Charlestown - Dudley	2016	Technical or Further Educational Institution	453
Charlestown - Dudley	2016	University or other tertiary	1005
Glendale - Cardiff - Hillsborough	2006		1460
Glendale - Cardiff - Hillsborough	2006	Infants/Primary	2006
Glendale - Cardiff - Hillsborough	2006	Pre-school	391
Glendale - Cardiff - Hillsborough	2006	Secondary	1544
Glendale - Cardiff - Hillsborough	2006	Technical or Further Educational Institution	548
Glendale - Cardiff - Hillsborough	2006	University or other tertiary	676
Glendale - Cardiff - Hillsborough	2011		1275
Glendale - Cardiff - Hillsborough	2011	Infants/Primary	1883
Glendale - Cardiff - Hillsborough	2011	Pre-school	449
Glendale - Cardiff - Hillsborough	2011	Secondary	1524
Glendale - Cardiff - Hillsborough	2011	Technical or Further Educational Institution	530
Glendale - Cardiff - Hillsborough	2011	University or other tertiary	863
Glendale - Cardiff - Hillsborough	2016		1139
Glendale - Cardiff - Hillsborough	2016	Infants/Primary	2058
Glendale - Cardiff - Hillsborough	2016	Pre-school	550
Glendale - Cardiff - Hillsborough	2016	Secondary	1545
Glendale - Cardiff - Hillsborough	2016	Technical or Further Educational Institution	468
Glendale - Cardiff - Hillsborough	2016	University or other tertiary	898
Mount Hutton - Windale	2006		833
Mount Hutton - Windale	2006	Infants/Primary	906
Mount Hutton - Windale	2006	Pre-school	198
Mount Hutton - Windale	2006	Secondary	646
Mount Hutton - Windale	2006	Technical or Further Educational Institution	195
Mount Hutton - Windale	2006	University or other tertiary	184
Mount Hutton - Windale	2011		609
Mount Hutton - Windale	2011	Infants/Primary	736
Mount Hutton - Windale	2011	Pre-school	148
Mount Hutton - Windale	2011	Secondary	585
Mount Hutton - Windale	2011	Technical or Further Educational Institution	211
Mount Hutton - Windale	2011	University or other tertiary	191
Mount Hutton - Windale	2016		663
Mount Hutton - Windale	2016	Infants/Primary	789
Mount Hutton - Windale	2016	Pre-school	172
Mount Hutton - Windale	2016	Secondary	552
Mount Hutton - Windale	2016	Technical or Further Educational Institution	152
Mount Hutton - Windale	2016	University or other tertiary	233
Redhead	2006		243
Redhead	2006	Infants/Primary	269
Redhead	2006	Pre-school	67
Redhead	2006	Secondary	260
Redhead	2006	Technical or Further Educational Institution	58
Redhead	2006	University or other tertiary	111
Redhead	2011		133
Redhead	2011	Infants/Primary	287
Redhead	2011	Pre-school	73
Redhead	2011	Secondary	240
Redhead	2011	Technical or Further Educational Institution	66
Redhead	2011	University or other tertiary	139
Redhead	2016		237
Redhead	2016	Infants/Primary	307
Redhead	2016	Pre-school	68
Redhead	2016	Secondary	233
Redhead	2016	Technical or Further Educational Institution	55
Redhead	2016	University or other tertiary	127
Swansea - Caves Beach	2006		810
Swansea - Caves Beach	2006	Infants/Primary	872
Swansea - Caves Beach	2006	Pre-school	148
Swansea - Caves Beach	2006	Secondary	723
Swansea - Caves Beach	2006	Technical or Further Educational Institution	264
Swansea - Caves Beach	2006	University or other tertiary	206
Swansea - Caves Beach	2011		823
Swansea - Caves Beach	2011	Infants/Primary	742
Swansea - Caves Beach	2011	Pre-school	187
Swansea - Caves Beach	2011	Secondary	669
Swansea - Caves Beach	2011	Technical or Further Educational Institution	226
Swansea - Caves Beach	2011	University or other tertiary	248
Swansea - Caves Beach	2016		723
Swansea - Caves Beach	2016	Infants/Primary	834
Swansea - Caves Beach	2016	Pre-school	204
Swansea - Caves Beach	2016	Secondary	645
Swansea - Caves Beach	2016	Technical or Further Educational Institution	180
Swansea - Caves Beach	2016	University or other tertiary	325
Valentine - Eleebana	2006		493
Valentine - Eleebana	2006	Infants/Primary	1143
Valentine - Eleebana	2006	Pre-school	230
Valentine - Eleebana	2006	Secondary	1048
Valentine - Eleebana	2006	Technical or Further Educational Institution	291
Valentine - Eleebana	2006	University or other tertiary	465
Valentine - Eleebana	2011		485
Valentine - Eleebana	2011	Infants/Primary	1087
Valentine - Eleebana	2011	Pre-school	238
Valentine - Eleebana	2011	Secondary	984
Valentine - Eleebana	2011	Technical or Further Educational Institution	223
Valentine - Eleebana	2011	University or other tertiary	524
Valentine - Eleebana	2016		473
Valentine - Eleebana	2016	Infants/Primary	1127
Valentine - Eleebana	2016	Pre-school	226
Valentine - Eleebana	2016	Secondary	960
Valentine - Eleebana	2016	Technical or Further Educational Institution	216
Valentine - Eleebana	2016	University or other tertiary	525
Warners Bay - Boolaroo	2006		818
Warners Bay - Boolaroo	2006	Infants/Primary	1070
Warners Bay - Boolaroo	2006	Pre-school	223
Warners Bay - Boolaroo	2006	Secondary	808
Warners Bay - Boolaroo	2006	Technical or Further Educational Institution	311
Warners Bay - Boolaroo	2006	University or other tertiary	366
Warners Bay - Boolaroo	2011		618
Warners Bay - Boolaroo	2011	Infants/Primary	1025
Warners Bay - Boolaroo	2011	Pre-school	255
Warners Bay - Boolaroo	2011	Secondary	857
Warners Bay - Boolaroo	2011	Technical or Further Educational Institution	264
Warners Bay - Boolaroo	2011	University or other tertiary	458
Warners Bay - Boolaroo	2016		675
Warners Bay - Boolaroo	2016	Infants/Primary	1049
Warners Bay - Boolaroo	2016	Pre-school	264
Warners Bay - Boolaroo	2016	Secondary	883
Warners Bay - Boolaroo	2016	Technical or Further Educational Institution	231
Warners Bay - Boolaroo	2016	University or other tertiary	521
Bolton Point - Teralba	2006		522
Bolton Point - Teralba	2006	Infants/Primary	853
Bolton Point - Teralba	2006	Pre-school	147
Bolton Point - Teralba	2006	Secondary	639
Bolton Point - Teralba	2006	Technical or Further Educational Institution	165
Bolton Point - Teralba	2006	University or other tertiary	133
Bolton Point - Teralba	2011		559
Bolton Point - Teralba	2011	Infants/Primary	676
Bolton Point - Teralba	2011	Pre-school	138
Bolton Point - Teralba	2011	Secondary	635
Bolton Point - Teralba	2011	Technical or Further Educational Institution	214
Bolton Point - Teralba	2011	University or other tertiary	191
Bolton Point - Teralba	2016		692
Bolton Point - Teralba	2016	Infants/Primary	651
Bolton Point - Teralba	2016	Pre-school	150
Bolton Point - Teralba	2016	Secondary	552
Bolton Point - Teralba	2016	Technical or Further Educational Institution	180
Bolton Point - Teralba	2016	University or other tertiary	189
Bonnells Bay - Silverwater	2006		456
Bonnells Bay - Silverwater	2006	Infants/Primary	706
Bonnells Bay - Silverwater	2006	Pre-school	140
Bonnells Bay - Silverwater	2006	Secondary	485
Bonnells Bay - Silverwater	2006	Technical or Further Educational Institution	178
Bonnells Bay - Silverwater	2006	University or other tertiary	190
Bonnells Bay - Silverwater	2011		486
Bonnells Bay - Silverwater	2011	Infants/Primary	681
Bonnells Bay - Silverwater	2011	Pre-school	145
Bonnells Bay - Silverwater	2011	Secondary	489
Bonnells Bay - Silverwater	2011	Technical or Further Educational Institution	194
Bonnells Bay - Silverwater	2011	University or other tertiary	234
Bonnells Bay - Silverwater	2016		492
Bonnells Bay - Silverwater	2016	Infants/Primary	742
Bonnells Bay - Silverwater	2016	Pre-school	141
Bonnells Bay - Silverwater	2016	Secondary	541
Bonnells Bay - Silverwater	2016	Technical or Further Educational Institution	170
Bonnells Bay - Silverwater	2016	University or other tertiary	226
Edgeworth - Cameron Park	2006		624
Edgeworth - Cameron Park	2006	Infants/Primary	971
Edgeworth - Cameron Park	2006	Pre-school	208
Edgeworth - Cameron Park	2006	Secondary	635
Edgeworth - Cameron Park	2006	Technical or Further Educational Institution	228
Edgeworth - Cameron Park	2006	University or other tertiary	156
Edgeworth - Cameron Park	2011		547
Edgeworth - Cameron Park	2011	Infants/Primary	1080
Edgeworth - Cameron Park	2011	Pre-school	277
Edgeworth - Cameron Park	2011	Secondary	771
Edgeworth - Cameron Park	2011	Technical or Further Educational Institution	282
Edgeworth - Cameron Park	2011	University or other tertiary	299
Edgeworth - Cameron Park	2016		791
Edgeworth - Cameron Park	2016	Infants/Primary	1417
Edgeworth - Cameron Park	2016	Pre-school	383
Edgeworth - Cameron Park	2016	Secondary	968
Edgeworth - Cameron Park	2016	Technical or Further Educational Institution	268
Edgeworth - Cameron Park	2016	University or other tertiary	434
Morisset - Cooranbong	2006		939
Morisset - Cooranbong	2006	Infants/Primary	1101
Morisset - Cooranbong	2006	Pre-school	234
Morisset - Cooranbong	2006	Secondary	841
Morisset - Cooranbong	2006	Technical or Further Educational Institution	263
Morisset - Cooranbong	2006	University or other tertiary	542
Morisset - Cooranbong	2011		795
Morisset - Cooranbong	2011	Infants/Primary	1045
Morisset - Cooranbong	2011	Pre-school	179
Morisset - Cooranbong	2011	Secondary	893
Morisset - Cooranbong	2011	Technical or Further Educational Institution	306
Morisset - Cooranbong	2011	University or other tertiary	619
Morisset - Cooranbong	2016		1002
Morisset - Cooranbong	2016	Infants/Primary	1050
Morisset - Cooranbong	2016	Pre-school	208
Morisset - Cooranbong	2016	Secondary	907
Morisset - Cooranbong	2016	Technical or Further Educational Institution	254
Morisset - Cooranbong	2016	University or other tertiary	601
Toronto - Awaba	2006		961
Toronto - Awaba	2006	Infants/Primary	1089
Toronto - Awaba	2006	Pre-school	216
Toronto - Awaba	2006	Secondary	899
Toronto - Awaba	2006	Technical or Further Educational Institution	278
Toronto - Awaba	2006	University or other tertiary	321
Toronto - Awaba	2011		878
Toronto - Awaba	2011	Infants/Primary	969
Toronto - Awaba	2011	Pre-school	226
Toronto - Awaba	2011	Secondary	849
Toronto - Awaba	2011	Technical or Further Educational Institution	297
Toronto - Awaba	2011	University or other tertiary	366
Toronto - Awaba	2016		904
Toronto - Awaba	2016	Infants/Primary	954
Toronto - Awaba	2016	Pre-school	204
Toronto - Awaba	2016	Secondary	815
Toronto - Awaba	2016	Technical or Further Educational Institution	267
Toronto - Awaba	2016	University or other tertiary	384
Wangi Wangi - Rathmines	2006		638
Wangi Wangi - Rathmines	2006	Infants/Primary	683
Wangi Wangi - Rathmines	2006	Pre-school	153
Wangi Wangi - Rathmines	2006	Secondary	600
Wangi Wangi - Rathmines	2006	Technical or Further Educational Institution	203
Wangi Wangi - Rathmines	2006	University or other tertiary	205
Wangi Wangi - Rathmines	2011		426
Wangi Wangi - Rathmines	2011	Infants/Primary	660
Wangi Wangi - Rathmines	2011	Pre-school	143
Wangi Wangi - Rathmines	2011	Secondary	532
Wangi Wangi - Rathmines	2011	Technical or Further Educational Institution	222
Wangi Wangi - Rathmines	2011	University or other tertiary	245
Wangi Wangi - Rathmines	2016		386
Wangi Wangi - Rathmines	2016	Infants/Primary	631
Wangi Wangi - Rathmines	2016	Pre-school	149
Wangi Wangi - Rathmines	2016	Secondary	582
Wangi Wangi - Rathmines	2016	Technical or Further Educational Institution	146
Wangi Wangi - Rathmines	2016	University or other tertiary	237
West Wallsend - Barnsley - Killingworth	2006		406
West Wallsend - Barnsley - Killingworth	2006	Infants/Primary	634
West Wallsend - Barnsley - Killingworth	2006	Pre-school	146
West Wallsend - Barnsley - Killingworth	2006	Secondary	503
West Wallsend - Barnsley - Killingworth	2006	Technical or Further Educational Institution	185
West Wallsend - Barnsley - Killingworth	2006	University or other tertiary	122
West Wallsend - Barnsley - Killingworth	2011		353
West Wallsend - Barnsley - Killingworth	2011	Infants/Primary	628
West Wallsend - Barnsley - Killingworth	2011	Pre-school	133
West Wallsend - Barnsley - Killingworth	2011	Secondary	469
West Wallsend - Barnsley - Killingworth	2011	Technical or Further Educational Institution	157
West Wallsend - Barnsley - Killingworth	2011	University or other tertiary	126
West Wallsend - Barnsley - Killingworth	2016		320
West Wallsend - Barnsley - Killingworth	2016	Infants/Primary	561
West Wallsend - Barnsley - Killingworth	2016	Pre-school	136
West Wallsend - Barnsley - Killingworth	2016	Secondary	461
West Wallsend - Barnsley - Killingworth	2016	Technical or Further Educational Institution	138
West Wallsend - Barnsley - Killingworth	2016	University or other tertiary	130
Adamstown - Kotara	2006		907
Adamstown - Kotara	2006	Infants/Primary	1122
Adamstown - Kotara	2006	Pre-school	253
Adamstown - Kotara	2006	Secondary	955
Adamstown - Kotara	2006	Technical or Further Educational Institution	317
Adamstown - Kotara	2006	University or other tertiary	640
Adamstown - Kotara	2011		729
Adamstown - Kotara	2011	Infants/Primary	1223
Adamstown - Kotara	2011	Pre-school	296
Adamstown - Kotara	2011	Secondary	907
Adamstown - Kotara	2011	Technical or Further Educational Institution	317
Adamstown - Kotara	2011	University or other tertiary	742
Adamstown - Kotara	2016		602
Adamstown - Kotara	2016	Infants/Primary	1446
Adamstown - Kotara	2016	Pre-school	361
Adamstown - Kotara	2016	Secondary	1053
Adamstown - Kotara	2016	Technical or Further Educational Institution	304
Adamstown - Kotara	2016	University or other tertiary	836
Beresfield - Hexham	2006		716
Beresfield - Hexham	2006	Infants/Primary	783
Beresfield - Hexham	2006	Pre-school	168
Beresfield - Hexham	2006	Secondary	515
Beresfield - Hexham	2006	Technical or Further Educational Institution	195
Beresfield - Hexham	2006	University or other tertiary	96
Beresfield - Hexham	2011		671
Beresfield - Hexham	2011	Infants/Primary	672
Beresfield - Hexham	2011	Pre-school	163
Beresfield - Hexham	2011	Secondary	540
Beresfield - Hexham	2011	Technical or Further Educational Institution	197
Beresfield - Hexham	2011	University or other tertiary	131
Beresfield - Hexham	2016		610
Beresfield - Hexham	2016	Infants/Primary	670
Beresfield - Hexham	2016	Pre-school	157
Beresfield - Hexham	2016	Secondary	451
Beresfield - Hexham	2016	Technical or Further Educational Institution	166
Beresfield - Hexham	2016	University or other tertiary	180
Hamilton - Broadmeadow	2006		1017
Hamilton - Broadmeadow	2006	Infants/Primary	779
Hamilton - Broadmeadow	2006	Pre-school	169
Hamilton - Broadmeadow	2006	Secondary	525
Hamilton - Broadmeadow	2006	Technical or Further Educational Institution	313
Hamilton - Broadmeadow	2006	University or other tertiary	661
Hamilton - Broadmeadow	2011		933
Hamilton - Broadmeadow	2011	Infants/Primary	768
Hamilton - Broadmeadow	2011	Pre-school	177
Hamilton - Broadmeadow	2011	Secondary	602
Hamilton - Broadmeadow	2011	Technical or Further Educational Institution	283
Hamilton - Broadmeadow	2011	University or other tertiary	795
Hamilton - Broadmeadow	2016		861
Hamilton - Broadmeadow	2016	Infants/Primary	826
Hamilton - Broadmeadow	2016	Pre-school	206
Hamilton - Broadmeadow	2016	Secondary	628
Hamilton - Broadmeadow	2016	Technical or Further Educational Institution	237
Hamilton - Broadmeadow	2016	University or other tertiary	899
Lambton - New Lambton	2006		966
Lambton - New Lambton	2006	Infants/Primary	1291
Lambton - New Lambton	2006	Pre-school	282
Lambton - New Lambton	2006	Secondary	1052
Lambton - New Lambton	2006	Technical or Further Educational Institution	341
Lambton - New Lambton	2006	University or other tertiary	719
Lambton - New Lambton	2011		880
Lambton - New Lambton	2011	Infants/Primary	1553
Lambton - New Lambton	2011	Pre-school	365
Lambton - New Lambton	2011	Secondary	959
Lambton - New Lambton	2011	Technical or Further Educational Institution	370
Lambton - New Lambton	2011	University or other tertiary	897
Lambton - New Lambton	2016		758
Lambton - New Lambton	2016	Infants/Primary	1493
Lambton - New Lambton	2016	Pre-school	373
Lambton - New Lambton	2016	Secondary	1148
Lambton - New Lambton	2016	Technical or Further Educational Institution	341
Lambton - New Lambton	2016	University or other tertiary	985
Maryland - Fletcher - Minmi	2006		489
Maryland - Fletcher - Minmi	2006	Infants/Primary	1231
Maryland - Fletcher - Minmi	2006	Pre-school	269
Maryland - Fletcher - Minmi	2006	Secondary	818
Maryland - Fletcher - Minmi	2006	Technical or Further Educational Institution	239
Maryland - Fletcher - Minmi	2006	University or other tertiary	311
Maryland - Fletcher - Minmi	2011		477
Maryland - Fletcher - Minmi	2011	Infants/Primary	1266
Maryland - Fletcher - Minmi	2011	Pre-school	264
Maryland - Fletcher - Minmi	2011	Secondary	936
Maryland - Fletcher - Minmi	2011	Technical or Further Educational Institution	270
Maryland - Fletcher - Minmi	2011	University or other tertiary	384
Maryland - Fletcher - Minmi	2016		548
Maryland - Fletcher - Minmi	2016	Infants/Primary	1468
Maryland - Fletcher - Minmi	2016	Pre-school	373
Maryland - Fletcher - Minmi	2016	Secondary	1134
Maryland - Fletcher - Minmi	2016	Technical or Further Educational Institution	260
Maryland - Fletcher - Minmi	2016	University or other tertiary	593
Mayfield - Warabrook	2006		1279
Mayfield - Warabrook	2006	Infants/Primary	952
Mayfield - Warabrook	2006	Pre-school	231
Mayfield - Warabrook	2006	Secondary	711
Mayfield - Warabrook	2006	Technical or Further Educational Institution	455
Mayfield - Warabrook	2006	University or other tertiary	704
Mayfield - Warabrook	2011		1248
Mayfield - Warabrook	2011	Infants/Primary	895
Mayfield - Warabrook	2011	Pre-school	250
Mayfield - Warabrook	2011	Secondary	615
Mayfield - Warabrook	2011	Technical or Further Educational Institution	442
Mayfield - Warabrook	2011	University or other tertiary	890
Mayfield - Warabrook	2016		1116
Mayfield - Warabrook	2016	Infants/Primary	950
Mayfield - Warabrook	2016	Pre-school	237
Mayfield - Warabrook	2016	Secondary	617
Mayfield - Warabrook	2016	Technical or Further Educational Institution	461
Mayfield - Warabrook	2016	University or other tertiary	1032
Merewether - The Junction	2006		828
Merewether - The Junction	2006	Infants/Primary	921
Merewether - The Junction	2006	Pre-school	208
Merewether - The Junction	2006	Secondary	787
Merewether - The Junction	2006	Technical or Further Educational Institution	327
Merewether - The Junction	2006	University or other tertiary	930
Merewether - The Junction	2011		663
Merewether - The Junction	2011	Infants/Primary	1014
Merewether - The Junction	2011	Pre-school	230
Merewether - The Junction	2011	Secondary	806
Merewether - The Junction	2011	Technical or Further Educational Institution	284
Merewether - The Junction	2011	University or other tertiary	1107
Merewether - The Junction	2016		737
Merewether - The Junction	2016	Infants/Primary	1165
Merewether - The Junction	2016	Pre-school	266
Merewether - The Junction	2016	Secondary	870
Merewether - The Junction	2016	Technical or Further Educational Institution	233
Merewether - The Junction	2016	University or other tertiary	973
Newcastle - Cooks Hill	2006		1323
Newcastle - Cooks Hill	2006	Infants/Primary	350
Newcastle - Cooks Hill	2006	Pre-school	88
Newcastle - Cooks Hill	2006	Secondary	327
Newcastle - Cooks Hill	2006	Technical or Further Educational Institution	267
Newcastle - Cooks Hill	2006	University or other tertiary	1047
Newcastle - Cooks Hill	2011		855
Newcastle - Cooks Hill	2011	Infants/Primary	422
Newcastle - Cooks Hill	2011	Pre-school	104
Newcastle - Cooks Hill	2011	Secondary	333
Newcastle - Cooks Hill	2011	Technical or Further Educational Institution	269
Newcastle - Cooks Hill	2011	University or other tertiary	1250
Newcastle - Cooks Hill	2016		1008
Newcastle - Cooks Hill	2016	Infants/Primary	445
Newcastle - Cooks Hill	2016	Pre-school	104
Newcastle - Cooks Hill	2016	Secondary	417
Newcastle - Cooks Hill	2016	Technical or Further Educational Institution	236
Newcastle - Cooks Hill	2016	University or other tertiary	1051
Newcastle Port - Kooragang	2006		0
Newcastle Port - Kooragang	2006	Infants/Primary	0
Newcastle Port - Kooragang	2006	Pre-school	0
Newcastle Port - Kooragang	2006	Secondary	0
Newcastle Port - Kooragang	2006	Technical or Further Educational Institution	0
