SA2_NAME16	Year	IndigenousStatus	persons
Hoxton Park - Carnes Hill - Horningsea Park	2006	Non-indigenous	8138
Hoxton Park - Carnes Hill - Horningsea Park	2006	Torres Strait Islander	4
Hoxton Park - Carnes Hill - Horningsea Park	2011	Aboriginal	110
Hoxton Park - Carnes Hill - Horningsea Park	2011	Both Aboriginal & Torres Strait Islander	3
Hoxton Park - Carnes Hill - Horningsea Park	2011	Non-indigenous	8880
Hoxton Park - Carnes Hill - Horningsea Park	2011	Torres Strait Islander	0
Hoxton Park - Carnes Hill - Horningsea Park	2016	Aboriginal	144
Hoxton Park - Carnes Hill - Horningsea Park	2016	Both Aboriginal & Torres Strait Islander	7
Hoxton Park - Carnes Hill - Horningsea Park	2016	Non-indigenous	11440
Hoxton Park - Carnes Hill - Horningsea Park	2016	Torres Strait Islander	0
West Hoxton - Middleton Grange	2006	Aboriginal	49
West Hoxton - Middleton Grange	2006	Both Aboriginal & Torres Strait Islander	0
West Hoxton - Middleton Grange	2006	Non-indigenous	8119
West Hoxton - Middleton Grange	2006	Torres Strait Islander	5
West Hoxton - Middleton Grange	2011	Aboriginal	85
West Hoxton - Middleton Grange	2011	Both Aboriginal & Torres Strait Islander	0
West Hoxton - Middleton Grange	2011	Non-indigenous	10312
West Hoxton - Middleton Grange	2011	Torres Strait Islander	6
West Hoxton - Middleton Grange	2016	Aboriginal	114
West Hoxton - Middleton Grange	2016	Both Aboriginal & Torres Strait Islander	8
West Hoxton - Middleton Grange	2016	Non-indigenous	15064
West Hoxton - Middleton Grange	2016	Torres Strait Islander	0
Bonnyrigg Heights - Bonnyrigg	2006	Aboriginal	179
Bonnyrigg Heights - Bonnyrigg	2006	Both Aboriginal & Torres Strait Islander	4
Bonnyrigg Heights - Bonnyrigg	2006	Non-indigenous	15042
Bonnyrigg Heights - Bonnyrigg	2006	Torres Strait Islander	17
Bonnyrigg Heights - Bonnyrigg	2011	Aboriginal	136
Bonnyrigg Heights - Bonnyrigg	2011	Both Aboriginal & Torres Strait Islander	0
Bonnyrigg Heights - Bonnyrigg	2011	Non-indigenous	15042
Bonnyrigg Heights - Bonnyrigg	2011	Torres Strait Islander	10
Bonnyrigg Heights - Bonnyrigg	2016	Aboriginal	140
Bonnyrigg Heights - Bonnyrigg	2016	Both Aboriginal & Torres Strait Islander	0
Bonnyrigg Heights - Bonnyrigg	2016	Non-indigenous	15836
Bonnyrigg Heights - Bonnyrigg	2016	Torres Strait Islander	3
Bossley Park - Abbotsbury	2006	Aboriginal	78
Bossley Park - Abbotsbury	2006	Both Aboriginal & Torres Strait Islander	0
Bossley Park - Abbotsbury	2006	Non-indigenous	18028
Bossley Park - Abbotsbury	2006	Torres Strait Islander	14
Bossley Park - Abbotsbury	2011	Aboriginal	78
Bossley Park - Abbotsbury	2011	Both Aboriginal & Torres Strait Islander	3
Bossley Park - Abbotsbury	2011	Non-indigenous	18142
Bossley Park - Abbotsbury	2011	Torres Strait Islander	3
Bossley Park - Abbotsbury	2016	Aboriginal	126
Bossley Park - Abbotsbury	2016	Both Aboriginal & Torres Strait Islander	0
Bossley Park - Abbotsbury	2016	Non-indigenous	18701
Bossley Park - Abbotsbury	2016	Torres Strait Islander	7
Cabramatta - Lansvale	2006	Aboriginal	91
Cabramatta - Lansvale	2006	Both Aboriginal & Torres Strait Islander	0
Cabramatta - Lansvale	2006	Non-indigenous	22031
Cabramatta - Lansvale	2006	Torres Strait Islander	12
Cabramatta - Lansvale	2011	Aboriginal	93
Cabramatta - Lansvale	2011	Both Aboriginal & Torres Strait Islander	3
Cabramatta - Lansvale	2011	Non-indigenous	23253
Cabramatta - Lansvale	2011	Torres Strait Islander	16
Cabramatta - Lansvale	2016	Aboriginal	62
Cabramatta - Lansvale	2016	Both Aboriginal & Torres Strait Islander	0
Cabramatta - Lansvale	2016	Non-indigenous	24638
Cabramatta - Lansvale	2016	Torres Strait Islander	8
Cabramatta West - Mount Pritchard	2006	Aboriginal	175
Cabramatta West - Mount Pritchard	2006	Both Aboriginal & Torres Strait Islander	0
Cabramatta West - Mount Pritchard	2006	Non-indigenous	15095
Cabramatta West - Mount Pritchard	2006	Torres Strait Islander	15
Cabramatta West - Mount Pritchard	2011	Aboriginal	214
Cabramatta West - Mount Pritchard	2011	Both Aboriginal & Torres Strait Islander	0
Cabramatta West - Mount Pritchard	2011	Non-indigenous	15589
Cabramatta West - Mount Pritchard	2011	Torres Strait Islander	11
Cabramatta West - Mount Pritchard	2016	Aboriginal	242
Cabramatta West - Mount Pritchard	2016	Both Aboriginal & Torres Strait Islander	5
Cabramatta West - Mount Pritchard	2016	Non-indigenous	16930
Cabramatta West - Mount Pritchard	2016	Torres Strait Islander	16
Canley Vale - Canley Heights	2006	Aboriginal	109
Canley Vale - Canley Heights	2006	Both Aboriginal & Torres Strait Islander	3
Canley Vale - Canley Heights	2006	Non-indigenous	18655
Canley Vale - Canley Heights	2006	Torres Strait Islander	31
Canley Vale - Canley Heights	2011	Aboriginal	114
Canley Vale - Canley Heights	2011	Both Aboriginal & Torres Strait Islander	0
Canley Vale - Canley Heights	2011	Non-indigenous	19462
Canley Vale - Canley Heights	2011	Torres Strait Islander	15
Canley Vale - Canley Heights	2016	Aboriginal	140
Canley Vale - Canley Heights	2016	Both Aboriginal & Torres Strait Islander	0
Canley Vale - Canley Heights	2016	Non-indigenous	20678
Canley Vale - Canley Heights	2016	Torres Strait Islander	3
Edensor Park	2006	Aboriginal	35
Edensor Park	2006	Both Aboriginal & Torres Strait Islander	0
Edensor Park	2006	Non-indigenous	9275
Edensor Park	2006	Torres Strait Islander	0
Edensor Park	2011	Aboriginal	48
Edensor Park	2011	Both Aboriginal & Torres Strait Islander	0
Edensor Park	2011	Non-indigenous	9389
Edensor Park	2011	Torres Strait Islander	3
Edensor Park	2016	Aboriginal	38
Edensor Park	2016	Both Aboriginal & Torres Strait Islander	0
Edensor Park	2016	Non-indigenous	9731
Edensor Park	2016	Torres Strait Islander	3
Fairfield	2006	Aboriginal	37
Fairfield	2006	Both Aboriginal & Torres Strait Islander	0
Fairfield	2006	Non-indigenous	15128
Fairfield	2006	Torres Strait Islander	3
Fairfield	2011	Aboriginal	88
Fairfield	2011	Both Aboriginal & Torres Strait Islander	3
Fairfield	2011	Non-indigenous	16740
Fairfield	2011	Torres Strait Islander	17
Fairfield	2016	Aboriginal	65
Fairfield	2016	Both Aboriginal & Torres Strait Islander	3
Fairfield	2016	Non-indigenous	17621
Fairfield	2016	Torres Strait Islander	11
Fairfield - West	2006	Aboriginal	56
Fairfield - West	2006	Both Aboriginal & Torres Strait Islander	7
Fairfield - West	2006	Non-indigenous	16234
Fairfield - West	2006	Torres Strait Islander	10
Fairfield - West	2011	Aboriginal	94
Fairfield - West	2011	Both Aboriginal & Torres Strait Islander	4
Fairfield - West	2011	Non-indigenous	17297
Fairfield - West	2011	Torres Strait Islander	15
Fairfield - West	2016	Aboriginal	115
Fairfield - West	2016	Both Aboriginal & Torres Strait Islander	0
Fairfield - West	2016	Non-indigenous	18973
Fairfield - West	2016	Torres Strait Islander	3
Greenfield Park - Prairiewood	2006	Aboriginal	23
Greenfield Park - Prairiewood	2006	Both Aboriginal & Torres Strait Islander	0
Greenfield Park - Prairiewood	2006	Non-indigenous	8112
Greenfield Park - Prairiewood	2006	Torres Strait Islander	0
Greenfield Park - Prairiewood	2011	Aboriginal	35
Greenfield Park - Prairiewood	2011	Both Aboriginal & Torres Strait Islander	0
Greenfield Park - Prairiewood	2011	Non-indigenous	7727
Greenfield Park - Prairiewood	2011	Torres Strait Islander	0
Greenfield Park - Prairiewood	2016	Aboriginal	59
Greenfield Park - Prairiewood	2016	Both Aboriginal & Torres Strait Islander	0
Greenfield Park - Prairiewood	2016	Non-indigenous	8264
Greenfield Park - Prairiewood	2016	Torres Strait Islander	9
Horsley Park - Kemps Creek	2006	Aboriginal	8
Horsley Park - Kemps Creek	2006	Both Aboriginal & Torres Strait Islander	0
Horsley Park - Kemps Creek	2006	Non-indigenous	4077
Horsley Park - Kemps Creek	2006	Torres Strait Islander	0
Horsley Park - Kemps Creek	2011	Aboriginal	30
Horsley Park - Kemps Creek	2011	Both Aboriginal & Torres Strait Islander	0
Horsley Park - Kemps Creek	2011	Non-indigenous	4296
Horsley Park - Kemps Creek	2011	Torres Strait Islander	0
Horsley Park - Kemps Creek	2016	Aboriginal	49
Horsley Park - Kemps Creek	2016	Both Aboriginal & Torres Strait Islander	0
Horsley Park - Kemps Creek	2016	Non-indigenous	4373
Horsley Park - Kemps Creek	2016	Torres Strait Islander	0
Smithfield - Wetherill Park	2006	Aboriginal	94
Smithfield - Wetherill Park	2006	Both Aboriginal & Torres Strait Islander	0
Smithfield - Wetherill Park	2006	Non-indigenous	16198
Smithfield - Wetherill Park	2006	Torres Strait Islander	4
Smithfield - Wetherill Park	2011	Aboriginal	154
Smithfield - Wetherill Park	2011	Both Aboriginal & Torres Strait Islander	0
Smithfield - Wetherill Park	2011	Non-indigenous	16841
Smithfield - Wetherill Park	2011	Torres Strait Islander	17
Smithfield - Wetherill Park	2016	Aboriginal	199
Smithfield - Wetherill Park	2016	Both Aboriginal & Torres Strait Islander	0
Smithfield - Wetherill Park	2016	Non-indigenous	17841
Smithfield - Wetherill Park	2016	Torres Strait Islander	4
St Johns Park - Wakeley	2006	Aboriginal	21
St Johns Park - Wakeley	2006	Both Aboriginal & Torres Strait Islander	0
St Johns Park - Wakeley	2006	Non-indigenous	10184
St Johns Park - Wakeley	2006	Torres Strait Islander	0
St Johns Park - Wakeley	2011	Aboriginal	33
St Johns Park - Wakeley	2011	Both Aboriginal & Torres Strait Islander	0
St Johns Park - Wakeley	2011	Non-indigenous	10602
St Johns Park - Wakeley	2011	Torres Strait Islander	0
St Johns Park - Wakeley	2016	Aboriginal	70
St Johns Park - Wakeley	2016	Both Aboriginal & Torres Strait Islander	0
St Johns Park - Wakeley	2016	Non-indigenous	10788
St Johns Park - Wakeley	2016	Torres Strait Islander	6
Wetherill Park Industrial	2006	Aboriginal	0
Wetherill Park Industrial	2006	Both Aboriginal & Torres Strait Islander	0
Wetherill Park Industrial	2006	Non-indigenous	0
Wetherill Park Industrial	2006	Torres Strait Islander	0
Wetherill Park Industrial	2011	Aboriginal	0
Wetherill Park Industrial	2011	Both Aboriginal & Torres Strait Islander	0
Wetherill Park Industrial	2011	Non-indigenous	21
Wetherill Park Industrial	2011	Torres Strait Islander	0
Wetherill Park Industrial	2016	Aboriginal	0
Wetherill Park Industrial	2016	Both Aboriginal & Torres Strait Islander	0
Wetherill Park Industrial	2016	Non-indigenous	35
Wetherill Park Industrial	2016	Torres Strait Islander	0
Casula	2006	Aboriginal	103
Casula	2006	Both Aboriginal & Torres Strait Islander	0
Casula	2006	Non-indigenous	13096
Casula	2006	Torres Strait Islander	3
Casula	2011	Aboriginal	131
Casula	2011	Both Aboriginal & Torres Strait Islander	3
Casula	2011	Non-indigenous	14554
Casula	2011	Torres Strait Islander	8
Casula	2016	Aboriginal	140
Casula	2016	Both Aboriginal & Torres Strait Islander	3
Casula	2016	Non-indigenous	15515
Casula	2016	Torres Strait Islander	4
Chipping Norton - Moorebank	2006	Aboriginal	76
Chipping Norton - Moorebank	2006	Both Aboriginal & Torres Strait Islander	0
Chipping Norton - Moorebank	2006	Non-indigenous	14367
Chipping Norton - Moorebank	2006	Torres Strait Islander	5
Chipping Norton - Moorebank	2011	Aboriginal	114
Chipping Norton - Moorebank	2011	Both Aboriginal & Torres Strait Islander	9
Chipping Norton - Moorebank	2011	Non-indigenous	15524
Chipping Norton - Moorebank	2011	Torres Strait Islander	5
Chipping Norton - Moorebank	2016	Aboriginal	193
Chipping Norton - Moorebank	2016	Both Aboriginal & Torres Strait Islander	0
Chipping Norton - Moorebank	2016	Non-indigenous	18553
Chipping Norton - Moorebank	2016	Torres Strait Islander	0
Holsworthy - Wattle Grove	2006	Aboriginal	173
Holsworthy - Wattle Grove	2006	Both Aboriginal & Torres Strait Islander	7
Holsworthy - Wattle Grove	2006	Non-indigenous	17755
Holsworthy - Wattle Grove	2006	Torres Strait Islander	12
Holsworthy - Wattle Grove	2011	Aboriginal	304
Holsworthy - Wattle Grove	2011	Both Aboriginal & Torres Strait Islander	3
Holsworthy - Wattle Grove	2011	Non-indigenous	19233
Holsworthy - Wattle Grove	2011	Torres Strait Islander	9
Holsworthy - Wattle Grove	2016	Aboriginal	342
Holsworthy - Wattle Grove	2016	Both Aboriginal & Torres Strait Islander	0
Holsworthy - Wattle Grove	2016	Non-indigenous	20350
Holsworthy - Wattle Grove	2016	Torres Strait Islander	14
Liverpool	2006	Aboriginal	183
Liverpool	2006	Both Aboriginal & Torres Strait Islander	3
Liverpool	2006	Non-indigenous	21120
Liverpool	2006	Torres Strait Islander	10
Liverpool	2011	Aboriginal	234
Liverpool	2011	Both Aboriginal & Torres Strait Islander	5
Liverpool	2011	Non-indigenous	23839
Liverpool	2011	Torres Strait Islander	17
Liverpool	2016	Aboriginal	250
Liverpool	2016	Both Aboriginal & Torres Strait Islander	0
Liverpool	2016	Non-indigenous	26915
Liverpool	2016	Torres Strait Islander	7
Lurnea - Cartwright	2006	Aboriginal	233
Lurnea - Cartwright	2006	Both Aboriginal & Torres Strait Islander	11
Lurnea - Cartwright	2006	Non-indigenous	9818
Lurnea - Cartwright	2006	Torres Strait Islander	13
Lurnea - Cartwright	2011	Aboriginal	288
Lurnea - Cartwright	2011	Both Aboriginal & Torres Strait Islander	7
Lurnea - Cartwright	2011	Non-indigenous	10557
Lurnea - Cartwright	2011	Torres Strait Islander	13
Lurnea - Cartwright	2016	Aboriginal	306
Lurnea - Cartwright	2016	Both Aboriginal & Torres Strait Islander	3
Lurnea - Cartwright	2016	Non-indigenous	11367
Lurnea - Cartwright	2016	Torres Strait Islander	5
Prestons - Edmondson Park	2006	Aboriginal	126
Prestons - Edmondson Park	2006	Both Aboriginal & Torres Strait Islander	3
Prestons - Edmondson Park	2006	Non-indigenous	12577
Prestons - Edmondson Park	2006	Torres Strait Islander	6
Prestons - Edmondson Park	2011	Aboriginal	138
Prestons - Edmondson Park	2011	Both Aboriginal & Torres Strait Islander	0
Prestons - Edmondson Park	2011	Non-indigenous	14705
Prestons - Edmondson Park	2011	Torres Strait Islander	0
Prestons - Edmondson Park	2016	Aboriginal	188
Prestons - Edmondson Park	2016	Both Aboriginal & Torres Strait Islander	0
Prestons - Edmondson Park	2016	Non-indigenous	17393
Prestons - Edmondson Park	2016	Torres Strait Islander	4
Warwick Farm	2006	Aboriginal	72
Warwick Farm	2006	Both Aboriginal & Torres Strait Islander	0
Warwick Farm	2006	Non-indigenous	3809
Warwick Farm	2006	Torres Strait Islander	4
Warwick Farm	2011	Aboriginal	69
Warwick Farm	2011	Both Aboriginal & Torres Strait Islander	0
Warwick Farm	2011	Non-indigenous	4421
Warwick Farm	2011	Torres Strait Islander	3
Warwick Farm	2016	Aboriginal	82
Warwick Farm	2016	Both Aboriginal & Torres Strait Islander	0
Warwick Farm	2016	Non-indigenous	5714
Warwick Farm	2016	Torres Strait Islander	3
Gymea - Grays Point	2006	Aboriginal	60
Gymea - Grays Point	2006	Both Aboriginal & Torres Strait Islander	3
Gymea - Grays Point	2006	Non-indigenous	16585
Gymea - Grays Point	2006	Torres Strait Islander	9
Gymea - Grays Point	2011	Aboriginal	99
Gymea - Grays Point	2011	Both Aboriginal & Torres Strait Islander	4
Gymea - Grays Point	2011	Non-indigenous	16741
Gymea - Grays Point	2011	Torres Strait Islander	3
Gymea - Grays Point	2016	Aboriginal	157
Gymea - Grays Point	2016	Both Aboriginal & Torres Strait Islander	3
Gymea - Grays Point	2016	Non-indigenous	17300
Gymea - Grays Point	2016	Torres Strait Islander	13
Miranda - Yowie Bay	2006	Aboriginal	93
Miranda - Yowie Bay	2006	Both Aboriginal & Torres Strait Islander	8
Miranda - Yowie Bay	2006	Non-indigenous	16708
Miranda - Yowie Bay	2006	Torres Strait Islander	0
Miranda - Yowie Bay	2011	Aboriginal	142
Miranda - Yowie Bay	2011	Both Aboriginal & Torres Strait Islander	0
Miranda - Yowie Bay	2011	Non-indigenous	17453
Miranda - Yowie Bay	2011	Torres Strait Islander	6
Miranda - Yowie Bay	2016	Aboriginal	191
Miranda - Yowie Bay	2016	Both Aboriginal & Torres Strait Islander	0
Miranda - Yowie Bay	2016	Non-indigenous	18038
Miranda - Yowie Bay	2016	Torres Strait Islander	5
Sylvania - Taren Point	2006	Aboriginal	67
Sylvania - Taren Point	2006	Both Aboriginal & Torres Strait Islander	0
Sylvania - Taren Point	2006	Non-indigenous	14420
Sylvania - Taren Point	2006	Torres Strait Islander	0
Sylvania - Taren Point	2011	Aboriginal	128
Sylvania - Taren Point	2011	Both Aboriginal & Torres Strait Islander	3
Sylvania - Taren Point	2011	Non-indigenous	14977
Sylvania - Taren Point	2011	Torres Strait Islander	3
Sylvania - Taren Point	2016	Aboriginal	137
Sylvania - Taren Point	2016	Both Aboriginal & Torres Strait Islander	0
Sylvania - Taren Point	2016	Non-indigenous	15799
Sylvania - Taren Point	2016	Torres Strait Islander	3
Caringbah	2006	Aboriginal	70
Caringbah	2006	Both Aboriginal & Torres Strait Islander	7
Caringbah	2006	Non-indigenous	8809
Caringbah	2006	Torres Strait Islander	4
Caringbah	2011	Aboriginal	123
Caringbah	2011	Both Aboriginal & Torres Strait Islander	0
Caringbah	2011	Non-indigenous	10827
Caringbah	2011	Torres Strait Islander	5
Caringbah	2016	Aboriginal	156
Caringbah	2016	Both Aboriginal & Torres Strait Islander	10
Caringbah	2016	Non-indigenous	11594
Caringbah	2016	Torres Strait Islander	6
Caringbah South	2006	Aboriginal	46
Caringbah South	2006	Both Aboriginal & Torres Strait Islander	0
Caringbah South	2006	Non-indigenous	12883
Caringbah South	2006	Torres Strait Islander	0
Caringbah South	2011	Aboriginal	55
Caringbah South	2011	Both Aboriginal & Torres Strait Islander	0
Caringbah South	2011	Non-indigenous	11547
Caringbah South	2011	Torres Strait Islander	4
Caringbah South	2016	Aboriginal	122
Caringbah South	2016	Both Aboriginal & Torres Strait Islander	7
Caringbah South	2016	Non-indigenous	11926
Caringbah South	2016	Torres Strait Islander	6
Cronulla - Kurnell - Bundeena	2006	Aboriginal	146
Cronulla - Kurnell - Bundeena	2006	Both Aboriginal & Torres Strait Islander	5
Cronulla - Kurnell - Bundeena	2006	Non-indigenous	21152
Cronulla - Kurnell - Bundeena	2006	Torres Strait Islander	6
Cronulla - Kurnell - Bundeena	2011	Aboriginal	215
Cronulla - Kurnell - Bundeena	2011	Both Aboriginal & Torres Strait Islander	3
Cronulla - Kurnell - Bundeena	2011	Non-indigenous	21447
Cronulla - Kurnell - Bundeena	2011	Torres Strait Islander	8
Cronulla - Kurnell - Bundeena	2016	Aboriginal	284
Cronulla - Kurnell - Bundeena	2016	Both Aboriginal & Torres Strait Islander	4
Cronulla - Kurnell - Bundeena	2016	Non-indigenous	23195
Cronulla - Kurnell - Bundeena	2016	Torres Strait Islander	8
Lilli Pilli - Port Hacking - Dolans Bay	2006	Aboriginal	4
Lilli Pilli - Port Hacking - Dolans Bay	2006	Both Aboriginal & Torres Strait Islander	0
Lilli Pilli - Port Hacking - Dolans Bay	2006	Non-indigenous	2868
Lilli Pilli - Port Hacking - Dolans Bay	2006	Torres Strait Islander	0
Lilli Pilli - Port Hacking - Dolans Bay	2011	Aboriginal	3
Lilli Pilli - Port Hacking - Dolans Bay	2011	Both Aboriginal & Torres Strait Islander	0
Lilli Pilli - Port Hacking - Dolans Bay	2011	Non-indigenous	3055
Lilli Pilli - Port Hacking - Dolans Bay	2011	Torres Strait Islander	0
Lilli Pilli - Port Hacking - Dolans Bay	2016	Aboriginal	3
Lilli Pilli - Port Hacking - Dolans Bay	2016	Both Aboriginal & Torres Strait Islander	0
Lilli Pilli - Port Hacking - Dolans Bay	2016	Non-indigenous	3142
Lilli Pilli - Port Hacking - Dolans Bay	2016	Torres Strait Islander	3
Woolaware - Burraneer	2006	Aboriginal	41
Woolaware - Burraneer	2006	Both Aboriginal & Torres Strait Islander	0
Woolaware - Burraneer	2006	Non-indigenous	7114
Woolaware - Burraneer	2006	Torres Strait Islander	0
Woolaware - Burraneer	2011	Aboriginal	41
Woolaware - Burraneer	2011	Both Aboriginal & Torres Strait Islander	0
Woolaware - Burraneer	2011	Non-indigenous	7472
Woolaware - Burraneer	2011	Torres Strait Islander	0
Woolaware - Burraneer	2016	Aboriginal	57
Woolaware - Burraneer	2016	Both Aboriginal & Torres Strait Islander	0
Woolaware - Burraneer	2016	Non-indigenous	7673
Woolaware - Burraneer	2016	Torres Strait Islander	0
Heathcote - Waterfall	2006	Aboriginal	38
Heathcote - Waterfall	2006	Both Aboriginal & Torres Strait Islander	0
Heathcote - Waterfall	2006	Non-indigenous	6265
Heathcote - Waterfall	2006	Torres Strait Islander	4
Heathcote - Waterfall	2011	Aboriginal	51
Heathcote - Waterfall	2011	Both Aboriginal & Torres Strait Islander	0
Heathcote - Waterfall	2011	Non-indigenous	6406
Heathcote - Waterfall	2011	Torres Strait Islander	0
Heathcote - Waterfall	2016	Aboriginal	86
Heathcote - Waterfall	2016	Both Aboriginal & Torres Strait Islander	4
Heathcote - Waterfall	2016	Non-indigenous	6415
Heathcote - Waterfall	2016	Torres Strait Islander	0
Illawong - Alfords Point	2006	Aboriginal	25
Illawong - Alfords Point	2006	Both Aboriginal & Torres Strait Islander	0
Illawong - Alfords Point	2006	Non-indigenous	10894
Illawong - Alfords Point	2006	Torres Strait Islander	0
Illawong - Alfords Point	2011	Aboriginal	48
Illawong - Alfords Point	2011	Both Aboriginal & Torres Strait Islander	0
Illawong - Alfords Point	2011	Non-indigenous	10588
Illawong - Alfords Point	2011	Torres Strait Islander	3
Illawong - Alfords Point	2016	Aboriginal	65
Illawong - Alfords Point	2016	Both Aboriginal & Torres Strait Islander	0
Illawong - Alfords Point	2016	Non-indigenous	10298
Illawong - Alfords Point	2016	Torres Strait Islander	0
Menai - Lucas Heights - Woronora	2006	Aboriginal	105
Menai - Lucas Heights - Woronora	2006	Both Aboriginal & Torres Strait Islander	0
Menai - Lucas Heights - Woronora	2006	Non-indigenous	21131
Menai - Lucas Heights - Woronora	2006	Torres Strait Islander	3
Menai - Lucas Heights - Woronora	2011	Aboriginal	158
Menai - Lucas Heights - Woronora	2011	Both Aboriginal & Torres Strait Islander	0
Menai - Lucas Heights - Woronora	2011	Non-indigenous	20898
Menai - Lucas Heights - Woronora	2011	Torres Strait Islander	0
Menai - Lucas Heights - Woronora	2016	Aboriginal	244
Menai - Lucas Heights - Woronora	2016	Both Aboriginal & Torres Strait Islander	3
Menai - Lucas Heights - Woronora	2016	Non-indigenous	20875
Menai - Lucas Heights - Woronora	2016	Torres Strait Islander	7
Oyster Bay - Como - Jannali	2006	Aboriginal	121
Oyster Bay - Como - Jannali	2006	Both Aboriginal & Torres Strait Islander	0
Oyster Bay - Como - Jannali	2006	Non-indigenous	19570
Oyster Bay - Como - Jannali	2006	Torres Strait Islander	7
Oyster Bay - Como - Jannali	2011	Aboriginal	120
Oyster Bay - Como - Jannali	2011	Both Aboriginal & Torres Strait Islander	3
Oyster Bay - Como - Jannali	2011	Non-indigenous	20501
Oyster Bay - Como - Jannali	2011	Torres Strait Islander	7
Oyster Bay - Como - Jannali	2016	Aboriginal	193
Oyster Bay - Como - Jannali	2016	Both Aboriginal & Torres Strait Islander	4
Oyster Bay - Como - Jannali	2016	Non-indigenous	21053
Oyster Bay - Como - Jannali	2016	Torres Strait Islander	4
Royal National Park	2006	Aboriginal	0
Royal National Park	2006	Both Aboriginal & Torres Strait Islander	0
Royal National Park	2006	Non-indigenous	16
Royal National Park	2006	Torres Strait Islander	0
Royal National Park	2011	Aboriginal	0
Royal National Park	2011	Both Aboriginal & Torres Strait Islander	0
Royal National Park	2011	Non-indigenous	17
Royal National Park	2011	Torres Strait Islander	0
Royal National Park	2016	Aboriginal	0
Royal National Park	2016	Both Aboriginal & Torres Strait Islander	0
Royal National Park	2016	Non-indigenous	27
Royal National Park	2016	Torres Strait Islander	0
Sutherland - Kirrawee	2006	Aboriginal	166
Sutherland - Kirrawee	2006	Both Aboriginal & Torres Strait Islander	6
Sutherland - Kirrawee	2006	Non-indigenous	18161
Sutherland - Kirrawee	2006	Torres Strait Islander	9
Sutherland - Kirrawee	2011	Aboriginal	220
Sutherland - Kirrawee	2011	Both Aboriginal & Torres Strait Islander	5
Sutherland - Kirrawee	2011	Non-indigenous	19131
Sutherland - Kirrawee	2011	Torres Strait Islander	15
Sutherland - Kirrawee	2016	Aboriginal	235
Sutherland - Kirrawee	2016	Both Aboriginal & Torres Strait Islander	11
Sutherland - Kirrawee	2016	Non-indigenous	20619
Sutherland - Kirrawee	2016	Torres Strait Islander	3
Engadine	2006	Aboriginal	105
Engadine	2006	Both Aboriginal & Torres Strait Islander	3
Engadine	2006	Non-indigenous	16237
Engadine	2006	Torres Strait Islander	4
Engadine	2011	Aboriginal	150
Engadine	2011	Both Aboriginal & Torres Strait Islander	0
Engadine	2011	Non-indigenous	16503
Engadine	2011	Torres Strait Islander	4
Engadine	2016	Aboriginal	222
Engadine	2016	Both Aboriginal & Torres Strait Islander	5
Engadine	2016	Non-indigenous	16762
Engadine	2016	Torres Strait Islander	4
Loftus - Yarrawarrah	2006	Aboriginal	42
Loftus - Yarrawarrah	2006	Both Aboriginal & Torres Strait Islander	3
Loftus - Yarrawarrah	2006	Non-indigenous	6988
Loftus - Yarrawarrah	2006	Torres Strait Islander	0
Loftus - Yarrawarrah	2011	Aboriginal	54
Loftus - Yarrawarrah	2011	Both Aboriginal & Torres Strait Islander	3
Loftus - Yarrawarrah	2011	Non-indigenous	7144
Loftus - Yarrawarrah	2011	Torres Strait Islander	3
Loftus - Yarrawarrah	2016	Aboriginal	91
Loftus - Yarrawarrah	2016	Both Aboriginal & Torres Strait Islander	0
Loftus - Yarrawarrah	2016	Non-indigenous	7150
Loftus - Yarrawarrah	2016	Torres Strait Islander	5
Woronora Heights	2006	Aboriginal	16
Woronora Heights	2006	Both Aboriginal & Torres Strait Islander	0
Woronora Heights	2006	Non-indigenous	3875
Woronora Heights	2006	Torres Strait Islander	0
Woronora Heights	2011	Aboriginal	36
Woronora Heights	2011	Both Aboriginal & Torres Strait Islander	0
Woronora Heights	2011	Non-indigenous	3830
Woronora Heights	2011	Torres Strait Islander	0
Woronora Heights	2016	Aboriginal	45
Woronora Heights	2016	Both Aboriginal & Torres Strait Islander	0
Woronora Heights	2016	Non-indigenous	3604
Woronora Heights	2016	Torres Strait Islander	3
Migratory - Offshore - Shipping (NSW)	2006	Aboriginal	5
Migratory - Offshore - Shipping (NSW)	2006	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2006	Non-indigenous	45
Migratory - Offshore - Shipping (NSW)	2006	Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2011	Aboriginal	0
Migratory - Offshore - Shipping (NSW)	2011	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2011	Non-indigenous	112
Migratory - Offshore - Shipping (NSW)	2011	Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2016	Aboriginal	10
Migratory - Offshore - Shipping (NSW)	2016	Both Aboriginal & Torres Strait Islander	0
Migratory - Offshore - Shipping (NSW)	2016	Non-indigenous	402
Migratory - Offshore - Shipping (NSW)	2016	Torres Strait Islander	0
No usual address (NSW)	2006	Aboriginal	406
No usual address (NSW)	2006	Both Aboriginal & Torres Strait Islander	8
No usual address (NSW)	2006	Non-indigenous	9737
No usual address (NSW)	2006	Torres Strait Islander	24
No usual address (NSW)	2011	Aboriginal	852
No usual address (NSW)	2011	Both Aboriginal & Torres Strait Islander	24
