SA2_NAME16	Year	Sex	overseas_visitors
Mannum	2011	F	18
Mannum	2011	M	9
Mannum	2016	F	15
Mannum	2016	M	5
Murray Bridge	2006	F	15
Murray Bridge	2006	M	9
Murray Bridge	2011	F	24
Murray Bridge	2011	M	30
Murray Bridge	2016	F	74
Murray Bridge	2016	M	90
Murray Bridge Region	2006	F	9
Murray Bridge Region	2006	M	3
Murray Bridge Region	2011	F	6
Murray Bridge Region	2011	M	3
Murray Bridge Region	2016	F	3
Murray Bridge Region	2016	M	9
Renmark	2006	F	19
Renmark	2006	M	11
Renmark	2011	F	36
Renmark	2011	M	34
Renmark	2016	F	29
Renmark	2016	M	35
Renmark Region	2006	F	3
Renmark Region	2006	M	7
Renmark Region	2011	F	15
Renmark Region	2011	M	19
Renmark Region	2016	F	82
Renmark Region	2016	M	133
The Coorong	2006	F	7
The Coorong	2006	M	12
The Coorong	2011	F	12
The Coorong	2011	M	20
The Coorong	2016	F	14
The Coorong	2016	M	17
Waikerie	2006	F	11
Waikerie	2006	M	23
Waikerie	2011	F	10
Waikerie	2011	M	13
Waikerie	2016	F	21
Waikerie	2016	M	22
Migratory - Offshore - Shipping (SA)	2006	F	19
Migratory - Offshore - Shipping (SA)	2006	M	18
Migratory - Offshore - Shipping (SA)	2011	F	15
Migratory - Offshore - Shipping (SA)	2011	M	23
Migratory - Offshore - Shipping (SA)	2016	F	9
Migratory - Offshore - Shipping (SA)	2016	M	12
No usual address (SA)	2006	F	0
No usual address (SA)	2006	M	0
No usual address (SA)	2011	F	0
No usual address (SA)	2011	M	0
No usual address (SA)	2016	F	0
No usual address (SA)	2016	M	0
Augusta	2006	F	27
Augusta	2006	M	21
Augusta	2011	F	31
Augusta	2011	M	25
Augusta	2016	F	44
Augusta	2016	M	48
Busselton	2006	F	65
Busselton	2006	M	95
Busselton	2011	F	79
Busselton	2011	M	59
Busselton	2016	F	180
Busselton	2016	M	119
Busselton Region	2006	F	56
Busselton Region	2006	M	78
Busselton Region	2011	F	67
Busselton Region	2011	M	68
Busselton Region	2016	F	90
Busselton Region	2016	M	85
Margaret River	2006	F	93
Margaret River	2006	M	139
Margaret River	2011	F	106
Margaret River	2011	M	97
Margaret River	2016	F	214
Margaret River	2016	M	207
Australind - Leschenault	2006	F	15
Australind - Leschenault	2006	M	6
Australind - Leschenault	2011	F	30
Australind - Leschenault	2011	M	27
Australind - Leschenault	2016	F	50
Australind - Leschenault	2016	M	22
Capel	2006	F	10
Capel	2006	M	3
Capel	2011	F	9
Capel	2011	M	8
Capel	2016	F	12
Capel	2016	M	5
College Grove - Carey Park	2006	F	9
College Grove - Carey Park	2006	M	9
College Grove - Carey Park	2011	F	13
College Grove - Carey Park	2011	M	15
College Grove - Carey Park	2016	F	10
College Grove - Carey Park	2016	M	10
Collie	2006	F	5
Collie	2006	M	8
Collie	2011	F	5
Collie	2011	M	19
Collie	2016	F	16
Collie	2016	M	9
Dardanup	2006	F	4
Dardanup	2006	M	30
Dardanup	2011	F	12
Dardanup	2011	M	4
Dardanup	2016	F	5
Dardanup	2016	M	0
Davenport	2006	F	0
Davenport	2006	M	0
Davenport	2011	F	0
Davenport	2011	M	0
Davenport	2016	F	0
Davenport	2016	M	0
Eaton - Pelican Point	2006	F	11
Eaton - Pelican Point	2006	M	3
Eaton - Pelican Point	2011	F	9
Eaton - Pelican Point	2011	M	8
Eaton - Pelican Point	2016	F	39
Eaton - Pelican Point	2016	M	19
Harvey	2006	F	11
Harvey	2006	M	21
Harvey	2011	F	31
Harvey	2011	M	32
Harvey	2016	F	35
Harvey	2016	M	47
East Bunbury - Glen Iris	2006	F	6
East Bunbury - Glen Iris	2006	M	3
East Bunbury - Glen Iris	2011	F	10
East Bunbury - Glen Iris	2011	M	6
East Bunbury - Glen Iris	2016	F	22
East Bunbury - Glen Iris	2016	M	16
Waroona	2006	F	4
Waroona	2006	M	3
Waroona	2011	F	7
Waroona	2011	M	4
Waroona	2016	F	5
Waroona	2016	M	3
Dalyellup	2006	F	3
Dalyellup	2006	M	3
Dalyellup	2011	F	16
Dalyellup	2011	M	10
Dalyellup	2016	F	27
Dalyellup	2016	M	15
Gelorup - Stratham	2006	F	4
Gelorup - Stratham	2006	M	11
Gelorup - Stratham	2011	F	3
Gelorup - Stratham	2011	M	5
Gelorup - Stratham	2016	F	6
Gelorup - Stratham	2016	M	6
South Bunbury - Bunbury	2006	F	23
South Bunbury - Bunbury	2006	M	35
South Bunbury - Bunbury	2011	F	47
South Bunbury - Bunbury	2011	M	67
South Bunbury - Bunbury	2016	F	72
South Bunbury - Bunbury	2016	M	56
Withers - Usher	2006	F	4
Withers - Usher	2006	M	6
Withers - Usher	2011	F	3
Withers - Usher	2011	M	0
Withers - Usher	2016	F	16
Withers - Usher	2016	M	11
Bridgetown - Boyup Brook	2006	F	19
Bridgetown - Boyup Brook	2006	M	22
Bridgetown - Boyup Brook	2011	F	3
Bridgetown - Boyup Brook	2011	M	9
Bridgetown - Boyup Brook	2016	F	21
Bridgetown - Boyup Brook	2016	M	19
Donnybrook - Balingup	2006	F	23
Donnybrook - Balingup	2006	M	9
Donnybrook - Balingup	2011	F	55
Donnybrook - Balingup	2011	M	48
Donnybrook - Balingup	2016	F	35
Donnybrook - Balingup	2016	M	28
Manjimup	2006	F	22
Manjimup	2006	M	23
Manjimup	2011	F	9
Manjimup	2011	M	13
Manjimup	2016	F	16
Manjimup	2016	M	24
Pemberton	2006	F	63
Pemberton	2006	M	73
Pemberton	2011	F	49
Pemberton	2011	M	55
Pemberton	2016	F	71
Pemberton	2016	M	81
Dawesville - Bouvard	2006	F	9
Dawesville - Bouvard	2006	M	12
Dawesville - Bouvard	2011	F	14
Dawesville - Bouvard	2011	M	9
Dawesville - Bouvard	2016	F	21
Dawesville - Bouvard	2016	M	9
Falcon - Wannanup	2006	F	11
Falcon - Wannanup	2006	M	10
Falcon - Wannanup	2011	F	23
Falcon - Wannanup	2011	M	23
Falcon - Wannanup	2016	F	25
Falcon - Wannanup	2016	M	8
Greenfields	2006	F	6
Greenfields	2006	M	13
Greenfields	2011	F	15
Greenfields	2011	M	12
Greenfields	2016	F	16
Greenfields	2016	M	12
Halls Head - Erskine	2006	F	39
Halls Head - Erskine	2006	M	14
Halls Head - Erskine	2011	F	40
Halls Head - Erskine	2011	M	30
Halls Head - Erskine	2016	F	58
Halls Head - Erskine	2016	M	32
Mandurah	2006	F	30
Mandurah	2006	M	33
Mandurah	2011	F	44
Mandurah	2011	M	36
Mandurah	2016	F	56
Mandurah	2016	M	51
Mandurah - East	2006	F	13
Mandurah - East	2006	M	12
Mandurah - East	2011	F	11
Mandurah - East	2011	M	13
Mandurah - East	2016	F	12
Mandurah - East	2016	M	5
Mandurah - North	2006	F	9
Mandurah - North	2006	M	3
Mandurah - North	2011	F	24
Mandurah - North	2011	M	36
Mandurah - North	2016	F	49
Mandurah - North	2016	M	33
Mandurah - South	2006	F	25
Mandurah - South	2006	M	13
Mandurah - South	2011	F	18
Mandurah - South	2011	M	6
Mandurah - South	2016	F	24
Mandurah - South	2016	M	11
Pinjarra	2006	F	10
Pinjarra	2006	M	4
Pinjarra	2011	F	13
Pinjarra	2011	M	15
Pinjarra	2016	F	16
Pinjarra	2016	M	11
City Beach	2006	F	38
City Beach	2006	M	34
City Beach	2011	F	46
City Beach	2011	M	37
City Beach	2016	F	48
City Beach	2016	M	26
Claremont (WA)	2006	F	64
Claremont (WA)	2006	M	72
Claremont (WA)	2011	F	54
Claremont (WA)	2011	M	58
Claremont (WA)	2016	F	66
Claremont (WA)	2016	M	46
Cottesloe	2006	F	80
Cottesloe	2006	M	97
Cottesloe	2011	F	95
Cottesloe	2011	M	76
Cottesloe	2016	F	71
Cottesloe	2016	M	40
Floreat	2006	F	32
Floreat	2006	M	21
Floreat	2011	F	29
Floreat	2011	M	24
Floreat	2016	F	55
Floreat	2016	M	30
Mosman Park - Peppermint Grove	2006	F	94
Mosman Park - Peppermint Grove	2006	M	71
Mosman Park - Peppermint Grove	2011	F	94
Mosman Park - Peppermint Grove	2011	M	71
Mosman Park - Peppermint Grove	2016	F	85
Mosman Park - Peppermint Grove	2016	M	58
Nedlands - Dalkeith - Crawley	2006	F	316
Nedlands - Dalkeith - Crawley	2006	M	255
Nedlands - Dalkeith - Crawley	2011	F	351
Nedlands - Dalkeith - Crawley	2011	M	278
Nedlands - Dalkeith - Crawley	2016	F	432
Nedlands - Dalkeith - Crawley	2016	M	362
Swanbourne - Mount Claremont	2006	F	55
Swanbourne - Mount Claremont	2006	M	38
Swanbourne - Mount Claremont	2011	F	63
Swanbourne - Mount Claremont	2011	M	41
Swanbourne - Mount Claremont	2016	F	44
Swanbourne - Mount Claremont	2016	M	30
Kings Park (WA)	2006	F	0
Kings Park (WA)	2006	M	0
Kings Park (WA)	2011	F	3
Kings Park (WA)	2011	M	3
Kings Park (WA)	2016	F	0
Kings Park (WA)	2016	M	0
Mount Hawthorn - Leederville	2006	F	44
Mount Hawthorn - Leederville	2006	M	42
Mount Hawthorn - Leederville	2011	F	54
Mount Hawthorn - Leederville	2011	M	47
Mount Hawthorn - Leederville	2016	F	59
Mount Hawthorn - Leederville	2016	M	34
Mount Lawley - Inglewood	2006	F	76
Mount Lawley - Inglewood	2006	M	47
Mount Lawley - Inglewood	2011	F	131
Mount Lawley - Inglewood	2011	M	102
Mount Lawley - Inglewood	2016	F	110
Mount Lawley - Inglewood	2016	M	71
North Perth	2006	F	75
North Perth	2006	M	36
North Perth	2011	F	55
North Perth	2011	M	47
North Perth	2016	F	55
North Perth	2016	M	50
Perth City	2006	F	1544
Perth City	2006	M	1900
Perth City	2011	F	1403
Perth City	2011	M	1976
Perth City	2016	F	1815
Perth City	2016	M	1789
Subiaco - Shenton Park	2006	F	162
Subiaco - Shenton Park	2006	M	136
Subiaco - Shenton Park	2011	F	150
Subiaco - Shenton Park	2011	M	120
Subiaco - Shenton Park	2016	F	169
Subiaco - Shenton Park	2016	M	117
Wembley - West Leederville - Glendalough	2006	F	88
Wembley - West Leederville - Glendalough	2006	M	71
Wembley - West Leederville - Glendalough	2011	F	137
Wembley - West Leederville - Glendalough	2011	M	123
Wembley - West Leederville - Glendalough	2016	F	168
Wembley - West Leederville - Glendalough	2016	M	113
Bassendean - Eden Hill - Ashfield	2006	F	41
Bassendean - Eden Hill - Ashfield	2006	M	50
Bassendean - Eden Hill - Ashfield	2011	F	41
Bassendean - Eden Hill - Ashfield	2011	M	52
Bassendean - Eden Hill - Ashfield	2016	F	59
Bassendean - Eden Hill - Ashfield	2016	M	50
Bayswater - Embleton - Bedford	2006	F	57
Bayswater - Embleton - Bedford	2006	M	48
Bayswater - Embleton - Bedford	2011	F	98
Bayswater - Embleton - Bedford	2011	M	82
Bayswater - Embleton - Bedford	2016	F	131
Bayswater - Embleton - Bedford	2016	M	73
Maylands	2006	F	54
Maylands	2006	M	49
Maylands	2011	F	85
Maylands	2011	M	87
Maylands	2016	F	105
Maylands	2016	M	69
Morley	2006	F	45
Morley	2006	M	43
Morley	2011	F	81
Morley	2011	M	52
Morley	2016	F	195
Morley	2016	M	125
Noranda	2006	F	40
Noranda	2006	M	12
Noranda	2011	F	39
Noranda	2011	M	21
Noranda	2016	F	29
Noranda	2016	M	26
Chidlow	2006	F	3
Chidlow	2006	M	3
Chidlow	2011	F	3
Chidlow	2011	M	0
Chidlow	2016	F	12
Chidlow	2016	M	3
Glen Forrest - Darlington	2006	F	26
Glen Forrest - Darlington	2006	M	15
Glen Forrest - Darlington	2011	F	28
Glen Forrest - Darlington	2011	M	19
Glen Forrest - Darlington	2016	F	24
Glen Forrest - Darlington	2016	M	15
Helena Valley - Koongamia	2006	F	12
Helena Valley - Koongamia	2006	M	8
Helena Valley - Koongamia	2011	F	13
Helena Valley - Koongamia	2011	M	7
Helena Valley - Koongamia	2016	F	8
Helena Valley - Koongamia	2016	M	4
Malmalling - Reservoir	2006	F	0
Malmalling - Reservoir	2006	M	0
Malmalling - Reservoir	2011	F	0
Malmalling - Reservoir	2011	M	0
Malmalling - Reservoir	2016	F	0
Malmalling - Reservoir	2016	M	0
Mundaring	2006	F	24
Mundaring	2006	M	21
Mundaring	2011	F	22
Mundaring	2011	M	14
Mundaring	2016	F	35
Mundaring	2016	M	16
Swan View - Greenmount - Midvale	2006	F	20
Swan View - Greenmount - Midvale	2006	M	13
Swan View - Greenmount - Midvale	2011	F	25
Swan View - Greenmount - Midvale	2011	M	19
Swan View - Greenmount - Midvale	2016	F	31
Swan View - Greenmount - Midvale	2016	M	27
Avon Valley National Park	2006	F	0
Avon Valley National Park	2006	M	0
Avon Valley National Park	2011	F	0
Avon Valley National Park	2011	M	0
Avon Valley National Park	2016	F	0
Avon Valley National Park	2016	M	0
Ballajura	2006	F	60
Ballajura	2006	M	32
Ballajura	2011	F	46
Ballajura	2011	M	38
Ballajura	2016	F	65
Ballajura	2016	M	44
Beechboro	2006	F	34
Beechboro	2006	M	27
Beechboro	2011	F	35
Beechboro	2011	M	31
Beechboro	2016	F	102
Beechboro	2016	M	67
Bullsbrook	2006	F	8
Bullsbrook	2006	M	38
Bullsbrook	2011	F	7
Bullsbrook	2011	M	7
Bullsbrook	2016	F	9
Bullsbrook	2016	M	52
Ellenbrook	2006	F	38
Ellenbrook	2006	M	40
Ellenbrook	2011	F	59
Ellenbrook	2011	M	41
Ellenbrook	2016	F	207
Ellenbrook	2016	M	107
Gidgegannup	2006	F	3
Gidgegannup	2006	M	4
Gidgegannup	2011	F	4
Gidgegannup	2011	M	9
Gidgegannup	2016	F	14
Gidgegannup	2016	M	13
Hazelmere - Guildford	2006	F	13
Hazelmere - Guildford	2006	M	4
Hazelmere - Guildford	2011	F	12
Hazelmere - Guildford	2011	M	12
Hazelmere - Guildford	2016	F	18
Hazelmere - Guildford	2016	M	15
Lockridge - Kiara	2006	F	26
Lockridge - Kiara	2006	M	11
Lockridge - Kiara	2011	F	20
Lockridge - Kiara	2011	M	9
Lockridge - Kiara	2016	F	58
Lockridge - Kiara	2016	M	25
Malaga	2006	F	0
Malaga	2006	M	0
Malaga	2011	F	0
Malaga	2011	M	0
Malaga	2016	F	0
Malaga	2016	M	0
Melaleuca - Lexia	2006	F	0
Melaleuca - Lexia	2006	M	0
Melaleuca - Lexia	2011	F	0
Melaleuca - Lexia	2011	M	0
Melaleuca - Lexia	2016	F	0
Melaleuca - Lexia	2016	M	0
Middle Swan - Herne Hill	2006	F	3
Middle Swan - Herne Hill	2006	M	9
Middle Swan - Herne Hill	2011	F	11
Middle Swan - Herne Hill	2011	M	27
Middle Swan - Herne Hill	2016	F	28
Middle Swan - Herne Hill	2016	M	15
Midland - Guildford	2006	F	13
Midland - Guildford	2006	M	26
Midland - Guildford	2011	F	26
Midland - Guildford	2011	M	27
Midland - Guildford	2016	F	68
Midland - Guildford	2016	M	34
Stratton - Jane Brook	2006	F	9
Stratton - Jane Brook	2006	M	6
Stratton - Jane Brook	2011	F	14
Stratton - Jane Brook	2011	M	10
Stratton - Jane Brook	2016	F	21
Stratton - Jane Brook	2016	M	10
The Vines	2006	F	14
The Vines	2006	M	19
The Vines	2011	F	34
The Vines	2011	M	41
The Vines	2016	F	46
The Vines	2016	M	28
Walyunga National Park	2006	F	0
Walyunga National Park	2006	M	0
Walyunga National Park	2011	F	0
Walyunga National Park	2011	M	0
Walyunga National Park	2016	F	0
Walyunga National Park	2016	M	0
Craigie - Beldon	2006	F	25
Craigie - Beldon	2006	M	24
Craigie - Beldon	2011	F	34
Craigie - Beldon	2011	M	29
Craigie - Beldon	2016	F	37
Craigie - Beldon	2016	M	7
Currambine - Kinross	2006	F	58
Currambine - Kinross	2006	M	43
Currambine - Kinross	2011	F	43
Currambine - Kinross	2011	M	39
Currambine - Kinross	2016	F	78
Currambine - Kinross	2016	M	38
Duncraig	2006	F	70
Duncraig	2006	M	57
Duncraig	2011	F	60
Duncraig	2011	M	42
Duncraig	2016	F	67
Duncraig	2016	M	42
Greenwood - Warwick	2006	F	57
Greenwood - Warwick	2006	M	44
Greenwood - Warwick	2011	F	46
Greenwood - Warwick	2011	M	41
Greenwood - Warwick	2016	F	54
Greenwood - Warwick	2016	M	33
Heathridge - Connolly	2006	F	39
Heathridge - Connolly	2006	M	26
Heathridge - Connolly	2011	F	42
Heathridge - Connolly	2011	M	44
Heathridge - Connolly	2016	F	44
Heathridge - Connolly	2016	M	43
Hillarys	2006	F	71
Hillarys	2006	M	53
Hillarys	2011	F	43
Hillarys	2011	M	40
Hillarys	2016	F	48
Hillarys	2016	M	22
Iluka - Burns Beach	2006	F	23
Iluka - Burns Beach	2006	M	17
Iluka - Burns Beach	2011	F	28
Iluka - Burns Beach	2011	M	11
Iluka - Burns Beach	2016	F	47
Iluka - Burns Beach	2016	M	24
Joondalup - Edgewater	2006	F	91
Joondalup - Edgewater	2006	M	98
Joondalup - Edgewater	2011	F	111
Joondalup - Edgewater	2011	M	87
Joondalup - Edgewater	2016	F	98
Joondalup - Edgewater	2016	M	65
Kingsley	2006	F	48
Kingsley	2006	M	19
Kingsley	2011	F	55
Kingsley	2011	M	47
Kingsley	2016	F	52
Kingsley	2016	M	14
Mullaloo - Kallaroo	2006	F	57
Mullaloo - Kallaroo	2006	M	57
Mullaloo - Kallaroo	2011	F	60
Mullaloo - Kallaroo	2011	M	42
Mullaloo - Kallaroo	2016	F	54
Mullaloo - Kallaroo	2016	M	27
Ocean Reef	2006	F	48
Ocean Reef	2006	M	32
Ocean Reef	2011	F	38
Ocean Reef	2011	M	20
Ocean Reef	2016	F	37
Ocean Reef	2016	M	27
Padbury	2006	F	33
Padbury	2006	M	28
Padbury	2011	F	36
Padbury	2011	M	13
Padbury	2016	F	33
Padbury	2016	M	21
Sorrento - Marmion	2006	F	49
Sorrento - Marmion	2006	M	55
Sorrento - Marmion	2011	F	41
Sorrento - Marmion	2011	M	40
Sorrento - Marmion	2016	F	56
Sorrento - Marmion	2016	M	47
Woodvale	2006	F	29
Woodvale	2006	M	15
Woodvale	2011	F	27
Woodvale	2011	M	29
Woodvale	2016	F	44
Woodvale	2016	M	23
Balcatta - Hamersley	2006	F	39
Balcatta - Hamersley	2006	M	31
Balcatta - Hamersley	2011	F	35
Balcatta - Hamersley	2011	M	36
Balcatta - Hamersley	2016	F	82
Balcatta - Hamersley	2016	M	33
Balga - Mirrabooka	2006	F	34
Balga - Mirrabooka	2006	M	18
Balga - Mirrabooka	2011	F	59
Balga - Mirrabooka	2011	M	45
Balga - Mirrabooka	2016	F	112
Balga - Mirrabooka	2016	M	79
Dianella	2006	F	90
Dianella	2006	M	74
Dianella	2011	F	113
Dianella	2011	M	73
Dianella	2016	F	163
Dianella	2016	M	116
Herdsman	2006	F	0
Herdsman	2006	M	0
Herdsman	2011	F	0
Herdsman	2011	M	0
Herdsman	2016	F	0
Herdsman	2016	M	0
Innaloo - Doubleview	2006	F	47
Innaloo - Doubleview	2006	M	27
Innaloo - Doubleview	2011	F	67
Innaloo - Doubleview	2011	M	51
Innaloo - Doubleview	2016	F	96
Innaloo - Doubleview	2016	M	60
Karrinyup - Gwelup - Carine	2006	F	71
Karrinyup - Gwelup - Carine	2006	M	42
Karrinyup - Gwelup - Carine	2011	F	81
Karrinyup - Gwelup - Carine	2011	M	62
Karrinyup - Gwelup - Carine	2016	F	85
Karrinyup - Gwelup - Carine	2016	M	54
Nollamara - Westminster	2006	F	40
Nollamara - Westminster	2006	M	30
Nollamara - Westminster	2011	F	72
Nollamara - Westminster	2011	M	45
Nollamara - Westminster	2016	F	130
Nollamara - Westminster	2016	M	91
Osborne Park Industrial	2006	F	0
Osborne Park Industrial	2006	M	0
Osborne Park Industrial	2011	F	0
Osborne Park Industrial	2011	M	0
Osborne Park Industrial	2016	F	0
Osborne Park Industrial	2016	M	0
Scarborough	2006	F	115
Scarborough	2006	M	150
Scarborough	2011	F	143
Scarborough	2011	M	150
Scarborough	2016	F	185
Scarborough	2016	M	135
Stirling - Osborne Park	2006	F	56
Stirling - Osborne Park	2006	M	49
Stirling - Osborne Park	2011	F	55
Stirling - Osborne Park	2011	M	46
Stirling - Osborne Park	2016	F	114
Stirling - Osborne Park	2016	M	71
Trigg - North Beach - Watermans Bay	2006	F	22
Trigg - North Beach - Watermans Bay	2006	M	19
Trigg - North Beach - Watermans Bay	2011	F	27
Trigg - North Beach - Watermans Bay	2011	M	23
Trigg - North Beach - Watermans Bay	2016	F	37
Trigg - North Beach - Watermans Bay	2016	M	30
Tuart Hill - Joondanna	2006	F	43
Tuart Hill - Joondanna	2006	M	39
Tuart Hill - Joondanna	2011	F	55
Tuart Hill - Joondanna	2011	M	61
Tuart Hill - Joondanna	2016	F	91
Tuart Hill - Joondanna	2016	M	63
Wembley Downs - Churchlands - Woodlands	2006	F	90
Wembley Downs - Churchlands - Woodlands	2006	M	36
Wembley Downs - Churchlands - Woodlands	2011	F	79
Wembley Downs - Churchlands - Woodlands	2011	M	67
Wembley Downs - Churchlands - Woodlands	2016	F	117
Wembley Downs - Churchlands - Woodlands	2016	M	85
Yokine - Coolbinia - Menora	2006	F	96
Yokine - Coolbinia - Menora	2006	M	62
Yokine - Coolbinia - Menora	2011	F	99
Yokine - Coolbinia - Menora	2011	M	63
Yokine - Coolbinia - Menora	2016	F	97
Yokine - Coolbinia - Menora	2016	M	59
Alexander Heights - Koondoola	2006	F	37
Alexander Heights - Koondoola	2006	M	27
Alexander Heights - Koondoola	2011	F	20
Alexander Heights - Koondoola	2011	M	15
Alexander Heights - Koondoola	2016	F	41
Alexander Heights - Koondoola	2016	M	31
Butler - Merriwa - Ridgewood	2006	F	37
Butler - Merriwa - Ridgewood	2006	M	24
Butler - Merriwa - Ridgewood	2011	F	70
Butler - Merriwa - Ridgewood	2011	M	45
Butler - Merriwa - Ridgewood	2016	F	75
Butler - Merriwa - Ridgewood	2016	M	66
Carramar	2006	F	19
Carramar	2006	M	17
Carramar	2011	F	47
Carramar	2011	M	36
Carramar	2016	F	77
Carramar	2016	M	58
Clarkson	2006	F	23
Clarkson	2006	M	15
Clarkson	2011	F	53
Clarkson	2011	M	49
Clarkson	2016	F	88
Clarkson	2016	M	38
Girrawheen	2006	F	10
Girrawheen	2006	M	13
Girrawheen	2011	F	14
Girrawheen	2011	M	17
Girrawheen	2016	F	33
Girrawheen	2016	M	20
Madeley - Darch - Landsdale	2006	F	41
Madeley - Darch - Landsdale	2006	M	21
Madeley - Darch - Landsdale	2011	F	58
Madeley - Darch - Landsdale	2011	M	43
Madeley - Darch - Landsdale	2016	F	130
Madeley - Darch - Landsdale	2016	M	96
Marangaroo	2006	F	30
Marangaroo	2006	M	27
Marangaroo	2011	F	25
Marangaroo	2011	M	22
Marangaroo	2016	F	32
Marangaroo	2016	M	21
Mindarie - Quinns Rocks - Jindalee	2006	F	66
Mindarie - Quinns Rocks - Jindalee	2006	M	47
Mindarie - Quinns Rocks - Jindalee	2011	F	71
Mindarie - Quinns Rocks - Jindalee	2011	M	47
Mindarie - Quinns Rocks - Jindalee	2016	F	91
Mindarie - Quinns Rocks - Jindalee	2016	M	58
Neerabup National Park	2006	F	0
Neerabup National Park	2006	M	0
Neerabup National Park	2011	F	0
Neerabup National Park	2011	M	0
Neerabup National Park	2016	F	0
Neerabup National Park	2016	M	0
Tapping - Ashby - Sinagra	2006	F	28
Tapping - Ashby - Sinagra	2006	M	18
Tapping - Ashby - Sinagra	2011	F	57
Tapping - Ashby - Sinagra	2011	M	38
Tapping - Ashby - Sinagra	2016	F	63
Tapping - Ashby - Sinagra	2016	M	27
Wanneroo	2006	F	41
Wanneroo	2006	M	44
Wanneroo	2011	F	72
Wanneroo	2011	M	43
Wanneroo	2016	F	143
Wanneroo	2016	M	100
Alkimos - Eglinton	2006	F	0
Alkimos - Eglinton	2006	M	0
Alkimos - Eglinton	2011	F	0
Alkimos - Eglinton	2011	M	0
Alkimos - Eglinton	2016	F	48
Alkimos - Eglinton	2016	M	23
Carabooda - Pinjar	2006	F	0
Carabooda - Pinjar	2006	M	0
Carabooda - Pinjar	2011	F	3
Carabooda - Pinjar	2011	M	3
Carabooda - Pinjar	2016	F	0
Carabooda - Pinjar	2016	M	0
Two Rocks	2006	F	4
Two Rocks	2006	M	0
Two Rocks	2011	F	10
Two Rocks	2011	M	4
Two Rocks	2016	F	9
Two Rocks	2016	M	3
Yanchep	2006	F	10
Yanchep	2006	M	10
Yanchep	2011	F	6
Yanchep	2011	M	6
Yanchep	2016	F	36
Yanchep	2016	M	18
Armadale - Wungong - Brookdale	2006	F	25
Armadale - Wungong - Brookdale	2006	M	22
Armadale - Wungong - Brookdale	2011	F	33
Armadale - Wungong - Brookdale	2011	M	18
Armadale - Wungong - Brookdale	2016	F	84
Armadale - Wungong - Brookdale	2016	M	47
Ashendon - Lesley	2006	F	0
Ashendon - Lesley	2006	M	0
Ashendon - Lesley	2011	F	0
Ashendon - Lesley	2011	M	0
Ashendon - Lesley	2016	F	0
Ashendon - Lesley	2016	M	0
Camillo - Champion Lakes	2006	F	8
Camillo - Champion Lakes	2006	M	4
Camillo - Champion Lakes	2011	F	14
Camillo - Champion Lakes	2011	M	0
Camillo - Champion Lakes	2016	F	16
Camillo - Champion Lakes	2016	M	10
Forrestdale - Harrisdale - Piara Waters	2006	F	0
Forrestdale - Harrisdale - Piara Waters	2006	M	3
Forrestdale - Harrisdale - Piara Waters	2011	F	55
Forrestdale - Harrisdale - Piara Waters	2011	M	32
Forrestdale - Harrisdale - Piara Waters	2016	F	248
Forrestdale - Harrisdale - Piara Waters	2016	M	152
Kelmscott	2006	F	33
Kelmscott	2006	M	18
Kelmscott	2011	F	20
Kelmscott	2011	M	17
Kelmscott	2016	F	41
Kelmscott	2016	M	31
Mount Nasura - Mount Richon - Bedfordale	2006	F	41
Mount Nasura - Mount Richon - Bedfordale	2006	M	12
Mount Nasura - Mount Richon - Bedfordale	2011	F	22
Mount Nasura - Mount Richon - Bedfordale	2011	M	15
Mount Nasura - Mount Richon - Bedfordale	2016	F	33
Mount Nasura - Mount Richon - Bedfordale	2016	M	24
Roleystone	2006	F	18
Roleystone	2006	M	13
Roleystone	2011	F	17
Roleystone	2011	M	10
Roleystone	2016	F	17
Roleystone	2016	M	22
Seville Grove	2006	F	5
Seville Grove	2006	M	9
Seville Grove	2011	F	20
Seville Grove	2011	M	12
Seville Grove	2016	F	54
Seville Grove	2016	M	29
Belmont - Ascot - Redcliffe	2006	F	58
Belmont - Ascot - Redcliffe	2006	M	71
Belmont - Ascot - Redcliffe	2011	F	93
Belmont - Ascot - Redcliffe	2011	M	103
Belmont - Ascot - Redcliffe	2016	F	142
Belmont - Ascot - Redcliffe	2016	M	134
East Victoria Park - Carlisle	2006	F	89
East Victoria Park - Carlisle	2006	M	71
East Victoria Park - Carlisle	2011	F	127
East Victoria Park - Carlisle	2011	M	92
East Victoria Park - Carlisle	2016	F	151
East Victoria Park - Carlisle	2016	M	119
Kewdale Commercial	2006	F	0
Kewdale Commercial	2006	M	0
Kewdale Commercial	2011	F	0
Kewdale Commercial	2011	M	0
Kewdale Commercial	2016	F	0
Kewdale Commercial	2016	M	0
Perth Airport	2006	F	0
Perth Airport	2006	M	0
Perth Airport	2011	F	0
Perth Airport	2011	M	0
Perth Airport	2016	F	0
Perth Airport	2016	M	0
Rivervale - Kewdale - Cloverdale	2006	F	66
Rivervale - Kewdale - Cloverdale	2006	M	72
Rivervale - Kewdale - Cloverdale	2011	F	129
Rivervale - Kewdale - Cloverdale	2011	M	108
Rivervale - Kewdale - Cloverdale	2016	F	215
Rivervale - Kewdale - Cloverdale	2016	M	119
Victoria Park - Lathlain - Burswood	2006	F	113
Victoria Park - Lathlain - Burswood	2006	M	140
Victoria Park - Lathlain - Burswood	2011	F	134
