SA2_NAME16	Year	Sex	unemployment
Coolangatta	2006	M	10.4
Coolangatta	2011	F	10.5
Coolangatta	2011	M	11.6
Coolangatta	2016	F	5.8
Coolangatta	2016	M	8.2
Currumbin - Tugun	2006	F	5.7
Currumbin - Tugun	2006	M	6.4
Currumbin - Tugun	2011	F	7.2
Currumbin - Tugun	2011	M	8.8
Currumbin - Tugun	2016	F	5.5
Currumbin - Tugun	2016	M	6.7
Currumbin Waters	2006	F	5.3
Currumbin Waters	2006	M	4.4
Currumbin Waters	2011	F	6.1
Currumbin Waters	2011	M	8.4
Currumbin Waters	2016	F	5.9
Currumbin Waters	2016	M	7.1
Elanora	2006	F	4.2
Elanora	2006	M	4
Elanora	2011	F	6.7
Elanora	2011	M	7
Elanora	2016	F	5.2
Elanora	2016	M	7
Palm Beach	2006	F	6.1
Palm Beach	2006	M	6.3
Palm Beach	2011	F	6.9
Palm Beach	2011	M	9.1
Palm Beach	2016	F	5.4
Palm Beach	2016	M	7
Arundel	2006	F	4.8
Arundel	2006	M	4.3
Arundel	2011	F	6.9
Arundel	2011	M	7.2
Arundel	2016	F	7.3
Arundel	2016	M	7.7
Biggera Waters	2006	F	8.4
Biggera Waters	2006	M	5.9
Biggera Waters	2011	F	8.1
Biggera Waters	2011	M	9.7
Biggera Waters	2016	F	8.9
Biggera Waters	2016	M	9.1
Coombabah	2006	F	6.1
Coombabah	2006	M	5.4
Coombabah	2011	F	7.8
Coombabah	2011	M	8.9
Coombabah	2016	F	7.4
Coombabah	2016	M	8.7
Labrador	2006	F	7.1
Labrador	2006	M	7.7
Labrador	2011	F	8.5
Labrador	2011	M	11.5
Labrador	2016	F	9.6
Labrador	2016	M	10.6
Paradise Point - Hollywell	2006	F	4.3
Paradise Point - Hollywell	2006	M	4.2
Paradise Point - Hollywell	2011	F	6
Paradise Point - Hollywell	2011	M	5.6
Paradise Point - Hollywell	2016	F	5.1
Paradise Point - Hollywell	2016	M	5.2
Runaway Bay	2006	F	5.2
Runaway Bay	2006	M	4.5
Runaway Bay	2011	F	6.7
Runaway Bay	2011	M	6.4
Runaway Bay	2016	F	6.5
Runaway Bay	2016	M	6.7
Guanaba - Springbrook	2006	F	4.5
Guanaba - Springbrook	2006	M	4.1
Guanaba - Springbrook	2011	F	6.7
Guanaba - Springbrook	2011	M	7.6
Guanaba - Springbrook	2016	F	6.7
Guanaba - Springbrook	2016	M	6.2
Tamborine - Canungra	2006	F	4.5
Tamborine - Canungra	2006	M	4.2
Tamborine - Canungra	2011	F	5.4
Tamborine - Canungra	2011	M	6
Tamborine - Canungra	2016	F	4.9
Tamborine - Canungra	2016	M	5.6
Currumbin Valley - Tallebudgera	2006	F	4.2
Currumbin Valley - Tallebudgera	2006	M	4.1
Currumbin Valley - Tallebudgera	2011	F	6.2
Currumbin Valley - Tallebudgera	2011	M	7
Currumbin Valley - Tallebudgera	2016	F	5.1
Currumbin Valley - Tallebudgera	2016	M	5.7
Mudgeeraba - Bonogin	2006	F	5.4
Mudgeeraba - Bonogin	2006	M	4.2
Mudgeeraba - Bonogin	2011	F	6.3
Mudgeeraba - Bonogin	2011	M	6.6
Mudgeeraba - Bonogin	2016	F	5.4
Mudgeeraba - Bonogin	2016	M	5.9
Reedy Creek - Andrews	2006	F	5.9
Reedy Creek - Andrews	2006	M	3.2
Reedy Creek - Andrews	2011	F	6.2
Reedy Creek - Andrews	2011	M	6.4
Reedy Creek - Andrews	2016	F	5.4
Reedy Creek - Andrews	2016	M	5.6
Carrara	2006	F	5.7
Carrara	2006	M	4.6
Carrara	2011	F	6.6
Carrara	2011	M	7.5
Carrara	2016	F	6
Carrara	2016	M	7
Highland Park	2006	F	5.6
Highland Park	2006	M	4.3
Highland Park	2011	F	7.5
Highland Park	2011	M	8.4
Highland Park	2016	F	5.9
Highland Park	2016	M	7.2
Nerang - Mount Nathan	2006	F	6.2
Nerang - Mount Nathan	2006	M	5.3
Nerang - Mount Nathan	2011	F	8.1
Nerang - Mount Nathan	2011	M	8.4
Nerang - Mount Nathan	2016	F	7.6
Nerang - Mount Nathan	2016	M	7.5
Pacific Pines - Gaven	2006	F	6
Pacific Pines - Gaven	2006	M	4
Pacific Pines - Gaven	2011	F	7.5
Pacific Pines - Gaven	2011	M	6.8
Pacific Pines - Gaven	2016	F	7.6
Pacific Pines - Gaven	2016	M	6.6
Worongary - Tallai	2006	F	4.2
Worongary - Tallai	2006	M	3.8
Worongary - Tallai	2011	F	5.9
Worongary - Tallai	2011	M	7
Worongary - Tallai	2016	F	5.9
Worongary - Tallai	2016	M	5.9
Coomera	2006	F	6.8
Coomera	2006	M	4.6
Coomera	2011	F	9.2
Coomera	2011	M	5.4
Coomera	2016	F	9.3
Coomera	2016	M	6.8
Helensvale	2006	F	4.6
Helensvale	2006	M	4.3
Helensvale	2011	F	6.1
Helensvale	2011	M	6.4
Helensvale	2016	F	5.8
Helensvale	2016	M	7.2
Hope Island	2006	F	4.8
Hope Island	2006	M	3.5
Hope Island	2011	F	7.1
Hope Island	2011	M	6.5
Hope Island	2016	F	5.9
Hope Island	2016	M	5.3
Jacobs Well - Alberton	2006	F	3.4
Jacobs Well - Alberton	2006	M	3.3
Jacobs Well - Alberton	2011	F	4.7
Jacobs Well - Alberton	2011	M	5
Jacobs Well - Alberton	2016	F	5.7
Jacobs Well - Alberton	2016	M	5.1
Ormeau - Yatala	2006	F	4.8
Ormeau - Yatala	2006	M	3.1
Ormeau - Yatala	2011	F	5.8
Ormeau - Yatala	2011	M	4.7
Ormeau - Yatala	2016	F	6.8
Ormeau - Yatala	2016	M	5.7
Oxenford - Maudsland	2006	F	5.5
Oxenford - Maudsland	2006	M	3.7
Oxenford - Maudsland	2011	F	6.9
Oxenford - Maudsland	2011	M	7.3
Oxenford - Maudsland	2016	F	7.1
Oxenford - Maudsland	2016	M	6.2
Pimpama	2006	F	3
Pimpama	2006	M	5.1
Pimpama	2011	F	7.6
Pimpama	2011	M	5.4
Pimpama	2016	F	10.2
Pimpama	2016	M	6.8
Upper Coomera - Willow Vale	2006	F	6.9
Upper Coomera - Willow Vale	2006	M	4.6
Upper Coomera - Willow Vale	2011	F	8.1
Upper Coomera - Willow Vale	2011	M	6.5
Upper Coomera - Willow Vale	2016	F	7.6
Upper Coomera - Willow Vale	2016	M	6.6
Clear Island Waters	2006	F	4.5
Clear Island Waters	2006	M	3.8
Clear Island Waters	2011	F	6
Clear Island Waters	2011	M	5.8
Clear Island Waters	2016	F	4.6
Clear Island Waters	2016	M	5.8
Merrimac	2006	F	5.2
Merrimac	2006	M	4.9
Merrimac	2011	F	7.4
Merrimac	2011	M	6
Merrimac	2016	F	6.3
Merrimac	2016	M	5.8
Robina	2006	F	5.1
Robina	2006	M	4.8
Robina	2011	F	7.6
Robina	2011	M	7.6
Robina	2016	F	6.9
Robina	2016	M	7.2
Varsity Lakes	2006	F	7
Varsity Lakes	2006	M	5.3
Varsity Lakes	2011	F	8.2
Varsity Lakes	2011	M	8.2
Varsity Lakes	2016	F	7
Varsity Lakes	2016	M	7
Ashmore	2006	F	4.1
Ashmore	2006	M	4.7
Ashmore	2011	F	6.7
Ashmore	2011	M	7.8
Ashmore	2016	F	6.2
Ashmore	2016	M	7
Molendinar	2006	F	4.3
Molendinar	2006	M	5.3
Molendinar	2011	F	8.5
Molendinar	2011	M	9.3
Molendinar	2016	F	7.4
Molendinar	2016	M	8.2
Parkwood	2006	F	6.6
Parkwood	2006	M	4.8
Parkwood	2011	F	8
Parkwood	2011	M	8
Parkwood	2016	F	7.4
Parkwood	2016	M	8
Southport - North	2006	F	8.3
Southport - North	2006	M	9
Southport - North	2011	F	11
Southport - North	2011	M	12.4
Southport - North	2016	F	12.4
Southport - North	2016	M	11.9
Southport - South	2006	F	5.6
Southport - South	2006	M	5.8
Southport - South	2011	F	7.5
Southport - South	2011	M	8.9
Southport - South	2016	F	8.7
Southport - South	2016	M	9.2
Benowa	2006	F	4.5
Benowa	2006	M	3.9
Benowa	2011	F	6.4
Benowa	2011	M	6.9
Benowa	2016	F	5.7
Benowa	2016	M	6.1
Bundall	2006	F	4.9
Bundall	2006	M	2.8
Bundall	2011	F	4.9
Bundall	2011	M	6.4
Bundall	2016	F	5.8
Bundall	2016	M	5.3
Main Beach	2006	F	2.3
Main Beach	2006	M	3.4
Main Beach	2011	F	5.8
Main Beach	2011	M	6.1
Main Beach	2016	F	5.9
Main Beach	2016	M	5.8
Surfers Paradise	2006	F	6.7
Surfers Paradise	2006	M	6.4
Surfers Paradise	2011	F	9.9
Surfers Paradise	2011	M	9.4
Surfers Paradise	2016	F	9.9
Surfers Paradise	2016	M	8.5
Darra - Sumner	2006	F	8.9
Darra - Sumner	2006	M	5.3
Darra - Sumner	2011	F	7.8
Darra - Sumner	2011	M	7
Darra - Sumner	2016	F	7.5
Darra - Sumner	2016	M	10.2
Durack	2006	F	6.5
Durack	2006	M	5.7
Durack	2011	F	8.6
Durack	2011	M	7.7
Durack	2016	F	10.7
Durack	2016	M	10.3
Forest Lake - Doolandella	2006	F	4.1
Forest Lake - Doolandella	2006	M	3
Forest Lake - Doolandella	2011	F	6.3
Forest Lake - Doolandella	2011	M	5.4
Forest Lake - Doolandella	2016	F	7.5
Forest Lake - Doolandella	2016	M	7.5
Inala - Richlands	2006	F	12.3
Inala - Richlands	2006	M	9.7
Inala - Richlands	2011	F	13.7
Inala - Richlands	2011	M	12.4
Inala - Richlands	2016	F	16.7
Inala - Richlands	2016	M	16.6
Oxley (Qld)	2006	F	3.5
Oxley (Qld)	2006	M	3.1
Oxley (Qld)	2011	F	5.4
Oxley (Qld)	2011	M	4.7
Oxley (Qld)	2016	F	5.7
Oxley (Qld)	2016	M	6.8
Wacol	2006	F	9.5
Wacol	2006	M	10.4
Wacol	2011	F	12.1
Wacol	2011	M	12.2
Wacol	2016	F	21.1
Wacol	2016	M	16.4
Boonah	2006	F	3.8
Boonah	2006	M	2.9
Boonah	2011	F	4.6
Boonah	2011	M	4.2
Boonah	2016	F	5.4
Boonah	2016	M	4.7
Esk	2006	F	6.5
Esk	2006	M	6.8
Esk	2011	F	8.5
Esk	2011	M	6.7
Esk	2016	F	7.2
Esk	2016	M	9.5
Lake Manchester - England Creek	2006	F	0
Lake Manchester - England Creek	2006	M	0
Lake Manchester - England Creek	2011	F	0
Lake Manchester - England Creek	2011	M	0
Lake Manchester - England Creek	2016	F	0
Lake Manchester - England Creek	2016	M	0
Lockyer Valley - East	2006	F	7.1
Lockyer Valley - East	2006	M	5.3
Lockyer Valley - East	2011	F	8.1
Lockyer Valley - East	2011	M	7.2
Lockyer Valley - East	2016	F	9.8
Lockyer Valley - East	2016	M	8.5
Lowood	2006	F	6.1
Lowood	2006	M	4.6
Lowood	2011	F	6.7
Lowood	2011	M	7
Lowood	2016	F	8.8
Lowood	2016	M	8.3
Rosewood	2006	F	4.9
Rosewood	2006	M	3.8
Rosewood	2011	F	5.5
Rosewood	2011	M	5.5
Rosewood	2016	F	6.8
Rosewood	2016	M	6.1
Brassall	2006	F	4.9
Brassall	2006	M	3.5
Brassall	2011	F	7.1
Brassall	2011	M	5.7
Brassall	2016	F	8.7
Brassall	2016	M	9.4
Bundamba	2006	F	6.4
Bundamba	2006	M	5.8
Bundamba	2011	F	8.9
Bundamba	2011	M	8.2
Bundamba	2016	F	10.3
Bundamba	2016	M	10.5
Churchill - Yamanto	2006	F	4.1
Churchill - Yamanto	2006	M	3.5
Churchill - Yamanto	2011	F	5.2
Churchill - Yamanto	2011	M	5.6
Churchill - Yamanto	2016	F	7.9
Churchill - Yamanto	2016	M	7
Ipswich - Central	2006	F	8.5
Ipswich - Central	2006	M	5.8
Ipswich - Central	2011	F	8
Ipswich - Central	2011	M	10.5
Ipswich - Central	2016	F	10.8
Ipswich - Central	2016	M	11.2
Ipswich - East	2006	F	6.5
Ipswich - East	2006	M	5.1
Ipswich - East	2011	F	7.8
Ipswich - East	2011	M	8.8
Ipswich - East	2016	F	9.8
Ipswich - East	2016	M	10.5
Ipswich - North	2006	F	3.8
Ipswich - North	2006	M	2.6
Ipswich - North	2011	F	4.4
Ipswich - North	2011	M	4.8
Ipswich - North	2016	F	5.2
Ipswich - North	2016	M	5
Karalee - Barellan Point	2006	F	4.4
Karalee - Barellan Point	2006	M	2.2
Karalee - Barellan Point	2011	F	3.5
Karalee - Barellan Point	2011	M	2.7
Karalee - Barellan Point	2016	F	4.5
Karalee - Barellan Point	2016	M	6
Karana Downs	2006	F	4
Karana Downs	2006	M	3.1
Karana Downs	2011	F	5.4
Karana Downs	2011	M	3.7
Karana Downs	2016	F	5.8
Karana Downs	2016	M	5
Leichhardt - One Mile	2006	F	8.1
Leichhardt - One Mile	2006	M	6.9
Leichhardt - One Mile	2011	F	10.5
Leichhardt - One Mile	2011	M	11.3
Leichhardt - One Mile	2016	F	14.3
Leichhardt - One Mile	2016	M	12.5
North Ipswich - Tivoli	2006	F	7.2
North Ipswich - Tivoli	2006	M	6
North Ipswich - Tivoli	2011	F	9
North Ipswich - Tivoli	2011	M	9
North Ipswich - Tivoli	2016	F	8.7
North Ipswich - Tivoli	2016	M	10.2
Raceview	2006	F	4.4
Raceview	2006	M	3.5
Raceview	2011	F	6
Raceview	2011	M	6
Raceview	2016	F	7.9
Raceview	2016	M	7.5
Ripley	2006	F	3.6
Ripley	2006	M	2.1
Ripley	2011	F	3.1
Ripley	2011	M	4
Ripley	2016	F	5
Ripley	2016	M	4.3
Riverview	2006	F	13.1
Riverview	2006	M	7.4
Riverview	2011	F	16.3
Riverview	2011	M	14.1
Riverview	2016	F	19.5
Riverview	2016	M	13.1
Bellbird Park - Brookwater	2006	F	6.3
Bellbird Park - Brookwater	2006	M	4.4
Bellbird Park - Brookwater	2011	F	6.6
Bellbird Park - Brookwater	2011	M	6
Bellbird Park - Brookwater	2016	F	7.9
Bellbird Park - Brookwater	2016	M	6.5
Camira - Gailes	2006	F	4.7
Camira - Gailes	2006	M	3.9
Camira - Gailes	2011	F	6.5
Camira - Gailes	2011	M	6.1
Camira - Gailes	2016	F	8.1
Camira - Gailes	2016	M	9.7
Carole Park	2006	F	0
Carole Park	2006	M	0
Carole Park	2011	F	0
Carole Park	2011	M	0
Carole Park	2016	F	0
Carole Park	2016	M	0
Collingwood Park - Redbank	2006	F	5.5
Collingwood Park - Redbank	2006	M	4.3
Collingwood Park - Redbank	2011	F	8.3
Collingwood Park - Redbank	2011	M	6.6
Collingwood Park - Redbank	2016	F	10.7
Collingwood Park - Redbank	2016	M	9.2
Goodna	2006	F	11
Goodna	2006	M	8
Goodna	2011	F	13.5
Goodna	2011	M	10.4
Goodna	2016	F	14.9
Goodna	2016	M	14
New Chum	2006	F	0
New Chum	2006	M	0
New Chum	2011	F	0
New Chum	2011	M	0
New Chum	2016	F	0
New Chum	2016	M	0
Redbank Plains	2006	F	5.6
Redbank Plains	2006	M	4.1
Redbank Plains	2011	F	10.3
Redbank Plains	2011	M	8.9
Redbank Plains	2016	F	13.9
Redbank Plains	2016	M	11.2
Springfield	2006	F	6.5
Springfield	2006	M	3.4
Springfield	2011	F	5.4
Springfield	2011	M	5
Springfield	2016	F	6.7
Springfield	2016	M	6.8
Springfield Lakes	2006	F	4.9
Springfield Lakes	2006	M	2.7
Springfield Lakes	2011	F	5.8
Springfield Lakes	2011	M	3.8
Springfield Lakes	2016	F	7.5
Springfield Lakes	2016	M	6.6
Beaudesert	2006	F	5.4
Beaudesert	2006	M	3.7
Beaudesert	2011	F	7
Beaudesert	2011	M	6.6
Beaudesert	2016	F	8
Beaudesert	2016	M	7.7
Beenleigh	2006	F	9.1
Beenleigh	2006	M	6.4
Beenleigh	2011	F	10.1
Beenleigh	2011	M	9.1
Beenleigh	2016	F	13.2
Beenleigh	2016	M	11.9
Eagleby	2006	F	12
Eagleby	2006	M	7.5
Eagleby	2011	F	12.8
Eagleby	2011	M	11.4
Eagleby	2016	F	15
Eagleby	2016	M	12.9
Edens Landing - Holmview	2006	F	6.3
Edens Landing - Holmview	2006	M	4.7
Edens Landing - Holmview	2011	F	7.1
Edens Landing - Holmview	2011	M	6.4
Edens Landing - Holmview	2016	F	9
Edens Landing - Holmview	2016	M	7.5
Mount Warren Park	2006	F	5.6
Mount Warren Park	2006	M	4
Mount Warren Park	2011	F	6.2
Mount Warren Park	2011	M	5.7
Mount Warren Park	2016	F	8.1
Mount Warren Park	2016	M	7.5
Wolffdene - Bahrs Scrub	2006	F	2.5
Wolffdene - Bahrs Scrub	2006	M	2.7
Wolffdene - Bahrs Scrub	2011	F	4.9
Wolffdene - Bahrs Scrub	2011	M	4.2
Wolffdene - Bahrs Scrub	2016	F	5.6
Wolffdene - Bahrs Scrub	2016	M	6.4
Boronia Heights - Park Ridge	2006	F	7
Boronia Heights - Park Ridge	2006	M	4.8
Boronia Heights - Park Ridge	2011	F	8
Boronia Heights - Park Ridge	2011	M	7.1
Boronia Heights - Park Ridge	2016	F	11
Boronia Heights - Park Ridge	2016	M	8.8
Browns Plains	2006	F	8.8
Browns Plains	2006	M	5.4
Browns Plains	2011	F	9.6
Browns Plains	2011	M	7.1
Browns Plains	2016	F	11.9
Browns Plains	2016	M	8.3
Chambers Flat - Logan Reserve	2006	F	4.8
Chambers Flat - Logan Reserve	2006	M	4.6
Chambers Flat - Logan Reserve	2011	F	5.5
Chambers Flat - Logan Reserve	2011	M	6.2
Chambers Flat - Logan Reserve	2016	F	6.9
Chambers Flat - Logan Reserve	2016	M	7.1
Crestmead	2006	F	10.2
Crestmead	2006	M	5.4
Crestmead	2011	F	10
Crestmead	2011	M	7.4
Crestmead	2016	F	12.2
Crestmead	2016	M	10.9
Greenbank Military Camp	2006	F	0
Greenbank Military Camp	2006	M	0
Greenbank Military Camp	2011	F	0
Greenbank Military Camp	2011	M	0
Greenbank Military Camp	2016	F	0
Greenbank Military Camp	2016	M	0
Hillcrest	2006	F	5
Hillcrest	2006	M	4.5
Hillcrest	2011	F	5.4
Hillcrest	2011	M	5.7
Hillcrest	2016	F	7.4
Hillcrest	2016	M	7.5
Marsden	2006	F	8.5
Marsden	2006	M	6.8
Marsden	2011	F	11.4
Marsden	2011	M	9.5
Marsden	2016	F	12.9
Marsden	2016	M	11.5
Munruben - Park Ridge South	2006	F	3.1
Munruben - Park Ridge South	2006	M	2.9
Munruben - Park Ridge South	2011	F	4.1
Munruben - Park Ridge South	2011	M	4.8
Munruben - Park Ridge South	2016	F	7
Munruben - Park Ridge South	2016	M	6.7
Regents Park - Heritage Park	2006	F	5.5
Regents Park - Heritage Park	2006	M	4.2
Regents Park - Heritage Park	2011	F	6.2
Regents Park - Heritage Park	2011	M	5.8
Regents Park - Heritage Park	2016	F	7.5
Regents Park - Heritage Park	2016	M	6.6
Greenbank	2006	F	3.6
Greenbank	2006	M	2
Greenbank	2011	F	5.8
Greenbank	2011	M	4.6
Greenbank	2016	F	7.2
Greenbank	2016	M	5.7
Jimboomba	2006	F	5.1
Jimboomba	2006	M	3.2
Jimboomba	2011	F	6
Jimboomba	2011	M	5
Jimboomba	2016	F	6.8
Jimboomba	2016	M	5.9
Logan Village	2006	F	3.8
Logan Village	2006	M	3.6
Logan Village	2011	F	5.3
Logan Village	2011	M	4.9
Logan Village	2016	F	5.3
Logan Village	2016	M	5.1
Bethania - Waterford	2006	F	7.4
Bethania - Waterford	2006	M	5.8
Bethania - Waterford	2011	F	7.3
Bethania - Waterford	2011	M	6.2
Bethania - Waterford	2016	F	7.6
Bethania - Waterford	2016	M	7.8
Cornubia - Carbrook	2006	F	4.3
Cornubia - Carbrook	2006	M	3.3
Cornubia - Carbrook	2011	F	4.7
Cornubia - Carbrook	2011	M	4.7
Cornubia - Carbrook	2016	F	4.7
Cornubia - Carbrook	2016	M	6.2
Loganholme - Tanah Merah	2006	F	4.3
Loganholme - Tanah Merah	2006	M	3.2
Loganholme - Tanah Merah	2011	F	5.7
Loganholme - Tanah Merah	2011	M	6.2
Loganholme - Tanah Merah	2016	F	7
Loganholme - Tanah Merah	2016	M	6.4
Loganlea	2006	F	8.9
Loganlea	2006	M	5.6
Loganlea	2011	F	9.5
Loganlea	2011	M	7.3
Loganlea	2016	F	12.8
Loganlea	2016	M	10.7
Shailer Park	2006	F	3.8
Shailer Park	2006	M	2.6
Shailer Park	2011	F	4.3
Shailer Park	2011	M	4.9
Shailer Park	2016	F	5.4
Shailer Park	2016	M	6.4
Waterford West	2006	F	7.7
Waterford West	2006	M	5.4
Waterford West	2011	F	9.8
Waterford West	2011	M	9
Waterford West	2016	F	11
Waterford West	2016	M	10.1
Daisy Hill	2006	F	4.1
Daisy Hill	2006	M	3.5
Daisy Hill	2011	F	4.6
Daisy Hill	2011	M	5.5
Daisy Hill	2016	F	7
Daisy Hill	2016	M	6.7
Kingston (Qld.)	2006	F	12.4
Kingston (Qld.)	2006	M	8.9
Kingston (Qld.)	2011	F	12.9
Kingston (Qld.)	2011	M	11.7
Kingston (Qld.)	2016	F	17.5
Kingston (Qld.)	2016	M	14.4
Logan Central	2006	F	14.9
Logan Central	2006	M	10.3
Logan Central	2011	F	15.8
Logan Central	2011	M	13.8
Logan Central	2016	F	22
Logan Central	2016	M	19.9
Rochedale South - Priestdale	2006	F	3.5
Rochedale South - Priestdale	2006	M	3
Rochedale South - Priestdale	2011	F	4.2
Rochedale South - Priestdale	2011	M	4.6
Rochedale South - Priestdale	2016	F	5.8
Rochedale South - Priestdale	2016	M	5.7
Slacks Creek	2006	F	10.8
Slacks Creek	2006	M	6.5
Slacks Creek	2011	F	10.6
Slacks Creek	2011	M	8.9
Slacks Creek	2016	F	12.4
Slacks Creek	2016	M	11.5
Springwood	2006	F	3.6
Springwood	2006	M	3.3
Springwood	2011	F	5.4
Springwood	2011	M	5.5
Springwood	2016	F	7.3
Springwood	2016	M	6
Underwood	2006	F	5.6
Underwood	2006	M	3.3
Underwood	2011	F	4.4
Underwood	2011	M	6.9
Underwood	2016	F	7.9
Underwood	2016	M	7.2
Woodridge	2006	F	14
Woodridge	2006	M	10.2
Woodridge	2011	F	14.7
Woodridge	2011	M	13.2
Woodridge	2016	F	20.6
Woodridge	2016	M	17.8
Bowen	2006	F	4.7
Bowen	2006	M	4.9
Bowen	2011	F	5.8
Bowen	2011	M	5.4
Bowen	2016	F	7.9
Bowen	2016	M	9.3
Broadsound - Nebo	2006	F	3.3
Broadsound - Nebo	2006	M	1.7
Broadsound - Nebo	2011	F	3.2
Broadsound - Nebo	2011	M	0.9
Broadsound - Nebo	2016	F	6.7
Broadsound - Nebo	2016	M	3.4
Clermont	2006	F	2.9
Clermont	2006	M	2.4
Clermont	2011	F	2.2
Clermont	2011	M	1.6
Clermont	2016	F	3.7
Clermont	2016	M	4.5
Collinsville	2006	F	5.9
Collinsville	2006	M	3.9
Collinsville	2011	F	4.1
Collinsville	2011	M	2.9
Collinsville	2016	F	7.6
Collinsville	2016	M	7.1
Moranbah	2006	F	2.9
Moranbah	2006	M	1.1
Moranbah	2011	F	3.8
Moranbah	2011	M	1.1
Moranbah	2016	F	8.1
Moranbah	2016	M	3.6
Andergrove - Beaconsfield	2006	F	4.8
Andergrove - Beaconsfield	2006	M	2.5
Andergrove - Beaconsfield	2011	F	4.9
Andergrove - Beaconsfield	2011	M	3.2
Andergrove - Beaconsfield	2016	F	9.5
Andergrove - Beaconsfield	2016	M	9.5
East Mackay	2006	F	3.2
East Mackay	2006	M	2.5
East Mackay	2011	F	4.6
East Mackay	2011	M	2.4
East Mackay	2016	F	8.8
East Mackay	2016	M	9.5
Eimeo - Rural View	2006	F	3.9
Eimeo - Rural View	2006	M	2.6
Eimeo - Rural View	2011	F	4.9
Eimeo - Rural View	2011	M	2
Eimeo - Rural View	2016	F	9.2
Eimeo - Rural View	2016	M	8.1
Eungella Hinterland	2006	F	0
Eungella Hinterland	2006	M	0
Eungella Hinterland	2011	F	0
Eungella Hinterland	2011	M	0
Eungella Hinterland	2016	F	0
Eungella Hinterland	2016	M	0
Mackay	2006	F	11
Mackay	2006	M	7.4
Mackay	2011	F	6.6
Mackay	2011	M	3.4
Mackay	2016	F	12.8
Mackay	2016	M	15.5
Mackay Harbour	2006	F	0
Mackay Harbour	2006	M	0
Mackay Harbour	2011	F	2.3
Mackay Harbour	2011	M	0
Mackay Harbour	2016	F	8
Mackay Harbour	2016	M	7.9
Mount Pleasant - Glenella	2006	F	3.8
Mount Pleasant - Glenella	2006	M	2.2
Mount Pleasant - Glenella	2011	F	2.9
Mount Pleasant - Glenella	2011	M	2.1
Mount Pleasant - Glenella	2016	F	6.3
Mount Pleasant - Glenella	2016	M	6.4
North Mackay	2006	F	6.3
North Mackay	2006	M	4.6
North Mackay	2011	F	6.4
North Mackay	2011	M	4.7
North Mackay	2016	F	10.7
North Mackay	2016	M	13.2
Ooralea - Bakers Creek	2006	F	3.7
Ooralea - Bakers Creek	2006	M	3.6
Ooralea - Bakers Creek	2011	F	4.3
Ooralea - Bakers Creek	2011	M	2.2
Ooralea - Bakers Creek	2016	F	8.9
Ooralea - Bakers Creek	2016	M	6.2
Pioneer Valley	2006	F	6
Pioneer Valley	2006	M	2.7
Pioneer Valley	2011	F	4.8
Pioneer Valley	2011	M	2.5
Pioneer Valley	2016	F	8.1
Pioneer Valley	2016	M	5.2
Sarina	2006	F	5.4
Sarina	2006	M	3.8
Sarina	2011	F	4.7
Sarina	2011	M	3.4
Sarina	2016	F	9.8
Sarina	2016	M	8.8
Seaforth - Calen	2006	F	3.6
Seaforth - Calen	2006	M	2.1
Seaforth - Calen	2011	F	4.7
Seaforth - Calen	2011	M	2.6
Seaforth - Calen	2016	F	7.1
Seaforth - Calen	2016	M	7.2
Shoal Point - Bucasia	2006	F	6
Shoal Point - Bucasia	2006	M	2.6
Shoal Point - Bucasia	2011	F	5.3
Shoal Point - Bucasia	2011	M	2.4
Shoal Point - Bucasia	2016	F	9.9
Shoal Point - Bucasia	2016	M	7.5
Slade Point	2006	F	5.5
Slade Point	2006	M	3.6
Slade Point	2011	F	6.9
Slade Point	2011	M	3.5
Slade Point	2016	F	11.2
Slade Point	2016	M	11.3
South Mackay	2006	F	4.3
South Mackay	2006	M	3.6
South Mackay	2011	F	4.1
South Mackay	2011	M	4
South Mackay	2016	F	10.4
South Mackay	2016	M	10.9
Walkerston - Eton	2006	F	3.4
Walkerston - Eton	2006	M	1.5
Walkerston - Eton	2011	F	3.6
Walkerston - Eton	2011	M	1.5
Walkerston - Eton	2016	F	5.9
Walkerston - Eton	2016	M	6.1
West Mackay	2006	F	3.8
West Mackay	2006	M	3.5
West Mackay	2011	F	4.3
West Mackay	2011	M	3.1
West Mackay	2016	F	7.7
West Mackay	2016	M	8.1
Airlie - Whitsundays	2006	F	3.1
Airlie - Whitsundays	2006	M	3.2
Airlie - Whitsundays	2011	F	5.1
Airlie - Whitsundays	2011	M	4.5
Airlie - Whitsundays	2016	F	5.2
Airlie - Whitsundays	2016	M	5.8
Cape Conway	2006	F	0
Cape Conway	2006	M	0
Cape Conway	2011	F	0
Cape Conway	2011	M	0
Cape Conway	2016	F	0
Cape Conway	2016	M	0
Proserpine	2006	F	3.3
Proserpine	2006	M	2.9
Proserpine	2011	F	5.3
Proserpine	2011	M	3.9
Proserpine	2016	F	5.8
Proserpine	2016	M	6.8
Beachmere - Sandstone Point	2006	F	7
Beachmere - Sandstone Point	2006	M	6.5
Beachmere - Sandstone Point	2011	F	8.6
Beachmere - Sandstone Point	2011	M	8.6
Beachmere - Sandstone Point	2016	F	10.2
Beachmere - Sandstone Point	2016	M	8.4
Bribie Island	2006	F	7.6
Bribie Island	2006	M	7.7
Bribie Island	2011	F	8.3
Bribie Island	2011	M	8.3
Bribie Island	2016	F	8.1
Bribie Island	2016	M	11.2
Burpengary - East	2006	F	4.5
Burpengary - East	2006	M	2.3
