SA2_NAME16	Year	AustCitizen	persons
Haberfield - Summer Hill	2011	1	11112
Haberfield - Summer Hill	2016	0	2246
Haberfield - Summer Hill	2016	1	11224
Homebush	2006	0	3505
Homebush	2006	1	6416
Homebush	2011	0	4872
Homebush	2011	1	7645
Homebush	2016	0	7648
Homebush	2016	1	8563
Strathfield	2006	0	6774
Strathfield	2006	1	15754
Strathfield	2011	0	7239
Strathfield	2011	1	15551
Strathfield	2016	0	9348
Strathfield	2016	1	15665
Strathfield South	2006	0	533
Strathfield South	2006	1	2572
Strathfield South	2011	0	489
Strathfield South	2011	1	2724
Strathfield South	2016	0	593
Strathfield South	2016	1	2953
Chatswood (East) - Artarmon	2006	0	7027
Chatswood (East) - Artarmon	2006	1	15988
Chatswood (East) - Artarmon	2011	0	7696
Chatswood (East) - Artarmon	2011	1	16647
Chatswood (East) - Artarmon	2016	0	10703
Chatswood (East) - Artarmon	2016	1	17980
Chatswood (West) - Lane Cove North	2006	0	3523
Chatswood (West) - Lane Cove North	2006	1	13070
Chatswood (West) - Lane Cove North	2011	0	3910
Chatswood (West) - Lane Cove North	2011	1	14212
Chatswood (West) - Lane Cove North	2016	0	5513
Chatswood (West) - Lane Cove North	2016	1	15344
Lane Cove - Greenwich	2006	0	3705
Lane Cove - Greenwich	2006	1	20168
Lane Cove - Greenwich	2011	0	3290
Lane Cove - Greenwich	2011	1	20857
Lane Cove - Greenwich	2016	0	4495
Lane Cove - Greenwich	2016	1	22239
St Leonards - Naremburn	2006	0	2325
St Leonards - Naremburn	2006	1	5698
St Leonards - Naremburn	2011	0	2612
St Leonards - Naremburn	2011	1	6650
St Leonards - Naremburn	2016	0	3014
St Leonards - Naremburn	2016	1	7486
Willoughby - Castle Cove - Northbridge	2006	0	2918
Willoughby - Castle Cove - Northbridge	2006	1	20233
Willoughby - Castle Cove - Northbridge	2011	0	3134
Willoughby - Castle Cove - Northbridge	2011	1	21188
Willoughby - Castle Cove - Northbridge	2016	0	3582
Willoughby - Castle Cove - Northbridge	2016	1	21880
Asquith - Mount Colah	2006	0	1702
Asquith - Mount Colah	2006	1	15814
Asquith - Mount Colah	2011	0	1725
Asquith - Mount Colah	2011	1	16010
Asquith - Mount Colah	2016	0	2082
Asquith - Mount Colah	2016	1	16205
Berowra - Brooklyn - Cowan	2006	0	1078
Berowra - Brooklyn - Cowan	2006	1	9978
Berowra - Brooklyn - Cowan	2011	0	1020
Berowra - Brooklyn - Cowan	2011	1	10375
Berowra - Brooklyn - Cowan	2016	0	1110
Berowra - Brooklyn - Cowan	2016	1	10589
Normanhurst - Thornleigh - Westleigh	2006	0	1828
Normanhurst - Thornleigh - Westleigh	2006	1	15983
Normanhurst - Thornleigh - Westleigh	2011	0	1804
Normanhurst - Thornleigh - Westleigh	2011	1	16243
Normanhurst - Thornleigh - Westleigh	2016	0	2280
Normanhurst - Thornleigh - Westleigh	2016	1	16251
Hornsby - East	2006	0	2582
Hornsby - East	2006	1	6728
Hornsby - East	2011	0	3461
Hornsby - East	2011	1	7250
Hornsby - East	2016	0	4169
Hornsby - East	2016	1	7632
Hornsby - West	2006	0	1425
Hornsby - West	2006	1	8102
Hornsby - West	2011	0	1544
Hornsby - West	2011	1	8441
Hornsby - West	2016	0	2244
Hornsby - West	2016	1	8435
Waitara - Wahroonga (West)	2006	0	1779
Waitara - Wahroonga (West)	2006	1	5921
Waitara - Wahroonga (West)	2011	0	2247
Waitara - Wahroonga (West)	2011	1	6408
Waitara - Wahroonga (West)	2016	0	2877
Waitara - Wahroonga (West)	2016	1	6724
Gordon - Killara	2006	0	2542
Gordon - Killara	2006	1	14343
Gordon - Killara	2011	0	3213
Gordon - Killara	2011	1	15540
Gordon - Killara	2016	0	4454
Gordon - Killara	2016	1	16873
Lindfield - Roseville	2006	0	2486
Lindfield - Roseville	2006	1	18087
Lindfield - Roseville	2011	0	2905
Lindfield - Roseville	2011	1	18266
Lindfield - Roseville	2016	0	3733
Lindfield - Roseville	2016	1	19415
Pymble	2006	0	1630
Pymble	2006	1	12681
Pymble	2011	0	2063
Pymble	2011	1	13673
Pymble	2016	0	2501
Pymble	2016	1	13851
St Ives	2006	0	2235
St Ives	2006	1	14884
St Ives	2011	0	2734
St Ives	2011	1	15910
St Ives	2016	0	3491
St Ives	2016	1	16960
Turramurra	2006	0	2158
Turramurra	2006	1	15027
Turramurra	2011	0	2210
Turramurra	2011	1	15819
Turramurra	2016	0	2812
Turramurra	2016	1	16456
Wahroonga (East) - Warrawee	2006	0	1866
Wahroonga (East) - Warrawee	2006	1	13603
Wahroonga (East) - Warrawee	2011	0	2419
Wahroonga (East) - Warrawee	2011	1	14828
Wahroonga (East) - Warrawee	2016	0	2690
Wahroonga (East) - Warrawee	2016	1	15136
Cremorne - Cammeray	2006	0	4037
Cremorne - Cammeray	2006	1	13183
Cremorne - Cammeray	2011	0	3873
Cremorne - Cammeray	2011	1	14185
Cremorne - Cammeray	2016	0	4087
Cremorne - Cammeray	2016	1	14992
Crows Nest - Waverton	2006	0	3688
Crows Nest - Waverton	2006	1	11930
Crows Nest - Waverton	2011	0	4081
Crows Nest - Waverton	2011	1	12540
Crows Nest - Waverton	2016	0	4326
Crows Nest - Waverton	2016	1	13696
Mosman	2006	0	5294
Mosman	2006	1	20943
Mosman	2011	0	5573
Mosman	2011	1	21879
Mosman	2016	0	5815
Mosman	2016	1	22660
Neutral Bay - Kirribilli	2006	0	4549
Neutral Bay - Kirribilli	2006	1	11377
Neutral Bay - Kirribilli	2011	0	4660
Neutral Bay - Kirribilli	2011	1	12052
Neutral Bay - Kirribilli	2016	0	4699
Neutral Bay - Kirribilli	2016	1	13153
North Sydney - Lavender Bay	2006	0	2859
North Sydney - Lavender Bay	2006	1	5551
North Sydney - Lavender Bay	2011	0	3071
North Sydney - Lavender Bay	2011	1	6443
North Sydney - Lavender Bay	2016	0	3407
North Sydney - Lavender Bay	2016	1	7299
Balgowlah - Clontarf - Seaforth	2006	0	2575
Balgowlah - Clontarf - Seaforth	2006	1	14965
Balgowlah - Clontarf - Seaforth	2011	0	2835
Balgowlah - Clontarf - Seaforth	2011	1	16348
Balgowlah - Clontarf - Seaforth	2016	0	3164
Balgowlah - Clontarf - Seaforth	2016	1	17022
Manly - Fairlight	2006	0	6170
Manly - Fairlight	2006	1	13405
Manly - Fairlight	2011	0	6122
Manly - Fairlight	2011	1	14443
Manly - Fairlight	2016	0	6177
Manly - Fairlight	2016	1	15527
Avalon - Palm Beach	2006	0	1811
Avalon - Palm Beach	2006	1	10477
Avalon - Palm Beach	2011	0	1365
Avalon - Palm Beach	2011	1	10833
Avalon - Palm Beach	2016	0	1465
Avalon - Palm Beach	2016	1	10911
Bayview - Elanora Heights	2006	0	1242
Bayview - Elanora Heights	2006	1	8573
Bayview - Elanora Heights	2011	0	1153
Bayview - Elanora Heights	2011	1	9083
Bayview - Elanora Heights	2016	0	1408
Bayview - Elanora Heights	2016	1	9334
Newport - Bilgola	2006	0	1637
Newport - Bilgola	2006	1	10601
Newport - Bilgola	2011	0	1611
Newport - Bilgola	2011	1	11287
Newport - Bilgola	2016	0	1449
Newport - Bilgola	2016	1	11732
Warriewood - Mona Vale	2006	0	2504
Warriewood - Mona Vale	2006	1	17310
Warriewood - Mona Vale	2011	0	2615
Warriewood - Mona Vale	2011	1	19200
Warriewood - Mona Vale	2016	0	3049
Warriewood - Mona Vale	2016	1	21083
Beacon Hill - Narraweena	2006	0	1303
Beacon Hill - Narraweena	2006	1	10314
Beacon Hill - Narraweena	2011	0	1578
Beacon Hill - Narraweena	2011	1	11464
Beacon Hill - Narraweena	2016	0	1963
Beacon Hill - Narraweena	2016	1	11922
Cromer	2006	0	702
Cromer	2006	1	6324
Cromer	2011	0	712
Cromer	2011	1	6495
Cromer	2016	0	853
Cromer	2016	1	6629
Dee Why - North Curl Curl	2006	0	4579
Dee Why - North Curl Curl	2006	1	15601
Dee Why - North Curl Curl	2011	0	5165
Dee Why - North Curl Curl	2011	1	17591
Dee Why - North Curl Curl	2016	0	6405
Dee Why - North Curl Curl	2016	1	18546
Forestville - Killarney Heights	2006	0	1407
Forestville - Killarney Heights	2006	1	10534
Forestville - Killarney Heights	2011	0	1492
Forestville - Killarney Heights	2011	1	10798
Forestville - Killarney Heights	2016	0	1549
Forestville - Killarney Heights	2016	1	11249
Frenchs Forest - Belrose	2006	0	2585
Frenchs Forest - Belrose	2006	1	21103
Frenchs Forest - Belrose	2011	0	2418
Frenchs Forest - Belrose	2011	1	21664
Frenchs Forest - Belrose	2016	0	2897
Frenchs Forest - Belrose	2016	1	22273
Freshwater - Brookvale	2006	0	3415
Freshwater - Brookvale	2006	1	15215
Freshwater - Brookvale	2011	0	3597
Freshwater - Brookvale	2011	1	15638
Freshwater - Brookvale	2016	0	4276
Freshwater - Brookvale	2016	1	16702
Manly Vale - Allambie Heights	2006	0	2010
Manly Vale - Allambie Heights	2006	1	13273
Manly Vale - Allambie Heights	2011	0	2200
Manly Vale - Allambie Heights	2011	1	13700
Manly Vale - Allambie Heights	2016	0	2540
Manly Vale - Allambie Heights	2016	1	14330
Narrabeen - Collaroy	2006	0	2930
Narrabeen - Collaroy	2006	1	18984
Narrabeen - Collaroy	2011	0	3056
Narrabeen - Collaroy	2011	1	19634
Narrabeen - Collaroy	2016	0	3728
Narrabeen - Collaroy	2016	1	21045
Terrey Hills - Duffys Forest	2006	0	581
Terrey Hills - Duffys Forest	2006	1	2979
Terrey Hills - Duffys Forest	2011	0	347
Terrey Hills - Duffys Forest	2011	1	3188
Terrey Hills - Duffys Forest	2016	0	424
Terrey Hills - Duffys Forest	2016	1	3222
Camden - Ellis Lane	2006	0	935
Camden - Ellis Lane	2006	1	9685
Camden - Ellis Lane	2011	0	1010
Camden - Ellis Lane	2011	1	11124
Camden - Ellis Lane	2016	0	1141
Camden - Ellis Lane	2016	1	11819
Elderslie - Harrington Park	2006	0	1291
Elderslie - Harrington Park	2006	1	11574
Elderslie - Harrington Park	2011	0	1261
Elderslie - Harrington Park	2011	1	14814
Elderslie - Harrington Park	2016	0	1922
Elderslie - Harrington Park	2016	1	19058
Mount Annan - Currans Hill	2006	0	1735
Mount Annan - Currans Hill	2006	1	19260
Mount Annan - Currans Hill	2011	0	2065
Mount Annan - Currans Hill	2011	1	21959
Mount Annan - Currans Hill	2016	0	2598
Mount Annan - Currans Hill	2016	1	25977
Bradbury - Wedderburn	2006	0	2531
Bradbury - Wedderburn	2006	1	16040
Bradbury - Wedderburn	2011	0	2400
Bradbury - Wedderburn	2011	1	16753
Bradbury - Wedderburn	2016	0	2578
Bradbury - Wedderburn	2016	1	16385
Campbelltown - Woodbine	2006	0	2128
Campbelltown - Woodbine	2006	1	12300
Campbelltown - Woodbine	2011	0	2320
Campbelltown - Woodbine	2011	1	13436
Campbelltown - Woodbine	2016	0	3343
Campbelltown - Woodbine	2016	1	14849
Claymore - Eagle Vale - Raby	2006	0	2680
Claymore - Eagle Vale - Raby	2006	1	18336
Claymore - Eagle Vale - Raby	2011	0	3034
Claymore - Eagle Vale - Raby	2011	1	17980
Claymore - Eagle Vale - Raby	2016	0	2752
Claymore - Eagle Vale - Raby	2016	1	17647
Holsworthy Military Area	2006	0	0
Holsworthy Military Area	2006	1	0
Holsworthy Military Area	2011	0	0
Holsworthy Military Area	2011	1	0
Holsworthy Military Area	2016	0	0
Holsworthy Military Area	2016	1	0
Ingleburn - Denham Court	2006	0	2391
Ingleburn - Denham Court	2006	1	13687
Ingleburn - Denham Court	2011	0	2418
Ingleburn - Denham Court	2011	1	14171
Ingleburn - Denham Court	2016	0	3943
Ingleburn - Denham Court	2016	1	16044
Leumeah - Minto Heights	2006	0	1811
Leumeah - Minto Heights	2006	1	13528
Leumeah - Minto Heights	2011	0	1980
Leumeah - Minto Heights	2011	1	14003
Leumeah - Minto Heights	2016	0	2306
Leumeah - Minto Heights	2016	1	14230
Macquarie Fields - Glenfield	2006	0	3619
Macquarie Fields - Glenfield	2006	1	16455
Macquarie Fields - Glenfield	2011	0	3746
Macquarie Fields - Glenfield	2011	1	17185
Macquarie Fields - Glenfield	2016	0	5025
Macquarie Fields - Glenfield	2016	1	18529
Minto - St Andrews	2006	0	2718
Minto - St Andrews	2006	1	15824
Minto - St Andrews	2011	0	2540
Minto - St Andrews	2011	1	15039
Minto - St Andrews	2016	0	3368
Minto - St Andrews	2016	1	16517
Rosemeadow - Glen Alpine	2006	0	2449
Rosemeadow - Glen Alpine	2006	1	17922
Rosemeadow - Glen Alpine	2011	0	2772
Rosemeadow - Glen Alpine	2011	1	17386
Rosemeadow - Glen Alpine	2016	0	2937
Rosemeadow - Glen Alpine	2016	1	17943
Bargo	2006	0	481
Bargo	2006	1	4691
Bargo	2011	0	492
Bargo	2011	1	4915
Bargo	2016	0	578
Bargo	2016	1	5163
Douglas Park - Appin	2006	0	642
Douglas Park - Appin	2006	1	6303
Douglas Park - Appin	2011	0	607
Douglas Park - Appin	2011	1	6455
Douglas Park - Appin	2016	0	764
Douglas Park - Appin	2016	1	8862
Picton - Tahmoor - Buxton	2006	0	1231
Picton - Tahmoor - Buxton	2006	1	13235
Picton - Tahmoor - Buxton	2011	0	1391
Picton - Tahmoor - Buxton	2011	1	13979
Picton - Tahmoor - Buxton	2016	0	1589
Picton - Tahmoor - Buxton	2016	1	15201
The Oaks - Oakdale	2006	0	939
The Oaks - Oakdale	2006	1	7235
The Oaks - Oakdale	2011	0	760
The Oaks - Oakdale	2011	1	7806
The Oaks - Oakdale	2016	0	826
The Oaks - Oakdale	2016	1	8172
Blackheath - Megalong Valley	2006	0	753
Blackheath - Megalong Valley	2006	1	4451
Blackheath - Megalong Valley	2011	0	962
Blackheath - Megalong Valley	2011	1	4500
Blackheath - Megalong Valley	2016	0	751
Blackheath - Megalong Valley	2016	1	4810
Blaxland - Warrimoo - Lapstone	2006	0	1269
Blaxland - Warrimoo - Lapstone	2006	1	16961
Blaxland - Warrimoo - Lapstone	2011	0	1297
Blaxland - Warrimoo - Lapstone	2011	1	17202
Blaxland - Warrimoo - Lapstone	2016	0	1463
Blaxland - Warrimoo - Lapstone	2016	1	17475
Blue Mountains - North	2006	0	0
Blue Mountains - North	2006	1	0
Blue Mountains - North	2011	0	1
Blue Mountains - North	2011	1	29
Blue Mountains - North	2016	0	0
Blue Mountains - North	2016	1	13
Katoomba - Leura	2006	0	1922
Katoomba - Leura	2006	1	10546
Katoomba - Leura	2011	0	2043
Katoomba - Leura	2011	1	10877
Katoomba - Leura	2016	0	2005
Katoomba - Leura	2016	1	11219
Lawson - Hazelbrook - Linden	2006	0	1050
Lawson - Hazelbrook - Linden	2006	1	9609
Lawson - Hazelbrook - Linden	2011	0	1055
Lawson - Hazelbrook - Linden	2011	1	10026
Lawson - Hazelbrook - Linden	2016	0	1039
Lawson - Hazelbrook - Linden	2016	1	10220
Springwood - Winmalee	2006	0	1547
Springwood - Winmalee	2006	1	20090
Springwood - Winmalee	2011	0	1505
Springwood - Winmalee	2011	1	20266
Springwood - Winmalee	2016	0	1634
Springwood - Winmalee	2016	1	20000
Wentworth Falls	2006	0	659
Wentworth Falls	2006	1	4995
Wentworth Falls	2011	0	814
Wentworth Falls	2011	1	5121
Wentworth Falls	2016	0	662
Wentworth Falls	2016	1	5414
Blue Mountains - South	2006	0	0
Blue Mountains - South	2006	1	0
Blue Mountains - South	2011	0	3
Blue Mountains - South	2011	1	5
Blue Mountains - South	2016	0	0
Blue Mountains - South	2016	1	3
Cambridge Park	2006	0	1308
Cambridge Park	2006	1	13867
Cambridge Park	2011	0	1387
Cambridge Park	2011	1	13749
Cambridge Park	2016	0	1636
Cambridge Park	2016	1	14005
Castlereagh - Cranebrook	2006	0	1711
Castlereagh - Cranebrook	2006	1	14457
Castlereagh - Cranebrook	2011	0	1671
Castlereagh - Cranebrook	2011	1	15701
Castlereagh - Cranebrook	2016	0	2948
Castlereagh - Cranebrook	2016	1	20772
Emu Plains - Leonay	2006	0	1338
Emu Plains - Leonay	2006	1	12332
Emu Plains - Leonay	2011	0	1266
Emu Plains - Leonay	2011	1	12615
Emu Plains - Leonay	2016	0	1419
Emu Plains - Leonay	2016	1	12801
Glenmore Park - Regentville	2006	0	1885
Glenmore Park - Regentville	2006	1	18036
Glenmore Park - Regentville	2011	0	1862
Glenmore Park - Regentville	2011	1	19026
Glenmore Park - Regentville	2016	0	2031
Glenmore Park - Regentville	2016	1	19171
Jamisontown - South Penrith	2006	0	1634
Jamisontown - South Penrith	2006	1	14714
Jamisontown - South Penrith	2011	0	1849
Jamisontown - South Penrith	2011	1	15039
Jamisontown - South Penrith	2016	0	1970
Jamisontown - South Penrith	2016	1	15318
Kingswood - Werrington	2006	0	2219
Kingswood - Werrington	2006	1	12946
Kingswood - Werrington	2011	0	2683
Kingswood - Werrington	2011	1	14429
Kingswood - Werrington	2016	0	3319
Kingswood - Werrington	2016	1	16265
Mulgoa - Luddenham - Orchard Hills	2006	0	751
Mulgoa - Luddenham - Orchard Hills	2006	1	5725
Mulgoa - Luddenham - Orchard Hills	2011	0	577
Mulgoa - Luddenham - Orchard Hills	2011	1	5941
Mulgoa - Luddenham - Orchard Hills	2016	0	1011
Mulgoa - Luddenham - Orchard Hills	2016	1	8532
Penrith	2006	0	1936
Penrith	2006	1	9462
Penrith	2011	0	1940
Penrith	2011	1	9873
Penrith	2016	0	2357
Penrith	2016	1	10938
Warragamba - Silverdale	2006	0	533
Warragamba - Silverdale	2006	1	4289
Warragamba - Silverdale	2011	0	443
Warragamba - Silverdale	2011	1	4615
Warragamba - Silverdale	2016	0	443
Warragamba - Silverdale	2016	1	4746
Richmond - Clarendon	2006	0	1386
Richmond - Clarendon	2006	1	11563
Richmond - Clarendon	2011	0	1350
Richmond - Clarendon	2011	1	12091
Richmond - Clarendon	2016	0	1629
Richmond - Clarendon	2016	1	12213
Windsor - Bligh Park	2006	0	1649
Windsor - Bligh Park	2006	1	13509
Windsor - Bligh Park	2011	0	1460
Windsor - Bligh Park	2011	1	14002
Windsor - Bligh Park	2016	0	1461
Windsor - Bligh Park	2016	1	13867
Yarramundi - Londonderry	2006	0	1417
Yarramundi - Londonderry	2006	1	5671
Yarramundi - Londonderry	2011	0	1242
Yarramundi - Londonderry	2011	1	5605
Yarramundi - Londonderry	2016	0	1734
Yarramundi - Londonderry	2016	1	5640
Erskine Park	2006	0	734
Erskine Park	2006	1	6184
Erskine Park	2011	0	667
Erskine Park	2011	1	6001
Erskine Park	2016	0	641
Erskine Park	2016	1	5795
St Clair	2006	0	2143
St Clair	2006	1	17988
St Clair	2011	0	2004
St Clair	2011	1	17836
St Clair	2016	0	2558
St Clair	2016	1	17339
Colyton - Oxley Park	2006	0	1544
Colyton - Oxley Park	2006	1	8860
Colyton - Oxley Park	2011	0	1512
Colyton - Oxley Park	2011	1	9407
Colyton - Oxley Park	2016	0	1995
Colyton - Oxley Park	2016	1	9596
St Marys - North St Marys	2006	0	2333
St Marys - North St Marys	2006	1	11032
St Marys - North St Marys	2011	0	2537
St Marys - North St Marys	2011	1	12102
St Marys - North St Marys	2016	0	3269
St Marys - North St Marys	2016	1	12803
Homebush Bay - Silverwater	2006	0	4071
Homebush Bay - Silverwater	2006	1	5037
Homebush Bay - Silverwater	2011	0	4046
Homebush Bay - Silverwater	2011	1	7262
Homebush Bay - Silverwater	2016	0	7754
Homebush Bay - Silverwater	2016	1	10983
Rookwood Cemetery	2006	0	0
Rookwood Cemetery	2006	1	0
Rookwood Cemetery	2011	0	0
Rookwood Cemetery	2011	1	10
Rookwood Cemetery	2016	0	0
Rookwood Cemetery	2016	1	3
Auburn - Central	2006	0	4291
Auburn - Central	2006	1	10010
Auburn - Central	2011	0	4898
Auburn - Central	2011	1	10688
Auburn - Central	2016	0	6626
Auburn - Central	2016	1	10548
Auburn - North	2006	0	3964
Auburn - North	2006	1	5174
Auburn - North	2011	0	4445
Auburn - North	2011	1	5447
Auburn - North	2016	0	6141
Auburn - North	2016	1	5182
Auburn - South	2006	0	1138
Auburn - South	2006	1	5396
Auburn - South	2011	0	1360
Auburn - South	2011	1	6286
Auburn - South	2016	0	2005
Auburn - South	2016	1	6479
Berala	2006	0	1700
Berala	2006	1	6190
Berala	2011	0	1962
Berala	2011	1	6460
Berala	2016	0	2595
Berala	2016	1	6304
Lidcombe	2006	0	3940
Lidcombe	2006	1	10224
Lidcombe	2011	0	4747
Lidcombe	2011	1	11924
Lidcombe	2016	0	7119
Lidcombe	2016	1	12864
Regents Park	2006	0	848
Regents Park	2006	1	4134
Regents Park	2011	0	1147
Regents Park	2011	1	3747
Regents Park	2016	0	1206
Regents Park	2016	1	3858
Carlingford	2006	0	3092
Carlingford	2006	1	20576
Carlingford	2011	0	3818
Carlingford	2011	1	20803
Carlingford	2016	0	5897
Carlingford	2016	1	21464
Ermington - Rydalmere	2006	0	2614
Ermington - Rydalmere	2006	1	14894
Ermington - Rydalmere	2011	0	3160
Ermington - Rydalmere	2011	1	16056
Ermington - Rydalmere	2016	0	4100
Ermington - Rydalmere	2016	1	17324
Oatlands - Dundas Valley	2006	0	2190
Oatlands - Dundas Valley	2006	1	12302
Oatlands - Dundas Valley	2011	0	2684
Oatlands - Dundas Valley	2011	1	13079
Oatlands - Dundas Valley	2016	0	3777
Oatlands - Dundas Valley	2016	1	14009
Chester Hill - Sefton	2006	0	2569
Chester Hill - Sefton	2006	1	13082
Chester Hill - Sefton	2011	0	2397
Chester Hill - Sefton	2011	1	14247
Chester Hill - Sefton	2016	0	3489
Chester Hill - Sefton	2016	1	14978
Fairfield - East	2006	0	2129
Fairfield - East	2006	1	10751
Fairfield - East	2011	0	2378
Fairfield - East	2011	1	12023
Fairfield - East	2016	0	3328
Fairfield - East	2016	1	12187
Granville - Clyde	2006	0	3224
Granville - Clyde	2006	1	13368
Granville - Clyde	2011	0	4417
Granville - Clyde	2011	1	13829
Granville - Clyde	2016	0	6427
Granville - Clyde	2016	1	14399
Greystanes - Pemulwuy	2006	0	2099
Greystanes - Pemulwuy	2006	1	18898
Greystanes - Pemulwuy	2011	0	2311
Greystanes - Pemulwuy	2011	1	21156
Greystanes - Pemulwuy	2016	0	3050
Greystanes - Pemulwuy	2016	1	23262
Guildford - South Granville	2006	0	2887
Guildford - South Granville	2006	1	13245
Guildford - South Granville	2011	0	3187
Guildford - South Granville	2011	1	15143
Guildford - South Granville	2016	0	4435
Guildford - South Granville	2016	1	16515
Guildford West - Merrylands West	2006	0	2902
Guildford West - Merrylands West	2006	1	14670
Guildford West - Merrylands West	2011	0	3440
Guildford West - Merrylands West	2011	1	15580
Guildford West - Merrylands West	2016	0	4395
Guildford West - Merrylands West	2016	1	16325
Merrylands - Holroyd	2006	0	4933
Merrylands - Holroyd	2006	1	18823
Merrylands - Holroyd	2011	0	5444
Merrylands - Holroyd	2011	1	20342
Merrylands - Holroyd	2016	0	7071
Merrylands - Holroyd	2016	1	21379
Smithfield Industrial	2006	0	0
Smithfield Industrial	2006	1	0
Smithfield Industrial	2011	0	-3
Smithfield Industrial	2011	1	9
Smithfield Industrial	2016	0	2
Smithfield Industrial	2016	1	6
Yennora Industrial	2006	0	0
Yennora Industrial	2006	1	0
Yennora Industrial	2011	0	2
Yennora Industrial	2011	1	4
Yennora Industrial	2016	0	-3
Yennora Industrial	2016	1	14
North Parramatta	2006	0	5162
North Parramatta	2006	1	12648
North Parramatta	2011	0	6113
North Parramatta	2011	1	14161
North Parramatta	2016	0	7462
North Parramatta	2016	1	14772
North Rocks	2006	0	719
North Rocks	2006	1	6512
North Rocks	2011	0	783
North Rocks	2011	1	6842
North Rocks	2016	0	1011
North Rocks	2016	1	6861
Northmead	2006	0	3502
Northmead	2006	1	10600
Northmead	2011	0	4924
Northmead	2011	1	12363
Northmead	2016	0	6929
Northmead	2016	1	13453
Parramatta - Rosehill	2006	0	8442
Parramatta - Rosehill	2006	1	10530
Parramatta - Rosehill	2011	0	11201
Parramatta - Rosehill	2011	1	11502
Parramatta - Rosehill	2016	0	16335
Parramatta - Rosehill	2016	1	12914
Toongabbie - Constitution Hill	2006	0	2694
Toongabbie - Constitution Hill	2006	1	16887
Toongabbie - Constitution Hill	2011	0	2958
Toongabbie - Constitution Hill	2011	1	17749
Toongabbie - Constitution Hill	2016	0	4066
Toongabbie - Constitution Hill	2016	1	17869
Winston Hills	2006	0	964
Winston Hills	2006	1	8695
Winston Hills	2011	0	1004
Winston Hills	2011	1	9363
Winston Hills	2016	0	1014
Winston Hills	2016	1	9759
Pendle Hill - Girraween	2006	0	1998
Pendle Hill - Girraween	2006	1	8101
Pendle Hill - Girraween	2011	0	2631
Pendle Hill - Girraween	2011	1	8791
Pendle Hill - Girraween	2016	0	3511
Pendle Hill - Girraween	2016	1	9336
Wentworthville - Westmead	2006	0	3678
Wentworthville - Westmead	2006	1	9282
Wentworthville - Westmead	2011	0	4013
Wentworthville - Westmead	2011	1	10383
Wentworthville - Westmead	2016	0	5379
Wentworthville - Westmead	2016	1	10225
Epping - North Epping	2006	0	4088
Epping - North Epping	2006	1	18623
Epping - North Epping	2011	0	4295
Epping - North Epping	2011	1	19290
Epping - North Epping	2016	0	7162
Epping - North Epping	2016	1	19933
Pennant Hills - Cheltenham	2006	0	1961
Pennant Hills - Cheltenham	2006	1	16374
Pennant Hills - Cheltenham	2011	0	1972
Pennant Hills - Cheltenham	2011	1	17448
Pennant Hills - Cheltenham	2016	0	2755
Pennant Hills - Cheltenham	2016	1	17738
Eastwood - Denistone	2006	0	4416
Eastwood - Denistone	2006	1	17564
Eastwood - Denistone	2011	0	4904
Eastwood - Denistone	2011	1	18098
Eastwood - Denistone	2016	0	6810
Eastwood - Denistone	2016	1	18237
Gladesville - Huntleys Point	2006	0	1754
Gladesville - Huntleys Point	2006	1	11597
Gladesville - Huntleys Point	2011	0	1601
Gladesville - Huntleys Point	2011	1	11823
Gladesville - Huntleys Point	2016	0	2066
Gladesville - Huntleys Point	2016	1	12348
Hunters Hill - Woolwich	2006	0	1467
Hunters Hill - Woolwich	2006	1	8370
Hunters Hill - Woolwich	2011	0	973
Hunters Hill - Woolwich	2011	1	8834
Hunters Hill - Woolwich	2016	0	1192
Hunters Hill - Woolwich	2016	1	9153
Macquarie Park - Marsfield	2006	0	5509
Macquarie Park - Marsfield	2006	1	11947
Macquarie Park - Marsfield	2011	0	6289
Macquarie Park - Marsfield	2011	1	12205
Macquarie Park - Marsfield	2016	0	8313
Macquarie Park - Marsfield	2016	1	13411
North Ryde - East Ryde	2006	0	1567
North Ryde - East Ryde	2006	1	10914
North Ryde - East Ryde	2011	0	1697
North Ryde - East Ryde	2011	1	10281
North Ryde - East Ryde	2016	0	1815
North Ryde - East Ryde	2016	1	10495
West Ryde - Meadowbank	2006	0	3749
West Ryde - Meadowbank	2006	1	11589
West Ryde - Meadowbank	2011	0	4485
West Ryde - Meadowbank	2011	1	12516
West Ryde - Meadowbank	2016	0	5824
West Ryde - Meadowbank	2016	1	13551
Putney	2006	0	329
Putney	2006	1	3807
Putney	2011	0	361
Putney	2011	1	3716
Putney	2016	0	420
Putney	2016	1	3721
Ryde	2006	0	3028
Ryde	2006	1	16409
Ryde	2011	0	3972
Ryde	2011	1	18093
Ryde	2016	0	6976
Ryde	2016	1	20199
Ashcroft - Busby - Miller	2006	0	2351
Ashcroft - Busby - Miller	2006	1	13377
Ashcroft - Busby - Miller	2011	0	2940
Ashcroft - Busby - Miller	2011	1	13706
Ashcroft - Busby - Miller	2016	0	3407
Ashcroft - Busby - Miller	2016	1	13934
Austral - Greendale	2006	0	1284
Austral - Greendale	2006	1	7010
Austral - Greendale	2011	0	1230
Austral - Greendale	2011	1	7759
Austral - Greendale	2016	0	1302
Austral - Greendale	2016	1	7609
Cobbitty - Leppington	2006	0	750
