SA2_NAME16	Year	SameAddress5YearsAgo	persons
Charlestown - Dudley	2006	0	6851
Charlestown - Dudley	2006	1	13937
Charlestown - Dudley	2011		2463
Charlestown - Dudley	2011	0	6854
Charlestown - Dudley	2011	1	14237
Charlestown - Dudley	2016		2730
Charlestown - Dudley	2016	0	7396
Charlestown - Dudley	2016	1	13839
Glendale - Cardiff - Hillsborough	2006		2323
Glendale - Cardiff - Hillsborough	2006	0	6608
Glendale - Cardiff - Hillsborough	2006	1	13710
Glendale - Cardiff - Hillsborough	2011		2400
Glendale - Cardiff - Hillsborough	2011	0	6809
Glendale - Cardiff - Hillsborough	2011	1	13757
Glendale - Cardiff - Hillsborough	2016		2467
Glendale - Cardiff - Hillsborough	2016	0	7402
Glendale - Cardiff - Hillsborough	2016	1	13520
Mount Hutton - Windale	2006		1237
Mount Hutton - Windale	2006	0	2609
Mount Hutton - Windale	2006	1	5251
Mount Hutton - Windale	2011		1106
Mount Hutton - Windale	2011	0	2527
Mount Hutton - Windale	2011	1	5027
Mount Hutton - Windale	2016		1238
Mount Hutton - Windale	2016	0	2616
Mount Hutton - Windale	2016	1	5046
Redhead	2006		362
Redhead	2006	0	1027
Redhead	2006	1	1946
Redhead	2011		291
Redhead	2011	0	1080
Redhead	2011	1	2089
Redhead	2016		360
Redhead	2016	0	1036
Redhead	2016	1	2120
Swansea - Caves Beach	2006		956
Swansea - Caves Beach	2006	0	3036
Swansea - Caves Beach	2006	1	6503
Swansea - Caves Beach	2011		1185
Swansea - Caves Beach	2011	0	3110
Swansea - Caves Beach	2011	1	6435
Swansea - Caves Beach	2016		1201
Swansea - Caves Beach	2016	0	3808
Swansea - Caves Beach	2016	1	6542
Valentine - Eleebana	2006		924
Valentine - Eleebana	2006	0	3537
Valentine - Eleebana	2006	1	7269
Valentine - Eleebana	2011		877
Valentine - Eleebana	2011	0	3258
Valentine - Eleebana	2011	1	7832
Valentine - Eleebana	2016		982
Valentine - Eleebana	2016	0	3496
Valentine - Eleebana	2016	1	7517
Warners Bay - Boolaroo	2006		1196
Warners Bay - Boolaroo	2006	0	4101
Warners Bay - Boolaroo	2006	1	7330
Warners Bay - Boolaroo	2011		1179
Warners Bay - Boolaroo	2011	0	4116
Warners Bay - Boolaroo	2011	1	7466
Warners Bay - Boolaroo	2016		1332
Warners Bay - Boolaroo	2016	0	4637
Warners Bay - Boolaroo	2016	1	7396
Bolton Point - Teralba	2006		843
Bolton Point - Teralba	2006	0	2829
Bolton Point - Teralba	2006	1	4884
Bolton Point - Teralba	2011		842
Bolton Point - Teralba	2011	0	2564
Bolton Point - Teralba	2011	1	5293
Bolton Point - Teralba	2016		918
Bolton Point - Teralba	2016	0	2695
Bolton Point - Teralba	2016	1	4914
Bonnells Bay - Silverwater	2006		796
Bonnells Bay - Silverwater	2006	0	2884
Bonnells Bay - Silverwater	2006	1	3887
Bonnells Bay - Silverwater	2011		783
Bonnells Bay - Silverwater	2011	0	2622
Bonnells Bay - Silverwater	2011	1	4530
Bonnells Bay - Silverwater	2016		911
Bonnells Bay - Silverwater	2016	0	3315
Bonnells Bay - Silverwater	2016	1	4491
Edgeworth - Cameron Park	2006		1225
Edgeworth - Cameron Park	2006	0	3115
Edgeworth - Cameron Park	2006	1	5285
Edgeworth - Cameron Park	2011		1249
Edgeworth - Cameron Park	2011	0	4180
Edgeworth - Cameron Park	2011	1	5996
Edgeworth - Cameron Park	2016		1854
Edgeworth - Cameron Park	2016	0	5576
Edgeworth - Cameron Park	2016	1	6770
Morisset - Cooranbong	2006		1352
Morisset - Cooranbong	2006	0	5267
Morisset - Cooranbong	2006	1	6559
Morisset - Cooranbong	2011		1328
Morisset - Cooranbong	2011	0	4846
Morisset - Cooranbong	2011	1	7668
Morisset - Cooranbong	2016		1725
Morisset - Cooranbong	2016	0	5616
Morisset - Cooranbong	2016	1	7618
Toronto - Awaba	2006		1298
Toronto - Awaba	2006	0	4273
Toronto - Awaba	2006	1	7506
Toronto - Awaba	2011		1263
Toronto - Awaba	2011	0	4342
Toronto - Awaba	2011	1	7663
Toronto - Awaba	2016		1555
Toronto - Awaba	2016	0	4452
Toronto - Awaba	2016	1	7418
Wangi Wangi - Rathmines	2006		859
Wangi Wangi - Rathmines	2006	0	2850
Wangi Wangi - Rathmines	2006	1	5011
Wangi Wangi - Rathmines	2011		704
Wangi Wangi - Rathmines	2011	0	2732
Wangi Wangi - Rathmines	2011	1	5272
Wangi Wangi - Rathmines	2016		791
Wangi Wangi - Rathmines	2016	0	3028
Wangi Wangi - Rathmines	2016	1	5074
West Wallsend - Barnsley - Killingworth	2006		684
West Wallsend - Barnsley - Killingworth	2006	0	1486
West Wallsend - Barnsley - Killingworth	2006	1	4064
West Wallsend - Barnsley - Killingworth	2011		662
West Wallsend - Barnsley - Killingworth	2011	0	1586
West Wallsend - Barnsley - Killingworth	2011	1	3887
West Wallsend - Barnsley - Killingworth	2016		749
West Wallsend - Barnsley - Killingworth	2016	0	1967
West Wallsend - Barnsley - Killingworth	2016	1	3763
Adamstown - Kotara	2006		1481
Adamstown - Kotara	2006	0	4324
Adamstown - Kotara	2006	1	8567
Adamstown - Kotara	2011		1491
Adamstown - Kotara	2011	0	4843
Adamstown - Kotara	2011	1	8709
Adamstown - Kotara	2016		1463
Adamstown - Kotara	2016	0	5203
Adamstown - Kotara	2016	1	8935
Beresfield - Hexham	2006		1116
Beresfield - Hexham	2006	0	2316
Beresfield - Hexham	2006	1	5031
Beresfield - Hexham	2011		991
Beresfield - Hexham	2011	0	2055
Beresfield - Hexham	2011	1	5315
Beresfield - Hexham	2016		1041
Beresfield - Hexham	2016	0	2338
Beresfield - Hexham	2016	1	4981
Hamilton - Broadmeadow	2006		1306
Hamilton - Broadmeadow	2006	0	4413
Hamilton - Broadmeadow	2006	1	5441
Hamilton - Broadmeadow	2011		1498
Hamilton - Broadmeadow	2011	0	4540
Hamilton - Broadmeadow	2011	1	5701
Hamilton - Broadmeadow	2016		1331
Hamilton - Broadmeadow	2016	0	4799
Hamilton - Broadmeadow	2016	1	5718
Lambton - New Lambton	2006		1661
Lambton - New Lambton	2006	0	5310
Lambton - New Lambton	2006	1	8605
Lambton - New Lambton	2011		1801
Lambton - New Lambton	2011	0	5477
Lambton - New Lambton	2011	1	9128
Lambton - New Lambton	2016		1608
Lambton - New Lambton	2016	0	5479
Lambton - New Lambton	2016	1	9432
Maryland - Fletcher - Minmi	2006		1205
Maryland - Fletcher - Minmi	2006	0	3997
Maryland - Fletcher - Minmi	2006	1	5071
Maryland - Fletcher - Minmi	2011		1116
Maryland - Fletcher - Minmi	2011	0	3522
Maryland - Fletcher - Minmi	2011	1	6575
Maryland - Fletcher - Minmi	2016		1472
Maryland - Fletcher - Minmi	2016	0	5058
Maryland - Fletcher - Minmi	2016	1	7036
Mayfield - Warabrook	2006		1862
Mayfield - Warabrook	2006	0	5420
Mayfield - Warabrook	2006	1	7021
Mayfield - Warabrook	2011		1875
Mayfield - Warabrook	2011	0	5729
Mayfield - Warabrook	2011	1	7039
Mayfield - Warabrook	2016		1677
Mayfield - Warabrook	2016	0	6156
Mayfield - Warabrook	2016	1	7041
Merewether - The Junction	2006		1268
Merewether - The Junction	2006	0	4968
Merewether - The Junction	2006	1	6798
Merewether - The Junction	2011		1161
Merewether - The Junction	2011	0	5128
Merewether - The Junction	2011	1	7110
Merewether - The Junction	2016		1339
Merewether - The Junction	2016	0	5259
Merewether - The Junction	2016	1	7019
Newcastle - Cooks Hill	2006		1467
Newcastle - Cooks Hill	2006	0	5023
Newcastle - Cooks Hill	2006	1	2926
Newcastle - Cooks Hill	2011		1139
Newcastle - Cooks Hill	2011	0	5402
Newcastle - Cooks Hill	2011	1	3595
Newcastle - Cooks Hill	2016		1286
Newcastle - Cooks Hill	2016	0	5738
Newcastle - Cooks Hill	2016	1	3740
Newcastle Port - Kooragang	2006		0
Newcastle Port - Kooragang	2006	0	5
Newcastle Port - Kooragang	2006	1	3
Newcastle Port - Kooragang	2011		-7
Newcastle Port - Kooragang	2011	0	10
Newcastle Port - Kooragang	2011	1	13
Newcastle Port - Kooragang	2016		2
Newcastle Port - Kooragang	2016	0	10
Newcastle Port - Kooragang	2016	1	8
Shortland - Jesmond	2006		1111
Shortland - Jesmond	2006	0	3985
Shortland - Jesmond	2006	1	4307
Shortland - Jesmond	2011		1180
Shortland - Jesmond	2011	0	4760
Shortland - Jesmond	2011	1	4141
Shortland - Jesmond	2016		1306
Shortland - Jesmond	2016	0	6278
Shortland - Jesmond	2016	1	3957
Stockton - Fullerton Cove	2006		662
Stockton - Fullerton Cove	2006	0	1800
Stockton - Fullerton Cove	2006	1	3557
Stockton - Fullerton Cove	2011		636
Stockton - Fullerton Cove	2011	0	2084
Stockton - Fullerton Cove	2011	1	3400
Stockton - Fullerton Cove	2016		893
Stockton - Fullerton Cove	2016	0	3149
Stockton - Fullerton Cove	2016	1	3454
Wallsend - Elermore Vale	2006		1890
Wallsend - Elermore Vale	2006	0	5534
Wallsend - Elermore Vale	2006	1	10443
Wallsend - Elermore Vale	2011		1977
Wallsend - Elermore Vale	2011	0	6225
Wallsend - Elermore Vale	2011	1	10836
Wallsend - Elermore Vale	2016		2318
Wallsend - Elermore Vale	2016	0	6590
Wallsend - Elermore Vale	2016	1	10721
Waratah - North Lambton	2006		1521
Waratah - North Lambton	2006	0	4061
Waratah - North Lambton	2006	1	5737
Waratah - North Lambton	2011		1474
Waratah - North Lambton	2011	0	4589
Waratah - North Lambton	2011	1	5797
Waratah - North Lambton	2016		1349
Waratah - North Lambton	2016	0	5010
Waratah - North Lambton	2016	1	5700
Wickham - Carrington - Tighes Hill	2006		1276
Wickham - Carrington - Tighes Hill	2006	0	3279
Wickham - Carrington - Tighes Hill	2006	1	2541
Wickham - Carrington - Tighes Hill	2011		1085
Wickham - Carrington - Tighes Hill	2011	0	3545
Wickham - Carrington - Tighes Hill	2011	1	3037
Wickham - Carrington - Tighes Hill	2016		998
Wickham - Carrington - Tighes Hill	2016	0	3781
Wickham - Carrington - Tighes Hill	2016	1	3225
Ballina	2006		1820
Ballina	2006	0	6551
Ballina	2006	1	7806
Ballina	2011		1735
Ballina	2011	0	6200
Ballina	2011	1	8232
Ballina	2016		2191
Ballina	2016	0	6863
Ballina	2016	1	8057
Ballina Region	2006		1385
Ballina Region	2006	0	6182
Ballina Region	2006	1	8097
Ballina Region	2011		1431
Ballina Region	2011	0	5355
Ballina Region	2011	1	8908
Ballina Region	2016		2074
Ballina Region	2016	0	5765
Ballina Region	2016	1	8993
Bangalow	2006		648
Bangalow	2006	0	1858
Bangalow	2006	1	2385
Bangalow	2011		598
Bangalow	2011	0	1807
Bangalow	2011	1	2914
Bangalow	2016		933
Bangalow	2016	0	1968
Bangalow	2016	1	2764
Brunswick Heads - Ocean Shores	2006		863
Brunswick Heads - Ocean Shores	2006	0	3105
Brunswick Heads - Ocean Shores	2006	1	3577
Brunswick Heads - Ocean Shores	2011		809
Brunswick Heads - Ocean Shores	2011	0	3158
Brunswick Heads - Ocean Shores	2011	1	3767
Brunswick Heads - Ocean Shores	2016		1219
Brunswick Heads - Ocean Shores	2016	0	2991
Brunswick Heads - Ocean Shores	2016	1	4002
Byron Bay	2006		1472
Byron Bay	2006	0	3919
Byron Bay	2006	1	3461
Byron Bay	2011		1156
Byron Bay	2011	0	3774
Byron Bay	2011	1	3724
Byron Bay	2016		2002
Byron Bay	2016	0	3799
Byron Bay	2016	1	3701
Evans Head	2006		585
Evans Head	2006	0	1911
Evans Head	2006	1	2414
Evans Head	2011		539
Evans Head	2011	0	1748
Evans Head	2011	1	2702
Evans Head	2016		748
Evans Head	2016	0	1754
Evans Head	2016	1	2719
Lennox Head - Skennars Head	2006		683
Lennox Head - Skennars Head	2006	0	3030
Lennox Head - Skennars Head	2006	1	2905
Lennox Head - Skennars Head	2011		687
Lennox Head - Skennars Head	2011	0	2800
Lennox Head - Skennars Head	2011	1	3854
Lennox Head - Skennars Head	2016		878
Lennox Head - Skennars Head	2016	0	2993
Lennox Head - Skennars Head	2016	1	3870
Mullumbimby	2006		1132
Mullumbimby	2006	0	2474
Mullumbimby	2006	1	3869
Mullumbimby	2011		911
Mullumbimby	2011	0	2419
Mullumbimby	2011	1	4004
Mullumbimby	2016		1463
Mullumbimby	2016	0	2638
Mullumbimby	2016	1	3892
Casino	2006		1221
Casino	2006	0	4255
Casino	2006	1	5742
Casino	2011		1576
Casino	2011	0	4069
Casino	2011	1	6189
Casino	2016		1803
Casino	2016	0	3846
Casino	2016	1	6578
Casino Region	2006		695
Casino Region	2006	0	2271
Casino Region	2006	1	3819
Casino Region	2011		832
Casino Region	2011	0	1876
Casino Region	2011	1	4187
Casino Region	2016		1035
Casino Region	2016	0	1815
Casino Region	2016	1	4121
Goonellabah	2006		1324
Goonellabah	2006	0	5196
Goonellabah	2006	1	5618
Goonellabah	2011		1340
Goonellabah	2011	0	5043
Goonellabah	2011	1	6333
Goonellabah	2016		1759
Goonellabah	2016	0	4736
Goonellabah	2016	1	6631
Kyogle	2006		771
Kyogle	2006	0	2543
Kyogle	2006	1	4346
Kyogle	2011		812
Kyogle	2011	0	2274
Kyogle	2011	1	4422
Kyogle	2016		1108
Kyogle	2016	0	1889
Kyogle	2016	1	4315
Lismore	2006		1842
Lismore	2006	0	6584
Lismore	2006	1	7104
Lismore	2011		1790
Lismore	2011	0	6266
Lismore	2011	1	7509
Lismore	2016		2190
Lismore	2016	0	5585
Lismore	2016	1	7505
Lismore Region	2006		1434
Lismore Region	2006	0	4928
Lismore Region	2006	1	8176
Lismore Region	2011		1476
Lismore Region	2011	0	4034
Lismore Region	2011	1	9259
Lismore Region	2016		2021
Lismore Region	2016	0	3901
Lismore Region	2016	1	9103
Kingscliff - Fingal Head	2006		1071
Kingscliff - Fingal Head	2006	0	4259
Kingscliff - Fingal Head	2006	1	4028
Kingscliff - Fingal Head	2011		1250
Kingscliff - Fingal Head	2011	0	4590
Kingscliff - Fingal Head	2011	1	5087
Kingscliff - Fingal Head	2016		1944
Kingscliff - Fingal Head	2016	0	5864
Kingscliff - Fingal Head	2016	1	5348
Murwillumbah	2006		881
Murwillumbah	2006	0	3093
Murwillumbah	2006	1	3727
Murwillumbah	2011		1026
Murwillumbah	2011	0	3065
Murwillumbah	2011	1	4148
Murwillumbah	2016		1229
Murwillumbah	2016	0	3321
Murwillumbah	2016	1	4394
Murwillumbah Region	2006		1145
Murwillumbah Region	2006	0	3080
Murwillumbah Region	2006	1	5247
Murwillumbah Region	2011		1068
Murwillumbah Region	2011	0	2573
Murwillumbah Region	2011	1	5907
Murwillumbah Region	2016		1490
Murwillumbah Region	2016	0	2646
Murwillumbah Region	2016	1	5518
Pottsville	2006		1203
Pottsville	2006	0	4420
Pottsville	2006	1	4745
Pottsville	2011		1448
Pottsville	2011	0	5086
Pottsville	2011	1	5604
Pottsville	2016		1762
Pottsville	2016	0	5221
Pottsville	2016	1	6199
Tweed Heads	2006		2574
Tweed Heads	2006	0	6778
Tweed Heads	2006	1	7931
Tweed Heads	2011		2212
Tweed Heads	2011	0	6688
Tweed Heads	2011	1	9293
Tweed Heads	2016		2741
Tweed Heads	2016	0	7390
Tweed Heads	2016	1	9286
Banora Point	2006		1382
Banora Point	2006	0	6603
Banora Point	2006	1	6699
Banora Point	2011		1468
Banora Point	2011	0	5354
Banora Point	2011	1	8227
Banora Point	2016		1596
Banora Point	2016	0	5792
Banora Point	2016	1	8247
Terranora - North Tumblegum	2006		287
Terranora - North Tumblegum	2006	0	1106
Terranora - North Tumblegum	2006	1	1741
Terranora - North Tumblegum	2011		266
Terranora - North Tumblegum	2011	0	1004
Terranora - North Tumblegum	2011	1	1829
Terranora - North Tumblegum	2016		340
Terranora - North Tumblegum	2016	0	1112
Terranora - North Tumblegum	2016	1	1792
Tweed Heads South	2006		797
Tweed Heads South	2006	0	3441
Tweed Heads South	2006	1	3080
Tweed Heads South	2011		922
Tweed Heads South	2011	0	3188
Tweed Heads South	2011	1	3793
Tweed Heads South	2016		982
Tweed Heads South	2016	0	3185
Tweed Heads South	2016	1	3980
Griffith (NSW)	2006		2544
Griffith (NSW)	2006	0	6097
Griffith (NSW)	2006	1	7904
Griffith (NSW)	2011		2708
Griffith (NSW)	2011	0	6169
Griffith (NSW)	2011	1	9024
Griffith (NSW)	2016		3264
Griffith (NSW)	2016	0	6353
Griffith (NSW)	2016	1	9527
Griffith Region	2006		1802
Griffith Region	2006	0	4010
Griffith Region	2006	1	8059
Griffith Region	2011		1421
Griffith Region	2011	0	3242
Griffith Region	2011	1	8021
Griffith Region	2016		2157
Griffith Region	2016	0	3166
Griffith Region	2016	1	7556
Leeton	2006		1307
Leeton	2006	0	3462
Leeton	2006	1	5422
Leeton	2011		1278
Leeton	2011	0	3282
Leeton	2011	1	5329
Leeton	2016		1639
Leeton	2016	0	3193
Leeton	2016	1	5259
Narrandera	2006		691
Narrandera	2006	0	1864
Narrandera	2006	1	3719
Narrandera	2011		861
Narrandera	2011	0	1682
Narrandera	2011	1	3580
Narrandera	2016		1100
Narrandera	2016	0	1567
Narrandera	2016	1	3369
Tumbarumba	2006		520
Tumbarumba	2006	0	1152
Tumbarumba	2006	1	1975
Tumbarumba	2011		453
Tumbarumba	2011	0	973
Tumbarumba	2011	1	1962
Tumbarumba	2016		639
Tumbarumba	2016	0	984
Tumbarumba	2016	1	1826
Tumut	2006		732
Tumut	2006	0	2181
Tumut	2006	1	3168
Tumut	2011		788
Tumut	2011	0	2040
Tumut	2011	1	3467
Tumut	2016		1097
Tumut	2016	0	1847
Tumut	2016	1	3331
Tumut Region	2006		483
Tumut Region	2006	0	1454
Tumut Region	2006	1	2780
Tumut Region	2011		433
Tumut Region	2011	0	1201
Tumut Region	2011	1	3010
Tumut Region	2016		636
Tumut Region	2016	0	1195
Tumut Region	2016	1	2884
Cootamundra	2006		678
Cootamundra	2006	0	2458
Cootamundra	2006	1	4386
Cootamundra	2011		845
Cootamundra	2011	0	2210
Cootamundra	2011	1	4390
Cootamundra	2016		981
Cootamundra	2016	0	2245
Cootamundra	2016	1	4344
Gundagai	2006		381
Gundagai	2006	0	934
Gundagai	2006	1	2171
Gundagai	2011		369
Gundagai	2011	0	901
Gundagai	2011	1	2305
Gundagai	2016		508
Gundagai	2016	0	934
Gundagai	2016	1	2155
Junee	2006		1352
Junee	2006	0	1493
Junee	2006	1	2932
Junee	2011		1423
Junee	2011	0	1412
Junee	2011	1	2986
Junee	2016		1745
Junee	2016	0	1513
Junee	2016	1	2987
Temora	2006		652
Temora	2006	0	1935
Temora	2006	1	3920
Temora	2011		640
Temora	2011	0	1644
Temora	2011	1	4042
Temora	2016		897
Temora	2016	0	1888
Temora	2016	1	3933
Wagga Wagga - East	2006		1546
Wagga Wagga - East	2006	0	6534
Wagga Wagga - East	2006	1	7362
Wagga Wagga - East	2011		1722
Wagga Wagga - East	2011	0	5964
Wagga Wagga - East	2011	1	8224
Wagga Wagga - East	2016		1838
Wagga Wagga - East	2016	0	6340
Wagga Wagga - East	2016	1	8407
Wagga Wagga - North	2006		258
Wagga Wagga - North	2006	0	1556
Wagga Wagga - North	2006	1	1239
Wagga Wagga - North	2011		363
Wagga Wagga - North	2011	0	1644
Wagga Wagga - North	2011	1	1483
Wagga Wagga - North	2016		541
Wagga Wagga - North	2016	0	2362
Wagga Wagga - North	2016	1	1502
Wagga Wagga - South	2006		2271
Wagga Wagga - South	2006	0	8550
Wagga Wagga - South	2006	1	8358
Wagga Wagga - South	2011		2434
Wagga Wagga - South	2011	0	8467
Wagga Wagga - South	2011	1	9969
Wagga Wagga - South	2016		2772
Wagga Wagga - South	2016	0	8480
Wagga Wagga - South	2016	1	10014
Wagga Wagga - West	2006		1507
Wagga Wagga - West	2006	0	5515
Wagga Wagga - West	2006	1	5148
Wagga Wagga - West	2011		1448
Wagga Wagga - West	2011	0	5140
Wagga Wagga - West	2011	1	5185
Wagga Wagga - West	2016		1841
Wagga Wagga - West	2016	0	5198
Wagga Wagga - West	2016	1	5118
Wagga Wagga Region	2006		1517
Wagga Wagga Region	2006	0	4454
Wagga Wagga Region	2006	1	7765
Wagga Wagga Region	2011		1499
Wagga Wagga Region	2011	0	4232
Wagga Wagga Region	2011	1	8258
Wagga Wagga Region	2016		2302
Wagga Wagga Region	2016	0	4578
Wagga Wagga Region	2016	1	7934
Berry - Kangaroo Valley	2006		730
Berry - Kangaroo Valley	2006	0	2577
Berry - Kangaroo Valley	2006	1	4776
Berry - Kangaroo Valley	2011		771
Berry - Kangaroo Valley	2011	0	2759
Berry - Kangaroo Valley	2011	1	4755
Berry - Kangaroo Valley	2016		1138
Berry - Kangaroo Valley	2016	0	2958
Berry - Kangaroo Valley	2016	1	4693
Callala Bay - Currarong	2006		336
Callala Bay - Currarong	2006	0	1231
Callala Bay - Currarong	2006	1	1662
Callala Bay - Currarong	2011		389
Callala Bay - Currarong	2011	0	1210
Callala Bay - Currarong	2011	1	1928
Callala Bay - Currarong	2016		385
Callala Bay - Currarong	2016	0	1285
Callala Bay - Currarong	2016	1	1947
Culburra Beach	2006		477
Culburra Beach	2006	0	1579
Culburra Beach	2006	1	2920
Culburra Beach	2011		441
Culburra Beach	2011	0	1397
Culburra Beach	2011	1	2952
Culburra Beach	2016		650
Culburra Beach	2016	0	1544
Culburra Beach	2016	1	2761
Ettrema - Sassafras - Budawang	2006		0
Ettrema - Sassafras - Budawang	2006	0	0
Ettrema - Sassafras - Budawang	2006	1	0
Ettrema - Sassafras - Budawang	2011		17
Ettrema - Sassafras - Budawang	2011	0	9
Ettrema - Sassafras - Budawang	2011	1	13
Ettrema - Sassafras - Budawang	2016		7
Ettrema - Sassafras - Budawang	2016	0	21
Ettrema - Sassafras - Budawang	2016	1	21
Huskisson - Vincentia	2006		288
Huskisson - Vincentia	2006	0	1415
Huskisson - Vincentia	2006	1	1813
Huskisson - Vincentia	2011		489
Huskisson - Vincentia	2011	0	1393
Huskisson - Vincentia	2011	1	1939
Huskisson - Vincentia	2016		503
Huskisson - Vincentia	2016	0	1752
Huskisson - Vincentia	2016	1	1933
North Nowra - Bomaderry	2006		1658
North Nowra - Bomaderry	2006	0	5676
North Nowra - Bomaderry	2006	1	7816
North Nowra - Bomaderry	2011		1549
North Nowra - Bomaderry	2011	0	5315
North Nowra - Bomaderry	2011	1	8372
North Nowra - Bomaderry	2016		1943
North Nowra - Bomaderry	2016	0	5472
North Nowra - Bomaderry	2016	1	8344
Nowra	2006		2392
Nowra	2006	0	6974
Nowra	2006	1	6443
Nowra	2011		3279
Nowra	2011	0	6749
Nowra	2011	1	8077
Nowra	2016		3860
Nowra	2016	0	7510
Nowra	2016	1	8669
St Georges Basin - Erowal Bay	2006		1384
St Georges Basin - Erowal Bay	2006	0	4895
St Georges Basin - Erowal Bay	2006	1	5861
St Georges Basin - Erowal Bay	2011		1487
St Georges Basin - Erowal Bay	2011	0	4399
St Georges Basin - Erowal Bay	2011	1	6724
St Georges Basin - Erowal Bay	2016		1647
St Georges Basin - Erowal Bay	2016	0	5359
St Georges Basin - Erowal Bay	2016	1	7001
Sussex Inlet - Berrara	2006		354
Sussex Inlet - Berrara	2006	0	1446
Sussex Inlet - Berrara	2006	1	2416
Sussex Inlet - Berrara	2011		299
Sussex Inlet - Berrara	2011	0	1290
Sussex Inlet - Berrara	2011	1	2543
Sussex Inlet - Berrara	2016		468
Sussex Inlet - Berrara	2016	0	1451
Sussex Inlet - Berrara	2016	1	2423
Tomerong - Wandandian - Woollamia	2006		267
Tomerong - Wandandian - Woollamia	2006	0	845
Tomerong - Wandandian - Woollamia	2006	1	1558
Tomerong - Wandandian - Woollamia	2011		342
Tomerong - Wandandian - Woollamia	2011	0	809
Tomerong - Wandandian - Woollamia	2011	1	2144
Tomerong - Wandandian - Woollamia	2016		396
Tomerong - Wandandian - Woollamia	2016	0	969
Tomerong - Wandandian - Woollamia	2016	1	2042
Ulladulla	2006		1318
Ulladulla	2006	0	5456
Ulladulla	2006	1	7165
Ulladulla	2011		1444
Ulladulla	2011	0	4533
Ulladulla	2011	1	8171
Ulladulla	2016		1852
Ulladulla	2016	0	5813
Ulladulla	2016	1	7613
Ulladulla Region	2006		449
Ulladulla Region	2006	0	1583
Ulladulla Region	2006	1	2646
Ulladulla Region	2011		418
Ulladulla Region	2011	0	1259
Ulladulla Region	2011	1	2965
Ulladulla Region	2016		614
Ulladulla Region	2016	0	1516
Ulladulla Region	2016	1	2932
Bowral	2006		1352
Bowral	2006	0	5110
Bowral	2006	1	5764
Bowral	2011		1144
Bowral	2011	0	4714
Bowral	2011	1	6293
Bowral	2016		1374
Bowral	2016	0	5411
Bowral	2016	1	6164
Hill Top - Colo Vale	2006		687
Hill Top - Colo Vale	2006	0	1835
Hill Top - Colo Vale	2006	1	2912
Hill Top - Colo Vale	2011		686
Hill Top - Colo Vale	2011	0	1745
Hill Top - Colo Vale	2011	1	3242
Hill Top - Colo Vale	2016		752
Hill Top - Colo Vale	2016	0	1922
Hill Top - Colo Vale	2016	1	3351
Mittagong	2006		887
Mittagong	2006	0	2747
Mittagong	2006	1	4073
Mittagong	2011		909
Mittagong	2011	0	2756
Mittagong	2011	1	4439
Mittagong	2016		1238
Mittagong	2016	0	3526
Mittagong	2016	1	4235
Moss Vale - Berrima	2006		960
Moss Vale - Berrima	2006	0	2931
Moss Vale - Berrima	2006	1	3952
Moss Vale - Berrima	2011		924
Moss Vale - Berrima	2011	0	3245
Moss Vale - Berrima	2011	1	4766
Moss Vale - Berrima	2016		1201
Moss Vale - Berrima	2016	0	3891
Moss Vale - Berrima	2016	1	4705
Robertson - Fitzroy Falls	2006		378
Robertson - Fitzroy Falls	2006	0	1236
Robertson - Fitzroy Falls	2006	1	1846
Robertson - Fitzroy Falls	2011		330
Robertson - Fitzroy Falls	2011	0	976
Robertson - Fitzroy Falls	2011	1	2067
Robertson - Fitzroy Falls	2016		431
Robertson - Fitzroy Falls	2016	0	1196
Robertson - Fitzroy Falls	2016	1	1879
Southern Highlands	2006		587
Southern Highlands	2006	0	2124
Southern Highlands	2006	1	2890
Southern Highlands	2011		589
Southern Highlands	2011	0	2050
Southern Highlands	2011	1	3509
Southern Highlands	2016		735
Southern Highlands	2016	0	2413
Southern Highlands	2016	1	3441
Baulkham Hills (East)	2006		2095
Baulkham Hills (East)	2006	0	6927
Baulkham Hills (East)	2006	1	10919
Baulkham Hills (East)	2011		2293
Baulkham Hills (East)	2011	0	6741
Baulkham Hills (East)	2011	1	12315
Baulkham Hills (East)	2016		2394
Baulkham Hills (East)	2016	0	7652
Baulkham Hills (East)	2016	1	12898
Baulkham Hills (West) - Bella Vista	2006		1361
Baulkham Hills (West) - Bella Vista	2006	0	5992
Baulkham Hills (West) - Bella Vista	2006	1	10449
Baulkham Hills (West) - Bella Vista	2011		1448
Baulkham Hills (West) - Bella Vista	2011	0	5185
Baulkham Hills (West) - Bella Vista	2011	1	11982
Baulkham Hills (West) - Bella Vista	2016		1590
Baulkham Hills (West) - Bella Vista	2016	0	6460
Baulkham Hills (West) - Bella Vista	2016	1	12016
Glenhaven	2006		394
Glenhaven	2006	0	1728
Glenhaven	2006	1	3499
Glenhaven	2011		454
Glenhaven	2011	0	1918
Glenhaven	2011	1	3459
Glenhaven	2016		481
Glenhaven	2016	0	2167
Glenhaven	2016	1	3603
West Pennant Hills	2006		800
West Pennant Hills	2006	0	3484
West Pennant Hills	2006	1	8295
West Pennant Hills	2011		812
West Pennant Hills	2011	0	3364
West Pennant Hills	2011	1	8269
West Pennant Hills	2016		900
West Pennant Hills	2016	0	3586
West Pennant Hills	2016	1	8153
Castle Hill - Central	2006		721
Castle Hill - Central	2006	0	2804
Castle Hill - Central	2006	1	3294
Castle Hill - Central	2011		799
