SA2_NAME16	Year	Occupation	workers
Kurri Kurri - Abermain	2011	Clerical and administrative workers	787
Kurri Kurri - Abermain	2011	Community and personal service workers	700
Kurri Kurri - Abermain	2011	Labourers	992
Kurri Kurri - Abermain	2011	Machinery operators and drivers	988
Kurri Kurri - Abermain	2011	Managers	408
Kurri Kurri - Abermain	2011	Professionals	557
Kurri Kurri - Abermain	2011	Sales workers	641
Kurri Kurri - Abermain	2011	Technicians and trades workers	1352
Kurri Kurri - Abermain	2016		106
Kurri Kurri - Abermain	2016	Clerical and administrative workers	793
Kurri Kurri - Abermain	2016	Community and personal service workers	830
Kurri Kurri - Abermain	2016	Labourers	1103
Kurri Kurri - Abermain	2016	Machinery operators and drivers	962
Kurri Kurri - Abermain	2016	Managers	452
Kurri Kurri - Abermain	2016	Professionals	663
Kurri Kurri - Abermain	2016	Sales workers	709
Kurri Kurri - Abermain	2016	Technicians and trades workers	1274
Singleton	2006		97
Singleton	2006	Clerical and administrative workers	831
Singleton	2006	Community and personal service workers	530
Singleton	2006	Labourers	755
Singleton	2006	Machinery operators and drivers	1204
Singleton	2006	Managers	629
Singleton	2006	Professionals	817
Singleton	2006	Sales workers	640
Singleton	2006	Technicians and trades workers	1433
Singleton	2011		143
Singleton	2011	Clerical and administrative workers	965
Singleton	2011	Community and personal service workers	754
Singleton	2011	Labourers	738
Singleton	2011	Machinery operators and drivers	1591
Singleton	2011	Managers	708
Singleton	2011	Professionals	1034
Singleton	2011	Sales workers	577
Singleton	2011	Technicians and trades workers	1531
Singleton	2016		118
Singleton	2016	Clerical and administrative workers	830
Singleton	2016	Community and personal service workers	994
Singleton	2016	Labourers	709
Singleton	2016	Machinery operators and drivers	1357
Singleton	2016	Managers	662
Singleton	2016	Professionals	943
Singleton	2016	Sales workers	634
Singleton	2016	Technicians and trades workers	1314
Singleton Region	2006		48
Singleton Region	2006	Clerical and administrative workers	291
Singleton Region	2006	Community and personal service workers	252
Singleton Region	2006	Labourers	242
Singleton Region	2006	Machinery operators and drivers	352
Singleton Region	2006	Managers	433
Singleton Region	2006	Professionals	247
Singleton Region	2006	Sales workers	143
Singleton Region	2006	Technicians and trades workers	410
Singleton Region	2011		48
Singleton Region	2011	Clerical and administrative workers	280
Singleton Region	2011	Community and personal service workers	141
Singleton Region	2011	Labourers	275
Singleton Region	2011	Machinery operators and drivers	440
Singleton Region	2011	Managers	404
Singleton Region	2011	Professionals	242
Singleton Region	2011	Sales workers	158
Singleton Region	2011	Technicians and trades workers	432
Singleton Region	2016		44
Singleton Region	2016	Clerical and administrative workers	239
Singleton Region	2016	Community and personal service workers	129
Singleton Region	2016	Labourers	254
Singleton Region	2016	Machinery operators and drivers	379
Singleton Region	2016	Managers	356
Singleton Region	2016	Professionals	240
Singleton Region	2016	Sales workers	140
Singleton Region	2016	Technicians and trades workers	413
Maitland	2006		20
Maitland	2006	Clerical and administrative workers	229
Maitland	2006	Community and personal service workers	145
Maitland	2006	Labourers	218
Maitland	2006	Machinery operators and drivers	167
Maitland	2006	Managers	182
Maitland	2006	Professionals	284
Maitland	2006	Sales workers	189
Maitland	2006	Technicians and trades workers	294
Maitland	2011		38
Maitland	2011	Clerical and administrative workers	249
Maitland	2011	Community and personal service workers	212
Maitland	2011	Labourers	246
Maitland	2011	Machinery operators and drivers	200
Maitland	2011	Managers	220
Maitland	2011	Professionals	336
Maitland	2011	Sales workers	210
Maitland	2011	Technicians and trades workers	350
Maitland	2016		51
Maitland	2016	Clerical and administrative workers	366
Maitland	2016	Community and personal service workers	388
Maitland	2016	Labourers	257
Maitland	2016	Machinery operators and drivers	299
Maitland	2016	Managers	255
Maitland	2016	Professionals	499
Maitland	2016	Sales workers	322
Maitland	2016	Technicians and trades workers	507
Maitland - East	2006		153
Maitland - East	2006	Clerical and administrative workers	1614
Maitland - East	2006	Community and personal service workers	951
Maitland - East	2006	Labourers	1121
Maitland - East	2006	Machinery operators and drivers	841
Maitland - East	2006	Managers	1067
Maitland - East	2006	Professionals	1803
Maitland - East	2006	Sales workers	1178
Maitland - East	2006	Technicians and trades workers	1806
Maitland - East	2011		173
Maitland - East	2011	Clerical and administrative workers	1743
Maitland - East	2011	Community and personal service workers	1078
Maitland - East	2011	Labourers	1137
Maitland - East	2011	Machinery operators and drivers	1050
Maitland - East	2011	Managers	1151
Maitland - East	2011	Professionals	2188
Maitland - East	2011	Sales workers	1141
Maitland - East	2011	Technicians and trades workers	2104
Maitland - East	2016		163
Maitland - East	2016	Clerical and administrative workers	1567
Maitland - East	2016	Community and personal service workers	1368
Maitland - East	2016	Labourers	1290
Maitland - East	2016	Machinery operators and drivers	1018
Maitland - East	2016	Managers	1132
Maitland - East	2016	Professionals	2286
Maitland - East	2016	Sales workers	1179
Maitland - East	2016	Technicians and trades workers	1960
Maitland - North	2006		27
Maitland - North	2006	Clerical and administrative workers	401
Maitland - North	2006	Community and personal service workers	213
Maitland - North	2006	Labourers	169
Maitland - North	2006	Machinery operators and drivers	189
Maitland - North	2006	Managers	366
Maitland - North	2006	Professionals	618
Maitland - North	2006	Sales workers	244
Maitland - North	2006	Technicians and trades workers	419
Maitland - North	2011		38
Maitland - North	2011	Clerical and administrative workers	468
Maitland - North	2011	Community and personal service workers	258
Maitland - North	2011	Labourers	191
Maitland - North	2011	Machinery operators and drivers	269
Maitland - North	2011	Managers	442
Maitland - North	2011	Professionals	798
Maitland - North	2011	Sales workers	314
Maitland - North	2011	Technicians and trades workers	517
Maitland - North	2016		30
Maitland - North	2016	Clerical and administrative workers	499
Maitland - North	2016	Community and personal service workers	362
Maitland - North	2016	Labourers	263
Maitland - North	2016	Machinery operators and drivers	263
Maitland - North	2016	Managers	493
Maitland - North	2016	Professionals	892
Maitland - North	2016	Sales workers	325
Maitland - North	2016	Technicians and trades workers	578
Maitland - West	2006		142
Maitland - West	2006	Clerical and administrative workers	879
Maitland - West	2006	Community and personal service workers	618
Maitland - West	2006	Labourers	915
Maitland - West	2006	Machinery operators and drivers	815
Maitland - West	2006	Managers	632
Maitland - West	2006	Professionals	905
Maitland - West	2006	Sales workers	737
Maitland - West	2006	Technicians and trades workers	1304
Maitland - West	2011		139
Maitland - West	2011	Clerical and administrative workers	1071
Maitland - West	2011	Community and personal service workers	789
Maitland - West	2011	Labourers	956
Maitland - West	2011	Machinery operators and drivers	1082
Maitland - West	2011	Managers	732
Maitland - West	2011	Professionals	1096
Maitland - West	2011	Sales workers	849
Maitland - West	2011	Technicians and trades workers	1604
Maitland - West	2016		171
Maitland - West	2016	Clerical and administrative workers	1234
Maitland - West	2016	Community and personal service workers	1096
Maitland - West	2016	Labourers	1123
Maitland - West	2016	Machinery operators and drivers	1221
Maitland - West	2016	Managers	834
Maitland - West	2016	Professionals	1236
Maitland - West	2016	Sales workers	1087
Maitland - West	2016	Technicians and trades workers	1845
Thornton - Millers Forest	2006		61
Thornton - Millers Forest	2006	Clerical and administrative workers	669
Thornton - Millers Forest	2006	Community and personal service workers	345
Thornton - Millers Forest	2006	Labourers	437
Thornton - Millers Forest	2006	Machinery operators and drivers	411
Thornton - Millers Forest	2006	Managers	360
Thornton - Millers Forest	2006	Professionals	492
Thornton - Millers Forest	2006	Sales workers	519
Thornton - Millers Forest	2006	Technicians and trades workers	781
Thornton - Millers Forest	2011		63
Thornton - Millers Forest	2011	Clerical and administrative workers	729
Thornton - Millers Forest	2011	Community and personal service workers	400
Thornton - Millers Forest	2011	Labourers	444
Thornton - Millers Forest	2011	Machinery operators and drivers	466
Thornton - Millers Forest	2011	Managers	445
Thornton - Millers Forest	2011	Professionals	648
Thornton - Millers Forest	2011	Sales workers	472
Thornton - Millers Forest	2011	Technicians and trades workers	868
Thornton - Millers Forest	2016		73
Thornton - Millers Forest	2016	Clerical and administrative workers	801
Thornton - Millers Forest	2016	Community and personal service workers	532
Thornton - Millers Forest	2016	Labourers	539
Thornton - Millers Forest	2016	Machinery operators and drivers	457
Thornton - Millers Forest	2016	Managers	528
Thornton - Millers Forest	2016	Professionals	762
Thornton - Millers Forest	2016	Sales workers	504
Thornton - Millers Forest	2016	Technicians and trades workers	917
Anna Bay	2006		42
Anna Bay	2006	Clerical and administrative workers	266
Anna Bay	2006	Community and personal service workers	242
Anna Bay	2006	Labourers	326
Anna Bay	2006	Machinery operators and drivers	147
Anna Bay	2006	Managers	286
Anna Bay	2006	Professionals	299
Anna Bay	2006	Sales workers	261
Anna Bay	2006	Technicians and trades workers	431
Anna Bay	2011		37
Anna Bay	2011	Clerical and administrative workers	273
Anna Bay	2011	Community and personal service workers	263
Anna Bay	2011	Labourers	249
Anna Bay	2011	Machinery operators and drivers	164
Anna Bay	2011	Managers	244
Anna Bay	2011	Professionals	375
Anna Bay	2011	Sales workers	263
Anna Bay	2011	Technicians and trades workers	432
Anna Bay	2016		26
Anna Bay	2016	Clerical and administrative workers	257
Anna Bay	2016	Community and personal service workers	317
Anna Bay	2016	Labourers	259
Anna Bay	2016	Machinery operators and drivers	165
Anna Bay	2016	Managers	285
Anna Bay	2016	Professionals	370
Anna Bay	2016	Sales workers	266
Anna Bay	2016	Technicians and trades workers	434
Lemon Tree Passage - Tanilba Bay	2006		31
Lemon Tree Passage - Tanilba Bay	2006	Clerical and administrative workers	257
Lemon Tree Passage - Tanilba Bay	2006	Community and personal service workers	218
Lemon Tree Passage - Tanilba Bay	2006	Labourers	232
Lemon Tree Passage - Tanilba Bay	2006	Machinery operators and drivers	194
Lemon Tree Passage - Tanilba Bay	2006	Managers	193
Lemon Tree Passage - Tanilba Bay	2006	Professionals	213
Lemon Tree Passage - Tanilba Bay	2006	Sales workers	211
Lemon Tree Passage - Tanilba Bay	2006	Technicians and trades workers	405
Lemon Tree Passage - Tanilba Bay	2011		33
Lemon Tree Passage - Tanilba Bay	2011	Clerical and administrative workers	281
Lemon Tree Passage - Tanilba Bay	2011	Community and personal service workers	278
Lemon Tree Passage - Tanilba Bay	2011	Labourers	275
Lemon Tree Passage - Tanilba Bay	2011	Machinery operators and drivers	253
Lemon Tree Passage - Tanilba Bay	2011	Managers	201
Lemon Tree Passage - Tanilba Bay	2011	Professionals	262
Lemon Tree Passage - Tanilba Bay	2011	Sales workers	257
Lemon Tree Passage - Tanilba Bay	2011	Technicians and trades workers	457
Lemon Tree Passage - Tanilba Bay	2016		49
Lemon Tree Passage - Tanilba Bay	2016	Clerical and administrative workers	289
Lemon Tree Passage - Tanilba Bay	2016	Community and personal service workers	337
Lemon Tree Passage - Tanilba Bay	2016	Labourers	292
Lemon Tree Passage - Tanilba Bay	2016	Machinery operators and drivers	239
Lemon Tree Passage - Tanilba Bay	2016	Managers	190
Lemon Tree Passage - Tanilba Bay	2016	Professionals	228
Lemon Tree Passage - Tanilba Bay	2016	Sales workers	235
Lemon Tree Passage - Tanilba Bay	2016	Technicians and trades workers	421
Nelson Bay Peninsula	2006		98
Nelson Bay Peninsula	2006	Clerical and administrative workers	839
Nelson Bay Peninsula	2006	Community and personal service workers	759
Nelson Bay Peninsula	2006	Labourers	719
Nelson Bay Peninsula	2006	Machinery operators and drivers	269
Nelson Bay Peninsula	2006	Managers	869
Nelson Bay Peninsula	2006	Professionals	1017
Nelson Bay Peninsula	2006	Sales workers	792
Nelson Bay Peninsula	2006	Technicians and trades workers	1065
Nelson Bay Peninsula	2011		122
Nelson Bay Peninsula	2011	Clerical and administrative workers	918
Nelson Bay Peninsula	2011	Community and personal service workers	922
Nelson Bay Peninsula	2011	Labourers	766
Nelson Bay Peninsula	2011	Machinery operators and drivers	353
Nelson Bay Peninsula	2011	Managers	948
Nelson Bay Peninsula	2011	Professionals	1207
Nelson Bay Peninsula	2011	Sales workers	882
Nelson Bay Peninsula	2011	Technicians and trades workers	1198
Nelson Bay Peninsula	2016		138
Nelson Bay Peninsula	2016	Clerical and administrative workers	963
Nelson Bay Peninsula	2016	Community and personal service workers	1066
Nelson Bay Peninsula	2016	Labourers	806
Nelson Bay Peninsula	2016	Machinery operators and drivers	362
Nelson Bay Peninsula	2016	Managers	951
Nelson Bay Peninsula	2016	Professionals	1307
Nelson Bay Peninsula	2016	Sales workers	903
Nelson Bay Peninsula	2016	Technicians and trades workers	1283
Raymond Terrace	2006		108
Raymond Terrace	2006	Clerical and administrative workers	702
Raymond Terrace	2006	Community and personal service workers	546
Raymond Terrace	2006	Labourers	727
Raymond Terrace	2006	Machinery operators and drivers	557
Raymond Terrace	2006	Managers	425
Raymond Terrace	2006	Professionals	553
Raymond Terrace	2006	Sales workers	602
Raymond Terrace	2006	Technicians and trades workers	914
Raymond Terrace	2011		87
Raymond Terrace	2011	Clerical and administrative workers	754
Raymond Terrace	2011	Community and personal service workers	595
Raymond Terrace	2011	Labourers	745
Raymond Terrace	2011	Machinery operators and drivers	637
Raymond Terrace	2011	Managers	468
Raymond Terrace	2011	Professionals	577
Raymond Terrace	2011	Sales workers	629
Raymond Terrace	2011	Technicians and trades workers	1019
Raymond Terrace	2016		78
Raymond Terrace	2016	Clerical and administrative workers	670
Raymond Terrace	2016	Community and personal service workers	638
Raymond Terrace	2016	Labourers	786
Raymond Terrace	2016	Machinery operators and drivers	608
Raymond Terrace	2016	Managers	408
Raymond Terrace	2016	Professionals	588
Raymond Terrace	2016	Sales workers	566
Raymond Terrace	2016	Technicians and trades workers	926
Seaham - Woodville	2006		26
Seaham - Woodville	2006	Clerical and administrative workers	345
Seaham - Woodville	2006	Community and personal service workers	169
Seaham - Woodville	2006	Labourers	219
Seaham - Woodville	2006	Machinery operators and drivers	239
Seaham - Woodville	2006	Managers	353
Seaham - Woodville	2006	Professionals	391
Seaham - Woodville	2006	Sales workers	224
Seaham - Woodville	2006	Technicians and trades workers	429
Seaham - Woodville	2011		34
Seaham - Woodville	2011	Clerical and administrative workers	432
Seaham - Woodville	2011	Community and personal service workers	217
Seaham - Woodville	2011	Labourers	214
Seaham - Woodville	2011	Machinery operators and drivers	260
Seaham - Woodville	2011	Managers	360
Seaham - Woodville	2011	Professionals	470
Seaham - Woodville	2011	Sales workers	252
Seaham - Woodville	2011	Technicians and trades workers	514
Seaham - Woodville	2016		35
Seaham - Woodville	2016	Clerical and administrative workers	411
Seaham - Woodville	2016	Community and personal service workers	239
Seaham - Woodville	2016	Labourers	219
Seaham - Woodville	2016	Machinery operators and drivers	270
Seaham - Woodville	2016	Managers	367
Seaham - Woodville	2016	Professionals	476
Seaham - Woodville	2016	Sales workers	244
Seaham - Woodville	2016	Technicians and trades workers	509
Tea Gardens - Hawks Nest	2006		25
Tea Gardens - Hawks Nest	2006	Clerical and administrative workers	136
Tea Gardens - Hawks Nest	2006	Community and personal service workers	125
Tea Gardens - Hawks Nest	2006	Labourers	185
Tea Gardens - Hawks Nest	2006	Machinery operators and drivers	62
Tea Gardens - Hawks Nest	2006	Managers	164
Tea Gardens - Hawks Nest	2006	Professionals	143
Tea Gardens - Hawks Nest	2006	Sales workers	114
Tea Gardens - Hawks Nest	2006	Technicians and trades workers	205
Tea Gardens - Hawks Nest	2011		28
Tea Gardens - Hawks Nest	2011	Clerical and administrative workers	143
Tea Gardens - Hawks Nest	2011	Community and personal service workers	155
Tea Gardens - Hawks Nest	2011	Labourers	183
Tea Gardens - Hawks Nest	2011	Machinery operators and drivers	79
Tea Gardens - Hawks Nest	2011	Managers	170
Tea Gardens - Hawks Nest	2011	Professionals	197
Tea Gardens - Hawks Nest	2011	Sales workers	117
Tea Gardens - Hawks Nest	2011	Technicians and trades workers	239
Tea Gardens - Hawks Nest	2016		26
Tea Gardens - Hawks Nest	2016	Clerical and administrative workers	173
Tea Gardens - Hawks Nest	2016	Community and personal service workers	195
Tea Gardens - Hawks Nest	2016	Labourers	183
Tea Gardens - Hawks Nest	2016	Machinery operators and drivers	85
Tea Gardens - Hawks Nest	2016	Managers	167
Tea Gardens - Hawks Nest	2016	Professionals	198
Tea Gardens - Hawks Nest	2016	Sales workers	148
Tea Gardens - Hawks Nest	2016	Technicians and trades workers	237
Williamtown - Medowie - Karuah	2006		90
Williamtown - Medowie - Karuah	2006	Clerical and administrative workers	819
Williamtown - Medowie - Karuah	2006	Community and personal service workers	534
Williamtown - Medowie - Karuah	2006	Labourers	515
Williamtown - Medowie - Karuah	2006	Machinery operators and drivers	406
Williamtown - Medowie - Karuah	2006	Managers	558
Williamtown - Medowie - Karuah	2006	Professionals	620
Williamtown - Medowie - Karuah	2006	Sales workers	482
Williamtown - Medowie - Karuah	2006	Technicians and trades workers	1103
Williamtown - Medowie - Karuah	2011		95
Williamtown - Medowie - Karuah	2011	Clerical and administrative workers	857
Williamtown - Medowie - Karuah	2011	Community and personal service workers	646
Williamtown - Medowie - Karuah	2011	Labourers	538
Williamtown - Medowie - Karuah	2011	Machinery operators and drivers	507
Williamtown - Medowie - Karuah	2011	Managers	648
Williamtown - Medowie - Karuah	2011	Professionals	761
Williamtown - Medowie - Karuah	2011	Sales workers	506
Williamtown - Medowie - Karuah	2011	Technicians and trades workers	1256
Williamtown - Medowie - Karuah	2016		117
Williamtown - Medowie - Karuah	2016	Clerical and administrative workers	835
Williamtown - Medowie - Karuah	2016	Community and personal service workers	770
Williamtown - Medowie - Karuah	2016	Labourers	608
Williamtown - Medowie - Karuah	2016	Machinery operators and drivers	553
Williamtown - Medowie - Karuah	2016	Managers	660
Williamtown - Medowie - Karuah	2016	Professionals	856
Williamtown - Medowie - Karuah	2016	Sales workers	545
Williamtown - Medowie - Karuah	2016	Technicians and trades workers	1137
Muswellbrook	2006		60
Muswellbrook	2006	Clerical and administrative workers	533
Muswellbrook	2006	Community and personal service workers	394
Muswellbrook	2006	Labourers	623
Muswellbrook	2006	Machinery operators and drivers	726
Muswellbrook	2006	Managers	396
Muswellbrook	2006	Professionals	576
Muswellbrook	2006	Sales workers	447
Muswellbrook	2006	Technicians and trades workers	1059
Muswellbrook	2011		91
Muswellbrook	2011	Clerical and administrative workers	586
Muswellbrook	2011	Community and personal service workers	437
Muswellbrook	2011	Labourers	669
Muswellbrook	2011	Machinery operators and drivers	1006
Muswellbrook	2011	Managers	412
Muswellbrook	2011	Professionals	617
Muswellbrook	2011	Sales workers	461
Muswellbrook	2011	Technicians and trades workers	1109
Muswellbrook	2016		71
Muswellbrook	2016	Clerical and administrative workers	485
Muswellbrook	2016	Community and personal service workers	471
Muswellbrook	2016	Labourers	603
Muswellbrook	2016	Machinery operators and drivers	887
Muswellbrook	2016	Managers	351
Muswellbrook	2016	Professionals	565
Muswellbrook	2016	Sales workers	426
Muswellbrook	2016	Technicians and trades workers	1011
Muswellbrook Region	2006		26
Muswellbrook Region	2006	Clerical and administrative workers	183
Muswellbrook Region	2006	Community and personal service workers	119
Muswellbrook Region	2006	Labourers	337
Muswellbrook Region	2006	Machinery operators and drivers	252
Muswellbrook Region	2006	Managers	398
Muswellbrook Region	2006	Professionals	152
Muswellbrook Region	2006	Sales workers	113
Muswellbrook Region	2006	Technicians and trades workers	333
Muswellbrook Region	2011		36
Muswellbrook Region	2011	Clerical and administrative workers	208
Muswellbrook Region	2011	Community and personal service workers	143
Muswellbrook Region	2011	Labourers	293
Muswellbrook Region	2011	Machinery operators and drivers	297
Muswellbrook Region	2011	Managers	342
Muswellbrook Region	2011	Professionals	181
Muswellbrook Region	2011	Sales workers	127
Muswellbrook Region	2011	Technicians and trades workers	393
Muswellbrook Region	2016		44
Muswellbrook Region	2016	Clerical and administrative workers	205
Muswellbrook Region	2016	Community and personal service workers	140
Muswellbrook Region	2016	Labourers	272
Muswellbrook Region	2016	Machinery operators and drivers	315
Muswellbrook Region	2016	Managers	304
Muswellbrook Region	2016	Professionals	154
Muswellbrook Region	2016	Sales workers	109
Muswellbrook Region	2016	Technicians and trades workers	338
Scone	2006		36
Scone	2006	Clerical and administrative workers	241
Scone	2006	Community and personal service workers	188
Scone	2006	Labourers	437
Scone	2006	Machinery operators and drivers	244
Scone	2006	Managers	327
Scone	2006	Professionals	347
Scone	2006	Sales workers	221
Scone	2006	Technicians and trades workers	514
Scone	2011		45
Scone	2011	Clerical and administrative workers	288
Scone	2011	Community and personal service workers	222
Scone	2011	Labourers	392
Scone	2011	Machinery operators and drivers	356
Scone	2011	Managers	305
Scone	2011	Professionals	394
Scone	2011	Sales workers	248
Scone	2011	Technicians and trades workers	500
Scone	2016		41
Scone	2016	Clerical and administrative workers	268
Scone	2016	Community and personal service workers	214
Scone	2016	Labourers	397
Scone	2016	Machinery operators and drivers	342
Scone	2016	Managers	298
Scone	2016	Professionals	391
Scone	2016	Sales workers	224
Scone	2016	Technicians and trades workers	462
Scone Region	2006		56
Scone Region	2006	Clerical and administrative workers	316
Scone Region	2006	Community and personal service workers	256
Scone Region	2006	Labourers	707
Scone Region	2006	Machinery operators and drivers	418
Scone Region	2006	Managers	788
Scone Region	2006	Professionals	302
Scone Region	2006	Sales workers	193
Scone Region	2006	Technicians and trades workers	618
Scone Region	2011		69
Scone Region	2011	Clerical and administrative workers	340
Scone Region	2011	Community and personal service workers	267
Scone Region	2011	Labourers	644
Scone Region	2011	Machinery operators and drivers	512
Scone Region	2011	Managers	780
Scone Region	2011	Professionals	352
Scone Region	2011	Sales workers	198
Scone Region	2011	Technicians and trades workers	617
Scone Region	2016		49
Scone Region	2016	Clerical and administrative workers	320
Scone Region	2016	Community and personal service workers	265
Scone Region	2016	Labourers	607
Scone Region	2016	Machinery operators and drivers	488
Scone Region	2016	Managers	730
Scone Region	2016	Professionals	370
Scone Region	2016	Sales workers	225
Scone Region	2016	Technicians and trades workers	600
Dapto - Avondale	2006		155
Dapto - Avondale	2006	Clerical and administrative workers	1291
Dapto - Avondale	2006	Community and personal service workers	925
Dapto - Avondale	2006	Labourers	1067
Dapto - Avondale	2006	Machinery operators and drivers	960
Dapto - Avondale	2006	Managers	706
Dapto - Avondale	2006	Professionals	1093
Dapto - Avondale	2006	Sales workers	864
Dapto - Avondale	2006	Technicians and trades workers	1686
Dapto - Avondale	2011		125
Dapto - Avondale	2011	Clerical and administrative workers	1335
Dapto - Avondale	2011	Community and personal service workers	1124
Dapto - Avondale	2011	Labourers	1069
Dapto - Avondale	2011	Machinery operators and drivers	1007
Dapto - Avondale	2011	Managers	708
Dapto - Avondale	2011	Professionals	1185
Dapto - Avondale	2011	Sales workers	937
Dapto - Avondale	2011	Technicians and trades workers	1674
Dapto - Avondale	2016		168
Dapto - Avondale	2016	Clerical and administrative workers	1335
Dapto - Avondale	2016	Community and personal service workers	1310
Dapto - Avondale	2016	Labourers	1111
Dapto - Avondale	2016	Machinery operators and drivers	912
Dapto - Avondale	2016	Managers	813
Dapto - Avondale	2016	Professionals	1292
Dapto - Avondale	2016	Sales workers	965
Dapto - Avondale	2016	Technicians and trades workers	1756
Horsley - Kembla Grange	2006		64
Horsley - Kembla Grange	2006	Clerical and administrative workers	579
Horsley - Kembla Grange	2006	Community and personal service workers	344
Horsley - Kembla Grange	2006	Labourers	288
Horsley - Kembla Grange	2006	Machinery operators and drivers	348
Horsley - Kembla Grange	2006	Managers	379
Horsley - Kembla Grange	2006	Professionals	475
Horsley - Kembla Grange	2006	Sales workers	387
Horsley - Kembla Grange	2006	Technicians and trades workers	610
Horsley - Kembla Grange	2011		74
Horsley - Kembla Grange	2011	Clerical and administrative workers	616
Horsley - Kembla Grange	2011	Community and personal service workers	388
Horsley - Kembla Grange	2011	Labourers	293
Horsley - Kembla Grange	2011	Machinery operators and drivers	331
Horsley - Kembla Grange	2011	Managers	376
Horsley - Kembla Grange	2011	Professionals	573
Horsley - Kembla Grange	2011	Sales workers	407
Horsley - Kembla Grange	2011	Technicians and trades workers	611
Horsley - Kembla Grange	2016		55
Horsley - Kembla Grange	2016	Clerical and administrative workers	759
Horsley - Kembla Grange	2016	Community and personal service workers	520
Horsley - Kembla Grange	2016	Labourers	338
Horsley - Kembla Grange	2016	Machinery operators and drivers	322
Horsley - Kembla Grange	2016	Managers	453
Horsley - Kembla Grange	2016	Professionals	678
Horsley - Kembla Grange	2016	Sales workers	464
Horsley - Kembla Grange	2016	Technicians and trades workers	684
Port Kembla Industrial	2006		0
Port Kembla Industrial	2006	Clerical and administrative workers	0
Port Kembla Industrial	2006	Community and personal service workers	0
Port Kembla Industrial	2006	Labourers	0
Port Kembla Industrial	2006	Machinery operators and drivers	0
Port Kembla Industrial	2006	Managers	0
Port Kembla Industrial	2006	Professionals	0
Port Kembla Industrial	2006	Sales workers	0
Port Kembla Industrial	2006	Technicians and trades workers	0
Port Kembla Industrial	2011		0
Port Kembla Industrial	2011	Clerical and administrative workers	0
Port Kembla Industrial	2011	Community and personal service workers	0
Port Kembla Industrial	2011	Labourers	0
Port Kembla Industrial	2011	Machinery operators and drivers	3
Port Kembla Industrial	2011	Managers	4
Port Kembla Industrial	2011	Professionals	0
Port Kembla Industrial	2011	Sales workers	0
Port Kembla Industrial	2011	Technicians and trades workers	0
Port Kembla Industrial	2016		0
Port Kembla Industrial	2016	Clerical and administrative workers	0
Port Kembla Industrial	2016	Community and personal service workers	0
Port Kembla Industrial	2016	Labourers	0
Port Kembla Industrial	2016	Machinery operators and drivers	0
Port Kembla Industrial	2016	Managers	0
Port Kembla Industrial	2016	Professionals	0
Port Kembla Industrial	2016	Sales workers	0
Port Kembla Industrial	2016	Technicians and trades workers	0
Unanderra - Mount Kembla	2006		113
Unanderra - Mount Kembla	2006	Clerical and administrative workers	1043
Unanderra - Mount Kembla	2006	Community and personal service workers	560
Unanderra - Mount Kembla	2006	Labourers	620
Unanderra - Mount Kembla	2006	Machinery operators and drivers	492
Unanderra - Mount Kembla	2006	Managers	726
Unanderra - Mount Kembla	2006	Professionals	1461
Unanderra - Mount Kembla	2006	Sales workers	689
Unanderra - Mount Kembla	2006	Technicians and trades workers	1141
Unanderra - Mount Kembla	2011		119
Unanderra - Mount Kembla	2011	Clerical and administrative workers	1029
Unanderra - Mount Kembla	2011	Community and personal service workers	753
Unanderra - Mount Kembla	2011	Labourers	625
Unanderra - Mount Kembla	2011	Machinery operators and drivers	492
Unanderra - Mount Kembla	2011	Managers	707
Unanderra - Mount Kembla	2011	Professionals	1494
Unanderra - Mount Kembla	2011	Sales workers	648
Unanderra - Mount Kembla	2011	Technicians and trades workers	1142
Unanderra - Mount Kembla	2016		83
Unanderra - Mount Kembla	2016	Clerical and administrative workers	1046
Unanderra - Mount Kembla	2016	Community and personal service workers	763
Unanderra - Mount Kembla	2016	Labourers	609
Unanderra - Mount Kembla	2016	Machinery operators and drivers	458
Unanderra - Mount Kembla	2016	Managers	712
Unanderra - Mount Kembla	2016	Professionals	1592
Unanderra - Mount Kembla	2016	Sales workers	646
Unanderra - Mount Kembla	2016	Technicians and trades workers	1128
Berkeley - Lake Heights - Cringila	2006		106
Berkeley - Lake Heights - Cringila	2006	Clerical and administrative workers	547
Berkeley - Lake Heights - Cringila	2006	Community and personal service workers	433
Berkeley - Lake Heights - Cringila	2006	Labourers	774
Berkeley - Lake Heights - Cringila	2006	Machinery operators and drivers	568
Berkeley - Lake Heights - Cringila	2006	Managers	279
Berkeley - Lake Heights - Cringila	2006	Professionals	389
Berkeley - Lake Heights - Cringila	2006	Sales workers	479
Berkeley - Lake Heights - Cringila	2006	Technicians and trades workers	757
Berkeley - Lake Heights - Cringila	2011		88
Berkeley - Lake Heights - Cringila	2011	Clerical and administrative workers	589
Berkeley - Lake Heights - Cringila	2011	Community and personal service workers	541
Berkeley - Lake Heights - Cringila	2011	Labourers	738
Berkeley - Lake Heights - Cringila	2011	Machinery operators and drivers	571
Berkeley - Lake Heights - Cringila	2011	Managers	283
Berkeley - Lake Heights - Cringila	2011	Professionals	490
Berkeley - Lake Heights - Cringila	2011	Sales workers	508
Berkeley - Lake Heights - Cringila	2011	Technicians and trades workers	808
Berkeley - Lake Heights - Cringila	2016		109
Berkeley - Lake Heights - Cringila	2016	Clerical and administrative workers	616
