SA2_NAME16	Year	Occupation	workers
Braidwood	2006		20
Braidwood	2006	Clerical and administrative workers	92
Braidwood	2006	Community and personal service workers	94
Braidwood	2006	Labourers	118
Braidwood	2006	Machinery operators and drivers	71
Braidwood	2006	Managers	252
Braidwood	2006	Professionals	195
Braidwood	2006	Sales workers	80
Braidwood	2006	Technicians and trades workers	141
Braidwood	2011		28
Braidwood	2011	Clerical and administrative workers	180
Braidwood	2011	Community and personal service workers	140
Braidwood	2011	Labourers	141
Braidwood	2011	Machinery operators and drivers	105
Braidwood	2011	Managers	360
Braidwood	2011	Professionals	278
Braidwood	2011	Sales workers	95
Braidwood	2011	Technicians and trades workers	229
Braidwood	2016		47
Braidwood	2016	Clerical and administrative workers	190
Braidwood	2016	Community and personal service workers	123
Braidwood	2016	Labourers	156
Braidwood	2016	Machinery operators and drivers	113
Braidwood	2016	Managers	371
Braidwood	2016	Professionals	312
Braidwood	2016	Sales workers	108
Braidwood	2016	Technicians and trades workers	222
Karabar	2006		108
Karabar	2006	Clerical and administrative workers	907
Karabar	2006	Community and personal service workers	502
Karabar	2006	Labourers	577
Karabar	2006	Machinery operators and drivers	342
Karabar	2006	Managers	493
Karabar	2006	Professionals	629
Karabar	2006	Sales workers	377
Karabar	2006	Technicians and trades workers	777
Karabar	2011		104
Karabar	2011	Clerical and administrative workers	961
Karabar	2011	Community and personal service workers	458
Karabar	2011	Labourers	462
Karabar	2011	Machinery operators and drivers	336
Karabar	2011	Managers	463
Karabar	2011	Professionals	663
Karabar	2011	Sales workers	383
Karabar	2011	Technicians and trades workers	714
Karabar	2016		97
Karabar	2016	Clerical and administrative workers	837
Karabar	2016	Community and personal service workers	471
Karabar	2016	Labourers	413
Karabar	2016	Machinery operators and drivers	281
Karabar	2016	Managers	454
Karabar	2016	Professionals	610
Karabar	2016	Sales workers	365
Karabar	2016	Technicians and trades workers	671
Queanbeyan	2006		78
Queanbeyan	2006	Clerical and administrative workers	869
Queanbeyan	2006	Community and personal service workers	420
Queanbeyan	2006	Labourers	522
Queanbeyan	2006	Machinery operators and drivers	300
Queanbeyan	2006	Managers	422
Queanbeyan	2006	Professionals	789
Queanbeyan	2006	Sales workers	378
Queanbeyan	2006	Technicians and trades workers	696
Queanbeyan	2011		159
Queanbeyan	2011	Clerical and administrative workers	1054
Queanbeyan	2011	Community and personal service workers	551
Queanbeyan	2011	Labourers	485
Queanbeyan	2011	Machinery operators and drivers	324
Queanbeyan	2011	Managers	564
Queanbeyan	2011	Professionals	1055
Queanbeyan	2011	Sales workers	442
Queanbeyan	2011	Technicians and trades workers	792
Queanbeyan	2016		135
Queanbeyan	2016	Clerical and administrative workers	996
Queanbeyan	2016	Community and personal service workers	714
Queanbeyan	2016	Labourers	527
Queanbeyan	2016	Machinery operators and drivers	296
Queanbeyan	2016	Managers	622
Queanbeyan	2016	Professionals	1043
Queanbeyan	2016	Sales workers	523
Queanbeyan	2016	Technicians and trades workers	754
Queanbeyan - East	2006		42
Queanbeyan - East	2006	Clerical and administrative workers	402
Queanbeyan - East	2006	Community and personal service workers	199
Queanbeyan - East	2006	Labourers	203
Queanbeyan - East	2006	Machinery operators and drivers	126
Queanbeyan - East	2006	Managers	313
Queanbeyan - East	2006	Professionals	428
Queanbeyan - East	2006	Sales workers	190
Queanbeyan - East	2006	Technicians and trades workers	320
Queanbeyan - East	2011		67
Queanbeyan - East	2011	Clerical and administrative workers	511
Queanbeyan - East	2011	Community and personal service workers	262
Queanbeyan - East	2011	Labourers	227
Queanbeyan - East	2011	Machinery operators and drivers	156
Queanbeyan - East	2011	Managers	327
Queanbeyan - East	2011	Professionals	540
Queanbeyan - East	2011	Sales workers	225
Queanbeyan - East	2011	Technicians and trades workers	401
Queanbeyan - East	2016		45
Queanbeyan - East	2016	Clerical and administrative workers	463
Queanbeyan - East	2016	Community and personal service workers	302
Queanbeyan - East	2016	Labourers	230
Queanbeyan - East	2016	Machinery operators and drivers	147
Queanbeyan - East	2016	Managers	323
Queanbeyan - East	2016	Professionals	518
Queanbeyan - East	2016	Sales workers	241
Queanbeyan - East	2016	Technicians and trades workers	369
Queanbeyan Region	2006		102
Queanbeyan Region	2006	Clerical and administrative workers	1182
Queanbeyan Region	2006	Community and personal service workers	496
Queanbeyan Region	2006	Labourers	409
Queanbeyan Region	2006	Machinery operators and drivers	330
Queanbeyan Region	2006	Managers	1353
Queanbeyan Region	2006	Professionals	1590
Queanbeyan Region	2006	Sales workers	423
Queanbeyan Region	2006	Technicians and trades workers	960
Queanbeyan Region	2011		153
Queanbeyan Region	2011	Clerical and administrative workers	1452
Queanbeyan Region	2011	Community and personal service workers	642
Queanbeyan Region	2011	Labourers	438
Queanbeyan Region	2011	Machinery operators and drivers	369
Queanbeyan Region	2011	Managers	1515
Queanbeyan Region	2011	Professionals	1705
Queanbeyan Region	2011	Sales workers	486
Queanbeyan Region	2011	Technicians and trades workers	1063
Queanbeyan Region	2016		205
Queanbeyan Region	2016	Clerical and administrative workers	1591
Queanbeyan Region	2016	Community and personal service workers	770
Queanbeyan Region	2016	Labourers	476
Queanbeyan Region	2016	Machinery operators and drivers	349
Queanbeyan Region	2016	Managers	1703
Queanbeyan Region	2016	Professionals	1950
Queanbeyan Region	2016	Sales workers	540
Queanbeyan Region	2016	Technicians and trades workers	1226
Queanbeyan West - Jerrabomberra	2006		96
Queanbeyan West - Jerrabomberra	2006	Clerical and administrative workers	1356
Queanbeyan West - Jerrabomberra	2006	Community and personal service workers	513
Queanbeyan West - Jerrabomberra	2006	Labourers	353
Queanbeyan West - Jerrabomberra	2006	Machinery operators and drivers	237
Queanbeyan West - Jerrabomberra	2006	Managers	1229
Queanbeyan West - Jerrabomberra	2006	Professionals	1356
Queanbeyan West - Jerrabomberra	2006	Sales workers	493
Queanbeyan West - Jerrabomberra	2006	Technicians and trades workers	759
Queanbeyan West - Jerrabomberra	2011		215
Queanbeyan West - Jerrabomberra	2011	Clerical and administrative workers	1512
Queanbeyan West - Jerrabomberra	2011	Community and personal service workers	638
Queanbeyan West - Jerrabomberra	2011	Labourers	356
Queanbeyan West - Jerrabomberra	2011	Machinery operators and drivers	244
Queanbeyan West - Jerrabomberra	2011	Managers	1326
Queanbeyan West - Jerrabomberra	2011	Professionals	1567
Queanbeyan West - Jerrabomberra	2011	Sales workers	534
Queanbeyan West - Jerrabomberra	2011	Technicians and trades workers	870
Queanbeyan West - Jerrabomberra	2016		147
Queanbeyan West - Jerrabomberra	2016	Clerical and administrative workers	1400
Queanbeyan West - Jerrabomberra	2016	Community and personal service workers	710
Queanbeyan West - Jerrabomberra	2016	Labourers	366
Queanbeyan West - Jerrabomberra	2016	Machinery operators and drivers	203
Queanbeyan West - Jerrabomberra	2016	Managers	1387
Queanbeyan West - Jerrabomberra	2016	Professionals	1529
Queanbeyan West - Jerrabomberra	2016	Sales workers	580
Queanbeyan West - Jerrabomberra	2016	Technicians and trades workers	800
Bombala	2006		14
Bombala	2006	Clerical and administrative workers	104
Bombala	2006	Community and personal service workers	86
Bombala	2006	Labourers	178
Bombala	2006	Machinery operators and drivers	124
Bombala	2006	Managers	290
Bombala	2006	Professionals	124
Bombala	2006	Sales workers	57
Bombala	2006	Technicians and trades workers	135
Bombala	2011		17
Bombala	2011	Clerical and administrative workers	100
Bombala	2011	Community and personal service workers	88
Bombala	2011	Labourers	172
Bombala	2011	Machinery operators and drivers	134
Bombala	2011	Managers	260
Bombala	2011	Professionals	118
Bombala	2011	Sales workers	66
Bombala	2011	Technicians and trades workers	138
Bombala	2016		27
Bombala	2016	Clerical and administrative workers	108
Bombala	2016	Community and personal service workers	94
Bombala	2016	Labourers	159
Bombala	2016	Machinery operators and drivers	130
Bombala	2016	Managers	251
Bombala	2016	Professionals	119
Bombala	2016	Sales workers	62
Bombala	2016	Technicians and trades workers	127
Cooma	2006		41
Cooma	2006	Clerical and administrative workers	399
Cooma	2006	Community and personal service workers	298
Cooma	2006	Labourers	380
Cooma	2006	Machinery operators and drivers	163
Cooma	2006	Managers	379
Cooma	2006	Professionals	466
Cooma	2006	Sales workers	329
Cooma	2006	Technicians and trades workers	465
Cooma	2011		50
Cooma	2011	Clerical and administrative workers	410
Cooma	2011	Community and personal service workers	338
Cooma	2011	Labourers	326
Cooma	2011	Machinery operators and drivers	170
Cooma	2011	Managers	371
Cooma	2011	Professionals	471
Cooma	2011	Sales workers	339
Cooma	2011	Technicians and trades workers	463
Cooma	2016		49
Cooma	2016	Clerical and administrative workers	368
Cooma	2016	Community and personal service workers	393
Cooma	2016	Labourers	335
Cooma	2016	Machinery operators and drivers	189
Cooma	2016	Managers	348
Cooma	2016	Professionals	479
Cooma	2016	Sales workers	334
Cooma	2016	Technicians and trades workers	402
Cooma Region	2006		27
Cooma Region	2006	Clerical and administrative workers	151
Cooma Region	2006	Community and personal service workers	98
Cooma Region	2006	Labourers	162
Cooma Region	2006	Machinery operators and drivers	80
Cooma Region	2006	Managers	398
Cooma Region	2006	Professionals	188
Cooma Region	2006	Sales workers	90
Cooma Region	2006	Technicians and trades workers	166
Cooma Region	2011		26
Cooma Region	2011	Clerical and administrative workers	197
Cooma Region	2011	Community and personal service workers	125
Cooma Region	2011	Labourers	174
Cooma Region	2011	Machinery operators and drivers	92
Cooma Region	2011	Managers	433
Cooma Region	2011	Professionals	219
Cooma Region	2011	Sales workers	102
Cooma Region	2011	Technicians and trades workers	204
Cooma Region	2016		22
Cooma Region	2016	Clerical and administrative workers	199
Cooma Region	2016	Community and personal service workers	136
Cooma Region	2016	Labourers	193
Cooma Region	2016	Machinery operators and drivers	88
Cooma Region	2016	Managers	427
Cooma Region	2016	Professionals	210
Cooma Region	2016	Sales workers	106
Cooma Region	2016	Technicians and trades workers	192
Jindabyne - Berridale	2006		46
Jindabyne - Berridale	2006	Clerical and administrative workers	343
Jindabyne - Berridale	2006	Community and personal service workers	361
Jindabyne - Berridale	2006	Labourers	303
Jindabyne - Berridale	2006	Machinery operators and drivers	174
Jindabyne - Berridale	2006	Managers	725
Jindabyne - Berridale	2006	Professionals	363
Jindabyne - Berridale	2006	Sales workers	273
Jindabyne - Berridale	2006	Technicians and trades workers	553
Jindabyne - Berridale	2011		61
Jindabyne - Berridale	2011	Clerical and administrative workers	364
Jindabyne - Berridale	2011	Community and personal service workers	446
Jindabyne - Berridale	2011	Labourers	346
Jindabyne - Berridale	2011	Machinery operators and drivers	182
Jindabyne - Berridale	2011	Managers	678
Jindabyne - Berridale	2011	Professionals	441
Jindabyne - Berridale	2011	Sales workers	345
Jindabyne - Berridale	2011	Technicians and trades workers	575
Jindabyne - Berridale	2016		72
Jindabyne - Berridale	2016	Clerical and administrative workers	395
Jindabyne - Berridale	2016	Community and personal service workers	535
Jindabyne - Berridale	2016	Labourers	457
Jindabyne - Berridale	2016	Machinery operators and drivers	214
Jindabyne - Berridale	2016	Managers	749
Jindabyne - Berridale	2016	Professionals	482
Jindabyne - Berridale	2016	Sales workers	397
Jindabyne - Berridale	2016	Technicians and trades workers	595
Batemans Bay	2006		53
Batemans Bay	2006	Clerical and administrative workers	333
Batemans Bay	2006	Community and personal service workers	288
Batemans Bay	2006	Labourers	336
Batemans Bay	2006	Machinery operators and drivers	131
Batemans Bay	2006	Managers	389
Batemans Bay	2006	Professionals	279
Batemans Bay	2006	Sales workers	417
Batemans Bay	2006	Technicians and trades workers	440
Batemans Bay	2011		56
Batemans Bay	2011	Clerical and administrative workers	302
Batemans Bay	2011	Community and personal service workers	335
Batemans Bay	2011	Labourers	304
Batemans Bay	2011	Machinery operators and drivers	141
Batemans Bay	2011	Managers	275
Batemans Bay	2011	Professionals	309
Batemans Bay	2011	Sales workers	379
Batemans Bay	2011	Technicians and trades workers	437
Batemans Bay	2016		49
Batemans Bay	2016	Clerical and administrative workers	318
Batemans Bay	2016	Community and personal service workers	344
Batemans Bay	2016	Labourers	307
Batemans Bay	2016	Machinery operators and drivers	147
Batemans Bay	2016	Managers	303
Batemans Bay	2016	Professionals	287
Batemans Bay	2016	Sales workers	364
Batemans Bay	2016	Technicians and trades workers	422
Batemans Bay - South	2006		55
Batemans Bay - South	2006	Clerical and administrative workers	362
Batemans Bay - South	2006	Community and personal service workers	288
Batemans Bay - South	2006	Labourers	322
Batemans Bay - South	2006	Machinery operators and drivers	123
Batemans Bay - South	2006	Managers	344
Batemans Bay - South	2006	Professionals	432
Batemans Bay - South	2006	Sales workers	407
Batemans Bay - South	2006	Technicians and trades workers	438
Batemans Bay - South	2011		44
Batemans Bay - South	2011	Clerical and administrative workers	385
Batemans Bay - South	2011	Community and personal service workers	336
Batemans Bay - South	2011	Labourers	270
Batemans Bay - South	2011	Machinery operators and drivers	119
Batemans Bay - South	2011	Managers	324
Batemans Bay - South	2011	Professionals	427
Batemans Bay - South	2011	Sales workers	384
Batemans Bay - South	2011	Technicians and trades workers	415
Batemans Bay - South	2016		62
Batemans Bay - South	2016	Clerical and administrative workers	350
Batemans Bay - South	2016	Community and personal service workers	413
Batemans Bay - South	2016	Labourers	310
Batemans Bay - South	2016	Machinery operators and drivers	136
Batemans Bay - South	2016	Managers	311
Batemans Bay - South	2016	Professionals	485
Batemans Bay - South	2016	Sales workers	390
Batemans Bay - South	2016	Technicians and trades workers	406
Bega - Tathra	2006		42
Bega - Tathra	2006	Clerical and administrative workers	390
Bega - Tathra	2006	Community and personal service workers	284
Bega - Tathra	2006	Labourers	495
Bega - Tathra	2006	Machinery operators and drivers	204
Bega - Tathra	2006	Managers	341
Bega - Tathra	2006	Professionals	486
Bega - Tathra	2006	Sales workers	370
Bega - Tathra	2006	Technicians and trades workers	421
Bega - Tathra	2011		48
Bega - Tathra	2011	Clerical and administrative workers	434
Bega - Tathra	2011	Community and personal service workers	374
Bega - Tathra	2011	Labourers	561
Bega - Tathra	2011	Machinery operators and drivers	214
Bega - Tathra	2011	Managers	376
Bega - Tathra	2011	Professionals	599
Bega - Tathra	2011	Sales workers	352
Bega - Tathra	2011	Technicians and trades workers	483
Bega - Tathra	2016		47
Bega - Tathra	2016	Clerical and administrative workers	424
Bega - Tathra	2016	Community and personal service workers	418
Bega - Tathra	2016	Labourers	560
Bega - Tathra	2016	Machinery operators and drivers	191
Bega - Tathra	2016	Managers	347
Bega - Tathra	2016	Professionals	643
Bega - Tathra	2016	Sales workers	385
Bega - Tathra	2016	Technicians and trades workers	469
Bega-Eden Hinterland	2006		55
Bega-Eden Hinterland	2006	Clerical and administrative workers	397
Bega-Eden Hinterland	2006	Community and personal service workers	331
Bega-Eden Hinterland	2006	Labourers	528
Bega-Eden Hinterland	2006	Machinery operators and drivers	261
Bega-Eden Hinterland	2006	Managers	819
Bega-Eden Hinterland	2006	Professionals	601
Bega-Eden Hinterland	2006	Sales workers	253
Bega-Eden Hinterland	2006	Technicians and trades workers	559
Bega-Eden Hinterland	2011		42
Bega-Eden Hinterland	2011	Clerical and administrative workers	396
Bega-Eden Hinterland	2011	Community and personal service workers	398
Bega-Eden Hinterland	2011	Labourers	511
Bega-Eden Hinterland	2011	Machinery operators and drivers	271
Bega-Eden Hinterland	2011	Managers	694
Bega-Eden Hinterland	2011	Professionals	639
Bega-Eden Hinterland	2011	Sales workers	285
Bega-Eden Hinterland	2011	Technicians and trades workers	540
Bega-Eden Hinterland	2016		63
Bega-Eden Hinterland	2016	Clerical and administrative workers	376
Bega-Eden Hinterland	2016	Community and personal service workers	407
Bega-Eden Hinterland	2016	Labourers	483
Bega-Eden Hinterland	2016	Machinery operators and drivers	236
Bega-Eden Hinterland	2016	Managers	687
Bega-Eden Hinterland	2016	Professionals	588
Bega-Eden Hinterland	2016	Sales workers	298
Bega-Eden Hinterland	2016	Technicians and trades workers	569
Broulee - Tomakin	2006		9
Broulee - Tomakin	2006	Clerical and administrative workers	82
Broulee - Tomakin	2006	Community and personal service workers	98
Broulee - Tomakin	2006	Labourers	104
Broulee - Tomakin	2006	Machinery operators and drivers	41
Broulee - Tomakin	2006	Managers	100
Broulee - Tomakin	2006	Professionals	169
Broulee - Tomakin	2006	Sales workers	90
Broulee - Tomakin	2006	Technicians and trades workers	140
Broulee - Tomakin	2011		15
Broulee - Tomakin	2011	Clerical and administrative workers	122
Broulee - Tomakin	2011	Community and personal service workers	119
Broulee - Tomakin	2011	Labourers	98
Broulee - Tomakin	2011	Machinery operators and drivers	41
Broulee - Tomakin	2011	Managers	111
Broulee - Tomakin	2011	Professionals	237
Broulee - Tomakin	2011	Sales workers	108
Broulee - Tomakin	2011	Technicians and trades workers	174
Broulee - Tomakin	2016		14
Broulee - Tomakin	2016	Clerical and administrative workers	158
Broulee - Tomakin	2016	Community and personal service workers	162
Broulee - Tomakin	2016	Labourers	98
Broulee - Tomakin	2016	Machinery operators and drivers	62
Broulee - Tomakin	2016	Managers	153
Broulee - Tomakin	2016	Professionals	260
Broulee - Tomakin	2016	Sales workers	127
Broulee - Tomakin	2016	Technicians and trades workers	205
Deua - Wadbilliga	2006		0
Deua - Wadbilliga	2006	Clerical and administrative workers	0
Deua - Wadbilliga	2006	Community and personal service workers	0
Deua - Wadbilliga	2006	Labourers	0
Deua - Wadbilliga	2006	Machinery operators and drivers	0
Deua - Wadbilliga	2006	Managers	0
Deua - Wadbilliga	2006	Professionals	0
Deua - Wadbilliga	2006	Sales workers	0
Deua - Wadbilliga	2006	Technicians and trades workers	0
Deua - Wadbilliga	2011		0
Deua - Wadbilliga	2011	Clerical and administrative workers	3
Deua - Wadbilliga	2011	Community and personal service workers	0
Deua - Wadbilliga	2011	Labourers	0
Deua - Wadbilliga	2011	Machinery operators and drivers	3
Deua - Wadbilliga	2011	Managers	14
Deua - Wadbilliga	2011	Professionals	4
Deua - Wadbilliga	2011	Sales workers	0
Deua - Wadbilliga	2011	Technicians and trades workers	8
Deua - Wadbilliga	2016		0
Deua - Wadbilliga	2016	Clerical and administrative workers	0
Deua - Wadbilliga	2016	Community and personal service workers	0
Deua - Wadbilliga	2016	Labourers	0
Deua - Wadbilliga	2016	Machinery operators and drivers	0
Deua - Wadbilliga	2016	Managers	3
Deua - Wadbilliga	2016	Professionals	0
Deua - Wadbilliga	2016	Sales workers	0
Deua - Wadbilliga	2016	Technicians and trades workers	0
Eden	2006		20
Eden	2006	Clerical and administrative workers	125
Eden	2006	Community and personal service workers	136
Eden	2006	Labourers	247
Eden	2006	Machinery operators and drivers	121
Eden	2006	Managers	127
Eden	2006	Professionals	113
Eden	2006	Sales workers	125
Eden	2006	Technicians and trades workers	178
Eden	2011		22
Eden	2011	Clerical and administrative workers	139
Eden	2011	Community and personal service workers	162
Eden	2011	Labourers	224
Eden	2011	Machinery operators and drivers	135
Eden	2011	Managers	132
Eden	2011	Professionals	124
Eden	2011	Sales workers	135
Eden	2011	Technicians and trades workers	189
Eden	2016		16
Eden	2016	Clerical and administrative workers	115
Eden	2016	Community and personal service workers	150
Eden	2016	Labourers	209
Eden	2016	Machinery operators and drivers	117
Eden	2016	Managers	106
Eden	2016	Professionals	121
Eden	2016	Sales workers	127
Eden	2016	Technicians and trades workers	188
Eurobodalla Hinterland	2006		18
Eurobodalla Hinterland	2006	Clerical and administrative workers	116
Eurobodalla Hinterland	2006	Community and personal service workers	116
Eurobodalla Hinterland	2006	Labourers	140
Eurobodalla Hinterland	2006	Machinery operators and drivers	64
Eurobodalla Hinterland	2006	Managers	179
Eurobodalla Hinterland	2006	Professionals	148
Eurobodalla Hinterland	2006	Sales workers	94
Eurobodalla Hinterland	2006	Technicians and trades workers	152
Eurobodalla Hinterland	2011		25
Eurobodalla Hinterland	2011	Clerical and administrative workers	182
Eurobodalla Hinterland	2011	Community and personal service workers	140
Eurobodalla Hinterland	2011	Labourers	172
Eurobodalla Hinterland	2011	Machinery operators and drivers	72
Eurobodalla Hinterland	2011	Managers	237
Eurobodalla Hinterland	2011	Professionals	179
Eurobodalla Hinterland	2011	Sales workers	112
Eurobodalla Hinterland	2011	Technicians and trades workers	222
Eurobodalla Hinterland	2016		19
Eurobodalla Hinterland	2016	Clerical and administrative workers	176
Eurobodalla Hinterland	2016	Community and personal service workers	168
Eurobodalla Hinterland	2016	Labourers	184
Eurobodalla Hinterland	2016	Machinery operators and drivers	88
Eurobodalla Hinterland	2016	Managers	224
Eurobodalla Hinterland	2016	Professionals	186
Eurobodalla Hinterland	2016	Sales workers	111
Eurobodalla Hinterland	2016	Technicians and trades workers	242
Merimbula - Tura Beach	2006		57
Merimbula - Tura Beach	2006	Clerical and administrative workers	426
Merimbula - Tura Beach	2006	Community and personal service workers	404
Merimbula - Tura Beach	2006	Labourers	433
Merimbula - Tura Beach	2006	Machinery operators and drivers	141
Merimbula - Tura Beach	2006	Managers	598
Merimbula - Tura Beach	2006	Professionals	514
Merimbula - Tura Beach	2006	Sales workers	443
Merimbula - Tura Beach	2006	Technicians and trades workers	626
Merimbula - Tura Beach	2011		42
Merimbula - Tura Beach	2011	Clerical and administrative workers	433
Merimbula - Tura Beach	2011	Community and personal service workers	496
Merimbula - Tura Beach	2011	Labourers	421
Merimbula - Tura Beach	2011	Machinery operators and drivers	187
Merimbula - Tura Beach	2011	Managers	562
Merimbula - Tura Beach	2011	Professionals	612
Merimbula - Tura Beach	2011	Sales workers	483
Merimbula - Tura Beach	2011	Technicians and trades workers	633
Merimbula - Tura Beach	2016		64
Merimbula - Tura Beach	2016	Clerical and administrative workers	461
Merimbula - Tura Beach	2016	Community and personal service workers	544
Merimbula - Tura Beach	2016	Labourers	472
Merimbula - Tura Beach	2016	Machinery operators and drivers	193
Merimbula - Tura Beach	2016	Managers	544
Merimbula - Tura Beach	2016	Professionals	645
Merimbula - Tura Beach	2016	Sales workers	509
Merimbula - Tura Beach	2016	Technicians and trades workers	673
Moruya - Tuross Head	2006		49
Moruya - Tuross Head	2006	Clerical and administrative workers	358
Moruya - Tuross Head	2006	Community and personal service workers	307
Moruya - Tuross Head	2006	Labourers	317
Moruya - Tuross Head	2006	Machinery operators and drivers	182
Moruya - Tuross Head	2006	Managers	390
Moruya - Tuross Head	2006	Professionals	468
Moruya - Tuross Head	2006	Sales workers	313
Moruya - Tuross Head	2006	Technicians and trades workers	426
Moruya - Tuross Head	2011		36
Moruya - Tuross Head	2011	Clerical and administrative workers	359
Moruya - Tuross Head	2011	Community and personal service workers	339
Moruya - Tuross Head	2011	Labourers	343
Moruya - Tuross Head	2011	Machinery operators and drivers	182
Moruya - Tuross Head	2011	Managers	290
Moruya - Tuross Head	2011	Professionals	482
Moruya - Tuross Head	2011	Sales workers	289
Moruya - Tuross Head	2011	Technicians and trades workers	449
Moruya - Tuross Head	2016		54
Moruya - Tuross Head	2016	Clerical and administrative workers	382
Moruya - Tuross Head	2016	Community and personal service workers	358
Moruya - Tuross Head	2016	Labourers	311
Moruya - Tuross Head	2016	Machinery operators and drivers	166
Moruya - Tuross Head	2016	Managers	319
Moruya - Tuross Head	2016	Professionals	493
Moruya - Tuross Head	2016	Sales workers	314
Moruya - Tuross Head	2016	Technicians and trades workers	482
Narooma - Bermagui	2006		44
Narooma - Bermagui	2006	Clerical and administrative workers	291
Narooma - Bermagui	2006	Community and personal service workers	334
Narooma - Bermagui	2006	Labourers	393
Narooma - Bermagui	2006	Machinery operators and drivers	130
Narooma - Bermagui	2006	Managers	494
Narooma - Bermagui	2006	Professionals	433
Narooma - Bermagui	2006	Sales workers	296
Narooma - Bermagui	2006	Technicians and trades workers	480
Narooma - Bermagui	2011		57
Narooma - Bermagui	2011	Clerical and administrative workers	295
Narooma - Bermagui	2011	Community and personal service workers	385
Narooma - Bermagui	2011	Labourers	339
Narooma - Bermagui	2011	Machinery operators and drivers	153
Narooma - Bermagui	2011	Managers	393
Narooma - Bermagui	2011	Professionals	446
Narooma - Bermagui	2011	Sales workers	285
Narooma - Bermagui	2011	Technicians and trades workers	494
Narooma - Bermagui	2016		44
Narooma - Bermagui	2016	Clerical and administrative workers	312
Narooma - Bermagui	2016	Community and personal service workers	373
Narooma - Bermagui	2016	Labourers	356
Narooma - Bermagui	2016	Machinery operators and drivers	134
Narooma - Bermagui	2016	Managers	380
Narooma - Bermagui	2016	Professionals	484
Narooma - Bermagui	2016	Sales workers	315
Narooma - Bermagui	2016	Technicians and trades workers	457
Goulburn	2006		116
Goulburn	2006	Clerical and administrative workers	1039
Goulburn	2006	Community and personal service workers	1249
Goulburn	2006	Labourers	1236
Goulburn	2006	Machinery operators and drivers	885
Goulburn	2006	Managers	850
Goulburn	2006	Professionals	1208
Goulburn	2006	Sales workers	945
Goulburn	2006	Technicians and trades workers	1192
Goulburn	2011		143
Goulburn	2011	Clerical and administrative workers	1244
Goulburn	2011	Community and personal service workers	1499
Goulburn	2011	Labourers	1133
Goulburn	2011	Machinery operators and drivers	803
Goulburn	2011	Managers	905
Goulburn	2011	Professionals	1332
Goulburn	2011	Sales workers	989
Goulburn	2011	Technicians and trades workers	1312
Goulburn	2016		168
Goulburn	2016	Clerical and administrative workers	1170
Goulburn	2016	Community and personal service workers	1573
Goulburn	2016	Labourers	1175
Goulburn	2016	Machinery operators and drivers	799
Goulburn	2016	Managers	968
Goulburn	2016	Professionals	1426
Goulburn	2016	Sales workers	1051
Goulburn	2016	Technicians and trades workers	1366
Goulburn Region	2006		87
Goulburn Region	2006	Clerical and administrative workers	547
Goulburn Region	2006	Community and personal service workers	475
Goulburn Region	2006	Labourers	590
Goulburn Region	2006	Machinery operators and drivers	372
Goulburn Region	2006	Managers	1365
Goulburn Region	2006	Professionals	661
Goulburn Region	2006	Sales workers	339
Goulburn Region	2006	Technicians and trades workers	679
Goulburn Region	2011		97
Goulburn Region	2011	Clerical and administrative workers	600
Goulburn Region	2011	Community and personal service workers	562
Goulburn Region	2011	Labourers	551
Goulburn Region	2011	Machinery operators and drivers	374
Goulburn Region	2011	Managers	1326
Goulburn Region	2011	Professionals	756
Goulburn Region	2011	Sales workers	385
Goulburn Region	2011	Technicians and trades workers	790
Goulburn Region	2016		94
Goulburn Region	2016	Clerical and administrative workers	644
Goulburn Region	2016	Community and personal service workers	671
Goulburn Region	2016	Labourers	640
Goulburn Region	2016	Machinery operators and drivers	441
Goulburn Region	2016	Managers	1253
Goulburn Region	2016	Professionals	762
Goulburn Region	2016	Sales workers	367
Goulburn Region	2016	Technicians and trades workers	832
Yass	2006		51
Yass	2006	Clerical and administrative workers	387
Yass	2006	Community and personal service workers	304
Yass	2006	Labourers	311
Yass	2006	Machinery operators and drivers	182
Yass	2006	Managers	346
Yass	2006	Professionals	392
Yass	2006	Sales workers	271
Yass	2006	Technicians and trades workers	422
Yass	2011		54
Yass	2011	Clerical and administrative workers	450
Yass	2011	Community and personal service workers	369
Yass	2011	Labourers	327
Yass	2011	Machinery operators and drivers	199
Yass	2011	Managers	383
Yass	2011	Professionals	504
Yass	2011	Sales workers	267
Yass	2011	Technicians and trades workers	474
Yass	2016		65
Yass	2016	Clerical and administrative workers	430
Yass	2016	Community and personal service workers	424
Yass	2016	Labourers	277
Yass	2016	Machinery operators and drivers	177
Yass	2016	Managers	389
Yass	2016	Professionals	530
Yass	2016	Sales workers	242
Yass	2016	Technicians and trades workers	434
Yass Region	2006		59
Yass Region	2006	Clerical and administrative workers	735
Yass Region	2006	Community and personal service workers	342
Yass Region	2006	Labourers	375
Yass Region	2006	Machinery operators and drivers	203
Yass Region	2006	Managers	1254
Yass Region	2006	Professionals	1026
Yass Region	2006	Sales workers	270
Yass Region	2006	Technicians and trades workers	611
Yass Region	2011		128
Yass Region	2011	Clerical and administrative workers	856
Yass Region	2011	Community and personal service workers	424
Yass Region	2011	Labourers	432
Yass Region	2011	Machinery operators and drivers	225
Yass Region	2011	Managers	1335
Yass Region	2011	Professionals	1203
Yass Region	2011	Sales workers	287
Yass Region	2011	Technicians and trades workers	714
Yass Region	2016		117
Yass Region	2016	Clerical and administrative workers	897
