SA2_NAME16	Year	EduInstitutionType	Sex	students
Karabar	2011	Technical or Further Educational Institution	M	104
Karabar	2011	University or other tertiary	F	167
Karabar	2011	University or other tertiary	M	89
Karabar	2016		F	342
Karabar	2016		M	285
Karabar	2016	Infants/Primary	F	333
Karabar	2016	Infants/Primary	M	358
Karabar	2016	Pre-school	F	40
Karabar	2016	Pre-school	M	61
Karabar	2016	Secondary	F	270
Karabar	2016	Secondary	M	297
Karabar	2016	Technical or Further Educational Institution	F	92
Karabar	2016	Technical or Further Educational Institution	M	100
Karabar	2016	University or other tertiary	F	148
Karabar	2016	University or other tertiary	M	102
Queanbeyan	2006		F	535
Queanbeyan	2006		M	518
Queanbeyan	2006	Infants/Primary	F	261
Queanbeyan	2006	Infants/Primary	M	264
Queanbeyan	2006	Pre-school	F	54
Queanbeyan	2006	Pre-school	M	53
Queanbeyan	2006	Secondary	F	207
Queanbeyan	2006	Secondary	M	203
Queanbeyan	2006	Technical or Further Educational Institution	F	136
Queanbeyan	2006	Technical or Further Educational Institution	M	130
Queanbeyan	2006	University or other tertiary	F	155
Queanbeyan	2006	University or other tertiary	M	148
Queanbeyan	2011		F	392
Queanbeyan	2011		M	532
Queanbeyan	2011	Infants/Primary	F	261
Queanbeyan	2011	Infants/Primary	M	283
Queanbeyan	2011	Pre-school	F	55
Queanbeyan	2011	Pre-school	M	65
Queanbeyan	2011	Secondary	F	206
Queanbeyan	2011	Secondary	M	202
Queanbeyan	2011	Technical or Further Educational Institution	F	173
Queanbeyan	2011	Technical or Further Educational Institution	M	151
Queanbeyan	2011	University or other tertiary	F	248
Queanbeyan	2011	University or other tertiary	M	182
Queanbeyan	2016		F	456
Queanbeyan	2016		M	474
Queanbeyan	2016	Infants/Primary	F	332
Queanbeyan	2016	Infants/Primary	M	300
Queanbeyan	2016	Pre-school	F	57
Queanbeyan	2016	Pre-school	M	91
Queanbeyan	2016	Secondary	F	189
Queanbeyan	2016	Secondary	M	234
Queanbeyan	2016	Technical or Further Educational Institution	F	144
Queanbeyan	2016	Technical or Further Educational Institution	M	123
Queanbeyan	2016	University or other tertiary	F	296
Queanbeyan	2016	University or other tertiary	M	180
Queanbeyan - East	2006		F	204
Queanbeyan - East	2006		M	226
Queanbeyan - East	2006	Infants/Primary	F	129
Queanbeyan - East	2006	Infants/Primary	M	123
Queanbeyan - East	2006	Pre-school	F	23
Queanbeyan - East	2006	Pre-school	M	20
Queanbeyan - East	2006	Secondary	F	86
Queanbeyan - East	2006	Secondary	M	124
Queanbeyan - East	2006	Technical or Further Educational Institution	F	64
Queanbeyan - East	2006	Technical or Further Educational Institution	M	70
Queanbeyan - East	2006	University or other tertiary	F	88
Queanbeyan - East	2006	University or other tertiary	M	76
Queanbeyan - East	2011		F	176
Queanbeyan - East	2011		M	196
Queanbeyan - East	2011	Infants/Primary	F	137
Queanbeyan - East	2011	Infants/Primary	M	163
Queanbeyan - East	2011	Pre-school	F	23
Queanbeyan - East	2011	Pre-school	M	23
Queanbeyan - East	2011	Secondary	F	95
Queanbeyan - East	2011	Secondary	M	110
Queanbeyan - East	2011	Technical or Further Educational Institution	F	90
Queanbeyan - East	2011	Technical or Further Educational Institution	M	83
Queanbeyan - East	2011	University or other tertiary	F	125
Queanbeyan - East	2011	University or other tertiary	M	105
Queanbeyan - East	2016		F	163
Queanbeyan - East	2016		M	174
Queanbeyan - East	2016	Infants/Primary	F	134
Queanbeyan - East	2016	Infants/Primary	M	147
Queanbeyan - East	2016	Pre-school	F	24
Queanbeyan - East	2016	Pre-school	M	49
Queanbeyan - East	2016	Secondary	F	105
Queanbeyan - East	2016	Secondary	M	107
Queanbeyan - East	2016	Technical or Further Educational Institution	F	65
Queanbeyan - East	2016	Technical or Further Educational Institution	M	51
Queanbeyan - East	2016	University or other tertiary	F	139
Queanbeyan - East	2016	University or other tertiary	M	114
Queanbeyan Region	2006		F	439
Queanbeyan Region	2006		M	490
Queanbeyan Region	2006	Infants/Primary	F	645
Queanbeyan Region	2006	Infants/Primary	M	669
Queanbeyan Region	2006	Pre-school	F	106
Queanbeyan Region	2006	Pre-school	M	124
Queanbeyan Region	2006	Secondary	F	587
Queanbeyan Region	2006	Secondary	M	573
Queanbeyan Region	2006	Technical or Further Educational Institution	F	153
Queanbeyan Region	2006	Technical or Further Educational Institution	M	147
Queanbeyan Region	2006	University or other tertiary	F	233
Queanbeyan Region	2006	University or other tertiary	M	123
Queanbeyan Region	2011		F	455
Queanbeyan Region	2011		M	509
Queanbeyan Region	2011	Infants/Primary	F	708
Queanbeyan Region	2011	Infants/Primary	M	705
Queanbeyan Region	2011	Pre-school	F	122
Queanbeyan Region	2011	Pre-school	M	148
Queanbeyan Region	2011	Secondary	F	578
Queanbeyan Region	2011	Secondary	M	581
Queanbeyan Region	2011	Technical or Further Educational Institution	F	128
Queanbeyan Region	2011	Technical or Further Educational Institution	M	162
Queanbeyan Region	2011	University or other tertiary	F	311
Queanbeyan Region	2011	University or other tertiary	M	169
Queanbeyan Region	2016		F	874
Queanbeyan Region	2016		M	901
Queanbeyan Region	2016	Infants/Primary	F	777
Queanbeyan Region	2016	Infants/Primary	M	846
Queanbeyan Region	2016	Pre-school	F	130
Queanbeyan Region	2016	Pre-school	M	151
Queanbeyan Region	2016	Secondary	F	630
Queanbeyan Region	2016	Secondary	M	649
Queanbeyan Region	2016	Technical or Further Educational Institution	F	164
Queanbeyan Region	2016	Technical or Further Educational Institution	M	175
Queanbeyan Region	2016	University or other tertiary	F	365
Queanbeyan Region	2016	University or other tertiary	M	207
Queanbeyan West - Jerrabomberra	2006		F	389
Queanbeyan West - Jerrabomberra	2006		M	392
Queanbeyan West - Jerrabomberra	2006	Infants/Primary	F	744
Queanbeyan West - Jerrabomberra	2006	Infants/Primary	M	743
Queanbeyan West - Jerrabomberra	2006	Pre-school	F	117
Queanbeyan West - Jerrabomberra	2006	Pre-school	M	141
Queanbeyan West - Jerrabomberra	2006	Secondary	F	464
Queanbeyan West - Jerrabomberra	2006	Secondary	M	445
Queanbeyan West - Jerrabomberra	2006	Technical or Further Educational Institution	F	132
Queanbeyan West - Jerrabomberra	2006	Technical or Further Educational Institution	M	117
Queanbeyan West - Jerrabomberra	2006	University or other tertiary	F	228
Queanbeyan West - Jerrabomberra	2006	University or other tertiary	M	209
Queanbeyan West - Jerrabomberra	2011		F	277
Queanbeyan West - Jerrabomberra	2011		M	277
Queanbeyan West - Jerrabomberra	2011	Infants/Primary	F	708
Queanbeyan West - Jerrabomberra	2011	Infants/Primary	M	711
Queanbeyan West - Jerrabomberra	2011	Pre-school	F	110
Queanbeyan West - Jerrabomberra	2011	Pre-school	M	117
Queanbeyan West - Jerrabomberra	2011	Secondary	F	594
Queanbeyan West - Jerrabomberra	2011	Secondary	M	564
Queanbeyan West - Jerrabomberra	2011	Technical or Further Educational Institution	F	140
Queanbeyan West - Jerrabomberra	2011	Technical or Further Educational Institution	M	162
Queanbeyan West - Jerrabomberra	2011	University or other tertiary	F	279
Queanbeyan West - Jerrabomberra	2011	University or other tertiary	M	238
Queanbeyan West - Jerrabomberra	2016		F	316
Queanbeyan West - Jerrabomberra	2016		M	327
Queanbeyan West - Jerrabomberra	2016	Infants/Primary	F	697
Queanbeyan West - Jerrabomberra	2016	Infants/Primary	M	716
Queanbeyan West - Jerrabomberra	2016	Pre-school	F	97
Queanbeyan West - Jerrabomberra	2016	Pre-school	M	115
Queanbeyan West - Jerrabomberra	2016	Secondary	F	576
Queanbeyan West - Jerrabomberra	2016	Secondary	M	592
Queanbeyan West - Jerrabomberra	2016	Technical or Further Educational Institution	F	120
Queanbeyan West - Jerrabomberra	2016	Technical or Further Educational Institution	M	119
Queanbeyan West - Jerrabomberra	2016	University or other tertiary	F	374
Queanbeyan West - Jerrabomberra	2016	University or other tertiary	M	340
Bombala	2006		F	89
Bombala	2006		M	93
Bombala	2006	Infants/Primary	F	126
Bombala	2006	Infants/Primary	M	117
Bombala	2006	Pre-school	F	16
Bombala	2006	Pre-school	M	11
Bombala	2006	Secondary	F	86
Bombala	2006	Secondary	M	77
Bombala	2006	Technical or Further Educational Institution	F	14
Bombala	2006	Technical or Further Educational Institution	M	19
Bombala	2006	University or other tertiary	F	21
Bombala	2006	University or other tertiary	M	3
Bombala	2011		F	73
Bombala	2011		M	63
Bombala	2011	Infants/Primary	F	100
Bombala	2011	Infants/Primary	M	87
Bombala	2011	Pre-school	F	23
Bombala	2011	Pre-school	M	27
Bombala	2011	Secondary	F	66
Bombala	2011	Secondary	M	88
Bombala	2011	Technical or Further Educational Institution	F	38
Bombala	2011	Technical or Further Educational Institution	M	16
Bombala	2011	University or other tertiary	F	22
Bombala	2011	University or other tertiary	M	16
Bombala	2016		F	112
Bombala	2016		M	107
Bombala	2016	Infants/Primary	F	94
Bombala	2016	Infants/Primary	M	80
Bombala	2016	Pre-school	F	19
Bombala	2016	Pre-school	M	19
Bombala	2016	Secondary	F	52
Bombala	2016	Secondary	M	52
Bombala	2016	Technical or Further Educational Institution	F	15
Bombala	2016	Technical or Further Educational Institution	M	22
Bombala	2016	University or other tertiary	F	26
Bombala	2016	University or other tertiary	M	8
Cooma	2006		F	310
Cooma	2006		M	409
Cooma	2006	Infants/Primary	F	297
Cooma	2006	Infants/Primary	M	363
Cooma	2006	Pre-school	F	48
Cooma	2006	Pre-school	M	57
Cooma	2006	Secondary	F	220
Cooma	2006	Secondary	M	224
Cooma	2006	Technical or Further Educational Institution	F	141
Cooma	2006	Technical or Further Educational Institution	M	86
Cooma	2006	University or other tertiary	F	59
Cooma	2006	University or other tertiary	M	29
Cooma	2011		F	226
Cooma	2011		M	332
Cooma	2011	Infants/Primary	F	236
Cooma	2011	Infants/Primary	M	259
Cooma	2011	Pre-school	F	71
Cooma	2011	Pre-school	M	68
Cooma	2011	Secondary	F	236
Cooma	2011	Secondary	M	227
Cooma	2011	Technical or Further Educational Institution	F	128
Cooma	2011	Technical or Further Educational Institution	M	91
Cooma	2011	University or other tertiary	F	69
Cooma	2011	University or other tertiary	M	23
Cooma	2016		F	359
Cooma	2016		M	525
Cooma	2016	Infants/Primary	F	222
Cooma	2016	Infants/Primary	M	257
Cooma	2016	Pre-school	F	50
Cooma	2016	Pre-school	M	51
Cooma	2016	Secondary	F	187
Cooma	2016	Secondary	M	183
Cooma	2016	Technical or Further Educational Institution	F	88
Cooma	2016	Technical or Further Educational Institution	M	49
Cooma	2016	University or other tertiary	F	88
Cooma	2016	University or other tertiary	M	45
Cooma Region	2006		F	93
Cooma Region	2006		M	94
Cooma Region	2006	Infants/Primary	F	134
Cooma Region	2006	Infants/Primary	M	127
Cooma Region	2006	Pre-school	F	21
Cooma Region	2006	Pre-school	M	21
Cooma Region	2006	Secondary	F	101
Cooma Region	2006	Secondary	M	94
Cooma Region	2006	Technical or Further Educational Institution	F	40
Cooma Region	2006	Technical or Further Educational Institution	M	43
Cooma Region	2006	University or other tertiary	F	21
Cooma Region	2006	University or other tertiary	M	8
Cooma Region	2011		F	89
Cooma Region	2011		M	125
Cooma Region	2011	Infants/Primary	F	135
Cooma Region	2011	Infants/Primary	M	134
Cooma Region	2011	Pre-school	F	20
Cooma Region	2011	Pre-school	M	31
Cooma Region	2011	Secondary	F	117
Cooma Region	2011	Secondary	M	117
Cooma Region	2011	Technical or Further Educational Institution	F	23
Cooma Region	2011	Technical or Further Educational Institution	M	45
Cooma Region	2011	University or other tertiary	F	38
Cooma Region	2011	University or other tertiary	M	17
Cooma Region	2016		F	185
Cooma Region	2016		M	166
Cooma Region	2016	Infants/Primary	F	128
Cooma Region	2016	Infants/Primary	M	139
Cooma Region	2016	Pre-school	F	10
Cooma Region	2016	Pre-school	M	24
Cooma Region	2016	Secondary	F	98
Cooma Region	2016	Secondary	M	112
Cooma Region	2016	Technical or Further Educational Institution	F	23
Cooma Region	2016	Technical or Further Educational Institution	M	26
Cooma Region	2016	University or other tertiary	F	43
Cooma Region	2016	University or other tertiary	M	25
Jindabyne - Berridale	2006		F	587
Jindabyne - Berridale	2006		M	779
Jindabyne - Berridale	2006	Infants/Primary	F	225
Jindabyne - Berridale	2006	Infants/Primary	M	241
Jindabyne - Berridale	2006	Pre-school	F	45
Jindabyne - Berridale	2006	Pre-school	M	56
Jindabyne - Berridale	2006	Secondary	F	168
Jindabyne - Berridale	2006	Secondary	M	206
Jindabyne - Berridale	2006	Technical or Further Educational Institution	F	81
Jindabyne - Berridale	2006	Technical or Further Educational Institution	M	78
Jindabyne - Berridale	2006	University or other tertiary	F	54
Jindabyne - Berridale	2006	University or other tertiary	M	28
Jindabyne - Berridale	2011		F	438
Jindabyne - Berridale	2011		M	570
Jindabyne - Berridale	2011	Infants/Primary	F	228
Jindabyne - Berridale	2011	Infants/Primary	M	260
Jindabyne - Berridale	2011	Pre-school	F	64
Jindabyne - Berridale	2011	Pre-school	M	67
Jindabyne - Berridale	2011	Secondary	F	206
Jindabyne - Berridale	2011	Secondary	M	258
Jindabyne - Berridale	2011	Technical or Further Educational Institution	F	110
Jindabyne - Berridale	2011	Technical or Further Educational Institution	M	86
Jindabyne - Berridale	2011	University or other tertiary	F	94
Jindabyne - Berridale	2011	University or other tertiary	M	41
Jindabyne - Berridale	2016		F	337
Jindabyne - Berridale	2016		M	404
Jindabyne - Berridale	2016	Infants/Primary	F	287
Jindabyne - Berridale	2016	Infants/Primary	M	319
Jindabyne - Berridale	2016	Pre-school	F	44
Jindabyne - Berridale	2016	Pre-school	M	66
Jindabyne - Berridale	2016	Secondary	F	212
Jindabyne - Berridale	2016	Secondary	M	230
Jindabyne - Berridale	2016	Technical or Further Educational Institution	F	80
Jindabyne - Berridale	2016	Technical or Further Educational Institution	M	71
Jindabyne - Berridale	2016	University or other tertiary	F	107
Jindabyne - Berridale	2016	University or other tertiary	M	55
Batemans Bay	2006		F	326
Batemans Bay	2006		M	302
Batemans Bay	2006	Infants/Primary	F	302
Batemans Bay	2006	Infants/Primary	M	300
Batemans Bay	2006	Pre-school	F	60
Batemans Bay	2006	Pre-school	M	52
Batemans Bay	2006	Secondary	F	238
Batemans Bay	2006	Secondary	M	224
Batemans Bay	2006	Technical or Further Educational Institution	F	90
Batemans Bay	2006	Technical or Further Educational Institution	M	41
Batemans Bay	2006	University or other tertiary	F	35
Batemans Bay	2006	University or other tertiary	M	25
Batemans Bay	2011		F	341
Batemans Bay	2011		M	333
Batemans Bay	2011	Infants/Primary	F	280
Batemans Bay	2011	Infants/Primary	M	254
Batemans Bay	2011	Pre-school	F	57
Batemans Bay	2011	Pre-school	M	66
Batemans Bay	2011	Secondary	F	213
Batemans Bay	2011	Secondary	M	200
Batemans Bay	2011	Technical or Further Educational Institution	F	63
Batemans Bay	2011	Technical or Further Educational Institution	M	59
Batemans Bay	2011	University or other tertiary	F	61
Batemans Bay	2011	University or other tertiary	M	19
Batemans Bay	2016		F	399
Batemans Bay	2016		M	391
Batemans Bay	2016	Infants/Primary	F	270
Batemans Bay	2016	Infants/Primary	M	278
Batemans Bay	2016	Pre-school	F	54
Batemans Bay	2016	Pre-school	M	46
Batemans Bay	2016	Secondary	F	199
Batemans Bay	2016	Secondary	M	195
Batemans Bay	2016	Technical or Further Educational Institution	F	53
Batemans Bay	2016	Technical or Further Educational Institution	M	48
Batemans Bay	2016	University or other tertiary	F	54
Batemans Bay	2016	University or other tertiary	M	22
Batemans Bay - South	2006		F	280
Batemans Bay - South	2006		M	255
Batemans Bay - South	2006	Infants/Primary	F	314
Batemans Bay - South	2006	Infants/Primary	M	279
Batemans Bay - South	2006	Pre-school	F	48
Batemans Bay - South	2006	Pre-school	M	45
Batemans Bay - South	2006	Secondary	F	276
Batemans Bay - South	2006	Secondary	M	240
Batemans Bay - South	2006	Technical or Further Educational Institution	F	63
Batemans Bay - South	2006	Technical or Further Educational Institution	M	64
Batemans Bay - South	2006	University or other tertiary	F	54
Batemans Bay - South	2006	University or other tertiary	M	18
Batemans Bay - South	2011		F	390
Batemans Bay - South	2011		M	379
Batemans Bay - South	2011	Infants/Primary	F	287
Batemans Bay - South	2011	Infants/Primary	M	305
Batemans Bay - South	2011	Pre-school	F	54
Batemans Bay - South	2011	Pre-school	M	58
Batemans Bay - South	2011	Secondary	F	272
Batemans Bay - South	2011	Secondary	M	239
Batemans Bay - South	2011	Technical or Further Educational Institution	F	98
Batemans Bay - South	2011	Technical or Further Educational Institution	M	70
Batemans Bay - South	2011	University or other tertiary	F	59
Batemans Bay - South	2011	University or other tertiary	M	33
Batemans Bay - South	2016		F	469
Batemans Bay - South	2016		M	414
Batemans Bay - South	2016	Infants/Primary	F	274
Batemans Bay - South	2016	Infants/Primary	M	272
Batemans Bay - South	2016	Pre-school	F	41
Batemans Bay - South	2016	Pre-school	M	45
Batemans Bay - South	2016	Secondary	F	217
Batemans Bay - South	2016	Secondary	M	222
Batemans Bay - South	2016	Technical or Further Educational Institution	F	67
Batemans Bay - South	2016	Technical or Further Educational Institution	M	51
Batemans Bay - South	2016	University or other tertiary	F	89
Batemans Bay - South	2016	University or other tertiary	M	30
Bega - Tathra	2006		F	289
Bega - Tathra	2006		M	257
Bega - Tathra	2006	Infants/Primary	F	359
Bega - Tathra	2006	Infants/Primary	M	360
Bega - Tathra	2006	Pre-school	F	52
Bega - Tathra	2006	Pre-school	M	48
Bega - Tathra	2006	Secondary	F	318
Bega - Tathra	2006	Secondary	M	318
Bega - Tathra	2006	Technical or Further Educational Institution	F	99
Bega - Tathra	2006	Technical or Further Educational Institution	M	72
Bega - Tathra	2006	University or other tertiary	F	70
Bega - Tathra	2006	University or other tertiary	M	27
Bega - Tathra	2011		F	299
Bega - Tathra	2011		M	250
Bega - Tathra	2011	Infants/Primary	F	344
Bega - Tathra	2011	Infants/Primary	M	299
Bega - Tathra	2011	Pre-school	F	53
Bega - Tathra	2011	Pre-school	M	69
Bega - Tathra	2011	Secondary	F	308
Bega - Tathra	2011	Secondary	M	306
Bega - Tathra	2011	Technical or Further Educational Institution	F	103
Bega - Tathra	2011	Technical or Further Educational Institution	M	91
Bega - Tathra	2011	University or other tertiary	F	108
Bega - Tathra	2011	University or other tertiary	M	35
Bega - Tathra	2016		F	441
Bega - Tathra	2016		M	431
Bega - Tathra	2016	Infants/Primary	F	343
Bega - Tathra	2016	Infants/Primary	M	357
Bega - Tathra	2016	Pre-school	F	61
Bega - Tathra	2016	Pre-school	M	76
Bega - Tathra	2016	Secondary	F	265
Bega - Tathra	2016	Secondary	M	236
Bega - Tathra	2016	Technical or Further Educational Institution	F	64
Bega - Tathra	2016	Technical or Further Educational Institution	M	49
Bega - Tathra	2016	University or other tertiary	F	103
Bega - Tathra	2016	University or other tertiary	M	47
Bega-Eden Hinterland	2006		F	361
Bega-Eden Hinterland	2006		M	361
Bega-Eden Hinterland	2006	Infants/Primary	F	435
Bega-Eden Hinterland	2006	Infants/Primary	M	461
Bega-Eden Hinterland	2006	Pre-school	F	67
Bega-Eden Hinterland	2006	Pre-school	M	75
Bega-Eden Hinterland	2006	Secondary	F	386
Bega-Eden Hinterland	2006	Secondary	M	364
Bega-Eden Hinterland	2006	Technical or Further Educational Institution	F	91
Bega-Eden Hinterland	2006	Technical or Further Educational Institution	M	84
Bega-Eden Hinterland	2006	University or other tertiary	F	86
Bega-Eden Hinterland	2006	University or other tertiary	M	42
Bega-Eden Hinterland	2011		F	295
Bega-Eden Hinterland	2011		M	316
Bega-Eden Hinterland	2011	Infants/Primary	F	385
Bega-Eden Hinterland	2011	Infants/Primary	M	378
Bega-Eden Hinterland	2011	Pre-school	F	65
Bega-Eden Hinterland	2011	Pre-school	M	61
Bega-Eden Hinterland	2011	Secondary	F	376
Bega-Eden Hinterland	2011	Secondary	M	351
Bega-Eden Hinterland	2011	Technical or Further Educational Institution	F	126
Bega-Eden Hinterland	2011	Technical or Further Educational Institution	M	100
Bega-Eden Hinterland	2011	University or other tertiary	F	91
Bega-Eden Hinterland	2011	University or other tertiary	M	46
Bega-Eden Hinterland	2016		F	382
Bega-Eden Hinterland	2016		M	386
Bega-Eden Hinterland	2016	Infants/Primary	F	335
Bega-Eden Hinterland	2016	Infants/Primary	M	335
Bega-Eden Hinterland	2016	Pre-school	F	61
Bega-Eden Hinterland	2016	Pre-school	M	67
Bega-Eden Hinterland	2016	Secondary	F	291
Bega-Eden Hinterland	2016	Secondary	M	281
Bega-Eden Hinterland	2016	Technical or Further Educational Institution	F	75
Bega-Eden Hinterland	2016	Technical or Further Educational Institution	M	54
Bega-Eden Hinterland	2016	University or other tertiary	F	94
Bega-Eden Hinterland	2016	University or other tertiary	M	28
Broulee - Tomakin	2006		F	105
Broulee - Tomakin	2006		M	107
Broulee - Tomakin	2006	Infants/Primary	F	101
Broulee - Tomakin	2006	Infants/Primary	M	108
Broulee - Tomakin	2006	Pre-school	F	19
Broulee - Tomakin	2006	Pre-school	M	23
Broulee - Tomakin	2006	Secondary	F	103
Broulee - Tomakin	2006	Secondary	M	116
Broulee - Tomakin	2006	Technical or Further Educational Institution	F	22
Broulee - Tomakin	2006	Technical or Further Educational Institution	M	19
Broulee - Tomakin	2006	University or other tertiary	F	17
Broulee - Tomakin	2006	University or other tertiary	M	9
Broulee - Tomakin	2011		F	137
Broulee - Tomakin	2011		M	113
Broulee - Tomakin	2011	Infants/Primary	F	95
Broulee - Tomakin	2011	Infants/Primary	M	113
Broulee - Tomakin	2011	Pre-school	F	23
Broulee - Tomakin	2011	Pre-school	M	23
Broulee - Tomakin	2011	Secondary	F	94
Broulee - Tomakin	2011	Secondary	M	94
Broulee - Tomakin	2011	Technical or Further Educational Institution	F	27
Broulee - Tomakin	2011	Technical or Further Educational Institution	M	29
Broulee - Tomakin	2011	University or other tertiary	F	53
Broulee - Tomakin	2011	University or other tertiary	M	20
Broulee - Tomakin	2016		F	141
Broulee - Tomakin	2016		M	139
Broulee - Tomakin	2016	Infants/Primary	F	125
Broulee - Tomakin	2016	Infants/Primary	M	118
Broulee - Tomakin	2016	Pre-school	F	20
Broulee - Tomakin	2016	Pre-school	M	25
Broulee - Tomakin	2016	Secondary	F	91
Broulee - Tomakin	2016	Secondary	M	126
Broulee - Tomakin	2016	Technical or Further Educational Institution	F	28
Broulee - Tomakin	2016	Technical or Further Educational Institution	M	16
Broulee - Tomakin	2016	University or other tertiary	F	42
Broulee - Tomakin	2016	University or other tertiary	M	24
Deua - Wadbilliga	2006		F	0
Deua - Wadbilliga	2006		M	0
Deua - Wadbilliga	2006	Infants/Primary	F	0
Deua - Wadbilliga	2006	Infants/Primary	M	0
Deua - Wadbilliga	2006	Pre-school	F	0
Deua - Wadbilliga	2006	Pre-school	M	0
Deua - Wadbilliga	2006	Secondary	F	0
Deua - Wadbilliga	2006	Secondary	M	0
Deua - Wadbilliga	2006	Technical or Further Educational Institution	F	0
Deua - Wadbilliga	2006	Technical or Further Educational Institution	M	0
Deua - Wadbilliga	2006	University or other tertiary	F	0
Deua - Wadbilliga	2006	University or other tertiary	M	0
Deua - Wadbilliga	2011		F	0
Deua - Wadbilliga	2011		M	0
Deua - Wadbilliga	2011	Infants/Primary	F	3
Deua - Wadbilliga	2011	Infants/Primary	M	3
Deua - Wadbilliga	2011	Pre-school	F	0
Deua - Wadbilliga	2011	Pre-school	M	0
Deua - Wadbilliga	2011	Secondary	F	0
Deua - Wadbilliga	2011	Secondary	M	0
Deua - Wadbilliga	2011	Technical or Further Educational Institution	F	0
Deua - Wadbilliga	2011	Technical or Further Educational Institution	M	3
Deua - Wadbilliga	2011	University or other tertiary	F	0
Deua - Wadbilliga	2011	University or other tertiary	M	0
Deua - Wadbilliga	2016		F	3
Deua - Wadbilliga	2016		M	0
Deua - Wadbilliga	2016	Infants/Primary	F	0
Deua - Wadbilliga	2016	Infants/Primary	M	0
Deua - Wadbilliga	2016	Pre-school	F	0
Deua - Wadbilliga	2016	Pre-school	M	0
Deua - Wadbilliga	2016	Secondary	F	0
Deua - Wadbilliga	2016	Secondary	M	0
Deua - Wadbilliga	2016	Technical or Further Educational Institution	F	0
Deua - Wadbilliga	2016	Technical or Further Educational Institution	M	0
Deua - Wadbilliga	2016	University or other tertiary	F	0
Deua - Wadbilliga	2016	University or other tertiary	M	0
Eden	2006		F	127
Eden	2006		M	110
Eden	2006	Infants/Primary	F	123
Eden	2006	Infants/Primary	M	147
Eden	2006	Pre-school	F	21
Eden	2006	Pre-school	M	24
Eden	2006	Secondary	F	110
Eden	2006	Secondary	M	121
Eden	2006	Technical or Further Educational Institution	F	32
Eden	2006	Technical or Further Educational Institution	M	27
Eden	2006	University or other tertiary	F	11
Eden	2006	University or other tertiary	M	3
Eden	2011		F	123
Eden	2011		M	93
Eden	2011	Infants/Primary	F	108
Eden	2011	Infants/Primary	M	126
Eden	2011	Pre-school	F	25
Eden	2011	Pre-school	M	28
Eden	2011	Secondary	F	99
Eden	2011	Secondary	M	113
Eden	2011	Technical or Further Educational Institution	F	45
Eden	2011	Technical or Further Educational Institution	M	17
Eden	2011	University or other tertiary	F	21
Eden	2011	University or other tertiary	M	9
Eden	2016		F	179
Eden	2016		M	151
Eden	2016	Infants/Primary	F	95
Eden	2016	Infants/Primary	M	116
Eden	2016	Pre-school	F	24
Eden	2016	Pre-school	M	20
Eden	2016	Secondary	F	91
Eden	2016	Secondary	M	81
Eden	2016	Technical or Further Educational Institution	F	32
Eden	2016	Technical or Further Educational Institution	M	27
Eden	2016	University or other tertiary	F	18
Eden	2016	University or other tertiary	M	5
Eurobodalla Hinterland	2006		F	97
Eurobodalla Hinterland	2006		M	107
Eurobodalla Hinterland	2006	Infants/Primary	F	136
