SA2_NAME16	Year	Sex	adults
Buloke	2011	M	2623
Buloke	2016	F	2590
Buloke	2016	M	2613
Bundaberg	2006	F	2627
Bundaberg	2006	M	2431
Bundaberg	2011	F	2638
Bundaberg	2011	M	2460
Bundaberg	2016	F	2632
Bundaberg	2016	M	2567
Bundaberg East - Kalkie	2006	F	1812
Bundaberg East - Kalkie	2006	M	1749
Bundaberg East - Kalkie	2011	F	2089
Bundaberg East - Kalkie	2011	M	1924
Bundaberg East - Kalkie	2016	F	2261
Bundaberg East - Kalkie	2016	M	2063
Bundaberg North - Gooburrum	2006	F	2932
Bundaberg North - Gooburrum	2006	M	2735
Bundaberg North - Gooburrum	2011	F	3109
Bundaberg North - Gooburrum	2011	M	2869
Bundaberg North - Gooburrum	2016	F	3159
Bundaberg North - Gooburrum	2016	M	2911
Bundaberg Region - North	2006	F	2780
Bundaberg Region - North	2006	M	2912
Bundaberg Region - North	2011	F	3183
Bundaberg Region - North	2011	M	3308
Bundaberg Region - North	2016	F	3625
Bundaberg Region - North	2016	M	3667
Bundaberg Region - South	2006	F	3265
Bundaberg Region - South	2006	M	3447
Bundaberg Region - South	2011	F	3777
Bundaberg Region - South	2011	M	3996
Bundaberg Region - South	2016	F	4058
Bundaberg Region - South	2016	M	4240
Bundall	2006	F	1700
Bundall	2006	M	1683
Bundall	2011	F	1745
Bundall	2011	M	1701
Bundall	2016	F	1917
Bundall	2016	M	1791
Bundamba	2006	F	2875
Bundamba	2006	M	2849
Bundamba	2011	F	3103
Bundamba	2011	M	3081
Bundamba	2016	F	3560
Bundamba	2016	M	3646
Bundoora - East	2006	F	3881
Bundoora - East	2006	M	3762
Bundoora - East	2011	F	4073
Bundoora - East	2011	M	3853
Bundoora - East	2016	F	4187
Bundoora - East	2016	M	4101
Bundoora - North	2006	F	1813
Bundoora - North	2006	M	1741
Bundoora - North	2011	F	2243
Bundoora - North	2011	M	2160
Bundoora - North	2016	F	3169
Bundoora - North	2016	M	3016
Bundoora - West	2006	F	2779
Bundoora - West	2006	M	2633
Bundoora - West	2011	F	2695
Bundoora - West	2011	M	2632
Bundoora - West	2016	F	2708
Bundoora - West	2016	M	2699
Buninyong	2006	F	2288
Buninyong	2006	M	2250
Buninyong	2011	F	2666
Buninyong	2011	M	2606
Buninyong	2016	F	2802
Buninyong	2016	M	2870
Bunyip - Garfield	2006	F	2879
Bunyip - Garfield	2006	M	2945
Bunyip - Garfield	2011	F	3239
Bunyip - Garfield	2011	M	3190
Bunyip - Garfield	2016	F	3496
Bunyip - Garfield	2016	M	3431
Burdekin	2006	F	3135
Burdekin	2006	M	3289
Burdekin	2011	F	3121
Burdekin	2011	M	3298
Burdekin	2016	F	3115
Burdekin	2016	M	3391
Burleigh Heads	2006	F	3435
Burleigh Heads	2006	M	3226
Burleigh Heads	2011	F	3677
Burleigh Heads	2011	M	3350
Burleigh Heads	2016	F	4043
Burleigh Heads	2016	M	3650
Burleigh Waters	2006	F	5589
Burleigh Waters	2006	M	4966
Burleigh Waters	2011	F	6001
Burleigh Waters	2011	M	5309
Burleigh Waters	2016	F	6105
Burleigh Waters	2016	M	5327
Burnie - Ulverstone Region	2006	F	1818
Burnie - Ulverstone Region	2006	M	1947
Burnie - Ulverstone Region	2011	F	1969
Burnie - Ulverstone Region	2011	M	2096
Burnie - Ulverstone Region	2016	F	1997
Burnie - Ulverstone Region	2016	M	2091
Burnie - Wivenhoe	2006	F	1574
Burnie - Wivenhoe	2006	M	1434
Burnie - Wivenhoe	2011	F	1611
Burnie - Wivenhoe	2011	M	1469
Burnie - Wivenhoe	2016	F	1565
Burnie - Wivenhoe	2016	M	1451
Burnside	2006	F	1820
Burnside	2006	M	1648
Burnside	2011	F	1795
Burnside	2011	M	1600
Burnside	2016	F	1961
Burnside	2016	M	1776
Burnside - Wattle Park	2006	F	7936
Burnside - Wattle Park	2006	M	7140
Burnside - Wattle Park	2011	F	7953
Burnside - Wattle Park	2011	M	7131
Burnside - Wattle Park	2016	F	8090
Burnside - Wattle Park	2016	M	7267
Burnside Heights	2006	F	295
Burnside Heights	2006	M	268
Burnside Heights	2011	F	1878
Burnside Heights	2011	M	1752
Burnside Heights	2016	F	2167
Burnside Heights	2016	M	2093
Burpengary	2006	F	4294
Burpengary	2006	M	4070
Burpengary	2011	F	5151
Burpengary	2011	M	4972
Burpengary	2016	F	5713
Burpengary	2016	M	5412
Burpengary - East	2006	F	1291
Burpengary - East	2006	M	1339
Burpengary - East	2011	F	1427
Burpengary - East	2011	M	1428
Burpengary - East	2016	F	1563
Burpengary - East	2016	M	1627
Burrum - Fraser	2006	F	2812
Burrum - Fraser	2006	M	2907
Burrum - Fraser	2011	F	3513
Burrum - Fraser	2011	M	3503
Burrum - Fraser	2016	F	4046
Burrum - Fraser	2016	M	3976
Burwood	2006	F	4683
Burwood	2006	M	3833
Burwood	2011	F	5133
Burwood	2011	M	4234
Burwood	2016	F	5764
Burwood	2016	M	5092
Burwood - Croydon	2006	F	8697
Burwood - Croydon	2006	M	8193
Burwood - Croydon	2011	F	9350
Burwood - Croydon	2011	M	8669
Burwood - Croydon	2016	F	11322
Burwood - Croydon	2016	M	10320
Burwood East	2006	F	4417
Burwood East	2006	M	4057
Burwood East	2011	F	4486
Burwood East	2011	M	4246
Burwood East	2016	F	4511
Burwood East	2016	M	4300
Busselton	2006	F	7437
Busselton	2006	M	6742
Busselton	2011	F	9146
Busselton	2011	M	8092
Busselton	2016	F	11157
Busselton	2016	M	9972
Busselton Region	2006	F	2745
Busselton Region	2006	M	2892
Busselton Region	2011	F	3226
Busselton Region	2011	M	3275
Busselton Region	2016	F	3964
Busselton Region	2016	M	4064
Butler - Merriwa - Ridgewood	2006	F	4329
Butler - Merriwa - Ridgewood	2006	M	3975
Butler - Merriwa - Ridgewood	2011	F	7313
Butler - Merriwa - Ridgewood	2011	M	6617
Butler - Merriwa - Ridgewood	2016	F	9210
Butler - Merriwa - Ridgewood	2016	M	8281
Byford	2006	F	1678
Byford	2006	M	1643
Byford	2011	F	3109
Byford	2011	M	2987
Byford	2016	F	6022
Byford	2016	M	5737
Byron Bay	2006	F	3770
Byron Bay	2006	M	3660
Byron Bay	2011	F	3734
Byron Bay	2011	M	3658
Byron Bay	2016	F	4237
Byron Bay	2016	M	3898
Caboolture	2006	F	6867
Caboolture	2006	M	6447
Caboolture	2011	F	8937
Caboolture	2011	M	8284
Caboolture	2016	F	11035
Caboolture	2016	M	10076
Caboolture - South	2006	F	5042
Caboolture - South	2006	M	4479
Caboolture - South	2011	F	7320
Caboolture - South	2011	M	6513
Caboolture - South	2016	F	8075
Caboolture - South	2016	M	7111
Cabramatta - Lansvale	2006	F	8874
Cabramatta - Lansvale	2006	M	8433
Cabramatta - Lansvale	2011	F	9563
Cabramatta - Lansvale	2011	M	9001
Cabramatta - Lansvale	2016	F	10397
Cabramatta - Lansvale	2016	M	9869
Cabramatta West - Mount Pritchard	2006	F	6071
Cabramatta West - Mount Pritchard	2006	M	5739
Cabramatta West - Mount Pritchard	2011	F	6375
Cabramatta West - Mount Pritchard	2011	M	5959
Cabramatta West - Mount Pritchard	2016	F	7003
Cabramatta West - Mount Pritchard	2016	M	6616
Cairnlea	2006	F	2286
Cairnlea	2006	M	2267
Cairnlea	2011	F	3354
Cairnlea	2011	M	3319
Cairnlea	2016	F	3813
Cairnlea	2016	M	3670
Cairns City	2006	F	3251
Cairns City	2006	M	4086
Cairns City	2011	F	4142
Cairns City	2011	M	4680
Cairns City	2016	F	4882
Cairns City	2016	M	5372
Calamvale - Stretton	2006	F	5930
Calamvale - Stretton	2006	M	5610
Calamvale - Stretton	2011	F	7632
Calamvale - Stretton	2011	M	7189
Calamvale - Stretton	2016	F	8772
Calamvale - Stretton	2016	M	8195
Calga - Kulnura	2006	F	1478
Calga - Kulnura	2006	M	1705
Calga - Kulnura	2011	F	1689
Calga - Kulnura	2011	M	1851
Calga - Kulnura	2016	F	1870
Calga - Kulnura	2016	M	2088
California Gully - Eaglehawk	2006	F	4007
California Gully - Eaglehawk	2006	M	3504
California Gully - Eaglehawk	2011	F	4227
California Gully - Eaglehawk	2011	M	3819
California Gully - Eaglehawk	2016	F	5042
California Gully - Eaglehawk	2016	M	4533
Calista	2006	F	2500
Calista	2006	M	2438
Calista	2011	F	2895
Calista	2011	M	2782
Calista	2016	F	3060
Calista	2016	M	2931
Callala Bay - Currarong	2006	F	1291
Callala Bay - Currarong	2006	M	1258
Callala Bay - Currarong	2011	F	1401
Callala Bay - Currarong	2011	M	1431
Callala Bay - Currarong	2016	F	1554
Callala Bay - Currarong	2016	M	1551
Callemondah	2006	F	3
Callemondah	2006	M	0
Callemondah	2011	F	15
Callemondah	2011	M	34
Callemondah	2016	F	3
Callemondah	2016	M	12
Caloundra - Kings Beach	2006	F	2613
Caloundra - Kings Beach	2006	M	2351
Caloundra - Kings Beach	2011	F	2842
Caloundra - Kings Beach	2011	M	2554
Caloundra - Kings Beach	2016	F	3252
Caloundra - Kings Beach	2016	M	2807
Caloundra - West	2006	F	4110
Caloundra - West	2006	M	3619
Caloundra - West	2011	F	6078
Caloundra - West	2011	M	5389
Caloundra - West	2016	F	8418
Caloundra - West	2016	M	7290
Caloundra Hinterland	2006	F	3081
Caloundra Hinterland	2006	M	2783
Caloundra Hinterland	2011	F	3553
Caloundra Hinterland	2011	M	3177
Caloundra Hinterland	2016	F	3860
Caloundra Hinterland	2016	M	3495
Calwell	2006	F	2252
Calwell	2006	M	2157
Calwell	2011	F	2374
Calwell	2011	M	2222
Calwell	2016	F	2385
Calwell	2016	M	2233
Camberwell	2006	F	8663
Camberwell	2006	M	7273
Camberwell	2011	F	8784
Camberwell	2011	M	7610
Camberwell	2016	F	9535
Camberwell	2016	M	8055
Cambooya - Wyreema	2006	F	1574
Cambooya - Wyreema	2006	M	1755
Cambooya - Wyreema	2011	F	2145
Cambooya - Wyreema	2011	M	2064
Cambooya - Wyreema	2016	F	2626
Cambooya - Wyreema	2016	M	2541
Cambridge	2006	F	2658
Cambridge	2006	M	2702
Cambridge	2011	F	2888
Cambridge	2011	M	2849
Cambridge	2016	F	3067
Cambridge	2016	M	3039
Cambridge Park	2006	F	6001
Cambridge Park	2006	M	5792
Cambridge Park	2011	F	6111
Cambridge Park	2011	M	5888
Cambridge Park	2016	F	6342
Cambridge Park	2016	M	6016
Camden - Ellis Lane	2006	F	4533
Camden - Ellis Lane	2006	M	4023
Camden - Ellis Lane	2011	F	5135
Camden - Ellis Lane	2011	M	4617
Camden - Ellis Lane	2016	F	5468
Camden - Ellis Lane	2016	M	4893
Camillo - Champion Lakes	2006	F	1973
Camillo - Champion Lakes	2006	M	1949
Camillo - Champion Lakes	2011	F	2049
Camillo - Champion Lakes	2011	M	2060
Camillo - Champion Lakes	2016	F	2208
Camillo - Champion Lakes	2016	M	2231
Camira - Gailes	2006	F	3383
Camira - Gailes	2006	M	3515
Camira - Gailes	2011	F	3485
Camira - Gailes	2011	M	3557
Camira - Gailes	2016	F	3627
Camira - Gailes	2016	M	3755
Camp Hill	2006	F	4103
Camp Hill	2006	M	3675
Camp Hill	2011	F	4233
Camp Hill	2011	M	3922
Camp Hill	2016	F	4493
Camp Hill	2016	M	4108
Campbell	2006	F	1318
Campbell	2006	M	1294
Campbell	2011	F	1337
Campbell	2011	M	1437
Campbell	2016	F	1376
Campbell	2016	M	1365
Campbellfield - Coolaroo	2006	F	5809
Campbellfield - Coolaroo	2006	M	5887
Campbellfield - Coolaroo	2011	F	6149
Campbellfield - Coolaroo	2011	M	6217
Campbellfield - Coolaroo	2016	F	6245
Campbellfield - Coolaroo	2016	M	6284
Campbelltown - Woodbine	2006	F	5790
Campbelltown - Woodbine	2006	M	5713
Campbelltown - Woodbine	2011	F	6513
Campbelltown - Woodbine	2011	M	6101
Campbelltown - Woodbine	2016	F	7526
Campbelltown - Woodbine	2016	M	7218
Camperdown	2006	F	1340
Camperdown	2006	M	1187
Camperdown	2011	F	1495
Camperdown	2011	M	1347
Camperdown	2016	F	1525
Camperdown	2016	M	1390
Canberra Airport	2006	F	22
Canberra Airport	2006	M	32
Canberra Airport	2011	F	28
Canberra Airport	2011	M	36
Canberra Airport	2016	F	42
Canberra Airport	2016	M	40
Canberra East	2006	F	296
Canberra East	2006	M	454
Canberra East	2011	F	296
Canberra East	2011	M	472
Canberra East	2016	F	304
Canberra East	2016	M	477
Canley Vale - Canley Heights	2006	F	7500
Canley Vale - Canley Heights	2006	M	7003
Canley Vale - Canley Heights	2011	F	8067
Canley Vale - Canley Heights	2011	M	7424
Canley Vale - Canley Heights	2016	F	8716
Canley Vale - Canley Heights	2016	M	8097
Canning Vale - East	2006	F	4995
Canning Vale - East	2006	M	5467
Canning Vale - East	2011	F	7632
Canning Vale - East	2011	M	8088
Canning Vale - East	2016	F	8682
Canning Vale - East	2016	M	9385
Canning Vale - West	2006	F	3552
Canning Vale - West	2006	M	3250
Canning Vale - West	2011	F	4071
Canning Vale - West	2011	M	3918
Canning Vale - West	2016	F	4187
Canning Vale - West	2016	M	3901
Canning Vale Commercial	2006	F	0
Canning Vale Commercial	2006	M	0
Canning Vale Commercial	2011	F	0
Canning Vale Commercial	2011	M	0
Canning Vale Commercial	2016	F	0
Canning Vale Commercial	2016	M	0
Cannington - Queens Park	2006	F	4734
Cannington - Queens Park	2006	M	4645
Cannington - Queens Park	2011	F	6009
Cannington - Queens Park	2011	M	6372
Cannington - Queens Park	2016	F	7158
Cannington - Queens Park	2016	M	7560
Cannon Hill	2006	F	1711
Cannon Hill	2006	M	1647
Cannon Hill	2011	F	1847
Cannon Hill	2011	M	1822
Cannon Hill	2016	F	2356
Cannon Hill	2016	M	2282
Canterbury (North) - Ashbury	2006	F	3886
Canterbury (North) - Ashbury	2006	M	3615
Canterbury (North) - Ashbury	2011	F	3975
Canterbury (North) - Ashbury	2011	M	3755
Canterbury (North) - Ashbury	2016	F	4486
Canterbury (North) - Ashbury	2016	M	4217
Canterbury (South) - Campsie	2006	F	10242
Canterbury (South) - Campsie	2006	M	10016
Canterbury (South) - Campsie	2011	F	11125
Canterbury (South) - Campsie	2011	M	11074
Canterbury (South) - Campsie	2016	F	13055
Canterbury (South) - Campsie	2016	M	12782
Capalaba	2006	F	6906
Capalaba	2006	M	6507
Capalaba	2011	F	6920
Capalaba	2011	M	6620
Capalaba	2016	F	7307
Capalaba	2016	M	6988
Cape Conway	2006	F	0
Cape Conway	2006	M	0
Cape Conway	2011	F	0
Cape Conway	2011	M	0
Cape Conway	2016	F	0
Cape Conway	2016	M	0
Cape York	2006	F	2191
Cape York	2006	M	2499
Cape York	2011	F	2348
Cape York	2011	M	3112
Cape York	2016	F	2690
Cape York	2016	M	3091
Capel	2006	F	1632
Capel	2006	M	1619
Capel	2011	F	1807
Capel	2011	M	1798
Capel	2016	F	2102
Capel	2016	M	2021
Carabooda - Pinjar	2006	F	266
Carabooda - Pinjar	2006	M	300
Carabooda - Pinjar	2011	F	277
Carabooda - Pinjar	2011	M	337
Carabooda - Pinjar	2016	F	280
Carabooda - Pinjar	2016	M	346
Carina	2006	F	4009
Carina	2006	M	3534
Carina	2011	F	4526
Carina	2011	M	3952
Carina	2016	F	4930
Carina	2016	M	4195
Carina Heights	2006	F	2585
Carina Heights	2006	M	2182
Carina Heights	2011	F	2727
Carina Heights	2011	M	2359
Carina Heights	2016	F	2943
Carina Heights	2016	M	2564
Carindale	2006	F	6195
Carindale	2006	M	5702
Carindale	2011	F	6654
Carindale	2011	M	6022
Carindale	2016	F	6781
Carindale	2016	M	6234
Caringbah	2006	F	3882
Caringbah	2006	M	3527
Caringbah	2011	F	4792
Caringbah	2011	M	4202
Caringbah	2016	F	5035
Caringbah	2016	M	4533
Caringbah South	2006	F	5337
Caringbah South	2006	M	5054
Caringbah South	2011	F	4803
Caringbah South	2011	M	4471
Caringbah South	2016	F	4977
Caringbah South	2016	M	4627
Carlingford	2006	F	9907
Carlingford	2006	M	9261
Carlingford	2011	F	10406
Carlingford	2011	M	9654
Carlingford	2016	F	11453
Carlingford	2016	M	10792
Carlton	2006	F	5764
Carlton	2006	M	5334
Carlton	2011	F	6857
Carlton	2011	M	6240
Carlton	2016	F	9731
Carlton	2016	M	8144
Carlton North - Princes Hill	2006	F	3892
Carlton North - Princes Hill	2006	M	3415
Carlton North - Princes Hill	2011	F	3949
Carlton North - Princes Hill	2011	M	3440
Carlton North - Princes Hill	2016	F	4026
Carlton North - Princes Hill	2016	M	3467
Carnarvon	2006	F	1959
Carnarvon	2006	M	2069
Carnarvon	2011	F	2011
Carnarvon	2011	M	2102
Carnarvon	2016	F	1984
Carnarvon	2016	M	2090
Carnegie	2006	F	6658
Carnegie	2006	M	6266
Carnegie	2011	F	7140
Carnegie	2011	M	6753
Carnegie	2016	F	8045
Carnegie	2016	M	7340
Carole Park	2006	F	0
Carole Park	2006	M	0
Carole Park	2011	F	0
Carole Park	2011	M	0
Carole Park	2016	F	0
Carole Park	2016	M	0
Caroline Springs	2006	F	3774
Caroline Springs	2006	M	3678
Caroline Springs	2011	F	6150
Caroline Springs	2011	M	5863
Caroline Springs	2016	F	7541
Caroline Springs	2016	M	7171
Carpentaria	2006	F	1556
Carpentaria	2006	M	1732
Carpentaria	2011	F	1714
Carpentaria	2011	M	1888
Carpentaria	2016	F	1749
Carpentaria	2016	M	1735
Carramar	2006	F	2457
Carramar	2006	M	2355
Carramar	2011	F	4192
Carramar	2011	M	3946
Carramar	2016	F	6367
Carramar	2016	M	5948
Carrara	2006	F	4452
Carrara	2006	M	4268
Carrara	2011	F	4933
Carrara	2011	M	4552
Carrara	2016	F	5246
Carrara	2016	M	4872
Carrum - Patterson Lakes	2006	F	4486
Carrum - Patterson Lakes	2006	M	4255
Carrum - Patterson Lakes	2011	F	4774
Carrum - Patterson Lakes	2011	M	4489
Carrum - Patterson Lakes	2016	F	5040
Carrum - Patterson Lakes	2016	M	4585
Carrum Downs	2006	F	6683
Carrum Downs	2006	M	6263
Carrum Downs	2011	F	7732
Carrum Downs	2011	M	7298
Carrum Downs	2016	F	8537
Carrum Downs	2016	M	7997
Carseldine	2006	F	3115
Carseldine	2006	M	2638
Carseldine	2011	F	3570
Carseldine	2011	M	3041
Carseldine	2016	F	4093
Carseldine	2016	M	3490
Casey	2006	F	0
Casey	2006	M	0
Casey	2011	F	583
Casey	2011	M	568
Casey	2016	F	2262
Casey	2016	M	2044
Cashmere	2006	F	3846
Cashmere	2006	M	3769
Cashmere	2011	F	5735
Cashmere	2011	M	5682
Cashmere	2016	F	7250
Cashmere	2016	M	6952
Casino	2006	F	4675
Casino	2006	M	4104
Casino	2011	F	4872
Casino	2011	M	4399
Casino	2016	F	5109
Casino	2016	M	4625
Casino Region	2006	F	2527
Casino Region	2006	M	2716
Casino Region	2011	F	2653
Casino Region	2011	M	2811
Casino Region	2016	F	2745
Casino Region	2016	M	2955
Castle Hill - Central	2006	F	2839
Castle Hill - Central	2006	M	2660
Castle Hill - Central	2011	F	2988
Castle Hill - Central	2011	M	2785
Castle Hill - Central	2016	F	3149
Castle Hill - Central	2016	M	2893
Castle Hill - East	2006	F	2734
Castle Hill - East	2006	M	1883
Castle Hill - East	2011	F	2712
Castle Hill - East	2011	M	2026
Castle Hill - East	2016	F	2712
Castle Hill - East	2016	M	2094
Castle Hill - North	2006	F	4232
Castle Hill - North	2006	M	4046
Castle Hill - North	2011	F	4725
Castle Hill - North	2011	M	4525
Castle Hill - North	2016	F	4890
Castle Hill - North	2016	M	4668
Castle Hill - South	2006	F	3414
Castle Hill - South	2006	M	3171
Castle Hill - South	2011	F	3677
Castle Hill - South	2011	M	3447
Castle Hill - South	2016	F	3911
Castle Hill - South	2016	M	3633
Castle Hill - West	2006	F	1779
Castle Hill - West	2006	M	1671
Castle Hill - West	2011	F	2027
Castle Hill - West	2011	M	1854
Castle Hill - West	2016	F	2141
Castle Hill - West	2016	M	1981
Castlemaine	2006	F	3999
Castlemaine	2006	M	3800
Castlemaine	2011	F	4180
Castlemaine	2011	M	3922
Castlemaine	2016	F	4515
Castlemaine	2016	M	4475
Castlemaine Region	2006	F	3175
Castlemaine Region	2006	M	3153
Castlemaine Region	2011	F	3452
Castlemaine Region	2011	M	3443
Castlemaine Region	2016	F	3620
Castlemaine Region	2016	M	3605
Castlereagh - Cranebrook	2006	F	6039
Castlereagh - Cranebrook	2006	M	5785
Castlereagh - Cranebrook	2011	F	6718
Castlereagh - Cranebrook	2011	M	6421
Castlereagh - Cranebrook	2016	F	9292
Castlereagh - Cranebrook	2016	M	8843
Casuarina - Wandi	2006	F	887
Casuarina - Wandi	2006	M	1503
Casuarina - Wandi	2011	F	962
Casuarina - Wandi	2011	M	1645
Casuarina - Wandi	2016	F	2077
Casuarina - Wandi	2016	M	3038
Casula	2006	F	5235
Casula	2006	M	4849
Casula	2011	F	5858
Casula	2011	M	5509
Casula	2016	F	6351
Casula	2016	M	5947
Caulfield - North	2006	F	8218
Caulfield - North	2006	M	7495
Caulfield - North	2011	F	8452
Caulfield - North	2011	M	7736
Caulfield - North	2016	F	8997
Caulfield - North	2016	M	8128
Caulfield - South	2006	F	6828
Caulfield - South	2006	M	6329
Caulfield - South	2011	F	7050
Caulfield - South	2011	M	6493
Caulfield - South	2016	F	7523
Caulfield - South	2016	M	6859
Cecil Hills	2006	F	2560
Cecil Hills	2006	M	2439
Cecil Hills	2011	F	2673
Cecil Hills	2011	M	2563
Cecil Hills	2016	F	2831
Cecil Hills	2016	M	2756
Ceduna	2006	F	913
Ceduna	2006	M	895
Ceduna	2011	F	1018
Ceduna	2011	M	1057
Ceduna	2016	F	1068
Ceduna	2016	M	988
Centennial Park	2006	F	0
Centennial Park	2006	M	0
Centennial Park	2011	F	0
Centennial Park	2011	M	0
Centennial Park	2016	F	0
Centennial Park	2016	M	0
Central Highlands	2006	F	850
Central Highlands	2006	M	971
Central Highlands	2011	F	819
Central Highlands	2011	M	944
Central Highlands	2016	F	789
Central Highlands	2016	M	947
Central Highlands - East	2006	F	2448
Central Highlands - East	2006	M	3094
Central Highlands - East	2011	F	2551
Central Highlands - East	2011	M	3037
Central Highlands - East	2016	F	2430
Central Highlands - East	2016	M	3006
Central Highlands - West	2006	F	2784
Central Highlands - West	2006	M	3505
Central Highlands - West	2011	F	3060
Central Highlands - West	2011	M	3811
Central Highlands - West	2016	F	2875
Central Highlands - West	2016	M	3467
Cessnock	2006	F	7542
Cessnock	2006	M	7090
Cessnock	2011	F	8230
Cessnock	2011	M	7944
Cessnock	2016	F	8887
Cessnock	2016	M	8754
Cessnock Region	2006	F	2523
Cessnock Region	2006	M	2465
Cessnock Region	2011	F	2819
Cessnock Region	2011	M	2749
Cessnock Region	2016	F	3264
Cessnock Region	2016	M	3120
Chambers Flat - Logan Reserve	2006	F	1397
Chambers Flat - Logan Reserve	2006	M	1438
Chambers Flat - Logan Reserve	2011	F	1475
Chambers Flat - Logan Reserve	2011	M	1530
Chambers Flat - Logan Reserve	2016	F	2014
Chambers Flat - Logan Reserve	2016	M	2041
Chapel Hill	2006	F	4172
Chapel Hill	2006	M	3941
Chapel Hill	2011	F	4303
Chapel Hill	2011	M	4007
Chapel Hill	2016	F	4274
Chapel Hill	2016	M	4030
Chapman	2006	F	1099
Chapman	2006	M	1073
Chapman	2011	F	1141
Chapman	2011	M	1090
Chapman	2016	F	1116
Chapman	2016	M	1059
Charles	2006	F	1481
Charles	2006	M	1358
Charles	2011	F	1755
Charles	2011	M	1748
Charles	2016	F	1744
Charles	2016	M	1661
Charles Darwin	2006	F	0
Charles Darwin	2006	M	0
Charles Darwin	2011	F	0
Charles Darwin	2011	M	6
Charles Darwin	2016	F	0
Charles Darwin	2016	M	0
Charlestown - Dudley	2006	F	9787
Charlestown - Dudley	2006	M	9044
Charlestown - Dudley	2011	F	9928
Charlestown - Dudley	2011	M	9185
Charlestown - Dudley	2016	F	10077
Charlestown - Dudley	2016	M	9281
Charleville	2006	F	1796
Charleville	2006	M	1714
Charleville	2011	F	1843
Charleville	2011	M	1756
Charleville	2016	F	1742
Charleville	2016	M	1662
Charnwood	2006	F	1196
Charnwood	2006	M	1145
Charnwood	2011	F	1218
Charnwood	2011	M	1152
Charnwood	2016	F	1199
Charnwood	2016	M	1129
Charters Towers	2006	F	3172
Charters Towers	2006	M	2933
Charters Towers	2011	F	3322
Charters Towers	2011	M	3034
Charters Towers	2016	F	3329
Charters Towers	2016	M	3025
Chatswood (East) - Artarmon	2006	F	10333
Chatswood (East) - Artarmon	2006	M	9096
Chatswood (East) - Artarmon	2011	F	10830
Chatswood (East) - Artarmon	2011	M	9471
Chatswood (East) - Artarmon	2016	F	12659
Chatswood (East) - Artarmon	2016	M	11022
Chatswood (West) - Lane Cove North	2006	F	7232
Chatswood (West) - Lane Cove North	2006	M	6650
Chatswood (West) - Lane Cove North	2011	F	7789
Chatswood (West) - Lane Cove North	2011	M	7127
Chatswood (West) - Lane Cove North	2016	F	9027
Chatswood (West) - Lane Cove North	2016	M	8255
Chelmer - Graceville	2006	F	2714
Chelmer - Graceville	2006	M	2478
Chelmer - Graceville	2011	F	2654
Chelmer - Graceville	2011	M	2437
Chelmer - Graceville	2016	F	2950
Chelmer - Graceville	2016	M	2745
Chelsea - Bonbeach	2006	F	5413
Chelsea - Bonbeach	2006	M	4585
Chelsea - Bonbeach	2011	F	5917
Chelsea - Bonbeach	2011	M	5103
Chelsea - Bonbeach	2016	F	6314
Chelsea - Bonbeach	2016	M	5478
Chelsea Heights	2006	F	2014
Chelsea Heights	2006	M	1981
Chelsea Heights	2011	F	2072
Chelsea Heights	2011	M	2022
Chelsea Heights	2016	F	2235
Chelsea Heights	2016	M	2059
Cheltenham - Highett (East)	2006	F	8612
Cheltenham - Highett (East)	2006	M	7607
Cheltenham - Highett (East)	2011	F	8912
Cheltenham - Highett (East)	2011	M	7979
Cheltenham - Highett (East)	2016	F	9780
Cheltenham - Highett (East)	2016	M	8596
Cheltenham - Highett (West)	2006	F	4127
Cheltenham - Highett (West)	2006	M	3624
Cheltenham - Highett (West)	2011	F	4332
Cheltenham - Highett (West)	2011	M	3830
Cheltenham - Highett (West)	2016	F	4603
Cheltenham - Highett (West)	2016	M	4095
Chermside	2006	F	3166
Chermside	2006	M	2407
Chermside	2011	F	3858
Chermside	2011	M	3276
Chermside	2016	F	4448
Chermside	2016	M	3649
Chermside West	2006	F	2514
Chermside West	2006	M	2294
Chermside West	2011	F	2559
Chermside West	2011	M	2359
Chermside West	2016	F	2633
Chermside West	2016	M	2494
Cherrybrook	2006	F	7943
Cherrybrook	2006	M	7158
Cherrybrook	2011	F	7919
Cherrybrook	2011	M	7306
Cherrybrook	2016	F	7933
Cherrybrook	2016	M	7405
Chester Hill - Sefton	2006	F	6213
Chester Hill - Sefton	2006	M	6084
Chester Hill - Sefton	2011	F	6601
Chester Hill - Sefton	2011	M	6564
Chester Hill - Sefton	2016	F	7247
Chester Hill - Sefton	2016	M	7267
Chidlow	2006	F	1035
Chidlow	2006	M	1935
Chidlow	2011	F	1099
Chidlow	2011	M	2388
Chidlow	2016	F	1160
Chidlow	2016	M	3010
Chifley	2006	F	973
Chifley	2006	M	979
Chifley	2011	F	1012
Chifley	2011	M	1007
Chifley	2016	F	1000
Chifley	2016	M	973
Chiltern - Indigo Valley	2006	F	1122
Chiltern - Indigo Valley	2006	M	1092
Chiltern - Indigo Valley	2011	F	1164
Chiltern - Indigo Valley	2011	M	1188
Chiltern - Indigo Valley	2016	F	1288
Chiltern - Indigo Valley	2016	M	1247
Chinchilla	2006	F	2270
Chinchilla	2006	M	2363
Chinchilla	2011	F	2565
Chinchilla	2011	M	2875
Chinchilla	2016	F	3070
Chinchilla	2016	M	3143
Chipping Norton - Moorebank	2006	F	5940
