SA2_NAME16	Year	Age	adults
Raceview	2016	35-44	1929
Raceview	2016	45-54	1804
Raceview	2016	55-64	1503
Raceview	2016	65-74	1132
Raceview	2016	75-84	671
Raceview	2016	85+	281
Ripley	2006	15-19	186
Ripley	2006	20-24	134
Ripley	2006	25-34	320
Ripley	2006	35-44	412
Ripley	2006	45-54	300
Ripley	2006	55-64	181
Ripley	2006	65-74	76
Ripley	2006	75-84	12
Ripley	2006	85+	8
Ripley	2011	15-19	255
Ripley	2011	20-24	144
Ripley	2011	25-34	360
Ripley	2011	35-44	474
Ripley	2011	45-54	455
Ripley	2011	55-64	284
Ripley	2011	65-74	112
Ripley	2011	75-84	20
Ripley	2011	85+	5
Ripley	2016	15-19	330
Ripley	2016	20-24	379
Ripley	2016	25-34	879
Ripley	2016	35-44	676
Ripley	2016	45-54	600
Ripley	2016	55-64	423
Ripley	2016	65-74	197
Ripley	2016	75-84	61
Ripley	2016	85+	11
Riverview	2006	15-19	259
Riverview	2006	20-24	163
Riverview	2006	25-34	423
Riverview	2006	35-44	418
Riverview	2006	45-54	334
Riverview	2006	55-64	340
Riverview	2006	65-74	221
Riverview	2006	75-84	158
Riverview	2006	85+	104
Riverview	2011	15-19	219
Riverview	2011	20-24	199
Riverview	2011	25-34	424
Riverview	2011	35-44	401
Riverview	2011	45-54	367
Riverview	2011	55-64	312
Riverview	2011	65-74	251
Riverview	2011	75-84	153
Riverview	2011	85+	72
Riverview	2016	15-19	202
Riverview	2016	20-24	201
Riverview	2016	25-34	349
Riverview	2016	35-44	349
Riverview	2016	45-54	345
Riverview	2016	55-64	334
Riverview	2016	65-74	266
Riverview	2016	75-84	206
Riverview	2016	85+	134
Bellbird Park - Brookwater	2006	15-19	404
Bellbird Park - Brookwater	2006	20-24	399
Bellbird Park - Brookwater	2006	25-34	670
Bellbird Park - Brookwater	2006	35-44	731
Bellbird Park - Brookwater	2006	45-54	744
Bellbird Park - Brookwater	2006	55-64	513
Bellbird Park - Brookwater	2006	65-74	216
Bellbird Park - Brookwater	2006	75-84	58
Bellbird Park - Brookwater	2006	85+	11
Bellbird Park - Brookwater	2011	15-19	635
Bellbird Park - Brookwater	2011	20-24	574
Bellbird Park - Brookwater	2011	25-34	1314
Bellbird Park - Brookwater	2011	35-44	1428
Bellbird Park - Brookwater	2011	45-54	1163
Bellbird Park - Brookwater	2011	55-64	764
Bellbird Park - Brookwater	2011	65-74	335
Bellbird Park - Brookwater	2011	75-84	95
Bellbird Park - Brookwater	2011	85+	32
Bellbird Park - Brookwater	2016	15-19	981
Bellbird Park - Brookwater	2016	20-24	936
Bellbird Park - Brookwater	2016	25-34	2381
Bellbird Park - Brookwater	2016	35-44	2302
Bellbird Park - Brookwater	2016	45-54	1740
Bellbird Park - Brookwater	2016	55-64	1080
Bellbird Park - Brookwater	2016	65-74	522
Bellbird Park - Brookwater	2016	75-84	181
Bellbird Park - Brookwater	2016	85+	34
Camira - Gailes	2006	15-19	731
Camira - Gailes	2006	20-24	566
Camira - Gailes	2006	25-34	1263
Camira - Gailes	2006	35-44	1418
Camira - Gailes	2006	45-54	1284
Camira - Gailes	2006	55-64	1013
Camira - Gailes	2006	65-74	425
Camira - Gailes	2006	75-84	158
Camira - Gailes	2006	85+	36
Camira - Gailes	2011	15-19	758
Camira - Gailes	2011	20-24	609
Camira - Gailes	2011	25-34	1190
Camira - Gailes	2011	35-44	1323
Camira - Gailes	2011	45-54	1335
Camira - Gailes	2011	55-64	1043
Camira - Gailes	2011	65-74	552
Camira - Gailes	2011	75-84	186
Camira - Gailes	2011	85+	45
Camira - Gailes	2016	15-19	669
Camira - Gailes	2016	20-24	661
Camira - Gailes	2016	25-34	1285
Camira - Gailes	2016	35-44	1160
Camira - Gailes	2016	45-54	1394
Camira - Gailes	2016	55-64	1157
Camira - Gailes	2016	65-74	726
Camira - Gailes	2016	75-84	263
Camira - Gailes	2016	85+	63
Carole Park	2006	15-19	0
Carole Park	2006	20-24	0
Carole Park	2006	25-34	0
Carole Park	2006	35-44	0
Carole Park	2006	45-54	0
Carole Park	2006	55-64	0
Carole Park	2006	65-74	0
Carole Park	2006	75-84	0
Carole Park	2006	85+	0
Carole Park	2011	15-19	0
Carole Park	2011	20-24	0
Carole Park	2011	25-34	0
Carole Park	2011	35-44	0
Carole Park	2011	45-54	0
Carole Park	2011	55-64	0
Carole Park	2011	65-74	0
Carole Park	2011	75-84	0
Carole Park	2011	85+	0
Carole Park	2016	15-19	0
Carole Park	2016	20-24	0
Carole Park	2016	25-34	0
Carole Park	2016	35-44	0
Carole Park	2016	45-54	0
Carole Park	2016	55-64	0
Carole Park	2016	65-74	0
Carole Park	2016	75-84	0
Carole Park	2016	85+	0
Collingwood Park - Redbank	2006	15-19	500
Collingwood Park - Redbank	2006	20-24	544
Collingwood Park - Redbank	2006	25-34	990
Collingwood Park - Redbank	2006	35-44	949
Collingwood Park - Redbank	2006	45-54	836
Collingwood Park - Redbank	2006	55-64	501
Collingwood Park - Redbank	2006	65-74	309
Collingwood Park - Redbank	2006	75-84	179
Collingwood Park - Redbank	2006	85+	46
Collingwood Park - Redbank	2011	15-19	567
Collingwood Park - Redbank	2011	20-24	612
Collingwood Park - Redbank	2011	25-34	1318
Collingwood Park - Redbank	2011	35-44	1071
Collingwood Park - Redbank	2011	45-54	952
Collingwood Park - Redbank	2011	55-64	651
Collingwood Park - Redbank	2011	65-74	334
Collingwood Park - Redbank	2011	75-84	183
Collingwood Park - Redbank	2011	85+	55
Collingwood Park - Redbank	2016	15-19	596
Collingwood Park - Redbank	2016	20-24	629
Collingwood Park - Redbank	2016	25-34	1262
Collingwood Park - Redbank	2016	35-44	1147
Collingwood Park - Redbank	2016	45-54	1091
Collingwood Park - Redbank	2016	55-64	861
Collingwood Park - Redbank	2016	65-74	453
Collingwood Park - Redbank	2016	75-84	233
Collingwood Park - Redbank	2016	85+	59
Goodna	2006	15-19	617
Goodna	2006	20-24	633
Goodna	2006	25-34	1195
Goodna	2006	35-44	1082
Goodna	2006	45-54	937
Goodna	2006	55-64	703
Goodna	2006	65-74	411
Goodna	2006	75-84	183
Goodna	2006	85+	47
Goodna	2011	15-19	692
Goodna	2011	20-24	675
Goodna	2011	25-34	1483
Goodna	2011	35-44	1336
Goodna	2011	45-54	987
Goodna	2011	55-64	743
Goodna	2011	65-74	503
Goodna	2011	75-84	224
Goodna	2011	85+	56
Goodna	2016	15-19	769
Goodna	2016	20-24	848
Goodna	2016	25-34	1708
Goodna	2016	35-44	1479
Goodna	2016	45-54	1206
Goodna	2016	55-64	948
Goodna	2016	65-74	679
Goodna	2016	75-84	284
Goodna	2016	85+	91
New Chum	2006	15-19	9
New Chum	2006	20-24	3
New Chum	2006	25-34	3
New Chum	2006	35-44	6
New Chum	2006	45-54	17
New Chum	2006	55-64	6
New Chum	2006	65-74	0
New Chum	2006	75-84	0
New Chum	2006	85+	0
New Chum	2011	15-19	0
New Chum	2011	20-24	0
New Chum	2011	25-34	0
New Chum	2011	35-44	0
New Chum	2011	45-54	0
New Chum	2011	55-64	0
New Chum	2011	65-74	0
New Chum	2011	75-84	0
New Chum	2011	85+	0
New Chum	2016	15-19	0
New Chum	2016	20-24	0
New Chum	2016	25-34	0
New Chum	2016	35-44	0
New Chum	2016	45-54	0
New Chum	2016	55-64	0
New Chum	2016	65-74	0
New Chum	2016	75-84	0
New Chum	2016	85+	0
Redbank Plains	2006	15-19	799
Redbank Plains	2006	20-24	824
Redbank Plains	2006	25-34	1323
Redbank Plains	2006	35-44	1456
Redbank Plains	2006	45-54	1357
Redbank Plains	2006	55-64	806
Redbank Plains	2006	65-74	290
Redbank Plains	2006	75-84	128
Redbank Plains	2006	85+	31
Redbank Plains	2011	15-19	1203
Redbank Plains	2011	20-24	1442
Redbank Plains	2011	25-34	2719
Redbank Plains	2011	35-44	1984
Redbank Plains	2011	45-54	1640
Redbank Plains	2011	55-64	1144
Redbank Plains	2011	65-74	437
Redbank Plains	2011	75-84	149
Redbank Plains	2011	85+	44
Redbank Plains	2016	15-19	1475
Redbank Plains	2016	20-24	1694
Redbank Plains	2016	25-34	3619
Redbank Plains	2016	35-44	2440
Redbank Plains	2016	45-54	1926
Redbank Plains	2016	55-64	1472
Redbank Plains	2016	65-74	708
Redbank Plains	2016	75-84	233
Redbank Plains	2016	85+	80
Springfield	2006	15-19	423
Springfield	2006	20-24	403
Springfield	2006	25-34	1008
Springfield	2006	35-44	1057
Springfield	2006	45-54	558
Springfield	2006	55-64	283
Springfield	2006	65-74	109
Springfield	2006	75-84	24
Springfield	2006	85+	8
Springfield	2011	15-19	543
Springfield	2011	20-24	457
Springfield	2011	25-34	1143
Springfield	2011	35-44	1145
Springfield	2011	45-54	769
Springfield	2011	55-64	381
Springfield	2011	65-74	173
Springfield	2011	75-84	52
Springfield	2011	85+	10
Springfield	2016	15-19	558
Springfield	2016	20-24	440
Springfield	2016	25-34	1045
Springfield	2016	35-44	1080
Springfield	2016	45-54	978
Springfield	2016	55-64	486
Springfield	2016	65-74	245
Springfield	2016	75-84	86
Springfield	2016	85+	24
Springfield Lakes	2006	15-19	249
Springfield Lakes	2006	20-24	341
Springfield Lakes	2006	25-34	1176
Springfield Lakes	2006	35-44	848
Springfield Lakes	2006	45-54	393
Springfield Lakes	2006	55-64	294
Springfield Lakes	2006	65-74	91
Springfield Lakes	2006	75-84	34
Springfield Lakes	2006	85+	7
Springfield Lakes	2011	15-19	617
Springfield Lakes	2011	20-24	826
Springfield Lakes	2011	25-34	2390
Springfield Lakes	2011	35-44	1776
Springfield Lakes	2011	45-54	929
Springfield Lakes	2011	55-64	559
Springfield Lakes	2011	65-74	193
Springfield Lakes	2011	75-84	46
Springfield Lakes	2011	85+	19
Springfield Lakes	2016	15-19	975
Springfield Lakes	2016	20-24	1126
Springfield Lakes	2016	25-34	3321
Springfield Lakes	2016	35-44	2713
Springfield Lakes	2016	45-54	1577
Springfield Lakes	2016	55-64	812
Springfield Lakes	2016	65-74	415
Springfield Lakes	2016	75-84	118
Springfield Lakes	2016	85+	24
Beaudesert	2006	15-19	761
Beaudesert	2006	20-24	481
Beaudesert	2006	25-34	1113
Beaudesert	2006	35-44	1547
Beaudesert	2006	45-54	1531
Beaudesert	2006	55-64	1433
Beaudesert	2006	65-74	893
Beaudesert	2006	75-84	577
Beaudesert	2006	85+	211
Beaudesert	2011	15-19	867
Beaudesert	2011	20-24	601
Beaudesert	2011	25-34	1252
Beaudesert	2011	35-44	1649
Beaudesert	2011	45-54	1721
Beaudesert	2011	55-64	1555
Beaudesert	2011	65-74	1165
Beaudesert	2011	75-84	635
Beaudesert	2011	85+	271
Beaudesert	2016	15-19	871
Beaudesert	2016	20-24	710
Beaudesert	2016	25-34	1382
Beaudesert	2016	35-44	1641
Beaudesert	2016	45-54	1964
Beaudesert	2016	55-64	1830
Beaudesert	2016	65-74	1636
Beaudesert	2016	75-84	791
Beaudesert	2016	85+	328
Beenleigh	2006	15-19	620
Beenleigh	2006	20-24	590
Beenleigh	2006	25-34	1095
Beenleigh	2006	35-44	1085
Beenleigh	2006	45-54	991
Beenleigh	2006	55-64	841
Beenleigh	2006	65-74	498
Beenleigh	2006	75-84	309
Beenleigh	2006	85+	139
Beenleigh	2011	15-19	657
Beenleigh	2011	20-24	660
Beenleigh	2011	25-34	1175
Beenleigh	2011	35-44	1098
Beenleigh	2011	45-54	1058
Beenleigh	2011	55-64	899
Beenleigh	2011	65-74	589
Beenleigh	2011	75-84	321
Beenleigh	2011	85+	123
Beenleigh	2016	15-19	563
Beenleigh	2016	20-24	656
Beenleigh	2016	25-34	1081
Beenleigh	2016	35-44	1105
Beenleigh	2016	45-54	1140
Beenleigh	2016	55-64	933
Beenleigh	2016	65-74	757
Beenleigh	2016	75-84	320
Beenleigh	2016	85+	117
Eagleby	2006	15-19	604
Eagleby	2006	20-24	615
Eagleby	2006	25-34	1154
Eagleby	2006	35-44	1141
Eagleby	2006	45-54	1151
Eagleby	2006	55-64	963
Eagleby	2006	65-74	714
Eagleby	2006	75-84	393
Eagleby	2006	85+	76
Eagleby	2011	15-19	793
Eagleby	2011	20-24	877
Eagleby	2011	25-34	1767
Eagleby	2011	35-44	1386
Eagleby	2011	45-54	1250
Eagleby	2011	55-64	1317
Eagleby	2011	65-74	1184
Eagleby	2011	75-84	543
Eagleby	2011	85+	115
Eagleby	2016	15-19	742
Eagleby	2016	20-24	921
Eagleby	2016	25-34	1797
Eagleby	2016	35-44	1482
Eagleby	2016	45-54	1425
Eagleby	2016	55-64	1393
Eagleby	2016	65-74	1616
Eagleby	2016	75-84	860
Eagleby	2016	85+	209
Edens Landing - Holmview	2006	15-19	419
Edens Landing - Holmview	2006	20-24	492
Edens Landing - Holmview	2006	25-34	938
Edens Landing - Holmview	2006	35-44	809
Edens Landing - Holmview	2006	45-54	702
Edens Landing - Holmview	2006	55-64	472
Edens Landing - Holmview	2006	65-74	274
Edens Landing - Holmview	2006	75-84	129
Edens Landing - Holmview	2006	85+	55
Edens Landing - Holmview	2011	15-19	447
Edens Landing - Holmview	2011	20-24	504
Edens Landing - Holmview	2011	25-34	1155
Edens Landing - Holmview	2011	35-44	976
Edens Landing - Holmview	2011	45-54	719
Edens Landing - Holmview	2011	55-64	616
Edens Landing - Holmview	2011	65-74	288
Edens Landing - Holmview	2011	75-84	158
Edens Landing - Holmview	2011	85+	66
Edens Landing - Holmview	2016	15-19	457
Edens Landing - Holmview	2016	20-24	579
Edens Landing - Holmview	2016	25-34	1297
Edens Landing - Holmview	2016	35-44	1045
Edens Landing - Holmview	2016	45-54	884
Edens Landing - Holmview	2016	55-64	679
Edens Landing - Holmview	2016	65-74	402
Edens Landing - Holmview	2016	75-84	202
Edens Landing - Holmview	2016	85+	84
Mount Warren Park	2006	15-19	476
Mount Warren Park	2006	20-24	381
Mount Warren Park	2006	25-34	688
Mount Warren Park	2006	35-44	795
Mount Warren Park	2006	45-54	782
Mount Warren Park	2006	55-64	573
Mount Warren Park	2006	65-74	347
Mount Warren Park	2006	75-84	307
Mount Warren Park	2006	85+	89
Mount Warren Park	2011	15-19	446
Mount Warren Park	2011	20-24	343
Mount Warren Park	2011	25-34	764
Mount Warren Park	2011	35-44	777
Mount Warren Park	2011	45-54	766
Mount Warren Park	2011	55-64	646
Mount Warren Park	2011	65-74	374
Mount Warren Park	2011	75-84	284
Mount Warren Park	2011	85+	97
Mount Warren Park	2016	15-19	365
Mount Warren Park	2016	20-24	339
Mount Warren Park	2016	25-34	726
Mount Warren Park	2016	35-44	760
Mount Warren Park	2016	45-54	745
Mount Warren Park	2016	55-64	665
Mount Warren Park	2016	65-74	555
Mount Warren Park	2016	75-84	303
Mount Warren Park	2016	85+	112
Wolffdene - Bahrs Scrub	2006	15-19	430
Wolffdene - Bahrs Scrub	2006	20-24	276
Wolffdene - Bahrs Scrub	2006	25-34	483
Wolffdene - Bahrs Scrub	2006	35-44	733
Wolffdene - Bahrs Scrub	2006	45-54	774
Wolffdene - Bahrs Scrub	2006	55-64	524
Wolffdene - Bahrs Scrub	2006	65-74	254
Wolffdene - Bahrs Scrub	2006	75-84	117
Wolffdene - Bahrs Scrub	2006	85+	18
Wolffdene - Bahrs Scrub	2011	15-19	532
Wolffdene - Bahrs Scrub	2011	20-24	368
Wolffdene - Bahrs Scrub	2011	25-34	538
Wolffdene - Bahrs Scrub	2011	35-44	763
Wolffdene - Bahrs Scrub	2011	45-54	854
Wolffdene - Bahrs Scrub	2011	55-64	668
Wolffdene - Bahrs Scrub	2011	65-74	333
Wolffdene - Bahrs Scrub	2011	75-84	143
Wolffdene - Bahrs Scrub	2011	85+	34
Wolffdene - Bahrs Scrub	2016	15-19	465
Wolffdene - Bahrs Scrub	2016	20-24	420
Wolffdene - Bahrs Scrub	2016	25-34	778
Wolffdene - Bahrs Scrub	2016	35-44	790
Wolffdene - Bahrs Scrub	2016	45-54	880
Wolffdene - Bahrs Scrub	2016	55-64	752
Wolffdene - Bahrs Scrub	2016	65-74	475
Wolffdene - Bahrs Scrub	2016	75-84	173
Wolffdene - Bahrs Scrub	2016	85+	57
Boronia Heights - Park Ridge	2006	15-19	890
Boronia Heights - Park Ridge	2006	20-24	791
Boronia Heights - Park Ridge	2006	25-34	1461
Boronia Heights - Park Ridge	2006	35-44	1498
Boronia Heights - Park Ridge	2006	45-54	1474
Boronia Heights - Park Ridge	2006	55-64	1212
Boronia Heights - Park Ridge	2006	65-74	756
Boronia Heights - Park Ridge	2006	75-84	452
Boronia Heights - Park Ridge	2006	85+	183
Boronia Heights - Park Ridge	2011	15-19	810
Boronia Heights - Park Ridge	2011	20-24	819
Boronia Heights - Park Ridge	2011	25-34	1570
Boronia Heights - Park Ridge	2011	35-44	1503
Boronia Heights - Park Ridge	2011	45-54	1461
Boronia Heights - Park Ridge	2011	55-64	1339
Boronia Heights - Park Ridge	2011	65-74	917
Boronia Heights - Park Ridge	2011	75-84	579
Boronia Heights - Park Ridge	2011	85+	198
Boronia Heights - Park Ridge	2016	15-19	788
Boronia Heights - Park Ridge	2016	20-24	760
Boronia Heights - Park Ridge	2016	25-34	1561
Boronia Heights - Park Ridge	2016	35-44	1492
Boronia Heights - Park Ridge	2016	45-54	1408
Boronia Heights - Park Ridge	2016	55-64	1452
Boronia Heights - Park Ridge	2016	65-74	1222
Boronia Heights - Park Ridge	2016	75-84	737
Boronia Heights - Park Ridge	2016	85+	324
Browns Plains	2006	15-19	475
Browns Plains	2006	20-24	477
Browns Plains	2006	25-34	887
Browns Plains	2006	35-44	792
Browns Plains	2006	45-54	736
Browns Plains	2006	55-64	487
Browns Plains	2006	65-74	174
Browns Plains	2006	75-84	102
Browns Plains	2006	85+	26
Browns Plains	2011	15-19	519
Browns Plains	2011	20-24	565
Browns Plains	2011	25-34	1199
Browns Plains	2011	35-44	954
Browns Plains	2011	45-54	775
Browns Plains	2011	55-64	628
Browns Plains	2011	65-74	294
Browns Plains	2011	75-84	138
Browns Plains	2011	85+	91
Browns Plains	2016	15-19	485
Browns Plains	2016	20-24	538
Browns Plains	2016	25-34	1314
Browns Plains	2016	35-44	982
Browns Plains	2016	45-54	883
Browns Plains	2016	55-64	769
Browns Plains	2016	65-74	421
Browns Plains	2016	75-84	160
Browns Plains	2016	85+	110
Chambers Flat - Logan Reserve	2006	15-19	295
Chambers Flat - Logan Reserve	2006	20-24	211
Chambers Flat - Logan Reserve	2006	25-34	357
Chambers Flat - Logan Reserve	2006	35-44	631
Chambers Flat - Logan Reserve	2006	45-54	626
Chambers Flat - Logan Reserve	2006	55-64	435
Chambers Flat - Logan Reserve	2006	65-74	196
Chambers Flat - Logan Reserve	2006	75-84	71
Chambers Flat - Logan Reserve	2006	85+	10
Chambers Flat - Logan Reserve	2011	15-19	303
Chambers Flat - Logan Reserve	2011	20-24	222
Chambers Flat - Logan Reserve	2011	25-34	319
Chambers Flat - Logan Reserve	2011	35-44	538
Chambers Flat - Logan Reserve	2011	45-54	727
Chambers Flat - Logan Reserve	2011	55-64	502
Chambers Flat - Logan Reserve	2011	65-74	263
Chambers Flat - Logan Reserve	2011	75-84	118
Chambers Flat - Logan Reserve	2011	85+	27
Chambers Flat - Logan Reserve	2016	15-19	387
Chambers Flat - Logan Reserve	2016	20-24	403
Chambers Flat - Logan Reserve	2016	25-34	687
Chambers Flat - Logan Reserve	2016	35-44	568
Chambers Flat - Logan Reserve	2016	45-54	760
Chambers Flat - Logan Reserve	2016	55-64	676
Chambers Flat - Logan Reserve	2016	65-74	410
Chambers Flat - Logan Reserve	2016	75-84	137
Chambers Flat - Logan Reserve	2016	85+	30
Crestmead	2006	15-19	811
Crestmead	2006	20-24	820
Crestmead	2006	25-34	1655
Crestmead	2006	35-44	1458
Crestmead	2006	45-54	1128
Crestmead	2006	55-64	746
Crestmead	2006	65-74	273
Crestmead	2006	75-84	100
Crestmead	2006	85+	18
Crestmead	2011	15-19	927
Crestmead	2011	20-24	881
Crestmead	2011	25-34	1906
Crestmead	2011	35-44	1484
Crestmead	2011	45-54	1275
Crestmead	2011	55-64	847
Crestmead	2011	65-74	381
Crestmead	2011	75-84	154
Crestmead	2011	85+	11
Crestmead	2016	15-19	937
Crestmead	2016	20-24	924
Crestmead	2016	25-34	1923
Crestmead	2016	35-44	1632
Crestmead	2016	45-54	1364
Crestmead	2016	55-64	1032
Crestmead	2016	65-74	553
Crestmead	2016	75-84	180
Crestmead	2016	85+	48
Greenbank Military Camp	2006	15-19	0
Greenbank Military Camp	2006	20-24	0
Greenbank Military Camp	2006	25-34	0
Greenbank Military Camp	2006	35-44	0
Greenbank Military Camp	2006	45-54	0
Greenbank Military Camp	2006	55-64	0
Greenbank Military Camp	2006	65-74	0
Greenbank Military Camp	2006	75-84	0
Greenbank Military Camp	2006	85+	0
Greenbank Military Camp	2011	15-19	0
Greenbank Military Camp	2011	20-24	0
Greenbank Military Camp	2011	25-34	0
Greenbank Military Camp	2011	35-44	0
Greenbank Military Camp	2011	45-54	0
Greenbank Military Camp	2011	55-64	0
Greenbank Military Camp	2011	65-74	0
Greenbank Military Camp	2011	75-84	0
Greenbank Military Camp	2011	85+	0
Greenbank Military Camp	2016	15-19	0
Greenbank Military Camp	2016	20-24	0
Greenbank Military Camp	2016	25-34	0
Greenbank Military Camp	2016	35-44	0
Greenbank Military Camp	2016	45-54	0
Greenbank Military Camp	2016	55-64	0
Greenbank Military Camp	2016	65-74	0
Greenbank Military Camp	2016	75-84	0
Greenbank Military Camp	2016	85+	0
Hillcrest	2006	15-19	549
Hillcrest	2006	20-24	611
Hillcrest	2006	25-34	952
Hillcrest	2006	35-44	1091
Hillcrest	2006	45-54	1088
Hillcrest	2006	55-64	767
Hillcrest	2006	65-74	258
Hillcrest	2006	75-84	120
Hillcrest	2006	85+	23
Hillcrest	2011	15-19	647
Hillcrest	2011	20-24	588
Hillcrest	2011	25-34	1082
Hillcrest	2011	35-44	1078
Hillcrest	2011	45-54	1125
Hillcrest	2011	55-64	907
Hillcrest	2011	65-74	372
Hillcrest	2011	75-84	138
Hillcrest	2011	85+	74
Hillcrest	2016	15-19	609
Hillcrest	2016	20-24	582
Hillcrest	2016	25-34	1169
Hillcrest	2016	35-44	1076
Hillcrest	2016	45-54	1163
Hillcrest	2016	55-64	942
Hillcrest	2016	65-74	565
Hillcrest	2016	75-84	187
Hillcrest	2016	85+	74
Marsden	2006	15-19	786
Marsden	2006	20-24	753
Marsden	2006	25-34	1337
Marsden	2006	35-44	1345
Marsden	2006	45-54	1129
Marsden	2006	55-64	768
Marsden	2006	65-74	342
Marsden	2006	75-84	120
Marsden	2006	85+	39
Marsden	2011	15-19	970
Marsden	2011	20-24	958
Marsden	2011	25-34	1791
Marsden	2011	35-44	1509
Marsden	2011	45-54	1311
Marsden	2011	55-64	984
Marsden	2011	65-74	435
Marsden	2011	75-84	200
Marsden	2011	85+	62
Marsden	2016	15-19	1126
Marsden	2016	20-24	1200
Marsden	2016	25-34	2312
Marsden	2016	35-44	1853
Marsden	2016	45-54	1577
Marsden	2016	55-64	1156
Marsden	2016	65-74	709
Marsden	2016	75-84	278
Marsden	2016	85+	61
Munruben - Park Ridge South	2006	15-19	416
Munruben - Park Ridge South	2006	20-24	231
Munruben - Park Ridge South	2006	25-34	490
Munruben - Park Ridge South	2006	35-44	872
Munruben - Park Ridge South	2006	45-54	772
Munruben - Park Ridge South	2006	55-64	490
Munruben - Park Ridge South	2006	65-74	174
Munruben - Park Ridge South	2006	75-84	69
Munruben - Park Ridge South	2006	85+	17
Munruben - Park Ridge South	2011	15-19	388
Munruben - Park Ridge South	2011	20-24	271
Munruben - Park Ridge South	2011	25-34	424
Munruben - Park Ridge South	2011	35-44	692
Munruben - Park Ridge South	2011	45-54	864
Munruben - Park Ridge South	2011	55-64	587
Munruben - Park Ridge South	2011	65-74	285
Munruben - Park Ridge South	2011	75-84	90
Munruben - Park Ridge South	2011	85+	26
Munruben - Park Ridge South	2016	15-19	380
Munruben - Park Ridge South	2016	20-24	332
Munruben - Park Ridge South	2016	25-34	444
Munruben - Park Ridge South	2016	35-44	591
Munruben - Park Ridge South	2016	45-54	806
Munruben - Park Ridge South	2016	55-64	674
Munruben - Park Ridge South	2016	65-74	380
Munruben - Park Ridge South	2016	75-84	128
Munruben - Park Ridge South	2016	85+	31
Regents Park - Heritage Park	2006	15-19	1255
Regents Park - Heritage Park	2006	20-24	1059
Regents Park - Heritage Park	2006	25-34	1967
Regents Park - Heritage Park	2006	35-44	2422
Regents Park - Heritage Park	2006	45-54	1995
Regents Park - Heritage Park	2006	55-64	1019
Regents Park - Heritage Park	2006	65-74	476
Regents Park - Heritage Park	2006	75-84	208
Regents Park - Heritage Park	2006	85+	34
Regents Park - Heritage Park	2011	15-19	1355
Regents Park - Heritage Park	2011	20-24	1125
Regents Park - Heritage Park	2011	25-34	2218
Regents Park - Heritage Park	2011	35-44	2348
Regents Park - Heritage Park	2011	45-54	2314
Regents Park - Heritage Park	2011	55-64	1328
Regents Park - Heritage Park	2011	65-74	623
Regents Park - Heritage Park	2011	75-84	258
Regents Park - Heritage Park	2011	85+	62
Regents Park - Heritage Park	2016	15-19	1214
Regents Park - Heritage Park	2016	20-24	1143
Regents Park - Heritage Park	2016	25-34	2296
Regents Park - Heritage Park	2016	35-44	2197
Regents Park - Heritage Park	2016	45-54	2283
Regents Park - Heritage Park	2016	55-64	1820
Regents Park - Heritage Park	2016	65-74	837
Regents Park - Heritage Park	2016	75-84	341
Regents Park - Heritage Park	2016	85+	81
Greenbank	2006	15-19	655
Greenbank	2006	20-24	388
Greenbank	2006	25-34	1241
Greenbank	2006	35-44	1756
Greenbank	2006	45-54	1307
Greenbank	2006	55-64	961
Greenbank	2006	65-74	310
Greenbank	2006	75-84	100
Greenbank	2006	85+	18
Greenbank	2011	15-19	853
Greenbank	2011	20-24	523
Greenbank	2011	25-34	1336
Greenbank	2011	35-44	2193
Greenbank	2011	45-54	1754
Greenbank	2011	55-64	1266
Greenbank	2011	65-74	561
Greenbank	2011	75-84	158
Greenbank	2011	85+	44
Greenbank	2016	15-19	1028
Greenbank	2016	20-24	667
Greenbank	2016	25-34	1247
Greenbank	2016	35-44	2104
Greenbank	2016	45-54	2136
Greenbank	2016	55-64	1450
Greenbank	2016	65-74	886
Greenbank	2016	75-84	249
Greenbank	2016	85+	61
Jimboomba	2006	15-19	1213
Jimboomba	2006	20-24	689
Jimboomba	2006	25-34	2182
Jimboomba	2006	35-44	3099
Jimboomba	2006	45-54	2161
Jimboomba	2006	55-64	1545
Jimboomba	2006	65-74	542
Jimboomba	2006	75-84	238
Jimboomba	2006	85+	50
Jimboomba	2011	15-19	1597
Jimboomba	2011	20-24	892
Jimboomba	2011	25-34	2145
Jimboomba	2011	35-44	3707
Jimboomba	2011	45-54	2845
Jimboomba	2011	55-64	1910
Jimboomba	2011	65-74	940
Jimboomba	2011	75-84	305
Jimboomba	2011	85+	70
Jimboomba	2016	15-19	1971
Jimboomba	2016	20-24	1663
Jimboomba	2016	25-34	3460
Jimboomba	2016	35-44	3837
Jimboomba	2016	45-54	3720
Jimboomba	2016	55-64	2511
Jimboomba	2016	65-74	1533
Jimboomba	2016	75-84	443
Jimboomba	2016	85+	124
Logan Village	2006	15-19	484
Logan Village	2006	20-24	347
Logan Village	2006	25-34	566
Logan Village	2006	35-44	961
Logan Village	2006	45-54	1022
Logan Village	2006	55-64	635
Logan Village	2006	65-74	224
Logan Village	2006	75-84	82
Logan Village	2006	85+	36
Logan Village	2011	15-19	477
Logan Village	2011	20-24	336
Logan Village	2011	25-34	556
Logan Village	2011	35-44	889
Logan Village	2011	45-54	1058
Logan Village	2011	55-64	779
Logan Village	2011	65-74	406
Logan Village	2011	75-84	111
Logan Village	2011	85+	30
Logan Village	2016	15-19	535
