SA2_NAME16	Year	Sex	persons
West Pennant Hills	2006	M	6158
West Pennant Hills	2011	F	6334
West Pennant Hills	2011	M	6113
West Pennant Hills	2016	F	6389
West Pennant Hills	2016	M	6244
Castle Hill - Central	2006	F	3455
Castle Hill - Central	2006	M	3363
Castle Hill - Central	2011	F	3683
Castle Hill - Central	2011	M	3533
Castle Hill - Central	2016	F	3904
Castle Hill - Central	2016	M	3713
Castle Hill - East	2006	F	3247
Castle Hill - East	2006	M	2388
Castle Hill - East	2011	F	3111
Castle Hill - East	2011	M	2468
Castle Hill - East	2016	F	3087
Castle Hill - East	2016	M	2512
Castle Hill - North	2006	F	5210
Castle Hill - North	2006	M	5066
Castle Hill - North	2011	F	5748
Castle Hill - North	2011	M	5621
Castle Hill - North	2016	F	5995
Castle Hill - North	2016	M	5892
Castle Hill - South	2006	F	4136
Castle Hill - South	2006	M	3921
Castle Hill - South	2011	F	4532
Castle Hill - South	2011	M	4345
Castle Hill - South	2016	F	4902
Castle Hill - South	2016	M	4612
Castle Hill - West	2006	F	2358
Castle Hill - West	2006	M	2243
Castle Hill - West	2011	F	2631
Castle Hill - West	2011	M	2519
Castle Hill - West	2016	F	2678
Castle Hill - West	2016	M	2565
Cherrybrook	2006	F	9841
Cherrybrook	2006	M	9263
Cherrybrook	2011	F	9607
Cherrybrook	2011	M	9170
Cherrybrook	2016	F	9552
Cherrybrook	2016	M	9210
Kellyville	2006	F	7727
Kellyville	2006	M	7592
Kellyville	2011	F	9446
Kellyville	2011	M	9171
Kellyville	2016	F	11790
Kellyville	2016	M	11436
Dural - Kenthurst - Wisemans Ferry	2006	F	9947
Dural - Kenthurst - Wisemans Ferry	2006	M	9836
Dural - Kenthurst - Wisemans Ferry	2011	F	10193
Dural - Kenthurst - Wisemans Ferry	2011	M	10052
Dural - Kenthurst - Wisemans Ferry	2016	F	10543
Dural - Kenthurst - Wisemans Ferry	2016	M	10476
Galston - Laughtondale	2006	F	2414
Galston - Laughtondale	2006	M	2444
Galston - Laughtondale	2011	F	2588
Galston - Laughtondale	2011	M	2512
Galston - Laughtondale	2016	F	2623
Galston - Laughtondale	2016	M	2591
Bilpin - Colo - St Albans	2006	F	1202
Bilpin - Colo - St Albans	2006	M	1306
Bilpin - Colo - St Albans	2011	F	1225
Bilpin - Colo - St Albans	2011	M	1415
Bilpin - Colo - St Albans	2016	F	1316
Bilpin - Colo - St Albans	2016	M	1376
Kurrajong Heights - Ebenezer	2006	F	10388
Kurrajong Heights - Ebenezer	2006	M	10596
Kurrajong Heights - Ebenezer	2011	F	10618
Kurrajong Heights - Ebenezer	2011	M	10816
Kurrajong Heights - Ebenezer	2016	F	10860
Kurrajong Heights - Ebenezer	2016	M	11038
Pitt Town - McGraths Hill	2006	F	4253
Pitt Town - McGraths Hill	2006	M	4407
Pitt Town - McGraths Hill	2011	F	4451
Pitt Town - McGraths Hill	2011	M	4566
Pitt Town - McGraths Hill	2016	F	5213
Pitt Town - McGraths Hill	2016	M	5320
Rouse Hill - Beaumont Hills	2006	F	8463
Rouse Hill - Beaumont Hills	2006	M	8522
Rouse Hill - Beaumont Hills	2011	F	8959
Rouse Hill - Beaumont Hills	2011	M	9206
Rouse Hill - Beaumont Hills	2016	F	11377
Rouse Hill - Beaumont Hills	2016	M	11274
Blacktown (East) - Kings Park	2006	F	6405
Blacktown (East) - Kings Park	2006	M	6587
Blacktown (East) - Kings Park	2011	F	7627
Blacktown (East) - Kings Park	2011	M	7915
Blacktown (East) - Kings Park	2016	F	8330
Blacktown (East) - Kings Park	2016	M	8591
Blacktown (North) - Marayong	2006	F	8073
Blacktown (North) - Marayong	2006	M	7871
Blacktown (North) - Marayong	2011	F	8479
Blacktown (North) - Marayong	2011	M	8395
Blacktown (North) - Marayong	2016	F	9015
Blacktown (North) - Marayong	2016	M	9012
Doonside - Woodcroft	2006	F	9368
Doonside - Woodcroft	2006	M	9020
Doonside - Woodcroft	2011	F	9927
Doonside - Woodcroft	2011	M	9574
Doonside - Woodcroft	2016	F	11410
Doonside - Woodcroft	2016	M	11115
Lalor Park - Kings Langley	2006	F	11835
Lalor Park - Kings Langley	2006	M	11787
Lalor Park - Kings Langley	2011	F	12130
Lalor Park - Kings Langley	2011	M	11839
Lalor Park - Kings Langley	2016	F	12471
Lalor Park - Kings Langley	2016	M	12406
Seven Hills - Toongabbie	2006	F	10997
Seven Hills - Toongabbie	2006	M	10765
Seven Hills - Toongabbie	2011	F	11338
Seven Hills - Toongabbie	2011	M	11176
Seven Hills - Toongabbie	2016	F	11858
Seven Hills - Toongabbie	2016	M	12061
Blacktown (South)	2006	F	5448
Blacktown (South)	2006	M	5298
Blacktown (South)	2011	F	5907
Blacktown (South)	2011	M	5689
Blacktown (South)	2016	F	6145
Blacktown (South)	2016	M	6174
Blacktown (West)	2006	F	6983
Blacktown (West)	2006	M	6727
Blacktown (West)	2011	F	7620
Blacktown (West)	2011	M	7400
Blacktown (West)	2016	F	8085
Blacktown (West)	2016	M	8070
Glenwood	2006	F	6921
Glenwood	2006	M	6976
Glenwood	2011	F	7668
Glenwood	2011	M	7659
Glenwood	2016	F	8148
Glenwood	2016	M	7983
Parklea - Kellyville Ridge	2006	F	5223
Parklea - Kellyville Ridge	2006	M	5938
Parklea - Kellyville Ridge	2011	F	10945
Parklea - Kellyville Ridge	2011	M	11459
Parklea - Kellyville Ridge	2016	F	16017
Parklea - Kellyville Ridge	2016	M	16626
Riverstone - Marsden Park	2006	F	5251
Riverstone - Marsden Park	2006	M	5406
Riverstone - Marsden Park	2011	F	5515
Riverstone - Marsden Park	2011	M	5720
Riverstone - Marsden Park	2016	F	8553
Riverstone - Marsden Park	2016	M	8762
Acacia Gardens	2006	F	1596
Acacia Gardens	2006	M	1516
Acacia Gardens	2011	F	1865
Acacia Gardens	2011	M	1816
Acacia Gardens	2016	F	1899
Acacia Gardens	2016	M	1899
Quakers Hill	2006	F	10724
Quakers Hill	2006	M	10445
Quakers Hill	2011	F	11123
Quakers Hill	2011	M	11006
Quakers Hill	2016	F	11631
Quakers Hill	2016	M	11313
Bidwill - Hebersham - Emerton	2006	F	9369
Bidwill - Hebersham - Emerton	2006	M	8879
Bidwill - Hebersham - Emerton	2011	F	9517
Bidwill - Hebersham - Emerton	2011	M	9077
Bidwill - Hebersham - Emerton	2016	F	9493
Bidwill - Hebersham - Emerton	2016	M	8954
Glendenning - Dean Park	2006	F	3985
Glendenning - Dean Park	2006	M	3943
Glendenning - Dean Park	2011	F	4078
Glendenning - Dean Park	2011	M	4052
Glendenning - Dean Park	2016	F	4240
Glendenning - Dean Park	2016	M	4111
Hassall Grove - Plumpton	2006	F	9379
Hassall Grove - Plumpton	2006	M	9377
Hassall Grove - Plumpton	2011	F	9884
Hassall Grove - Plumpton	2011	M	9709
Hassall Grove - Plumpton	2016	F	10521
Hassall Grove - Plumpton	2016	M	10153
Lethbridge Park - Tregear	2006	F	7430
Lethbridge Park - Tregear	2006	M	7161
Lethbridge Park - Tregear	2011	F	8206
Lethbridge Park - Tregear	2011	M	7839
Lethbridge Park - Tregear	2016	F	10672
Lethbridge Park - Tregear	2016	M	10033
Mount Druitt - Whalan	2006	F	9643
Mount Druitt - Whalan	2006	M	9444
Mount Druitt - Whalan	2011	F	10908
Mount Druitt - Whalan	2011	M	10810
Mount Druitt - Whalan	2016	F	11483
Mount Druitt - Whalan	2016	M	11218
Prospect Reservoir	2006	F	0
Prospect Reservoir	2006	M	0
Prospect Reservoir	2011	F	7
Prospect Reservoir	2011	M	12
Prospect Reservoir	2016	F	10
Prospect Reservoir	2016	M	32
Rooty Hill - Minchinbury	2006	F	9354
Rooty Hill - Minchinbury	2006	M	8797
Rooty Hill - Minchinbury	2011	F	10031
Rooty Hill - Minchinbury	2011	M	9594
Rooty Hill - Minchinbury	2016	F	10728
Rooty Hill - Minchinbury	2016	M	10425
Banksmeadow	2006	F	0
Banksmeadow	2006	M	0
Banksmeadow	2011	F	0
Banksmeadow	2011	M	14
Banksmeadow	2016	F	6
Banksmeadow	2016	M	10
Botany	2006	F	3995
Botany	2006	M	3938
Botany	2011	F	4499
Botany	2011	M	4388
Botany	2016	F	5414
Botany	2016	M	5408
Mascot - Eastlakes	2006	F	8912
Mascot - Eastlakes	2006	M	8899
Mascot - Eastlakes	2011	F	9957
Mascot - Eastlakes	2011	M	9909
Mascot - Eastlakes	2016	F	12177
Mascot - Eastlakes	2016	M	12228
Pagewood - Hillsdale - Daceyville	2006	F	5276
Pagewood - Hillsdale - Daceyville	2006	M	4966
Pagewood - Hillsdale - Daceyville	2011	F	5408
Pagewood - Hillsdale - Daceyville	2011	M	5180
Pagewood - Hillsdale - Daceyville	2016	F	5807
Pagewood - Hillsdale - Daceyville	2016	M	5567
Port Botany Industrial	2006	F	0
Port Botany Industrial	2006	M	0
Port Botany Industrial	2011	F	0
Port Botany Industrial	2011	M	0
Port Botany Industrial	2016	F	3
Port Botany Industrial	2016	M	3
Sydney Airport	2006	F	0
Sydney Airport	2006	M	0
Sydney Airport	2011	F	0
Sydney Airport	2011	M	3
Sydney Airport	2016	F	23
Sydney Airport	2016	M	38
Marrickville	2006	F	12022
Marrickville	2006	M	11738
Marrickville	2011	F	12422
Marrickville	2011	M	12196
Marrickville	2016	F	13536
Marrickville	2016	M	12998
Petersham - Stanmore	2006	F	8658
Petersham - Stanmore	2006	M	8646
Petersham - Stanmore	2011	F	9448
Petersham - Stanmore	2011	M	9357
Petersham - Stanmore	2016	F	10187
Petersham - Stanmore	2016	M	10044
Sydenham - Tempe - St Peters	2006	F	3305
Sydenham - Tempe - St Peters	2006	M	3442
Sydenham - Tempe - St Peters	2011	F	3467
Sydenham - Tempe - St Peters	2011	M	3720
Sydenham - Tempe - St Peters	2016	F	3912
Sydenham - Tempe - St Peters	2016	M	3933
Darlinghurst	2006	F	4197
Darlinghurst	2006	M	5929
Darlinghurst	2011	F	4144
Darlinghurst	2011	M	5918
Darlinghurst	2016	F	4773
Darlinghurst	2016	M	6547
Erskineville - Alexandria	2006	F	5616
Erskineville - Alexandria	2006	M	6171
Erskineville - Alexandria	2011	F	6750
Erskineville - Alexandria	2011	M	7152
Erskineville - Alexandria	2016	F	7932
Erskineville - Alexandria	2016	M	8301
Glebe - Forest Lodge	2006	F	8006
Glebe - Forest Lodge	2006	M	7317
Glebe - Forest Lodge	2011	F	8506
Glebe - Forest Lodge	2011	M	8072
Glebe - Forest Lodge	2016	F	10268
Glebe - Forest Lodge	2016	M	9344
Newtown - Camperdown - Darlington	2006	F	10285
Newtown - Camperdown - Darlington	2006	M	10135
Newtown - Camperdown - Darlington	2011	F	10768
Newtown - Camperdown - Darlington	2011	M	10753
Newtown - Camperdown - Darlington	2016	F	12656
Newtown - Camperdown - Darlington	2016	M	12181
Potts Point - Woolloomooloo	2006	F	7959
Potts Point - Woolloomooloo	2006	M	9619
Potts Point - Woolloomooloo	2011	F	8284
Potts Point - Woolloomooloo	2011	M	9752
Potts Point - Woolloomooloo	2016	F	9253
Potts Point - Woolloomooloo	2016	M	11950
Pyrmont - Ultimo	2006	F	7908
Pyrmont - Ultimo	2006	M	8728
Pyrmont - Ultimo	2011	F	9174
Pyrmont - Ultimo	2011	M	9557
Pyrmont - Ultimo	2016	F	10918
Pyrmont - Ultimo	2016	M	10733
Redfern - Chippendale	2006	F	7234
Redfern - Chippendale	2006	M	8937
Redfern - Chippendale	2011	F	7370
Redfern - Chippendale	2011	M	9186
Redfern - Chippendale	2016	F	10877
Redfern - Chippendale	2016	M	11625
Surry Hills	2006	F	6097
Surry Hills	2006	M	8941
Surry Hills	2011	F	6467
Surry Hills	2011	M	8871
Surry Hills	2016	F	6985
Surry Hills	2016	M	9431
Sydney - Haymarket - The Rocks	2006	F	10311
Sydney - Haymarket - The Rocks	2006	M	10936
Sydney - Haymarket - The Rocks	2011	F	11035
Sydney - Haymarket - The Rocks	2011	M	11727
Sydney - Haymarket - The Rocks	2016	F	13597
Sydney - Haymarket - The Rocks	2016	M	13815
Waterloo - Beaconsfield	2006	F	7828
Waterloo - Beaconsfield	2006	M	8716
Waterloo - Beaconsfield	2011	F	9994
Waterloo - Beaconsfield	2011	M	11096
Waterloo - Beaconsfield	2016	F	16147
Waterloo - Beaconsfield	2016	M	16916
Bondi - Tamarama - Bronte	2006	F	8342
Bondi - Tamarama - Bronte	2006	M	8238
Bondi - Tamarama - Bronte	2011	F	9091
Bondi - Tamarama - Bronte	2011	M	8804
Bondi - Tamarama - Bronte	2016	F	9325
Bondi - Tamarama - Bronte	2016	M	9077
Bondi Beach - North Bondi	2006	F	9361
Bondi Beach - North Bondi	2006	M	9561
Bondi Beach - North Bondi	2011	F	9501
Bondi Beach - North Bondi	2011	M	9827
Bondi Beach - North Bondi	2016	F	10453
Bondi Beach - North Bondi	2016	M	10275
Bondi Junction - Waverly	2006	F	7870
Bondi Junction - Waverly	2006	M	7449
Bondi Junction - Waverly	2011	F	8213
Bondi Junction - Waverly	2011	M	7635
Bondi Junction - Waverly	2016	F	8906
Bondi Junction - Waverly	2016	M	7947
Centennial Park	2006	F	0
Centennial Park	2006	M	0
Centennial Park	2011	F	0
Centennial Park	2011	M	0
Centennial Park	2016	F	0
Centennial Park	2016	M	0
Double Bay - Bellevue Hill	2006	F	11915
Double Bay - Bellevue Hill	2006	M	10302
Double Bay - Bellevue Hill	2011	F	12602
Double Bay - Bellevue Hill	2011	M	11331
Double Bay - Bellevue Hill	2016	F	13244
Double Bay - Bellevue Hill	2016	M	11629
Dover Heights	2006	F	5201
Dover Heights	2006	M	4696
Dover Heights	2011	F	5424
Dover Heights	2011	M	4997
Dover Heights	2016	F	5647
Dover Heights	2016	M	5180
Paddington - Moore Park	2006	F	7122
Paddington - Moore Park	2006	M	6675
Paddington - Moore Park	2011	F	7386
Paddington - Moore Park	2011	M	6851
Paddington - Moore Park	2016	F	7969
Paddington - Moore Park	2016	M	7203
Rose Bay - Vaucluse - Watsons Bay	2006	F	6119
Rose Bay - Vaucluse - Watsons Bay	2006	M	5471
Rose Bay - Vaucluse - Watsons Bay	2011	F	6157
Rose Bay - Vaucluse - Watsons Bay	2011	M	5554
Rose Bay - Vaucluse - Watsons Bay	2016	F	6312
Rose Bay - Vaucluse - Watsons Bay	2016	M	5532
Woollahra	2006	F	4027
Woollahra	2006	M	3267
Woollahra	2011	F	3940
Woollahra	2011	M	3238
Woollahra	2016	F	4195
Woollahra	2016	M	3487
Coogee - Clovelly	2006	F	11741
Coogee - Clovelly	2006	M	11238
Coogee - Clovelly	2011	F	12322
Coogee - Clovelly	2011	M	11352
Coogee - Clovelly	2016	F	13419
Coogee - Clovelly	2016	M	12028
Malabar - La Perouse - Chifley	2006	F	9486
Malabar - La Perouse - Chifley	2006	M	9986
Malabar - La Perouse - Chifley	2011	F	10116
Malabar - La Perouse - Chifley	2011	M	10990
Malabar - La Perouse - Chifley	2016	F	11493
Malabar - La Perouse - Chifley	2016	M	12545
Kensington (NSW)	2006	F	5351
Kensington (NSW)	2006	M	5498
Kensington (NSW)	2011	F	6318
Kensington (NSW)	2011	M	6462
Kensington (NSW)	2016	F	7407
Kensington (NSW)	2016	M	7476
Kingsford	2006	F	6475
Kingsford	2006	M	6709
Kingsford	2011	F	6959
Kingsford	2011	M	7142
Kingsford	2016	F	7639
Kingsford	2016	M	7967
Maroubra - North	2006	F	4471
Maroubra - North	2006	M	4300
Maroubra - North	2011	F	4842
Maroubra - North	2011	M	4404
Maroubra - North	2016	F	5090
Maroubra - North	2016	M	4721
Maroubra - South	2006	F	5129
Maroubra - South	2006	M	4748
Maroubra - South	2011	F	5589
Maroubra - South	2011	M	5150
Maroubra - South	2016	F	5542
Maroubra - South	2016	M	5140
Maroubra - West	2006	F	4498
Maroubra - West	2006	M	4446
Maroubra - West	2011	F	4902
Maroubra - West	2011	M	4697
Maroubra - West	2016	F	5198
Maroubra - West	2016	M	5002
Randwick - North	2006	F	7971
Randwick - North	2006	M	7129
Randwick - North	2011	F	8545
Randwick - North	2011	M	7605
Randwick - North	2016	F	8901
Randwick - North	2016	M	7972
Randwick - South	2006	F	5626
Randwick - South	2006	M	5097
Randwick - South	2011	F	6023
Randwick - South	2011	M	5563
Randwick - South	2016	F	6787
Randwick - South	2016	M	6327
Bass Hill - Georges Hall	2006	F	9701
Bass Hill - Georges Hall	2006	M	9542
Bass Hill - Georges Hall	2011	F	10276
Bass Hill - Georges Hall	2011	M	9797
Bass Hill - Georges Hall	2016	F	11114
Bass Hill - Georges Hall	2016	M	10713
Chullora	2006	F	0
Chullora	2006	M	0
Chullora	2011	F	0
Chullora	2011	M	0
Chullora	2016	F	457
Chullora	2016	M	438
Condell Park	2006	F	4758
Condell Park	2006	M	4685
Condell Park	2011	F	5054
Condell Park	2011	M	5134
Condell Park	2016	F	5653
Condell Park	2016	M	5653
Greenacre - Mount Lewis	2006	F	11610
Greenacre - Mount Lewis	2006	M	11163
Greenacre - Mount Lewis	2011	F	12294
Greenacre - Mount Lewis	2011	M	12022
Greenacre - Mount Lewis	2016	F	13083
Greenacre - Mount Lewis	2016	M	12883
Padstow	2006	F	7662
Padstow	2006	M	7250
Padstow	2011	F	8035
Padstow	2011	M	7597
Padstow	2016	F	8422
Padstow	2016	M	8053
Panania - Milperra - Picnic Point	2006	F	11892
Panania - Milperra - Picnic Point	2006	M	11508
Panania - Milperra - Picnic Point	2011	F	12334
Panania - Milperra - Picnic Point	2011	M	11878
Panania - Milperra - Picnic Point	2016	F	13185
Panania - Milperra - Picnic Point	2016	M	12600
Revesby	2006	F	6906
Revesby	2006	M	6519
Revesby	2011	F	7717
Revesby	2011	M	7158
Revesby	2016	F	8353
Revesby	2016	M	7870
Yagoona - Birrong	2006	F	8514
Yagoona - Birrong	2006	M	8343
Yagoona - Birrong	2011	F	9556
Yagoona - Birrong	2011	M	9394
Yagoona - Birrong	2016	F	10390
Yagoona - Birrong	2016	M	10320
Bankstown - North	2006	F	7164
Bankstown - North	2006	M	6896
Bankstown - North	2011	F	7804
Bankstown - North	2011	M	7580
Bankstown - North	2016	F	8325
Bankstown - North	2016	M	7908
Bankstown - South	2006	F	6693
Bankstown - South	2006	M	6659
Bankstown - South	2011	F	7770
Bankstown - South	2011	M	7669
Bankstown - South	2016	F	8016
Bankstown - South	2016	M	7978
Belmore - Belfield	2006	F	9016
Belmore - Belfield	2006	M	8826
Belmore - Belfield	2011	F	9409
Belmore - Belfield	2011	M	9210
Belmore - Belfield	2016	F	9649
Belmore - Belfield	2016	M	9391
Canterbury (South) - Campsie	2006	F	12446
Canterbury (South) - Campsie	2006	M	12453
Canterbury (South) - Campsie	2011	F	13343
Canterbury (South) - Campsie	2011	M	13479
Canterbury (South) - Campsie	2016	F	15332
Canterbury (South) - Campsie	2016	M	15292
Kingsgrove (North) - Earlwood	2006	F	11266
Kingsgrove (North) - Earlwood	2006	M	10756
Kingsgrove (North) - Earlwood	2011	F	11517
Kingsgrove (North) - Earlwood	2011	M	11004
Kingsgrove (North) - Earlwood	2016	F	12044
Kingsgrove (North) - Earlwood	2016	M	11637
Punchbowl	2006	F	8859
Punchbowl	2006	M	9069
Punchbowl	2011	F	9435
Punchbowl	2011	M	9763
Punchbowl	2016	F	10134
Punchbowl	2016	M	10622
Roselands	2006	F	5894
Roselands	2006	M	5556
Roselands	2011	F	6657
Roselands	2011	M	6405
Roselands	2016	F	6959
Roselands	2016	M	6781
Lakemba	2006	F	6927
Lakemba	2006	M	7540
Lakemba	2011	F	7352
Lakemba	2011	M	8158
Lakemba	2016	F	7827
Lakemba	2016	M	9196
Wiley Park	2006	F	4328
Wiley Park	2006	M	4586
Wiley Park	2011	F	4653
Wiley Park	2011	M	5050
Wiley Park	2016	F	4838
Wiley Park	2016	M	5384
Hurstville	2006	F	9330
Hurstville	2006	M	8982
Hurstville	2011	F	10377
Hurstville	2011	M	9775
Hurstville	2016	F	11991
Hurstville	2016	M	11620
Mortdale - Penshurst	2006	F	10990
Mortdale - Penshurst	2006	M	10261
Mortdale - Penshurst	2011	F	11481
Mortdale - Penshurst	2011	M	10792
Mortdale - Penshurst	2016	F	12375
Mortdale - Penshurst	2016	M	11533
Narwee - Beverly Hills	2006	F	6206
Narwee - Beverly Hills	2006	M	5571
Narwee - Beverly Hills	2011	F	6681
Narwee - Beverly Hills	2011	M	6081
Narwee - Beverly Hills	2016	F	7166
Narwee - Beverly Hills	2016	M	6617
Oatley - Hurstville Grove	2006	F	5855
Oatley - Hurstville Grove	2006	M	5584
Oatley - Hurstville Grove	2011	F	6120
Oatley - Hurstville Grove	2011	M	5824
Oatley - Hurstville Grove	2016	F	6431
Oatley - Hurstville Grove	2016	M	6183
Peakhurst - Lugarno	2006	F	8879
Peakhurst - Lugarno	2006	M	8304
Peakhurst - Lugarno	2011	F	8942
Peakhurst - Lugarno	2011	M	8471
Peakhurst - Lugarno	2016	F	9261
Peakhurst - Lugarno	2016	M	8670
Riverwood	2006	F	4720
Riverwood	2006	M	4402
Riverwood	2011	F	4841
Riverwood	2011	M	4613
Riverwood	2016	F	5739
Riverwood	2016	M	5534
South Hurstville - Blakehurst	2006	F	10874
South Hurstville - Blakehurst	2006	M	10339
South Hurstville - Blakehurst	2011	F	11609
South Hurstville - Blakehurst	2011	M	10995
South Hurstville - Blakehurst	2016	F	12348
South Hurstville - Blakehurst	2016	M	11721
Arncliffe - Bardwell Valley	2006	F	6692
Arncliffe - Bardwell Valley	2006	M	6883
Arncliffe - Bardwell Valley	2011	F	7291
Arncliffe - Bardwell Valley	2011	M	7381
Arncliffe - Bardwell Valley	2016	F	10692
Arncliffe - Bardwell Valley	2016	M	10754
Bexley	2006	F	12112
Bexley	2006	M	11934
Bexley	2011	F	12676
Bexley	2011	M	12440
Bexley	2016	F	13336
Bexley	2016	M	13143
Kingsgrove (South) - Bardwell Park	2006	F	5803
Kingsgrove (South) - Bardwell Park	2006	M	5584
Kingsgrove (South) - Bardwell Park	2011	F	6097
Kingsgrove (South) - Bardwell Park	2011	M	5914
Kingsgrove (South) - Bardwell Park	2016	F	6441
Kingsgrove (South) - Bardwell Park	2016	M	6174
Kogarah	2006	F	4642
Kogarah	2006	M	4393
Kogarah	2011	F	4878
Kogarah	2011	M	4727
Kogarah	2016	F	5682
Kogarah	2016	M	5627
Kogarah Bay - Carlton - Allawah	2006	F	7242
Kogarah Bay - Carlton - Allawah	2006	M	6812
Kogarah Bay - Carlton - Allawah	2011	F	7547
Kogarah Bay - Carlton - Allawah	2011	M	7286
Kogarah Bay - Carlton - Allawah	2016	F	8011
Kogarah Bay - Carlton - Allawah	2016	M	7958
Monterey - Brighton-le-Sands - Kyeemagh	2006	F	6282
Monterey - Brighton-le-Sands - Kyeemagh	2006	M	5850
Monterey - Brighton-le-Sands - Kyeemagh	2011	F	6786
Monterey - Brighton-le-Sands - Kyeemagh	2011	M	6335
Monterey - Brighton-le-Sands - Kyeemagh	2016	F	7219
Monterey - Brighton-le-Sands - Kyeemagh	2016	M	6747
Rockdale - Banksia	2006	F	8637
Rockdale - Banksia	2006	M	8869
Rockdale - Banksia	2011	F	8944
Rockdale - Banksia	2011	M	9383
Rockdale - Banksia	2016	F	9758
Rockdale - Banksia	2016	M	10209
Sans Souci - Ramsgate	2006	F	7412
Sans Souci - Ramsgate	2006	M	6548
Sans Souci - Ramsgate	2011	F	7811
Sans Souci - Ramsgate	2011	M	6987
Sans Souci - Ramsgate	2016	F	8424
Sans Souci - Ramsgate	2016	M	7550
Concord - Mortlake - Cabarita	2006	F	8916
Concord - Mortlake - Cabarita	2006	M	8518
Concord - Mortlake - Cabarita	2011	F	10058
Concord - Mortlake - Cabarita	2011	M	9525
Concord - Mortlake - Cabarita	2016	F	11301
Concord - Mortlake - Cabarita	2016	M	10444
Concord West - North Strathfield	2006	F	6444
Concord West - North Strathfield	2006	M	6070
Concord West - North Strathfield	2011	F	9071
Concord West - North Strathfield	2011	M	8947
Concord West - North Strathfield	2016	F	12631
Concord West - North Strathfield	2016	M	12212
Drummoyne - Rodd Point	2006	F	8809
Drummoyne - Rodd Point	2006	M	7888
Drummoyne - Rodd Point	2011	F	9102
Drummoyne - Rodd Point	2011	M	8353
Drummoyne - Rodd Point	2016	F	9704
Drummoyne - Rodd Point	2016	M	8625
Five Dock - Abbotsford	2006	F	9391
Five Dock - Abbotsford	2006	M	8496
Five Dock - Abbotsford	2011	F	9985
Five Dock - Abbotsford	2011	M	9113
Five Dock - Abbotsford	2016	F	10795
Five Dock - Abbotsford	2016	M	9649
Balmain	2006	F	7154
Balmain	2006	M	6610
Balmain	2011	F	7716
Balmain	2011	M	7036
Balmain	2016	F	8170
Balmain	2016	M	7518
Leichhardt - Annandale	2006	F	11757
Leichhardt - Annandale	2006	M	10699
Leichhardt - Annandale	2011	F	12892
Leichhardt - Annandale	2011	M	11547
Leichhardt - Annandale	2016	F	13733
Leichhardt - Annandale	2016	M	12656
Lilyfield - Rozelle	2006	F	6525
Lilyfield - Rozelle	2006	M	6031
Lilyfield - Rozelle	2011	F	6872
Lilyfield - Rozelle	2011	M	6149
Lilyfield - Rozelle	2016	F	7317
Lilyfield - Rozelle	2016	M	6670
Ashfield	2006	F	11164
Ashfield	2006	M	10658
Ashfield	2011	F	11641
Ashfield	2011	M	11135
Ashfield	2016	F	12384
Ashfield	2016	M	12111
Burwood - Croydon	2006	F	10258
Burwood - Croydon	2006	M	9709
Burwood - Croydon	2011	F	10819
Burwood - Croydon	2011	M	10195
Burwood - Croydon	2016	F	12833
Burwood - Croydon	2016	M	11821
Canterbury (North) - Ashbury	2006	F	4607
Canterbury (North) - Ashbury	2006	M	4476
Canterbury (North) - Ashbury	2011	F	4786
Canterbury (North) - Ashbury	2011	M	4594
Canterbury (North) - Ashbury	2016	F	5330
Canterbury (North) - Ashbury	2016	M	5113
Croydon Park - Enfield	2006	F	8169
Croydon Park - Enfield	2006	M	7529
Croydon Park - Enfield	2011	F	8575
Croydon Park - Enfield	2011	M	7810
Croydon Park - Enfield	2016	F	9065
Croydon Park - Enfield	2016	M	8158
Dulwich Hill - Lewisham	2006	F	7736
Dulwich Hill - Lewisham	2006	M	7228
Dulwich Hill - Lewisham	2011	F	8289
Dulwich Hill - Lewisham	2011	M	7621
Dulwich Hill - Lewisham	2016	F	8774
Dulwich Hill - Lewisham	2016	M	8038
Haberfield - Summer Hill	2006	F	6517
Haberfield - Summer Hill	2006	M	6201
Haberfield - Summer Hill	2011	F	6834
Haberfield - Summer Hill	2011	M	6399
Haberfield - Summer Hill	2016	F	6886
Haberfield - Summer Hill	2016	M	6587
Homebush	2006	F	4897
Homebush	2006	M	5021
Homebush	2011	F	6023
Homebush	2011	M	6498
Homebush	2016	F	7657
Homebush	2016	M	8555
Strathfield	2006	F	11276
Strathfield	2006	M	11254
Strathfield	2011	F	11352
Strathfield	2011	M	11435
Strathfield	2016	F	12483
Strathfield	2016	M	12537
Strathfield South	2006	F	1569
Strathfield South	2006	M	1540
Strathfield South	2011	F	1605
Strathfield South	2011	M	1604
Strathfield South	2016	F	1804
Strathfield South	2016	M	1743
Chatswood (East) - Artarmon	2006	F	12124
Chatswood (East) - Artarmon	2006	M	10894
Chatswood (East) - Artarmon	2011	F	12771
Chatswood (East) - Artarmon	2011	M	11566
Chatswood (East) - Artarmon	2016	F	15057
Chatswood (East) - Artarmon	2016	M	13630
Chatswood (West) - Lane Cove North	2006	F	8602
Chatswood (West) - Lane Cove North	2006	M	7998
Chatswood (West) - Lane Cove North	2011	F	9349
Chatswood (West) - Lane Cove North	2011	M	8774
Chatswood (West) - Lane Cove North	2016	F	10759
Chatswood (West) - Lane Cove North	2016	M	10096
Lane Cove - Greenwich	2006	F	12160
Lane Cove - Greenwich	2006	M	11708
Lane Cove - Greenwich	2011	F	12481
