SA2_NAME16	Year	Sex	employmentToPopulation
St Lucia	2011	F	44
St Lucia	2011	M	46.3
St Lucia	2016	F	37.2
St Lucia	2016	M	42.6
Taringa	2006	F	58.7
Taringa	2006	M	66.8
Taringa	2011	F	61.4
Taringa	2011	M	68.4
Taringa	2016	F	57.4
Taringa	2016	M	64.6
Enoggera	2006	F	60
Enoggera	2006	M	71.6
Enoggera	2011	F	63.4
Enoggera	2011	M	77.3
Enoggera	2016	F	63.2
Enoggera	2016	M	73.7
Enoggera Reservoir	2006	F	52.4
Enoggera Reservoir	2006	M	50
Enoggera Reservoir	2011	F	33.3
Enoggera Reservoir	2011	M	81.8
Enoggera Reservoir	2016	F	50
Enoggera Reservoir	2016	M	83.3
Keperra	2006	F	48.6
Keperra	2006	M	64.3
Keperra	2011	F	48.7
Keperra	2011	M	61.2
Keperra	2016	F	48.3
Keperra	2016	M	58
Mitchelton	2006	F	52.6
Mitchelton	2006	M	65.1
Mitchelton	2011	F	61.5
Mitchelton	2011	M	71.4
Mitchelton	2016	F	61.5
Mitchelton	2016	M	67.3
Mount Coot-tha	2006	F	0
Mount Coot-tha	2006	M	0
Mount Coot-tha	2011	F	0
Mount Coot-tha	2011	M	0
Mount Coot-tha	2016	F	0
Mount Coot-tha	2016	M	0
The Gap	2006	F	62.3
The Gap	2006	M	71.8
The Gap	2011	F	61.3
The Gap	2011	M	70.1
The Gap	2016	F	59.3
The Gap	2016	M	66
Upper Kedron - Ferny Grove	2006	F	66.6
Upper Kedron - Ferny Grove	2006	M	78.2
Upper Kedron - Ferny Grove	2011	F	64.8
Upper Kedron - Ferny Grove	2011	M	73.9
Upper Kedron - Ferny Grove	2016	F	62.4
Upper Kedron - Ferny Grove	2016	M	69.4
Brisbane City	2006	F	50.1
Brisbane City	2006	M	53.8
Brisbane City	2011	F	54.1
Brisbane City	2011	M	59.6
Brisbane City	2016	F	52.6
Brisbane City	2016	M	58.7
Fortitude Valley	2006	F	62.7
Fortitude Valley	2006	M	60.1
Fortitude Valley	2011	F	67.2
Fortitude Valley	2011	M	66.7
Fortitude Valley	2016	F	64.3
Fortitude Valley	2016	M	67.8
Highgate Hill	2006	F	61.4
Highgate Hill	2006	M	61.4
Highgate Hill	2011	F	63.6
Highgate Hill	2011	M	62.1
Highgate Hill	2016	F	59.7
Highgate Hill	2016	M	62.6
Kangaroo Point	2006	F	55
Kangaroo Point	2006	M	63.1
Kangaroo Point	2011	F	59.9
Kangaroo Point	2011	M	65.7
Kangaroo Point	2016	F	60
Kangaroo Point	2016	M	66.7
New Farm	2006	F	55.7
New Farm	2006	M	60.1
New Farm	2011	F	62.6
New Farm	2011	M	67.9
New Farm	2016	F	59.1
New Farm	2016	M	62.9
South Brisbane	2006	F	50
South Brisbane	2006	M	52.8
South Brisbane	2011	F	51.6
South Brisbane	2011	M	55.7
South Brisbane	2016	F	54.9
South Brisbane	2016	M	60.2
Spring Hill	2006	F	50.4
Spring Hill	2006	M	49.3
Spring Hill	2011	F	59.4
Spring Hill	2011	M	59.9
Spring Hill	2016	F	59.1
Spring Hill	2016	M	60.6
West End	2006	F	57.9
West End	2006	M	61
West End	2011	F	60.7
West End	2011	M	65.6
West End	2016	F	61.4
West End	2016	M	64
Balmoral	2006	F	63.1
Balmoral	2006	M	72.6
Balmoral	2011	F	68.3
Balmoral	2011	M	77.8
Balmoral	2016	F	66.9
Balmoral	2016	M	73
Bulimba	2006	F	62.1
Bulimba	2006	M	72.8
Bulimba	2011	F	66.3
Bulimba	2011	M	73.7
Bulimba	2016	F	63.1
Bulimba	2016	M	70.2
East Brisbane	2006	F	64.7
East Brisbane	2006	M	65.5
East Brisbane	2011	F	64.9
East Brisbane	2011	M	65
East Brisbane	2016	F	64.9
East Brisbane	2016	M	67
Hawthorne	2006	F	66.4
Hawthorne	2006	M	75.8
Hawthorne	2011	F	64.6
Hawthorne	2011	M	73.9
Hawthorne	2016	F	68.4
Hawthorne	2016	M	75.9
Morningside - Seven Hills	2006	F	63.2
Morningside - Seven Hills	2006	M	70.8
Morningside - Seven Hills	2011	F	68.8
Morningside - Seven Hills	2011	M	75.7
Morningside - Seven Hills	2016	F	68.6
Morningside - Seven Hills	2016	M	73.3
Norman Park	2006	F	69.2
Norman Park	2006	M	76.3
Norman Park	2011	F	72.1
Norman Park	2011	M	78.1
Norman Park	2016	F	70.7
Norman Park	2016	M	74.7
Albion	2006	F	54.4
Albion	2006	M	67.1
Albion	2011	F	58.8
Albion	2011	M	72.8
Albion	2016	F	63.8
Albion	2016	M	72.6
Alderley	2006	F	60.7
Alderley	2006	M	68.9
Alderley	2011	F	71.3
Alderley	2011	M	74
Alderley	2016	F	69.6
Alderley	2016	M	72.8
Ascot	2006	F	59.2
Ascot	2006	M	69.8
Ascot	2011	F	61.7
Ascot	2011	M	71.5
Ascot	2016	F	58.6
Ascot	2016	M	70.5
Clayfield	2006	F	59.4
Clayfield	2006	M	71.8
Clayfield	2011	F	62.6
Clayfield	2011	M	72
Clayfield	2016	F	61.9
Clayfield	2016	M	69.7
Grange	2006	F	63.5
Grange	2006	M	77.1
Grange	2011	F	68.1
Grange	2011	M	74.8
Grange	2016	F	68.9
Grange	2016	M	75.9
Hamilton (Qld)	2006	F	56.2
Hamilton (Qld)	2006	M	67.1
Hamilton (Qld)	2011	F	62.2
Hamilton (Qld)	2011	M	72.1
Hamilton (Qld)	2016	F	59.7
Hamilton (Qld)	2016	M	69.1
Hendra	2006	F	56.9
Hendra	2006	M	70.1
Hendra	2011	F	60.6
Hendra	2011	M	70.7
Hendra	2016	F	63.7
Hendra	2016	M	69.3
Kelvin Grove - Herston	2006	F	64.3
Kelvin Grove - Herston	2006	M	64.8
Kelvin Grove - Herston	2011	F	59.1
Kelvin Grove - Herston	2011	M	62.6
Kelvin Grove - Herston	2016	F	50
Kelvin Grove - Herston	2016	M	53.1
Newmarket	2006	F	66.9
Newmarket	2006	M	74.1
Newmarket	2011	F	66.2
Newmarket	2011	M	72
Newmarket	2016	F	64
Newmarket	2016	M	69.9
Newstead - Bowen Hills	2006	F	70.7
Newstead - Bowen Hills	2006	M	73.7
Newstead - Bowen Hills	2011	F	71.4
Newstead - Bowen Hills	2011	M	75.9
Newstead - Bowen Hills	2016	F	66.4
Newstead - Bowen Hills	2016	M	70.2
Wilston	2006	F	68.3
Wilston	2006	M	74.7
Wilston	2011	F	67.7
Wilston	2011	M	74.8
Wilston	2016	F	68.4
Wilston	2016	M	70.5
Windsor	2006	F	64.9
Windsor	2006	M	69.7
Windsor	2011	F	68.9
Windsor	2011	M	71.9
Windsor	2016	F	68.2
Windsor	2016	M	70.6
Wooloowin - Lutwyche	2006	F	61.8
Wooloowin - Lutwyche	2006	M	69.7
Wooloowin - Lutwyche	2011	F	65.3
Wooloowin - Lutwyche	2011	M	71
Wooloowin - Lutwyche	2016	F	64.9
Wooloowin - Lutwyche	2016	M	69.6
Ashgrove	2006	F	63
Ashgrove	2006	M	71
Ashgrove	2011	F	67
Ashgrove	2011	M	71.9
Ashgrove	2016	F	65.8
Ashgrove	2016	M	70.3
Auchenflower	2006	F	66.6
Auchenflower	2006	M	71.1
Auchenflower	2011	F	70.4
Auchenflower	2011	M	72.2
Auchenflower	2016	F	64.4
Auchenflower	2016	M	67.4
Bardon	2006	F	63.9
Bardon	2006	M	74.6
Bardon	2011	F	65
Bardon	2011	M	75.7
Bardon	2016	F	63.2
Bardon	2016	M	72.3
Paddington - Milton	2006	F	68.9
Paddington - Milton	2006	M	75.4
Paddington - Milton	2011	F	69.8
Paddington - Milton	2011	M	76.5
Paddington - Milton	2016	F	68.5
Paddington - Milton	2016	M	73.3
Red Hill (Qld)	2006	F	67.9
Red Hill (Qld)	2006	M	71.1
Red Hill (Qld)	2011	F	70.9
Red Hill (Qld)	2011	M	73.7
Red Hill (Qld)	2016	F	67.3
Red Hill (Qld)	2016	M	67.2
Toowong	2006	F	62.4
Toowong	2006	M	63.7
Toowong	2011	F	63.3
Toowong	2011	M	67.2
Toowong	2016	F	58.8
Toowong	2016	M	61.8
Brinsmead	2006	F	68.1
Brinsmead	2006	M	78.3
Brinsmead	2011	F	70.2
Brinsmead	2011	M	76.5
Brinsmead	2016	F	66.9
Brinsmead	2016	M	71.4
Clifton Beach - Kewarra Beach	2006	F	62.1
Clifton Beach - Kewarra Beach	2006	M	69.6
Clifton Beach - Kewarra Beach	2011	F	62.6
Clifton Beach - Kewarra Beach	2011	M	67.8
Clifton Beach - Kewarra Beach	2016	F	58.7
Clifton Beach - Kewarra Beach	2016	M	59.7
Freshwater - Stratford	2006	F	69.2
Freshwater - Stratford	2006	M	75.8
Freshwater - Stratford	2011	F	67.2
Freshwater - Stratford	2011	M	71.8
Freshwater - Stratford	2016	F	65.5
Freshwater - Stratford	2016	M	68.6
Redlynch	2006	F	64.9
Redlynch	2006	M	76.9
Redlynch	2011	F	68.4
Redlynch	2011	M	75.2
Redlynch	2016	F	65.7
Redlynch	2016	M	69.3
Trinity Beach - Smithfield	2006	F	62.3
Trinity Beach - Smithfield	2006	M	68.2
Trinity Beach - Smithfield	2011	F	61.4
Trinity Beach - Smithfield	2011	M	66.3
Trinity Beach - Smithfield	2016	F	62.1
Trinity Beach - Smithfield	2016	M	64.3
Yorkeys Knob - Machans Beach	2006	F	61.9
Yorkeys Knob - Machans Beach	2006	M	69.2
Yorkeys Knob - Machans Beach	2011	F	60.6
Yorkeys Knob - Machans Beach	2011	M	62.1
Yorkeys Knob - Machans Beach	2016	F	54.8
Yorkeys Knob - Machans Beach	2016	M	54.6
Bentley Park	2006	F	62.4
Bentley Park	2006	M	73.5
Bentley Park	2011	F	59.7
Bentley Park	2011	M	69.9
Bentley Park	2016	F	60.1
Bentley Park	2016	M	65.9
Cairns City	2006	F	53.1
Cairns City	2006	M	55.5
Cairns City	2011	F	51.9
Cairns City	2011	M	54
Cairns City	2016	F	52.1
Cairns City	2016	M	52.4
Earlville - Bayview Heights	2006	F	60.7
Earlville - Bayview Heights	2006	M	70.2
Earlville - Bayview Heights	2011	F	57.1
Earlville - Bayview Heights	2011	M	63.9
Earlville - Bayview Heights	2016	F	53.4
Earlville - Bayview Heights	2016	M	59.3
Edmonton	2006	F	58.6
Edmonton	2006	M	71.7
Edmonton	2011	F	56.2
Edmonton	2011	M	67.7
Edmonton	2016	F	55.5
Edmonton	2016	M	62.8
Gordonvale - Trinity	2006	F	56.3
Gordonvale - Trinity	2006	M	69.2
Gordonvale - Trinity	2011	F	55.6
Gordonvale - Trinity	2011	M	63.8
Gordonvale - Trinity	2016	F	56.1
Gordonvale - Trinity	2016	M	61.8
Kanimbla - Mooroobool	2006	F	59.9
Kanimbla - Mooroobool	2006	M	69.6
Kanimbla - Mooroobool	2011	F	60.4
Kanimbla - Mooroobool	2011	M	67.9
Kanimbla - Mooroobool	2016	F	56
Kanimbla - Mooroobool	2016	M	61.5
Lamb Range	2006	F	0
Lamb Range	2006	M	0
Lamb Range	2011	F	0
Lamb Range	2011	M	0
Lamb Range	2016	F	0
Lamb Range	2016	M	0
Manoora	2006	F	50.8
Manoora	2006	M	59.5
Manoora	2011	F	47.1
Manoora	2011	M	52.8
Manoora	2016	F	43.2
Manoora	2016	M	47
Manunda	2006	F	44.2
Manunda	2006	M	50.3
Manunda	2011	F	47.8
Manunda	2011	M	52
Manunda	2016	F	44
Manunda	2016	M	45.3
Mount Sheridan	2006	F	66.4
Mount Sheridan	2006	M	79
Mount Sheridan	2011	F	64.2
Mount Sheridan	2011	M	72.8
Mount Sheridan	2016	F	62.9
Mount Sheridan	2016	M	67.7
Westcourt - Bungalow	2006	F	42.8
Westcourt - Bungalow	2006	M	52.7
Westcourt - Bungalow	2011	F	43
Westcourt - Bungalow	2011	M	51
Westcourt - Bungalow	2016	F	43.1
Westcourt - Bungalow	2016	M	47.7
White Rock	2006	F	57.1
White Rock	2006	M	70.1
White Rock	2011	F	52.4
White Rock	2011	M	60.9
White Rock	2016	F	48.7
White Rock	2016	M	57.5
Whitfield - Edge Hill	2006	F	61
Whitfield - Edge Hill	2006	M	69.8
Whitfield - Edge Hill	2011	F	60.4
Whitfield - Edge Hill	2011	M	66.7
Whitfield - Edge Hill	2016	F	60.3
Whitfield - Edge Hill	2016	M	63.2
Woree	2006	F	53.5
Woree	2006	M	61
Woree	2011	F	47.6
Woree	2011	M	54
Woree	2016	F	49
Woree	2016	M	50.7
Babinda	2006	F	52.6
Babinda	2006	M	66.8
Babinda	2011	F	52.1
Babinda	2011	M	60.1
Babinda	2016	F	52.2
Babinda	2016	M	56.1
Innisfail	2006	F	44.2
Innisfail	2006	M	57.1
Innisfail	2011	F	45.5
Innisfail	2011	M	56.4
Innisfail	2016	F	43.5
Innisfail	2016	M	49.9
Johnstone	2006	F	51.6
Johnstone	2006	M	64.6
Johnstone	2011	F	55
Johnstone	2011	M	64.5
Johnstone	2016	F	52.6
Johnstone	2016	M	57.7
Tully	2006	F	51.4
Tully	2006	M	64
Tully	2011	F	52
Tully	2011	M	61.3
Tully	2016	F	49.5
Tully	2016	M	54.1
Wooroonooran	2006	F	0
Wooroonooran	2006	M	0
Wooroonooran	2011	F	0
Wooroonooran	2011	M	0
Wooroonooran	2016	F	0
Wooroonooran	2016	M	0
Yarrabah	2006	F	59.6
Yarrabah	2006	M	68
Yarrabah	2011	F	20.7
Yarrabah	2011	M	18.7
Yarrabah	2016	F	21
Yarrabah	2016	M	18.4
Daintree	2006	F	58.3
Daintree	2006	M	62.7
Daintree	2011	F	55.2
Daintree	2011	M	59
Daintree	2016	F	52.3
Daintree	2016	M	53.8
Port Douglas	2006	F	69.5
Port Douglas	2006	M	72.6
Port Douglas	2011	F	63.5
Port Douglas	2011	M	63.2
Port Douglas	2016	F	59.5
Port Douglas	2016	M	61.9
Atherton	2006	F	47.7
Atherton	2006	M	59.4
Atherton	2011	F	48.9
Atherton	2011	M	58.4
Atherton	2016	F	46.3
Atherton	2016	M	54.2
Herberton	2006	F	39.7
Herberton	2006	M	46.4
Herberton	2011	F	40
Herberton	2011	M	43.2
Herberton	2016	F	36.6
Herberton	2016	M	36.7
Kuranda	2006	F	52.4
Kuranda	2006	M	58.4
Kuranda	2011	F	51.7
Kuranda	2011	M	55.6
Kuranda	2016	F	49.8
Kuranda	2016	M	50.9
Malanda - Yungaburra	2006	F	50.5
Malanda - Yungaburra	2006	M	57.9
Malanda - Yungaburra	2011	F	50.8
Malanda - Yungaburra	2011	M	57.3
Malanda - Yungaburra	2016	F	49.9
Malanda - Yungaburra	2016	M	53.1
Mareeba	2006	F	46.6
Mareeba	2006	M	57.7
Mareeba	2011	F	47.5
Mareeba	2011	M	55.8
Mareeba	2016	F	46.4
Mareeba	2016	M	50.8
Balonne	2006	F	61.3
Balonne	2006	M	74.3
Balonne	2011	F	59
Balonne	2011	M	71.4
Balonne	2016	F	58.6
Balonne	2016	M	66.1
Chinchilla	2006	F	53
Chinchilla	2006	M	68.2
Chinchilla	2011	F	57.2
Chinchilla	2011	M	71.5
Chinchilla	2016	F	49.9
Chinchilla	2016	M	61.2
Goondiwindi	2006	F	57.4
Goondiwindi	2006	M	69.3
Goondiwindi	2011	F	58.6
Goondiwindi	2011	M	71.4
Goondiwindi	2016	F	57.2
Goondiwindi	2016	M	64.9
Inglewood - Waggamba	2006	F	52.6
Inglewood - Waggamba	2006	M	69
Inglewood - Waggamba	2011	F	52
Inglewood - Waggamba	2011	M	65.3
Inglewood - Waggamba	2016	F	48.3
Inglewood - Waggamba	2016	M	59.3
Miles - Wandoan	2006	F	57.1
Miles - Wandoan	2006	M	71.2
Miles - Wandoan	2011	F	60.2
Miles - Wandoan	2011	M	70
Miles - Wandoan	2016	F	55.3
Miles - Wandoan	2016	M	66.4
Roma	2006	F	63
Roma	2006	M	75.4
Roma	2011	F	61.7
Roma	2011	M	69.6
Roma	2016	F	60.2
Roma	2016	M	66.7
Roma Region	2006	F	62.9
Roma Region	2006	M	75.8
Roma Region	2011	F	61.4
Roma Region	2011	M	73
Roma Region	2016	F	61.3
Roma Region	2016	M	68.4
Tara	2006	F	46.3
Tara	2006	M	56.8
Tara	2011	F	44.3
Tara	2011	M	52.3
Tara	2016	F	38.1
Tara	2016	M	42.3
Crows Nest - Rosalie	2006	F	45.9
Crows Nest - Rosalie	2006	M	61
Crows Nest - Rosalie	2011	F	43.5
Crows Nest - Rosalie	2011	M	55.9
Crows Nest - Rosalie	2016	F	44.5
Crows Nest - Rosalie	2016	M	52.5
Jondaryan	2006	F	50.1
Jondaryan	2006	M	69.6
Jondaryan	2011	F	50.9
Jondaryan	2011	M	65.7
Jondaryan	2016	F	53.1
Jondaryan	2016	M	64
Millmerran	2006	F	52
Millmerran	2006	M	66.8
Millmerran	2011	F	49.8
Millmerran	2011	M	63.7
Millmerran	2016	F	45.4
Millmerran	2016	M	57.1
Pittsworth	2006	F	55
Pittsworth	2006	M	71.7
Pittsworth	2011	F	54.6
Pittsworth	2011	M	69.5
Pittsworth	2016	F	50
Pittsworth	2016	M	63
Wambo	2006	F	52.2
Wambo	2006	M	68.2
Wambo	2011	F	52.4
Wambo	2011	M	67.1
Wambo	2016	F	51.9
Wambo	2016	M	63.4
Clifton - Greenmount	2006	F	55.1
Clifton - Greenmount	2006	M	66.8
Clifton - Greenmount	2011	F	52.3
Clifton - Greenmount	2011	M	62
Clifton - Greenmount	2016	F	49.9
Clifton - Greenmount	2016	M	58.8
Southern Downs - East	2006	F	51.9
Southern Downs - East	2006	M	65.3
Southern Downs - East	2011	F	52.6
Southern Downs - East	2011	M	61.9
Southern Downs - East	2016	F	50.7
Southern Downs - East	2016	M	57.5
Southern Downs - West	2006	F	49.3
Southern Downs - West	2006	M	59.4
Southern Downs - West	2011	F	46.8
Southern Downs - West	2011	M	55.4
Southern Downs - West	2016	F	46.2
Southern Downs - West	2016	M	54.1
Stanthorpe	2006	F	40.3
Stanthorpe	2006	M	54.9
Stanthorpe	2011	F	42.7
Stanthorpe	2011	M	53.9
Stanthorpe	2016	F	41
Stanthorpe	2016	M	45.9
Stanthorpe Region	2006	F	52.1
Stanthorpe Region	2006	M	60.8
Stanthorpe Region	2011	F	51.1
Stanthorpe Region	2011	M	60.6
Stanthorpe Region	2016	F	46.3
Stanthorpe Region	2016	M	51.6
Warwick	2006	F	47.2
Warwick	2006	M	61.5
Warwick	2011	F	48.3
Warwick	2011	M	60
Warwick	2016	F	45.6
Warwick	2016	M	55.4
Central Highlands - East	2006	F	57.2
Central Highlands - East	2006	M	78.8
Central Highlands - East	2011	F	57.6
Central Highlands - East	2011	M	77.4
Central Highlands - East	2016	F	54.5
Central Highlands - East	2016	M	68.2
Central Highlands - West	2006	F	56.4
Central Highlands - West	2006	M	71.4
Central Highlands - West	2011	F	57
Central Highlands - West	2011	M	68.2
Central Highlands - West	2016	F	54.1
Central Highlands - West	2016	M	61.1
Emerald	2006	F	67.8
Emerald	2006	M	83.4
Emerald	2011	F	68.1
Emerald	2011	M	80.3
Emerald	2016	F	60.8
Emerald	2016	M	72.2
Berserker	2006	F	43.7
Berserker	2006	M	57.2
Berserker	2011	F	47.9
Berserker	2011	M	56.7
Berserker	2016	F	46.7
Berserker	2016	M	52.7
Bouldercombe	2006	F	47.2
Bouldercombe	2006	M	60.9
Bouldercombe	2011	F	55.3
Bouldercombe	2011	M	60.5
Bouldercombe	2016	F	52.9
Bouldercombe	2016	M	56.4
Emu Park	2006	F	43.1
Emu Park	2006	M	49.8
Emu Park	2011	F	43.7
Emu Park	2011	M	51.5
Emu Park	2016	F	41.7
Emu Park	2016	M	46.7
Frenchville - Mount Archer	2006	F	58.1
Frenchville - Mount Archer	2006	M	70.6
Frenchville - Mount Archer	2011	F	59.4
Frenchville - Mount Archer	2011	M	68.5
Frenchville - Mount Archer	2016	F	57.5
Frenchville - Mount Archer	2016	M	61.9
Glenlee - Rockyview	2006	F	65.1
Glenlee - Rockyview	2006	M	57.4
Glenlee - Rockyview	2011	F	67.2
Glenlee - Rockyview	2011	M	59.1
Glenlee - Rockyview	2016	F	63.5
Glenlee - Rockyview	2016	M	51.1
Gracemere	2006	F	53.7
Gracemere	2006	M	68.4
Gracemere	2011	F	57.4
Gracemere	2011	M	71.2
Gracemere	2016	F	54.6
Gracemere	2016	M	63.2
Lakes Creek	2006	F	49.5
Lakes Creek	2006	M	66.1
Lakes Creek	2011	F	55
Lakes Creek	2011	M	66.5
Lakes Creek	2016	F	51.6
Lakes Creek	2016	M	58.5
Mount Morgan	2006	F	27.3
Mount Morgan	2006	M	37.2
Mount Morgan	2011	F	30.6
Mount Morgan	2011	M	38.5
Mount Morgan	2016	F	30.4
Mount Morgan	2016	M	32.2
Norman Gardens	2006	F	58
Norman Gardens	2006	M	68.6
Norman Gardens	2011	F	58.9
Norman Gardens	2011	M	69.5
Norman Gardens	2016	F	56.4
Norman Gardens	2016	M	62.8
Park Avenue	2006	F	46.8
Park Avenue	2006	M	62.7
Park Avenue	2011	F	49.8
Park Avenue	2011	M	61.7
Park Avenue	2016	F	48.1
Park Avenue	2016	M	55.7
Parkhurst - Kawana	2006	F	54
Parkhurst - Kawana	2006	M	67.5
Parkhurst - Kawana	2011	F	54.7
Parkhurst - Kawana	2011	M	65.8
Parkhurst - Kawana	2016	F	52.6
Parkhurst - Kawana	2016	M	59.7
Rockhampton - West	2006	F	50.2
Rockhampton - West	2006	M	59
Rockhampton - West	2011	F	52.6
Rockhampton - West	2011	M	61.7
Rockhampton - West	2016	F	50.7
Rockhampton - West	2016	M	57.1
Rockhampton City	2006	F	39.8
Rockhampton City	2006	M	48.2
Rockhampton City	2011	F	43.7
Rockhampton City	2011	M	51.5
Rockhampton City	2016	F	42
Rockhampton City	2016	M	43.1
Rockhampton Region - East	2006	F	53.8
Rockhampton Region - East	2006	M	60.2
Rockhampton Region - East	2011	F	56.9
Rockhampton Region - East	2011	M	60.6
Rockhampton Region - East	2016	F	51.4
Rockhampton Region - East	2016	M	53.9
Rockhampton Region - North	2006	F	53.3
Rockhampton Region - North	2006	M	59.8
Rockhampton Region - North	2011	F	54.9
Rockhampton Region - North	2011	M	60.5
Rockhampton Region - North	2016	F	54.1
Rockhampton Region - North	2016	M	55.1
Rockhampton Region - West	2006	F	56.8
Rockhampton Region - West	2006	M	70.8
Rockhampton Region - West	2011	F	62.4
Rockhampton Region - West	2011	M	70.9
Rockhampton Region - West	2016	F	58.6
Rockhampton Region - West	2016	M	63.9
Shoalwater Bay	2006	F	0
Shoalwater Bay	2006	M	0
Shoalwater Bay	2011	F	0
Shoalwater Bay	2011	M	0
Shoalwater Bay	2016	F	0
Shoalwater Bay	2016	M	0
The Range - Allenstown	2006	F	44.4
The Range - Allenstown	2006	M	58.3
The Range - Allenstown	2011	F	49.3
The Range - Allenstown	2011	M	61.5
The Range - Allenstown	2016	F	48.1
The Range - Allenstown	2016	M	55.4
Yeppoon	2006	F	47.9
Yeppoon	2006	M	58.2
Yeppoon	2011	F	52.7
Yeppoon	2011	M	60.7
Yeppoon	2016	F	51.7
Yeppoon	2016	M	55
Banana	2006	F	60
Banana	2006	M	78.6
Banana	2011	F	60.2
Banana	2011	M	76.9
Banana	2016	F	58.6
Banana	2016	M	69.5
Biloela	2006	F	56.1
Biloela	2006	M	75.7
Biloela	2011	F	57.5
Biloela	2011	M	75.4
Biloela	2016	F	56.6
Biloela	2016	M	72.3
Agnes Water - Miriam Vale	2006	F	43.1
Agnes Water - Miriam Vale	2006	M	50
Agnes Water - Miriam Vale	2011	F	43.8
Agnes Water - Miriam Vale	2011	M	49.9
Agnes Water - Miriam Vale	2016	F	42.4
Agnes Water - Miriam Vale	2016	M	43.3
Boyne Island - Tannum Sands	2006	F	53.8
Boyne Island - Tannum Sands	2006	M	75.2
Boyne Island - Tannum Sands	2011	F	57.9
Boyne Island - Tannum Sands	2011	M	74.6
Boyne Island - Tannum Sands	2016	F	53.3
Boyne Island - Tannum Sands	2016	M	65.6
Callemondah	2006	F	0
Callemondah	2006	M	0
Callemondah	2011	F	58.8
Callemondah	2011	M	60.5
Callemondah	2016	F	0
Callemondah	2016	M	0
Clinton - New Auckland	2006	F	59.1
Clinton - New Auckland	2006	M	79.2
Clinton - New Auckland	2011	F	59.7
Clinton - New Auckland	2011	M	78.5
Clinton - New Auckland	2016	F	54.2
Clinton - New Auckland	2016	M	69.6
Gladstone	2006	F	47.4
Gladstone	2006	M	62.7
Gladstone	2011	F	49.1
Gladstone	2011	M	63.5
Gladstone	2016	F	45.4
Gladstone	2016	M	56.7
Gladstone Hinterland	2006	F	50.2
Gladstone Hinterland	2006	M	70.3
Gladstone Hinterland	2011	F	56.4
Gladstone Hinterland	2011	M	72.7
Gladstone Hinterland	2016	F	52
Gladstone Hinterland	2016	M	63.7
Kin Kora - Sun Valley	2006	F	61.1
Kin Kora - Sun Valley	2006	M	80.7
Kin Kora - Sun Valley	2011	F	60.5
Kin Kora - Sun Valley	2011	M	76.7
Kin Kora - Sun Valley	2016	F	56.7
Kin Kora - Sun Valley	2016	M	67.5
South Trees	2006	F	75
South Trees	2006	M	80.5
South Trees	2011	F	0
South Trees	2011	M	0
South Trees	2016	F	0
South Trees	2016	M	0
Telina - Toolooa	2006	F	56.5
Telina - Toolooa	2006	M	77
Telina - Toolooa	2011	F	58.5
Telina - Toolooa	2011	M	77.3
Telina - Toolooa	2016	F	55.3
Telina - Toolooa	2016	M	66.6
West Gladstone	2006	F	49.9
West Gladstone	2006	M	65.2
West Gladstone	2011	F	51.9
West Gladstone	2011	M	66.5
West Gladstone	2016	F	46.4
West Gladstone	2016	M	55.5
Broadbeach Waters	2006	F	49.5
Broadbeach Waters	2006	M	58.4
Broadbeach Waters	2011	F	49.8
Broadbeach Waters	2011	M	57.9
Broadbeach Waters	2016	F	54.7
Broadbeach Waters	2016	M	60.8
Burleigh Heads	2006	F	48.3
Burleigh Heads	2006	M	55.8
Burleigh Heads	2011	F	50.8
Burleigh Heads	2011	M	59
Burleigh Heads	2016	F	53
Burleigh Heads	2016	M	58.9
Burleigh Waters	2006	F	47.7
Burleigh Waters	2006	M	58.7
Burleigh Waters	2011	F	51.7
Burleigh Waters	2011	M	59.7
Burleigh Waters	2016	F	55.1
Burleigh Waters	2016	M	61.2
Mermaid Beach - Broadbeach	2006	F	50.2
Mermaid Beach - Broadbeach	2006	M	53.4
Mermaid Beach - Broadbeach	2011	F	57.6
Mermaid Beach - Broadbeach	2011	M	63
Mermaid Beach - Broadbeach	2016	F	57.1
Mermaid Beach - Broadbeach	2016	M	63.1
Mermaid Waters	2006	F	48.5
Mermaid Waters	2006	M	56.8
Mermaid Waters	2011	F	51.4
Mermaid Waters	2011	M	58.8
Mermaid Waters	2016	F	53.6
Mermaid Waters	2016	M	61.8
Miami	2006	F	51.4
Miami	2006	M	59.2
Miami	2011	F	55.1
Miami	2011	M	59.9
Miami	2016	F	59.9
Miami	2016	M	64.3
Coolangatta	2006	F	41.6
Coolangatta	2006	M	43.7
Coolangatta	2011	F	41.7
Coolangatta	2011	M	45.5
Coolangatta	2016	F	45.5
Coolangatta	2016	M	47.9
Currumbin - Tugun	2006	F	48.6
Currumbin - Tugun	2006	M	56.5
Currumbin - Tugun	2011	F	53.7
Currumbin - Tugun	2011	M	59.2
Currumbin - Tugun	2016	F	53.8
Currumbin - Tugun	2016	M	57.8
Currumbin Waters	2006	F	48.8
Currumbin Waters	2006	M	61
Currumbin Waters	2011	F	50.7
Currumbin Waters	2011	M	59.5
Currumbin Waters	2016	F	53.8
Currumbin Waters	2016	M	60.4
Elanora	2006	F	54.5
Elanora	2006	M	64
Elanora	2011	F	53.8
Elanora	2011	M	62.6
Elanora	2016	F	52.4
Elanora	2016	M	60.6
Palm Beach	2006	F	47.3
Palm Beach	2006	M	57.9
Palm Beach	2011	F	53.3
