SA2_NAME16	Year	Sex	SpeaksEnglishOnly	persons
Braidwood	2006	F	0	34
Braidwood	2006	F	1	1079
Braidwood	2006	M	0	29
Braidwood	2006	M	1	1092
Braidwood	2011	F	0	52
Braidwood	2011	F	1	1504
Braidwood	2011	M	0	53
Braidwood	2011	M	1	1526
Braidwood	2016	F	0	69
Braidwood	2016	F	1	1623
Braidwood	2016	M	0	64
Braidwood	2016	M	1	1677
Karabar	2006	F	0	647
Karabar	2006	F	1	3797
Karabar	2006	M	0	614
Karabar	2006	M	1	3701
Karabar	2011	F	0	599
Karabar	2011	F	1	3568
Karabar	2011	M	0	580
Karabar	2011	M	1	3477
Karabar	2016	F	0	574
Karabar	2016	F	1	3341
Karabar	2016	M	0	540
Karabar	2016	M	1	3310
Queanbeyan	2006	F	0	721
Queanbeyan	2006	F	1	3415
Queanbeyan	2006	M	0	723
Queanbeyan	2006	M	1	3522
Queanbeyan	2011	F	0	962
Queanbeyan	2011	F	1	3810
Queanbeyan	2011	M	0	943
Queanbeyan	2011	M	1	3884
Queanbeyan	2016	F	0	1182
Queanbeyan	2016	F	1	3837
Queanbeyan	2016	M	0	1116
Queanbeyan	2016	M	1	3885
Queanbeyan - East	2006	F	0	251
Queanbeyan - East	2006	F	1	1545
Queanbeyan - East	2006	M	0	268
Queanbeyan - East	2006	M	1	1605
Queanbeyan - East	2011	F	0	393
Queanbeyan - East	2011	F	1	1720
Queanbeyan - East	2011	M	0	423
Queanbeyan - East	2011	M	1	1823
Queanbeyan - East	2016	F	0	467
Queanbeyan - East	2016	F	1	1725
Queanbeyan - East	2016	M	0	509
Queanbeyan - East	2016	M	1	1793
Queanbeyan Region	2006	F	0	281
Queanbeyan Region	2006	F	1	5655
Queanbeyan Region	2006	M	0	284
Queanbeyan Region	2006	M	1	5755
Queanbeyan Region	2011	F	0	352
Queanbeyan Region	2011	F	1	6307
Queanbeyan Region	2011	M	0	318
Queanbeyan Region	2011	M	1	6405
Queanbeyan Region	2016	F	0	503
Queanbeyan Region	2016	F	1	7067
Queanbeyan Region	2016	M	0	484
Queanbeyan Region	2016	M	1	7295
Queanbeyan West - Jerrabomberra	2006	F	0	602
Queanbeyan West - Jerrabomberra	2006	F	1	5141
Queanbeyan West - Jerrabomberra	2006	M	0	586
Queanbeyan West - Jerrabomberra	2006	M	1	4844
Queanbeyan West - Jerrabomberra	2011	F	0	693
Queanbeyan West - Jerrabomberra	2011	F	1	5520
Queanbeyan West - Jerrabomberra	2011	M	0	664
Queanbeyan West - Jerrabomberra	2011	M	1	5331
Queanbeyan West - Jerrabomberra	2016	F	0	691
Queanbeyan West - Jerrabomberra	2016	F	1	5405
Queanbeyan West - Jerrabomberra	2016	M	0	658
Queanbeyan West - Jerrabomberra	2016	M	1	5380
Bombala	2006	F	0	29
Bombala	2006	F	1	1198
Bombala	2006	M	0	25
Bombala	2006	M	1	1159
Bombala	2011	F	0	24
Bombala	2011	F	1	1144
Bombala	2011	M	0	23
Bombala	2011	M	1	1153
Bombala	2016	F	0	37
Bombala	2016	F	1	1062
Bombala	2016	M	0	35
Bombala	2016	M	1	1092
Cooma	2006	F	0	208
Cooma	2006	F	1	3019
Cooma	2006	M	0	214
Cooma	2006	M	1	2865
Cooma	2011	F	0	251
Cooma	2011	F	1	2979
Cooma	2011	M	0	211
Cooma	2011	M	1	2851
Cooma	2016	F	0	260
Cooma	2016	F	1	2814
Cooma	2016	M	0	191
Cooma	2016	M	1	2752
Cooma Region	2006	F	0	65
Cooma Region	2006	F	1	1246
Cooma Region	2006	M	0	65
Cooma Region	2006	M	1	1269
Cooma Region	2011	F	0	66
Cooma Region	2011	F	1	1427
Cooma Region	2011	M	0	83
Cooma Region	2011	M	1	1481
Cooma Region	2016	F	0	52
Cooma Region	2016	F	1	1405
Cooma Region	2016	M	0	66
Cooma Region	2016	M	1	1479
Jindabyne - Berridale	2006	F	0	123
Jindabyne - Berridale	2006	F	1	2298
Jindabyne - Berridale	2006	M	0	133
Jindabyne - Berridale	2006	M	1	2602
Jindabyne - Berridale	2011	F	0	158
Jindabyne - Berridale	2011	F	1	2562
Jindabyne - Berridale	2011	M	0	158
Jindabyne - Berridale	2011	M	1	2884
Jindabyne - Berridale	2016	F	0	197
Jindabyne - Berridale	2016	F	1	2762
Jindabyne - Berridale	2016	M	0	196
Jindabyne - Berridale	2016	M	1	3187
Batemans Bay	2006	F	0	154
Batemans Bay	2006	F	1	3546
Batemans Bay	2006	M	0	141
Batemans Bay	2006	M	1	3368
Batemans Bay	2011	F	0	153
Batemans Bay	2011	F	1	3481
Batemans Bay	2011	M	0	153
Batemans Bay	2011	M	1	3264
Batemans Bay	2016	F	0	183
Batemans Bay	2016	F	1	3465
Batemans Bay	2016	M	0	168
Batemans Bay	2016	M	1	3332
Batemans Bay - South	2006	F	0	190
Batemans Bay - South	2006	F	1	3803
Batemans Bay - South	2006	M	0	182
Batemans Bay - South	2006	M	1	3451
Batemans Bay - South	2011	F	0	190
Batemans Bay - South	2011	F	1	3813
Batemans Bay - South	2011	M	0	174
Batemans Bay - South	2011	M	1	3472
Batemans Bay - South	2016	F	0	224
Batemans Bay - South	2016	F	1	3827
Batemans Bay - South	2016	M	0	185
Batemans Bay - South	2016	M	1	3483
Bega - Tathra	2006	F	0	84
Bega - Tathra	2006	F	1	3726
Bega - Tathra	2006	M	0	67
Bega - Tathra	2006	M	1	3424
Bega - Tathra	2011	F	0	98
Bega - Tathra	2011	F	1	3868
Bega - Tathra	2011	M	0	88
Bega - Tathra	2011	M	1	3641
Bega - Tathra	2016	F	0	157
Bega - Tathra	2016	F	1	3832
Bega - Tathra	2016	M	0	103
Bega - Tathra	2016	M	1	3648
Bega-Eden Hinterland	2006	F	0	134
