SA2_NAME16	Year	SameAddress1YearAgo	persons
Valentine - Eleebana	2006	0	1217
Valentine - Eleebana	2006	1	10145
Valentine - Eleebana	2011		335
Valentine - Eleebana	2011	0	1190
Valentine - Eleebana	2011	1	10442
Valentine - Eleebana	2016		738
Valentine - Eleebana	2016	0	1184
Valentine - Eleebana	2016	1	10073
Warners Bay - Boolaroo	2006		555
Warners Bay - Boolaroo	2006	0	1787
Warners Bay - Boolaroo	2006	1	10285
Warners Bay - Boolaroo	2011		490
Warners Bay - Boolaroo	2011	0	1686
Warners Bay - Boolaroo	2011	1	10585
Warners Bay - Boolaroo	2016		958
Warners Bay - Boolaroo	2016	0	1724
Warners Bay - Boolaroo	2016	1	10683
Bolton Point - Teralba	2006		357
Bolton Point - Teralba	2006	0	1114
Bolton Point - Teralba	2006	1	7085
Bolton Point - Teralba	2011		383
Bolton Point - Teralba	2011	0	962
Bolton Point - Teralba	2011	1	7354
Bolton Point - Teralba	2016		649
Bolton Point - Teralba	2016	0	949
Bolton Point - Teralba	2016	1	6929
Bonnells Bay - Silverwater	2006		357
Bonnells Bay - Silverwater	2006	0	1090
Bonnells Bay - Silverwater	2006	1	6120
Bonnells Bay - Silverwater	2011		325
Bonnells Bay - Silverwater	2011	0	974
Bonnells Bay - Silverwater	2011	1	6636
Bonnells Bay - Silverwater	2016		631
Bonnells Bay - Silverwater	2016	0	1280
Bonnells Bay - Silverwater	2016	1	6806
Edgeworth - Cameron Park	2006		544
Edgeworth - Cameron Park	2006	0	1118
Edgeworth - Cameron Park	2006	1	7963
Edgeworth - Cameron Park	2011		469
Edgeworth - Cameron Park	2011	0	1516
Edgeworth - Cameron Park	2011	1	9440
Edgeworth - Cameron Park	2016		941
Edgeworth - Cameron Park	2016	0	2172
Edgeworth - Cameron Park	2016	1	11087
Morisset - Cooranbong	2006		711
Morisset - Cooranbong	2006	0	1853
Morisset - Cooranbong	2006	1	10614
Morisset - Cooranbong	2011		575
Morisset - Cooranbong	2011	0	1852
Morisset - Cooranbong	2011	1	11415
Morisset - Cooranbong	2016		1226
Morisset - Cooranbong	2016	0	2071
Morisset - Cooranbong	2016	1	11662
Toronto - Awaba	2006		659
Toronto - Awaba	2006	0	1536
Toronto - Awaba	2006	1	10882
Toronto - Awaba	2011		619
Toronto - Awaba	2011	0	1594
Toronto - Awaba	2011	1	11055
Toronto - Awaba	2016		1174
Toronto - Awaba	2016	0	1796
Toronto - Awaba	2016	1	10455
Wangi Wangi - Rathmines	2006		433
Wangi Wangi - Rathmines	2006	0	1008
Wangi Wangi - Rathmines	2006	1	7279
Wangi Wangi - Rathmines	2011		323
Wangi Wangi - Rathmines	2011	0	1065
Wangi Wangi - Rathmines	2011	1	7320
Wangi Wangi - Rathmines	2016		616
Wangi Wangi - Rathmines	2016	0	1131
Wangi Wangi - Rathmines	2016	1	7146
West Wallsend - Barnsley - Killingworth	2006		273
West Wallsend - Barnsley - Killingworth	2006	0	548
West Wallsend - Barnsley - Killingworth	2006	1	5413
West Wallsend - Barnsley - Killingworth	2011		301
West Wallsend - Barnsley - Killingworth	2011	0	672
West Wallsend - Barnsley - Killingworth	2011	1	5162
West Wallsend - Barnsley - Killingworth	2016		477
West Wallsend - Barnsley - Killingworth	2016	0	749
West Wallsend - Barnsley - Killingworth	2016	1	5253
Adamstown - Kotara	2006		737
Adamstown - Kotara	2006	0	1917
Adamstown - Kotara	2006	1	11718
Adamstown - Kotara	2011		639
Adamstown - Kotara	2011	0	1918
Adamstown - Kotara	2011	1	12486
Adamstown - Kotara	2016		917
Adamstown - Kotara	2016	0	2113
Adamstown - Kotara	2016	1	12571
Beresfield - Hexham	2006		556
Beresfield - Hexham	2006	0	945
Beresfield - Hexham	2006	1	6962
Beresfield - Hexham	2011		478
Beresfield - Hexham	2011	0	779
Beresfield - Hexham	2011	1	7104
Beresfield - Hexham	2016		767
Beresfield - Hexham	2016	0	928
Beresfield - Hexham	2016	1	6665
Hamilton - Broadmeadow	2006		804
Hamilton - Broadmeadow	2006	0	2067
Hamilton - Broadmeadow	2006	1	8289
Hamilton - Broadmeadow	2011		906
Hamilton - Broadmeadow	2011	0	1941
Hamilton - Broadmeadow	2011	1	8892
Hamilton - Broadmeadow	2016		1015
Hamilton - Broadmeadow	2016	0	2035
Hamilton - Broadmeadow	2016	1	8798
Lambton - New Lambton	2006		775
Lambton - New Lambton	2006	0	2181
Lambton - New Lambton	2006	1	12620
Lambton - New Lambton	2011		867
Lambton - New Lambton	2011	0	2089
Lambton - New Lambton	2011	1	13450
Lambton - New Lambton	2016		1075
Lambton - New Lambton	2016	0	2120
Lambton - New Lambton	2016	1	13324
Maryland - Fletcher - Minmi	2006		415
Maryland - Fletcher - Minmi	2006	0	1298
Maryland - Fletcher - Minmi	2006	1	8560
Maryland - Fletcher - Minmi	2011		397
Maryland - Fletcher - Minmi	2011	0	1379
Maryland - Fletcher - Minmi	2011	1	9437
Maryland - Fletcher - Minmi	2016		834
Maryland - Fletcher - Minmi	2016	0	1805
Maryland - Fletcher - Minmi	2016	1	10927
Mayfield - Warabrook	2006		1001
Mayfield - Warabrook	2006	0	2357
Mayfield - Warabrook	2006	1	10945
Mayfield - Warabrook	2011		1065
Mayfield - Warabrook	2011	0	2365
Mayfield - Warabrook	2011	1	11213
Mayfield - Warabrook	2016		1207
Mayfield - Warabrook	2016	0	2630
Mayfield - Warabrook	2016	1	11037
Merewether - The Junction	2006		655
Merewether - The Junction	2006	0	2290
Merewether - The Junction	2006	1	10089
Merewether - The Junction	2011		541
Merewether - The Junction	2011	0	2211
Merewether - The Junction	2011	1	10647
Merewether - The Junction	2016		1013
Merewether - The Junction	2016	0	2098
Merewether - The Junction	2016	1	10506
Newcastle - Cooks Hill	2006		1184
Newcastle - Cooks Hill	2006	0	2518
Newcastle - Cooks Hill	2006	1	5714
Newcastle - Cooks Hill	2011		785
Newcastle - Cooks Hill	2011	0	2715
Newcastle - Cooks Hill	2011	1	6636
Newcastle - Cooks Hill	2016		1266
Newcastle - Cooks Hill	2016	0	2633
Newcastle - Cooks Hill	2016	1	6865
Newcastle Port - Kooragang	2006		0
Newcastle Port - Kooragang	2006	0	0
Newcastle Port - Kooragang	2006	1	8
Newcastle Port - Kooragang	2011		-4
Newcastle Port - Kooragang	2011	0	0
Newcastle Port - Kooragang	2011	1	20
Newcastle Port - Kooragang	2016		3
Newcastle Port - Kooragang	2016	0	3
Newcastle Port - Kooragang	2016	1	14
Shortland - Jesmond	2006		633
Shortland - Jesmond	2006	0	1962
Shortland - Jesmond	2006	1	6808
Shortland - Jesmond	2011		684
Shortland - Jesmond	2011	0	2384
Shortland - Jesmond	2011	1	7013
Shortland - Jesmond	2016		946
Shortland - Jesmond	2016	0	3286
Shortland - Jesmond	2016	1	7309
Stockton - Fullerton Cove	2006		427
Stockton - Fullerton Cove	2006	0	715
Stockton - Fullerton Cove	2006	1	4877
Stockton - Fullerton Cove	2011		320
Stockton - Fullerton Cove	2011	0	872
Stockton - Fullerton Cove	2011	1	4928
Stockton - Fullerton Cove	2016		687
Stockton - Fullerton Cove	2016	0	1181
Stockton - Fullerton Cove	2016	1	5628
Wallsend - Elermore Vale	2006		864
Wallsend - Elermore Vale	2006	0	2324
Wallsend - Elermore Vale	2006	1	14679
Wallsend - Elermore Vale	2011		979
Wallsend - Elermore Vale	2011	0	2335
Wallsend - Elermore Vale	2011	1	15724
Wallsend - Elermore Vale	2016		1514
Wallsend - Elermore Vale	2016	0	2792
Wallsend - Elermore Vale	2016	1	15323
Waratah - North Lambton	2006		877
Waratah - North Lambton	2006	0	1929
Waratah - North Lambton	2006	1	8513
Waratah - North Lambton	2011		778
Waratah - North Lambton	2011	0	1958
Waratah - North Lambton	2011	1	9124
Waratah - North Lambton	2016		935
Waratah - North Lambton	2016	0	2228
Waratah - North Lambton	2016	1	8896
Wickham - Carrington - Tighes Hill	2006		874
Wickham - Carrington - Tighes Hill	2006	0	1591
Wickham - Carrington - Tighes Hill	2006	1	4631
Wickham - Carrington - Tighes Hill	2011		631
Wickham - Carrington - Tighes Hill	2011	0	1566
Wickham - Carrington - Tighes Hill	2011	1	5470
Wickham - Carrington - Tighes Hill	2016		788
Wickham - Carrington - Tighes Hill	2016	0	1608
Wickham - Carrington - Tighes Hill	2016	1	5608
Ballina	2006		1029
Ballina	2006	0	2730
Ballina	2006	1	12418
Ballina	2011		913
Ballina	2011	0	2559
Ballina	2011	1	12695
Ballina	2016		1763
Ballina	2016	0	2750
Ballina	2016	1	12598
Ballina Region	2006		622
Ballina Region	2006	0	2212
Ballina Region	2006	1	12830
Ballina Region	2011		657
Ballina Region	2011	0	2004
Ballina Region	2011	1	13033
Ballina Region	2016		1506
Ballina Region	2016	0	2275
Ballina Region	2016	1	13051
Bangalow	2006		382
Bangalow	2006	0	768
Bangalow	2006	1	3741
Bangalow	2011		261
Bangalow	2011	0	831
Bangalow	2011	1	4227
Bangalow	2016		747
Bangalow	2016	0	770
Bangalow	2016	1	4148
Brunswick Heads - Ocean Shores	2006		451
Brunswick Heads - Ocean Shores	2006	0	1270
Brunswick Heads - Ocean Shores	2006	1	5824
Brunswick Heads - Ocean Shores	2011		369
Brunswick Heads - Ocean Shores	2011	0	1277
Brunswick Heads - Ocean Shores	2011	1	6088
Brunswick Heads - Ocean Shores	2016		890
Brunswick Heads - Ocean Shores	2016	0	1259
Brunswick Heads - Ocean Shores	2016	1	6063
Byron Bay	2006		1048
Byron Bay	2006	0	1928
Byron Bay	2006	1	5876
Byron Bay	2011		765
Byron Bay	2011	0	1847
Byron Bay	2011	1	6042
Byron Bay	2016		1675
Byron Bay	2016	0	1706
Byron Bay	2016	1	6121
Evans Head	2006		298
Evans Head	2006	0	815
Evans Head	2006	1	3797
Evans Head	2011		251
Evans Head	2011	0	693
Evans Head	2011	1	4045
Evans Head	2016		576
Evans Head	2016	0	648
Evans Head	2016	1	3997
Lennox Head - Skennars Head	2006		274
Lennox Head - Skennars Head	2006	0	1293
Lennox Head - Skennars Head	2006	1	5051
Lennox Head - Skennars Head	2011		282
Lennox Head - Skennars Head	2011	0	1155
Lennox Head - Skennars Head	2011	1	5904
Lennox Head - Skennars Head	2016		625
Lennox Head - Skennars Head	2016	0	1187
Lennox Head - Skennars Head	2016	1	5929
Mullumbimby	2006		766
Mullumbimby	2006	0	1025
Mullumbimby	2006	1	5684
Mullumbimby	2011		507
Mullumbimby	2011	0	969
Mullumbimby	2011	1	5858
Mullumbimby	2016		1193
Mullumbimby	2016	0	1090
Mullumbimby	2016	1	5710
Casino	2006		523
Casino	2006	0	1716
Casino	2006	1	8979
Casino	2011		741
Casino	2011	0	1724
Casino	2011	1	9369
Casino	2016		1167
Casino	2016	0	1692
Casino	2016	1	9368
Casino Region	2006		333
Casino Region	2006	0	795
Casino Region	2006	1	5657
Casino Region	2011		418
Casino Region	2011	0	709
Casino Region	2011	1	5768
Casino Region	2016		744
Casino Region	2016	0	702
Casino Region	2016	1	5525
Goonellabah	2006		615
Goonellabah	2006	0	2162
Goonellabah	2006	1	9361
Goonellabah	2011		568
Goonellabah	2011	0	1978
Goonellabah	2011	1	10170
Goonellabah	2016		1285
Goonellabah	2016	0	1792
Goonellabah	2016	1	10049
Kyogle	2006		351
Kyogle	2006	0	967
Kyogle	2006	1	6342
Kyogle	2011		390
Kyogle	2011	0	943
Kyogle	2011	1	6175
Kyogle	2016		819
Kyogle	2016	0	789
Kyogle	2016	1	5704
Lismore	2006		939
Lismore	2006	0	3213
Lismore	2006	1	11378
Lismore	2011		898
Lismore	2011	0	2805
Lismore	2011	1	11862
Lismore	2016		1822
Lismore	2016	0	2384
Lismore	2016	1	11074
Lismore Region	2006		658
Lismore Region	2006	0	1759
Lismore Region	2006	1	12121
Lismore Region	2011		764
Lismore Region	2011	0	1454
Lismore Region	2011	1	12551
Lismore Region	2016		1551
Lismore Region	2016	0	1400
Lismore Region	2016	1	12074
Kingscliff - Fingal Head	2006		557
Kingscliff - Fingal Head	2006	0	1811
Kingscliff - Fingal Head	2006	1	6990
Kingscliff - Fingal Head	2011		710
Kingscliff - Fingal Head	2011	0	1931
Kingscliff - Fingal Head	2011	1	8286
Kingscliff - Fingal Head	2016		1505
Kingscliff - Fingal Head	2016	0	2458
Kingscliff - Fingal Head	2016	1	9193
Murwillumbah	2006		434
Murwillumbah	2006	0	1384
Murwillumbah	2006	1	5883
Murwillumbah	2011		466
Murwillumbah	2011	0	1244
Murwillumbah	2011	1	6529
Murwillumbah	2016		754
Murwillumbah	2016	0	1393
Murwillumbah	2016	1	6797
Murwillumbah Region	2006		663
Murwillumbah Region	2006	0	1005
Murwillumbah Region	2006	1	7804
Murwillumbah Region	2011		594
Murwillumbah Region	2011	0	992
Murwillumbah Region	2011	1	7962
Murwillumbah Region	2016		1148
Murwillumbah Region	2016	0	1117
Murwillumbah Region	2016	1	7389
Pottsville	2006		541
Pottsville	2006	0	1919
Pottsville	2006	1	7908
Pottsville	2011		592
Pottsville	2011	0	1924
Pottsville	2011	1	9622
Pottsville	2016		1312
Pottsville	2016	0	1937
Pottsville	2016	1	9933
Tweed Heads	2006		1785
Tweed Heads	2006	0	2767
Tweed Heads	2006	1	12731
Tweed Heads	2011		1312
Tweed Heads	2011	0	2818
Tweed Heads	2011	1	14063
Tweed Heads	2016		2218
Tweed Heads	2016	0	2838
Tweed Heads	2016	1	14361
Banora Point	2006		625
Banora Point	2006	0	2388
Banora Point	2006	1	11671
Banora Point	2011		642
Banora Point	2011	0	1782
Banora Point	2011	1	12625
Banora Point	2016		1228
Banora Point	2016	0	2102
Banora Point	2016	1	12305
Terranora - North Tumblegum	2006		131
Terranora - North Tumblegum	2006	0	397
Terranora - North Tumblegum	2006	1	2606
Terranora - North Tumblegum	2011		113
Terranora - North Tumblegum	2011	0	310
Terranora - North Tumblegum	2011	1	2676
Terranora - North Tumblegum	2016		228
Terranora - North Tumblegum	2016	0	396
Terranora - North Tumblegum	2016	1	2620
Tweed Heads South	2006		450
Tweed Heads South	2006	0	1362
Tweed Heads South	2006	1	5506
Tweed Heads South	2011		559
Tweed Heads South	2011	0	1270
Tweed Heads South	2011	1	6074
Tweed Heads South	2016		774
Tweed Heads South	2016	0	1209
Tweed Heads South	2016	1	6164
Griffith (NSW)	2006		1326
Griffith (NSW)	2006	0	2765
Griffith (NSW)	2006	1	12454
Griffith (NSW)	2011		1499
Griffith (NSW)	2011	0	2477
Griffith (NSW)	2011	1	13925
Griffith (NSW)	2016		2360
Griffith (NSW)	2016	0	2727
Griffith (NSW)	2016	1	14057
Griffith Region	2006		869
Griffith Region	2006	0	1659
Griffith Region	2006	1	11343
Griffith Region	2011		638
Griffith Region	2011	0	1384
Griffith Region	2011	1	10662
Griffith Region	2016		1585
Griffith Region	2016	0	1248
Griffith Region	2016	1	10046
Leeton	2006		684
Leeton	2006	0	1330
Leeton	2006	1	8177
Leeton	2011		716
Leeton	2011	0	1386
Leeton	2011	1	7787
Leeton	2016		1152
Leeton	2016	0	1289
Leeton	2016	1	7650
Narrandera	2006		317
Narrandera	2006	0	751
Narrandera	2006	1	5206
Narrandera	2011		455
Narrandera	2011	0	642
Narrandera	2011	1	5026
Narrandera	2016		828
Narrandera	2016	0	727
Narrandera	2016	1	4481
Tumbarumba	2006		307
Tumbarumba	2006	0	447
Tumbarumba	2006	1	2893
Tumbarumba	2011		288
Tumbarumba	2011	0	402
Tumbarumba	2011	1	2698
Tumbarumba	2016		500
Tumbarumba	2016	0	416
Tumbarumba	2016	1	2533
Tumut	2006		389
Tumut	2006	0	909
Tumut	2006	1	4783
Tumut	2011		385
Tumut	2011	0	920
Tumut	2011	1	4990
Tumut	2016		790
Tumut	2016	0	775
Tumut	2016	1	4710
Tumut Region	2006		209
Tumut Region	2006	0	492
Tumut Region	2006	1	4016
Tumut Region	2011		208
Tumut Region	2011	0	442
Tumut Region	2011	1	3994
Tumut Region	2016		469
Tumut Region	2016	0	490
Tumut Region	2016	1	3756
Cootamundra	2006		295
Cootamundra	2006	0	849
Cootamundra	2006	1	6378
Cootamundra	2011		424
Cootamundra	2011	0	931
Cootamundra	2011	1	6090
Cootamundra	2016		688
Cootamundra	2016	0	902
Cootamundra	2016	1	5980
Gundagai	2006		135
Gundagai	2006	0	424
Gundagai	2006	1	2927
Gundagai	2011		179
Gundagai	2011	0	354
Gundagai	2011	1	3042
Gundagai	2016		357
Gundagai	2016	0	391
Gundagai	2016	1	2849
Junee	2006		1043
Junee	2006	0	579
Junee	2006	1	4155
Junee	2011		1061
Junee	2011	0	691
Junee	2011	1	4069
Junee	2016		1491
Junee	2016	0	633
Junee	2016	1	4121
Temora	2006		291
Temora	2006	0	718
Temora	2006	1	5498
Temora	2011		286
Temora	2011	0	697
Temora	2011	1	5343
Temora	2016		626
Temora	2016	0	749
Temora	2016	1	5343
Wagga Wagga - East	2006		598
Wagga Wagga - East	2006	0	2533
Wagga Wagga - East	2006	1	12311
Wagga Wagga - East	2011		735
Wagga Wagga - East	2011	0	2470
Wagga Wagga - East	2011	1	12705
Wagga Wagga - East	2016		1310
Wagga Wagga - East	2016	0	2435
Wagga Wagga - East	2016	1	12840
Wagga Wagga - North	2006		127
Wagga Wagga - North	2006	0	683
Wagga Wagga - North	2006	1	2243
Wagga Wagga - North	2011		172
Wagga Wagga - North	2011	0	795
Wagga Wagga - North	2011	1	2523
Wagga Wagga - North	2016		380
Wagga Wagga - North	2016	0	1074
Wagga Wagga - North	2016	1	2951
Wagga Wagga - South	2006		889
Wagga Wagga - South	2006	0	3785
Wagga Wagga - South	2006	1	14505
Wagga Wagga - South	2011		935
Wagga Wagga - South	2011	0	3625
Wagga Wagga - South	2011	1	16310
Wagga Wagga - South	2016		1719
Wagga Wagga - South	2016	0	3567
Wagga Wagga - South	2016	1	15980
Wagga Wagga - West	2006		751
Wagga Wagga - West	2006	0	2838
Wagga Wagga - West	2006	1	8581
Wagga Wagga - West	2011		714
Wagga Wagga - West	2011	0	2519
Wagga Wagga - West	2011	1	8540
Wagga Wagga - West	2016		1423
Wagga Wagga - West	2016	0	2468
Wagga Wagga - West	2016	1	8266
Wagga Wagga Region	2006		639
Wagga Wagga Region	2006	0	1813
Wagga Wagga Region	2006	1	11284
Wagga Wagga Region	2011		650
Wagga Wagga Region	2011	0	1695
Wagga Wagga Region	2011	1	11644
Wagga Wagga Region	2016		1614
Wagga Wagga Region	2016	0	1922
Wagga Wagga Region	2016	1	11278
Berry - Kangaroo Valley	2006		421
Berry - Kangaroo Valley	2006	0	907
Berry - Kangaroo Valley	2006	1	6755
Berry - Kangaroo Valley	2011		414
Berry - Kangaroo Valley	2011	0	1057
Berry - Kangaroo Valley	2011	1	6814
Berry - Kangaroo Valley	2016		824
Berry - Kangaroo Valley	2016	0	1110
Berry - Kangaroo Valley	2016	1	6855
Callala Bay - Currarong	2006		189
Callala Bay - Currarong	2006	0	466
Callala Bay - Currarong	2006	1	2574
Callala Bay - Currarong	2011		233
Callala Bay - Currarong	2011	0	513
Callala Bay - Currarong	2011	1	2781
Callala Bay - Currarong	2016		356
Callala Bay - Currarong	2016	0	430
Callala Bay - Currarong	2016	1	2831
Culburra Beach	2006		285
Culburra Beach	2006	0	615
Culburra Beach	2006	1	4076
Culburra Beach	2011		227
Culburra Beach	2011	0	559
Culburra Beach	2011	1	4004
Culburra Beach	2016		498
Culburra Beach	2016	0	632
Culburra Beach	2016	1	3825
Ettrema - Sassafras - Budawang	2006		0
Ettrema - Sassafras - Budawang	2006	0	0
Ettrema - Sassafras - Budawang	2006	1	0
Ettrema - Sassafras - Budawang	2011		20
Ettrema - Sassafras - Budawang	2011	0	0
Ettrema - Sassafras - Budawang	2011	1	19
Ettrema - Sassafras - Budawang	2016		3
Ettrema - Sassafras - Budawang	2016	0	3
Ettrema - Sassafras - Budawang	2016	1	43
Huskisson - Vincentia	2006		171
Huskisson - Vincentia	2006	0	571
Huskisson - Vincentia	2006	1	2774
Huskisson - Vincentia	2011		328
Huskisson - Vincentia	2011	0	630
Huskisson - Vincentia	2011	1	2863
Huskisson - Vincentia	2016		406
Huskisson - Vincentia	2016	0	619
Huskisson - Vincentia	2016	1	3163
North Nowra - Bomaderry	2006		843
North Nowra - Bomaderry	2006	0	2149
North Nowra - Bomaderry	2006	1	12158
North Nowra - Bomaderry	2011		745
North Nowra - Bomaderry	2011	0	2111
North Nowra - Bomaderry	2011	1	12380
North Nowra - Bomaderry	2016		1458
North Nowra - Bomaderry	2016	0	2081
North Nowra - Bomaderry	2016	1	12220
Nowra	2006		1351
Nowra	2006	0	2845
Nowra	2006	1	11613
Nowra	2011		2170
Nowra	2011	0	2790
Nowra	2011	1	13145
Nowra	2016		2881
Nowra	2016	0	3124
Nowra	2016	1	14034
St Georges Basin - Erowal Bay	2006		682
St Georges Basin - Erowal Bay	2006	0	1881
St Georges Basin - Erowal Bay	2006	1	9577
St Georges Basin - Erowal Bay	2011		734
St Georges Basin - Erowal Bay	2011	0	1712
St Georges Basin - Erowal Bay	2011	1	10164
St Georges Basin - Erowal Bay	2016		1178
St Georges Basin - Erowal Bay	2016	0	2015
St Georges Basin - Erowal Bay	2016	1	10814
Sussex Inlet - Berrara	2006		200
Sussex Inlet - Berrara	2006	0	486
Sussex Inlet - Berrara	2006	1	3530
Sussex Inlet - Berrara	2011		169
Sussex Inlet - Berrara	2011	0	471
Sussex Inlet - Berrara	2011	1	3492
Sussex Inlet - Berrara	2016		350
Sussex Inlet - Berrara	2016	0	514
Sussex Inlet - Berrara	2016	1	3478
Tomerong - Wandandian - Woollamia	2006		151
Tomerong - Wandandian - Woollamia	2006	0	251
Tomerong - Wandandian - Woollamia	2006	1	2268
Tomerong - Wandandian - Woollamia	2011		182
Tomerong - Wandandian - Woollamia	2011	0	334
Tomerong - Wandandian - Woollamia	2011	1	2779
Tomerong - Wandandian - Woollamia	2016		283
Tomerong - Wandandian - Woollamia	2016	0	312
Tomerong - Wandandian - Woollamia	2016	1	2812
Ulladulla	2006		760
Ulladulla	2006	0	1931
Ulladulla	2006	1	11248
Ulladulla	2011		787
Ulladulla	2011	0	1847
Ulladulla	2011	1	11514
Ulladulla	2016		1390
Ulladulla	2016	0	2297
Ulladulla	2016	1	11591
Ulladulla Region	2006		226
Ulladulla Region	2006	0	483
Ulladulla Region	2006	1	3969
Ulladulla Region	2011		206
Ulladulla Region	2011	0	491
Ulladulla Region	2011	1	3945
Ulladulla Region	2016		484
Ulladulla Region	2016	0	527
Ulladulla Region	2016	1	4051
Bowral	2006		789
Bowral	2006	0	1708
Bowral	2006	1	9729
Bowral	2011		553
Bowral	2011	0	1685
Bowral	2011	1	9913
Bowral	2016		1140
Bowral	2016	0	1851
Bowral	2016	1	9958
Hill Top - Colo Vale	2006		261
Hill Top - Colo Vale	2006	0	546
Hill Top - Colo Vale	2006	1	4627
Hill Top - Colo Vale	2011		301
Hill Top - Colo Vale	2011	0	684
Hill Top - Colo Vale	2011	1	4688
Hill Top - Colo Vale	2016		544
Hill Top - Colo Vale	2016	0	672
Hill Top - Colo Vale	2016	1	4809
Mittagong	2006		494
Mittagong	2006	0	1022
Mittagong	2006	1	6191
Mittagong	2011		471
Mittagong	2011	0	1063
Mittagong	2011	1	6570
Mittagong	2016		1017
Mittagong	2016	0	1335
Mittagong	2016	1	6647
Moss Vale - Berrima	2006		522
Moss Vale - Berrima	2006	0	1241
Moss Vale - Berrima	2006	1	6080
Moss Vale - Berrima	2011		441
Moss Vale - Berrima	2011	0	1307
Moss Vale - Berrima	2011	1	7187
Moss Vale - Berrima	2016		854
Moss Vale - Berrima	2016	0	1524
Moss Vale - Berrima	2016	1	7419
Robertson - Fitzroy Falls	2006		197
Robertson - Fitzroy Falls	2006	0	371
Robertson - Fitzroy Falls	2006	1	2892
Robertson - Fitzroy Falls	2011		166
Robertson - Fitzroy Falls	2011	0	358
Robertson - Fitzroy Falls	2011	1	2849
Robertson - Fitzroy Falls	2016		350
Robertson - Fitzroy Falls	2016	0	422
Robertson - Fitzroy Falls	2016	1	2734
Southern Highlands	2006		314
Southern Highlands	2006	0	688
Southern Highlands	2006	1	4599
Southern Highlands	2011		307
Southern Highlands	2011	0	666
Southern Highlands	2011	1	5175
Southern Highlands	2016		522
Southern Highlands	2016	0	877
Southern Highlands	2016	1	5190
Baulkham Hills (East)	2006		921
Baulkham Hills (East)	2006	0	2469
Baulkham Hills (East)	2006	1	16551
Baulkham Hills (East)	2011		776
Baulkham Hills (East)	2011	0	2439
Baulkham Hills (East)	2011	1	18134
Baulkham Hills (East)	2016		1273
Baulkham Hills (East)	2016	0	2916
Baulkham Hills (East)	2016	1	18755
Baulkham Hills (West) - Bella Vista	2006		551
Baulkham Hills (West) - Bella Vista	2006	0	1822
Baulkham Hills (West) - Bella Vista	2006	1	15429
Baulkham Hills (West) - Bella Vista	2011		501
Baulkham Hills (West) - Bella Vista	2011	0	1782
Baulkham Hills (West) - Bella Vista	2011	1	16332
Baulkham Hills (West) - Bella Vista	2016		952
Baulkham Hills (West) - Bella Vista	2016	0	2252
Baulkham Hills (West) - Bella Vista	2016	1	16862
Glenhaven	2006		144
Glenhaven	2006	0	645
Glenhaven	2006	1	4832
Glenhaven	2011		203
Glenhaven	2011	0	640
Glenhaven	2011	1	4988
Glenhaven	2016		344
Glenhaven	2016	0	611
Glenhaven	2016	1	5296
West Pennant Hills	2006		350
West Pennant Hills	2006	0	1023
West Pennant Hills	2006	1	11206
West Pennant Hills	2011		314
West Pennant Hills	2011	0	1184
West Pennant Hills	2011	1	10947
West Pennant Hills	2016		550
West Pennant Hills	2016	0	1091
West Pennant Hills	2016	1	10998
Castle Hill - Central	2006		356
Castle Hill - Central	2006	0	1175
Castle Hill - Central	2006	1	5288
Castle Hill - Central	2011		364
Castle Hill - Central	2011	0	1020
Castle Hill - Central	2011	1	5832
Castle Hill - Central	2016		485
Castle Hill - Central	2016	0	1122
Castle Hill - Central	2016	1	6004
Castle Hill - East	2006		185
Castle Hill - East	2006	0	729
Castle Hill - East	2006	1	4722
Castle Hill - East	2011		290
Castle Hill - East	2011	0	492
Castle Hill - East	2011	1	4799
Castle Hill - East	2016		307
Castle Hill - East	2016	0	609
Castle Hill - East	2016	1	4677
Castle Hill - North	2006		332
Castle Hill - North	2006	0	959
Castle Hill - North	2006	1	8987
Castle Hill - North	2011		330
Castle Hill - North	2011	0	1208
Castle Hill - North	2011	1	9829
Castle Hill - North	2016		673
Castle Hill - North	2016	0	1282
Castle Hill - North	2016	1	9930
Castle Hill - South	2006		344
Castle Hill - South	2006	0	949
Castle Hill - South	2006	1	6770
Castle Hill - South	2011		376
Castle Hill - South	2011	0	1169
Castle Hill - South	2011	1	7333
Castle Hill - South	2016		544
Castle Hill - South	2016	0	1133
Castle Hill - South	2016	1	7840
Castle Hill - West	2006		199
Castle Hill - West	2006	0	707
Castle Hill - West	2006	1	3693
Castle Hill - West	2011		183
Castle Hill - West	2011	0	524
Castle Hill - West	2011	1	4439
Castle Hill - West	2016		242
Castle Hill - West	2016	0	519
Castle Hill - West	2016	1	4480
Cherrybrook	2006		605
Cherrybrook	2006	0	2021
Cherrybrook	2006	1	16480
Cherrybrook	2011		512
Cherrybrook	2011	0	1731
Cherrybrook	2011	1	16536
Cherrybrook	2016		839
Cherrybrook	2016	0	1885
Cherrybrook	2016	1	16041
Kellyville	2006		843
Kellyville	2006	0	2111
Kellyville	2006	1	12359
Kellyville	2011		654
Kellyville	2011	0	2208
Kellyville	2011	1	15750
Kellyville	2016		1314
Kellyville	2016	0	3119
Kellyville	2016	1	18795
Dural - Kenthurst - Wisemans Ferry	2006		951
Dural - Kenthurst - Wisemans Ferry	2006	0	1948
Dural - Kenthurst - Wisemans Ferry	2006	1	16885
Dural - Kenthurst - Wisemans Ferry	2011		717
