SA2_NAME16	Year	SpeaksEnglishOnly	persons
Rochedale - Burbank	2011	1	3227
Rochedale - Burbank	2016	0	2190
Rochedale - Burbank	2016	1	3903
Upper Mount Gravatt	2006	0	1232
Upper Mount Gravatt	2006	1	6075
Upper Mount Gravatt	2011	0	2062
Upper Mount Gravatt	2011	1	5935
Upper Mount Gravatt	2016	0	2864
Upper Mount Gravatt	2016	1	6059
Wishart	2006	0	2027
Wishart	2006	1	7854
Wishart	2011	0	2497
Wishart	2011	1	7816
Wishart	2016	0	3332
Wishart	2016	1	7098
Coopers Plains	2006	0	939
Coopers Plains	2006	1	2756
Coopers Plains	2011	0	1586
Coopers Plains	2011	1	2737
Coopers Plains	2016	0	2380
Coopers Plains	2016	1	2739
Moorooka	2006	0	1570
Moorooka	2006	1	6994
Moorooka	2011	0	2015
Moorooka	2011	1	7377
Moorooka	2016	0	2151
Moorooka	2016	1	7723
Robertson	2006	0	2448
Robertson	2006	1	2056
Robertson	2011	0	2672
Robertson	2011	1	1785
Robertson	2016	0	3271
Robertson	2016	1	1613
Salisbury - Nathan	2006	0	977
Salisbury - Nathan	2006	1	5446
Salisbury - Nathan	2011	0	1177
Salisbury - Nathan	2011	1	5564
Salisbury - Nathan	2016	0	1380
Salisbury - Nathan	2016	1	5390
Tarragindi	2006	0	783
Tarragindi	2006	1	8428
Tarragindi	2011	0	907
Tarragindi	2011	1	8779
Tarragindi	2016	0	1178
Tarragindi	2016	1	8995
Algester	2006	0	1094
Algester	2006	1	5999
Algester	2011	0	1846
Algester	2011	1	5858
Algester	2016	0	2589
Algester	2016	1	5532
Calamvale - Stretton	2006	0	5499
Calamvale - Stretton	2006	1	8626
Calamvale - Stretton	2011	0	9026
Calamvale - Stretton	2011	1	8702
Calamvale - Stretton	2016	0	12350
Calamvale - Stretton	2016	1	7984
Pallara - Willawong	2006	0	432
Pallara - Willawong	2006	1	1246
Pallara - Willawong	2011	0	1105
Pallara - Willawong	2011	1	2549
Pallara - Willawong	2016	0	1653
Pallara - Willawong	2016	1	2828
Parkinson - Drewvale	2006	0	2344
Parkinson - Drewvale	2006	1	9036
Parkinson - Drewvale	2011	0	3748
Parkinson - Drewvale	2011	1	10267
Parkinson - Drewvale	2016	0	5723
Parkinson - Drewvale	2016	1	9368
Rocklea - Acacia Ridge	2006	0	1587
Rocklea - Acacia Ridge	2006	1	6589
Rocklea - Acacia Ridge	2011	0	2226
Rocklea - Acacia Ridge	2011	1	5917
Rocklea - Acacia Ridge	2016	0	3036
Rocklea - Acacia Ridge	2016	1	5788
Kuraby	2006	0	2149
Kuraby	2006	1	4296
Kuraby	2011	0	3184
Kuraby	2011	1	4205
Kuraby	2016	0	4136
Kuraby	2016	1	3987
Runcorn	2006	0	4253
Runcorn	2006	1	7674
Runcorn	2011	0	6114
Runcorn	2011	1	6783
Runcorn	2016	0	7946
Runcorn	2016	1	5911
Sunnybank	2006	0	2890
Sunnybank	2006	1	4521
Sunnybank	2011	0	3843
Sunnybank	2011	1	3884
Sunnybank	2016	0	5137
Sunnybank	2016	1	3360
Sunnybank Hills	2006	0	5855
Sunnybank Hills	2006	1	9560
Sunnybank Hills	2011	0	7873
Sunnybank Hills	2011	1	8371
Sunnybank Hills	2016	0	9600
Sunnybank Hills	2016	1	7522
Jindalee - Mount Ommaney	2006	0	1099
Jindalee - Mount Ommaney	2006	1	5729
Jindalee - Mount Ommaney	2011	0	1345
Jindalee - Mount Ommaney	2011	1	5755
Jindalee - Mount Ommaney	2016	0	1474
Jindalee - Mount Ommaney	2016	1	5842
Middle Park - Jamboree Heights	2006	0	1553
Middle Park - Jamboree Heights	2006	1	5501
Middle Park - Jamboree Heights	2011	0	1658
Middle Park - Jamboree Heights	2011	1	5229
Middle Park - Jamboree Heights	2016	0	1736
Middle Park - Jamboree Heights	2016	1	5171
Riverhills	2006	0	542
Riverhills	2006	1	3203
Riverhills	2011	0	623
Riverhills	2011	1	3083
Riverhills	2016	0	653
Riverhills	2016	1	3234
Seventeen Mile Rocks - Sinnamon Park	2006	0	1597
Seventeen Mile Rocks - Sinnamon Park	2006	1	6600
Seventeen Mile Rocks - Sinnamon Park	2011	0	2059
Seventeen Mile Rocks - Sinnamon Park	2011	1	7245
Seventeen Mile Rocks - Sinnamon Park	2016	0	2187
Seventeen Mile Rocks - Sinnamon Park	2016	1	7138
Westlake	2006	0	992
Westlake	2006	1	3579
Westlake	2011	0	949
Westlake	2011	1	3303
Westlake	2016	0	1025
Westlake	2016	1	3219
Bellbowrie - Moggill	2006	0	657
Bellbowrie - Moggill	2006	1	6353
Bellbowrie - Moggill	2011	0	942
Bellbowrie - Moggill	2011	1	7877
Bellbowrie - Moggill	2016	0	1259
Bellbowrie - Moggill	2016	1	8520
Brookfield - Kenmore Hills	2006	0	580
Brookfield - Kenmore Hills	2006	1	6197
Brookfield - Kenmore Hills	2011	0	709
Brookfield - Kenmore Hills	2011	1	5890
Brookfield - Kenmore Hills	2016	0	803
Brookfield - Kenmore Hills	2016	1	5578
Chapel Hill	2006	0	1112
Chapel Hill	2006	1	8667
Chapel Hill	2011	0	1472
Chapel Hill	2011	1	8420
Chapel Hill	2016	0	1824
Chapel Hill	2016	1	8085
Fig Tree Pocket	2006	0	243
Fig Tree Pocket	2006	1	2868
Fig Tree Pocket	2011	0	343
Fig Tree Pocket	2011	1	3202
Fig Tree Pocket	2016	0	499
Fig Tree Pocket	2016	1	3406
Kenmore	2006	0	860
Kenmore	2006	1	7060
Kenmore	2011	0	1159
Kenmore	2011	1	7033
Kenmore	2016	0	1379
Kenmore	2016	1	7159
Pinjarra Hills - Pullenvale	2006	0	338
Pinjarra Hills - Pullenvale	2006	1	4372
Pinjarra Hills - Pullenvale	2011	0	370
Pinjarra Hills - Pullenvale	2011	1	4889
Pinjarra Hills - Pullenvale	2016	0	454
Pinjarra Hills - Pullenvale	2016	1	4706
Chelmer - Graceville	2006	0	401
Chelmer - Graceville	2006	1	5988
Chelmer - Graceville	2011	0	477
Chelmer - Graceville	2011	1	5877
Chelmer - Graceville	2016	0	701
Chelmer - Graceville	2016	1	6456
Corinda	2006	0	374
Corinda	2006	1	3964
Corinda	2011	0	489
Corinda	2011	1	3892
Corinda	2016	0	574
Corinda	2016	1	4014
Indooroopilly	2006	0	1878
Indooroopilly	2006	1	8487
Indooroopilly	2011	0	2794
Indooroopilly	2011	1	8218
Indooroopilly	2016	0	3666
Indooroopilly	2016	1	7837
Sherwood	2006	0	323
Sherwood	2006	1	4293
Sherwood	2011	0	504
Sherwood	2011	1	4458
Sherwood	2016	0	759
Sherwood	2016	1	4621
St Lucia	2006	0	2551
St Lucia	2006	1	7155
St Lucia	2011	0	3440
St Lucia	2011	1	7137
St Lucia	2016	0	4922
St Lucia	2016	1	6904
Taringa	2006	0	1151
Taringa	2006	1	5693
Taringa	2011	0	1586
Taringa	2011	1	5995
Taringa	2016	0	2075
Taringa	2016	1	5953
Enoggera	2006	0	395
Enoggera	2006	1	5653
Enoggera	2011	0	632
Enoggera	2011	1	6839
Enoggera	2016	0	731
Enoggera	2016	1	6938
Enoggera Reservoir	2006	0	3
Enoggera Reservoir	2006	1	35
Enoggera Reservoir	2011	0	0
Enoggera Reservoir	2011	1	24
Enoggera Reservoir	2016	0	0
Enoggera Reservoir	2016	1	19
Keperra	2006	0	294
Keperra	2006	1	6433
Keperra	2011	0	458
Keperra	2011	1	6307
Keperra	2016	0	589
Keperra	2016	1	6238
Mitchelton	2006	0	356
Mitchelton	2006	1	5823
Mitchelton	2011	0	531
Mitchelton	2011	1	6890
Mitchelton	2016	0	757
Mitchelton	2016	1	7293
Mount Coot-tha	2006	0	0
Mount Coot-tha	2006	1	0
Mount Coot-tha	2011	0	0
Mount Coot-tha	2011	1	0
Mount Coot-tha	2016	0	0
Mount Coot-tha	2016	1	0
The Gap	2006	0	1005
The Gap	2006	1	14221
The Gap	2011	0	1200
The Gap	2011	1	14347
The Gap	2016	0	1412
The Gap	2016	1	14473
Upper Kedron - Ferny Grove	2006	0	480
Upper Kedron - Ferny Grove	2006	1	7558
Upper Kedron - Ferny Grove	2011	0	580
Upper Kedron - Ferny Grove	2011	1	8287
Upper Kedron - Ferny Grove	2016	0	848
Upper Kedron - Ferny Grove	2016	1	8745
Brisbane City	2006	0	1981
Brisbane City	2006	1	3662
Brisbane City	2011	0	2679
Brisbane City	2011	1	4450
Brisbane City	2016	0	4368
Brisbane City	2016	1	4858
Fortitude Valley	2006	0	705
Fortitude Valley	2006	1	3307
Fortitude Valley	2011	0	977
Fortitude Valley	2011	1	3427
Fortitude Valley	2016	0	1914
Fortitude Valley	2016	1	4229
Highgate Hill	2006	0	1280
Highgate Hill	2006	1	3653
Highgate Hill	2011	0	1560
Highgate Hill	2011	1	3859
Highgate Hill	2016	0	1788
Highgate Hill	2016	1	4023
Kangaroo Point	2006	0	1085
Kangaroo Point	2006	1	4769
Kangaroo Point	2011	0	1312
Kangaroo Point	2011	1	4869
Kangaroo Point	2016	0	1955
Kangaroo Point	2016	1	5545
New Farm	2006	0	1478
New Farm	2006	1	8004
New Farm	2011	0	1834
New Farm	2011	1	8978
New Farm	2016	0	2006
New Farm	2016	1	8857
South Brisbane	2006	0	1096
South Brisbane	2006	1	2429
South Brisbane	2011	0	1714
South Brisbane	2011	1	3098
South Brisbane	2016	0	2806
South Brisbane	2016	1	3788
Spring Hill	2006	0	933
Spring Hill	2006	1	2822
Spring Hill	2011	0	1636
Spring Hill	2011	1	3170
Spring Hill	2016	0	2546
Spring Hill	2016	1	2883
West End	2006	0	1613
West End	2006	1	4200
West End	2011	0	2086
West End	2011	1	5353
West End	2016	0	2499
West End	2016	1	6171
Balmoral	2006	0	236
Balmoral	2006	1	3131
Balmoral	2011	0	314
Balmoral	2011	1	3383
Balmoral	2016	0	365
Balmoral	2016	1	3605
Bulimba	2006	0	321
Bulimba	2006	1	4461
Bulimba	2011	0	537
Bulimba	2011	1	5141
Bulimba	2016	0	656
Bulimba	2016	1	5529
East Brisbane	2006	0	742
East Brisbane	2006	1	4026
East Brisbane	2011	0	969
East Brisbane	2011	1	4058
East Brisbane	2016	0	1076
East Brisbane	2016	1	4278
Hawthorne	2006	0	288
Hawthorne	2006	1	3799
Hawthorne	2011	0	318
Hawthorne	2011	1	4083
Hawthorne	2016	0	401
Hawthorne	2016	1	4363
Morningside - Seven Hills	2006	0	770
Morningside - Seven Hills	2006	1	8791
Morningside - Seven Hills	2011	0	1233
Morningside - Seven Hills	2011	1	9775
Morningside - Seven Hills	2016	0	1660
Morningside - Seven Hills	2016	1	10197
Norman Park	2006	0	310
Norman Park	2006	1	4448
Norman Park	2011	0	507
Norman Park	2011	1	5244
Norman Park	2016	0	540
Norman Park	2016	1	5415
Albion	2006	0	280
Albion	2006	1	1916
Albion	2011	0	397
Albion	2011	1	2010
Albion	2016	0	421
Albion	2016	1	2156
Alderley	2006	0	265
Alderley	2006	1	4261
Alderley	2011	0	502
Alderley	2011	1	5020
Alderley	2016	0	624
Alderley	2016	1	5102
Ascot	2006	0	341
Ascot	2006	1	4113
Ascot	2011	0	528
Ascot	2011	1	4389
Ascot	2016	0	719
Ascot	2016	1	4092
Clayfield	2006	0	859
Clayfield	2006	1	8091
Clayfield	2011	0	1370
Clayfield	2011	1	8197
Clayfield	2016	0	1808
Clayfield	2016	1	8036
Grange	2006	0	209
Grange	2006	1	3695
Grange	2011	0	279
Grange	2011	1	3759
Grange	2016	0	302
Grange	2016	1	3800
Hamilton (Qld)	2006	0	322
Hamilton (Qld)	2006	1	3502
Hamilton (Qld)	2011	0	518
Hamilton (Qld)	2011	1	3929
Hamilton (Qld)	2016	0	911
Hamilton (Qld)	2016	1	4688
Hendra	2006	0	225
Hendra	2006	1	3535
Hendra	2011	0	346
Hendra	2011	1	3829
Hendra	2016	0	384
Hendra	2016	1	3969
Kelvin Grove - Herston	2006	0	806
Kelvin Grove - Herston	2006	1	4769
Kelvin Grove - Herston	2011	0	1912
Kelvin Grove - Herston	2011	1	5561
Kelvin Grove - Herston	2016	0	3653
Kelvin Grove - Herston	2016	1	5539
Newmarket	2006	0	339
Newmarket	2006	1	3657
Newmarket	2011	0	502
Newmarket	2011	1	3803
Newmarket	2016	0	712
Newmarket	2016	1	3934
Newstead - Bowen Hills	2006	0	545
Newstead - Bowen Hills	2006	1	5077
Newstead - Bowen Hills	2011	0	968
Newstead - Bowen Hills	2011	1	5687
Newstead - Bowen Hills	2016	0	1690
Newstead - Bowen Hills	2016	1	7465
Wilston	2006	0	269
Wilston	2006	1	3268
Wilston	2011	0	356
Wilston	2011	1	3380
Wilston	2016	0	390
Wilston	2016	1	3374
Windsor	2006	0	653
Windsor	2006	1	5149
Windsor	2011	0	917
Windsor	2011	1	5281
Windsor	2016	0	1099
Windsor	2016	1	5702
Wooloowin - Lutwyche	2006	0	718
Wooloowin - Lutwyche	2006	1	6857
Wooloowin - Lutwyche	2011	0	1116
Wooloowin - Lutwyche	2011	1	7200
Wooloowin - Lutwyche	2016	0	1620
Wooloowin - Lutwyche	2016	1	7544
Ashgrove	2006	0	576
Ashgrove	2006	1	10703
Ashgrove	2011	0	855
Ashgrove	2011	1	11634
Ashgrove	2016	0	984
Ashgrove	2016	1	11728
Auchenflower	2006	0	498
Auchenflower	2006	1	4000
Auchenflower	2011	0	824
Auchenflower	2011	1	4284
Auchenflower	2016	0	863
Auchenflower	2016	1	4212
Bardon	2006	0	471
Bardon	2006	1	8284
Bardon	2011	0	589
Bardon	2011	1	8397
Bardon	2016	0	648
Bardon	2016	1	8670
Paddington - Milton	2006	0	743
Paddington - Milton	2006	1	7916
Paddington - Milton	2011	0	1056
Paddington - Milton	2011	1	8450
Paddington - Milton	2016	0	1284
Paddington - Milton	2016	1	8856
Red Hill (Qld)	2006	0	405
Red Hill (Qld)	2006	1	4449
Red Hill (Qld)	2011	0	428
Red Hill (Qld)	2011	1	4791
Red Hill (Qld)	2016	0	598
Red Hill (Qld)	2016	1	4663
Toowong	2006	0	1628
Toowong	2006	1	7551
Toowong	2011	0	2266
Toowong	2011	1	7632
Toowong	2016	0	2455
Toowong	2016	1	7592
Brinsmead	2006	0	326
Brinsmead	2006	1	4391
Brinsmead	2011	0	449
Brinsmead	2011	1	4642
Brinsmead	2016	0	573
Brinsmead	2016	1	4499
Clifton Beach - Kewarra Beach	2006	0	636
Clifton Beach - Kewarra Beach	2006	1	6719
Clifton Beach - Kewarra Beach	2011	0	843
Clifton Beach - Kewarra Beach	2011	1	8619
Clifton Beach - Kewarra Beach	2016	0	1049
Clifton Beach - Kewarra Beach	2016	1	9008
Freshwater - Stratford	2006	0	226
Freshwater - Stratford	2006	1	3136
Freshwater - Stratford	2011	0	251
Freshwater - Stratford	2011	1	3229
Freshwater - Stratford	2016	0	275
Freshwater - Stratford	2016	1	3106
Redlynch	2006	0	647
Redlynch	2006	1	7983
Redlynch	2011	0	898
Redlynch	2011	1	10132
Redlynch	2016	0	1219
Redlynch	2016	1	10712
Trinity Beach - Smithfield	2006	0	626
Trinity Beach - Smithfield	2006	1	6703
Trinity Beach - Smithfield	2011	0	1021
Trinity Beach - Smithfield	2011	1	9159
Trinity Beach - Smithfield	2016	0	1654
Trinity Beach - Smithfield	2016	1	11378
Yorkeys Knob - Machans Beach	2006	0	422
Yorkeys Knob - Machans Beach	2006	1	5074
Yorkeys Knob - Machans Beach	2011	0	469
Yorkeys Knob - Machans Beach	2011	1	5107
Yorkeys Knob - Machans Beach	2016	0	508
Yorkeys Knob - Machans Beach	2016	1	4814
Bentley Park	2006	0	430
Bentley Park	2006	1	4610
Bentley Park	2011	0	706
Bentley Park	2011	1	6240
Bentley Park	2016	0	953
Bentley Park	2016	1	6463
Cairns City	2006	0	1348
Cairns City	2006	1	5237
Cairns City	2011	0	1972
Cairns City	2011	1	6178
Cairns City	2016	0	2913
Cairns City	2016	1	6472
Earlville - Bayview Heights	2006	0	629
Earlville - Bayview Heights	2006	1	7496
Earlville - Bayview Heights	2011	0	697
Earlville - Bayview Heights	2011	1	6870
Earlville - Bayview Heights	2016	0	883
Earlville - Bayview Heights	2016	1	6761
Edmonton	2006	0	527
Edmonton	2006	1	6961
Edmonton	2011	0	797
Edmonton	2011	1	8437
Edmonton	2016	0	1051
Edmonton	2016	1	8961
Gordonvale - Trinity	2006	0	433
Gordonvale - Trinity	2006	1	5901
Gordonvale - Trinity	2011	0	476
Gordonvale - Trinity	2011	1	7135
Gordonvale - Trinity	2016	0	449
Gordonvale - Trinity	2016	1	7560
Kanimbla - Mooroobool	2006	0	1073
Kanimbla - Mooroobool	2006	1	6784
Kanimbla - Mooroobool	2011	0	1380
Kanimbla - Mooroobool	2011	1	7223
Kanimbla - Mooroobool	2016	0	1900
Kanimbla - Mooroobool	2016	1	7160
Lamb Range	2006	0	0
Lamb Range	2006	1	0
Lamb Range	2011	0	0
Lamb Range	2011	1	0
Lamb Range	2016	0	0
Lamb Range	2016	1	0
Manoora	2006	0	713
Manoora	2006	1	4066
Manoora	2011	0	1099
Manoora	2011	1	4040
Manoora	2016	0	1229
Manoora	2016	1	3879
Manunda	2006	0	553
Manunda	2006	1	3402
Manunda	2011	0	842
Manunda	2011	1	3577
Manunda	2016	0	1100
Manunda	2016	1	3535
Mount Sheridan	2006	0	814
Mount Sheridan	2006	1	6073
Mount Sheridan	2011	0	1114
Mount Sheridan	2011	1	6465
Mount Sheridan	2016	0	1312
Mount Sheridan	2016	1	6547
Westcourt - Bungalow	2006	0	624
Westcourt - Bungalow	2006	1	4023
Westcourt - Bungalow	2011	0	1192
Westcourt - Bungalow	2011	1	4263
Westcourt - Bungalow	2016	0	1423
Westcourt - Bungalow	2016	1	3978
White Rock	2006	0	401
White Rock	2006	1	3239
White Rock	2011	0	552
White Rock	2011	1	3608
White Rock	2016	0	577
White Rock	2016	1	3670
Whitfield - Edge Hill	2006	0	608
Whitfield - Edge Hill	2006	1	6941
Whitfield - Edge Hill	2011	0	742
Whitfield - Edge Hill	2011	1	6792
Whitfield - Edge Hill	2016	0	897
Whitfield - Edge Hill	2016	1	6779
Woree	2006	0	471
Woree	2006	1	2946
Woree	2011	0	649
Woree	2011	1	3610
Woree	2016	0	731
Woree	2016	1	3577
Babinda	2006	0	269
Babinda	2006	1	3569
Babinda	2011	0	273
Babinda	2011	1	3579
Babinda	2016	0	235
Babinda	2016	1	3628
Innisfail	2006	0	955
Innisfail	2006	1	7711
Innisfail	2011	0	1075
Innisfail	2011	1	7676
Innisfail	2016	0	1269
Innisfail	2016	1	7134
Johnstone	2006	0	525
Johnstone	2006	1	6828
Johnstone	2011	0	517
Johnstone	2011	1	6719
Johnstone	2016	0	451
Johnstone	2016	1	6811
Tully	2006	0	617
Tully	2006	1	8825
Tully	2011	0	838
Tully	2011	1	8814
Tully	2016	0	990
Tully	2016	1	8669
Wooroonooran	2006	0	0
Wooroonooran	2006	1	0
Wooroonooran	2011	0	0
Wooroonooran	2011	1	3
Wooroonooran	2016	0	0
Wooroonooran	2016	1	0
Yarrabah	2006	0	73
Yarrabah	2006	1	2263
Yarrabah	2011	0	413
Yarrabah	2011	1	1967
Yarrabah	2016	0	303
Yarrabah	2016	1	2165
Daintree	2006	0	405
Daintree	2006	1	5045
Daintree	2011	0	372
Daintree	2011	1	5233
Daintree	2016	0	391
Daintree	2016	1	5232
Port Douglas	2006	0	358
Port Douglas	2006	1	3502
Port Douglas	2011	0	354
Port Douglas	2011	1	3837
Port Douglas	2016	0	463
Port Douglas	2016	1	3991
Atherton	2006	0	461
Atherton	2006	1	8703
Atherton	2011	0	567
Atherton	2011	1	9087
Atherton	2016	0	546
Atherton	2016	1	9450
Herberton	2006	0	192
Herberton	2006	1	4780
Herberton	2011	0	198
Herberton	2011	1	4979
Herberton	2016	0	183
Herberton	2016	1	4672
Kuranda	2006	0	264
Kuranda	2006	1	3002
Kuranda	2011	0	328
Kuranda	2011	1	3723
Kuranda	2016	0	367
Kuranda	2016	1	3672
Malanda - Yungaburra	2006	0	280
Malanda - Yungaburra	2006	1	6922
Malanda - Yungaburra	2011	0	290
Malanda - Yungaburra	2011	1	7343
Malanda - Yungaburra	2016	0	333
Malanda - Yungaburra	2016	1	7531
Mareeba	2006	0	1068
Mareeba	2006	1	7356
Mareeba	2011	0	1263
Mareeba	2011	1	8369
Mareeba	2016	0	1389
Mareeba	2016	1	8600
Balonne	2006	0	64
Balonne	2006	1	4327
Balonne	2011	0	91
Balonne	2011	1	4388
Balonne	2016	0	131
Balonne	2016	1	3900
Chinchilla	2006	0	75
Chinchilla	2006	1	5622
Chinchilla	2011	0	167
Chinchilla	2011	1	6554
Chinchilla	2016	0	294
Chinchilla	2016	1	6886
Goondiwindi	2006	0	77
Goondiwindi	2006	1	5411
Goondiwindi	2011	0	147
Goondiwindi	2011	1	5747
Goondiwindi	2016	0	225
Goondiwindi	2016	1	5483
Inglewood - Waggamba	2006	0	79
Inglewood - Waggamba	2006	1	3882
Inglewood - Waggamba	2011	0	100
Inglewood - Waggamba	2011	1	3892
Inglewood - Waggamba	2016	0	121
Inglewood - Waggamba	2016	1	3728
Miles - Wandoan	2006	0	40
Miles - Wandoan	2006	1	3611
Miles - Wandoan	2011	0	62
Miles - Wandoan	2011	1	3529
Miles - Wandoan	2016	0	100
Miles - Wandoan	2016	1	3416
Roma	2006	0	79
Roma	2006	1	6206
Roma	2011	0	304
Roma	2011	1	5863
Roma	2016	0	403
Roma	2016	1	5687
Roma Region	2006	0	42
Roma Region	2006	1	5528
Roma Region	2011	0	61
Roma Region	2011	1	5756
Roma Region	2016	0	81
Roma Region	2016	1	5275
Tara	2006	0	59
Tara	2006	1	3402
Tara	2011	0	82
Tara	2011	1	3853
Tara	2016	0	104
Tara	2016	1	3264
Crows Nest - Rosalie	2006	0	138
Crows Nest - Rosalie	2006	1	7702
Crows Nest - Rosalie	2011	0	117
Crows Nest - Rosalie	2011	1	7513
Crows Nest - Rosalie	2016	0	136
Crows Nest - Rosalie	2016	1	7851
Jondaryan	2006	0	107
Jondaryan	2006	1	6304
Jondaryan	2011	0	166
Jondaryan	2011	1	6744
Jondaryan	2016	0	381
Jondaryan	2016	1	6670
Millmerran	2006	0	42
Millmerran	2006	1	2941
Millmerran	2011	0	153
Millmerran	2011	1	2791
Millmerran	2016	0	197
Millmerran	2016	1	2683
Pittsworth	2006	0	81
Pittsworth	2006	1	5056
Pittsworth	2011	0	81
Pittsworth	2011	1	4983
Pittsworth	2016	0	109
Pittsworth	2016	1	5104
Wambo	2006	0	190
Wambo	2006	1	13882
Wambo	2011	0	416
Wambo	2011	1	14751
Wambo	2016	0	681
Wambo	2016	1	15090
Clifton - Greenmount	2006	0	72
Clifton - Greenmount	2006	1	4316
Clifton - Greenmount	2011	0	92
Clifton - Greenmount	2011	1	4274
Clifton - Greenmount	2016	0	111
Clifton - Greenmount	2016	1	4450
Southern Downs - East	2006	0	55
Southern Downs - East	2006	1	3639
Southern Downs - East	2011	0	94
Southern Downs - East	2011	1	3885
Southern Downs - East	2016	0	91
Southern Downs - East	2016	1	3824
Southern Downs - West	2006	0	80
Southern Downs - West	2006	1	3425
Southern Downs - West	2011	0	114
Southern Downs - West	2011	1	4073
Southern Downs - West	2016	0	102
Southern Downs - West	2016	1	4241
Stanthorpe	2006	0	434
Stanthorpe	2006	1	4086
Stanthorpe	2011	0	502
Stanthorpe	2011	1	4702
Stanthorpe	2016	0	526
Stanthorpe	2016	1	4552
Stanthorpe Region	2006	0	362
Stanthorpe Region	2006	1	4885
Stanthorpe Region	2011	0	355
Stanthorpe Region	2011	1	4934
Stanthorpe Region	2016	0	296
Stanthorpe Region	2016	1	5091
Warwick	2006	0	306
Warwick	2006	1	13168
Warwick	2011	0	390
Warwick	2011	1	13620
Warwick	2016	0	521
Warwick	2016	1	13788
Central Highlands - East	2006	0	124
Central Highlands - East	2006	1	6835
Central Highlands - East	2011	0	184
Central Highlands - East	2011	1	6838
Central Highlands - East	2016	0	309
Central Highlands - East	2016	1	6188
Central Highlands - West	2006	0	139
Central Highlands - West	2006	1	7609
Central Highlands - West	2011	0	251
Central Highlands - West	2011	1	7873
Central Highlands - West	2016	0	204
Central Highlands - West	2016	1	6887
Emerald	2006	0	393
Emerald	2006	1	10501
Emerald	2011	0	752
Emerald	2011	1	11467
Emerald	2016	0	871
Emerald	2016	1	11021
Berserker	2006	0	161
Berserker	2006	1	6579
Berserker	2011	0	323
Berserker	2011	1	6275
Berserker	2016	0	437
Berserker	2016	1	5858
Bouldercombe	2006	0	11
Bouldercombe	2006	1	1715
Bouldercombe	2011	0	12
Bouldercombe	2011	1	1727
Bouldercombe	2016	0	19
Bouldercombe	2016	1	1714
Emu Park	2006	0	72
Emu Park	2006	1	3524
Emu Park	2011	0	85
Emu Park	2011	1	4123
Emu Park	2016	0	122
Emu Park	2016	1	4783
Frenchville - Mount Archer	2006	0	211
Frenchville - Mount Archer	2006	1	8420
Frenchville - Mount Archer	2011	0	394
Frenchville - Mount Archer	2011	1	8394
Frenchville - Mount Archer	2016	0	509
Frenchville - Mount Archer	2016	1	8059
Glenlee - Rockyview	2006	0	51
Glenlee - Rockyview	2006	1	3443
Glenlee - Rockyview	2011	0	68
Glenlee - Rockyview	2011	1	3848
Glenlee - Rockyview	2016	0	88
Glenlee - Rockyview	2016	1	4040
Gracemere	2006	0	64
Gracemere	2006	1	5750
Gracemere	2011	0	246
Gracemere	2011	1	8101
Gracemere	2016	0	392
Gracemere	2016	1	10470
Lakes Creek	2006	0	179
Lakes Creek	2006	1	4634
Lakes Creek	2011	0	413
Lakes Creek	2011	1	4377
Lakes Creek	2016	0	462
Lakes Creek	2016	1	4114
Mount Morgan	2006	0	40
Mount Morgan	2006	1	2747
Mount Morgan	2011	0	45
Mount Morgan	2011	1	2693
Mount Morgan	2016	0	39
Mount Morgan	2016	1	2647
Norman Gardens	2006	0	475
Norman Gardens	2006	1	6693
Norman Gardens	2011	0	755
Norman Gardens	2011	1	7547
Norman Gardens	2016	0	1210
Norman Gardens	2016	1	8360
Park Avenue	2006	0	98
Park Avenue	2006	1	5444
Park Avenue	2011	0	203
Park Avenue	2011	1	4814
Park Avenue	2016	0	223
Park Avenue	2016	1	4562
Parkhurst - Kawana	2006	0	209
Parkhurst - Kawana	2006	1	5496
Parkhurst - Kawana	2011	0	371
Parkhurst - Kawana	2011	1	5645
Parkhurst - Kawana	2016	0	446
Parkhurst - Kawana	2016	1	5982
Rockhampton - West	2006	0	96
Rockhampton - West	2006	1	5358
Rockhampton - West	2011	0	220
Rockhampton - West	2011	1	5539
Rockhampton - West	2016	0	209
Rockhampton - West	2016	1	5306
Rockhampton City	2006	0	94
Rockhampton City	2006	1	2868
Rockhampton City	2011	0	153
Rockhampton City	2011	1	3119
Rockhampton City	2016	0	129
Rockhampton City	2016	1	2743
Rockhampton Region - East	2006	0	24
Rockhampton Region - East	2006	1	2671
Rockhampton Region - East	2011	0	34
Rockhampton Region - East	2011	1	2893
Rockhampton Region - East	2016	0	54
Rockhampton Region - East	2016	1	3125
Rockhampton Region - North	2006	0	95
Rockhampton Region - North	2006	1	3798
Rockhampton Region - North	2011	0	74
Rockhampton Region - North	2011	1	3635
Rockhampton Region - North	2016	0	86
Rockhampton Region - North	2016	1	3820
Rockhampton Region - West	2006	0	15
Rockhampton Region - West	2006	1	2258
Rockhampton Region - West	2011	0	26
Rockhampton Region - West	2011	1	2498
Rockhampton Region - West	2016	0	33
Rockhampton Region - West	2016	1	2668
Shoalwater Bay	2006	0	0
Shoalwater Bay	2006	1	0
Shoalwater Bay	2011	0	0
Shoalwater Bay	2011	1	9
Shoalwater Bay	2016	0	0
Shoalwater Bay	2016	1	16
The Range - Allenstown	2006	0	232
The Range - Allenstown	2006	1	7651
The Range - Allenstown	2011	0	397
