SA2_NAME16	Year	Sex	labourForceParticipation
Narrogin	2011	M	64.7
Narrogin	2016	F	48.4
Narrogin	2016	M	59.4
Wagin	2006	F	59.6
Wagin	2006	M	72.5
Wagin	2011	F	58
Wagin	2011	M	72.2
Wagin	2016	F	54.7
Wagin	2016	M	62.7
Broome	2006	F	61.4
Broome	2006	M	64.8
Broome	2011	F	65.7
Broome	2011	M	68.5
Broome	2016	F	65.3
Broome	2016	M	67.6
Derby - West Kimberley	2006	F	58.7
Derby - West Kimberley	2006	M	67
Derby - West Kimberley	2011	F	48.9
Derby - West Kimberley	2011	M	38.3
Derby - West Kimberley	2016	F	44.1
Derby - West Kimberley	2016	M	50.2
Halls Creek	2006	F	44
Halls Creek	2006	M	56.7
Halls Creek	2011	F	41.4
Halls Creek	2011	M	50.2
Halls Creek	2016	F	32.9
Halls Creek	2016	M	39.2
Kununurra	2006	F	58
Kununurra	2006	M	68.3
Kununurra	2011	F	62.7
Kununurra	2011	M	70.5
Kununurra	2016	F	60.1
Kununurra	2016	M	65.9
Roebuck	2006	F	52.7
Roebuck	2006	M	64.9
Roebuck	2011	F	46.5
Roebuck	2011	M	55.6
Roebuck	2016	F	44.7
Roebuck	2016	M	50
East Pilbara	2006	F	47.8
East Pilbara	2006	M	58.3
East Pilbara	2011	F	55.2
East Pilbara	2011	M	69.6
East Pilbara	2016	F	53.6
East Pilbara	2016	M	67.9
Newman	2006	F	63.3
Newman	2006	M	79.6
Newman	2011	F	65.8
Newman	2011	M	73.8
Newman	2016	F	67.7
Newman	2016	M	74.6
Port Hedland	2006	F	64.3
Port Hedland	2006	M	76.1
Port Hedland	2011	F	65.3
Port Hedland	2011	M	70.7
Port Hedland	2016	F	68
Port Hedland	2016	M	78.3
South Hedland	2006	F	46.6
South Hedland	2006	M	58
South Hedland	2011	F	57.9
South Hedland	2011	M	71
South Hedland	2016	F	59
South Hedland	2016	M	71.3
Ashburton (WA)	2006	F	65.7
Ashburton (WA)	2006	M	81
Ashburton (WA)	2011	F	69.3
Ashburton (WA)	2011	M	77.4
Ashburton (WA)	2016	F	67.7
Ashburton (WA)	2016	M	77.3
Karratha	2006	F	64.6
Karratha	2006	M	76.5
Karratha	2011	F	65
Karratha	2011	M	73.9
Karratha	2016	F	66.9
Karratha	2016	M	78
Roebourne	2006	F	58.2
Roebourne	2006	M	67.5
Roebourne	2011	F	58.8
Roebourne	2011	M	61.2
Roebourne	2016	F	62.2
Roebourne	2016	M	65
Esperance	2006	F	56.2
Esperance	2006	M	69.5
Esperance	2011	F	56.7
Esperance	2011	M	68
Esperance	2016	F	53.7
Esperance	2016	M	63.9
Esperance Region	2006	F	62
Esperance Region	2006	M	80.6
Esperance Region	2011	F	59.5
Esperance Region	2011	M	76.4
Esperance Region	2016	F	52.8
Esperance Region	2016	M	65.6
Carnarvon	2006	F	56.4
Carnarvon	2006	M	65.9
Carnarvon	2011	F	55.4
Carnarvon	2011	M	63.9
Carnarvon	2016	F	55.1
Carnarvon	2016	M	56.9
Exmouth	2006	F	64.7
Exmouth	2006	M	69.7
Exmouth	2011	F	63.3
Exmouth	2011	M	67.2
Exmouth	2016	F	62.2
Exmouth	2016	M	66
Boulder	2006	F	58.7
Boulder	2006	M	73.6
Boulder	2011	F	58.4
Boulder	2011	M	70.4
Boulder	2016	F	57
Boulder	2016	M	68.2
Kalgoorlie	2006	F	59.1
Kalgoorlie	2006	M	73
Kalgoorlie	2011	F	62.3
Kalgoorlie	2011	M	74.4
Kalgoorlie	2016	F	63
Kalgoorlie	2016	M	72.5
Kalgoorlie - North	2006	F	64.2
Kalgoorlie - North	2006	M	77.8
Kalgoorlie - North	2011	F	65.2
Kalgoorlie - North	2011	M	79.3
Kalgoorlie - North	2016	F	67.6
Kalgoorlie - North	2016	M	78.5
Kalgoorlie Airport	2006	F	0
Kalgoorlie Airport	2006	M	0
Kalgoorlie Airport	2011	F	0
Kalgoorlie Airport	2011	M	0
Kalgoorlie Airport	2016	F	0
Kalgoorlie Airport	2016	M	0
Kambalda - Coolgardie - Norseman	2006	F	52.1
Kambalda - Coolgardie - Norseman	2006	M	74.3
Kambalda - Coolgardie - Norseman	2011	F	54.2
Kambalda - Coolgardie - Norseman	2011	M	71.1
Kambalda - Coolgardie - Norseman	2016	F	51.9
Kambalda - Coolgardie - Norseman	2016	M	62.8
Leinster - Leonora	2006	F	59.5
Leinster - Leonora	2006	M	76.1
Leinster - Leonora	2011	F	49.8
Leinster - Leonora	2011	M	66.1
Leinster - Leonora	2016	F	43.2
Leinster - Leonora	2016	M	57.2
Trafalgar (WA)	2006	F	0
Trafalgar (WA)	2006	M	0
Trafalgar (WA)	2011	F	0
Trafalgar (WA)	2011	M	0
Trafalgar (WA)	2016	F	0
Trafalgar (WA)	2016	M	0
Geraldton	2006	F	47.6
Geraldton	2006	M	60.6
Geraldton	2011	F	50.7
Geraldton	2011	M	62.4
Geraldton	2016	F	47.7
Geraldton	2016	M	56.3
Geraldton - East	2006	F	52.5
Geraldton - East	2006	M	62.6
Geraldton - East	2011	F	55.6
Geraldton - East	2011	M	63.6
Geraldton - East	2016	F	55.1
Geraldton - East	2016	M	58.8
Geraldton - North	2006	F	58.2
Geraldton - North	2006	M	67.9
Geraldton - North	2011	F	63
Geraldton - North	2011	M	73.9
Geraldton - North	2016	F	61.5
Geraldton - North	2016	M	68.8
Geraldton - South	2006	F	64.1
Geraldton - South	2006	M	75.9
Geraldton - South	2011	F	66.8
Geraldton - South	2011	M	76.8
Geraldton - South	2016	F	65
Geraldton - South	2016	M	72.3
Irwin	2006	F	50
Irwin	2006	M	60
Irwin	2011	F	51.9
Irwin	2011	M	61.3
Irwin	2016	F	47.1
Irwin	2016	M	54.7
Meekatharra	2006	F	50.8
Meekatharra	2006	M	67.3
Meekatharra	2011	F	51.5
Meekatharra	2011	M	68.1
Meekatharra	2016	F	47.9
Meekatharra	2016	M	58.8
Morawa	2006	F	57.9
Morawa	2006	M	72.1
Morawa	2011	F	57.2
Morawa	2011	M	71.5
Morawa	2016	F	54.1
Morawa	2016	M	65.5
Northampton - Mullewa - Greenough	2006	F	55.7
Northampton - Mullewa - Greenough	2006	M	67.4
Northampton - Mullewa - Greenough	2011	F	55.4
Northampton - Mullewa - Greenough	2011	M	64
Northampton - Mullewa - Greenough	2016	F	52.4
Northampton - Mullewa - Greenough	2016	M	59.6
Migratory - Offshore - Shipping (WA)	2006	F	80.8
Migratory - Offshore - Shipping (WA)	2006	M	88.5
Migratory - Offshore - Shipping (WA)	2011	F	63.6
Migratory - Offshore - Shipping (WA)	2011	M	82.9
Migratory - Offshore - Shipping (WA)	2016	F	65.4
Migratory - Offshore - Shipping (WA)	2016	M	78.9
No usual address (WA)	2006	F	41.7
No usual address (WA)	2006	M	52.4
No usual address (WA)	2011	F	42.6
No usual address (WA)	2011	M	47.9
No usual address (WA)	2016	F	35.7
No usual address (WA)	2016	M	42.8
Bridgewater - Gagebrook	2006	F	38.3
Bridgewater - Gagebrook	2006	M	52.9
Bridgewater - Gagebrook	2011	F	37.7
Bridgewater - Gagebrook	2011	M	50.6
Bridgewater - Gagebrook	2016	F	38.6
Bridgewater - Gagebrook	2016	M	48.1
Brighton - Pontville	2006	F	57.4
Brighton - Pontville	2006	M	70.4
Brighton - Pontville	2011	F	62.7
Brighton - Pontville	2011	M	72.7
Brighton - Pontville	2016	F	62.8
Brighton - Pontville	2016	M	70.2
Old Beach - Otago	2006	F	64
Old Beach - Otago	2006	M	74.6
Old Beach - Otago	2011	F	66.4
Old Beach - Otago	2011	M	73.5
Old Beach - Otago	2016	F	65.1
Old Beach - Otago	2016	M	70.4
Bellerive - Rosny	2006	F	51.8
Bellerive - Rosny	2006	M	62.4
Bellerive - Rosny	2011	F	52.4
Bellerive - Rosny	2011	M	61.3
Bellerive - Rosny	2016	F	52.6
Bellerive - Rosny	2016	M	59
Cambridge	2006	F	67.2
Cambridge	2006	M	72.7
Cambridge	2011	F	67.6
Cambridge	2011	M	72.2
Cambridge	2016	F	65.9
Cambridge	2016	M	68.9
Geilston Bay - Risdon	2006	F	59.8
Geilston Bay - Risdon	2006	M	68.6
Geilston Bay - Risdon	2011	F	61.5
Geilston Bay - Risdon	2011	M	68.3
Geilston Bay - Risdon	2016	F	62.7
Geilston Bay - Risdon	2016	M	65.6
Howrah - Tranmere	2006	F	52.8
Howrah - Tranmere	2006	M	63.5
Howrah - Tranmere	2011	F	56
Howrah - Tranmere	2011	M	64.6
Howrah - Tranmere	2016	F	56.3
Howrah - Tranmere	2016	M	61.6
Lindisfarne - Rose Bay	2006	F	51.1
Lindisfarne - Rose Bay	2006	M	61.2
Lindisfarne - Rose Bay	2011	F	52.3
Lindisfarne - Rose Bay	2011	M	63
Lindisfarne - Rose Bay	2016	F	49.6
Lindisfarne - Rose Bay	2016	M	57.3
Mornington - Warrane	2006	F	42.8
Mornington - Warrane	2006	M	57.1
Mornington - Warrane	2011	F	46.4
Mornington - Warrane	2011	M	56.8
Mornington - Warrane	2016	F	48.7
Mornington - Warrane	2016	M	54.7
Risdon Vale	2006	F	42.4
Risdon Vale	2006	M	41.8
Risdon Vale	2011	F	43.6
Risdon Vale	2011	M	40.3
Risdon Vale	2016	F	44.7
Risdon Vale	2016	M	35.9
Rokeby	2006	F	45.4
Rokeby	2006	M	58.7
Rokeby	2011	F	50.8
Rokeby	2011	M	57.7
Rokeby	2016	F	52.6
Rokeby	2016	M	58
South Arm	2006	F	65.6
South Arm	2006	M	73.9
South Arm	2011	F	67
South Arm	2011	M	71.1
South Arm	2016	F	63.8
South Arm	2016	M	66.4
Austins Ferry - Granton	2006	F	60.5
Austins Ferry - Granton	2006	M	70
Austins Ferry - Granton	2011	F	62.6
Austins Ferry - Granton	2011	M	70.2
Austins Ferry - Granton	2016	F	60.7
Austins Ferry - Granton	2016	M	68
Berriedale - Chigwell	2006	F	49.8
Berriedale - Chigwell	2006	M	60.2
Berriedale - Chigwell	2011	F	51.6
Berriedale - Chigwell	2011	M	60
Berriedale - Chigwell	2016	F	53
Berriedale - Chigwell	2016	M	60.3
Claremont (Tas.)	2006	F	45.3
Claremont (Tas.)	2006	M	60.8
Claremont (Tas.)	2011	F	49.7
Claremont (Tas.)	2011	M	62.7
Claremont (Tas.)	2016	F	50.3
Claremont (Tas.)	2016	M	60.5
Derwent Park - Lutana	2006	F	50.1
Derwent Park - Lutana	2006	M	61.2
Derwent Park - Lutana	2011	F	51.8
Derwent Park - Lutana	2011	M	62.7
Derwent Park - Lutana	2016	F	52.4
Derwent Park - Lutana	2016	M	60
Glenorchy	2006	F	45.8
Glenorchy	2006	M	57.6
Glenorchy	2011	F	47.1
Glenorchy	2011	M	57.1
Glenorchy	2016	F	45.3
Glenorchy	2016	M	54.1
Montrose - Rosetta	2006	F	49.4
Montrose - Rosetta	2006	M	59
Montrose - Rosetta	2011	F	52.4
Montrose - Rosetta	2011	M	60.7
Montrose - Rosetta	2016	F	50.2
Montrose - Rosetta	2016	M	60.8
Moonah	2006	F	51.2
Moonah	2006	M	62.4
Moonah	2011	F	53.9
Moonah	2011	M	63
Moonah	2016	F	52.5
Moonah	2016	M	60.8
New Norfolk	2006	F	44
New Norfolk	2006	M	56.9
New Norfolk	2011	F	47.6
New Norfolk	2011	M	57.9
New Norfolk	2016	F	46.4
New Norfolk	2016	M	54.6
West Moonah	2006	F	55.9
West Moonah	2006	M	63.6
West Moonah	2011	F	57.5
West Moonah	2011	M	64.6
West Moonah	2016	F	55.5
West Moonah	2016	M	61.4
Kingston - Huntingfield	2006	F	56.4
Kingston - Huntingfield	2006	M	69.4
Kingston - Huntingfield	2011	F	57.8
Kingston - Huntingfield	2011	M	67.8
Kingston - Huntingfield	2016	F	56.1
Kingston - Huntingfield	2016	M	64.4
Kingston Beach - Blackmans Bay	2006	F	58.9
Kingston Beach - Blackmans Bay	2006	M	68.4
Kingston Beach - Blackmans Bay	2011	F	61
Kingston Beach - Blackmans Bay	2011	M	67.6
Kingston Beach - Blackmans Bay	2016	F	58.3
Kingston Beach - Blackmans Bay	2016	M	63.3
Margate - Snug	2006	F	59
Margate - Snug	2006	M	68.5
Margate - Snug	2011	F	61.6
Margate - Snug	2011	M	70.1
Margate - Snug	2016	F	60.7
Margate - Snug	2016	M	68.6
Mount Wellington	2006	F	0
Mount Wellington	2006	M	0
Mount Wellington	2011	F	0
Mount Wellington	2011	M	0
Mount Wellington	2016	F	0
Mount Wellington	2016	M	0
Taroona - Bonnet Hill	2006	F	56.5
Taroona - Bonnet Hill	2006	M	65.4
Taroona - Bonnet Hill	2011	F	57.7
Taroona - Bonnet Hill	2011	M	65.3
Taroona - Bonnet Hill	2016	F	55.3
Taroona - Bonnet Hill	2016	M	61.4
Hobart	2006	F	61.7
Hobart	2006	M	62.8
Hobart	2011	F	61.8
Hobart	2011	M	64.3
Hobart	2016	F	57.6
Hobart	2016	M	61.3
Lenah Valley - Mount Stuart	2006	F	62.7
Lenah Valley - Mount Stuart	2006	M	69.3
Lenah Valley - Mount Stuart	2011	F	64.8
Lenah Valley - Mount Stuart	2011	M	70.8
Lenah Valley - Mount Stuart	2016	F	63.5
Lenah Valley - Mount Stuart	2016	M	67.7
Mount Nelson - Dynnyrne	2006	F	64.7
Mount Nelson - Dynnyrne	2006	M	68.2
Mount Nelson - Dynnyrne	2011	F	61.4
Mount Nelson - Dynnyrne	2011	M	63.3
Mount Nelson - Dynnyrne	2016	F	57.9
Mount Nelson - Dynnyrne	2016	M	60.4
New Town	2006	F	55.1
New Town	2006	M	62.5
New Town	2011	F	56.2
New Town	2011	M	61.6
New Town	2016	F	55.1
New Town	2016	M	60
Sandy Bay	2006	F	52.1
Sandy Bay	2006	M	59.7
Sandy Bay	2011	F	52
Sandy Bay	2011	M	60.1
Sandy Bay	2016	F	51.8
Sandy Bay	2016	M	58.8
South Hobart - Fern Tree	2006	F	60.5
South Hobart - Fern Tree	2006	M	65.6
South Hobart - Fern Tree	2011	F	60.8
South Hobart - Fern Tree	2011	M	68.2
South Hobart - Fern Tree	2016	F	58.4
South Hobart - Fern Tree	2016	M	64.6
West Hobart	2006	F	66.1
West Hobart	2006	M	71.1
West Hobart	2011	F	66.6
West Hobart	2011	M	71.8
West Hobart	2016	F	65
West Hobart	2016	M	69.1
Dodges Ferry - Lewisham	2006	F	56.2
Dodges Ferry - Lewisham	2006	M	62.5
Dodges Ferry - Lewisham	2011	F	57.9
Dodges Ferry - Lewisham	2011	M	63.1
Dodges Ferry - Lewisham	2016	F	55.6
Dodges Ferry - Lewisham	2016	M	59.3
Sorell - Richmond	2006	F	54
Sorell - Richmond	2006	M	65.9
Sorell - Richmond	2011	F	56.7
Sorell - Richmond	2011	M	64.7
Sorell - Richmond	2016	F	54.7
Sorell - Richmond	2016	M	62.3
Invermay	2006	F	51.6
Invermay	2006	M	59
Invermay	2011	F	54.4
Invermay	2011	M	57.8
Invermay	2016	F	54.4
Invermay	2016	M	54.5
Kings Meadows - Punchbowl	2006	F	45.8
Kings Meadows - Punchbowl	2006	M	60.4
Kings Meadows - Punchbowl	2011	F	49.4
Kings Meadows - Punchbowl	2011	M	62.7
Kings Meadows - Punchbowl	2016	F	51.5
Kings Meadows - Punchbowl	2016	M	60.1
Launceston	2006	F	62
Launceston	2006	M	66.8
Launceston	2011	F	62.7
Launceston	2011	M	69.6
Launceston	2016	F	56.9
Launceston	2016	M	62.7
Legana	2006	F	55.2
Legana	2006	M	67.8
Legana	2011	F	56
Legana	2011	M	70.4
Legana	2016	F	55.9
Legana	2016	M	65.5
Mowbray	2006	F	45.2
Mowbray	2006	M	56.1
Mowbray	2011	F	45.1
Mowbray	2011	M	57
Mowbray	2016	F	45.4
Mowbray	2016	M	53.5
Newnham - Mayfield	2006	F	47.6
Newnham - Mayfield	2006	M	59.1
Newnham - Mayfield	2011	F	47.6
Newnham - Mayfield	2011	M	56.2
Newnham - Mayfield	2016	F	45.8
Newnham - Mayfield	2016	M	54.1
Newstead	2006	F	48.5
Newstead	2006	M	62.5
Newstead	2011	F	52.9
Newstead	2011	M	62.6
Newstead	2016	F	52.1
Newstead	2016	M	57.7
Norwood (Tas.)	2006	F	50.1
Norwood (Tas.)	2006	M	62.8
Norwood (Tas.)	2011	F	53.2
Norwood (Tas.)	2011	M	61.9
Norwood (Tas.)	2016	F	51.6
Norwood (Tas.)	2016	M	58.3
Prospect Vale - Blackstone	2006	F	55.9
Prospect Vale - Blackstone	2006	M	69.5
Prospect Vale - Blackstone	2011	F	56
Prospect Vale - Blackstone	2011	M	68.5
Prospect Vale - Blackstone	2016	F	53.3
Prospect Vale - Blackstone	2016	M	64.5
Ravenswood	2006	F	41.6
Ravenswood	2006	M	57
Ravenswood	2011	F	40.3
Ravenswood	2011	M	52.3
Ravenswood	2016	F	41.6
Ravenswood	2016	M	50.2
Riverside	2006	F	54.9
Riverside	2006	M	67.8
Riverside	2011	F	58.6
Riverside	2011	M	68
Riverside	2016	F	56.4
Riverside	2016	M	64.3
South Launceston	2006	F	52.3
South Launceston	2006	M	64.6
South Launceston	2011	F	56.9
South Launceston	2011	M	69
South Launceston	2016	F	52.9
South Launceston	2016	M	62.7
Summerhill - Prospect	2006	F	55.1
Summerhill - Prospect	2006	M	68.2
Summerhill - Prospect	2011	F	56.9
Summerhill - Prospect	2011	M	66
Summerhill - Prospect	2016	F	55.9
Summerhill - Prospect	2016	M	63.9
Trevallyn	2006	F	63.2
Trevallyn	2006	M	70.7
Trevallyn	2011	F	64.2
Trevallyn	2011	M	72.7
Trevallyn	2016	F	61.7
Trevallyn	2016	M	67.4
Waverley - St Leonards	2006	F	45.6
Waverley - St Leonards	2006	M	62.5
Waverley - St Leonards	2011	F	50
Waverley - St Leonards	2011	M	63.9
Waverley - St Leonards	2016	F	51.7
Waverley - St Leonards	2016	M	60.7
West Launceston	2006	F	60.7
West Launceston	2006	M	71.7
West Launceston	2011	F	63
West Launceston	2011	M	72.5
West Launceston	2016	F	63.5
West Launceston	2016	M	68.2
Youngtown - Relbia	2006	F	55.1
Youngtown - Relbia	2006	M	68.8
Youngtown - Relbia	2011	F	56.1
Youngtown - Relbia	2011	M	67.4
Youngtown - Relbia	2016	F	54.3
Youngtown - Relbia	2016	M	64.1
Beauty Point - Beaconsfield	2006	F	39.1
Beauty Point - Beaconsfield	2006	M	52.3
Beauty Point - Beaconsfield	2011	F	44.7
Beauty Point - Beaconsfield	2011	M	51.6
Beauty Point - Beaconsfield	2016	F	40.7
Beauty Point - Beaconsfield	2016	M	45
Deloraine	2006	F	45.9
Deloraine	2006	M	62.9
Deloraine	2011	F	46.9
Deloraine	2011	M	59.9
Deloraine	2016	F	45.1
Deloraine	2016	M	55.3
Grindelwald - Lanena	2006	F	51
Grindelwald - Lanena	2006	M	63.6
Grindelwald - Lanena	2011	F	53.4
Grindelwald - Lanena	2011	M	61.9
Grindelwald - Lanena	2016	F	52.1
Grindelwald - Lanena	2016	M	55.8
Hadspen - Carrick	2006	F	61
Hadspen - Carrick	2006	M	75.4
Hadspen - Carrick	2011	F	63.9
Hadspen - Carrick	2011	M	72.9
Hadspen - Carrick	2016	F	61.8
Hadspen - Carrick	2016	M	70.5
Westbury	2006	F	50.1
Westbury	2006	M	64.3
Westbury	2011	F	51.4
Westbury	2011	M	61.4
Westbury	2016	F	49.1
Westbury	2016	M	58.6
Dilston - Lilydale	2006	F	56.9
Dilston - Lilydale	2006	M	68.6
Dilston - Lilydale	2011	F	60.3
Dilston - Lilydale	2011	M	65
Dilston - Lilydale	2016	F	57.1
Dilston - Lilydale	2016	M	62.1
George Town	2006	F	43
George Town	2006	M	59.5
George Town	2011	F	44.8
George Town	2011	M	57.3
George Town	2016	F	40.6
George Town	2016	M	50
Longford	2006	F	47.5
Longford	2006	M	58.5
Longford	2011	F	49.4
Longford	2011	M	62.5
Longford	2016	F	47
Longford	2016	M	57.9
Northern Midlands	2006	F	47
Northern Midlands	2006	M	63.3
Northern Midlands	2011	F	49
Northern Midlands	2011	M	60.5
Northern Midlands	2016	F	48.4
Northern Midlands	2016	M	56.8
Perth - Evandale	2006	F	55.7
Perth - Evandale	2006	M	70.3
Perth - Evandale	2011	F	58.2
Perth - Evandale	2011	M	65
Perth - Evandale	2016	F	56.5
Perth - Evandale	2016	M	62
St Helens - Scamander	2006	F	40.7
St Helens - Scamander	2006	M	47.4
St Helens - Scamander	2011	F	41.3
St Helens - Scamander	2011	M	46.2
St Helens - Scamander	2016	F	41.5
St Helens - Scamander	2016	M	41
Flinders and Cape Barren Islands	2006	F	58.1
Flinders and Cape Barren Islands	2006	M	71.4
Flinders and Cape Barren Islands	2011	F	59.2
Flinders and Cape Barren Islands	2011	M	67.6
Flinders and Cape Barren Islands	2016	F	57
Flinders and Cape Barren Islands	2016	M	63.7
Scottsdale - Bridport	2006	F	47.1
Scottsdale - Bridport	2006	M	62.7
Scottsdale - Bridport	2011	F	47.9
Scottsdale - Bridport	2011	M	59.7
Scottsdale - Bridport	2016	F	45.3
Scottsdale - Bridport	2016	M	56.2
Central Highlands	2006	F	41.4
Central Highlands	2006	M	57.2
Central Highlands	2011	F	42.6
Central Highlands	2011	M	56.2
Central Highlands	2016	F	45.3
Central Highlands	2016	M	53.8
Derwent Valley	2006	F	51.6
Derwent Valley	2006	M	61.3
Derwent Valley	2011	F	57
Derwent Valley	2011	M	58.2
Derwent Valley	2016	F	51.3
Derwent Valley	2016	M	55.5
Southern Midlands	2006	F	51.1
Southern Midlands	2006	M	63.2
Southern Midlands	2011	F	51.3
Southern Midlands	2011	M	60.8
Southern Midlands	2016	F	52.7
Southern Midlands	2016	M	59
Wilderness - East	2006	F	0
Wilderness - East	2006	M	0
Wilderness - East	2011	F	0
Wilderness - East	2011	M	0
Wilderness - East	2016	F	42.9
Wilderness - East	2016	M	150
Bruny Island - Kettering	2006	F	50.8
Bruny Island - Kettering	2006	M	57.5
Bruny Island - Kettering	2011	F	50.8
Bruny Island - Kettering	2011	M	53.6
Bruny Island - Kettering	2016	F	46.7
Bruny Island - Kettering	2016	M	48.6
Cygnet	2006	F	48.3
Cygnet	2006	M	56.6
Cygnet	2011	F	48.4
Cygnet	2011	M	53.6
Cygnet	2016	F	45.9
Cygnet	2016	M	50
Geeveston - Dover	2006	F	47
Geeveston - Dover	2006	M	55.2
Geeveston - Dover	2011	F	45.2
Geeveston - Dover	2011	M	54.3
Geeveston - Dover	2016	F	43.9
Geeveston - Dover	2016	M	48
Huonville - Franklin	2006	F	51.2
Huonville - Franklin	2006	M	62.1
Huonville - Franklin	2011	F	54.5
Huonville - Franklin	2011	M	63.9
Huonville - Franklin	2016	F	51.8
Huonville - Franklin	2016	M	59.9
Forestier - Tasman	2006	F	47.4
Forestier - Tasman	2006	M	50.2
Forestier - Tasman	2011	F	44.6
Forestier - Tasman	2011	M	50
Forestier - Tasman	2016	F	39.4
Forestier - Tasman	2016	M	42.7
Triabunna - Bicheno	2006	F	45.9
Triabunna - Bicheno	2006	M	56.7
Triabunna - Bicheno	2011	F	44.9
Triabunna - Bicheno	2011	M	53
Triabunna - Bicheno	2016	F	42.5
Triabunna - Bicheno	2016	M	47.7
Acton - Upper Burnie	2006	F	45.3
Acton - Upper Burnie	2006	M	61.8
Acton - Upper Burnie	2011	F	46.7
Acton - Upper Burnie	2011	M	58.1
Acton - Upper Burnie	2016	F	46.4
Acton - Upper Burnie	2016	M	56.8
Burnie - Ulverstone Region	2006	F	56.6
Burnie - Ulverstone Region	2006	M	69.4
Burnie - Ulverstone Region	2011	F	57.1
Burnie - Ulverstone Region	2011	M	68.1
Burnie - Ulverstone Region	2016	F	55.2
Burnie - Ulverstone Region	2016	M	63.7
Burnie - Wivenhoe	2006	F	48.5
Burnie - Wivenhoe	2006	M	62.7
Burnie - Wivenhoe	2011	F	52.2
Burnie - Wivenhoe	2011	M	62.8
Burnie - Wivenhoe	2016	F	50.7
Burnie - Wivenhoe	2016	M	57.4
Parklands - Camdale	2006	F	45.6
Parklands - Camdale	2006	M	62.7
Parklands - Camdale	2011	F	47
Parklands - Camdale	2011	M	59.1
Parklands - Camdale	2016	F	49.1
Parklands - Camdale	2016	M	55.3
Penguin - Sulphur Creek	2006	F	49.2
Penguin - Sulphur Creek	2006	M	63.2
Penguin - Sulphur Creek	2011	F	50.8
Penguin - Sulphur Creek	2011	M	61.9
Penguin - Sulphur Creek	2016	F	51.1
Penguin - Sulphur Creek	2016	M	59.4
Romaine - Havenview	2006	F	53.3
Romaine - Havenview	2006	M	67.9
Romaine - Havenview	2011	F	56.9
Romaine - Havenview	2011	M	66.5
Romaine - Havenview	2016	F	54.7
Romaine - Havenview	2016	M	62.9
Somerset	2006	F	47.4
Somerset	2006	M	61.2
Somerset	2011	F	48.6
Somerset	2011	M	60.4
Somerset	2016	F	48.2
Somerset	2016	M	56.4
Ulverstone	2006	F	43.6
Ulverstone	2006	M	57.6
Ulverstone	2011	F	45.5
Ulverstone	2011	M	57.6
Ulverstone	2016	F	46.2
Ulverstone	2016	M	55.1
West Ulverstone	2006	F	44.2
West Ulverstone	2006	M	57.4
West Ulverstone	2011	F	44.5
West Ulverstone	2011	M	56.2
West Ulverstone	2016	F	44.5
West Ulverstone	2016	M	53.2
Wynyard	2006	F	44.3
Wynyard	2006	M	57.2
Wynyard	2011	F	46.5
Wynyard	2011	M	56.5
Wynyard	2016	F	44.1
Wynyard	2016	M	52.6
Devonport	2006	F	45.4
Devonport	2006	M	60.6
Devonport	2011	F	46.9
Devonport	2011	M	58.8
Devonport	2016	F	45.9
Devonport	2016	M	55.2
East Devonport	2006	F	43.6
East Devonport	2006	M	57.2
East Devonport	2011	F	43.1
East Devonport	2011	M	55.5
East Devonport	2016	F	41.2
East Devonport	2016	M	51.1
Latrobe	2006	F	49.7
Latrobe	2006	M	64.6
Latrobe	2011	F	50.8
Latrobe	2011	M	61
Latrobe	2016	F	49.2
Latrobe	2016	M	59.6
Miandetta - Don	2006	F	57.5
Miandetta - Don	2006	M	70.3
Miandetta - Don	2011	F	58.7
Miandetta - Don	2011	M	70.5
Miandetta - Don	2016	F	57.1
Miandetta - Don	2016	M	65.4
Port Sorell	2006	F	52.2
Port Sorell	2006	M	64.7
Port Sorell	2011	F	52.5
Port Sorell	2011	M	62.8
Port Sorell	2016	F	48.8
Port Sorell	2016	M	56.5
Quoiba - Spreyton	2006	F	59.5
Quoiba - Spreyton	2006	M	69.4
Quoiba - Spreyton	2011	F	57.5
Quoiba - Spreyton	2011	M	68.7
Quoiba - Spreyton	2016	F	60.8
Quoiba - Spreyton	2016	M	66.3
Sheffield - Railton	2006	F	52
Sheffield - Railton	2006	M	61.7
Sheffield - Railton	2011	F	50.4
Sheffield - Railton	2011	M	59.2
Sheffield - Railton	2016	F	47.4
Sheffield - Railton	2016	M	54.8
Turners Beach - Forth	2006	F	58.8
Turners Beach - Forth	2006	M	68.6
Turners Beach - Forth	2011	F	57.9
Turners Beach - Forth	2011	M	67.5
Turners Beach - Forth	2016	F	58
Turners Beach - Forth	2016	M	63.1
King Island	2006	F	65.8
King Island	2006	M	72.7
King Island	2011	F	59.3
King Island	2011	M	72.7
King Island	2016	F	56.1
King Island	2016	M	67.3
North West	2006	F	60.4
North West	2006	M	74.6
North West	2011	F	59
North West	2011	M	67.9
North West	2016	F	56.5
North West	2016	M	65.6
Smithton	2006	F	52.4
Smithton	2006	M	67.7
Smithton	2011	F	54.1
Smithton	2011	M	67.6
Smithton	2016	F	53.6
Smithton	2016	M	64
Waratah	2006	F	54.5
Waratah	2006	M	64.5
Waratah	2011	F	55.8
Waratah	2011	M	64.8
Waratah	2016	F	53.4
Waratah	2016	M	59.5
West Coast (Tas.)	2006	F	49.1
West Coast (Tas.)	2006	M	66
West Coast (Tas.)	2011	F	50.5
