SA2_NAME16	Year	NonSchoolQualification	persons
Jindabyne - Berridale	2006	Certificate III and IV Level	1000
Jindabyne - Berridale	2006	Advanced Diploma and Diploma	380
Jindabyne - Berridale	2006	Bachelor	489
Jindabyne - Berridale	2006	Graduate Diploma and Graduate Certificate	64
Jindabyne - Berridale	2006	Postgraduate	67
Jindabyne - Berridale	2011		4160
Jindabyne - Berridale	2011	Certificate nfd	96
Jindabyne - Berridale	2011	Certificate I and II Level	68
Jindabyne - Berridale	2011	Certificate III and IV Level	1150
Jindabyne - Berridale	2011	Advanced Diploma and Diploma	437
Jindabyne - Berridale	2011	Bachelor	541
Jindabyne - Berridale	2011	Graduate Diploma and Graduate Certificate	89
Jindabyne - Berridale	2011	Postgraduate	123
Jindabyne - Berridale	2016		3780
Jindabyne - Berridale	2016	Certificate nfd	146
Jindabyne - Berridale	2016	Certificate I and II Level	91
Jindabyne - Berridale	2016	Certificate III and IV Level	1372
Jindabyne - Berridale	2016	Advanced Diploma and Diploma	561
Jindabyne - Berridale	2016	Bachelor	724
Jindabyne - Berridale	2016	Graduate Diploma and Graduate Certificate	99
Jindabyne - Berridale	2016	Postgraduate	178
Batemans Bay	2006		5477
Batemans Bay	2006	Certificate nfd	118
Batemans Bay	2006	Certificate I and II Level	72
Batemans Bay	2006	Certificate III and IV Level	1126
Batemans Bay	2006	Advanced Diploma and Diploma	326
Batemans Bay	2006	Bachelor	321
Batemans Bay	2006	Graduate Diploma and Graduate Certificate	53
Batemans Bay	2006	Postgraduate	47
Batemans Bay	2011		5169
Batemans Bay	2011	Certificate nfd	122
Batemans Bay	2011	Certificate I and II Level	86
Batemans Bay	2011	Certificate III and IV Level	1196
Batemans Bay	2011	Advanced Diploma and Diploma	397
Batemans Bay	2011	Bachelor	388
Batemans Bay	2011	Graduate Diploma and Graduate Certificate	71
Batemans Bay	2011	Postgraduate	75
Batemans Bay	2016		5013
Batemans Bay	2016	Certificate nfd	192
Batemans Bay	2016	Certificate I and II Level	91
Batemans Bay	2016	Certificate III and IV Level	1290
Batemans Bay	2016	Advanced Diploma and Diploma	467
Batemans Bay	2016	Bachelor	440
Batemans Bay	2016	Graduate Diploma and Graduate Certificate	103
Batemans Bay	2016	Postgraduate	96
Batemans Bay - South	2006		5421
Batemans Bay - South	2006	Certificate nfd	133
Batemans Bay - South	2006	Certificate I and II Level	86
Batemans Bay - South	2006	Certificate III and IV Level	1144
Batemans Bay - South	2006	Advanced Diploma and Diploma	441
Batemans Bay - South	2006	Bachelor	500
Batemans Bay - South	2006	Graduate Diploma and Graduate Certificate	76
Batemans Bay - South	2006	Postgraduate	79
Batemans Bay - South	2011		5439
Batemans Bay - South	2011	Certificate nfd	143
Batemans Bay - South	2011	Certificate I and II Level	88
Batemans Bay - South	2011	Certificate III and IV Level	1244
Batemans Bay - South	2011	Advanced Diploma and Diploma	507
Batemans Bay - South	2011	Bachelor	582
Batemans Bay - South	2011	Graduate Diploma and Graduate Certificate	97
Batemans Bay - South	2011	Postgraduate	123
Batemans Bay - South	2016		5104
Batemans Bay - South	2016	Certificate nfd	209
Batemans Bay - South	2016	Certificate I and II Level	95
Batemans Bay - South	2016	Certificate III and IV Level	1376
Batemans Bay - South	2016	Advanced Diploma and Diploma	604
Batemans Bay - South	2016	Bachelor	665
Batemans Bay - South	2016	Graduate Diploma and Graduate Certificate	135
Batemans Bay - South	2016	Postgraduate	170
Bega - Tathra	2006		5419
Bega - Tathra	2006	Certificate nfd	122
Bega - Tathra	2006	Certificate I and II Level	101
Bega - Tathra	2006	Certificate III and IV Level	971
Bega - Tathra	2006	Advanced Diploma and Diploma	342
Bega - Tathra	2006	Bachelor	480
Bega - Tathra	2006	Graduate Diploma and Graduate Certificate	87
Bega - Tathra	2006	Postgraduate	45
Bega - Tathra	2011		5359
Bega - Tathra	2011	Certificate nfd	116
Bega - Tathra	2011	Certificate I and II Level	100
Bega - Tathra	2011	Certificate III and IV Level	1178
Bega - Tathra	2011	Advanced Diploma and Diploma	428
Bega - Tathra	2011	Bachelor	649
Bega - Tathra	2011	Graduate Diploma and Graduate Certificate	125
Bega - Tathra	2011	Postgraduate	91
Bega - Tathra	2016		5312
Bega - Tathra	2016	Certificate nfd	121
Bega - Tathra	2016	Certificate I and II Level	104
Bega - Tathra	2016	Certificate III and IV Level	1278
Bega - Tathra	2016	Advanced Diploma and Diploma	526
Bega - Tathra	2016	Bachelor	762
Bega - Tathra	2016	Graduate Diploma and Graduate Certificate	138
Bega - Tathra	2016	Postgraduate	164
Bega-Eden Hinterland	2006		5964
Bega-Eden Hinterland	2006	Certificate nfd	153
Bega-Eden Hinterland	2006	Certificate I and II Level	99
Bega-Eden Hinterland	2006	Certificate III and IV Level	1309
Bega-Eden Hinterland	2006	Advanced Diploma and Diploma	479
Bega-Eden Hinterland	2006	Bachelor	646
Bega-Eden Hinterland	2006	Graduate Diploma and Graduate Certificate	121
Bega-Eden Hinterland	2006	Postgraduate	97
Bega-Eden Hinterland	2011		5500
Bega-Eden Hinterland	2011	Certificate nfd	138
Bega-Eden Hinterland	2011	Certificate I and II Level	113
Bega-Eden Hinterland	2011	Certificate III and IV Level	1453
Bega-Eden Hinterland	2011	Advanced Diploma and Diploma	551
Bega-Eden Hinterland	2011	Bachelor	722
Bega-Eden Hinterland	2011	Graduate Diploma and Graduate Certificate	163
Bega-Eden Hinterland	2011	Postgraduate	127
Bega-Eden Hinterland	2016		5052
Bega-Eden Hinterland	2016	Certificate nfd	203
Bega-Eden Hinterland	2016	Certificate I and II Level	134
Bega-Eden Hinterland	2016	Certificate III and IV Level	1573
Bega-Eden Hinterland	2016	Advanced Diploma and Diploma	642
Bega-Eden Hinterland	2016	Bachelor	821
Bega-Eden Hinterland	2016	Graduate Diploma and Graduate Certificate	177
Bega-Eden Hinterland	2016	Postgraduate	191
Broulee - Tomakin	2006		1736
Broulee - Tomakin	2006	Certificate nfd	46
Broulee - Tomakin	2006	Certificate I and II Level	20
Broulee - Tomakin	2006	Certificate III and IV Level	366
Broulee - Tomakin	2006	Advanced Diploma and Diploma	119
Broulee - Tomakin	2006	Bachelor	169
Broulee - Tomakin	2006	Graduate Diploma and Graduate Certificate	29
Broulee - Tomakin	2006	Postgraduate	31
Broulee - Tomakin	2011		1751
Broulee - Tomakin	2011	Certificate nfd	46
Broulee - Tomakin	2011	Certificate I and II Level	47
Broulee - Tomakin	2011	Certificate III and IV Level	447
Broulee - Tomakin	2011	Advanced Diploma and Diploma	167
Broulee - Tomakin	2011	Bachelor	260
Broulee - Tomakin	2011	Graduate Diploma and Graduate Certificate	50
Broulee - Tomakin	2011	Postgraduate	59
Broulee - Tomakin	2016		1851
Broulee - Tomakin	2016	Certificate nfd	68
Broulee - Tomakin	2016	Certificate I and II Level	25
Broulee - Tomakin	2016	Certificate III and IV Level	568
Broulee - Tomakin	2016	Advanced Diploma and Diploma	255
Broulee - Tomakin	2016	Bachelor	352
Broulee - Tomakin	2016	Graduate Diploma and Graduate Certificate	92
Broulee - Tomakin	2016	Postgraduate	74
Deua - Wadbilliga	2006		0
Deua - Wadbilliga	2006	Certificate nfd	0
Deua - Wadbilliga	2006	Certificate I and II Level	0
Deua - Wadbilliga	2006	Certificate III and IV Level	0
Deua - Wadbilliga	2006	Advanced Diploma and Diploma	0
Deua - Wadbilliga	2006	Bachelor	0
Deua - Wadbilliga	2006	Graduate Diploma and Graduate Certificate	0
Deua - Wadbilliga	2006	Postgraduate	0
Deua - Wadbilliga	2011		30
Deua - Wadbilliga	2011	Certificate nfd	0
Deua - Wadbilliga	2011	Certificate I and II Level	0
Deua - Wadbilliga	2011	Certificate III and IV Level	7
Deua - Wadbilliga	2011	Advanced Diploma and Diploma	4
Deua - Wadbilliga	2011	Bachelor	12
Deua - Wadbilliga	2011	Graduate Diploma and Graduate Certificate	4
Deua - Wadbilliga	2011	Postgraduate	0
Deua - Wadbilliga	2016		13
Deua - Wadbilliga	2016	Certificate nfd	0
Deua - Wadbilliga	2016	Certificate I and II Level	0
Deua - Wadbilliga	2016	Certificate III and IV Level	3
Deua - Wadbilliga	2016	Advanced Diploma and Diploma	3
Deua - Wadbilliga	2016	Bachelor	6
Deua - Wadbilliga	2016	Graduate Diploma and Graduate Certificate	0
Deua - Wadbilliga	2016	Postgraduate	0
Eden	2006		2285
Eden	2006	Certificate nfd	41
Eden	2006	Certificate I and II Level	40
Eden	2006	Certificate III and IV Level	386
Eden	2006	Advanced Diploma and Diploma	106
Eden	2006	Bachelor	110
Eden	2006	Graduate Diploma and Graduate Certificate	23
Eden	2006	Postgraduate	18
Eden	2011		2305
Eden	2011	Certificate nfd	43
Eden	2011	Certificate I and II Level	42
Eden	2011	Certificate III and IV Level	480
Eden	2011	Advanced Diploma and Diploma	138
Eden	2011	Bachelor	145
Eden	2011	Graduate Diploma and Graduate Certificate	28
Eden	2011	Postgraduate	26
Eden	2016		2205
Eden	2016	Certificate nfd	67
Eden	2016	Certificate I and II Level	47
Eden	2016	Certificate III and IV Level	479
Eden	2016	Advanced Diploma and Diploma	177
Eden	2016	Bachelor	176
Eden	2016	Graduate Diploma and Graduate Certificate	28
Eden	2016	Postgraduate	37
Eurobodalla Hinterland	2006		1755
Eurobodalla Hinterland	2006	Certificate nfd	41
Eurobodalla Hinterland	2006	Certificate I and II Level	35
Eurobodalla Hinterland	2006	Certificate III and IV Level	414
Eurobodalla Hinterland	2006	Advanced Diploma and Diploma	134
Eurobodalla Hinterland	2006	Bachelor	153
Eurobodalla Hinterland	2006	Graduate Diploma and Graduate Certificate	32
Eurobodalla Hinterland	2006	Postgraduate	19
Eurobodalla Hinterland	2011		2012
Eurobodalla Hinterland	2011	Certificate nfd	45
Eurobodalla Hinterland	2011	Certificate I and II Level	38
Eurobodalla Hinterland	2011	Certificate III and IV Level	641
Eurobodalla Hinterland	2011	Advanced Diploma and Diploma	186
Eurobodalla Hinterland	2011	Bachelor	204
Eurobodalla Hinterland	2011	Graduate Diploma and Graduate Certificate	43
Eurobodalla Hinterland	2011	Postgraduate	42
Eurobodalla Hinterland	2016		1879
Eurobodalla Hinterland	2016	Certificate nfd	77
Eurobodalla Hinterland	2016	Certificate I and II Level	46
Eurobodalla Hinterland	2016	Certificate III and IV Level	677
Eurobodalla Hinterland	2016	Advanced Diploma and Diploma	250
Eurobodalla Hinterland	2016	Bachelor	256
Eurobodalla Hinterland	2016	Graduate Diploma and Graduate Certificate	47
Eurobodalla Hinterland	2016	Postgraduate	69
Merimbula - Tura Beach	2006		6144
Merimbula - Tura Beach	2006	Certificate nfd	126
Merimbula - Tura Beach	2006	Certificate I and II Level	97
Merimbula - Tura Beach	2006	Certificate III and IV Level	1453
Merimbula - Tura Beach	2006	Advanced Diploma and Diploma	564
Merimbula - Tura Beach	2006	Bachelor	602
Merimbula - Tura Beach	2006	Graduate Diploma and Graduate Certificate	108
Merimbula - Tura Beach	2006	Postgraduate	100
Merimbula - Tura Beach	2011		6148
Merimbula - Tura Beach	2011	Certificate nfd	165
Merimbula - Tura Beach	2011	Certificate I and II Level	123
Merimbula - Tura Beach	2011	Certificate III and IV Level	1587
Merimbula - Tura Beach	2011	Advanced Diploma and Diploma	668
Merimbula - Tura Beach	2011	Bachelor	791
Merimbula - Tura Beach	2011	Graduate Diploma and Graduate Certificate	159
Merimbula - Tura Beach	2011	Postgraduate	138
Merimbula - Tura Beach	2016		6258
Merimbula - Tura Beach	2016	Certificate nfd	264
Merimbula - Tura Beach	2016	Certificate I and II Level	127
Merimbula - Tura Beach	2016	Certificate III and IV Level	1788
Merimbula - Tura Beach	2016	Advanced Diploma and Diploma	801
Merimbula - Tura Beach	2016	Bachelor	988
Merimbula - Tura Beach	2016	Graduate Diploma and Graduate Certificate	191
Merimbula - Tura Beach	2016	Postgraduate	201
Moruya - Tuross Head	2006		5436
Moruya - Tuross Head	2006	Certificate nfd	122
Moruya - Tuross Head	2006	Certificate I and II Level	87
Moruya - Tuross Head	2006	Certificate III and IV Level	1190
Moruya - Tuross Head	2006	Advanced Diploma and Diploma	455
Moruya - Tuross Head	2006	Bachelor	525
Moruya - Tuross Head	2006	Graduate Diploma and Graduate Certificate	82
Moruya - Tuross Head	2006	Postgraduate	79
Moruya - Tuross Head	2011		4794
Moruya - Tuross Head	2011	Certificate nfd	127
Moruya - Tuross Head	2011	Certificate I and II Level	105
Moruya - Tuross Head	2011	Certificate III and IV Level	1303
Moruya - Tuross Head	2011	Advanced Diploma and Diploma	480
Moruya - Tuross Head	2011	Bachelor	560
Moruya - Tuross Head	2011	Graduate Diploma and Graduate Certificate	130
Moruya - Tuross Head	2011	Postgraduate	117
Moruya - Tuross Head	2016		4631
Moruya - Tuross Head	2016	Certificate nfd	196
Moruya - Tuross Head	2016	Certificate I and II Level	98
Moruya - Tuross Head	2016	Certificate III and IV Level	1434
Moruya - Tuross Head	2016	Advanced Diploma and Diploma	618
Moruya - Tuross Head	2016	Bachelor	674
Moruya - Tuross Head	2016	Graduate Diploma and Graduate Certificate	141
Moruya - Tuross Head	2016	Postgraduate	176
Narooma - Bermagui	2006		6103
Narooma - Bermagui	2006	Certificate nfd	136
Narooma - Bermagui	2006	Certificate I and II Level	91
Narooma - Bermagui	2006	Certificate III and IV Level	1368
Narooma - Bermagui	2006	Advanced Diploma and Diploma	519
Narooma - Bermagui	2006	Bachelor	549
Narooma - Bermagui	2006	Graduate Diploma and Graduate Certificate	83
Narooma - Bermagui	2006	Postgraduate	97
Narooma - Bermagui	2011		5475
Narooma - Bermagui	2011	Certificate nfd	134
Narooma - Bermagui	2011	Certificate I and II Level	93
Narooma - Bermagui	2011	Certificate III and IV Level	1467
Narooma - Bermagui	2011	Advanced Diploma and Diploma	565
Narooma - Bermagui	2011	Bachelor	644
Narooma - Bermagui	2011	Graduate Diploma and Graduate Certificate	123
Narooma - Bermagui	2011	Postgraduate	131
Narooma - Bermagui	2016		5320
Narooma - Bermagui	2016	Certificate nfd	229
Narooma - Bermagui	2016	Certificate I and II Level	109
Narooma - Bermagui	2016	Certificate III and IV Level	1534
Narooma - Bermagui	2016	Advanced Diploma and Diploma	656
Narooma - Bermagui	2016	Bachelor	774
Narooma - Bermagui	2016	Graduate Diploma and Graduate Certificate	166
Narooma - Bermagui	2016	Postgraduate	190
Goulburn	2006		15197
Goulburn	2006	Certificate nfd	334
Goulburn	2006	Certificate I and II Level	251
Goulburn	2006	Certificate III and IV Level	2727
Goulburn	2006	Advanced Diploma and Diploma	997
Goulburn	2006	Bachelor	971
Goulburn	2006	Graduate Diploma and Graduate Certificate	150
Goulburn	2006	Postgraduate	148
Goulburn	2011		14972
Goulburn	2011	Certificate nfd	337
Goulburn	2011	Certificate I and II Level	287
Goulburn	2011	Certificate III and IV Level	3156
Goulburn	2011	Advanced Diploma and Diploma	1150
Goulburn	2011	Bachelor	1191
Goulburn	2011	Graduate Diploma and Graduate Certificate	179
Goulburn	2011	Postgraduate	213
Goulburn	2016		14915
Goulburn	2016	Certificate nfd	437
Goulburn	2016	Certificate I and II Level	282
Goulburn	2016	Certificate III and IV Level	3657
Goulburn	2016	Advanced Diploma and Diploma	1573
Goulburn	2016	Bachelor	1417
Goulburn	2016	Graduate Diploma and Graduate Certificate	251
Goulburn	2016	Postgraduate	358
Goulburn Region	2006		7938
Goulburn Region	2006	Certificate nfd	199
Goulburn Region	2006	Certificate I and II Level	127
Goulburn Region	2006	Certificate III and IV Level	1546
Goulburn Region	2006	Advanced Diploma and Diploma	607
Goulburn Region	2006	Bachelor	648
Goulburn Region	2006	Graduate Diploma and Graduate Certificate	109
Goulburn Region	2006	Postgraduate	126
Goulburn Region	2011		7619
Goulburn Region	2011	Certificate nfd	212
Goulburn Region	2011	Certificate I and II Level	155
Goulburn Region	2011	Certificate III and IV Level	1829
Goulburn Region	2011	Advanced Diploma and Diploma	707
Goulburn Region	2011	Bachelor	779
Goulburn Region	2011	Graduate Diploma and Graduate Certificate	130
Goulburn Region	2011	Postgraduate	184
Goulburn Region	2016		7849
Goulburn Region	2016	Certificate nfd	279
Goulburn Region	2016	Certificate I and II Level	130
Goulburn Region	2016	Certificate III and IV Level	2195
Goulburn Region	2016	Advanced Diploma and Diploma	908
Goulburn Region	2016	Bachelor	909
Goulburn Region	2016	Graduate Diploma and Graduate Certificate	157
Goulburn Region	2016	Postgraduate	243
Yass	2006		4114
Yass	2006	Certificate nfd	88
Yass	2006	Certificate I and II Level	52
Yass	2006	Certificate III and IV Level	713
Yass	2006	Advanced Diploma and Diploma	270
Yass	2006	Bachelor	377
Yass	2006	Graduate Diploma and Graduate Certificate	53
Yass	2006	Postgraduate	68
Yass	2011		4245
Yass	2011	Certificate nfd	96
Yass	2011	Certificate I and II Level	63
Yass	2011	Certificate III and IV Level	865
Yass	2011	Advanced Diploma and Diploma	364
Yass	2011	Bachelor	510
Yass	2011	Graduate Diploma and Graduate Certificate	79
Yass	2011	Postgraduate	109
Yass	2016		4077
Yass	2016	Certificate nfd	140
Yass	2016	Certificate I and II Level	65
Yass	2016	Certificate III and IV Level	951
Yass	2016	Advanced Diploma and Diploma	419
Yass	2016	Bachelor	612
Yass	2016	Graduate Diploma and Graduate Certificate	100
Yass	2016	Postgraduate	142
Yass Region	2006		5594
Yass Region	2006	Certificate nfd	157
Yass Region	2006	Certificate I and II Level	64
Yass Region	2006	Certificate III and IV Level	1023
Yass Region	2006	Advanced Diploma and Diploma	614
Yass Region	2006	Bachelor	1026
Yass Region	2006	Graduate Diploma and Graduate Certificate	203
Yass Region	2006	Postgraduate	365
Yass Region	2011		6130
Yass Region	2011	Certificate nfd	137
Yass Region	2011	Certificate I and II Level	93
Yass Region	2011	Certificate III and IV Level	1309
Yass Region	2011	Advanced Diploma and Diploma	754
Yass Region	2011	Bachelor	1245
Yass Region	2011	Graduate Diploma and Graduate Certificate	273
Yass Region	2011	Postgraduate	456
