SA2_NAME16	Year	AustCitizen	Sex	persons
Chipping Norton - Moorebank	2011	0		1834
Chipping Norton - Moorebank	2011	1	F	6949
Chipping Norton - Moorebank	2011	1	M	6869
Chipping Norton - Moorebank	2016	0		2177
Chipping Norton - Moorebank	2016	1	F	8399
Chipping Norton - Moorebank	2016	1	M	8170
Holsworthy - Wattle Grove	2006	0		1597
Holsworthy - Wattle Grove	2006	1	F	8031
Holsworthy - Wattle Grove	2006	1	M	8319
Holsworthy - Wattle Grove	2011	0		2027
Holsworthy - Wattle Grove	2011	1	F	8601
Holsworthy - Wattle Grove	2011	1	M	8921
Holsworthy - Wattle Grove	2016	0		2549
Holsworthy - Wattle Grove	2016	1	F	8963
Holsworthy - Wattle Grove	2016	1	M	9194
Liverpool	2006	0		6274
Liverpool	2006	1	F	7686
Liverpool	2006	1	M	7356
Liverpool	2011	0		7058
Liverpool	2011	1	F	8608
Liverpool	2011	1	M	8429
Liverpool	2016	0		9281
Liverpool	2016	1	F	9052
Liverpool	2016	1	M	8839
Lurnea - Cartwright	2006	0		1980
Lurnea - Cartwright	2006	1	F	4033
Lurnea - Cartwright	2006	1	M	4062
Lurnea - Cartwright	2011	0		1686
Lurnea - Cartwright	2011	1	F	4632
Lurnea - Cartwright	2011	1	M	4547
Lurnea - Cartwright	2016	0		2505
Lurnea - Cartwright	2016	1	F	4641
Lurnea - Cartwright	2016	1	M	4535
Prestons - Edmondson Park	2006	0		2151
Prestons - Edmondson Park	2006	1	F	5336
Prestons - Edmondson Park	2006	1	M	5225
Prestons - Edmondson Park	2011	0		1760
Prestons - Edmondson Park	2011	1	F	6589
Prestons - Edmondson Park	2011	1	M	6494
Prestons - Edmondson Park	2016	0		2283
Prestons - Edmondson Park	2016	1	F	7728
Prestons - Edmondson Park	2016	1	M	7574
Warwick Farm	2006	0		896
Warwick Farm	2006	1	F	1494
Warwick Farm	2006	1	M	1495
Warwick Farm	2011	0		1390
Warwick Farm	2011	1	F	1516
Warwick Farm	2011	1	M	1587
Warwick Farm	2016	0		2073
Warwick Farm	2016	1	F	1817
Warwick Farm	2016	1	M	1909
Gymea - Grays Point	2006	0		1256
Gymea - Grays Point	2006	1	F	7899
Gymea - Grays Point	2006	1	M	7502
Gymea - Grays Point	2011	0		1296
Gymea - Grays Point	2011	1	F	7983
Gymea - Grays Point	2011	1	M	7568
Gymea - Grays Point	2016	0		1529
Gymea - Grays Point	2016	1	F	8141
Gymea - Grays Point	2016	1	M	7803
Miranda - Yowie Bay	2006	0		2067
Miranda - Yowie Bay	2006	1	F	7641
Miranda - Yowie Bay	2006	1	M	7101
Miranda - Yowie Bay	2011	0		2203
Miranda - Yowie Bay	2011	1	F	7974
Miranda - Yowie Bay	2011	1	M	7424
Miranda - Yowie Bay	2016	0		2500
Miranda - Yowie Bay	2016	1	F	8129
Miranda - Yowie Bay	2016	1	M	7605
Sylvania - Taren Point	2006	0		1565
Sylvania - Taren Point	2006	1	F	6728
Sylvania - Taren Point	2006	1	M	6194
Sylvania - Taren Point	2011	0		1474
Sylvania - Taren Point	2011	1	F	7127
Sylvania - Taren Point	2011	1	M	6510
Sylvania - Taren Point	2016	0		1670
Sylvania - Taren Point	2016	1	F	7451
Sylvania - Taren Point	2016	1	M	6818
Caringbah	2006	0		1191
Caringbah	2006	1	F	4012
Caringbah	2006	1	M	3687
Caringbah	2011	0		1395
Caringbah	2011	1	F	5053
Caringbah	2011	1	M	4507
Caringbah	2016	0		1605
Caringbah	2016	1	F	5249
Caringbah	2016	1	M	4912
Caringbah South	2006	0		1043
Caringbah South	2006	1	F	6052
Caringbah South	2006	1	M	5834
Caringbah South	2011	0		726
Caringbah South	2011	1	F	5536
Caringbah South	2011	1	M	5344
Caringbah South	2016	0		902
Caringbah South	2016	1	F	5642
Caringbah South	2016	1	M	5517
Cronulla - Kurnell - Bundeena	2006	0		3339
Cronulla - Kurnell - Bundeena	2006	1	F	9029
Cronulla - Kurnell - Bundeena	2006	1	M	8941
Cronulla - Kurnell - Bundeena	2011	0		2589
Cronulla - Kurnell - Bundeena	2011	1	F	9642
Cronulla - Kurnell - Bundeena	2011	1	M	9442
Cronulla - Kurnell - Bundeena	2016	0		3333
Cronulla - Kurnell - Bundeena	2016	1	F	10197
Cronulla - Kurnell - Bundeena	2016	1	M	9961
Lilli Pilli - Port Hacking - Dolans Bay	2006	0		234
Lilli Pilli - Port Hacking - Dolans Bay	2006	1	F	1343
Lilli Pilli - Port Hacking - Dolans Bay	2006	1	M	1295
Lilli Pilli - Port Hacking - Dolans Bay	2011	0		162
Lilli Pilli - Port Hacking - Dolans Bay	2011	1	F	1469
Lilli Pilli - Port Hacking - Dolans Bay	2011	1	M	1427
Lilli Pilli - Port Hacking - Dolans Bay	2016	0		203
Lilli Pilli - Port Hacking - Dolans Bay	2016	1	F	1490
Lilli Pilli - Port Hacking - Dolans Bay	2016	1	M	1455
Woolaware - Burraneer	2006	0		741
Woolaware - Burraneer	2006	1	F	3305
Woolaware - Burraneer	2006	1	M	3109
Woolaware - Burraneer	2011	0		632
Woolaware - Burraneer	2011	1	F	3538
Woolaware - Burraneer	2011	1	M	3343
Woolaware - Burraneer	2016	0		656
Woolaware - Burraneer	2016	1	F	3602
Woolaware - Burraneer	2016	1	M	3472
Heathcote - Waterfall	2006	0		343
Heathcote - Waterfall	2006	1	F	3082
Heathcote - Waterfall	2006	1	M	2882
Heathcote - Waterfall	2011	0		371
Heathcote - Waterfall	2011	1	F	3120
Heathcote - Waterfall	2011	1	M	2966
Heathcote - Waterfall	2016	0		374
Heathcote - Waterfall	2016	1	F	3175
Heathcote - Waterfall	2016	1	M	2956
Illawong - Alfords Point	2006	0		656
Illawong - Alfords Point	2006	1	F	5122
Illawong - Alfords Point	2006	1	M	5141
Illawong - Alfords Point	2011	0		711
Illawong - Alfords Point	2011	1	F	4962
Illawong - Alfords Point	2011	1	M	4966
Illawong - Alfords Point	2016	0		656
Illawong - Alfords Point	2016	1	F	4881
Illawong - Alfords Point	2016	1	M	4826
Menai - Lucas Heights - Woronora	2006	0		1644
Menai - Lucas Heights - Woronora	2006	1	F	9890
Menai - Lucas Heights - Woronora	2006	1	M	9705
Menai - Lucas Heights - Woronora	2011	0		1499
Menai - Lucas Heights - Woronora	2011	1	F	9845
Menai - Lucas Heights - Woronora	2011	1	M	9712
Menai - Lucas Heights - Woronora	2016	0		1551
Menai - Lucas Heights - Woronora	2016	1	F	9885
Menai - Lucas Heights - Woronora	2016	1	M	9693
Oyster Bay - Como - Jannali	2006	0		1329
Oyster Bay - Como - Jannali	2006	1	F	9238
Oyster Bay - Como - Jannali	2006	1	M	9131
Oyster Bay - Como - Jannali	2011	0		1651
Oyster Bay - Como - Jannali	2011	1	F	9656
Oyster Bay - Como - Jannali	2011	1	M	9324
Oyster Bay - Como - Jannali	2016	0		1878
Oyster Bay - Como - Jannali	2016	1	F	9814
Oyster Bay - Como - Jannali	2016	1	M	9562
Royal National Park	2006	0		5
Royal National Park	2006	1	F	7
Royal National Park	2006	1	M	4
Royal National Park	2011	0		0
Royal National Park	2011	1	F	7
Royal National Park	2011	1	M	10
Royal National Park	2016	0		11
Royal National Park	2016	1	F	7
Royal National Park	2016	1	M	9
Sutherland - Kirrawee	2006	0		2098
Sutherland - Kirrawee	2006	1	F	8530
Sutherland - Kirrawee	2006	1	M	7714
Sutherland - Kirrawee	2011	0		2458
Sutherland - Kirrawee	2011	1	F	8798
Sutherland - Kirrawee	2011	1	M	8115
Sutherland - Kirrawee	2016	0		2830
Sutherland - Kirrawee	2016	1	F	9386
Sutherland - Kirrawee	2016	1	M	8652
Engadine	2006	0		1100
Engadine	2006	1	F	7648
Engadine	2006	1	M	7601
Engadine	2011	0		1126
Engadine	2011	1	F	7831
Engadine	2011	1	M	7700
Engadine	2016	0		1155
Engadine	2016	1	F	8024
Engadine	2016	1	M	7814
Loftus - Yarrawarrah	2006	0		400
Loftus - Yarrawarrah	2006	1	F	3322
Loftus - Yarrawarrah	2006	1	M	3311
Loftus - Yarrawarrah	2011	0		428
Loftus - Yarrawarrah	2011	1	F	3417
Loftus - Yarrawarrah	2011	1	M	3359
Loftus - Yarrawarrah	2016	0		424
Loftus - Yarrawarrah	2016	1	F	3488
Loftus - Yarrawarrah	2016	1	M	3334
Woronora Heights	2006	0		185
Woronora Heights	2006	1	F	1839
Woronora Heights	2006	1	M	1867
Woronora Heights	2011	0		214
Woronora Heights	2011	1	F	1781
Woronora Heights	2011	1	M	1871
Woronora Heights	2016	0		218
Woronora Heights	2016	1	F	1730
Woronora Heights	2016	1	M	1704
Migratory - Offshore - Shipping (NSW)	2006	0		2
Migratory - Offshore - Shipping (NSW)	2006	1	F	7
Migratory - Offshore - Shipping (NSW)	2006	1	M	41
Migratory - Offshore - Shipping (NSW)	2011	0		13
Migratory - Offshore - Shipping (NSW)	2011	1	F	52
Migratory - Offshore - Shipping (NSW)	2011	1	M	47
Migratory - Offshore - Shipping (NSW)	2016	0		91
Migratory - Offshore - Shipping (NSW)	2016	1	F	184
Migratory - Offshore - Shipping (NSW)	2016	1	M	137
No usual address (NSW)	2006	0		2567
No usual address (NSW)	2006	1	F	3203
No usual address (NSW)	2006	1	M	4405
No usual address (NSW)	2011	0		4296
No usual address (NSW)	2011	1	F	3784
No usual address (NSW)	2011	1	M	4837
No usual address (NSW)	2016	0		5080
No usual address (NSW)	2016	1	F	3009
No usual address (NSW)	2016	1	M	4199
Alfredton	2006	0		507
Alfredton	2006	1	F	3799
Alfredton	2006	1	M	3592
Alfredton	2011	0		634
Alfredton	2011	1	F	3911
Alfredton	2011	1	M	3800
Alfredton	2016	0		1177
Alfredton	2016	1	F	5364
Alfredton	2016	1	M	5113
Ballarat	2006	0		1111
Ballarat	2006	1	F	5849
Ballarat	2006	1	M	5169
Ballarat	2011	0		1077
Ballarat	2011	1	F	5859
Ballarat	2011	1	M	5141
Ballarat	2016	0		1378
Ballarat	2016	1	F	5641
Ballarat	2016	1	M	5027
Ballarat - North	2006	0		1611
Ballarat - North	2006	1	F	9998
Ballarat - North	2006	1	M	9141
Ballarat - North	2011	0		1695
Ballarat - North	2011	1	F	10658
Ballarat - North	2011	1	M	9673
Ballarat - North	2016	0		2141
Ballarat - North	2016	1	F	10960
Ballarat - North	2016	1	M	9982
Ballarat - South	2006	0		1814
Ballarat - South	2006	1	F	9886
Ballarat - South	2006	1	M	8937
Ballarat - South	2011	0		2286
Ballarat - South	2011	1	F	10787
Ballarat - South	2011	1	M	9711
Ballarat - South	2016	0		2898
Ballarat - South	2016	1	F	11258
Ballarat - South	2016	1	M	10075
Buninyong	2006	0		483
Buninyong	2006	1	F	2626
Buninyong	2006	1	M	2603
Buninyong	2011	0		485
Buninyong	2011	1	F	3061
Buninyong	2011	1	M	3053
Buninyong	2016	0		752
Buninyong	2016	1	F	3174
Buninyong	2016	1	M	3227
Delacombe	2006	0		339
Delacombe	2006	1	F	2034
Delacombe	2006	1	M	1905
Delacombe	2011	0		481
Delacombe	2011	1	F	2741
Delacombe	2011	1	M	2528
Delacombe	2016	0		603
Delacombe	2016	1	F	3339
Delacombe	2016	1	M	3140
Smythes Creek	2006	0		290
Smythes Creek	2006	1	F	1699
Smythes Creek	2006	1	M	1795
Smythes Creek	2011	0		307
Smythes Creek	2011	1	F	1685
Smythes Creek	2011	1	M	1787
Smythes Creek	2016	0		313
Smythes Creek	2016	1	F	1763
Smythes Creek	2016	1	M	1856
Wendouree - Miners Rest	2006	0		1198
Wendouree - Miners Rest	2006	1	F	6115
Wendouree - Miners Rest	2006	1	M	5489
Wendouree - Miners Rest	2011	0		1213
Wendouree - Miners Rest	2011	1	F	6818
Wendouree - Miners Rest	2011	1	M	6179
Wendouree - Miners Rest	2016	0		1480
Wendouree - Miners Rest	2016	1	F	6833
Wendouree - Miners Rest	2016	1	M	6320
Bacchus Marsh Region	2006	0		389
Bacchus Marsh Region	2006	1	F	2357
Bacchus Marsh Region	2006	1	M	2390
Bacchus Marsh Region	2011	0		496
Bacchus Marsh Region	2011	1	F	2520
Bacchus Marsh Region	2011	1	M	2529
Bacchus Marsh Region	2016	0		710
Bacchus Marsh Region	2016	1	F	2557
Bacchus Marsh Region	2016	1	M	2603
Creswick - Clunes	2006	0		567
Creswick - Clunes	2006	1	F	3281
Creswick - Clunes	2006	1	M	3152
Creswick - Clunes	2011	0		541
Creswick - Clunes	2011	1	F	3492
Creswick - Clunes	2011	1	M	3390
Creswick - Clunes	2016	0		943
Creswick - Clunes	2016	1	F	3473
Creswick - Clunes	2016	1	M	3405
Daylesford	2006	0		817
Daylesford	2006	1	F	3536
Daylesford	2006	1	M	3369
Daylesford	2011	0		922
Daylesford	2011	1	F	3871
Daylesford	2011	1	M	3599
Daylesford	2016	0		1206
Daylesford	2016	1	F	4014
Daylesford	2016	1	M	3736
Gordon (Vic.)	2006	0		445
Gordon (Vic.)	2006	1	F	2308
Gordon (Vic.)	2006	1	M	2433
Gordon (Vic.)	2011	0		454
Gordon (Vic.)	2011	1	F	2414
Gordon (Vic.)	2011	1	M	2546
Gordon (Vic.)	2016	0		665
Gordon (Vic.)	2016	1	F	2460
Gordon (Vic.)	2016	1	M	2531
Avoca	2006	0		237
Avoca	2006	1	F	1437
Avoca	2006	1	M	1431
Avoca	2011	0		275
Avoca	2011	1	F	1475
Avoca	2011	1	M	1551
Avoca	2016	0		385
Avoca	2016	1	F	1452
Avoca	2016	1	M	1465
Beaufort	2006	0		400
Beaufort	2006	1	F	1639
Beaufort	2006	1	M	1719
Beaufort	2011	0		382
Beaufort	2011	1	F	1731
Beaufort	2011	1	M	1719
Beaufort	2016	0		808
Beaufort	2016	1	F	1761
Beaufort	2016	1	M	1826
Golden Plains - North	2006	0		396
Golden Plains - North	2006	1	F	1616
Golden Plains - North	2006	1	M	1645
Golden Plains - North	2011	0		347
Golden Plains - North	2011	1	F	1811
Golden Plains - North	2011	1	M	1903
Golden Plains - North	2016	0		402
Golden Plains - North	2016	1	F	1985
Golden Plains - North	2016	1	M	2096
Maryborough (Vic.)	2006	0		465
Maryborough (Vic.)	2006	1	F	3563
Maryborough (Vic.)	2006	1	M	3341
Maryborough (Vic.)	2011	0		593
Maryborough (Vic.)	2011	1	F	3642
Maryborough (Vic.)	2011	1	M	3396
Maryborough (Vic.)	2016	0		749
Maryborough (Vic.)	2016	1	F	3737
Maryborough (Vic.)	2016	1	M	3435
Maryborough Region	2006	0		378
Maryborough Region	2006	1	F	2355
Maryborough Region	2006	1	M	2469
Maryborough Region	2011	0		388
Maryborough Region	2011	1	F	2273
Maryborough Region	2011	1	M	2402
Maryborough Region	2016	0		540
Maryborough Region	2016	1	F	2277
Maryborough Region	2016	1	M	2451
Bendigo	2006	0		1435
Bendigo	2006	1	F	7001
Bendigo	2006	1	M	6233
Bendigo	2011	0		1643
Bendigo	2011	1	F	6733
Bendigo	2011	1	M	6133
Bendigo	2016	0		1926
Bendigo	2016	1	F	6462
Bendigo	2016	1	M	6072
California Gully - Eaglehawk	2006	0		699
California Gully - Eaglehawk	2006	1	F	4714
California Gully - Eaglehawk	2006	1	M	4196
California Gully - Eaglehawk	2011	0		729
California Gully - Eaglehawk	2011	1	F	4910
California Gully - Eaglehawk	2011	1	M	4489
California Gully - Eaglehawk	2016	0		1339
California Gully - Eaglehawk	2016	1	F	5489
California Gully - Eaglehawk	2016	1	M	5137
East Bendigo - Kennington	2006	0		966
East Bendigo - Kennington	2006	1	F	6556
East Bendigo - Kennington	2006	1	M	5746
East Bendigo - Kennington	2011	0		1162
East Bendigo - Kennington	2011	1	F	6612
East Bendigo - Kennington	2011	1	M	5909
East Bendigo - Kennington	2016	0		1325
East Bendigo - Kennington	2016	1	F	6390
East Bendigo - Kennington	2016	1	M	5792
Flora Hill - Spring Gully	2006	0		679
Flora Hill - Spring Gully	2006	1	F	4426
Flora Hill - Spring Gully	2006	1	M	3805
Flora Hill - Spring Gully	2011	0		752
Flora Hill - Spring Gully	2011	1	F	4550
Flora Hill - Spring Gully	2011	1	M	3888
Flora Hill - Spring Gully	2016	0		959
Flora Hill - Spring Gully	2016	1	F	4455
Flora Hill - Spring Gully	2016	1	M	3881
Kangaroo Flat - Golden Square	2006	0		1035
Kangaroo Flat - Golden Square	2006	1	F	8379
Kangaroo Flat - Golden Square	2006	1	M	7563
Kangaroo Flat - Golden Square	2011	0		1328
Kangaroo Flat - Golden Square	2011	1	F	9012
Kangaroo Flat - Golden Square	2011	1	M	8143
Kangaroo Flat - Golden Square	2016	0		2119
Kangaroo Flat - Golden Square	2016	1	F	9248
Kangaroo Flat - Golden Square	2016	1	M	8320
Maiden Gully	2006	0		161
Maiden Gully	2006	1	F	1509
Maiden Gully	2006	1	M	1557
Maiden Gully	2011	0		183
Maiden Gully	2011	1	F	2034
Maiden Gully	2011	1	M	2109
Maiden Gully	2016	0		326
Maiden Gully	2016	1	F	2364
Maiden Gully	2016	1	M	2394
Strathfieldsaye	2006	0		293
Strathfieldsaye	2006	1	F	2724
Strathfieldsaye	2006	1	M	2805
Strathfieldsaye	2011	0		303
Strathfieldsaye	2011	1	F	3349
Strathfieldsaye	2011	1	M	3380
Strathfieldsaye	2016	0		525
Strathfieldsaye	2016	1	F	4076
Strathfieldsaye	2016	1	M	4029
White Hills - Ascot	2006	0		340
White Hills - Ascot	2006	1	F	3127
White Hills - Ascot	2006	1	M	3107
White Hills - Ascot	2011	0		588
White Hills - Ascot	2011	1	F	4138
White Hills - Ascot	2011	1	M	4009
White Hills - Ascot	2016	0		1123
White Hills - Ascot	2016	1	F	5510
White Hills - Ascot	2016	1	M	5114
Bendigo Region - South	2006	0		374
Bendigo Region - South	2006	1	F	2423
Bendigo Region - South	2006	1	M	2449
Bendigo Region - South	2011	0		444
Bendigo Region - South	2011	1	F	2862
Bendigo Region - South	2011	1	M	2898
Bendigo Region - South	2016	0		603
Bendigo Region - South	2016	1	F	3272
Bendigo Region - South	2016	1	M	3309
Castlemaine	2006	0		1095
Castlemaine	2006	1	F	4485
Castlemaine	2006	1	M	3961
Castlemaine	2011	0		1165
Castlemaine	2011	1	F	4593
Castlemaine	2011	1	M	3975
Castlemaine	2016	0		1932
Castlemaine	2016	1	F	4636
Castlemaine	2016	1	M	4015
Castlemaine Region	2006	0		626
Castlemaine Region	2006	1	F	3575
Castlemaine Region	2006	1	M	3635
Castlemaine Region	2011	0		710
Castlemaine Region	2011	1	F	3673
Castlemaine Region	2011	1	M	3796
Castlemaine Region	2016	0		944
Castlemaine Region	2016	1	F	3729
Castlemaine Region	2016	1	M	3801
Heathcote	2006	0		284
Heathcote	2006	1	F	1600
Heathcote	2006	1	M	1640
Heathcote	2011	0		422
Heathcote	2011	1	F	1797
Heathcote	2011	1	M	1854
Heathcote	2016	0		549
Heathcote	2016	1	F	1975
Heathcote	2016	1	M	1989
Kyneton	2006	0		733
Kyneton	2006	1	F	3857
Kyneton	2006	1	M	3646
Kyneton	2011	0		702
Kyneton	2011	1	F	4173
Kyneton	2011	1	M	3957
Kyneton	2016	0		1183
Kyneton	2016	1	F	4366
Kyneton	2016	1	M	4099
Woodend	2006	0		624
Woodend	2006	1	F	2886
Woodend	2006	1	M	2742
Woodend	2011	0		631
Woodend	2011	1	F	3024
Woodend	2011	1	M	2754
Woodend	2016	0		890
Woodend	2016	1	F	3116
Woodend	2016	1	M	2893
Bendigo Region - North	2006	0		369
Bendigo Region - North	2006	1	F	2358
Bendigo Region - North	2006	1	M	2393
Bendigo Region - North	2011	0		284
Bendigo Region - North	2011	1	F	1924
Bendigo Region - North	2011	1	M	1955
Bendigo Region - North	2016	0		367
Bendigo Region - North	2016	1	F	1954
Bendigo Region - North	2016	1	M	2042
Loddon	2006	0		500
Loddon	2006	1	F	3490
Loddon	2006	1	M	3605
Loddon	2011	0		629
Loddon	2011	1	F	3130
Loddon	2011	1	M	3268
Loddon	2016	0		980
Loddon	2016	1	F	2977
Loddon	2016	1	M	3100
Bannockburn	2006	0		222
Bannockburn	2006	1	F	1539
Bannockburn	2006	1	M	1616
Bannockburn	2011	0		308
Bannockburn	2011	1	F	2206
Bannockburn	2011	1	M	2200
Bannockburn	2016	0		528
Bannockburn	2016	1	F	2917
Bannockburn	2016	1	M	2975
Golden Plains - South	2006	0		494
Golden Plains - South	2006	1	F	2529
Golden Plains - South	2006	1	M	2613
Golden Plains - South	2011	0		464
Golden Plains - South	2011	1	F	2835
Golden Plains - South	2011	1	M	2918
Golden Plains - South	2016	0		606
Golden Plains - South	2016	1	F	3078
Golden Plains - South	2016	1	M	3171
Winchelsea	2006	0		395
Winchelsea	2006	1	F	2274
Winchelsea	2006	1	M	2341
Winchelsea	2011	0		447
Winchelsea	2011	1	F	2598
Winchelsea	2011	1	M	2640
Winchelsea	2016	0		563
Winchelsea	2016	1	F	2577
Winchelsea	2016	1	M	2605
Belmont	2006	0		1386
Belmont	2006	1	F	6437
Belmont	2006	1	M	5822
Belmont	2011	0		1436
Belmont	2011	1	F	6393
Belmont	2011	1	M	5788
Belmont	2016	0		1816
Belmont	2016	1	F	6427
Belmont	2016	1	M	5778
Corio - Norlane	2006	0		2891
Corio - Norlane	2006	1	F	11151
Corio - Norlane	2006	1	M	10675
Corio - Norlane	2011	0		3420
Corio - Norlane	2011	1	F	11588
Corio - Norlane	2011	1	M	10838
Corio - Norlane	2016	0		4642
Corio - Norlane	2016	1	F	11149
Corio - Norlane	2016	1	M	10557
Geelong	2006	0		1275
Geelong	2006	1	F	5482
Geelong	2006	1	M	4948
Geelong	2011	0		1604
Geelong	2011	1	F	5468
Geelong	2011	1	M	4994
Geelong	2016	0		2046
Geelong	2016	1	F	5559
Geelong	2016	1	M	5089
Geelong West - Hamlyn Heights	2006	0		1724
Geelong West - Hamlyn Heights	2006	1	F	8539
Geelong West - Hamlyn Heights	2006	1	M	7879
Geelong West - Hamlyn Heights	2011	0		2015
Geelong West - Hamlyn Heights	2011	1	F	8807
Geelong West - Hamlyn Heights	2011	1	M	8050
Geelong West - Hamlyn Heights	2016	0		2429
Geelong West - Hamlyn Heights	2016	1	F	8990
Geelong West - Hamlyn Heights	2016	1	M	8049
Grovedale	2006	0		1441
Grovedale	2006	1	F	7893
Grovedale	2006	1	M	7313
Grovedale	2011	0		1721
Grovedale	2011	1	F	9390
Grovedale	2011	1	M	8590
Grovedale	2016	0		2636
Grovedale	2016	1	F	10811
Grovedale	2016	1	M	9828
Highton	2006	0		1538
Highton	2006	1	F	8159
Highton	2006	1	M	7664
Highton	2011	0		1992
Highton	2011	1	F	8956
Highton	2011	1	M	8373
Highton	2016	0		2712
Highton	2016	1	F	10003
Highton	2016	1	M	9383
Lara	2006	0		1892
Lara	2006	1	F	6458
Lara	2006	1	M	6287
Lara	2011	0		1967
Lara	2011	1	F	6923
Lara	2011	1	M	6633
Lara	2016	0		2695
Lara	2016	1	F	7856
Lara	2016	1	M	7537
Leopold	2006	0		533
Leopold	2006	1	F	4239
Leopold	2006	1	M	3976
Leopold	2011	0		742
Leopold	2011	1	F	4785
Leopold	2011	1	M	4585
Leopold	2016	0		1168
Leopold	2016	1	F	6041
Leopold	2016	1	M	5605
Newcomb - Moolap	2006	0		1496
Newcomb - Moolap	2006	1	F	6734
Newcomb - Moolap	2006	1	M	6269
Newcomb - Moolap	2011	0		1478
Newcomb - Moolap	2011	1	F	6863
Newcomb - Moolap	2011	1	M	6369
Newcomb - Moolap	2016	0		1717
Newcomb - Moolap	2016	1	F	6752
Newcomb - Moolap	2016	1	M	6124
Newtown (Vic.)	2006	0		918
Newtown (Vic.)	2006	1	F	4494
Newtown (Vic.)	2006	1	M	4166
Newtown (Vic.)	2011	0		843
Newtown (Vic.)	2011	1	F	4544
Newtown (Vic.)	2011	1	M	4293
Newtown (Vic.)	2016	0		1199
Newtown (Vic.)	2016	1	F	4663
Newtown (Vic.)	2016	1	M	4293
North Geelong - Bell Park	2006	0		1450
North Geelong - Bell Park	2006	1	F	6304
North Geelong - Bell Park	2006	1	M	5946
North Geelong - Bell Park	2011	0		1524
North Geelong - Bell Park	2011	1	F	6406
North Geelong - Bell Park	2011	1	M	6066
North Geelong - Bell Park	2016	0		2080
North Geelong - Bell Park	2016	1	F	6491
North Geelong - Bell Park	2016	1	M	6060
Clifton Springs	2006	0		850
Clifton Springs	2006	1	F	5044
Clifton Springs	2006	1	M	4721
Clifton Springs	2011	0		957
Clifton Springs	2011	1	F	5586
Clifton Springs	2011	1	M	5156
Clifton Springs	2016	0		1354
Clifton Springs	2016	1	F	6257
Clifton Springs	2016	1	M	5738
Lorne - Anglesea	2006	0		546
Lorne - Anglesea	2006	1	F	2180
Lorne - Anglesea	2006	1	M	2096
Lorne - Anglesea	2011	0		546
Lorne - Anglesea	2011	1	F	2220
Lorne - Anglesea	2011	1	M	2153
Lorne - Anglesea	2016	0		568
Lorne - Anglesea	2016	1	F	2253
Lorne - Anglesea	2016	1	M	2230
Ocean Grove - Barwon Heads	2006	0		1479
Ocean Grove - Barwon Heads	2006	1	F	7816
Ocean Grove - Barwon Heads	2006	1	M	7485
Ocean Grove - Barwon Heads	2011	0		1568
Ocean Grove - Barwon Heads	2011	1	F	8700
Ocean Grove - Barwon Heads	2011	1	M	8088
Ocean Grove - Barwon Heads	2016	0		2257
Ocean Grove - Barwon Heads	2016	1	F	10862
Ocean Grove - Barwon Heads	2016	1	M	10302
Portarlington	2006	0		585
Portarlington	2006	1	F	2734
Portarlington	2006	1	M	2500
Portarlington	2011	0		502
Portarlington	2011	1	F	3099
Portarlington	2011	1	M	2897
Portarlington	2016	0		884
Portarlington	2016	1	F	3348
Portarlington	2016	1	M	3165
Point Lonsdale - Queenscliff	2006	0		322
Point Lonsdale - Queenscliff	2006	1	F	1906
Point Lonsdale - Queenscliff	2006	1	M	1663
Point Lonsdale - Queenscliff	2011	0		325
Point Lonsdale - Queenscliff	2011	1	F	1986
Point Lonsdale - Queenscliff	2011	1	M	1761
Point Lonsdale - Queenscliff	2016	0		448
Point Lonsdale - Queenscliff	2016	1	F	1997
Point Lonsdale - Queenscliff	2016	1	M	1703
Torquay	2006	0		1143
Torquay	2006	1	F	5422
Torquay	2006	1	M	5374
Torquay	2011	0		1387
Torquay	2011	1	F	6965
Torquay	2011	1	M	6691
Torquay	2016	0		1821
Torquay	2016	1	F	8414
Torquay	2016	1	M	8127
Alexandra	2006	0		665
Alexandra	2006	1	F	2755
Alexandra	2006	1	M	2736
Alexandra	2011	0		530
Alexandra	2011	1	F	2800
Alexandra	2011	1	M	2766
Alexandra	2016	0		750
Alexandra	2016	1	F	2796
Alexandra	2016	1	M	2791
Euroa	2006	0		397
Euroa	2006	1	F	2819
Euroa	2006	1	M	2751
Euroa	2011	0		429
Euroa	2011	1	F	2769
Euroa	2011	1	M	2754
Euroa	2016	0		657
Euroa	2016	1	F	2875
Euroa	2016	1	M	2746
Kilmore - Broadford	2006	0		993
Kilmore - Broadford	2006	1	F	4152
Kilmore - Broadford	2006	1	M	4188
Kilmore - Broadford	2011	0		1126
Kilmore - Broadford	2011	1	F	5484
Kilmore - Broadford	2011	1	M	5337
Kilmore - Broadford	2016	0		1497
Kilmore - Broadford	2016	1	F	6262
Kilmore - Broadford	2016	1	M	6112
Mansfield (Vic.)	2006	0		827
Mansfield (Vic.)	2006	1	F	3289
Mansfield (Vic.)	2006	1	M	3320
Mansfield (Vic.)	2011	0		763
Mansfield (Vic.)	2011	1	F	3694
Mansfield (Vic.)	2011	1	M	3696
Mansfield (Vic.)	2016	0		1121
Mansfield (Vic.)	2016	1	F	3875
Mansfield (Vic.)	2016	1	M	3852
Nagambie	2006	0		318
Nagambie	2006	1	F	1498
Nagambie	2006	1	M	1508
Nagambie	2011	0		396
Nagambie	2011	1	F	1573
Nagambie	2011	1	M	1590
Nagambie	2016	0		504
