SA2_MAINCODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
403021063,0,0,17,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,0,0,0,0,31,0,0,0,0,0,3,0,0,0,0,0,0,3,13,0,10,14,23,65,214,73,8,0,3,12,433,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0,0,4,0,4,5,0,0,0,0,0,19,0,0,0,3,3,3,17,8,0,0,0,0,35,0,0,0,0,0,0,17,8,0,0,0,0,28,0,0,0,0,3,0,9,14,0,0,0,0,28,8,0,0,3,0,4,30,28,3,0,0,0,67,0,0,0,0,0,3,28,23,3,0,0,0,57,3,0
403021064,0,0,66,3,0,0,0,0,0,11,23,0,0,0,0,35,0,0,0,0,0,0,0,0,3,0,0,0,10,9,3,13,7,8,21,25,34,3,0,0,7,124,4,10,10,3,3,4,7,9,0,0,0,22,76,121,263,290,170,119,233,383,357,20,11,10,71,2065,0,3,11,12,3,5,10,17,0,0,0,9,65,13,3,13,4,0,0,11,3,3,0,0,0,50,31,14,19,8,3,3,9,11,0,0,0,6,104,3,30,74,15,10,7,9,6,0,0,0,6,160,13,30,82,38,12,18,33,23,4,0,3,5,254,4,3,38,27,12,23,24,39,0,0,0,3,171,9,4,14,30,10,24,33,27,0,0,0,4,166,9,4,9,12,15,35,59,53,9,0,0,4,211,3,0,9,13,8,28,46,68,14,0,0,3,186,3,3,3,12,6,21,58,86,5,3,0,0,201,0,0
403031065,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,17,4,11,13,45,29,9,0,3,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,3,0,0,0,0,0,3,10,0,0,4,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,5,7,0,0,0,0,8,0,0,0,3,0,3,4,9,0,0,0,0,18,0,0
403031066,0,0,19,0,0,0,0,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,7,9,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,3,29,12,37,48,39,95,94,73,11,6,11,21,465,0,0,0,5,0,0,3,0,0,0,3,3,17,0,0,0,0,0,3,0,4,0,0,0,0,7,0,0,0,5,0,4,4,0,0,0,0,0,19,0,0,3,3,0,3,0,0,0,0,0,0,19,0,0,0,0,0,7,4,9,0,0,0,0,29,0,0,5,3,0,15,5,3,0,0,0,0,34,0,0,6,3,0,3,12,10,0,0,0,4,37,0,0,3,3,4,9,12,6,3,0,0,0,36,3,0,4,6,0,11,15,19,0,0,0,5,71,0,0,4,0,3,10,11,7,0,0,0,0,43,3,0
403031067,0,0,24,0,3,0,0,0,0,4,12,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,6,9,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,9,33,20,22,29,35,78,129,87,22,9,6,9,472,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,4,0,0,0,0,0,19,0,0,3,0,0,0,3,0,0,0,0,0,11,4,3,3,5,0,3,8,0,0,0,0,0,26,3,0,4,0,3,10,14,6,4,0,0,0,48,4,0,6,0,4,6,10,9,0,0,0,0,41,0,0,3,3,0,5,10,4,5,0,0,0,33,0,0,0,0,0,3,17,15,0,3,0,0,41,0,0,0,6,0,4,9,14,0,0,0,0,38,7,0
403031068,0,0,64,0,0,0,0,0,0,3,9,3,7,0,0,24,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,5,0,3,5,22,17,4,0,3,3,73,0,0,3,0,4,0,0,0,0,0,0,8,25,53,50,80,109,88,292,322,200,45,11,11,51,1315,3,0,0,5,0,8,3,6,4,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,12,6,6,8,0,7,8,10,8,0,0,0,0,44,0,10,5,3,7,10,7,3,0,0,0,0,54,7,5,14,18,3,16,17,9,0,0,0,3,85,3,3,6,10,4,28,18,9,0,0,0,3,83,3,3,6,13,0,35,24,18,0,0,0,0,106,4,3,3,3,5,33,38,14,4,0,3,7,121,4,0,3,3,7,38,48,34,6,3,0,3,142,8,0,3,3,4,19,49,35,3,0,0,8,125,5,0
403031069,4,0,60,4,0,0,0,0,3,8,18,4,6,3,0,48,0,0,0,0,0,0,0,5,3,5,3,0,20,4,0,0,3,4,10,17,21,11,3,4,3,74,5,0,4,0,0,0,0,0,3,0,0,3,16,88,30,89,95,70,194,251,179,60,24,26,28,1132,3,0,0,0,0,8,3,8,0,0,3,3,29,0,0,0,0,0,4,6,0,0,0,0,3,13,7,0,8,4,0,4,4,0,0,0,0,4,30,0,9,10,8,3,11,6,0,0,0,0,3,50,7,26,15,16,4,16,14,7,5,0,0,0,99,3,5,5,7,4,23,20,11,3,0,0,3,91,7,6,3,3,9,22,20,9,3,3,0,0,86,5,0,0,3,5,18,26,21,4,0,0,0,78,0,0,5,8,9,14,36,20,9,3,3,0,106,9,0,3,7,0,12,32,21,7,0,0,0,86,5,0
403031070,0,0,31,0,0,0,0,3,3,5,4,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,3,10,15,4,3,3,5,46,4,0,3,3,0,0,3,0,0,0,0,3,22,36,35,69,84,81,163,167,90,20,5,7,37,810,3,0,0,0,0,6,3,4,0,0,0,0,24,0,0,0,6,0,3,0,0,0,0,0,0,9,4,5,4,4,8,4,9,0,0,0,0,0,44,3,3,14,3,5,7,4,0,0,0,0,9,52,3,3,7,13,3,9,7,0,0,0,0,3,51,3,0,5,8,9,18,15,9,0,0,0,3,60,3,3,3,0,3,15,17,14,0,0,0,4,73,3,0,0,0,6,24,16,12,3,0,0,3,69,0,0,3,11,3,28,18,22,0,0,0,0,79,4,0,0,0,7,16,18,18,3,0,0,0,70,0,0
403041071,0,0,18,0,0,0,0,0,0,6,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,10,0,0,0,0,34,0,0,0,0,0,3,0,0,0,0,0,3,6,32,26,44,36,29,108,225,81,6,3,4,16,618,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,4,3,0,0,0,0,17,0,0,3,3,0,4,7,0,0,0,0,0,25,8,0,10,8,3,0,14,3,0,0,0,4,60,0,0,3,8,6,9,15,11,0,0,0,0,51,0,0,7,9,0,5,25,5,0,0,0,0,60,0,0,0,4,0,9,26,19,0,0,0,5,67,3,0,0,7,0,4,32,19,0,0,0,3,67,0,0,0,3,3,0,29,26,3,0,0,0,65,0,0
403041072,0,0,38,0,0,0,0,0,3,3,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,23,39,12,0,0,0,4,102,3,0,0,0,3,3,9,0,0,0,0,7,32,38,12,49,121,136,431,506,146,4,4,14,40,1498,0,0,0,0,0,3,10,3,0,0,0,0,16,3,0,0,0,3,0,4,0,0,0,0,0,15,4,0,0,4,3,11,12,5,0,0,0,0,47,3,0,0,4,5,24,30,4,0,0,0,0,78,3,0,7,20,14,45,36,6,0,0,0,0,139,0,0,3,8,13,67,72,10,0,0,0,4,174,0,0,0,12,12,50,97,17,3,0,0,0,200,0,0,0,3,6,50,89,23,3,0,0,3,182,3,0,3,6,4,33,91,22,0,0,0,0,172,0,0,3,0,7,22,94,33,0,0,0,3,163,0,0
403041073,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,3,10,10,3,3,17,13,0,0,0,0,5,66,8,14,6,4,0,3,3,0,0,0,3,23,68,152,331,267,159,87,248,170,29,3,0,8,79,1523,3,3,0,4,0,0,0,0,0,0,0,3,25,3,3,7,3,0,0,0,0,0,0,0,0,26,26,24,24,9,3,6,4,3,0,0,0,3,108,10,45,67,19,5,3,17,0,0,0,0,5,178,3,50,82,41,9,16,34,0,0,0,0,4,244,0,5,31,28,12,33,41,5,0,0,0,13,159,0,8,23,49,11,17,45,5,3,0,0,5,162,3,7,9,13,20,35,54,7,0,0,0,3,147,0,0,8,8,7,33,64,3,0,3,0,0,130,0,0,5,8,4,22,40,12,0,0,0,3,94,0,0
403041074,0,0,22,0,0,0,0,0,3,5,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,5,18,28,7,0,0,0,0,80,3,0,3,3,3,9,3,0,0,0,0,9,33,84,53,93,167,128,359,404,78,13,9,8,40,1425,0,0,3,0,0,4,8,3,0,0,0,3,22,0,3,0,0,0,4,3,0,0,0,0,0,9,0,10,3,5,3,11,11,0,0,0,0,3,48,3,21,9,10,9,14,20,3,0,0,0,5,93,0,15,19,23,12,43,33,5,3,0,0,0,159,4,0,9,13,12,41,55,11,0,0,0,3,153,3,7,12,13,10,34,66,15,0,0,0,0,158,0,3,3,10,10,38,79,20,3,0,0,3,168,0,4,3,9,10,40,88,22,0,0,0,4,175,0,0,0,3,9,18,67,19,0,0,0,4,131,0,0
403041075,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,9,22,8,10,10,3,3,0,0,0,91,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
403041076,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,6,14,41,35,8,3,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,4,3,3,0,0,0,14,0,0,0,3,0,0,3,7,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0
403041077,0,0,35,0,0,0,0,0,0,0,9,11,0,0,3,19,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,12,19,3,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,26,3,13,52,21,23,140,124,31,12,11,4,445,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,15,0,0,3,8,3,0,8,0,0,0,0,0,26,3,0,0,14,0,0,4,0,0,0,0,0,21,0,0,0,5,3,3,6,14,0,0,0,0,26,3,0,0,3,0,0,5,9,3,0,0,0,29,0,0,0,0,0,5,12,10,3,0,0,0,36,4,0,0,0,0,5,15,17,0,0,0,0,43,0,0,0,0,0,3,16,21,0,0,3,0,51,3,0
403041078,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,10,15,15,20,32,19,115,125,19,0,0,0,22,403,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,0,0,0,15,0,4,0,5,0,4,4,0,0,0,0,0,21,3,0,4,10,0,6,12,0,0,0,0,0,36,3,0,0,0,3,7,27,3,0,0,0,0,52,3,0,0,3,4,12,23,4,0,0,0,0,55,0,0,0,0,3,11,36,3,0,0,0,3,56,0,0,0,0,3,4,26,0,0,0,0,3,45,0,0,0,0,0,4,22,3,0,0,0,0,40,0,0
403041079,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,7,15,13,0,0,0,0,0,57,9,11,5,3,0,3,0,0,0,0,0,6,43,117,182,175,110,112,238,129,7,0,3,3,48,1141,5,0,4,0,3,3,4,0,0,0,0,0,19,0,5,3,0,0,0,0,0,0,0,0,0,11,20,15,11,12,3,4,11,0,0,0,0,0,79,3,45,35,7,5,3,14,0,0,0,0,3,114,0,28,49,17,4,15,20,0,0,0,0,5,150,0,6,13,24,11,20,41,3,0,0,0,3,121,3,4,16,30,11,30,42,5,0,0,0,9,145,0,12,9,17,7,30,46,6,0,0,0,4,129,0,3,3,5,5,30,60,3,0,0,0,3,111,0,3,0,3,3,17,34,10,0,0,0,0,70,0,0
403041080,0,0,26,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,10,23,5,0,0,0,3,54,0,0,0,0,0,0,0,3,0,0,0,3,9,31,15,18,30,23,111,248,73,9,5,0,32,602,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,3,0,0,0,0,12,0,0,3,4,0,3,10,0,0,0,0,0,21,4,6,7,3,0,3,11,3,0,0,0,0,40,0,0,0,3,4,5,22,6,0,0,0,0,50,0,0,0,3,0,0,30,11,3,0,0,0,55,0,0,0,0,3,6,44,15,0,0,0,0,69,0,0,0,3,0,8,37,25,0,0,0,0,73,0,0,0,0,0,3,28,28,3,0,0,0,65,0,0
403041081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403041083,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,9,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,4,34,3,21,34,31,63,104,36,3,0,5,11,336,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,3,3,0,0,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,11,0,3,3,3,0,8,5,0,0,0,0,0,25,0,0,0,0,3,8,9,3,0,0,0,0,28,0,0,0,3,0,4,4,4,0,0,0,0,22,3,0,0,0,3,3,11,3,0,0,0,0,30,3,0,0,3,3,9,19,9,0,0,0,0,47,0,0,0,0,0,4,10,3,0,0,0,0,26,0,0
403041084,0,3,13,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,3,27,18,3,0,0,0,0,75,3,0,0,0,0,9,0,0,0,0,0,11,28,64,134,133,125,123,422,320,33,3,4,5,65,1437,0,0,6,0,0,0,10,0,0,0,0,0,19,0,0,0,0,0,0,5,3,0,0,0,0,13,13,13,8,0,0,4,11,0,0,0,0,0,58,3,16,41,7,7,22,11,3,0,0,0,7,111,3,32,30,8,11,46,30,0,0,0,0,0,176,0,4,16,14,8,49,64,0,0,0,0,0,161,0,0,9,23,9,49,75,4,0,0,0,3,184,3,0,3,3,7,52,87,5,0,0,0,3,167,8,0,3,7,10,41,90,17,0,0,0,0,170,0,0,3,6,3,26,68,9,0,0,0,0,116,0,0
403041085,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,14,9,0,0,0,0,0,45,8,3,7,0,3,5,0,0,0,0,0,17,47,120,119,133,111,104,317,194,11,0,0,4,48,1163,0,0,0,0,0,4,4,0,0,0,0,3,15,0,0,0,0,3,0,3,0,0,0,0,3,14,9,9,7,6,0,3,11,0,0,0,0,0,55,4,41,32,0,0,9,10,0,0,0,0,6,113,0,27,42,18,12,26,30,0,0,0,0,3,159,0,3,13,6,9,25,47,9,0,4,0,3,112,0,0,5,31,8,34,60,3,0,0,0,3,155,0,3,0,6,13,42,57,4,0,0,0,4,134,0,0,0,5,7,22,74,15,0,0,0,7,131,0,0,0,3,0,19,46,6,0,0,0,0,81,3,0
403041086,0,0,19,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,16,20,7,0,0,0,0,53,0,0,0,0,0,4,0,0,0,0,0,4,10,23,25,42,42,83,189,261,36,4,4,3,18,721,3,0,0,0,0,4,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,4,3,0,0,0,0,0,20,0,0,8,3,0,7,13,0,0,0,0,0,32,3,3,4,0,3,17,27,8,0,0,0,3,77,0,0,8,5,3,27,44,8,0,0,0,0,98,0,0,0,6,0,19,33,10,0,0,0,0,64,0,0,3,3,8,19,61,18,0,0,0,0,103,3,0,5,0,3,9,59,10,3,0,0,0,94,0,0,0,0,4,15,53,18,0,0,0,0,97,0,0
403041087,0,0,44,0,0,0,0,4,0,6,11,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,10,3,16,45,22,0,0,3,3,116,3,0,7,3,0,8,11,4,0,0,3,14,48,59,101,137,133,120,350,570,241,21,7,10,53,1805,0,0,0,0,0,0,6,10,0,0,0,5,29,3,0,4,3,0,0,4,3,0,0,0,0,13,5,6,10,5,0,4,18,7,0,0,0,3,63,3,12,17,20,5,15,37,7,0,0,0,9,127,0,15,28,24,3,27,43,23,0,0,0,5,169,0,0,12,19,10,34,75,24,0,0,0,6,179,3,0,7,26,10,36,108,43,3,0,0,3,240,6,0,4,13,9,40,124,45,0,0,0,7,249,5,3,3,6,3,25,139,76,4,0,0,4,275,0,0,0,3,4,11,120,56,4,0,0,0,206,0,0
403041088,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,21,3,13,7,20,39,41,15,0,0,0,12,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,5,0,0,0,0,0,20,0,0,0,0,3,0,6,0,0,0,0,0,12,0,0,0,0,0,5,5,0,0,0,0,0,22,0,0,4,0,0,4,3,0,0,0,0,0,10,0,0,0,3,0,5,5,4,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,0,18,3,0
403041089,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,12,5,0,0,0,0,29,0,0,3,0,0,3,3,0,0,0,0,0,13,14,22,45,40,21,81,235,48,9,0,3,8,529,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,6,0,0,0,3,20,4,4,10,3,3,3,3,0,0,0,0,0,37,0,4,10,9,3,3,5,0,0,0,0,0,27,0,0,4,9,4,6,25,10,0,0,0,0,56,0,0,3,5,0,0,37,9,0,0,0,3,60,0,0,0,5,3,3,34,13,0,0,0,0,70,0,0,0,4,0,4,49,22,3,0,0,6,87,3,0,0,0,0,4,34,14,0,0,0,0,58,0,0
404011090,0,0,27,0,0,0,0,0,7,6,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,15,7,0,0,0,3,44,0,7,3,5,0,0,0,0,0,0,0,6,26,37,76,68,107,77,155,218,83,5,3,3,26,864,0,0,0,0,0,5,3,3,0,0,0,3,22,0,0,3,0,0,3,0,0,0,0,0,0,11,8,3,11,0,0,3,3,3,0,0,0,3,37,0,9,22,7,3,5,8,0,0,0,0,0,52,3,11,18,18,7,16,19,5,0,0,0,3,99,0,0,4,6,0,22,23,20,0,0,0,3,85,3,0,4,7,3,14,21,10,0,0,0,3,68,3,0,4,6,4,16,34,8,5,0,0,4,89,4,0,3,5,8,20,38,18,0,0,0,0,102,3,0,4,4,3,13,36,26,8,0,0,3,101,3,0
