SA2_MAINCODE_2016,C06_0_74_CF_NC,C06_0_74_CF_Cu15DS_,C06_0_74_CF_CU15_NDS,C06_0_74_CF_NCU15_DS,C06_0_74_CF_NDCO,C06_0_74_CF_T,C06_75_99_CF_NC,C06_75_99_CF_Cu15DS_,C06_75_99_CF_CU15_NDS,C06_75_99_CF_NCU15_DS,C06_75_99_CF_NDCO,C06_75_99_CF_T,C06_100_149_CF_NC,C06_100_149_CF_Cu15DS_,C06_100_149_CF_CU15_NDS,C06_100_149_CF_NCU15_DS,C06_100_149_CF_NDCO,C06_100_149_Co_fam_To,C06_150_199_CF_NC,C06_150_199_CF_Cu15DS_,C06_150_199_CF_CU15_NDS,C06_150_199_CF_NCU15_DS,C06_150_199_CF_NDCO,C06_150_199_CF_T,C06_200_224_CF_NC,C06_200_224_CF_Cu15DS_,C06_200_224_CF_CU15_NDS,C06_200_224_CF_NCU15_DS,C06_200_224_CF_NDCO,C06_200_224_CF_T,C06_225_274_CF_NC,C06_225_274_CF_Cu15DS_,C06_225_274_CF_CU15_NDS,C06_225_274_CF_NCU15_DS,C06_225_274_CF_NDCO,C06_225_274_CF_T,C06_275_349_CF_NC,C06_275_349_CF_Cu15DS_,C06_275_349_CF_CU15_NDS,C06_275_349_CF_NCU15_DS,C06_275_349_CF_NDCO,C06_275_349_CF_T,C06_350_449_CF_NC,C06_350_449_CF_Cu15DS_,C06_350_449_CF_CU15_NDS,C06_350_449_CF_NCU15_DS,C06_350_449_CF_NDCO,C06_350_449_CF_T,C06_450_549_CF_NC,C06_450_549_CF_Cu15DS_,C06_450_549_CF_CU15_NDS,C06_450_549_CF_NCU15_DS,C06_450_549_CF_NDCO,C06_450_549_CF_T,C06_550_649_CF_NC,C06_550_649_CF_Cu15DS_,C06_550_649_CF_CU15_NDS,C06_550_649_CF_NCU15_DS,C06_550_649_CF_NDCO,C06_550_649_CF_T,C06_650_749_CF_NC,C06_650_749_CF_Cu15DS_,C06_650_749_CF_CU15_NDS,C06_650_749_CF_NCU15_DS,C06_650_749_CF_NDCO,C06_650_749_CF_T,C06_750_849_CF_NC,C06_750_849_CF_Cu15DS_,C06_750_849_CF_CU15_NDS,C06_750_849_CF_NCU15_DS,C06_750_849_CF_NDCO,C06_750_849_CF_T,C06_850_949_CF_NC,C06_850_949_CF_Cu15DS_,C06_850_949_CF_CU15_NDS,C06_850_949_CF_NCU15_DS,C06_850_949_CF_NDCO,C06_850_949_CF_T,C06_950over_CF_NC,C06_950ov_CF_Cu15DS_,C06_950ov_CF_CU15_NDS,C06_950ov_CF_NCU15_DS,C06_950ov_CF_NDCO,C06_950ov_CF_T,C06_Rns_CF_NC,C06_Rns_CF_Cu15DS_,C06_Rns_CF_CU15_NDS,C06_Rns_CF_NCU15_DS,C06_Rns_CF_NDCO,C06_Rns_CF_T,C06_Tot_CF_NC,C06_Tot_CF_Cu15DS_,C06_Tot_CF_CU15_NDS,C06_Tot_CF_NCU15_DS,C06_Tot_CF_NDCO,C06_Tota_Coup_fam_Tota,C11_0_74_CF_NC,C11_0_74_CF_Cu15DS_,C11_0_74_CF_CU15_NDS,C11_0_74_CF_NCU15_DS,C11_0_74_CF_NDCO,C11_0_74_Coup_fam_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_CF_T,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Co_fam_To,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_CF_T,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_CF_T,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_CF_T,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_CF_T,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_CF_T,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_CF_T,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_CF_T,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_CF_T,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_CF_T,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_CF_T,C11_950over_CF_NC,C11_950ov_CF_Cu15DS_,C11_950ov_CF_CU15_NDS,C11_950ov_CF_NCU15_DS,C11_950ov_CF_NDCO,C11_950ov_CF_T,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_CF_T,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_CF_T,C16_0_74_CF_NC,C16_0_74_CF_Cu15DS_,C16_0_74_CF_CU15_NDS,C16_0_74_CF_NCU15_DS,C16_0_74_CF_NDCO,C16_0_74_CF_T,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_
602021056,3,0,3,0,0,9,0,0,0,0,0,0,6,0,7,0,0,13,7,3,6,0,0,16,3,0,6,0,0,4,5,0,3,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,28,3,0,57,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,5,4,0,5,0,0,10,7,0,3,0,0,8,3,0,4,0,0,11,11,0,3,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,24,3,3,65,0,0,3,0,0,5,0,0
602021057,21,0,7,0,0,36,0,0,3,0,0,5,21,3,17,0,4,47,11,0,12,0,3,26,3,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,7,42,4,4,121,9,3,9,0,0,26,0,0,0,0,0,5,4,0,6,0,0,14,9,3,18,0,4,35,8,0,13,0,0,20,6,0,10,4,0,29,0,3,5,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,48,6,70,3,12,141,0,0,9,0,0,16,0,0
602031058,13,0,6,0,0,20,5,0,0,0,0,5,6,0,3,0,0,13,3,0,5,0,0,11,0,0,3,0,0,7,3,0,0,0,0,10,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,35,0,28,3,0,72,17,0,3,0,0,24,0,0,0,0,0,0,6,0,0,0,0,6,0,0,8,0,0,10,5,0,0,0,0,9,0,0,5,0,0,7,7,0,5,0,0,12,4,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,27,0,5,76,10,0,7,0,0,19,0,0
602031059,5,7,3,0,0,14,22,3,18,0,0,45,39,5,19,3,5,75,25,3,42,3,3,74,3,3,8,0,0,14,0,0,3,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,8,101,23,95,5,11,241,9,0,11,3,3,18,0,0,0,0,0,4,26,0,10,4,0,37,34,8,39,3,10,94,20,0,30,0,0,48,9,0,25,0,0,34,12,0,8,0,4,19,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,107,15,130,8,17,274,10,0,3,0,0,19,0,0
602031060,9,0,10,0,0,23,5,0,4,0,0,7,23,5,19,0,4,43,14,4,15,0,4,40,3,0,4,0,0,6,3,0,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,8,60,11,56,3,12,144,9,0,8,0,0,15,0,0,0,0,0,3,11,0,0,0,0,9,12,0,10,0,3,26,14,0,6,0,0,22,13,3,15,0,0,35,8,3,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,58,6,51,9,4,135,3,0,3,0,0,10,0,0
602031061,33,7,34,0,5,75,6,3,10,0,5,19,28,3,19,0,3,54,10,3,10,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,11,89,10,72,3,14,187,35,3,28,0,3,71,3,0,5,0,0,6,21,0,10,0,0,30,18,0,14,3,3,33,11,0,7,0,0,13,0,0,6,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,3,20,102,9,75,0,11,198,33,8,20,0,4,71,0,0
602031062,5,0,3,0,0,8,3,0,3,0,0,8,18,5,10,0,5,32,7,0,14,3,0,29,3,0,4,0,0,10,6,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,48,3,8,106,3,0,5,0,0,10,0,0,0,0,0,0,7,0,10,0,0,14,7,0,0,0,0,13,8,0,3,3,0,15,12,0,10,4,0,31,8,0,18,0,0,23,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,52,4,48,8,6,124,9,0,0,0,0,8,0,0
602031064,24,0,23,0,3,48,8,0,7,0,0,15,33,0,29,0,0,60,25,10,32,3,3,73,5,0,5,0,0,10,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,16,96,5,4,218,15,0,13,0,0,26,0,0,0,0,0,0,16,0,7,0,0,17,24,9,24,0,3,54,16,3,12,3,0,35,14,9,18,4,0,40,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,91,17,73,10,9,198,13,0,14,0,0,34,0,0
602031099,15,4,8,0,3,28,5,3,4,0,3,15,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,15,0,6,57,5,0,12,0,0,17,10,0,3,0,3,15,3,0,3,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,23,0,3,44,14,0,11,0,0,27,3,0
602031100,41,4,25,0,7,73,18,0,14,0,0,29,38,7,24,0,3,64,18,0,15,0,0,37,3,0,7,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,9,113,15,89,9,13,228,34,4,15,0,4,60,3,0,7,0,0,8,21,6,12,0,0,43,25,3,42,0,0,70,10,3,14,0,0,28,3,0,6,3,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,13,115,11,100,9,10,248,32,0,16,3,0,53,9,0
603011065,27,7,34,3,3,70,5,0,10,0,0,14,3,0,9,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,44,9,54,4,7,116,25,0,13,0,4,45,7,0,4,0,0,8,3,3,9,0,0,13,6,0,8,0,0,15,4,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,3,20,47,5,47,0,6,106,14,0,13,0,0,34,3,0
603011066,4,0,10,0,0,20,6,0,3,0,0,12,5,0,4,4,0,16,7,0,10,0,0,10,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,29,4,35,4,0,62,8,3,3,0,0,13,0,0,3,0,0,5,0,3,3,0,0,10,5,0,15,0,0,16,3,0,7,0,0,10,4,0,3,0,0,7,4,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,35,0,3,79,8,0,0,0,0,11,0,0
603011067,27,3,21,3,7,65,3,0,4,0,3,18,15,3,18,0,0,30,8,0,9,3,0,23,3,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,70,10,58,4,17,161,25,0,13,0,3,47,3,0,5,0,0,9,16,0,10,0,0,28,17,0,11,0,0,26,0,0,7,0,0,7,6,3,11,0,3,20,0,3,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,11,66,11,64,3,18,157,22,3,6,4,5,39,3,0
603011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
603021069,7,0,8,0,0,17,0,0,4,0,0,3,3,0,0,0,0,7,9,0,8,0,0,17,7,0,0,0,0,8,6,0,7,0,0,13,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,3,34,3,0,69,3,0,9,0,0,14,0,0,0,0,0,3,3,0,3,0,0,8,0,0,0,0,0,3,0,0,3,0,0,3,4,0,8,0,0,12,6,0,10,0,0,20,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,33,3,33,0,0,67,9,0,3,0,0,17,0,0
603021070,8,0,3,0,0,8,3,0,0,0,0,5,11,0,10,3,3,33,15,3,24,0,0,46,3,0,4,0,0,9,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,49,3,3,107,6,0,0,0,0,8,5,0,0,0,0,5,3,0,0,0,0,4,11,0,5,0,3,17,7,3,7,0,3,22,4,6,18,3,0,30,4,0,14,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,46,9,47,3,6,113,11,0,7,0,0,17,0,0
603021071,7,0,3,0,3,15,3,0,3,0,0,7,18,0,15,0,0,35,13,8,22,0,0,39,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,42,7,49,3,8,103,8,3,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,5,9,0,13,0,0,23,3,0,10,0,0,22,4,3,11,0,0,22,0,0,5,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,51,4,6,96,4,0,11,0,0,14,0,0
603021072,14,0,8,3,0,32,3,0,0,0,3,8,18,7,31,0,4,55,13,3,38,0,6,59,4,0,10,0,3,19,3,0,7,0,0,11,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,62,13,94,8,20,192,12,0,10,0,0,23,3,0,0,0,0,3,9,0,9,0,0,18,7,5,14,3,0,28,10,3,17,0,3,35,22,0,20,0,3,41,12,5,24,0,3,49,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,88,21,95,6,4,213,12,0,8,0,0,28,0,0
603031073,3,0,8,0,0,11,3,0,3,0,0,5,7,0,9,0,0,18,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,24,3,19,0,0,48,7,0,3,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,9,0,13,0,0,17,11,0,9,0,0,14,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,33,0,0,67,4,0,3,0,0,7,0,0
603031074,24,0,21,3,3,47,5,0,3,0,0,13,24,4,14,0,5,52,20,0,22,0,0,42,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,7,0,0,8,82,9,66,7,10,169,10,0,10,3,0,26,0,0,0,0,0,5,13,0,3,0,3,23,22,3,14,0,0,43,15,0,11,0,0,29,8,0,14,4,0,25,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,85,4,66,4,7,168,9,0,6,0,3,22,0,0
604011075,4,0,3,0,0,13,13,0,3,0,0,18,30,5,19,0,4,57,26,4,28,0,0,61,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,78,9,59,4,10,153,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,3,18,17,0,23,0,4,49,13,0,28,0,0,45,10,0,11,0,3,27,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,68,4,15,139,0,0,0,0,0,3,0,0
604011076,11,4,14,0,3,34,4,0,5,0,0,8,18,3,23,0,4,49,10,0,9,0,0,17,0,0,3,0,0,7,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,53,13,56,0,6,125,10,0,8,0,3,24,3,0,0,0,0,4,8,0,9,0,0,17,5,0,16,0,3,24,3,0,9,0,0,12,7,0,6,0,0,11,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,9,54,7,7,110,16,0,8,4,0,25,0,0
604011077,3,0,0,0,0,3,6,3,3,0,3,19,35,0,16,0,0,58,28,4,33,0,3,65,4,0,0,0,0,9,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,90,10,61,0,5,162,0,0,0,0,0,3,0,0,0,0,0,0,11,0,3,0,0,14,31,0,29,0,3,70,26,0,15,0,3,45,15,0,18,0,3,40,3,0,3,0,4,7,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,6,70,7,13,191,0,0,0,0,0,0,0,0
604011078,17,0,7,0,0,23,12,0,25,3,0,43,32,3,39,4,4,80,16,0,23,0,5,45,5,0,6,0,0,16,4,0,7,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,89,5,106,5,13,223,11,0,0,0,0,10,5,0,0,0,0,7,30,0,17,0,0,40,31,3,43,3,5,92,18,0,15,0,3,39,20,6,29,0,3,56,10,3,16,0,0,35,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,124,11,128,12,16,293,3,3,0,0,0,8,0,0
604011079,6,0,3,0,0,15,4,0,0,0,0,5,26,3,14,3,7,46,12,0,22,0,0,35,5,3,3,0,0,15,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,12,50,3,10,129,0,3,4,0,0,5,3,0,0,0,0,3,5,0,6,0,0,14,15,0,0,0,3,24,12,0,8,0,0,27,10,3,23,3,3,38,6,0,12,0,0,20,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,6,62,13,63,6,15,154,3,0,3,0,0,3,0,0
604011080,3,0,3,0,0,4,0,0,0,0,0,0,32,3,19,0,0,58,8,0,14,0,3,33,0,0,3,0,0,5,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,52,4,46,0,12,109,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,18,0,8,6,4,28,4,0,7,0,0,11,4,3,12,3,0,23,9,3,4,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,40,5,37,8,7,100,0,0,0,0,0,0,0,0
