SA2_MAINCODE_2016,C16_1PF_lf_ns_Fi_1000_1499,C16_1PF_lf_ns_Fi_1500_1999,C16_1PF_lf_ns_Fi_2000_2499,C16_1PF_lf_ns_Fi_2500_2999,C16_1PF_lf_ns_Fi_3000_3999,C16_1PF_LFns_4000mo,C16_1PF_LFns_Ns,C16_1PF_LF_NS_T,C16_1PF_TFI_N,C16_1PF_TFI_1_149,C16_1PF_TFI_150_299,C16_1PF_TFI_300_399,C16_1PF_TFI_400_499,C16_1PF_TFI_500_649,C16_1PF_T_Fi_650_799,C16_1PF_T_Fi_800_999,C16_1PF_T_Fi_1000_1499,C16_1PF_T_Fi_1500_1999,C16_1PF_T_Fi_2000_2499,C16_1PF_T_Fi_2500_2999,C16_1PF_T_Fi_3000_3999,C16_1PF_TFI_4000_mr,C16_One_par_f_TFI_Ns,C16_One_parent_f_T_T,C16_TFI_N,C16_TFI_1_149,C16_TFI_150_299,C16_TFI_300_399,C16_TFI_400_499,C16_TFI_500_649,C16_TFI_650_799,C16_TFI_800_999,C16_TFI_1000_1499,C16_TFI_1500_1999,C16_TFI_2000_2499,C16_TFI_2500_2999,C16_TFI_3000_3999,C16_TFI_4000_more,C16_TFI_Ns,C16_T_T
127021519,0,0,0,0,0,0,11,11,20,7,41,36,55,69,81,88,201,104,84,42,24,17,112,972,79,28,70,49,221,172,441,328,815,582,528,303,313,181,479,4602
127021520,0,0,0,0,0,0,0,0,13,5,27,22,38,55,53,53,99,89,45,17,21,8,51,608,61,28,49,37,121,125,297,202,466,404,320,204,209,127,288,2924
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
127031522,0,0,0,0,0,0,6,6,18,4,30,28,33,51,62,71,138,77,62,30,16,11,69,690,69,22,52,35,126,116,304,232,615,519,520,376,344,247,398,3962
127031523,0,0,0,0,0,0,7,5,11,4,13,26,33,49,66,69,144,99,64,43,37,18,73,752,66,32,23,47,121,120,302,273,734,622,689,521,609,437,478,5073
127031524,0,0,0,0,0,0,3,3,11,4,7,12,24,35,59,56,158,104,65,26,30,13,70,687,50,17,24,23,76,68,205,188,648,743,834,644,770,572,545,5415
127031598,3,0,0,0,0,0,20,22,41,15,53,57,106,181,168,168,293,132,63,41,30,11,156,1495,142,49,105,103,365,357,635,588,1222,828,608,322,260,110,653,6346
127031599,0,0,0,0,0,0,19,24,19,4,28,38,49,65,83,98,112,67,29,14,5,11,83,708,52,30,43,60,158,140,304,270,496,357,231,127,98,58,331,2741
127031600,0,0,0,0,0,0,5,6,18,0,11,20,25,38,59,56,112,85,56,20,29,10,48,570,64,18,31,31,83,106,223,206,616,637,660,489,541,319,440,4457
127031601,0,0,0,0,0,0,3,0,16,3,15,18,33,44,37,42,59,29,11,5,8,0,36,349,23,13,19,30,79,76,116,111,259,163,130,65,45,20,137,1301
128011529,0,0,0,0,0,0,0,3,10,3,10,11,23,30,44,48,111,88,67,37,23,17,62,577,45,21,18,20,66,70,198,199,522,503,577,502,714,888,491,4846
128011530,0,0,0,0,0,0,9,13,12,3,11,21,25,48,69,68,172,120,70,32,23,17,110,803,40,11,24,33,94,101,248,261,637,562,595,489,577,537,563,4789
128011531,0,0,0,0,0,0,3,3,12,4,17,14,28,31,45,45,118,88,59,27,21,17,75,599,61,18,32,24,106,90,246,214,615,482,509,355,503,619,487,4366
128011602,0,0,0,0,0,0,3,5,15,8,15,14,21,39,43,57,118,86,60,37,20,11,67,597,23,14,24,20,48,61,143,147,395,386,454,333,394,257,322,3022
128011603,0,0,0,0,0,0,0,0,6,7,7,5,14,19,14,24,81,47,40,17,25,20,47,376,28,14,16,13,54,46,139,139,377,277,323,288,491,721,396,3332
128011604,0,0,0,0,0,0,0,0,15,8,6,17,35,65,50,84,179,129,91,44,36,32,104,887,52,27,24,26,82,108,234,244,750,677,833,667,861,886,672,6146
128011605,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,9,7,7,0,4,5,7,12,64,11,0,9,0,16,0,27,21,72,64,73,66,112,289,107,882
128011606,0,0,0,0,0,0,0,3,6,3,4,9,11,9,10,20,37,36,24,14,10,7,40,241,7,9,6,6,36,24,64,64,196,175,215,219,304,486,253,2084
128021533,0,0,0,0,0,0,3,7,3,0,0,6,9,9,22,15,45,27,17,11,7,0,35,212,10,6,7,6,28,27,92,84,217,199,230,235,244,178,197,1766
128021534,0,0,0,0,0,0,0,0,3,0,3,3,4,9,14,18,42,42,30,22,21,16,49,285,34,11,14,10,41,38,101,102,314,279,337,290,482,586,348,2979
128021535,0,0,0,0,0,0,3,5,10,3,4,14,21,40,47,68,148,107,95,51,61,32,85,794,40,24,13,16,92,85,201,205,637,579,761,679,920,995,629,5881
128021536,0,0,0,0,0,0,3,3,15,13,19,11,18,41,37,53,108,69,75,37,36,15,78,627,49,28,31,23,101,98,222,217,583,528,697,615,918,1158,597,5862
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
128021538,0,0,0,0,0,0,3,3,15,4,13,22,34,50,78,93,176,148,104,47,32,22,107,944,32,18,21,26,107,95,268,277,750,706,792,634,748,515,530,5532
128021607,0,0,0,0,0,0,0,3,8,9,12,11,9,41,53,63,129,101,59,32,31,7,55,627,28,15,27,14,69,91,261,217,664,586,675,587,700,433,396,4757
128021608,0,0,0,0,0,0,0,0,0,0,3,3,5,4,11,12,56,34,26,11,13,10,24,231,10,8,7,12,32,34,92,75,264,220,294,233,310,286,209,2081
128021609,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,3,21,8,8,6,10,4,9,94,10,3,3,7,15,12,21,27,88,92,112,139,185,221,124,1044
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,0,0,0,0,0,0,3,6,0,5,5,25,59,53,54,110,45,28,14,7,9,56,476,27,7,14,7,61,90,200,183,502,446,458,317,285,187,286,3062
201011002,0,0,0,0,0,0,3,3,5,3,3,16,32,46,43,58,101,69,18,6,10,6,52,470,26,11,17,21,74,79,177,169,407,350,311,254,284,333,308,2822
201011003,0,0,0,0,0,0,8,11,13,0,24,44,78,130,129,119,185,104,41,17,13,7,117,1026,49,21,48,71,172,217,489,392,989,841,740,404,416,322,616,5772
201011004,0,0,0,0,0,0,13,17,15,9,37,72,119,209,244,179,233,104,48,11,19,0,152,1447,51,23,59,83,252,313,699,526,1151,769,611,304,265,94,596,5798
201011005,0,0,0,0,0,0,0,0,0,0,4,3,10,17,27,30,33,25,19,4,0,0,23,194,4,11,9,10,29,40,123,100,251,258,254,180,191,142,173,1774
201011006,0,0,0,0,0,0,3,3,5,3,12,6,28,42,44,46,72,31,14,7,4,0,42,363,10,11,23,10,60,64,192,136,346,308,242,138,95,39,174,1854
201011007,0,0,0,0,0,0,0,0,0,0,3,3,5,14,12,15,14,13,7,8,0,0,6,94,3,7,6,4,29,31,75,59,176,170,151,113,75,47,124,1069
201011008,0,0,0,0,0,0,11,13,8,3,27,47,97,98,102,97,142,53,20,4,7,7,96,795,23,15,35,52,185,160,431,314,735,460,399,180,103,72,379,3552
201021009,0,0,0,0,0,0,3,3,9,0,12,12,13,15,25,25,37,20,11,4,3,3,27,202,17,14,24,13,48,44,128,87,261,205,192,128,131,90,193,1567
201021010,0,0,0,0,0,0,6,3,0,0,12,16,25,45,40,40,51,22,9,0,4,3,35,304,19,11,21,20,80,89,219,190,403,242,209,113,81,65,223,2000
201021011,0,0,0,0,0,0,3,3,5,0,6,4,23,33,53,33,65,29,7,3,5,4,51,325,18,18,18,13,86,84,248,195,486,273,237,144,115,88,268,2306
201021012,0,0,0,0,0,0,0,0,3,0,8,9,8,17,26,19,37,17,6,3,3,0,25,177,15,10,12,13,51,47,112,98,252,182,204,119,121,71,191,1504
201031013,3,0,0,0,0,0,0,4,3,0,7,10,9,19,18,16,10,3,3,0,0,0,15,104,16,7,17,12,44,50,131,71,169,104,54,31,24,12,120,859
201031014,0,0,0,0,0,0,3,3,0,0,3,5,11,22,28,9,26,6,4,0,0,0,10,127,13,12,7,8,46,42,131,77,220,130,94,48,42,17,135,1035
201031015,0,0,0,0,0,0,0,0,5,5,10,4,18,22,20,21,27,10,6,0,3,0,19,159,17,7,11,11,60,53,132,96,232,180,151,64,56,17,136,1221
201031016,0,0,0,0,0,0,3,5,3,3,13,28,54,67,60,74,55,25,12,3,3,0,43,439,21,12,28,31,130,118,339,228,403,209,140,59,42,23,216,1995
201031017,0,0,0,0,0,0,4,4,4,7,11,10,16,34,29,23,36,13,9,6,0,0,29,231,20,11,24,17,86,86,218,137,285,140,104,58,28,17,181,1415
202011018,0,0,0,0,0,0,3,5,13,9,32,40,66,107,112,116,149,69,29,11,4,11,108,875,24,12,46,45,146,159,367,301,667,420,315,188,179,143,357,3370
202011019,0,0,0,0,0,0,8,7,15,3,30,29,55,113,112,111,116,47,22,12,3,3,86,755,28,14,34,31,133,155,359,307,604,395,274,136,86,31,319,2904
202011020,3,0,0,0,0,0,5,11,3,6,15,15,41,76,73,78,132,58,28,7,4,5,63,610,24,25,25,21,103,136,269,283,613,408,384,263,256,196,326,3343
202011021,0,0,0,0,0,0,3,3,4,3,13,20,24,53,54,59,89,46,19,3,7,4,49,457,12,8,26,23,53,93,168,149,413,299,243,205,167,115,200,2165
202011022,0,0,0,0,0,0,9,7,9,11,19,48,57,130,140,117,221,100,42,10,13,3,107,1025,28,19,31,53,169,188,575,457,1080,741,556,303,208,96,470,4973
202011023,0,0,0,0,0,0,0,0,0,0,3,5,9,12,14,17,24,5,12,3,0,0,15,127,5,4,7,5,25,29,65,63,222,204,246,153,133,61,141,1367
202011024,0,0,0,0,0,0,0,0,7,0,0,5,13,17,27,27,60,35,18,6,9,0,38,272,9,16,5,6,37,40,145,107,365,319,345,265,281,168,257,2371
202011025,0,0,0,0,0,0,0,0,5,8,13,23,27,76,94,79,111,60,27,6,3,3,60,582,18,10,15,27,95,105,257,216,601,506,480,240,180,71,327,3151
202021026,0,0,0,0,0,0,0,0,0,0,3,7,12,18,18,19,39,20,18,3,0,0,27,186,12,16,16,12,54,39,124,117,364,300,281,189,168,103,216,1996
202021027,0,0,0,0,0,0,0,6,0,7,21,29,40,68,61,49,80,38,17,3,4,0,57,487,12,19,26,27,90,109,269,193,486,345,265,143,119,75,288,2464
202021028,0,0,0,0,0,0,3,3,3,0,14,10,17,35,28,49,55,22,5,5,0,6,37,288,19,20,30,22,90,83,247,204,499,278,229,116,105,75,253,2273
202021029,0,0,0,0,0,0,0,0,4,7,3,14,10,32,20,20,26,12,3,0,0,0,25,178,16,14,13,20,69,57,172,99,236,111,103,63,62,26,152,1205
202021030,0,0,0,0,0,0,3,3,7,5,10,17,21,31,38,27,72,43,15,4,14,3,60,372,19,14,13,22,87,72,214,144,449,332,308,194,187,144,284,2486
202021031,0,0,0,0,0,0,0,0,0,3,8,6,9,13,26,23,55,31,16,8,9,6,34,238,10,7,9,12,30,32,99,95,277,223,222,191,213,209,209,1844
202031032,0,0,0,0,0,0,3,4,0,0,3,7,18,15,17,14,30,7,3,0,0,5,24,147,11,10,8,14,51,38,119,91,235,181,126,68,76,38,152,1196
202031033,0,0,0,0,0,0,0,3,5,0,5,11,17,31,32,27,42,15,3,0,0,5,36,231,31,24,15,19,94,77,242,160,338,209,133,71,46,32,243,1734
203011034,0,0,0,0,0,0,0,0,0,0,3,10,10,18,20,20,41,18,14,3,3,0,25,180,7,3,9,17,46,48,100,71,296,278,249,180,143,86,181,1718
203011035,0,0,0,0,0,0,3,3,0,0,9,9,18,20,17,28,37,26,12,3,3,0,28,214,13,10,19,9,40,54,141,123,358,258,247,172,121,84,243,1891
203011036,0,0,0,0,0,0,0,0,0,3,9,12,9,18,22,21,38,14,5,3,0,6,28,181,8,11,9,12,59,36,132,99,303,192,180,125,109,107,198,1575
203021037,0,0,0,0,0,0,0,3,11,5,11,20,44,67,75,69,125,86,31,7,11,8,86,656,39,24,23,28,99,123,333,251,588,481,510,250,235,133,361,3471
203021038,4,0,0,0,0,0,27,38,33,17,97,114,195,293,260,220,341,133,51,20,22,7,220,2035,79,39,133,136,409,443,832,608,1252,761,493,229,166,100,740,6418
203021039,0,0,0,0,0,0,3,4,5,7,19,18,32,60,46,51,102,59,28,10,12,3,58,508,23,20,32,30,87,94,187,131,481,363,412,276,280,231,326,2972
203021040,0,0,0,0,0,0,9,10,5,12,21,13,43,79,103,87,166,101,66,17,16,7,100,832,25,19,37,24,152,139,349,304,753,636,661,465,444,303,512,4828
203021041,0,0,0,0,0,0,3,7,10,8,19,21,38,103,102,111,202,102,45,16,15,6,105,906,41,24,45,32,135,186,459,412,1088,901,914,550,427,202,571,5983
203021042,0,0,0,0,0,0,0,3,3,8,10,13,30,42,54,62,144,76,51,22,17,12,55,602,42,28,32,25,124,107,310,297,804,694,768,595,666,604,582,5669
203021043,0,0,0,0,0,0,3,8,20,6,12,24,41,70,79,79,162,66,52,11,13,11,55,692,41,15,34,33,115,124,314,270,741,655,693,453,405,257,508,4660
203021044,0,0,0,0,0,0,3,3,3,9,18,14,39,66,56,70,116,57,33,10,4,0,46,547,21,25,29,20,116,110,269,265,641,526,514,298,233,97,353,3520
203021045,0,0,0,0,0,0,13,15,14,3,19,37,73,111,111,111,178,73,33,19,3,4,109,896,34,28,33,36,192,176,418,345,764,489,373,210,143,43,417,3708
203021046,0,0,0,0,0,0,3,4,3,0,9,7,12,27,23,32,78,36,25,6,15,8,36,330,18,3,13,6,45,51,116,113,307,266,312,234,320,430,309,2556
203021047,0,0,0,0,0,0,9,6,16,4,24,25,46,83,74,109,132,79,42,17,11,8,89,761,37,15,37,42,180,138,406,290,635,508,412,240,222,171,412,3745
203031048,0,0,0,0,0,0,4,3,5,3,8,23,36,64,78,70,114,63,31,8,3,3,59,579,51,22,20,34,133,125,397,296,695,521,423,241,193,157,403,3713
203031049,0,0,0,0,0,0,3,3,0,0,3,4,12,10,16,8,31,13,9,3,0,0,38,148,9,6,7,10,37,31,90,82,255,160,144,88,84,95,175,1255
203031050,0,0,0,0,0,0,0,0,10,5,11,15,50,87,78,91,164,97,47,19,20,4,97,798,46,33,34,32,125,156,347,337,959,920,873,617,589,459,684,6196
203031051,0,0,0,0,0,0,6,11,0,7,9,15,23,30,32,29,45,21,11,7,3,0,40,269,22,23,17,22,104,78,280,163,421,215,180,87,82,53,217,1973
203031052,0,0,0,0,0,0,0,0,4,0,4,7,3,12,9,19,21,10,15,0,0,0,15,112,12,9,8,7,24,25,80,92,200,131,116,92,97,67,133,1087
203031053,0,0,0,0,0,0,3,3,6,5,9,4,27,48,58,46,110,60,47,9,7,5,76,511,31,22,18,11,86,97,251,214,674,638,686,507,543,440,619,4848
204011054,0,0,0,0,0,0,7,6,0,0,0,14,12,18,15,18,36,8,4,4,0,0,32,166,15,7,14,21,59,62,208,118,327,225,163,97,65,40,207,1615
204011055,0,0,0,0,0,0,5,5,3,3,13,13,28,32,29,33,42,14,4,0,0,0,38,254,15,23,24,20,88,68,186,134,324,214,130,82,69,48,221,1644
204011056,0,0,0,0,0,0,7,6,13,8,16,25,47,81,63,76,113,79,32,15,9,0,83,647,38,16,29,33,104,129,291,254,625,511,467,281,237,156,432,3600
204011057,0,0,0,0,0,0,0,7,9,3,6,11,15,32,24,22,56,29,11,0,7,0,38,265,27,15,22,24,81,75,209,152,434,282,202,134,98,65,292,2125
204011058,0,0,0,0,0,0,0,0,0,0,3,4,13,15,20,21,27,16,4,4,0,0,12,139,12,6,3,11,47,38,107,74,190,146,112,80,42,42,145,1056
204011059,0,0,0,0,0,0,8,8,0,6,18,21,24,53,49,54,62,25,12,8,10,0,53,384,11,14,24,22,52,83,161,136,290,182,148,102,77,31,186,1517
204011060,0,0,0,0,0,0,0,0,0,0,3,3,8,10,17,11,20,11,7,4,0,4,17,114,16,8,11,10,38,29,68,67,194,171,143,109,76,48,140,1116
204011061,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,3,0,0,9,3,5,9,6,3,0,0,5,43
204011062,0,0,0,0,0,0,0,0,0,0,12,10,16,19,19,9,12,7,7,0,3,0,18,124,16,12,14,11,39,39,109,69,165,116,87,56,34,36,122,937
204021063,0,0,0,0,0,0,3,3,4,4,17,28,50,70,85,66,79,29,12,9,8,3,68,519,16,23,25,27,137,111,361,245,494,324,249,149,105,77,315,2659
204021064,0,0,0,0,0,0,0,0,0,0,3,7,13,3,9,9,13,5,3,0,0,0,13,90,8,10,9,12,51,24,123,92,185,135,92,58,44,29,124,990
204021065,0,0,0,0,0,0,0,0,3,3,4,11,14,18,20,16,33,16,8,0,0,0,23,168,12,6,6,17,34,22,108,75,186,148,131,74,60,36,117,1033
204021066,0,0,0,0,0,0,17,17,5,14,31,33,77,104,116,117,162,65,40,17,11,5,115,909,28,19,42,48,196,180,478,421,951,658,542,319,224,122,507,4730
204021067,0,0,0,0,0,0,0,0,5,0,7,7,15,28,25,30,50,21,6,5,0,3,25,225,31,19,12,16,79,75,231,206,516,346,303,182,161,112,346,2641
204031068,0,0,0,0,0,0,0,3,0,0,3,12,8,16,24,27,36,10,7,0,0,3,30,176,0,7,7,14,37,40,105,92,227,143,133,94,85,41,144,1159
204031069,0,0,0,0,0,0,0,0,3,4,7,6,18,32,31,38,48,22,10,4,3,0,27,258,15,26,16,20,73,77,203,182,424,263,201,119,96,59,250,2020
204031070,0,0,0,0,0,0,0,0,3,0,4,3,9,11,9,12,19,13,4,3,0,0,13,100,6,3,7,3,28,21,72,52,148,134,123,83,46,22,102,854
204031071,0,0,0,0,0,0,7,7,0,0,5,7,16,29,28,16,33,14,3,3,0,0,18,175,7,10,13,12,51,47,151,98,219,176,118,70,61,26,152,1217
204031072,0,0,0,0,0,0,3,3,3,0,9,6,15,22,13,22,29,12,11,0,0,3,19,161,15,7,14,12,70,59,161,128,322,214,140,104,81,44,188,1564
204031073,0,0,0,0,0,0,3,4,3,9,25,48,55,74,96,87,151,73,40,6,4,4,71,756,22,23,34,58,114,121,334,265,735,613,545,319,252,123,407,3963
204031074,0,0,0,0,0,0,4,14,17,5,27,51,94,155,128,134,247,95,53,14,10,3,133,1162,34,26,37,61,200,229,461,431,1134,882,832,508,387,196,691,6121
204031075,0,0,0,0,0,0,0,0,3,0,3,3,6,12,16,13,23,16,5,0,0,0,14,125,7,8,8,4,28,30,97,83,232,162,165,116,103,71,158,1262
205011076,0,0,0,0,0,0,3,9,12,7,28,26,42,80,82,75,154,65,24,6,4,7,81,688,46,26,37,36,154,151,426,323,849,657,473,276,217,124,437,4238
205011077,0,0,0,0,0,0,0,0,0,0,12,10,14,17,19,25,34,22,10,3,0,6,23,192,21,12,23,16,70,49,119,129,303,205,172,130,88,78,215,1624
205011078,0,0,0,0,0,0,0,0,4,4,13,6,20,36,39,36,55,27,9,3,0,0,37,290,23,19,25,15,75,69,202,139,344,282,243,145,128,101,243,2048
205011079,0,0,0,0,0,0,0,6,17,6,22,37,50,83,82,86,151,83,45,15,5,5,89,776,46,31,48,53,160,148,431,370,863,642,584,383,333,281,547,4920
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,0,0,0,0,0,0,8,10,6,6,19,36,55,83,104,85,103,58,22,11,3,6,85,685,26,23,35,43,155,134,415,353,765,498,355,182,136,91,463,3674
205021082,0,0,0,0,0,0,0,0,0,0,6,9,27,24,32,21,56,14,11,3,0,0,29,243,18,12,22,23,98,80,234,158,483,286,224,105,89,33,257,2120
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,0,0,0,0,0,0,7,8,8,6,17,22,26,49,49,44,60,25,6,0,0,3,54,365,32,26,37,39,129,123,352,234,553,289,210,109,66,59,325,2597
205021085,0,0,0,0,0,0,4,7,5,3,5,14,22,41,31,26,38,12,11,3,0,0,27,242,23,22,21,17,94,83,246,144,319,156,125,54,52,24,216,1594
205021086,0,0,0,0,0,0,0,0,0,0,4,8,16,30,20,21,52,18,4,3,0,0,20,189,11,14,14,19,87,69,284,168,396,182,137,82,57,55,190,1767
205031087,0,0,0,0,0,0,0,0,3,3,6,6,27,35,26,24,36,16,13,3,3,0,47,252,22,12,18,15,109,105,283,201,430,260,217,104,83,63,304,2225
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,10,0,0,0,0,0,0,11,29
205031089,0,0,0,0,0,0,0,3,0,4,13,21,37,51,34,51,57,22,9,8,0,3,40,355,22,18,27,36,124,99,225,224,449,348,249,158,114,67,277,2432
205031090,0,0,0,0,0,0,0,10,5,4,8,15,25,54,41,53,69,33,11,8,9,3,58,400,28,30,21,21,100,96,263,253,563,404,314,202,156,99,321,2874
205031091,0,0,0,0,0,0,3,3,3,5,8,18,39,61,64,56,82,29,14,0,0,3,72,456,33,12,25,26,117,113,332,243,569,331,243,123,110,65,337,2690
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205031093,0,0,0,0,0,0,17,15,11,12,29,54,82,129,133,105,157,66,19,4,6,4,125,951,47,41,61,78,290,271,729,514,1182,722,470,250,228,153,678,5723
205041094,0,0,0,0,0,0,3,3,8,3,9,23,40,75,55,49,79,39,20,10,3,6,50,480,30,20,22,29,122,132,267,202,495,398,328,243,232,169,363,3066
205041095,0,0,0,0,0,0,17,20,10,11,37,62,76,143,149,116,135,63,32,18,12,5,143,1000,37,27,56,70,208,206,536,344,727,481,368,219,210,180,526,4185
205041096,0,0,0,0,0,0,6,13,12,8,36,65,85,134,97,95,141,45,25,12,3,5,106,873,49,20,52,72,221,203,424,297,586,312,299,159,140,81,380,3298
205041097,0,0,0,0,0,0,8,13,6,8,36,58,92,188,147,128,202,133,53,27,14,11,127,1221,33,29,57,68,217,278,575,435,1032,896,897,575,556,388,739,6782
205041098,0,0,0,0,0,0,0,3,6,0,6,4,17,20,14,29,26,10,10,3,3,4,18,167,13,7,7,6,45,35,90,85,195,177,154,90,101,76,149,1239
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
205051100,0,0,0,0,0,0,0,3,0,0,8,0,4,13,12,9,34,3,3,0,3,0,16,110,9,13,10,7,47,39,127,97,172,112,93,54,71,64,153,1078
205051101,0,0,0,0,0,0,0,4,6,8,14,24,48,62,73,52,102,31,23,5,9,0,50,508,39,26,28,34,125,121,379,261,694,485,404,219,206,138,475,3631
205051102,0,0,0,0,0,0,3,3,0,0,4,7,12,11,9,10,18,10,0,3,3,0,19,116,15,3,7,5,45,31,86,63,198,148,125,77,66,67,143,1075
205051103,0,0,0,0,0,0,12,8,12,4,14,34,56,70,82,81,116,61,20,7,6,6,84,653,31,15,27,34,119,116,316,266,614,505,395,265,263,213,486,3657
205051104,0,0,0,0,0,0,0,0,0,4,7,14,10,35,27,24,32,9,3,0,0,0,24,184,10,20,16,18,64,66,153,126,291,160,113,70,47,54,172,1384
206011105,0,0,0,0,0,0,3,3,15,4,25,11,30,54,58,60,134,80,63,20,19,6,60,639,59,23,41,24,126,116,287,204,672,553,751,601,790,703,514,5466
206011106,0,0,0,0,0,0,0,3,4,3,11,8,9,12,28,45,57,41,30,12,8,4,32,306,29,12,12,12,58,47,123,117,280,274,338,293,342,308,229,2479
206011107,0,0,0,0,0,0,4,4,11,8,11,20,22,28,39,46,85,56,35,10,11,11,61,448,38,18,24,27,90,90,173,165,440,359,384,278,357,379,310,3120
206011108,0,0,0,0,0,0,4,11,19,10,16,22,32,61,70,88,203,100,80,26,32,9,108,879,83,45,53,40,191,157,421,302,823,709,816,645,769,631,675,6343
206011109,0,0,0,0,0,0,0,0,3,3,8,9,10,22,25,33,75,53,34,12,14,7,39,340,24,11,8,18,47,48,141,112,292,299,329,282,341,308,262,2539
206021110,0,0,0,0,0,0,4,3,0,4,5,8,12,18,24,32,48,42,20,14,18,12,30,272,21,8,9,10,45,46,103,85,219,211,237,231,299,447,195,2166
206021111,0,0,0,0,0,0,3,3,13,8,31,16,36,45,57,86,147,103,63,22,45,16,77,758,39,29,54,29,142,89,272,197,588,561,655,528,885,1082,596,5748
206021112,0,0,0,0,0,0,7,8,10,0,24,22,26,57,51,47,128,59,54,17,24,7,57,586,47,28,34,27,107,94,277,198,570,488,547,442,521,529,382,4288
206031113,0,0,0,0,0,0,12,13,13,8,46,42,33,34,37,42,88,60,37,12,18,13,73,565,35,30,61,49,98,75,168,144,331,337,407,325,486,676,362,3573
206031114,0,0,0,0,0,0,7,14,14,4,8,14,26,48,76,71,166,113,88,39,40,25,108,842,55,23,33,26,108,108,289,282,782,689,837,674,911,1232,750,6800
206031115,0,0,0,0,0,0,12,8,23,15,43,20,57,40,39,36,61,29,20,10,4,3,69,473,56,21,58,35,101,80,111,116,273,201,205,159,212,242,231,2101
206031116,0,0,0,0,0,0,0,0,5,3,6,6,12,28,30,31,76,63,36,22,18,13,41,401,28,18,15,19,68,63,146,125,343,331,432,348,473,684,395,3489
206041117,0,0,0,0,0,0,4,7,24,18,33,23,34,42,37,36,68,17,13,7,12,3,56,427,162,43,63,33,88,89,111,114,266,204,198,146,197,260,256,2222
206041118,0,0,0,0,0,0,0,0,23,3,10,9,4,16,12,16,39,22,18,10,14,15,17,210,102,10,25,13,22,38,55,81,248,300,349,212,352,414,204,2429
206041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,9,10,8,12,8,62,8,5,4,0,4,8,15,20,88,61,127,110,208,322,101,1077
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,12
206041121,0,0,0,0,0,0,3,3,4,3,15,20,17,23,22,33,44,29,30,12,12,8,34,305,24,15,21,27,46,48,85,96,212,242,321,302,399,452,207,2498
206041122,0,0,0,0,0,0,6,6,76,19,24,24,20,20,29,21,48,31,21,12,16,11,40,404,401,72,86,65,113,108,221,267,733,619,537,353,427,441,419,4864
206041123,0,0,0,0,0,0,3,11,21,14,42,32,35,43,44,40,87,44,40,4,18,5,53,516,90,28,64,55,104,102,159,144,420,341,451,309,455,505,368,3587
206041124,0,0,0,0,0,0,0,0,3,4,3,3,3,11,6,9,17,5,9,0,3,0,6,95,14,3,9,5,17,29,27,44,103,100,133,72,98,181,95,927
206041125,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,8,19,17,14,7,19,12,15,127,9,4,9,4,15,6,20,31,130,98,164,124,201,346,158,1317
206041126,0,0,0,0,0,0,0,0,31,7,6,10,13,17,19,20,45,41,29,11,20,17,31,312,125,39,21,23,44,52,96,106,375,398,526,351,538,626,329,3645
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,0,0,0,0,0,14,4,5,8,8,16,18,25,63,50,47,14,33,22,53,384,48,18,21,16,52,43,115,104,314,268,406,291,556,1129,487,3849
