SA2_MAINCODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
115021298,13,11,3,15,10,18,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,3,3,9,9,0,6,6,0,38,0,0,0,0,3,3,7,3,15,3,0,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,3,19,3,47,16,45,21,8,12,7,3,10,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,9,10,3,6,20,9,51,29,87,60,44,41,50,58,44,524,0,0,0,0,0,0,0,0,7,12,12,26,36,73,20,188,0,0,0,0,0,0,0,0,9,3,5,6,5,4,3,37,0,0,0,0,0,0,0,3,13,22,28,36,49,61,26,245,0,0,0,0,0,0,0,0,3,3,0,3,9,3,3,21
115031299,12,13,5,4,3,0,3,35,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,5,13,4,3,0,0,3,0,34,0,0,0,0,0,3,4,0,3,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,4,28,8,18,7,11,3,0,6,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,12,11,37,20,60,41,37,24,23,8,31,309,0,0,0,0,0,0,0,0,3,5,6,13,10,12,6,58,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,21,0,0,0,0,0,0,0,0,15,16,23,11,6,3,8,87,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,13
115031300,42,68,67,39,38,34,8,312,0,0,0,0,0,0,0,0,7,9,8,3,6,0,3,47,0,3,0,0,4,3,6,19,55,49,35,9,19,15,12,220,0,0,3,3,9,15,7,13,34,24,10,3,3,0,3,128,0,0,0,0,0,0,3,6,7,3,3,0,0,3,3,24,0,0,0,0,0,0,0,3,0,9,3,0,3,0,0,24,33,17,10,4,61,21,145,78,155,46,26,7,5,7,26,644,0,0,0,0,3,0,0,3,3,0,0,0,0,0,98,109,37,26,13,8,82,39,179,140,350,278,292,161,181,151,169,2106,0,0,3,0,0,3,0,6,20,52,124,128,211,208,101,860,0,0,0,0,0,0,3,6,15,12,9,11,18,3,16,93,0,0,0,0,0,3,3,13,95,187,208,213,181,134,85,1122,0,0,0,0,0,3,0,0,10,24,23,16,31,18,13,138
115041301,15,21,30,24,11,10,0,115,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,13,0,0,0,0,0,0,3,7,20,17,12,8,9,8,3,87,0,0,0,0,3,4,3,9,14,6,8,3,0,3,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,10,3,3,28,7,58,26,67,20,15,8,6,6,13,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,17,10,5,3,38,16,78,57,146,96,133,95,84,57,65,890,0,0,0,0,0,0,3,0,17,30,50,76,105,120,44,448,0,0,0,0,0,0,3,3,17,14,6,5,4,3,3,59,0,0,0,0,0,0,0,9,44,88,105,103,97,83,50,571,0,0,0,0,0,0,0,0,3,6,12,13,10,5,7,58
115041302,21,41,27,33,21,19,3,173,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,27,0,0,0,0,0,4,4,13,31,30,29,9,20,14,7,156,0,0,0,0,6,4,10,11,18,7,7,3,3,0,0,74,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,9,42,11,4,0,40,5,81,48,84,29,7,10,10,3,14,383,0,0,0,0,0,0,0,0,7,0,0,0,0,0,60,65,45,15,8,0,45,15,108,76,190,134,157,137,174,123,102,1336,0,0,0,0,0,0,0,0,24,35,103,173,362,491,67,1262,0,0,0,0,0,0,4,6,17,16,15,18,11,19,5,109,3,0,0,0,0,0,6,10,64,135,184,243,273,299,66,1273,0,0,0,0,0,0,0,0,12,10,19,18,34,40,3,145
116011303,57,52,39,19,8,5,3,194,0,0,0,0,0,0,0,0,5,3,5,0,0,3,0,24,0,0,0,0,5,5,18,43,94,44,25,5,3,0,8,253,0,0,3,3,10,9,14,12,16,5,3,0,0,0,3,75,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,51,3,3,6,39,17,116,25,52,11,4,0,0,0,11,345,0,0,0,0,3,0,3,0,3,0,0,0,0,0,69,84,52,3,10,15,55,30,159,90,284,209,232,122,74,27,107,1459,0,0,0,0,0,0,0,3,22,65,124,85,91,48,22,463,0,0,0,0,0,3,3,10,22,14,7,0,6,0,3,69,0,0,0,0,0,0,3,10,95,122,89,68,47,18,22,474,0,0,0,0,0,0,0,0,19,23,21,15,21,3,3,105
116011304,38,38,21,10,7,3,9,127,0,0,0,0,0,0,0,3,0,7,0,0,3,0,3,20,0,0,0,0,0,7,11,33,63,35,29,4,5,0,3,190,0,0,0,0,4,5,9,16,18,4,4,0,0,0,5,72,0,0,0,0,0,3,3,0,4,3,3,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,42,9,9,3,58,15,162,35,53,11,7,3,0,3,23,439,0,0,0,0,0,0,9,0,4,0,3,0,0,0,52,69,39,12,7,3,66,43,193,104,208,176,178,70,71,28,99,1296,0,0,0,0,0,0,0,0,21,59,136,113,137,94,30,598,0,0,0,0,0,4,7,6,24,20,15,5,4,0,3,93,0,0,0,0,0,0,3,7,69,115,122,62,46,35,23,487,0,0,0,0,0,0,0,0,15,16,13,13,13,4,3,89
116011306,37,41,30,11,11,3,3,151,0,0,0,0,0,0,0,0,4,4,3,5,0,0,3,23,0,0,0,0,0,3,14,26,68,46,18,3,6,3,7,197,0,0,6,0,6,15,16,11,13,8,5,0,0,0,0,79,0,0,0,0,0,0,5,0,5,3,0,0,0,0,3,22,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,13,61,9,15,8,60,26,146,30,54,10,4,3,3,4,28,461,0,0,0,0,0,0,3,0,0,0,0,0,0,0,70,77,61,15,15,4,71,50,183,80,231,172,163,119,97,37,123,1431,0,0,0,0,0,0,0,0,32,97,213,212,268,170,67,1054,0,0,0,0,0,0,0,7,34,17,18,6,5,3,9,104,0,0,0,0,0,0,0,12,68,140,144,106,81,41,18,622,0,0,0,0,0,0,0,0,13,15,20,14,23,13,7,114
116011307,52,51,53,34,22,11,0,237,0,0,0,0,0,0,0,0,8,9,3,3,4,0,0,30,0,0,0,0,0,7,14,35,75,42,37,13,12,8,5,242,0,3,7,0,11,19,10,19,29,13,3,0,0,0,0,115,0,3,0,0,0,0,0,3,3,5,3,0,0,0,5,25,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,46,17,6,5,70,29,191,76,114,37,12,6,3,4,21,640,0,0,0,0,3,0,3,0,0,0,0,0,0,0,70,79,51,25,14,11,77,59,225,143,345,253,269,157,159,83,117,1988,0,0,0,0,0,0,0,4,19,61,142,157,240,218,59,892,0,0,0,0,0,0,0,5,27,18,22,7,3,5,7,99,0,0,0,0,0,0,6,4,76,160,190,169,157,115,49,933,0,0,0,0,0,0,0,0,7,24,27,24,24,20,4,140
116011308,47,59,26,29,17,11,0,206,0,0,0,0,0,0,0,0,3,6,10,0,3,0,0,25,0,0,0,0,0,5,14,25,75,59,25,12,6,7,6,234,0,0,5,4,11,12,14,13,27,9,4,3,0,0,0,99,0,0,0,0,0,0,6,0,9,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,12,85,24,15,5,72,39,211,75,111,14,13,7,3,0,23,694,0,0,0,0,0,0,0,3,0,0,0,0,0,0,73,78,87,30,22,13,91,57,257,129,324,206,186,150,118,61,112,1828,0,0,0,0,0,0,0,0,33,100,206,168,219,155,53,942,0,0,0,0,3,0,3,7,28,19,17,17,14,5,13,120,0,0,0,0,0,0,0,10,89,142,167,122,130,64,40,765,0,0,0,0,0,0,0,0,10,18,28,22,27,7,10,121
116011560,23,20,12,10,5,0,3,77,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,13,0,0,0,0,0,5,8,23,32,17,7,6,7,0,3,105,0,0,0,3,5,6,9,10,11,3,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,10,3,3,54,10,92,31,49,14,4,3,0,0,12,316,0,0,0,0,0,0,0,0,4,0,0,0,0,0,38,45,36,9,3,7,62,28,114,71,142,92,77,69,46,18,61,816,0,0,0,0,0,0,0,0,13,71,82,86,92,60,19,432,0,0,0,0,0,0,0,3,20,6,13,8,5,3,0,65,0,0,0,0,0,0,4,11,65,58,81,47,49,17,16,340,0,0,0,0,0,0,0,0,4,12,15,12,14,9,8,68
116011561,29,23,31,12,4,3,0,115,0,0,0,0,0,0,0,0,4,7,9,3,3,0,3,23,0,0,0,0,0,0,10,19,45,28,11,4,8,4,4,139,0,3,3,4,5,7,10,16,11,7,0,0,0,0,4,73,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,9,7,7,49,14,146,28,63,5,9,4,3,0,17,396,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,39,12,13,11,60,25,166,72,199,125,138,83,67,28,96,1137,0,0,0,0,0,0,0,4,22,72,138,109,124,76,40,592,0,0,0,0,0,0,3,4,21,15,6,9,6,3,3,72,0,0,0,0,0,0,0,5,56,105,111,56,39,25,21,428,0,0,0,0,0,0,0,0,6,14,20,19,17,3,4,89
116021309,20,19,21,23,17,4,0,106,0,0,0,0,0,0,0,0,0,5,3,7,10,5,0,25,0,0,0,0,0,3,6,9,28,23,21,9,5,3,3,117,0,0,0,3,3,0,4,5,9,4,0,0,0,0,0,39,0,0,3,0,0,0,3,0,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,7,58,9,9,8,30,12,61,22,52,9,7,0,3,0,6,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,56,9,12,14,33,19,81,42,130,91,113,93,107,62,55,915,0,0,0,0,0,0,0,6,18,50,113,154,312,280,50,975,0,0,0,0,0,0,0,0,11,21,13,4,7,12,6,75,0,0,0,0,0,3,3,3,51,94,134,166,144,136,42,769,0,0,0,0,0,0,0,3,9,12,11,19,29,17,4,101
116021310,26,47,48,46,32,26,0,237,0,0,0,0,0,0,0,0,3,3,11,11,5,3,0,32,0,0,0,0,0,4,16,16,54,37,41,17,29,18,3,229,0,0,3,3,5,4,11,16,28,3,6,0,4,3,3,90,0,0,0,0,0,0,3,0,4,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,15,97,11,7,7,44,13,116,27,72,9,11,5,3,0,11,436,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91,95,103,11,7,9,53,26,155,76,213,154,252,205,283,172,123,1852,0,0,0,0,0,0,0,3,30,82,244,311,612,578,93,1951,0,0,0,0,0,3,3,10,23,26,17,15,20,16,6,133,0,0,0,0,0,4,6,9,97,180,291,319,338,276,58,1589,0,0,0,0,0,0,0,0,12,23,37,61,64,56,15,267
116021312,35,37,31,15,14,12,3,154,0,0,0,0,0,0,0,0,7,7,3,3,3,5,0,27,0,0,0,0,0,0,7,15,48,27,19,8,8,0,0,136,0,0,3,0,3,3,15,3,18,3,7,0,6,0,0,64,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,38,9,3,3,44,11,106,35,66,15,4,0,3,3,16,344,0,0,0,0,0,0,3,0,0,0,0,0,0,0,55,58,40,9,9,3,47,23,141,69,202,147,194,156,147,76,84,1350,0,0,0,0,0,0,0,0,19,37,121,153,200,167,42,736,0,0,0,0,0,0,4,3,15,9,12,0,16,4,7,65,0,0,0,0,0,0,7,6,76,107,116,108,107,80,30,632,0,0,0,0,0,0,0,0,4,14,24,18,30,14,9,118
116021562,0,6,6,11,6,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,10,3,6,6,3,0,0,26,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,8,5,18,3,14,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,5,3,0,6,6,27,15,27,22,40,31,24,16,13,242,0,0,0,0,0,0,0,0,8,14,39,41,72,53,20,247,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,19,0,0,0,0,0,0,0,4,16,27,27,19,36,31,9,172,0,0,0,0,0,0,0,0,0,3,3,12,6,3,0,27
116021563,28,49,52,32,19,10,0,199,0,0,0,0,0,0,0,0,3,7,4,4,11,0,0,36,3,0,0,0,3,0,15,15,54,37,38,9,12,9,0,201,0,0,3,4,4,10,12,14,15,6,4,0,3,0,0,76,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,14,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,12,51,10,5,0,30,22,80,30,55,21,8,0,0,0,20,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,55,13,15,9,40,36,119,73,196,188,257,162,156,78,91,1470,3,0,0,0,0,0,0,0,21,82,169,192,333,195,83,1080,0,0,0,0,0,0,0,4,24,14,10,9,19,14,11,103,0,0,0,0,0,0,3,7,88,194,217,203,173,99,58,1029,0,0,0,0,0,0,0,3,8,18,35,29,36,12,8,137
116031313,28,38,27,5,0,0,3,107,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,12,0,0,0,0,3,6,14,21,57,22,6,0,0,0,3,131,0,0,0,0,3,3,9,11,8,5,0,0,0,0,5,46,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,11,0,82,19,164,34,62,10,7,0,0,4,33,451,0,0,0,0,4,0,3,0,0,0,0,0,0,0,51,59,16,9,11,4,88,33,198,80,197,112,102,35,21,10,99,1017,0,0,0,0,0,0,0,0,18,47,89,47,57,22,24,297,0,0,0,0,0,0,0,0,15,8,13,3,0,3,3,46,0,0,0,0,0,0,3,3,51,60,57,26,21,7,22,244,0,0,0,0,0,0,0,0,11,16,14,4,3,0,6,58
116031314,15,19,12,7,0,0,0,54,0,0,0,0,0,0,0,0,4,0,3,3,0,0,4,14,0,0,0,0,3,0,10,7,21,16,3,4,0,0,6,70,0,0,3,0,3,4,0,8,11,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,4,0,0,20,4,32,5,13,0,3,0,0,0,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,21,4,10,0,26,15,40,25,74,68,72,47,31,7,29,456,0,0,0,0,0,0,0,0,13,32,114,65,85,34,23,364,0,0,0,0,0,0,0,0,3,15,10,4,3,0,0,44,0,0,0,0,0,0,0,3,44,69,78,51,22,18,17,307,0,0,0,0,0,0,0,0,5,16,14,7,5,4,0,54
116031315,31,38,21,5,10,0,0,114,0,0,0,0,0,0,0,0,7,10,3,3,3,0,0,26,3,0,0,0,0,6,16,38,55,35,11,3,3,0,3,175,0,0,3,4,9,10,12,8,20,3,4,0,0,0,3,64,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,11,24,11,7,3,35,10,96,19,37,7,3,0,0,0,6,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,24,10,12,7,46,24,128,75,173,161,141,67,61,26,64,1022,0,0,0,0,0,0,0,0,39,110,238,195,207,135,73,996,0,0,0,0,0,0,3,3,13,15,15,9,6,0,12,72,0,0,0,0,0,3,0,12,76,142,142,100,92,57,40,657,0,0,0,0,0,0,0,0,12,18,28,21,11,15,12,120
116031316,34,22,20,15,7,5,0,106,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,19,0,0,0,0,3,6,17,30,45,21,22,7,3,0,4,156,0,0,0,0,0,3,10,10,11,4,3,0,3,0,5,53,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,12,27,10,6,4,71,18,180,45,59,13,5,0,0,3,38,480,0,0,0,0,3,0,3,0,3,0,0,0,0,0,65,76,27,9,6,11,83,31,214,93,195,121,180,84,59,33,118,1271,0,0,0,0,0,0,3,0,27,73,122,111,95,42,34,511,3,0,0,0,0,0,0,6,12,13,9,9,6,0,10,63,0,0,0,0,0,0,3,3,51,102,97,66,38,16,13,382,0,0,0,0,0,0,0,3,11,13,15,14,14,0,3,68
116031317,40,46,18,17,4,3,3,129,0,0,0,0,0,0,0,0,3,0,10,0,3,0,0,15,0,0,0,0,0,12,10,35,70,34,11,6,3,0,8,200,0,0,3,0,7,12,17,17,9,6,8,3,0,0,0,89,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,37,12,5,5,72,27,161,39,62,9,3,0,3,3,25,471,0,0,0,0,0,0,0,0,0,4,0,0,0,0,57,63,36,9,15,10,88,57,198,108,247,155,125,57,37,14,100,1244,0,0,0,0,0,0,0,0,25,81,117,98,72,39,33,460,0,0,0,0,0,0,6,14,29,22,12,8,3,0,3,92,0,0,0,0,0,0,7,6,86,90,71,59,32,13,17,384,0,0,0,0,0,0,0,0,8,11,20,9,8,6,3,73
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,34,48,38,19,10,3,0,150,0,0,0,0,0,0,0,0,3,3,5,3,3,5,0,28,0,0,0,0,0,3,14,30,51,41,23,4,3,3,6,180,0,0,4,0,8,15,13,14,16,8,3,3,0,0,0,78,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,12,56,15,6,10,41,27,139,36,61,14,8,3,0,0,13,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,61,15,6,8,45,42,171,92,212,183,188,104,64,30,90,1329,0,0,0,0,0,0,0,3,20,84,181,216,219,116,64,900,0,0,0,0,0,0,3,3,26,12,17,11,10,7,9,103,0,0,0,0,0,0,5,4,66,152,126,105,80,38,40,616,0,0,0,0,0,0,0,0,10,20,29,24,15,7,12,118
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,13,24,32,11,12,12,0,103,0,0,0,0,0,0,0,0,3,3,8,3,0,3,0,27,0,0,0,0,0,0,4,7,21,24,9,5,8,5,4,84,0,0,0,0,4,0,3,6,11,4,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,3,0,18,13,62,20,41,14,6,0,0,0,7,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,56,19,3,3,0,28,14,66,41,102,97,140,76,100,75,71,845,0,0,0,0,0,0,0,3,8,27,50,80,119,135,25,443,0,0,0,0,0,0,0,0,10,4,11,14,8,11,5,55,0,0,0,0,0,0,5,3,30,55,84,75,99,88,35,478,0,0,0,0,0,0,0,0,0,11,7,15,14,15,4,68
