SA2_MAINCODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
502011024,0,0,0,3,0,3,3,0,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,0,8,4,3,9,21,5,7,3,0,0,0,0,4,52,7,7,13,31,12,8,3,0,0,0,0,0,70,0,0,0,15,9,9,0,0,0,0,0,0,39,4,0,23,59,26,28,0,3,0,0,0,3,149,3,0,8,41,14,18,4,3,0,0,0,0,91,3,0,7,39,22,22,3,3,0,0,0,0,104,3,0,11,49,27,37,16,0,0,0,0,0,148,0,0,6,26,20,34,9,0,0,0,0,0,97,0,0,0,30,22,34,16,3,0,0,0,4,108,0,0,0,8,16,24,6,0,6,0,0,0,58,0,0,3,8,4,20,12,9,3,0,0,0,58,0,0,0,0,3,10,6,5,3,0,0,0,33,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,3,19,18
502011025,0,0,7,3,0,0,0,0,0,0,0,0,10,7,10,13,3,0,0,0,0,0,0,0,4,37,83,15,85,48,3,0,0,0,0,0,4,10,242,54,26,102,79,10,3,3,0,0,0,4,7,281,5,6,37,30,3,0,0,0,0,0,0,0,84,8,14,64,109,18,7,3,0,0,0,0,7,230,6,0,27,50,11,5,0,3,0,0,0,0,107,3,0,24,42,13,3,0,0,0,0,0,0,84,3,3,26,72,18,17,0,0,0,0,0,0,147,3,0,13,26,13,4,0,0,0,0,0,0,61,3,0,4,25,15,9,4,0,0,0,0,0,59,0,0,0,12,4,3,6,0,0,0,0,0,27,0,0,0,4,4,3,3,3,0,0,0,3,22,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,55,4
502011026,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,11,7,0,0,3,0,0,0,0,0,29,3,3,15,8,3,0,0,0,0,0,0,0,31,3,0,4,0,0,0,0,0,0,0,0,0,12,3,3,12,16,3,0,0,0,0,0,0,7,42,0,0,4,7,0,6,0,0,0,0,0,0,17,0,0,3,3,3,3,0,0,0,0,0,0,19,3,0,11,11,4,10,3,0,0,0,0,0,44,3,0,4,9,4,7,0,0,0,0,0,0,27,3,0,3,6,0,6,0,0,0,0,0,0,22,0,0,0,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,3
502011027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,9,3,0,0,0,0,0,0,0,0,16,3,3,7,5,4,5,0,0,0,0,0,3,30,3,0,4,12,3,0,0,0,0,0,0,0,21,3,0,0,14,6,14,0,0,0,0,0,0,45,0,0,8,3,5,13,0,0,0,0,0,0,32,4,0,0,16,12,9,0,0,0,0,0,0,37,4,0,7,21,11,11,3,0,0,0,0,3,61,0,0,4,3,5,14,7,0,0,0,0,0,39,0,0,0,10,12,20,10,3,0,0,0,0,62,0,0,0,3,9,5,4,0,0,0,0,0,27,0,0,0,4,4,11,3,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,5,13,7
502011028,0,0,3,3,0,3,0,0,0,0,0,0,11,3,0,4,6,0,0,0,0,0,0,0,0,13,29,11,27,22,0,3,0,0,0,0,3,3,97,27,19,46,42,3,3,0,0,0,0,4,5,147,6,13,17,26,0,3,0,0,0,0,0,3,72,4,9,40,59,12,11,0,0,0,0,0,3,143,3,3,18,23,5,0,0,0,0,0,0,0,63,4,0,8,30,11,3,0,0,0,0,0,0,59,3,3,15,34,12,7,6,0,0,0,0,4,84,3,0,11,8,6,10,3,0,0,0,0,0,45,0,0,3,17,11,7,4,0,0,0,0,0,39,0,0,0,8,3,0,0,0,0,0,0,0,11,0,0,0,5,0,6,0,4,0,0,0,3,19,0,0,0,0,3,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,15,19,5
502011029,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,10,12,10,15,4,0,0,0,0,0,0,0,0,38,16,14,27,11,0,0,0,0,0,0,0,4,72,6,3,9,0,0,0,0,0,0,0,0,0,27,5,5,25,14,3,0,0,0,0,0,3,3,61,3,0,10,9,0,0,0,0,0,0,0,0,33,7,0,11,3,3,0,0,0,0,0,0,0,24,8,7,12,12,3,0,0,0,0,0,0,0,45,3,0,11,11,0,0,0,0,0,0,0,3,23,3,0,5,14,4,3,0,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,6,4
503011030,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,3,0,3,6,4,0,0,0,0,24,3,0,0,3,0,0,6,8,4,0,0,0,20,6,0,0,0,5,0,3,9,0,3,0,0,29,0,0,0,0,0,0,0,0,6,0,0,0,14,3,0,0,0,0,3,6,11,15,5,14,0,56,0,0,0,0,0,0,3,5,3,3,3,0,27,3,0,0,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0
503011031,3,0,3,6,8,0,4,0,0,0,0,3,38,0,0,0,4,3,0,0,0,0,0,0,0,15,25,7,13,16,3,4,4,3,0,0,0,4,73,19,13,23,15,7,15,3,0,0,0,0,3,95,4,0,0,0,8,3,0,0,0,0,0,0,13,9,4,12,25,12,5,3,0,0,0,0,0,83,0,3,5,17,8,7,11,0,0,0,0,3,62,6,3,6,16,21,14,5,3,0,0,0,0,78,5,4,3,25,4,17,19,4,3,0,0,0,82,5,3,0,5,3,13,12,4,0,0,0,3,45,3,0,3,8,5,10,11,3,3,0,3,0,55,3,0,0,4,3,3,13,8,3,3,0,0,36,3,0,0,0,0,7,16,12,10,5,9,0,72,0,0,0,0,0,0,11,5,3,0,11,0,33,0,0,0,0,0,0,3,0,3,3,9,0,19,0,0,8,12,3
503011032,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,0,23,3,0,6,9,3,7,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,3,4,0,6,6,0,0,0,0,24,6,0,5,15,0,4,4,0,0,0,0,0,36,6,0,6,10,6,4,9,5,0,0,0,0,53,6,0,5,10,7,8,21,7,3,0,0,0,71,0,0,0,7,8,4,17,8,0,0,0,0,45,0,0,3,12,9,5,18,7,9,3,4,0,66,4,0,0,0,5,11,16,11,8,3,3,0,57,4,0,0,0,0,14,17,33,18,6,27,0,121,0,0,0,0,0,3,7,18,7,4,14,0,55,0,0,0,0,0,0,7,9,3,10,6,0,30,0,0,3,3,10
503011033,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,7,3,3,0,0,0,0,20,6,0,4,5,3,3,3,5,0,0,0,0,27,0,0,0,0,4,0,0,3,0,0,0,3,13,0,0,0,5,3,3,14,3,0,0,0,0,35,0,0,0,4,3,4,3,0,0,0,0,0,17,0,0,0,3,6,8,11,8,0,0,0,0,43,0,0,0,0,0,3,7,3,0,0,0,0,21,0,0,0,0,0,8,8,15,11,3,3,0,53,3,0,0,0,0,0,4,15,3,4,3,0,30,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,3,6
503011034,3,0,6,5,0,0,0,0,3,0,0,3,25,10,0,4,5,0,0,0,0,0,0,0,3,23,53,16,60,17,0,0,0,0,0,0,3,0,154,32,9,78,28,6,3,3,0,0,0,3,9,175,0,8,6,8,0,0,0,0,0,0,0,0,23,15,3,54,46,7,7,7,3,0,0,0,5,151,7,3,35,34,10,10,0,3,0,0,0,7,103,3,0,25,27,7,9,7,0,0,0,0,0,89,5,0,24,27,15,25,11,7,3,0,0,0,116,0,0,3,10,14,25,7,9,3,0,0,0,70,4,0,10,11,10,16,22,5,3,0,3,0,83,3,0,3,6,3,11,5,6,3,0,3,0,45,3,0,0,3,4,8,9,13,3,4,21,0,77,0,0,0,0,3,7,8,6,9,4,12,0,40,0,0,0,0,0,0,3,3,3,4,10,0,21,11,0,7,14,11
503011035,3,8,18,22,10,15,12,10,3,0,0,3,108,4,0,9,14,7,5,11,0,3,0,0,0,59,13,6,25,17,15,11,9,3,0,0,0,0,97,21,12,52,34,3,11,10,6,0,0,0,13,161,3,3,5,4,8,5,3,0,0,0,0,0,26,11,3,35,34,19,26,13,5,0,0,0,3,155,12,4,13,33,17,18,14,6,0,0,0,3,126,6,5,27,24,14,28,12,8,3,3,0,4,137,10,3,20,31,19,39,29,11,0,0,0,7,168,10,0,0,18,7,24,26,14,0,3,0,0,104,3,0,10,8,14,35,25,17,8,3,7,0,139,5,0,0,8,8,6,16,13,3,0,0,0,66,17,0,3,6,6,15,24,27,5,14,38,4,151,6,0,0,0,3,3,17,20,11,5,16,0,81,3,0,0,0,0,3,5,3,10,9,12,0,37,4,0,4,21,7
503011036,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,3,0,4,0,0,0,0,0,3,18,41,3,0,0,0,3,0,0,4,0,3,0,48,23,15,3,6,3,3,4,3,0,0,0,0,62,0,3,3,0,0,3,0,0,0,0,0,0,12,7,3,9,0,3,5,0,0,0,0,0,0,28,9,0,3,8,0,3,6,3,0,0,0,0,33,6,0,0,3,0,5,3,0,0,0,0,0,24,3,0,17,13,0,4,9,4,3,0,0,0,52,8,0,14,15,7,4,6,0,0,0,0,0,51,3,0,15,14,3,14,13,4,0,0,3,0,68,0,0,4,9,3,7,3,5,6,0,3,0,39,3,0,0,3,0,4,10,7,6,3,13,0,56,3,0,3,3,0,4,7,6,3,6,4,5,40,0,0,0,0,0,3,0,0,3,3,6,0,20,4,0,20,19,3
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,3,0,0,3,3,8,3,0,0,0,0,0,18,4,0,4,3,0,3,0,0,0,0,0,0,18,25,6,8,10,3,0,0,0,0,0,0,3,62,15,6,20,12,9,7,3,0,0,0,0,4,69,0,3,8,4,0,3,0,0,0,0,0,0,19,10,5,20,16,18,14,10,3,0,0,0,0,93,9,0,8,26,17,32,9,5,0,0,0,0,103,6,3,8,18,20,22,8,3,0,0,0,3,87,11,0,13,42,33,34,15,3,0,0,0,0,141,10,0,7,14,28,27,15,6,0,0,0,3,102,9,0,3,22,27,43,20,4,0,0,0,3,128,0,0,9,6,9,30,19,8,3,0,0,3,91,0,0,3,8,5,22,24,10,3,0,0,0,72,3,0,0,3,5,7,6,3,0,0,0,0,36,0,0,0,0,0,3,3,0,3,0,0,0,9,0,0,3,9,21
503021039,0,0,15,12,3,3,3,0,0,0,0,3,39,12,3,5,5,0,3,4,0,0,0,3,0,37,59,13,46,28,9,9,7,0,0,0,3,5,179,27,17,98,48,13,4,3,0,0,0,0,7,215,3,3,16,15,3,4,3,0,0,0,0,0,47,14,9,88,75,30,23,13,5,3,0,0,7,259,6,4,63,82,41,17,5,0,0,0,0,3,228,4,0,50,83,28,24,11,12,3,0,0,0,222,3,7,35,81,41,51,25,3,0,0,0,4,255,3,0,15,36,29,26,23,3,0,0,0,3,144,6,0,14,39,32,38,29,3,3,0,0,0,164,7,0,5,15,17,16,20,8,0,0,0,0,92,3,0,8,11,11,19,20,12,3,0,0,3,88,3,0,0,7,3,9,6,16,3,0,0,0,43,0,0,0,0,0,3,3,6,3,3,0,0,14,4,0,14,25,23
503021040,0,0,4,0,0,3,0,6,0,0,0,0,16,10,3,3,0,0,0,0,0,0,0,0,0,19,35,10,14,8,3,5,0,0,0,0,0,6,76,18,4,21,14,4,6,8,0,0,0,3,3,81,3,3,0,3,0,0,0,0,0,0,0,0,15,8,7,19,24,9,12,9,3,0,0,0,3,93,8,0,4,16,11,13,3,0,0,0,0,3,64,0,0,8,25,19,18,6,0,0,0,0,0,76,7,0,11,22,15,31,20,5,0,0,0,0,112,0,0,5,20,15,27,13,3,0,0,0,0,80,4,0,0,14,10,30,17,4,0,0,0,0,88,0,0,0,7,3,12,18,6,0,3,0,0,60,0,0,0,7,3,12,18,15,7,0,0,0,52,0,0,0,0,0,0,8,5,0,0,0,0,17,0,0,0,0,0,0,3,4,0,0,0,0,7,3,0,6,16,11
503021041,6,4,23,27,22,26,33,23,5,0,5,10,186,22,7,24,8,4,11,14,9,0,0,3,4,111,164,45,67,27,12,16,12,9,3,0,4,20,371,80,36,108,51,11,11,23,8,3,0,4,11,357,3,17,36,10,4,9,10,7,0,0,0,6,108,36,27,87,87,25,44,38,13,3,4,3,16,377,10,6,70,74,31,32,42,12,5,0,0,3,292,12,4,49,63,30,58,41,19,5,0,4,6,286,14,4,51,93,70,102,76,29,0,0,7,7,461,3,0,15,37,36,79,70,37,12,8,6,10,308,4,4,13,36,48,77,92,64,10,8,7,10,376,4,0,3,10,16,47,80,35,11,5,3,3,212,7,0,3,19,12,43,105,87,46,24,27,18,389,8,0,0,3,3,23,30,38,14,3,9,5,142,0,0,0,0,3,5,6,10,10,3,11,0,45,9,3,12,31,30
503021042,6,0,19,5,3,5,9,7,0,0,0,3,54,12,6,8,3,0,0,3,0,0,0,0,0,38,108,15,44,13,3,12,0,6,0,0,3,13,223,63,21,81,23,11,15,7,3,0,0,0,3,228,4,3,14,6,3,3,0,3,0,0,0,0,33,14,17,65,51,29,22,13,6,7,0,0,0,211,14,3,38,32,12,22,8,8,0,0,3,3,139,9,4,25,38,17,26,21,11,4,3,0,0,162,13,3,37,53,34,40,38,19,6,3,0,3,246,7,0,17,26,15,29,34,11,9,3,0,0,138,6,3,12,17,20,40,47,28,9,4,3,5,198,0,0,6,9,15,21,40,28,4,0,0,0,132,13,0,5,16,8,36,55,61,27,14,14,6,245,5,0,0,0,3,8,30,34,10,9,10,3,110,0,0,0,0,0,3,4,13,10,4,10,0,43,6,0,15,18,23
503021043,5,4,29,19,3,3,0,0,0,0,0,5,73,0,3,17,13,0,3,0,0,0,0,0,4,46,70,16,86,28,6,3,3,0,0,0,3,6,225,31,26,143,48,7,13,4,0,0,0,0,10,277,3,5,19,16,5,3,3,3,0,0,0,0,55,11,16,146,90,31,15,6,0,0,0,0,4,328,3,7,84,102,17,18,10,3,0,0,0,7,254,3,9,67,71,35,16,8,4,0,0,0,3,211,9,0,64,92,32,49,26,9,3,0,0,3,281,3,4,24,40,21,23,23,12,3,0,0,5,150,4,0,18,40,26,44,27,8,3,0,0,0,175,3,0,4,12,9,17,19,3,3,0,0,0,81,0,0,6,11,9,15,27,20,26,4,3,0,127,0,0,0,7,0,9,21,9,11,3,0,0,57,0,0,0,0,0,0,3,5,0,3,0,0,18,4,0,27,29,16
504011044,5,0,3,3,0,0,0,0,0,0,0,0,18,5,4,0,0,3,0,0,0,0,0,0,0,15,72,17,21,16,5,0,0,0,0,0,7,3,151,55,16,37,55,9,0,0,0,0,0,0,5,187,4,12,22,17,0,0,0,0,0,0,3,0,59,18,28,45,75,18,9,3,0,0,0,0,4,191,13,6,26,64,8,13,0,0,0,0,0,3,124,8,0,28,53,19,9,0,0,0,0,0,0,121,12,3,29,90,24,22,3,0,0,0,0,3,190,3,0,8,30,12,10,3,0,0,0,0,0,72,3,4,16,42,10,13,6,0,0,0,0,0,102,0,0,3,7,12,7,0,0,0,0,0,0,35,4,0,0,6,3,4,3,0,0,0,0,0,24,0,0,0,7,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,16,10,12,47,15
504011045,0,0,0,7,3,0,3,0,0,0,0,8,29,16,0,7,7,0,0,0,0,0,0,0,6,42,110,21,46,30,10,3,0,0,0,0,3,12,234,87,29,50,59,14,5,3,0,0,0,3,4,244,4,10,21,19,0,0,0,0,0,0,0,0,68,22,10,81,114,35,27,4,0,0,0,0,4,297,9,4,52,90,30,18,5,0,0,0,0,3,216,6,4,28,79,21,32,6,0,0,0,0,9,194,17,3,37,100,46,38,15,0,0,0,3,6,277,3,3,20,39,31,41,12,0,0,0,0,0,152,5,3,4,38,36,43,18,3,0,0,0,3,155,3,0,8,16,15,21,14,0,0,0,0,0,77,7,0,0,15,7,13,12,3,0,0,0,3,52,0,0,0,0,3,11,3,0,0,0,0,0,19,0,0,0,0,0,4,3,0,0,0,0,0,5,8,10,23,54,23
504011046,3,10,12,20,7,4,0,0,0,0,0,0,52,6,7,15,3,0,3,0,0,0,0,0,0,45,99,75,97,25,5,3,0,0,0,0,3,11,312,57,75,137,65,11,3,0,0,0,0,3,8,367,3,13,21,19,0,0,3,0,0,0,0,0,66,21,62,164,104,24,14,0,0,0,0,0,4,396,10,28,89,92,21,11,3,0,0,0,0,7,268,5,21,56,85,32,14,6,0,0,3,0,0,231,5,13,54,77,32,27,14,3,0,0,0,3,234,12,4,16,39,16,15,4,5,0,0,0,0,112,3,3,19,42,23,28,12,0,0,0,0,3,131,0,0,7,15,21,16,15,3,3,0,0,0,78,4,0,4,11,3,10,13,7,0,0,0,3,58,0,0,0,5,4,3,4,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,19,41,14
504011047,0,0,4,8,7,0,3,0,0,0,0,0,18,3,0,3,7,3,3,0,0,0,0,0,0,20,17,5,25,30,0,5,0,0,0,0,0,3,83,15,3,45,49,17,9,0,0,0,0,0,5,134,4,3,10,19,6,6,0,0,0,0,0,0,46,16,11,24,108,50,29,9,0,0,0,0,10,253,7,0,22,81,32,16,3,0,0,0,0,0,164,0,3,18,66,35,24,3,0,0,0,3,6,161,7,9,15,96,72,41,11,0,0,0,0,4,246,4,0,7,59,24,32,3,0,0,0,0,4,139,3,0,14,36,24,25,12,0,0,0,0,3,122,4,0,3,16,12,14,6,0,0,0,0,6,60,0,0,0,3,4,7,3,0,0,0,0,0,21,0,0,0,3,0,5,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,48,41
504011048,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,11,7,0,0,0,0,0,0,0,23,3,0,8,14,0,4,0,0,0,0,0,0,35,3,0,0,5,3,4,0,0,0,0,0,0,18,3,0,15,26,7,11,3,0,0,0,0,0,57,4,0,3,22,6,9,3,0,0,0,0,4,53,3,0,0,22,3,4,0,0,0,0,0,0,35,4,0,0,20,14,11,4,0,0,0,0,3,48,0,0,3,7,3,11,3,0,0,0,0,0,25,3,0,3,12,3,13,5,0,0,0,0,0,38,7,0,0,3,3,3,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7
504021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,5,8,0,0,0,0,0,0,0,0,12,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,6,13,3,0,0,0,0,0,0,0,20,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,6,5,4,0,0,0,0,0,0,0,10,3,0,3,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
504021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,3,4,0,0,0,0,0,0,0,0,13,3,0,3,8,8,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,0,9,3,0,0,0,0,3,40,0,0,0,7,4,0,0,0,0,0,0,0,15,0,0,0,3,0,6,0,0,0,0,0,0,12,0,0,3,0,10,6,6,0,0,0,0,0,26,0,0,0,3,0,4,0,0,0,0,0,0,18,0,0,0,5,3,10,3,0,0,0,0,0,28,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0
504021051,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,4,0,0,0,0,0,0,0,0,29,18,3,0,8,0,0,0,0,0,0,0,4,40,0,0,9,3,0,0,0,0,0,0,0,0,12,3,3,12,8,0,0,3,0,0,0,0,0,32,0,0,3,10,0,0,0,0,0,0,0,0,13,4,0,6,6,0,0,0,0,0,0,0,3,21,3,3,0,12,5,4,3,0,0,0,0,0,33,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
