SA2_MAINCODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
101021007,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,18,7,3,11,6,5,0,0,0,0,0,0,0,26,0,0,9,4,0,0,0,0,0,0,0,0,11,0,0,8,14,0,0,0,0,0,0,0,0,29,6,0,0,0,4,0,0,0,0,0,0,0,8,3,0,5,6,4,4,0,0,0,0,0,0,24,3,0,9,14,0,0,0,0,0,0,0,4,25,0,0,0,0,5,3,0,0,0,0,0,0,10,3,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
101021008,3,0,3,0,0,3,0,0,0,0,0,0,10,9,0,3,0,0,0,0,0,0,0,0,0,19,37,14,20,0,3,3,3,0,0,0,3,6,88,16,21,29,10,3,3,3,0,0,0,0,6,98,0,5,17,3,0,3,0,0,0,0,0,0,35,9,8,42,41,13,14,15,0,0,0,0,6,138,3,0,20,17,19,12,15,0,0,0,0,8,93,3,7,19,9,10,17,11,0,3,0,0,0,80,7,3,28,16,24,41,31,3,0,0,0,0,150,0,0,13,9,8,9,10,0,0,0,0,4,55,0,0,3,6,14,21,35,9,0,0,3,3,95,0,0,3,14,3,10,14,4,3,0,0,0,49,3,0,0,3,0,0,12,0,3,0,0,0,25,0,0,0,4,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,18,9
101021009,0,0,4,5,0,0,0,5,0,0,0,3,19,4,3,9,0,3,0,0,0,0,0,0,5,25,48,9,28,21,7,3,0,0,0,0,3,4,126,23,9,61,31,9,3,0,0,0,0,0,0,144,0,0,8,5,0,0,0,0,0,0,0,0,21,11,3,59,63,23,18,12,0,3,0,0,3,195,7,0,58,55,15,23,10,0,0,0,0,6,179,0,0,24,61,21,23,14,3,0,0,0,3,150,3,3,36,79,31,33,26,5,0,0,0,0,221,4,3,6,37,15,27,25,3,0,0,0,3,128,3,0,7,22,15,24,30,11,0,0,0,0,108,3,0,0,9,13,14,13,4,0,0,0,0,43,0,0,3,7,6,6,8,0,0,0,0,0,35,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,19,5
101021010,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,21,10,0,0,0,0,0,0,0,0,46,9,3,30,22,3,0,9,0,0,0,0,0,85,3,0,3,3,0,3,0,0,0,0,0,0,13,4,0,30,29,9,13,4,0,0,0,0,0,90,3,3,27,37,21,8,4,0,0,0,0,0,102,0,3,33,29,7,10,4,0,0,0,0,0,89,0,0,25,27,24,18,12,3,0,0,3,0,105,0,0,4,8,6,11,8,7,0,0,0,0,43,0,0,9,19,10,12,25,5,0,0,0,0,77,0,0,0,4,9,5,3,0,0,0,0,0,24,0,0,0,3,5,3,4,3,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,7
101021011,3,0,0,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,6,0,0,0,0,0,0,0,0,18,11,0,0,5,0,0,0,0,0,0,0,0,23,10,4,3,0,0,0,0,0,0,0,0,0,15,7,3,15,4,4,13,4,0,0,0,0,0,46,7,0,3,6,0,6,5,0,0,0,0,0,34,7,3,11,11,5,9,3,3,0,0,0,0,49,10,0,9,13,16,9,16,3,0,0,0,3,75,7,0,3,3,5,7,13,3,3,0,0,3,52,6,0,0,0,10,4,10,4,3,5,0,0,45,4,0,0,3,6,3,9,4,3,0,0,0,31,7,0,3,0,0,0,3,10,3,0,0,0,33,4,0,0,0,0,3,3,3,4,0,3,0,22,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5
101021012,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,12,9,4,0,0,3,0,0,0,0,0,0,22,0,7,6,3,5,3,3,0,0,0,0,4,33,0,0,4,0,0,0,0,0,0,0,0,0,4,3,3,9,11,7,13,6,8,0,0,0,0,58,0,0,0,3,5,8,8,0,0,0,0,0,25,4,0,10,3,3,11,8,5,0,0,0,0,57,0,0,11,17,10,23,24,4,3,0,0,5,102,0,0,11,19,3,20,18,21,3,0,0,3,95,0,0,9,36,9,16,28,40,3,0,0,3,144,3,0,4,37,0,7,18,22,0,0,3,4,100,0,0,7,29,4,0,13,23,15,0,0,3,95,0,0,3,16,4,3,6,11,6,3,0,0,56,0,0,0,4,0,0,6,0,3,0,3,0,15,0,0,7,35,7
101031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,31,10,0,4,0,0,0,0,0,0,0,0,0,13,5,0,5,5,0,0,0,0,0,0,0,0,16,9,3,19,5,0,0,0,0,0,0,0,0,33,8,0,10,0,0,0,0,0,0,0,0,0,22,3,4,13,0,0,0,0,0,0,0,0,0,22,13,3,9,0,0,0,0,0,0,0,0,3,27,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,3,3,0,0,0,0,0,0,0,0,16,3,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
101031014,3,0,0,3,0,0,0,0,0,0,0,0,4,12,7,3,3,0,0,0,0,0,0,0,0,21,28,15,33,4,3,0,0,0,0,0,3,5,92,32,16,37,24,3,0,0,0,0,0,0,5,111,3,3,10,12,0,3,0,0,0,0,0,0,30,15,18,36,45,10,0,0,3,0,0,0,3,145,8,4,20,31,5,0,0,0,0,0,0,3,75,0,7,19,24,0,0,0,0,0,0,0,0,57,4,0,11,22,9,6,0,0,0,0,3,3,61,3,3,8,12,4,10,3,0,0,0,0,0,44,5,0,0,16,7,4,5,0,0,0,0,0,38,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,7,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,18,5
101031015,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,8,4,0,0,0,0,0,0,0,0,23,9,3,7,3,0,0,0,0,0,0,0,3,21,0,0,3,0,0,0,0,0,0,0,0,0,4,10,0,4,0,0,0,0,0,0,0,0,3,18,5,0,4,3,0,0,0,0,0,0,0,0,15,3,0,3,3,0,0,0,3,0,0,0,3,14,3,0,3,0,5,0,0,0,0,0,0,3,18,7,0,0,0,0,0,0,0,0,0,3,0,9,3,0,3,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
101031016,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,0,0,0,0,0,0,11,11,0,8,5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,11,12,5,5,7,3,0,0,3,3,48,8,0,9,3,0,5,0,3,0,0,0,0,35,3,0,6,5,5,0,0,0,0,0,3,0,32,12,0,6,17,3,4,6,3,0,0,4,5,63,3,0,8,12,10,12,6,0,0,3,5,4,56,9,0,7,6,7,11,7,8,3,3,5,0,56,11,0,0,5,0,0,4,3,3,4,8,3,50,3,0,0,3,0,4,0,0,0,0,5,8,27,5,0,0,0,0,3,0,0,0,3,9,0,21,0,0,0,0,0,0,0,0,0,0,14,0,19,3,0,6,9,0
101041017,3,0,3,0,0,0,3,0,0,0,0,0,5,6,6,5,3,3,10,0,0,0,0,0,3,35,35,7,18,21,0,3,0,0,0,0,0,3,98,18,18,26,35,9,8,4,0,0,0,3,3,120,3,4,17,16,9,3,4,0,3,0,0,0,53,7,4,32,55,34,37,4,0,0,0,0,4,175,3,0,11,24,12,12,3,4,0,0,0,0,77,0,0,14,19,17,19,0,0,0,0,0,3,72,8,0,6,25,21,25,4,0,0,0,0,6,96,4,0,3,3,10,16,9,0,0,0,0,4,46,3,0,3,0,6,14,5,3,0,0,0,0,35,0,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,3,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,12
101041018,0,0,0,3,4,0,0,0,0,0,0,0,12,3,0,0,3,0,0,0,0,0,0,0,0,9,15,3,18,15,8,4,4,0,0,0,0,6,67,10,8,19,45,14,8,3,0,0,0,0,0,103,0,3,9,17,6,6,7,0,0,0,0,0,55,7,3,23,46,34,34,6,3,0,0,3,4,169,0,0,12,30,11,17,9,0,0,0,0,0,83,3,0,3,20,22,19,4,0,0,0,0,0,74,3,0,6,20,15,19,7,3,0,0,0,0,79,3,0,4,10,8,16,4,0,0,0,0,0,45,0,0,3,7,6,12,5,0,0,0,0,3,43,0,0,0,0,3,7,4,0,0,0,0,0,15,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5
101041019,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,10,6,0,0,0,0,0,0,0,0,21,33,11,21,22,3,0,0,0,0,0,5,3,103,34,23,30,42,9,0,0,0,0,0,0,4,143,10,0,12,4,5,0,0,0,0,0,0,0,35,9,6,27,66,19,7,3,0,0,0,0,0,142,3,0,16,32,8,3,0,0,0,0,0,0,69,3,0,12,24,9,5,3,0,0,0,0,3,61,3,0,14,39,18,3,0,0,0,0,0,4,87,0,0,4,10,9,10,0,0,0,0,0,0,37,3,0,3,12,10,7,4,0,0,0,0,0,35,0,0,0,4,6,7,0,0,0,0,0,0,17,0,0,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,16,3
101041020,3,0,3,5,0,0,0,0,0,0,0,0,12,4,0,3,3,0,0,0,0,0,0,0,0,7,21,3,16,8,0,0,0,0,0,0,0,0,46,23,5,28,18,3,0,0,0,0,0,0,0,75,17,5,3,5,0,0,0,0,0,0,0,3,38,20,3,23,26,4,3,0,0,3,0,0,8,91,13,0,16,8,0,3,0,0,0,0,0,4,44,8,3,14,13,3,0,0,0,0,0,0,0,39,18,0,11,19,7,3,0,0,0,0,0,9,71,3,0,3,4,0,6,0,0,0,0,0,6,21,9,0,4,5,0,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,8,0
101041021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,7,3,3,0,3,0,0,0,0,0,27,3,0,13,7,5,4,0,0,0,0,0,0,33,0,0,4,3,3,3,0,0,0,0,0,0,12,0,0,7,23,6,7,0,0,0,0,0,3,52,0,0,0,10,8,5,3,0,0,0,0,3,29,0,0,4,4,3,5,0,0,0,0,0,0,16,0,0,3,11,5,3,5,0,0,0,0,0,26,0,0,3,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,17,11,12,18,0,0,0,0,0,0,0,0,60,11,10,19,12,4,0,0,0,0,0,0,3,55,0,6,14,7,3,0,0,0,0,0,0,0,33,7,5,15,24,12,4,0,0,0,0,0,0,70,0,0,3,15,5,11,3,0,0,0,0,0,45,0,0,5,7,5,3,0,0,0,0,0,0,26,3,4,3,16,3,9,0,0,0,0,0,0,37,0,0,0,3,5,6,0,0,0,0,0,4,21,3,3,0,3,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,3
101041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7,4,3,7,7,0,0,0,0,0,0,0,0,22,0,0,7,3,0,0,0,0,0,0,0,3,23,0,3,4,3,0,0,0,0,0,0,0,0,16,6,8,3,13,4,0,0,0,0,0,0,3,39,8,3,3,7,0,0,0,0,0,0,0,0,21,3,0,3,0,0,3,0,0,0,0,0,0,17,8,4,4,7,5,4,0,0,0,0,0,0,27,7,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
101041025,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,10,18,3,26,23,3,3,3,0,0,0,3,3,78,24,3,37,35,4,14,3,3,0,0,0,9,139,0,0,6,10,6,3,3,0,0,0,0,0,36,10,4,26,67,18,36,10,0,0,0,3,6,184,6,0,13,40,10,17,0,0,0,0,0,3,83,3,0,4,32,15,16,12,0,0,0,0,0,81,11,0,9,39,21,41,21,3,4,0,0,4,149,6,0,0,8,7,19,11,3,0,0,0,0,52,0,0,0,12,5,21,13,5,0,0,0,3,58,3,0,0,0,0,5,5,0,0,0,0,0,20,3,0,0,3,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,11,9
101041026,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,3,0,0,0,0,0,0,0,9,26,4,17,11,0,3,0,0,0,0,3,7,78,22,11,38,27,5,6,0,0,0,0,3,4,119,9,3,19,15,0,4,0,0,0,0,0,0,45,10,12,23,65,19,17,3,0,0,0,0,3,160,3,5,11,13,12,0,0,0,0,0,0,0,54,3,3,3,19,12,7,0,0,0,0,0,0,51,3,0,9,15,9,7,0,0,3,0,0,3,52,6,3,3,13,4,5,0,0,0,0,0,0,35,3,0,0,6,9,7,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,13,13
101041027,4,0,0,3,0,0,0,0,0,0,0,0,10,4,4,3,3,0,0,0,0,0,0,0,0,19,40,11,30,23,5,0,0,0,0,0,0,5,116,19,12,35,54,5,3,0,0,0,0,0,3,136,15,3,12,18,11,0,0,0,0,0,0,0,64,23,8,35,66,29,3,0,0,0,0,4,0,179,9,3,12,27,11,3,0,0,0,0,0,3,70,7,3,3,38,12,0,0,0,0,0,0,0,72,6,0,3,31,12,10,0,0,5,0,0,0,77,3,0,3,16,6,5,0,0,0,0,0,0,38,3,0,0,11,8,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,16,12
101051539,4,9,9,5,4,0,0,0,0,0,0,0,35,14,13,16,7,0,0,0,0,0,0,0,0,57,108,63,65,35,0,0,0,0,0,0,3,22,310,75,70,147,73,18,6,0,0,0,0,0,10,393,12,11,48,24,0,0,0,0,0,0,0,3,106,35,42,127,147,23,13,3,0,0,0,3,18,419,4,16,53,94,22,8,0,0,0,0,0,3,210,8,3,49,93,26,11,0,0,0,0,0,6,190,17,4,53,143,46,18,0,0,0,0,3,12,294,3,0,17,53,19,18,8,0,0,0,0,7,128,4,4,8,60,25,20,5,0,0,0,0,3,130,0,0,4,17,10,9,0,0,0,0,0,4,47,0,3,3,13,0,7,0,0,0,0,0,0,32,0,0,0,3,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,22,46,20
101051540,4,0,0,0,0,0,0,0,0,0,0,3,13,7,3,0,4,0,0,0,0,0,0,0,4,20,27,3,15,3,0,3,0,0,0,0,0,0,51,34,6,23,12,0,0,0,0,0,0,0,6,79,17,8,4,6,0,0,0,0,0,0,0,0,37,36,14,19,16,5,4,0,3,0,0,0,4,100,22,3,19,12,4,0,0,0,0,0,0,0,61,18,8,14,13,3,0,0,0,0,0,0,3,62,28,9,23,22,6,4,0,0,0,0,0,8,94,14,3,13,3,3,0,0,0,0,0,0,0,33,19,4,13,9,5,8,0,0,0,0,0,3,56,3,0,0,3,3,4,0,0,0,0,0,0,20,8,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,5,10,3
101061541,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,4,0,0,0,0,0,0,0,0,12,24,5,6,4,0,0,0,0,0,0,0,3,49,30,3,12,15,13,3,0,0,0,0,0,0,79,0,0,10,6,6,0,0,0,0,0,0,0,25,8,10,21,25,10,8,0,0,0,0,0,4,88,4,0,17,8,9,5,3,0,0,0,0,3,48,3,5,8,17,15,3,0,0,0,0,0,0,47,3,3,9,18,10,7,0,0,3,0,0,0,53,6,0,0,10,4,12,0,0,0,0,0,0,35,0,3,0,7,8,3,3,0,0,0,0,4,30,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,5,10
101061542,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,12,17,0,7,3,0,0,0,0,0,0,0,3,23,17,3,15,6,0,3,0,0,0,0,0,0,48,4,0,3,0,0,0,0,0,0,0,0,0,11,29,3,17,10,8,0,3,0,0,0,0,0,64,18,0,16,9,0,0,3,0,0,0,0,4,55,17,0,8,6,0,0,0,3,0,0,0,3,42,27,5,14,5,4,9,3,3,0,0,0,8,81,16,3,9,4,11,5,9,3,0,0,0,4,59,14,0,7,4,3,10,12,3,0,0,0,4,58,8,0,4,3,0,6,6,6,3,0,0,0,40,4,0,3,3,0,0,6,9,4,0,0,3,31,6,0,0,0,0,4,3,5,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,5,12,0,3,3,0
101061543,3,0,3,7,0,0,0,0,0,0,0,0,11,5,5,3,3,0,0,0,0,0,0,0,3,21,36,23,32,11,0,3,0,0,0,0,0,9,106,38,17,50,42,4,0,0,0,0,0,3,9,168,4,7,21,10,3,0,0,0,0,0,0,0,47,11,11,66,74,17,6,0,0,0,0,0,4,190,9,5,22,38,7,3,0,0,0,0,0,0,79,3,6,17,24,17,3,0,0,0,0,0,0,74,5,0,21,46,21,4,0,0,0,0,0,4,104,3,3,8,13,12,7,0,0,0,0,0,0,47,10,0,5,13,12,11,0,0,0,0,0,3,56,0,0,3,5,0,3,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,10,8
101061544,7,0,0,0,0,0,0,0,0,0,0,0,10,11,3,0,0,0,0,0,0,0,0,0,0,18,27,11,21,4,0,0,0,0,0,0,3,6,70,15,6,29,6,0,0,0,3,0,0,0,7,62,6,3,22,4,0,0,0,0,0,0,0,3,35,31,11,37,8,0,0,0,0,0,0,0,3,94,18,0,22,5,0,0,0,0,0,0,0,10,54,22,0,18,7,0,0,0,0,0,0,0,3,46,30,3,16,3,0,0,0,0,0,0,0,9,70,17,0,6,3,0,0,0,0,0,0,0,3,32,18,3,14,6,0,0,0,0,0,0,0,0,38,3,0,0,3,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,6,8,3
102011028,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,3,10,0,3,0,0,0,0,0,0,25,5,3,9,14,8,8,3,0,0,0,0,0,50,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,10,13,15,15,0,0,0,0,0,61,0,0,3,17,10,10,10,0,0,0,0,0,55,0,0,3,4,3,6,13,0,0,0,0,0,30,3,0,0,3,8,12,20,5,0,0,0,0,64,0,0,3,0,3,9,7,4,0,0,0,0,23,0,0,0,3,10,9,23,9,0,0,0,0,60,0,0,0,0,0,5,9,8,3,0,0,0,23,0,0,0,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
