SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
201011006,0,0,0,3,0,0,0,3,0,3,0,13,38,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,533,673,281,14,1507,404,71,64,2050,649,720,319,21,1707,435,89,91,2321,38,57,32,9,143,79,10,13,238,0,0,0,0,0,0,0,0,0,38,57,32,9,143,79,10,13,238,0,0,0,0,0,10,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,8,688,774,357,29
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,585,100,3,1014,146,18,44,1225,376,580,93,7,1053,168,22,63,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,6,376,585,93,7
201011008,0,0,0,3,0,0,3,35,10,35,0,78,224,10,15,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,1437,1343,844,54,3680,1719,217,176,5789,1241,1305,698,68,3307,1283,167,236,4993,96,56,53,4,206,418,15,61,707,4,0,0,0,3,3,0,0,7,95,57,51,5,214,425,21,61,713,21,5,21,0,49,167,3,22,245,0,0,0,0,7,12,3,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,27,3,56,178,6,31,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,0,0,0,3,3,0,0,6,3,0,0,0,7,3,0,0,10,1360,1372,778,74
201021009,0,0,0,0,0,0,3,7,0,11,0,20,37,0,0,59,4,0,0,0,4,9,4,3,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,9,4,3,28,0,0,0,0,0,0,0,0,0,632,690,197,8,1521,442,53,85,2101,629,674,182,13,1503,444,38,138,2118,0,0,3,0,6,10,0,4,21,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,0,7,20,10,3,10,0,16,31,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,16,31,0,3,59,0,0,0,0,0,7,0,3,7,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,3,3,0,0,0,3,4,0,3,14,3,6,0,0,11,3,0,0,14,640,692,199,13
201021010,0,0,0,0,0,0,0,13,0,0,0,15,51,0,0,72,7,3,0,0,11,42,5,8,59,0,0,0,0,0,0,0,0,3,4,4,0,0,4,4,0,0,14,5,4,0,0,19,48,5,5,77,0,0,0,0,0,0,0,0,0,909,756,324,22,2013,813,59,88,2969,817,653,252,17,1744,702,41,207,2691,3,0,0,0,5,64,3,4,77,0,0,0,0,0,0,0,0,0,3,0,0,0,5,61,3,4,72,3,0,0,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,5,19,3,0,0,0,6,25,0,5,32,0,0,0,0,0,0,0,3,3,100,73,21,3,191,85,10,19,303,99,71,24,3,202,105,9,25,338,11,14,6,0,37,15,0,5,49,936,744,288,24
201021011,0,0,0,0,0,0,4,9,0,3,3,19,39,0,0,58,4,0,0,0,6,7,0,9,18,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,7,11,0,0,0,11,11,0,7,32,0,0,0,0,0,0,0,0,0,1062,766,349,28,2210,1091,118,228,3652,1130,776,306,18,2238,1078,107,352,3768,10,3,4,0,14,28,6,5,53,0,0,0,0,0,6,0,5,9,6,3,4,0,18,33,5,11,61,0,0,6,0,7,30,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,30,0,0,40,7,0,0,0,8,3,0,3,13,0,0,0,0,0,3,0,0,6,10,0,5,0,19,19,0,3,34,20,0,3,0,22,23,0,7,57,6,10,7,0,21,27,5,10,62,1167,796,320,20
201021012,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,8,0,0,0,0,3,3,0,0,5,0,0,0,0,0,3,0,0,8,3,0,0,0,3,0,0,0,3,0,3,0,0,6,6,0,0,13,0,0,0,0,0,0,0,0,0,622,697,178,12,1518,422,27,66,2037,602,686,175,13,1476,416,42,161,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,10,8,4,0,0,11,4,0,3,22,613,692,180,13
201031013,0,0,0,0,0,0,0,3,0,0,0,4,7,0,3,10,3,0,0,0,3,19,0,3,22,0,0,0,0,4,0,0,0,8,4,0,0,0,4,5,0,0,12,6,5,0,0,8,26,0,3,38,0,0,0,0,0,0,0,0,0,469,301,110,12,890,442,38,56,1435,465,276,107,11,853,439,40,99,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,4,16,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,4,3,0,0,0,4,13,3,3,23,0,5,0,0,7,0,0,0,8,474,277,107,14
201031014,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,20,12,3,0,0,16,32,0,3,54,0,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,12,6,0,0,16,36,0,3,64,0,0,0,0,0,0,0,0,0,465,390,140,8,1006,465,40,44,1558,463,411,123,4,996,439,36,111,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,17,11,0,0,0,16,35,0,20,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,35,4,20,79,3,0,0,0,3,3,0,0,13,480,414,128,4
201031015,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,7,0,0,0,0,0,3,0,0,6,0,0,0,0,0,7,0,6,12,0,0,0,0,0,0,0,0,0,480,487,140,13,1120,338,29,51,1544,518,522,149,15,1200,389,25,89,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,4,7,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,3,0,4,0,11,0,0,3,15,0,3,0,0,3,3,0,3,10,519,530,153,15
201031016,0,0,0,3,0,0,3,36,3,11,0,56,152,5,10,220,7,0,0,0,7,30,0,18,51,0,0,0,0,0,0,0,0,0,9,5,0,0,10,12,0,0,20,15,5,0,0,14,38,0,21,71,0,0,0,0,0,0,0,0,0,893,653,419,34,2002,1180,91,110,3379,877,588,406,19,1895,984,102,148,3121,48,10,26,0,83,200,8,22,314,0,0,0,0,0,0,0,0,0,48,10,26,0,83,203,8,22,316,3,0,0,0,7,34,0,8,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,34,0,8,53,7,0,0,0,7,22,0,16,53,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,0,7,16,9,3,0,0,14,36,0,21,73,0,0,4,0,7,5,0,0,12,940,601,436,22
201031017,0,0,0,0,0,0,3,7,0,0,0,4,21,0,0,31,7,3,0,0,11,25,0,4,44,0,3,0,0,8,7,3,0,19,3,0,0,0,7,0,3,0,10,15,4,0,0,21,30,6,6,66,0,0,0,0,0,0,0,0,0,694,495,183,11,1389,623,62,54,2122,674,467,221,15,1380,593,69,115,2157,5,0,0,0,6,16,0,0,24,0,0,0,0,0,0,0,0,4,5,0,0,0,8,18,0,0,29,5,0,0,0,5,27,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,27,0,0,32,5,0,3,0,6,27,0,11,44,0,0,0,0,3,5,0,4,11,3,0,0,0,8,6,0,3,22,8,0,7,0,16,41,0,22,76,0,0,0,0,6,9,0,0,8,694,479,227,15
202011018,0,0,0,0,0,0,0,51,11,36,7,114,184,27,38,361,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,6,6,3,5,3,0,14,17,0,0,31,3,5,3,0,14,16,0,16,41,3,0,0,0,4,0,0,0,3,1315,1190,888,72,3464,2010,333,348,6156,1218,1045,774,80,3114,1583,267,307,5266,70,35,43,10,161,343,33,68,603,39,12,11,3,62,76,10,15,167,110,44,54,19,223,420,46,82,770,20,7,25,0,55,87,13,31,187,5,4,0,0,10,35,3,68,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,25,0,66,121,12,102,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,8,9,0,3,20,5,3,0,0,8,9,0,9,26,6,3,0,0,7,8,3,3,24,1365,1110,849,96
202011019,0,0,0,3,0,0,3,31,16,39,3,92,223,11,31,363,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,3,4,0,0,3,0,0,0,4,3,4,0,0,3,0,0,9,13,0,0,0,0,0,0,0,0,0,954,998,661,44,2663,1268,120,126,4168,1032,1043,704,58,2833,1236,170,308,4553,25,7,23,0,57,196,12,20,281,0,0,0,0,0,0,0,0,0,25,7,23,0,57,196,12,20,281,3,3,4,0,13,22,3,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,13,22,3,11,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,6,0,0,0,7,4,0,0,8,9,4,0,0,10,12,3,0,30,1072,1059,732,62
202011020,0,0,0,0,0,0,3,67,22,38,5,132,204,30,18,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,5,0,3,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,1521,1335,607,61,3522,1596,305,146,5575,1324,1148,477,57,2999,1150,184,168,4501,132,43,88,9,271,506,52,86,918,30,10,23,0,66,28,9,3,112,162,55,109,13,341,539,58,87,1022,6,7,7,0,17,20,3,6,48,5,0,0,0,9,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,22,26,4,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,0,0,0,3,0,0,0,5,3,0,3,0,4,7,0,0,15,1497,1207,597,66
202011021,0,0,0,0,0,0,0,76,13,31,5,124,335,45,30,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,815,870,457,41,2179,1082,281,141,3686,748,827,373,36,1975,788,223,124,3112,76,18,67,14,171,303,46,59,577,21,7,14,5,44,34,19,10,102,93,28,72,17,212,336,62,64,675,0,0,0,0,3,15,4,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,7,837,862,447,45
202011022,0,0,0,3,0,0,4,67,22,60,13,171,354,31,25,585,15,0,0,0,22,76,7,28,128,0,0,0,0,0,0,0,8,8,3,0,0,0,3,0,0,0,5,21,0,0,0,25,72,7,38,140,0,0,0,0,0,0,0,0,0,1949,1813,1043,88,4899,2137,318,222,7571,1941,1775,897,94,4711,1918,241,351,7221,102,21,64,3,188,324,35,49,596,11,4,11,0,24,14,5,7,46,105,21,70,8,208,338,42,58,640,29,13,25,0,66,111,7,35,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,16,0,0,0,0,0,0,0,0,0,29,13,25,0,66,126,7,37,234,8,0,0,0,8,55,3,38,111,0,0,0,0,0,0,0,3,3,3,0,0,0,5,0,0,0,7,10,0,4,0,17,54,3,47,117,6,3,3,0,16,14,0,7,38,2100,1813,1002,98
202011023,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,11,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,18,0,0,0,0,0,0,0,0,0,368,726,85,8,1183,139,20,23,1361,406,823,112,4,1344,151,18,61,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,4,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,16,0,0,0,0,3,5,0,0,4,405,828,112,4
202011024,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,3,0,0,0,5,15,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,15,0,8,23,0,0,0,0,0,0,0,0,0,653,1121,164,8,1946,219,34,29,2236,785,1290,261,12,2338,311,35,84,2774,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,4,8,0,0,0,8,10,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,10,0,8,27,5,0,0,0,9,0,0,0,9,795,1288,265,12
202011025,0,0,0,0,0,0,3,15,0,8,0,20,41,0,7,69,3,0,0,0,3,13,0,27,38,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,5,3,0,0,0,3,15,0,26,43,0,0,0,0,0,0,0,0,0,886,1083,373,38,2374,636,111,121,3250,1098,1396,548,36,3081,747,133,202,4160,16,6,9,0,34,65,6,18,124,4,0,0,0,4,0,3,0,9,15,6,9,0,36,68,5,18,128,0,0,0,0,3,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,12,3,0,0,0,4,9,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,3,4,0,0,7,8,0,6,26,0,4,3,0,5,8,0,20,32,1125,1408,568,37
202021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,9,19,0,10,31,4,0,0,0,3,0,0,3,8,0,0,0,0,0,3,0,0,3,6,0,4,0,12,20,0,13,46,0,0,0,0,0,0,0,0,3,704,900,148,5,1756,311,27,84,2175,784,974,176,10,1942,314,36,139,2432,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,0,0,3,10,0,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,0,9,21,8,14,3,0,30,9,0,0,36,797,986,182,16
202021027,0,0,0,0,0,0,0,23,6,20,0,50,173,12,4,236,4,0,0,0,7,9,0,9,23,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,10,6,3,0,0,7,14,0,11,32,0,0,0,0,0,0,0,0,4,1034,888,480,43,2454,1367,125,140,4083,1041,863,453,39,2396,1251,141,279,4071,26,12,18,3,60,170,10,28,265,0,0,0,0,3,3,0,0,3,32,8,18,3,65,173,10,28,272,0,0,0,0,0,30,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,40,3,0,0,0,3,5,0,9,13,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,3,4,3,0,0,0,9,7,0,13,23,15,5,4,0,21,12,0,3,34,1084,878,482,41
202021028,0,0,0,0,0,0,3,4,0,4,0,8,24,0,3,31,5,3,0,0,7,10,0,12,32,3,0,0,0,3,6,0,4,9,6,3,0,0,12,13,0,0,25,16,4,0,0,19,27,0,15,67,0,0,0,0,3,0,0,0,4,1095,837,300,15,2245,946,100,162,3451,1134,802,279,29,2238,925,99,242,3503,0,0,0,0,6,9,0,0,19,0,0,0,0,0,3,0,0,6,3,3,0,0,7,13,0,0,20,0,0,0,0,0,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,25,0,0,27,3,0,0,0,3,15,0,6,25,0,0,0,0,0,0,0,0,0,8,5,0,0,9,3,0,0,15,9,5,0,0,15,14,0,5,39,13,5,0,0,21,9,0,0,28,1159,817,284,25
202021029,0,0,0,0,0,0,3,12,0,8,3,16,23,0,6,53,3,0,0,0,7,19,0,7,34,0,0,0,0,0,5,0,0,5,3,3,0,0,7,4,0,3,14,3,7,0,0,16,26,0,15,55,0,0,0,0,0,0,0,3,3,593,337,158,19,1105,524,55,121,1802,606,376,161,17,1163,531,56,145,1901,4,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,4,3,0,0,7,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,14,0,0,16,0,0,0,0,3,15,0,3,25,0,0,0,0,0,4,0,3,9,0,0,0,0,3,3,0,0,7,3,3,3,0,11,25,0,4,32,7,3,0,0,16,8,0,3,22,630,388,167,17
202021030,0,0,0,0,0,0,3,17,3,23,0,43,107,11,12,169,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,3,7,11,4,0,22,6,0,0,25,11,11,4,0,22,9,0,5,36,0,0,0,0,0,0,0,0,0,1003,964,345,29,2343,898,86,139,3462,1028,996,325,27,2376,795,80,294,3542,25,13,21,0,55,94,6,8,162,0,0,0,0,0,0,0,0,3,24,13,21,0,58,94,6,11,166,14,5,3,0,25,47,3,9,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,0,25,47,3,9,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,5,0,15,11,6,8,40,10,6,5,0,15,11,6,5,42,5,0,0,0,5,12,0,3,25,1076,1016,354,29
