SA2_MAINCODE_2016,C06_N_in_CF_1C,C06_N_in_CF_2C,C06_N_in_CF_3C,C06_N_in_Cou_fa_4mor_c,C06_N_in_CF_T,C06_1_149_CF_1C,C06_1_149_CF_2C,C06_1_149_CF_3C,C06_1_149_CF_4mC,C06_1_149_CF_T,C06_150_299_CF_1C,C06_150_299_CF_2C,C06_150_299_CF_3C,C06_150_299_CF_4mC,C06_150_299_CF_T,C06_300_399_CF_1C,C06_300_399_CF_2C,C06_300_399_CF_3C,C06_300_399_CF_4mC,C06_300_399_CF_T,C06_400_499_CF_1C,C06_400_499_CF_2C,C06_400_499_CF_3C,C06_400_499_CF_4mC,C06_400_499_CF_T,C06_500_649_CF_1C,C06_500_649_CF_2C,C06_500_649_CF_3C,C06_500_649_CF_4mC,C06_500_649_CF_T,C06_650_799_CF_1C,C06_650_799_CF_2C,C06_650_799_CF_3C,C06_650_799_CF_4mC,C06_650_799_CF_T,C06_800_999_CF_1C,C06_800_999_CF_2C,C06_800_999_CF_3C,C06_800_999_CF_4mC,C06_800_999_CF_T,C06_1000_1499_CF_1C,C06_1000_1499_CF_2C,C06_1000_1499_CF_3C,C06_1000_1499_CF_4mC,C06_1000_1499_CF_T,C06_1500_1999_CF_1C,C06_1500_1999_CF_2C,C06_1500_1999_CF_3C,C06_1500_1999_CF_4mC,C06_1500_1999_CF_T,C06_2000_2499_CF_1C,C06_2000_2499_CF_2C,C06_2000_2499_CF_3C,C06_2000_2499_CF_4mC,C06_2000_2499_CF_T,C06_2500_2999_CF_1C,C06_2500_2999_CF_2C,C06_2500_2999_CF_3C,C06_2500_2999_CF_4mC,C06_2500_2999_CF_T,C06_3000_3999_CF_1C,C06_3000_3999_CF_2C,C06_3000_3999_CF_3C,C06_3000_3999_CF_4mC,C06_3000_3999_CF_T,C06_4000m_CF_1C,C06_4000m_CF_2C,C06_4000m_CF_3C,C06_4000m_Cou_fa_4mo_ch,C06_4000m_CF_T,C06_Par_inc_st_CF_1C,C06_Par_inc_st_CF_2C,C06_Par_inc_st_CF_3C,C06_Par_inc_st_CF_4mC,C06_Par_inc_st_CF_T,C06_All_inc_ns_CF_1Ch,C06_All_inc_ns_CF_2C,C06_All_inc_ns_CF_3C,C06_All_inc_ns_CF_4mC,C06_All_inc_ns_CF_T,C06_Tot_CF_1C,C06_Tot_CF_2C,C06_Tot_CF_3C,C06_Tot_CF_4mC,C06_Tot_CF_T,C11_N_in_CF_1C,C11_N_in_CF_2C,C11_N_in_CF_3C,C11_N_in_Cou_fa_4mor_c,C11_N_in_CF_T,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_CF_T,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_CF_T,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_CF_T,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_CF_T,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_CF_T,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_CF_T,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_CF_T,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_CF_T,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_CF_T,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_CF_T,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_CF_T,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_CF_T,C11_4000m_CF_1C,C11_4000m_CF_2C,C11_4000m_CF_3C,C11_4000m_Cou_fa_4mo_ch,C11_4000m_CF_T,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_CF_T,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_CF_T,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_CF_T,C16_N_in_CF_1C,C16_N_in_CF_2C,C16_N_in_CF_3C,C16_N_in_Cou_fa_4mor_c,C16_N_in_CF_T,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_CF_T,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_CF_T,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_CF_T,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_CF_T,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_CF_T
303031064,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,4,0,15,8,3,7,0,11,6,11,7,0,27,31,44,27,3,111,30,55,20,6,105,27,42,13,6,83,21,45,11,6,78,21,23,16,3,61,4,15,13,3,38,29,41,18,9,96,0,6,3,0,12,182,289,130,45,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,5,4,5,0,15,13,23,10,5,51,23,40,20,4,90,18,33,21,3,75,19,41,17,5,85,33,55,29,8,125,19,37,14,3,75,28,39,19,0,85,5,0,3,0,4,170,281,133,36,622,4,3,4,0,11,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,6,10,5,0,0,15
303031065,3,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,3,0,0,3,4,0,0,0,3,19,4,4,9,38,15,10,7,0,39,27,14,0,0,41,81,49,25,6,162,48,54,20,5,133,35,27,8,3,76,12,23,9,4,53,14,15,0,3,30,0,9,3,3,8,28,27,17,8,75,4,3,3,0,9,297,235,109,42,689,3,0,0,0,5,0,0,0,0,4,0,3,0,0,5,0,0,0,0,5,4,3,0,0,12,11,4,6,0,16,14,8,5,3,34,25,10,7,3,42,60,44,12,8,126,52,48,21,9,129,48,41,18,8,120,30,37,5,3,77,41,37,11,7,92,13,10,3,5,29,33,28,10,5,82,3,3,0,0,7,347,280,101,49,770,3,0,3,0,8,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,3,0,0,0,9,6,0,3,0,7
303031066,0,5,0,0,4,0,0,3,0,3,4,0,0,0,6,0,3,0,0,5,4,8,0,0,13,19,12,3,0,33,17,12,0,3,31,25,28,8,4,65,108,123,48,14,289,98,125,50,11,285,67,64,35,4,170,50,79,26,9,167,22,53,11,3,92,3,18,9,3,37,51,67,40,11,172,6,9,8,0,24,477,615,243,60,1394,0,0,0,0,3,0,0,0,0,3,3,4,0,0,12,3,4,0,0,10,6,0,3,0,7,4,5,0,0,14,13,13,3,0,31,16,7,10,6,43,74,88,28,10,191,70,94,28,12,203,82,91,46,11,236,59,107,43,9,220,63,103,38,10,212,30,42,17,3,94,63,60,30,8,162,4,0,0,0,10,499,632,253,72,1463,0,4,3,0,8,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,6,3,0,0,12,8,3,3,0,16
303041067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,5,14,8,0,0,26,10,9,0,0,15,12,16,8,0,32,44,48,24,5,117,33,38,9,0,83,11,8,3,3,33,7,9,4,3,20,8,4,0,0,17,0,0,0,0,3,23,28,9,6,71,3,0,0,0,4,168,171,67,21,427,0,0,0,0,3,0,0,0,0,0,3,3,0,3,10,0,0,0,0,0,3,0,0,0,8,9,7,0,3,13,13,11,0,0,22,18,12,0,0,32,32,31,15,4,74,40,34,8,4,92,34,22,15,0,66,16,7,4,6,31,20,13,0,0,39,4,8,0,0,13,17,18,7,3,38,3,0,3,0,4,199,163,55,25,447,0,0,0,0,4,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,4,0,0,8,6,3,0,0,16
303041068,3,0,0,0,3,5,0,0,0,8,0,0,0,0,3,0,0,0,0,3,5,6,5,10,24,14,14,8,4,37,12,18,0,0,36,16,26,7,0,50,98,101,42,15,254,61,79,17,0,160,53,45,14,3,119,32,39,15,3,92,19,28,12,3,59,6,5,4,0,19,36,24,22,10,91,5,9,8,3,21,386,385,153,55,979,0,0,0,0,3,0,0,0,0,0,3,4,0,0,10,4,0,0,0,7,5,0,0,0,8,14,3,0,0,15,24,6,4,3,36,23,15,6,4,45,71,43,17,6,133,55,89,14,3,167,51,75,20,3,151,54,65,20,6,142,60,74,23,3,157,19,22,9,3,54,47,32,19,11,102,3,11,3,4,15,420,445,135,56,1056,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,5,0,0,12,4,3,0,0,6
303041069,4,0,0,0,12,0,0,0,0,3,3,3,3,0,9,0,8,0,0,4,0,4,3,0,3,15,8,5,3,22,9,9,0,0,17,12,11,10,0,26,27,43,14,6,91,23,22,11,0,61,21,30,9,0,51,16,23,13,0,47,18,22,9,0,46,17,7,3,0,34,25,27,11,9,68,4,0,3,0,7,193,210,87,17,501,5,0,0,0,12,0,0,0,0,4,3,0,4,0,8,0,3,0,0,3,4,7,5,0,8,3,11,3,0,17,9,5,4,0,27,7,3,0,0,17,24,24,8,3,63,20,23,11,7,59,18,32,3,0,51,27,9,9,3,46,22,26,7,0,60,15,14,8,0,38,22,24,16,3,61,6,4,0,0,6,189,190,82,20,483,9,0,0,0,12,0,0,0,0,3,3,5,0,0,9,4,4,0,0,4,8,6,0,0,16,8,11,3,0,19
303041070,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,10,3,3,26,11,5,4,3,25,19,9,12,4,44,77,73,25,16,189,56,55,17,4,125,33,41,9,0,82,18,16,7,3,39,8,5,4,0,20,0,0,0,0,6,23,23,9,10,62,8,0,0,0,6,265,237,90,36,636,3,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,8,7,4,0,0,12,11,5,0,0,20,11,12,11,3,35,47,32,18,0,94,48,54,31,3,133,52,37,13,3,110,42,49,10,6,105,37,33,10,0,78,3,12,3,0,20,12,24,16,12,62,0,3,0,0,8,286,274,109,32,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8,3,0,0,3,6
303041071,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,0,4,0,3,0,3,7,12,4,3,0,20,10,10,3,0,25,13,25,6,0,40,70,90,34,7,204,83,109,36,5,235,71,89,22,4,190,49,86,35,5,175,39,65,23,8,134,11,19,10,3,39,44,52,27,6,139,3,4,3,0,11,413,552,209,50,1220,3,0,0,0,3,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,4,3,0,0,7,3,0,0,0,6,6,3,3,0,12,16,9,3,0,26,47,42,20,3,115,66,68,28,3,164,57,101,26,9,192,64,111,55,6,237,71,163,43,12,287,44,75,30,6,154,45,54,24,12,133,3,3,0,0,9,434,632,229,59,1348,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
303051072,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,3,6,0,0,12,17,12,11,0,32,16,24,12,0,46,22,24,3,5,56,104,79,33,18,239,65,82,25,10,185,48,46,18,3,121,27,25,7,0,57,7,24,3,0,36,0,10,0,0,8,49,59,16,6,130,9,9,0,3,12,377,393,133,43,948,0,3,0,0,7,0,3,0,0,4,3,0,0,0,3,0,0,0,0,3,3,3,0,0,9,3,4,7,0,16,10,7,0,0,28,26,19,10,7,60,65,56,16,10,148,66,82,31,10,188,83,68,17,9,173,39,49,15,0,102,40,37,15,4,95,12,18,8,0,38,37,46,15,10,106,7,7,0,0,12,408,402,136,48,991,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4,3,4,0,0,4,8,5,0,0,12
303051073,5,5,0,0,14,3,8,0,3,11,3,11,0,3,11,7,9,7,0,27,11,9,4,3,32,38,41,13,3,94,36,33,11,3,84,46,57,17,7,121,175,205,77,27,483,147,174,61,9,387,88,104,37,19,255,66,92,28,17,202,43,70,31,6,150,14,23,7,8,48,94,155,64,28,345,8,14,3,0,25,779,1003,353,143,2279,5,4,3,3,16,5,0,0,0,7,12,14,0,0,21,3,4,0,0,15,9,8,0,0,16,16,15,3,0,42,38,40,19,7,106,62,66,15,8,147,159,159,59,19,402,156,183,59,22,414,157,145,36,15,357,110,140,49,15,315,119,158,51,14,344,45,78,26,7,153,100,143,65,25,337,15,13,8,0,29,1009,1179,397,136,2714,11,8,0,0,27,9,8,0,0,16,14,12,0,0,25,4,7,0,0,12,20,17,5,4,40,15,18,10,5,45
303051074,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,4,7,0,0,0,12,3,7,0,0,15,22,23,6,8,56,19,21,10,0,45,8,11,3,3,28,10,7,3,3,22,3,3,0,0,7,3,0,0,0,9,12,4,4,5,30,3,0,3,0,9,89,86,43,27,245,3,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,16,5,9,4,0,18,28,34,12,8,85,33,33,11,11,87,36,41,10,4,94,32,33,14,7,86,39,49,8,0,100,11,10,6,0,30,18,19,9,5,48,0,3,0,0,7,214,241,85,40,586,0,4,0,0,7,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
303051075,0,0,0,0,0,0,3,0,0,3,5,3,0,0,6,6,0,0,0,3,3,3,0,0,9,25,35,11,0,64,12,20,5,0,40,30,39,15,4,90,137,230,82,22,475,134,196,70,13,422,104,127,37,11,277,74,95,41,9,230,28,38,23,8,99,11,11,4,3,26,54,96,44,18,205,10,20,11,0,37,637,925,343,90,1991,3,3,3,0,6,0,0,0,0,0,6,4,0,0,11,0,3,0,0,8,8,5,0,0,9,7,9,3,0,20,21,24,6,0,52,34,44,16,4,98,109,130,60,25,325,111,166,76,34,381,181,169,61,18,431,97,162,68,8,340,120,150,53,8,335,33,52,20,3,107,59,116,51,23,242,11,14,0,0,31,789,1057,401,136,2390,8,5,0,0,14,7,4,0,0,8,3,8,0,0,10,3,0,0,0,3,5,4,4,0,15,9,8,5,3,24
303051076,3,0,0,0,7,3,0,0,0,3,0,3,5,5,9,4,3,0,0,5,10,18,4,8,41,20,20,15,3,62,30,24,4,3,65,37,36,11,7,93,101,100,50,20,268,56,40,19,3,115,12,19,11,3,48,8,6,3,0,22,6,6,0,0,9,0,6,0,0,7,39,36,12,15,99,9,4,0,5,17,344,326,145,67,875,3,5,0,0,7,0,0,0,0,3,3,7,0,3,11,4,3,0,4,11,7,5,3,4,13,16,6,12,3,37,12,10,7,13,44,31,23,12,7,79,73,76,19,22,185,52,46,25,10,129,37,37,12,4,89,25,20,7,3,52,13,8,4,0,30,0,0,0,0,3,30,28,14,15,95,8,3,4,0,15,313,283,121,94,812,5,0,3,7,14,0,0,0,0,4,5,0,0,3,7,0,3,0,0,4,11,7,0,3,24,3,0,4,0,14
303061077,0,3,0,0,6,0,3,0,0,9,3,3,3,3,8,5,4,3,3,13,7,4,3,8,17,17,15,7,5,42,8,16,10,3,36,26,21,11,6,62,69,93,31,12,213,75,90,28,7,199,29,49,19,3,99,33,46,20,7,104,20,32,16,3,62,6,7,0,0,13,28,50,25,7,119,4,9,4,3,21,333,435,178,73,1028,3,0,0,0,7,0,0,0,0,0,5,0,0,3,13,3,4,0,0,9,4,7,0,3,10,11,3,10,5,31,19,12,6,5,40,14,12,12,17,57,57,45,26,25,149,49,82,25,17,174,52,63,12,15,139,45,68,31,9,162,47,68,25,8,147,24,31,15,7,77,32,43,14,13,104,6,14,3,3,24,371,460,176,129,1137,8,4,0,3,12,0,3,0,0,3,0,3,0,0,7,0,0,0,0,3,12,0,0,3,14,9,5,5,4,25
303061078,8,10,3,3,21,5,4,0,0,17,3,4,3,0,16,15,7,0,0,20,17,10,0,0,32,29,38,15,12,87,32,40,13,3,83,46,39,18,3,108,153,185,64,29,430,113,137,45,10,302,58,60,23,11,149,35,55,13,3,102,19,17,8,5,51,0,7,0,0,10,62,78,39,19,194,9,7,3,0,14,592,704,257,93,1646,18,5,4,0,22,3,0,0,0,3,3,10,0,3,19,6,9,4,0,18,15,5,3,0,23,15,17,4,12,39,26,47,8,8,90,64,48,6,5,121,131,129,37,20,319,115,120,48,13,298,99,89,16,11,217,69,88,18,4,177,57,69,21,3,152,12,27,13,0,51,52,63,24,8,149,9,3,0,0,10,693,723,213,86,1717,10,3,3,0,19,4,3,0,3,10,8,5,0,0,17,9,3,0,0,11,16,13,7,0,32,22,15,11,0,53
303061079,7,5,0,0,12,7,9,0,0,9,3,6,0,0,11,12,0,0,0,11,13,0,6,0,19,19,13,11,3,44,19,18,6,0,46,20,13,3,0,39,61,59,21,15,158,49,53,17,8,129,37,29,11,6,84,16,33,9,0,61,14,22,16,3,56,6,5,9,0,26,51,63,16,12,149,3,12,4,0,17,339,344,130,62,871,6,5,3,0,8,0,0,0,0,3,4,4,0,0,10,4,3,0,0,9,4,0,3,0,17,19,3,3,0,29,30,13,4,0,51,31,17,5,6,62,57,61,18,8,142,42,30,12,3,88,43,44,9,0,98,38,32,16,4,88,41,35,8,4,88,15,19,7,4,50,37,40,13,12,99,4,4,5,0,15,386,309,110,43,853,3,0,3,0,7,3,0,0,0,4,3,6,0,0,8,3,0,0,0,3,8,6,4,3,20,12,4,0,0,15
303061080,10,11,7,0,26,6,7,3,0,20,11,5,3,0,25,12,14,3,3,30,13,16,3,3,35,57,30,14,8,101,21,27,25,9,83,58,52,9,8,128,168,186,57,26,443,159,149,43,17,367,89,105,32,4,227,52,64,28,9,147,45,63,31,6,144,10,16,4,0,37,108,118,65,35,325,9,10,4,6,28,839,865,325,131,2162,13,7,0,0,19,0,0,3,0,3,11,10,3,3,25,3,9,3,0,14,16,12,4,0,32,19,34,4,3,65,36,23,8,6,71,51,65,19,8,141,174,127,53,11,365,117,123,33,18,288,144,107,28,16,301,57,75,41,7,186,89,95,35,8,220,27,49,22,3,102,90,110,47,18,268,9,3,0,5,20,860,855,302,100,2115,11,7,3,0,22,4,0,3,0,7,12,4,0,0,18,0,4,0,0,4,9,5,8,3,26,33,12,4,3,55
304011081,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,11,9,0,0,21,4,9,3,4,23,14,15,10,0,47,62,93,26,3,187,57,79,18,7,166,52,67,27,4,144,43,57,24,4,126,37,50,20,3,120,12,17,6,0,37,48,71,32,9,156,3,4,3,0,5,354,470,171,42,1039,3,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,3,0,4,3,0,0,0,3,4,4,3,0,15,11,3,3,0,16,15,9,0,0,30,43,49,10,6,103,46,52,11,4,116,44,71,26,5,153,40,77,17,5,148,66,91,36,7,197,49,58,10,8,129,50,39,21,4,118,0,0,3,0,4,380,468,145,52,1044,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5
304011082,0,0,0,0,7,0,0,0,0,3,3,3,0,0,8,3,0,0,0,6,0,0,0,0,3,8,9,4,0,27,16,16,7,0,33,17,23,0,0,46,86,119,26,5,232,85,93,20,11,211,42,63,21,0,133,50,56,18,0,122,32,42,12,3,81,11,13,3,0,20,44,56,22,3,130,0,4,3,0,5,403,495,146,30,1073,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,8,0,0,0,0,3,3,4,0,0,11,9,4,6,0,20,16,10,3,4,35,50,51,28,8,133,60,71,21,8,159,81,80,17,7,178,58,65,19,6,147,55,76,24,3,157,28,37,9,0,67,51,51,12,8,116,3,3,5,0,13,419,461,138,37,1057,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,3,0,0,8,6,3,0,0,13
304011083,3,0,0,0,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,13,5,3,3,0,13,17,4,0,0,25,47,55,22,6,125,30,41,22,3,94,19,38,7,0,70,20,25,3,0,55,8,11,0,4,31,0,3,3,0,12,23,23,9,9,63,3,5,4,0,9,190,231,73,22,517,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,7,0,18,3,12,0,0,16,22,44,7,0,78,42,24,21,3,88,43,43,15,4,102,25,27,11,5,68,36,31,13,0,79,12,13,8,0,33,17,27,3,4,48,0,0,0,0,4,211,227,78,15,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,8,0,0,11
304011084,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,7,0,0,19,15,10,3,0,27,23,19,5,3,50,76,117,26,5,218,81,127,33,8,253,77,92,27,3,197,55,106,32,5,194,52,76,26,0,158,7,22,7,0,33,54,61,29,12,152,4,4,3,0,12,458,645,192,43,1336,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,4,9,6,0,0,12,3,6,0,0,10,14,13,4,0,28,48,50,15,3,121,55,88,26,4,175,77,97,26,0,199,69,129,55,7,257,105,173,50,4,335,47,81,20,0,149,51,66,22,13,154,8,6,0,0,11,495,720,219,41,1470,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,3,0,0,8
304011085,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,13,6,4,0,0,14,12,8,5,0,27,47,51,15,5,110,47,63,20,5,141,27,53,19,0,96,29,47,29,3,109,35,56,17,4,109,8,30,8,0,48,36,62,27,0,127,3,3,4,0,11,255,391,139,27,813,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,9,4,3,3,0,8,3,3,3,4,13,28,25,4,3,59,23,34,18,0,76,32,38,13,3,79,31,58,20,5,109,53,85,18,3,162,29,41,17,0,89,30,44,11,3,94,5,5,0,0,10,242,348,101,24,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3
304021086,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,9,5,0,0,0,12,12,10,4,0,28,17,16,7,3,38,77,96,29,14,219,57,79,37,5,187,58,71,34,3,156,42,106,36,7,193,32,56,22,9,119,12,15,4,5,38,35,59,29,9,137,9,4,3,0,15,362,514,209,51,1149,3,0,0,0,8,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,3,8,0,0,14,7,18,4,0,31,46,59,21,5,136,52,95,35,14,194,68,86,36,5,197,78,126,54,14,271,81,126,51,16,262,32,44,27,6,104,53,73,38,10,171,0,3,0,0,4,437,646,268,64,1418,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,6
304021087,0,3,0,0,8,0,0,0,0,0,3,3,0,0,3,6,3,0,0,6,0,0,0,0,0,7,6,0,0,11,3,5,3,3,10,5,5,3,0,16,24,35,20,4,82,44,47,31,3,119,26,56,18,7,106,52,100,36,13,204,59,94,43,10,214,37,52,34,8,131,40,73,48,14,176,3,10,3,0,16,312,493,236,62,1110,0,3,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,3,0,8,6,4,3,0,19,22,11,8,3,40,14,28,16,3,59,34,28,23,6,94,52,87,50,23,220,78,122,48,11,258,49,99,41,19,203,38,84,30,12,162,0,4,0,0,12,313,480,229,76,1092,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
304021088,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,4,0,0,16,5,3,3,0,14,12,13,10,0,31,73,74,18,7,176,74,86,35,5,200,69,81,35,3,187,76,152,61,16,299,83,118,38,7,244,33,49,24,10,110,88,114,51,12,259,0,4,0,0,9,526,690,278,53,1546,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,13,3,4,3,0,15,12,6,5,0,19,33,28,15,3,77,47,46,21,0,119,60,59,22,0,140,86,146,60,9,298,133,185,52,15,382,64,129,29,12,231,78,96,48,7,226,3,5,0,0,8,523,718,257,48,1541,0,0,0,0,3,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3
304021089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,3,5,0,0,10,8,0,0,3,11,11,24,9,0,41,22,39,11,0,69,14,40,6,0,68,21,49,20,0,91,20,52,20,9,109,12,22,16,7,54,23,38,22,11,87,0,3,0,0,3,130,280,101,27,543,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,9,3,0,0,14,16,16,11,0,40,14,15,10,0,37,25,71,26,7,133,46,90,31,9,174,25,66,28,3,115,22,38,27,4,86,0,3,0,0,7,162,308,134,26,631,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
304021090,0,3,0,0,3,0,0,0,0,5,0,0,0,0,3,3,3,0,0,4,7,3,0,0,4,11,5,0,0,16,9,10,4,0,26,6,10,6,0,28,67,78,19,8,177,61,89,20,3,180,48,71,27,4,140,49,71,23,4,153,51,62,26,0,144,24,26,5,0,57,52,82,30,7,170,6,4,0,0,11,392,517,175,31,1119,0,3,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,9,3,0,0,10,4,0,0,0,3,3,5,0,0,6,12,10,3,0,20,34,39,11,3,86,32,57,19,9,122,46,67,20,4,135,58,129,42,6,229,84,140,37,7,262,35,60,19,4,119,46,69,29,6,151,4,0,3,3,10,373,586,179,36,1169,3,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,3,3,0,0,5
