SA2_MAINCODE_2016,C06_Se_h_NPUR_1,C06_Se_h_NPUR_2,C06_Se_h_NPUR_3,C06_Se_h_NPUR_4,C06_Se_h_NPUR_5,C06_Se_h_NPUR_6more,C06_Se_h_Tot,C06_SDRTHT1S_NPUR_1,C06_SDRTHT1S_NPUR_2,C06_SDRTHT1S_NPUR_3,C06_SDRTHT1S_NPUR_4,C06_SDRTHT1S_NPUR_5,C06_SDRTHT1S_NPUR_6mo,C06_SDRTHT1S_To,C06_SDRTHT2S_NPUR_1,C06_SDRTHT2S_NPUR_2,C06_SDRTHT2S_NPUR_3,C06_SDRTHT2S_NPUR_4,C06_SDRTHT2S_NPUR_5,C06_SDRTHT2S_NPUR_6mo,C06_SDRTHT2S_To,C06_SDRTHT_NPUR_1,C06_SDRTHT_NPUR_2,C06_SDRTHT_NPUR_3,C06_SDRTHT_NPUR_4,C06_SDRTHT_NPUR_5,C06_SDRTHT_NPUR_6mor,C06_SDRTHT_Tot,C06_FUA_1_2SB_NPUR_1,C06_FUA_1_2SB_NPUR_2,C06_FUA_1_2SB_NPUR_3,C06_FUA_1_2SB_NPUR_4,C06_FUA_1_2SB_NPUR_5,C06_FUA_1_2SB_NPUR_6mor,C06_FUA_1_2SB_Tot,C06_FUA_I_a_3SB_NPUR_1,C06_FUA_I_a_3SB_NPUR_2,C06_FUA_I_a_3SB_NPUR_3,C06_FUA_I_a_3SB_NPUR_4,C06_FUA_I_a_3SB_NPUR_5,C06_FUA_I_a_3SB_NPUR_6m,C06_FUA_In_a_3SB_To,C06_FUA_4mor_s_b_NPUR_1,C06_FUA_4mor_s_b_NPUR_2,C06_FUA_4mor_s_b_NPUR_3,C06_FUA_4mor_s_b_NPUR_4,C06_FUA_4mor_s_b_NPUR_5,C06_FUA_4m_s_b_NPUR_6mor,C06_FUA_4mor_st_bl_Tot,C06_FUA_AH_NPUR_1,C06_FUA_AH_NPUR_2,C06_FUA_AH_NPUR_3,C06_FUA_AH_NPUR_4,C06_FUA_AH_NPUR_5,C06_FUA_AH_NPUR_6mo,C06_FUA_AH_Tot,C06_FUA_To_NPUR_1,C06_FUA_To_NPUR_2,C06_FUA_To_NPUR_3,C06_FUA_To_NPUR_4,C06_FUA_To_NPUR_5,C06_FUA_To_NPUR_6mo,C06_FUA_To_To,C06_OD_CCH_NPUR_1,C06_OD_CCH_NPUR_2,C06_OD_CCH_NPUR_3,C06_OD_CCH_NPUR_4,C06_OD_CCH_NPUR_5,C06_OD_CCH_NPUR_6mo,C06_OD_CCH_Tot,C06_OD_IHTSO_NPUR_1,C06_OD_IHTSO_NPUR_2,C06_OD_IHTSO_NPUR_3,C06_OD_IHTSO_NPUR_4,C06_OD_IHTSO_NPUR_5,C06_OD_IHTSO_NPUR_6mo,C06_OD_IHTSO_Tot,C06_OD_H_f_a_s_o_NPUR_1,C06_OD_H_f_a_s_o_NPUR_2,C06_OD_H_f_a_s_o_NPUR_3,C06_OD_H_f_a_s_o_NPUR_4,C06_OD_H_f_a_s_o_NPUR_5,C06_OD_H_f_a_s_o_NPUR_6mor,C06_OD_H_f_a_s_o_TO,C06_OD_Tot_NPUR_1,C06_OD_Tot_NPUR_2,C06_OD_Tot_NPUR_3,C06_OD_Tot_NPUR_4,C06_OD_Tot_NPUR_5,C06_OD_Tot_NPUR_6mor,C06_OD_T_T,C06_DS_ns_NPUR_1,C06_DS_ns_NPUR_2,C06_DS_ns_NPUR_3,C06_DS_ns_NPUR_4,C06_DS_ns_NPUR_5,C06_DS_ns_NPUR_6more,C06_Dwg_st_NS_T,C06_Tot_NPUR_1,C06_Tot_NPUR_2,C06_Tot_NPUR_3,C06_Tot_NPUR_4,C06_Tot_NPUR_5,C06_Tot_NPUR_6more,C06_T_T,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_S_r_t_h_t_1_s_NPUR_1,C11_S_r_t_h_t_1_s_NPUR_2,C11_S_r_t_h_t_1_s_NPUR_3,C11_S_r_t_h_t_1_s_NPUR_4,C11_S_r_t_h_t_1_s_NPUR_5,C11_S_r_t_h_t_1_s_NPUR_6mo,C11_SDRTHTS_To,C11_S_r_t_h_t_2mor_s_NPUR_1,C11_S_r_t_h_t_2mor_s_NPUR_2,C11_S_r_t_h_t_2mor_s_NPUR_3,C11_S_r_t_h_t_2mor_s_NPUR_4,C11_S_r_t_h_t_2mor_s_NPUR_5,C11_SDRTHT2S_NPUR_6mo,C11_SDRTHT2S_To,C11_Sd_r_t_h_t_To_NPUR_1,C11_Sd_r_t_h_t_To_NPUR_2,C11_Sd_r_t_h_t_To_NPUR_3,C11_Sd_r_t_h_t_To_NPUR_4,C11_Sd_r_t_h_t_To_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_Sd_r_t_h_t_To_Tot,C11_Fl_u_a_1_2SB_NPUR_1,C11_Fl_u_a_1_2SB_NPUR_2,C11_Fl_u_a_1_2SB_NPUR_3,C11_Fl_u_a_1_2SB_NPUR_4,C11_Fl_u_a_1_2SB_NPUR_5,C11_F_u_a_1_2SB_NPUR_6mor,C11_FUA_1_2SB_Tot,C11_F_u_a_I_a_3SB_NPUR_1,C11_F_u_a_I_a_3SB_NPUR_2,C11_F_u_a_I_a_3SB_NPUR_3,C11_F_u_a_I_a_3SB_NPUR_4,C11_F_u_a_I_a_3SB_NPUR_5,C11_F_u_a_I_a_3SB_NPUR_6m,C11_FUA_In_a_3_st_b_To,C11_F_u_a_4mor_s_b_NPUR_1,C11_F_u_a_4mor_s_b_NPUR_2,C11_F_u_a_4mor_s_b_NPUR_3,C11_F_u_a_4mor_s_b_NPUR_4,C11_F_u_a_4mor_s_b_NPUR_5,C11_F_u_a_4m_s_b_NPUR_6mor,C11_FUA_4mor_st_bl_Tot,C11_FUA_AH_NPUR_1,C11_FUA_AH_NPUR_2,C11_FUA_AH_NPUR_3,C11_FUA_AH_NPUR_4,C11_FUA_AH_NPUR_5,C11_FUA_AH_NPUR_6mo,C11_FUA_AH_Tot,C11_FUA_To_NPUR_1,C11_FUA_To_NPUR_2,C11_FUA_To_NPUR_3,C11_FUA_To_NPUR_4,C11_FUA_To_NPUR_5,C11_FUA_To_NPUR_6mo,C11_FUA_To_To,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mo,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mo,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_TO,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_T_T,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4
212041313,358,961,566,744,287,71,2976,177,147,25,14,4,4,373,5,22,15,4,0,0,49,186,170,40,27,5,4,420,54,41,9,4,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,37,9,4,0,0,100,41,3,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,49,0,0,0,0,0,0,0,637,1171,611,770,290,70,3553,480,1022,577,718,285,72,3157,108,90,14,11,3,3,224,11,12,6,9,0,0,30,112,101,19,20,4,3,263,103,58,13,3,3,4,189,0,0,0,0,0,0,0,14,5,0,0,0,0,20,0,0,0,0,0,0,0,119,64,13,4,3,4,211,52,5,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,3,0,0,0,59,0,0,0,0
212041314,541,1260,986,1004,490,315,4597,199,110,44,39,17,7,428,7,32,36,57,20,16,167,202,141,83,100,39,22,595,23,27,17,8,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,17,8,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,777,1424,1089,1107,534,340,5276,698,1357,1072,1233,587,375,5324,99,186,139,134,52,21,632,18,29,25,25,21,5,125,116,218,165,155,71,29,757,54,29,7,3,0,0,87,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30,5,5,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,4,0,3,3,0
212041316,375,732,495,429,216,101,2352,77,64,17,14,6,3,181,5,3,4,3,0,0,9,81,65,22,22,6,3,192,15,18,3,0,0,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,19,18,3,0,0,0,48,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,474,821,520,454,223,107,2600,417,775,481,394,193,124,2384,22,4,0,3,0,0,35,4,0,0,3,0,0,14,30,5,3,7,0,0,44,43,45,17,16,0,0,128,12,0,4,0,0,0,18,12,0,0,0,0,0,13,3,0,0,0,0,0,3,65,49,20,18,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0
212041317,811,1217,812,816,444,400,4499,61,53,23,26,7,5,175,7,11,9,7,5,0,39,68,58,38,29,15,11,210,519,346,207,128,57,40,1303,55,12,0,0,0,0,71,3,0,0,0,0,0,4,9,6,3,3,0,0,25,588,366,208,135,60,40,1405,100,9,0,0,0,0,113,0,0,0,0,0,0,0,4,0,0,0,0,0,6,102,14,0,0,0,0,123,0,0,0,0,0,0,0,1565,1658,1058,980,522,445,6236,738,1211,858,822,513,478,4625,146,159,108,98,35,28,572,30,46,41,19,12,9,161,179,209,145,123,51,33,733,319,236,135,94,48,28,858,71,30,0,0,3,0,107,24,14,8,4,3,0,49,3,3,0,0,0,0,7,417,274,144,100,50,28,1015,91,12,0,0,0,0,102,0,0,0,0,0,0,0,4,4,0,3,0,0,15,91,15,0,3,0,0,115,3,0,0,0
212041318,329,739,552,590,365,301,2880,79,68,24,8,8,3,201,7,14,7,9,3,0,37,87,85,31,22,16,4,240,155,113,67,44,22,11,411,3,0,3,0,0,0,7,9,9,7,6,3,3,37,0,0,0,0,0,0,0,171,124,80,48,25,10,454,24,5,0,0,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,7,24,5,0,0,0,0,36,0,0,0,0,0,0,0,618,958,663,654,404,315,3606,383,743,579,613,373,296,2976,74,69,40,30,5,11,231,18,33,24,24,14,9,114,88,104,64,51,25,13,347,98,83,67,35,18,13,310,4,6,6,4,0,0,17,9,6,6,0,0,0,22,0,0,0,0,0,0,0,115,95,77,38,23,13,358,34,3,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,3,3,0,0,0,47,0,0,0,0
212041459,410,578,331,261,121,106,1804,197,114,64,30,5,4,412,23,14,8,3,0,0,45,214,124,71,34,8,4,465,709,508,200,116,37,21,1590,7,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,714,507,202,116,37,21,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,1345,1212,606,418,163,130,3873,393,542,297,243,140,141,1757,182,177,81,50,10,6,514,57,77,54,46,16,11,259,238,251,136,98,29,15,769,698,495,249,139,50,23,1652,10,10,5,3,0,0,27,57,30,22,15,4,5,137,0,0,0,0,0,0,3,763,534,277,161,60,22,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,8,0,0,0,0
212041460,707,1208,768,730,390,284,4074,65,44,21,15,6,4,156,29,31,13,11,3,0,88,94,71,32,24,13,4,244,532,354,185,124,39,17,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,530,356,186,125,41,17,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1334,1638,983,879,440,306,5576,684,1195,759,717,383,323,4067,63,68,32,19,13,7,193,8,12,7,7,3,0,35,72,79,36,28,17,5,228,494,362,219,140,56,18,1292,36,16,13,6,0,0,81,76,60,27,12,6,4,188,3,0,4,0,0,0,9,613,438,265,165,66,20,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
212051319,926,1446,814,774,258,135,4349,157,145,53,37,8,0,395,25,59,46,17,4,4,152,180,204,94,56,11,4,552,339,249,115,71,20,3,788,6,7,3,4,0,0,18,0,0,0,0,0,0,0,7,4,0,0,0,0,10,349,257,117,75,16,3,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,0,24,8,3,3,0,5,0,21,0,0,0,0,0,0,0,1466,1910,1027,909,295,137,5744,900,1295,857,854,284,149,4346,264,246,134,64,9,8,724,78,152,96,82,23,3,427,342,391,233,143,31,13,1149,130,104,39,29,7,3,313,5,8,6,0,0,0,26,6,3,3,6,0,0,19,32,26,7,11,0,0,73,175,141,56,38,8,3,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,15,4,7,0,0,0,0,15,0,0,0,0
212051320,622,885,518,446,196,123,2794,145,205,120,98,39,10,614,39,39,63,63,17,6,228,178,244,183,160,53,21,844,340,474,325,215,57,23,1434,39,85,12,13,3,0,150,48,25,0,0,0,0,79,0,0,0,0,0,0,0,436,580,338,231,61,23,1663,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,4,0,5,0,3,4,0,3,0,13,0,0,0,0,0,0,0,1235,1716,1045,838,312,166,5315,678,890,606,531,235,157,3098,157,218,148,120,37,15,698,72,97,106,95,41,12,425,235,317,257,215,76,30,1127,285,397,249,166,74,28,1191,53,75,15,0,0,0,141,75,61,15,6,0,0,159,3,3,3,3,0,0,13,414,535,284,173,70,24,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3
212051321,825,2082,1129,1462,542,183,6220,171,113,44,27,3,0,351,11,32,22,21,3,3,97,180,142,65,46,9,7,446,261,124,36,41,9,5,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,6,263,132,36,41,9,5,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,1272,2355,1229,1554,557,196,7156,872,2086,1085,1421,534,192,6197,282,136,52,39,11,10,537,25,39,38,39,12,3,148,306,179,92,81,23,11,684,89,74,54,32,17,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,74,54,32,17,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
212051322,766,1632,925,1113,423,156,5021,142,143,73,49,6,8,414,36,98,68,55,10,5,272,179,235,139,103,18,9,681,79,82,32,27,3,0,227,5,6,4,3,3,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,7,93,90,38,33,11,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1039,1963,1108,1245,451,164,5969,759,1417,878,1099,391,146,4687,140,187,106,84,24,8,554,69,134,127,127,38,16,499,209,315,228,214,59,23,1049,124,125,72,64,14,3,401,9,20,3,14,0,0,45,26,29,14,5,0,0,73,0,3,0,0,0,0,0,154,178,87,82,14,3,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,0,0,0,6,0,0,3,0
212051323,715,1500,774,911,301,110,4314,138,170,48,32,4,0,397,40,35,23,7,10,0,123,174,206,71,44,17,3,517,101,117,40,24,7,0,300,4,3,0,0,0,0,14,0,0,3,0,3,0,7,6,3,3,0,0,0,8,115,128,50,24,11,0,330,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,3,0,0,3,21,6,5,3,4,0,3,19,0,0,0,0,0,0,0,1013,1840,899,984,326,114,5177,721,1428,794,953,333,121,4352,148,138,77,48,3,4,419,31,81,54,51,14,5,230,176,216,130,100,17,7,648,162,128,48,27,7,0,383,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,5,171,130,53,34,11,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,5,3,0,0,0
212051324,870,1774,869,933,347,125,4922,216,225,72,37,9,8,573,6,21,13,8,3,0,51,226,248,84,42,16,8,618,192,163,62,33,11,3,465,0,0,0,0,0,0,6,3,0,0,0,0,0,4,3,0,0,0,0,0,8,199,167,62,40,11,3,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,0,0,0,0,0,0,0,1289,2189,1023,1017,370,139,6024,945,1663,871,1007,369,137,4992,178,180,65,51,14,3,483,34,91,50,44,23,9,255,214,276,116,90,39,11,738,161,180,72,57,17,8,491,6,8,0,0,0,0,19,18,14,3,3,0,0,43,0,0,0,0,0,0,3,187,202,77,63,18,8,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,4,5,0,0,0,0,8,0,0,0,0
212051325,804,1730,1096,1070,404,151,5260,82,72,15,13,0,0,185,28,48,4,11,0,0,93,110,118,22,22,4,0,275,12,8,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,0,4,0,0,0,0,0,0,0,930,1861,1118,1099,401,154,5567,940,1908,1171,1155,446,164,5785,46,35,5,7,0,0,98,29,66,41,26,6,0,172,73,101,52,39,6,0,273,57,51,25,18,4,3,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,57,51,25,18,4,3,148,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,0,0,11,0,8,0,4,0,0,9,0,0,0,0
212051326,1010,1731,1033,934,376,135,5212,168,191,87,72,18,5,547,22,57,38,34,19,4,174,194,247,126,107,32,8,715,264,325,135,78,29,6,839,5,15,0,0,0,0,24,4,6,4,4,0,0,21,0,0,0,0,0,0,3,277,345,146,82,29,6,891,0,0,5,0,0,0,11,0,0,0,0,0,0,0,6,5,4,3,0,0,20,13,8,4,0,0,0,31,0,0,0,0,0,0,0,1490,2335,1308,1127,443,153,6845,1027,1574,1024,1110,418,168,5317,58,94,59,40,10,4,257,24,48,41,28,7,0,149,78,139,97,64,19,9,406,396,445,246,150,55,20,1310,36,57,7,0,0,0,102,19,16,8,0,0,0,42,0,0,0,0,0,0,4,454,524,263,152,55,17,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6,4,0,0,27,7,13,6,4,0,0,27,0,0,0,0
212051327,614,1993,1265,1446,552,195,6078,204,88,12,5,0,0,317,6,11,13,9,4,0,48,208,97,24,21,8,0,361,16,23,11,7,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,10,18,33,9,5,3,0,76,0,3,0,0,0,0,10,0,0,0,3,3,0,6,4,0,0,0,0,0,3,4,5,4,5,4,0,17,0,3,0,0,0,0,3,851,2134,1309,1480,564,196,6533,728,2094,1220,1449,484,177,6160,24,18,13,3,0,0,58,6,14,6,9,0,0,44,31,34,17,14,0,0,99,174,82,15,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,174,85,15,3,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0
213011328,469,552,291,250,111,72,1743,24,28,13,6,0,3,79,9,12,9,0,0,0,26,29,41,22,9,0,3,100,288,162,67,23,12,5,556,10,5,4,3,0,0,26,0,0,0,0,0,0,3,3,0,0,0,0,0,3,302,172,73,31,12,5,589,23,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,28,0,0,0,0,0,0,0,825,757,383,288,121,84,2456,498,569,297,258,133,81,1838,29,21,16,12,7,8,83,16,16,13,14,4,0,69,45,40,25,21,15,8,153,244,198,87,46,18,4,591,15,15,10,9,0,3,46,7,5,3,0,0,0,16,3,4,4,0,0,0,7,265,225,103,59,18,8,669,28,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,4,31,0,0,0,0,0,35,0,0,0,0
213011329,110,216,229,306,204,143,1213,13,31,34,43,19,10,152,31,71,60,58,34,24,273,40,108,93,96,51,32,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,153,321,321,407,257,172,1637,203,367,474,633,326,211,2212,0,0,3,0,0,0,5,34,50,42,51,22,10,207,34,50,45,54,24,10,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011330,623,1117,736,708,330,184,3704,137,177,129,106,59,25,632,8,18,8,14,10,0,59,141,193,138,122,70,22,686,67,50,28,23,8,3,180,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,67,51,27,23,11,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,0,836,1358,905,850,414,218,4582,1008,1968,1334,1236,616,409,6569,27,27,29,10,9,6,117,16,16,15,17,3,4,73,41,48,45,30,14,13,190,117,97,56,33,13,11,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,97,56,33,13,11,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
213011331,187,336,312,466,218,115,1633,88,136,142,193,94,43,693,14,13,12,25,15,6,83,99,149,154,213,107,48,771,36,44,22,16,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,22,16,0,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,527,483,697,329,174,2532,314,544,491,606,292,147,2393,23,15,13,8,3,0,60,0,5,8,4,0,0,11,24,22,14,12,3,0,79,52,13,9,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,9,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011332,421,963,805,931,400,218,3735,67,124,74,87,44,17,415,7,11,12,17,8,5,56,72,140,84,106,50,21,466,46,42,26,12,3,3,123,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,26,13,3,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,1148,909,1045,459,245,4339,516,1197,824,877,378,223,4012,31,26,15,14,3,0,88,17,31,26,16,11,3,99,47,58,37,30,16,6,193,38,39,14,15,8,3,115,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,11,13,8,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0
213011333,467,1023,884,887,413,261,3938,43,74,71,49,30,11,268,0,3,5,0,0,0,5,41,78,71,54,30,11,280,25,23,21,9,8,0,78,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,29,29,16,9,8,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,1126,974,942,445,270,4302,595,1203,834,761,380,275,4041,16,32,13,24,13,6,98,4,12,8,12,5,3,39,19,41,18,35,17,3,137,25,21,19,9,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,19,9,5,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0
213011334,893,1514,914,835,433,265,4859,181,205,100,58,36,16,599,27,27,20,12,4,0,87,206,230,125,66,37,16,680,231,180,100,70,28,17,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,229,184,103,70,30,17,641,4,3,0,0,0,0,8,3,0,0,0,0,0,5,10,0,6,0,0,0,13,15,4,7,3,0,0,28,0,0,0,0,0,0,0,1346,1928,1146,986,507,301,6210,992,1454,910,783,455,323,4916,106,127,61,35,22,10,356,17,29,24,23,8,4,110,128,160,80,62,27,13,471,244,238,156,84,41,25,780,32,34,13,10,6,4,97,74,41,12,8,0,3,141,8,0,7,0,0,0,15,356,310,187,105,47,27,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,4,0,0,0,0,0,8,0,0,0,0
213011335,639,1179,864,841,444,280,4246,53,33,19,12,3,0,118,3,7,5,4,4,0,21,58,45,23,21,7,0,140,254,182,99,58,11,8,619,9,3,4,3,0,0,13,5,3,0,0,0,0,10,0,0,0,0,0,0,3,268,185,103,65,16,8,642,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,11,0,7,0,3,0,0,9,0,0,0,0,0,0,0,963,1415,987,925,467,294,5045,773,1244,853,814,480,325,4491,57,21,22,4,3,0,113,3,4,11,6,4,0,31,60,28,29,9,11,0,143,144,131,81,49,12,10,427,4,7,0,5,3,0,13,9,9,8,5,0,0,30,0,0,0,0,0,0,0,156,141,93,50,19,9,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,0,8,0,0,0,0
