SA2_MAINCODE_2016,C06_CF_BPT_1000_1499,C06_CF_BPT_1500_1999,C06_CF_BPT_2000_2499,C06_CF_BPT_2500_2999,C06_CF_BPT_3000_3999,C06_CF_BPT_4000m,C06_CF_BPT_Ns,C06_CF_BPT_T,C06_CF_1F1P_N,C06_CF_1F1P_1_149,C06_CF_1F1P_150_299,C06_CF_1F1P_300_399,C06_CF_1F1P_400_499,C06_CF_1F1P_500_649,C06_CF_1F1P_650_799,C06_CF_1F1P_800_999,C06_CF_1F1P_1000_1499,C06_CF_1F1P_1500_1999,C06_CF_1F1P_2000_2499,C06_CF_1F1P_2500_2999,C06_CF_1F1P_3000_3999,C06_CF_1F1P_4000m,C06_CF_1F1P_Ns,C06_CF_1F1P_T,C06_CF_1E1A_N,C06_CF_1E1A_1_149,C06_CF_1E1A_150_299,C06_CF_1E1A_300_399,C06_CF_1E1A_400_499,C06_CF_1E1A_500_649,C06_CF_1E1A_650_799,C06_CF_1E1A_800_999,C06_CF_1E1A_1000_1499,C06_CF_1E1A_1500_1999,C06_CF_1E1A_2000_2499,C06_CF_1E1A_2500_2999,C06_CF_1E1A_3000_3999,C06_CF_1E1A_4000_mr,C06_CF_1E1A_Ns,C06_CF_1E1A_T,C06_CF_1F1NW_N,C06_CF_1F1NW_1_149,C06_CF_1F1NW_150_299,C06_CF_1F1NW_300_399,C06_CF_1F1NW_400_499,C06_CF_1F1NW_500_649,C06_CF_1F1NW_650_799,C06_CF_1F1NW_800_999,C06_CF_1F1NW_1000_1499,C06_CF_1F1NW_1500_1999,C06_CF_1F1NW_2000_2499,C06_CF_1F1NW_2500_2999,C06_CF_1F1NW_3000_3999,C06_CF_1F1NW_4000mo,C06_CF_1F1NW_Ns,C06_CF_1F1NW_Tot,C06_CF_1P1NW_N,C06_CF_1P1NW_1_149,C06_CF_1P1NW_150_299,C06_CF_1P1NW_300_399,C06_CF_1P1NW_400_499,C06_CF_1P1NW_500_649,C06_CF_1P1NW_650_799,C06_CF_1P1NW_800_999,C06_CF_1P1NW_1000_1499,C06_CF_1P1NW_1500_1999,C06_CF_1P1NW_2000_2499,C06_CF_1P1NW_2500_2999,C06_CF_1P1NW_3000_3999,C06_CF_1P1NW_4000_mr,C06_CF_1P1NW_Ns,C06_CF_1P1NW_T,C06_CF_1A1NW_N,C06_CF_1A1NW_1_149,C06_CF_1A1NW_150_299,C06_CF_1A1NW_300_399,C06_CF_1A1NW_400_499,C06_CF_1A1NW_500_649,C06_CF_1A1NW_650_799,C06_CF_1A1NW_800_999,C06_CF_1A1NW_1000_1499,C06_CF_1A1NW_1500_1999,C06_CF_1A1NW_2000_2499,C06_CF_1A1NW_2500_2999,C06_CF_1A1NW_3000_3999,C06_CF_1A1NW_4000m,C06_CF_1A1NW_Ns,C06_CF_1A1NW_T,C06_CF_BA_N,C06_CF_BA_1_149,C06_CF_BA_150_299,C06_CF_BA_300_399,C06_CF_BA_400_499,C06_CF_BA_500_649,C06_CF_BA_650_799,C06_CF_BA_800_999,C06_CF_BA_1000_1499,C06_CF_BA_1500_1999,C06_CF_BA_2000_2499,C06_CF_BA_2500_2999,C06_CF_BA_3000_3999,C06_CF_BA_4000_more,C06_CF_BA_Ns,C06_fc_BA_Tot,C06_CF_BNW_N,C06_CF_BNW_1_149,C06_CF_BNW_150_299,C06_CF_BNW_300_399,C06_CF_BNW_400_499,C06_CF_BNW_500_649,C06_CF_BNW_650_799,C06_CF_BNW_800_999,C06_CF_BNW_1000_1499,C06_CF_BNW_1500_1999,C06_CF_BNW_2000_2499,C06_CF_BNW_2500_2999,C06_CF_BNW_3000_3999,C06_CF_BNW_4000_more,C06_CF_BNW_Ns,C06_CF_BNW_Tot,C06_CF_LFns_N,C06_CF_LFns_1_149,C06_CF_LFns_150_299,C06_CF_LFns_300_399,C06_CF_LFns_400_499,C06_CF_LFns_500_649,C06_CF_LFns_650_799,C06_CF_LFns_800_999,C06_CF_LFns_1000_1499,C06_CF_LFns_1500_1999,C06_CF_LFns_2000_2499,C06_CF_LFns_2500_2999,C06_CF_LFns_3000_3999,C06_CF_LFns_4000_more,C06_CF_LFns_Ns,C06_CF_LFns_Tot,C06_CF_Tot_N,C06_CF_Tot_1_149,C06_CF_Tot_150_299,C06_CF_Tot_300_399,C06_CF_Tot_400_499,C06_CF_Tot_500_649,C06_CF_Tot_650_799,C06_CF_Tot_800_999,C06_CF_Tot_1000_1499,C06_CF_Tot_1500_1999,C06_CF_Tot_2000_2499,C06_CF_Tot_2500_2999,C06_CF_Tot_3000_3999,C06_CF_Tot_4000_more,C06_CF_TFI_Ns,C06_CF_T_T,C06_1PF_F_N,C06_1PF_F_1_149,C06_1PF_F_150_299,C06_1PF_F_300_399,C06_1PF_F_400_499,C06_1PF_F_500_649,C06_1PF_F_650_799,C06_1PF_F_800_999,C06_1PF_F_1000_1499,C06_1PF_F_1500_1999,C06_1PF_F_2000_2499,C06_1PF_F_2500_2999,C06_1PF_F_3000_3999,C06_1PF_F_4000_more,C06_1PF_F_Ns,C06_1PF_F_T,C06_1PF_P_N,C06_1PF_P_1_149,C06_1PF_P_150_299,C06_1PF_P_300_399,C06_1PF_P_400_499,C06_1PF_P_500_649,C06_1PF_P_650_799,C06_1PF_P_800_999,C06_1PF_P_1000_1499,C06_1PF_P_1500_1999,C06_1PF_P_2000_2499,C06_1PF_P_2500_2999,C06_1PF_P_3000_3999,C06_1PF_P_4000_more,C06_1PF_P_Ns,C06_1PF_P_T,C06_1PF_A_N,C06_1PF_A_1_149,C06_1PF_A_150_299,C06_1PF_A_300_399,C06_1PF_A_400_499,C06_1PF_A_500_649,C06_1PF_A_650_799,C06_1PF_A_800_999,C06_1PF_A_1000_1499,C06_1PF_A_1500_1999,C06_1PF_A_2000_2499,C06_1PF_A_2500_2999,C06_1PF_A_3000_3999,C06_1PF_A_4000_more,C06_1PF_A_Ns,C06_1PF_A_T
121031409,10,6,7,8,20,10,11,81,0,0,0,0,0,3,0,13,33,58,76,135,251,85,70,718,0,0,0,0,0,0,0,0,5,5,14,18,23,17,10,90,0,0,0,0,0,3,10,9,43,45,19,264,65,41,60,565,0,3,0,0,0,8,4,5,0,10,9,13,16,4,15,80,0,0,0,0,0,0,0,0,4,0,3,11,9,3,13,35,0,0,0,0,0,0,0,0,5,4,3,0,10,3,10,29,3,3,0,0,7,7,3,4,24,15,11,8,12,6,23,129,0,0,0,0,0,0,0,0,0,3,0,3,0,0,170,178,7,3,3,3,9,25,25,35,141,161,175,519,539,329,433,2410,0,0,0,0,0,3,3,5,30,21,7,23,4,3,18,120,0,0,0,0,0,9,3,12,20,11,0,4,6,0,12,77,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,13
121031410,5,12,13,13,19,13,10,94,0,0,0,3,0,6,3,6,52,78,91,194,288,102,115,939,0,0,0,0,0,0,0,0,10,15,5,15,17,10,13,80,0,0,0,0,0,8,12,9,49,58,22,278,79,36,56,607,0,0,0,0,0,3,9,3,12,10,10,13,11,3,5,78,0,0,0,0,0,0,3,0,3,3,0,14,4,0,3,34,0,0,0,0,0,0,0,0,3,3,3,6,3,3,12,28,3,6,5,0,4,7,3,8,31,21,18,15,10,5,20,155,0,0,0,0,0,0,0,0,0,0,0,3,3,0,183,191,8,6,7,3,7,31,29,38,194,225,229,608,595,319,498,2794,0,0,0,0,0,3,5,11,30,17,6,21,14,0,14,121,0,0,0,3,0,18,10,5,23,5,8,6,4,0,17,92,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,12
121031411,18,13,10,9,12,3,13,92,0,0,0,0,0,5,0,15,57,90,78,152,229,84,63,777,0,0,0,0,0,0,3,0,10,9,5,14,16,17,15,87,0,0,0,0,0,4,10,10,56,60,18,253,58,33,51,561,0,0,0,0,0,8,9,3,15,7,14,13,11,7,14,99,0,0,0,0,0,0,0,0,9,0,0,12,4,4,3,31,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,16,4,3,4,3,7,8,3,7,22,28,20,17,8,3,28,165,0,0,0,0,0,0,0,0,4,0,0,3,0,0,187,191,13,3,4,4,4,32,25,38,199,240,201,523,510,297,428,2526,0,0,0,0,0,0,10,18,45,18,15,26,3,3,28,167,0,0,0,3,0,24,6,5,18,16,3,3,4,0,11,100,0,0,0,0,0,0,3,0,4,3,0,0,0,0,3,17
121031412,8,11,4,8,12,15,9,61,0,0,0,0,0,5,0,3,42,63,63,119,248,93,100,727,0,0,0,0,0,0,0,0,3,9,7,16,21,10,13,83,0,0,0,0,0,4,12,12,39,30,22,253,70,37,67,549,0,0,0,0,0,0,3,5,5,8,9,14,24,7,8,91,0,0,0,0,0,0,0,4,4,7,3,18,4,3,3,43,0,0,0,0,0,0,0,0,0,4,4,0,5,6,3,21,4,3,0,0,4,8,6,3,17,24,8,18,12,8,12,134,0,0,0,0,0,0,0,0,0,0,0,3,0,0,202,209,7,8,3,7,7,22,31,27,139,177,154,507,520,331,507,2434,0,0,0,0,0,0,5,13,31,23,8,26,9,0,23,134,0,0,0,3,0,8,13,12,21,7,6,8,0,0,12,94,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16
121041413,9,3,0,3,0,8,5,33,0,0,0,0,0,7,3,3,30,37,35,78,148,67,31,441,0,0,0,0,0,0,0,0,5,8,3,8,27,29,10,83,0,0,0,0,0,4,12,8,42,36,8,166,40,25,28,373,0,0,0,0,0,0,0,4,7,6,11,5,4,5,6,54,0,0,0,0,0,0,0,0,3,0,0,10,3,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,14,3,0,0,0,0,3,0,0,14,6,3,9,3,0,12,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,117,124,5,4,4,3,3,16,22,22,114,120,94,304,288,257,232,1495,0,0,0,3,0,4,4,24,59,16,15,36,10,3,31,219,0,0,0,4,0,14,13,17,14,7,7,5,3,0,22,116,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6
121041414,6,0,3,5,9,3,3,33,0,0,0,0,0,0,0,5,18,27,41,51,78,40,14,283,0,0,0,0,0,3,0,0,8,4,8,15,21,11,4,80,0,0,3,0,0,7,9,13,38,35,8,101,23,16,10,259,0,3,0,0,0,0,3,3,7,9,6,3,3,3,3,45,0,0,0,0,0,0,0,3,0,0,3,3,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,4,6,3,9,6,3,3,3,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80,10,4,10,4,3,24,19,35,104,113,104,212,204,146,138,1115,0,0,0,0,0,8,15,6,55,33,6,32,17,0,36,212,0,0,0,4,0,12,7,3,18,3,0,4,3,0,7,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
121041415,9,10,0,5,19,18,19,87,0,0,0,0,0,4,5,3,37,66,40,109,245,149,75,735,0,0,0,0,0,0,3,0,6,4,10,21,29,23,12,113,0,0,0,0,0,0,10,14,56,54,30,446,123,113,79,926,0,0,0,0,0,9,3,8,9,16,9,30,19,19,18,134,0,0,0,0,0,0,0,0,5,0,4,20,3,6,15,56,0,0,0,0,0,0,0,0,3,0,8,3,6,18,6,45,9,3,0,0,0,3,5,3,16,18,9,16,9,25,25,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,266,13,4,3,4,9,22,27,31,155,188,147,688,561,599,567,3009,0,0,0,0,3,12,19,16,46,45,8,51,10,3,42,247,0,0,3,15,0,24,21,15,30,14,3,17,3,0,26,167,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,19
121041416,4,0,3,4,5,3,0,22,0,0,0,0,0,4,0,3,17,23,18,35,52,36,15,214,0,0,0,0,0,0,0,0,3,3,0,14,14,15,3,50,0,0,0,0,0,0,9,7,22,15,6,110,32,7,12,222,0,0,0,0,0,3,0,0,0,0,0,6,3,9,5,29,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,3,0,4,0,0,0,6,0,4,4,3,7,4,0,6,46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,73,78,6,3,4,6,0,14,18,15,77,65,47,191,164,150,137,892,0,0,0,0,0,11,4,10,34,25,10,36,10,0,23,155,0,0,0,3,0,6,3,5,5,11,0,0,3,0,15,63,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4
121041417,3,0,0,3,3,3,4,17,0,0,0,0,0,0,0,3,7,7,8,6,30,14,18,95,0,0,0,0,0,0,0,0,0,0,3,6,10,3,3,20,0,0,0,0,0,3,0,3,10,14,0,58,12,10,14,120,0,0,0,0,0,0,0,3,3,3,0,3,4,0,3,23,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,5,0,0,0,0,0,0,0,0,3,4,0,0,3,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,41,4,3,0,0,3,5,3,12,33,41,22,85,80,67,99,460,3,0,0,0,0,0,3,4,8,8,3,19,6,3,10,71,0,0,0,0,0,3,3,0,11,0,0,3,3,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
122011418,16,12,6,17,15,7,17,101,0,0,0,0,0,0,4,8,71,96,82,169,273,78,66,860,0,0,0,0,0,0,4,0,14,11,8,20,28,9,14,117,0,0,0,0,0,3,10,9,64,35,25,304,63,40,58,618,0,0,0,0,0,4,3,4,14,17,10,18,7,9,8,95,0,0,0,0,0,3,0,0,3,7,0,16,3,0,0,40,0,0,0,0,0,0,0,0,3,10,3,5,3,6,3,33,3,0,0,0,0,6,3,12,11,18,13,13,11,7,17,121,0,0,0,0,0,0,0,0,0,0,0,3,0,4,170,178,6,4,3,5,3,19,29,44,233,232,187,615,507,277,407,2583,0,0,0,0,0,11,11,21,36,32,6,30,12,0,20,168,0,3,4,21,0,23,17,16,29,12,0,7,0,0,24,141,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,18
122011419,14,9,11,7,8,8,4,67,0,0,0,0,0,0,4,4,40,61,66,87,123,57,47,495,0,0,0,0,0,0,0,0,8,11,13,18,35,15,11,103,0,0,0,0,0,3,12,11,58,35,11,165,37,16,33,385,0,0,0,0,0,4,0,3,5,8,6,7,4,3,6,54,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,17,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,17,0,0,0,0,0,5,3,3,6,9,6,0,5,8,12,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,3,0,0,5,6,20,22,25,144,153,148,319,286,155,245,1527,0,0,0,4,0,6,13,23,35,32,8,28,5,0,17,164,0,0,0,0,0,25,19,8,25,13,3,0,0,0,20,113,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,11
122021420,19,10,14,9,12,3,12,91,0,0,0,0,0,5,7,15,89,97,62,89,89,32,74,551,0,0,0,0,0,0,4,4,10,8,5,16,12,3,10,70,0,0,0,0,0,7,12,19,55,30,13,89,28,4,34,297,0,0,3,0,0,3,3,6,12,11,4,4,5,0,7,62,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,22,0,0,0,0,0,0,0,0,6,3,3,6,4,0,3,30,0,0,0,0,0,0,0,12,19,3,7,10,4,3,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,127,136,5,4,6,3,9,22,25,61,248,200,153,262,212,94,308,1616,4,0,0,0,0,3,14,13,43,17,4,13,3,3,20,143,0,0,3,8,3,23,20,12,29,6,0,3,0,0,22,138,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12
122021421,9,8,6,3,9,6,6,62,0,0,0,0,0,0,7,11,69,74,55,68,89,27,46,449,0,0,0,3,0,0,0,3,4,13,8,5,11,4,8,63,0,0,0,3,0,3,6,11,50,15,23,91,25,18,26,274,0,0,0,0,0,0,4,0,7,4,3,10,6,3,7,52,0,0,0,0,0,0,0,0,5,4,0,7,3,0,3,18,0,0,0,0,0,0,0,0,6,0,3,0,3,7,10,26,0,0,0,0,0,0,0,0,9,13,9,13,5,9,13,75,0,0,0,0,0,0,0,0,3,0,0,3,0,0,99,104,3,0,7,9,3,15,19,30,186,157,132,224,228,117,266,1392,0,0,0,0,0,0,3,7,27,7,8,9,5,0,15,79,0,3,0,4,0,12,8,5,11,3,0,3,0,0,7,61,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9
122021422,18,13,7,8,3,3,15,84,3,0,0,0,0,5,10,4,75,99,82,96,119,36,60,593,0,0,0,0,0,0,0,3,11,16,15,13,10,0,3,66,0,0,0,0,0,0,15,15,58,40,18,111,28,9,37,339,0,0,0,0,0,3,0,3,14,7,7,7,3,3,8,64,0,0,0,0,0,0,0,4,4,3,0,8,0,0,3,22,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,15,0,5,0,0,0,5,4,3,8,8,3,7,3,8,7,61,0,0,0,0,0,0,0,0,0,3,0,0,4,0,116,126,3,5,3,8,4,21,36,41,210,222,174,290,251,105,312,1679,0,0,0,0,0,7,12,19,40,17,8,17,0,0,32,156,0,3,3,13,0,36,13,3,16,6,3,4,0,0,19,115,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,14
122021423,25,21,20,11,4,0,9,99,0,3,0,0,0,7,9,24,166,191,147,138,141,51,113,993,0,0,0,0,0,0,0,3,19,17,25,16,13,7,11,115,0,0,0,0,0,5,19,24,122,85,19,135,26,14,39,486,0,0,3,0,4,6,4,14,14,11,4,10,7,0,9,95,0,0,0,0,0,0,4,0,3,5,0,5,0,4,7,27,0,3,0,0,0,0,0,0,0,4,7,4,4,0,9,31,6,0,3,0,3,12,4,15,28,22,6,4,4,3,22,140,0,0,0,0,0,0,0,0,7,0,0,0,0,0,162,170,14,12,5,3,8,36,37,90,430,420,349,400,299,142,463,2706,0,3,0,3,0,7,27,36,66,40,19,20,7,0,43,269,0,0,5,17,0,34,28,26,27,10,4,4,4,0,28,189,0,0,0,3,0,4,0,0,6,0,0,0,0,0,3,21
122031424,21,3,8,0,4,0,4,52,0,0,0,0,0,6,12,17,126,117,81,74,71,18,65,589,0,0,0,0,0,0,0,3,13,4,7,13,12,4,10,68,0,0,0,0,0,4,7,20,72,49,12,73,18,4,40,294,0,0,0,0,0,3,4,6,19,17,16,5,0,0,9,86,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,16,0,0,0,0,0,0,0,3,0,0,6,4,3,0,5,28,0,3,3,0,8,7,4,9,23,16,4,9,3,0,25,104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,70,81,0,3,4,0,12,31,35,52,328,267,188,238,172,73,268,1682,0,0,0,3,0,7,10,16,38,22,7,11,7,0,13,139,0,0,3,12,0,26,10,7,19,7,4,3,0,0,10,112,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,19
122031425,12,3,5,4,3,0,3,37,0,0,0,0,0,5,3,5,69,85,63,46,61,13,37,394,0,0,0,0,0,0,0,0,12,7,11,6,9,4,5,60,0,0,0,0,0,3,7,8,55,23,8,53,11,9,12,191,0,0,3,0,0,3,0,5,10,10,4,6,0,0,6,44,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,9,0,0,0,0,0,3,3,3,12,8,5,4,0,3,9,49,0,0,0,0,0,4,0,0,3,0,0,0,0,0,49,56,0,0,3,4,3,18,20,37,192,172,124,152,120,31,154,1039,0,0,0,4,0,0,7,10,18,16,13,4,0,0,10,80,0,0,0,6,0,14,8,9,9,3,3,0,0,0,3,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
122031426,26,7,6,8,5,3,13,85,7,0,0,0,0,9,10,33,135,104,75,72,78,17,44,584,0,0,0,0,0,0,3,5,21,18,16,20,17,6,9,113,0,3,0,3,0,21,38,43,123,55,17,102,15,9,30,456,0,0,0,4,0,12,11,11,17,8,5,10,5,0,10,105,0,0,0,3,0,3,6,6,9,3,0,4,3,0,3,42,0,0,0,0,0,0,0,0,4,0,3,3,0,0,11,22,7,3,0,5,18,16,0,13,25,17,6,0,3,0,17,122,0,0,0,0,0,0,0,0,3,0,0,0,0,0,120,130,16,14,3,19,20,70,72,119,439,297,215,267,188,81,299,2113,0,0,0,4,0,19,47,27,88,29,27,18,3,0,38,317,0,4,11,21,0,61,22,15,28,7,5,0,0,0,12,188,0,0,0,0,0,0,6,0,3,4,0,0,0,0,7,21
122031427,13,15,7,8,10,0,4,78,0,3,0,0,0,3,4,8,67,76,85,112,149,42,45,601,0,0,0,0,0,0,0,0,10,12,14,8,22,9,8,91,0,3,0,0,0,8,10,12,54,50,12,140,22,11,27,356,0,0,0,0,0,6,0,7,13,11,4,17,9,3,12,78,0,0,0,0,0,0,0,0,10,4,6,7,0,0,6,33,0,0,0,0,0,0,0,0,3,4,0,0,4,0,8,28,3,0,0,3,3,4,5,5,28,18,13,12,6,3,19,125,0,0,0,0,0,0,0,0,0,0,0,3,0,0,107,114,6,7,3,5,5,27,26,42,233,225,197,357,289,113,279,1827,0,0,0,0,0,3,9,9,37,26,3,12,6,0,20,122,0,0,0,3,0,16,14,11,23,6,3,3,0,0,9,92,0,0,0,0,0,0,0,0,3,7,3,0,0,0,3,13
122031428,29,26,13,18,7,0,18,130,3,0,0,0,0,8,7,22,164,243,159,229,305,81,117,1325,0,0,0,0,0,0,0,4,9,18,26,25,43,13,14,161,0,0,3,0,0,22,24,21,113,109,32,270,50,15,51,716,0,0,0,0,0,7,4,11,25,24,7,18,9,3,19,137,0,0,0,0,0,0,3,0,14,3,3,11,0,4,11,55,0,0,0,0,0,0,0,0,0,5,4,4,10,6,6,47,0,0,0,0,5,13,7,16,44,39,21,12,12,3,45,233,0,0,0,0,0,0,0,0,0,0,0,3,0,0,201,204,9,4,5,4,10,51,54,85,451,561,394,693,618,240,584,3761,0,0,0,0,0,9,18,23,53,44,16,22,13,3,40,246,0,0,4,11,0,35,23,22,29,19,5,4,3,0,18,183,0,0,0,0,0,3,4,0,3,4,0,0,3,0,3,23
122031429,20,18,11,7,7,7,8,84,0,0,3,0,0,13,11,19,104,113,90,102,144,44,74,715,0,0,0,0,0,0,0,3,27,20,16,8,22,10,9,112,0,0,0,0,0,14,24,23,90,58,16,147,38,12,21,449,0,0,0,3,0,11,13,3,14,11,4,8,5,3,17,94,0,0,0,0,0,0,3,3,5,3,0,8,0,0,9,37,0,0,0,0,0,0,0,0,7,6,0,0,4,3,3,24,0,0,0,0,8,8,3,11,25,14,3,4,3,3,24,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,120,128,3,6,5,5,3,50,55,69,330,280,211,324,297,121,313,2089,0,0,0,0,0,19,15,27,54,28,6,13,3,0,29,198,0,0,7,13,0,33,20,14,32,6,3,8,3,0,16,162,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16
122031430,22,11,7,9,5,0,14,80,0,0,0,0,0,9,12,14,121,154,101,124,138,45,52,778,0,0,0,0,0,0,0,3,11,12,13,18,21,3,7,94,4,0,0,0,0,6,15,23,74,49,13,141,23,7,23,371,0,0,3,0,3,8,7,11,19,6,4,6,3,0,10,80,0,0,0,0,0,0,0,0,7,4,0,7,0,0,9,21,0,0,0,0,0,0,0,0,4,0,5,4,0,7,0,17,3,0,0,0,0,7,5,13,20,23,9,6,7,0,23,115,0,0,0,0,0,0,3,0,0,0,0,0,0,0,102,115,6,0,4,0,3,44,49,59,320,320,241,376,266,106,288,2090,0,0,0,0,5,12,15,17,72,35,12,12,6,0,28,200,3,0,3,17,0,32,24,7,34,11,0,0,0,0,15,146,0,0,0,0,0,5,0,3,3,4,0,0,0,0,0,16
122031431,28,17,10,7,18,5,10,119,4,0,0,0,0,4,3,29,160,181,127,119,135,37,80,874,0,0,0,0,3,0,0,4,22,18,22,21,25,7,9,134,0,3,0,0,0,10,25,31,109,60,14,156,37,11,39,502,0,0,0,0,0,5,11,8,19,18,8,10,3,4,10,91,0,0,0,0,0,3,3,0,12,0,0,8,0,0,9,34,0,0,0,0,0,0,3,0,8,12,4,5,3,0,6,38,0,7,0,0,4,5,3,15,31,24,11,6,10,0,25,142,0,0,0,0,0,0,0,0,0,0,3,0,0,0,140,146,13,6,4,4,6,33,45,94,428,389,270,391,306,137,382,2520,0,0,0,3,0,16,14,26,74,35,18,28,13,0,45,262,0,0,4,17,4,39,33,7,32,19,5,0,0,0,25,186,0,0,0,3,0,3,0,0,3,7,0,0,0,0,3,25
122031432,4,5,0,0,0,0,0,16,0,0,0,0,0,0,5,4,29,36,26,23,38,17,16,187,0,0,0,0,0,0,0,3,0,3,3,0,5,0,3,23,0,0,0,0,0,3,3,4,16,12,3,35,13,4,8,111,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,3,0,9,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,5,0,0,0,0,8,7,17,78,75,52,83,79,45,91,531,0,0,0,0,0,4,0,0,6,6,6,3,0,0,0,28,0,0,0,0,0,9,5,3,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
123011433,14,8,8,3,7,0,3,52,0,0,0,0,0,3,3,18,115,107,84,57,57,15,49,504,0,0,0,0,0,3,0,0,16,11,17,4,9,4,6,68,0,0,0,0,0,8,7,27,86,42,17,28,14,3,30,277,0,0,0,0,0,3,3,0,8,7,0,0,0,0,3,34,0,0,0,0,0,3,0,3,12,4,0,3,0,0,7,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,17,0,0,0,0,3,8,8,7,9,15,0,4,0,0,11,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,3,0,4,8,35,21,59,302,254,191,145,152,49,209,1433,0,0,0,0,0,5,13,24,48,16,6,5,3,3,18,138,0,0,4,8,0,41,14,11,24,9,0,0,0,0,9,114,0,0,0,0,0,7,3,0,6,0,0,0,0,0,0,13
123011434,14,13,5,11,3,0,0,57,0,0,0,0,0,3,5,18,159,183,114,65,58,10,43,667,0,0,0,0,0,0,0,4,28,27,23,14,16,4,4,109,0,4,3,0,0,18,24,55,153,80,27,76,11,3,23,468,0,0,0,3,0,0,5,6,9,6,3,3,3,0,5,46,0,0,0,0,0,0,0,6,11,8,0,0,0,0,4,29,0,0,0,0,0,0,0,0,3,5,3,0,5,0,6,20,0,0,0,3,9,8,10,7,19,6,0,3,0,0,8,74,0,0,0,0,0,0,0,3,0,0,0,0,0,0,79,86,4,3,3,3,14,34,45,102,468,418,273,256,171,43,220,2053,0,0,0,0,0,11,21,18,62,23,12,7,0,0,28,185,0,0,3,8,0,31,13,10,10,0,4,0,0,0,10,97,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,19
123011435,32,23,7,7,4,0,3,95,6,0,3,3,0,9,11,31,325,328,177,93,66,8,58,1117,0,0,0,0,0,3,4,8,47,48,48,22,10,0,17,203,0,0,0,0,0,15,49,88,294,136,38,77,7,3,33,753,0,0,0,5,0,6,11,10,35,11,0,3,3,0,8,102,0,0,0,0,0,0,3,7,20,15,4,0,3,0,8,59,0,0,0,0,0,0,0,0,3,9,10,3,0,0,9,33,3,0,3,3,11,11,3,12,7,13,3,0,0,0,9,81,0,0,0,0,0,3,0,0,0,3,0,0,0,0,128,139,10,8,5,9,18,58,95,165,881,773,490,355,194,39,343,3439,0,0,0,3,0,19,44,44,112,48,19,19,4,0,32,331,0,0,6,34,3,66,33,20,33,5,5,3,0,0,21,232,0,0,0,3,0,3,0,0,3,0,0,0,0,0,4,20
