SA2_MAINCODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
205051103,0,13,3,9,18,6,36,0,0,43,12,66,10,21,106,4,74,13,14,108,0,12,5,4,23,0,18,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,8,0,0,10,24,236,36,46,342,0,7,0,0,9,3,0,4,0,4,0,43,8,10,58,5,55,7,19,82,3,36,3,5,44,4,37,3,6,58,4,23,3,4,41,3,4,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,12,32,212,28,55,324,0,0,3,0,7,0,4,0,0,3,5,21,6,4,42,6,26,3,13,49,3,23,4,11,35,9,48,16,11,85,14,47,11,11,80,6,26,8,3,38
205051104,0,7,0,0,14,0,3,0,0,6,11,16,3,3,30,3,14,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,45,13,11,74,0,7,0,0,5,0,0,0,0,0,0,8,4,4,16,0,22,8,4,36,0,5,0,0,5,0,6,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,49,9,11,77,0,0,0,3,3,0,0,0,0,0,3,3,3,0,3,0,13,3,6,23,0,10,0,0,16,0,20,0,3,28,0,4,0,0,7,0,0,0,0,0
206011105,0,9,0,5,12,3,10,0,3,20,3,13,3,10,35,3,12,13,15,39,0,3,3,5,17,3,12,3,7,22,0,12,3,10,26,0,9,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,84,41,59,195,0,4,7,3,15,0,4,0,0,8,3,3,0,13,17,0,6,0,0,7,0,0,0,0,7,0,7,3,7,12,0,27,4,9,37,0,20,7,10,41,0,8,3,7,14,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,82,34,46,165,0,3,0,3,5,0,0,0,4,0,0,6,0,8,11,0,6,0,6,8,0,3,0,0,8,0,6,3,3,10,0,9,0,9,23,0,30,12,9,49
206011106,0,0,0,0,3,0,6,0,0,6,0,0,0,7,9,0,4,6,3,12,0,6,0,3,11,0,3,0,3,6,0,6,4,0,12,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,14,21,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,3,7,0,0,0,0,3,0,3,0,3,8,0,5,0,5,15,0,5,0,6,9,0,5,0,3,13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,14,27,79,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,12,3,3,19,0,21,5,4,41
206011107,0,4,4,7,21,3,15,0,4,21,3,10,0,22,32,0,30,9,19,61,3,14,0,0,17,0,10,4,7,21,0,8,0,3,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,4,10,16,95,20,62,196,0,3,0,3,8,0,3,3,0,7,0,11,7,3,16,0,7,0,9,21,0,8,3,8,14,4,14,0,13,29,4,13,5,10,38,4,16,0,6,28,3,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,6,16,12,87,34,58,188,0,3,3,3,10,0,0,0,0,0,0,5,3,7,17,3,6,0,3,18,0,0,0,7,10,3,10,8,7,20,0,27,4,17,53,3,20,7,14,37
206011108,3,5,0,4,13,0,13,0,0,17,3,19,3,12,37,11,36,12,26,80,3,31,4,15,53,7,23,6,19,62,3,17,10,8,29,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,15,27,152,37,92,316,3,9,4,4,13,0,0,3,0,8,0,13,6,6,20,0,6,0,7,16,0,3,7,10,21,0,14,8,10,30,0,40,13,24,70,3,27,6,13,52,3,7,3,3,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,17,19,120,46,81,271,0,3,0,8,10,0,0,0,0,0,0,6,3,8,14,0,3,5,5,12,0,0,0,8,8,0,9,0,9,17,3,27,7,24,54,6,26,3,20,49
206011109,0,3,0,0,3,0,3,0,0,3,0,0,0,0,3,0,13,4,5,25,4,17,3,5,23,3,16,3,3,28,0,5,3,3,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,12,19,96,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,6,4,0,3,0,9,6,14,5,4,35,0,11,3,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,41,14,24,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,3,0,3,3,3,11,3,9,22,4,15,7,13,34
206021110,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,4,3,3,12,0,3,4,3,7,0,6,0,3,11,0,5,3,0,7,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,13,52,0,0,0,3,4,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,3,0,5,0,0,0,3,4,0,3,3,4,10,0,3,0,3,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,21,10,15,51,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,5,19,0,12,0,0,13
206021111,0,14,6,8,25,3,20,0,0,28,3,26,5,16,43,0,22,5,18,47,0,12,7,4,20,4,26,4,9,43,0,37,3,8,51,0,12,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,10,22,169,38,60,284,0,0,0,4,8,0,8,0,6,13,4,14,3,4,26,3,10,3,15,27,3,0,9,4,16,0,13,7,3,23,6,18,10,3,36,0,24,8,7,45,0,16,7,3,32,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,7,12,18,122,43,61,246,0,0,4,7,9,0,3,0,3,6,3,12,3,3,19,0,6,3,3,16,0,4,0,14,19,0,6,3,7,17,4,16,3,9,25,9,21,13,6,44
206021112,0,10,4,6,23,0,9,0,0,7,3,19,10,26,58,4,32,6,14,64,4,19,4,12,39,3,22,8,12,44,0,11,7,4,24,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,13,14,138,45,75,278,0,3,0,0,4,0,4,0,3,9,0,10,0,4,14,3,10,3,10,20,5,4,3,9,14,0,22,6,9,33,0,19,13,15,45,3,25,5,9,48,0,8,4,3,20,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,16,113,44,64,235,0,5,0,3,7,0,0,0,0,3,0,4,7,3,14,0,8,3,0,13,0,4,0,9,11,0,9,3,9,16,3,23,16,11,52,0,23,10,6,37
206031113,3,25,4,12,43,6,63,3,6,77,4,21,6,19,55,5,10,3,10,27,3,4,6,4,18,3,9,3,3,12,0,8,4,5,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,5,16,23,159,38,71,289,0,4,0,4,10,0,23,3,5,31,3,67,7,10,91,4,24,5,13,44,0,12,3,7,22,0,5,4,7,21,0,13,7,10,27,0,16,3,5,21,0,7,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,5,22,12,175,43,77,301,0,10,0,0,17,0,5,3,0,4,0,55,19,10,82,6,20,11,6,39,3,3,6,3,15,0,16,4,10,28,5,11,0,13,35,0,9,3,8,23
206031114,0,6,0,6,11,0,12,0,0,11,0,11,4,11,22,4,27,3,26,61,6,8,3,12,32,0,20,6,25,59,3,16,11,4,41,0,10,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,24,117,41,86,254,0,3,3,3,11,0,0,0,3,6,3,0,0,0,3,0,4,0,10,10,3,4,3,3,12,0,13,0,3,23,7,24,25,30,85,9,37,20,15,77,3,10,7,3,24,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,27,108,65,71,262,0,5,0,4,10,0,0,0,0,0,0,3,0,0,7,0,3,0,6,12,0,3,0,4,11,0,15,0,4,24,3,30,11,25,68,9,52,26,30,115
206031115,3,11,9,16,35,11,71,9,10,106,16,50,6,19,97,4,17,8,20,47,0,3,0,3,9,0,5,0,5,11,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,9,14,6,3,32,42,178,45,82,344,3,3,3,3,13,0,10,8,9,27,11,69,14,5,100,6,28,6,17,64,4,10,3,9,25,4,9,5,5,24,3,11,0,10,19,0,13,3,7,23,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,9,23,34,160,58,78,332,0,3,4,3,13,0,0,4,0,3,9,35,13,16,75,13,43,12,16,73,4,12,4,17,33,15,9,6,14,47,4,16,4,6,33,0,16,9,9,32
206031116,0,3,0,3,5,0,3,0,0,9,3,5,3,7,16,0,13,4,9,23,0,10,3,7,18,4,15,0,0,23,0,6,8,6,16,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,58,18,32,130,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,3,3,7,0,3,0,4,5,0,6,6,3,12,3,10,5,5,18,5,6,4,3,18,0,5,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,42,17,29,100,0,3,0,4,5,0,0,0,0,0,0,0,0,3,11,0,3,0,0,3,0,0,0,0,3,0,4,0,0,3,0,15,3,8,28,0,14,3,9,26
206041117,0,0,4,10,21,3,34,9,10,51,11,37,13,11,65,8,7,7,18,29,0,0,8,0,5,0,7,0,0,10,0,7,7,3,19,0,4,0,3,12,0,0,3,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,12,24,104,49,59,235,0,6,0,0,5,0,3,3,10,10,3,42,13,8,64,7,20,11,10,41,3,10,0,0,17,0,7,6,10,23,0,3,3,9,18,0,4,3,8,16,4,3,0,0,11,0,0,3,0,8,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,20,19,107,53,72,250,0,0,0,3,7,0,3,0,3,3,4,29,16,17,68,8,26,7,14,54,3,8,7,12,24,6,3,6,8,23,0,12,5,19,35,0,9,11,6,40
206041118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,11,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,13,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,0,4,3,0,5,0,4,0,0,11,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,8,0,24,10,15,48,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,3,3,3,3,0,5,0,0,5,0,4,0,6,9
206041119,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,8,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,3,12,6,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,4,0,4,14,4,15,3,3,23,5,11,6,10,32,0,8,0,3,8,0,3,3,0,3,0,4,5,7,16,0,8,3,4,16,0,8,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,3,7,15,65,21,43,138,0,6,0,0,13,0,6,3,3,9,3,29,4,17,49,3,12,3,4,20,0,0,0,3,3,3,6,3,0,13,0,4,0,3,14,0,9,5,4,21,0,4,0,3,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,20,78,23,46,168,0,0,0,3,3,0,3,0,0,3,5,18,4,8,41,3,13,4,3,20,0,3,3,7,18,0,7,0,4,13,0,10,0,5,15,0,3,0,8,15
206041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,0,0,3,0,4,11,7,16,3,5,5,9,21,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,4,27,20,18,62,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,9,0,10,5,3,15,3,8,10,11,35,0,6,15,3,23,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,3,3,33,43,28,105,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,3,0,3,3,0,11,0,15,10,7,30
206041123,0,6,5,12,27,4,41,10,4,67,6,34,11,18,72,0,9,3,10,26,0,12,3,3,22,5,12,5,0,19,0,12,11,7,23,0,3,5,3,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,7,6,3,21,23,151,58,66,303,0,3,5,3,11,0,8,8,6,21,8,49,16,13,81,6,8,8,19,38,0,11,0,4,18,4,3,9,10,27,0,11,6,8,33,0,17,12,3,36,0,8,3,3,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,8,23,25,119,72,86,308,0,6,8,0,18,0,5,3,0,5,0,34,13,16,69,6,22,7,9,55,0,4,3,10,21,3,6,9,9,23,8,7,6,18,35,5,25,9,9,46
206041124,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,3,7,0,9,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,3,0,7,0,3,0,3,6,0,4,3,0,10,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,7,17,0,3,5,7,16
206041125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,7,0,0,0,3,9,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,3,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,8,0,7,0,3,16,0,0,4,0,3,0,0,0,3,8,0,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17,13,10,46,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,10
206041126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,12,4,8,10,11,36,0,4,4,0,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,18,24,20,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,10,0,8,9,3,15,0,6,3,4,17,0,0,3,4,10,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,23,25,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,0,8,4,0,16
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,3,7,0,3,0,0,5,0,3,3,4,7,0,3,5,3,7,0,3,3,0,4,0,0,3,4,8,0,11,4,6,16,0,11,13,11,34,3,5,7,5,14,0,0,3,0,3,0,4,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,38,39,39,119,0,0,0,0,6,0,0,0,0,0,0,3,0,3,9,0,0,0,3,4,0,0,4,0,4,0,0,0,3,6,0,4,0,6,5,3,10,3,5,27,0,13,4,10,28,0,11,9,4,24,0,0,0,0,3,0,5,0,0,10,0,3,0,0,3,0,7,0,3,4,0,0,3,3,4,8,63,29,45,145,0,0,0,3,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,6,11,0,0,0,0,0,0,3,0,4,8,0,7,3,7,17
