SA2_MAINCODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
124011454,183,91,82,96,94,115,47,23,5,740,0,0,0,6,3,9,3,3,0,30,2325,1421,956,1490,1783,1984,1534,819,481,12796,0,0,3,7,6,3,0,4,0,27,8,0,5,5,0,3,0,0,0,24,4,0,0,4,3,3,4,4,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,9,15,15,15,16,13,3,0,115,22,9,17,20,22,15,13,3,0,116,1577,942,861,1033,964,847,514,173,86,6994,252,174,128,170,226,193,186,89,61,1474,4198,2561,1984,2766,3034,3081,2277,1092,633,21634
124011455,23,8,9,17,16,32,18,3,0,119,0,0,0,0,0,0,3,3,7,16,404,208,179,255,395,506,530,330,137,2932,7,0,3,3,3,7,3,0,0,28,4,0,0,4,3,3,0,3,0,18,7,0,0,6,3,5,5,0,3,32,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,9,4,0,0,23,7,0,0,4,3,5,3,0,0,32,481,249,230,302,323,364,319,113,22,2406,88,42,45,46,65,84,107,35,12,531,998,502,461,637,819,998,991,483,176,6076
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
124031457,103,60,52,51,48,45,26,4,3,382,9,8,0,3,4,7,3,0,0,30,1870,1166,1316,1346,1234,1581,1092,358,118,10082,26,13,25,16,6,3,8,0,0,101,49,15,29,28,4,10,9,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,8,12,0,6,0,0,0,41,0,8,5,8,7,3,6,0,0,36,17,11,14,20,4,15,6,3,0,78,1092,631,865,568,374,308,136,27,14,4017,203,144,169,159,130,131,89,31,15,1078,3280,1997,2438,2177,1773,2060,1352,426,140,15641
124031458,93,70,67,55,56,38,11,9,3,407,0,3,5,0,0,3,0,0,0,19,3364,2060,2220,2126,2011,1687,979,405,102,14959,138,30,175,120,26,25,14,6,0,519,118,34,61,75,32,15,8,3,0,344,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,30,9,60,12,3,5,0,0,0,124,11,7,20,10,9,8,0,3,0,67,42,17,85,25,10,13,0,3,0,193,1542,978,1304,771,517,374,155,39,8,5684,355,267,322,247,220,187,93,44,9,1754,5603,3412,4223,3424,2855,2331,1261,499,124,23720
124031459,94,48,45,47,44,35,25,10,3,347,3,0,0,4,3,0,4,0,0,14,1800,1076,991,1333,1230,1271,1212,576,217,9713,7,6,4,11,7,3,4,0,0,48,27,22,16,22,5,7,0,0,0,103,8,0,3,3,0,0,3,0,0,19,3,0,0,3,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,14,0,0,3,8,10,3,3,0,0,29,7,5,8,7,10,3,3,0,0,48,810,489,516,517,369,275,161,63,25,3221,163,120,163,168,129,96,97,33,19,994,2827,1727,1720,2081,1769,1676,1494,674,263,14220
124031460,131,74,78,73,70,60,13,3,0,508,0,7,4,3,0,3,0,0,0,17,3353,2172,1703,2211,2230,1634,888,314,81,14589,76,34,61,45,61,46,10,11,3,344,76,56,37,46,35,28,9,0,0,289,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,64,37,63,42,30,23,5,3,0,263,5,3,5,12,8,4,7,3,0,48,74,46,70,52,30,28,11,4,0,321,1222,684,844,691,464,317,91,44,13,4358,233,163,179,159,177,131,75,33,7,1156,5062,3164,2919,3228,3034,2198,1099,404,104,21202
124031461,70,42,61,41,47,29,32,6,4,320,3,3,0,0,3,3,0,0,0,15,2217,1134,1437,1545,1339,1573,1390,552,198,11387,27,14,29,31,10,11,4,0,3,124,59,31,29,30,21,11,18,4,0,204,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,18,9,8,14,3,3,5,0,0,62,3,9,11,7,8,8,11,0,0,56,20,22,26,23,12,10,14,0,0,126,989,598,796,597,397,315,168,62,16,3931,248,169,204,195,159,154,140,67,16,1350,3582,1983,2551,2450,1963,2091,1738,689,236,17288
124031462,93,83,98,63,60,45,27,10,0,479,7,0,0,0,0,0,0,0,0,9,2348,1393,1603,1602,1487,1308,913,446,221,11316,166,71,222,152,63,43,29,17,0,762,137,78,125,95,35,27,22,5,0,528,0,0,3,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,122,35,142,71,19,18,8,3,0,415,9,17,9,12,17,5,4,0,0,79,135,53,150,81,36,24,11,6,0,502,1117,844,961,628,465,284,172,49,21,4540,354,240,306,228,191,150,121,59,27,1671,4286,2708,3432,2838,2318,1864,1281,579,277,19584
124031463,56,22,46,28,22,19,16,3,0,203,0,5,0,0,0,0,0,0,0,7,1485,911,884,904,979,759,610,248,66,6844,24,8,19,24,15,13,3,0,0,111,37,17,36,14,19,8,4,0,0,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,37,19,27,32,11,13,3,4,0,146,0,4,0,0,4,3,0,0,0,12,43,21,24,35,16,14,3,4,0,156,340,203,305,229,163,122,80,23,4,1474,146,94,118,95,89,89,65,31,10,736,2079,1263,1412,1312,1294,1019,772,307,81,9543
124031464,64,47,62,43,50,44,34,7,4,350,0,0,0,0,0,0,0,0,0,3,1095,791,1018,908,936,901,823,568,377,7409,74,24,67,51,38,11,7,3,0,278,64,27,56,45,18,9,8,9,0,229,0,0,0,0,3,3,3,0,0,10,0,0,0,3,0,0,0,0,0,3,22,13,26,14,0,4,6,0,0,89,4,10,24,16,5,6,4,0,0,66,27,23,53,25,9,8,7,4,0,166,715,666,787,476,384,270,128,68,31,3539,170,179,263,171,177,148,134,80,50,1375,2186,1742,2297,1751,1611,1387,1125,744,458,13295
124031465,19,7,6,7,7,5,7,3,0,66,0,3,0,0,0,0,0,0,0,8,804,534,382,517,579,502,292,122,29,3752,0,0,0,0,0,0,0,0,0,3,5,3,0,3,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,256,175,154,140,125,99,32,16,0,993,73,53,51,39,61,63,35,18,7,385,1137,762,596,703,780,663,361,156,31,5189
124041466,81,57,52,39,50,46,31,16,3,366,3,3,0,3,0,0,0,0,0,8,1426,1071,908,1047,1149,1052,1037,706,361,8762,10,0,15,12,0,7,0,0,0,40,12,3,16,5,4,4,6,0,0,62,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,4,10,9,7,6,7,0,0,44,5,6,8,14,7,11,7,0,0,54,776,663,699,432,388,306,164,88,29,3550,179,199,176,134,156,124,132,80,71,1252,2415,1961,1859,1651,1718,1527,1353,894,459,13842
124041467,71,51,39,40,40,42,15,7,3,309,0,0,0,0,3,4,0,0,0,5,1996,1347,1322,1236,1623,1244,754,449,144,10118,6,0,0,3,6,4,5,0,0,24,24,4,12,17,5,5,3,0,0,64,0,0,3,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,4,4,6,14,7,3,0,0,0,38,7,6,6,9,9,3,0,0,0,48,961,748,793,461,427,315,120,47,18,3894,207,145,191,126,152,114,65,44,18,1071,3212,2264,2362,1885,2227,1702,956,549,182,15328
124041468,21,13,13,10,15,13,12,3,0,101,0,0,0,0,0,0,0,0,0,0,901,662,492,577,709,612,435,146,40,4565,4,3,0,3,0,4,3,0,0,18,6,9,7,4,9,5,0,0,0,41,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,6,3,0,0,0,0,13,7,3,5,3,3,0,0,0,0,15,264,209,164,146,123,105,59,19,7,1086,118,269,421,361,233,105,65,28,5,1593,1307,1146,1086,1101,1078,849,560,192,49,7374
124051469,35,32,21,19,23,21,6,0,0,163,3,0,0,0,0,0,0,0,0,8,813,770,500,556,824,611,250,80,20,4417,16,16,15,20,11,14,3,0,4,109,56,20,31,24,19,26,7,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,3,3,4,0,0,0,30,0,3,3,3,0,3,0,0,0,9,8,5,12,11,3,8,0,0,0,39,256,296,196,146,166,116,40,6,3,1227,77,79,48,51,63,48,14,7,6,391,1239,1200,798,807,1111,839,314,89,30,6436
124051470,110,54,51,58,34,44,26,7,0,390,4,3,4,3,0,3,0,0,0,18,2695,1822,1873,1771,1849,2205,1048,286,80,13629,58,37,47,47,38,38,20,8,0,289,227,118,139,101,89,50,32,13,0,777,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,11,39,27,6,7,3,3,0,138,0,0,3,6,6,9,4,0,0,42,39,16,43,39,13,18,6,3,0,183,822,604,681,487,375,329,105,23,4,3432,277,187,217,185,167,208,93,29,11,1380,4144,2814,3044,2651,2571,2889,1320,357,106,19897
124051580,99,64,72,50,53,39,11,6,3,396,0,5,5,0,5,0,0,0,0,16,1331,916,930,886,915,941,756,321,76,7072,76,41,69,59,46,17,10,4,3,324,159,107,99,84,52,37,22,0,0,565,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,3,16,13,9,3,0,0,0,71,0,6,7,6,4,8,0,0,0,32,25,10,19,22,17,11,3,0,0,101,561,469,437,293,266,152,68,32,6,2275,247,144,188,177,98,113,95,32,9,1093,2426,1701,1774,1541,1411,1286,966,393,101,11591
124051581,138,110,96,60,49,39,19,10,3,517,10,3,10,0,3,4,0,0,0,29,1760,1218,1253,1208,1232,1210,910,567,254,9616,107,32,136,82,38,22,13,4,0,446,196,75,122,107,44,29,21,0,0,596,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,8,63,23,0,3,0,0,0,133,3,10,11,10,6,0,3,3,0,44,41,15,70,30,10,4,3,3,3,176,857,642,676,408,372,221,98,55,14,3336,316,234,303,208,203,197,111,69,27,1673,3314,2243,2597,2107,1932,1717,1162,706,304,16072
125011473,81,36,121,87,37,30,12,8,0,409,0,4,0,3,0,0,0,0,0,12,1239,581,1635,1403,870,656,387,105,34,6913,102,31,198,132,34,24,18,7,0,548,298,153,310,232,84,43,11,0,0,1126,0,0,4,3,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,13,8,27,13,8,4,0,0,0,68,9,3,14,17,10,7,0,0,0,54,18,6,35,29,15,15,0,0,0,127,874,581,1798,894,524,387,132,35,9,5218,341,527,1391,876,468,224,95,25,9,3945,2958,1936,5636,3765,2105,1414,684,183,54,18737
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
125011582,51,21,84,31,40,29,8,10,0,278,0,0,0,0,0,0,0,0,0,4,394,315,480,279,368,403,304,228,156,2934,112,321,634,135,36,29,15,3,0,1285,2070,1393,1755,1110,789,418,210,85,14,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,44,9,0,0,3,0,0,95,8,3,4,11,3,3,0,0,0,30,29,20,46,18,3,8,3,0,0,129,373,431,684,268,323,319,136,57,22,2620,318,234,355,161,167,120,74,52,20,1502,3350,2832,4150,2083,1825,1438,800,464,230,17174
125011583,39,22,61,11,30,13,14,0,0,193,0,0,0,0,0,0,0,0,0,0,211,184,313,165,242,195,131,84,28,1554,212,387,918,224,63,28,9,6,9,1857,1081,705,1304,764,352,185,87,40,6,4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,52,11,0,4,0,0,0,111,0,0,7,4,0,0,0,0,0,7,11,32,54,12,0,7,3,0,0,121,226,248,400,173,248,206,102,45,13,1648,172,178,317,141,106,82,47,23,9,1079,1958,1803,3443,1547,1091,776,419,220,68,11323
125011584,41,24,38,25,18,20,10,3,0,181,0,0,0,0,0,0,0,0,0,0,275,249,267,194,252,265,219,164,132,2020,25,10,48,18,14,20,11,0,0,143,1086,689,613,480,357,188,86,41,10,3548,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,9,10,3,3,4,0,0,0,34,7,5,3,3,4,3,4,5,0,33,10,7,13,7,6,10,4,5,3,64,252,212,345,161,180,182,95,45,16,1480,146,105,123,75,82,60,50,22,13,670,1848,1326,1496,1009,1019,829,497,283,181,8484
125011585,39,41,29,36,27,23,9,5,0,203,0,3,0,0,0,4,0,0,0,4,471,370,442,384,368,384,322,217,79,3035,61,61,120,53,34,27,6,6,0,370,445,245,374,244,112,66,31,8,3,1532,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,3,27,13,0,0,0,0,0,51,5,6,4,3,3,3,3,0,0,20,18,7,29,12,7,3,3,0,0,72,334,350,496,222,268,241,93,60,15,2073,131,102,123,85,62,61,39,9,9,616,1595,1254,1748,1143,1103,1013,576,349,123,8899
125011586,113,97,142,98,84,57,20,16,3,627,3,0,0,0,0,4,0,5,0,13,1167,971,1340,1062,1053,876,526,333,174,7492,208,284,495,206,130,145,76,28,5,1580,456,363,429,288,198,169,93,38,8,2027,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,21,49,12,9,11,4,3,0,128,7,12,15,6,3,7,4,0,0,53,15,38,68,21,9,18,8,3,0,179,689,832,1455,669,537,531,157,68,20,4963,263,317,457,224,223,236,108,53,16,1888,2944,3009,4601,2702,2474,2291,1118,577,261,19983
125011587,46,32,34,26,18,26,5,5,0,188,0,0,0,0,3,0,0,0,0,4,342,269,240,245,287,269,201,124,56,2038,28,23,57,29,22,12,4,0,0,170,316,161,240,122,98,69,26,13,0,1045,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,17,4,0,4,0,0,0,46,0,0,5,0,0,0,0,0,0,9,7,10,27,4,3,3,0,0,0,52,164,136,145,97,120,106,41,21,5,845,69,56,57,55,47,64,27,19,8,411,997,711,821,606,666,639,361,187,76,5064
125021476,137,76,94,107,104,84,53,28,9,692,3,8,0,0,4,0,3,3,0,24,2183,1590,1066,1542,1840,1687,1458,1094,468,12930,278,121,174,207,150,122,58,19,6,1128,174,77,139,124,72,45,18,9,0,651,0,0,3,4,4,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,29,7,21,22,5,0,6,4,0,93,15,16,13,27,17,15,8,0,0,114,49,23,34,49,23,17,12,4,0,201,1932,1362,1362,1334,1180,1018,620,257,61,9112,299,271,232,240,256,215,137,105,57,1808,5124,3588,3209,3742,3811,3345,2404,1527,607,27361
125021477,106,72,92,70,84,73,37,11,6,541,3,0,4,3,0,3,0,0,0,18,2389,1337,1402,1730,1696,1412,968,603,322,11850,133,57,93,115,67,47,32,10,4,553,256,135,140,143,101,77,44,8,0,902,4,3,5,4,0,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,4,9,33,3,0,3,3,0,0,59,7,40,62,52,56,51,31,18,6,321,18,46,92,56,56,55,31,18,5,378,1114,721,1068,792,727,572,277,133,37,5434,255,187,252,225,216,184,132,76,38,1570,4233,2533,3173,3203,3009,2452,1538,862,421,21424
125021478,86,72,70,86,78,57,33,13,4,493,3,0,0,0,3,3,6,0,0,16,1876,1246,1024,1319,1440,1189,830,557,196,9681,104,43,85,86,58,50,30,8,0,468,136,84,106,84,66,60,31,5,3,575,3,0,3,0,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,10,3,17,6,0,4,0,0,0,47,11,10,20,11,11,12,10,6,0,86,20,10,34,23,11,20,11,6,0,134,903,654,967,714,661,526,227,150,26,4826,231,146,203,206,194,159,113,73,23,1344,3361,2248,2536,2570,2569,2109,1297,826,260,17786
125031479,63,78,62,30,70,35,17,12,6,377,0,0,0,3,0,0,3,0,0,15,1075,850,748,708,1004,940,701,506,352,6878,12,17,11,21,13,15,5,0,0,97,1693,810,795,621,417,244,125,52,10,4762,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,13,7,8,3,11,11,0,3,0,53,13,7,10,3,11,7,0,3,0,57,458,487,437,287,359,286,138,63,31,2554,383,290,383,300,261,193,105,61,38,2014,3960,2721,2572,2253,2457,2034,1225,760,477,18467
125031480,82,71,66,41,46,28,35,21,13,413,0,0,0,3,0,0,0,0,0,9,975,793,771,659,775,736,613,450,328,6093,29,32,31,29,16,21,10,0,0,161,1248,574,599,474,312,139,63,25,3,3437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,15,18,9,18,9,12,3,4,4,0,83,23,14,20,8,18,3,4,4,0,94,348,334,343,217,250,228,107,59,30,1921,318,203,246,179,213,154,71,59,53,1499,3242,2235,2261,1901,1987,1674,1064,673,473,15515
125031481,75,65,111,50,65,40,31,7,3,446,5,0,6,9,0,0,3,0,0,24,1361,1077,1239,1061,1062,938,699,397,139,7969,303,308,715,286,97,57,20,9,0,1796,1552,791,1153,681,427,223,121,28,6,4981,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,38,46,134,34,4,3,8,0,0,264,9,3,12,10,9,13,3,0,0,63,48,47,150,47,7,15,13,3,0,330,420,447,702,344,384,341,148,64,20,2864,382,270,488,236,207,178,97,63,8,1934,4166,3061,4615,2777,2338,1944,1156,579,180,20826
125031482,102,56,73,87,54,38,23,14,9,465,13,8,3,12,6,3,3,0,0,47,3727,1933,2047,2623,2242,1846,2181,1011,308,17914,352,111,218,307,154,82,40,19,5,1293,472,256,280,243,175,105,30,13,3,1585,0,4,0,0,0,5,3,0,3,13,0,0,0,0,0,0,0,0,0,0,26,5,36,24,11,0,8,0,0,108,28,24,30,30,28,12,7,3,0,153,53,27,62,49,38,11,14,3,0,254,724,478,529,534,351,331,174,53,22,3198,326,165,236,258,217,155,159,85,32,1621,5719,3003,3433,4100,3250,2620,2624,1190,378,26312
125031483,102,53,69,65,41,32,20,6,0,399,12,7,4,10,3,3,4,0,0,43,1182,960,987,880,911,999,731,452,224,7332,76,61,156,79,22,22,20,17,4,449,2945,1440,1585,1120,727,380,179,49,16,8443,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,19,35,9,3,5,0,0,0,71,9,8,14,7,9,8,10,9,0,86,24,31,47,18,15,14,8,9,0,160,293,295,380,189,248,238,85,65,33,1832,542,280,389,277,207,202,112,74,32,2108,5126,3122,3646,2631,2237,1972,1190,705,318,20950
125031484,96,85,73,65,62,27,8,8,0,423,16,16,6,5,11,6,7,0,0,66,1986,1340,1389,1276,1392,1284,963,642,349,10627,92,56,135,92,45,38,17,14,0,488,1500,820,994,713,352,187,84,13,3,4667,0,0,3,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,3,15,19,55,13,0,0,0,3,0,104,26,15,23,20,15,16,13,8,0,143,44,35,74,37,18,16,12,6,0,249,444,401,532,294,321,283,103,69,40,2488,369,213,313,216,192,157,78,49,36,1630,4518,2935,3522,2720,2437,2048,1282,815,443,20720
125031485,162,102,138,94,94,65,32,12,7,702,10,0,9,5,6,4,0,0,0,29,2656,1698,2001,1951,1748,1561,1207,741,366,13930,378,155,538,316,119,88,42,17,5,1661,1754,972,1390,889,473,238,119,40,6,5871,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,72,201,53,6,6,8,0,0,405,50,22,40,29,16,12,3,4,0,183,113,95,236,85,26,22,11,4,0,587,560,516,762,461,471,388,160,64,24,3403,485,316,447,293,267,215,144,64,27,2257,6010,3803,5482,4119,3265,2619,1739,965,440,28450
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,11
125041489,93,48,137,95,66,56,23,16,7,553,0,0,0,3,3,3,0,0,0,14,1406,887,1678,1508,1111,1050,673,411,343,9069,569,205,934,570,123,78,42,8,4,2546,368,191,413,274,136,84,45,11,3,1527,0,0,3,3,0,0,0,3,3,19,0,0,0,0,0,0,0,0,0,0,95,59,166,80,16,10,6,0,0,427,31,22,51,47,35,32,9,8,6,238,125,76,217,120,53,40,12,8,6,663,787,715,1299,833,598,480,225,110,31,5073,392,364,621,473,300,239,135,84,62,2672,3715,2535,5312,3919,2441,2043,1166,651,458,22234
125041490,29,19,14,18,26,20,13,3,4,152,0,0,0,0,0,4,0,0,0,8,941,478,372,600,612,584,654,309,114,4666,45,28,20,47,42,21,16,9,0,230,34,14,8,24,15,7,4,6,0,110,0,3,0,3,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,8,5,3,4,9,9,3,0,0,44,12,3,8,5,14,8,3,0,0,47,457,272,256,326,276,251,146,36,21,2035,99,67,47,47,68,63,56,19,4,475,1620,897,746,1111,1081,981,905,395,152,7872
125041491,73,23,93,76,38,42,16,8,6,377,0,0,0,3,7,0,0,3,0,9,1539,641,1279,1317,970,807,766,504,319,8136,1182,217,1749,1031,161,104,51,13,4,4523,312,119,311,225,78,54,16,18,3,1137,3,0,3,4,3,0,7,0,0,17,0,0,0,0,0,0,0,0,0,0,81,48,213,60,5,12,6,4,0,418,64,10,66,48,18,10,4,3,0,233,144,55,274,105,23,23,10,9,0,655,609,399,835,585,386,279,163,72,30,3348,439,140,524,400,150,146,105,80,67,2045,4305,1593,5137,3792,1827,1453,1148,704,430,20382
