SA2_MAINCODE_2016,C16_450_549_1PF_CU15_DS,C16_450_549_1PF_CU15_NDS,C16_450_549_1PFnoCU15_DS,C16_450_549_1PF_NDCO,C16_450_549_T,C16_550_649_1PF_CU15_DS,C16_550_649_1PF_CU15_NDS,C16_550_649_1PFnoCU15_DS,C16_550_649_1PF_NDCO,C16_550_649_T,C16_650_749_1PF_CU15_DS,C16_650_749_1PF_CU15_NDS,C16_650_749_1PFnoCU15_DS,C16_650_749_1PF_NDCO,C16_650_749_T,C16_750_849_1PF_CU15_DS,C16_750_849_1PF_CU15_NDS,C16_750_849_1PFnoCU15_DS,C16_750_849_1PF_NDCO,C16_750_849_T,C16_850_949_1PF_CU15_DS,C16_850_949_1PF_CU15_NDS,C16_850_949_1PFnoCU15_DS,C16_850_949_1PF_NDCO,C16_850_949_T,C16_950_and_over_1PF_CU15_DS,C16_950_and_over_1PF_CU15_NDS,C16_950_and_over_1PFnoCU15_DS,C16_950_and_over_1PF_NDCO,C16_950_and_over_T,C16_Rns_1PF_CU15_DS,C16_Rns_1PF_CU15_NDS,C16_Rns_1PFnoCU15_DS,C16_Rns_1PF_NDCO,C16_Rns_T,C16_Tot_1PF_CU15_DS,C16_Tot_1PF_CU15_NDS,C16_Tot_1PFnoCU15_DS,C16_Tot_1_pa_f_NDCO,C16_Tot_T
125011586,4,36,22,27,85,7,16,8,21,49,0,4,3,10,16,0,7,3,6,15,0,0,0,0,0,0,0,0,0,0,0,3,7,7,15,27,103,54,110,290
125011587,3,11,5,8,28,0,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,45,26,31,120
125021476,6,36,15,25,87,13,23,8,10,49,0,16,6,9,24,4,5,5,4,18,0,3,0,0,6,0,0,0,0,0,0,4,3,5,18,37,141,68,65,313
125021477,5,38,18,25,76,6,27,3,15,51,0,10,3,3,21,0,4,0,0,10,0,3,0,0,5,0,0,0,0,0,0,7,4,8,15,42,183,76,155,458
125021478,10,22,12,15,57,3,17,7,13,36,3,4,0,3,12,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,44,131,58,107,345
125031479,17,47,16,15,98,8,15,3,8,32,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,4,13,54,178,67,129,433
125031480,3,20,4,12,39,0,3,0,5,9,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,20,34,171,50,137,387
125031481,12,31,16,22,82,4,13,3,9,25,0,0,0,3,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,36,146,58,116,358
125031482,14,67,14,21,120,7,18,7,13,48,0,5,0,3,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,43,166,52,102,355
125031483,21,31,7,22,85,3,11,9,6,32,3,4,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,8,19,55,194,45,150,443
125031484,13,53,12,20,98,8,10,4,12,38,3,5,3,3,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,5,13,60,251,62,160,536
125031485,21,85,13,50,163,12,20,7,10,41,0,14,4,7,27,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,3,16,31,75,360,99,244,766
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041489,8,50,46,65,168,0,13,7,19,48,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,36,210,109,216,566
125041490,5,10,0,6,12,3,7,7,3,14,0,0,0,3,6,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,21,8,17,56
125041491,13,46,15,35,106,11,10,6,4,30,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,30,135,56,100,321
125041492,8,42,17,26,95,4,14,11,12,41,0,3,0,0,5,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,5,5,17,35,220,92,165,512
125041493,11,55,4,34,101,3,11,3,8,25,0,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,6,13,46,174,45,139,400
125041494,8,15,7,7,36,3,7,5,0,14,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33,18,12,76
125041588,5,18,3,11,37,0,0,0,5,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,14,91,26,77,217
125041589,5,17,8,17,49,0,8,3,3,13,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,5,14,23,105,50,108,283
126011495,8,29,31,22,91,8,31,21,13,70,6,15,12,4,38,0,10,3,0,17,0,5,0,0,7,0,4,0,0,7,0,3,0,3,10,26,116,87,64,295
126011496,0,11,9,8,34,3,15,3,5,31,4,8,5,0,22,0,0,3,4,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,54,31,43,137
126021497,6,22,16,25,67,4,18,7,15,48,3,17,3,7,23,3,4,4,6,13,0,3,0,0,3,0,3,3,0,8,0,4,3,3,16,23,118,58,93,301
126021498,3,20,7,8,36,7,22,6,7,44,3,8,0,0,15,0,7,3,0,11,0,0,0,0,3,0,3,0,0,7,0,0,0,4,7,18,87,32,50,189
126021499,0,3,0,3,5,0,7,0,0,4,0,0,0,0,3,0,3,0,0,6,3,3,0,0,6,0,6,6,0,12,0,3,0,3,7,5,38,14,30,89
126021500,5,43,21,32,103,5,23,8,12,46,0,10,9,5,25,0,6,0,0,5,0,0,0,0,3,0,0,0,0,0,0,4,0,7,14,18,121,63,99,307
126021501,0,14,0,0,17,3,4,3,3,18,0,5,3,6,19,0,0,0,0,0,0,3,0,0,7,0,3,3,0,5,0,0,0,0,0,9,45,25,40,114
126021503,5,30,9,25,63,6,15,7,17,51,0,12,5,5,25,0,3,0,4,7,0,3,0,0,5,0,0,0,0,3,3,3,0,4,7,21,127,60,93,301
126021590,0,3,0,0,3,0,4,3,0,7,0,5,4,3,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,10,7,29
126021591,3,31,13,27,74,9,44,19,18,96,8,15,9,5,34,0,6,6,6,17,0,0,0,3,6,3,3,0,0,4,0,3,0,3,9,34,176,82,135,425
127011504,12,35,0,10,50,0,0,0,3,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,5,22,103,380,77,261,827
127011505,5,17,0,10,34,3,8,0,4,19,0,0,0,3,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,10,14,86,11,38,153
127011506,8,37,10,15,76,11,41,15,27,99,0,8,0,3,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,26,125,26,64,244
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
127011593,0,11,3,11,27,0,9,6,3,10,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,15,16,64
127011594,11,28,6,26,74,5,7,5,6,24,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,17,30,103,35,85,252
127011595,12,25,8,24,68,5,6,0,5,22,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,32,72,18,48,175
127011596,10,27,10,13,71,5,10,0,4,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,25,72,19,31,153
127011597,14,45,15,35,110,3,16,11,9,37,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,6,27,78,35,61,199
127021509,5,34,11,28,79,5,16,0,5,20,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,29,64,181,82,163,491
127021510,8,33,17,41,99,4,12,3,7,24,0,0,0,9,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,37,97,47,136,316
127021511,13,27,8,18,61,0,4,0,0,7,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,6,31,72,408,148,250,880
127021512,13,33,7,16,69,6,15,0,5,25,0,3,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,11,3,4,25,57,226,74,152,517
127021513,15,50,14,29,101,3,3,4,8,19,0,4,3,0,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,7,5,12,24,78,293,117,199,687
127021514,5,14,5,16,46,3,13,3,4,22,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,23,70,26,72,194
127021515,14,30,11,32,80,4,11,3,4,24,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,14,55,235,105,296,694
127021516,10,52,24,52,142,7,6,3,6,26,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,17,66,195,77,173,501
127021517,0,21,5,15,40,0,11,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,68,33,50,156
127021518,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,3,11,38
127021519,17,31,13,34,92,7,6,3,3,17,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,12,21,44,153,47,148,393
127021520,9,28,8,20,57,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,24,74,27,58,183
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127031522,6,36,24,30,94,3,11,0,10,23,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,29,140,63,83,313
127031523,6,51,9,22,89,7,14,3,4,29,0,4,4,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,23,136,28,64,257
127031524,11,56,31,32,130,4,12,3,7,28,0,7,0,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,23,132,52,72,273
127031598,15,54,23,32,129,3,10,0,3,18,0,3,0,0,4,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,13,3,12,30,84,420,142,320,974
127031599,8,20,8,6,42,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,13,39,168,45,121,370
127031600,17,29,11,14,61,4,14,0,17,38,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,28,85,15,52,179
127031601,3,15,0,3,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,16,116,50,83,257
128011529,4,27,11,14,58,6,17,8,12,41,4,13,3,0,22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,18,98,26,50,194
128011530,8,34,21,25,84,4,23,16,15,53,3,12,5,5,22,4,3,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,0,11,8,23,138,66,118,343
128011531,4,18,7,9,37,3,5,0,4,17,3,8,0,3,17,0,7,3,4,14,0,3,0,0,8,0,0,0,0,3,0,3,0,0,3,19,93,21,57,189
128011602,4,32,13,23,77,3,18,4,11,33,4,10,4,3,20,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,3,0,9,12,126,49,77,260
128011603,0,8,3,3,12,0,5,3,0,12,7,6,3,3,12,0,0,0,3,3,0,0,0,0,4,0,3,6,3,11,0,0,0,0,3,7,36,16,15,74
128011604,3,71,11,35,119,10,26,12,22,57,0,14,12,10,29,3,0,0,0,9,0,0,0,0,3,0,3,3,0,4,0,5,7,0,10,18,220,60,124,416
128011605,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
128011606,3,3,0,0,3,0,3,0,0,7,0,4,3,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,7,29,11,9,59
128021533,3,5,0,3,10,0,3,3,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,3,12,39
128021534,0,3,0,0,7,0,3,5,3,12,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,8,8,10,34
128021535,6,16,5,17,48,5,16,0,9,31,4,10,5,9,29,3,3,0,0,12,0,0,0,0,3,0,0,0,0,0,0,6,0,3,13,30,97,30,68,221
128021536,0,11,0,10,27,3,16,8,5,33,0,10,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,3,3,0,6,12,83,33,43,169
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,6,43,19,29,100,5,22,8,14,48,0,9,0,3,12,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,7,12,30,196,69,146,445
128021607,4,30,0,7,40,3,15,9,5,36,0,8,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,102,35,45,200
128021608,0,11,0,4,11,0,3,3,0,8,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,7,8,44
128021609,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,12
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,34,118,46,23,224
201011002,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,133,50,64,259
201011003,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,21,37,315,59,122,540
201011004,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,13,80,502,101,164,855
201011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,3,12,64
201011006,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,11,23,110,17,27,183
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,15
201011008,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,16,41,273,51,112,478
201021009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,3,9,48
201021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,70,3,25,106
201021011,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,65,12,17,109
201021012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,16,38
201031013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,3,23
201031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,25,3,12,44
201031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,24
201031016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,128,17,51,211
201031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,24,3,5,43
202011018,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,13,48,267,70,119,505
202011019,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,50,256,32,82,426
202011020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,39,191,44,74,344
202011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,146,27,51,259
202011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,44,326,48,130,546
202011023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,3,0,31
202011024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,45,13,5,74
202011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,167,24,60,284
202021026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,3,7,41
202021027,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,13,115,31,39,200
202021028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,5,12,61
202021029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,3,10,53
202021030,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,15,62,21,30,124
202021031,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,31,16,20,68
202031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,6,8,43
202031033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,32,8,7,59
203011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,6,14,59
203011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,28,3,10,39
203011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,9,13,49
203021037,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,42,154,71,65,328
203021038,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,9,36,128,703,122,255,1214
203021039,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,19,109,39,74,241
203021040,3,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,13,36,185,79,82,381
203021041,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,14,50,200,71,87,418
203021042,3,9,3,5,20,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,21,109,45,48,217
203021043,4,6,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,16,36,164,38,44,286
203021044,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,12,22,121,25,34,204
203021045,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,25,36,230,56,110,427
203021046,5,3,3,3,14,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54,22,32,118
203021047,3,8,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11,33,204,50,81,371
203031048,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,142,36,46,250
203031049,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,13,11,53
203031050,0,4,3,0,9,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,34,176,51,58,321
203031051,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,79,26,33,145
203031052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,3,8,39
203031053,4,22,3,7,40,3,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,103,31,39,194
204011054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,36,5,19,63
204011055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,53,9,21,88
204011056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,28,135,41,56,256
204011057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,59,4,18,90
204011058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,8,11,58
204011059,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,108,29,51,205
204011060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,24
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204011062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,28,8,5,47
204021063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,33,167,29,52,279
204021064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,20
204021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,6,19,65
204021066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,15,37,264,58,89,455
204021067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,32,5,8,52
204031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44,11,12,73
204031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,65,23,14,105
204031070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,23
204031071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,41,8,15,76
204031072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,12,17,75
204031073,0,7,0,0,7,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,44,301,41,76,470
204031074,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,19,69,403,74,136,685
204031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,3,34
205011076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,29,180,40,57,308
205011077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,9,7,48
205011078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,67,17,16,115
