SA2_MAINCODE_2016,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_CF_T,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_CF_T,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_CF_T,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_CF_T,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_CF_T,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_CF_T,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_CF_T,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_CF_T,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_CF_T,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_CF_T,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_CF_T,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_CF_T,C16_950over_CF_NC,C16_950ov_CF_Cu15DS_,C16_950ov_CF_CU15_NDS,C16_950ov_CF_NCU15_DS,C16_950ov_CF_NDCO,C16_950ov_CF_T,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_CF_T,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_CF_Tot
115021298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,9,4,3,6,4,4,19,6,3,5,0,3,14,4,3,7,4,7,26,0,4,4,0,0,7,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0,3,0,9,3,0,3,0,0,4,38,11,43,10,12,124
115031299,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,4,6,0,3,0,3,14,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,29,4,22,0,8,63
115031300,0,0,0,4,0,0,0,0,0,6,9,0,0,0,0,8,7,0,0,0,0,4,6,0,5,0,0,15,21,3,13,0,0,33,29,10,65,9,6,120,29,7,48,4,6,90,15,6,16,0,3,44,8,3,10,0,4,22,0,3,6,0,4,10,3,0,0,0,0,0,4,0,0,0,0,8,5,0,9,0,0,17,152,42,188,14,31,431
115041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,3,11,7,0,8,0,0,21,3,3,8,0,0,13,18,0,22,3,7,50,16,0,19,5,4,48,13,3,23,9,5,51,3,3,4,0,4,17,0,0,4,0,0,8,3,0,4,0,0,6,0,0,0,0,0,7,4,0,9,0,3,17,91,16,105,22,23,258
115041302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,6,3,12,0,0,21,6,0,18,3,0,30,9,0,12,0,0,28,29,3,32,5,4,75,48,25,125,26,16,249,42,45,128,28,29,265,28,8,38,11,13,103,3,8,11,4,5,31,3,3,9,4,0,19,3,0,16,0,0,21,197,101,404,83,76,869
116011303,0,0,0,0,7,0,4,0,0,15,20,0,3,0,3,29,19,0,9,0,3,31,22,0,8,0,0,35,94,0,100,7,14,217,461,34,536,22,40,1094,88,16,97,18,11,225,9,0,19,3,0,30,0,0,6,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,16,4,17,3,0,39,752,63,808,55,73,1754
116011304,0,0,0,4,12,0,3,0,0,12,35,0,3,0,3,42,6,0,4,0,0,12,16,5,22,0,7,47,26,7,30,8,11,81,165,30,237,26,43,497,72,27,114,14,16,237,8,6,14,4,4,31,7,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,14,3,0,40,373,72,444,62,90,1034
116011306,0,0,0,9,17,0,7,0,3,27,44,3,13,0,11,82,13,3,9,0,7,30,19,4,7,7,3,38,46,15,51,10,24,135,116,35,193,35,46,427,44,16,86,21,28,197,20,10,27,0,7,58,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,5,17,0,6,41,352,97,412,73,146,1084
116011307,0,0,0,3,12,0,6,0,0,11,33,0,5,0,11,52,25,3,4,0,0,30,19,0,5,0,3,28,25,0,32,3,5,64,186,26,171,21,34,443,68,12,105,13,15,221,24,5,41,9,5,88,0,6,13,3,3,22,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,13,3,6,0,10,31,415,66,404,61,90,1031
116011308,0,0,0,0,15,0,7,0,0,21,23,0,11,0,4,40,9,3,3,0,3,20,12,0,8,0,4,19,32,8,27,8,8,88,153,24,250,24,35,490,87,29,171,20,24,326,22,12,33,3,10,89,0,0,3,3,0,10,0,0,0,0,0,3,0,0,0,0,0,3,4,0,4,0,0,11,5,4,9,0,3,26,379,85,542,54,95,1155
116011560,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,26,5,0,4,3,3,13,10,0,9,0,3,19,18,3,17,3,3,44,108,34,194,20,18,367,27,17,66,10,8,129,5,0,3,0,3,12,3,4,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,3,25,201,57,319,40,44,664
116011561,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,9,0,3,0,0,11,16,3,8,0,0,23,33,6,34,0,11,76,151,54,292,18,39,554,56,32,108,19,12,233,15,7,17,3,3,45,0,3,4,0,3,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,21,303,103,492,47,67,1013
116021309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,8,0,4,0,0,12,3,3,13,3,0,24,32,13,73,17,14,147,62,29,146,24,33,290,25,9,45,15,15,110,3,3,10,0,0,18,0,0,0,0,0,0,0,0,3,0,0,6,4,0,3,0,0,10,143,71,303,56,66,641
116021310,0,0,0,0,5,0,0,0,0,7,4,0,0,0,0,4,0,0,6,0,0,3,12,3,9,0,0,27,13,0,11,3,0,26,23,0,23,3,0,48,75,13,120,12,6,232,128,46,280,47,58,555,65,47,154,31,39,329,5,7,13,6,3,45,0,0,7,3,0,6,0,0,0,0,0,3,5,0,18,3,3,31,338,127,630,106,115,1323
116021312,0,0,0,0,3,0,3,0,0,7,8,0,0,0,3,13,8,0,3,0,3,14,5,3,9,0,0,21,23,6,16,6,3,47,67,10,87,12,13,192,46,11,64,5,8,134,56,7,89,8,20,185,32,15,57,9,8,124,4,11,6,3,0,17,0,0,0,0,0,0,0,0,5,0,0,7,11,0,12,7,0,30,279,65,350,41,76,811
116021562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,8,0,3,18,17,3,27,6,3,50,12,3,24,3,10,46,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,66,12,17,131
116021563,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,10,5,5,12,0,0,23,6,4,15,0,0,24,8,7,24,3,5,44,104,24,193,21,25,367,153,36,295,23,43,562,29,15,61,5,8,123,4,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,3,11,3,0,28,340,94,628,61,89,1214
116031313,3,0,0,9,16,0,16,0,0,28,76,4,31,3,11,118,18,6,9,3,3,43,30,15,44,12,30,124,90,33,118,16,51,309,58,42,162,15,24,309,3,6,11,0,8,33,0,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,4,5,31,321,113,406,58,140,1037
116031314,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,7,9,3,17,0,0,32,71,16,109,14,17,227,18,11,33,6,4,73,3,3,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,105,32,178,24,18,367
116031315,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,6,3,0,3,0,0,8,3,0,3,0,3,13,12,8,27,5,14,62,82,41,266,37,27,457,40,37,103,9,15,202,4,9,14,6,3,33,0,0,3,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,3,17,7,3,27,167,92,445,66,66,832
116031316,0,0,0,7,9,0,3,0,3,18,85,4,21,5,11,128,22,11,12,0,13,54,24,8,28,3,13,75,96,35,150,22,66,369,58,44,140,10,20,274,45,15,90,10,8,172,11,3,16,0,3,34,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,3,3,43,377,117,489,61,145,1184
116031317,0,0,0,6,9,0,3,0,0,18,44,7,13,3,7,71,17,3,12,0,3,29,33,3,10,0,6,56,174,30,300,24,34,570,168,76,417,49,46,758,30,23,57,15,10,137,5,3,15,0,0,26,0,3,3,0,0,4,0,0,4,0,0,6,0,0,3,0,0,3,0,0,3,0,0,3,10,4,16,0,8,39,498,149,868,100,121,1742
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,0,0,0,0,5,0,0,0,0,6,13,0,4,0,3,24,6,0,4,0,3,17,5,0,3,0,3,17,26,9,31,9,12,78,120,59,224,33,38,474,56,32,106,19,34,250,18,10,31,8,4,64,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,4,21,268,103,412,72,106,969
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,9,3,0,0,0,0,3,12,0,5,0,0,23,10,0,7,3,0,22,40,3,31,3,0,74,64,3,32,0,4,99,64,7,64,3,7,146,38,7,57,5,12,117,8,3,30,3,4,45,6,5,19,0,0,33,4,0,7,3,0,18,4,0,5,0,4,15,271,26,270,24,30,628
117011322,0,0,0,3,6,0,6,0,3,20,38,0,11,0,0,51,21,0,8,0,3,29,8,5,4,3,3,33,28,0,29,3,3,61,142,12,195,20,14,390,189,9,145,10,19,371,264,12,115,5,15,407,266,13,139,26,9,454,49,5,53,3,3,116,26,0,12,0,4,53,31,0,17,4,3,53,25,0,18,0,6,47,1125,64,759,89,89,2122
117011323,0,0,0,3,7,0,3,0,0,7,39,0,3,3,5,47,7,3,0,3,0,10,7,0,5,0,0,12,12,0,17,4,3,35,113,12,139,19,17,297,63,11,60,3,14,149,21,9,27,6,8,68,37,3,24,7,7,72,5,0,16,0,6,31,3,0,9,4,0,21,0,0,9,3,4,19,10,3,7,0,0,17,335,45,319,48,55,812
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,0,0,0,0,5,3,3,0,0,9,23,0,8,0,3,30,13,0,4,0,4,24,50,0,8,0,3,63,63,3,30,3,8,105,244,15,109,15,8,385,329,3,116,4,15,471,211,8,80,3,8,309,104,3,64,0,5,178,31,0,16,0,0,52,22,3,25,4,0,52,17,3,11,0,3,38,15,0,8,3,8,34,1156,48,494,35,62,1792
117021327,0,0,0,3,3,0,4,0,0,9,5,0,0,0,0,11,10,0,0,0,0,11,17,0,0,0,0,20,72,0,10,0,0,84,241,3,38,0,3,289,278,0,53,3,9,336,171,0,48,0,4,226,92,9,40,0,3,149,48,0,28,0,0,82,20,0,18,3,0,46,38,7,43,4,3,92,12,0,7,0,0,24,1036,26,293,22,30,1409
117021328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,4,19,0,4,0,0,30,31,0,10,3,0,41,60,3,13,0,0,80,69,3,31,0,3,103,50,0,13,0,3,71,25,0,5,0,0,31,16,3,8,3,0,23,12,0,3,0,0,19,3,0,3,0,0,9,292,14,91,10,16,420
117031329,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,29,0,0,0,0,29,112,0,4,0,0,124,169,0,17,0,0,189,166,0,15,0,0,185,162,0,10,0,0,176,124,0,13,0,0,137,47,0,11,0,0,58,109,4,26,3,4,145,7,0,0,0,0,12,957,6,105,7,7,1081
117031330,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,9,13,0,3,0,0,21,21,0,5,0,0,24,44,3,4,0,0,55,358,0,26,0,0,386,411,3,59,0,3,480,282,4,78,3,3,373,131,0,24,3,0,161,39,0,21,0,0,57,41,0,23,9,0,80,10,0,3,0,0,17,1377,13,254,16,16,1673
117031331,0,0,0,3,9,0,0,0,3,18,39,0,7,0,4,57,5,0,4,3,7,27,20,0,3,3,8,33,64,0,7,3,3,76,128,0,25,0,5,154,274,0,36,3,7,322,333,0,35,3,3,373,215,0,52,3,6,278,153,4,44,0,5,214,41,0,19,3,4,66,75,7,57,14,9,159,28,0,8,0,3,45,1418,17,306,41,60,1848
117031332,0,0,0,3,3,0,3,0,0,3,11,0,0,0,0,15,3,0,3,0,0,4,17,0,4,0,3,20,67,0,13,0,0,80,194,0,19,3,0,218,333,0,54,3,0,394,363,3,69,0,3,437,245,5,75,12,0,335,97,0,36,4,0,136,45,3,31,3,0,80,84,6,39,3,6,138,18,0,4,0,0,28,1494,23,354,35,20,1927
117031333,0,0,0,5,6,3,0,0,0,8,26,0,0,0,0,30,6,0,0,0,0,8,26,0,0,0,3,34,95,0,4,0,0,107,277,0,11,0,3,294,310,0,25,0,0,334,300,0,28,0,5,330,251,0,24,0,0,277,158,0,26,0,3,189,73,0,21,0,0,95,171,0,48,3,7,226,30,0,4,0,0,39,1737,8,198,13,30,1986
117031334,0,0,0,0,7,0,0,0,0,10,32,0,7,3,4,40,7,0,3,0,0,12,19,0,5,0,0,30,24,3,6,3,3,34,65,3,14,9,3,92,267,3,46,0,3,317,367,0,57,4,3,438,262,3,82,4,10,357,173,0,53,0,4,232,79,0,33,0,0,109,192,3,60,12,15,280,30,0,13,0,0,39,1551,18,389,39,42,2044
117031335,0,0,0,10,25,0,3,0,0,32,64,0,4,0,3,72,12,0,3,0,4,22,17,0,0,0,3,23,49,0,11,0,0,63,121,0,12,0,3,139,324,0,18,3,0,353,437,0,45,0,5,488,260,3,34,8,3,303,135,0,16,0,0,156,59,0,7,0,0,67,86,4,23,7,0,121,31,0,3,0,0,35,1655,11,192,18,33,1905
117031336,0,0,0,4,16,0,0,0,0,18,35,0,0,0,0,34,11,0,3,0,0,12,21,0,6,0,0,31,35,0,0,0,0,37,109,0,8,0,0,122,266,0,19,0,0,285,348,0,19,0,0,368,246,0,19,0,0,268,147,0,19,0,4,170,86,0,12,3,0,107,101,3,30,8,3,133,23,0,6,0,0,31,1453,9,156,16,10,1643
117031337,0,0,0,0,4,0,0,0,0,7,9,0,0,0,0,9,5,0,0,0,0,5,10,0,0,0,0,6,8,0,0,0,0,18,60,0,7,0,0,75,195,0,29,0,0,220,386,0,58,0,0,449,261,3,42,3,0,303,378,0,57,4,6,449,253,0,59,5,10,327,351,7,59,25,16,458,78,0,15,0,0,93,2033,13,357,44,40,2490
117031338,0,4,0,19,40,0,3,3,4,48,99,3,16,0,4,121,21,0,4,0,4,34,32,0,8,0,4,48,34,0,9,0,0,44,65,0,13,0,8,82,538,4,53,6,3,594,659,3,118,6,15,800,720,8,213,11,9,967,256,7,91,10,4,364,43,0,27,0,0,70,79,3,41,5,5,130,55,0,11,0,0,66,2700,35,615,51,64,3455
118011339,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,3,0,0,0,0,3,13,0,3,0,0,13,11,0,10,0,0,21,74,0,15,4,0,86,178,0,34,3,3,221,233,3,81,3,6,318,206,0,80,3,0,295,143,0,50,3,4,200,67,0,34,0,0,102,73,17,104,5,4,201,21,3,7,0,0,38,1033,28,426,26,20,1534
118011340,0,0,0,0,3,0,0,0,0,8,6,0,0,0,0,8,6,0,0,0,0,4,9,0,0,0,0,11,20,3,4,0,0,24,89,0,17,4,0,109,212,0,46,0,3,264,287,4,65,4,0,362,235,0,74,0,0,312,153,0,65,3,0,223,114,0,58,3,3,178,144,17,151,11,5,324,16,0,8,0,0,34,1310,25,501,28,18,1880
118011341,0,0,0,0,7,0,0,0,0,9,6,0,0,0,0,11,4,0,0,0,0,4,9,0,0,0,0,12,16,0,4,0,0,23,84,0,21,0,0,105,125,0,44,5,3,179,180,3,44,0,4,229,145,3,63,4,4,220,83,4,46,3,0,145,48,0,28,4,0,82,65,20,121,20,8,232,16,0,12,0,0,24,803,34,391,37,27,1295
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,9,0,3,0,0,9,5,0,0,0,0,3,10,0,8,0,0,18,65,0,0,0,3,70,109,0,47,0,0,159,263,0,63,7,0,333,219,3,60,7,4,294,133,3,64,8,5,212,81,8,35,4,3,127,146,37,172,32,32,425,22,3,10,3,0,39,1078,57,491,69,54,1747
118011344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,11,23,0,10,0,3,35,70,6,27,4,9,110,94,3,60,9,3,173,66,3,51,3,3,124,29,3,23,8,4,63,13,0,22,3,0,50,23,12,91,19,9,154,12,0,14,0,0,21,349,29,313,45,30,769
118011345,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,0,0,10,0,0,0,0,10,32,0,3,0,0,36,85,0,6,0,0,98,146,0,21,4,0,168,119,0,20,3,3,152,96,0,36,3,0,138,81,0,22,0,0,99,59,0,17,0,0,75,141,16,142,26,11,332,6,3,9,0,0,18,797,24,278,45,19,1156
118011346,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,15,9,0,4,0,0,20,29,0,16,3,0,51,56,0,37,5,3,105,44,0,25,0,7,80,22,5,25,0,3,56,14,0,16,3,3,42,33,30,117,27,9,219,4,0,5,5,0,21,240,47,267,40,27,628
118011347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,5,0,0,11,17,0,3,0,0,17,41,0,8,0,0,50,61,0,15,0,0,75,66,0,24,0,3,94,21,0,18,0,0,39,13,0,13,3,0,36,38,10,75,20,7,158,12,0,3,3,0,12,291,16,172,28,16,520
118021348,3,0,0,3,7,0,5,0,0,10,28,0,0,0,3,27,9,0,4,0,0,15,12,3,8,0,4,31,30,0,23,4,3,54,71,0,33,0,0,106,234,0,66,3,6,312,395,3,118,7,9,531,271,3,121,3,6,405,121,4,63,4,3,190,61,0,51,3,0,112,72,30,184,15,12,314,26,0,9,5,3,40,1339,46,697,48,45,2172
118021350,0,0,0,7,11,0,3,0,3,16,51,0,13,0,3,72,9,0,3,0,0,22,11,5,7,3,0,29,11,3,12,5,4,35,39,3,22,4,8,71,76,7,34,6,7,132,75,4,58,11,18,165,68,9,84,7,7,185,30,7,46,16,4,100,17,5,35,8,5,79,31,15,79,15,13,140,18,0,11,0,8,36,473,64,425,76,90,1131
118021564,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,4,10,0,3,0,0,7,21,0,4,3,0,26,110,4,18,5,3,140,241,0,70,3,8,326,141,3,69,7,3,219,57,0,32,4,3,99,36,0,23,0,5,65,15,4,11,0,0,33,14,9,46,6,5,78,9,0,8,0,3,19,661,24,305,34,31,1056
118021565,0,0,0,0,3,0,0,0,0,3,6,0,4,0,0,10,0,0,0,0,0,3,4,0,6,0,0,9,22,0,9,0,0,32,111,0,34,3,3,153,146,9,80,10,11,249,101,0,60,9,9,180,44,6,33,6,0,90,32,7,18,3,0,61,15,3,16,0,5,36,18,5,35,3,3,59,17,0,3,3,0,27,546,31,307,42,28,947
118021566,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,9,3,0,0,0,13,27,0,10,0,0,38,92,3,24,3,3,129,76,7,45,3,3,131,44,0,31,3,0,82,22,3,29,4,4,62,12,0,16,0,0,25,11,6,42,10,8,75,3,0,0,0,0,4,309,21,205,25,23,576
118021567,0,0,0,7,9,0,0,0,0,17,46,0,9,4,4,68,13,3,3,0,0,17,11,0,4,3,3,24,6,0,4,0,0,15,33,0,17,4,5,55,111,0,54,6,12,187,86,5,59,0,7,160,46,3,40,3,0,102,9,3,22,4,5,53,16,0,28,0,0,44,12,5,27,3,3,53,8,4,10,0,4,23,426,30,284,35,48,823
118021568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,5,7,0,4,0,0,16,25,0,9,0,0,34,84,3,27,3,4,126,89,3,60,10,11,169,72,0,74,10,11,169,23,4,34,3,6,70,6,3,24,3,0,32,10,6,20,3,0,44,9,3,3,0,0,14,340,22,273,35,33,705
118021569,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,13,10,0,0,0,0,16,17,0,3,0,0,24,70,0,16,3,0,86,296,3,115,8,8,427,352,4,168,12,12,538,134,3,84,0,0,224,48,3,35,0,3,98,13,0,40,0,0,55,23,8,68,12,4,111,9,0,6,0,0,18,1005,21,551,33,35,1641
118021570,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,3,7,0,0,0,0,11,12,0,4,0,0,19,53,0,20,0,0,71,152,8,60,7,3,228,229,6,115,12,9,368,112,0,51,3,3,170,26,4,21,0,3,52,15,0,21,3,3,46,23,8,55,3,8,98,13,0,7,0,0,23,665,30,359,36,29,1110
119011354,0,0,0,6,11,0,7,0,0,18,61,3,21,7,11,107,12,5,6,5,8,39,14,8,10,0,15,52,16,12,19,11,7,68,39,12,74,11,17,151,49,32,137,12,25,257,16,19,51,12,14,107,7,9,25,8,4,55,3,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,8,13,6,8,3,8,35,254,114,393,68,111,940
119011355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,7,0,3,0,0,12,3,0,8,0,0,8,5,0,4,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,25,3,3,45
119011356,0,0,0,0,0,0,0,0,0,6,3,0,5,0,3,13,5,0,0,0,0,5,9,3,0,0,0,17,8,4,17,0,3,30,16,15,44,8,7,85,34,24,93,3,13,166,14,20,51,5,10,97,10,3,9,4,3,32,0,3,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,5,0,11,0,0,20,111,74,240,27,43,494
119011357,0,0,0,4,18,0,3,0,0,20,60,0,6,0,5,82,37,5,10,4,3,57,22,6,13,3,8,60,12,14,25,9,3,65,54,17,113,23,21,231,29,48,179,19,30,307,14,35,123,13,17,197,3,27,51,5,7,90,0,4,12,0,0,16,0,0,0,0,0,3,0,0,3,0,0,3,3,3,21,0,11,39,279,170,571,90,115,1224
119011358,0,0,0,0,11,0,0,0,0,15,19,0,3,4,4,30,9,0,3,0,0,18,11,5,7,5,0,22,10,3,9,3,3,27,61,4,54,7,3,128,79,16,92,4,34,224,32,9,57,13,15,125,16,7,23,9,3,55,0,0,8,4,3,12,0,0,0,0,0,4,4,0,0,0,0,5,9,0,12,3,4,26,268,52,278,49,74,718
119011359,0,0,0,6,12,0,0,0,0,10,35,0,12,6,0,45,13,0,5,0,4,28,12,3,4,0,3,30,13,4,14,5,8,46,48,7,60,8,12,134,70,18,127,17,24,258,53,18,82,16,9,181,33,11,52,13,4,113,3,0,10,3,3,23,3,0,3,0,4,9,0,0,0,0,0,0,7,3,12,0,3,26,315,67,386,70,87,922
119011360,0,0,0,0,9,0,3,0,0,13,32,3,9,4,3,44,9,0,3,4,3,22,17,9,8,0,3,32,15,3,22,3,6,48,63,10,47,8,12,139,67,24,106,11,25,233,28,4,52,15,19,124,23,20,43,9,10,98,0,0,12,3,0,18,4,0,3,0,0,9,0,0,0,0,0,0,4,0,3,3,3,16,290,66,312,59,93,824
119011361,0,0,0,3,10,0,3,0,0,16,29,0,8,4,4,49,22,0,15,7,8,47,17,7,17,4,8,54,26,3,17,8,4,60,81,18,148,23,14,287,59,31,160,22,30,301,13,18,49,3,10,89,7,10,24,4,7,56,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,4,10,3,0,34,294,97,475,88,92,1034
