SA2_MAINCODE_2016,C16_75_79_N_mar_M,C16_75_79_N_mar_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Mar_RegM_M,C16_80_84_Mar_RegM_F,C16_80_84_Mar_DFM_M,C16_80_84_Mar_DFM_F,C16_80_84_N_mar_M,C16_80_84_N_mar_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Mar_RegM_M,C16_85o_Mar_RegM_F,C16_85o_Mar_DFM_M,C16_85o_Mar_DFM_F,C16_85o_N_mar_M,C16_85o_N_mar_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Marr_reg_marr_M,C16_T_Marr_reg_marr_F,C16_T_Mar_de_fa_mar_M,C16_T_Mar_de_fa_mar_F,C16_Tot_N_mar_M,C16_Tot_N_mar_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
312011338,13,17,48,35,86,12,3,0,0,9,4,21,11,28,3,0,0,0,3,8,10,8,19,1091,1122,385,402,842,563,2316,2085,4406
312011339,10,13,24,22,49,10,7,0,0,3,11,12,23,37,5,0,0,0,6,19,16,19,34,616,628,129,143,354,351,1099,1121,2224
312011340,18,23,62,41,103,12,6,0,0,15,16,21,21,44,9,4,0,0,13,14,15,11,31,559,586,146,163,442,330,1146,1073,2218
312011341,3,8,3,8,8,0,0,0,0,0,6,0,6,6,0,0,0,0,0,3,3,0,8,1228,1247,443,454,838,653,2507,2361,4866
312021342,33,84,125,144,266,50,38,6,4,32,79,86,116,203,25,12,0,0,19,103,49,113,159,2241,2448,652,725,1875,2204,4770,5383,10152
312021343,7,29,32,44,77,19,15,0,0,11,25,30,38,70,9,4,0,0,17,36,28,38,66,515,544,141,140,527,502,1183,1188,2368
312021344,3,10,42,33,73,16,5,0,0,9,7,23,15,35,5,4,0,0,5,18,14,19,36,1776,1983,651,712,1201,1415,3622,4108,7736
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,8,8
312021346,13,24,29,36,65,16,8,0,0,14,25,25,40,65,10,6,0,0,4,33,14,32,52,363,393,134,146,651,623,1153,1162,2314
312021347,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,87,21,24,73,55,177,170,342
312021348,19,73,125,163,286,50,30,3,0,16,63,66,95,168,35,17,0,0,26,63,61,77,141,2012,2171,342,392,1095,1353,3450,3913,7369
312021349,27,63,86,102,188,34,27,0,0,16,65,54,92,147,28,18,0,0,22,52,57,73,123,816,864,249,261,971,1014,2032,2140,4166
312021350,10,28,52,43,97,16,16,0,0,7,15,26,37,60,12,0,0,0,4,11,21,14,32,799,866,251,271,665,536,1712,1664,3379
312021351,18,24,70,63,130,31,12,0,0,8,18,41,29,75,4,3,0,0,6,15,15,22,38,1351,1503,318,357,895,808,2556,2666,5226
312021352,39,57,114,105,218,49,36,0,0,31,43,81,74,159,21,11,0,0,18,36,41,51,91,1888,2033,516,573,1466,1268,3874,3877,7749
312021353,38,37,145,106,249,44,24,4,0,21,17,66,40,104,17,10,0,0,10,23,28,34,59,1540,1668,277,310,1085,761,2903,2738,5642
312021354,9,14,28,27,56,11,7,3,0,10,9,26,13,39,4,4,0,0,3,3,11,7,16,850,951,270,307,611,689,1732,1951,3680
312021355,6,22,31,40,71,7,8,0,0,6,15,16,22,38,6,3,0,0,3,14,7,15,26,486,528,152,162,470,538,1111,1233,2342
312021356,38,66,89,106,197,32,24,0,0,24,60,56,82,135,21,5,3,0,20,68,37,75,113,954,1006,304,332,1099,1180,2358,2523,4874
312021357,13,35,82,73,159,44,22,0,0,16,24,60,42,103,17,12,0,0,20,25,36,33,66,1551,1673,328,359,1005,831,2882,2856,5745
312021358,17,61,67,100,168,24,25,0,3,26,56,51,86,141,31,11,0,0,20,70,49,83,132,899,944,209,239,812,920,1921,2097,4020
312031359,19,30,72,57,126,18,11,0,0,11,18,28,33,56,7,4,0,0,10,12,18,11,30,1338,1437,605,646,1423,1294,3367,3377,6745
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312031361,36,46,110,91,198,45,32,0,0,19,50,61,83,149,21,10,0,0,17,50,38,64,99,1379,1479,346,378,1077,954,2803,2808,5608
313011362,80,122,379,331,711,128,67,7,0,58,93,193,163,361,58,28,0,0,59,94,121,117,237,2882,2935,572,593,1946,2111,5398,5643,11045
313011363,170,270,647,627,1277,260,182,6,7,105,232,377,422,796,168,76,4,3,112,277,285,357,638,3737,3786,582,637,2470,3192,6794,7614,14409
313021364,7,3,37,30,67,17,11,0,0,3,9,21,21,42,5,8,0,0,4,17,15,20,33,859,873,153,152,507,422,1510,1455,2963
313021365,101,190,302,331,630,105,68,5,0,62,139,171,209,375,71,22,4,0,79,163,156,185,343,3566,3625,1175,1236,3960,4717,8708,9575,18282
313021366,41,101,181,208,389,86,47,6,0,25,90,113,138,248,49,28,3,0,45,94,99,116,212,2619,2673,999,1044,2790,3631,6405,7344,13749
313021367,3,14,32,32,63,19,7,0,0,8,7,25,12,44,4,0,0,0,8,12,13,11,23,767,778,150,156,537,494,1456,1428,2880
313021368,7,24,58,62,113,29,13,0,0,13,28,36,40,83,18,4,0,0,13,20,30,30,59,1156,1170,492,501,1189,1411,2833,3084,5918
313021369,12,16,32,32,63,12,6,0,0,3,13,17,25,40,10,5,0,0,3,10,15,21,36,767,794,135,137,465,473,1367,1402,2776
313031370,24,29,84,74,158,23,13,0,0,17,24,41,41,75,9,3,0,0,18,26,26,28,55,939,964,211,229,755,702,1911,1890,3804
313031371,27,28,85,80,169,38,22,0,4,16,19,58,43,99,20,3,0,0,15,34,37,40,72,1252,1282,290,302,852,840,2392,2420,4814
313041372,34,85,136,153,286,51,24,0,0,26,61,78,83,162,37,21,3,0,17,53,60,80,139,2489,2527,574,599,1856,2090,4913,5221,10131
313041373,80,187,339,379,712,129,89,9,0,58,160,197,248,453,86,34,0,5,71,123,156,165,318,3285,3344,964,997,3276,3932,7522,8277,15794
313041374,7,17,59,45,99,8,10,0,0,9,15,15,25,40,9,3,0,0,5,17,15,18,34,1042,1066,179,174,608,607,1826,1852,3681
313041375,11,37,101,92,193,25,19,0,0,18,30,40,51,88,18,3,0,0,19,37,31,41,71,3390,3471,729,792,1975,2264,6093,6530,12617
313041376,6,8,28,24,56,6,3,0,0,3,8,15,11,27,3,0,0,0,3,10,7,8,16,618,633,108,106,383,361,1110,1097,2208
313051377,39,74,119,140,252,38,28,0,0,26,60,63,87,144,25,11,0,0,34,83,62,96,160,1263,1290,340,354,1377,1468,2975,3117,6095
313051378,66,118,173,211,379,71,43,3,0,53,102,129,144,278,35,15,0,0,52,113,87,133,216,1739,1764,503,539,2000,2409,4245,4708,8950
313051379,58,140,178,244,421,73,57,3,4,51,113,128,175,304,47,14,0,0,42,141,94,153,245,1483,1507,386,420,1697,2198,3571,4125,7698
313051380,44,167,239,336,575,123,83,6,3,45,182,172,273,446,84,39,0,0,50,181,135,224,355,2637,2674,646,674,2288,3213,5569,6564,12139
313051542,53,145,211,267,472,106,52,3,0,44,124,154,176,330,48,30,0,0,51,150,102,180,281,2230,2313,452,465,1588,2100,4275,4874,9151
314011382,28,115,164,214,377,64,37,0,0,20,101,82,136,213,37,22,0,0,29,146,69,164,231,3280,3377,435,474,1895,2305,5604,6156,11758
314011383,16,45,105,102,203,31,17,3,0,11,25,43,39,86,18,5,0,0,11,31,32,38,64,3777,3898,746,796,1956,2195,6480,6892,13375
314011384,25,23,93,69,164,28,29,0,0,5,17,36,40,76,19,12,0,0,8,26,26,33,59,1814,1863,270,271,870,866,2952,3007,5961
314011385,6,15,35,37,71,21,14,0,0,3,12,24,23,45,5,8,0,0,6,9,13,14,25,1701,1745,241,244,843,895,2779,2885,5668
314011386,34,97,213,206,421,63,42,0,0,14,66,80,108,192,29,15,0,0,25,60,56,74,132,4647,4741,892,946,2785,3028,8322,8717,17042
314011387,17,34,125,95,221,45,23,0,0,13,32,60,47,110,19,8,0,0,24,38,39,42,85,2573,2630,355,368,1206,1301,4132,4295,8425
314021388,53,105,208,199,406,53,47,0,3,33,113,86,162,245,43,13,3,0,39,114,88,131,221,3505,3583,1222,1266,3331,3936,8058,8781,16843
314021389,16,64,126,136,263,53,42,0,0,15,64,75,101,176,34,12,3,0,25,87,64,101,161,3018,3083,890,945,1823,2355,5728,6382,12107
314021390,32,111,174,203,381,73,37,8,0,26,62,102,104,205,48,29,0,0,30,109,78,135,214,5248,5460,1291,1352,2877,3813,9418,10621,20038
314031391,12,51,67,90,154,40,28,0,0,8,27,47,52,103,17,11,0,0,10,52,34,59,90,1722,1753,424,459,1333,1594,3484,3805,7288
314031392,21,41,64,73,137,31,20,0,0,8,26,37,44,82,14,3,0,0,6,34,19,40,62,896,907,283,297,951,1054,2129,2259,4383
314031393,15,39,59,72,130,24,8,0,0,9,22,33,32,62,13,6,0,0,10,31,22,32,51,1618,1644,356,357,1026,1221,2995,3227,6221
314031394,23,72,127,140,273,36,23,0,0,20,68,56,94,148,27,13,0,0,17,64,51,84,127,1919,1941,522,539,1973,2172,4415,4658,9070
315011395,4,0,3,0,8,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,3,30,30,115,119,249,261,397,415,811
315011396,33,28,65,36,98,10,3,0,0,13,13,22,15,39,3,0,0,0,12,7,17,15,29,507,518,572,583,1275,1096,2355,2195,4556
315011397,13,3,25,7,35,0,0,0,0,0,0,4,3,6,0,0,0,0,0,4,4,4,4,152,151,51,58,169,109,376,315,689
315011398,3,0,4,0,5,0,0,0,0,0,3,0,3,7,0,0,0,0,0,3,3,3,3,53,48,212,218,272,342,538,602,1142
315011399,3,3,3,6,5,3,0,0,0,3,5,3,5,5,0,0,0,0,6,0,6,0,6,153,149,209,224,378,470,739,838,1585
315011400,29,24,102,60,162,22,10,4,0,17,16,46,31,76,20,3,0,0,17,19,38,22,56,819,852,217,227,789,553,1824,1629,3454
315011401,8,9,15,14,25,0,0,0,0,4,0,6,0,5,0,0,0,0,3,5,3,5,11,247,249,204,217,573,584,1019,1048,2072
315011402,4,17,15,22,39,0,0,0,0,5,3,7,3,14,0,0,0,0,3,4,0,7,10,261,255,321,324,655,658,1231,1236,2472
315011403,3,0,3,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,555,554,234,248,419,262,1207,1068,2275
315021404,17,11,33,20,49,9,4,0,0,10,9,12,10,27,0,0,0,0,5,0,9,0,6,326,324,393,417,702,738,1421,1481,2908
315021405,33,46,80,79,159,33,21,0,0,27,35,60,51,110,9,4,0,4,12,39,21,38,63,2342,2366,1055,1092,2538,2116,5934,5577,11510
315021406,7,10,19,16,29,4,0,0,0,6,11,12,8,24,0,0,0,0,5,3,7,7,14,357,355,161,172,464,340,989,869,1852
315021407,11,22,41,34,79,3,4,0,0,9,27,16,30,43,3,0,0,0,7,14,12,17,33,503,507,131,137,405,357,1037,1004,2044
315031408,31,37,87,62,145,21,9,3,0,20,51,44,63,105,14,8,0,0,13,29,25,32,58,854,877,180,196,546,571,1586,1638,3227
315031409,16,33,54,56,111,22,11,0,0,19,35,34,43,79,11,5,0,0,8,33,19,35,56,672,694,201,200,527,573,1397,1474,2864
315031410,22,5,36,15,47,3,5,0,0,11,6,16,8,29,5,0,0,0,7,7,11,10,20,271,282,104,106,332,247,712,637,1351
315031411,24,10,47,21,69,6,8,0,0,10,13,13,22,38,5,3,0,0,10,12,15,20,33,386,386,133,139,430,377,939,898,1845
315031412,17,25,39,43,82,20,5,3,0,16,25,34,30,68,10,3,0,0,4,29,15,35,50,564,569,145,156,416,538,1125,1263,2392
316011413,56,192,293,405,695,202,146,4,6,59,194,270,347,617,138,68,3,0,98,321,237,388,624,3290,3380,547,566,1765,2785,5603,6732,12340
316011414,28,99,213,235,442,87,68,4,0,30,90,118,157,280,78,27,0,0,23,94,97,130,229,3219,3298,565,578,1770,2484,5553,6360,11916
316011415,11,27,79,71,148,26,15,3,0,5,26,32,39,77,15,5,0,0,19,29,37,36,72,1863,1938,444,501,1349,1752,3656,4186,7842
316011416,26,97,167,221,387,100,65,0,0,28,98,130,166,296,65,39,0,0,35,108,96,145,241,1597,1666,320,323,1123,1711,3042,3700,6744
316021417,18,90,155,181,343,84,63,3,0,29,78,116,144,259,56,23,0,0,37,112,90,137,229,1839,1890,368,382,1236,1586,3442,3856,7297
316021418,24,44,103,109,220,69,42,0,0,17,51,89,98,186,47,24,3,0,29,88,72,114,189,1168,1207,258,263,935,1024,2366,2495,4854
316021419,47,104,147,181,326,58,42,0,9,34,66,97,109,205,40,16,3,0,38,97,78,114,192,966,986,240,254,1062,1354,2275,2588,4864
316021420,55,165,324,376,701,194,119,6,3,50,130,255,254,508,93,46,0,0,52,116,143,169,308,3674,3813,767,826,2130,3073,6570,7705,14275
316021421,35,126,286,320,603,143,86,7,3,40,76,191,165,358,83,42,3,0,50,189,137,233,368,2604,2663,380,403,1320,1703,4300,4774,9071
316021422,34,78,131,154,284,74,46,8,0,30,57,110,106,221,35,19,0,0,34,95,71,114,186,1370,1415,266,289,1115,1368,2757,3069,5823
316021423,30,99,155,206,363,79,58,3,0,33,77,115,132,249,67,32,0,0,34,85,96,120,217,1708,1764,378,404,1196,1498,3274,3663,6943
316021424,15,46,86,113,201,58,42,3,0,26,57,87,105,189,36,12,0,0,21,62,59,75,133,1353,1398,355,377,969,1243,2678,3017,5689
316031425,36,103,156,205,366,67,37,7,0,29,92,98,131,224,31,20,0,0,27,77,60,96,157,2354,2429,656,689,1757,2353,4768,5472,10238
316031426,30,64,169,166,339,71,35,9,0,20,60,97,97,194,34,17,0,0,18,48,52,63,121,1951,2017,474,481,1481,1701,3907,4196,8104
316031427,85,199,314,395,711,178,108,7,6,65,190,249,303,551,97,55,0,0,73,211,174,264,434,2857,2915,900,919,2963,3863,6722,7695,14416
316031428,28,82,133,158,283,54,35,3,0,29,64,92,99,188,46,24,0,0,34,82,76,113,187,1696,1731,496,524,1839,2146,4029,4397,8432
316051434,15,33,84,85,166,40,31,3,0,6,33,50,64,117,23,5,0,0,16,25,38,29,68,830,859,201,199,547,628,1578,1687,3265
316051435,34,96,222,229,449,97,47,3,4,28,82,136,134,266,58,33,6,0,45,137,104,166,273,1745,1770,326,332,987,1452,3055,3558,6611
316051437,24,34,82,77,158,26,17,0,0,15,40,34,55,91,12,0,0,0,12,27,25,29,51,1067,1104,308,309,872,1076,2248,2486,4741
316051438,55,128,213,235,453,95,64,3,3,36,114,136,183,319,86,39,7,6,49,145,141,183,331,1824,1874,380,397,1324,1852,3526,4118,7647
316051543,12,24,65,56,124,25,19,0,0,5,22,28,43,71,12,5,0,0,7,21,21,28,51,680,694,179,174,488,544,1347,1409,2755
316051544,8,28,80,77,157,34,15,0,0,13,19,49,40,91,15,13,0,3,3,14,28,29,55,1318,1374,288,305,494,762,2100,2443,4544
316061439,32,47,120,110,230,43,26,4,0,11,52,58,77,130,29,18,0,0,14,37,53,60,104,1409,1463,343,377,1019,1214,2767,3051,5820
316061440,37,87,204,214,413,99,56,0,0,24,55,125,106,236,43,10,0,0,36,61,78,80,159,1701,1735,347,348,1052,1324,3100,3400,6498
316061441,20,48,88,90,175,43,29,0,0,10,22,54,51,109,9,10,0,0,22,25,30,36,64,1144,1161,257,264,712,759,2106,2180,4289
316061442,24,46,110,103,211,57,32,4,0,21,18,81,52,132,18,14,0,0,19,37,38,50,93,1843,1913,432,446,1292,1352,3561,3714,7274
316061443,18,46,136,112,246,48,32,3,0,12,39,60,72,133,29,7,0,0,14,46,48,54,105,1270,1291,250,246,717,933,2234,2476,4712
316061444,30,56,152,140,292,72,36,5,0,24,43,97,84,185,42,20,0,0,35,75,70,93,164,2051,2103,426,447,1204,1404,3680,3949,7634
316071545,27,61,133,146,282,56,24,0,0,21,47,83,67,145,23,8,0,0,21,60,50,68,117,1613,1667,361,383,886,1085,2863,3127,5993
316071546,16,25,66,63,134,27,23,3,0,8,29,39,47,83,22,4,0,0,10,12,27,20,51,771,798,111,127,430,491,1317,1410,2732
316071547,32,38,138,98,237,47,28,0,3,26,26,70,57,124,29,13,0,0,32,29,59,42,100,1954,2015,481,506,1332,1257,3767,3775,7545
316071548,54,160,241,300,544,140,101,6,3,47,131,195,235,424,92,50,0,0,44,169,134,220,351,3104,3177,762,821,2675,3492,6547,7490,14039
316081549,72,144,359,314,672,119,72,6,0,55,73,184,145,325,64,37,0,3,36,89,108,125,235,4132,4268,957,999,2582,2856,7667,8115,15783
317011445,14,19,63,45,107,25,9,0,0,4,16,23,22,53,9,4,0,0,8,10,20,15,33,1357,1429,231,252,605,683,2193,2357,4549
317011446,32,119,138,220,356,95,59,3,0,31,120,128,178,310,59,27,3,0,57,206,116,240,351,2088,2118,409,422,1762,2389,4261,4936,9195
317011447,37,128,150,230,377,99,75,0,0,38,156,139,225,365,75,34,0,0,44,205,124,239,362,1493,1512,351,355,1455,2023,3298,3892,7194
317011448,23,53,89,111,195,46,31,0,0,18,65,73,92,163,15,3,0,3,20,74,39,80,116,1027,1051,237,258,1209,1421,2484,2731,5214
317011449,11,8,52,39,90,21,15,0,0,4,15,25,29,57,12,4,0,0,0,6,14,13,20,1249,1320,240,254,618,626,2111,2202,4312
317011450,14,62,168,158,325,69,55,0,0,13,46,82,99,180,40,18,0,0,26,54,66,73,140,2938,3066,267,278,1188,1317,4399,4659,9062
317011451,30,50,130,111,240,48,28,0,0,21,41,72,67,139,31,8,0,0,28,48,51,58,113,2129,2185,416,431,1433,1359,3977,3974,7952
317011452,5,37,104,106,208,53,32,0,0,4,33,55,66,123,36,14,0,0,10,32,44,40,88,1550,1568,141,152,611,794,2303,2507,4812
317011453,50,88,119,143,259,40,31,3,0,31,71,69,105,176,44,23,4,0,28,113,77,134,216,1220,1239,412,418,1526,1984,3152,3634,6788
317011454,18,35,61,63,130,17,13,0,0,18,48,29,63,94,13,8,0,0,9,34,21,42,69,733,744,257,261,962,1078,1957,2083,4044
317011455,18,87,128,185,313,78,47,0,0,19,60,95,110,208,46,13,0,0,19,65,63,79,143,1648,1680,206,228,881,1346,2736,3257,5994
317011456,55,119,165,207,375,61,47,0,0,38,110,99,162,255,55,16,0,0,39,143,94,158,259,1903,1938,466,482,2033,2647,4404,5070,9476
317011457,30,64,109,115,230,49,37,0,0,22,70,69,112,181,28,12,0,0,29,81,60,96,156,1641,1689,300,298,1227,1612,3167,3599,6764
317011458,21,43,112,109,226,40,28,6,0,14,47,63,78,139,29,13,0,0,23,78,50,92,149,2388,2478,497,511,1355,1690,4239,4681,8919
317011459,59,171,226,300,524,96,58,6,4,42,137,146,200,342,51,30,0,3,28,109,82,141,217,2006,2031,544,559,1850,2474,4400,5066,9462
318011460,43,89,150,188,332,76,42,0,3,44,95,119,135,252,35,17,0,4,33,107,70,126,193,1580,1614,309,323,1296,1412,3188,3352,6537
318011461,32,37,139,109,248,53,36,0,0,10,47,66,83,150,35,9,0,0,21,59,54,71,125,1586,1614,269,285,1111,893,2961,2797,5757
318011462,25,60,95,116,216,64,33,0,0,30,61,91,98,185,17,5,0,0,20,63,39,65,104,1062,1144,277,303,1021,1277,2365,2726,5093
318011463,25,18,62,39,99,18,10,3,0,6,13,27,22,49,7,4,0,0,10,9,12,14,25,647,692,111,127,477,378,1234,1199,2436
318011464,34,77,116,133,252,57,38,0,0,27,64,86,94,187,48,19,0,0,16,83,62,100,165,773,784,118,121,663,694,1551,1600,3154
318011465,33,57,136,137,268,56,35,3,3,23,38,85,80,160,40,19,0,0,28,56,64,70,139,1366,1388,219,228,863,690,2451,2308,4753
318011466,0,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,62,208,209,472,487,737,756,1492
318021467,18,54,68,101,168,36,19,0,0,10,36,41,56,101,21,13,3,0,15,36,37,46,87,704,723,187,204,790,822,1688,1746,3430
318021468,17,29,75,75,148,24,14,0,0,4,22,33,44,72,20,4,0,0,12,21,32,31,58,1632,1736,262,274,1012,1111,2904,3119,6020
318021469,13,29,37,42,83,23,16,0,0,13,34,34,50,79,20,14,0,0,22,78,39,91,137,488,531,110,115,466,517,1063,1162,2223
318021470,11,10,41,35,74,12,10,0,0,5,8,14,18,35,6,5,0,0,6,3,14,4,18,1286,1392,365,400,704,754,2352,2547,4904
318021471,27,82,122,167,293,50,31,3,0,22,68,73,105,179,42,22,0,0,26,67,64,93,153,1517,1576,475,514,1319,1767,3313,3854,7167
318021472,13,79,80,123,203,42,33,0,0,20,53,62,86,145,22,10,0,0,27,58,52,71,116,896,924,199,234,1017,1111,2112,2269,4383
318021473,19,33,89,78,168,24,14,3,3,13,36,35,48,86,17,9,0,0,7,20,25,30,54,3269,3515,1449,1565,2209,2433,6927,7511,14441
318021474,6,9,17,25,34,7,4,0,0,0,9,11,15,21,4,0,0,0,3,6,6,6,15,939,969,298,340,1140,1271,2376,2573,4953
318021475,39,42,79,84,160,27,17,0,3,28,33,51,49,105,18,6,0,0,20,35,39,39,76,669,705,308,322,1160,1242,2135,2268,4400
318021476,23,44,102,116,216,48,30,0,0,14,51,61,79,142,24,12,0,0,21,62,48,74,117,951,991,386,412,1330,1414,2669,2812,5478
318021477,12,38,59,84,143,36,16,0,0,11,48,45,63,110,13,12,0,0,15,52,25,65,91,543,564,159,178,626,837,1333,1575,2912
318021478,24,29,47,47,89,18,15,0,0,17,28,30,41,77,11,0,0,0,9,25,23,26,48,592,623,260,281,875,1039,1725,1944,3672
318021479,24,51,52,66,120,15,7,0,0,15,37,32,48,75,15,10,0,0,12,40,30,46,79,561,582,196,202,870,918,1630,1697,3327
318021480,19,39,66,67,132,21,15,0,0,10,21,32,34,69,7,6,0,0,8,20,16,24,45,1470,1562,499,540,1322,1570,3293,3675,6964
318021481,22,68,83,113,199,25,16,0,0,19,46,41,60,103,26,12,3,0,14,49,36,60,92,1077,1118,323,341,1176,1443,2576,2911,5483
318021482,8,47,83,102,188,27,19,0,0,14,41,44,62,100,14,3,0,0,9,36,22,41,63,2558,2687,660,741,1821,2249,5034,5672,10702
318021483,18,20,50,41,89,12,7,0,0,11,14,24,22,43,7,0,0,3,11,14,15,13,34,336,341,108,114,373,391,810,841,1654
318021484,18,20,51,42,92,12,8,0,0,4,20,17,21,36,13,0,0,0,5,13,18,16,36,1465,1544,483,531,1109,1139,3057,3209,6273
318021485,18,42,41,78,118,30,19,0,0,14,56,44,73,114,25,9,0,0,19,61,36,72,112,515,533,119,134,505,679,1141,1344,2483
318021486,31,23,79,57,137,23,19,0,0,14,22,41,38,78,9,0,0,0,12,10,16,13,28,1078,1139,312,341,920,683,2318,2169,4482
318021487,5,19,39,45,85,11,3,0,0,8,8,26,12,35,10,3,0,0,4,19,13,21,34,1012,1077,308,347,911,924,2222,2349,4573
318021488,24,34,42,39,82,15,12,0,0,15,24,26,32,62,15,6,0,0,13,39,21,42,66,566,600,315,324,929,933,1808,1851,3658
318021489,21,22,48,47,99,10,7,0,0,13,11,27,24,45,7,3,0,0,4,5,16,4,21,833,870,217,236,559,401,1611,1508,3117
318021490,26,36,65,64,131,27,13,0,0,16,35,43,45,87,22,8,0,0,18,18,40,29,75,1075,1116,463,478,1555,1470,3089,3070,6163
318021491,23,37,83,81,156,27,18,0,0,20,33,46,49,101,12,4,0,0,13,32,31,32,61,802,811,201,241,815,909,1814,1963,3775
319011492,20,56,84,105,197,47,32,0,0,21,51,70,82,155,25,7,0,0,20,56,44,70,109,843,859,207,213,708,870,1760,1942,3703
319011493,63,147,364,359,728,125,84,9,3,47,112,181,199,383,74,38,7,0,35,110,112,144,255,3388,3477,636,657,1885,2307,5914,6439,12352
319011494,18,8,67,40,108,20,12,3,3,9,10,31,24,49,15,7,0,0,6,12,23,21,47,914,948,173,189,525,534,1615,1671,3281
319011495,36,52,78,86,169,23,15,0,0,36,39,60,50,110,30,8,0,0,19,50,50,64,113,661,667,206,219,1171,1325,2040,2205,4246
319011496,19,59,73,114,184,25,18,0,0,19,38,47,58,103,22,3,0,0,15,40,33,38,73,935,973,177,189,649,866,1766,2027,3797
319011497,28,88,183,200,387,76,48,8,4,31,65,114,118,231,42,14,3,0,32,77,71,88,162,1246,1279,262,266,947,1163,2456,2715,5166
319011498,39,38,134,103,238,42,25,3,0,27,21,70,45,115,21,13,0,0,21,17,41,30,73,1656,1719,331,360,1074,1035,3059,3118,6179
319011499,62,67,215,162,380,76,46,3,0,30,50,104,88,196,29,11,0,0,31,49,61,59,119,1910,1965,349,373,1324,1139,3582,3475,7053
319011500,30,108,143,208,351,84,61,3,3,30,107,118,170,288,59,28,3,3,38,136,101,164,269,1243,1274,264,290,886,1302,2397,2865,5257
319011501,38,66,113,138,253,61,38,0,3,32,66,90,110,204,33,13,0,0,27,84,61,101,160,841,873,229,228,861,1089,1931,2192,4125
319011502,49,137,173,241,422,91,52,0,0,41,105,127,154,284,55,22,0,0,31,128,93,156,242,1663,1682,389,399,1536,2045,3583,4125,7713
319021503,38,55,121,115,237,48,25,0,0,26,32,72,53,121,24,8,0,0,26,43,54,52,102,1155,1156,232,240,976,885,2357,2279,4640
319021504,33,33,96,72,170,21,12,0,0,28,20,53,33,83,13,6,0,0,12,28,28,36,61,893,917,193,206,840,654,1921,1777,3701
319021505,41,75,142,141,289,63,50,5,0,21,79,92,128,221,37,16,0,0,36,88,70,106,177,1611,1636,413,434,1323,1677,3348,3744,7091
319021506,53,67,183,153,337,69,38,0,0,32,54,98,91,190,32,19,0,0,32,56,63,72,140,1454,1477,368,381,1380,1459,3205,3307,6512
319021507,18,21,73,58,125,14,9,5,0,15,8,25,16,44,16,10,0,0,11,11,29,20,51,803,828,133,139,502,413,1442,1384,2827
319021508,17,38,79,71,146,28,20,0,0,23,23,52,40,91,16,3,0,0,14,38,29,39,74,653,666,127,135,462,441,1242,1239,2475
319021509,85,84,244,184,427,60,32,6,0,46,52,111,91,199,28,4,0,0,34,54,58,66,127,1675,1726,366,384,1397,1371,3438,3481,6920
319021510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,7,8
319031511,51,60,177,139,319,59,34,3,3,29,34,90,76,166,30,17,0,0,19,36,48,49,102,1173,1209,241,247,873,846,2286,2297,4588
319031512,65,138,211,250,457,102,71,8,3,44,135,154,214,363,68,25,0,3,45,158,115,192,302,1963,2028,551,573,2020,2716,4535,5310,9844
319031513,21,75,104,139,241,51,29,0,0,18,65,64,96,157,31,26,0,0,26,58,60,82,134,1163,1193,198,209,828,1142,2192,2541,4733
319031514,92,70,288,200,491,97,60,9,0,41,51,148,115,257,53,17,0,0,31,66,84,87,174,3418,3508,788,813,2507,2226,6711,6549,13257
319031515,25,25,74,52,123,21,11,0,0,17,28,39,36,73,10,3,0,0,9,16,20,16,36,690,721,129,133,465,459,1279,1319,2599
319041516,14,25,78,51,134,13,3,0,0,6,15,23,20,41,12,3,0,0,7,16,12,23,40,850,898,219,236,541,582,1612,1711,3325
319041517,11,22,81,61,146,29,15,0,0,5,18,39,31,71,14,7,0,0,8,16,17,21,37,1047,1084,171,188,501,532,1709,1808,3516
319041518,77,194,433,449,880,186,128,6,6,55,137,254,268,524,99,45,3,0,57,158,159,202,358,2609,2653,505,520,1523,2399,4634,5577,10212
319041519,23,51,136,134,269,56,35,3,0,24,45,79,78,156,21,9,6,0,13,50,44,57,103,1031,1039,232,236,675,892,1934,2163,4096
319041520,83,166,311,374,689,152,93,6,4,83,148,248,249,500,91,35,6,3,56,173,151,208,365,2343,2392,496,533,2124,2868,4964,5795,10761
