SA2_MAINCODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
214011372,0,0,0,3,3,3,13,34,131,107,53,26,12,7,26,422,0,0,4,3,0,4,14,16,37,21,8,5,3,0,12,120,0,0,0,0,0,0,0,10,10,3,5,0,0,0,5,30,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,13,8,0,5,0,13,10,24,23,50,38,11,4,4,3,47,254,0,0,0,0,0,0,0,0,4,0,0,0,0,0,65,70,8,0,6,5,19,17,60,95,376,333,257,153,90,46,199,1688,0,0,0,0,3,6,17,33,107,62,33,10,4,3,43,327,0,3,9,3,17,43,54,45,63,20,6,3,0,0,44,305,0,0,3,3,0,4,9,6,4,0,0,0,0,0,4,36,3,0,6,6,10,21,8,10,11,0,0,0,0,3,0,86,16,3,24,38,80,92,92,70,112,35,21,4,3,0,72,670,0,0,0,0,0,3,3,0
214011373,0,0,0,0,0,0,7,13,66,62,72,29,51,40,17,368,0,0,0,0,3,7,0,8,15,13,8,11,0,3,9,82,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,19,3,0,5,0,3,3,7,3,41,14,11,3,10,7,22,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,143,6,3,7,0,6,11,21,50,217,265,392,348,404,388,334,2448,0,0,0,0,0,3,3,10,54,54,34,15,18,5,43,251,0,0,3,4,11,11,22,30,45,21,4,4,3,4,19,181,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,18,0,0,6,4,4,6,3,0,4,0,0,0,0,0,0,26,6,0,9,12,13,20,15,26,40,8,8,4,0,0,28,202,0,0,0,0,0,0,0,0
214011374,4,0,0,0,0,0,0,32,127,133,90,41,58,41,59,580,0,3,0,0,0,6,3,7,23,19,16,12,5,4,12,108,0,0,0,0,0,0,0,0,3,3,3,0,0,4,5,21,0,0,0,0,0,0,0,0,3,6,6,3,0,5,10,33,6,3,3,0,3,8,12,16,31,33,14,4,4,3,18,164,0,0,0,0,0,0,0,0,3,0,3,0,0,0,137,142,8,4,5,0,8,24,26,83,377,537,562,465,435,278,442,3254,0,0,0,0,3,11,18,45,86,82,49,24,16,3,64,397,0,3,4,11,16,36,53,45,67,18,17,8,6,0,37,318,0,0,3,0,3,0,6,3,0,0,0,3,0,0,0,28,0,0,3,3,3,11,5,4,8,0,0,0,0,0,3,47,13,4,16,18,29,38,30,37,51,26,7,3,0,3,37,320,0,0,0,0,0,0,0,3
214011375,0,0,0,0,0,5,10,19,96,87,61,23,27,7,21,365,0,0,3,0,5,3,13,7,31,9,12,10,3,0,15,106,0,0,0,0,0,0,0,0,9,5,0,0,4,0,0,23,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,3,0,0,0,9,6,10,17,31,19,12,3,3,3,13,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,71,3,3,5,3,11,14,38,61,253,315,319,207,190,75,189,1688,0,0,0,3,0,4,14,22,74,73,28,5,4,3,34,274,0,0,6,3,13,20,25,32,51,22,15,3,4,0,20,219,0,0,0,0,0,4,0,3,0,7,0,0,0,0,5,25,3,0,9,0,9,6,3,3,8,4,0,0,0,0,4,56,12,9,13,16,27,36,38,39,70,28,12,0,4,3,48,350,0,0,0,0,0,0,0,0
214011376,0,0,0,0,0,5,8,15,94,99,67,25,30,26,23,394,0,0,0,0,0,7,5,3,14,9,10,5,3,3,4,68,0,0,0,0,0,0,0,0,5,3,3,3,3,0,3,18,0,0,0,0,0,0,0,0,0,5,3,3,3,0,4,22,3,0,0,0,3,4,5,13,16,11,3,7,4,0,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,91,3,6,3,0,5,22,33,56,245,320,377,259,278,201,228,2028,0,0,0,0,0,5,4,12,55,32,26,8,14,4,20,185,0,0,0,5,11,21,25,14,21,17,3,3,4,0,16,128,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,16,6,0,4,0,0,3,0,4,0,0,0,0,0,0,8,24,10,0,8,9,6,18,16,22,14,15,5,0,0,0,15,140,0,0,0,0,0,0,0,0
214021377,0,0,0,0,0,0,4,8,36,49,35,13,11,11,11,189,0,0,0,0,4,6,3,3,9,11,5,0,3,3,6,60,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,5,3,7,8,13,8,9,4,7,3,8,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,0,0,0,0,12,10,21,26,138,169,187,111,129,70,146,1020,0,0,0,0,0,3,9,10,29,35,19,7,3,0,20,133,3,0,0,5,4,23,19,25,26,8,5,3,0,0,8,134,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,3,4,0,0,0,0,0,0,0,6,24,3,0,9,10,8,25,27,14,28,13,4,3,0,0,22,167,0,0,0,0,0,0,0,0
214021378,0,0,0,0,0,0,3,0,17,13,15,5,11,20,9,93,0,0,0,0,0,0,3,6,9,5,0,0,0,0,8,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,3,9,3,0,0,3,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,0,0,0,0,0,5,14,23,71,70,68,54,69,101,115,599,0,0,0,0,0,0,7,4,0,7,0,3,3,0,15,36,0,0,0,0,4,5,6,5,6,5,0,0,0,0,9,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,3,7,4,3,3,8,0,3,0,0,8,41,0,0,0,0,0,0,0,0
214021379,0,0,0,0,0,5,9,32,129,116,76,29,30,21,43,485,0,0,0,0,3,9,8,24,32,25,10,3,3,0,17,135,0,0,0,0,0,0,0,4,4,5,3,0,3,3,4,41,0,0,0,0,0,0,0,0,3,3,4,4,5,8,0,29,6,3,3,3,10,4,12,10,51,26,21,3,0,0,21,173,0,0,0,0,0,4,0,0,0,3,0,0,0,0,113,121,6,3,3,3,11,30,41,88,375,441,369,269,196,140,341,2307,0,0,0,0,0,7,17,40,64,45,23,10,3,3,38,255,0,0,3,14,17,54,38,41,52,23,8,4,3,0,26,275,0,0,0,0,5,7,0,0,5,3,4,0,3,0,3,28,3,0,3,10,9,19,3,3,5,0,0,0,0,0,10,58,7,4,10,34,47,58,61,55,64,19,4,0,3,3,48,407,0,0,0,0,0,0,0,0
214021380,0,0,0,0,0,5,7,14,74,83,70,24,37,29,24,375,0,0,0,0,0,4,8,9,20,20,12,4,5,4,10,108,0,0,0,0,0,0,0,0,5,4,0,0,4,0,5,22,0,0,0,0,0,0,0,0,4,3,9,5,4,0,5,27,6,4,7,0,6,4,7,13,42,16,17,4,10,0,14,150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,113,3,3,9,0,10,19,38,61,294,399,399,294,338,244,306,2420,0,0,0,0,0,7,19,29,68,70,46,10,14,4,35,297,0,0,8,5,21,45,46,46,78,22,17,3,3,3,47,334,0,0,0,0,3,3,0,0,4,0,3,0,0,0,9,33,6,0,7,7,3,10,3,3,6,0,0,0,0,0,4,43,12,0,19,13,30,43,58,42,71,22,11,5,0,0,56,389,0,0,0,0,0,0,0,0
214021381,0,0,0,0,0,6,4,8,42,72,82,24,95,79,36,448,0,0,0,3,3,3,3,6,16,6,11,8,10,16,16,105,0,0,0,0,0,0,0,0,3,3,0,0,6,0,4,17,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,19,7,3,0,3,6,0,3,0,19,17,18,10,6,14,18,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,155,12,3,7,3,6,11,23,23,152,246,330,268,491,651,385,2614,0,0,0,0,0,0,3,9,34,29,26,10,23,7,22,154,0,0,3,3,0,14,13,9,29,17,9,0,3,0,10,123,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,16,8,3,3,10,5,14,16,13,28,16,5,3,5,0,21,157,0,0,0,0,0,0,0,0
214021382,0,0,0,0,0,3,8,12,63,80,75,19,73,52,19,413,0,0,0,0,3,0,8,6,20,15,13,3,9,5,9,97,0,0,0,0,0,0,0,0,3,6,3,0,0,3,5,21,0,0,0,0,0,0,0,0,3,0,3,4,6,0,4,21,4,0,0,0,0,3,3,9,20,10,4,9,4,6,15,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,9,0,0,0,4,9,24,44,210,351,428,377,401,383,324,2579,0,0,0,4,0,4,5,21,41,55,29,9,10,0,25,213,0,0,3,3,11,20,20,31,48,15,14,3,3,0,16,186,0,5,0,0,0,0,0,3,0,3,0,0,0,0,5,15,0,0,4,0,4,3,0,0,0,0,0,0,0,0,3,22,4,0,6,9,10,5,12,11,29,16,3,3,0,3,15,144,0,0,0,0,0,0,0,0
214021383,0,0,0,0,0,0,12,17,70,58,36,17,13,9,19,257,0,3,0,0,4,12,6,19,25,15,12,0,3,0,10,107,0,0,0,0,0,0,0,0,3,5,4,0,0,0,7,21,0,0,0,0,0,0,0,0,4,0,3,0,4,0,3,12,3,0,0,3,3,5,10,14,26,13,13,4,0,6,23,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,68,6,3,3,4,9,22,27,70,261,286,230,140,121,95,230,1513,0,0,0,0,0,3,7,15,23,23,6,12,7,0,32,133,0,4,8,5,7,42,25,30,35,18,7,0,0,0,34,226,0,0,0,0,0,5,5,0,0,3,0,0,0,0,3,18,0,0,3,3,4,6,7,3,3,0,0,0,0,0,3,35,3,3,12,17,17,34,35,37,53,16,0,0,0,0,36,273,0,0,0,0,0,0,0,0
214021384,0,0,0,0,0,0,14,18,92,80,55,15,9,8,31,326,0,0,0,0,0,3,7,18,35,21,0,3,3,0,11,111,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,4,3,0,6,15,3,0,3,3,4,4,17,25,46,24,11,4,3,0,33,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,71,8,4,4,3,7,16,39,92,328,362,271,165,139,72,242,1747,0,0,0,0,0,0,11,21,63,37,33,3,0,0,32,213,0,3,7,19,18,56,35,30,57,26,9,0,0,0,25,272,0,0,0,0,4,4,0,3,3,0,0,0,0,0,10,28,0,0,0,7,3,21,5,3,3,3,0,0,0,0,3,49,5,3,7,20,46,57,54,50,86,34,4,0,0,0,68,441,0,0,0,0,0,0,0,5
214021385,0,0,3,0,0,0,6,19,90,83,54,29,32,21,22,365,0,0,0,0,0,0,9,17,36,21,12,4,0,3,9,111,0,0,0,0,0,0,0,0,3,4,4,0,5,0,3,16,0,0,0,0,0,0,0,0,4,0,3,0,3,0,7,21,6,3,0,0,5,4,12,14,29,23,10,7,12,5,16,134,0,0,0,0,0,0,0,0,3,0,0,0,0,0,105,107,11,3,4,3,3,11,41,64,304,391,404,263,262,194,308,2266,0,0,0,0,4,9,15,25,60,52,36,24,13,9,38,266,0,4,3,13,16,34,30,36,62,19,16,0,0,0,32,255,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,30,0,0,6,5,6,10,4,0,7,3,0,0,0,0,3,43,11,10,3,12,22,23,38,29,52,22,12,3,0,0,26,251,0,0,0,0,0,0,0,0
215011386,0,0,0,0,0,0,5,12,29,13,10,3,3,4,5,87,0,0,0,0,3,0,11,6,11,10,3,0,0,0,3,40,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,3,11,10,10,3,3,0,0,0,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,0,4,3,0,6,3,30,39,126,118,95,55,59,30,111,678,0,0,0,0,0,3,14,10,31,16,10,3,0,0,7,100,0,0,0,4,7,18,14,8,15,5,0,0,0,0,12,78,0,0,0,0,0,0,3,4,3,0,0,0,0,0,3,11,0,0,3,0,6,3,0,0,0,0,0,0,3,0,3,16,0,3,3,11,15,17,24,19,21,8,3,0,0,0,18,142,0,0,0,0,0,0,0,0
215011387,0,0,0,0,0,0,3,0,11,6,3,0,0,0,10,37,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,4,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,3,0,6,0,3,10,9,23,58,43,38,18,20,9,65,312,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,11,0,0,0,0,0,4,8,3,4,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,7,0,5,7,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0
215011388,0,0,0,0,0,3,8,29,83,58,30,5,9,6,15,255,0,0,0,0,3,3,7,13,24,7,5,0,0,0,7,71,0,0,0,0,0,0,0,0,11,4,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,14,0,0,0,0,4,5,9,12,20,12,8,3,3,0,3,80,0,0,0,0,0,3,0,0,0,0,0,0,0,0,111,117,0,6,0,0,11,22,36,77,296,324,267,139,129,79,243,1629,0,0,0,0,0,3,13,21,46,30,15,7,3,0,20,166,0,0,0,4,15,31,30,32,38,12,4,0,0,0,16,178,0,0,0,0,0,3,0,3,5,3,0,0,0,0,3,13,0,3,3,9,8,9,4,3,0,0,0,0,0,0,0,46,5,0,4,18,41,47,45,34,50,15,3,3,0,7,26,299,0,0,0,0,0,0,0,0
215011389,3,0,0,0,0,0,5,3,14,10,4,4,0,3,4,54,0,0,0,0,0,0,3,3,7,3,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,3,0,4,3,6,9,16,20,81,68,45,41,28,17,74,414,0,0,0,0,0,3,0,7,11,3,0,6,0,3,3,27,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,3,3,12,3,0,0,0,0,7,33,0,0,0,0,0,0,0,0
215011390,0,0,0,0,0,3,13,15,31,23,17,0,0,0,5,119,0,0,0,0,0,0,3,8,6,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,8,3,6,7,13,9,3,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,8,3,4,0,8,10,32,47,118,121,93,45,40,22,86,643,0,0,0,3,0,3,3,7,9,4,0,0,0,3,7,41,0,0,0,3,3,3,4,5,7,0,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,9,0,0,8,7,9,14,12,14,23,5,7,3,0,0,11,105,0,0,0,0,0,0,0,0
215011391,0,0,0,0,0,4,0,6,13,10,4,0,0,0,5,43,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,4,6,8,24,77,58,28,19,18,3,50,300,0,3,3,0,0,3,0,4,5,0,3,0,0,0,0,28,0,0,0,0,3,3,5,5,5,3,0,0,0,0,3,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,10,7,7,10,5,0,0,0,0,10,53,0,0,0,0,0,0,0,0
215011392,0,0,0,0,0,4,3,13,26,30,18,6,5,7,9,121,0,0,0,0,0,0,5,8,16,4,0,0,0,0,0,42,0,0,0,0,0,0,0,3,8,0,0,0,0,0,7,16,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,14,0,3,3,3,0,3,6,13,21,8,0,0,0,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,8,3,5,4,3,14,18,48,151,127,112,51,57,31,102,736,0,0,0,0,0,0,8,6,19,7,5,0,0,0,9,57,0,3,0,7,3,18,12,12,7,0,0,0,0,0,12,72,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,3,11,12,20,26,13,14,10,4,0,0,3,19,145,0,0,0,0,0,0,0,0
215011393,0,0,0,0,0,0,0,3,7,4,5,3,0,0,0,28,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,7,0,6,22,63,38,32,18,21,4,57,272,0,0,0,0,0,5,0,0,0,3,0,0,0,3,6,15,0,0,0,0,0,3,0,3,9,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,3,3,0,0,0,0,3,5,32,0,0,0,0,0,0,0,0
215011394,0,0,0,0,0,0,4,8,28,9,13,0,0,4,9,84,0,0,0,0,0,0,0,0,4,7,3,0,0,0,3,23,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,6,11,4,13,3,0,0,0,0,9,57,0,0,0,0,0,0,0,0,4,4,0,0,0,0,20,27,13,4,6,0,11,9,24,29,136,99,70,37,28,21,88,571,0,0,0,0,0,4,3,9,11,0,3,0,0,0,0,33,0,0,3,4,6,12,17,7,6,3,0,0,0,0,0,59,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,7,4,11,10,21,20,23,4,0,0,0,0,19,134,0,0,0,0,0,0,0,0
215021395,0,0,0,0,0,3,3,13,34,23,18,0,3,4,12,112,0,0,0,0,0,0,0,6,4,4,3,0,0,0,0,26,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,11,0,0,3,0,0,0,4,4,9,3,10,5,3,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,73,0,3,3,0,5,4,11,48,135,131,155,102,88,72,154,910,0,0,0,0,0,0,5,8,16,10,6,0,4,0,7,66,0,0,0,3,3,10,3,5,5,3,4,0,0,0,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,3,4,6,11,4,10,8,17,7,0,0,0,0,11,72,0,0,0,0,0,0,0,0
215021396,0,0,0,0,0,0,8,16,19,19,3,0,3,0,11,84,0,0,0,0,3,3,0,3,9,5,3,0,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,3,4,5,10,6,3,0,0,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,3,7,0,0,6,10,15,35,93,110,71,41,46,15,96,545,0,0,0,0,0,0,9,3,17,0,5,4,0,0,10,55,0,0,0,3,10,4,3,3,3,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,3,0,7,4,12,9,12,5,12,0,3,0,0,0,9,86,0,0,0,0,0,0,0,0
215021398,0,0,0,0,0,0,0,11,20,7,4,0,3,0,0,57,0,0,0,0,0,0,0,4,5,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,3,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,3,0,3,0,3,0,14,26,73,63,47,35,33,15,49,360,0,0,0,0,0,4,0,3,3,3,0,0,0,0,3,27,0,0,0,0,0,4,0,3,4,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,7,7,5,7,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0
