SA2_MAINCODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
205011076,277,172,169,174,160,135,130,83,27,1320,2671,1717,1537,1635,1775,1654,1244,720,269,13220,11,4,14,9,12,4,7,0,0,68,318,188,181,223,341,418,429,262,111,2473,0,0,0,0,0,0,0,0,0,0,54,30,33,27,27,41,43,16,7,276,0,0,0,0,4,0,3,0,0,9,742,364,442,384,414,375,321,179,54,3293,5,0,4,3,6,6,7,7,7,40,11,11,9,6,17,9,4,5,0,74,18,3,10,15,12,13,4,3,7,79,9,4,0,4,5,0,0,0,0,29,5,8,0,0,5,3,9,7,0,48,0,0,0,0,0,0,0,0,0,0,18,8,9,8,9,20,14,5,9,101,21,6,8,20,3,19,21,14,0,114,66,56,36,59,106,146,191,119,54,846,17,7,10,6,10,11,15,3,9,81,11,8,6,4,7,9,6,3,0,46,79,32,50,45,70,111,127,83,30,631
205011077,154,88,28,102,112,109,56,30,16,706,1173,703,432,751,1003,973,622,233,76,5966,3,3,3,14,9,5,3,0,0,36,146,89,58,90,169,215,187,75,32,1050,0,0,0,0,0,0,0,0,0,0,16,0,9,5,10,13,8,7,0,69,0,0,0,0,0,0,0,0,0,0,171,118,62,120,163,194,121,68,16,1034,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,3,0,18,11,3,0,9,11,3,10,4,0,47,0,3,0,0,4,3,0,3,0,9,0,0,0,0,6,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,11,3,0,3,7,4,4,7,0,45,7,4,0,6,5,3,9,0,0,34,16,8,10,16,35,60,61,24,4,234,0,0,0,0,0,0,4,3,0,8,6,4,4,4,4,0,0,0,0,22,26,17,13,27,44,63,60,24,9,286
205011078,102,74,70,69,93,91,76,45,15,634,1336,870,729,892,1035,1037,653,396,139,7073,5,3,10,9,8,7,3,0,0,35,197,97,87,135,160,218,192,90,46,1217,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,14,6,0,43,0,0,0,0,0,0,0,0,0,0,269,199,195,187,244,249,147,87,37,1612,0,0,0,0,0,0,3,0,0,5,3,0,0,6,3,3,4,5,0,18,6,0,3,3,5,0,4,3,0,23,3,0,3,0,0,0,0,3,0,6,3,0,0,3,0,3,3,0,0,21,0,3,0,0,0,0,3,0,0,5,0,3,3,0,3,8,8,8,0,28,0,3,11,0,3,14,8,0,0,37,26,12,12,19,41,63,66,31,13,280,5,0,3,4,0,0,3,0,0,19,4,0,0,0,0,4,3,3,0,17,32,41,22,38,61,85,87,52,28,448
205011079,307,170,134,141,174,172,122,85,45,1350,3425,2132,1751,2119,2342,2146,1534,916,362,16723,22,21,27,32,23,14,11,4,0,161,348,229,164,301,425,425,480,290,102,2771,0,0,0,0,0,0,0,0,0,0,59,34,25,22,31,34,32,12,6,261,13,28,25,8,15,5,8,6,0,105,776,488,395,398,551,465,416,233,69,3781,11,9,6,9,9,10,16,7,4,66,21,3,13,21,11,8,6,3,0,85,11,7,7,9,15,5,11,5,0,70,7,8,0,7,10,3,0,0,0,36,14,3,7,0,7,6,16,21,0,68,0,0,0,0,0,0,0,0,0,0,53,32,22,25,34,25,34,8,3,237,31,17,16,22,11,18,9,3,0,128,50,49,28,32,103,116,175,101,51,706,18,14,3,9,16,17,20,12,4,114,7,7,4,4,10,7,9,3,3,56,104,69,56,69,141,186,241,163,74,1105
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,286,181,144,120,128,136,132,77,40,1249,2577,1625,1333,1539,1745,1696,1369,969,394,13240,13,10,23,10,13,11,6,0,0,85,258,172,149,221,363,397,498,319,155,2538,0,0,0,0,0,0,0,0,0,0,46,12,22,14,24,27,23,18,5,190,25,32,17,16,18,10,6,5,8,130,525,311,274,320,347,386,359,214,79,2808,3,0,0,0,3,0,4,3,0,16,0,0,0,0,3,6,4,0,0,18,14,3,5,7,6,7,7,7,3,58,0,0,3,0,0,3,4,0,0,14,0,3,0,0,4,9,5,3,7,36,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,7,3,4,0,23,28,32,11,13,28,22,17,18,3,166,6,17,3,11,52,77,123,93,35,412,5,10,0,8,8,13,14,7,3,77,7,6,0,4,3,7,7,5,3,42,55,28,46,44,85,133,156,137,54,741
205021082,180,101,58,113,110,156,94,32,15,845,1229,746,549,876,1176,1353,905,356,96,7289,7,4,19,10,6,16,4,0,0,58,131,84,77,104,221,241,286,124,33,1302,0,0,0,0,0,0,0,0,0,0,13,8,6,6,12,20,19,6,0,90,0,0,0,0,0,0,0,0,0,0,205,134,115,139,207,214,169,105,13,1301,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,5,3,5,0,22,15,5,11,9,7,7,3,3,0,60,3,0,0,0,0,0,0,3,0,9,0,5,0,3,3,7,4,0,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,3,0,18,3,0,6,0,7,5,18,4,0,45,9,7,12,10,20,66,62,34,8,227,3,0,0,5,0,3,0,0,0,23,6,3,3,0,3,4,11,0,0,33,59,45,24,35,73,108,94,52,7,521
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,214,113,87,120,136,173,124,76,33,1079,1521,867,746,1016,1196,1651,1434,758,276,9462,3,4,4,6,7,17,5,0,0,54,114,81,57,99,208,305,456,239,83,1644,0,0,0,0,0,0,0,0,0,0,10,5,5,10,20,34,31,21,6,147,0,0,0,0,0,0,0,0,0,0,309,175,132,186,236,275,334,190,45,1881,0,0,0,0,0,0,3,0,0,7,0,3,3,0,6,12,16,9,0,57,32,3,16,17,12,13,10,7,0,120,0,0,0,0,0,3,0,0,0,3,0,0,0,3,5,10,12,6,0,33,3,0,5,0,0,0,0,0,0,7,0,0,3,3,0,6,3,0,0,18,34,9,9,15,19,5,22,7,0,121,8,3,5,10,35,79,136,70,30,370,0,0,0,0,0,4,3,3,0,14,4,0,6,3,0,0,0,4,0,21,27,23,15,22,57,130,113,61,28,472
205021085,153,60,69,79,88,93,87,44,11,675,1224,566,525,749,1035,1155,861,444,145,6704,0,0,6,3,8,17,4,0,0,41,106,68,37,61,184,247,254,158,47,1156,0,0,0,0,0,0,0,0,0,0,14,6,3,3,4,5,3,8,3,49,0,0,0,0,0,0,0,0,0,0,119,61,57,69,140,150,152,68,22,834,0,0,0,0,0,0,0,3,0,5,0,0,4,3,0,4,0,0,0,12,0,0,9,5,9,7,9,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,4,5,14,8,0,35,10,8,4,6,31,73,71,35,16,262,0,0,0,0,4,10,3,0,0,17,0,0,3,0,8,0,5,0,0,14,16,20,6,24,48,59,76,47,21,299
205021086,81,47,46,52,42,103,97,65,17,545,724,418,321,528,684,1070,1106,555,199,5604,6,0,0,4,9,8,13,3,0,41,84,55,41,62,134,226,347,186,72,1203,0,0,0,0,0,0,0,0,0,0,13,4,3,15,10,11,27,10,4,94,0,0,0,0,0,0,0,0,0,0,107,61,57,68,113,174,200,88,34,906,0,0,0,3,0,3,0,0,0,7,0,3,3,3,3,7,3,0,0,19,0,0,0,0,4,0,5,3,0,15,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,7,11,8,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,16,10,4,9,10,3,9,7,0,3,54,6,5,7,8,27,55,93,43,19,268,0,0,0,0,0,7,0,0,0,10,0,0,3,0,0,3,9,0,0,18,10,12,15,14,40,67,119,74,32,387
205031087,182,105,76,101,133,155,117,51,16,937,1330,760,613,916,1183,1495,1126,569,201,8189,3,0,6,3,12,14,10,0,0,53,100,69,56,89,177,273,303,151,73,1299,0,0,0,0,0,0,0,0,0,0,9,3,5,8,3,17,5,8,0,58,0,0,0,0,0,0,4,0,0,5,209,127,105,152,210,236,248,127,35,1449,0,0,0,0,0,0,3,0,3,7,3,0,3,0,6,0,5,0,0,23,3,0,3,0,9,4,3,4,0,29,0,0,0,0,3,0,0,0,0,7,3,0,0,3,4,3,6,12,5,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,4,10,3,5,0,0,3,3,3,4,0,25,14,8,6,8,18,59,78,44,16,251,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,28,33,22,36,70,109,135,80,40,547
205031088,0,0,0,0,0,4,0,0,0,8,16,6,6,11,22,37,14,3,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
205031089,196,94,105,116,130,129,62,35,11,872,1754,952,796,1128,1315,1321,801,467,217,8745,5,4,7,8,10,9,0,0,0,46,202,88,89,151,218,253,282,128,76,1498,0,0,0,0,0,0,0,0,0,0,4,14,11,9,14,29,16,11,0,108,0,0,0,0,0,0,0,0,0,0,318,175,149,203,230,216,167,73,31,1554,0,0,3,0,0,0,0,0,0,8,0,3,0,3,9,3,4,0,0,23,3,0,0,0,3,3,0,4,0,20,3,3,0,3,4,0,6,3,0,25,0,0,0,0,0,3,10,0,3,19,0,0,0,0,0,0,0,0,0,4,3,8,5,0,6,3,3,0,0,26,11,0,0,7,9,7,17,13,0,60,12,4,14,12,40,87,50,47,19,284,3,0,3,3,0,6,8,0,0,29,3,0,3,3,3,3,3,0,0,24,88,31,45,62,99,148,165,99,60,796
205031090,235,146,92,133,145,151,106,63,17,1096,2104,1189,993,1300,1476,1491,1074,652,252,10524,13,4,6,16,6,7,7,3,0,67,236,111,106,167,249,318,346,200,106,1846,0,0,0,0,0,0,0,0,0,0,10,5,3,8,6,5,17,5,3,63,0,0,0,0,0,0,0,0,0,0,413,223,170,214,310,278,214,139,56,2018,3,0,0,0,0,3,4,0,0,8,4,0,4,3,8,4,0,0,0,32,9,4,4,9,12,0,4,3,0,52,4,0,0,3,3,0,0,0,0,9,6,0,0,3,5,5,4,4,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,3,3,10,18,17,7,10,23,20,14,0,0,108,31,24,9,23,53,86,81,59,30,392,17,3,8,8,4,6,16,6,0,72,7,9,0,3,7,3,3,3,3,37,53,60,39,55,106,133,147,114,50,765
205031091,216,124,120,143,134,141,99,68,33,1082,1611,817,927,1205,1223,1465,1161,703,287,9406,27,19,12,19,21,18,13,3,0,127,128,72,58,121,175,291,382,227,113,1567,0,0,0,0,0,0,0,0,0,0,52,7,17,21,18,36,47,18,15,238,0,0,0,0,0,0,0,0,0,0,231,139,139,179,259,296,353,129,45,1772,0,0,0,0,0,3,3,0,4,9,22,10,3,10,21,9,13,11,3,105,0,0,0,0,0,0,4,3,6,13,0,0,0,5,0,0,7,0,0,15,0,0,4,3,8,5,13,3,5,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,3,3,23,3,3,4,0,8,8,6,6,0,36,7,4,6,9,27,58,90,54,21,273,0,0,3,0,0,3,3,0,0,13,0,0,0,4,3,4,0,3,0,10,22,14,11,24,39,80,122,80,39,426
205031092,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,413,236,206,272,273,290,263,158,75,2194,3408,1866,1836,2435,2604,3040,2702,1598,553,20035,26,25,36,28,41,21,25,7,3,213,262,191,131,241,426,620,801,519,215,3397,0,0,0,0,0,0,0,0,0,0,84,26,20,41,41,61,90,35,17,404,0,0,0,0,0,0,0,0,0,5,706,414,375,441,666,688,669,355,136,4459,0,0,0,0,0,4,7,8,3,31,10,6,3,6,17,14,29,9,0,99,7,8,3,8,13,17,13,11,8,88,0,3,3,3,0,0,4,5,0,17,6,4,3,3,8,7,12,12,3,60,0,3,0,0,5,0,0,0,0,9,0,0,0,0,6,18,12,8,0,45,25,11,13,9,21,20,22,5,3,136,24,20,11,20,56,125,186,122,51,611,11,5,5,0,18,19,21,13,11,108,0,0,3,5,0,3,0,0,0,14,75,36,43,72,117,176,266,166,81,1031
205041094,264,184,111,167,137,141,74,30,9,1120,2218,1827,1165,1364,1786,1714,878,342,91,11387,4,13,19,13,10,7,6,3,0,75,155,132,94,190,274,347,283,95,38,1595,0,0,0,0,0,0,0,0,0,0,8,6,7,4,18,34,17,8,0,91,0,0,0,0,3,0,0,0,0,4,421,273,225,239,329,358,249,90,16,2196,0,0,0,0,3,0,5,0,0,10,14,8,3,3,6,3,3,0,0,43,10,6,3,9,14,12,10,5,5,60,3,7,3,3,5,3,0,0,0,32,3,7,3,11,9,11,3,8,3,51,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,5,4,3,27,10,17,6,11,17,13,14,0,0,82,20,21,10,21,61,78,110,38,4,362,5,0,3,8,10,12,9,0,0,52,0,3,3,0,0,4,6,0,0,17,49,24,19,40,67,104,111,41,11,475
205041095,347,228,175,186,223,226,135,104,39,1658,3047,2195,1753,1942,2307,2297,1596,1080,458,16675,21,21,22,25,21,16,5,0,0,132,270,230,171,206,383,458,416,277,137,2539,0,0,0,0,0,0,0,0,0,0,23,15,6,19,24,20,28,15,6,151,26,15,17,14,8,14,5,0,3,100,566,427,419,381,528,540,483,279,132,3746,0,0,0,0,0,4,3,0,0,14,29,17,14,25,29,36,30,19,8,199,38,32,33,21,30,24,13,13,4,210,13,4,9,7,8,6,8,13,0,79,0,0,0,8,13,8,12,8,13,57,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,14,7,12,6,48,26,17,15,11,12,41,32,25,5,189,19,28,22,35,73,139,132,89,57,595,3,5,8,4,8,7,11,14,3,73,0,8,0,10,5,3,4,5,0,34,34,32,20,37,48,75,68,63,32,401
205041096,375,292,204,207,191,134,136,76,27,1639,2591,1989,1576,1677,1824,1664,1376,955,360,14004,13,15,28,23,27,12,0,0,0,119,202,143,123,177,258,358,317,215,105,1906,0,0,0,0,0,0,0,0,0,0,6,13,9,4,24,19,19,7,0,101,0,0,0,0,0,0,0,0,0,0,474,372,318,337,466,482,429,328,155,3361,0,0,0,0,4,3,0,4,0,12,8,16,16,15,11,22,28,24,12,156,6,0,3,7,4,5,8,6,3,37,3,4,0,3,4,9,3,0,0,20,6,5,3,5,8,12,9,9,6,58,0,0,0,0,0,0,0,0,0,4,3,8,0,3,9,6,6,3,0,46,19,19,12,11,26,25,17,7,3,139,29,26,7,29,56,111,148,82,41,528,13,0,4,9,6,9,13,4,3,70,7,9,3,5,3,7,3,0,3,34,27,22,24,24,30,51,58,39,14,290
205041097,550,364,364,300,292,226,162,123,32,2404,5308,3462,3625,3411,3476,2861,1929,1168,462,25701,29,32,56,42,33,26,9,4,0,227,520,327,325,424,590,633,544,356,142,3861,0,0,0,0,0,0,0,0,0,0,47,21,23,28,40,31,39,26,8,264,0,0,0,0,0,0,0,3,0,5,1301,832,833,853,890,796,618,312,129,6555,0,0,3,0,3,3,0,3,0,12,46,46,33,26,58,35,25,22,6,303,7,3,3,8,11,9,11,7,3,60,3,4,12,3,11,6,3,3,0,48,18,7,12,15,10,16,16,19,7,124,7,0,3,0,3,0,0,0,0,18,6,11,3,4,15,19,6,10,4,70,55,33,25,34,32,42,27,16,0,272,41,32,43,57,116,175,180,122,45,809,3,3,5,5,8,7,3,7,3,53,8,3,6,5,4,9,0,0,0,30,126,72,62,99,131,190,211,129,57,1087
205041098,100,77,52,48,70,62,23,7,9,444,890,590,449,579,797,662,292,153,32,4446,0,3,3,6,0,9,0,0,0,23,106,88,67,82,155,148,98,40,11,789,0,0,0,0,0,0,0,0,0,0,8,8,0,5,10,20,7,4,0,66,0,0,0,0,0,0,0,0,0,0,195,114,107,121,146,135,81,34,11,944,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,14,0,0,0,0,0,6,0,0,0,12,0,0,3,0,0,4,0,0,0,3,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,19,10,6,7,12,24,38,23,11,0,135,0,3,0,0,7,3,3,0,0,20,0,0,0,0,3,0,0,0,0,8,37,22,18,22,35,36,31,21,3,223
205051099,5,0,3,0,0,0,0,0,0,8,7,0,4,7,6,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,57,36,20,40,50,82,49,15,7,356,650,411,272,465,579,763,465,197,33,3835,4,3,3,3,7,8,4,0,0,28,98,71,40,79,145,185,179,82,15,895,0,0,0,0,0,0,0,0,0,0,18,3,7,3,3,14,3,0,4,58,0,0,0,0,0,0,0,0,0,0,138,71,69,89,115,132,123,40,8,797,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,3,8,4,0,31,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,4,0,0,12,0,0,0,0,0,4,5,3,4,16,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,0,0,19,0,0,0,0,6,9,3,0,0,23,4,12,9,10,21,38,51,11,4,154,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,4,0,0,7,22,11,8,10,33,51,46,14,0,201
205051101,318,160,130,150,144,217,126,67,19,1334,2702,1585,1334,1537,1886,2047,1284,739,288,13405,3,8,8,9,14,22,3,0,0,73,348,229,221,290,375,503,447,271,104,2782,0,0,0,0,0,0,0,0,0,0,42,16,24,5,15,23,25,9,3,152,0,0,0,0,0,0,0,0,0,0,594,358,307,335,387,437,341,131,45,2935,0,0,0,0,0,0,0,3,0,4,4,3,0,0,3,0,3,0,0,16,6,0,3,3,9,3,6,8,0,48,3,0,0,0,5,0,0,0,0,11,0,3,7,0,6,7,11,6,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,3,0,25,5,0,4,0,3,3,3,4,0,32,9,6,6,21,48,88,82,47,16,325,0,0,0,0,6,3,7,0,0,12,7,3,0,6,3,0,3,0,0,21,85,84,61,87,120,184,171,133,39,957
