SA4_NAME16	Year	IndustryOfEmployment	workers
Queensland - Outback	2011	Transport postal and warehousing	1690
Queensland - Outback	2011	Wholesale trade	707
Queensland - Outback	2016		1321
Queensland - Outback	2016	Accommodation and food services	1782
Queensland - Outback	2016	Administrative and support services	881
Queensland - Outback	2016	Agriculture forestry and fishing	4474
Queensland - Outback	2016	Arts and recreation services	313
Queensland - Outback	2016	Construction	1972
Queensland - Outback	2016	Education and training	3110
Queensland - Outback	2016	Electricity gas water and waste services	319
Queensland - Outback	2016	Financial and insurance services	209
Queensland - Outback	2016	Health care and social assistance	3569
Queensland - Outback	2016	Information media and telecommunications	145
Queensland - Outback	2016	Manufacturing	847
Queensland - Outback	2016	Mining	4422
Queensland - Outback	2016	Other services	1380
Queensland - Outback	2016	Professional scientific and technical services	540
Queensland - Outback	2016	Public administration and safety	3957
Queensland - Outback	2016	Rental hiring and real estate services	257
Queensland - Outback	2016	Retail trade	2379
Queensland - Outback	2016	Transport postal and warehousing	1403
Queensland - Outback	2016	Wholesale trade	480
Sunshine Coast	2006		3086
Sunshine Coast	2006	Accommodation and food services	11129
Sunshine Coast	2006	Administrative and support services	3849
Sunshine Coast	2006	Agriculture forestry and fishing	2962
Sunshine Coast	2006	Arts and recreation services	1841
Sunshine Coast	2006	Construction	15279
Sunshine Coast	2006	Education and training	8995
Sunshine Coast	2006	Electricity gas water and waste services	745
Sunshine Coast	2006	Financial and insurance services	3163
Sunshine Coast	2006	Health care and social assistance	13119
Sunshine Coast	2006	Information media and telecommunications	1661
Sunshine Coast	2006	Manufacturing	8734
Sunshine Coast	2006	Mining	658
Sunshine Coast	2006	Other services	4716
Sunshine Coast	2006	Professional scientific and technical services	6001
Sunshine Coast	2006	Public administration and safety	5352
Sunshine Coast	2006	Rental hiring and real estate services	3421
Sunshine Coast	2006	Retail trade	16717
Sunshine Coast	2006	Transport postal and warehousing	4208
Sunshine Coast	2006	Wholesale trade	3977
Sunshine Coast	2011		3142
Sunshine Coast	2011	Accommodation and food services	12230
Sunshine Coast	2011	Administrative and support services	4630
Sunshine Coast	2011	Agriculture forestry and fishing	2329
Sunshine Coast	2011	Arts and recreation services	2078
Sunshine Coast	2011	Construction	15623
Sunshine Coast	2011	Education and training	10959
Sunshine Coast	2011	Electricity gas water and waste services	1342
Sunshine Coast	2011	Financial and insurance services	3589
Sunshine Coast	2011	Health care and social assistance	18004
Sunshine Coast	2011	Information media and telecommunications	1666
Sunshine Coast	2011	Manufacturing	8833
Sunshine Coast	2011	Mining	1824
Sunshine Coast	2011	Other services	5229
Sunshine Coast	2011	Professional scientific and technical services	8026
Sunshine Coast	2011	Public administration and safety	5968
Sunshine Coast	2011	Rental hiring and real estate services	3189
Sunshine Coast	2011	Retail trade	17127
Sunshine Coast	2011	Transport postal and warehousing	5005
Sunshine Coast	2011	Wholesale trade	4280
Sunshine Coast	2016		6790
Sunshine Coast	2016	Accommodation and food services	13614
Sunshine Coast	2016	Administrative and support services	5998
Sunshine Coast	2016	Agriculture forestry and fishing	2644
Sunshine Coast	2016	Arts and recreation services	2812
Sunshine Coast	2016	Construction	18115
Sunshine Coast	2016	Education and training	13460
Sunshine Coast	2016	Electricity gas water and waste services	1403
Sunshine Coast	2016	Financial and insurance services	4018
Sunshine Coast	2016	Health care and social assistance	22276
Sunshine Coast	2016	Information media and telecommunications	1615
Sunshine Coast	2016	Manufacturing	7145
Sunshine Coast	2016	Mining	2168
Sunshine Coast	2016	Other services	6038
Sunshine Coast	2016	Professional scientific and technical services	8609
Sunshine Coast	2016	Public administration and safety	6293
Sunshine Coast	2016	Rental hiring and real estate services	3599
Sunshine Coast	2016	Retail trade	16728
Sunshine Coast	2016	Transport postal and warehousing	5110
Sunshine Coast	2016	Wholesale trade	3209
Toowoomba	2006		1185
Toowoomba	2006	Accommodation and food services	3349
Toowoomba	2006	Administrative and support services	1267
Toowoomba	2006	Agriculture forestry and fishing	2411
Toowoomba	2006	Arts and recreation services	542
Toowoomba	2006	Construction	4497
Toowoomba	2006	Education and training	5986
Toowoomba	2006	Electricity gas water and waste services	561
Toowoomba	2006	Financial and insurance services	1898
Toowoomba	2006	Health care and social assistance	7319
Toowoomba	2006	Information media and telecommunications	687
Toowoomba	2006	Manufacturing	6726
Toowoomba	2006	Mining	378
Toowoomba	2006	Other services	2486
Toowoomba	2006	Professional scientific and technical services	2314
Toowoomba	2006	Public administration and safety	4182
Toowoomba	2006	Rental hiring and real estate services	927
Toowoomba	2006	Retail trade	7278
Toowoomba	2006	Transport postal and warehousing	2628
Toowoomba	2006	Wholesale trade	2328
Toowoomba	2011		1272
Toowoomba	2011	Accommodation and food services	3911
Toowoomba	2011	Administrative and support services	1534
Toowoomba	2011	Agriculture forestry and fishing	2433
Toowoomba	2011	Arts and recreation services	604
Toowoomba	2011	Construction	5148
Toowoomba	2011	Education and training	6639
Toowoomba	2011	Electricity gas water and waste services	678
Toowoomba	2011	Financial and insurance services	1917
Toowoomba	2011	Health care and social assistance	8929
Toowoomba	2011	Information media and telecommunications	668
Toowoomba	2011	Manufacturing	5788
Toowoomba	2011	Mining	1033
Toowoomba	2011	Other services	2620
Toowoomba	2011	Professional scientific and technical services	2903
Toowoomba	2011	Public administration and safety	4344
Toowoomba	2011	Rental hiring and real estate services	866
Toowoomba	2011	Retail trade	7336
Toowoomba	2011	Transport postal and warehousing	2989
Toowoomba	2011	Wholesale trade	2530
Toowoomba	2016		2310
Toowoomba	2016	Accommodation and food services	4206
Toowoomba	2016	Administrative and support services	1736
Toowoomba	2016	Agriculture forestry and fishing	2965
Toowoomba	2016	Arts and recreation services	651
Toowoomba	2016	Construction	5735
Toowoomba	2016	Education and training	7615
Toowoomba	2016	Electricity gas water and waste services	741
Toowoomba	2016	Financial and insurance services	1836
Toowoomba	2016	Health care and social assistance	10028
Toowoomba	2016	Information media and telecommunications	516
Toowoomba	2016	Manufacturing	4313
Toowoomba	2016	Mining	1065
Toowoomba	2016	Other services	2807
Toowoomba	2016	Professional scientific and technical services	3101
Toowoomba	2016	Public administration and safety	4432
Toowoomba	2016	Rental hiring and real estate services	1022
Toowoomba	2016	Retail trade	6531
Toowoomba	2016	Transport postal and warehousing	2803
Toowoomba	2016	Wholesale trade	1979
Townsville	2006		2399
Townsville	2006	Accommodation and food services	6198
Townsville	2006	Administrative and support services	2492
Townsville	2006	Agriculture forestry and fishing	3926
Townsville	2006	Arts and recreation services	1058
Townsville	2006	Construction	8492
Townsville	2006	Education and training	7688
Townsville	2006	Electricity gas water and waste services	1300
Townsville	2006	Financial and insurance services	1625
Townsville	2006	Health care and social assistance	10081
Townsville	2006	Information media and telecommunications	1338
Townsville	2006	Manufacturing	8431
Townsville	2006	Mining	2824
Townsville	2006	Other services	3269
Townsville	2006	Professional scientific and technical services	3681
Townsville	2006	Public administration and safety	10555
Townsville	2006	Rental hiring and real estate services	1500
Townsville	2006	Retail trade	10266
Townsville	2006	Transport postal and warehousing	4480
Townsville	2006	Wholesale trade	2779
Townsville	2011		2312
Townsville	2011	Accommodation and food services	7031
Townsville	2011	Administrative and support services	2959
Townsville	2011	Agriculture forestry and fishing	3487
Townsville	2011	Arts and recreation services	1211
Townsville	2011	Construction	9804
Townsville	2011	Education and training	8691
Townsville	2011	Electricity gas water and waste services	1586
Townsville	2011	Financial and insurance services	1636
Townsville	2011	Health care and social assistance	12815
Townsville	2011	Information media and telecommunications	1297
Townsville	2011	Manufacturing	8693
Townsville	2011	Mining	3569
Townsville	2011	Other services	4032
Townsville	2011	Professional scientific and technical services	4575
Townsville	2011	Public administration and safety	11450
Townsville	2011	Rental hiring and real estate services	1541
Townsville	2011	Retail trade	11246
Townsville	2011	Transport postal and warehousing	5076
Townsville	2011	Wholesale trade	2991
Townsville	2016		3577
Townsville	2016	Accommodation and food services	7525
Townsville	2016	Administrative and support services	3103
Townsville	2016	Agriculture forestry and fishing	3627
Townsville	2016	Arts and recreation services	1251
Townsville	2016	Construction	7987
Townsville	2016	Education and training	10019
Townsville	2016	Electricity gas water and waste services	1524
Townsville	2016	Financial and insurance services	1545
Townsville	2016	Health care and social assistance	14597
Townsville	2016	Information media and telecommunications	1119
Townsville	2016	Manufacturing	5679
Townsville	2016	Mining	2780
Townsville	2016	Other services	3962
Townsville	2016	Professional scientific and technical services	4290
Townsville	2016	Public administration and safety	12876
Townsville	2016	Rental hiring and real estate services	1520
Townsville	2016	Retail trade	10120
Townsville	2016	Transport postal and warehousing	4657
Townsville	2016	Wholesale trade	2149
Wide Bay	2006		2560
Wide Bay	2006	Accommodation and food services	6593
Wide Bay	2006	Administrative and support services	2429
Wide Bay	2006	Agriculture forestry and fishing	9522
Wide Bay	2006	Arts and recreation services	599
Wide Bay	2006	Construction	8283
Wide Bay	2006	Education and training	7426
Wide Bay	2006	Electricity gas water and waste services	1320
Wide Bay	2006	Financial and insurance services	1439
Wide Bay	2006	Health care and social assistance	10461
Wide Bay	2006	Information media and telecommunications	909
Wide Bay	2006	Manufacturing	9164
Wide Bay	2006	Mining	1121
Wide Bay	2006	Other services	3390
Wide Bay	2006	Professional scientific and technical services	2695
Wide Bay	2006	Public administration and safety	5405
Wide Bay	2006	Rental hiring and real estate services	1593
Wide Bay	2006	Retail trade	11915
Wide Bay	2006	Transport postal and warehousing	3807
Wide Bay	2006	Wholesale trade	2753
Wide Bay	2011		2490
Wide Bay	2011	Accommodation and food services	6919
Wide Bay	2011	Administrative and support services	2792
Wide Bay	2011	Agriculture forestry and fishing	8318
Wide Bay	2011	Arts and recreation services	716
Wide Bay	2011	Construction	8232
Wide Bay	2011	Education and training	8364
Wide Bay	2011	Electricity gas water and waste services	1645
Wide Bay	2011	Financial and insurance services	1416
Wide Bay	2011	Health care and social assistance	14031
Wide Bay	2011	Information media and telecommunications	838
Wide Bay	2011	Manufacturing	8886
Wide Bay	2011	Mining	2352
Wide Bay	2011	Other services	3923
Wide Bay	2011	Professional scientific and technical services	3207
Wide Bay	2011	Public administration and safety	5478
Wide Bay	2011	Rental hiring and real estate services	1443
Wide Bay	2011	Retail trade	12335
Wide Bay	2011	Transport postal and warehousing	4089
Wide Bay	2011	Wholesale trade	2693
Wide Bay	2016		4374
Wide Bay	2016	Accommodation and food services	7056
Wide Bay	2016	Administrative and support services	3174
Wide Bay	2016	Agriculture forestry and fishing	8499
Wide Bay	2016	Arts and recreation services	829
Wide Bay	2016	Construction	7942
Wide Bay	2016	Education and training	9209
Wide Bay	2016	Electricity gas water and waste services	1394
Wide Bay	2016	Financial and insurance services	1225
Wide Bay	2016	Health care and social assistance	15290
Wide Bay	2016	Information media and telecommunications	795
Wide Bay	2016	Manufacturing	6709
Wide Bay	2016	Mining	2220
Wide Bay	2016	Other services	3963
Wide Bay	2016	Professional scientific and technical services	3225
