SA4_NAME16	Year	Age.min	Sex	persons
No usual address (NSW)	2011	42	F	61
No usual address (NSW)	2011	42	M	149
No usual address (NSW)	2011	43	F	67
No usual address (NSW)	2011	43	M	122
No usual address (NSW)	2011	44	F	49
No usual address (NSW)	2011	44	M	108
No usual address (NSW)	2011	45	F	69
No usual address (NSW)	2011	45	M	149
No usual address (NSW)	2011	46	F	54
No usual address (NSW)	2011	46	M	126
No usual address (NSW)	2011	47	F	58
No usual address (NSW)	2011	47	M	123
No usual address (NSW)	2011	48	F	59
No usual address (NSW)	2011	48	M	92
No usual address (NSW)	2011	49	F	82
No usual address (NSW)	2011	49	M	127
No usual address (NSW)	2011	50	F	71
No usual address (NSW)	2011	50	M	157
No usual address (NSW)	2011	51	F	80
No usual address (NSW)	2011	51	M	106
No usual address (NSW)	2011	52	F	70
No usual address (NSW)	2011	52	M	108
No usual address (NSW)	2011	53	F	72
No usual address (NSW)	2011	53	M	99
No usual address (NSW)	2011	54	F	62
No usual address (NSW)	2011	54	M	125
No usual address (NSW)	2011	55	F	67
No usual address (NSW)	2011	55	M	109
No usual address (NSW)	2011	56	F	83
No usual address (NSW)	2011	56	M	93
No usual address (NSW)	2011	57	F	77
No usual address (NSW)	2011	57	M	109
No usual address (NSW)	2011	58	F	73
No usual address (NSW)	2011	58	M	76
No usual address (NSW)	2011	59	F	54
No usual address (NSW)	2011	59	M	100
No usual address (NSW)	2011	60	F	74
No usual address (NSW)	2011	60	M	111
No usual address (NSW)	2011	61	F	77
No usual address (NSW)	2011	61	M	73
No usual address (NSW)	2011	62	F	64
No usual address (NSW)	2011	62	M	89
No usual address (NSW)	2011	63	F	73
No usual address (NSW)	2011	63	M	103
No usual address (NSW)	2011	64	F	65
No usual address (NSW)	2011	64	M	99
No usual address (NSW)	2011	65	F	42
No usual address (NSW)	2011	65	M	88
No usual address (NSW)	2011	66	F	46
No usual address (NSW)	2011	66	M	87
No usual address (NSW)	2011	67	F	48
No usual address (NSW)	2011	67	M	79
No usual address (NSW)	2011	68	F	44
No usual address (NSW)	2011	68	M	78
No usual address (NSW)	2011	69	F	38
No usual address (NSW)	2011	69	M	65
No usual address (NSW)	2011	70	F	38
No usual address (NSW)	2011	70	M	66
No usual address (NSW)	2011	71	F	34
No usual address (NSW)	2011	71	M	52
No usual address (NSW)	2011	72	F	23
No usual address (NSW)	2011	72	M	43
No usual address (NSW)	2011	73	F	26
No usual address (NSW)	2011	73	M	35
No usual address (NSW)	2011	74	F	18
No usual address (NSW)	2011	74	M	38
No usual address (NSW)	2011	75	F	11
No usual address (NSW)	2011	75	M	29
No usual address (NSW)	2011	76	F	7
No usual address (NSW)	2011	76	M	25
No usual address (NSW)	2011	77	F	12
No usual address (NSW)	2011	77	M	15
No usual address (NSW)	2011	78	F	9
No usual address (NSW)	2011	78	M	23
No usual address (NSW)	2011	79	F	3
No usual address (NSW)	2011	79	M	6
No usual address (NSW)	2016			117
No usual address (NSW)	2016	0	F	36
No usual address (NSW)	2016	0	M	43
No usual address (NSW)	2016	1	F	37
No usual address (NSW)	2016	1	M	42
No usual address (NSW)	2016	2	F	27
No usual address (NSW)	2016	2	M	43
No usual address (NSW)	2016	3	F	27
No usual address (NSW)	2016	3	M	36
No usual address (NSW)	2016	4	F	29
No usual address (NSW)	2016	4	M	31
No usual address (NSW)	2016	5	F	24
No usual address (NSW)	2016	5	M	30
No usual address (NSW)	2016	6	F	26
No usual address (NSW)	2016	6	M	28
No usual address (NSW)	2016	7	F	24
No usual address (NSW)	2016	7	M	19
No usual address (NSW)	2016	8	F	22
No usual address (NSW)	2016	8	M	27
No usual address (NSW)	2016	9	F	26
No usual address (NSW)	2016	9	M	21
No usual address (NSW)	2016	10	F	18
No usual address (NSW)	2016	10	M	19
No usual address (NSW)	2016	11	F	20
No usual address (NSW)	2016	11	M	10
No usual address (NSW)	2016	12	F	16
No usual address (NSW)	2016	12	M	20
No usual address (NSW)	2016	13	F	10
No usual address (NSW)	2016	13	M	18
No usual address (NSW)	2016	14	F	18
No usual address (NSW)	2016	14	M	19
No usual address (NSW)	2016	15	F	16
No usual address (NSW)	2016	15	M	20
No usual address (NSW)	2016	16	F	22
No usual address (NSW)	2016	16	M	33
No usual address (NSW)	2016	17	F	32
No usual address (NSW)	2016	17	M	35
No usual address (NSW)	2016	18	F	57
No usual address (NSW)	2016	18	M	65
No usual address (NSW)	2016	19	F	102
No usual address (NSW)	2016	19	M	133
No usual address (NSW)	2016	20	F	133
No usual address (NSW)	2016	20	M	105
No usual address (NSW)	2016	21	F	104
No usual address (NSW)	2016	21	M	142
No usual address (NSW)	2016	22	F	120
No usual address (NSW)	2016	22	M	144
No usual address (NSW)	2016	23	F	127
No usual address (NSW)	2016	23	M	167
No usual address (NSW)	2016	24	F	135
No usual address (NSW)	2016	24	M	184
No usual address (NSW)	2016	25	F	120
No usual address (NSW)	2016	25	M	212
No usual address (NSW)	2016	26	F	131
No usual address (NSW)	2016	26	M	209
No usual address (NSW)	2016	27	F	141
No usual address (NSW)	2016	27	M	175
No usual address (NSW)	2016	28	F	149
No usual address (NSW)	2016	28	M	178
No usual address (NSW)	2016	29	F	96
No usual address (NSW)	2016	29	M	158
No usual address (NSW)	2016	30	F	100
No usual address (NSW)	2016	30	M	192
No usual address (NSW)	2016	31	F	111
No usual address (NSW)	2016	31	M	129
No usual address (NSW)	2016	32	F	93
No usual address (NSW)	2016	32	M	138
No usual address (NSW)	2016	33	F	78
No usual address (NSW)	2016	33	M	115
No usual address (NSW)	2016	34	F	78
No usual address (NSW)	2016	34	M	112
No usual address (NSW)	2016	35	F	78
No usual address (NSW)	2016	35	M	159
No usual address (NSW)	2016	36	F	62
No usual address (NSW)	2016	36	M	122
No usual address (NSW)	2016	37	F	59
No usual address (NSW)	2016	37	M	115
No usual address (NSW)	2016	38	F	77
No usual address (NSW)	2016	38	M	128
No usual address (NSW)	2016	39	F	63
No usual address (NSW)	2016	39	M	93
No usual address (NSW)	2016	40	F	59
No usual address (NSW)	2016	40	M	162
No usual address (NSW)	2016	41	F	59
No usual address (NSW)	2016	41	M	127
No usual address (NSW)	2016	42	F	73
No usual address (NSW)	2016	42	M	136
No usual address (NSW)	2016	43	F	53
No usual address (NSW)	2016	43	M	107
No usual address (NSW)	2016	44	F	45
No usual address (NSW)	2016	44	M	116
No usual address (NSW)	2016	45	F	77
No usual address (NSW)	2016	45	M	149
No usual address (NSW)	2016	46	F	43
No usual address (NSW)	2016	46	M	102
No usual address (NSW)	2016	47	F	59
No usual address (NSW)	2016	47	M	115
No usual address (NSW)	2016	48	F	75
No usual address (NSW)	2016	48	M	108
No usual address (NSW)	2016	49	F	55
No usual address (NSW)	2016	49	M	93
No usual address (NSW)	2016	50	F	74
No usual address (NSW)	2016	50	M	160
No usual address (NSW)	2016	51	F	63
No usual address (NSW)	2016	51	M	107
No usual address (NSW)	2016	52	F	67
No usual address (NSW)	2016	52	M	106
No usual address (NSW)	2016	53	F	57
No usual address (NSW)	2016	53	M	82
No usual address (NSW)	2016	54	F	73
No usual address (NSW)	2016	54	M	132
No usual address (NSW)	2016	55	F	77
No usual address (NSW)	2016	55	M	110
No usual address (NSW)	2016	56	F	60
No usual address (NSW)	2016	56	M	100
No usual address (NSW)	2016	57	F	61
No usual address (NSW)	2016	57	M	103
No usual address (NSW)	2016	58	F	80
No usual address (NSW)	2016	58	M	110
No usual address (NSW)	2016	59	F	70
No usual address (NSW)	2016	59	M	94
No usual address (NSW)	2016	60	F	100
No usual address (NSW)	2016	60	M	119
No usual address (NSW)	2016	61	F	74
No usual address (NSW)	2016	61	M	77
No usual address (NSW)	2016	62	F	75
No usual address (NSW)	2016	62	M	94
No usual address (NSW)	2016	63	F	79
No usual address (NSW)	2016	63	M	88
No usual address (NSW)	2016	64	F	67
No usual address (NSW)	2016	64	M	90
No usual address (NSW)	2016	65	F	80
No usual address (NSW)	2016	65	M	114
No usual address (NSW)	2016	66	F	69
No usual address (NSW)	2016	66	M	88
No usual address (NSW)	2016	67	F	61
No usual address (NSW)	2016	67	M	74
No usual address (NSW)	2016	68	F	56
No usual address (NSW)	2016	68	M	90
No usual address (NSW)	2016	69	F	55
No usual address (NSW)	2016	69	M	94
No usual address (NSW)	2016	70	F	41
No usual address (NSW)	2016	70	M	81
No usual address (NSW)	2016	71	F	30
No usual address (NSW)	2016	71	M	69
No usual address (NSW)	2016	72	F	33
No usual address (NSW)	2016	72	M	39
No usual address (NSW)	2016	73	F	27
No usual address (NSW)	2016	73	M	37
No usual address (NSW)	2016	74	F	15
No usual address (NSW)	2016	74	M	40
No usual address (NSW)	2016	75	F	24
No usual address (NSW)	2016	75	M	37
No usual address (NSW)	2016	76	F	17
No usual address (NSW)	2016	76	M	26
No usual address (NSW)	2016	77	F	11
No usual address (NSW)	2016	77	M	28
No usual address (NSW)	2016	78	F	16
No usual address (NSW)	2016	78	M	22
No usual address (NSW)	2016	79	F	11
No usual address (NSW)	2016	79	M	11
Ballarat	2006			5830
Ballarat	2006	0	F	832
Ballarat	2006	0	M	813
Ballarat	2006	1	F	792
Ballarat	2006	1	M	816
Ballarat	2006	2	F	821
Ballarat	2006	2	M	834
Ballarat	2006	3	F	765
Ballarat	2006	3	M	776
Ballarat	2006	4	F	866
Ballarat	2006	4	M	852
Ballarat	2006	5	F	853
Ballarat	2006	5	M	876
Ballarat	2006	6	F	828
Ballarat	2006	6	M	839
Ballarat	2006	7	F	926
Ballarat	2006	7	M	968
Ballarat	2006	8	F	816
Ballarat	2006	8	M	958
Ballarat	2006	9	F	892
Ballarat	2006	9	M	972
Ballarat	2006	10	F	956
Ballarat	2006	10	M	981
Ballarat	2006	11	F	982
Ballarat	2006	11	M	1016
Ballarat	2006	12	F	919
Ballarat	2006	12	M	1029
Ballarat	2006	13	F	1008
Ballarat	2006	13	M	1020
Ballarat	2006	14	F	990
Ballarat	2006	14	M	995
Ballarat	2006	15	F	976
Ballarat	2006	15	M	1152
Ballarat	2006	16	F	994
Ballarat	2006	16	M	1047
Ballarat	2006	17	F	1024
Ballarat	2006	17	M	1045
Ballarat	2006	18	F	1023
Ballarat	2006	18	M	958
Ballarat	2006	19	F	910
Ballarat	2006	19	M	969
Ballarat	2006	20	F	927
Ballarat	2006	20	M	882
Ballarat	2006	21	F	892
Ballarat	2006	21	M	923
Ballarat	2006	22	F	847
Ballarat	2006	22	M	869
Ballarat	2006	23	F	775
Ballarat	2006	23	M	801
Ballarat	2006	24	F	770
Ballarat	2006	24	M	730
Ballarat	2006	25	F	730
Ballarat	2006	25	M	683
Ballarat	2006	26	F	656
Ballarat	2006	26	M	700
Ballarat	2006	27	F	706
Ballarat	2006	27	M	689
Ballarat	2006	28	F	692
Ballarat	2006	28	M	693
Ballarat	2006	29	F	723
Ballarat	2006	29	M	662
Ballarat	2006	30	F	755
Ballarat	2006	30	M	726
Ballarat	2006	31	F	771
Ballarat	2006	31	M	736
Ballarat	2006	32	F	865
Ballarat	2006	32	M	803
Ballarat	2006	33	F	839
Ballarat	2006	33	M	774
Ballarat	2006	34	F	922
Ballarat	2006	34	M	904
Ballarat	2006	35	F	965
Ballarat	2006	35	M	867
Ballarat	2006	36	F	973
Ballarat	2006	36	M	809
Ballarat	2006	37	F	1021
Ballarat	2006	37	M	871
Ballarat	2006	38	F	901
Ballarat	2006	38	M	861
Ballarat	2006	39	F	939
Ballarat	2006	39	M	834
Ballarat	2006	40	F	980
Ballarat	2006	40	M	849
Ballarat	2006	41	F	960
Ballarat	2006	41	M	900
Ballarat	2006	42	F	969
Ballarat	2006	42	M	929
Ballarat	2006	43	F	1091
Ballarat	2006	43	M	994
Ballarat	2006	44	F	1026
Ballarat	2006	44	M	990
Ballarat	2006	45	F	1070
Ballarat	2006	45	M	970
Ballarat	2006	46	F	1013
Ballarat	2006	46	M	883
Ballarat	2006	47	F	1040
Ballarat	2006	47	M	1004
Ballarat	2006	48	F	984
Ballarat	2006	48	M	965
Ballarat	2006	49	F	968
Ballarat	2006	49	M	943
Ballarat	2006	50	F	1014
Ballarat	2006	50	M	922
Ballarat	2006	51	F	973
Ballarat	2006	51	M	1037
Ballarat	2006	52	F	964
Ballarat	2006	52	M	904
Ballarat	2006	53	F	968
Ballarat	2006	53	M	927
Ballarat	2006	54	F	984
Ballarat	2006	54	M	903
Ballarat	2006	55	F	959
Ballarat	2006	55	M	932
Ballarat	2006	56	F	898
Ballarat	2006	56	M	924
Ballarat	2006	57	F	904
Ballarat	2006	57	M	866
Ballarat	2006	58	F	893
Ballarat	2006	58	M	905
Ballarat	2006	59	F	945
Ballarat	2006	59	M	945
Ballarat	2006	60	F	815
Ballarat	2006	60	M	826
Ballarat	2006	61	F	769
Ballarat	2006	61	M	749
Ballarat	2006	62	F	760
Ballarat	2006	62	M	689
Ballarat	2006	63	F	673
Ballarat	2006	63	M	618
Ballarat	2006	64	F	629
Ballarat	2006	64	M	680
Ballarat	2006	65	F	636
Ballarat	2006	65	M	607
Ballarat	2006	66	F	647
Ballarat	2006	66	M	605
Ballarat	2006	67	F	595
Ballarat	2006	67	M	603
Ballarat	2006	68	F	564
Ballarat	2006	68	M	542
Ballarat	2006	69	F	545
Ballarat	2006	69	M	559
Ballarat	2006	70	F	549
Ballarat	2006	70	M	545
Ballarat	2006	71	F	506
Ballarat	2006	71	M	459
Ballarat	2006	72	F	496
Ballarat	2006	72	M	486
Ballarat	2006	73	F	503
Ballarat	2006	73	M	472
Ballarat	2006	74	F	492
Ballarat	2006	74	M	444
Ballarat	2006	75	F	479
Ballarat	2006	75	M	425
Ballarat	2006	76	F	486
Ballarat	2006	76	M	400
Ballarat	2006	77	F	524
Ballarat	2006	77	M	371
Ballarat	2006	78	F	474
Ballarat	2006	78	M	391
Ballarat	2006	79	F	462
Ballarat	2006	79	M	345
Ballarat	2011			6540
Ballarat	2011	0	F	844
Ballarat	2011	0	M	901
Ballarat	2011	1	F	908
Ballarat	2011	1	M	946
Ballarat	2011	2	F	968
Ballarat	2011	2	M	943
Ballarat	2011	3	F	902
Ballarat	2011	3	M	951
Ballarat	2011	4	F	977
Ballarat	2011	4	M	1034
Ballarat	2011	5	F	946
Ballarat	2011	5	M	954
Ballarat	2011	6	F	886
Ballarat	2011	6	M	938
Ballarat	2011	7	F	883
Ballarat	2011	7	M	943
Ballarat	2011	8	F	824
Ballarat	2011	8	M	859
Ballarat	2011	9	F	899
Ballarat	2011	9	M	914
Ballarat	2011	10	F	859
Ballarat	2011	10	M	936
Ballarat	2011	11	F	857
Ballarat	2011	11	M	905
Ballarat	2011	12	F	930
Ballarat	2011	12	M	999
Ballarat	2011	13	F	927
Ballarat	2011	13	M	1015
Ballarat	2011	14	F	942
Ballarat	2011	14	M	983
Ballarat	2011	15	F	1007
Ballarat	2011	15	M	1052
Ballarat	2011	16	F	1044
Ballarat	2011	16	M	1093
Ballarat	2011	17	F	1008
Ballarat	2011	17	M	1098
Ballarat	2011	18	F	1013
Ballarat	2011	18	M	1058
Ballarat	2011	19	F	995
Ballarat	2011	19	M	1006
Ballarat	2011	20	F	1031
Ballarat	2011	20	M	1104
Ballarat	2011	21	F	972
Ballarat	2011	21	M	1001
Ballarat	2011	22	F	944
Ballarat	2011	22	M	922
Ballarat	2011	23	F	885
Ballarat	2011	23	M	853
Ballarat	2011	24	F	798
Ballarat	2011	24	M	778
Ballarat	2011	25	F	805
Ballarat	2011	25	M	815
Ballarat	2011	26	F	779
Ballarat	2011	26	M	779
Ballarat	2011	27	F	847
Ballarat	2011	27	M	756
Ballarat	2011	28	F	812
Ballarat	2011	28	M	777
Ballarat	2011	29	F	827
Ballarat	2011	29	M	723
Ballarat	2011	30	F	830
Ballarat	2011	30	M	733
Ballarat	2011	31	F	796
Ballarat	2011	31	M	707
Ballarat	2011	32	F	818
Ballarat	2011	32	M	778
Ballarat	2011	33	F	779
Ballarat	2011	33	M	785
Ballarat	2011	34	F	856
Ballarat	2011	34	M	774
Ballarat	2011	35	F	873
Ballarat	2011	35	M	801
Ballarat	2011	36	F	880
Ballarat	2011	36	M	864
Ballarat	2011	37	F	979
Ballarat	2011	37	M	904
Ballarat	2011	38	F	943
Ballarat	2011	38	M	898
Ballarat	2011	39	F	1030
Ballarat	2011	39	M	992
Ballarat	2011	40	F	1072
Ballarat	2011	40	M	957
Ballarat	2011	41	F	1021
Ballarat	2011	41	M	890
Ballarat	2011	42	F	1092
Ballarat	2011	42	M	968
Ballarat	2011	43	F	1016
Ballarat	2011	43	M	937
Ballarat	2011	44	F	1005
Ballarat	2011	44	M	885
Ballarat	2011	45	F	1043
Ballarat	2011	45	M	897
Ballarat	2011	46	F	993
Ballarat	2011	46	M	989
Ballarat	2011	47	F	1011
Ballarat	2011	47	M	976
Ballarat	2011	48	F	1124
Ballarat	2011	48	M	1057
Ballarat	2011	49	F	1112
Ballarat	2011	49	M	1051
Ballarat	2011	50	F	1116
Ballarat	2011	50	M	1038
Ballarat	2011	51	F	1044
Ballarat	2011	51	M	946
Ballarat	2011	52	F	1097
Ballarat	2011	52	M	1005
Ballarat	2011	53	F	1009
Ballarat	2011	53	M	989
Ballarat	2011	54	F	1019
Ballarat	2011	54	M	984
Ballarat	2011	55	F	1062
Ballarat	2011	55	M	954
Ballarat	2011	56	F	997
Ballarat	2011	56	M	1041
Ballarat	2011	57	F	1009
Ballarat	2011	57	M	958
Ballarat	2011	58	F	1020
Ballarat	2011	58	M	966
Ballarat	2011	59	F	1002
Ballarat	2011	59	M	938
Ballarat	2011	60	F	981
Ballarat	2011	60	M	945
Ballarat	2011	61	F	969
Ballarat	2011	61	M	975
Ballarat	2011	62	F	959
Ballarat	2011	62	M	908
Ballarat	2011	63	F	944
Ballarat	2011	63	M	932
Ballarat	2011	64	F	1010
Ballarat	2011	64	M	978
Ballarat	2011	65	F	847
Ballarat	2011	65	M	840
Ballarat	2011	66	F	762
Ballarat	2011	66	M	750
Ballarat	2011	67	F	797
Ballarat	2011	67	M	727
Ballarat	2011	68	F	704
Ballarat	2011	68	M	667
Ballarat	2011	69	F	639
Ballarat	2011	69	M	684
Ballarat	2011	70	F	640
Ballarat	2011	70	M	603
Ballarat	2011	71	F	653
Ballarat	2011	71	M	557
Ballarat	2011	72	F	560
Ballarat	2011	72	M	562
Ballarat	2011	73	F	568
Ballarat	2011	73	M	482
Ballarat	2011	74	F	517
Ballarat	2011	74	M	508
Ballarat	2011	75	F	504
Ballarat	2011	75	M	480
Ballarat	2011	76	F	476
Ballarat	2011	76	M	392
Ballarat	2011	77	F	468
Ballarat	2011	77	M	443
Ballarat	2011	78	F	431
Ballarat	2011	78	M	359
Ballarat	2011	79	F	440
Ballarat	2011	79	M	368
Ballarat	2016			7404
Ballarat	2016	0	F	809
Ballarat	2016	0	M	929
Ballarat	2016	1	F	899
Ballarat	2016	1	M	945
Ballarat	2016	2	F	922
Ballarat	2016	2	M	939
Ballarat	2016	3	F	894
Ballarat	2016	3	M	1028
Ballarat	2016	4	F	998
Ballarat	2016	4	M	947
Ballarat	2016	5	F	927
Ballarat	2016	5	M	975
Ballarat	2016	6	F	1004
Ballarat	2016	6	M	991
Ballarat	2016	7	F	1026
Ballarat	2016	7	M	1052
Ballarat	2016	8	F	980
Ballarat	2016	8	M	1013
Ballarat	2016	9	F	1026
Ballarat	2016	9	M	1096
Ballarat	2016	10	F	981
Ballarat	2016	10	M	1011
Ballarat	2016	11	F	921
Ballarat	2016	11	M	965
Ballarat	2016	12	F	930
Ballarat	2016	12	M	1013
Ballarat	2016	13	F	881
Ballarat	2016	13	M	937
Ballarat	2016	14	F	942
Ballarat	2016	14	M	976
Ballarat	2016	15	F	896
Ballarat	2016	15	M	971
Ballarat	2016	16	F	968
Ballarat	2016	16	M	939
Ballarat	2016	17	F	977
Ballarat	2016	17	M	1071
Ballarat	2016	18	F	927
Ballarat	2016	18	M	995
Ballarat	2016	19	F	938
Ballarat	2016	19	M	967
Ballarat	2016	20	F	1032
Ballarat	2016	20	M	976
Ballarat	2016	21	F	1047
Ballarat	2016	21	M	1092
Ballarat	2016	22	F	992
Ballarat	2016	22	M	1014
Ballarat	2016	23	F	897
Ballarat	2016	23	M	968
Ballarat	2016	24	F	927
Ballarat	2016	24	M	919
Ballarat	2016	25	F	906
Ballarat	2016	25	M	973
Ballarat	2016	26	F	884
Ballarat	2016	26	M	909
Ballarat	2016	27	F	886
Ballarat	2016	27	M	841
Ballarat	2016	28	F	888
Ballarat	2016	28	M	807
Ballarat	2016	29	F	881
Ballarat	2016	29	M	834
Ballarat	2016	30	F	883
Ballarat	2016	30	M	874
Ballarat	2016	31	F	903
Ballarat	2016	31	M	833
Ballarat	2016	32	F	924
Ballarat	2016	32	M	828
Ballarat	2016	33	F	903
Ballarat	2016	33	M	821
Ballarat	2016	34	F	927
Ballarat	2016	34	M	803
Ballarat	2016	35	F	973
Ballarat	2016	35	M	866
Ballarat	2016	36	F	887
Ballarat	2016	36	M	841
Ballarat	2016	37	F	928
Ballarat	2016	37	M	842
Ballarat	2016	38	F	841
Ballarat	2016	38	M	896
Ballarat	2016	39	F	957
Ballarat	2016	39	M	818
Ballarat	2016	40	F	961
Ballarat	2016	40	M	898
Ballarat	2016	41	F	959
Ballarat	2016	41	M	901
Ballarat	2016	42	F	1013
Ballarat	2016	42	M	960
Ballarat	2016	43	F	1047
Ballarat	2016	43	M	968
Ballarat	2016	44	F	1137
Ballarat	2016	44	M	1048
Ballarat	2016	45	F	1144
Ballarat	2016	45	M	1058
Ballarat	2016	46	F	1082
Ballarat	2016	46	M	961
Ballarat	2016	47	F	1130
Ballarat	2016	47	M	1047
Ballarat	2016	48	F	1057
Ballarat	2016	48	M	1002
Ballarat	2016	49	F	1051
Ballarat	2016	49	M	925
Ballarat	2016	50	F	1096
Ballarat	2016	50	M	978
Ballarat	2016	51	F	1057
Ballarat	2016	51	M	1017
Ballarat	2016	52	F	1104
Ballarat	2016	52	M	1022
Ballarat	2016	53	F	1171
Ballarat	2016	53	M	1084
Ballarat	2016	54	F	1178
Ballarat	2016	54	M	1141
Ballarat	2016	55	F	1188
Ballarat	2016	55	M	1087
Ballarat	2016	56	F	1095
Ballarat	2016	56	M	967
Ballarat	2016	57	F	1182
Ballarat	2016	57	M	1041
Ballarat	2016	58	F	1065
Ballarat	2016	58	M	1056
Ballarat	2016	59	F	1076
Ballarat	2016	59	M	1061
Ballarat	2016	60	F	1123
Ballarat	2016	60	M	979
Ballarat	2016	61	F	1061
Ballarat	2016	61	M	1077
Ballarat	2016	62	F	1077
Ballarat	2016	62	M	1007
Ballarat	2016	63	F	1073
Ballarat	2016	63	M	1048
Ballarat	2016	64	F	1087
Ballarat	2016	64	M	995
Ballarat	2016	65	F	1074
Ballarat	2016	65	M	967
Ballarat	2016	66	F	982
Ballarat	2016	66	M	973
Ballarat	2016	67	F	1007
Ballarat	2016	67	M	976
Ballarat	2016	68	F	996
Ballarat	2016	68	M	947
Ballarat	2016	69	F	1068
Ballarat	2016	69	M	1016
Ballarat	2016	70	F	851
Ballarat	2016	70	M	872
Ballarat	2016	71	F	796
Ballarat	2016	71	M	760
Ballarat	2016	72	F	805
Ballarat	2016	72	M	717
Ballarat	2016	73	F	704
Ballarat	2016	73	M	649
Ballarat	2016	74	F	639
Ballarat	2016	74	M	662
Ballarat	2016	75	F	613
Ballarat	2016	75	M	578
Ballarat	2016	76	F	601
Ballarat	2016	76	M	516
Ballarat	2016	77	F	551
Ballarat	2016	77	M	507
Ballarat	2016	78	F	551
Ballarat	2016	78	M	432
Ballarat	2016	79	F	459
Ballarat	2016	79	M	443
Bendigo	2006			5834
Bendigo	2006	0	F	795
Bendigo	2006	0	M	779
Bendigo	2006	1	F	760
Bendigo	2006	1	M	757
Bendigo	2006	2	F	783
Bendigo	2006	2	M	770
Bendigo	2006	3	F	757
Bendigo	2006	3	M	848
Bendigo	2006	4	F	853
Bendigo	2006	4	M	912
Bendigo	2006	5	F	841
Bendigo	2006	5	M	933
Bendigo	2006	6	F	857
Bendigo	2006	6	M	889
Bendigo	2006	7	F	888
Bendigo	2006	7	M	890
Bendigo	2006	8	F	870
Bendigo	2006	8	M	963
Bendigo	2006	9	F	935
Bendigo	2006	9	M	899
Bendigo	2006	10	F	941
Bendigo	2006	10	M	976
Bendigo	2006	11	F	966
Bendigo	2006	11	M	1059
Bendigo	2006	12	F	987
Bendigo	2006	12	M	945
Bendigo	2006	13	F	1002
Bendigo	2006	13	M	1003
Bendigo	2006	14	F	1016
Bendigo	2006	14	M	996
Bendigo	2006	15	F	966
Bendigo	2006	15	M	1031
Bendigo	2006	16	F	954
Bendigo	2006	16	M	1018
Bendigo	2006	17	F	922
Bendigo	2006	17	M	966
Bendigo	2006	18	F	959
Bendigo	2006	18	M	919
Bendigo	2006	19	F	930
Bendigo	2006	19	M	867
Bendigo	2006	20	F	933
Bendigo	2006	20	M	915
Bendigo	2006	21	F	884
Bendigo	2006	21	M	827
Bendigo	2006	22	F	797
Bendigo	2006	22	M	768
Bendigo	2006	23	F	727
Bendigo	2006	23	M	760
Bendigo	2006	24	F	668
Bendigo	2006	24	M	651
Bendigo	2006	25	F	697
Bendigo	2006	25	M	692
Bendigo	2006	26	F	633
Bendigo	2006	26	M	606
Bendigo	2006	27	F	636
Bendigo	2006	27	M	611
Bendigo	2006	28	F	677
Bendigo	2006	28	M	679
Bendigo	2006	29	F	653
Bendigo	2006	29	M	648
Bendigo	2006	30	F	705
Bendigo	2006	30	M	648
Bendigo	2006	31	F	735
Bendigo	2006	31	M	653
Bendigo	2006	32	F	781
Bendigo	2006	32	M	743
Bendigo	2006	33	F	875
Bendigo	2006	33	M	733
Bendigo	2006	34	F	834
Bendigo	2006	34	M	796
Bendigo	2006	35	F	936
Bendigo	2006	35	M	794
Bendigo	2006	36	F	902
Bendigo	2006	36	M	836
Bendigo	2006	37	F	888
Bendigo	2006	37	M	826
Bendigo	2006	38	F	903
Bendigo	2006	38	M	810
Bendigo	2006	39	F	871
Bendigo	2006	39	M	797
Bendigo	2006	40	F	927
Bendigo	2006	40	M	849
Bendigo	2006	41	F	944
Bendigo	2006	41	M	861
Bendigo	2006	42	F	1001
Bendigo	2006	42	M	908
Bendigo	2006	43	F	1046
Bendigo	2006	43	M	965
Bendigo	2006	44	F	1093
Bendigo	2006	44	M	877
Bendigo	2006	45	F	1068
Bendigo	2006	45	M	1022
Bendigo	2006	46	F	1015
Bendigo	2006	46	M	976
Bendigo	2006	47	F	1022
Bendigo	2006	47	M	1001
Bendigo	2006	48	F	1010
Bendigo	2006	48	M	972
Bendigo	2006	49	F	1021
Bendigo	2006	49	M	893
Bendigo	2006	50	F	955
Bendigo	2006	50	M	950
Bendigo	2006	51	F	931
Bendigo	2006	51	M	901
Bendigo	2006	52	F	973
Bendigo	2006	52	M	939
Bendigo	2006	53	F	977
Bendigo	2006	53	M	951
Bendigo	2006	54	F	979
Bendigo	2006	54	M	945
Bendigo	2006	55	F	939
Bendigo	2006	55	M	881
Bendigo	2006	56	F	941
Bendigo	2006	56	M	917
Bendigo	2006	57	F	836
Bendigo	2006	57	M	881
Bendigo	2006	58	F	843
Bendigo	2006	58	M	837
Bendigo	2006	59	F	970
Bendigo	2006	59	M	946
Bendigo	2006	60	F	680
Bendigo	2006	60	M	715
Bendigo	2006	61	F	759
Bendigo	2006	61	M	741
Bendigo	2006	62	F	705
Bendigo	2006	62	M	712
Bendigo	2006	63	F	618
Bendigo	2006	63	M	642
Bendigo	2006	64	F	660
Bendigo	2006	64	M	665
Bendigo	2006	65	F	584
Bendigo	2006	65	M	626
Bendigo	2006	66	F	590
Bendigo	2006	66	M	567
Bendigo	2006	67	F	566
Bendigo	2006	67	M	535
Bendigo	2006	68	F	604
Bendigo	2006	68	M	550
Bendigo	2006	69	F	569
Bendigo	2006	69	M	542
