SA4_NAME16	Year	Landlord	Rent.min	occupied_private_dwellings_being_rented
Sydney - Baulkham Hills and Hawkesbury	2006		34125	0
Sydney - Baulkham Hills and Hawkesbury	2006		39375	0
Sydney - Baulkham Hills and Hawkesbury	2006		44625	0
Sydney - Baulkham Hills and Hawkesbury	2006		49875	0
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)		43
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	0	58
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	3937	13
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	5250	114
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	7875	155
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	10500	22
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	11812	32
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	14437	24
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	18375	13
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	23625	6
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	28875	3
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	34125	0
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	39375	3
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	44625	0
Sydney - Baulkham Hills and Hawkesbury	2006	(Other)	49875	0
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc		65
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	0	79
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	3937	63
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	5250	29
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	7875	8
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	10500	4
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	11812	3
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	14437	4
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	18375	4
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	23625	0
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	28875	0
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	34125	0
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	39375	0
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	44625	0
Sydney - Baulkham Hills and Hawkesbury	2006	Co-op/church group etc	49875	0
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household		111
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	0	239
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	3937	28
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	5250	141
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	7875	203
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	10500	183
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	11812	231
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	14437	383
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	18375	251
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	23625	111
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	28875	49
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	34125	19
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	39375	3
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	44625	6
Sydney - Baulkham Hills and Hawkesbury	2006	Person not in same household	49875	17
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent		97
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	0	24
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	3937	5
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	5250	40
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	7875	117
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	10500	171
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	11812	539
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	14437	2065
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	18375	1738
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	23625	666
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	28875	185
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	34125	91
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	39375	36
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	44625	21
Sydney - Baulkham Hills and Hawkesbury	2006	Real estate agent	49875	43
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority		10
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	0	27
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	3937	25
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	5250	42
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	7875	23
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	10500	3
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	11812	10
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	14437	3
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	18375	4
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	23625	0
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	28875	0
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	34125	0
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	39375	0
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	44625	0
Sydney - Baulkham Hills and Hawkesbury	2006	State or territory housing authority	49875	0
Sydney - Baulkham Hills and Hawkesbury	2011			19
Sydney - Baulkham Hills and Hawkesbury	2011		0	214
Sydney - Baulkham Hills and Hawkesbury	2011		3937	0
Sydney - Baulkham Hills and Hawkesbury	2011		5250	3
Sydney - Baulkham Hills and Hawkesbury	2011		7875	5
Sydney - Baulkham Hills and Hawkesbury	2011		10500	3
Sydney - Baulkham Hills and Hawkesbury	2011		11812	4
Sydney - Baulkham Hills and Hawkesbury	2011		14437	3
Sydney - Baulkham Hills and Hawkesbury	2011		18375	4
Sydney - Baulkham Hills and Hawkesbury	2011		23625	9
Sydney - Baulkham Hills and Hawkesbury	2011		28875	0
Sydney - Baulkham Hills and Hawkesbury	2011		34125	0
Sydney - Baulkham Hills and Hawkesbury	2011		39375	0
Sydney - Baulkham Hills and Hawkesbury	2011		44625	0
Sydney - Baulkham Hills and Hawkesbury	2011		49875	0
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)		65
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	0	83
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	3937	8
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	5250	29
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	7875	81
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	10500	87
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	11812	57
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	14437	52
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	18375	43
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	23625	10
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	28875	3
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	34125	4
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	39375	0
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	44625	0
Sydney - Baulkham Hills and Hawkesbury	2011	(Other)	49875	3
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc		57
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	0	26
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	3937	37
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	5250	63
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	7875	32
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	10500	4
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	11812	12
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	14437	10
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	18375	10
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	23625	0
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	28875	4
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	34125	0
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	39375	7
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	44625	0
Sydney - Baulkham Hills and Hawkesbury	2011	Co-op/church group etc	49875	0
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household		144
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	0	322
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	3937	6
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	5250	104
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	7875	126
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	10500	131
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	11812	189
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	14437	271
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	18375	391
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	23625	253
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	28875	148
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	34125	65
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	39375	32
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	44625	14
Sydney - Baulkham Hills and Hawkesbury	2011	Person not in same household	49875	25
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent		121
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	0	16
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	3937	5
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	5250	17
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	7875	56
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	10500	58
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	11812	128
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	14437	399
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	18375	1433
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	23625	1818
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	28875	1021
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	34125	501
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	39375	206
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	44625	98
Sydney - Baulkham Hills and Hawkesbury	2011	Real estate agent	49875	137
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority		14
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	0	18
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	3937	31
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	5250	25
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	7875	28
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	10500	14
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	11812	8
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	14437	9
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	18375	16
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	23625	4
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	28875	3
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	34125	0
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	39375	0
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	44625	0
Sydney - Baulkham Hills and Hawkesbury	2011	State or territory housing authority	49875	0
Sydney - Baulkham Hills and Hawkesbury	2016			13
Sydney - Baulkham Hills and Hawkesbury	2016		0	194
Sydney - Baulkham Hills and Hawkesbury	2016		3937	0
Sydney - Baulkham Hills and Hawkesbury	2016		5250	0
Sydney - Baulkham Hills and Hawkesbury	2016		7875	3
Sydney - Baulkham Hills and Hawkesbury	2016		10500	4
Sydney - Baulkham Hills and Hawkesbury	2016		11812	0
Sydney - Baulkham Hills and Hawkesbury	2016		14437	5
Sydney - Baulkham Hills and Hawkesbury	2016		18375	7
Sydney - Baulkham Hills and Hawkesbury	2016		23625	9
Sydney - Baulkham Hills and Hawkesbury	2016		28875	12
Sydney - Baulkham Hills and Hawkesbury	2016		34125	3
Sydney - Baulkham Hills and Hawkesbury	2016		39375	0
Sydney - Baulkham Hills and Hawkesbury	2016		44625	0
Sydney - Baulkham Hills and Hawkesbury	2016		49875	0
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)		37
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	0	46
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	3937	0
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	5250	7
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	7875	21
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	10500	34
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	11812	92
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	14437	74
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	18375	48
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	23625	27
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	28875	16
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	34125	5
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	39375	4
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	44625	0
Sydney - Baulkham Hills and Hawkesbury	2016	(Other)	49875	4
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc		77
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	0	19
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	3937	9
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	5250	73
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	7875	41
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	10500	39
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	11812	20
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	14437	12
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	18375	17
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	23625	4
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	28875	4
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	34125	3
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	39375	8
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	44625	0
Sydney - Baulkham Hills and Hawkesbury	2016	Co-op/church group etc	49875	0
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household		135
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	0	256
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	3937	3
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	5250	40
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	7875	70
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	10500	79
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	11812	102
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	14437	184
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	18375	286
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	23625	350
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	28875	263
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	34125	135
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	39375	91
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	44625	38
Sydney - Baulkham Hills and Hawkesbury	2016	Person not in same household	49875	43
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent		125
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	0	14
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	3937	3
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	5250	7
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	7875	16
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	10500	21
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	11812	75
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	14437	180
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	18375	694
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	23625	1836
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	28875	2380
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	34125	1478
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	39375	613
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	44625	324
Sydney - Baulkham Hills and Hawkesbury	2016	Real estate agent	49875	276
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority		9
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	0	3
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	3937	6
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	5250	28
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	7875	24
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	10500	16
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	11812	12
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	14437	15
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	18375	15
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	23625	7
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	28875	4
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	34125	0
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	39375	0
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	44625	0
Sydney - Baulkham Hills and Hawkesbury	2016	State or territory housing authority	49875	0
Sydney - Blacktown	2006			44
Sydney - Blacktown	2006		0	262
Sydney - Blacktown	2006		3937	20
Sydney - Blacktown	2006		5250	50
Sydney - Blacktown	2006		7875	48
Sydney - Blacktown	2006		10500	31
Sydney - Blacktown	2006		11812	34
Sydney - Blacktown	2006		14437	12
Sydney - Blacktown	2006		18375	5
Sydney - Blacktown	2006		23625	0
Sydney - Blacktown	2006		28875	5
Sydney - Blacktown	2006		34125	0
Sydney - Blacktown	2006		39375	0
Sydney - Blacktown	2006		44625	0
Sydney - Blacktown	2006		49875	6
Sydney - Blacktown	2006	(Other)		45
Sydney - Blacktown	2006	(Other)	0	35
Sydney - Blacktown	2006	(Other)	3937	13
Sydney - Blacktown	2006	(Other)	5250	115
Sydney - Blacktown	2006	(Other)	7875	179
Sydney - Blacktown	2006	(Other)	10500	109
Sydney - Blacktown	2006	(Other)	11812	97
Sydney - Blacktown	2006	(Other)	14437	30
Sydney - Blacktown	2006	(Other)	18375	11
Sydney - Blacktown	2006	(Other)	23625	0
Sydney - Blacktown	2006	(Other)	28875	3
Sydney - Blacktown	2006	(Other)	34125	0
Sydney - Blacktown	2006	(Other)	39375	0
Sydney - Blacktown	2006	(Other)	44625	0
Sydney - Blacktown	2006	(Other)	49875	7
Sydney - Blacktown	2006	Co-op/church group etc		25
Sydney - Blacktown	2006	Co-op/church group etc	0	78
Sydney - Blacktown	2006	Co-op/church group etc	3937	45
Sydney - Blacktown	2006	Co-op/church group etc	5250	80
Sydney - Blacktown	2006	Co-op/church group etc	7875	49
Sydney - Blacktown	2006	Co-op/church group etc	10500	11
Sydney - Blacktown	2006	Co-op/church group etc	11812	23
Sydney - Blacktown	2006	Co-op/church group etc	14437	4
Sydney - Blacktown	2006	Co-op/church group etc	18375	10
Sydney - Blacktown	2006	Co-op/church group etc	23625	0
Sydney - Blacktown	2006	Co-op/church group etc	28875	0
Sydney - Blacktown	2006	Co-op/church group etc	34125	0
Sydney - Blacktown	2006	Co-op/church group etc	39375	0
Sydney - Blacktown	2006	Co-op/church group etc	44625	0
Sydney - Blacktown	2006	Co-op/church group etc	49875	0
Sydney - Blacktown	2006	Person not in same household		153
Sydney - Blacktown	2006	Person not in same household	0	222
Sydney - Blacktown	2006	Person not in same household	3937	23
Sydney - Blacktown	2006	Person not in same household	5250	226
Sydney - Blacktown	2006	Person not in same household	7875	754
Sydney - Blacktown	2006	Person not in same household	10500	920
Sydney - Blacktown	2006	Person not in same household	11812	884
Sydney - Blacktown	2006	Person not in same household	14437	349
Sydney - Blacktown	2006	Person not in same household	18375	117
Sydney - Blacktown	2006	Person not in same household	23625	27
Sydney - Blacktown	2006	Person not in same household	28875	4
Sydney - Blacktown	2006	Person not in same household	34125	0
Sydney - Blacktown	2006	Person not in same household	39375	0
Sydney - Blacktown	2006	Person not in same household	44625	0
Sydney - Blacktown	2006	Person not in same household	49875	17
Sydney - Blacktown	2006	Real estate agent		223
Sydney - Blacktown	2006	Real estate agent	0	40
Sydney - Blacktown	2006	Real estate agent	3937	18
Sydney - Blacktown	2006	Real estate agent	5250	206
Sydney - Blacktown	2006	Real estate agent	7875	2151
Sydney - Blacktown	2006	Real estate agent	10500	2857
Sydney - Blacktown	2006	Real estate agent	11812	4872
Sydney - Blacktown	2006	Real estate agent	14437	1727
Sydney - Blacktown	2006	Real estate agent	18375	793
Sydney - Blacktown	2006	Real estate agent	23625	91
Sydney - Blacktown	2006	Real estate agent	28875	21
Sydney - Blacktown	2006	Real estate agent	34125	8
Sydney - Blacktown	2006	Real estate agent	39375	9
Sydney - Blacktown	2006	Real estate agent	44625	3
Sydney - Blacktown	2006	Real estate agent	49875	70
Sydney - Blacktown	2006	State or territory housing authority		555
Sydney - Blacktown	2006	State or territory housing authority	0	2102
Sydney - Blacktown	2006	State or territory housing authority	3937	1297
Sydney - Blacktown	2006	State or territory housing authority	5250	2139
Sydney - Blacktown	2006	State or territory housing authority	7875	1481
Sydney - Blacktown	2006	State or territory housing authority	10500	465
Sydney - Blacktown	2006	State or territory housing authority	11812	262
Sydney - Blacktown	2006	State or territory housing authority	14437	16
Sydney - Blacktown	2006	State or territory housing authority	18375	6
Sydney - Blacktown	2006	State or territory housing authority	23625	11
Sydney - Blacktown	2006	State or territory housing authority	28875	19
Sydney - Blacktown	2006	State or territory housing authority	34125	3
Sydney - Blacktown	2006	State or territory housing authority	39375	3
Sydney - Blacktown	2006	State or territory housing authority	44625	3
Sydney - Blacktown	2006	State or territory housing authority	49875	116
Sydney - Blacktown	2011			63
Sydney - Blacktown	2011		0	179
Sydney - Blacktown	2011		3937	3
Sydney - Blacktown	2011		5250	19
Sydney - Blacktown	2011		7875	13
Sydney - Blacktown	2011		10500	12
Sydney - Blacktown	2011		11812	18
Sydney - Blacktown	2011		14437	42
Sydney - Blacktown	2011		18375	24
Sydney - Blacktown	2011		23625	4
Sydney - Blacktown	2011		28875	4
Sydney - Blacktown	2011		34125	0
Sydney - Blacktown	2011		39375	0
Sydney - Blacktown	2011		44625	0
Sydney - Blacktown	2011		49875	0
Sydney - Blacktown	2011	(Other)		57
Sydney - Blacktown	2011	(Other)	0	44
Sydney - Blacktown	2011	(Other)	3937	6
Sydney - Blacktown	2011	(Other)	5250	44
Sydney - Blacktown	2011	(Other)	7875	74
Sydney - Blacktown	2011	(Other)	10500	96
Sydney - Blacktown	2011	(Other)	11812	96
Sydney - Blacktown	2011	(Other)	14437	137
Sydney - Blacktown	2011	(Other)	18375	129
Sydney - Blacktown	2011	(Other)	23625	9
Sydney - Blacktown	2011	(Other)	28875	12
Sydney - Blacktown	2011	(Other)	34125	3
Sydney - Blacktown	2011	(Other)	39375	0
Sydney - Blacktown	2011	(Other)	44625	0
Sydney - Blacktown	2011	(Other)	49875	6
Sydney - Blacktown	2011	Co-op/church group etc		50
Sydney - Blacktown	2011	Co-op/church group etc	0	70
Sydney - Blacktown	2011	Co-op/church group etc	3937	42
Sydney - Blacktown	2011	Co-op/church group etc	5250	72
Sydney - Blacktown	2011	Co-op/church group etc	7875	85
Sydney - Blacktown	2011	Co-op/church group etc	10500	46
Sydney - Blacktown	2011	Co-op/church group etc	11812	51
Sydney - Blacktown	2011	Co-op/church group etc	14437	49
Sydney - Blacktown	2011	Co-op/church group etc	18375	18
Sydney - Blacktown	2011	Co-op/church group etc	23625	3
Sydney - Blacktown	2011	Co-op/church group etc	28875	9
Sydney - Blacktown	2011	Co-op/church group etc	34125	3
Sydney - Blacktown	2011	Co-op/church group etc	39375	0
Sydney - Blacktown	2011	Co-op/church group etc	44625	3
Sydney - Blacktown	2011	Co-op/church group etc	49875	0
Sydney - Blacktown	2011	Person not in same household		227
Sydney - Blacktown	2011	Person not in same household	0	267
Sydney - Blacktown	2011	Person not in same household	3937	12
Sydney - Blacktown	2011	Person not in same household	5250	145
Sydney - Blacktown	2011	Person not in same household	7875	263
Sydney - Blacktown	2011	Person not in same household	10500	315
Sydney - Blacktown	2011	Person not in same household	11812	579
Sydney - Blacktown	2011	Person not in same household	14437	1266
Sydney - Blacktown	2011	Person not in same household	18375	876
Sydney - Blacktown	2011	Person not in same household	23625	264
Sydney - Blacktown	2011	Person not in same household	28875	69
Sydney - Blacktown	2011	Person not in same household	34125	21
Sydney - Blacktown	2011	Person not in same household	39375	7
Sydney - Blacktown	2011	Person not in same household	44625	4
Sydney - Blacktown	2011	Person not in same household	49875	30
Sydney - Blacktown	2011	Real estate agent		227
Sydney - Blacktown	2011	Real estate agent	0	34
Sydney - Blacktown	2011	Real estate agent	3937	7
Sydney - Blacktown	2011	Real estate agent	5250	38
Sydney - Blacktown	2011	Real estate agent	7875	193
Sydney - Blacktown	2011	Real estate agent	10500	327
Sydney - Blacktown	2011	Real estate agent	11812	1377
Sydney - Blacktown	2011	Real estate agent	14437	4894
Sydney - Blacktown	2011	Real estate agent	18375	5276
Sydney - Blacktown	2011	Real estate agent	23625	1326
Sydney - Blacktown	2011	Real estate agent	28875	554
Sydney - Blacktown	2011	Real estate agent	34125	98
Sydney - Blacktown	2011	Real estate agent	39375	18
Sydney - Blacktown	2011	Real estate agent	44625	7
Sydney - Blacktown	2011	Real estate agent	49875	72
Sydney - Blacktown	2011	State or territory housing authority		478
Sydney - Blacktown	2011	State or territory housing authority	0	787
Sydney - Blacktown	2011	State or territory housing authority	3937	1779
Sydney - Blacktown	2011	State or territory housing authority	5250	1870
Sydney - Blacktown	2011	State or territory housing authority	7875	1589
Sydney - Blacktown	2011	State or territory housing authority	10500	792
Sydney - Blacktown	2011	State or territory housing authority	11812	575
Sydney - Blacktown	2011	State or territory housing authority	14437	268
Sydney - Blacktown	2011	State or territory housing authority	18375	50
Sydney - Blacktown	2011	State or territory housing authority	23625	12
Sydney - Blacktown	2011	State or territory housing authority	28875	12
Sydney - Blacktown	2011	State or territory housing authority	34125	7
Sydney - Blacktown	2011	State or territory housing authority	39375	16
Sydney - Blacktown	2011	State or territory housing authority	44625	7
Sydney - Blacktown	2011	State or territory housing authority	49875	4
