SA4_NAME16	Year	BornAust	Sex	persons
Hunter Valley exc Newcastle	2016	0	F	11265
Hunter Valley exc Newcastle	2016	0	M	10775
Hunter Valley exc Newcastle	2016	1	F	111641
Hunter Valley exc Newcastle	2016	1	M	110223
Illawarra	2006	0	F	27252
Illawarra	2006	0	M	25853
Illawarra	2006	1	F	98188
Illawarra	2006	1	M	96013
Illawarra	2011	0	F	28795
Illawarra	2011	0	M	27213
Illawarra	2011	1	F	104853
Illawarra	2011	1	M	102449
Illawarra	2016	0	F	30034
Illawarra	2016	0	M	28238
Illawarra	2016	1	F	110218
Illawarra	2016	1	M	107680
Mid North Coast	2006	0	F	8854
Mid North Coast	2006	0	M	8377
Mid North Coast	2006	1	F	83771
Mid North Coast	2006	1	M	80103
Mid North Coast	2011	0	F	9839
Mid North Coast	2011	0	M	9150
Mid North Coast	2011	1	F	87725
Mid North Coast	2011	1	M	83323
Mid North Coast	2016	0	F	10710
Mid North Coast	2016	0	M	9824
Mid North Coast	2016	1	F	89180
Mid North Coast	2016	1	M	84831
Murray	2006	0	F	3891
Murray	2006	0	M	3852
Murray	2006	1	F	48222
Murray	2006	1	M	47303
Murray	2011	0	F	4500
Murray	2011	0	M	4325
Murray	2011	1	F	48363
Murray	2011	1	M	47053
Murray	2016	0	F	5061
Murray	2016	0	M	4742
Murray	2016	1	F	48296
Murray	2016	1	M	47011
New England and North West	2006	0	F	4827
New England and North West	2006	0	M	4586
New England and North West	2006	1	F	77419
New England and North West	2006	1	M	75475
New England and North West	2011	0	F	5463
New England and North West	2011	0	M	5299
New England and North West	2011	1	F	78577
New England and North West	2011	1	M	76357
New England and North West	2016	0	F	6532
New England and North West	2016	0	M	6205
New England and North West	2016	1	F	76603
New England and North West	2016	1	M	74300
Newcastle and Lake Macquarie	2006	0	F	17155
Newcastle and Lake Macquarie	2006	0	M	16452
Newcastle and Lake Macquarie	2006	1	F	141583
Newcastle and Lake Macquarie	2006	1	M	135253
Newcastle and Lake Macquarie	2011	0	F	19134
Newcastle and Lake Macquarie	2011	0	M	18120
Newcastle and Lake Macquarie	2011	1	F	147736
Newcastle and Lake Macquarie	2011	1	M	141639
Newcastle and Lake Macquarie	2016	0	F	21741
Newcastle and Lake Macquarie	2016	0	M	20190
Newcastle and Lake Macquarie	2016	1	F	152579
Newcastle and Lake Macquarie	2016	1	M	147312
Richmond - Tweed	2006	0	F	12925
Richmond - Tweed	2006	0	M	12216
Richmond - Tweed	2006	1	F	92502
Richmond - Tweed	2006	1	M	87809
Richmond - Tweed	2011	0	F	14809
Richmond - Tweed	2011	0	M	13572
Richmond - Tweed	2011	1	F	96081
Richmond - Tweed	2011	1	M	90745
Richmond - Tweed	2016	0	F	15712
Richmond - Tweed	2016	0	M	14072
Richmond - Tweed	2016	1	F	96467
Richmond - Tweed	2016	1	M	91491
Riverina	2006	0	F	5507
Riverina	2006	0	M	5773
Riverina	2006	1	F	64548
Riverina	2006	1	M	64033
Riverina	2011	0	F	6407
Riverina	2011	0	M	6596
Riverina	2011	1	F	64900
Riverina	2011	1	M	64150
Riverina	2016	0	F	7410
Riverina	2016	0	M	7729
Riverina	2016	1	F	64006
Riverina	2016	1	M	63182
Southern Highlands and Shoalhaven	2006	0	F	8929
Southern Highlands and Shoalhaven	2006	0	M	8416
Southern Highlands and Shoalhaven	2006	1	F	53993
Southern Highlands and Shoalhaven	2006	1	M	51330
Southern Highlands and Shoalhaven	2011	0	F	9532
Southern Highlands and Shoalhaven	2011	0	M	8941
Southern Highlands and Shoalhaven	2011	1	F	56733
Southern Highlands and Shoalhaven	2011	1	M	53887
Southern Highlands and Shoalhaven	2016	0	F	10552
Southern Highlands and Shoalhaven	2016	0	M	9807
Southern Highlands and Shoalhaven	2016	1	F	58923
Southern Highlands and Shoalhaven	2016	1	M	56575
Sydney - Baulkham Hills and Hawkesbury	2006	0	F	27623
Sydney - Baulkham Hills and Hawkesbury	2006	0	M	26609
Sydney - Baulkham Hills and Hawkesbury	2006	1	F	69079
Sydney - Baulkham Hills and Hawkesbury	2006	1	M	67521
Sydney - Baulkham Hills and Hawkesbury	2011	0	F	31458
Sydney - Baulkham Hills and Hawkesbury	2011	0	M	30051
Sydney - Baulkham Hills and Hawkesbury	2011	1	F	71409
Sydney - Baulkham Hills and Hawkesbury	2011	1	M	70407
Sydney - Baulkham Hills and Hawkesbury	2016	0	F	37642
Sydney - Baulkham Hills and Hawkesbury	2016	0	M	35311
Sydney - Baulkham Hills and Hawkesbury	2016	1	F	73379
Sydney - Baulkham Hills and Hawkesbury	2016	1	M	72821
Sydney - Blacktown	2006	0	F	47694
Sydney - Blacktown	2006	0	M	46236
Sydney - Blacktown	2006	1	F	81238
Sydney - Blacktown	2006	1	M	80470
Sydney - Blacktown	2011	0	F	58138
Sydney - Blacktown	2011	0	M	56218
Sydney - Blacktown	2011	1	F	87688
Sydney - Blacktown	2011	1	M	87263
Sydney - Blacktown	2016	0	F	69958
Sydney - Blacktown	2016	0	M	67814
Sydney - Blacktown	2016	1	F	91289
Sydney - Blacktown	2016	1	M	91939
Sydney - City and Inner South	2006	0	F	42904
Sydney - City and Inner South	2006	0	M	44603
Sydney - City and Inner South	2006	1	F	53902
Sydney - City and Inner South	2006	1	M	56588
Sydney - City and Inner South	2011	0	F	52951
Sydney - City and Inner South	2011	0	M	54882
Sydney - City and Inner South	2011	1	F	61740
Sydney - City and Inner South	2011	1	M	65796
Sydney - City and Inner South	2016	0	F	70854
Sydney - City and Inner South	2016	0	M	69322
Sydney - City and Inner South	2016	1	F	67813
Sydney - City and Inner South	2016	1	M	72935
Sydney - Eastern Suburbs	2006	0	F	41813
Sydney - Eastern Suburbs	2006	0	M	38885
Sydney - Eastern Suburbs	2006	1	F	64956
Sydney - Eastern Suburbs	2006	1	M	60595
Sydney - Eastern Suburbs	2011	0	F	47426
Sydney - Eastern Suburbs	2011	0	M	44272
Sydney - Eastern Suburbs	2011	1	F	69311
Sydney - Eastern Suburbs	2011	1	M	65460
Sydney - Eastern Suburbs	2016	0	F	53543
Sydney - Eastern Suburbs	2016	0	M	49421
Sydney - Eastern Suburbs	2016	1	F	71851
Sydney - Eastern Suburbs	2016	1	M	68614
Sydney - Inner South West	2006	0	F	100008
Sydney - Inner South West	2006	0	M	96109
Sydney - Inner South West	2006	1	F	130446
Sydney - Inner South West	2006	1	M	126092
Sydney - Inner South West	2011	0	F	113440
Sydney - Inner South West	2011	0	M	107972
Sydney - Inner South West	2011	1	F	136255
Sydney - Inner South West	2011	1	M	133689
Sydney - Inner South West	2016	0	F	131619
Sydney - Inner South West	2016	0	M	125736
Sydney - Inner South West	2016	1	F	139687
Sydney - Inner South West	2016	1	M	139867
Sydney - Inner West	2006	0	F	47321
Sydney - Inner West	2006	0	M	44591
Sydney - Inner West	2006	1	F	67838
Sydney - Inner West	2006	1	M	62599
Sydney - Inner West	2011	0	F	54487
Sydney - Inner West	2011	0	M	50950
Sydney - Inner West	2011	1	F	73038
Sydney - Inner West	2011	1	M	68096
Sydney - Inner West	2016	0	F	64898
Sydney - Inner West	2016	0	M	60320
Sydney - Inner West	2016	1	F	76230
Sydney - Inner West	2016	1	M	72492
Sydney - North Sydney and Hornsby	2006	0	F	60939
Sydney - North Sydney and Hornsby	2006	0	M	55373
Sydney - North Sydney and Hornsby	2006	1	F	110876
Sydney - North Sydney and Hornsby	2006	1	M	102736
Sydney - North Sydney and Hornsby	2011	0	F	71252
Sydney - North Sydney and Hornsby	2011	0	M	64051
Sydney - North Sydney and Hornsby	2011	1	F	114024
Sydney - North Sydney and Hornsby	2011	1	M	106745
Sydney - North Sydney and Hornsby	2016	0	F	84157
Sydney - North Sydney and Hornsby	2016	0	M	74066
Sydney - North Sydney and Hornsby	2016	1	F	115963
Sydney - North Sydney and Hornsby	2016	1	M	110990
Sydney - Northern Beaches	2006	0	F	29571
Sydney - Northern Beaches	2006	0	M	28175
Sydney - Northern Beaches	2006	1	F	78126
Sydney - Northern Beaches	2006	1	M	74597
Sydney - Northern Beaches	2011	0	F	33928
Sydney - Northern Beaches	2011	0	M	31896
Sydney - Northern Beaches	2011	1	F	82062
Sydney - Northern Beaches	2011	1	M	79019
Sydney - Northern Beaches	2016	0	F	37987
Sydney - Northern Beaches	2016	0	M	35090
Sydney - Northern Beaches	2016	1	F	84532
Sydney - Northern Beaches	2016	1	M	81966
Sydney - Outer South West	2006	0	F	24868
Sydney - Outer South West	2006	0	M	23655
Sydney - Outer South West	2006	1	F	81531
Sydney - Outer South West	2006	1	M	79599
Sydney - Outer South West	2011	0	F	27810
Sydney - Outer South West	2011	0	M	26040
Sydney - Outer South West	2011	1	F	86198
Sydney - Outer South West	2011	1	M	83763
Sydney - Outer South West	2016	0	F	33194
Sydney - Outer South West	2016	0	M	31228
Sydney - Outer South West	2016	1	F	92030
Sydney - Outer South West	2016	1	M	89941
Sydney - Outer West and Blue Mountains	2006	0	F	26020
Sydney - Outer West and Blue Mountains	2006	0	M	25530
Sydney - Outer West and Blue Mountains	2006	1	F	108023
Sydney - Outer West and Blue Mountains	2006	1	M	103877
Sydney - Outer West and Blue Mountains	2011	0	F	27680
Sydney - Outer West and Blue Mountains	2011	0	M	26318
Sydney - Outer West and Blue Mountains	2011	1	F	112294
Sydney - Outer West and Blue Mountains	2011	1	M	107756
Sydney - Outer West and Blue Mountains	2016	0	F	30680
Sydney - Outer West and Blue Mountains	2016	0	M	28793
Sydney - Outer West and Blue Mountains	2016	1	F	116864
Sydney - Outer West and Blue Mountains	2016	1	M	113035
Sydney - Parramatta	2006	0	F	74702
Sydney - Parramatta	2006	0	M	75395
Sydney - Parramatta	2006	1	F	88876
Sydney - Parramatta	2006	1	M	88274
Sydney - Parramatta	2011	0	F	90867
Sydney - Parramatta	2011	0	M	91203
Sydney - Parramatta	2011	1	F	93723
Sydney - Parramatta	2011	1	M	93992
Sydney - Parramatta	2016	0	F	109941
Sydney - Parramatta	2016	0	M	115260
Sydney - Parramatta	2016	1	F	97307
Sydney - Parramatta	2016	1	M	98311
Sydney - Ryde	2006	0	F	29059
Sydney - Ryde	2006	0	M	26313
Sydney - Ryde	2006	1	F	45947
Sydney - Ryde	2006	1	M	43855
Sydney - Ryde	2011	0	F	34291
Sydney - Ryde	2011	0	M	31065
Sydney - Ryde	2011	1	F	46094
Sydney - Ryde	2011	1	M	44804
Sydney - Ryde	2016	0	F	43045
Sydney - Ryde	2016	0	M	39053
Sydney - Ryde	2016	1	F	46422
Sydney - Ryde	2016	1	M	46107
Sydney - South West	2006	0	F	77182
Sydney - South West	2006	0	M	72691
Sydney - South West	2006	1	F	80189
Sydney - South West	2006	1	M	81529
Sydney - South West	2011	0	F	85495
Sydney - South West	2011	0	M	79243
Sydney - South West	2011	1	F	86248
Sydney - South West	2011	1	M	88368
Sydney - South West	2016	0	F	97400
Sydney - South West	2016	0	M	89712
Sydney - South West	2016	1	F	94609
Sydney - South West	2016	1	M	97590
Sydney - Sutherland	2006	0	F	17376
Sydney - Sutherland	2006	0	M	16519
Sydney - Sutherland	2006	1	F	81577
Sydney - Sutherland	2006	1	M	78499
Sydney - Sutherland	2011	0	F	19020
Sydney - Sutherland	2011	0	M	17436
Sydney - Sutherland	2011	1	F	84485
Sydney - Sutherland	2011	1	M	81160
Sydney - Sutherland	2016	0	F	20711
Sydney - Sutherland	2016	0	M	18677
Sydney - Sutherland	2016	1	F	86004
Sydney - Sutherland	2016	1	M	83204
Migratory - Offshore - Shipping (NSW)	2006	0	F	0
Migratory - Offshore - Shipping (NSW)	2006	0	M	3
Migratory - Offshore - Shipping (NSW)	2006	1	F	7
Migratory - Offshore - Shipping (NSW)	2006	1	M	34
Migratory - Offshore - Shipping (NSW)	2011	0	F	17
Migratory - Offshore - Shipping (NSW)	2011	0	M	26
Migratory - Offshore - Shipping (NSW)	2011	1	F	35
Migratory - Offshore - Shipping (NSW)	2011	1	M	28
Migratory - Offshore - Shipping (NSW)	2016	0	F	86
Migratory - Offshore - Shipping (NSW)	2016	0	M	60
Migratory - Offshore - Shipping (NSW)	2016	1	F	135
Migratory - Offshore - Shipping (NSW)	2016	1	M	102
No usual address (NSW)	2006	0	F	1146
No usual address (NSW)	2006	0	M	1531
No usual address (NSW)	2006	1	F	2674
No usual address (NSW)	2006	1	M	3727
No usual address (NSW)	2011	0	F	1386
No usual address (NSW)	2011	0	M	1731
No usual address (NSW)	2011	1	F	3414
No usual address (NSW)	2011	1	M	4868
No usual address (NSW)	2016	0	F	1346
No usual address (NSW)	2016	0	M	1663
No usual address (NSW)	2016	1	F	2726
No usual address (NSW)	2016	1	M	4304
Ballarat	2006	0	F	5904
Ballarat	2006	0	M	5775
Ballarat	2006	1	F	59784
Ballarat	2006	1	M	56623
Ballarat	2011	0	F	7015
Ballarat	2011	0	M	6685
Ballarat	2011	1	F	64267
Ballarat	2011	1	M	60959
Ballarat	2016	0	F	8020
Ballarat	2016	0	M	7599
Ballarat	2016	1	F	66391
Ballarat	2016	1	M	63356
Bendigo	2006	0	F	4683
Bendigo	2006	0	M	4789
Bendigo	2006	1	F	59623
Bendigo	2006	1	M	56087
Bendigo	2011	0	F	5733
Bendigo	2011	0	M	5692
Bendigo	2011	1	F	62927
Bendigo	2011	1	M	59428
Bendigo	2016	0	F	6892
Bendigo	2016	0	M	6812
Bendigo	2016	1	F	65031
Bendigo	2016	1	M	61794
Geelong	2006	0	F	17794
Geelong	2006	0	M	17052
Geelong	2006	1	F	94369
Geelong	2006	1	M	89745
Geelong	2011	0	F	19420
Geelong	2011	0	M	18557
Geelong	2011	1	F	103394
Geelong	2011	1	M	97840
Geelong	2016	0	F	21839
Geelong	2016	0	M	21095
Geelong	2016	1	F	111761
Geelong	2016	1	M	105732
Hume	2006	0	F	7384
Hume	2006	0	M	7060
Hume	2006	1	F	65620
Hume	2006	1	M	64411
Hume	2011	0	F	7942
Hume	2011	0	M	7619
Hume	2011	1	F	68983
Hume	2011	1	M	67360
Hume	2016	0	F	8553
Hume	2016	0	M	8027
Hume	2016	1	F	70258
Hume	2016	1	M	68657
Latrobe - Gippsland	2006	0	F	14126
Latrobe - Gippsland	2006	0	M	13357
Latrobe - Gippsland	2006	1	F	99821
Latrobe - Gippsland	2006	1	M	96972
Latrobe - Gippsland	2011	0	F	15749
Latrobe - Gippsland	2011	0	M	14978
Latrobe - Gippsland	2011	1	F	107598
Latrobe - Gippsland	2011	1	M	104176
Latrobe - Gippsland	2016	0	F	16479
Latrobe - Gippsland	2016	0	M	15233
Latrobe - Gippsland	2016	1	F	109246
Latrobe - Gippsland	2016	1	M	106032
Melbourne - Inner	2006	0	F	71272
Melbourne - Inner	2006	0	M	67834
Melbourne - Inner	2006	1	F	139505
Melbourne - Inner	2006	1	M	130150
Melbourne - Inner	2011	0	F	85838
Melbourne - Inner	2011	0	M	80449
Melbourne - Inner	2011	1	F	152143
Melbourne - Inner	2011	1	M	143913
Melbourne - Inner	2016	0	F	111762
Melbourne - Inner	2016	0	M	100520
Melbourne - Inner	2016	1	F	166711
Melbourne - Inner	2016	1	M	158383
Melbourne - Inner East	2006	0	F	51446
Melbourne - Inner East	2006	0	M	47138
Melbourne - Inner East	2006	1	F	111371
Melbourne - Inner East	2006	1	M	102028
Melbourne - Inner East	2011	0	F	59427
Melbourne - Inner East	2011	0	M	53456
Melbourne - Inner East	2011	1	F	110187
Melbourne - Inner East	2011	1	M	103101
Melbourne - Inner East	2016	0	F	70285
Melbourne - Inner East	2016	0	M	62390
Melbourne - Inner East	2016	1	F	107937
Melbourne - Inner East	2016	1	M	102457
Melbourne - Inner South	2006	0	F	49371
Melbourne - Inner South	2006	0	M	45890
Melbourne - Inner South	2006	1	F	124341
Melbourne - Inner South	2006	1	M	114584
Melbourne - Inner South	2011	0	F	57053
Melbourne - Inner South	2011	0	M	52679
Melbourne - Inner South	2011	1	F	129661
Melbourne - Inner South	2011	1	M	121046
Melbourne - Inner South	2016	0	F	64553
Melbourne - Inner South	2016	0	M	57907
Melbourne - Inner South	2016	1	F	133961
Melbourne - Inner South	2016	1	M	125793
Melbourne - North East	2006	0	F	51287
Melbourne - North East	2006	0	M	50304
Melbourne - North East	2006	1	F	138562
Melbourne - North East	2006	1	M	132684
Melbourne - North East	2011	0	F	61531
Melbourne - North East	2011	0	M	60086
Melbourne - North East	2011	1	F	150176
Melbourne - North East	2011	1	M	144455
Melbourne - North East	2016	0	F	74307
Melbourne - North East	2016	0	M	72020
Melbourne - North East	2016	1	F	161987
Melbourne - North East	2016	1	M	156726
Melbourne - North West	2006	0	F	41801
Melbourne - North West	2006	0	M	40365
Melbourne - North West	2006	1	F	95752
Melbourne - North West	2006	1	M	92499
Melbourne - North West	2011	0	F	49266
Melbourne - North West	2011	0	M	48245
Melbourne - North West	2011	1	F	103304
Melbourne - North West	2011	1	M	100323
Melbourne - North West	2016	0	F	59713
Melbourne - North West	2016	0	M	59139
Melbourne - North West	2016	1	F	111550
Melbourne - North West	2016	1	M	108958
Melbourne - Outer East	2006	0	F	50851
Melbourne - Outer East	2006	0	M	47995
Melbourne - Outer East	2006	1	F	175355
Melbourne - Outer East	2006	1	M	168744
Melbourne - Outer East	2011	0	F	57149
Melbourne - Outer East	2011	0	M	53190
Melbourne - Outer East	2011	1	F	178619
Melbourne - Outer East	2011	1	M	173004
Melbourne - Outer East	2016	0	F	64995
Melbourne - Outer East	2016	0	M	59282
Melbourne - Outer East	2016	1	F	178182
Melbourne - Outer East	2016	1	M	173232
Melbourne - South East	2006	0	F	107926
Melbourne - South East	2006	0	M	105544
Melbourne - South East	2006	1	F	167973
Melbourne - South East	2006	1	M	165495
Melbourne - South East	2011	0	F	133432
Melbourne - South East	2011	0	M	131263
Melbourne - South East	2011	1	F	182489
Melbourne - South East	2011	1	M	180865
Melbourne - South East	2016	0	F	162948
Melbourne - South East	2016	0	M	159878
Melbourne - South East	2016	1	F	194492
Melbourne - South East	2016	1	M	195049
Melbourne - West	2006	0	F	84805
Melbourne - West	2006	0	M	83144
Melbourne - West	2006	1	F	153683
Melbourne - West	2006	1	M	151437
Melbourne - West	2011	0	F	112015
Melbourne - West	2011	0	M	111018
Melbourne - West	2011	1	F	178346
Melbourne - West	2011	1	M	176963
Melbourne - West	2016	0	F	143213
Melbourne - West	2016	0	M	140867
Melbourne - West	2016	1	F	197838
Melbourne - West	2016	1	M	197949
Mornington Peninsula	2006	0	F	24756
Mornington Peninsula	2006	0	M	23194
Mornington Peninsula	2006	1	F	95736
Mornington Peninsula	2006	1	M	90943
Mornington Peninsula	2011	0	F	27873
Mornington Peninsula	2011	0	M	25984
Mornington Peninsula	2011	1	F	103546
Mornington Peninsula	2011	1	M	98635
Mornington Peninsula	2016	0	F	29563
Mornington Peninsula	2016	0	M	26912
Mornington Peninsula	2016	1	F	109053
Mornington Peninsula	2016	1	M	103821
North West	2006	0	F	5397
North West	2006	0	M	5312
North West	2006	1	F	65089
North West	2006	1	M	63765
North West	2011	0	F	6151
North West	2011	0	M	6207
North West	2011	1	F	64185
North West	2011	1	M	62804
North West	2016	0	F	6756
North West	2016	0	M	6574
North West	2016	1	F	61469
North West	2016	1	M	61037
Shepparton	2006	0	F	5287
Shepparton	2006	0	M	5178
Shepparton	2006	1	F	51741
Shepparton	2006	1	M	51024
Shepparton	2011	0	F	6432
Shepparton	2011	0	M	6328
Shepparton	2011	1	F	52983
Shepparton	2011	1	M	51891
Shepparton	2016	0	F	7428
Shepparton	2016	0	M	7247
Shepparton	2016	1	F	52055
Shepparton	2016	1	M	51400
Warrnambool and South West	2006	0	F	3807
Warrnambool and South West	2006	0	M	3663
Warrnambool and South West	2006	1	F	53164
Warrnambool and South West	2006	1	M	51751
Warrnambool and South West	2011	0	F	4379
Warrnambool and South West	2011	0	M	4239
Warrnambool and South West	2011	1	F	53759
Warrnambool and South West	2011	1	M	52387
Warrnambool and South West	2016	0	F	4861
Warrnambool and South West	2016	0	M	4566
Warrnambool and South West	2016	1	F	52042
Warrnambool and South West	2016	1	M	50773
Migratory - Offshore - Shipping (Vic.)	2006	0	F	0
Migratory - Offshore - Shipping (Vic.)	2006	0	M	11
Migratory - Offshore - Shipping (Vic.)	2006	1	F	3
Migratory - Offshore - Shipping (Vic.)	2006	1	M	34
Migratory - Offshore - Shipping (Vic.)	2011	0	F	0
Migratory - Offshore - Shipping (Vic.)	2011	0	M	13
Migratory - Offshore - Shipping (Vic.)	2011	1	F	0
Migratory - Offshore - Shipping (Vic.)	2011	1	M	19
Migratory - Offshore - Shipping (Vic.)	2016	0	F	4
Migratory - Offshore - Shipping (Vic.)	2016	0	M	6
Migratory - Offshore - Shipping (Vic.)	2016	1	F	0
Migratory - Offshore - Shipping (Vic.)	2016	1	M	17
No usual address (Vic.)	2006	0	F	745
No usual address (Vic.)	2006	0	M	953
No usual address (Vic.)	2006	1	F	1763
No usual address (Vic.)	2006	1	M	2250
No usual address (Vic.)	2011	0	F	1021
No usual address (Vic.)	2011	0	M	1212
No usual address (Vic.)	2011	1	F	2252
No usual address (Vic.)	2011	1	M	2952
No usual address (Vic.)	2016	0	F	952
No usual address (Vic.)	2016	0	M	1057
No usual address (Vic.)	2016	1	F	1804
No usual address (Vic.)	2016	1	M	2581
Brisbane - East	2006	0	F	19834
Brisbane - East	2006	0	M	18750
Brisbane - East	2006	1	F	73233
Brisbane - East	2006	1	M	69860
Brisbane - East	2011	0	F	24445
Brisbane - East	2011	0	M	23067
Brisbane - East	2011	1	F	79172
Brisbane - East	2011	1	M	75898
Brisbane - East	2016	0	F	26304
Brisbane - East	2016	0	M	24612
Brisbane - East	2016	1	F	82006
Brisbane - East	2016	1	M	79192
Brisbane - North	2006	0	F	16019
Brisbane - North	2006	0	M	15114
Brisbane - North	2006	1	F	69163
Brisbane - North	2006	1	M	63923
Brisbane - North	2011	0	F	21499
Brisbane - North	2011	0	M	20632
Brisbane - North	2011	1	F	72167
Brisbane - North	2011	1	M	67719
Brisbane - North	2016	0	F	25905
Brisbane - North	2016	0	M	24072
Brisbane - North	2016	1	F	74609
Brisbane - North	2016	1	M	70993
Brisbane - South	2006	0	F	41744
Brisbane - South	2006	0	M	40376
Brisbane - South	2006	1	F	97408
Brisbane - South	2006	1	M	92045
Brisbane - South	2011	0	F	53836
Brisbane - South	2011	0	M	52210
Brisbane - South	2011	1	F	98877
Brisbane - South	2011	1	M	94488
Brisbane - South	2016	0	F	64476
Brisbane - South	2016	0	M	61195
Brisbane - South	2016	1	F	99971
Brisbane - South	2016	1	M	97265
Brisbane - West	2006	0	F	20381
Brisbane - West	2006	0	M	19320
Brisbane - West	2006	1	F	58668
Brisbane - West	2006	1	M	54828
Brisbane - West	2011	0	F	24095
Brisbane - West	2011	0	M	22980
Brisbane - West	2011	1	F	59650
Brisbane - West	2011	1	M	57247
Brisbane - West	2016	0	F	27155
Brisbane - West	2016	0	M	25070
Brisbane - West	2016	1	F	60793
Brisbane - West	2016	1	M	58690
Brisbane Inner City	2006	0	F	22354
Brisbane Inner City	2006	0	M	22360
Brisbane Inner City	2006	1	F	71612
Brisbane Inner City	2006	1	M	67602
Brisbane Inner City	2011	0	F	29522
Brisbane Inner City	2011	0	M	30138
Brisbane Inner City	2011	1	F	75777
Brisbane Inner City	2011	1	M	73379
Brisbane Inner City	2016	0	F	36247
Brisbane Inner City	2016	0	M	35584
Brisbane Inner City	2016	1	F	79678
Brisbane Inner City	2016	1	M	78573
Cairns	2006	0	F	17463
Cairns	2006	0	M	16040
Cairns	2006	1	F	74981
Cairns	2006	1	M	76031
Cairns	2011	0	F	21469
Cairns	2011	0	M	19360
Cairns	2011	1	F	83262
Cairns	2011	1	M	83534
Cairns	2016	0	F	24457
Cairns	2016	0	M	21466
Cairns	2016	1	F	84489
Cairns	2016	1	M	85500
Darling Downs - Maranoa	2006	0	F	3701
Darling Downs - Maranoa	2006	0	M	3427
Darling Downs - Maranoa	2006	1	F	50013
Darling Downs - Maranoa	2006	1	M	51044
Darling Downs - Maranoa	2011	0	F	4638
Darling Downs - Maranoa	2011	0	M	4436
Darling Downs - Maranoa	2011	1	F	52282
Darling Downs - Maranoa	2011	1	M	52932
Darling Downs - Maranoa	2016	0	F	5303
Darling Downs - Maranoa	2016	0	M	4968
Darling Downs - Maranoa	2016	1	F	51335
Darling Downs - Maranoa	2016	1	M	52415
Central Queensland	2006	0	F	7793
Central Queensland	2006	0	M	8208
Central Queensland	2006	1	F	80796
Central Queensland	2006	1	M	83065
Central Queensland	2011	0	F	10579
Central Queensland	2011	0	M	10990
Central Queensland	2011	1	F	85712
Central Queensland	2011	1	M	88392
Central Queensland	2016	0	F	12158
Central Queensland	2016	0	M	12135
Central Queensland	2016	1	F	87520
Central Queensland	2016	1	M	89593
Gold Coast	2006	0	F	57898
Gold Coast	2006	0	M	54086
Gold Coast	2006	1	F	150293
Gold Coast	2006	1	M	144835
Gold Coast	2011	0	F	73272
Gold Coast	2011	0	M	67842
Gold Coast	2011	1	F	169630
Gold Coast	2011	1	M	162462
Gold Coast	2016	0	F	84177
Gold Coast	2016	0	M	76133
Gold Coast	2016	1	F	186010
Gold Coast	2016	1	M	178752
Ipswich	2006	0	F	22797
Ipswich	2006	0	M	22298
Ipswich	2006	1	F	90991
Ipswich	2006	1	M	90311
