SA4_NAME16	Year	Age5yr	ChildrenEverBorn	females
Melbourne - North East	2011	70-74	4	908
Melbourne - North East	2011	70-74	5	330
Melbourne - North East	2011	70-74	6	321
Melbourne - North East	2011	75-79		414
Melbourne - North East	2011	75-79	0	362
Melbourne - North East	2011	75-79	1	396
Melbourne - North East	2011	75-79	2	1548
Melbourne - North East	2011	75-79	3	1426
Melbourne - North East	2011	75-79	4	784
Melbourne - North East	2011	75-79	5	348
Melbourne - North East	2011	75-79	6	384
Melbourne - North East	2011	80-84		528
Melbourne - North East	2011	80-84	0	305
Melbourne - North East	2011	80-84	1	382
Melbourne - North East	2011	80-84	2	1191
Melbourne - North East	2011	80-84	3	1065
Melbourne - North East	2011	80-84	4	606
Melbourne - North East	2011	80-84	5	317
Melbourne - North East	2011	80-84	6	352
Melbourne - North East	2011	85+		923
Melbourne - North East	2011	85+	0	333
Melbourne - North East	2011	85+	1	470
Melbourne - North East	2011	85+	2	1124
Melbourne - North East	2011	85+	3	855
Melbourne - North East	2011	85+	4	488
Melbourne - North East	2011	85+	5	257
Melbourne - North East	2011	85+	6	283
Melbourne - North East	2016	15-19		1667
Melbourne - North East	2016	15-19	0	12448
Melbourne - North East	2016	15-19	1	48
Melbourne - North East	2016	15-19	2	9
Melbourne - North East	2016	15-19	3	0
Melbourne - North East	2016	15-19	4	0
Melbourne - North East	2016	15-19	5	0
Melbourne - North East	2016	15-19	6	0
Melbourne - North East	2016	20-24		1556
Melbourne - North East	2016	20-24	0	14155
Melbourne - North East	2016	20-24	1	725
Melbourne - North East	2016	20-24	2	242
Melbourne - North East	2016	20-24	3	48
Melbourne - North East	2016	20-24	4	8
Melbourne - North East	2016	20-24	5	3
Melbourne - North East	2016	20-24	6	4
Melbourne - North East	2016	25-29		1511
Melbourne - North East	2016	25-29	0	12256
Melbourne - North East	2016	25-29	1	2844
Melbourne - North East	2016	25-29	2	1406
Melbourne - North East	2016	25-29	3	370
Melbourne - North East	2016	25-29	4	75
Melbourne - North East	2016	25-29	5	23
Melbourne - North East	2016	25-29	6	9
Melbourne - North East	2016	30-34		1358
Melbourne - North East	2016	30-34	0	7670
Melbourne - North East	2016	30-34	1	5139
Melbourne - North East	2016	30-34	2	4339
Melbourne - North East	2016	30-34	3	1238
Melbourne - North East	2016	30-34	4	279
Melbourne - North East	2016	30-34	5	74
Melbourne - North East	2016	30-34	6	47
Melbourne - North East	2016	35-39		1003
Melbourne - North East	2016	35-39	0	4078
Melbourne - North East	2016	35-39	1	3452
Melbourne - North East	2016	35-39	2	6584
Melbourne - North East	2016	35-39	3	2447
Melbourne - North East	2016	35-39	4	623
Melbourne - North East	2016	35-39	5	139
Melbourne - North East	2016	35-39	6	106
Melbourne - North East	2016	40-44		915
Melbourne - North East	2016	40-44	0	3051
Melbourne - North East	2016	40-44	1	2597
Melbourne - North East	2016	40-44	2	7127
Melbourne - North East	2016	40-44	3	3130
Melbourne - North East	2016	40-44	4	815
Melbourne - North East	2016	40-44	5	255
Melbourne - North East	2016	40-44	6	132
Melbourne - North East	2016	45-49		966
Melbourne - North East	2016	45-49	0	2688
Melbourne - North East	2016	45-49	1	2233
Melbourne - North East	2016	45-49	2	7046
Melbourne - North East	2016	45-49	3	3261
Melbourne - North East	2016	45-49	4	983
Melbourne - North East	2016	45-49	5	236
Melbourne - North East	2016	45-49	6	166
Melbourne - North East	2016	50-54		899
Melbourne - North East	2016	50-54	0	2292
Melbourne - North East	2016	50-54	1	1998
Melbourne - North East	2016	50-54	2	6477
Melbourne - North East	2016	50-54	3	3207
Melbourne - North East	2016	50-54	4	937
Melbourne - North East	2016	50-54	5	238
Melbourne - North East	2016	50-54	6	169
Melbourne - North East	2016	55-59		827
Melbourne - North East	2016	55-59	0	1731
Melbourne - North East	2016	55-59	1	1709
Melbourne - North East	2016	55-59	2	5837
Melbourne - North East	2016	55-59	3	3385
Melbourne - North East	2016	55-59	4	1114
Melbourne - North East	2016	55-59	5	290
Melbourne - North East	2016	55-59	6	181
Melbourne - North East	2016	60-64		760
Melbourne - North East	2016	60-64	0	1258
Melbourne - North East	2016	60-64	1	1352
Melbourne - North East	2016	60-64	2	4933
Melbourne - North East	2016	60-64	3	3202
Melbourne - North East	2016	60-64	4	1099
Melbourne - North East	2016	60-64	5	279
Melbourne - North East	2016	60-64	6	168
Melbourne - North East	2016	65-69		787
Melbourne - North East	2016	65-69	0	913
Melbourne - North East	2016	65-69	1	982
Melbourne - North East	2016	65-69	2	4383
Melbourne - North East	2016	65-69	3	2902
Melbourne - North East	2016	65-69	4	1060
Melbourne - North East	2016	65-69	5	280
Melbourne - North East	2016	65-69	6	207
Melbourne - North East	2016	70-74		614
Melbourne - North East	2016	70-74	0	545
Melbourne - North East	2016	70-74	1	624
Melbourne - North East	2016	70-74	2	2967
Melbourne - North East	2016	70-74	3	2210
Melbourne - North East	2016	70-74	4	898
Melbourne - North East	2016	70-74	5	343
Melbourne - North East	2016	70-74	6	237
Melbourne - North East	2016	75-79		557
Melbourne - North East	2016	75-79	0	393
Melbourne - North East	2016	75-79	1	433
Melbourne - North East	2016	75-79	2	2012
Melbourne - North East	2016	75-79	3	1694
Melbourne - North East	2016	75-79	4	901
Melbourne - North East	2016	75-79	5	314
Melbourne - North East	2016	75-79	6	322
Melbourne - North East	2016	80-84		520
Melbourne - North East	2016	80-84	0	287
Melbourne - North East	2016	80-84	1	330
Melbourne - North East	2016	80-84	2	1397
Melbourne - North East	2016	80-84	3	1268
Melbourne - North East	2016	80-84	4	684
Melbourne - North East	2016	80-84	5	307
Melbourne - North East	2016	80-84	6	343
Melbourne - North East	2016	85+		841
Melbourne - North East	2016	85+	0	342
Melbourne - North East	2016	85+	1	473
Melbourne - North East	2016	85+	2	1349
Melbourne - North East	2016	85+	3	1203
Melbourne - North East	2016	85+	4	663
Melbourne - North East	2016	85+	5	363
Melbourne - North East	2016	85+	6	394
Melbourne - North West	2006	15-19		1260
Melbourne - North West	2006	15-19	0	8952
Melbourne - North West	2006	15-19	1	95
Melbourne - North West	2006	15-19	2	17
Melbourne - North West	2006	15-19	3	9
Melbourne - North West	2006	15-19	4	3
Melbourne - North West	2006	15-19	5	0
Melbourne - North West	2006	15-19	6	0
Melbourne - North West	2006	20-24		663
Melbourne - North West	2006	20-24	0	7399
Melbourne - North West	2006	20-24	1	787
Melbourne - North West	2006	20-24	2	299
Melbourne - North West	2006	20-24	3	93
Melbourne - North West	2006	20-24	4	18
Melbourne - North West	2006	20-24	5	3
Melbourne - North West	2006	20-24	6	7
Melbourne - North West	2006	25-29		550
Melbourne - North West	2006	25-29	0	5372
Melbourne - North West	2006	25-29	1	1500
Melbourne - North West	2006	25-29	2	1184
Melbourne - North West	2006	25-29	3	429
Melbourne - North West	2006	25-29	4	112
Melbourne - North West	2006	25-29	5	36
Melbourne - North West	2006	25-29	6	9
Melbourne - North West	2006	30-34		535
Melbourne - North West	2006	30-34	0	3269
Melbourne - North West	2006	30-34	1	2163
Melbourne - North West	2006	30-34	2	2759
Melbourne - North West	2006	30-34	3	1184
Melbourne - North West	2006	30-34	4	363
Melbourne - North West	2006	30-34	5	117
Melbourne - North West	2006	30-34	6	62
Melbourne - North West	2006	35-39		609
Melbourne - North West	2006	35-39	0	2110
Melbourne - North West	2006	35-39	1	1640
Melbourne - North West	2006	35-39	2	4326
Melbourne - North West	2006	35-39	3	2161
Melbourne - North West	2006	35-39	4	681
Melbourne - North West	2006	35-39	5	213
Melbourne - North West	2006	35-39	6	157
Melbourne - North West	2006	40-44		560
Melbourne - North West	2006	40-44	0	1547
Melbourne - North West	2006	40-44	1	1329
Melbourne - North West	2006	40-44	2	4315
Melbourne - North West	2006	40-44	3	2504
Melbourne - North West	2006	40-44	4	882
Melbourne - North West	2006	40-44	5	253
Melbourne - North West	2006	40-44	6	206
Melbourne - North West	2006	45-49		488
Melbourne - North West	2006	45-49	0	1247
Melbourne - North West	2006	45-49	1	1048
Melbourne - North West	2006	45-49	2	3854
Melbourne - North West	2006	45-49	3	2386
Melbourne - North West	2006	45-49	4	876
Melbourne - North West	2006	45-49	5	208
Melbourne - North West	2006	45-49	6	189
Melbourne - North West	2006	50-54		466
Melbourne - North West	2006	50-54	0	934
Melbourne - North West	2006	50-54	1	823
Melbourne - North West	2006	50-54	2	3260
Melbourne - North West	2006	50-54	3	2124
Melbourne - North West	2006	50-54	4	813
Melbourne - North West	2006	50-54	5	261
Melbourne - North West	2006	50-54	6	186
Melbourne - North West	2006	55-59		452
Melbourne - North West	2006	55-59	0	706
Melbourne - North West	2006	55-59	1	652
Melbourne - North West	2006	55-59	2	3024
Melbourne - North West	2006	55-59	3	2223
Melbourne - North West	2006	55-59	4	890
Melbourne - North West	2006	55-59	5	286
Melbourne - North West	2006	55-59	6	199
Melbourne - North West	2006	60-64		413
Melbourne - North West	2006	60-64	0	477
Melbourne - North West	2006	60-64	1	456
Melbourne - North West	2006	60-64	2	2141
Melbourne - North West	2006	60-64	3	1661
Melbourne - North West	2006	60-64	4	772
Melbourne - North West	2006	60-64	5	273
Melbourne - North West	2006	60-64	6	220
Melbourne - North West	2006	65-69		406
Melbourne - North West	2006	65-69	0	342
Melbourne - North West	2006	65-69	1	334
Melbourne - North West	2006	65-69	2	1646
Melbourne - North West	2006	65-69	3	1408
Melbourne - North West	2006	65-69	4	794
Melbourne - North West	2006	65-69	5	319
Melbourne - North West	2006	65-69	6	303
Melbourne - North West	2006	70-74		422
Melbourne - North West	2006	70-74	0	300
Melbourne - North West	2006	70-74	1	363
Melbourne - North West	2006	70-74	2	1326
Melbourne - North West	2006	70-74	3	1185
Melbourne - North West	2006	70-74	4	673
Melbourne - North West	2006	70-74	5	330
Melbourne - North West	2006	70-74	6	348
Melbourne - North West	2006	75-79		410
Melbourne - North West	2006	75-79	0	287
Melbourne - North West	2006	75-79	1	381
Melbourne - North West	2006	75-79	2	1077
Melbourne - North West	2006	75-79	3	845
Melbourne - North West	2006	75-79	4	549
Melbourne - North West	2006	75-79	5	296
Melbourne - North West	2006	75-79	6	379
Melbourne - North West	2006	80-84		392
Melbourne - North West	2006	80-84	0	251
Melbourne - North West	2006	80-84	1	330
Melbourne - North West	2006	80-84	2	798
Melbourne - North West	2006	80-84	3	638
Melbourne - North West	2006	80-84	4	327
Melbourne - North West	2006	80-84	5	194
Melbourne - North West	2006	80-84	6	246
Melbourne - North West	2006	85+		366
Melbourne - North West	2006	85+	0	158
Melbourne - North West	2006	85+	1	254
Melbourne - North West	2006	85+	2	510
Melbourne - North West	2006	85+	3	352
Melbourne - North West	2006	85+	4	217
Melbourne - North West	2006	85+	5	137
Melbourne - North West	2006	85+	6	177
Melbourne - North West	2011	15-19		1109
Melbourne - North West	2011	15-19	0	9690
Melbourne - North West	2011	15-19	1	75
Melbourne - North West	2011	15-19	2	12
Melbourne - North West	2011	15-19	3	3
Melbourne - North West	2011	15-19	4	0
Melbourne - North West	2011	15-19	5	0
Melbourne - North West	2011	15-19	6	4
Melbourne - North West	2011	20-24		749
Melbourne - North West	2011	20-24	0	8684
Melbourne - North West	2011	20-24	1	767
Melbourne - North West	2011	20-24	2	296
Melbourne - North West	2011	20-24	3	73
Melbourne - North West	2011	20-24	4	8
Melbourne - North West	2011	20-24	5	0
Melbourne - North West	2011	20-24	6	3
Melbourne - North West	2011	25-29		677
Melbourne - North West	2011	25-29	0	6559
Melbourne - North West	2011	25-29	1	1870
Melbourne - North West	2011	25-29	2	1199
Melbourne - North West	2011	25-29	3	457
Melbourne - North West	2011	25-29	4	135
Melbourne - North West	2011	25-29	5	24
Melbourne - North West	2011	25-29	6	10
Melbourne - North West	2011	30-34		588
Melbourne - North West	2011	30-34	0	3777
Melbourne - North West	2011	30-34	1	2469
Melbourne - North West	2011	30-34	2	2739
Melbourne - North West	2011	30-34	3	1073
Melbourne - North West	2011	30-34	4	389
Melbourne - North West	2011	30-34	5	119
Melbourne - North West	2011	30-34	6	53
Melbourne - North West	2011	35-39		523
Melbourne - North West	2011	35-39	0	2321
Melbourne - North West	2011	35-39	1	1783
Melbourne - North West	2011	35-39	2	4054
Melbourne - North West	2011	35-39	3	2046
Melbourne - North West	2011	35-39	4	696
Melbourne - North West	2011	35-39	5	233
Melbourne - North West	2011	35-39	6	141
Melbourne - North West	2011	40-44		566
Melbourne - North West	2011	40-44	0	1831
Melbourne - North West	2011	40-44	1	1511
Melbourne - North West	2011	40-44	2	4629
Melbourne - North West	2011	40-44	3	2465
Melbourne - North West	2011	40-44	4	850
Melbourne - North West	2011	40-44	5	266
Melbourne - North West	2011	40-44	6	186
Melbourne - North West	2011	45-49		565
Melbourne - North West	2011	45-49	0	1564
Melbourne - North West	2011	45-49	1	1334
Melbourne - North West	2011	45-49	2	4332
Melbourne - North West	2011	45-49	3	2541
Melbourne - North West	2011	45-49	4	915
Melbourne - North West	2011	45-49	5	284
Melbourne - North West	2011	45-49	6	226
Melbourne - North West	2011	50-54		468
Melbourne - North West	2011	50-54	0	1261
Melbourne - North West	2011	50-54	1	1042
Melbourne - North West	2011	50-54	2	3763
Melbourne - North West	2011	50-54	3	2315
Melbourne - North West	2011	50-54	4	860
Melbourne - North West	2011	50-54	5	243
Melbourne - North West	2011	50-54	6	224
Melbourne - North West	2011	55-59		424
Melbourne - North West	2011	55-59	0	887
Melbourne - North West	2011	55-59	1	807
Melbourne - North West	2011	55-59	2	3234
Melbourne - North West	2011	55-59	3	2093
Melbourne - North West	2011	55-59	4	805
Melbourne - North West	2011	55-59	5	289
Melbourne - North West	2011	55-59	6	219
Melbourne - North West	2011	60-64		393
Melbourne - North West	2011	60-64	0	660
Melbourne - North West	2011	60-64	1	651
Melbourne - North West	2011	60-64	2	2893
Melbourne - North West	2011	60-64	3	2175
Melbourne - North West	2011	60-64	4	904
Melbourne - North West	2011	60-64	5	286
Melbourne - North West	2011	60-64	6	213
Melbourne - North West	2011	65-69		354
Melbourne - North West	2011	65-69	0	454
Melbourne - North West	2011	65-69	1	444
Melbourne - North West	2011	65-69	2	2102
Melbourne - North West	2011	65-69	3	1588
Melbourne - North West	2011	65-69	4	740
Melbourne - North West	2011	65-69	5	264
Melbourne - North West	2011	65-69	6	235
Melbourne - North West	2011	70-74		361
Melbourne - North West	2011	70-74	0	316
Melbourne - North West	2011	70-74	1	338
Melbourne - North West	2011	70-74	2	1539
Melbourne - North West	2011	70-74	3	1362
Melbourne - North West	2011	70-74	4	750
Melbourne - North West	2011	70-74	5	323
Melbourne - North West	2011	70-74	6	333
Melbourne - North West	2011	75-79		364
Melbourne - North West	2011	75-79	0	252
Melbourne - North West	2011	75-79	1	349
Melbourne - North West	2011	75-79	2	1176
Melbourne - North West	2011	75-79	3	1087
Melbourne - North West	2011	75-79	4	610
Melbourne - North West	2011	75-79	5	283
Melbourne - North West	2011	75-79	6	357
Melbourne - North West	2011	80-84		392
Melbourne - North West	2011	80-84	0	240
Melbourne - North West	2011	80-84	1	326
Melbourne - North West	2011	80-84	2	887
Melbourne - North West	2011	80-84	3	722
Melbourne - North West	2011	80-84	4	459
Melbourne - North West	2011	80-84	5	248
Melbourne - North West	2011	80-84	6	306
Melbourne - North West	2011	85+		494
Melbourne - North West	2011	85+	0	211
Melbourne - North West	2011	85+	1	320
Melbourne - North West	2011	85+	2	733
Melbourne - North West	2011	85+	3	570
Melbourne - North West	2011	85+	4	295
Melbourne - North West	2011	85+	5	186
Melbourne - North West	2011	85+	6	229
Melbourne - North West	2016	15-19		1566
Melbourne - North West	2016	15-19	0	9604
Melbourne - North West	2016	15-19	1	62
Melbourne - North West	2016	15-19	2	6
Melbourne - North West	2016	15-19	3	0
Melbourne - North West	2016	15-19	4	0
Melbourne - North West	2016	15-19	5	0
Melbourne - North West	2016	15-19	6	3
Melbourne - North West	2016	20-24		1119
Melbourne - North West	2016	20-24	0	9430
Melbourne - North West	2016	20-24	1	750
Melbourne - North West	2016	20-24	2	302
Melbourne - North West	2016	20-24	3	55
Melbourne - North West	2016	20-24	4	4
Melbourne - North West	2016	20-24	5	0
Melbourne - North West	2016	20-24	6	3
Melbourne - North West	2016	25-29		1131
Melbourne - North West	2016	25-29	0	7993
Melbourne - North West	2016	25-29	1	2220
Melbourne - North West	2016	25-29	2	1406
Melbourne - North West	2016	25-29	3	467
Melbourne - North West	2016	25-29	4	133
Melbourne - North West	2016	25-29	5	23
Melbourne - North West	2016	25-29	6	14
Melbourne - North West	2016	30-34		959
Melbourne - North West	2016	30-34	0	4673
Melbourne - North West	2016	30-34	1	3330
Melbourne - North West	2016	30-34	2	3317
Melbourne - North West	2016	30-34	3	1250
Melbourne - North West	2016	30-34	4	464
Melbourne - North West	2016	30-34	5	134
Melbourne - North West	2016	30-34	6	66
Melbourne - North West	2016	35-39		836
Melbourne - North West	2016	35-39	0	2492
Melbourne - North West	2016	35-39	1	2224
Melbourne - North West	2016	35-39	2	4471
Melbourne - North West	2016	35-39	3	1942
Melbourne - North West	2016	35-39	4	698
Melbourne - North West	2016	35-39	5	234
Melbourne - North West	2016	35-39	6	135
Melbourne - North West	2016	40-44		708
Melbourne - North West	2016	40-44	0	1958
Melbourne - North West	2016	40-44	1	1682
Melbourne - North West	2016	40-44	2	4550
Melbourne - North West	2016	40-44	3	2421
Melbourne - North West	2016	40-44	4	860
Melbourne - North West	2016	40-44	5	308
Melbourne - North West	2016	40-44	6	212
Melbourne - North West	2016	45-49		769
Melbourne - North West	2016	45-49	0	1793
Melbourne - North West	2016	45-49	1	1477
Melbourne - North West	2016	45-49	2	4707
Melbourne - North West	2016	45-49	3	2571
Melbourne - North West	2016	45-49	4	949
Melbourne - North West	2016	45-49	5	329
Melbourne - North West	2016	45-49	6	238
Melbourne - North West	2016	50-54		681
Melbourne - North West	2016	50-54	0	1495
Melbourne - North West	2016	50-54	1	1355
Melbourne - North West	2016	50-54	2	4210
Melbourne - North West	2016	50-54	3	2524
Melbourne - North West	2016	50-54	4	993
Melbourne - North West	2016	50-54	5	297
Melbourne - North West	2016	50-54	6	260
Melbourne - North West	2016	55-59		650
Melbourne - North West	2016	55-59	0	1230
Melbourne - North West	2016	55-59	1	1026
Melbourne - North West	2016	55-59	2	3660
Melbourne - North West	2016	55-59	3	2329
Melbourne - North West	2016	55-59	4	893
Melbourne - North West	2016	55-59	5	272
Melbourne - North West	2016	55-59	6	259
Melbourne - North West	2016	60-64		589
Melbourne - North West	2016	60-64	0	816
Melbourne - North West	2016	60-64	1	848
Melbourne - North West	2016	60-64	2	3082
Melbourne - North West	2016	60-64	3	2101
Melbourne - North West	2016	60-64	4	828
Melbourne - North West	2016	60-64	5	291
Melbourne - North West	2016	60-64	6	238
Melbourne - North West	2016	65-69		608
Melbourne - North West	2016	65-69	0	572
Melbourne - North West	2016	65-69	1	619
Melbourne - North West	2016	65-69	2	2827
Melbourne - North West	2016	65-69	3	2058
Melbourne - North West	2016	65-69	4	844
Melbourne - North West	2016	65-69	5	285
Melbourne - North West	2016	65-69	6	254
Melbourne - North West	2016	70-74		472
Melbourne - North West	2016	70-74	0	384
Melbourne - North West	2016	70-74	1	424
Melbourne - North West	2016	70-74	2	1972
Melbourne - North West	2016	70-74	3	1517
Melbourne - North West	2016	70-74	4	743
Melbourne - North West	2016	70-74	5	276
Melbourne - North West	2016	70-74	6	259
Melbourne - North West	2016	75-79		457
Melbourne - North West	2016	75-79	0	258
Melbourne - North West	2016	75-79	1	315
Melbourne - North West	2016	75-79	2	1411
Melbourne - North West	2016	75-79	3	1244
Melbourne - North West	2016	75-79	4	689
Melbourne - North West	2016	75-79	5	299
Melbourne - North West	2016	75-79	6	306
Melbourne - North West	2016	80-84		415
Melbourne - North West	2016	80-84	0	165
Melbourne - North West	2016	80-84	1	275
Melbourne - North West	2016	80-84	2	1023
Melbourne - North West	2016	80-84	3	937
Melbourne - North West	2016	80-84	4	567
Melbourne - North West	2016	80-84	5	260
Melbourne - North West	2016	80-84	6	317
Melbourne - North West	2016	85+		547
Melbourne - North West	2016	85+	0	244
Melbourne - North West	2016	85+	1	363
Melbourne - North West	2016	85+	2	971
Melbourne - North West	2016	85+	3	868
Melbourne - North West	2016	85+	4	459
Melbourne - North West	2016	85+	5	263
Melbourne - North West	2016	85+	6	346
Melbourne - Outer East	2006	15-19		1488
Melbourne - Outer East	2006	15-19	0	15212
Melbourne - Outer East	2006	15-19	1	139
Melbourne - Outer East	2006	15-19	2	13
Melbourne - Outer East	2006	15-19	3	8
Melbourne - Outer East	2006	15-19	4	3
Melbourne - Outer East	2006	15-19	5	0
Melbourne - Outer East	2006	15-19	6	8
Melbourne - Outer East	2006	20-24		795
Melbourne - Outer East	2006	20-24	0	12747
Melbourne - Outer East	2006	20-24	1	814
Melbourne - Outer East	2006	20-24	2	262
Melbourne - Outer East	2006	20-24	3	53
Melbourne - Outer East	2006	20-24	4	13
Melbourne - Outer East	2006	20-24	5	3
Melbourne - Outer East	2006	20-24	6	6
Melbourne - Outer East	2006	25-29		542
Melbourne - Outer East	2006	25-29	0	8709
Melbourne - Outer East	2006	25-29	1	2112
Melbourne - Outer East	2006	25-29	2	1276
Melbourne - Outer East	2006	25-29	3	345
Melbourne - Outer East	2006	25-29	4	93
Melbourne - Outer East	2006	25-29	5	13
Melbourne - Outer East	2006	25-29	6	3
Melbourne - Outer East	2006	30-34		570
Melbourne - Outer East	2006	30-34	0	5503
Melbourne - Outer East	2006	30-34	1	3421
Melbourne - Outer East	2006	30-34	2	4574
Melbourne - Outer East	2006	30-34	3	1536
Melbourne - Outer East	2006	30-34	4	388
Melbourne - Outer East	2006	30-34	5	81
Melbourne - Outer East	2006	30-34	6	33
Melbourne - Outer East	2006	35-39		653
Melbourne - Outer East	2006	35-39	0	3276
Melbourne - Outer East	2006	35-39	1	2840
Melbourne - Outer East	2006	35-39	2	7052
Melbourne - Outer East	2006	35-39	3	3329
Melbourne - Outer East	2006	35-39	4	856
Melbourne - Outer East	2006	35-39	5	165
Melbourne - Outer East	2006	35-39	6	71
Melbourne - Outer East	2006	40-44		682
Melbourne - Outer East	2006	40-44	0	2401
Melbourne - Outer East	2006	40-44	1	2170
Melbourne - Outer East	2006	40-44	2	7539
Melbourne - Outer East	2006	40-44	3	4212
Melbourne - Outer East	2006	40-44	4	1243
Melbourne - Outer East	2006	40-44	5	293
Melbourne - Outer East	2006	40-44	6	134
Melbourne - Outer East	2006	45-49		599
Melbourne - Outer East	2006	45-49	0	2134
Melbourne - Outer East	2006	45-49	1	1899
Melbourne - Outer East	2006	45-49	2	7312
Melbourne - Outer East	2006	45-49	3	4545
Melbourne - Outer East	2006	45-49	4	1488
Melbourne - Outer East	2006	45-49	5	310
Melbourne - Outer East	2006	45-49	6	154
Melbourne - Outer East	2006	50-54		586
Melbourne - Outer East	2006	50-54	0	1719
Melbourne - Outer East	2006	50-54	1	1635
Melbourne - Outer East	2006	50-54	2	6765
Melbourne - Outer East	2006	50-54	3	4331
Melbourne - Outer East	2006	50-54	4	1446
Melbourne - Outer East	2006	50-54	5	370
Melbourne - Outer East	2006	50-54	6	148
Melbourne - Outer East	2006	55-59		633
Melbourne - Outer East	2006	55-59	0	1324
Melbourne - Outer East	2006	55-59	1	1402
Melbourne - Outer East	2006	55-59	2	6495
Melbourne - Outer East	2006	55-59	3	4074
Melbourne - Outer East	2006	55-59	4	1422
Melbourne - Outer East	2006	55-59	5	349
Melbourne - Outer East	2006	55-59	6	157
Melbourne - Outer East	2006	60-64		492
Melbourne - Outer East	2006	60-64	0	901
Melbourne - Outer East	2006	60-64	1	929
Melbourne - Outer East	2006	60-64	2	4333
Melbourne - Outer East	2006	60-64	3	3190
Melbourne - Outer East	2006	60-64	4	1313
Melbourne - Outer East	2006	60-64	5	369
Melbourne - Outer East	2006	60-64	6	224
Melbourne - Outer East	2006	65-69		442
Melbourne - Outer East	2006	65-69	0	625
Melbourne - Outer East	2006	65-69	1	608
Melbourne - Outer East	2006	65-69	2	2581
Melbourne - Outer East	2006	65-69	3	2273
Melbourne - Outer East	2006	65-69	4	1255
Melbourne - Outer East	2006	65-69	5	441
Melbourne - Outer East	2006	65-69	6	271
Melbourne - Outer East	2006	70-74		440
Melbourne - Outer East	2006	70-74	0	443
Melbourne - Outer East	2006	70-74	1	487
Melbourne - Outer East	2006	70-74	2	1726
Melbourne - Outer East	2006	70-74	3	1704
Melbourne - Outer East	2006	70-74	4	1082
Melbourne - Outer East	2006	70-74	5	460
Melbourne - Outer East	2006	70-74	6	376
Melbourne - Outer East	2006	75-79		501
Melbourne - Outer East	2006	75-79	0	501
Melbourne - Outer East	2006	75-79	1	529
Melbourne - Outer East	2006	75-79	2	1492
Melbourne - Outer East	2006	75-79	3	1414
Melbourne - Outer East	2006	75-79	4	886
Melbourne - Outer East	2006	75-79	5	390
Melbourne - Outer East	2006	75-79	6	389
Melbourne - Outer East	2006	80-84		545
Melbourne - Outer East	2006	80-84	0	388
Melbourne - Outer East	2006	80-84	1	509
Melbourne - Outer East	2006	80-84	2	1245
Melbourne - Outer East	2006	80-84	3	1075
Melbourne - Outer East	2006	80-84	4	601
Melbourne - Outer East	2006	80-84	5	336
Melbourne - Outer East	2006	80-84	6	302
Melbourne - Outer East	2006	85+		737
Melbourne - Outer East	2006	85+	0	475
Melbourne - Outer East	2006	85+	1	653
Melbourne - Outer East	2006	85+	2	1202
Melbourne - Outer East	2006	85+	3	888
Melbourne - Outer East	2006	85+	4	499
Melbourne - Outer East	2006	85+	5	217
Melbourne - Outer East	2006	85+	6	217
Melbourne - Outer East	2011	15-19		1115
Melbourne - Outer East	2011	15-19	0	15081
Melbourne - Outer East	2011	15-19	1	95
Melbourne - Outer East	2011	15-19	2	17
Melbourne - Outer East	2011	15-19	3	3
Melbourne - Outer East	2011	15-19	4	0
Melbourne - Outer East	2011	15-19	5	0
Melbourne - Outer East	2011	15-19	6	4
Melbourne - Outer East	2011	20-24		656
Melbourne - Outer East	2011	20-24	0	13371
Melbourne - Outer East	2011	20-24	1	769
Melbourne - Outer East	2011	20-24	2	228
Melbourne - Outer East	2011	20-24	3	45
Melbourne - Outer East	2011	20-24	4	6
Melbourne - Outer East	2011	20-24	5	3
Melbourne - Outer East	2011	20-24	6	9
Melbourne - Outer East	2011	25-29		480
Melbourne - Outer East	2011	25-29	0	10030
Melbourne - Outer East	2011	25-29	1	2150
Melbourne - Outer East	2011	25-29	2	1217
Melbourne - Outer East	2011	25-29	3	310
Melbourne - Outer East	2011	25-29	4	63
Melbourne - Outer East	2011	25-29	5	18
Melbourne - Outer East	2011	25-29	6	10
Melbourne - Outer East	2011	30-34		433
Melbourne - Outer East	2011	30-34	0	5565
Melbourne - Outer East	2011	30-34	1	3578
Melbourne - Outer East	2011	30-34	2	3828
Melbourne - Outer East	2011	30-34	3	1218
Melbourne - Outer East	2011	30-34	4	281
Melbourne - Outer East	2011	30-34	5	67
Melbourne - Outer East	2011	30-34	6	29
Melbourne - Outer East	2011	35-39		459
Melbourne - Outer East	2011	35-39	0	3517
Melbourne - Outer East	2011	35-39	1	3019
Melbourne - Outer East	2011	35-39	2	6635
Melbourne - Outer East	2011	35-39	3	2834
Melbourne - Outer East	2011	35-39	4	727
Melbourne - Outer East	2011	35-39	5	179
Melbourne - Outer East	2011	35-39	6	67
Melbourne - Outer East	2011	40-44		516
Melbourne - Outer East	2011	40-44	0	2728
Melbourne - Outer East	2011	40-44	1	2547
Melbourne - Outer East	2011	40-44	2	7707
Melbourne - Outer East	2011	40-44	3	3840
Melbourne - Outer East	2011	40-44	4	1023
Melbourne - Outer East	2011	40-44	5	211
Melbourne - Outer East	2011	40-44	6	109
Melbourne - Outer East	2011	45-49		477
Melbourne - Outer East	2011	45-49	0	2394
Melbourne - Outer East	2011	45-49	1	2214
Melbourne - Outer East	2011	45-49	2	7473
Melbourne - Outer East	2011	45-49	3	4236
