SA4_NAME16	Year	Age	NonSchoolQualification	adults
Perth - South East	2016	55-64	Bachelor	6086
Perth - South East	2016	55-64	Graduate Diploma and Graduate Certificate	1254
Perth - South East	2016	55-64	Postgraduate	1932
Perth - South East	2016	65-74		4504
Perth - South East	2016	65-74	Certificate nfd	924
Perth - South East	2016	65-74	Certificate I and II Level	252
Perth - South East	2016	65-74	Certificate III and IV Level	5593
Perth - South East	2016	65-74	Advanced Diploma and Diploma	3256
Perth - South East	2016	65-74	Bachelor	3343
Perth - South East	2016	65-74	Graduate Diploma and Graduate Certificate	521
Perth - South East	2016	65-74	Postgraduate	971
Perth - South East	2016	75-84		3687
Perth - South East	2016	75-84	Certificate nfd	423
Perth - South East	2016	75-84	Certificate I and II Level	62
Perth - South East	2016	75-84	Certificate III and IV Level	2414
Perth - South East	2016	75-84	Advanced Diploma and Diploma	1256
Perth - South East	2016	75-84	Bachelor	1217
Perth - South East	2016	75-84	Graduate Diploma and Graduate Certificate	128
Perth - South East	2016	75-84	Postgraduate	278
Perth - South East	2016	85+		2508
Perth - South East	2016	85+	Certificate nfd	134
Perth - South East	2016	85+	Certificate I and II Level	14
Perth - South East	2016	85+	Certificate III and IV Level	661
Perth - South East	2016	85+	Advanced Diploma and Diploma	343
Perth - South East	2016	85+	Bachelor	286
Perth - South East	2016	85+	Graduate Diploma and Graduate Certificate	26
Perth - South East	2016	85+	Postgraduate	48
Perth - South West	2006	15-19		2636
Perth - South West	2006	15-19	Certificate nfd	125
Perth - South West	2006	15-19	Certificate I and II Level	324
Perth - South West	2006	15-19	Certificate III and IV Level	949
Perth - South West	2006	15-19	Advanced Diploma and Diploma	204
Perth - South West	2006	15-19	Bachelor	21
Perth - South West	2006	15-19	Graduate Diploma and Graduate Certificate	0
Perth - South West	2006	15-19	Postgraduate	0
Perth - South West	2006	20-24		2329
Perth - South West	2006	20-24	Certificate nfd	351
Perth - South West	2006	20-24	Certificate I and II Level	598
Perth - South West	2006	20-24	Certificate III and IV Level	3191
Perth - South West	2006	20-24	Advanced Diploma and Diploma	1328
Perth - South West	2006	20-24	Bachelor	2595
Perth - South West	2006	20-24	Graduate Diploma and Graduate Certificate	87
Perth - South West	2006	20-24	Postgraduate	66
Perth - South West	2006	25-34		4438
Perth - South West	2006	25-34	Certificate nfd	874
Perth - South West	2006	25-34	Certificate I and II Level	556
Perth - South West	2006	25-34	Certificate III and IV Level	7457
Perth - South West	2006	25-34	Advanced Diploma and Diploma	3186
Perth - South West	2006	25-34	Bachelor	7349
Perth - South West	2006	25-34	Graduate Diploma and Graduate Certificate	640
Perth - South West	2006	25-34	Postgraduate	834
Perth - South West	2006	35-44		5467
Perth - South West	2006	35-44	Certificate nfd	977
Perth - South West	2006	35-44	Certificate I and II Level	463
Perth - South West	2006	35-44	Certificate III and IV Level	8508
Perth - South West	2006	35-44	Advanced Diploma and Diploma	4522
Perth - South West	2006	35-44	Bachelor	7000
Perth - South West	2006	35-44	Graduate Diploma and Graduate Certificate	1013
Perth - South West	2006	35-44	Postgraduate	1556
Perth - South West	2006	45-54		5171
Perth - South West	2006	45-54	Certificate nfd	938
Perth - South West	2006	45-54	Certificate I and II Level	339
Perth - South West	2006	45-54	Certificate III and IV Level	7364
Perth - South West	2006	45-54	Advanced Diploma and Diploma	4595
Perth - South West	2006	45-54	Bachelor	5814
Perth - South West	2006	45-54	Graduate Diploma and Graduate Certificate	988
Perth - South West	2006	45-54	Postgraduate	1618
Perth - South West	2006	55-64		4169
Perth - South West	2006	55-64	Certificate nfd	584
Perth - South West	2006	55-64	Certificate I and II Level	218
Perth - South West	2006	55-64	Certificate III and IV Level	4988
Perth - South West	2006	55-64	Advanced Diploma and Diploma	2992
Perth - South West	2006	55-64	Bachelor	3193
Perth - South West	2006	55-64	Graduate Diploma and Graduate Certificate	437
Perth - South West	2006	55-64	Postgraduate	1032
Perth - South West	2006	65-74		3788
Perth - South West	2006	65-74	Certificate nfd	282
Perth - South West	2006	65-74	Certificate I and II Level	73
Perth - South West	2006	65-74	Certificate III and IV Level	2861
Perth - South West	2006	65-74	Advanced Diploma and Diploma	1370
Perth - South West	2006	65-74	Bachelor	1282
Perth - South West	2006	65-74	Graduate Diploma and Graduate Certificate	151
Perth - South West	2006	65-74	Postgraduate	310
Perth - South West	2006	75-84		3663
Perth - South West	2006	75-84	Certificate nfd	151
Perth - South West	2006	75-84	Certificate I and II Level	36
Perth - South West	2006	75-84	Certificate III and IV Level	1374
Perth - South West	2006	75-84	Advanced Diploma and Diploma	690
Perth - South West	2006	75-84	Bachelor	564
Perth - South West	2006	75-84	Graduate Diploma and Graduate Certificate	51
Perth - South West	2006	75-84	Postgraduate	90
Perth - South West	2006	85+		1424
Perth - South West	2006	85+	Certificate nfd	29
Perth - South West	2006	85+	Certificate I and II Level	0
Perth - South West	2006	85+	Certificate III and IV Level	284
Perth - South West	2006	85+	Advanced Diploma and Diploma	151
Perth - South West	2006	85+	Bachelor	107
Perth - South West	2006	85+	Graduate Diploma and Graduate Certificate	7
Perth - South West	2006	85+	Postgraduate	16
Perth - South West	2011	15-19		2231
Perth - South West	2011	15-19	Certificate nfd	126
Perth - South West	2011	15-19	Certificate I and II Level	469
Perth - South West	2011	15-19	Certificate III and IV Level	1309
Perth - South West	2011	15-19	Advanced Diploma and Diploma	222
Perth - South West	2011	15-19	Bachelor	24
Perth - South West	2011	15-19	Graduate Diploma and Graduate Certificate	0
Perth - South West	2011	15-19	Postgraduate	0
Perth - South West	2011	20-24		2063
Perth - South West	2011	20-24	Certificate nfd	327
Perth - South West	2011	20-24	Certificate I and II Level	624
Perth - South West	2011	20-24	Certificate III and IV Level	4650
Perth - South West	2011	20-24	Advanced Diploma and Diploma	1445
Perth - South West	2011	20-24	Bachelor	3234
Perth - South West	2011	20-24	Graduate Diploma and Graduate Certificate	129
Perth - South West	2011	20-24	Postgraduate	109
Perth - South West	2011	25-34		4281
Perth - South West	2011	25-34	Certificate nfd	736
Perth - South West	2011	25-34	Certificate I and II Level	794
Perth - South West	2011	25-34	Certificate III and IV Level	9914
Perth - South West	2011	25-34	Advanced Diploma and Diploma	4322
Perth - South West	2011	25-34	Bachelor	10884
Perth - South West	2011	25-34	Graduate Diploma and Graduate Certificate	1023
Perth - South West	2011	25-34	Postgraduate	1716
Perth - South West	2011	35-44		4773
Perth - South West	2011	35-44	Certificate nfd	974
Perth - South West	2011	35-44	Certificate I and II Level	599
Perth - South West	2011	35-44	Certificate III and IV Level	10077
Perth - South West	2011	35-44	Advanced Diploma and Diploma	5652
Perth - South West	2011	35-44	Bachelor	9624
Perth - South West	2011	35-44	Graduate Diploma and Graduate Certificate	1395
Perth - South West	2011	35-44	Postgraduate	2317
Perth - South West	2011	45-54		4499
Perth - South West	2011	45-54	Certificate nfd	973
Perth - South West	2011	45-54	Certificate I and II Level	501
Perth - South West	2011	45-54	Certificate III and IV Level	9393
Perth - South West	2011	45-54	Advanced Diploma and Diploma	5498
Perth - South West	2011	45-54	Bachelor	7044
Perth - South West	2011	45-54	Graduate Diploma and Graduate Certificate	1274
Perth - South West	2011	45-54	Postgraduate	2177
Perth - South West	2011	55-64		3983
Perth - South West	2011	55-64	Certificate nfd	717
Perth - South West	2011	55-64	Certificate I and II Level	328
Perth - South West	2011	55-64	Certificate III and IV Level	6236
Perth - South West	2011	55-64	Advanced Diploma and Diploma	3956
Perth - South West	2011	55-64	Bachelor	4756
Perth - South West	2011	55-64	Graduate Diploma and Graduate Certificate	842
Perth - South West	2011	55-64	Postgraduate	1518
Perth - South West	2011	65-74		3415
Perth - South West	2011	65-74	Certificate nfd	387
Perth - South West	2011	65-74	Certificate I and II Level	122
Perth - South West	2011	65-74	Certificate III and IV Level	3406
Perth - South West	2011	65-74	Advanced Diploma and Diploma	1955
Perth - South West	2011	65-74	Bachelor	1943
Perth - South West	2011	65-74	Graduate Diploma and Graduate Certificate	267
Perth - South West	2011	65-74	Postgraduate	580
Perth - South West	2011	75-84		3309
Perth - South West	2011	75-84	Certificate nfd	181
Perth - South West	2011	75-84	Certificate I and II Level	38
Perth - South West	2011	75-84	Certificate III and IV Level	1737
Perth - South West	2011	75-84	Advanced Diploma and Diploma	892
Perth - South West	2011	75-84	Bachelor	782
Perth - South West	2011	75-84	Graduate Diploma and Graduate Certificate	85
Perth - South West	2011	75-84	Postgraduate	144
Perth - South West	2011	85+		1780
Perth - South West	2011	85+	Certificate nfd	45
Perth - South West	2011	85+	Certificate I and II Level	11
Perth - South West	2011	85+	Certificate III and IV Level	426
Perth - South West	2011	85+	Advanced Diploma and Diploma	244
Perth - South West	2011	85+	Bachelor	206
Perth - South West	2011	85+	Graduate Diploma and Graduate Certificate	14
Perth - South West	2011	85+	Postgraduate	15
Perth - South West	2016	15-19		1928
Perth - South West	2016	15-19	Certificate nfd	163
Perth - South West	2016	15-19	Certificate I and II Level	628
Perth - South West	2016	15-19	Certificate III and IV Level	1282
Perth - South West	2016	15-19	Advanced Diploma and Diploma	260
Perth - South West	2016	15-19	Bachelor	28
Perth - South West	2016	15-19	Graduate Diploma and Graduate Certificate	8
Perth - South West	2016	15-19	Postgraduate	0
Perth - South West	2016	20-24		2409
Perth - South West	2016	20-24	Certificate nfd	349
Perth - South West	2016	20-24	Certificate I and II Level	684
Perth - South West	2016	20-24	Certificate III and IV Level	5196
Perth - South West	2016	20-24	Advanced Diploma and Diploma	1699
Perth - South West	2016	20-24	Bachelor	3639
Perth - South West	2016	20-24	Graduate Diploma and Graduate Certificate	177
Perth - South West	2016	20-24	Postgraduate	138
Perth - South West	2016	25-34		5863
Perth - South West	2016	25-34	Certificate nfd	951
Perth - South West	2016	25-34	Certificate I and II Level	906
Perth - South West	2016	25-34	Certificate III and IV Level	12904
Perth - South West	2016	25-34	Advanced Diploma and Diploma	5557
Perth - South West	2016	25-34	Bachelor	13751
Perth - South West	2016	25-34	Graduate Diploma and Graduate Certificate	1383
Perth - South West	2016	25-34	Postgraduate	2905
Perth - South West	2016	35-44		5105
Perth - South West	2016	35-44	Certificate nfd	1254
Perth - South West	2016	35-44	Certificate I and II Level	631
Perth - South West	2016	35-44	Certificate III and IV Level	11216
Perth - South West	2016	35-44	Advanced Diploma and Diploma	6503
Perth - South West	2016	35-44	Bachelor	12519
Perth - South West	2016	35-44	Graduate Diploma and Graduate Certificate	1713
Perth - South West	2016	35-44	Postgraduate	3665
Perth - South West	2016	45-54		4975
Perth - South West	2016	45-54	Certificate nfd	1381
Perth - South West	2016	45-54	Certificate I and II Level	524
Perth - South West	2016	45-54	Certificate III and IV Level	11125
Perth - South West	2016	45-54	Advanced Diploma and Diploma	6489
Perth - South West	2016	45-54	Bachelor	8810
Perth - South West	2016	45-54	Graduate Diploma and Graduate Certificate	1716
Perth - South West	2016	45-54	Postgraduate	2873
Perth - South West	2016	55-64		4356
Perth - South West	2016	55-64	Certificate nfd	1143
Perth - South West	2016	55-64	Certificate I and II Level	398
Perth - South West	2016	55-64	Certificate III and IV Level	7868
Perth - South West	2016	55-64	Advanced Diploma and Diploma	4991
Perth - South West	2016	55-64	Bachelor	5995
Perth - South West	2016	55-64	Graduate Diploma and Graduate Certificate	1257
Perth - South West	2016	55-64	Postgraduate	2013
Perth - South West	2016	65-74		3821
Perth - South West	2016	65-74	Certificate nfd	872
Perth - South West	2016	65-74	Certificate I and II Level	210
Perth - South West	2016	65-74	Certificate III and IV Level	4535
Perth - South West	2016	65-74	Advanced Diploma and Diploma	2853
Perth - South West	2016	65-74	Bachelor	3167
Perth - South West	2016	65-74	Graduate Diploma and Graduate Certificate	512
Perth - South West	2016	65-74	Postgraduate	1052
Perth - South West	2016	75-84		3377
Perth - South West	2016	75-84	Certificate nfd	403
Perth - South West	2016	75-84	Certificate I and II Level	54
Perth - South West	2016	75-84	Certificate III and IV Level	2202
Perth - South West	2016	75-84	Advanced Diploma and Diploma	1133
Perth - South West	2016	75-84	Bachelor	1164
Perth - South West	2016	75-84	Graduate Diploma and Graduate Certificate	140
Perth - South West	2016	75-84	Postgraduate	281
Perth - South West	2016	85+		2197
Perth - South West	2016	85+	Certificate nfd	148
Perth - South West	2016	85+	Certificate I and II Level	28
Perth - South West	2016	85+	Certificate III and IV Level	616
Perth - South West	2016	85+	Advanced Diploma and Diploma	354
Perth - South West	2016	85+	Bachelor	352
Perth - South West	2016	85+	Graduate Diploma and Graduate Certificate	34
Perth - South West	2016	85+	Postgraduate	61
Western Australia - Wheat Belt	2006	15-19		895
Western Australia - Wheat Belt	2006	15-19	Certificate nfd	59
Western Australia - Wheat Belt	2006	15-19	Certificate I and II Level	230
Western Australia - Wheat Belt	2006	15-19	Certificate III and IV Level	369
Western Australia - Wheat Belt	2006	15-19	Advanced Diploma and Diploma	24
Western Australia - Wheat Belt	2006	15-19	Bachelor	0
Western Australia - Wheat Belt	2006	15-19	Graduate Diploma and Graduate Certificate	0
Western Australia - Wheat Belt	2006	15-19	Postgraduate	0
Western Australia - Wheat Belt	2006	20-24		548
Western Australia - Wheat Belt	2006	20-24	Certificate nfd	121
Western Australia - Wheat Belt	2006	20-24	Certificate I and II Level	254
Western Australia - Wheat Belt	2006	20-24	Certificate III and IV Level	1075
Western Australia - Wheat Belt	2006	20-24	Advanced Diploma and Diploma	211
Western Australia - Wheat Belt	2006	20-24	Bachelor	432
Western Australia - Wheat Belt	2006	20-24	Graduate Diploma and Graduate Certificate	18
Western Australia - Wheat Belt	2006	20-24	Postgraduate	3
Western Australia - Wheat Belt	2006	25-34		1286
Western Australia - Wheat Belt	2006	25-34	Certificate nfd	317
Western Australia - Wheat Belt	2006	25-34	Certificate I and II Level	234
Western Australia - Wheat Belt	2006	25-34	Certificate III and IV Level	2419
Western Australia - Wheat Belt	2006	25-34	Advanced Diploma and Diploma	790
Western Australia - Wheat Belt	2006	25-34	Bachelor	1612
Western Australia - Wheat Belt	2006	25-34	Graduate Diploma and Graduate Certificate	181
Western Australia - Wheat Belt	2006	25-34	Postgraduate	67
Western Australia - Wheat Belt	2006	35-44		1895
Western Australia - Wheat Belt	2006	35-44	Certificate nfd	398
Western Australia - Wheat Belt	2006	35-44	Certificate I and II Level	201
Western Australia - Wheat Belt	2006	35-44	Certificate III and IV Level	3092
Western Australia - Wheat Belt	2006	35-44	Advanced Diploma and Diploma	1241
Western Australia - Wheat Belt	2006	35-44	Bachelor	1587
Western Australia - Wheat Belt	2006	35-44	Graduate Diploma and Graduate Certificate	221
Western Australia - Wheat Belt	2006	35-44	Postgraduate	164
Western Australia - Wheat Belt	2006	45-54		2081
Western Australia - Wheat Belt	2006	45-54	Certificate nfd	357
Western Australia - Wheat Belt	2006	45-54	Certificate I and II Level	157
Western Australia - Wheat Belt	2006	45-54	Certificate III and IV Level	3020
Western Australia - Wheat Belt	2006	45-54	Advanced Diploma and Diploma	1591
Western Australia - Wheat Belt	2006	45-54	Bachelor	1409
Western Australia - Wheat Belt	2006	45-54	Graduate Diploma and Graduate Certificate	282
Western Australia - Wheat Belt	2006	45-54	Postgraduate	193
Western Australia - Wheat Belt	2006	55-64		2053
Western Australia - Wheat Belt	2006	55-64	Certificate nfd	263
Western Australia - Wheat Belt	2006	55-64	Certificate I and II Level	95
Western Australia - Wheat Belt	2006	55-64	Certificate III and IV Level	2163
Western Australia - Wheat Belt	2006	55-64	Advanced Diploma and Diploma	1214
Western Australia - Wheat Belt	2006	55-64	Bachelor	948
Western Australia - Wheat Belt	2006	55-64	Graduate Diploma and Graduate Certificate	142
Western Australia - Wheat Belt	2006	55-64	Postgraduate	160
Western Australia - Wheat Belt	2006	65-74		1616
Western Australia - Wheat Belt	2006	65-74	Certificate nfd	88
Western Australia - Wheat Belt	2006	65-74	Certificate I and II Level	49
Western Australia - Wheat Belt	2006	65-74	Certificate III and IV Level	1092
Western Australia - Wheat Belt	2006	65-74	Advanced Diploma and Diploma	562
Western Australia - Wheat Belt	2006	65-74	Bachelor	412
Western Australia - Wheat Belt	2006	65-74	Graduate Diploma and Graduate Certificate	43
Western Australia - Wheat Belt	2006	65-74	Postgraduate	77
Western Australia - Wheat Belt	2006	75-84		1493
Western Australia - Wheat Belt	2006	75-84	Certificate nfd	35
Western Australia - Wheat Belt	2006	75-84	Certificate I and II Level	16
Western Australia - Wheat Belt	2006	75-84	Certificate III and IV Level	386
Western Australia - Wheat Belt	2006	75-84	Advanced Diploma and Diploma	206
Western Australia - Wheat Belt	2006	75-84	Bachelor	174
Western Australia - Wheat Belt	2006	75-84	Graduate Diploma and Graduate Certificate	19
Western Australia - Wheat Belt	2006	75-84	Postgraduate	28
Western Australia - Wheat Belt	2006	85+		554
Western Australia - Wheat Belt	2006	85+	Certificate nfd	9
Western Australia - Wheat Belt	2006	85+	Certificate I and II Level	3
Western Australia - Wheat Belt	2006	85+	Certificate III and IV Level	75
Western Australia - Wheat Belt	2006	85+	Advanced Diploma and Diploma	42
Western Australia - Wheat Belt	2006	85+	Bachelor	31
Western Australia - Wheat Belt	2006	85+	Graduate Diploma and Graduate Certificate	3
Western Australia - Wheat Belt	2006	85+	Postgraduate	4
Western Australia - Wheat Belt	2011	15-19		788
Western Australia - Wheat Belt	2011	15-19	Certificate nfd	45
Western Australia - Wheat Belt	2011	15-19	Certificate I and II Level	266
Western Australia - Wheat Belt	2011	15-19	Certificate III and IV Level	480
Western Australia - Wheat Belt	2011	15-19	Advanced Diploma and Diploma	37
Western Australia - Wheat Belt	2011	15-19	Bachelor	3
Western Australia - Wheat Belt	2011	15-19	Graduate Diploma and Graduate Certificate	0
Western Australia - Wheat Belt	2011	15-19	Postgraduate	0
Western Australia - Wheat Belt	2011	20-24		633
Western Australia - Wheat Belt	2011	20-24	Certificate nfd	73
Western Australia - Wheat Belt	2011	20-24	Certificate I and II Level	237
Western Australia - Wheat Belt	2011	20-24	Certificate III and IV Level	1462
Western Australia - Wheat Belt	2011	20-24	Advanced Diploma and Diploma	172
Western Australia - Wheat Belt	2011	20-24	Bachelor	321
Western Australia - Wheat Belt	2011	20-24	Graduate Diploma and Graduate Certificate	25
Western Australia - Wheat Belt	2011	20-24	Postgraduate	7
Western Australia - Wheat Belt	2011	25-34		1279
Western Australia - Wheat Belt	2011	25-34	Certificate nfd	256
Western Australia - Wheat Belt	2011	25-34	Certificate I and II Level	365
Western Australia - Wheat Belt	2011	25-34	Certificate III and IV Level	3125
Western Australia - Wheat Belt	2011	25-34	Advanced Diploma and Diploma	788
Western Australia - Wheat Belt	2011	25-34	Bachelor	1765
Western Australia - Wheat Belt	2011	25-34	Graduate Diploma and Graduate Certificate	178
Western Australia - Wheat Belt	2011	25-34	Postgraduate	109
Western Australia - Wheat Belt	2011	35-44		1668
Western Australia - Wheat Belt	2011	35-44	Certificate nfd	378
Western Australia - Wheat Belt	2011	35-44	Certificate I and II Level	258
Western Australia - Wheat Belt	2011	35-44	Certificate III and IV Level	3370
Western Australia - Wheat Belt	2011	35-44	Advanced Diploma and Diploma	1341
Western Australia - Wheat Belt	2011	35-44	Bachelor	1992
Western Australia - Wheat Belt	2011	35-44	Graduate Diploma and Graduate Certificate	297
Western Australia - Wheat Belt	2011	35-44	Postgraduate	211
Western Australia - Wheat Belt	2011	45-54		1860
Western Australia - Wheat Belt	2011	45-54	Certificate nfd	354
Western Australia - Wheat Belt	2011	45-54	Certificate I and II Level	194
Western Australia - Wheat Belt	2011	45-54	Certificate III and IV Level	3641
Western Australia - Wheat Belt	2011	45-54	Advanced Diploma and Diploma	1706
Western Australia - Wheat Belt	2011	45-54	Bachelor	1538
Western Australia - Wheat Belt	2011	45-54	Graduate Diploma and Graduate Certificate	319
Western Australia - Wheat Belt	2011	45-54	Postgraduate	254
Western Australia - Wheat Belt	2011	55-64		1985
Western Australia - Wheat Belt	2011	55-64	Certificate nfd	360
Western Australia - Wheat Belt	2011	55-64	Certificate I and II Level	141
Western Australia - Wheat Belt	2011	55-64	Certificate III and IV Level	2882
Western Australia - Wheat Belt	2011	55-64	Advanced Diploma and Diploma	1623
Western Australia - Wheat Belt	2011	55-64	Bachelor	1286
Western Australia - Wheat Belt	2011	55-64	Graduate Diploma and Graduate Certificate	262
Western Australia - Wheat Belt	2011	55-64	Postgraduate	247
Western Australia - Wheat Belt	2011	65-74		1606
Western Australia - Wheat Belt	2011	65-74	Certificate nfd	174
Western Australia - Wheat Belt	2011	65-74	Certificate I and II Level	61
Western Australia - Wheat Belt	2011	65-74	Certificate III and IV Level	1579
Western Australia - Wheat Belt	2011	65-74	Advanced Diploma and Diploma	829
Western Australia - Wheat Belt	2011	65-74	Bachelor	670
Western Australia - Wheat Belt	2011	65-74	Graduate Diploma and Graduate Certificate	78
Western Australia - Wheat Belt	2011	65-74	Postgraduate	121
Western Australia - Wheat Belt	2011	75-84		1287
Western Australia - Wheat Belt	2011	75-84	Certificate nfd	65
Western Australia - Wheat Belt	2011	75-84	Certificate I and II Level	17
Western Australia - Wheat Belt	2011	75-84	Certificate III and IV Level	549
Western Australia - Wheat Belt	2011	75-84	Advanced Diploma and Diploma	270
Western Australia - Wheat Belt	2011	75-84	Bachelor	242
Western Australia - Wheat Belt	2011	75-84	Graduate Diploma and Graduate Certificate	14
Western Australia - Wheat Belt	2011	75-84	Postgraduate	31
Western Australia - Wheat Belt	2011	85+		550
Western Australia - Wheat Belt	2011	85+	Certificate nfd	17
Western Australia - Wheat Belt	2011	85+	Certificate I and II Level	5
Western Australia - Wheat Belt	2011	85+	Certificate III and IV Level	116
Western Australia - Wheat Belt	2011	85+	Advanced Diploma and Diploma	78
Western Australia - Wheat Belt	2011	85+	Bachelor	49
Western Australia - Wheat Belt	2011	85+	Graduate Diploma and Graduate Certificate	8
Western Australia - Wheat Belt	2011	85+	Postgraduate	10
Western Australia - Wheat Belt	2016	15-19		922
Western Australia - Wheat Belt	2016	15-19	Certificate nfd	67
Western Australia - Wheat Belt	2016	15-19	Certificate I and II Level	303
Western Australia - Wheat Belt	2016	15-19	Certificate III and IV Level	450
Western Australia - Wheat Belt	2016	15-19	Advanced Diploma and Diploma	49
Western Australia - Wheat Belt	2016	15-19	Bachelor	3
Western Australia - Wheat Belt	2016	15-19	Graduate Diploma and Graduate Certificate	3
Western Australia - Wheat Belt	2016	15-19	Postgraduate	0
Western Australia - Wheat Belt	2016	20-24		761
Western Australia - Wheat Belt	2016	20-24	Certificate nfd	132
Western Australia - Wheat Belt	2016	20-24	Certificate I and II Level	248
Western Australia - Wheat Belt	2016	20-24	Certificate III and IV Level	1511
Western Australia - Wheat Belt	2016	20-24	Advanced Diploma and Diploma	233
Western Australia - Wheat Belt	2016	20-24	Bachelor	348
Western Australia - Wheat Belt	2016	20-24	Graduate Diploma and Graduate Certificate	15
Western Australia - Wheat Belt	2016	20-24	Postgraduate	5
Western Australia - Wheat Belt	2016	25-34		1944
Western Australia - Wheat Belt	2016	25-34	Certificate nfd	241
Western Australia - Wheat Belt	2016	25-34	Certificate I and II Level	349
Western Australia - Wheat Belt	2016	25-34	Certificate III and IV Level	3686
Western Australia - Wheat Belt	2016	25-34	Advanced Diploma and Diploma	954
Western Australia - Wheat Belt	2016	25-34	Bachelor	1861
Western Australia - Wheat Belt	2016	25-34	Graduate Diploma and Graduate Certificate	204
Western Australia - Wheat Belt	2016	25-34	Postgraduate	179
Western Australia - Wheat Belt	2016	35-44		1982
Western Australia - Wheat Belt	2016	35-44	Certificate nfd	414
Western Australia - Wheat Belt	2016	35-44	Certificate I and II Level	261
Western Australia - Wheat Belt	2016	35-44	Certificate III and IV Level	3447
Western Australia - Wheat Belt	2016	35-44	Advanced Diploma and Diploma	1328
Western Australia - Wheat Belt	2016	35-44	Bachelor	2070
Western Australia - Wheat Belt	2016	35-44	Graduate Diploma and Graduate Certificate	318
Western Australia - Wheat Belt	2016	35-44	Postgraduate	268
Western Australia - Wheat Belt	2016	45-54		2413
Western Australia - Wheat Belt	2016	45-54	Certificate nfd	451
Western Australia - Wheat Belt	2016	45-54	Certificate I and II Level	228
Western Australia - Wheat Belt	2016	45-54	Certificate III and IV Level	3864
Western Australia - Wheat Belt	2016	45-54	Advanced Diploma and Diploma	1763
Western Australia - Wheat Belt	2016	45-54	Bachelor	1775
Western Australia - Wheat Belt	2016	45-54	Graduate Diploma and Graduate Certificate	318
Western Australia - Wheat Belt	2016	45-54	Postgraduate	297
Western Australia - Wheat Belt	2016	55-64		2701
Western Australia - Wheat Belt	2016	55-64	Certificate nfd	529
Western Australia - Wheat Belt	2016	55-64	Certificate I and II Level	206
Western Australia - Wheat Belt	2016	55-64	Certificate III and IV Level	3687
Western Australia - Wheat Belt	2016	55-64	Advanced Diploma and Diploma	1918
Western Australia - Wheat Belt	2016	55-64	Bachelor	1546
Western Australia - Wheat Belt	2016	55-64	Graduate Diploma and Graduate Certificate	378
Western Australia - Wheat Belt	2016	55-64	Postgraduate	339
Western Australia - Wheat Belt	2016	65-74		2533
Western Australia - Wheat Belt	2016	65-74	Certificate nfd	379
Western Australia - Wheat Belt	2016	65-74	Certificate I and II Level	109
Western Australia - Wheat Belt	2016	65-74	Certificate III and IV Level	2215
Western Australia - Wheat Belt	2016	65-74	Advanced Diploma and Diploma	1262
Western Australia - Wheat Belt	2016	65-74	Bachelor	993
Western Australia - Wheat Belt	2016	65-74	Graduate Diploma and Graduate Certificate	167
Western Australia - Wheat Belt	2016	65-74	Postgraduate	227
Western Australia - Wheat Belt	2016	75-84		1707
Western Australia - Wheat Belt	2016	75-84	Certificate nfd	133
Western Australia - Wheat Belt	2016	75-84	Certificate I and II Level	36
Western Australia - Wheat Belt	2016	75-84	Certificate III and IV Level	805
Western Australia - Wheat Belt	2016	75-84	Advanced Diploma and Diploma	447
Western Australia - Wheat Belt	2016	75-84	Bachelor	362
Western Australia - Wheat Belt	2016	75-84	Graduate Diploma and Graduate Certificate	36
Western Australia - Wheat Belt	2016	75-84	Postgraduate	60
Western Australia - Wheat Belt	2016	85+		777
Western Australia - Wheat Belt	2016	85+	Certificate nfd	38
Western Australia - Wheat Belt	2016	85+	Certificate I and II Level	7
Western Australia - Wheat Belt	2016	85+	Certificate III and IV Level	184
Western Australia - Wheat Belt	2016	85+	Advanced Diploma and Diploma	116
Western Australia - Wheat Belt	2016	85+	Bachelor	85
Western Australia - Wheat Belt	2016	85+	Graduate Diploma and Graduate Certificate	7
Western Australia - Wheat Belt	2016	85+	Postgraduate	8
Western Australia - Outback (North)	2006	15-19		1037
Western Australia - Outback (North)	2006	15-19	Certificate nfd	39
Western Australia - Outback (North)	2006	15-19	Certificate I and II Level	101
Western Australia - Outback (North)	2006	15-19	Certificate III and IV Level	154
Western Australia - Outback (North)	2006	15-19	Advanced Diploma and Diploma	11
Western Australia - Outback (North)	2006	15-19	Bachelor	0
Western Australia - Outback (North)	2006	15-19	Graduate Diploma and Graduate Certificate	0
Western Australia - Outback (North)	2006	15-19	Postgraduate	0
Western Australia - Outback (North)	2006	20-24		1118
Western Australia - Outback (North)	2006	20-24	Certificate nfd	69
Western Australia - Outback (North)	2006	20-24	Certificate I and II Level	186
Western Australia - Outback (North)	2006	20-24	Certificate III and IV Level	806
Western Australia - Outback (North)	2006	20-24	Advanced Diploma and Diploma	166
Western Australia - Outback (North)	2006	20-24	Bachelor	341
Western Australia - Outback (North)	2006	20-24	Graduate Diploma and Graduate Certificate	19
Western Australia - Outback (North)	2006	20-24	Postgraduate	5
Western Australia - Outback (North)	2006	25-34		2614
Western Australia - Outback (North)	2006	25-34	Certificate nfd	225
Western Australia - Outback (North)	2006	25-34	Certificate I and II Level	229
Western Australia - Outback (North)	2006	25-34	Certificate III and IV Level	2555
Western Australia - Outback (North)	2006	25-34	Advanced Diploma and Diploma	647
Western Australia - Outback (North)	2006	25-34	Bachelor	1525
Western Australia - Outback (North)	2006	25-34	Graduate Diploma and Graduate Certificate	201
