SA4_NAME16	Year	Rent.min	TotalHouseholdIncome.min	occupied_private_dwellings_being_rented
No usual address (WA)	2011	14437	52	0
No usual address (WA)	2011	14437	7800	0
No usual address (WA)	2011	14437	15600	0
No usual address (WA)	2011	14437	20800	0
No usual address (WA)	2011	14437	26000	0
No usual address (WA)	2011	14437	33800	0
No usual address (WA)	2011	14437	41600	0
No usual address (WA)	2011	14437	52000	0
No usual address (WA)	2011	14437	65000	0
No usual address (WA)	2011	14437	78000	0
No usual address (WA)	2011	14437	104000	0
No usual address (WA)	2011	14437	130000	0
No usual address (WA)	2011	14437	156000	0
No usual address (WA)	2011	14437	208000	0
No usual address (WA)	2011	18375		0
No usual address (WA)	2011	18375	-1	0
No usual address (WA)	2011	18375	52	0
No usual address (WA)	2011	18375	7800	0
No usual address (WA)	2011	18375	15600	0
No usual address (WA)	2011	18375	20800	0
No usual address (WA)	2011	18375	26000	0
No usual address (WA)	2011	18375	33800	0
No usual address (WA)	2011	18375	41600	0
No usual address (WA)	2011	18375	52000	0
No usual address (WA)	2011	18375	65000	0
No usual address (WA)	2011	18375	78000	0
No usual address (WA)	2011	18375	104000	0
No usual address (WA)	2011	18375	130000	0
No usual address (WA)	2011	18375	156000	0
No usual address (WA)	2011	18375	208000	0
No usual address (WA)	2011	23625		0
No usual address (WA)	2011	23625	-1	0
No usual address (WA)	2011	23625	52	0
No usual address (WA)	2011	23625	7800	0
No usual address (WA)	2011	23625	15600	0
No usual address (WA)	2011	23625	20800	0
No usual address (WA)	2011	23625	26000	0
No usual address (WA)	2011	23625	33800	0
No usual address (WA)	2011	23625	41600	0
No usual address (WA)	2011	23625	52000	0
No usual address (WA)	2011	23625	65000	0
No usual address (WA)	2011	23625	78000	0
No usual address (WA)	2011	23625	104000	0
No usual address (WA)	2011	23625	130000	0
No usual address (WA)	2011	23625	156000	0
No usual address (WA)	2011	23625	208000	0
No usual address (WA)	2011	28875		0
No usual address (WA)	2011	28875	-1	0
No usual address (WA)	2011	28875	52	0
No usual address (WA)	2011	28875	7800	0
No usual address (WA)	2011	28875	15600	0
No usual address (WA)	2011	28875	20800	0
No usual address (WA)	2011	28875	26000	0
No usual address (WA)	2011	28875	33800	0
No usual address (WA)	2011	28875	41600	0
No usual address (WA)	2011	28875	52000	0
No usual address (WA)	2011	28875	65000	0
No usual address (WA)	2011	28875	78000	0
No usual address (WA)	2011	28875	104000	0
No usual address (WA)	2011	28875	130000	0
No usual address (WA)	2011	28875	156000	0
No usual address (WA)	2011	28875	208000	0
No usual address (WA)	2011	34125		0
No usual address (WA)	2011	34125	-1	0
No usual address (WA)	2011	34125	52	0
No usual address (WA)	2011	34125	7800	0
No usual address (WA)	2011	34125	15600	0
No usual address (WA)	2011	34125	20800	0
No usual address (WA)	2011	34125	26000	0
No usual address (WA)	2011	34125	33800	0
No usual address (WA)	2011	34125	41600	0
No usual address (WA)	2011	34125	52000	0
No usual address (WA)	2011	34125	65000	0
No usual address (WA)	2011	34125	78000	0
No usual address (WA)	2011	34125	104000	0
No usual address (WA)	2011	34125	130000	0
No usual address (WA)	2011	34125	156000	0
No usual address (WA)	2011	34125	208000	0
No usual address (WA)	2016			0
No usual address (WA)	2016		-1	0
No usual address (WA)	2016		52	0
No usual address (WA)	2016		7800	0
No usual address (WA)	2016		15600	0
No usual address (WA)	2016		20800	0
No usual address (WA)	2016		26000	0
No usual address (WA)	2016		33800	0
No usual address (WA)	2016		41600	0
No usual address (WA)	2016		52000	0
No usual address (WA)	2016		65000	0
No usual address (WA)	2016		78000	0
No usual address (WA)	2016		104000	0
No usual address (WA)	2016		130000	0
No usual address (WA)	2016		156000	0
No usual address (WA)	2016		208000	0
No usual address (WA)	2016	0		0
No usual address (WA)	2016	0	-1	0
No usual address (WA)	2016	0	52	0
No usual address (WA)	2016	0	7800	0
No usual address (WA)	2016	0	15600	0
No usual address (WA)	2016	0	20800	0
No usual address (WA)	2016	0	26000	0
No usual address (WA)	2016	0	33800	0
No usual address (WA)	2016	0	41600	0
No usual address (WA)	2016	0	52000	0
No usual address (WA)	2016	0	65000	0
No usual address (WA)	2016	0	78000	0
No usual address (WA)	2016	0	104000	0
No usual address (WA)	2016	0	130000	0
No usual address (WA)	2016	0	156000	0
No usual address (WA)	2016	0	208000	0
No usual address (WA)	2016	3937		0
No usual address (WA)	2016	3937	-1	0
No usual address (WA)	2016	3937	52	0
No usual address (WA)	2016	3937	7800	0
No usual address (WA)	2016	3937	15600	0
No usual address (WA)	2016	3937	20800	0
No usual address (WA)	2016	3937	26000	0
No usual address (WA)	2016	3937	33800	0
No usual address (WA)	2016	3937	41600	0
No usual address (WA)	2016	3937	52000	0
No usual address (WA)	2016	3937	65000	0
No usual address (WA)	2016	3937	78000	0
No usual address (WA)	2016	3937	104000	0
No usual address (WA)	2016	3937	130000	0
No usual address (WA)	2016	3937	156000	0
No usual address (WA)	2016	3937	208000	0
No usual address (WA)	2016	5250		0
No usual address (WA)	2016	5250	-1	0
No usual address (WA)	2016	5250	52	0
No usual address (WA)	2016	5250	7800	0
No usual address (WA)	2016	5250	15600	0
No usual address (WA)	2016	5250	20800	0
No usual address (WA)	2016	5250	26000	0
No usual address (WA)	2016	5250	33800	0
No usual address (WA)	2016	5250	41600	0
No usual address (WA)	2016	5250	52000	0
No usual address (WA)	2016	5250	65000	0
No usual address (WA)	2016	5250	78000	0
No usual address (WA)	2016	5250	104000	0
No usual address (WA)	2016	5250	130000	0
No usual address (WA)	2016	5250	156000	0
No usual address (WA)	2016	5250	208000	0
No usual address (WA)	2016	7875		0
No usual address (WA)	2016	7875	-1	0
No usual address (WA)	2016	7875	52	0
No usual address (WA)	2016	7875	7800	0
No usual address (WA)	2016	7875	15600	0
No usual address (WA)	2016	7875	20800	0
No usual address (WA)	2016	7875	26000	0
No usual address (WA)	2016	7875	33800	0
No usual address (WA)	2016	7875	41600	0
No usual address (WA)	2016	7875	52000	0
No usual address (WA)	2016	7875	65000	0
No usual address (WA)	2016	7875	78000	0
No usual address (WA)	2016	7875	104000	0
No usual address (WA)	2016	7875	130000	0
No usual address (WA)	2016	7875	156000	0
No usual address (WA)	2016	7875	208000	0
No usual address (WA)	2016	10500		0
No usual address (WA)	2016	10500	-1	0
No usual address (WA)	2016	10500	52	0
No usual address (WA)	2016	10500	7800	0
No usual address (WA)	2016	10500	15600	0
No usual address (WA)	2016	10500	20800	0
No usual address (WA)	2016	10500	26000	0
No usual address (WA)	2016	10500	33800	0
No usual address (WA)	2016	10500	41600	0
No usual address (WA)	2016	10500	52000	0
No usual address (WA)	2016	10500	65000	0
No usual address (WA)	2016	10500	78000	0
No usual address (WA)	2016	10500	104000	0
No usual address (WA)	2016	10500	130000	0
No usual address (WA)	2016	10500	156000	0
No usual address (WA)	2016	10500	208000	0
No usual address (WA)	2016	11812		0
No usual address (WA)	2016	11812	-1	0
No usual address (WA)	2016	11812	52	0
No usual address (WA)	2016	11812	7800	0
No usual address (WA)	2016	11812	15600	0
No usual address (WA)	2016	11812	20800	0
No usual address (WA)	2016	11812	26000	0
No usual address (WA)	2016	11812	33800	0
No usual address (WA)	2016	11812	41600	0
No usual address (WA)	2016	11812	52000	0
No usual address (WA)	2016	11812	65000	0
No usual address (WA)	2016	11812	78000	0
No usual address (WA)	2016	11812	104000	0
No usual address (WA)	2016	11812	130000	0
No usual address (WA)	2016	11812	156000	0
No usual address (WA)	2016	11812	208000	0
No usual address (WA)	2016	14437		0
No usual address (WA)	2016	14437	-1	0
No usual address (WA)	2016	14437	52	0
No usual address (WA)	2016	14437	7800	0
No usual address (WA)	2016	14437	15600	0
No usual address (WA)	2016	14437	20800	0
No usual address (WA)	2016	14437	26000	0
No usual address (WA)	2016	14437	33800	0
No usual address (WA)	2016	14437	41600	0
No usual address (WA)	2016	14437	52000	0
No usual address (WA)	2016	14437	65000	0
No usual address (WA)	2016	14437	78000	0
No usual address (WA)	2016	14437	104000	0
No usual address (WA)	2016	14437	130000	0
No usual address (WA)	2016	14437	156000	0
No usual address (WA)	2016	14437	208000	0
No usual address (WA)	2016	18375		0
No usual address (WA)	2016	18375	-1	0
No usual address (WA)	2016	18375	52	0
No usual address (WA)	2016	18375	7800	0
No usual address (WA)	2016	18375	15600	0
No usual address (WA)	2016	18375	20800	0
No usual address (WA)	2016	18375	26000	0
No usual address (WA)	2016	18375	33800	0
No usual address (WA)	2016	18375	41600	0
No usual address (WA)	2016	18375	52000	0
No usual address (WA)	2016	18375	65000	0
No usual address (WA)	2016	18375	78000	0
No usual address (WA)	2016	18375	104000	0
No usual address (WA)	2016	18375	130000	0
No usual address (WA)	2016	18375	156000	0
No usual address (WA)	2016	18375	208000	0
No usual address (WA)	2016	23625		0
No usual address (WA)	2016	23625	-1	0
No usual address (WA)	2016	23625	52	0
No usual address (WA)	2016	23625	7800	0
No usual address (WA)	2016	23625	15600	0
No usual address (WA)	2016	23625	20800	0
No usual address (WA)	2016	23625	26000	0
No usual address (WA)	2016	23625	33800	0
No usual address (WA)	2016	23625	41600	0
No usual address (WA)	2016	23625	52000	0
No usual address (WA)	2016	23625	65000	0
No usual address (WA)	2016	23625	78000	0
No usual address (WA)	2016	23625	104000	0
No usual address (WA)	2016	23625	130000	0
No usual address (WA)	2016	23625	156000	0
No usual address (WA)	2016	23625	208000	0
No usual address (WA)	2016	28875		0
No usual address (WA)	2016	28875	-1	0
No usual address (WA)	2016	28875	52	0
No usual address (WA)	2016	28875	7800	0
No usual address (WA)	2016	28875	15600	0
No usual address (WA)	2016	28875	20800	0
No usual address (WA)	2016	28875	26000	0
No usual address (WA)	2016	28875	33800	0
No usual address (WA)	2016	28875	41600	0
No usual address (WA)	2016	28875	52000	0
No usual address (WA)	2016	28875	65000	0
No usual address (WA)	2016	28875	78000	0
No usual address (WA)	2016	28875	104000	0
No usual address (WA)	2016	28875	130000	0
No usual address (WA)	2016	28875	156000	0
No usual address (WA)	2016	28875	208000	0
No usual address (WA)	2016	34125		0
No usual address (WA)	2016	34125	-1	0
No usual address (WA)	2016	34125	52	0
No usual address (WA)	2016	34125	7800	0
No usual address (WA)	2016	34125	15600	0
No usual address (WA)	2016	34125	20800	0
No usual address (WA)	2016	34125	26000	0
No usual address (WA)	2016	34125	33800	0
No usual address (WA)	2016	34125	41600	0
No usual address (WA)	2016	34125	52000	0
No usual address (WA)	2016	34125	65000	0
No usual address (WA)	2016	34125	78000	0
No usual address (WA)	2016	34125	104000	0
No usual address (WA)	2016	34125	130000	0
No usual address (WA)	2016	34125	156000	0
No usual address (WA)	2016	34125	208000	0
Hobart	2006			166
Hobart	2006		-1	26
Hobart	2006		52	16
Hobart	2006		7800	108
Hobart	2006		15600	78
Hobart	2006		20800	18
Hobart	2006		26000	71
Hobart	2006		33800	33
Hobart	2006		41600	26
Hobart	2006		52000	33
Hobart	2006		65000	16
Hobart	2006		78000	17
Hobart	2006		104000	7
Hobart	2006		130000	6
Hobart	2006		156000	0
Hobart	2006		208000	0
Hobart	2006	0		234
Hobart	2006	0	-1	39
Hobart	2006	0	52	125
Hobart	2006	0	7800	1178
Hobart	2006	0	15600	712
Hobart	2006	0	20800	90
Hobart	2006	0	26000	278
Hobart	2006	0	33800	98
Hobart	2006	0	41600	107
Hobart	2006	0	52000	111
Hobart	2006	0	65000	52
Hobart	2006	0	78000	53
Hobart	2006	0	104000	22
Hobart	2006	0	130000	28
Hobart	2006	0	156000	3
Hobart	2006	0	208000	3
Hobart	2006	3937		107
Hobart	2006	3937	-1	22
Hobart	2006	3937	52	40
Hobart	2006	3937	7800	220
Hobart	2006	3937	15600	357
Hobart	2006	3937	20800	99
Hobart	2006	3937	26000	284
Hobart	2006	3937	33800	76
Hobart	2006	3937	41600	50
Hobart	2006	3937	52000	56
Hobart	2006	3937	65000	18
Hobart	2006	3937	78000	17
Hobart	2006	3937	104000	5
Hobart	2006	3937	130000	5
Hobart	2006	3937	156000	0
Hobart	2006	3937	208000	0
Hobart	2006	5250		382
Hobart	2006	5250	-1	45
Hobart	2006	5250	52	92
Hobart	2006	5250	7800	475
Hobart	2006	5250	15600	750
Hobart	2006	5250	20800	322
Hobart	2006	5250	26000	899
Hobart	2006	5250	33800	482
Hobart	2006	5250	41600	392
Hobart	2006	5250	52000	425
Hobart	2006	5250	65000	122
Hobart	2006	5250	78000	100
Hobart	2006	5250	104000	41
Hobart	2006	5250	130000	15
Hobart	2006	5250	156000	6
Hobart	2006	5250	208000	3
Hobart	2006	7875		303
Hobart	2006	7875	-1	34
Hobart	2006	7875	52	50
Hobart	2006	7875	7800	245
Hobart	2006	7875	15600	488
Hobart	2006	7875	20800	170
Hobart	2006	7875	26000	879
Hobart	2006	7875	33800	545
Hobart	2006	7875	41600	484
Hobart	2006	7875	52000	643
Hobart	2006	7875	65000	290
Hobart	2006	7875	78000	218
Hobart	2006	7875	104000	70
Hobart	2006	7875	130000	29
Hobart	2006	7875	156000	5
Hobart	2006	7875	208000	4
Hobart	2006	10500		165
Hobart	2006	10500	-1	28
Hobart	2006	10500	52	22
Hobart	2006	10500	7800	54
Hobart	2006	10500	15600	110
Hobart	2006	10500	20800	63
Hobart	2006	10500	26000	309
Hobart	2006	10500	33800	206
Hobart	2006	10500	41600	213
Hobart	2006	10500	52000	329
Hobart	2006	10500	65000	156
Hobart	2006	10500	78000	139
Hobart	2006	10500	104000	49
Hobart	2006	10500	130000	18
Hobart	2006	10500	156000	11
Hobart	2006	10500	208000	0
Hobart	2006	11812		234
Hobart	2006	11812	-1	24
Hobart	2006	11812	52	24
Hobart	2006	11812	7800	50
Hobart	2006	11812	15600	105
Hobart	2006	11812	20800	48
Hobart	2006	11812	26000	278
Hobart	2006	11812	33800	200
Hobart	2006	11812	41600	234
Hobart	2006	11812	52000	375
Hobart	2006	11812	65000	221
Hobart	2006	11812	78000	267
Hobart	2006	11812	104000	108
Hobart	2006	11812	130000	62
Hobart	2006	11812	156000	19
Hobart	2006	11812	208000	3
Hobart	2006	14437		181
Hobart	2006	14437	-1	29
Hobart	2006	14437	52	4
Hobart	2006	14437	7800	17
Hobart	2006	14437	15600	27
Hobart	2006	14437	20800	20
Hobart	2006	14437	26000	90
Hobart	2006	14437	33800	76
Hobart	2006	14437	41600	96
Hobart	2006	14437	52000	155
Hobart	2006	14437	65000	127
Hobart	2006	14437	78000	167
Hobart	2006	14437	104000	102
Hobart	2006	14437	130000	75
Hobart	2006	14437	156000	46
Hobart	2006	14437	208000	3
Hobart	2006	18375		76
Hobart	2006	18375	-1	14
Hobart	2006	18375	52	3
Hobart	2006	18375	7800	9
Hobart	2006	18375	15600	8
Hobart	2006	18375	20800	3
Hobart	2006	18375	26000	19
Hobart	2006	18375	33800	12
Hobart	2006	18375	41600	21
Hobart	2006	18375	52000	45
Hobart	2006	18375	65000	29
Hobart	2006	18375	78000	61
Hobart	2006	18375	104000	52
Hobart	2006	18375	130000	64
Hobart	2006	18375	156000	24
Hobart	2006	18375	208000	14
Hobart	2006	23625		24
Hobart	2006	23625	-1	3
Hobart	2006	23625	52	7
Hobart	2006	23625	7800	8
Hobart	2006	23625	15600	0
Hobart	2006	23625	20800	3
Hobart	2006	23625	26000	13
Hobart	2006	23625	33800	6
Hobart	2006	23625	41600	5
Hobart	2006	23625	52000	10
Hobart	2006	23625	65000	17
Hobart	2006	23625	78000	14
Hobart	2006	23625	104000	10
Hobart	2006	23625	130000	24
Hobart	2006	23625	156000	7
Hobart	2006	23625	208000	5
Hobart	2006	28875		6
Hobart	2006	28875	-1	0
Hobart	2006	28875	52	3
Hobart	2006	28875	7800	3
Hobart	2006	28875	15600	0
Hobart	2006	28875	20800	0
Hobart	2006	28875	26000	3
Hobart	2006	28875	33800	3
Hobart	2006	28875	41600	0
Hobart	2006	28875	52000	0
Hobart	2006	28875	65000	3
Hobart	2006	28875	78000	9
Hobart	2006	28875	104000	8
Hobart	2006	28875	130000	7
Hobart	2006	28875	156000	3
Hobart	2006	28875	208000	3
Hobart	2006	34125		33
Hobart	2006	34125	-1	3
Hobart	2006	34125	52	4
Hobart	2006	34125	7800	32
Hobart	2006	34125	15600	16
Hobart	2006	34125	20800	14
Hobart	2006	34125	26000	20
Hobart	2006	34125	33800	5
Hobart	2006	34125	41600	14
Hobart	2006	34125	52000	4
Hobart	2006	34125	65000	4
Hobart	2006	34125	78000	4
Hobart	2006	34125	104000	3
Hobart	2006	34125	130000	0
Hobart	2006	34125	156000	3
Hobart	2006	34125	208000	0
Hobart	2011			163
Hobart	2011		-1	29
Hobart	2011		52	21
Hobart	2011		7800	59
Hobart	2011		15600	74
Hobart	2011		20800	61
Hobart	2011		26000	27
Hobart	2011		33800	56
Hobart	2011		41600	38
Hobart	2011		52000	53
Hobart	2011		65000	24
Hobart	2011		78000	24
Hobart	2011		104000	12
Hobart	2011		130000	15
Hobart	2011		156000	12
Hobart	2011		208000	0
Hobart	2011	0		111
Hobart	2011	0	-1	25
Hobart	2011	0	52	97
Hobart	2011	0	7800	224
Hobart	2011	0	15600	221
Hobart	2011	0	20800	88
Hobart	2011	0	26000	50
Hobart	2011	0	33800	89
Hobart	2011	0	41600	87
Hobart	2011	0	52000	62
Hobart	2011	0	65000	47
Hobart	2011	0	78000	69
Hobart	2011	0	104000	39
Hobart	2011	0	130000	30
Hobart	2011	0	156000	14
Hobart	2011	0	208000	5
Hobart	2011	3937		135
Hobart	2011	3937	-1	11
Hobart	2011	3937	52	73
Hobart	2011	3937	7800	442
Hobart	2011	3937	15600	896
Hobart	2011	3937	20800	143
Hobart	2011	3937	26000	50
Hobart	2011	3937	33800	115
Hobart	2011	3937	41600	35
Hobart	2011	3937	52000	11
Hobart	2011	3937	65000	12
Hobart	2011	3937	78000	6
Hobart	2011	3937	104000	8
Hobart	2011	3937	130000	4
Hobart	2011	3937	156000	0
Hobart	2011	3937	208000	3
Hobart	2011	5250		183
Hobart	2011	5250	-1	36
Hobart	2011	5250	52	46
Hobart	2011	5250	7800	278
Hobart	2011	5250	15600	411
Hobart	2011	5250	20800	441
Hobart	2011	5250	26000	265
Hobart	2011	5250	33800	268
Hobart	2011	5250	41600	155
Hobart	2011	5250	52000	98
Hobart	2011	5250	65000	38
Hobart	2011	5250	78000	57
Hobart	2011	5250	104000	18
Hobart	2011	5250	130000	17
Hobart	2011	5250	156000	5
Hobart	2011	5250	208000	3
Hobart	2011	7875		206
Hobart	2011	7875	-1	30
Hobart	2011	7875	52	50
Hobart	2011	7875	7800	249
Hobart	2011	7875	15600	351
Hobart	2011	7875	20800	485
Hobart	2011	7875	26000	257
Hobart	2011	7875	33800	425
Hobart	2011	7875	41600	303
Hobart	2011	7875	52000	229
Hobart	2011	7875	65000	141
Hobart	2011	7875	78000	104
Hobart	2011	7875	104000	49
Hobart	2011	7875	130000	23
Hobart	2011	7875	156000	13
Hobart	2011	7875	208000	10
Hobart	2011	10500		155
Hobart	2011	10500	-1	25
Hobart	2011	10500	52	24
Hobart	2011	10500	7800	107
Hobart	2011	10500	15600	166
Hobart	2011	10500	20800	283
Hobart	2011	10500	26000	105
Hobart	2011	10500	33800	300
Hobart	2011	10500	41600	265
Hobart	2011	10500	52000	204
Hobart	2011	10500	65000	136
Hobart	2011	10500	78000	132
Hobart	2011	10500	104000	43
Hobart	2011	10500	130000	20
Hobart	2011	10500	156000	14
Hobart	2011	10500	208000	3
Hobart	2011	11812		265
Hobart	2011	11812	-1	44
Hobart	2011	11812	52	42
