SA4_NAME16	Year	EduInstitutionType	Sex	students
Hunter Valley exc Newcastle	2006	Secondary	M	7830
Hunter Valley exc Newcastle	2006	Technical or Further Educational Institution	F	2707
Hunter Valley exc Newcastle	2006	Technical or Further Educational Institution	M	2906
Hunter Valley exc Newcastle	2006	University or other tertiary	F	2368
Hunter Valley exc Newcastle	2006	University or other tertiary	M	1341
Hunter Valley exc Newcastle	2011		F	8646
Hunter Valley exc Newcastle	2011		M	9121
Hunter Valley exc Newcastle	2011	Infants/Primary	F	10356
Hunter Valley exc Newcastle	2011	Infants/Primary	M	11045
Hunter Valley exc Newcastle	2011	Pre-school	F	2466
Hunter Valley exc Newcastle	2011	Pre-school	M	2609
Hunter Valley exc Newcastle	2011	Secondary	F	8385
Hunter Valley exc Newcastle	2011	Secondary	M	8095
Hunter Valley exc Newcastle	2011	Technical or Further Educational Institution	F	2917
Hunter Valley exc Newcastle	2011	Technical or Further Educational Institution	M	2897
Hunter Valley exc Newcastle	2011	University or other tertiary	F	3278
Hunter Valley exc Newcastle	2011	University or other tertiary	M	1802
Hunter Valley exc Newcastle	2016		F	10789
Hunter Valley exc Newcastle	2016		M	11171
Hunter Valley exc Newcastle	2016	Infants/Primary	F	11536
Hunter Valley exc Newcastle	2016	Infants/Primary	M	12098
Hunter Valley exc Newcastle	2016	Pre-school	F	2536
Hunter Valley exc Newcastle	2016	Pre-school	M	2726
Hunter Valley exc Newcastle	2016	Secondary	F	8296
Hunter Valley exc Newcastle	2016	Secondary	M	8516
Hunter Valley exc Newcastle	2016	Technical or Further Educational Institution	F	2862
Hunter Valley exc Newcastle	2016	Technical or Further Educational Institution	M	2221
Hunter Valley exc Newcastle	2016	University or other tertiary	F	3851
Hunter Valley exc Newcastle	2016	University or other tertiary	M	2129
Illawarra	2006		F	10520
Illawarra	2006		M	10105
Illawarra	2006	Infants/Primary	F	11145
Illawarra	2006	Infants/Primary	M	11857
Illawarra	2006	Pre-school	F	2521
Illawarra	2006	Pre-school	M	2812
Illawarra	2006	Secondary	F	8910
Illawarra	2006	Secondary	M	9025
Illawarra	2006	Technical or Further Educational Institution	F	3417
Illawarra	2006	Technical or Further Educational Institution	M	3400
Illawarra	2006	University or other tertiary	F	5236
Illawarra	2006	University or other tertiary	M	4708
Illawarra	2011		F	8941
Illawarra	2011		M	8659
Illawarra	2011	Infants/Primary	F	10945
Illawarra	2011	Infants/Primary	M	11581
Illawarra	2011	Pre-school	F	2845
Illawarra	2011	Pre-school	M	3001
Illawarra	2011	Secondary	F	9227
Illawarra	2011	Secondary	M	9444
Illawarra	2011	Technical or Further Educational Institution	F	3524
Illawarra	2011	Technical or Further Educational Institution	M	3456
Illawarra	2011	University or other tertiary	F	7415
Illawarra	2011	University or other tertiary	M	6499
Illawarra	2016		F	10192
Illawarra	2016		M	9281
Illawarra	2016	Infants/Primary	F	11791
Illawarra	2016	Infants/Primary	M	12325
Illawarra	2016	Pre-school	F	2831
Illawarra	2016	Pre-school	M	3127
Illawarra	2016	Secondary	F	9347
Illawarra	2016	Secondary	M	9497
Illawarra	2016	Technical or Further Educational Institution	F	2946
Illawarra	2016	Technical or Further Educational Institution	M	2877
Illawarra	2016	University or other tertiary	F	8695
Illawarra	2016	University or other tertiary	M	7733
Mid North Coast	2006		F	7837
Mid North Coast	2006		M	7327
Mid North Coast	2006	Infants/Primary	F	7893
Mid North Coast	2006	Infants/Primary	M	8158
Mid North Coast	2006	Pre-school	F	1625
Mid North Coast	2006	Pre-school	M	1723
Mid North Coast	2006	Secondary	F	6654
Mid North Coast	2006	Secondary	M	6748
Mid North Coast	2006	Technical or Further Educational Institution	F	2591
Mid North Coast	2006	Technical or Further Educational Institution	M	2050
Mid North Coast	2006	University or other tertiary	F	1216
Mid North Coast	2006	University or other tertiary	M	638
Mid North Coast	2011		F	7543
Mid North Coast	2011		M	7410
Mid North Coast	2011	Infants/Primary	F	7489
Mid North Coast	2011	Infants/Primary	M	7913
Mid North Coast	2011	Pre-school	F	1736
Mid North Coast	2011	Pre-school	M	1875
Mid North Coast	2011	Secondary	F	6584
Mid North Coast	2011	Secondary	M	6635
Mid North Coast	2011	Technical or Further Educational Institution	F	2651
Mid North Coast	2011	Technical or Further Educational Institution	M	1953
Mid North Coast	2011	University or other tertiary	F	1813
Mid North Coast	2011	University or other tertiary	M	758
Mid North Coast	2016		F	9862
Mid North Coast	2016		M	9245
Mid North Coast	2016	Infants/Primary	F	7686
Mid North Coast	2016	Infants/Primary	M	8048
Mid North Coast	2016	Pre-school	F	1672
Mid North Coast	2016	Pre-school	M	1862
Mid North Coast	2016	Secondary	F	6222
Mid North Coast	2016	Secondary	M	6288
Mid North Coast	2016	Technical or Further Educational Institution	F	2388
Mid North Coast	2016	Technical or Further Educational Institution	M	1521
Mid North Coast	2016	University or other tertiary	F	2281
Mid North Coast	2016	University or other tertiary	M	1014
Murray	2006		F	4153
Murray	2006		M	4205
Murray	2006	Infants/Primary	F	4810
Murray	2006	Infants/Primary	M	5081
Murray	2006	Pre-school	F	876
Murray	2006	Pre-school	M	936
Murray	2006	Secondary	F	3867
Murray	2006	Secondary	M	3877
Murray	2006	Technical or Further Educational Institution	F	1558
Murray	2006	Technical or Further Educational Institution	M	1286
Murray	2006	University or other tertiary	F	1570
Murray	2006	University or other tertiary	M	710
Murray	2011		F	4039
Murray	2011		M	4083
Murray	2011	Infants/Primary	F	4415
Murray	2011	Infants/Primary	M	4526
Murray	2011	Pre-school	F	946
Murray	2011	Pre-school	M	1032
Murray	2011	Secondary	F	3742
Murray	2011	Secondary	M	3719
Murray	2011	Technical or Further Educational Institution	F	1718
Murray	2011	Technical or Further Educational Institution	M	1333
Murray	2011	University or other tertiary	F	1749
Murray	2011	University or other tertiary	M	750
Murray	2016		F	5696
Murray	2016		M	5380
Murray	2016	Infants/Primary	F	4638
Murray	2016	Infants/Primary	M	4768
Murray	2016	Pre-school	F	970
Murray	2016	Pre-school	M	1025
Murray	2016	Secondary	F	3622
Murray	2016	Secondary	M	3468
Murray	2016	Technical or Further Educational Institution	F	1229
Murray	2016	Technical or Further Educational Institution	M	976
Murray	2016	University or other tertiary	F	1749
Murray	2016	University or other tertiary	M	815
New England and North West	2006		F	6713
New England and North West	2006		M	6536
New England and North West	2006	Infants/Primary	F	7744
New England and North West	2006	Infants/Primary	M	8295
New England and North West	2006	Pre-school	F	1548
New England and North West	2006	Pre-school	M	1698
New England and North West	2006	Secondary	F	6287
New England and North West	2006	Secondary	M	6168
New England and North West	2006	Technical or Further Educational Institution	F	2414
New England and North West	2006	Technical or Further Educational Institution	M	1894
New England and North West	2006	University or other tertiary	F	2838
New England and North West	2006	University or other tertiary	M	1842
New England and North West	2011		F	6854
New England and North West	2011		M	6826
New England and North West	2011	Infants/Primary	F	7402
New England and North West	2011	Infants/Primary	M	7837
New England and North West	2011	Pre-school	F	1665
New England and North West	2011	Pre-school	M	1814
New England and North West	2011	Secondary	F	5955
New England and North West	2011	Secondary	M	6075
New England and North West	2011	Technical or Further Educational Institution	F	2497
New England and North West	2011	Technical or Further Educational Institution	M	1797
New England and North West	2011	University or other tertiary	F	3162
New England and North West	2011	University or other tertiary	M	1938
New England and North West	2016		F	9502
New England and North West	2016		M	9161
New England and North West	2016	Infants/Primary	F	7573
New England and North West	2016	Infants/Primary	M	7845
New England and North West	2016	Pre-school	F	1679
New England and North West	2016	Pre-school	M	1790
New England and North West	2016	Secondary	F	5701
New England and North West	2016	Secondary	M	5663
New England and North West	2016	Technical or Further Educational Institution	F	1850
New England and North West	2016	Technical or Further Educational Institution	M	1315
New England and North West	2016	University or other tertiary	F	3451
New England and North West	2016	University or other tertiary	M	2071
Newcastle and Lake Macquarie	2006		F	12480
Newcastle and Lake Macquarie	2006		M	11736
Newcastle and Lake Macquarie	2006	Infants/Primary	F	13023
Newcastle and Lake Macquarie	2006	Infants/Primary	M	13967
Newcastle and Lake Macquarie	2006	Pre-school	F	2715
Newcastle and Lake Macquarie	2006	Pre-school	M	2992
Newcastle and Lake Macquarie	2006	Secondary	F	10496
Newcastle and Lake Macquarie	2006	Secondary	M	10401
Newcastle and Lake Macquarie	2006	Technical or Further Educational Institution	F	3735
Newcastle and Lake Macquarie	2006	Technical or Further Educational Institution	M	4311
Newcastle and Lake Macquarie	2006	University or other tertiary	F	7890
Newcastle and Lake Macquarie	2006	University or other tertiary	M	5887
Newcastle and Lake Macquarie	2011		F	10888
Newcastle and Lake Macquarie	2011		M	10502
Newcastle and Lake Macquarie	2011	Infants/Primary	F	12801
Newcastle and Lake Macquarie	2011	Infants/Primary	M	13620
Newcastle and Lake Macquarie	2011	Pre-school	F	2923
Newcastle and Lake Macquarie	2011	Pre-school	M	3242
Newcastle and Lake Macquarie	2011	Secondary	F	10324
Newcastle and Lake Macquarie	2011	Secondary	M	10550
Newcastle and Lake Macquarie	2011	Technical or Further Educational Institution	F	3991
Newcastle and Lake Macquarie	2011	Technical or Further Educational Institution	M	4011
Newcastle and Lake Macquarie	2011	University or other tertiary	F	9740
Newcastle and Lake Macquarie	2011	University or other tertiary	M	7381
Newcastle and Lake Macquarie	2016		F	11685
Newcastle and Lake Macquarie	2016		M	10342
Newcastle and Lake Macquarie	2016	Infants/Primary	F	13778
Newcastle and Lake Macquarie	2016	Infants/Primary	M	14577
Newcastle and Lake Macquarie	2016	Pre-school	F	3195
Newcastle and Lake Macquarie	2016	Pre-school	M	3591
Newcastle and Lake Macquarie	2016	Secondary	F	10583
Newcastle and Lake Macquarie	2016	Secondary	M	10978
Newcastle and Lake Macquarie	2016	Technical or Further Educational Institution	F	3889
Newcastle and Lake Macquarie	2016	Technical or Further Educational Institution	M	3414
Newcastle and Lake Macquarie	2016	University or other tertiary	F	10775
Newcastle and Lake Macquarie	2016	University or other tertiary	M	8559
Richmond - Tweed	2006		F	9402
Richmond - Tweed	2006		M	8606
Richmond - Tweed	2006	Infants/Primary	F	9366
Richmond - Tweed	2006	Infants/Primary	M	9668
Richmond - Tweed	2006	Pre-school	F	1784
Richmond - Tweed	2006	Pre-school	M	1891
Richmond - Tweed	2006	Secondary	F	7631
Richmond - Tweed	2006	Secondary	M	7802
Richmond - Tweed	2006	Technical or Further Educational Institution	F	2646
Richmond - Tweed	2006	Technical or Further Educational Institution	M	2046
Richmond - Tweed	2006	University or other tertiary	F	3605
Richmond - Tweed	2006	University or other tertiary	M	2292
Richmond - Tweed	2011		F	8491
Richmond - Tweed	2011		M	7947
Richmond - Tweed	2011	Infants/Primary	F	9068
Richmond - Tweed	2011	Infants/Primary	M	9341
Richmond - Tweed	2011	Pre-school	F	1832
Richmond - Tweed	2011	Pre-school	M	1993
Richmond - Tweed	2011	Secondary	F	7689
Richmond - Tweed	2011	Secondary	M	7708
Richmond - Tweed	2011	Technical or Further Educational Institution	F	3152
Richmond - Tweed	2011	Technical or Further Educational Institution	M	2241
Richmond - Tweed	2011	University or other tertiary	F	4068
Richmond - Tweed	2011	University or other tertiary	M	2320
Richmond - Tweed	2016		F	11999
Richmond - Tweed	2016		M	11111
Richmond - Tweed	2016	Infants/Primary	F	8869
Richmond - Tweed	2016	Infants/Primary	M	9511
Richmond - Tweed	2016	Pre-school	F	1795
Richmond - Tweed	2016	Pre-school	M	1938
Richmond - Tweed	2016	Secondary	F	7432
Richmond - Tweed	2016	Secondary	M	7153
Richmond - Tweed	2016	Technical or Further Educational Institution	F	2715
Richmond - Tweed	2016	Technical or Further Educational Institution	M	1796
Richmond - Tweed	2016	University or other tertiary	F	4075
Richmond - Tweed	2016	University or other tertiary	M	2338
Riverina	2006		F	5354
Riverina	2006		M	6183
Riverina	2006	Infants/Primary	F	6915
Riverina	2006	Infants/Primary	M	7350
Riverina	2006	Pre-school	F	1374
Riverina	2006	Pre-school	M	1498
Riverina	2006	Secondary	F	5389
Riverina	2006	Secondary	M	5206
Riverina	2006	Technical or Further Educational Institution	F	2028
Riverina	2006	Technical or Further Educational Institution	M	2019
Riverina	2006	University or other tertiary	F	2304
Riverina	2006	University or other tertiary	M	1457
Riverina	2011		F	5309
Riverina	2011		M	6124
Riverina	2011	Infants/Primary	F	6461
Riverina	2011	Infants/Primary	M	6926
Riverina	2011	Pre-school	F	1458
Riverina	2011	Pre-school	M	1515
Riverina	2011	Secondary	F	5272
Riverina	2011	Secondary	M	5261
Riverina	2011	Technical or Further Educational Institution	F	2206
Riverina	2011	Technical or Further Educational Institution	M	2110
Riverina	2011	University or other tertiary	F	2867
Riverina	2011	University or other tertiary	M	1517
Riverina	2016		F	7196
Riverina	2016		M	8088
Riverina	2016	Infants/Primary	F	6605
Riverina	2016	Infants/Primary	M	6930
Riverina	2016	Pre-school	F	1363
Riverina	2016	Pre-school	M	1531
Riverina	2016	Secondary	F	5096
Riverina	2016	Secondary	M	5102
Riverina	2016	Technical or Further Educational Institution	F	1736
Riverina	2016	Technical or Further Educational Institution	M	1447
Riverina	2016	University or other tertiary	F	2919
Riverina	2016	University or other tertiary	M	1418
Southern Highlands and Shoalhaven	2006		F	5472
Southern Highlands and Shoalhaven	2006		M	5018
Southern Highlands and Shoalhaven	2006	Infants/Primary	F	5576
Southern Highlands and Shoalhaven	2006	Infants/Primary	M	5769
Southern Highlands and Shoalhaven	2006	Pre-school	F	1085
Southern Highlands and Shoalhaven	2006	Pre-school	M	1248
Southern Highlands and Shoalhaven	2006	Secondary	F	4862
Southern Highlands and Shoalhaven	2006	Secondary	M	4741
Southern Highlands and Shoalhaven	2006	Technical or Further Educational Institution	F	1664
Southern Highlands and Shoalhaven	2006	Technical or Further Educational Institution	M	1445
Southern Highlands and Shoalhaven	2006	University or other tertiary	F	1136
Southern Highlands and Shoalhaven	2006	University or other tertiary	M	609
Southern Highlands and Shoalhaven	2011		F	5266
Southern Highlands and Shoalhaven	2011		M	5368
Southern Highlands and Shoalhaven	2011	Infants/Primary	F	5130
Southern Highlands and Shoalhaven	2011	Infants/Primary	M	5445
Southern Highlands and Shoalhaven	2011	Pre-school	F	1244
Southern Highlands and Shoalhaven	2011	Pre-school	M	1336
Southern Highlands and Shoalhaven	2011	Secondary	F	4784
Southern Highlands and Shoalhaven	2011	Secondary	M	4516
Southern Highlands and Shoalhaven	2011	Technical or Further Educational Institution	F	1764
Southern Highlands and Shoalhaven	2011	Technical or Further Educational Institution	M	1436
Southern Highlands and Shoalhaven	2011	University or other tertiary	F	1632
Southern Highlands and Shoalhaven	2011	University or other tertiary	M	901
Southern Highlands and Shoalhaven	2016		F	6623
Southern Highlands and Shoalhaven	2016		M	6664
Southern Highlands and Shoalhaven	2016	Infants/Primary	F	5433
Southern Highlands and Shoalhaven	2016	Infants/Primary	M	5675
Southern Highlands and Shoalhaven	2016	Pre-school	F	1241
Southern Highlands and Shoalhaven	2016	Pre-school	M	1381
Southern Highlands and Shoalhaven	2016	Secondary	F	4461
Southern Highlands and Shoalhaven	2016	Secondary	M	4286
Southern Highlands and Shoalhaven	2016	Technical or Further Educational Institution	F	1318
Southern Highlands and Shoalhaven	2016	Technical or Further Educational Institution	M	1079
Southern Highlands and Shoalhaven	2016	University or other tertiary	F	1919
Southern Highlands and Shoalhaven	2016	University or other tertiary	M	988
Sydney - Baulkham Hills and Hawkesbury	2006		F	5990
Sydney - Baulkham Hills and Hawkesbury	2006		M	5468
Sydney - Baulkham Hills and Hawkesbury	2006	Infants/Primary	F	9525
Sydney - Baulkham Hills and Hawkesbury	2006	Infants/Primary	M	10176
Sydney - Baulkham Hills and Hawkesbury	2006	Pre-school	F	2060
Sydney - Baulkham Hills and Hawkesbury	2006	Pre-school	M	2195
Sydney - Baulkham Hills and Hawkesbury	2006	Secondary	F	8587
Sydney - Baulkham Hills and Hawkesbury	2006	Secondary	M	8775
Sydney - Baulkham Hills and Hawkesbury	2006	Technical or Further Educational Institution	F	2170
Sydney - Baulkham Hills and Hawkesbury	2006	Technical or Further Educational Institution	M	2503
Sydney - Baulkham Hills and Hawkesbury	2006	University or other tertiary	F	4960
Sydney - Baulkham Hills and Hawkesbury	2006	University or other tertiary	M	3983
Sydney - Baulkham Hills and Hawkesbury	2011		F	5319
Sydney - Baulkham Hills and Hawkesbury	2011		M	4970
Sydney - Baulkham Hills and Hawkesbury	2011	Infants/Primary	F	9858
Sydney - Baulkham Hills and Hawkesbury	2011	Infants/Primary	M	10500
Sydney - Baulkham Hills and Hawkesbury	2011	Pre-school	F	2229
Sydney - Baulkham Hills and Hawkesbury	2011	Pre-school	M	2369
Sydney - Baulkham Hills and Hawkesbury	2011	Secondary	F	8580
Sydney - Baulkham Hills and Hawkesbury	2011	Secondary	M	9100
Sydney - Baulkham Hills and Hawkesbury	2011	Technical or Further Educational Institution	F	2257
Sydney - Baulkham Hills and Hawkesbury	2011	Technical or Further Educational Institution	M	2343
Sydney - Baulkham Hills and Hawkesbury	2011	University or other tertiary	F	5897
Sydney - Baulkham Hills and Hawkesbury	2011	University or other tertiary	M	4919
Sydney - Baulkham Hills and Hawkesbury	2016		F	5812
Sydney - Baulkham Hills and Hawkesbury	2016		M	5046
Sydney - Baulkham Hills and Hawkesbury	2016	Infants/Primary	F	10905
Sydney - Baulkham Hills and Hawkesbury	2016	Infants/Primary	M	11627
Sydney - Baulkham Hills and Hawkesbury	2016	Pre-school	F	2201
Sydney - Baulkham Hills and Hawkesbury	2016	Pre-school	M	2434
Sydney - Baulkham Hills and Hawkesbury	2016	Secondary	F	9096
Sydney - Baulkham Hills and Hawkesbury	2016	Secondary	M	9600
Sydney - Baulkham Hills and Hawkesbury	2016	Technical or Further Educational Institution	F	1899
Sydney - Baulkham Hills and Hawkesbury	2016	Technical or Further Educational Institution	M	1905
Sydney - Baulkham Hills and Hawkesbury	2016	University or other tertiary	F	6671
Sydney - Baulkham Hills and Hawkesbury	2016	University or other tertiary	M	5785
Sydney - Blacktown	2006		F	12121
Sydney - Blacktown	2006		M	12682
Sydney - Blacktown	2006	Infants/Primary	F	13479
Sydney - Blacktown	2006	Infants/Primary	M	14386
Sydney - Blacktown	2006	Pre-school	F	2475
Sydney - Blacktown	2006	Pre-school	M	2704
Sydney - Blacktown	2006	Secondary	F	9987
Sydney - Blacktown	2006	Secondary	M	9927
Sydney - Blacktown	2006	Technical or Further Educational Institution	F	3874
Sydney - Blacktown	2006	Technical or Further Educational Institution	M	3868
Sydney - Blacktown	2006	University or other tertiary	F	4025
Sydney - Blacktown	2006	University or other tertiary	M	3338
Sydney - Blacktown	2011		F	10944
Sydney - Blacktown	2011		M	11496
Sydney - Blacktown	2011	Infants/Primary	F	13977
Sydney - Blacktown	2011	Infants/Primary	M	15105
Sydney - Blacktown	2011	Pre-school	F	2828
Sydney - Blacktown	2011	Pre-school	M	3217
Sydney - Blacktown	2011	Secondary	F	11199
Sydney - Blacktown	2011	Secondary	M	11522
Sydney - Blacktown	2011	Technical or Further Educational Institution	F	4484
Sydney - Blacktown	2011	Technical or Further Educational Institution	M	4048
Sydney - Blacktown	2011	University or other tertiary	F	6242
Sydney - Blacktown	2011	University or other tertiary	M	4789
Sydney - Blacktown	2016		F	11820
Sydney - Blacktown	2016		M	11992
Sydney - Blacktown	2016	Infants/Primary	F	16132
Sydney - Blacktown	2016	Infants/Primary	M	17336
Sydney - Blacktown	2016	Pre-school	F	3071
Sydney - Blacktown	2016	Pre-school	M	3389
Sydney - Blacktown	2016	Secondary	F	12098
Sydney - Blacktown	2016	Secondary	M	12466
