SA4_NAME16	Year	Age	Sex	persons
Sydney - South West	2011	0-4	M	13189
Sydney - South West	2011	5-14	F	25752
Sydney - South West	2011	5-14	M	27201
Sydney - South West	2011	15-19	F	13264
Sydney - South West	2011	15-19	M	14299
Sydney - South West	2011	20-24	F	12735
Sydney - South West	2011	20-24	M	12887
Sydney - South West	2011	25-34	F	25901
Sydney - South West	2011	25-34	M	24351
Sydney - South West	2011	35-44	F	26755
Sydney - South West	2011	35-44	M	24715
Sydney - South West	2011	45-54	F	25603
Sydney - South West	2011	45-54	M	25215
Sydney - South West	2011	55-64	F	19173
Sydney - South West	2011	55-64	M	18624
Sydney - South West	2011	65-74	F	10963
Sydney - South West	2011	65-74	M	10721
Sydney - South West	2011	75-84	F	6948
Sydney - South West	2011	75-84	M	5580
Sydney - South West	2011	85+	F	2436
Sydney - South West	2011	85+	M	1358
Sydney - South West	2016	0-4	F	13818
Sydney - South West	2016	0-4	M	14592
Sydney - South West	2016	5-14	F	27783
Sydney - South West	2016	5-14	M	29197
Sydney - South West	2016	15-19	F	14007
Sydney - South West	2016	15-19	M	15029
Sydney - South West	2016	20-24	F	14665
Sydney - South West	2016	20-24	M	15205
Sydney - South West	2016	25-34	F	29957
Sydney - South West	2016	25-34	M	28174
Sydney - South West	2016	35-44	F	28617
Sydney - South West	2016	35-44	M	26659
Sydney - South West	2016	45-54	F	27349
Sydney - South West	2016	45-54	M	26931
Sydney - South West	2016	55-64	F	23386
Sydney - South West	2016	55-64	M	22217
Sydney - South West	2016	65-74	F	14236
Sydney - South West	2016	65-74	M	13680
Sydney - South West	2016	75-84	F	8087
Sydney - South West	2016	75-84	M	6809
Sydney - South West	2016	85+	F	3432
Sydney - South West	2016	85+	M	2111
Sydney - Sutherland	2006	0-4	F	6476
Sydney - Sutherland	2006	0-4	M	6706
Sydney - Sutherland	2006	5-14	F	13010
Sydney - Sutherland	2006	5-14	M	13611
Sydney - Sutherland	2006	15-19	F	7048
Sydney - Sutherland	2006	15-19	M	7350
Sydney - Sutherland	2006	20-24	F	6521
Sydney - Sutherland	2006	20-24	M	6877
Sydney - Sutherland	2006	25-34	F	13557
Sydney - Sutherland	2006	25-34	M	13488
Sydney - Sutherland	2006	35-44	F	15512
Sydney - Sutherland	2006	35-44	M	14580
Sydney - Sutherland	2006	45-54	F	15114
Sydney - Sutherland	2006	45-54	M	14494
Sydney - Sutherland	2006	55-64	F	11661
Sydney - Sutherland	2006	55-64	M	11577
Sydney - Sutherland	2006	65-74	F	7025
Sydney - Sutherland	2006	65-74	M	6365
Sydney - Sutherland	2006	75-84	F	6118
Sydney - Sutherland	2006	75-84	M	4445
Sydney - Sutherland	2006	85+	F	2259
Sydney - Sutherland	2006	85+	M	1107
Sydney - Sutherland	2011	0-4	F	6706
Sydney - Sutherland	2011	0-4	M	7186
Sydney - Sutherland	2011	5-14	F	12835
Sydney - Sutherland	2011	5-14	M	13521
Sydney - Sutherland	2011	15-19	F	6562
Sydney - Sutherland	2011	15-19	M	6846
Sydney - Sutherland	2011	20-24	F	6588
Sydney - Sutherland	2011	20-24	M	6777
Sydney - Sutherland	2011	25-34	F	13176
Sydney - Sutherland	2011	25-34	M	12750
Sydney - Sutherland	2011	35-44	F	15714
Sydney - Sutherland	2011	35-44	M	14668
Sydney - Sutherland	2011	45-54	F	15460
Sydney - Sutherland	2011	45-54	M	14568
Sydney - Sutherland	2011	55-64	F	12886
Sydney - Sutherland	2011	55-64	M	12631
Sydney - Sutherland	2011	65-74	F	8376
Sydney - Sutherland	2011	65-74	M	7749
Sydney - Sutherland	2011	75-84	F	6079
Sydney - Sutherland	2011	75-84	M	4595
Sydney - Sutherland	2011	85+	F	3039
Sydney - Sutherland	2011	85+	M	1560
Sydney - Sutherland	2016	0-4	F	6545
Sydney - Sutherland	2016	0-4	M	7036
Sydney - Sutherland	2016	5-14	F	13604
Sydney - Sutherland	2016	5-14	M	14353
Sydney - Sutherland	2016	15-19	F	6373
Sydney - Sutherland	2016	15-19	M	6716
Sydney - Sutherland	2016	20-24	F	6176
Sydney - Sutherland	2016	20-24	M	6492
Sydney - Sutherland	2016	25-34	F	13476
Sydney - Sutherland	2016	25-34	M	12708
Sydney - Sutherland	2016	35-44	F	15494
Sydney - Sutherland	2016	35-44	M	14583
Sydney - Sutherland	2016	45-54	F	15550
Sydney - Sutherland	2016	45-54	M	14637
Sydney - Sutherland	2016	55-64	F	13966
Sydney - Sutherland	2016	55-64	M	13236
Sydney - Sutherland	2016	65-74	F	10370
Sydney - Sutherland	2016	65-74	M	9563
Sydney - Sutherland	2016	75-84	F	6079
Sydney - Sutherland	2016	75-84	M	4962
Sydney - Sutherland	2016	85+	F	3824
Sydney - Sutherland	2016	85+	M	2123
Migratory - Offshore - Shipping (NSW)	2006	0-4	F	0
Migratory - Offshore - Shipping (NSW)	2006	0-4	M	0
Migratory - Offshore - Shipping (NSW)	2006	5-14	F	0
Migratory - Offshore - Shipping (NSW)	2006	5-14	M	0
Migratory - Offshore - Shipping (NSW)	2006	15-19	F	4
Migratory - Offshore - Shipping (NSW)	2006	15-19	M	0
Migratory - Offshore - Shipping (NSW)	2006	20-24	F	0
Migratory - Offshore - Shipping (NSW)	2006	20-24	M	8
Migratory - Offshore - Shipping (NSW)	2006	25-34	F	5
Migratory - Offshore - Shipping (NSW)	2006	25-34	M	16
Migratory - Offshore - Shipping (NSW)	2006	35-44	F	0
Migratory - Offshore - Shipping (NSW)	2006	35-44	M	6
Migratory - Offshore - Shipping (NSW)	2006	45-54	F	0
Migratory - Offshore - Shipping (NSW)	2006	45-54	M	0
Migratory - Offshore - Shipping (NSW)	2006	55-64	F	0
Migratory - Offshore - Shipping (NSW)	2006	55-64	M	4
Migratory - Offshore - Shipping (NSW)	2006	65-74	F	0
Migratory - Offshore - Shipping (NSW)	2006	65-74	M	0
Migratory - Offshore - Shipping (NSW)	2006	75-84	F	0
Migratory - Offshore - Shipping (NSW)	2006	75-84	M	0
Migratory - Offshore - Shipping (NSW)	2006	85+	F	0
Migratory - Offshore - Shipping (NSW)	2006	85+	M	0
Migratory - Offshore - Shipping (NSW)	2011	0-4	F	0
Migratory - Offshore - Shipping (NSW)	2011	0-4	M	0
Migratory - Offshore - Shipping (NSW)	2011	5-14	F	0
Migratory - Offshore - Shipping (NSW)	2011	5-14	M	3
Migratory - Offshore - Shipping (NSW)	2011	15-19	F	0
Migratory - Offshore - Shipping (NSW)	2011	15-19	M	0
Migratory - Offshore - Shipping (NSW)	2011	20-24	F	0
Migratory - Offshore - Shipping (NSW)	2011	20-24	M	3
Migratory - Offshore - Shipping (NSW)	2011	25-34	F	0
Migratory - Offshore - Shipping (NSW)	2011	25-34	M	3
Migratory - Offshore - Shipping (NSW)	2011	35-44	F	5
Migratory - Offshore - Shipping (NSW)	2011	35-44	M	5
Migratory - Offshore - Shipping (NSW)	2011	45-54	F	3
Migratory - Offshore - Shipping (NSW)	2011	45-54	M	12
Migratory - Offshore - Shipping (NSW)	2011	55-64	F	19
Migratory - Offshore - Shipping (NSW)	2011	55-64	M	9
Migratory - Offshore - Shipping (NSW)	2011	65-74	F	17
Migratory - Offshore - Shipping (NSW)	2011	65-74	M	15
Migratory - Offshore - Shipping (NSW)	2011	75-84	F	14
Migratory - Offshore - Shipping (NSW)	2011	75-84	M	12
Migratory - Offshore - Shipping (NSW)	2011	85+	F	0
Migratory - Offshore - Shipping (NSW)	2011	85+	M	0
Migratory - Offshore - Shipping (NSW)	2016	0-4	F	4
Migratory - Offshore - Shipping (NSW)	2016	0-4	M	10
Migratory - Offshore - Shipping (NSW)	2016	5-14	F	14
Migratory - Offshore - Shipping (NSW)	2016	5-14	M	7
Migratory - Offshore - Shipping (NSW)	2016	15-19	F	7
Migratory - Offshore - Shipping (NSW)	2016	15-19	M	3
Migratory - Offshore - Shipping (NSW)	2016	20-24	F	4
Migratory - Offshore - Shipping (NSW)	2016	20-24	M	9
Migratory - Offshore - Shipping (NSW)	2016	25-34	F	24
Migratory - Offshore - Shipping (NSW)	2016	25-34	M	11
Migratory - Offshore - Shipping (NSW)	2016	35-44	F	14
Migratory - Offshore - Shipping (NSW)	2016	35-44	M	18
Migratory - Offshore - Shipping (NSW)	2016	45-54	F	31
Migratory - Offshore - Shipping (NSW)	2016	45-54	M	25
Migratory - Offshore - Shipping (NSW)	2016	55-64	F	53
Migratory - Offshore - Shipping (NSW)	2016	55-64	M	22
Migratory - Offshore - Shipping (NSW)	2016	65-74	F	60
Migratory - Offshore - Shipping (NSW)	2016	65-74	M	48
Migratory - Offshore - Shipping (NSW)	2016	75-84	F	24
Migratory - Offshore - Shipping (NSW)	2016	75-84	M	16
Migratory - Offshore - Shipping (NSW)	2016	85+	F	7
Migratory - Offshore - Shipping (NSW)	2016	85+	M	3
No usual address (NSW)	2006	0-4	F	222
No usual address (NSW)	2006	0-4	M	216
No usual address (NSW)	2006	5-14	F	257
No usual address (NSW)	2006	5-14	M	259
No usual address (NSW)	2006	15-19	F	262
No usual address (NSW)	2006	15-19	M	309
No usual address (NSW)	2006	20-24	F	506
No usual address (NSW)	2006	20-24	M	627
No usual address (NSW)	2006	25-34	F	991
No usual address (NSW)	2006	25-34	M	1359
No usual address (NSW)	2006	35-44	F	582
No usual address (NSW)	2006	35-44	M	1163
No usual address (NSW)	2006	45-54	F	541
No usual address (NSW)	2006	45-54	M	824
No usual address (NSW)	2006	55-64	F	543
No usual address (NSW)	2006	55-64	M	668
No usual address (NSW)	2006	65-74	F	211
No usual address (NSW)	2006	65-74	M	347
No usual address (NSW)	2006	75-84	F	92
No usual address (NSW)	2006	75-84	M	112
No usual address (NSW)	2006	85+	F	35
No usual address (NSW)	2006	85+	M	27
No usual address (NSW)	2011	0-4	F	247
No usual address (NSW)	2011	0-4	M	305
No usual address (NSW)	2011	5-14	F	299
No usual address (NSW)	2011	5-14	M	330
No usual address (NSW)	2011	15-19	F	374
No usual address (NSW)	2011	15-19	M	387
No usual address (NSW)	2011	20-24	F	609
No usual address (NSW)	2011	20-24	M	700
No usual address (NSW)	2011	25-34	F	1161
No usual address (NSW)	2011	25-34	M	1499
No usual address (NSW)	2011	35-44	F	731
No usual address (NSW)	2011	35-44	M	1370
No usual address (NSW)	2011	45-54	F	671
No usual address (NSW)	2011	45-54	M	1216
No usual address (NSW)	2011	55-64	F	719
No usual address (NSW)	2011	55-64	M	963
No usual address (NSW)	2011	65-74	F	346
No usual address (NSW)	2011	65-74	M	625
No usual address (NSW)	2011	75-84	F	94
No usual address (NSW)	2011	75-84	M	147
No usual address (NSW)	2011	85+	F	71
No usual address (NSW)	2011	85+	M	50
No usual address (NSW)	2016	0-4	F	149
No usual address (NSW)	2016	0-4	M	188
No usual address (NSW)	2016	5-14	F	200
No usual address (NSW)	2016	5-14	M	202
No usual address (NSW)	2016	15-19	F	232
No usual address (NSW)	2016	15-19	M	285
No usual address (NSW)	2016	20-24	F	615
No usual address (NSW)	2016	20-24	M	746
No usual address (NSW)	2016	25-34	F	1091
No usual address (NSW)	2016	25-34	M	1615
No usual address (NSW)	2016	35-44	F	629
No usual address (NSW)	2016	35-44	M	1269
No usual address (NSW)	2016	45-54	F	646
No usual address (NSW)	2016	45-54	M	1148
No usual address (NSW)	2016	55-64	F	732
No usual address (NSW)	2016	55-64	M	986
No usual address (NSW)	2016	65-74	F	477
No usual address (NSW)	2016	65-74	M	719
No usual address (NSW)	2016	75-84	F	120
No usual address (NSW)	2016	75-84	M	162
No usual address (NSW)	2016	85+	F	48
No usual address (NSW)	2016	85+	M	32
Ballarat	2006	0-4	F	4072
Ballarat	2006	0-4	M	4086
Ballarat	2006	5-14	F	9170
Ballarat	2006	5-14	M	9657
Ballarat	2006	15-19	F	4927
Ballarat	2006	15-19	M	5175
Ballarat	2006	20-24	F	4213
Ballarat	2006	20-24	M	4204
Ballarat	2006	25-34	F	7654
Ballarat	2006	25-34	M	7373
Ballarat	2006	35-44	F	9831
Ballarat	2006	35-44	M	8916
Ballarat	2006	45-54	F	9989
Ballarat	2006	45-54	M	9462
Ballarat	2006	55-64	F	8250
Ballarat	2006	55-64	M	8142
Ballarat	2006	65-74	F	5526
Ballarat	2006	65-74	M	5325
Ballarat	2006	75-84	F	4386
Ballarat	2006	75-84	M	3236
Ballarat	2006	85+	F	1732
Ballarat	2006	85+	M	806
Ballarat	2011	0-4	F	4596
Ballarat	2011	0-4	M	4781
Ballarat	2011	5-14	F	8963
Ballarat	2011	5-14	M	9445
Ballarat	2011	15-19	F	5066
Ballarat	2011	15-19	M	5297
Ballarat	2011	20-24	F	4637
Ballarat	2011	20-24	M	4656
Ballarat	2011	25-34	F	8150
Ballarat	2011	25-34	M	7630
Ballarat	2011	35-44	F	9911
Ballarat	2011	35-44	M	9097
Ballarat	2011	45-54	F	10566
Ballarat	2011	45-54	M	9950
Ballarat	2011	55-64	F	9957
Ballarat	2011	55-64	M	9590
Ballarat	2011	65-74	F	6684
Ballarat	2011	65-74	M	6388
Ballarat	2011	75-84	F	4328
Ballarat	2011	75-84	M	3466
Ballarat	2011	85+	F	2052
Ballarat	2011	85+	M	1027
Ballarat	2016	0-4	F	4527
Ballarat	2016	0-4	M	4794
Ballarat	2016	5-14	F	9615
Ballarat	2016	5-14	M	10031
Ballarat	2016	15-19	F	4705
Ballarat	2016	15-19	M	4948
Ballarat	2016	20-24	F	4900
Ballarat	2016	20-24	M	4971
Ballarat	2016	25-34	F	8982
Ballarat	2016	25-34	M	8530
Ballarat	2016	35-44	F	9704
Ballarat	2016	35-44	M	9046
Ballarat	2016	45-54	F	11065
Ballarat	2016	45-54	M	10223
Ballarat	2016	55-64	F	11020
Ballarat	2016	55-64	M	10317
Ballarat	2016	65-74	F	8929
Ballarat	2016	65-74	M	8547
Ballarat	2016	75-84	F	4783
Ballarat	2016	75-84	M	4100
Ballarat	2016	85+	F	2456
Ballarat	2016	85+	M	1291
Bendigo	2006	0-4	F	3949
Bendigo	2006	0-4	M	4063
Bendigo	2006	5-14	F	9307
Bendigo	2006	5-14	M	9545
Bendigo	2006	15-19	F	4729
Bendigo	2006	15-19	M	4794
Bendigo	2006	20-24	F	4013
Bendigo	2006	20-24	M	3917
Bendigo	2006	25-34	F	7218
Bendigo	2006	25-34	M	6802
Bendigo	2006	35-44	F	9508
Bendigo	2006	35-44	M	8521
Bendigo	2006	45-54	F	9961
Bendigo	2006	45-54	M	9566
Bendigo	2006	55-64	F	7943
Bendigo	2006	55-64	M	7944
Bendigo	2006	65-74	F	5397
Bendigo	2006	65-74	M	5134
Bendigo	2006	75-84	F	4133
Bendigo	2006	75-84	M	3209
Bendigo	2006	85+	F	1882
Bendigo	2006	85+	M	868
Bendigo	2011	0-4	F	4256
Bendigo	2011	0-4	M	4615
Bendigo	2011	5-14	F	8804
Bendigo	2011	5-14	M	9149
Bendigo	2011	15-19	F	4816
Bendigo	2011	15-19	M	4894
Bendigo	2011	20-24	F	4283
Bendigo	2011	20-24	M	4271
Bendigo	2011	25-34	F	7641
Bendigo	2011	25-34	M	7180
Bendigo	2011	35-44	F	9329
Bendigo	2011	35-44	M	8683
Bendigo	2011	45-54	F	10418
Bendigo	2011	45-54	M	9549
Bendigo	2011	55-64	F	9647
Bendigo	2011	55-64	M	9369
Bendigo	2011	65-74	F	6429
Bendigo	2011	65-74	M	6234
Bendigo	2011	75-84	F	4326
Bendigo	2011	75-84	M	3502
Bendigo	2011	85+	F	2156
Bendigo	2011	85+	M	1140
Bendigo	2016	0-4	F	4552
Bendigo	2016	0-4	M	4675
Bendigo	2016	5-14	F	9234
Bendigo	2016	5-14	M	9843
Bendigo	2016	15-19	F	4627
Bendigo	2016	15-19	M	4748
Bendigo	2016	20-24	F	4634
Bendigo	2016	20-24	M	4598
Bendigo	2016	25-34	F	8738
Bendigo	2016	25-34	M	8364
Bendigo	2016	35-44	F	9480
Bendigo	2016	35-44	M	8736
Bendigo	2016	45-54	F	10643
Bendigo	2016	45-54	M	9833
Bendigo	2016	55-64	F	10756
Bendigo	2016	55-64	M	10195
Bendigo	2016	65-74	F	8472
Bendigo	2016	65-74	M	8128
Bendigo	2016	75-84	F	4759
Bendigo	2016	75-84	M	4118
Bendigo	2016	85+	F	2500
Bendigo	2016	85+	M	1457
Geelong	2006	0-4	F	6869
Geelong	2006	0-4	M	7342
Geelong	2006	5-14	F	14943
Geelong	2006	5-14	M	16274
Geelong	2006	15-19	F	7774
Geelong	2006	15-19	M	8157
Geelong	2006	20-24	F	6903
Geelong	2006	20-24	M	7080
Geelong	2006	25-34	F	13915
Geelong	2006	25-34	M	13535
Geelong	2006	35-44	F	16950
Geelong	2006	35-44	M	15728
Geelong	2006	45-54	F	16717
Geelong	2006	45-54	M	15767
Geelong	2006	55-64	F	13546
Geelong	2006	55-64	M	12903
Geelong	2006	65-74	F	9711
Geelong	2006	65-74	M	8685
Geelong	2006	75-84	F	7895
Geelong	2006	75-84	M	5922
Geelong	2006	85+	F	3069
Geelong	2006	85+	M	1580
Geelong	2011	0-4	F	7688
Geelong	2011	0-4	M	8151
Geelong	2011	5-14	F	15305
Geelong	2011	5-14	M	16391
Geelong	2011	15-19	F	8006
Geelong	2011	15-19	M	8580
Geelong	2011	20-24	F	7563
Geelong	2011	20-24	M	7763
Geelong	2011	25-34	F	14956
Geelong	2011	25-34	M	14247
Geelong	2011	35-44	F	17834
Geelong	2011	35-44	M	16712
Geelong	2011	45-54	F	17964
Geelong	2011	45-54	M	16663
Geelong	2011	55-64	F	16180
Geelong	2011	55-64	M	15237
Geelong	2011	65-74	F	11133
Geelong	2011	65-74	M	10208
Geelong	2011	75-84	F	7855
Geelong	2011	75-84	M	6219
Geelong	2011	85+	F	3974
Geelong	2011	85+	M	2026
Geelong	2016	0-4	F	8303
Geelong	2016	0-4	M	8945
Geelong	2016	5-14	F	16839
Geelong	2016	5-14	M	17718
Geelong	2016	15-19	F	8363
Geelong	2016	15-19	M	8752
Geelong	2016	20-24	F	8475
Geelong	2016	20-24	M	8977
Geelong	2016	25-34	F	17444
Geelong	2016	25-34	M	16643
Geelong	2016	35-44	F	18239
Geelong	2016	35-44	M	17300
Geelong	2016	45-54	F	18979
Geelong	2016	45-54	M	17491
Geelong	2016	55-64	F	18329
Geelong	2016	55-64	M	16783
Geelong	2016	65-74	F	14941
Geelong	2016	65-74	M	13587
Geelong	2016	75-84	F	8547
Geelong	2016	75-84	M	6955
Geelong	2016	85+	F	4657
Geelong	2016	85+	M	2667
Hume	2006	0-4	F	4432
Hume	2006	0-4	M	4640
Hume	2006	5-14	F	10617
Hume	2006	5-14	M	11224
Hume	2006	15-19	F	5076
Hume	2006	15-19	M	5797
Hume	2006	20-24	F	3576
Hume	2006	20-24	M	3910
Hume	2006	25-34	F	7921
Hume	2006	25-34	M	7560
Hume	2006	35-44	F	10964
Hume	2006	35-44	M	10276
Hume	2006	45-54	F	11583
Hume	2006	45-54	M	11376
Hume	2006	55-64	F	9745
Hume	2006	55-64	M	9882
Hume	2006	65-74	F	6313
Hume	2006	65-74	M	6178
Hume	2006	75-84	F	4828
Hume	2006	75-84	M	3848
Hume	2006	85+	F	1971
Hume	2006	85+	M	898
Hume	2011	0-4	F	4740
Hume	2011	0-4	M	4971
Hume	2011	5-14	F	10103
Hume	2011	5-14	M	10473
Hume	2011	15-19	F	5264
Hume	2011	15-19	M	5816
Hume	2011	20-24	F	3565
Hume	2011	20-24	M	4272
Hume	2011	25-34	F	7948
Hume	2011	25-34	M	7483
Hume	2011	35-44	F	10444
Hume	2011	35-44	M	9609
Hume	2011	45-54	F	12058
Hume	2011	45-54	M	11358
Hume	2011	55-64	F	11273
Hume	2011	55-64	M	11519
Hume	2011	65-74	F	7809
Hume	2011	65-74	M	7823
Hume	2011	75-84	F	4945
Hume	2011	75-84	M	4213
Hume	2011	85+	F	2351
Hume	2011	85+	M	1253
Hume	2016	0-4	F	4623
Hume	2016	0-4	M	4839
Hume	2016	5-14	F	10267
Hume	2016	5-14	M	10670
Hume	2016	15-19	F	4909
Hume	2016	15-19	M	5382
Hume	2016	20-24	F	3914
Hume	2016	20-24	M	4583
Hume	2016	25-34	F	8811
Hume	2016	25-34	M	8309
Hume	2016	35-44	F	10058
Hume	2016	35-44	M	9220
Hume	2016	45-54	F	12040
Hume	2016	45-54	M	11323
Hume	2016	55-64	F	12854
Hume	2016	55-64	M	12425
Hume	2016	65-74	F	10378
Hume	2016	65-74	M	10432
Hume	2016	75-84	F	5576
Hume	2016	75-84	M	4982
Hume	2016	85+	F	2840
Hume	2016	85+	M	1754
Latrobe - Gippsland	2006	0-4	F	6826
Latrobe - Gippsland	2006	0-4	M	6958
Latrobe - Gippsland	2006	5-14	F	16377
Latrobe - Gippsland	2006	5-14	M	17250
Latrobe - Gippsland	2006	15-19	F	8156
Latrobe - Gippsland	2006	15-19	M	8505
Latrobe - Gippsland	2006	20-24	F	6000
Latrobe - Gippsland	2006	20-24	M	6126
Latrobe - Gippsland	2006	25-34	F	12103
Latrobe - Gippsland	2006	25-34	M	11500
Latrobe - Gippsland	2006	35-44	F	16334
Latrobe - Gippsland	2006	35-44	M	15285
Latrobe - Gippsland	2006	45-54	F	18054
Latrobe - Gippsland	2006	45-54	M	17323
Latrobe - Gippsland	2006	55-64	F	15744
Latrobe - Gippsland	2006	55-64	M	15737
Latrobe - Gippsland	2006	65-74	F	10889
Latrobe - Gippsland	2006	65-74	M	10826
Latrobe - Gippsland	2006	75-84	F	8014
Latrobe - Gippsland	2006	75-84	M	6534
Latrobe - Gippsland	2006	85+	F	2963
Latrobe - Gippsland	2006	85+	M	1515
Latrobe - Gippsland	2011	0-4	F	7741
Latrobe - Gippsland	2011	0-4	M	8206
Latrobe - Gippsland	2011	5-14	F	15742
Latrobe - Gippsland	2011	5-14	M	16328
Latrobe - Gippsland	2011	15-19	F	8237
Latrobe - Gippsland	2011	15-19	M	8674
Latrobe - Gippsland	2011	20-24	F	6540
Latrobe - Gippsland	2011	20-24	M	6801
Latrobe - Gippsland	2011	25-34	F	13362
Latrobe - Gippsland	2011	25-34	M	12859
Latrobe - Gippsland	2011	35-44	F	16053
Latrobe - Gippsland	2011	35-44	M	15004
Latrobe - Gippsland	2011	45-54	F	18459
Latrobe - Gippsland	2011	45-54	M	17430
Latrobe - Gippsland	2011	55-64	F	18681
Latrobe - Gippsland	2011	55-64	M	18218
Latrobe - Gippsland	2011	65-74	F	13207
Latrobe - Gippsland	2011	65-74	M	13285
Latrobe - Gippsland	2011	75-84	F	8155
Latrobe - Gippsland	2011	75-84	M	7135
Latrobe - Gippsland	2011	85+	F	3733
Latrobe - Gippsland	2011	85+	M	2007
Latrobe - Gippsland	2016	0-4	F	7396
Latrobe - Gippsland	2016	0-4	M	7836
Latrobe - Gippsland	2016	5-14	F	16019
Latrobe - Gippsland	2016	5-14	M	16567
Latrobe - Gippsland	2016	15-19	F	7394
Latrobe - Gippsland	2016	15-19	M	8033
Latrobe - Gippsland	2016	20-24	F	6639
Latrobe - Gippsland	2016	20-24	M	6900
Latrobe - Gippsland	2016	25-34	F	14612
Latrobe - Gippsland	2016	25-34	M	13812
Latrobe - Gippsland	2016	35-44	F	15166
Latrobe - Gippsland	2016	35-44	M	14169
Latrobe - Gippsland	2016	45-54	F	18570
Latrobe - Gippsland	2016	45-54	M	17348
Latrobe - Gippsland	2016	55-64	F	20800
Latrobe - Gippsland	2016	55-64	M	19485
Latrobe - Gippsland	2016	65-74	F	17673
Latrobe - Gippsland	2016	65-74	M	17619
Latrobe - Gippsland	2016	75-84	F	9486
Latrobe - Gippsland	2016	75-84	M	8637
Latrobe - Gippsland	2016	85+	F	4489
Latrobe - Gippsland	2016	85+	M	2763
Melbourne - Inner	2006	0-4	F	11162
Melbourne - Inner	2006	0-4	M	11426
Melbourne - Inner	2006	5-14	F	15659
Melbourne - Inner	2006	5-14	M	16231
Melbourne - Inner	2006	15-19	F	11669
Melbourne - Inner	2006	15-19	M	10844
Melbourne - Inner	2006	20-24	F	27037
Melbourne - Inner	2006	20-24	M	23964
Melbourne - Inner	2006	25-34	F	56623
Melbourne - Inner	2006	25-34	M	55620
Melbourne - Inner	2006	35-44	F	36643
Melbourne - Inner	2006	35-44	M	38444
Melbourne - Inner	2006	45-54	F	26593
Melbourne - Inner	2006	45-54	M	26205
Melbourne - Inner	2006	55-64	F	19680
Melbourne - Inner	2006	55-64	M	19587
Melbourne - Inner	2006	65-74	F	13498
Melbourne - Inner	2006	65-74	M	12163
Melbourne - Inner	2006	75-84	F	10515
Melbourne - Inner	2006	75-84	M	8431
Melbourne - Inner	2006	85+	F	4687
Melbourne - Inner	2006	85+	M	2242
Melbourne - Inner	2011	0-4	F	12565
Melbourne - Inner	2011	0-4	M	13124
Melbourne - Inner	2011	5-14	F	17298
Melbourne - Inner	2011	5-14	M	17798
Melbourne - Inner	2011	15-19	F	11065
Melbourne - Inner	2011	15-19	M	10510
Melbourne - Inner	2011	20-24	F	28126
Melbourne - Inner	2011	20-24	M	24760
Melbourne - Inner	2011	25-34	F	65634
Melbourne - Inner	2011	25-34	M	63646
Melbourne - Inner	2011	35-44	F	40306
Melbourne - Inner	2011	35-44	M	41062
Melbourne - Inner	2011	45-54	F	28764
Melbourne - Inner	2011	45-54	M	28641
Melbourne - Inner	2011	55-64	F	22855
Melbourne - Inner	2011	55-64	M	21793
Melbourne - Inner	2011	65-74	F	14309
Melbourne - Inner	2011	65-74	M	13290
Melbourne - Inner	2011	75-84	F	10279
Melbourne - Inner	2011	75-84	M	8297
Melbourne - Inner	2011	85+	F	5085
Melbourne - Inner	2011	85+	M	2785
Melbourne - Inner	2016	0-4	F	13343
Melbourne - Inner	2016	0-4	M	13684
Melbourne - Inner	2016	5-14	F	20002
Melbourne - Inner	2016	5-14	M	20368
Melbourne - Inner	2016	15-19	F	14754
Melbourne - Inner	2016	15-19	M	12815
Melbourne - Inner	2016	20-24	F	35890
Melbourne - Inner	2016	20-24	M	29922
Melbourne - Inner	2016	25-34	F	82124
Melbourne - Inner	2016	25-34	M	77711
Melbourne - Inner	2016	35-44	F	44880
Melbourne - Inner	2016	35-44	M	45141
Melbourne - Inner	2016	45-54	F	33541
Melbourne - Inner	2016	45-54	M	32810
Melbourne - Inner	2016	55-64	F	26459
Melbourne - Inner	2016	55-64	M	24417
Melbourne - Inner	2016	65-74	F	17939
Melbourne - Inner	2016	65-74	M	16573
Melbourne - Inner	2016	75-84	F	11181
Melbourne - Inner	2016	75-84	M	8773
Melbourne - Inner	2016	85+	F	5790
Melbourne - Inner	2016	85+	M	3585
Melbourne - Inner East	2006	0-4	F	8825
Melbourne - Inner East	2006	0-4	M	9374
Melbourne - Inner East	2006	5-14	F	18928
Melbourne - Inner East	2006	5-14	M	19928
Melbourne - Inner East	2006	15-19	F	11271
Melbourne - Inner East	2006	15-19	M	11391
Melbourne - Inner East	2006	20-24	F	12117
Melbourne - Inner East	2006	20-24	M	12691
Melbourne - Inner East	2006	25-34	F	20363
Melbourne - Inner East	2006	25-34	M	19793
Melbourne - Inner East	2006	35-44	F	25380
Melbourne - Inner East	2006	35-44	M	22374
Melbourne - Inner East	2006	45-54	F	24020
Melbourne - Inner East	2006	45-54	M	21727
Melbourne - Inner East	2006	55-64	F	19670
Melbourne - Inner East	2006	55-64	M	17543
Melbourne - Inner East	2006	65-74	F	13651
Melbourne - Inner East	2006	65-74	M	11988
Melbourne - Inner East	2006	75-84	F	11591
Melbourne - Inner East	2006	75-84	M	8160
Melbourne - Inner East	2006	85+	F	5712
Melbourne - Inner East	2006	85+	M	2489
Melbourne - Inner East	2011	0-4	F	8639
Melbourne - Inner East	2011	0-4	M	9012
Melbourne - Inner East	2011	5-14	F	19186
Melbourne - Inner East	2011	5-14	M	20210
Melbourne - Inner East	2011	15-19	F	11344
