SA4_NAME16	Year	NonSchoolQualification	Sex	persons
Migratory - Offshore - Shipping (NSW)	2006	Certificate nfd	F	0
Migratory - Offshore - Shipping (NSW)	2006	Certificate nfd	M	0
Migratory - Offshore - Shipping (NSW)	2006	Certificate I and II Level	F	0
Migratory - Offshore - Shipping (NSW)	2006	Certificate I and II Level	M	0
Migratory - Offshore - Shipping (NSW)	2006	Certificate III and IV Level	F	0
Migratory - Offshore - Shipping (NSW)	2006	Certificate III and IV Level	M	20
Migratory - Offshore - Shipping (NSW)	2006	Advanced Diploma and Diploma	F	0
Migratory - Offshore - Shipping (NSW)	2006	Advanced Diploma and Diploma	M	4
Migratory - Offshore - Shipping (NSW)	2006	Bachelor	F	3
Migratory - Offshore - Shipping (NSW)	2006	Bachelor	M	3
Migratory - Offshore - Shipping (NSW)	2006	Graduate Diploma and Graduate Certificate	F	0
Migratory - Offshore - Shipping (NSW)	2006	Graduate Diploma and Graduate Certificate	M	0
Migratory - Offshore - Shipping (NSW)	2006	Postgraduate	F	0
Migratory - Offshore - Shipping (NSW)	2006	Postgraduate	M	0
Migratory - Offshore - Shipping (NSW)	2011		F	45
Migratory - Offshore - Shipping (NSW)	2011		M	30
Migratory - Offshore - Shipping (NSW)	2011	Certificate nfd	F	0
Migratory - Offshore - Shipping (NSW)	2011	Certificate nfd	M	0
Migratory - Offshore - Shipping (NSW)	2011	Certificate I and II Level	F	0
Migratory - Offshore - Shipping (NSW)	2011	Certificate I and II Level	M	0
Migratory - Offshore - Shipping (NSW)	2011	Certificate III and IV Level	F	4
Migratory - Offshore - Shipping (NSW)	2011	Certificate III and IV Level	M	20
Migratory - Offshore - Shipping (NSW)	2011	Advanced Diploma and Diploma	F	3
Migratory - Offshore - Shipping (NSW)	2011	Advanced Diploma and Diploma	M	3
Migratory - Offshore - Shipping (NSW)	2011	Bachelor	F	3
Migratory - Offshore - Shipping (NSW)	2011	Bachelor	M	3
Migratory - Offshore - Shipping (NSW)	2011	Graduate Diploma and Graduate Certificate	F	0
Migratory - Offshore - Shipping (NSW)	2011	Graduate Diploma and Graduate Certificate	M	0
Migratory - Offshore - Shipping (NSW)	2011	Postgraduate	F	0
Migratory - Offshore - Shipping (NSW)	2011	Postgraduate	M	0
Migratory - Offshore - Shipping (NSW)	2016		F	154
Migratory - Offshore - Shipping (NSW)	2016		M	102
Migratory - Offshore - Shipping (NSW)	2016	Certificate nfd	F	11
Migratory - Offshore - Shipping (NSW)	2016	Certificate nfd	M	3
Migratory - Offshore - Shipping (NSW)	2016	Certificate I and II Level	F	3
Migratory - Offshore - Shipping (NSW)	2016	Certificate I and II Level	M	0
Migratory - Offshore - Shipping (NSW)	2016	Certificate III and IV Level	F	22
Migratory - Offshore - Shipping (NSW)	2016	Certificate III and IV Level	M	42
Migratory - Offshore - Shipping (NSW)	2016	Advanced Diploma and Diploma	F	20
Migratory - Offshore - Shipping (NSW)	2016	Advanced Diploma and Diploma	M	13
Migratory - Offshore - Shipping (NSW)	2016	Bachelor	F	25
Migratory - Offshore - Shipping (NSW)	2016	Bachelor	M	11
Migratory - Offshore - Shipping (NSW)	2016	Graduate Diploma and Graduate Certificate	F	0
Migratory - Offshore - Shipping (NSW)	2016	Graduate Diploma and Graduate Certificate	M	0
Migratory - Offshore - Shipping (NSW)	2016	Postgraduate	F	4
Migratory - Offshore - Shipping (NSW)	2016	Postgraduate	M	0
No usual address (NSW)	2006		F	2731
No usual address (NSW)	2006		M	3872
No usual address (NSW)	2006	Certificate nfd	F	97
No usual address (NSW)	2006	Certificate nfd	M	63
No usual address (NSW)	2006	Certificate I and II Level	F	55
No usual address (NSW)	2006	Certificate I and II Level	M	55
No usual address (NSW)	2006	Certificate III and IV Level	F	264
No usual address (NSW)	2006	Certificate III and IV Level	M	983
No usual address (NSW)	2006	Advanced Diploma and Diploma	F	290
No usual address (NSW)	2006	Advanced Diploma and Diploma	M	244
No usual address (NSW)	2006	Bachelor	F	605
No usual address (NSW)	2006	Bachelor	M	522
No usual address (NSW)	2006	Graduate Diploma and Graduate Certificate	F	69
No usual address (NSW)	2006	Graduate Diploma and Graduate Certificate	M	37
No usual address (NSW)	2006	Postgraduate	F	137
No usual address (NSW)	2006	Postgraduate	M	148
No usual address (NSW)	2011		F	3461
No usual address (NSW)	2011		M	5268
No usual address (NSW)	2011	Certificate nfd	F	125
No usual address (NSW)	2011	Certificate nfd	M	66
No usual address (NSW)	2011	Certificate I and II Level	F	93
No usual address (NSW)	2011	Certificate I and II Level	M	67
No usual address (NSW)	2011	Certificate III and IV Level	F	362
No usual address (NSW)	2011	Certificate III and IV Level	M	1088
No usual address (NSW)	2011	Advanced Diploma and Diploma	F	350
No usual address (NSW)	2011	Advanced Diploma and Diploma	M	298
No usual address (NSW)	2011	Bachelor	F	686
No usual address (NSW)	2011	Bachelor	M	600
No usual address (NSW)	2011	Graduate Diploma and Graduate Certificate	F	69
No usual address (NSW)	2011	Graduate Diploma and Graduate Certificate	M	46
No usual address (NSW)	2011	Postgraduate	F	181
No usual address (NSW)	2011	Postgraduate	M	160
No usual address (NSW)	2016		F	3145
No usual address (NSW)	2016		M	5008
No usual address (NSW)	2016	Certificate nfd	F	92
No usual address (NSW)	2016	Certificate nfd	M	104
No usual address (NSW)	2016	Certificate I and II Level	F	60
No usual address (NSW)	2016	Certificate I and II Level	M	64
No usual address (NSW)	2016	Certificate III and IV Level	F	351
No usual address (NSW)	2016	Certificate III and IV Level	M	1063
No usual address (NSW)	2016	Advanced Diploma and Diploma	F	374
No usual address (NSW)	2016	Advanced Diploma and Diploma	M	294
No usual address (NSW)	2016	Bachelor	F	673
No usual address (NSW)	2016	Bachelor	M	574
No usual address (NSW)	2016	Graduate Diploma and Graduate Certificate	F	67
No usual address (NSW)	2016	Graduate Diploma and Graduate Certificate	M	51
No usual address (NSW)	2016	Postgraduate	F	177
No usual address (NSW)	2016	Postgraduate	M	193
Ballarat	2006		F	51831
Ballarat	2006		M	44728
Ballarat	2006	Certificate nfd	F	851
Ballarat	2006	Certificate nfd	M	479
Ballarat	2006	Certificate I and II Level	F	963
Ballarat	2006	Certificate I and II Level	M	437
Ballarat	2006	Certificate III and IV Level	F	4404
Ballarat	2006	Certificate III and IV Level	M	12186
Ballarat	2006	Advanced Diploma and Diploma	F	3933
Ballarat	2006	Advanced Diploma and Diploma	M	2911
Ballarat	2006	Bachelor	F	5691
Ballarat	2006	Bachelor	M	3965
Ballarat	2006	Graduate Diploma and Graduate Certificate	F	1277
Ballarat	2006	Graduate Diploma and Graduate Certificate	M	738
Ballarat	2006	Postgraduate	F	795
Ballarat	2006	Postgraduate	M	932
Ballarat	2011		F	51290
Ballarat	2011		M	45599
Ballarat	2011	Certificate nfd	F	1010
Ballarat	2011	Certificate nfd	M	542
Ballarat	2011	Certificate I and II Level	F	1029
Ballarat	2011	Certificate I and II Level	M	551
Ballarat	2011	Certificate III and IV Level	F	6205
Ballarat	2011	Certificate III and IV Level	M	14000
Ballarat	2011	Advanced Diploma and Diploma	F	5104
Ballarat	2011	Advanced Diploma and Diploma	M	3500
Ballarat	2011	Bachelor	F	7261
Ballarat	2011	Bachelor	M	4888
Ballarat	2011	Graduate Diploma and Graduate Certificate	F	1699
Ballarat	2011	Graduate Diploma and Graduate Certificate	M	964
Ballarat	2011	Postgraduate	F	1310
Ballarat	2011	Postgraduate	M	1282
Ballarat	2016		F	50913
Ballarat	2016		M	46622
Ballarat	2016	Certificate nfd	F	1254
Ballarat	2016	Certificate nfd	M	864
Ballarat	2016	Certificate I and II Level	F	1064
Ballarat	2016	Certificate I and II Level	M	542
Ballarat	2016	Certificate III and IV Level	F	7765
Ballarat	2016	Certificate III and IV Level	M	15745
Ballarat	2016	Advanced Diploma and Diploma	F	6534
Ballarat	2016	Advanced Diploma and Diploma	M	4321
Ballarat	2016	Bachelor	F	8977
Ballarat	2016	Bachelor	M	5798
Ballarat	2016	Graduate Diploma and Graduate Certificate	F	2148
Ballarat	2016	Graduate Diploma and Graduate Certificate	M	1108
Ballarat	2016	Postgraduate	F	2035
Ballarat	2016	Postgraduate	M	1798
Bendigo	2006		F	50150
Bendigo	2006		M	43130
Bendigo	2006	Certificate nfd	F	902
Bendigo	2006	Certificate nfd	M	541
Bendigo	2006	Certificate I and II Level	F	944
Bendigo	2006	Certificate I and II Level	M	395
Bendigo	2006	Certificate III and IV Level	F	4520
Bendigo	2006	Certificate III and IV Level	M	12145
Bendigo	2006	Advanced Diploma and Diploma	F	3740
Bendigo	2006	Advanced Diploma and Diploma	M	2918
Bendigo	2006	Bachelor	F	5790
Bendigo	2006	Bachelor	M	3638
Bendigo	2006	Graduate Diploma and Graduate Certificate	F	1329
Bendigo	2006	Graduate Diploma and Graduate Certificate	M	755
Bendigo	2006	Postgraduate	F	668
Bendigo	2006	Postgraduate	M	841
Bendigo	2011		F	48779
Bendigo	2011		M	43328
Bendigo	2011	Certificate nfd	F	1045
Bendigo	2011	Certificate nfd	M	553
Bendigo	2011	Certificate I and II Level	F	1011
Bendigo	2011	Certificate I and II Level	M	466
Bendigo	2011	Certificate III and IV Level	F	6353
Bendigo	2011	Certificate III and IV Level	M	13823
Bendigo	2011	Advanced Diploma and Diploma	F	4668
Bendigo	2011	Advanced Diploma and Diploma	M	3610
Bendigo	2011	Bachelor	F	7275
Bendigo	2011	Bachelor	M	4686
Bendigo	2011	Graduate Diploma and Graduate Certificate	F	1810
Bendigo	2011	Graduate Diploma and Graduate Certificate	M	937
Bendigo	2011	Postgraduate	F	1170
Bendigo	2011	Postgraduate	M	1185
Bendigo	2016		F	48945
Bendigo	2016		M	45129
Bendigo	2016	Certificate nfd	F	1391
Bendigo	2016	Certificate nfd	M	834
Bendigo	2016	Certificate I and II Level	F	1010
Bendigo	2016	Certificate I and II Level	M	509
Bendigo	2016	Certificate III and IV Level	F	7482
Bendigo	2016	Certificate III and IV Level	M	15479
Bendigo	2016	Advanced Diploma and Diploma	F	6202
Bendigo	2016	Advanced Diploma and Diploma	M	4248
Bendigo	2016	Bachelor	F	9047
Bendigo	2016	Bachelor	M	5738
Bendigo	2016	Graduate Diploma and Graduate Certificate	F	2310
Bendigo	2016	Graduate Diploma and Graduate Certificate	M	1150
Bendigo	2016	Postgraduate	F	2005
Bendigo	2016	Postgraduate	M	1611
Geelong	2006		F	85671
Geelong	2006		M	73433
Geelong	2006	Certificate nfd	F	1747
Geelong	2006	Certificate nfd	M	945
Geelong	2006	Certificate I and II Level	F	1360
Geelong	2006	Certificate I and II Level	M	710
Geelong	2006	Certificate III and IV Level	F	7812
Geelong	2006	Certificate III and IV Level	M	21413
Geelong	2006	Advanced Diploma and Diploma	F	7896
Geelong	2006	Advanced Diploma and Diploma	M	5886
Geelong	2006	Bachelor	F	10673
Geelong	2006	Bachelor	M	7840
Geelong	2006	Graduate Diploma and Graduate Certificate	F	1923
Geelong	2006	Graduate Diploma and Graduate Certificate	M	1012
Geelong	2006	Postgraduate	F	1210
Geelong	2006	Postgraduate	M	1740
Geelong	2011		F	84591
Geelong	2011		M	74387
Geelong	2011	Certificate nfd	F	2050
Geelong	2011	Certificate nfd	M	992
Geelong	2011	Certificate I and II Level	F	1519
Geelong	2011	Certificate I and II Level	M	765
Geelong	2011	Certificate III and IV Level	F	10985
Geelong	2011	Certificate III and IV Level	M	24570
Geelong	2011	Advanced Diploma and Diploma	F	10000
Geelong	2011	Advanced Diploma and Diploma	M	7272
Geelong	2011	Bachelor	F	14343
Geelong	2011	Bachelor	M	10240
Geelong	2011	Graduate Diploma and Graduate Certificate	F	2733
Geelong	2011	Graduate Diploma and Graduate Certificate	M	1369
Geelong	2011	Postgraduate	F	2231
Geelong	2011	Postgraduate	M	2605
Geelong	2016		F	86423
Geelong	2016		M	78148
Geelong	2016	Certificate nfd	F	2425
Geelong	2016	Certificate nfd	M	1550
Geelong	2016	Certificate I and II Level	F	1534
Geelong	2016	Certificate I and II Level	M	828
Geelong	2016	Certificate III and IV Level	F	13774
Geelong	2016	Certificate III and IV Level	M	27576
Geelong	2016	Advanced Diploma and Diploma	F	13029
Geelong	2016	Advanced Diploma and Diploma	M	9256
Geelong	2016	Bachelor	F	18341
Geelong	2016	Bachelor	M	12890
Geelong	2016	Graduate Diploma and Graduate Certificate	F	3756
Geelong	2016	Graduate Diploma and Graduate Certificate	M	1829
Geelong	2016	Postgraduate	F	3837
Geelong	2016	Postgraduate	M	3736
Hume	2006		F	56877
Hume	2006		M	50907
Hume	2006	Certificate nfd	F	1160
Hume	2006	Certificate nfd	M	579
Hume	2006	Certificate I and II Level	F	1280
Hume	2006	Certificate I and II Level	M	538
Hume	2006	Certificate III and IV Level	F	5540
Hume	2006	Certificate III and IV Level	M	15125
Hume	2006	Advanced Diploma and Diploma	F	4594
Hume	2006	Advanced Diploma and Diploma	M	3433
Hume	2006	Bachelor	F	5718
Hume	2006	Bachelor	M	3598
Hume	2006	Graduate Diploma and Graduate Certificate	F	1254
Hume	2006	Graduate Diploma and Graduate Certificate	M	699
Hume	2006	Postgraduate	F	609
Hume	2006	Postgraduate	M	711
Hume	2011		F	55047
Hume	2011		M	50320
Hume	2011	Certificate nfd	F	1233
Hume	2011	Certificate nfd	M	681
Hume	2011	Certificate I and II Level	F	1357
Hume	2011	Certificate I and II Level	M	626
Hume	2011	Certificate III and IV Level	F	7692
Hume	2011	Certificate III and IV Level	M	17128
Hume	2011	Advanced Diploma and Diploma	F	5798
Hume	2011	Advanced Diploma and Diploma	M	4199
Hume	2011	Bachelor	F	6909
Hume	2011	Bachelor	M	4149
Hume	2011	Graduate Diploma and Graduate Certificate	F	1524
Hume	2011	Graduate Diploma and Graduate Certificate	M	787
Hume	2011	Postgraduate	F	953
Hume	2011	Postgraduate	M	892
Hume	2016		F	54670
Hume	2016		M	51086
Hume	2016	Certificate nfd	F	1686
Hume	2016	Certificate nfd	M	1068
Hume	2016	Certificate I and II Level	F	1264
Hume	2016	Certificate I and II Level	M	617
Hume	2016	Certificate III and IV Level	F	8960
Hume	2016	Certificate III and IV Level	M	19284
Hume	2016	Advanced Diploma and Diploma	F	7860
Hume	2016	Advanced Diploma and Diploma	M	5036
Hume	2016	Bachelor	F	8379
Hume	2016	Bachelor	M	4717
Hume	2016	Graduate Diploma and Graduate Certificate	F	1971
Hume	2016	Graduate Diploma and Graduate Certificate	M	949
Hume	2016	Postgraduate	F	1485
Hume	2016	Postgraduate	M	1163
Latrobe - Gippsland	2006		F	93034
Latrobe - Gippsland	2006		M	78972
Latrobe - Gippsland	2006	Certificate nfd	F	1607
Latrobe - Gippsland	2006	Certificate nfd	M	911
Latrobe - Gippsland	2006	Certificate I and II Level	F	1668
Latrobe - Gippsland	2006	Certificate I and II Level	M	717
Latrobe - Gippsland	2006	Certificate III and IV Level	F	8203
Latrobe - Gippsland	2006	Certificate III and IV Level	M	25529
Latrobe - Gippsland	2006	Advanced Diploma and Diploma	F	6513
Latrobe - Gippsland	2006	Advanced Diploma and Diploma	M	4713
Latrobe - Gippsland	2006	Bachelor	F	8042
Latrobe - Gippsland	2006	Bachelor	M	4895
Latrobe - Gippsland	2006	Graduate Diploma and Graduate Certificate	F	1605
Latrobe - Gippsland	2006	Graduate Diploma and Graduate Certificate	M	831
Latrobe - Gippsland	2006	Postgraduate	F	787
Latrobe - Gippsland	2006	Postgraduate	M	977
Latrobe - Gippsland	2011		F	91900
Latrobe - Gippsland	2011		M	80243
Latrobe - Gippsland	2011	Certificate nfd	F	2001
Latrobe - Gippsland	2011	Certificate nfd	M	990
Latrobe - Gippsland	2011	Certificate I and II Level	F	1906
Latrobe - Gippsland	2011	Certificate I and II Level	M	824
Latrobe - Gippsland	2011	Certificate III and IV Level	F	11726
Latrobe - Gippsland	2011	Certificate III and IV Level	M	29476
Latrobe - Gippsland	2011	Advanced Diploma and Diploma	F	8604
Latrobe - Gippsland	2011	Advanced Diploma and Diploma	M	5941
Latrobe - Gippsland	2011	Bachelor	F	10219
Latrobe - Gippsland	2011	Bachelor	M	6095
Latrobe - Gippsland	2011	Graduate Diploma and Graduate Certificate	F	2230
Latrobe - Gippsland	2011	Graduate Diploma and Graduate Certificate	M	1053
Latrobe - Gippsland	2011	Postgraduate	F	1326
Latrobe - Gippsland	2011	Postgraduate	M	1325
Latrobe - Gippsland	2016		F	91111
Latrobe - Gippsland	2016		M	81332
Latrobe - Gippsland	2016	Certificate nfd	F	2600
Latrobe - Gippsland	2016	Certificate nfd	M	1641
Latrobe - Gippsland	2016	Certificate I and II Level	F	1966
Latrobe - Gippsland	2016	Certificate I and II Level	M	904
Latrobe - Gippsland	2016	Certificate III and IV Level	F	14264
Latrobe - Gippsland	2016	Certificate III and IV Level	M	32432
Latrobe - Gippsland	2016	Advanced Diploma and Diploma	F	11307
Latrobe - Gippsland	2016	Advanced Diploma and Diploma	M	6990
Latrobe - Gippsland	2016	Bachelor	F	12130
Latrobe - Gippsland	2016	Bachelor	M	6939
Latrobe - Gippsland	2016	Graduate Diploma and Graduate Certificate	F	2832
Latrobe - Gippsland	2016	Graduate Diploma and Graduate Certificate	M	1267
Latrobe - Gippsland	2016	Postgraduate	F	2037
Latrobe - Gippsland	2016	Postgraduate	M	1667
Melbourne - Inner	2006		F	130634
Melbourne - Inner	2006		M	125714
Melbourne - Inner	2006	Certificate nfd	F	2862
Melbourne - Inner	2006	Certificate nfd	M	1816
Melbourne - Inner	2006	Certificate I and II Level	F	1461
Melbourne - Inner	2006	Certificate I and II Level	M	1018
Melbourne - Inner	2006	Certificate III and IV Level	F	8605
Melbourne - Inner	2006	Certificate III and IV Level	M	18670
Melbourne - Inner	2006	Advanced Diploma and Diploma	F	17222
Melbourne - Inner	2006	Advanced Diploma and Diploma	M	13618
Melbourne - Inner	2006	Bachelor	F	51801
Melbourne - Inner	2006	Bachelor	M	45536
Melbourne - Inner	2006	Graduate Diploma and Graduate Certificate	F	8830
Melbourne - Inner	2006	Graduate Diploma and Graduate Certificate	M	4816
Melbourne - Inner	2006	Postgraduate	F	12345
Melbourne - Inner	2006	Postgraduate	M	13960
Melbourne - Inner	2011		F	125641
Melbourne - Inner	2011		M	122561
Melbourne - Inner	2011	Certificate nfd	F	2623
Melbourne - Inner	2011	Certificate nfd	M	1794
Melbourne - Inner	2011	Certificate I and II Level	F	1501
Melbourne - Inner	2011	Certificate I and II Level	M	1126
Melbourne - Inner	2011	Certificate III and IV Level	F	10491
Melbourne - Inner	2011	Certificate III and IV Level	M	20964
Melbourne - Inner	2011	Advanced Diploma and Diploma	F	20102
Melbourne - Inner	2011	Advanced Diploma and Diploma	M	16768
Melbourne - Inner	2011	Bachelor	F	64955
Melbourne - Inner	2011	Bachelor	M	56955
Melbourne - Inner	2011	Graduate Diploma and Graduate Certificate	F	10855
Melbourne - Inner	2011	Graduate Diploma and Graduate Certificate	M	6035
Melbourne - Inner	2011	Postgraduate	F	20114
Melbourne - Inner	2011	Postgraduate	M	19508
Melbourne - Inner	2016		F	140170
Melbourne - Inner	2016		M	133118
Melbourne - Inner	2016	Certificate nfd	F	3528
Melbourne - Inner	2016	Certificate nfd	M	2519
Melbourne - Inner	2016	Certificate I and II Level	F	1532
Melbourne - Inner	2016	Certificate I and II Level	M	1139
Melbourne - Inner	2016	Certificate III and IV Level	F	12307
Melbourne - Inner	2016	Certificate III and IV Level	M	23643
Melbourne - Inner	2016	Advanced Diploma and Diploma	F	23402
Melbourne - Inner	2016	Advanced Diploma and Diploma	M	19828
Melbourne - Inner	2016	Bachelor	F	80698
Melbourne - Inner	2016	Bachelor	M	70640
Melbourne - Inner	2016	Graduate Diploma and Graduate Certificate	F	12803
Melbourne - Inner	2016	Graduate Diploma and Graduate Certificate	M	7174
Melbourne - Inner	2016	Postgraduate	F	31444
Melbourne - Inner	2016	Postgraduate	M	27734
Melbourne - Inner East	2006		F	102920
Melbourne - Inner East	2006		M	86481
Melbourne - Inner East	2006	Certificate nfd	F	2689
Melbourne - Inner East	2006	Certificate nfd	M	1401
Melbourne - Inner East	2006	Certificate I and II Level	F	1064
Melbourne - Inner East	2006	Certificate I and II Level	M	569
Melbourne - Inner East	2006	Certificate III and IV Level	F	5947
Melbourne - Inner East	2006	Certificate III and IV Level	M	14902
Melbourne - Inner East	2006	Advanced Diploma and Diploma	F	14919
Melbourne - Inner East	2006	Advanced Diploma and Diploma	M	11043
Melbourne - Inner East	2006	Bachelor	F	31749
Melbourne - Inner East	2006	Bachelor	M	29709
Melbourne - Inner East	2006	Graduate Diploma and Graduate Certificate	F	5442
Melbourne - Inner East	2006	Graduate Diploma and Graduate Certificate	M	3145
Melbourne - Inner East	2006	Postgraduate	F	6804
Melbourne - Inner East	2006	Postgraduate	M	10199
Melbourne - Inner East	2011		F	97626
Melbourne - Inner East	2011		M	84833
Melbourne - Inner East	2011	Certificate nfd	F	2435
Melbourne - Inner East	2011	Certificate nfd	M	1243
Melbourne - Inner East	2011	Certificate I and II Level	F	1024
Melbourne - Inner East	2011	Certificate I and II Level	M	640
Melbourne - Inner East	2011	Certificate III and IV Level	F	6646
Melbourne - Inner East	2011	Certificate III and IV Level	M	14639
Melbourne - Inner East	2011	Advanced Diploma and Diploma	F	15743
Melbourne - Inner East	2011	Advanced Diploma and Diploma	M	12080
Melbourne - Inner East	2011	Bachelor	F	36869
Melbourne - Inner East	2011	Bachelor	M	33439
Melbourne - Inner East	2011	Graduate Diploma and Graduate Certificate	F	6162
Melbourne - Inner East	2011	Graduate Diploma and Graduate Certificate	M	3703
Melbourne - Inner East	2011	Postgraduate	F	9975
Melbourne - Inner East	2011	Postgraduate	M	12953
Melbourne - Inner East	2016		F	96554
Melbourne - Inner East	2016		M	85907
Melbourne - Inner East	2016	Certificate nfd	F	2772
Melbourne - Inner East	2016	Certificate nfd	M	1546
Melbourne - Inner East	2016	Certificate I and II Level	F	976
Melbourne - Inner East	2016	Certificate I and II Level	M	579
Melbourne - Inner East	2016	Certificate III and IV Level	F	6996
Melbourne - Inner East	2016	Certificate III and IV Level	M	14545
Melbourne - Inner East	2016	Advanced Diploma and Diploma	F	15763
Melbourne - Inner East	2016	Advanced Diploma and Diploma	M	12270
Melbourne - Inner East	2016	Bachelor	F	42210
Melbourne - Inner East	2016	Bachelor	M	37326
Melbourne - Inner East	2016	Graduate Diploma and Graduate Certificate	F	6958
Melbourne - Inner East	2016	Graduate Diploma and Graduate Certificate	M	4128
Melbourne - Inner East	2016	Postgraduate	F	14633
Melbourne - Inner East	2016	Postgraduate	M	16481
Melbourne - Inner South	2006		F	117294
Melbourne - Inner South	2006		M	99283
Melbourne - Inner South	2006	Certificate nfd	F	2910
Melbourne - Inner South	2006	Certificate nfd	M	1550
Melbourne - Inner South	2006	Certificate I and II Level	F	1253
Melbourne - Inner South	2006	Certificate I and II Level	M	689
Melbourne - Inner South	2006	Certificate III and IV Level	F	7789
Melbourne - Inner South	2006	Certificate III and IV Level	M	20956
Melbourne - Inner South	2006	Advanced Diploma and Diploma	F	15498
Melbourne - Inner South	2006	Advanced Diploma and Diploma	M	11609
Melbourne - Inner South	2006	Bachelor	F	30245
Melbourne - Inner South	2006	Bachelor	M	27241
Melbourne - Inner South	2006	Graduate Diploma and Graduate Certificate	F	5234
Melbourne - Inner South	2006	Graduate Diploma and Graduate Certificate	M	2929
Melbourne - Inner South	2006	Postgraduate	F	5883
Melbourne - Inner South	2006	Postgraduate	M	8087
Melbourne - Inner South	2011		F	112051
Melbourne - Inner South	2011		M	98326
Melbourne - Inner South	2011	Certificate nfd	F	2833
Melbourne - Inner South	2011	Certificate nfd	M	1493
Melbourne - Inner South	2011	Certificate I and II Level	F	1349
Melbourne - Inner South	2011	Certificate I and II Level	M	765
Melbourne - Inner South	2011	Certificate III and IV Level	F	9103
Melbourne - Inner South	2011	Certificate III and IV Level	M	21646
Melbourne - Inner South	2011	Advanced Diploma and Diploma	F	17782
Melbourne - Inner South	2011	Advanced Diploma and Diploma	M	13714
Melbourne - Inner South	2011	Bachelor	F	36615
Melbourne - Inner South	2011	Bachelor	M	32243
Melbourne - Inner South	2011	Graduate Diploma and Graduate Certificate	F	6461
Melbourne - Inner South	2011	Graduate Diploma and Graduate Certificate	M	3611
Melbourne - Inner South	2011	Postgraduate	F	9348
Melbourne - Inner South	2011	Postgraduate	M	10878
Melbourne - Inner South	2016		F	110375
Melbourne - Inner South	2016		M	98975
Melbourne - Inner South	2016	Certificate nfd	F	3421
Melbourne - Inner South	2016	Certificate nfd	M	2078
Melbourne - Inner South	2016	Certificate I and II Level	F	1286
Melbourne - Inner South	2016	Certificate I and II Level	M	705
Melbourne - Inner South	2016	Certificate III and IV Level	F	10268
Melbourne - Inner South	2016	Certificate III and IV Level	M	22123
Melbourne - Inner South	2016	Advanced Diploma and Diploma	F	19170
Melbourne - Inner South	2016	Advanced Diploma and Diploma	M	14518
Melbourne - Inner South	2016	Bachelor	F	43611
Melbourne - Inner South	2016	Bachelor	M	37525
Melbourne - Inner South	2016	Graduate Diploma and Graduate Certificate	F	7552
Melbourne - Inner South	2016	Graduate Diploma and Graduate Certificate	M	4145
Melbourne - Inner South	2016	Postgraduate	F	13932
Melbourne - Inner South	2016	Postgraduate	M	14017
Melbourne - North East	2006		F	146328
Melbourne - North East	2006		M	127429
Melbourne - North East	2006	Certificate nfd	F	3065
Melbourne - North East	2006	Certificate nfd	M	1625
Melbourne - North East	2006	Certificate I and II Level	F	1713
Melbourne - North East	2006	Certificate I and II Level	M	916
Melbourne - North East	2006	Certificate III and IV Level	F	10043
Melbourne - North East	2006	Certificate III and IV Level	M	31287
Melbourne - North East	2006	Advanced Diploma and Diploma	F	12812
Melbourne - North East	2006	Advanced Diploma and Diploma	M	10122
Melbourne - North East	2006	Bachelor	F	20609
Melbourne - North East	2006	Bachelor	M	16823
Melbourne - North East	2006	Graduate Diploma and Graduate Certificate	F	3698
Melbourne - North East	2006	Graduate Diploma and Graduate Certificate	M	2145
Melbourne - North East	2006	Postgraduate	F	3285
Melbourne - North East	2006	Postgraduate	M	4659
Melbourne - North East	2011		F	146603
Melbourne - North East	2011		M	131690
Melbourne - North East	2011	Certificate nfd	F	3294
Melbourne - North East	2011	Certificate nfd	M	1682
Melbourne - North East	2011	Certificate I and II Level	F	2009
Melbourne - North East	2011	Certificate I and II Level	M	1085
Melbourne - North East	2011	Certificate III and IV Level	F	13999
Melbourne - North East	2011	Certificate III and IV Level	M	35116
Melbourne - North East	2011	Advanced Diploma and Diploma	F	16619
Melbourne - North East	2011	Advanced Diploma and Diploma	M	13231
Melbourne - North East	2011	Bachelor	F	27915
Melbourne - North East	2011	Bachelor	M	22140
Melbourne - North East	2011	Graduate Diploma and Graduate Certificate	F	5135
Melbourne - North East	2011	Graduate Diploma and Graduate Certificate	M	2798
Melbourne - North East	2011	Postgraduate	F	6330
Melbourne - North East	2011	Postgraduate	M	7398
Melbourne - North East	2016		F	152727
Melbourne - North East	2016		M	140883
Melbourne - North East	2016	Certificate nfd	F	4053
Melbourne - North East	2016	Certificate nfd	M	2538
Melbourne - North East	2016	Certificate I and II Level	F	2217
Melbourne - North East	2016	Certificate I and II Level	M	1212
Melbourne - North East	2016	Certificate III and IV Level	F	17829
Melbourne - North East	2016	Certificate III and IV Level	M	39089
Melbourne - North East	2016	Advanced Diploma and Diploma	F	21396
Melbourne - North East	2016	Advanced Diploma and Diploma	M	16747
Melbourne - North East	2016	Bachelor	F	36059
Melbourne - North East	2016	Bachelor	M	28522
Melbourne - North East	2016	Graduate Diploma and Graduate Certificate	F	6739
Melbourne - North East	2016	Graduate Diploma and Graduate Certificate	M	3498
Melbourne - North East	2016	Postgraduate	F	10855
Melbourne - North East	2016	Postgraduate	M	10991
Melbourne - North West	2006		F	114690
Melbourne - North West	2006		M	99870
Melbourne - North West	2006	Certificate nfd	F	2117
