SA4_NAME16	Year	CountryOfBirth	persons
Sydney - Baulkham Hills and Hawkesbury	2011		14628
Sydney - Baulkham Hills and Hawkesbury	2011	AUS	141816
Sydney - Baulkham Hills and Hawkesbury	2011	CAN	381
Sydney - Baulkham Hills and Hawkesbury	2011	CHN	4748
Sydney - Baulkham Hills and Hawkesbury	2011	DEU	1017
Sydney - Baulkham Hills and Hawkesbury	2011	EGY	690
Sydney - Baulkham Hills and Hawkesbury	2011	FJI	842
Sydney - Baulkham Hills and Hawkesbury	2011	GBR	9952
Sydney - Baulkham Hills and Hawkesbury	2011	GRC	391
Sydney - Baulkham Hills and Hawkesbury	2011	HKG	2754
Sydney - Baulkham Hills and Hawkesbury	2011	HRV	518
Sydney - Baulkham Hills and Hawkesbury	2011	IDN	938
Sydney - Baulkham Hills and Hawkesbury	2011	IND	4811
Sydney - Baulkham Hills and Hawkesbury	2011	IRL	645
Sydney - Baulkham Hills and Hawkesbury	2011	IRN	1423
Sydney - Baulkham Hills and Hawkesbury	2011	IRQ	144
Sydney - Baulkham Hills and Hawkesbury	2011	ITA	1636
Sydney - Baulkham Hills and Hawkesbury	2011	JPN	229
Sydney - Baulkham Hills and Hawkesbury	2011	KOR	2436
Sydney - Baulkham Hills and Hawkesbury	2011	LBN	1032
Sydney - Baulkham Hills and Hawkesbury	2011	LKA	2662
Sydney - Baulkham Hills and Hawkesbury	2011	MKD	63
Sydney - Baulkham Hills and Hawkesbury	2011	MLT	827
Sydney - Baulkham Hills and Hawkesbury	2011	MYS	2090
Sydney - Baulkham Hills and Hawkesbury	2011	NLD	672
Sydney - Baulkham Hills and Hawkesbury	2011	NZL	3179
Sydney - Baulkham Hills and Hawkesbury	2011	PAK	563
Sydney - Baulkham Hills and Hawkesbury	2011	PHL	2438
Sydney - Baulkham Hills and Hawkesbury	2011	POL	564
Sydney - Baulkham Hills and Hawkesbury	2011	SGP	831
Sydney - Baulkham Hills and Hawkesbury	2011	THA	262
Sydney - Baulkham Hills and Hawkesbury	2011	TUR	288
Sydney - Baulkham Hills and Hawkesbury	2011	USA	975
Sydney - Baulkham Hills and Hawkesbury	2011	VNM	566
Sydney - Baulkham Hills and Hawkesbury	2011	ZAF	3168
Sydney - Baulkham Hills and Hawkesbury	2011	ZWE	262
Sydney - Baulkham Hills and Hawkesbury	2016		17034
Sydney - Baulkham Hills and Hawkesbury	2016	AUS	146200
Sydney - Baulkham Hills and Hawkesbury	2016	CAN	404
Sydney - Baulkham Hills and Hawkesbury	2016	CHN	9872
Sydney - Baulkham Hills and Hawkesbury	2016	DEU	927
Sydney - Baulkham Hills and Hawkesbury	2016	EGY	770
Sydney - Baulkham Hills and Hawkesbury	2016	FJI	923
Sydney - Baulkham Hills and Hawkesbury	2016	GBR	9303
Sydney - Baulkham Hills and Hawkesbury	2016	GRC	358
Sydney - Baulkham Hills and Hawkesbury	2016	HKG	2727
Sydney - Baulkham Hills and Hawkesbury	2016	HRV	489
Sydney - Baulkham Hills and Hawkesbury	2016	IDN	1130
Sydney - Baulkham Hills and Hawkesbury	2016	IND	7234
Sydney - Baulkham Hills and Hawkesbury	2016	IRL	750
Sydney - Baulkham Hills and Hawkesbury	2016	IRN	2001
Sydney - Baulkham Hills and Hawkesbury	2016	IRQ	205
Sydney - Baulkham Hills and Hawkesbury	2016	ITA	1498
Sydney - Baulkham Hills and Hawkesbury	2016	JPN	258
Sydney - Baulkham Hills and Hawkesbury	2016	KOR	3046
Sydney - Baulkham Hills and Hawkesbury	2016	LBN	1034
Sydney - Baulkham Hills and Hawkesbury	2016	LKA	3118
Sydney - Baulkham Hills and Hawkesbury	2016	MKD	49
Sydney - Baulkham Hills and Hawkesbury	2016	MLT	816
Sydney - Baulkham Hills and Hawkesbury	2016	MYS	2454
Sydney - Baulkham Hills and Hawkesbury	2016	NLD	594
Sydney - Baulkham Hills and Hawkesbury	2016	NZL	3196
Sydney - Baulkham Hills and Hawkesbury	2016	PAK	870
Sydney - Baulkham Hills and Hawkesbury	2016	PHL	2780
Sydney - Baulkham Hills and Hawkesbury	2016	POL	520
Sydney - Baulkham Hills and Hawkesbury	2016	SGP	897
Sydney - Baulkham Hills and Hawkesbury	2016	THA	412
Sydney - Baulkham Hills and Hawkesbury	2016	TUR	277
Sydney - Baulkham Hills and Hawkesbury	2016	USA	1195
Sydney - Baulkham Hills and Hawkesbury	2016	VNM	692
Sydney - Baulkham Hills and Hawkesbury	2016	ZAF	3430
Sydney - Baulkham Hills and Hawkesbury	2016	ZWE	282
Sydney - Blacktown	2006		37180
Sydney - Blacktown	2006	AUS	161709
Sydney - Blacktown	2006	CAN	235
Sydney - Blacktown	2006	CHN	2514
Sydney - Blacktown	2006	DEU	1174
Sydney - Blacktown	2006	EGY	1614
Sydney - Blacktown	2006	FJI	5415
Sydney - Blacktown	2006	GBR	7898
Sydney - Blacktown	2006	GRC	869
Sydney - Blacktown	2006	HKG	775
Sydney - Blacktown	2006	HRV	1194
Sydney - Blacktown	2006	IDN	1034
Sydney - Blacktown	2006	IND	7361
Sydney - Blacktown	2006	IRL	529
Sydney - Blacktown	2006	IRN	817
Sydney - Blacktown	2006	IRQ	948
Sydney - Blacktown	2006	ITA	1628
Sydney - Blacktown	2006	JPN	114
Sydney - Blacktown	2006	KOR	1184
Sydney - Blacktown	2006	LBN	1813
Sydney - Blacktown	2006	LKA	2555
Sydney - Blacktown	2006	MKD	213
Sydney - Blacktown	2006	MLT	2861
Sydney - Blacktown	2006	MYS	1015
Sydney - Blacktown	2006	NLD	706
Sydney - Blacktown	2006	NZL	6693
Sydney - Blacktown	2006	PAK	1604
Sydney - Blacktown	2006	PHL	16176
Sydney - Blacktown	2006	POL	1200
Sydney - Blacktown	2006	SGP	374
Sydney - Blacktown	2006	THA	319
Sydney - Blacktown	2006	TUR	1229
Sydney - Blacktown	2006	USA	546
Sydney - Blacktown	2006	VNM	937
Sydney - Blacktown	2006	ZAF	1362
Sydney - Blacktown	2006	ZWE	121
Sydney - Blacktown	2011		36247
Sydney - Blacktown	2011	AUS	174950
Sydney - Blacktown	2011	CAN	285
Sydney - Blacktown	2011	CHN	3143
Sydney - Blacktown	2011	DEU	1095
Sydney - Blacktown	2011	EGY	1770
Sydney - Blacktown	2011	FJI	6522
Sydney - Blacktown	2011	GBR	7461
Sydney - Blacktown	2011	GRC	773
Sydney - Blacktown	2011	HKG	833
Sydney - Blacktown	2011	HRV	1110
Sydney - Blacktown	2011	IDN	1375
Sydney - Blacktown	2011	IND	15347
Sydney - Blacktown	2011	IRL	608
Sydney - Blacktown	2011	IRN	1107
Sydney - Blacktown	2011	IRQ	1356
Sydney - Blacktown	2011	ITA	1499
Sydney - Blacktown	2011	JPN	137
Sydney - Blacktown	2011	KOR	1202
Sydney - Blacktown	2011	LBN	1809
Sydney - Blacktown	2011	LKA	3602
Sydney - Blacktown	2011	MKD	224
Sydney - Blacktown	2011	MLT	2631
Sydney - Blacktown	2011	MYS	1224
Sydney - Blacktown	2011	NLD	630
Sydney - Blacktown	2011	NZL	7456
Sydney - Blacktown	2011	PAK	2596
Sydney - Blacktown	2011	PHL	19436
Sydney - Blacktown	2011	POL	1125
Sydney - Blacktown	2011	SGP	448
Sydney - Blacktown	2011	THA	485
Sydney - Blacktown	2011	TUR	1340
Sydney - Blacktown	2011	USA	705
Sydney - Blacktown	2011	VNM	923
Sydney - Blacktown	2011	ZAF	1772
Sydney - Blacktown	2011	ZWE	283
Sydney - Blacktown	2016		44457
Sydney - Blacktown	2016	AUS	183227
Sydney - Blacktown	2016	CAN	295
Sydney - Blacktown	2016	CHN	4793
Sydney - Blacktown	2016	DEU	962
Sydney - Blacktown	2016	EGY	1966
Sydney - Blacktown	2016	FJI	7101
Sydney - Blacktown	2016	GBR	6617
Sydney - Blacktown	2016	GRC	696
Sydney - Blacktown	2016	HKG	971
Sydney - Blacktown	2016	HRV	1031
Sydney - Blacktown	2016	IDN	1505
Sydney - Blacktown	2016	IND	26349
Sydney - Blacktown	2016	IRL	615
Sydney - Blacktown	2016	IRN	1566
Sydney - Blacktown	2016	IRQ	1695
Sydney - Blacktown	2016	ITA	1296
Sydney - Blacktown	2016	JPN	145
Sydney - Blacktown	2016	KOR	1505
Sydney - Blacktown	2016	LBN	1855
Sydney - Blacktown	2016	LKA	5101
Sydney - Blacktown	2016	MKD	192
Sydney - Blacktown	2016	MLT	2279
Sydney - Blacktown	2016	MYS	1357
Sydney - Blacktown	2016	NLD	491
Sydney - Blacktown	2016	NZL	8072
Sydney - Blacktown	2016	PAK	4125
Sydney - Blacktown	2016	PHL	21977
Sydney - Blacktown	2016	POL	938
Sydney - Blacktown	2016	SGP	555
Sydney - Blacktown	2016	THA	628
Sydney - Blacktown	2016	TUR	1339
Sydney - Blacktown	2016	USA	831
Sydney - Blacktown	2016	VNM	997
Sydney - Blacktown	2016	ZAF	1793
Sydney - Blacktown	2016	ZWE	327
Sydney - City and Inner South	2006		64869
Sydney - City and Inner South	2006	AUS	110489
Sydney - City and Inner South	2006	CAN	781
Sydney - City and Inner South	2006	CHN	7458
Sydney - City and Inner South	2006	DEU	1255
Sydney - City and Inner South	2006	EGY	862
Sydney - City and Inner South	2006	FJI	786
Sydney - City and Inner South	2006	GBR	10791
Sydney - City and Inner South	2006	GRC	3927
Sydney - City and Inner South	2006	HKG	2357
Sydney - City and Inner South	2006	HRV	581
Sydney - City and Inner South	2006	IDN	4225
Sydney - City and Inner South	2006	IND	1692
Sydney - City and Inner South	2006	IRL	1374
Sydney - City and Inner South	2006	IRN	356
Sydney - City and Inner South	2006	IRQ	425
Sydney - City and Inner South	2006	ITA	1617
Sydney - City and Inner South	2006	JPN	1416
Sydney - City and Inner South	2006	KOR	2735
Sydney - City and Inner South	2006	LBN	1264
Sydney - City and Inner South	2006	LKA	367
Sydney - City and Inner South	2006	MKD	463
Sydney - City and Inner South	2006	MLT	570
Sydney - City and Inner South	2006	MYS	2227
Sydney - City and Inner South	2006	NLD	436
Sydney - City and Inner South	2006	NZL	7075
Sydney - City and Inner South	2006	PAK	283
Sydney - City and Inner South	2006	PHL	2106
Sydney - City and Inner South	2006	POL	687
Sydney - City and Inner South	2006	SGP	1128
Sydney - City and Inner South	2006	THA	2562
Sydney - City and Inner South	2006	TUR	947
Sydney - City and Inner South	2006	USA	1703
Sydney - City and Inner South	2006	VNM	3610
Sydney - City and Inner South	2006	ZAF	1075
Sydney - City and Inner South	2006	ZWE	138
Sydney - City and Inner South	2011		51411
Sydney - City and Inner South	2011	AUS	127538
Sydney - City and Inner South	2011	CAN	1066
Sydney - City and Inner South	2011	CHN	11298
Sydney - City and Inner South	2011	DEU	1521
Sydney - City and Inner South	2011	EGY	787
Sydney - City and Inner South	2011	FJI	893
Sydney - City and Inner South	2011	GBR	13205
Sydney - City and Inner South	2011	GRC	3439
Sydney - City and Inner South	2011	HKG	2371
Sydney - City and Inner South	2011	HRV	556
Sydney - City and Inner South	2011	IDN	5203
Sydney - City and Inner South	2011	IND	2897
Sydney - City and Inner South	2011	IRL	2241
Sydney - City and Inner South	2011	IRN	694
Sydney - City and Inner South	2011	IRQ	492
Sydney - City and Inner South	2011	ITA	1774
Sydney - City and Inner South	2011	JPN	1719
Sydney - City and Inner South	2011	KOR	3218
Sydney - City and Inner South	2011	LBN	1153
Sydney - City and Inner South	2011	LKA	525
Sydney - City and Inner South	2011	MKD	478
Sydney - City and Inner South	2011	MLT	473
Sydney - City and Inner South	2011	MYS	2678
Sydney - City and Inner South	2011	NLD	557
Sydney - City and Inner South	2011	NZL	7727
Sydney - City and Inner South	2011	PAK	300
Sydney - City and Inner South	2011	PHL	2797
Sydney - City and Inner South	2011	POL	817
Sydney - City and Inner South	2011	SGP	1280
Sydney - City and Inner South	2011	THA	4215
Sydney - City and Inner South	2011	TUR	1056
Sydney - City and Inner South	2011	USA	2587
Sydney - City and Inner South	2011	VNM	3959
Sydney - City and Inner South	2011	ZAF	1444
Sydney - City and Inner South	2011	ZWE	167
Sydney - City and Inner South	2016		61637
Sydney - City and Inner South	2016	AUS	140749
Sydney - City and Inner South	2016	CAN	1365
Sydney - City and Inner South	2016	CHN	24031
Sydney - City and Inner South	2016	DEU	1632
Sydney - City and Inner South	2016	EGY	743
Sydney - City and Inner South	2016	FJI	848
Sydney - City and Inner South	2016	GBR	15081
Sydney - City and Inner South	2016	GRC	3026
Sydney - City and Inner South	2016	HKG	2963
Sydney - City and Inner South	2016	HRV	494
Sydney - City and Inner South	2016	IDN	7445
Sydney - City and Inner South	2016	IND	3978
Sydney - City and Inner South	2016	IRL	2779
Sydney - City and Inner South	2016	IRN	926
Sydney - City and Inner South	2016	IRQ	564
Sydney - City and Inner South	2016	ITA	2621
Sydney - City and Inner South	2016	JPN	2058
Sydney - City and Inner South	2016	KOR	3853
Sydney - City and Inner South	2016	LBN	1075
Sydney - City and Inner South	2016	LKA	611
Sydney - City and Inner South	2016	MKD	445
Sydney - City and Inner South	2016	MLT	405
Sydney - City and Inner South	2016	MYS	3097
Sydney - City and Inner South	2016	NLD	685
Sydney - City and Inner South	2016	NZL	7665
Sydney - City and Inner South	2016	PAK	443
Sydney - City and Inner South	2016	PHL	3515
Sydney - City and Inner South	2016	POL	873
Sydney - City and Inner South	2016	SGP	1472
Sydney - City and Inner South	2016	THA	7759
Sydney - City and Inner South	2016	TUR	996
Sydney - City and Inner South	2016	USA	3270
Sydney - City and Inner South	2016	VNM	4505
Sydney - City and Inner South	2016	ZAF	1750
Sydney - City and Inner South	2016	ZWE	191
Sydney - Eastern Suburbs	2006		47918
Sydney - Eastern Suburbs	2006	AUS	125552
Sydney - Eastern Suburbs	2006	CAN	854
Sydney - Eastern Suburbs	2006	CHN	4283
Sydney - Eastern Suburbs	2006	DEU	1776
Sydney - Eastern Suburbs	2006	EGY	985
Sydney - Eastern Suburbs	2006	FJI	476
Sydney - Eastern Suburbs	2006	GBR	13936
Sydney - Eastern Suburbs	2006	GRC	2446
Sydney - Eastern Suburbs	2006	HKG	2653
Sydney - Eastern Suburbs	2006	HRV	394
Sydney - Eastern Suburbs	2006	IDN	3004
Sydney - Eastern Suburbs	2006	IND	1325
Sydney - Eastern Suburbs	2006	IRL	2219
Sydney - Eastern Suburbs	2006	IRN	355
Sydney - Eastern Suburbs	2006	IRQ	278
Sydney - Eastern Suburbs	2006	ITA	1814
Sydney - Eastern Suburbs	2006	JPN	982
Sydney - Eastern Suburbs	2006	KOR	858
Sydney - Eastern Suburbs	2006	LBN	576
Sydney - Eastern Suburbs	2006	LKA	356
Sydney - Eastern Suburbs	2006	MKD	56
Sydney - Eastern Suburbs	2006	MLT	472
Sydney - Eastern Suburbs	2006	MYS	2079
Sydney - Eastern Suburbs	2006	NLD	545
Sydney - Eastern Suburbs	2006	NZL	6189
Sydney - Eastern Suburbs	2006	PAK	150
Sydney - Eastern Suburbs	2006	PHL	1063
Sydney - Eastern Suburbs	2006	POL	1331
Sydney - Eastern Suburbs	2006	SGP	1064
Sydney - Eastern Suburbs	2006	THA	779
Sydney - Eastern Suburbs	2006	TUR	336
Sydney - Eastern Suburbs	2006	USA	2002
Sydney - Eastern Suburbs	2006	VNM	638
Sydney - Eastern Suburbs	2006	ZAF	5496
Sydney - Eastern Suburbs	2006	ZWE	263
Sydney - Eastern Suburbs	2011		43689
Sydney - Eastern Suburbs	2011	AUS	134767
Sydney - Eastern Suburbs	2011	CAN	981
Sydney - Eastern Suburbs	2011	CHN	6861
Sydney - Eastern Suburbs	2011	DEU	1820
Sydney - Eastern Suburbs	2011	EGY	909
Sydney - Eastern Suburbs	2011	FJI	472
Sydney - Eastern Suburbs	2011	GBR	15972
Sydney - Eastern Suburbs	2011	GRC	2150
Sydney - Eastern Suburbs	2011	HKG	2461
Sydney - Eastern Suburbs	2011	HRV	359
Sydney - Eastern Suburbs	2011	IDN	2887
Sydney - Eastern Suburbs	2011	IND	1580
Sydney - Eastern Suburbs	2011	IRL	3875
Sydney - Eastern Suburbs	2011	IRN	565
Sydney - Eastern Suburbs	2011	IRQ	290
Sydney - Eastern Suburbs	2011	ITA	1860
Sydney - Eastern Suburbs	2011	JPN	914
Sydney - Eastern Suburbs	2011	KOR	971
Sydney - Eastern Suburbs	2011	LBN	566
Sydney - Eastern Suburbs	2011	LKA	381
Sydney - Eastern Suburbs	2011	MKD	61
Sydney - Eastern Suburbs	2011	MLT	426
Sydney - Eastern Suburbs	2011	MYS	2327
Sydney - Eastern Suburbs	2011	NLD	547
Sydney - Eastern Suburbs	2011	NZL	6434
Sydney - Eastern Suburbs	2011	PAK	162
Sydney - Eastern Suburbs	2011	PHL	1518
Sydney - Eastern Suburbs	2011	POL	1275
Sydney - Eastern Suburbs	2011	SGP	1213
Sydney - Eastern Suburbs	2011	THA	885
Sydney - Eastern Suburbs	2011	TUR	323
Sydney - Eastern Suburbs	2011	USA	2576
Sydney - Eastern Suburbs	2011	VNM	767
Sydney - Eastern Suburbs	2011	ZAF	6398
Sydney - Eastern Suburbs	2011	ZWE	301
Sydney - Eastern Suburbs	2016		47593
Sydney - Eastern Suburbs	2016	AUS	140462
Sydney - Eastern Suburbs	2016	CAN	1114
Sydney - Eastern Suburbs	2016	CHN	11493
Sydney - Eastern Suburbs	2016	DEU	1827
Sydney - Eastern Suburbs	2016	EGY	812
Sydney - Eastern Suburbs	2016	FJI	468
Sydney - Eastern Suburbs	2016	GBR	17366
Sydney - Eastern Suburbs	2016	GRC	1858
Sydney - Eastern Suburbs	2016	HKG	2405
Sydney - Eastern Suburbs	2016	HRV	305
Sydney - Eastern Suburbs	2016	IDN	2740
Sydney - Eastern Suburbs	2016	IND	1974
Sydney - Eastern Suburbs	2016	IRL	4284
Sydney - Eastern Suburbs	2016	IRN	675
Sydney - Eastern Suburbs	2016	IRQ	340
Sydney - Eastern Suburbs	2016	ITA	2295
Sydney - Eastern Suburbs	2016	JPN	922
Sydney - Eastern Suburbs	2016	KOR	895
Sydney - Eastern Suburbs	2016	LBN	523
Sydney - Eastern Suburbs	2016	LKA	427
Sydney - Eastern Suburbs	2016	MKD	91
Sydney - Eastern Suburbs	2016	MLT	356
Sydney - Eastern Suburbs	2016	MYS	2310
Sydney - Eastern Suburbs	2016	NLD	625
Sydney - Eastern Suburbs	2016	NZL	6128
Sydney - Eastern Suburbs	2016	PAK	256
Sydney - Eastern Suburbs	2016	PHL	1886
Sydney - Eastern Suburbs	2016	POL	1148
Sydney - Eastern Suburbs	2016	SGP	1207
Sydney - Eastern Suburbs	2016	THA	1021
Sydney - Eastern Suburbs	2016	TUR	300
Sydney - Eastern Suburbs	2016	USA	2977
Sydney - Eastern Suburbs	2016	VNM	969
Sydney - Eastern Suburbs	2016	ZAF	6677
Sydney - Eastern Suburbs	2016	ZWE	321
Sydney - Inner South West	2006		71751
Sydney - Inner South West	2006	AUS	256542
Sydney - Inner South West	2006	CAN	371
Sydney - Inner South West	2006	CHN	30152
Sydney - Inner South West	2006	DEU	1420
Sydney - Inner South West	2006	EGY	4655
Sydney - Inner South West	2006	FJI	3520
Sydney - Inner South West	2006	GBR	8435
Sydney - Inner South West	2006	GRC	13315
Sydney - Inner South West	2006	HKG	6187
Sydney - Inner South West	2006	HRV	1901
Sydney - Inner South West	2006	IDN	3840
Sydney - Inner South West	2006	IND	4919
Sydney - Inner South West	2006	IRL	913
Sydney - Inner South West	2006	IRN	404
Sydney - Inner South West	2006	IRQ	1198
Sydney - Inner South West	2006	ITA	6777
Sydney - Inner South West	2006	JPN	652
Sydney - Inner South West	2006	KOR	4049
Sydney - Inner South West	2006	LBN	22541
Sydney - Inner South West	2006	LKA	738
Sydney - Inner South West	2006	MKD	6985
Sydney - Inner South West	2006	MLT	1290
Sydney - Inner South West	2006	MYS	2251
Sydney - Inner South West	2006	NLD	465
Sydney - Inner South West	2006	NZL	8441
Sydney - Inner South West	2006	PAK	1733
Sydney - Inner South West	2006	PHL	4994
Sydney - Inner South West	2006	POL	1258
Sydney - Inner South West	2006	SGP	731
Sydney - Inner South West	2006	THA	1052
Sydney - Inner South West	2006	TUR	940
Sydney - Inner South West	2006	USA	779
Sydney - Inner South West	2006	VNM	14339
Sydney - Inner South West	2006	ZAF	1155
Sydney - Inner South West	2006	ZWE	316
Sydney - Inner South West	2011		74988
Sydney - Inner South West	2011	AUS	269946
Sydney - Inner South West	2011	CAN	400
Sydney - Inner South West	2011	CHN	38485
Sydney - Inner South West	2011	DEU	1337
Sydney - Inner South West	2011	EGY	5306
Sydney - Inner South West	2011	FJI	3591
Sydney - Inner South West	2011	GBR	7856
Sydney - Inner South West	2011	GRC	12440
Sydney - Inner South West	2011	HKG	6279
Sydney - Inner South West	2011	HRV	1826
Sydney - Inner South West	2011	IDN	5238
Sydney - Inner South West	2011	IND	7043
Sydney - Inner South West	2011	IRL	979
Sydney - Inner South West	2011	IRN	571
Sydney - Inner South West	2011	IRQ	1615
Sydney - Inner South West	2011	ITA	6173
Sydney - Inner South West	2011	JPN	770
Sydney - Inner South West	2011	KOR	3988
Sydney - Inner South West	2011	LBN	22923
Sydney - Inner South West	2011	LKA	808
Sydney - Inner South West	2011	MKD	6790
Sydney - Inner South West	2011	MLT	1187
Sydney - Inner South West	2011	MYS	2652
Sydney - Inner South West	2011	NLD	423
Sydney - Inner South West	2011	NZL	7964
Sydney - Inner South West	2011	PAK	2795
Sydney - Inner South West	2011	PHL	6016
Sydney - Inner South West	2011	POL	1119
Sydney - Inner South West	2011	SGP	848
Sydney - Inner South West	2011	THA	1570
Sydney - Inner South West	2011	TUR	978
Sydney - Inner South West	2011	USA	894
Sydney - Inner South West	2011	VNM	16234
Sydney - Inner South West	2011	ZAF	1209
Sydney - Inner South West	2011	ZWE	349
Sydney - Inner South West	2016		92451
Sydney - Inner South West	2016	AUS	279558
Sydney - Inner South West	2016	CAN	447
Sydney - Inner South West	2016	CHN	49306
Sydney - Inner South West	2016	DEU	1194
Sydney - Inner South West	2016	EGY	5465
Sydney - Inner South West	2016	FJI	3401
Sydney - Inner South West	2016	GBR	7146
Sydney - Inner South West	2016	GRC	12023
Sydney - Inner South West	2016	HKG	6774
Sydney - Inner South West	2016	HRV	1562
Sydney - Inner South West	2016	IDN	6140
Sydney - Inner South West	2016	IND	8763
Sydney - Inner South West	2016	IRL	1076
Sydney - Inner South West	2016	IRN	881
Sydney - Inner South West	2016	IRQ	1848
Sydney - Inner South West	2016	ITA	5548
Sydney - Inner South West	2016	JPN	937
Sydney - Inner South West	2016	KOR	3960
Sydney - Inner South West	2016	LBN	22758
Sydney - Inner South West	2016	LKA	882
Sydney - Inner South West	2016	MKD	6417
Sydney - Inner South West	2016	MLT	1040
Sydney - Inner South West	2016	MYS	3549
Sydney - Inner South West	2016	NLD	366
Sydney - Inner South West	2016	NZL	7758
Sydney - Inner South West	2016	PAK	5185
Sydney - Inner South West	2016	PHL	7934
Sydney - Inner South West	2016	POL	1030
Sydney - Inner South West	2016	SGP	978
Sydney - Inner South West	2016	THA	2490
Sydney - Inner South West	2016	TUR	1020
Sydney - Inner South West	2016	USA	1065
Sydney - Inner South West	2016	VNM	18972
Sydney - Inner South West	2016	ZAF	1203
Sydney - Inner South West	2016	ZWE	301
Sydney - Inner West	2006		33731
Sydney - Inner West	2006	AUS	130440
Sydney - Inner West	2006	CAN	482
Sydney - Inner West	2006	CHN	13146
Sydney - Inner West	2006	DEU	1036
Sydney - Inner West	2006	EGY	899
Sydney - Inner West	2006	FJI	857
Sydney - Inner West	2006	GBR	9136
Sydney - Inner West	2006	GRC	3362
Sydney - Inner West	2006	HKG	2851
Sydney - Inner West	2006	HRV	796
Sydney - Inner West	2006	IDN	1132
Sydney - Inner West	2006	IND	5502
Sydney - Inner West	2006	IRL	1365
Sydney - Inner West	2006	IRN	239
Sydney - Inner West	2006	IRQ	93
Sydney - Inner West	2006	ITA	9620
Sydney - Inner West	2006	JPN	604
Sydney - Inner West	2006	KOR	5577
Sydney - Inner West	2006	LBN	2656
Sydney - Inner West	2006	LKA	2193
Sydney - Inner West	2006	MKD	164
Sydney - Inner West	2006	MLT	496
Sydney - Inner West	2006	MYS	1519
Sydney - Inner West	2006	NLD	417
Sydney - Inner West	2006	NZL	4870
Sydney - Inner West	2006	PAK	285
Sydney - Inner West	2006	PHL	2221
Sydney - Inner West	2006	POL	854
Sydney - Inner West	2006	SGP	611
Sydney - Inner West	2006	THA	793
Sydney - Inner West	2006	TUR	655
Sydney - Inner West	2006	USA	992
Sydney - Inner West	2006	VNM	2420
Sydney - Inner West	2006	ZAF	933
Sydney - Inner West	2006	ZWE	145
Sydney - Inner West	2011		33251
Sydney - Inner West	2011	AUS	141133
Sydney - Inner West	2011	CAN	611
Sydney - Inner West	2011	CHN	17720
Sydney - Inner West	2011	DEU	1043
Sydney - Inner West	2011	EGY	871
Sydney - Inner West	2011	FJI	822
Sydney - Inner West	2011	GBR	10056
Sydney - Inner West	2011	GRC	2894
Sydney - Inner West	2011	HKG	2978
Sydney - Inner West	2011	HRV	704
Sydney - Inner West	2011	IDN	1277
Sydney - Inner West	2011	IND	7446
Sydney - Inner West	2011	IRL	1641
Sydney - Inner West	2011	IRN	424
Sydney - Inner West	2011	IRQ	136
Sydney - Inner West	2011	ITA	8847
Sydney - Inner West	2011	JPN	697
Sydney - Inner West	2011	KOR	6636
Sydney - Inner West	2011	LBN	2472
Sydney - Inner West	2011	LKA	2260
Sydney - Inner West	2011	MKD	183
Sydney - Inner West	2011	MLT	461
Sydney - Inner West	2011	MYS	1812
Sydney - Inner West	2011	NLD	408
Sydney - Inner West	2011	NZL	5070
Sydney - Inner West	2011	PAK	324
Sydney - Inner West	2011	PHL	2705
Sydney - Inner West	2011	POL	803
Sydney - Inner West	2011	SGP	707
Sydney - Inner West	2011	THA	1048
Sydney - Inner West	2011	TUR	724
Sydney - Inner West	2011	USA	1286
Sydney - Inner West	2011	VNM	2781
Sydney - Inner West	2011	ZAF	1143
Sydney - Inner West	2011	ZWE	180
Sydney - Inner West	2016		39238
Sydney - Inner West	2016	AUS	148720
Sydney - Inner West	2016	CAN	642
Sydney - Inner West	2016	CHN	26238
Sydney - Inner West	2016	DEU	984
Sydney - Inner West	2016	EGY	936
Sydney - Inner West	2016	FJI	843
Sydney - Inner West	2016	GBR	10245
Sydney - Inner West	2016	GRC	2699
Sydney - Inner West	2016	HKG	3416
Sydney - Inner West	2016	HRV	675
Sydney - Inner West	2016	IDN	1501
Sydney - Inner West	2016	IND	10147
Sydney - Inner West	2016	IRL	1825
Sydney - Inner West	2016	IRN	709
Sydney - Inner West	2016	IRQ	172
Sydney - Inner West	2016	ITA	8236
Sydney - Inner West	2016	JPN	851
Sydney - Inner West	2016	KOR	8087
Sydney - Inner West	2016	LBN	2387
Sydney - Inner West	2016	LKA	2235
Sydney - Inner West	2016	MKD	180
Sydney - Inner West	2016	MLT	384
Sydney - Inner West	2016	MYS	2182
Sydney - Inner West	2016	NLD	390
Sydney - Inner West	2016	NZL	4778
Sydney - Inner West	2016	PAK	571
Sydney - Inner West	2016	PHL	3379
Sydney - Inner West	2016	POL	756
Sydney - Inner West	2016	SGP	803
Sydney - Inner West	2016	THA	1838
Sydney - Inner West	2016	TUR	716
Sydney - Inner West	2016	USA	1526
Sydney - Inner West	2016	VNM	3631
Sydney - Inner West	2016	ZAF	1220
Sydney - Inner West	2016	ZWE	169
Sydney - North Sydney and Hornsby	2006		38785
Sydney - North Sydney and Hornsby	2006	AUS	213611
Sydney - North Sydney and Hornsby	2006	CAN	1293
Sydney - North Sydney and Hornsby	2006	CHN	9519
Sydney - North Sydney and Hornsby	2006	DEU	2198
Sydney - North Sydney and Hornsby	2006	EGY	652
Sydney - North Sydney and Hornsby	2006	FJI	638
Sydney - North Sydney and Hornsby	2006	GBR	23732
