SA4_NAME16	Year	EduInstitutionType	students
Migratory - Offshore - Shipping (Qld)	2011	University or other tertiary	7
Migratory - Offshore - Shipping (Qld)	2016		21
Migratory - Offshore - Shipping (Qld)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (Qld)	2016	Pre-school	0
Migratory - Offshore - Shipping (Qld)	2016	Secondary	7
Migratory - Offshore - Shipping (Qld)	2016	Technical or Further Educational Institution	3
Migratory - Offshore - Shipping (Qld)	2016	University or other tertiary	3
No usual address (Qld)	2006		1866
No usual address (Qld)	2006	Infants/Primary	393
No usual address (Qld)	2006	Pre-school	68
No usual address (Qld)	2006	Secondary	163
No usual address (Qld)	2006	Technical or Further Educational Institution	114
No usual address (Qld)	2006	University or other tertiary	302
No usual address (Qld)	2011		2031
No usual address (Qld)	2011	Infants/Primary	330
No usual address (Qld)	2011	Pre-school	41
No usual address (Qld)	2011	Secondary	139
No usual address (Qld)	2011	Technical or Further Educational Institution	139
No usual address (Qld)	2011	University or other tertiary	275
No usual address (Qld)	2016		2762
No usual address (Qld)	2016	Infants/Primary	264
No usual address (Qld)	2016	Pre-school	31
No usual address (Qld)	2016	Secondary	128
No usual address (Qld)	2016	Technical or Further Educational Institution	136
No usual address (Qld)	2016	University or other tertiary	301
Adelaide - Central and Hills	2006		19925
Adelaide - Central and Hills	2006	Infants/Primary	21842
Adelaide - Central and Hills	2006	Pre-school	3167
Adelaide - Central and Hills	2006	Secondary	15639
Adelaide - Central and Hills	2006	Technical or Further Educational Institution	5277
Adelaide - Central and Hills	2006	University or other tertiary	18975
Adelaide - Central and Hills	2011		17119
Adelaide - Central and Hills	2011	Infants/Primary	22819
Adelaide - Central and Hills	2011	Pre-school	3293
Adelaide - Central and Hills	2011	Secondary	15720
Adelaide - Central and Hills	2011	Technical or Further Educational Institution	5458
Adelaide - Central and Hills	2011	University or other tertiary	22336
Adelaide - Central and Hills	2016		17769
Adelaide - Central and Hills	2016	Infants/Primary	23907
Adelaide - Central and Hills	2016	Pre-school	3540
Adelaide - Central and Hills	2016	Secondary	16926
Adelaide - Central and Hills	2016	Technical or Further Educational Institution	4945
Adelaide - Central and Hills	2016	University or other tertiary	24439
Adelaide - North	2006		29421
Adelaide - North	2006	Infants/Primary	36100
Adelaide - North	2006	Pre-school	4694
Adelaide - North	2006	Secondary	21574
Adelaide - North	2006	Technical or Further Educational Institution	8576
Adelaide - North	2006	University or other tertiary	9506
Adelaide - North	2011		29144
Adelaide - North	2011	Infants/Primary	35112
Adelaide - North	2011	Pre-school	5555
Adelaide - North	2011	Secondary	23213
Adelaide - North	2011	Technical or Further Educational Institution	9780
Adelaide - North	2011	University or other tertiary	12728
Adelaide - North	2016		29694
Adelaide - North	2016	Infants/Primary	38848
Adelaide - North	2016	Pre-school	5588
Adelaide - North	2016	Secondary	24315
Adelaide - North	2016	Technical or Further Educational Institution	9738
Adelaide - North	2016	University or other tertiary	17084
Adelaide - South	2006		20599
Adelaide - South	2006	Infants/Primary	29271
Adelaide - South	2006	Pre-school	3938
Adelaide - South	2006	Secondary	19702
Adelaide - South	2006	Technical or Further Educational Institution	7028
Adelaide - South	2006	University or other tertiary	13580
Adelaide - South	2011		19691
Adelaide - South	2011	Infants/Primary	28959
Adelaide - South	2011	Pre-school	4340
Adelaide - South	2011	Secondary	19882
Adelaide - South	2011	Technical or Further Educational Institution	7263
Adelaide - South	2011	University or other tertiary	16085
Adelaide - South	2016		21144
Adelaide - South	2016	Infants/Primary	30580
Adelaide - South	2016	Pre-school	4314
Adelaide - South	2016	Secondary	20251
Adelaide - South	2016	Technical or Further Educational Institution	6377
Adelaide - South	2016	University or other tertiary	18824
Adelaide - West	2006		16877
Adelaide - West	2006	Infants/Primary	16145
Adelaide - West	2006	Pre-school	2159
Adelaide - West	2006	Secondary	10021
Adelaide - West	2006	Technical or Further Educational Institution	4821
Adelaide - West	2006	University or other tertiary	8306
Adelaide - West	2011		16245
Adelaide - West	2011	Infants/Primary	15829
Adelaide - West	2011	Pre-school	2523
Adelaide - West	2011	Secondary	11018
Adelaide - West	2011	Technical or Further Educational Institution	5239
Adelaide - West	2011	University or other tertiary	10535
Adelaide - West	2016		15053
Adelaide - West	2016	Infants/Primary	16967
Adelaide - West	2016	Pre-school	2510
Adelaide - West	2016	Secondary	11233
Adelaide - West	2016	Technical or Further Educational Institution	4668
Adelaide - West	2016	University or other tertiary	13441
Barossa - Yorke - Mid North	2006		7047
Barossa - Yorke - Mid North	2006	Infants/Primary	10553
Barossa - Yorke - Mid North	2006	Pre-school	1298
Barossa - Yorke - Mid North	2006	Secondary	6055
Barossa - Yorke - Mid North	2006	Technical or Further Educational Institution	2014
Barossa - Yorke - Mid North	2006	University or other tertiary	946
Barossa - Yorke - Mid North	2011		6331
Barossa - Yorke - Mid North	2011	Infants/Primary	9908
Barossa - Yorke - Mid North	2011	Pre-school	1382
Barossa - Yorke - Mid North	2011	Secondary	6300
Barossa - Yorke - Mid North	2011	Technical or Further Educational Institution	1825
Barossa - Yorke - Mid North	2011	University or other tertiary	1185
Barossa - Yorke - Mid North	2016		8576
Barossa - Yorke - Mid North	2016	Infants/Primary	9635
Barossa - Yorke - Mid North	2016	Pre-school	1262
Barossa - Yorke - Mid North	2016	Secondary	6197
Barossa - Yorke - Mid North	2016	Technical or Further Educational Institution	1568
Barossa - Yorke - Mid North	2016	University or other tertiary	1449
South Australia - Outback	2006		7795
South Australia - Outback	2006	Infants/Primary	8596
South Australia - Outback	2006	Pre-school	1131
South Australia - Outback	2006	Secondary	4474
South Australia - Outback	2006	Technical or Further Educational Institution	1674
South Australia - Outback	2006	University or other tertiary	846
South Australia - Outback	2011		8091
South Australia - Outback	2011	Infants/Primary	7864
South Australia - Outback	2011	Pre-school	1236
South Australia - Outback	2011	Secondary	4644
South Australia - Outback	2011	Technical or Further Educational Institution	1687
South Australia - Outback	2011	University or other tertiary	914
South Australia - Outback	2016		9129
South Australia - Outback	2016	Infants/Primary	7523
South Australia - Outback	2016	Pre-school	1107
South Australia - Outback	2016	Secondary	4294
South Australia - Outback	2016	Technical or Further Educational Institution	1337
South Australia - Outback	2016	University or other tertiary	1062
South Australia - South East	2006		13554
South Australia - South East	2006	Infants/Primary	16933
South Australia - South East	2006	Pre-school	2177
South Australia - South East	2006	Secondary	9775
South Australia - South East	2006	Technical or Further Educational Institution	3321
South Australia - South East	2006	University or other tertiary	1482
South Australia - South East	2011		12695
South Australia - South East	2011	Infants/Primary	15928
South Australia - South East	2011	Pre-school	2220
South Australia - South East	2011	Secondary	10128
South Australia - South East	2011	Technical or Further Educational Institution	3529
South Australia - South East	2011	University or other tertiary	2093
South Australia - South East	2016		15905
South Australia - South East	2016	Infants/Primary	15779
South Australia - South East	2016	Pre-school	1958
South Australia - South East	2016	Secondary	9952
South Australia - South East	2016	Technical or Further Educational Institution	2723
South Australia - South East	2016	University or other tertiary	2394
Migratory - Offshore - Shipping (SA)	2006		0
Migratory - Offshore - Shipping (SA)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (SA)	2006	Pre-school	0
Migratory - Offshore - Shipping (SA)	2006	Secondary	0
Migratory - Offshore - Shipping (SA)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (SA)	2006	University or other tertiary	0
Migratory - Offshore - Shipping (SA)	2011		0
Migratory - Offshore - Shipping (SA)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (SA)	2011	Pre-school	0
Migratory - Offshore - Shipping (SA)	2011	Secondary	0
Migratory - Offshore - Shipping (SA)	2011	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (SA)	2011	University or other tertiary	0
Migratory - Offshore - Shipping (SA)	2016		0
Migratory - Offshore - Shipping (SA)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (SA)	2016	Pre-school	0
Migratory - Offshore - Shipping (SA)	2016	Secondary	0
Migratory - Offshore - Shipping (SA)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (SA)	2016	University or other tertiary	0
No usual address (SA)	2006		312
No usual address (SA)	2006	Infants/Primary	84
No usual address (SA)	2006	Pre-school	12
No usual address (SA)	2006	Secondary	54
No usual address (SA)	2006	Technical or Further Educational Institution	44
No usual address (SA)	2006	University or other tertiary	81
No usual address (SA)	2011		481
No usual address (SA)	2011	Infants/Primary	123
No usual address (SA)	2011	Pre-school	19
No usual address (SA)	2011	Secondary	51
No usual address (SA)	2011	Technical or Further Educational Institution	71
No usual address (SA)	2011	University or other tertiary	87
No usual address (SA)	2016		654
No usual address (SA)	2016	Infants/Primary	76
No usual address (SA)	2016	Pre-school	8
No usual address (SA)	2016	Secondary	86
No usual address (SA)	2016	Technical or Further Educational Institution	43
No usual address (SA)	2016	University or other tertiary	81
Bunbury	2006		11747
Bunbury	2006	Infants/Primary	13331
Bunbury	2006	Pre-school	2159
Bunbury	2006	Secondary	9037
Bunbury	2006	Technical or Further Educational Institution	2996
Bunbury	2006	University or other tertiary	1839
Bunbury	2011		12471
Bunbury	2011	Infants/Primary	15093
Bunbury	2011	Pre-school	2473
Bunbury	2011	Secondary	9118
Bunbury	2011	Technical or Further Educational Institution	3360
Bunbury	2011	University or other tertiary	2185
Bunbury	2016		15953
Bunbury	2016	Infants/Primary	15822
Bunbury	2016	Pre-school	2161
Bunbury	2016	Secondary	12267
Bunbury	2016	Technical or Further Educational Institution	2956
Bunbury	2016	University or other tertiary	2634
Mandurah	2006		6928
Mandurah	2006	Infants/Primary	5475
Mandurah	2006	Pre-school	811
Mandurah	2006	Secondary	3701
Mandurah	2006	Technical or Further Educational Institution	1178
Mandurah	2006	University or other tertiary	817
Mandurah	2011		7238
Mandurah	2011	Infants/Primary	7077
Mandurah	2011	Pre-school	1072
Mandurah	2011	Secondary	4164
Mandurah	2011	Technical or Further Educational Institution	1568
Mandurah	2011	University or other tertiary	1563
Mandurah	2016		7902
Mandurah	2016	Infants/Primary	7984
Mandurah	2016	Pre-school	1052
Mandurah	2016	Secondary	5861
Mandurah	2016	Technical or Further Educational Institution	1588
Mandurah	2016	University or other tertiary	2244
Perth - Inner	2006		16334
Perth - Inner	2006	Infants/Primary	9026
Perth - Inner	2006	Pre-school	1748
Perth - Inner	2006	Secondary	7782
Perth - Inner	2006	Technical or Further Educational Institution	2639
Perth - Inner	2006	University or other tertiary	12634
Perth - Inner	2011		14207
Perth - Inner	2011	Infants/Primary	10567
Perth - Inner	2011	Pre-school	1920
Perth - Inner	2011	Secondary	7748
Perth - Inner	2011	Technical or Further Educational Institution	2984
Perth - Inner	2011	University or other tertiary	14439
Perth - Inner	2016		15690
Perth - Inner	2016	Infants/Primary	11828
Perth - Inner	2016	Pre-school	1838
Perth - Inner	2016	Secondary	10007
Perth - Inner	2016	Technical or Further Educational Institution	2935
Perth - Inner	2016	University or other tertiary	15367
Perth - North East	2006		18480
Perth - North East	2006	Infants/Primary	17386
Perth - North East	2006	Pre-school	2786
Perth - North East	2006	Secondary	12041
Perth - North East	2006	Technical or Further Educational Institution	4418
Perth - North East	2006	University or other tertiary	6052
Perth - North East	2011		18632
Perth - North East	2011	Infants/Primary	18311
Perth - North East	2011	Pre-school	3145
Perth - North East	2011	Secondary	13128
Perth - North East	2011	Technical or Further Educational Institution	5140
Perth - North East	2011	University or other tertiary	7847
Perth - North East	2016		21576
Perth - North East	2016	Infants/Primary	21114
Perth - North East	2016	Pre-school	3029
Perth - North East	2016	Secondary	16219
Perth - North East	2016	Technical or Further Educational Institution	5012
Perth - North East	2016	University or other tertiary	9916
Perth - North West	2006		34616
Perth - North West	2006	Infants/Primary	36929
Perth - North West	2006	Pre-school	5743
Perth - North West	2006	Secondary	26514
Perth - North West	2006	Technical or Further Educational Institution	9321
Perth - North West	2006	University or other tertiary	17006
Perth - North West	2011		35273
Perth - North West	2011	Infants/Primary	41603
Perth - North West	2011	Pre-school	7202
Perth - North West	2011	Secondary	29386
Perth - North West	2011	Technical or Further Educational Institution	10683
Perth - North West	2011	University or other tertiary	22018
Perth - North West	2016		37081
Perth - North West	2016	Infants/Primary	47467
Perth - North West	2016	Pre-school	6781
Perth - North West	2016	Secondary	36306
Perth - North West	2016	Technical or Further Educational Institution	10442
Perth - North West	2016	University or other tertiary	25770
Perth - South East	2006		34576
Perth - South East	2006	Infants/Primary	30479
Perth - South East	2006	Pre-school	4728
Perth - South East	2006	Secondary	22486
Perth - South East	2006	Technical or Further Educational Institution	8582
Perth - South East	2006	University or other tertiary	18455
Perth - South East	2011		36806
Perth - South East	2011	Infants/Primary	34118
Perth - South East	2011	Pre-school	5981
Perth - South East	2011	Secondary	23547
Perth - South East	2011	Technical or Further Educational Institution	10911
Perth - South East	2011	University or other tertiary	23518
Perth - South East	2016		39209
Perth - South East	2016	Infants/Primary	40146
Perth - South East	2016	Pre-school	6001
Perth - South East	2016	Secondary	30619
Perth - South East	2016	Technical or Further Educational Institution	11059
Perth - South East	2016	University or other tertiary	27542
Perth - South West	2006		28236
Perth - South West	2006	Infants/Primary	27157
Perth - South West	2006	Pre-school	4241
Perth - South West	2006	Secondary	18858
Perth - South West	2006	Technical or Further Educational Institution	6077
Perth - South West	2006	University or other tertiary	12853
Perth - South West	2011		26378
Perth - South West	2011	Infants/Primary	30274
Perth - South West	2011	Pre-school	5354
Perth - South West	2011	Secondary	20699
Perth - South West	2011	Technical or Further Educational Institution	7388
Perth - South West	2011	University or other tertiary	16044
Perth - South West	2016		32472
Perth - South West	2016	Infants/Primary	35610
Perth - South West	2016	Pre-school	5082
Perth - South West	2016	Secondary	26464
Perth - South West	2016	Technical or Further Educational Institution	7112
Perth - South West	2016	University or other tertiary	18753
Western Australia - Wheat Belt	2006		10497
Western Australia - Wheat Belt	2006	Infants/Primary	11968
Western Australia - Wheat Belt	2006	Pre-school	2001
Western Australia - Wheat Belt	2006	Secondary	6844
Western Australia - Wheat Belt	2006	Technical or Further Educational Institution	2374
Western Australia - Wheat Belt	2006	University or other tertiary	1080
Western Australia - Wheat Belt	2011		10404
Western Australia - Wheat Belt	2011	Infants/Primary	12048
Western Australia - Wheat Belt	2011	Pre-school	2051
Western Australia - Wheat Belt	2011	Secondary	6657
Western Australia - Wheat Belt	2011	Technical or Further Educational Institution	2752
Western Australia - Wheat Belt	2011	University or other tertiary	1343
Western Australia - Wheat Belt	2016		14741
Western Australia - Wheat Belt	2016	Infants/Primary	11067
Western Australia - Wheat Belt	2016	Pre-school	1561
Western Australia - Wheat Belt	2016	Secondary	7687
Western Australia - Wheat Belt	2016	Technical or Further Educational Institution	2076
Western Australia - Wheat Belt	2016	University or other tertiary	1452
Western Australia - Outback (North)	2006		12905
Western Australia - Outback (North)	2006	Infants/Primary	7110
Western Australia - Outback (North)	2006	Pre-school	1103
Western Australia - Outback (North)	2006	Secondary	2870
Western Australia - Outback (North)	2006	Technical or Further Educational Institution	1335
Western Australia - Outback (North)	2006	University or other tertiary	822
Western Australia - Outback (North)	2011		18008
Western Australia - Outback (North)	2011	Infants/Primary	8194
Western Australia - Outback (North)	2011	Pre-school	1305
Western Australia - Outback (North)	2011	Secondary	3035
Western Australia - Outback (North)	2011	Technical or Further Educational Institution	1700
Western Australia - Outback (North)	2011	University or other tertiary	1299
Western Australia - Outback (North)	2016		15258
Western Australia - Outback (North)	2016	Infants/Primary	8248
Western Australia - Outback (North)	2016	Pre-school	1286
Western Australia - Outback (North)	2016	Secondary	4339
Western Australia - Outback (North)	2016	Technical or Further Educational Institution	1552
Western Australia - Outback (North)	2016	University or other tertiary	1365
Western Australia - Outback (South)	2006		12946
Western Australia - Outback (South)	2006	Infants/Primary	10864
Western Australia - Outback (South)	2006	Pre-school	1829
Western Australia - Outback (South)	2006	Secondary	6169
Western Australia - Outback (South)	2006	Technical or Further Educational Institution	1774
Western Australia - Outback (South)	2006	University or other tertiary	1393
Western Australia - Outback (South)	2011		13493
Western Australia - Outback (South)	2011	Infants/Primary	11142
Western Australia - Outback (South)	2011	Pre-school	1894
Western Australia - Outback (South)	2011	Secondary	6142
Western Australia - Outback (South)	2011	Technical or Further Educational Institution	2182
Western Australia - Outback (South)	2011	University or other tertiary	1511
Western Australia - Outback (South)	2016		14595
Western Australia - Outback (South)	2016	Infants/Primary	10466
Western Australia - Outback (South)	2016	Pre-school	1441
Western Australia - Outback (South)	2016	Secondary	7183
Western Australia - Outback (South)	2016	Technical or Further Educational Institution	2029
Western Australia - Outback (South)	2016	University or other tertiary	1641
Migratory - Offshore - Shipping (WA)	2006		31
Migratory - Offshore - Shipping (WA)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (WA)	2006	Pre-school	0
Migratory - Offshore - Shipping (WA)	2006	Secondary	0
Migratory - Offshore - Shipping (WA)	2006	Technical or Further Educational Institution	9
Migratory - Offshore - Shipping (WA)	2006	University or other tertiary	3
Migratory - Offshore - Shipping (WA)	2011		72
Migratory - Offshore - Shipping (WA)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (WA)	2011	Pre-school	0
Migratory - Offshore - Shipping (WA)	2011	Secondary	0
Migratory - Offshore - Shipping (WA)	2011	Technical or Further Educational Institution	4
Migratory - Offshore - Shipping (WA)	2011	University or other tertiary	4
Migratory - Offshore - Shipping (WA)	2016		78
Migratory - Offshore - Shipping (WA)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (WA)	2016	Pre-school	0
Migratory - Offshore - Shipping (WA)	2016	Secondary	5
Migratory - Offshore - Shipping (WA)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (WA)	2016	University or other tertiary	9
No usual address (WA)	2006		809
No usual address (WA)	2006	Infants/Primary	142
No usual address (WA)	2006	Pre-school	30
No usual address (WA)	2006	Secondary	60
No usual address (WA)	2006	Technical or Further Educational Institution	79
No usual address (WA)	2006	University or other tertiary	138
No usual address (WA)	2011		1421
No usual address (WA)	2011	Infants/Primary	199
No usual address (WA)	2011	Pre-school	22
No usual address (WA)	2011	Secondary	66
No usual address (WA)	2011	Technical or Further Educational Institution	77
No usual address (WA)	2011	University or other tertiary	163
No usual address (WA)	2016		1635
No usual address (WA)	2016	Infants/Primary	139
No usual address (WA)	2016	Pre-school	17
No usual address (WA)	2016	Secondary	61
No usual address (WA)	2016	Technical or Further Educational Institution	67
No usual address (WA)	2016	University or other tertiary	128
Hobart	2006		16712
Hobart	2006	Infants/Primary	17558
Hobart	2006	Pre-school	1746
Hobart	2006	Secondary	12952
Hobart	2006	Technical or Further Educational Institution	5284
Hobart	2006	University or other tertiary	8472
Hobart	2011		14847
Hobart	2011	Infants/Primary	17786
Hobart	2011	Pre-school	1768
Hobart	2011	Secondary	12615
Hobart	2011	Technical or Further Educational Institution	5412
Hobart	2011	University or other tertiary	9659
Hobart	2016		16299
Hobart	2016	Infants/Primary	19542
Hobart	2016	Pre-school	1705
Hobart	2016	Secondary	13303
Hobart	2016	Technical or Further Educational Institution	4569
Hobart	2016	University or other tertiary	11028
Launceston and North East	2006		10873
Launceston and North East	2006	Infants/Primary	12686
Launceston and North East	2006	Pre-school	1115
Launceston and North East	2006	Secondary	8316
Launceston and North East	2006	Technical or Further Educational Institution	3447
Launceston and North East	2006	University or other tertiary	3988
Launceston and North East	2011		9036
Launceston and North East	2011	Infants/Primary	11713
Launceston and North East	2011	Pre-school	1244
Launceston and North East	2011	Secondary	8508
Launceston and North East	2011	Technical or Further Educational Institution	3579
Launceston and North East	2011	University or other tertiary	4718
Launceston and North East	2016		12033
Launceston and North East	2016	Infants/Primary	11798
Launceston and North East	2016	Pre-school	1088
Launceston and North East	2016	Secondary	8082
Launceston and North East	2016	Technical or Further Educational Institution	3048
Launceston and North East	2016	University or other tertiary	4813
South East	2006		2916
South East	2006	Infants/Primary	3113
South East	2006	Pre-school	297
South East	2006	Secondary	1942
South East	2006	Technical or Further Educational Institution	726
South East	2006	University or other tertiary	417
South East	2011		2553
South East	2011	Infants/Primary	3138
South East	2011	Pre-school	285
South East	2011	Secondary	1882
South East	2011	Technical or Further Educational Institution	706
South East	2011	University or other tertiary	501
South East	2016		3530
South East	2016	Infants/Primary	2948
South East	2016	Pre-school	225
South East	2016	Secondary	1911
South East	2016	Technical or Further Educational Institution	640
South East	2016	University or other tertiary	598
West and North West	2006		7699
West and North West	2006	Infants/Primary	10392
West and North West	2006	Pre-school	862
West and North West	2006	Secondary	6691
West and North West	2006	Technical or Further Educational Institution	2959
West and North West	2006	University or other tertiary	1253
West and North West	2011		7858
West and North West	2011	Infants/Primary	9403
West and North West	2011	Pre-school	918
West and North West	2011	Secondary	6572
West and North West	2011	Technical or Further Educational Institution	3139
West and North West	2011	University or other tertiary	1610
West and North West	2016		9066
West and North West	2016	Infants/Primary	9458
West and North West	2016	Pre-school	719
West and North West	2016	Secondary	6137
West and North West	2016	Technical or Further Educational Institution	2354
West and North West	2016	University or other tertiary	1775
Migratory - Offshore - Shipping (Tas.)	2006		4
Migratory - Offshore - Shipping (Tas.)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (Tas.)	2006	Pre-school	0
Migratory - Offshore - Shipping (Tas.)	2006	Secondary	0
Migratory - Offshore - Shipping (Tas.)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Tas.)	2006	University or other tertiary	3
Migratory - Offshore - Shipping (Tas.)	2011		11
Migratory - Offshore - Shipping (Tas.)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (Tas.)	2011	Pre-school	0
Migratory - Offshore - Shipping (Tas.)	2011	Secondary	3
Migratory - Offshore - Shipping (Tas.)	2011	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Tas.)	2011	University or other tertiary	0
Migratory - Offshore - Shipping (Tas.)	2016		4
Migratory - Offshore - Shipping (Tas.)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (Tas.)	2016	Pre-school	0
Migratory - Offshore - Shipping (Tas.)	2016	Secondary	0
Migratory - Offshore - Shipping (Tas.)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Tas.)	2016	University or other tertiary	0
No usual address (Tas.)	2006		112
No usual address (Tas.)	2006	Infants/Primary	39
No usual address (Tas.)	2006	Pre-school	3
No usual address (Tas.)	2006	Secondary	20
No usual address (Tas.)	2006	Technical or Further Educational Institution	21
No usual address (Tas.)	2006	University or other tertiary	34
No usual address (Tas.)	2011		170
No usual address (Tas.)	2011	Infants/Primary	33
No usual address (Tas.)	2011	Pre-school	9
No usual address (Tas.)	2011	Secondary	30
No usual address (Tas.)	2011	Technical or Further Educational Institution	26
No usual address (Tas.)	2011	University or other tertiary	40
No usual address (Tas.)	2016		186
No usual address (Tas.)	2016	Infants/Primary	24
No usual address (Tas.)	2016	Pre-school	4
No usual address (Tas.)	2016	Secondary	20
No usual address (Tas.)	2016	Technical or Further Educational Institution	13
No usual address (Tas.)	2016	University or other tertiary	39
Darwin	2006		14058
Darwin	2006	Infants/Primary	10527
Darwin	2006	Pre-school	1481
Darwin	2006	Secondary	5930
Darwin	2006	Technical or Further Educational Institution	1250
Darwin	2006	University or other tertiary	4389
Darwin	2011		16754
Darwin	2011	Infants/Primary	9719
Darwin	2011	Pre-school	1774
Darwin	2011	Secondary	7447
Darwin	2011	Technical or Further Educational Institution	1590
Darwin	2011	University or other tertiary	4963
Darwin	2016		18035
Darwin	2016	Infants/Primary	11171
Darwin	2016	Pre-school	2009
Darwin	2016	Secondary	7912
Darwin	2016	Technical or Further Educational Institution	2067
Darwin	2016	University or other tertiary	6309
Northern Territory - Outback	2006		13659
Northern Territory - Outback	2006	Infants/Primary	9130
Northern Territory - Outback	2006	Pre-school	1322
Northern Territory - Outback	2006	Secondary	4037
Northern Territory - Outback	2006	Technical or Further Educational Institution	934
Northern Territory - Outback	2006	University or other tertiary	1396
Northern Territory - Outback	2011		10815
Northern Territory - Outback	2011	Infants/Primary	10133
Northern Territory - Outback	2011	Pre-school	1556
Northern Territory - Outback	2011	Secondary	5148
Northern Territory - Outback	2011	Technical or Further Educational Institution	1120
Northern Territory - Outback	2011	University or other tertiary	1687
Northern Territory - Outback	2016		14096
Northern Territory - Outback	2016	Infants/Primary	9124
Northern Territory - Outback	2016	Pre-school	1691
Northern Territory - Outback	2016	Secondary	5285
Northern Territory - Outback	2016	Technical or Further Educational Institution	941
Northern Territory - Outback	2016	University or other tertiary	1715
Migratory - Offshore - Shipping (NT)	2006		15
Migratory - Offshore - Shipping (NT)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (NT)	2006	Pre-school	0
Migratory - Offshore - Shipping (NT)	2006	Secondary	0
Migratory - Offshore - Shipping (NT)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (NT)	2006	University or other tertiary	0
Migratory - Offshore - Shipping (NT)	2011		11
Migratory - Offshore - Shipping (NT)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (NT)	2011	Pre-school	0
Migratory - Offshore - Shipping (NT)	2011	Secondary	0
Migratory - Offshore - Shipping (NT)	2011	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (NT)	2011	University or other tertiary	0
Migratory - Offshore - Shipping (NT)	2016		13
Migratory - Offshore - Shipping (NT)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (NT)	2016	Pre-school	0
Migratory - Offshore - Shipping (NT)	2016	Secondary	0
Migratory - Offshore - Shipping (NT)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (NT)	2016	University or other tertiary	0
No usual address (NT)	2006		370
No usual address (NT)	2006	Infants/Primary	41
No usual address (NT)	2006	Pre-school	12
No usual address (NT)	2006	Secondary	9
No usual address (NT)	2006	Technical or Further Educational Institution	11
No usual address (NT)	2006	University or other tertiary	32
No usual address (NT)	2011		285
No usual address (NT)	2011	Infants/Primary	55
No usual address (NT)	2011	Pre-school	6
No usual address (NT)	2011	Secondary	5
No usual address (NT)	2011	Technical or Further Educational Institution	13
No usual address (NT)	2011	University or other tertiary	35
No usual address (NT)	2016		844
No usual address (NT)	2016	Infants/Primary	62
No usual address (NT)	2016	Pre-school	3
No usual address (NT)	2016	Secondary	13
No usual address (NT)	2016	Technical or Further Educational Institution	39
No usual address (NT)	2016	University or other tertiary	18
Australian Capital Territory	2006		22223
Australian Capital Territory	2006	Infants/Primary	26907
Australian Capital Territory	2006	Pre-school	4309
Australian Capital Territory	2006	Secondary	22960
Australian Capital Territory	2006	Technical or Further Educational Institution	8594
Australian Capital Territory	2006	University or other tertiary	22633
Australian Capital Territory	2011		21236
Australian Capital Territory	2011	Infants/Primary	27689
Australian Capital Territory	2011	Pre-school	5199
Australian Capital Territory	2011	Secondary	23097
Australian Capital Territory	2011	Technical or Further Educational Institution	9161
Australian Capital Territory	2011	University or other tertiary	28283
Australian Capital Territory	2016		26184
Australian Capital Territory	2016	Infants/Primary	32804
Australian Capital Territory	2016	Pre-school	5901
Australian Capital Territory	2016	Secondary	24183
Australian Capital Territory	2016	Technical or Further Educational Institution	8156
Australian Capital Territory	2016	University or other tertiary	34230
Migratory - Offshore - Shipping (ACT)	2006		0
Migratory - Offshore - Shipping (ACT)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (ACT)	2006	Pre-school	0
Migratory - Offshore - Shipping (ACT)	2006	Secondary	0
Migratory - Offshore - Shipping (ACT)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (ACT)	2006	University or other tertiary	0
Migratory - Offshore - Shipping (ACT)	2011		0
Migratory - Offshore - Shipping (ACT)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (ACT)	2011	Pre-school	0
Migratory - Offshore - Shipping (ACT)	2011	Secondary	0
Migratory - Offshore - Shipping (ACT)	2011	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (ACT)	2011	University or other tertiary	0
Migratory - Offshore - Shipping (ACT)	2016		0
Migratory - Offshore - Shipping (ACT)	2016	Infants/Primary	0
