SA4_NAME16	Year	EduInstitutionType	students
Hume	2006	University or other tertiary	2421
Hume	2011		10768
Hume	2011	Infants/Primary	12894
Hume	2011	Pre-school	2691
Hume	2011	Secondary	11296
Hume	2011	Technical or Further Educational Institution	4154
Hume	2011	University or other tertiary	2787
Hume	2016		16000
Hume	2016	Infants/Primary	13511
Hume	2016	Pre-school	2630
Hume	2016	Secondary	10804
Hume	2016	Technical or Further Educational Institution	3194
Hume	2016	University or other tertiary	3067
Latrobe - Gippsland	2006		20285
Latrobe - Gippsland	2006	Infants/Primary	20870
Latrobe - Gippsland	2006	Pre-school	3336
Latrobe - Gippsland	2006	Secondary	17718
Latrobe - Gippsland	2006	Technical or Further Educational Institution	4742
Latrobe - Gippsland	2006	University or other tertiary	3497
Latrobe - Gippsland	2011		19319
Latrobe - Gippsland	2011	Infants/Primary	19910
Latrobe - Gippsland	2011	Pre-school	4020
Latrobe - Gippsland	2011	Secondary	16944
Latrobe - Gippsland	2011	Technical or Further Educational Institution	5618
Latrobe - Gippsland	2011	University or other tertiary	4387
Latrobe - Gippsland	2016		26373
Latrobe - Gippsland	2016	Infants/Primary	21103
Latrobe - Gippsland	2016	Pre-school	3844
Latrobe - Gippsland	2016	Secondary	15965
Latrobe - Gippsland	2016	Technical or Further Educational Institution	4110
Latrobe - Gippsland	2016	University or other tertiary	5146
Melbourne - Inner	2006		59330
Melbourne - Inner	2006	Infants/Primary	19346
Melbourne - Inner	2006	Pre-school	5216
Melbourne - Inner	2006	Secondary	15879
Melbourne - Inner	2006	Technical or Further Educational Institution	10487
Melbourne - Inner	2006	University or other tertiary	45582
Melbourne - Inner	2011		49525
Melbourne - Inner	2011	Infants/Primary	22424
Melbourne - Inner	2011	Pre-school	6162
Melbourne - Inner	2011	Secondary	16791
Melbourne - Inner	2011	Technical or Further Educational Institution	11260
Melbourne - Inner	2011	University or other tertiary	52045
Melbourne - Inner	2016		62321
Melbourne - Inner	2016	Infants/Primary	26852
Melbourne - Inner	2016	Pre-school	6654
Melbourne - Inner	2016	Secondary	19453
Melbourne - Inner	2016	Technical or Further Educational Institution	11670
Melbourne - Inner	2016	University or other tertiary	73397
Melbourne - Inner East	2006		22394
Melbourne - Inner East	2006	Infants/Primary	24795
Melbourne - Inner East	2006	Pre-school	5696
Melbourne - Inner East	2006	Secondary	23099
Melbourne - Inner East	2006	Technical or Further Educational Institution	6119
Melbourne - Inner East	2006	University or other tertiary	23536
Melbourne - Inner East	2011		20273
Melbourne - Inner East	2011	Infants/Primary	25693
Melbourne - Inner East	2011	Pre-school	6163
Melbourne - Inner East	2011	Secondary	24133
Melbourne - Inner East	2011	Technical or Further Educational Institution	6143
Melbourne - Inner East	2011	University or other tertiary	27287
Melbourne - Inner East	2016		21018
Melbourne - Inner East	2016	Infants/Primary	27935
Melbourne - Inner East	2016	Pre-school	5841
Melbourne - Inner East	2016	Secondary	25702
Melbourne - Inner East	2016	Technical or Further Educational Institution	5328
Melbourne - Inner East	2016	University or other tertiary	32419
Melbourne - Inner South	2006		30777
Melbourne - Inner South	2006	Infants/Primary	27261
Melbourne - Inner South	2006	Pre-school	6652
Melbourne - Inner South	2006	Secondary	22295
Melbourne - Inner South	2006	Technical or Further Educational Institution	6545
Melbourne - Inner South	2006	University or other tertiary	18300
Melbourne - Inner South	2011		24901
Melbourne - Inner South	2011	Infants/Primary	30287
Melbourne - Inner South	2011	Pre-school	7550
Melbourne - Inner South	2011	Secondary	23521
Melbourne - Inner South	2011	Technical or Further Educational Institution	6657
Melbourne - Inner South	2011	University or other tertiary	21154
Melbourne - Inner South	2016		25468
Melbourne - Inner South	2016	Infants/Primary	34385
Melbourne - Inner South	2016	Pre-school	7471
Melbourne - Inner South	2016	Secondary	26447
Melbourne - Inner South	2016	Technical or Further Educational Institution	5451
Melbourne - Inner South	2016	University or other tertiary	26162
Melbourne - North East	2006		32487
Melbourne - North East	2006	Infants/Primary	32970
Melbourne - North East	2006	Pre-school	6639
Melbourne - North East	2006	Secondary	27509
Melbourne - North East	2006	Technical or Further Educational Institution	8762
Melbourne - North East	2006	University or other tertiary	16672
Melbourne - North East	2011		31354
Melbourne - North East	2011	Infants/Primary	34164
Melbourne - North East	2011	Pre-school	7827
Melbourne - North East	2011	Secondary	28322
Melbourne - North East	2011	Technical or Further Educational Institution	9488
Melbourne - North East	2011	University or other tertiary	21834
Melbourne - North East	2016		34830
Melbourne - North East	2016	Infants/Primary	41034
Melbourne - North East	2016	Pre-school	8685
Melbourne - North East	2016	Secondary	30422
Melbourne - North East	2016	Technical or Further Educational Institution	8783
Melbourne - North East	2016	University or other tertiary	28438
Melbourne - North West	2006		25841
Melbourne - North West	2006	Infants/Primary	25934
Melbourne - North West	2006	Pre-school	4476
Melbourne - North West	2006	Secondary	21266
Melbourne - North West	2006	Technical or Further Educational Institution	5882
Melbourne - North West	2006	University or other tertiary	7968
Melbourne - North West	2011		26481
Melbourne - North West	2011	Infants/Primary	26351
Melbourne - North West	2011	Pre-school	5205
Melbourne - North West	2011	Secondary	22448
Melbourne - North West	2011	Technical or Further Educational Institution	7258
Melbourne - North West	2011	University or other tertiary	11048
Melbourne - North West	2016		29169
Melbourne - North West	2016	Infants/Primary	31191
Melbourne - North West	2016	Pre-school	5903
Melbourne - North West	2016	Secondary	24257
Melbourne - North West	2016	Technical or Further Educational Institution	6616
Melbourne - North West	2016	University or other tertiary	16388
Melbourne - Outer East	2006		30952
Melbourne - Outer East	2006	Infants/Primary	41248
Melbourne - Outer East	2006	Pre-school	8348
Melbourne - Outer East	2006	Secondary	35689
Melbourne - Outer East	2006	Technical or Further Educational Institution	10441
Melbourne - Outer East	2006	University or other tertiary	14845
Melbourne - Outer East	2011		26767
Melbourne - Outer East	2011	Infants/Primary	39477
Melbourne - Outer East	2011	Pre-school	8737
Melbourne - Outer East	2011	Secondary	34281
Melbourne - Outer East	2011	Technical or Further Educational Institution	11380
Melbourne - Outer East	2011	University or other tertiary	18134
Melbourne - Outer East	2016		28599
Melbourne - Outer East	2016	Infants/Primary	41071
Melbourne - Outer East	2016	Pre-school	8709
Melbourne - Outer East	2016	Secondary	34246
Melbourne - Outer East	2016	Technical or Further Educational Institution	9186
Melbourne - Outer East	2016	University or other tertiary	21296
Melbourne - South East	2006		50663
Melbourne - South East	2006	Infants/Primary	50398
Melbourne - South East	2006	Pre-school	9095
Melbourne - South East	2006	Secondary	41311
Melbourne - South East	2006	Technical or Further Educational Institution	13976
Melbourne - South East	2006	University or other tertiary	23636
Melbourne - South East	2011		48547
Melbourne - South East	2011	Infants/Primary	52864
Melbourne - South East	2011	Pre-school	11078
Melbourne - South East	2011	Secondary	46224
Melbourne - South East	2011	Technical or Further Educational Institution	17002
Melbourne - South East	2011	University or other tertiary	30979
Melbourne - South East	2016		54358
Melbourne - South East	2016	Infants/Primary	63970
Melbourne - South East	2016	Pre-school	12294
Melbourne - South East	2016	Secondary	50772
Melbourne - South East	2016	Technical or Further Educational Institution	15889
Melbourne - South East	2016	University or other tertiary	44971
Melbourne - West	2006		49473
Melbourne - West	2006	Infants/Primary	43391
Melbourne - West	2006	Pre-school	8047
Melbourne - West	2006	Secondary	34726
Melbourne - West	2006	Technical or Further Educational Institution	10030
Melbourne - West	2006	University or other tertiary	17483
Melbourne - West	2011		57178
Melbourne - West	2011	Infants/Primary	49502
Melbourne - West	2011	Pre-school	10334
Melbourne - West	2011	Secondary	39156
Melbourne - West	2011	Technical or Further Educational Institution	13375
Melbourne - West	2011	University or other tertiary	24884
Melbourne - West	2016		61475
Melbourne - West	2016	Infants/Primary	63916
Melbourne - West	2016	Pre-school	12670
Melbourne - West	2016	Secondary	45256
Melbourne - West	2016	Technical or Further Educational Institution	12759
Melbourne - West	2016	University or other tertiary	36167
Mornington Peninsula	2006		25217
Mornington Peninsula	2006	Infants/Primary	21057
Mornington Peninsula	2006	Pre-school	4127
Mornington Peninsula	2006	Secondary	17110
Mornington Peninsula	2006	Technical or Further Educational Institution	5219
Mornington Peninsula	2006	University or other tertiary	4526
Mornington Peninsula	2011		21150
Mornington Peninsula	2011	Infants/Primary	21578
Mornington Peninsula	2011	Pre-school	4833
Mornington Peninsula	2011	Secondary	17223
Mornington Peninsula	2011	Technical or Further Educational Institution	6200
Mornington Peninsula	2011	University or other tertiary	6290
Mornington Peninsula	2016		21834
Mornington Peninsula	2016	Infants/Primary	23416
Mornington Peninsula	2016	Pre-school	4817
Mornington Peninsula	2016	Secondary	17491
Mornington Peninsula	2016	Technical or Further Educational Institution	5171
Mornington Peninsula	2016	University or other tertiary	7893
North West	2006		11640
North West	2006	Infants/Primary	13757
North West	2006	Pre-school	2257
North West	2006	Secondary	10935
North West	2006	Technical or Further Educational Institution	2358
North West	2006	University or other tertiary	1685
North West	2011		11517
North West	2011	Infants/Primary	11936
North West	2011	Pre-school	2340
North West	2011	Secondary	10360
North West	2011	Technical or Further Educational Institution	2568
North West	2011	University or other tertiary	2020
North West	2016		15555
North West	2016	Infants/Primary	11577
North West	2016	Pre-school	2244
North West	2016	Secondary	9456
North West	2016	Technical or Further Educational Institution	2041
North West	2016	University or other tertiary	2246
Shepparton	2006		9543
Shepparton	2006	Infants/Primary	11608
Shepparton	2006	Pre-school	1913
Shepparton	2006	Secondary	8901
Shepparton	2006	Technical or Further Educational Institution	2120
Shepparton	2006	University or other tertiary	1406
Shepparton	2011		10212
Shepparton	2011	Infants/Primary	10502
Shepparton	2011	Pre-school	1917
Shepparton	2011	Secondary	9133
Shepparton	2011	Technical or Further Educational Institution	2662
Shepparton	2011	University or other tertiary	1644
Shepparton	2016		13092
Shepparton	2016	Infants/Primary	10640
Shepparton	2016	Pre-school	1894
Shepparton	2016	Secondary	8535
Shepparton	2016	Technical or Further Educational Institution	2229
Shepparton	2016	University or other tertiary	2005
Warrnambool and South West	2006		8714
Warrnambool and South West	2006	Infants/Primary	11207
Warrnambool and South West	2006	Pre-school	1812
Warrnambool and South West	2006	Secondary	9030
Warrnambool and South West	2006	Technical or Further Educational Institution	2436
Warrnambool and South West	2006	University or other tertiary	1844
Warrnambool and South West	2011		8367
Warrnambool and South West	2011	Infants/Primary	10043
Warrnambool and South West	2011	Pre-school	1921
Warrnambool and South West	2011	Secondary	8919
Warrnambool and South West	2011	Technical or Further Educational Institution	2720
Warrnambool and South West	2011	University or other tertiary	2205
Warrnambool and South West	2016		11096
Warrnambool and South West	2016	Infants/Primary	9865
Warrnambool and South West	2016	Pre-school	1784
Warrnambool and South West	2016	Secondary	7918
Warrnambool and South West	2016	Technical or Further Educational Institution	1908
Warrnambool and South West	2016	University or other tertiary	2066
Migratory - Offshore - Shipping (Vic.)	2006		9
Migratory - Offshore - Shipping (Vic.)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (Vic.)	2006	Pre-school	0
Migratory - Offshore - Shipping (Vic.)	2006	Secondary	0
Migratory - Offshore - Shipping (Vic.)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Vic.)	2006	University or other tertiary	0
Migratory - Offshore - Shipping (Vic.)	2011		3
Migratory - Offshore - Shipping (Vic.)	2011	Infants/Primary	0
Migratory - Offshore - Shipping (Vic.)	2011	Pre-school	0
Migratory - Offshore - Shipping (Vic.)	2011	Secondary	0
Migratory - Offshore - Shipping (Vic.)	2011	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Vic.)	2011	University or other tertiary	0
Migratory - Offshore - Shipping (Vic.)	2016		3
Migratory - Offshore - Shipping (Vic.)	2016	Infants/Primary	0
Migratory - Offshore - Shipping (Vic.)	2016	Pre-school	0
Migratory - Offshore - Shipping (Vic.)	2016	Secondary	0
Migratory - Offshore - Shipping (Vic.)	2016	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Vic.)	2016	University or other tertiary	0
No usual address (Vic.)	2006		815
No usual address (Vic.)	2006	Infants/Primary	212
No usual address (Vic.)	2006	Pre-school	46
No usual address (Vic.)	2006	Secondary	158
No usual address (Vic.)	2006	Technical or Further Educational Institution	163
No usual address (Vic.)	2006	University or other tertiary	326
No usual address (Vic.)	2011		1946
No usual address (Vic.)	2011	Infants/Primary	277
No usual address (Vic.)	2011	Pre-school	68
No usual address (Vic.)	2011	Secondary	151
No usual address (Vic.)	2011	Technical or Further Educational Institution	204
No usual address (Vic.)	2011	University or other tertiary	394
No usual address (Vic.)	2016		2156
No usual address (Vic.)	2016	Infants/Primary	179
No usual address (Vic.)	2016	Pre-school	49
No usual address (Vic.)	2016	Secondary	137
No usual address (Vic.)	2016	Technical or Further Educational Institution	139
No usual address (Vic.)	2016	University or other tertiary	366
Brisbane - East	2006		13115
Brisbane - East	2006	Infants/Primary	17851
Brisbane - East	2006	Pre-school	3014
Brisbane - East	2006	Secondary	12364
Brisbane - East	2006	Technical or Further Educational Institution	3694
Brisbane - East	2006	University or other tertiary	5331
Brisbane - East	2011		12278
Brisbane - East	2011	Infants/Primary	19573
Brisbane - East	2011	Pre-school	2659
Brisbane - East	2011	Secondary	13554
Brisbane - East	2011	Technical or Further Educational Institution	4039
Brisbane - East	2011	University or other tertiary	6777
Brisbane - East	2016		12820
Brisbane - East	2016	Infants/Primary	20015
Brisbane - East	2016	Pre-school	2769
Brisbane - East	2016	Secondary	15438
Brisbane - East	2016	Technical or Further Educational Institution	3443
Brisbane - East	2016	University or other tertiary	8150
Brisbane - North	2006		13404
Brisbane - North	2006	Infants/Primary	13389
Brisbane - North	2006	Pre-school	2600
Brisbane - North	2006	Secondary	9913
Brisbane - North	2006	Technical or Further Educational Institution	2993
Brisbane - North	2006	University or other tertiary	7087
Brisbane - North	2011		12659
Brisbane - North	2011	Infants/Primary	14885
Brisbane - North	2011	Pre-school	2156
Brisbane - North	2011	Secondary	10211
Brisbane - North	2011	Technical or Further Educational Institution	3719
Brisbane - North	2011	University or other tertiary	8685
Brisbane - North	2016		12966
Brisbane - North	2016	Infants/Primary	15980
Brisbane - North	2016	Pre-school	2521
Brisbane - North	2016	Secondary	11780
Brisbane - North	2016	Technical or Further Educational Institution	3505
Brisbane - North	2016	University or other tertiary	11116
Brisbane - South	2006		21120
Brisbane - South	2006	Infants/Primary	22851
Brisbane - South	2006	Pre-school	4292
Brisbane - South	2006	Secondary	16296
Brisbane - South	2006	Technical or Further Educational Institution	6481
Brisbane - South	2006	University or other tertiary	19504
Brisbane - South	2011		21232
Brisbane - South	2011	Infants/Primary	24293
Brisbane - South	2011	Pre-school	3631
Brisbane - South	2011	Secondary	17314
Brisbane - South	2011	Technical or Further Educational Institution	7348
Brisbane - South	2011	University or other tertiary	25262
Brisbane - South	2016		22178
Brisbane - South	2016	Infants/Primary	25921
Brisbane - South	2016	Pre-school	4236
Brisbane - South	2016	Secondary	19809
Brisbane - South	2016	Technical or Further Educational Institution	6881
Brisbane - South	2016	University or other tertiary	30456
Brisbane - West	2006		10703
Brisbane - West	2006	Infants/Primary	13461
Brisbane - West	2006	Pre-school	2578
Brisbane - West	2006	Secondary	10633
Brisbane - West	2006	Technical or Further Educational Institution	2503
Brisbane - West	2006	University or other tertiary	16824
Brisbane - West	2011		8785
Brisbane - West	2011	Infants/Primary	15104
Brisbane - West	2011	Pre-school	2372
Brisbane - West	2011	Secondary	10746
Brisbane - West	2011	Technical or Further Educational Institution	2579
Brisbane - West	2011	University or other tertiary	18132
Brisbane - West	2016		8919
Brisbane - West	2016	Infants/Primary	15990
Brisbane - West	2016	Pre-school	2525
Brisbane - West	2016	Secondary	12456
Brisbane - West	2016	Technical or Further Educational Institution	2310
Brisbane - West	2016	University or other tertiary	20531
Brisbane Inner City	2006		24927
Brisbane Inner City	2006	Infants/Primary	10730
Brisbane Inner City	2006	Pre-school	2448
Brisbane Inner City	2006	Secondary	8388
Brisbane Inner City	2006	Technical or Further Educational Institution	3828
Brisbane Inner City	2006	University or other tertiary	19433
Brisbane Inner City	2011		19067
Brisbane Inner City	2011	Infants/Primary	13464
Brisbane Inner City	2011	Pre-school	2362
Brisbane Inner City	2011	Secondary	9275
Brisbane Inner City	2011	Technical or Further Educational Institution	4432
Brisbane Inner City	2011	University or other tertiary	23663
Brisbane Inner City	2016		23836
Brisbane Inner City	2016	Infants/Primary	14727
Brisbane Inner City	2016	Pre-school	2542
Brisbane Inner City	2016	Secondary	11840
Brisbane Inner City	2016	Technical or Further Educational Institution	4710
Brisbane Inner City	2016	University or other tertiary	28842
Cairns	2006		22469
Cairns	2006	Infants/Primary	18464
Cairns	2006	Pre-school	2865
Cairns	2006	Secondary	12278
Cairns	2006	Technical or Further Educational Institution	3103
Cairns	2006	University or other tertiary	4089
Cairns	2011		21885
Cairns	2011	Infants/Primary	19757
Cairns	2011	Pre-school	2377
Cairns	2011	Secondary	13606
Cairns	2011	Technical or Further Educational Institution	3639
Cairns	2011	University or other tertiary	5276
Cairns	2016		26357
Cairns	2016	Infants/Primary	20539
Cairns	2016	Pre-school	2458
Cairns	2016	Secondary	15208
Cairns	2016	Technical or Further Educational Institution	3481
Cairns	2016	University or other tertiary	6394
Darling Downs - Maranoa	2006		8720
Darling Downs - Maranoa	2006	Infants/Primary	11806
Darling Downs - Maranoa	2006	Pre-school	1868
Darling Downs - Maranoa	2006	Secondary	6843
Darling Downs - Maranoa	2006	Technical or Further Educational Institution	1672
Darling Downs - Maranoa	2006	University or other tertiary	1164
Darling Downs - Maranoa	2011		10130
Darling Downs - Maranoa	2011	Infants/Primary	11674
Darling Downs - Maranoa	2011	Pre-school	1317
Darling Downs - Maranoa	2011	Secondary	7282
Darling Downs - Maranoa	2011	Technical or Further Educational Institution	1863
Darling Downs - Maranoa	2011	University or other tertiary	1555
Darling Downs - Maranoa	2016		13024
Darling Downs - Maranoa	2016	Infants/Primary	11387
Darling Downs - Maranoa	2016	Pre-school	1358
Darling Downs - Maranoa	2016	Secondary	7959
Darling Downs - Maranoa	2016	Technical or Further Educational Institution	1606
Darling Downs - Maranoa	2016	University or other tertiary	1853
Central Queensland	2006		17809
Central Queensland	2006	Infants/Primary	19474
Central Queensland	2006	Pre-school	2778
Central Queensland	2006	Secondary	12792
Central Queensland	2006	Technical or Further Educational Institution	3090
Central Queensland	2006	University or other tertiary	4449
Central Queensland	2011		19688
Central Queensland	2011	Infants/Primary	19883
Central Queensland	2011	Pre-school	2047
Central Queensland	2011	Secondary	12992
Central Queensland	2011	Technical or Further Educational Institution	3717
Central Queensland	2011	University or other tertiary	4384
Central Queensland	2016		21983
Central Queensland	2016	Infants/Primary	20546
Central Queensland	2016	Pre-school	2458
Central Queensland	2016	Secondary	14884
Central Queensland	2016	Technical or Further Educational Institution	3111
Central Queensland	2016	University or other tertiary	5574
Gold Coast	2006		46974
Gold Coast	2006	Infants/Primary	35220
Gold Coast	2006	Pre-school	6604
Gold Coast	2006	Secondary	24926
Gold Coast	2006	Technical or Further Educational Institution	7513
Gold Coast	2006	University or other tertiary	14308
Gold Coast	2011		43563
Gold Coast	2011	Infants/Primary	41061
Gold Coast	2011	Pre-school	6524
Gold Coast	2011	Secondary	28972
Gold Coast	2011	Technical or Further Educational Institution	9845
Gold Coast	2011	University or other tertiary	21478
Gold Coast	2016		50441
Gold Coast	2016	Infants/Primary	44988
Gold Coast	2016	Pre-school	7690
Gold Coast	2016	Secondary	34620
Gold Coast	2016	Technical or Further Educational Institution	10358
Gold Coast	2016	University or other tertiary	25964
Ipswich	2006		22346
Ipswich	2006	Infants/Primary	24277
Ipswich	2006	Pre-school	4030
Ipswich	2006	Secondary	15701
Ipswich	2006	Technical or Further Educational Institution	4522
Ipswich	2006	University or other tertiary	5871
Ipswich	2011		24190
Ipswich	2011	Infants/Primary	27165
Ipswich	2011	Pre-school	3621
Ipswich	2011	Secondary	18010
Ipswich	2011	Technical or Further Educational Institution	5583
Ipswich	2011	University or other tertiary	8317
Ipswich	2016		31082
Ipswich	2016	Infants/Primary	30778
Ipswich	2016	Pre-school	4288
Ipswich	2016	Secondary	22253
Ipswich	2016	Technical or Further Educational Institution	6253
Ipswich	2016	University or other tertiary	11410
Logan - Beaudesert	2006		23200
Logan - Beaudesert	2006	Infants/Primary	26767
Logan - Beaudesert	2006	Pre-school	4368
Logan - Beaudesert	2006	Secondary	17896
Logan - Beaudesert	2006	Technical or Further Educational Institution	5128
Logan - Beaudesert	2006	University or other tertiary	5834
Logan - Beaudesert	2011		22988
Logan - Beaudesert	2011	Infants/Primary	27804
Logan - Beaudesert	2011	Pre-school	3829
Logan - Beaudesert	2011	Secondary	19474
Logan - Beaudesert	2011	Technical or Further Educational Institution	5882
Logan - Beaudesert	2011	University or other tertiary	7327
Logan - Beaudesert	2016		25742
Logan - Beaudesert	2016	Infants/Primary	30583
Logan - Beaudesert	2016	Pre-school	4300
Logan - Beaudesert	2016	Secondary	22319
Logan - Beaudesert	2016	Technical or Further Educational Institution	6200
Logan - Beaudesert	2016	University or other tertiary	9133
Mackay - Isaac - Whitsunday	2006		16515
Mackay - Isaac - Whitsunday	2006	Infants/Primary	14043
Mackay - Isaac - Whitsunday	2006	Pre-school	2260
Mackay - Isaac - Whitsunday	2006	Secondary	8829
Mackay - Isaac - Whitsunday	2006	Technical or Further Educational Institution	2311
Mackay - Isaac - Whitsunday	2006	University or other tertiary	2345
Mackay - Isaac - Whitsunday	2011		15844
Mackay - Isaac - Whitsunday	2011	Infants/Primary	15376
Mackay - Isaac - Whitsunday	2011	Pre-school	1681
Mackay - Isaac - Whitsunday	2011	Secondary	9306
Mackay - Isaac - Whitsunday	2011	Technical or Further Educational Institution	2793
Mackay - Isaac - Whitsunday	2011	University or other tertiary	2633
Mackay - Isaac - Whitsunday	2016		18697
Mackay - Isaac - Whitsunday	2016	Infants/Primary	15206
Mackay - Isaac - Whitsunday	2016	Pre-school	1973
Mackay - Isaac - Whitsunday	2016	Secondary	10547
Mackay - Isaac - Whitsunday	2016	Technical or Further Educational Institution	2214
Mackay - Isaac - Whitsunday	2016	University or other tertiary	3621
Moreton Bay - North	2006		16168
Moreton Bay - North	2006	Infants/Primary	17680
Moreton Bay - North	2006	Pre-school	2794
Moreton Bay - North	2006	Secondary	11633
Moreton Bay - North	2006	Technical or Further Educational Institution	3082
Moreton Bay - North	2006	University or other tertiary	3116
Moreton Bay - North	2011		17736
Moreton Bay - North	2011	Infants/Primary	19335
Moreton Bay - North	2011	Pre-school	2465
Moreton Bay - North	2011	Secondary	12947
Moreton Bay - North	2011	Technical or Further Educational Institution	3794
Moreton Bay - North	2011	University or other tertiary	4439
Moreton Bay - North	2016		20503
Moreton Bay - North	2016	Infants/Primary	20512
Moreton Bay - North	2016	Pre-school	2588
Moreton Bay - North	2016	Secondary	15138
Moreton Bay - North	2016	Technical or Further Educational Institution	3725
Moreton Bay - North	2016	University or other tertiary	5696
Moreton Bay - South	2006		8293
Moreton Bay - South	2006	Infants/Primary	15172
Moreton Bay - South	2006	Pre-school	2625
Moreton Bay - South	2006	Secondary	10121
Moreton Bay - South	2006	Technical or Further Educational Institution	2456
Moreton Bay - South	2006	University or other tertiary	4244
Moreton Bay - South	2011		8624
Moreton Bay - South	2011	Infants/Primary	17653
Moreton Bay - South	2011	Pre-school	2386
Moreton Bay - South	2011	Secondary	11669
Moreton Bay - South	2011	Technical or Further Educational Institution	3014
Moreton Bay - South	2011	University or other tertiary	5747
Moreton Bay - South	2016		11071
Moreton Bay - South	2016	Infants/Primary	20316
Moreton Bay - South	2016	Pre-school	3000
Moreton Bay - South	2016	Secondary	14048
Moreton Bay - South	2016	Technical or Further Educational Institution	3326
Moreton Bay - South	2016	University or other tertiary	7867
Queensland - Outback	2006		9595
Queensland - Outback	2006	Infants/Primary	8223
Queensland - Outback	2006	Pre-school	1240
Queensland - Outback	2006	Secondary	3522
Queensland - Outback	2006	Technical or Further Educational Institution	1193
Queensland - Outback	2006	University or other tertiary	828
Queensland - Outback	2011		10033
Queensland - Outback	2011	Infants/Primary	8399
Queensland - Outback	2011	Pre-school	1043
Queensland - Outback	2011	Secondary	3822
Queensland - Outback	2011	Technical or Further Educational Institution	1197
Queensland - Outback	2011	University or other tertiary	964
Queensland - Outback	2016		10157
Queensland - Outback	2016	Infants/Primary	7867
Queensland - Outback	2016	Pre-school	1091
Queensland - Outback	2016	Secondary	4139
Queensland - Outback	2016	Technical or Further Educational Institution	943
Queensland - Outback	2016	University or other tertiary	1140
Sunshine Coast	2006		22080
Sunshine Coast	2006	Infants/Primary	24143
Sunshine Coast	2006	Pre-school	3978
Sunshine Coast	2006	Secondary	17049
Sunshine Coast	2006	Technical or Further Educational Institution	4622
Sunshine Coast	2006	University or other tertiary	6003
Sunshine Coast	2011		20454
Sunshine Coast	2011	Infants/Primary	26579
Sunshine Coast	2011	Pre-school	3514
Sunshine Coast	2011	Secondary	19175
Sunshine Coast	2011	Technical or Further Educational Institution	4812
Sunshine Coast	2011	University or other tertiary	9350
Sunshine Coast	2016		25295
Sunshine Coast	2016	Infants/Primary	28644
Sunshine Coast	2016	Pre-school	3805
Sunshine Coast	2016	Secondary	22123
Sunshine Coast	2016	Technical or Further Educational Institution	4946
Sunshine Coast	2016	University or other tertiary	12509
Toowoomba	2006		9592
Toowoomba	2006	Infants/Primary	12482
Toowoomba	2006	Pre-school	2002
Toowoomba	2006	Secondary	9296
Toowoomba	2006	Technical or Further Educational Institution	2340
Toowoomba	2006	University or other tertiary	5894
Toowoomba	2011		9813
Toowoomba	2011	Infants/Primary	13348
Toowoomba	2011	Pre-school	1569
Toowoomba	2011	Secondary	9642
Toowoomba	2011	Technical or Further Educational Institution	2477
Toowoomba	2011	University or other tertiary	5975
Toowoomba	2016		12329
Toowoomba	2016	Infants/Primary	13421
Toowoomba	2016	Pre-school	1745
Toowoomba	2016	Secondary	10628
Toowoomba	2016	Technical or Further Educational Institution	2554
Toowoomba	2016	University or other tertiary	6711
Townsville	2006		16679
Townsville	2006	Infants/Primary	18677
Townsville	2006	Pre-school	2874
Townsville	2006	Secondary	12831
Townsville	2006	Technical or Further Educational Institution	3268
Townsville	2006	University or other tertiary	7933
Townsville	2011		18272
Townsville	2011	Infants/Primary	19902
Townsville	2011	Pre-school	2309
Townsville	2011	Secondary	13729
Townsville	2011	Technical or Further Educational Institution	3769
Townsville	2011	University or other tertiary	9159
Townsville	2016		20908
Townsville	2016	Infants/Primary	19918
Townsville	2016	Pre-school	2563
Townsville	2016	Secondary	15328
Townsville	2016	Technical or Further Educational Institution	3536
Townsville	2016	University or other tertiary	11004
Wide Bay	2006		20459
Wide Bay	2006	Infants/Primary	23408
Wide Bay	2006	Pre-school	3475
Wide Bay	2006	Secondary	15211
Wide Bay	2006	Technical or Further Educational Institution	4195
Wide Bay	2006	University or other tertiary	3287
Wide Bay	2011		21290
Wide Bay	2011	Infants/Primary	24195
Wide Bay	2011	Pre-school	2701
Wide Bay	2011	Secondary	16671
Wide Bay	2011	Technical or Further Educational Institution	4588
Wide Bay	2011	University or other tertiary	4036
Wide Bay	2016		27321
Wide Bay	2016	Infants/Primary	22915
Wide Bay	2016	Pre-school	2701
Wide Bay	2016	Secondary	17491
Wide Bay	2016	Technical or Further Educational Institution	3738
Wide Bay	2016	University or other tertiary	4967
Migratory - Offshore - Shipping (Qld)	2006		4
Migratory - Offshore - Shipping (Qld)	2006	Infants/Primary	0
Migratory - Offshore - Shipping (Qld)	2006	Pre-school	0
Migratory - Offshore - Shipping (Qld)	2006	Secondary	0
Migratory - Offshore - Shipping (Qld)	2006	Technical or Further Educational Institution	0
Migratory - Offshore - Shipping (Qld)	2006	University or other tertiary	0
Migratory - Offshore - Shipping (Qld)	2011		86
Migratory - Offshore - Shipping (Qld)	2011	Infants/Primary	9
Migratory - Offshore - Shipping (Qld)	2011	Pre-school	0
Migratory - Offshore - Shipping (Qld)	2011	Secondary	15
Migratory - Offshore - Shipping (Qld)	2011	Technical or Further Educational Institution	6
