SA4_NAME16	Year	SameAddress1YearAgo	Sex	persons
Melbourne - North West	2006	1	F	121333
Melbourne - North West	2006	1	M	116941
Melbourne - North West	2011		F	9110
Melbourne - North West	2011		M	9523
Melbourne - North West	2011	0	F	17799
Melbourne - North West	2011	0	M	17404
Melbourne - North West	2011	1	F	134255
Melbourne - North West	2011	1	M	130394
Melbourne - North West	2016		F	15647
Melbourne - North West	2016		M	15879
Melbourne - North West	2016	0	F	23764
Melbourne - North West	2016	0	M	23784
Melbourne - North West	2016	1	F	143883
Melbourne - North West	2016	1	M	140410
Melbourne - Outer East	2006		F	11610
Melbourne - Outer East	2006		M	11784
Melbourne - Outer East	2006	0	F	25291
Melbourne - Outer East	2006	0	M	23724
Melbourne - Outer East	2006	1	F	201068
Melbourne - Outer East	2006	1	M	192568
Melbourne - Outer East	2011		F	9346
Melbourne - Outer East	2011		M	10189
Melbourne - Outer East	2011	0	F	25037
Melbourne - Outer East	2011	0	M	23726
Melbourne - Outer East	2011	1	F	209787
Melbourne - Outer East	2011	1	M	201014
Melbourne - Outer East	2016		F	18472
Melbourne - Outer East	2016		M	17969
Melbourne - Outer East	2016	0	F	28457
Melbourne - Outer East	2016	0	M	26577
Melbourne - Outer East	2016	1	F	208604
Melbourne - Outer East	2016	1	M	199529
Melbourne - South East	2006		F	18146
Melbourne - South East	2006		M	19833
Melbourne - South East	2006	0	F	38422
Melbourne - South East	2006	0	M	38050
Melbourne - South East	2006	1	F	237714
Melbourne - South East	2006	1	M	232844
Melbourne - South East	2011		F	15704
Melbourne - South East	2011		M	17513
Melbourne - South East	2011	0	F	43820
Melbourne - South East	2011	0	M	44230
Melbourne - South East	2011	1	F	270724
Melbourne - South East	2011	1	M	266022
Melbourne - South East	2016		F	29846
Melbourne - South East	2016		M	31118
Melbourne - South East	2016	0	F	55343
Melbourne - South East	2016	0	M	56065
Melbourne - South East	2016	1	F	293615
Melbourne - South East	2016	1	M	289283
Melbourne - West	2006		F	17450
Melbourne - West	2006		M	19962
Melbourne - West	2006	0	F	34749
Melbourne - West	2006	0	M	33878
Melbourne - West	2006	1	F	203773
Melbourne - West	2006	1	M	199244
Melbourne - West	2011		F	20119
Melbourne - West	2011		M	23360
Melbourne - West	2011	0	F	44207
Melbourne - West	2011	0	M	43801
Melbourne - West	2011	1	F	244200
Melbourne - West	2011	1	M	240368
Melbourne - West	2016		F	32286
Melbourne - West	2016		M	34981
Melbourne - West	2016	0	F	51044
Melbourne - West	2016	0	M	50826
Melbourne - West	2016	1	F	281571
Melbourne - West	2016	1	M	276733
Mornington Peninsula	2006		F	9857
Mornington Peninsula	2006		M	9631
Mornington Peninsula	2006	0	F	17976
Mornington Peninsula	2006	0	M	17162
Mornington Peninsula	2006	1	F	102685
Mornington Peninsula	2006	1	M	96969
Mornington Peninsula	2011		F	7988
Mornington Peninsula	2011		M	7864
Mornington Peninsula	2011	0	F	18909
Mornington Peninsula	2011	0	M	17886
Mornington Peninsula	2011	1	F	112270
Mornington Peninsula	2011	1	M	106143
Mornington Peninsula	2016		F	13665
Mornington Peninsula	2016		M	12852
Mornington Peninsula	2016	0	F	19272
Mornington Peninsula	2016	0	M	18243
Mornington Peninsula	2016	1	F	115909
Mornington Peninsula	2016	1	M	109195
North West	2006		F	3869
North West	2006		M	4395
North West	2006	0	F	10223
North West	2006	0	M	9694
North West	2006	1	F	60616
North West	2006	1	M	59192
North West	2011		F	3992
North West	2011		M	4649
North West	2011	0	F	9641
North West	2011	0	M	9096
North West	2011	1	F	60662
North West	2011	1	M	59390
North West	2016		F	7870
North West	2016		M	8687
North West	2016	0	F	9181
North West	2016	0	M	8526
North West	2016	1	F	58263
North West	2016	1	M	57508
Shepparton	2006		F	3302
Shepparton	2006		M	3723
Shepparton	2006	0	F	8755
Shepparton	2006	0	M	8166
Shepparton	2006	1	F	48542
Shepparton	2006	1	M	47890
Shepparton	2011		F	3586
Shepparton	2011		M	3959
Shepparton	2011	0	F	8275
Shepparton	2011	0	M	7812
Shepparton	2011	1	F	51193
Shepparton	2011	1	M	50070
Shepparton	2016		F	6816
Shepparton	2016		M	7068
Shepparton	2016	0	F	8167
Shepparton	2016	0	M	7648
Shepparton	2016	1	F	50486
Shepparton	2016	1	M	49784
Warrnambool and South West	2006		F	3140
Warrnambool and South West	2006		M	3179
Warrnambool and South West	2006	0	F	8063
Warrnambool and South West	2006	0	M	7681
Warrnambool and South West	2006	1	F	49141
Warrnambool and South West	2006	1	M	47953
Warrnambool and South West	2011		F	2997
Warrnambool and South West	2011		M	3199
Warrnambool and South West	2011	0	F	7638
Warrnambool and South West	2011	0	M	7168
Warrnambool and South West	2011	1	F	50439
Warrnambool and South West	2011	1	M	49219
Warrnambool and South West	2016		F	5912
Warrnambool and South West	2016		M	5839
Warrnambool and South West	2016	0	F	7417
Warrnambool and South West	2016	0	M	6934
Warrnambool and South West	2016	1	F	48860
Warrnambool and South West	2016	1	M	47733
Migratory - Offshore - Shipping (Vic.)	2006		F	0
Migratory - Offshore - Shipping (Vic.)	2006		M	11
Migratory - Offshore - Shipping (Vic.)	2006	0	F	0
Migratory - Offshore - Shipping (Vic.)	2006	0	M	8
Migratory - Offshore - Shipping (Vic.)	2006	1	F	3
Migratory - Offshore - Shipping (Vic.)	2006	1	M	30
Migratory - Offshore - Shipping (Vic.)	2011		F	0
Migratory - Offshore - Shipping (Vic.)	2011		M	7
Migratory - Offshore - Shipping (Vic.)	2011	0	F	0
Migratory - Offshore - Shipping (Vic.)	2011	0	M	7
Migratory - Offshore - Shipping (Vic.)	2011	1	F	0
Migratory - Offshore - Shipping (Vic.)	2011	1	M	22
Migratory - Offshore - Shipping (Vic.)	2016		F	4
Migratory - Offshore - Shipping (Vic.)	2016		M	3
Migratory - Offshore - Shipping (Vic.)	2016	0	F	0
Migratory - Offshore - Shipping (Vic.)	2016	0	M	12
Migratory - Offshore - Shipping (Vic.)	2016	1	F	0
Migratory - Offshore - Shipping (Vic.)	2016	1	M	13
No usual address (Vic.)	2006		F	358
No usual address (Vic.)	2006		M	517
No usual address (Vic.)	2006	0	F	2032
No usual address (Vic.)	2006	0	M	2380
No usual address (Vic.)	2006	1	F	408
No usual address (Vic.)	2006	1	M	701
No usual address (Vic.)	2011		F	713
No usual address (Vic.)	2011		M	1280
No usual address (Vic.)	2011	0	F	2406
No usual address (Vic.)	2011	0	M	2633
No usual address (Vic.)	2011	1	F	517
No usual address (Vic.)	2011	1	M	759
No usual address (Vic.)	2016		F	835
No usual address (Vic.)	2016		M	1426
No usual address (Vic.)	2016	0	F	1859
No usual address (Vic.)	2016	0	M	2095
No usual address (Vic.)	2016	1	F	544
No usual address (Vic.)	2016	1	M	810
Brisbane - East	2006		F	5106
Brisbane - East	2006		M	5389
Brisbane - East	2006	0	F	16924
Brisbane - East	2006	0	M	16049
Brisbane - East	2006	1	F	76087
Brisbane - East	2006	1	M	72247
Brisbane - East	2011		F	4784
Brisbane - East	2011		M	5256
Brisbane - East	2011	0	F	16755
Brisbane - East	2011	0	M	15804
Brisbane - East	2011	1	F	86238
Brisbane - East	2011	1	M	82296
Brisbane - East	2016		F	8632
Brisbane - East	2016		M	8665
Brisbane - East	2016	0	F	17146
Brisbane - East	2016	0	M	16109
Brisbane - East	2016	1	F	88098
Brisbane - East	2016	1	M	84442
Brisbane - North	2006		F	5528
Brisbane - North	2006		M	5293
Brisbane - North	2006	0	F	14591
Brisbane - North	2006	0	M	13524
Brisbane - North	2006	1	F	70389
Brisbane - North	2006	1	M	65094
Brisbane - North	2011		F	5143
Brisbane - North	2011		M	5466
Brisbane - North	2011	0	F	15515
Brisbane - North	2011	0	M	14808
Brisbane - North	2011	1	F	77473
Brisbane - North	2011	1	M	72646
Brisbane - North	2016		F	8728
Brisbane - North	2016		M	8317
Brisbane - North	2016	0	F	17414
Brisbane - North	2016	0	M	16546
Brisbane - North	2016	1	F	80122
Brisbane - North	2016	1	M	75389
Brisbane - South	2006		F	8261
Brisbane - South	2006		M	9538
Brisbane - South	2006	0	F	27540
Brisbane - South	2006	0	M	26173
Brisbane - South	2006	1	F	110957
Brisbane - South	2006	1	M	105136
Brisbane - South	2011		F	8281
Brisbane - South	2011		M	9434
Brisbane - South	2011	0	F	26942
Brisbane - South	2011	0	M	26430
Brisbane - South	2011	1	F	124290
Brisbane - South	2011	1	M	118708
Brisbane - South	2016		F	13605
Brisbane - South	2016		M	13901
Brisbane - South	2016	0	F	32172
Brisbane - South	2016	0	M	31306
Brisbane - South	2016	1	F	127417
Brisbane - South	2016	1	M	122165
Brisbane - West	2006		F	4368
Brisbane - West	2006		M	4568
Brisbane - West	2006	0	F	15421
Brisbane - West	2006	0	M	14685
Brisbane - West	2006	1	F	63311
Brisbane - West	2006	1	M	58869
Brisbane - West	2011		F	3741
Brisbane - West	2011		M	3869
Brisbane - West	2011	0	F	14842
Brisbane - West	2011	0	M	14616
Brisbane - West	2011	1	F	68358
Brisbane - West	2011	1	M	64929
Brisbane - West	2016		F	6146
Brisbane - West	2016		M	6124
Brisbane - West	2016	0	F	15681
Brisbane - West	2016	0	M	15099
Brisbane - West	2016	1	F	69800
Brisbane - West	2016	1	M	66138
Brisbane Inner City	2006		F	10084
Brisbane Inner City	2006		M	12446
Brisbane Inner City	2006	0	F	27051
Brisbane Inner City	2006	0	M	25948
Brisbane Inner City	2006	1	F	66325
Brisbane Inner City	2006	1	M	63161
Brisbane Inner City	2011		F	7456
Brisbane Inner City	2011		M	9804
Brisbane Inner City	2011	0	F	27988
Brisbane Inner City	2011	0	M	27245
Brisbane Inner City	2011	1	F	76335
Brisbane Inner City	2011	1	M	75154
Brisbane Inner City	2016		F	13270
Brisbane Inner City	2016		M	14028
Brisbane Inner City	2016	0	F	32966
Brisbane Inner City	2016	0	M	32004
Brisbane Inner City	2016	1	F	79392
Brisbane Inner City	2016	1	M	78552
Cairns	2006		F	9017
Cairns	2006		M	10310
Cairns	2006	0	F	20777
Cairns	2006	0	M	20133
Cairns	2006	1	F	71410
Cairns	2006	1	M	71462
Cairns	2011		F	8440
Cairns	2011		M	9720
Cairns	2011	0	F	21274
Cairns	2011	0	M	19720
Cairns	2011	1	F	82843
Cairns	2011	1	M	82436
Cairns	2016		F	14163
Cairns	2016		M	14626
Cairns	2016	0	F	20650
Cairns	2016	0	M	19238
Cairns	2016	1	F	86110
Cairns	2016	1	M	85402
Darling Downs - Maranoa	2006		F	3369
Darling Downs - Maranoa	2006		M	3799
Darling Downs - Maranoa	2006	0	F	9992
Darling Downs - Maranoa	2006	0	M	9804
Darling Downs - Maranoa	2006	1	F	43567
Darling Downs - Maranoa	2006	1	M	44331
Darling Downs - Maranoa	2011		F	3984
Darling Downs - Maranoa	2011		M	4719
Darling Downs - Maranoa	2011	0	F	9841
Darling Downs - Maranoa	2011	0	M	9435
Darling Downs - Maranoa	2011	1	F	46765
Darling Downs - Maranoa	2011	1	M	47528
Darling Downs - Maranoa	2016		F	6517
Darling Downs - Maranoa	2016		M	7088
Darling Downs - Maranoa	2016	0	F	9267
Darling Downs - Maranoa	2016	0	M	8857
Darling Downs - Maranoa	2016	1	F	46795
Darling Downs - Maranoa	2016	1	M	47763
Central Queensland	2006		F	6614
Central Queensland	2006		M	8933
Central Queensland	2006	0	F	19847
Central Queensland	2006	0	M	20054
Central Queensland	2006	1	F	68430
Central Queensland	2006	1	M	70026
Central Queensland	2011		F	7655
Central Queensland	2011		M	10151
Central Queensland	2011	0	F	18961
Central Queensland	2011	0	M	19264
Central Queensland	2011	1	F	76564
Central Queensland	2011	1	M	78751
Central Queensland	2016		F	11084
Central Queensland	2016		M	13332
Central Queensland	2016	0	F	18086
Central Queensland	2016	0	M	17062
Central Queensland	2016	1	F	79457
Central Queensland	2016	1	M	81894
Gold Coast	2006		F	18669
Gold Coast	2006		M	21268
Gold Coast	2006	0	F	48976
Gold Coast	2006	0	M	46561
Gold Coast	2006	1	F	159116
Gold Coast	2006	1	M	151598
Gold Coast	2011		F	18134
Gold Coast	2011		M	19526
Gold Coast	2011	0	F	49789
Gold Coast	2011	0	M	45903
Gold Coast	2011	1	F	191677
Gold Coast	2011	1	M	182616
Gold Coast	2016		F	30573
Gold Coast	2016		M	29867
Gold Coast	2016	0	F	55813
Gold Coast	2016	0	M	51275
Gold Coast	2016	1	F	206449
Gold Coast	2016	1	M	196018
Ipswich	2006		F	8171
Ipswich	2006		M	10455
Ipswich	2006	0	F	21965
Ipswich	2006	0	M	20826
Ipswich	2006	1	F	91136
Ipswich	2006	1	M	89155
Ipswich	2011		F	8701
Ipswich	2011		M	11724
Ipswich	2011	0	F	24085
Ipswich	2011	0	M	22942
Ipswich	2011	1	F	108253
Ipswich	2011	1	M	106088
Ipswich	2016		F	16206
Ipswich	2016		M	18850
Ipswich	2016	0	F	26632
Ipswich	2016	0	M	25490
Ipswich	2016	1	F	119420
Ipswich	2016	1	M	116466
Logan - Beaudesert	2006		F	8948
Logan - Beaudesert	2006		M	9871
Logan - Beaudesert	2006	0	F	22885
Logan - Beaudesert	2006	0	M	21828
Logan - Beaudesert	2006	1	F	99907
Logan - Beaudesert	2006	1	M	98299
Logan - Beaudesert	2011		F	8941
Logan - Beaudesert	2011		M	9799
Logan - Beaudesert	2011	0	F	22757
Logan - Beaudesert	2011	0	M	21555
Logan - Beaudesert	2011	1	F	114685
Logan - Beaudesert	2011	1	M	112697
Logan - Beaudesert	2016		F	15182
Logan - Beaudesert	2016		M	15132
Logan - Beaudesert	2016	0	F	25524
Logan - Beaudesert	2016	0	M	24521
Logan - Beaudesert	2016	1	F	119865
Logan - Beaudesert	2016	1	M	117078
Mackay - Isaac - Whitsunday	2006		F	5956
Mackay - Isaac - Whitsunday	2006		M	8730
Mackay - Isaac - Whitsunday	2006	0	F	14259
Mackay - Isaac - Whitsunday	2006	0	M	15065
Mackay - Isaac - Whitsunday	2006	1	F	51987
Mackay - Isaac - Whitsunday	2006	1	M	54180
Mackay - Isaac - Whitsunday	2011		F	5323
Mackay - Isaac - Whitsunday	2011		M	9216
Mackay - Isaac - Whitsunday	2011	0	F	15365
Mackay - Isaac - Whitsunday	2011	0	M	16008
Mackay - Isaac - Whitsunday	2011	1	F	58792
Mackay - Isaac - Whitsunday	2011	1	M	62104
Mackay - Isaac - Whitsunday	2016		F	9150
Mackay - Isaac - Whitsunday	2016		M	11914
Mackay - Isaac - Whitsunday	2016	0	F	13987
Mackay - Isaac - Whitsunday	2016	0	M	13060
Mackay - Isaac - Whitsunday	2016	1	F	59378
Mackay - Isaac - Whitsunday	2016	1	M	62199
Moreton Bay - North	2006		F	5889
Moreton Bay - North	2006		M	6941
Moreton Bay - North	2006	0	F	17613
Moreton Bay - North	2006	0	M	16562
Moreton Bay - North	2006	1	F	71967
Moreton Bay - North	2006	1	M	68882
Moreton Bay - North	2011		F	6742
Moreton Bay - North	2011		M	7814
Moreton Bay - North	2011	0	F	19183
Moreton Bay - North	2011	0	M	17430
Moreton Bay - North	2011	1	F	84179
Moreton Bay - North	2011	1	M	80402
Moreton Bay - North	2016		F	11668
Moreton Bay - North	2016		M	11924
Moreton Bay - North	2016	0	F	19597
Moreton Bay - North	2016	0	M	18028
Moreton Bay - North	2016	1	F	89506
Moreton Bay - North	2016	1	M	85360
Moreton Bay - South	2006		F	3256
Moreton Bay - South	2006		M	3589
Moreton Bay - South	2006	0	F	11967
Moreton Bay - South	2006	0	M	11339
Moreton Bay - South	2006	1	F	56087
Moreton Bay - South	2006	1	M	54899
Moreton Bay - South	2011		F	3469
Moreton Bay - South	2011		M	3850
Moreton Bay - South	2011	0	F	13438
Moreton Bay - South	2011	0	M	12758
Moreton Bay - South	2011	1	F	67880
Moreton Bay - South	2011	1	M	66034
Moreton Bay - South	2016		F	7313
Moreton Bay - South	2016		M	7566
Moreton Bay - South	2016	0	F	16286
Moreton Bay - South	2016	0	M	15156
Moreton Bay - South	2016	1	F	75552
Moreton Bay - South	2016	1	M	73092
Queensland - Outback	2006		F	3464
Queensland - Outback	2006		M	4883
Queensland - Outback	2006	0	F	6665
Queensland - Outback	2006	0	M	7104
Queensland - Outback	2006	1	F	27263
Queensland - Outback	2006	1	M	29143
Queensland - Outback	2011		F	3478
Queensland - Outback	2011		M	5625
Queensland - Outback	2011	0	F	6528
Queensland - Outback	2011	0	M	6849
Queensland - Outback	2011	1	F	29082
Queensland - Outback	2011	1	M	31357
Queensland - Outback	2016		F	4376
Queensland - Outback	2016		M	5976
Queensland - Outback	2016	0	F	5696
Queensland - Outback	2016	0	M	5564
Queensland - Outback	2016	1	F	28163
Queensland - Outback	2016	1	M	29924
Sunshine Coast	2006		F	8363
Sunshine Coast	2006		M	9231
Sunshine Coast	2006	0	F	28524
Sunshine Coast	2006	0	M	26577
Sunshine Coast	2006	1	F	104826
Sunshine Coast	2006	1	M	98741
Sunshine Coast	2011		F	7700
Sunshine Coast	2011		M	8656
Sunshine Coast	2011	0	F	28508
Sunshine Coast	2011	0	M	25555
Sunshine Coast	2011	1	F	122058
Sunshine Coast	2011	1	M	114432
Sunshine Coast	2016		F	15401
Sunshine Coast	2016		M	15319
Sunshine Coast	2016	0	F	32690
Sunshine Coast	2016	0	M	29818
Sunshine Coast	2016	1	F	131123
Sunshine Coast	2016	1	M	122167
Toowoomba	2006		F	3750
Toowoomba	2006		M	4271
Toowoomba	2006	0	F	13592
Toowoomba	2006	0	M	12658
Toowoomba	2006	1	F	49658
Toowoomba	2006	1	M	45977
Toowoomba	2011		F	4079
Toowoomba	2011		M	4246
Toowoomba	2011	0	F	12848
Toowoomba	2011	0	M	11897
Toowoomba	2011	1	F	55454
Toowoomba	2011	1	M	51697
Toowoomba	2016		F	7153
Toowoomba	2016		M	6990
Toowoomba	2016	0	F	13291
Toowoomba	2016	0	M	12295
Toowoomba	2016	1	F	56835
Toowoomba	2016	1	M	52953
Townsville	2006		F	6324
Townsville	2006		M	7739
Townsville	2006	0	F	20510
Townsville	2006	0	M	20232
Townsville	2006	1	F	70910
Townsville	2006	1	M	70956
Townsville	2011		F	7322
Townsville	2011		M	9092
Townsville	2011	0	F	20434
Townsville	2011	0	M	19286
Townsville	2011	1	F	81099
Townsville	2011	1	M	80666
Townsville	2016		F	11445
Townsville	2016		M	13189
Townsville	2016	0	F	19948
Townsville	2016	0	M	18976
Townsville	2016	1	F	82965
Townsville	2016	1	M	82509
Wide Bay	2006		F	7134
Wide Bay	2006		M	8208
Wide Bay	2006	0	F	23620
Wide Bay	2006	0	M	22393
Wide Bay	2006	1	F	95277
Wide Bay	2006	1	M	92903
Wide Bay	2011		F	7531
Wide Bay	2011		M	8808
Wide Bay	2011	0	F	22945
Wide Bay	2011	0	M	21052
Wide Bay	2011	1	F	108008
Wide Bay	2011	1	M	104925
Wide Bay	2016		F	14369
Wide Bay	2016		M	15500
Wide Bay	2016	0	F	22290
Wide Bay	2016	0	M	20545
Wide Bay	2016	1	F	109066
Wide Bay	2016	1	M	106114
Migratory - Offshore - Shipping (Qld)	2006		F	-4
Migratory - Offshore - Shipping (Qld)	2006		M	6
Migratory - Offshore - Shipping (Qld)	2006	0	F	10
Migratory - Offshore - Shipping (Qld)	2006	0	M	32
Migratory - Offshore - Shipping (Qld)	2006	1	F	5
Migratory - Offshore - Shipping (Qld)	2006	1	M	45
Migratory - Offshore - Shipping (Qld)	2011		F	26
Migratory - Offshore - Shipping (Qld)	2011		M	51
Migratory - Offshore - Shipping (Qld)	2011	0	F	29
Migratory - Offshore - Shipping (Qld)	2011	0	M	48
Migratory - Offshore - Shipping (Qld)	2011	1	F	138
Migratory - Offshore - Shipping (Qld)	2011	1	M	176
Migratory - Offshore - Shipping (Qld)	2016		F	13
Migratory - Offshore - Shipping (Qld)	2016		M	8
Migratory - Offshore - Shipping (Qld)	2016	0	F	17
Migratory - Offshore - Shipping (Qld)	2016	0	M	6
Migratory - Offshore - Shipping (Qld)	2016	1	F	57
Migratory - Offshore - Shipping (Qld)	2016	1	M	52
No usual address (Qld)	2006		F	697
No usual address (Qld)	2006		M	1248
No usual address (Qld)	2006	0	F	4065
No usual address (Qld)	2006	0	M	4779
No usual address (Qld)	2006	1	F	780
No usual address (Qld)	2006	1	M	1241
No usual address (Qld)	2011		F	726
No usual address (Qld)	2011		M	1374
No usual address (Qld)	2011	0	F	3767
No usual address (Qld)	2011	0	M	4301
No usual address (Qld)	2011	1	F	903
No usual address (Qld)	2011	1	M	1478
No usual address (Qld)	2016		F	1133
No usual address (Qld)	2016		M	1729
No usual address (Qld)	2016	0	F	3312
No usual address (Qld)	2016	0	M	3598
No usual address (Qld)	2016	1	F	1127
No usual address (Qld)	2016	1	M	1610
Adelaide - Central and Hills	2006		F	7620
Adelaide - Central and Hills	2006		M	8271
Adelaide - Central and Hills	2006	0	F	20638
Adelaide - Central and Hills	2006	0	M	19011
Adelaide - Central and Hills	2006	1	F	108622
Adelaide - Central and Hills	2006	1	M	100895
Adelaide - Central and Hills	2011		F	6091
Adelaide - Central and Hills	2011		M	7206
Adelaide - Central and Hills	2011	0	F	21073
Adelaide - Central and Hills	2011	0	M	19467
Adelaide - Central and Hills	2011	1	F	115445
Adelaide - Central and Hills	2011	1	M	107782
Adelaide - Central and Hills	2016		F	10947
Adelaide - Central and Hills	2016		M	11272
Adelaide - Central and Hills	2016	0	F	22215
Adelaide - Central and Hills	2016	0	M	20926
Adelaide - Central and Hills	2016	1	F	115706
Adelaide - Central and Hills	2016	1	M	108481
Adelaide - North	2006		F	10562
Adelaide - North	2006		M	11806
Adelaide - North	2006	0	F	24488
Adelaide - North	2006	0	M	23751
Adelaide - North	2006	1	F	148391
Adelaide - North	2006	1	M	144068
Adelaide - North	2011		F	9912
Adelaide - North	2011		M	11252
Adelaide - North	2011	0	F	25865
Adelaide - North	2011	0	M	25052
Adelaide - North	2011	1	F	161827
Adelaide - North	2011	1	M	157734
Adelaide - North	2016		F	17671
Adelaide - North	2016		M	18334
Adelaide - North	2016	0	F	28151
Adelaide - North	2016	0	M	27189
Adelaide - North	2016	1	F	167660
Adelaide - North	2016	1	M	164079
Adelaide - South	2006		F	7205
Adelaide - South	2006		M	7770
Adelaide - South	2006	0	F	22659
Adelaide - South	2006	0	M	21024
Adelaide - South	2006	1	F	136694
Adelaide - South	2006	1	M	128243
Adelaide - South	2011		F	7622
Adelaide - South	2011		M	7896
Adelaide - South	2011	0	F	23139
Adelaide - South	2011	0	M	21184
Adelaide - South	2011	1	F	143898
Adelaide - South	2011	1	M	136137
Adelaide - South	2016		F	14249
Adelaide - South	2016		M	13820
Adelaide - South	2016	0	F	23214
Adelaide - South	2016	0	M	21566
Adelaide - South	2016	1	F	145635
Adelaide - South	2016	1	M	136854
Adelaide - West	2006		F	5781
Adelaide - West	2006		M	6380
Adelaide - West	2006	0	F	13831
Adelaide - West	2006	0	M	13387
Adelaide - West	2006	1	F	85336
Adelaide - West	2006	1	M	80521
Adelaide - West	2011		F	5352
Adelaide - West	2011		M	5867
Adelaide - West	2011	0	F	14818
Adelaide - West	2011	0	M	14467
Adelaide - West	2011	1	F	90181
Adelaide - West	2011	1	M	85971
Adelaide - West	2016		F	9163
Adelaide - West	2016		M	9234
Adelaide - West	2016	0	F	16153
Adelaide - West	2016	0	M	15599
Adelaide - West	2016	1	F	91057
Adelaide - West	2016	1	M	86541
Barossa - Yorke - Mid North	2006		F	2502
Barossa - Yorke - Mid North	2006		M	2682
Barossa - Yorke - Mid North	2006	0	F	6938
Barossa - Yorke - Mid North	2006	0	M	6489
Barossa - Yorke - Mid North	2006	1	F	41950
Barossa - Yorke - Mid North	2006	1	M	42227
Barossa - Yorke - Mid North	2011		F	2159
Barossa - Yorke - Mid North	2011		M	2449
Barossa - Yorke - Mid North	2011	0	F	6699
Barossa - Yorke - Mid North	2011	0	M	6383
Barossa - Yorke - Mid North	2011	1	F	44355
Barossa - Yorke - Mid North	2011	1	M	44468
Barossa - Yorke - Mid North	2016		F	4556
Barossa - Yorke - Mid North	2016		M	4674
Barossa - Yorke - Mid North	2016	0	F	5987
Barossa - Yorke - Mid North	2016	0	M	5636
Barossa - Yorke - Mid North	2016	1	F	44617
Barossa - Yorke - Mid North	2016	1	M	45045
South Australia - Outback	2006		F	2659
South Australia - Outback	2006		M	3642
South Australia - Outback	2006	0	F	6118
South Australia - Outback	2006	0	M	6231
South Australia - Outback	2006	1	F	30948
South Australia - Outback	2006	1	M	32247
South Australia - Outback	2011		F	2746
South Australia - Outback	2011		M	3904
South Australia - Outback	2011	0	F	6022
South Australia - Outback	2011	0	M	6221
South Australia - Outback	2011	1	F	32186
South Australia - Outback	2011	1	M	33518
South Australia - Outback	2016		F	4457
South Australia - Outback	2016		M	5470
South Australia - Outback	2016	0	F	5203
South Australia - Outback	2016	0	M	5109
South Australia - Outback	2016	1	F	30685
South Australia - Outback	2016	1	M	31892
South Australia - South East	2006		F	4750
South Australia - South East	2006		M	5695
South Australia - South East	2006	0	F	12349
South Australia - South East	2006	0	M	11993
South Australia - South East	2006	1	F	67967
South Australia - South East	2006	1	M	67371
South Australia - South East	2011		F	4242
South Australia - South East	2011		M	5354
South Australia - South East	2011	0	F	11616
South Australia - South East	2011	0	M	11052
South Australia - South East	2011	1	F	72812
South Australia - South East	2011	1	M	72077
South Australia - South East	2016		F	8011
South Australia - South East	2016		M	9094
South Australia - South East	2016	0	F	11746
South Australia - South East	2016	0	M	11202
South Australia - South East	2016	1	F	72444
South Australia - South East	2016	1	M	72242
Migratory - Offshore - Shipping (SA)	2006		F	0
Migratory - Offshore - Shipping (SA)	2006		M	-1
Migratory - Offshore - Shipping (SA)	2006	0	F	0
Migratory - Offshore - Shipping (SA)	2006	0	M	4
Migratory - Offshore - Shipping (SA)	2006	1	F	0
Migratory - Offshore - Shipping (SA)	2006	1	M	4
Migratory - Offshore - Shipping (SA)	2011		F	0
Migratory - Offshore - Shipping (SA)	2011		M	0
Migratory - Offshore - Shipping (SA)	2011	0	F	0
Migratory - Offshore - Shipping (SA)	2011	0	M	0
Migratory - Offshore - Shipping (SA)	2011	1	F	0
Migratory - Offshore - Shipping (SA)	2011	1	M	5
Migratory - Offshore - Shipping (SA)	2016		F	0
Migratory - Offshore - Shipping (SA)	2016		M	0
Migratory - Offshore - Shipping (SA)	2016	0	F	0
Migratory - Offshore - Shipping (SA)	2016	0	M	0
Migratory - Offshore - Shipping (SA)	2016	1	F	0
Migratory - Offshore - Shipping (SA)	2016	1	M	6
No usual address (SA)	2006		F	134
No usual address (SA)	2006		M	197
No usual address (SA)	2006	0	F	803
No usual address (SA)	2006	0	M	1006
No usual address (SA)	2006	1	F	188
No usual address (SA)	2006	1	M	291
No usual address (SA)	2011		F	169
No usual address (SA)	2011		M	343
No usual address (SA)	2011	0	F	895
No usual address (SA)	2011	0	M	1066
No usual address (SA)	2011	1	F	223
No usual address (SA)	2011	1	M	369
No usual address (SA)	2016		F	247
No usual address (SA)	2016		M	469
No usual address (SA)	2016	0	F	699
No usual address (SA)	2016	0	M	899
No usual address (SA)	2016	1	F	183
No usual address (SA)	2016	1	M	366
Bunbury	2006		F	4221
Bunbury	2006		M	5044
Bunbury	2006	0	F	13453
Bunbury	2006	0	M	12828
Bunbury	2006	1	F	51445
Bunbury	2006	1	M	51190
Bunbury	2011		F	4508
Bunbury	2011		M	5770
Bunbury	2011	0	F	13014
Bunbury	2011	0	M	12590
Bunbury	2011	1	F	61624
Bunbury	2011	1	M	60597
Bunbury	2016		F	8780
Bunbury	2016		M	9403
Bunbury	2016	0	F	13231
Bunbury	2016	0	M	12133
Bunbury	2016	1	F	67142
Bunbury	2016	1	M	65638
Mandurah	2006		F	2703
Mandurah	2006		M	2822
Mandurah	2006	0	F	7336
Mandurah	2006	0	M	6824
Mandurah	2006	1	F	23989
Mandurah	2006	1	M	23184
Mandurah	2011		F	2714
